title_length,production_companies
18, Radar Pictures
10, David Dobkin Productions
10, Regency Enterprises
18, Blinding Edge Pictures
12,Legendary Pictures
15, The Jacobson Company
6,Columbia Pictures
7, Province of British Columbia Production Services Tax Credit
14, Mandeville Films
9, Regency Enterprises
9, Touchstone Pictures
6, Outerbanks Entertainment
11,Imagine Entertainment
11,Lakeshore Entertainment
6, Good Universe
28, Constantin Film Produktion
6,DreamWorks SKG
9, Original Film
12, Mutual Film Company
9, TF1 Films Production
9, Crescendo Productions
9, KMP Film Invest
10, Pantheon Entertainment Corporation
12, Wild West Picture Show Productions
17, ImageMovers
23, Davis Entertainment
15,DreamWorks SKG
18, Sony Pictures Animation
13,UK Film Council
18, Swanford Films
14,Twentieth Century Fox Film Corporation
17, New Regency Pictures
12,PathÃ© Renn Productions
18, SVT Drama
16, Warner Bros.
10, Omega Entertainment
20, Bona Fide Productions
15, LBI Entertainment
45,Columbia Pictures
7, Canal+
11, Pixar Animation Studios
14,New Line Cinema
17, Paradox Entertainment
12, Arc Productions
20, Warner Bros.
16, Type A Films
9,BIM Distribuzione
10, RatPac-Dune Entertainment
15, Two Ton Films
41,Summit Entertainment
36, What to Expect Productions
34, Mandate Pictures
13,Bazmark Films
13, Participant Media
17, Radiant Productions
14,Industry Entertainment
8,2929 Productions
37, Relativity Media
5, 3 Arts Entertainment
11,Halcyon Pictures
15, Radar Pictures
18, Ingenious Media
9,Columbia Pictures
50,Lucasfilm
35,WingNut Films
11, Spyglass Entertainment
9, Spectacle Entertainment Group
33, Chris Lee Productions
8, Thunder Road Pictures
13, Original Film
8,Paramount Pictures
13, Dune Entertainment
15, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG
19,Buena Vista
14, Electronic Arts
13,Playtone
10, StudioCanal
18, Franchise Pictures
19, VIP Medienfonds 4
12, Bluegrass Films
15,Original Film
4,Paramount Pictures
9, UK Film Council
12,New Line Cinema
8, Nides/McCormick Productions
12, Valhalla Motion Pictures
10,Vertigo Entertainment
19, Warner Bros.
5, Bull's Eye Entertainment
12,Ingenious Media
16,20th Century Fox
39,Columbia Pictures Corporation
4, Trigger Street Productions
30, Gary Sanchez Productions
19, Columbia Pictures Corporation
10, Annapurna Pictures
21, Green Hat Films
13,Universal Pictures
7, Team Todd
29, Earth Canada Productions
17, FilmColony
11, Wild West Picture Show Productions
15, Silver Bullet Productions (II)
14,Bel Air Entertainment
34, Linsefilm
7, Yari Film Group
15, Division Films
12, On the Road
9, Screenland Pictures
18, Bristol Automotive
15, Infinitum Nihil
10,TF1 Films Production
20, Working Title Films
27,New Line Cinema
22, Warner Bros.
11, Newman/Tooley Films
8, Marvel Entertainment
8, New Regency Pictures
21, Twentieth Century Fox Film Corporation
8,This Is That Productions
37,Universal Pictures
13, Birnbaum / Barber Productions
9, One Race Films
16,Imagine Entertainment
22, CBS Films
15, Syncopy
10, Pixar Animation Studios
23,Paramount Pictures
14, Pit Bull Productions
18, Ingenious Film Partners
9,TriStar Pictures
13,Vertigo Entertainment
15, Gold Circle Films
9, MTV Films
13, Hollywood Pictures
11,Fox 2000 Pictures
14, Revolution Studios
4, QED International
13, Art In Motion
14, Dr D Studios
26, View Askew Productions
7, Lionsgate
18, Energy Entertainment
15,Paramount Pictures
3, Current Entertainment
11, Metro-Goldwyn-Mayer (MGM)
11,Twentieth Century Fox Film Corporation
18, Talisman Productions
16, Section Eight Productions
10,Laurence Mark Productions
3, Twentieth Century Fox Animation
10, Newmarket Capital Group
4, Warner Bros.
14,Screen Australia
14, Universal Animation Studios
15, Mirage Enterprises
11, Forward Pass
14, Baldwin Entertainment Group
18, Dante Entertainment
20,Columbia Pictures
11, Focus Films
7,Regency Enterprises
4,Universal Pictures
15,DreamWorks SKG
7, Escape Artists
10,Universal Pictures
8, Davis Entertainment
10, Genre Films
9, Out of the Blue... Entertainment
12, Marvel Enterprises
30,Gotham Group
47,Dos Corazones
13, Fox 2000 Pictures
18, Voltage Pictures
15,New Line Cinema
19,Regency Enterprises
12, Warner Bros.
6,Working Title Films
34,Paramount Pictures
8,Greenestreet Films
12, Bandito Brothers
19,Twentieth Century Fox Film Corporation
15,Dimension Films
10,Universal Pictures
12,Nu Image Entertainment
7, Strike Entertainment
18,Columbia Pictures
10, Dune Entertainment
17, See-Saw Films
12, JLT Productions
14, Goldcrest Pictures
31, Edward R. Pressman Film
5, Media Rights Capital
13, Origin Pictures
10,Voltage pictures
14, Sociedad General de Cine S.A.
19, Epsilon Motion Pictures
10, Universal Pictures
9, Kennedy/Marshall Company
20, Warner Bros.
28, Bad Robot
14, Groundswell Productions
8,DreamWorks SKG
12, Spectacle Entertainment Group
14, Spyglass Entertainment
14, Boxing Cat Films
17, Kanzaman
12, Playtone Productions
11,Mandalay Pictures
11, Agencja Produkcji Filmowej
17, Relativity Media
10,Malpaso Productions
8, Grosvenor Park Productions
8,New Line Cinema
9, PathÃ© Pictures International
1, Relativity Media
9,Twentieth Century Fox Film Corporation
10,Fox 2000 Pictures
15,Touchstone Pictures
33, Warner Bros.
11, Atmosphere Entertainment MM
14,StudioCanal
7, The
26, Smoke House
40, Jerry Bruckheimer Films
15, Section Eight Productions
21, Goldmann Pictures
3,Columbia Pictures Corporation
15, Wind Dancer Productions
17, Twentieth Century Fox Film Corporation
14, Warner Bros.
34,Jerry Bruckheimer Films
17, Thunder Road Productions
5, Nimar Studios
25, The Kennedy/Marshall Company
58, Scott Free Productions
7,Section Eight
24, Really Useful Films
9, Senator International
30, Studio Babelsberg
9, Fox Atomic
14,Summit Entertainment
12,Legendary Pictures
14, Kennedy Miller Mitchell
27, FilmDistrict
17, A Band Apart
14, Cheetah Vision
10, Laika Entertainment
17, Apatow Productions
21,20th Century Fox
8, The Montecito Picture Company
7,DreamWorks SKG
23, Studio Babelsberg
13, Warner Bros. Animation
8,Blumhouse Productions
18, The Ladd Company
14, Pink Machine
11, Joseph Nittolo Entertainment
29, Happy Madison Productions
15, Scott Free Productions
15, Battle Mountain Films
25, It's a Laugh Productions
11,Twentieth Century Fox Film Corporation
22,Lions Gate Films
20, Constantin Film Produktion
27, Platinum Dunes
8, Silver Reel
9, Walden Media
19,Treehouse Pictures
31, Banter
59, 21 Laps Entertainment
10, Les Productions du TrÃ©sor
16,Cruise/Wagner Productions
9,Paramount Pictures
15, DNA Films
15,Mile High Productions
20, Robert Simonds Productions
13, FidÃ©litÃ© Productions
9, ScreenWest
15, ETIC Films
18, Twentieth Century Fox Film Corporation
24, Imagenation Abu Dhabi FZ
10,Universal Pictures
21, Epsilon Motion Pictures
26,Warner Independent Pictures (WIP)
17, Castle Rock Entertainment
12, Twisted Pictures
12, 3L Filmverleih
9, Warner Bros.
9, Evergreen Media Group
21, Media Rights Capital
10, Roth Films
20, Smokehouse Pictures
16, Inc.
21, Screen Gems
18,Gracie Films
14, Overbrook Entertainment
38,Warner Bros.
9, Dentsu
16, MTV Films
7, TriStar Pictures
16, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
11, Jouror Productions
13, Art Linson Productions
18,Konrad Pictures
14, Five Roses
10,Franchise Pictures
5,City Light Films
8,DNA Films
15, Malpaso Productions
17, Relativity Media
19, Major Studio Partners
23, Touchstone Pictures
50, Dune Entertainment
37, Alcon Entertainment
8, Wintergreen Productions
19,Lakeshore Entertainment
9, Open Road Films
9,WingNut Films
10, Pacific Data Images (PDI)
3, RatPac-Dune Entertainment
16,DreamWorks SKG
14, Metro-Goldwyn-Mayer (MGM)
17,Legendary Pictures
12, Metro-Goldwyn-Mayer (MGM)
12, Hemisphere Media Capital
23,Marvel Studios
16,DreamWorks SKG
35, Amblin Entertainment
10, Mandalay Pictures
8, Moonlighting Films
10, Apatow Productions
19,Ingenious Media
14,Universal Studios
18, Conundrum Entertainment
21, Metro-Goldwyn-Mayer (MGM)
27, Babelsberg Film
10, Andale Pictures
13, FOZ
10, Dentsu
15, Gracie Films
19, Moving Picture Company (MPC)
13, Happy Madison Productions
9,Columbia Pictures
12, Syncopy
6,Warner Bros.
16, Bazmark Films
11, Pixar Animation Studios
10, Subterranean Productions UK Ltd.
16, Touchstone Pictures
10,Universal Pictures
8, Dimension Films
29, Film Afrika Worldwide
7, Farah Films & Management
12, Regency Enterprises
9, PathÃ© Renn Productions
17,TriStar Pictures
17, Zide-Perry Productions
13,Europa Corp
21, Solana Films
20, Ludlum Entertainment
8,Legendary Pictures
13, Lakeshore Entertainment
31,New Line Cinema
16,DreamWorks SKG
16, Relativity Media
12, Mosaic Media Group
10, Parkes/MacDonald Productions
35, Warner Bros.
8, Chernin Entertainment
9, Troublemaker Studios
18,Gaylord Films
16, Dylan Sellers Productions
11, Endgame Entertainment
16, Summit Entertainment
18, Scholastic Productions
12,Gerber Pictures
7,Paramount Vantage
8, Troublemaker Studios
13,Gold/Miller Productions
10, Broken Lizard Industries
17, Miramax Films
16, Relativity Media
34, Funky Buddha Productions
17, Langley Productions
25,Walt Disney Pictures
8, Moving Picture Company (MPC)
7, Empire Pictures
8, BenderSpink
19, New Regency Pictures
6, Walt Disney Animation Studios
21, Scion Films
23,Hyde Park Films
13, Konrad Pictures
22, Gunn Films
41, TSBD Canada Productions
15,Village Roadshow Pictures
13, Happy Madison Productions
10, Warner Bros.
9, The Montecito Picture Company
19,New Line Cinema
31, Hasbro
12,Paramount Pictures
9,Participant Media
18, Relativity Media
9, OddLot Entertainment
22,Paramount Pictures
13, Studio Canal
56, Walden Media
17,Isle of Man Film
8,DreamWorks Animation
11,Universal Pictures
13, Virtual Studios
41, Temple Hill Entertainment
27,Miramax Films
33, New Line Cinema
5,HimenÃ³ptero
14, Pixar Animation Studios
41, Heyday Films
10, Walt Disney Studios Motion Pictures
4, Revolution Studios
8, Avery Pix
15, Touchstone Pictures
9,Relativity Media
13,Dimension Films
20,Imagine Entertainment
10,Twentieth Century Fox Film Corporation
21,Castle Rock Entertainment
20, Lauren Levine Productions Inc.
14, Fuji Television Network
19, Warner Bros.
19, Film4
13, MDP Worldwide
17,Fountainbridge Films
19,BBC Films
11,Walt Disney Pictures
22, Medusa Film
5, Rena Film
10,Fox Searchlight Pictures
11, Cohen/Pearl Productions
45,WingNut Films
17, Golden Mean
33,New Line Cinema
8, Miramax
17, Bedlam Productions
8,Fox Searchlight Pictures
11, Rat Entertainment
24, Amblin Entertainment
9, VIP Medienfonds 4
7, TSG Entertainment
7, Dark Horse Entertainment
25, Platinum Dunes
21,Atlas Productions
13, Contrafilm
11,Canal Plus
46,Saturn Films
9, Team Downey
16, Madacy Entertainment
23, Bagdasarian Productions
26, Marvel Entertainment
19, Imagine Entertainment
7, Constantin Film Produktion
32, Walden Media
12,Dimension Films
18, Canal+
17, Hard Eight Pictures
8, Flynn Picture Company
17,Columbia Pictures
4, Di Bonaventura Pictures
18, Atlas Entertainment
9, Level 1 Entertainment
15,Pretty Pictures
22, Mutant Enemy Productions
11, Metro-Goldwyn-Mayer (MGM)
10,Twentieth Century Fox Film Corporation
8, Tribeca Productions
22, Cube Vision
35,Fox 2000 Pictures
5, Handprint Entertainment
14,Village Roadshow Pictures
17,Walt Disney Pictures
9, Colossal Pictures
8,Twentieth Century Fox Film Corporation
15, Rat Entertainment
12, Marvel Enterprises
10,Twentieth Century Fox Film Corporation
13, EuropaCorp
4,Echo Films
12, Marvel Enterprises
21,New Line Cinema
15,DreamWorks SKG
14, Broken Road Productions
19, Firm Films
34, C-2 Pictures
3, Summit Entertainment
11, CJ Entertainment
12,Universal Pictures
11, FilmDistrict
20, Hypnotic
11, X-Filme Creative Pool
8, Contrafilm
24, The
12, Sunswept Entertainment
10, Wonderful Films PLC
9, Green Room Films
16, Film4
22, Broken Chair Flickz
41, Metro-Goldwyn-Mayer (MGM)
28,Aardman Animations
16, Canal+
7,Universal Pictures
21,Platinum Dunes
36,Universal Pictures
8, Mace Neufeld Productions
30, Dune Entertainment III
12,Fox Searchlight Pictures
9,The Weinstein Company
6,Paramount Pictures
13, Relativity Media
16, Projection Pictures
11,Sudden Storm Productions
14,PVR Cinemas
3, Illumination Entertainment
17,Columbia Pictures
6, Mikona Productions GmbH & Co. KG
19,Lionsgate
4, Saturn Films
27, Gratitude International
22,Lionsgate
11, EuropaCorp
28, TSG Entertainment
20,Universal Pictures
6, Metropolitan Filmexport
6, Happy Madison Productions
11,Bac Films
21, Warner Bros.
15,Warner Bros. Pictures
26,Davis-Films
13, Castelao Producciones
6, Anka Film
13,Columbia Pictures
10,Sony Pictures Classics
16,Touchstone Pictures
12, Skydance Productions
22,Paramount Pictures
5, Endgame Entertainment
47, Twentieth Century Fox Film Corporation
15, Dayday Films
21, DC Entertainment
4, Infinity Features Entertainment
23, K. JAM Media
11,Metro-Goldwyn-Mayer (MGM)
5, GK Films
13, TF1 Films Production
8, Province of British Columbia Film Incentive BC
19,DreamWorks Animation
23, Fox 2000 Pictures
20, Rational Packaging Company
18,Village Roadshow Pictures
2, Emperor Motion Pictures
10,Wild Bunch
30, Fox 2000 Pictures
10, Propaganda Films
21, Relativity Media
24, Gravier Productions
34, Warner Bros.
3, Berlanti Productions
12,Regency Enterprises
16, Village Roadshow Pictures
7,Epsilon Motion Pictures
5, Chartoff-Winkler Productions
14, Cannell Studios
14, Epsilon Motion Pictures
18, Fox 2000 Pictures
4,Liberty Films UK
9, One Race Productions
15,Walt Disney Pictures
21, DC Comics
7,Universal Pictures
9, Scott Rudin Productions
12,Columbia Pictures Corporation
12, Studio Canal
10, Relativity Media
15, AR-TL
19,Columbia Pictures
15, Bull's Eye Entertainment
17, FilmColony
16, ShadowCatcher Entertainment
13, Bona Fide Productions
34, Depth of Field
14, Nu-Image Films
21, 21 Laps Entertainment
9, Illumination Entertainment
10, Dimension Films
10, Chako Film Company
20, BrownHouse Productions
9,Paramount Pictures
14, Dan Films
16, C-2 Pictures
7, Karz Entertainment
14, Sikelia Productions
15, Happy Madison Productions
9, Pacific Renaissance Pictures Ltd.
5, Casey Silver Productions
4, LStar Capital
17, Regency Enterprises
6, Amblin Entertainment
18, Universal Pictures
9, Twins Financing
7, Spyglass Entertainment
12, Warner Bros.
15, The Montecito Picture Company
4, Revolution Studios
4, Valhalla Motion Pictures
7, Esperanto Filmoj
22,Lions Gate Films
13, Legendary Pictures
22,Legendary Pictures
24, Dune Entertainment
8, Frantic Films
13, Genre Films
9, Metro-Goldwyn-Mayer (MGM)
8, Alphaville Films
12, Castle Rock Entertainment
11, Crescendo Productions
19, Epsilon Motion Pictures
7, New Regency Pictures
12,Starz Media
22, Cruise/Wagner Productions
16, Universal Pictures
6,Universal Studios
13,BBC Films
11, Kinematograf Wien
17, Walden Media
9, 87Eleven
7, Revolution Studios
8, Moving Picture Company (MPC)
5, Lions Gate Films
11,Jerry Bruckheimer Films
5, Grive Productions
8, Palomar Pictures (II)
39, 1492 Pictures
10, Emmett/Furla Films
14, Media Rights Capital
11, Mel's Cite du Cinema
16, Red Wagon Entertainment
17, Millennium Films
9, Touchstone Pictures
22,Walt Disney Pictures
7, Intertainment AG
11, Stillking Films
32,New Line Cinema
15,Universal Pictures
13, Relativity Media
4,Paramount Pictures
38, Dylan Sellers Productions
11, Pacific Film and Television Commission
17,Paramount Pictures
16, Tribeca Productions
9, Underworld Entertainment
11, ARD Degeto Film
10, Oasis Films
8,New Line Cinema
12, Revolution Sun Studios
16, DreamWorks SKG
5,New Line Cinema
11, Malpaso Productions
14,Columbia Pictures
10, Malpaso Productions
20, Ecosse Films
20, DisneyToon Studios
12,Twentieth Century Fox Film Corporation
9,New Line Cinema
14,Lakeshore Entertainment
11, Warner Bros.
11,Universal Pictures
15,Columbia Pictures
11,Echo Lake Productions
5, Filmgate Films
40,Universal Pictures
17, Columbia Pictures Corporation
18,Paramount Pictures
6,Saturn Films
6, Bazelevs Production
16,WingNut Films
20,Art Pictures Studio
19,Lionsgate
8, Parallel Film Productions
44,Warner Bros.
7, Paramount Animation
28, Warner Bros. Animation
14,Universal Pictures
13, Flan de Coco Films
16,Universal Pictures
11,NPV Entertainment
10, Gran Via Productions
14, Warner Bros.
14,SNL Studios
14, Rising Star
18,New Line Cinema
8, Warner Bros.
10,Cruise/Wagner Productions
11, Mayhem Pictures
37, Alphaville Films
21, Electric Shepherd Productions
25, Etalon film
7, Phoenix Pictures
14, Village Roadshow Pictures
16, Kopelson Entertainment
11,Twentieth Century Fox Film Corporation
15, Atlas Entertainment
12,Ealing Studios
14, Spring Creek Productions
17, Morgan Creek Productions
40, Walden Media
7, Harlequin Pictures
9,Twentieth Century Fox Film Corporation
10, Franchise Pictures
10, LStar Capital
54,Walt Disney Pictures
11,Paramount Pictures
15, Red Hour Films
13,Columbia Pictures
12, Mandate Pictures
19, NPV Entertainment
12, Media Asia Films
3, Legendary Pictures
15, Pictures in Paradise
6, Dune Entertainment
12, Parkes/MacDonald Productions
18,Silver Pictures
16, Strike Entertainment
9, Regency Enterprises
7, Mel's Cite du Cinema
7, Screen Gems
24,Paramount Pictures
10, Scott Free Productions
15,Universal Pictures
21, Management 360
14, Animationwerks
20, Relativity Media
23, Wigram Productions
11, Clinica Estetico
3,Columbia Pictures
2, XM2 Productions
9,France 3 CinÃ©ma
11,Penn Station Entertainment
18, Rising Star
17, Scott Free Productions
20,Touchstone Pictures
18, Epsilon Motion Pictures
6,Village Roadshow Pictures
4, Canal+
17, Twentieth Century Fox Animation
14, Focus Features
14, Film Art Media
6, Industry Entertainment
8, Nickelodeon Movies
8, Internationale Filmproduktion Blackbird Dritte
7, Kopelson Entertainment
8,Paramount Pictures
12, Dark Castle Entertainment
8, Bad Robot
8, DreamWorks SKG
36, Touchstone Pictures
8, UK Film Council
12,Columbia Pictures
12,Universal Pictures
7, Color Force
14, BenderSpink
15, Ram Bergman Productions
31, Mad Chance
5,Colombia Pictures
32, Red Hour Films
22, Legendary Pictures
10, Relativity Media
17, Amblin Entertainment
18, Davis Entertainment
8, Green Hat Films
15, Happy Madison Productions
14, Jerry Weintraub Productions
19,Twentieth Century Fox Film Corporation
8, Radiant Productions
8, Troublemaker Studios
22,Universal Pictures
8, Goldcrest Pictures
24, Indian Paintbrush
7,Cheyenne Enterprises
14,Columbia Pictures
18,GK Films
21,Universal Pictures
11, Intermedia
12, Dune Entertainment
10, Playtone
7, Danjaq
10, Prospero Pictures
30, Sketch Films
20,BBC Films
19, Evil Twins
13, Davis-Films
15,Paramount Pictures
11,Universal Pictures
22,Universal Pictures Corporation
10,Universal Pictures
7, Storefront Films
22, JC 23 Entertainment
12, Working Title Films
11,New Line Cinema
12, Disney Enterprises
18,Corrino Media Corporation
10, Canadian Film or Video Production Tax Credit (CPTC)
8, Open Road Films
19, New Upstairs Productions
11, Vertigo Entertainment
15, Brad Grey Pictures
33, Universal Pictures
10, 21 Laps Entertainment
11,Studio Babelsberg
12, Mirabai Films
14, Warner Bros. Animation
8,Lakeshore Entertainment
19, DreamWorks SKG
16, Warner Bros.
7, Thunder Road Pictures
13,Buena Vista
18, Valhalla Motion Pictures
18, Dune Entertainment
16,Studio Babelsberg
17, LionsGate
10,Universal Pictures
29, 3 Arts Entertainment
17, Relativity Media
16, Columbia Pictures Corporation
7,Summit Entertainment
13, Leverage Management
12,Miramax Films
8, Walt Disney Feature Animation
45, New Line Cinema
8,New Line Cinema
12, Chartoff-Winkler Productions
40,1492 Pictures
18, Summit Entertainment
34, Warner Bros.
20,Columbia Pictures
37,Type A Films
12, WV Films II
13,Columbia Pictures Corporation
27, Roth Films
14, Dark Castle Entertainment
11,Scott Rudin Productions
20, Living Films
46, 1492 Pictures
12, VIP 3 Medienfonds
25, Mace Neufeld Productions
8, Red Wagon Productions
10, StudioCanal
21,New Line Cinema
12, Muse Entertainment Enterprises
15, Warner Bros.
33, Metro-Goldwyn-Mayer (MGM)
17,Hopscotch Features
14,Scottish Screen
3, Feigco Entertainment
12,Village Roadshow Pictures
9, EuropaCorp
24, Mediastream Film GmbH & Co. Productions KG
15, Dino De Laurentiis Company
8, Forward Pass
8,Paramount Pictures
19,Universal Pictures
16,Fox 2000 Pictures
10, Echo Films
13, Shady Acres Entertainment
7, Participant Media
22,Village Roadshow Pictures
15, Robert Simonds Productions
5, Montecito Picture Company
37, Unique Features
11, Emmett/Furla Films
11, Canadian Film or Video Production Tax Credit (CPTC)
12, Metro-Goldwyn-Mayer (MGM)
28, DreamWorks Animation
15, Zadan / Meron Productions
22,20th Century Fox
10, Global Entertainment Productions GmbH & Company Medien KG
21,DreamWorks Animation
8,Walt Disney Pictures
13, Spring Creek Productions
6,Craven-Maddalena Films
33, Happy Madison Productions
11,Silent Hill DCP Inc.
5, Canal+
9,Virgin Produced
18, Platinum Dunes
8, Jon Shestack Productions
20, Wonderland Sound and Vision
5, GreeneStreet Films
10,Miramax Films
49, The Saul Zaentz Company
19, Lionsgate
14,Warner Bros.
19, Spyglass Entertainment
11, DC Comics
37, JD Productions
11, Universal Pictures
14, Silver Pictures
18, The
11, Closest to the Hole Productions
10, NPV Entertainment
7, Stratus Film Co.
11, Relativity Media
13, DreamWorks Pictures
9, Scott Rudin Productions
16,Columbia Pictures
18,Twentieth Century Fox Film Corporation
9,Twentieth Century Fox Film Corporation
10,Paramount Pictures
11,New Line Cinema
34,Capitol Films
10,Infinitum Nihil
9, Relativity Media
11,Columbia Pictures
14, One Race Productions
17,Nu Image Films
9,UK Film Council
13, Pariah Entertainment Group
14,Silver Pictures
10, Jessie Nelson Productions
13, Castel Film Romania
7, Skydance Productions
33,Paramount Pictures
4, Marvel Enterprises
7,Twentieth Century Fox Film Corporation
17, Crystal City Entertainment
6, Desertlands Entertainment
12, Metro-Goldwyn-Mayer (MGM)
9, Shady Acres Entertainment
32, Contrafilm
8,Konrad Pictures
13,Universal Pictures
16, Groundswell Productions
17,Walt Disney Pictures
23, Cruise/Wagner Productions
13, AR Films
16, Bay Films
24, Warner Bros.
20,Marvel Studios
13, Warner Bros.
11, De Line Pictures
9, Montecito Picture Company
9,Warner Bros.
11,Universal Pictures
23, GreeneStreet Films
9,Columbia Pictures Corporation
44, Heyday Films
8, Warner Bros.
10, The Weinstein Company
22,Media Rights Capital
25, Walt Disney Feature Animation
17, American Empirical Pictures
11, Touchstone Pictures
16, Province of British Columbia Production Services Tax Credit
11, Kanbar Entertainment
18, VIP 4 Medienfonds
15,Twentieth Century Fox Film Corporation
19, Furia de Titanes II
38, Madacy Entertainment
10, Brightlight Pictures
9, MJW Films
28, Warner Bros.
5,Bold Films
41,New Line Cinema
14,Village Roadshow Pictures
30, Crying Box Productions
11, Zide-Perry Productions
13,Twentieth Century Fox Film Corporation
15,Columbia Pictures
12, Working Title Films
8, Maverick Films
27,Summit Entertainment
14,Alcon Entertainment
17, RatPac Entertainment
9,New Line Cinema
23, EMJAG Productions
17, Pixar Animation Studios
8, C.O.R.E. Feature Animation
22, Laura Ziskin Productions
40, P of A Productions Limited
7, Castel Film Romania
7, Relativity Media
3, Di Bonaventura Pictures
16, Birnbaum / Barber Productions
21,20th Century Fox
10, Gidden Media
14, DreamWorks Animation
40, Warner Bros.
11,Matador Pictures
7,Katalyst Films
15, Sunset Gower Studios
12, International Traders
10, Mars Distribution
7, Zanagar Films
12, New Regency Pictures
12, Arts Council of England
23, Skydance Productions
15, Stuber Productions
20,United Artists
30, Universal Pictures
17, Mindfire Entertainment
15, Working Title Films
18, Kaplan/Perrone Entertainment
12, Road Rebel
11,Fox 2000 Pictures
11, Focus Features
4,Fox Searchlight Pictures
4, Mandate Pictures
36, Phoenix Pictures
14, Wild West Picture Show Productions
11,Universal Pictures
15, Fox Atomic
37,WingNut Films
11, Firm Films
6, Exclusive Media Group
13, Warner Bros.
14, Touchstone Pictures
7, Canal+
9,Millennium Films
16, Castle Rock Entertainment
11,Intrepid Pictures
25, Cowboy Films
12,Isle of Man Film
23, Alliance Atlantis Motion Picture Production
12,Legendary Pictures
8,Paramount Pictures
28,Miramax Films
7, Blue Productions
17,Columbia Pictures Corporation
9, Scott Free Productions
14, Storm King Productions
9, Firm Films
16, Olive Bridge Entertainment
12, Two Brothers Productions
18, Scott Rudin Productions
9,DreamWorks SKG
23, Spring Creek Productions
12,Chrysalis Films
17, Alphaville Films
11,DreamWorks SKG
34, Screen Gems
6, Spitfire Pictures
16, Epsilon Motion Pictures
11, Relativity Media
12, Babylon
10, Touchstone Pictures
15, Section Eight
7, M6 Films
19, A.I.E.
28, Ambience Entertainment
26, Maverick Films
14, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG
4, Disruption Entertainment
11, Fox 2000 Pictures
16, American Zoetrope
14, Creative Scotland
11,Incentive Filmed Entertainment
6, Imagenation Abu Dhabi FZ
19, Inferno Entertainment
29, Three Strange Angels
5, Blind Wink
17, X-Filme Creative Pool
10,Warner Bros. Pictures
8, Native Pictures Productions
17,Universal Studios
7, Annapurna Pictures
16, MFPV Film
10, Epsilon Motion Pictures
18,Alcon Entertainment
3,Mosaic Media Group
7, Media Rights Capital
12,Polish Film Institute
16, Universal Pictures
8,Regency Enterprises
19, Eclipse Catering
19, Inferno Distribution
10, Alfama Films
8, Virgin Produced
6, Domino 17521
5,Double Feature Films
13, Goldcrest Pictures
15,Universal Pictures
8,Twentieth Century Fox Film Corporation
21, Screen Gems
11, New Regency Pictures
17, Amblin Entertainment
11,Jerry Bruckheimer Films
27, Hasbro
13, Telecinco Cinema
5, Relativity Media
15, Touchstone Pictures
14, Touchstone Pictures
28, NPV Entertainment
12, Studiopolis
8,Vidhu Vinod Chopra Productions
16, Regency Enterprises
6,Epsilon Motion Pictures
7,Headline Pictures
54, Jerry Bruckheimer Films
11, Anarchos Productions
9,Bazmark Films
16,Screen Gems
23, Revolution Sun Studios
30, Apatow Productions
11, Relativity Media
42,Walt Disney Pictures
10, Warner Bros.
9, Metro-Goldwyn-Mayer (MGM)
14,Miramax Films
11, Affirm Films
22,South Pacific Pictures
19, Warner Bros.
5, Mimran Schur Pictures
16, 26 Films
8, The Mark Gordon Company
7, Black Label Media
17, Shoelace Productions
18, Phoenix Pictures
19, Albert S. Ruddy Productions
24, Original Film
38, Stage 6 Films
8,Columbia Pictures
19, Nimar Studios
12,Columbia Pictures
20, Visiona Romantica
7,Columbia Pictures
9,Paramount Pictures
3,Blue Sky Studios
10, Apatow Productions
4, Toma 78
38, Heyday Films
10,Rogue Pictures
19, Regency Enterprises
17, K5 International
11, Pacific Standard
12,Paramount Pictures
10, Apatow Productions
33,Twentieth Century Fox Film Corporation
5,Miramax Films
11,Dimension Films
12, Chartoff Productions
12, Canal+
11,Scott Rudin Productions
11, Global Entertainment Productions GmbH & Company Medien KG
11,Beacon Communications
11, Aardman Animations
9, View Askew Productions
18, Reforma Films
35, DreamWorks SKG
37, China Film Co-Production Corporation
17, Film Rites
9,New Line Cinema
10, Signature Pictures
45, Aardman Animations
12, K/O Paper Products
12, Mediastream Dritte Film GmbH & Co. Beteiligungs KG
10, StudioCanal
15,DreamWorks SKG
7, Linson Entertainment
16, Serendipity Point Films
10,Atlas Entertainment
9, Seed Productions
20, Warner Bros.
15, Point Grey Pictures
5,StudioCanal
8, Fat Free
17, Ex3 Productions
39,1492 Pictures
5, Springwood Productions
8, Ingenious Media
20, Green Hat Films
16,Village Roadshow Pictures
14,Paramount Pictures
20, Zehnte Babelsberg
8, LD Entertainment
18, Mandalay Pictures
22, Offspring Entertainment
18, Film i VÃ¤st
15,Paramount Pictures
9,Industry Entertainment
13,Warner Bros. Pictures
8, Millennium Films
10, Dark Lot Entertainment
27, 80 Days Productions
13, Infinitum Nihil
22, Metropolitan Filmexport
8, David Foster Productions
22, Warner Bros.
17,Universal Pictures
15, Fellowship Adventure Group
23,Prospero Pictures
14, Warner Bros.
19, Roth Films
9, Warner Bros.
14, Hari Om Entertainment Co.
28, AR Films
12,Columbia Pictures
18, Sweetpea Entertainment
