group,quantity,Index,date,name
CIGARETTES,2,5643,2018-01-12,PAP MARLBORO RED MIEKK
DRINK_JUICE,8,9118,2018-01-03,WODA CISOWIANKA 0_5L GAZ
SWEETS,1,19077,2018-01-02,WAWEL CZEKOLADA MIETOWA 100G
ALCOHOL,1,22371,2018-01-02,WODKA SOBIESKI 0_5L 40%
ICE_CREAMS_FROZEN,0.4,15532,2018-01-08,FILET Z MIRUNY
GENERAL_ITEMS,1,8693,2018-01-06,BEBIKO 2
DRINK_JUICE,16,10686,2018-01-12,NAP NAPPI JABLKOWY 200ML
SPICES,2,18680,2018-01-11,KNORR PIEPRZ CZARNY Z WIETNAMU
VEGETABLES,5,21706,2018-01-06,KT BOTWINKA PECZEK
ICE_CREAMS_FROZEN,16,15133,2018-01-05,LODY PAPE SMIET.130 ML
ALCOHOL,1,901,2018-01-11,PIWO DLA PANA TO 0_5 L B/BEZW
ALCOHOL,1,23053,2018-01-07,WINO WALDWEIN 0_75 L POZOMKA S?ODKIE
SWEETS,2,20474,2018-01-09,WEDEL CZEKOLADA NADZ TOFFI 100 G
POULTRY,1,10980,2018-01-07,SLEDZIK NA RAZ 100G W SMIETANIE
DRINK_JUICE,14,9242,2018-01-04,NAP NAPPI JABLKOWY 200ML
SWEETS,1,19647,2018-01-06,AMELIA PIANKA CZEKOLADA 380 G
ICE_CREAMS_FROZEN,3,15033,2018-01-04,SZPINAK SIEKANY 450 G
DAIRY_CHESSE,64,8034,2018-01-09,JOGOBELLA 150G CLASSIC
GENERAL_ITEMS,1,17885,2018-01-04,SKARPETKI BALLERINA
SWEETS,16,19065,2018-01-02,WAFLE GORALKI CZEKOLADA 42 G
SPICES,5,18666,2018-01-11,GALEO PRZYPRAWA DO GYROSA 20G
POULTRY,2,10985,2018-01-07,TUNCZYK ROZDROBNIONY W OLEJU 130 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,31,16369,2018-01-06,PETITKI LUBISIE MLECZNE 30G
VEGETABLES,3.71,22141,2018-01-11,KT KAPUSTA PEKINSKA KG
GENERAL_FOOD,8,13190,2018-01-07,ZEL FIX 3+1 DR.OETKER
TABLETS,1,21276,2018-01-10,TABLETKI POLOPIRYNA S/10/
DAIRY_CHESSE,82,7609,2018-01-07,GOS.SMIETANKA 18% 250ML GOSTYN
BREAD,114.5,1429,2018-01-11,M CHLEB MALY
CHEMISTRY,36,3321,2018-01-09,REKAWICE JEDNORAZOWE
ALCOHOL,6,903,2018-01-11,PIWO DZIKI SAD BUTELKA 0_4
GENERAL_FOOD,3,13869,2018-01-12,DR LUKIER KOLOR 100G
DRINK_JUICE,1,10322,2018-01-09,ZBYSZKO LEMONIADA 1 L ARO+CYT+MIETA
ICE_CREAMS_FROZEN,1,14672,2018-01-01,LODY  /
DRINK_JUICE,5,10374,2018-01-10,NAP FANTA 2_25L
ALCOHOL,1,22877,2018-01-12,WODKA CZYSTA DE LUXE 40% 0_7L
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,21,16010,2018-01-01,KINDER BATON 2 SZT MAXI
VEGETABLES,109.322,21989,2018-01-09,KT MARCHEW LUZ
GENERAL,11,11683,2018-01-07,SMAK MAK ZAPIEKANKA Z PIECZARKAMI 250 G
DRINK_JUICE,5,9134,2018-01-03,WODA PRIMAWERA 1 L GAZ
ICE_CREAMS_FROZEN,5,15512,2018-01-07,PALUSZKI RYBNE FILET 300 G
SWEETS,10,20694,2018-01-10,ZELKI KABLE DLUGIE
DRINK_JUICE,7,10200,2018-01-09,NAP HORTEX 1 L POMARANCZOWY
SWEETS,1,21063,2018-01-12,ZELKI NIM 2 MLEKODUSZKI
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,11,16130,2018-01-03,CZEKOLADA NA GORACO LA FEST 25 G
ALCOHOL,1,22587,2018-01-06,WODKA LUKSUSOWA 0_7L
TABLETS,1,21328,2018-01-12,TABLETKI POLOPIRYNA S/10/
VEGETABLES,4,22098,2018-01-10,MARCHEW MINI CALA -NORDIS
CIGARETTES,26,5255,2018-01-06,PAP PS 66 BLUE 20
GENERAL,1,11397,2018-01-04,KROKIWTY Z KAP.I GRZYBAMI 400G
SWEETS,2,18968,2018-01-02,CIASTKA KRAKUSKI FLORIANKI 171G
ICE_CREAMS_FROZEN,1,14935,2018-01-04,LODY ICE.
POULTRY,4,1725,2018-01-09,PASZTET PODLASKI DROSED 195GR PUSZKA
BREAD,195,1070,2018-01-02,BULKA MASLANA MALA1
DRINK_JUICE,11,8831,2018-01-01,WODA CISOWIANKA 1_5 L GAZOWANA
CIGARETTES,67,5566,2018-01-11,PAP LD BLUE CIENKIE
CIGARETTES,2,5264,2018-01-06,PAP RGD BLU
GENERAL_FOOD,5,12592,2018-01-04,FRYTKI KARBOWANE 450 G AVIKO
TABLETS,1,21299,2018-01-11,TABLETKI MUS.CALCIUN 20 SZT
VEGETABLES,2,21399,2018-01-02,FASOLA CZERWONA 400 G
DAIRY_CHESSE,4,7935,2018-01-08,SMIETANKA DO KAWT 10 MLECZ.ZAG
CHEMISTRY,10,2948,2018-01-07,WIN GALARETKA MALINOWA 75GR
SPICES,2,18100,2018-01-02,KAMIS ZIELE ANGIELSKIE 15G
CHEMISTRY,1,3599,2018-01-11,BREF KULKI WC PERFUME
CHEMISTRY,2,3938,2018-01-12,REKAW DO PIECZENIA 3M
DAIRY_CHESSE,2,8277,2018-01-10,SER FAVITA 270G
DAIRY_CHESSE,13,8566,2018-01-12,GOS.MLEKO Z BLONIKIEM 500G
GENERAL,6,11379,2018-01-04,CIASTKA KRAKUSKI DESEROWE Z CUKREM 200G
ALCOHOL,29,614,2018-01-07,PIWO WARKA RADLER 0_5 L BUT.
SPICES,13,18275,2018-01-05,GALEO PIEPRZ CZARNY MIELONY
SWEETS,3,20568,2018-01-10,DROPS HALLS WOTERMELON
VEGETABLES,115.28,21546,2018-01-04,KT BANAN
GENERAL_FOOD,4,13559,2018-01-10,CYKORIA SNIEZKA 60 G
DAIRY_CHESSE,6,8370,2018-01-11,DA FANTASIA JEZYNA 122G
CHIPS_FLAKES,14,4745,2018-01-09,STAR CHIPS SER POMIDOR 125 G
POULTRY,4,1551,2018-01-03,KONSERWA TURYSTYCZNA 300 G LAUR
GENERAL_ITEMS,1,70,2018-01-09,PLYN KAMIEN I RDZA 750 ML
CHEWING_GUM_LOLIPOPS,2,4312,2018-01-12,GUMA AIRWAVES PORZECZKA DRAZE
POULTRY,45,10780,2018-01-09,JAJA LIPOWCZYK 6 SZT
DAIRY_CHESSE,5,7327,2018-01-05,SEREK PYSZNY Z CZEKOLADA 140 G
GENERAL_FOOD,4,12182,2018-01-01,VIFON DANIE W STYL.TAJSKIM
GENERAL,1,11776,2018-01-09,CEBULKA MARYNOWANA 305 G OLE
BREAD,153.5,1469,2018-01-12,M CHLEB MALY
GENERAL_FOOD,4,12296,2018-01-02,PIZZA Z SZYNKA+PIECZARKI 425 G
ALCOHOL,1,23021,2018-01-06,WINO SPECJAL 1 L ROSBERY
POULTRY,1,11138,2018-01-12,LARUS SALATKA MEKSYKANSKA 150 G
DAIRY_CHESSE,3,8342,2018-01-11,BAKOMA BAKUS DO KIESZONKI TRUSKAW.
DRINK_JUICE,55,10396,2018-01-10,NAP NAPPI JABLKOWY 200ML
SWEETS,18,19611,2018-01-05,TIC TAC ORANGE 16G
GENERAL_FOOD,1,13430,2018-01-09,KNORR SOS MYSLIWSKI
GENERAL_FOOD,8,13847,2018-01-12,AMINO BLYSK ROSÓ? ZLOTY 57 G
CHEMISTRY,3,2764,2018-01-06,TYTAN PLYN DO WC 700ML NIEBIESKI
GENERAL_FOOD,1,13124,2018-01-07,PUDL FASOLA CZERWONA 400G
GENERAL,3,11804,2018-01-09,MIESZANKA STUDENCKA 40 G POL.MLYNY
SWEETS,20,18938,2018-01-02,BATON 7DAYS KAKAO W POLEWIE
CHIPS_FLAKES,2,4826,2018-01-12,PALUSZKI LAJKONIK CEBULOWE 150 G
DAIRY_CHESSE,6,7638,2018-01-07,JOGURT OW.WYSPA 150 G
GROATS_RICE_PASTA,10,14399,2018-01-08,MAKA TORTOWA BASIA 1 KG
COFFEE TEA,1,5761,2018-01-02,HWEB SAGA SLIWKA EX 25 T
DAIRY_CHESSE,6,6768,2018-01-03,BAKOMA POLSKIE SMAKI GRUSZKA 120 G
COOKIES_BULK,0.71,6235,2018-01-04,WAFLE W CZEK./PALUSZKI/DEKOR
DRINK_JUICE,11,9025,2018-01-03,KUBUS WATER 0_5 L TRUSKAWKA
SWEETS,27,20295,2018-01-09,BATON TWIX 56 G
CHEWING_GUM_LOLIPOPS,8,4261,2018-01-09,LIZAK ZELOWY
DAIRY_CHESSE,1,8621,2018-01-12,PLATKI CORN FLAKES 250 G CHOCO
CIGARETTES,70,5302,2018-01-07,PAP LD RED.
DAIRY_CHESSE,26,6666,2018-01-02,JOGURT NATURALNY ZOTT 370GR
GENERAL_FOOD,14,13025,2018-01-06,ZEL FIX 2+1 DR.OETKER
GENERAL_FOOD,5,12101,2018-01-01,KAKAO DEKOMORENO 80 G
GENERAL_FOOD,5,12637,2018-01-04,PIEROGI Z SEREM 400 G GRZESKOWIAK
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,4,16109,2018-01-02,SEREK SMACZEK  125 G JANA SZCZYPIOREK
POULTRY,0.91,17301,2018-01-12,CWIARTKA Z KURCZAKA KG
GENERAL,3,11210,2018-01-01,PRZYPRAWA POMID+CZOSNKOWA Z CZARNU 50 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,33,16614,2018-01-09,PIWO PERLA EKSPORT 0_5L BUT.BEZZWROTNA
SWEETS,11,20157,2018-01-08,LIZAK NIM 2
COFFEE TEA,1,5851,2018-01-04,KAWA NESCAFE CLASSIC 100 G
DRINK_JUICE,2,10487,2018-01-10,ZBYSZKO TONIC 1_50L GAZ
CIGARETTES,101,5657,2018-01-12,PAP PS  66 RED 100
GENERAL_FOOD,1,12680,2018-01-04,WIN PAPIRUS Z CZOSNKIEM
VEGETABLES,3,21602,2018-01-04,MAK SARITA SPAGHETTI 400 G DURUM
CHEWING_GUM_LOLIPOPS,20,4098,2018-01-04,GUMA AIRWAVES PORZECZKA DRAZE
DRINK_JUICE,16,10334,2018-01-10,HELLENA ORANZADA ZOLTA 1_25L GAZ
SWEETS,2,19962,2018-01-07,MILKA CZEK COLLAGE 93 G
ICE_CREAMS_FROZEN,1.28,14703,2018-01-01,PORCJA ROSO?OWA MROZONA LUZ
COFFEE TEA,2,5953,2018-01-07,KAKAO NESQUIK NESTLE 200G
SPICES,1,18072,2018-01-02,DR O AROMAT WANILIA 9ML
ALCOHOL,1,23088,2018-01-09,WINO ELSOL CZ/PÓ?S? 0_75 L
ALCOHOL,3,223,2018-01-02,PIWO SAMERSBY BLACKBERRY 0_5 L PUSZKA
CHEMISTRY,2,2900,2018-01-07,PLATKI BELLA 80+30%
ALCOHOL,4,483,2018-01-06,PIWO KOZEL 0_5 L B/ZW
CHEMISTRY,1,3215,2018-01-09,CLIN ZAPAS 500 ML
DRINK_JUICE,11,9033,2018-01-03,NAP BAHAMA 1 L POMARANCZ
SWEETS,1,19496,2018-01-05,CIASTKA  HIT 220 G CYTRYNA BIALA CZEK.
VEGETABLES,26.65,21432,2018-01-02,KT POMIDOR POLSKI POLNY
POULTRY,2.18,17167,2018-01-08,KABANOS WIELKOPOLSKI KG
VEGETABLES,2.55,22133,2018-01-11,KT GREJFRUT
CHIPS_FLAKES,3,4770,2018-01-10,PLATKI GOLD/FLAKES 250G
CIGARETTES,65,5192,2018-01-05,PAP RGD SUPER PINK
CHEMISTRY,1,2453,2018-01-05,CHUSTECZKI DO KOLOROW 10 SZT
SWEETS,16,19862,2018-01-07,BATON 7DAYS KAKAO W POLEWIE
ICE_CREAMS_FROZEN,6,15631,2018-01-08,LODY ROZEK KUBUS 110 ML
POULTRY,5,1728,2018-01-09,PIEROGI Z KAPUS/GRZYB.400GR GRZESKOWIAK
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,5,16723,2018-01-11,CHRZAN TARTY 160G VICTUS
CHEMISTRY,1,2203,2018-01-03,NOTES DO DZIEWCZYNKI
CHEMISTRY,2,1993,2018-01-01,ZEL DO WLOSOW BIALY 150ML STYLE & A
GROATS_RICE_PASTA,1,14345,2018-01-07,MAKA KRUPCZATKA  ZLOTY LAN TYP 450 1KG
ICE_CREAMS_FROZEN,17,15728,2018-01-09,LODY KARMEL 50 ML
SWEETS,6,20559,2018-01-10,CZEKOLADA  ALPEN GOLD ORZ+RODZ 90 G
GROATS_RICE_PASTA,4,14584,2018-01-11,MAKARON PIORA LUBELLA 400G
DAIRY_CHESSE,3,8529,2018-01-12,BAKOMA BAKUS DO KIESZONKI WANIL.
GENERAL,1,11778,2018-01-09,CUKIER TRZCINOWY SASZETKI40 SZT
GENERAL_FOOD,6,12467,2018-01-03,O SER KANAPKOWY 130 G
POULTRY,9,1734,2018-01-09,PROFI PASZTET Z PIECZARKA 131G
POULTRY,1.875,17205,2018-01-09,KIELBASA Z SEREM /KEBAB/WIOSENNA
GENERAL_FOOD,1,13781,2018-01-11,PRAZYNKA ZIEMNIACZANNA 60 G
SWEETS,2,20207,2018-01-08,RODZYNKI W CZEKOL.100G
SWEETS,2,20121,2018-01-08,DROPS HALLS BLACKURANT
GENERAL_FOOD,23,12880,2018-01-06,CUKIER 1KG
VEGETABLES,1,21700,2018-01-06,KNORR SOS FRANCUSKI SALAT.
ALCOHOL,1,22665,2018-01-08,SPIRYTUS 0_2 L 95%
ALCOHOL,20,299,2018-01-03,PIWO ZYWIEC 0_5L BUTELKA
DRINK_JUICE,6,8736,2018-01-01,KUBUS 0_9 L MAR.JABL.POMAR.
ICE_CREAMS_FROZEN,1,15358,2018-01-06,PIEROGI RUSKIE 450 G
DAIRY_CHESSE,2,6469,2018-01-01,HOCHL.PAPRYKA 100G BLOK
CHIPS_FLAKES,2,4408,2018-01-02,LAYS SOLONE 140 G
GENERAL_FOOD,5,13944,2018-01-12,PIEROGI RUSKIE 400G GRZESK.
DAIRY_CHESSE,37,8182,2018-01-10,DA DANIO WANILIOWY 140G
GENERAL,6,11180,2018-01-01,KNORR G.K KREM Z KURY Z GRZANKAMI
DRINK_JUICE,12,10387,2018-01-10,NAP HORTEX 1 L POMARANCZOWY
CHIPS_FLAKES,6,4806,2018-01-11,STAR CHIPS ORZECH 125 G
VEGETABLES,154.42,21477,2018-01-03,KT CEBULA
ALCOHOL,250,451,2018-01-05,PIWO WOJAK 0_5 L BUTELKA JASNE
DAIRY_CHESSE,8,7071,2018-01-04,MAR SMAKOWITA 250
DAIRY_CHESSE,2,7154,2018-01-04,ZELKI SERDUSZKA 80 G
ALCOHOL,1,23022,2018-01-06,WINO STAROPOLSKIE CHERRY 0_75 CZ/SLODKIE
ALCOHOL,81,22770,2018-01-10,WODKA 1906 0_1 ML
SWEETS,3,19114,2018-01-03,BOMB MON CHERI 147 G SERCE
DAIRY_CHESSE,6,7641,2018-01-07,KARMA MR CAT 400G
DAIRY_CHESSE,5,6746,2018-01-02,SMIETANA 18 400G SREM
POULTRY,1.59,17190,2018-01-08,PASZTET WEDZONY  KG
GENERAL_FOOD,35,13675,2018-01-10,WIN SOS PIECZ/CIEMNY 30G
SWEETS,1,19905,2018-01-07,CZEKOLADA  ALPEN GOLD ORZ+RODZ 90 G
SWEETS,3,18784,2018-01-01,BATON PIEROT WEDEL 45GR
GENERAL_FOOD,2,13337,2018-01-08,WIN BUDYN SMIETANKOWY 60G
SWEETS,3,18953,2018-01-02,BOMB MERCI 250G
CHEMISTRY,1,3894,2018-01-12,PAPIER TOALET SZARY 8 SZT
ALCOHOL,84,331,2018-01-04,PIWO LECH PREMIUM 0_5L  PUSZKA
GENERAL_FOOD,1,12935,2018-01-06,MIOD LIPOWY 220 PASIEKA B.
DAIRY_CHESSE,13,7344,2018-01-05,SMIETANA 12% ZOT 180 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16077,2018-01-02,KAWA ZBOZOWA KUJAWIANKA 500G
DAIRY_CHESSE,10,8357,2018-01-11,BATON KINDER MAXI KING Z KARMELEM 35G
CHEMISTRY,5,3984,2018-01-12,WYBIELACZ DO FIERANEK 50 G
CHEWING_GUM_LOLIPOPS,116,4265,2018-01-09,ZELKI KROKODYLE/MISKI NA SZT
DAIRY_CHESSE,5,7889,2018-01-08,SER FAVITA 270G
CHEMISTRY,4,2683,2018-01-06,MYDLO SAFINA 90 G OLIWKA
CHEMISTRY,7,3577,2018-01-10,ZMYWAK KUCHENNY MALY 1 SZT
CHEMISTRY,1,2256,2018-01-03,SZAMPON FAMILIJNY 0_7 L
DAIRY_CHESSE,11,8009,2018-01-09,GOS.MLEKO ZAGESZCZ.NIE/S?.Z MAGNEZEM 500
DRINK_JUICE,13,10515,2018-01-11,NAP BAHAMA 1 L POMARANCZ
ALCOHOL,8,426,2018-01-05,PIWO SAMERSBY ERDEFLOWER 0_4 B/BZ
DRINK_JUICE,5,9289,2018-01-04,TORBA SREDNIA
GENERAL_ITEMS,1,17551,2018-01-01,OLEJ OLIWIER 1 L
TABLETS,1,21149,2018-01-05,OPASKA ELASTYCZNA 5M* 12 CM
ICE_CREAMS_FROZEN,3,15029,2018-01-04,PIZZA RIGGA Z PIECZARK.260G
SWEETS,9,19600,2018-01-05,PRINCESSA ORANGE 33 G
POULTRY,0.5,10989,2018-01-08,FILET Z LIMANDA MROZONY KG
GENERAL_ITEMS,2,17779,2018-01-10,KARMA MR DOG  415 G PUSZKA KURCZ-WARZ
SPICES,2,18297,2018-01-05,KNORR PRZYPRAWA DO MIESA MIELONEGO 23 G
DRINK_JUICE,5,9014,2018-01-03,JOGURT GRECKI 150 G TRUSK.
DRINK_JUICE,22,9872,2018-01-07,WODA AQA 5 L N/G
GENERAL_ITEMS,6,17553,2018-01-02,AMINO BLYSK OGORKOWA
COFFEE TEA,1,5909,2018-01-06,HERBATA EXP.100T.AKBAR
ICE_CREAMS_FROZEN,34,15643,2018-01-08,LODY SNIEZYNKA CZEKOLADA 200 ML
OCCASIONAL,21,17381,2018-01-03,ORANZADKA W PROSZKU
CHIPS_FLAKES,15,4743,2018-01-09,STAR CHIPS KEBAB 130 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,7,16414,2018-01-07,HOCHL KANAPKOWY Z SZYNKA 130 G
TABLETS,1,21245,2018-01-09,TABLETKI GRIPEX CNTROL 12
GENERAL_FOOD,1,13509,2018-01-09,WIN GALARETKA WISNIOWY 79G WINIARY
VEGETABLES,3,21734,2018-01-06,KT MALINY  FOREMKA
ALCOHOL,912,710,2018-01-08,PIWO TYSKIE 0_5L BUTELKA
CHEMISTRY,1,3243,2018-01-09,KREM DO GOLENIA LIDER CLASSIC
SWEETS,3,20793,2018-01-11,KREM NUTELLA 230 G
BREAD,29.61,1129,2018-01-03,M CHLEB RUSTYKALNY
BREAD,71.5,1329,2018-01-08,S CHLEB PSZENNY 0_25KG
POULTRY,1,1581,2018-01-04,LOWICZ POWIDLA WEGIERKOWE 310G
POULTRY,0.34,16907,2018-01-01,GALANTYNA Z DROBIEM KG
DRINK_JUICE,18,8815,2018-01-01,PEPSI COLA 0_5L..
GENERAL_FOOD,7,13552,2018-01-10,CUKIER PUDER 0_4KG JARACZEWO
DRINK_JUICE,6,10762,2018-01-12,ZBYSZKO 3 WITAMINKI GAZ 1_5 L
ALCOHOL,1,960,2018-01-12,PIWO BOJAN KOKOS 0_5 L B/ZWR
GENERAL_FOOD,1,13480,2018-01-09,SIEMIE LNIANE 400 G
CHEMISTRY,1,2196,2018-01-03,MYDLO BAMBINO 90 G
GENERAL_FOOD,3,12437,2018-01-03,MIOD LIPOWY 220 PASIEKA B.
GENERAL_FOOD,2,13134,2018-01-07,SKORUPKA SALATKA WARZYWNA 500 G
CHIPS_FLAKES,33,4688,2018-01-08,PIANKA PUF 1 SZT
SWEETS,3,19131,2018-01-03,CIASTKA JEZYKI -DARK WISNIA
CHEMISTRY,3,1999,2018-01-01,ZNICZ CZERWONY SERCE
SWEETS,9,18869,2018-01-01,MILKA CZEKOLADA MLECZNA 100G
CHEMISTRY,5,3340,2018-01-09,SZAMPON PALMOLIVE MATURA P/?UPIERZ 350ML
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16812,2018-01-12,KAMIS MUSZTARDA ROSYJSKA 180 G
CHEMISTRY,1,3596,2018-01-11,BREF KULKI WC 50 G
GENERAL,1,11815,2018-01-09,SEZAM KRESTO 200 G
SWEETS,2,20795,2018-01-11,LIZAK DYNIA
DRINK_JUICE,7,10485,2018-01-10,ZBYSZKO MAXER 2 L GAZ COLA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,7,16030,2018-01-01,ORZESZKI ZIEMNE OK SOLONE 150G PUSZ
GENERAL,2,11185,2018-01-01,KNORR NUDLE CARBONARA 64 G
GENERAL_FOOD,1,12593,2018-01-04,GALARETKA TRUS. GELLWE 79G
SPICES,2,18232,2018-01-04,KNORR FIX DO STROGONOFF
DRINK_JUICE,21,10028,2018-01-08,NAP RED BUL 0_25 ML
CHEMISTRY,1,3187,2018-01-09,BLOK RYSUNKOWY A3 KOLOR
SWEETS,3,19572,2018-01-05,MILKA CZEK.ORZECHOWA 100G
GENERAL_FOOD,1,13180,2018-01-07,WIN ROSOL WOLOWY 60G
DRINK_JUICE,30,10761,2018-01-12,ZBYSZKO 3 POMARANCZ 1_5 GAZ
CHEMISTRY,1,3537,2018-01-10,SILAN DO PLUKANIA 925 ML
GENERAL,13,11937,2018-01-11,KLEJ SUPER GLU
GENERAL_FOOD,1,13695,2018-01-11,AMINO B?YSK_PIECZARKOWA
GENERAL_FOOD,2,12546,2018-01-03,WIN POMYS? NA RYBE PO GRECKU 42 G
CHEMISTRY,3,2614,2018-01-06,ARIEL KAPSU?KI DO BIA?EGO 32SZT
ICE_CREAMS_FROZEN,10,14730,2018-01-02,BUKIET KROLEWSKI 450G NORDIS
ICE_CREAMS_FROZEN,1,14782,2018-01-02,PIEROGI RUSKIE 450 G
CIGARETTES,85,5297,2018-01-07,PAP LD BLUE T
GENERAL_ITEMS,1,12,2018-01-02,BELLA PODPASKI NOVA MAXI 10
SWEETS,18,20754,2018-01-11,DRAZE SKAWA  CZEKOL.70G
GENERAL_ITEMS,24,17666,2018-01-10,MAR PALMA BIELMAR 250G Z MURZYNKIEM
GENERAL_ITEMS,47,17813,2018-01-06,POMPKA ORANGE 5 ZL
SPICES,5,18745,2018-01-12,KNORR PRZYPRAWA DO RYB 23 G
CIGARETTES,26,5080,2018-01-04,PAP LM BLU
GENERAL_FOOD,60,12441,2018-01-03,O AMELIA CZEKOL.100G ROZNE
OCCASIONAL,1,17519,2018-01-12,CZEK ROSHEN 90 GGORZKA POMARANCZOWA
VEGETABLES,2,21953,2018-01-08,SUROWKA KUBEK
DAIRY_CHESSE,11,7121,2018-01-04,SER TOP TYLZYCKI SERTOP
VEGETABLES,119.135,22123,2018-01-11,KT BANAN
DRINK_JUICE,4,9620,2018-01-06,NAP NAPI MULTIWITAMINA 200 ML
POULTRY,1,10846,2018-01-02,SLEDZ W POMID.170 G ORKA
GENERAL,3,12062,2018-01-12,ZUPA 9 WARZYW 450 G
DRINK_JUICE,9,9726,2018-01-06,ZBYSZKO LEMONIADA 1 L ARO+CYT+MIETA
SWEETS,32,19535,2018-01-05,GRZESKI MEGA KAKAO
ALCOHOL,1,22598,2018-01-06,WODKA ZUBROWKA 0_2 L Z TRAWA
ALCOHOL,174,712,2018-01-08,PIWO TYSKIE PUSZKA 0_5L
GENERAL,1,11967,2018-01-11,PUDL MIESZANKA WARZYWNA PO MEKSYKAN.450
ICE_CREAMS_FROZEN,1,15018,2018-01-04,LODYCARTE DOR 750 ML PRALIN
VEGETABLES,5,21762,2018-01-06,KT SZPARAGI ZIELONE PACZKA
SPICES,5,18054,2018-01-01,PRZYPRAWA DO PIZZY GALEO 12GR
DAIRY_CHESSE,6,7574,2018-01-07,BAKOMA TWIST 250 G LESNE
CHEMISTRY,1,3774,2018-01-11,ZESZYT 60K KRATKA
VEGETABLES,2,22237,2018-01-12,KT POMIDOR KOKTAILOWY 250 G
CHEMISTRY,1,3822,2018-01-12,DLUGOPIS 6 KOLOR
SPICES,1,18300,2018-01-05,KREM DO TORTOW SMIETANA 100G CYKORIA
COOKIES_BULK,1.44,6237,2018-01-05,CHRUSCIKI /PACZKI LUZ
SWEETS,1,20476,2018-01-09,WEDEL PTASIE MLECZKO CYTRYNA 380GR
GROATS_RICE_PASTA,1,14642,2018-01-12,MAKARON SULMA LAZANKA 500 G
DAIRY_CHESSE,2,8078,2018-01-09,PLATKI CORN FLAKES 250 G CHOCO
ALCOHOL,1,22429,2018-01-03,WODKA CZYSTA DE LUXE 40% 0_7L
GENERAL_FOOD,6,12287,2018-01-02,PALUSZKI BESKIDZKIE SOLONE 300G
VEGETABLES,2.91,22140,2018-01-11,KT KAPUSTA CZERWONA KG
CIGARETTES,14,4870,2018-01-01,PAP MARLBORO GOLD MIEK.
ALCOHOL,20,430,2018-01-05,PIWO SOMERSBY 0_4 L BUTELKA BLACKBERRY
ALCOHOL,117,404,2018-01-05,PIWO LECH PILS 0_5L BUTELKA
DRINK_JUICE,5,9445,2018-01-05,NAP TYMBARK 0_3 L VITAMIN
POULTRY,25,1567,2018-01-03,PROFI PASZTET Z POMIDOREM 131G
GENERAL,1,11926,2018-01-11,CHRZAN KRAKUS 190 G
DRINK_JUICE,10,9182,2018-01-04,KUBUS MUS BANAN 0_1 L
ALCOHOL,2,931,2018-01-11,PIWO PRAZUBR NIEP.0_5 B/ZW
CIGARETTES,62,5515,2018-01-10,PAP MOCNE 20
DAIRY_CHESSE,11,6617,2018-01-02,GOS.MLEKO TUBA KAKAO GOSTYN
SWEETS,6,19781,2018-01-06,PETITKI LUBISIE BANAN
GENERAL_FOOD,7,13470,2018-01-09,PRAZYNKI  GYROS 130 G
ALCOHOL,17,341,2018-01-04,PIWO NAMYS?OW 0_5 B/BEZW
CHEMISTRY,2,2790,2018-01-07,BELLA HERBS 12 SZT
DAIRY_CHESSE,9,6787,2018-01-03,DA DANIO 2 WARSTWY
DRINK_JUICE,5,8866,2018-01-02,HELLENA 1_75 L N/G  POMARANCZOWY
CHEWING_GUM_LOLIPOPS,14,4253,2018-01-09,GUMA ORBIT SPERMINT DRAZE
SWEETS,9,20403,2018-01-09,NAP AQA PLUS 1_5 L GAZ JAB+PIGWA
CHEWING_GUM_LOLIPOPS,3,4164,2018-01-06,GUMA AIRWAVES PORZECZKA DRAZE
ALCOHOL,20,206,2018-01-02,PIWO LECH PILS 0_5L PUSZKA
DRINK_JUICE,1,10051,2018-01-08,NAP TYMBARK 1 L OWOC GRANATU
SWEETS,3,19853,2018-01-06,ZELKI NIMM 2 JOGURTOWE 100 G
SWEETS,2,20251,2018-01-08,WIORKI KOKOSOWE  90 G HELIO
COFFEE TEA,3,5808,2018-01-03,JACOBS KRONUNG 250G
POULTRY,1.33,17278,2018-01-11,KIE?BASA POLSKA WEDZONA  KG
GENERAL_ITEMS,3,17895,2018-01-05,RAJSTOPY 15 DEN INEZ
DAIRY_CHESSE,2,7189,2018-01-05,DA DANONKI TRUSKAWE 4X50G
BREAD,2735,1301,2018-01-08,BULKA MALA/KAJZERKA__
CHIPS_FLAKES,4,4682,2018-01-08,LAYS ZIELONA CEBULA 40 G
ALCOHOL,1,23140,2018-01-11,WINO ISTRA 1 L PECH
ICE_CREAMS_FROZEN,2,15027,2018-01-04,PIEROGI Z SEREM 450 G ELBRO
DRINK_JUICE,7,9298,2018-01-04,WODA CISOWIANKA 1_5 L GAZOWANA
