Restaurant_id,City,Ranking,Rating,Price Range,Number of Reviews,URL_TA,Cuisine Style
id_14346,London,14357,3.5,$,14.0,/Restaurant_Review-g186338-d5081096-Reviews-Chicken_Cottage-London_England.html,Fast Food
id_1435,Munich,1447,4.0,$,21.0,/Restaurant_Review-g187309-d4597916-Reviews-Eiscafe_Pinocchio-Munich_Upper_Bavaria_Bavaria.html,"  Pizza, Italian"
id_14351,London,14362,3.0,NaN,3.0,/Restaurant_Review-g186338-d5081396-Reviews-Gourmet_Creations-London_England.html,Other
id_14386,London,14397,3.5,$$ - $$$,53.0,/Restaurant_Review-g186338-d731210-Reviews-Shampan-London_England.html,"  Asian, Indian"
id_14403,London,14414,4.0,NaN,4.0,/Restaurant_Review-g186338-d10760580-Reviews-Antep_Durum-London_England.html,Turkish
id_1441,Paris,1442,5.0,$$ - $$$,49.0,/Restaurant_Review-g187147-d12947099-Reviews-Mayfair_Garden_champs_elysees-Paris_Ile_de_France.html,"Indian,   Pakistani,   Middle Eastern,   Vegetarian Friendly"
id_14422,London,14433,3.5,NaN,19.0,/Restaurant_Review-g186338-d5220257-Reviews-Elements-London_England.html,Other
id_14512,London,14523,3.0,NaN,8.0,/Restaurant_Review-g186338-d10686851-Reviews-Umi_Sushi_Bar-London_England.html,Sushi
id_1457,Oporto,1458,4.5,$,2.0,/Restaurant_Review-g189180-d12147644-Reviews-O_Casarao-Porto_Porto_District_Northern_Portugal.html,"  Fusion, Brazilian,   Portuguese,   Contemporary"
id_1461,Milan,1463,3.5,$,283.0,/Restaurant_Review-g187849-d2589168-Reviews-Kyo_Fusion_Restaurant-Milan_Lombardy.html,"Chinese,   Japanese,   Seafood,   Vegetarian Friendly,   Sushi"
id_14612,London,14623,3.0,NaN,39.0,/Restaurant_Review-g186338-d7994738-Reviews-Slim_Jim_s_Liquor_Store-London_England.html,Other
id_1464,Rome,1465,4.0,$$ - $$$,678.0,/Restaurant_Review-g187791-d1953294-Reviews-Mavi-Rome_Lazio.html,"  Mediterranean,   European,   Gluten Free Options,   Vegetarian Friendly,   Vegan Options, Italian"
id_1466,Vienna,1467,4.0,$$ - $$$,21.0,/Restaurant_Review-g190454-d2632522-Reviews-Cafe_Berfin-Vienna.html,"Middle Eastern,   Turkish"
id_1468,Zurich,1473,3.5,$$ - $$$,24.0,/Restaurant_Review-g188113-d1887046-Reviews-McGees_Irish_Pub_Restaurant-Zurich.html,"Bar,   Indian,   Fast Food,   Pub,   British,   Irish"
id_147,Prague,148,4.5,$,105.0,/Restaurant_Review-g274707-d10389421-Reviews-GoodEats-Prague_Bohemia.html,"  Vegetarian Friendly,   Vegan Options, Cafe,   International,   European,   Gluten Free Options"
id_1473,Stockholm,1474,4.0,$,15.0,/Restaurant_Review-g189852-d1079439-Reviews-Bees_thaifood-Stockholm.html,Thai
id_1475,London,1477,4.5,$$ - $$$,313.0,/Restaurant_Review-g186338-d733450-Reviews-Indian_Zing-London_England.html,"Indian,   Vegetarian Friendly,   Gluten Free Options,   Vegan Options,   Asian"
id_1478,Madrid,1480,4.0,$$ - $$$,215.0,/Restaurant_Review-g187514-d8123141-Reviews-La_Barra_de_Pelotari-Madrid.html,"  European,   Vegetarian Friendly,   Spanish,   Grill, Mediterranean"
id_1482,Amsterdam,1485,5.0,NaN,12.0,/Restaurant_Review-g188590-d10027275-Reviews-Samen-Amsterdam_North_Holland_Province.html,Other
id_14925,London,14936,3.0,$$ - $$$,319.0,/Restaurant_Review-g186338-d2361013-Reviews-The_Riverfront_Bar_Kitchen-London_England.html,"  Vegetarian Friendly,   British,   Gluten Free Options,   International, Bar"
id_14953,London,14964,3.5,NaN,11.0,/Restaurant_Review-g186338-d5122174-Reviews-Yo_Sushi-London_England.html,Sushi
id_14973,London,14984,3.0,$,18.0,/Restaurant_Review-g186338-d7617571-Reviews-Square_Pie-London_England.html,"Cafe,   British"
id_1498,Zurich,1503,3.0,NaN,5.0,/Restaurant_Review-g227102-d9729580-Reviews-Restaurant_Cameleon-Opfikon_Zurich.html,Other
id_14995,London,15006,3.0,NaN,5.0,/Restaurant_Review-g186338-d10201077-Reviews-H2U-London_England.html,Other
id_14996,London,15007,3.0,$$ - $$$,85.0,/Restaurant_Review-g186338-d6403079-Reviews-The_Colonnade_London-London_England.html,"  European, British,   Bar"
id_150,Budapest,151,4.5,$,1317.0,/Restaurant_Review-g274887-d813990-Reviews-Hummusbar-Budapest_Central_Hungary.html,"  Vegetarian Friendly, Healthy,   Mediterranean"
id_1501,Barcelona,1502,4.0,$$ - $$$,144.0,/Restaurant_Review-g187497-d8737446-Reviews-El_Petit_Firo-Barcelona_Catalonia.html,"  European,   Mediterranean,   Vegetarian Friendly,   Spanish, Bar"
id_1504,Rome,1505,4.0,$,403.0,/Restaurant_Review-g187791-d7208833-Reviews-Gallo_Capitale_Pizza_Grill-Rome_Lazio.html,"  Pub,   Italian, Brew Pub,   Grill"
id_1508,Lyon,1490,5.0,NaN,2.0,/Restaurant_Review-g187265-d1328183-Reviews-Restaurant_Golbasi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,Other
id_1512,Warsaw,1514,4.0,$$ - $$$,34.0,/Restaurant_Review-g274856-d2271370-Reviews-China_Garden-Warsaw_Mazovia_Province_Central_Poland.html,"  Asian, Chinese"
id_1516,Warsaw,1518,4.0,NaN,6.0,/Restaurant_Review-g274856-d11793939-Reviews-Kawiarnia_Amatorska-Warsaw_Mazovia_Province_Central_Poland.html,Other
id_152,Luxembourg,153,4.0,$$ - $$$,80.0,/Restaurant_Review-g190356-d743790-Reviews-Am_Clubhaus_op_der_Spora-Luxembourg_City.html,"Japanese,   Asian,   Sushi"
id_1524,Athens,1526,3.5,NaN,3.0,/Restaurant_Review-g189400-d13001826-Reviews-Best_Taste_Experts-Athens_Attica.html,"  Street Food, Pizza,   Greek,   Fast Food"
id_15279,London,15291,3.5,$$ - $$$,16.0,/Restaurant_Review-g186338-d5795578-Reviews-Taste_Of_India-London_England.html,"Indian,   Halal"
id_1530,Prague,1533,4.5,$$ - $$$,34.0,/Restaurant_Review-g274707-d4768479-Reviews-Magicka_Zahrada_Nouveau-Prague_Bohemia.html,"  Czech, European,   Central European"
id_15306,London,15318,3.5,NaN,2.0,/Restaurant_Review-g186338-d8853180-Reviews-Canaan_Restaurant-London_England.html,Other
id_1533,Paris,1534,4.5,$$ - $$$,105.0,/Restaurant_Review-g187147-d4697825-Reviews-Lou_tiap-Paris_Ile_de_France.html,French
id_1535,Stockholm,1537,4.0,NaN,10.0,/Restaurant_Review-g189852-d7992032-Reviews-Buddha_Nepal-Stockholm.html,Other
id_1536,Brussels,1537,4.0,$,20.0,/Restaurant_Review-g188644-d7336387-Reviews-Asia_Grill-Brussels.html,Asian
id_1536,Vienna,1537,4.0,$,27.0,/Restaurant_Review-g190454-d2140541-Reviews-WerkzeugH-Vienna.html,"  Contemporary, Austrian,   European"
id_1539,Brussels,1540,4.5,$$ - $$$,4.0,/Restaurant_Review-g188644-d13206789-Reviews-Atrio_Restaurant_Bar_Terrace-Brussels.html,"  European, Italian"
id_1539,Dublin,1543,3.5,$$ - $$$,44.0,/Restaurant_Review-g186605-d811284-Reviews-Chrysanthemum-Dublin_County_Dublin.html,"  Asian, Chinese"
id_1539,Stockholm,1541,3.5,$$ - $$$,8.0,/Restaurant_Review-g189852-d12516525-Reviews-Pitcher_s_Stockholm-Stockholm.html,"  Bar,   Steakhouse, American,   Pub,   Gastropub"
id_15402,London,15414,2.5,$,35.0,/Restaurant_Review-g186338-d5616257-Reviews-Chelsea_Deli-London_England.html,Cafe
id_1541,Lisbon,1542,4.5,$$ - $$$,17.0,/Restaurant_Review-g189158-d3729391-Reviews-Ozeki-Lisbon_Lisbon_District_Central_Portugal.html,"Japanese,   Sushi"
id_1545,Lisbon,1546,4.5,$$ - $$$,7.0,/Restaurant_Review-g189158-d13171584-Reviews-Tapas_n_Friends_Campo_de_Ourique-Lisbon_Lisbon_District_Central_Portugal.html,"European,   Portuguese"
id_1547,Amsterdam,1550,3.5,$$ - $$$,91.0,/Restaurant_Review-g188590-d10488468-Reviews-Happyhappyjoyjoy_East-Amsterdam_North_Holland_Province.html,"  Korean,   Seafood,   Asian,   Japanese,   Vegetarian Friendly, Chinese,   Street Food"
id_155,Amsterdam,156,4.5,$$ - $$$,482.0,/Restaurant_Review-g188590-d4588301-Reviews-Villa_Maria_Restaurant_Amsterdam-Amsterdam_North_Holland_Province.html,"Steakhouse,   Argentinean,   Barbecue,   South American,   European,   Latin,   Vegetarian Friendly"
id_1552,Brussels,1606,5.0,$$ - $$$,NaN,/Restaurant_Review-g1136488-d13206566-Reviews-Piccola_Italia-Uccle_Brussels.html,Italian
id_1556,Rome,1557,4.5,$$ - $$$,287.0,/Restaurant_Review-g187791-d1095455-Reviews-Il_Bacocco-Rome_Lazio.html,"  Gluten Free Options, Seafood,   European,   Italian,   Vegetarian Friendly,   Mediterranean,   Wine Bar"
id_156,Budapest,157,4.0,$$ - $$$,438.0,/Restaurant_Review-g274887-d1648922-Reviews-Jack_Doyle_s_Irish_Pub_Restaurant_Budapest-Budapest_Central_Hungary.html,"  Pub,   European, Irish,   Vegetarian Friendly,   Bar"
id_1564,Dublin,1568,3.5,NaN,5.0,/Restaurant_Review-g186605-d2190085-Reviews-Fusco_s_Takeaway-Dublin_County_Dublin.html,Fast Food
id_15646,London,15658,2.5,NaN,3.0,/Restaurant_Review-g186338-d5440481-Reviews-Unity_Kitchen-London_England.html,Other
id_15679,London,15691,2.5,$,25.0,/Restaurant_Review-g186338-d8505654-Reviews-McDonald_s-London_England.html,Fast Food
id_1571,Barcelona,1572,4.0,$$ - $$$,105.0,/Restaurant_Review-g187497-d8774881-Reviews-Meet_Restaurant_Japones-Barcelona_Catalonia.html,"  Vegetarian Friendly,   Sushi, Japanese,   Asian"
id_15748,London,15760,3.0,$,31.0,/Restaurant_Review-g186338-d4584798-Reviews-Burger_King-London_England.html,"  American, Fast Food"
id_1576,Budapest,1577,4.0,$,24.0,/Restaurant_Review-g274887-d7651862-Reviews-Saigon_Bisztro-Budapest_Central_Hungary.html,Vietnamese
id_1579,Rome,1580,4.5,$$ - $$$,64.0,/Restaurant_Review-g187791-d10744198-Reviews-Matilde_Bistrot-Rome_Lazio.html,"Italian,   Vegan Options,   International,   Vegetarian Friendly"
id_158,Warsaw,159,4.0,$$ - $$$,187.0,/Restaurant_Review-g274856-d6369030-Reviews-Petit_Appetit-Warsaw_Mazovia_Province_Central_Poland.html,"  Vegan Options, French,   Cafe,   Gluten Free Options,   European,   Vegetarian Friendly"
id_1583,Prague,1586,4.0,$$ - $$$,14.0,/Restaurant_Review-g274707-d4769401-Reviews-Florentina_Boat_Hotel_Restaurace-Prague_Bohemia.html,"European,   Czech"
id_1585,Lyon,1586,4.0,$$ - $$$,25.0,/Restaurant_Review-g187265-d4295258-Reviews-Espressamente_illy_Lyon_Part_Dieu-Lyon_Rhone_Auvergne_Rhone_Alpes.html,Italian
id_159,Oporto,160,4.5,$$ - $$$,264.0,/Restaurant_Review-g189180-d1027670-Reviews-Mendi-Porto_Porto_District_Northern_Portugal.html,"  Vegan Options, Indian,   Gluten Free Options,   Vegetarian Friendly,   Asian"
id_16034,London,16046,2.0,NaN,NaN,/Restaurant_Review-g186338-d7243246-Reviews-YuKyu-London_England.html,Other
id_1608,Athens,1610,4.0,NaN,9.0,/Restaurant_Review-g189400-d4591733-Reviews-Briciole_pizzabar-Athens_Attica.html,"Pizza,   Italian"
id_1611,Rome,1612,4.0,$$ - $$$,621.0,/Restaurant_Review-g187791-d803842-Reviews-La_Locomotiva-Rome_Lazio.html,"  Pizza,   Vegetarian Friendly,   Mediterranean,   Gluten Free Options, Italian,   Seafood"
id_1615,Barcelona,1616,4.0,$$ - $$$,83.0,/Restaurant_Review-g187497-d10339269-Reviews-El_Porro_de_l_Avi_Tapas_and_Wines-Barcelona_Catalonia.html,"  Vegan Options,   Vegetarian Friendly, Mediterranean"
id_1619,Madrid,1621,4.5,$$ - $$$,107.0,/Restaurant_Review-g187514-d3218566-Reviews-Pizza_Pazza-Madrid.html,"Italian,   Pizza"
id_16199,London,16211,2.0,NaN,2.0,/Restaurant_Review-g186338-d5122657-Reviews-Diamond_Chicken_Pizza-London_England.html,Other
id_1620,Warsaw,1622,4.0,NaN,2.0,/Restaurant_Review-g274856-d11770289-Reviews-Bar_Hoa_Lan-Warsaw_Mazovia_Province_Central_Poland.html,Other
id_16215,London,16227,2.0,$,11.0,/Restaurant_Review-g186338-d5667751-Reviews-Papa_Johns-London_England.html,Pizza
id_163,Stockholm,164,4.5,$,99.0,/Restaurant_Review-g189852-d3478764-Reviews-Legumes-Stockholm.html,"Mediterranean,   Vegetarian Friendly,   Vegan Options,   Middle Eastern,   Gluten Free Options"
id_1630,Lisbon,1631,4.5,$$ - $$$,9.0,/Restaurant_Review-g189158-d12081682-Reviews-La_Mensa-Lisbon_Lisbon_District_Central_Portugal.html,"  Vegetarian Friendly, Italian"
id_1639,Berlin,1641,4.0,$,64.0,/Restaurant_Review-g187323-d6494498-Reviews-Berlin_Theke-Berlin.html,"Cafe,   European,   Vegetarian Friendly,   Vegan Options"
id_164,Hamburg,165,4.5,$$ - $$$,73.0,/Restaurant_Review-g187331-d6031001-Reviews-Dean_David_Fresh_to_Eat-Hamburg.html,"Soups,   Healthy,   Vegan Options,   Vegetarian Friendly,   Gluten Free Options"
id_1646,Athens,1648,3.5,NaN,17.0,/Restaurant_Review-g189400-d3709334-Reviews-Nterlicatessen-Athens_Attica.html,Other
id_1651,Copenhagen,1654,3.5,NaN,3.0,/Restaurant_Review-g806262-d11749991-Reviews-Mit_Lille_Kokken-Frederiksberg_Copenhagen_Zealand.html,Other
id_1651,Lyon,1652,4.5,NaN,2.0,/Restaurant_Review-g187265-d13279636-Reviews-L_autre_monde-Lyon_Rhone_Auvergne_Rhone_Alpes.html,Other
id_1655,Madrid,1657,5.0,$$$$,11.0,/Restaurant_Review-g187514-d13174390-Reviews-Machete_Restaurante-Madrid.html,"  South American, Peruvian,   Asian"
id_1665,Athens,1667,3.5,NaN,8.0,/Restaurant_Review-g189400-d8627732-Reviews-Burger_chef-Athens_Attica.html,Other
id_1672,Athens,1674,3.0,NaN,NaN,/Restaurant_Review-g189400-d11951673-Reviews-Melitis-Athens_Attica.html,Other
id_1674,Amsterdam,1679,4.0,$$ - $$$,26.0,/Restaurant_Review-g188590-d3610708-Reviews-Eetcafe_Le_Traffic-Amsterdam_North_Holland_Province.html,"Mediterranean,   International"
id_1675,Lisbon,1676,4.0,$$ - $$$,41.0,/Restaurant_Review-g189158-d10170180-Reviews-EGGS_MORE_by_MEZ_CAIS-Lisbon_Lisbon_District_Central_Portugal.html,"  Healthy,   Vegetarian Friendly,   Delicatessen,   Mexican, Mediterranean,   Greek,   Vegan Options"
id_1678,Athens,1680,3.0,NaN,NaN,/Restaurant_Review-g189400-d12883544-Reviews-To_Kafenedaki_tou_Kipou-Athens_Attica.html,Other
id_1684,Dublin,1688,3.0,NaN,8.0,/Restaurant_Review-g186605-d11958324-Reviews-Milano-Dublin_County_Dublin.html,Other
id_1686,Rome,1687,4.5,$,38.0,/Restaurant_Review-g187791-d12538734-Reviews-Tepic_The_Taco_Kitchen-Rome_Lazio.html,"  Latin, Mexican,   Vegetarian Friendly,   Vegan Options"
id_1696,Paris,1697,4.0,$$$$,519.0,/Restaurant_Review-g187147-d942290-Reviews-Laperouse-Paris_Ile_de_France.html,"French,   Vegetarian Friendly,   European"
id_1698,Berlin,1700,4.0,$$ - $$$,19.0,/Restaurant_Review-g187323-d11888740-Reviews-Shiva-Berlin.html,Vegetarian Friendly
id_1698,Paris,1699,4.5,$$ - $$$,135.0,/Restaurant_Review-g187147-d1069513-Reviews-Le_Perroquet_vert-Paris_Ile_de_France.html,"  European, French"
id_17,Rome,18,4.5,$,281.0,/Restaurant_Review-g187791-d8516817-Reviews-LABottega_Pastificio_con_Cucina-Rome_Lazio.html,"Italian,   Mediterranean,   Vegetarian Friendly,   Vegan Options"
id_1705,Budapest,1706,4.0,NaN,6.0,/Restaurant_Review-g274887-d9747453-Reviews-Butifarring_Budapest-Budapest_Central_Hungary.html,Other
id_1712,Budapest,1713,4.0,NaN,6.0,/Restaurant_Review-g274887-d4556019-Reviews-Pegenini-Budapest_Central_Hungary.html,Other
id_1714,Hamburg,1717,4.0,NaN,5.0,/Restaurant_Review-g187331-d1038938-Reviews-Hong_Kong-Hamburg.html,Chinese
id_1716,Dublin,1720,3.5,$,20.0,/Restaurant_Review-g186605-d3544710-Reviews-Eddie_Rockets-Dublin_County_Dublin.html,"Fast Food,   Diner"
id_1718,Edinburgh,1725,2.5,$,18.0,/Restaurant_Review-g186525-d5425608-Reviews-New_Samuel_Chinese_Takeaway-Edinburgh_Scotland.html,"  Fast Food, Chinese,   Asian"
id_1720,Milan,1722,4.0,$,50.0,/Restaurant_Review-g187849-d5808504-Reviews-Pizzeria_La_Costiera-Milan_Lombardy.html,"Italian,   Pizza"
id_1721,Edinburgh,1728,2.0,$$ - $$$,26.0,/Restaurant_Review-g186525-d11688138-Reviews-The_Beer_House-Edinburgh_Scotland.html,"  Bar, Pub"
id_1722,Hamburg,1725,4.0,$$ - $$$,3.0,/Restaurant_Review-g187331-d12867794-Reviews-Tibet_Restaurant-Hamburg.html,"  Tibetan,   Nepali, Asian"
id_173,Hamburg,174,4.0,$$ - $$$,142.0,/Restaurant_Review-g187331-d1340332-Reviews-Churrascaria_O_Frango-Hamburg.html,"  Portuguese, Seafood,   European,   Mediterranean,   Barbecue"
id_1741,Hamburg,1744,3.0,NaN,12.0,/Restaurant_Review-g187331-d959162-Reviews-Madeira-Hamburg.html,Other
id_1745,Lisbon,1747,4.0,$$ - $$$,11.0,/Restaurant_Review-g189158-d13150829-Reviews-Tezero-Lisbon_Lisbon_District_Central_Portugal.html,"  Portuguese,   Contemporary, European"
id_1746,Munich,1760,4.0,$$ - $$$,55.0,/Restaurant_Review-g187309-d1912599-Reviews-Das_Restaurant_am_Stemmerhof-Munich_Upper_Bavaria_Bavaria.html,"  European,   Mediterranean, Diner,   Contemporary,   International,   Vegetarian Friendly"
id_1748,Berlin,1750,3.5,$,90.0,/Restaurant_Review-g187323-d6280580-Reviews-McDonald_s-Berlin.html,"American,   Fast Food"
id_1751,Paris,1752,4.5,$$$$,114.0,/Restaurant_Review-g187147-d3327962-Reviews-La_Cour_Jardin-Paris_Ile_de_France.html,"French,   European,   Vegetarian Friendly"
id_1753,Stockholm,1756,4.0,NaN,NaN,/Restaurant_Review-g189852-d7160467-Reviews-Due_Piani-Stockholm.html,Italian
id_1754,Rome,1755,4.0,$$ - $$$,382.0,/Restaurant_Review-g187791-d4930739-Reviews-Magnifica-Rome_Lazio.html,"  Vegetarian Friendly,   Pizza,   Vegan Options, Italian"
id_1760,Paris,1761,4.5,$,86.0,/Restaurant_Review-g187147-d8384800-Reviews-Ob_La_Di-Paris_Ile_de_France.html,"  Vegetarian Friendly,   Vegan Options,   Gluten Free Options, Cafe"
id_1762,Warsaw,1764,3.5,NaN,6.0,/Restaurant_Review-g274856-d6673365-Reviews-Da_Grasso_Pizzeria-Warsaw_Mazovia_Province_Central_Poland.html,"Italian,   Pizza"
id_1767,Milan,1769,4.0,$$ - $$$,25.0,/Restaurant_Review-g187849-d12927216-Reviews-Cacau_Temakeria-Milan_Lombardy.html,"  Vegetarian Friendly, Japanese,   Brazilian"
id_1773,Amsterdam,1778,4.5,$,11.0,/Restaurant_Review-g188590-d8734791-Reviews-Marmara-Amsterdam_North_Holland_Province.html,Turkish
id_1776,Brussels,1777,4.5,$,3.0,/Restaurant_Review-g188644-d11445075-Reviews-PRL_La_Pologne-Brussels.html,"Polish,   European"
id_1780,Barcelona,1781,4.5,$,31.0,/Restaurant_Review-g187497-d10230660-Reviews-La_Pasticceria_di_Gracia-Barcelona_Catalonia.html,Italian
id_1789,Madrid,1791,4.0,$$ - $$$,35.0,/Restaurant_Review-g187514-d11978912-Reviews-Som_Thai_Restaurant-Madrid.html,"  Vegetarian Friendly, Thai"
id_18,Dublin,19,4.5,$$ - $$$,670.0,/Restaurant_Review-g186605-d6482548-Reviews-Brookwood-Dublin_County_Dublin.html,"  European,   Gluten Free Options,   Irish,   Vegetarian Friendly, Gastropub,   Pub"
id_1801,Amsterdam,1806,5.0,$,8.0,/Restaurant_Review-g188590-d8656639-Reviews-Amona_Food_Truck-Amsterdam_North_Holland_Province.html,"Middle Eastern,   Vegetarian Friendly,   Vegan Options"
id_1808,Hamburg,1811,3.5,NaN,16.0,/Restaurant_Review-g187331-d5506292-Reviews-Balducci_Gastronomiegesellschaft-Hamburg.html,Other
id_1810,Berlin,1812,4.0,$,68.0,/Restaurant_Review-g187323-d5532050-Reviews-Huong_que-Berlin.html,"  Vegetarian Friendly,   Vietnamese,   Vegan Options, Asian"
id_1811,Hamburg,1814,4.0,$$ - $$$,2.0,/Restaurant_Review-g187331-d10250368-Reviews-Kaffeeroster_Timm_GmbH-Hamburg.html,"  German,   Delicatessen,   Minority Chinese, Chinese"
id_1815,Berlin,1817,3.5,$$ - $$$,1067.0,/Restaurant_Review-g187323-d1119896-Reviews-Vapiano-Berlin.html,"  Vegan Options,   Gluten Free Options,   Vegetarian Friendly,   Mediterranean, Italian,   Pizza,   European"
id_182,Lisbon,183,4.0,$,825.0,/Restaurant_Review-g189158-d1852620-Reviews-Restaurante_Cabacas-Lisbon_Lisbon_District_Central_Portugal.html,"  European, Steakhouse,   Portuguese"
id_1820,Milan,1822,3.5,$,567.0,/Restaurant_Review-g187849-d1100325-Reviews-La_Magolfa-Milan_Lombardy.html,"  Mediterranean,   Vegetarian Friendly,   Pizza, Italian"
id_1827,Rome,1828,4.0,$$ - $$$,274.0,/Restaurant_Review-g187791-d2374918-Reviews-Morrison_s-Rome_Lazio.html,"Bar,   Pub"
id_1831,Paris,1832,4.5,$$ - $$$,111.0,/Restaurant_Review-g187147-d4212687-Reviews-Apulia-Paris_Ile_de_France.html,"Mediterranean,   Vegetarian Friendly,   Vegan Options,   Italian"
id_1837,Amsterdam,1842,4.5,$$ - $$$,17.0,/Restaurant_Review-g188590-d7916036-Reviews-Golden_House-Amsterdam_North_Holland_Province.html,Chinese
id_1841,Copenhagen,1846,3.0,NaN,16.0,/Restaurant_Review-g189541-d11841754-Reviews-Cafe_Phenix-Copenhagen_Zealand.html,Other
id_1842,Paris,1843,4.5,$$ - $$$,132.0,/Restaurant_Review-g187147-d9746677-Reviews-Le_Boeuf_Maillot-Paris_Ile_de_France.html,"  European, French"
id_1850,Lisbon,1853,5.0,NaN,3.0,/Restaurant_Review-g189158-d10734451-Reviews-Ponto_Azul-Lisbon_Lisbon_District_Central_Portugal.html,Other
id_1856,Hamburg,1859,3.5,NaN,4.0,/Restaurant_Review-g187331-d2722599-Reviews-Black_Bean-Hamburg.html,"Cafe,   Contemporary"
id_1856,Munich,1871,4.0,NaN,23.0,/Restaurant_Review-g187309-d7211474-Reviews-Horst_Esskultur_Bar-Munich_Upper_Bavaria_Bavaria.html,Other
id_1857,Budapest,1858,4.0,NaN,2.0,/Restaurant_Review-g274887-d12359266-Reviews-Club_88-Budapest_Central_Hungary.html,Other
id_1862,Rome,1863,4.5,$$ - $$$,89.0,/Restaurant_Review-g187791-d9603011-Reviews-Osteria_Pascal-Rome_Lazio.html,"  Mediterranean,   Seafood, Italian,   Vegetarian Friendly"
id_1877,Budapest,1878,4.0,NaN,NaN,/Restaurant_Review-g274887-d9752550-Reviews-Oxygen_Pizza-Budapest_Central_Hungary.html,Other
id_1879,Lisbon,1882,4.0,$,33.0,/Restaurant_Review-g189158-d9739262-Reviews-Agua_no_Bico-Lisbon_Lisbon_District_Central_Portugal.html,"Vegetarian Friendly,   Gluten Free Options"
id_1880,Lisbon,1883,4.5,NaN,6.0,/Restaurant_Review-g189158-d8759915-Reviews-Catita-Lisbon_Lisbon_District_Central_Portugal.html,Other
id_1889,Barcelona,1890,4.5,$$ - $$$,24.0,/Restaurant_Review-g187497-d11679759-Reviews-Invers-Barcelona_Catalonia.html,"  Fusion, Mediterranean"
id_1897,Rome,1898,4.0,$$ - $$$,181.0,/Restaurant_Review-g187791-d1674503-Reviews-La_Romanina-Rome_Lazio.html,"Italian,   Mediterranean,   Pizza"
id_1903,Lyon,1904,4.0,NaN,5.0,/Restaurant_Review-g1080938-d4191913-Reviews-Le_Venezia-Decines_Charpieu_Lyon_Rhone_Auvergne_Rhone_Alpes.html,Italian
id_1905,Barcelona,1906,4.0,$$ - $$$,250.0,/Restaurant_Review-g187497-d8602690-Reviews-Osties_Pedrin-Barcelona_Catalonia.html,"  European, Mediterranean,   Gluten Free Options,   Spanish"
id_1907,Copenhagen,1912,2.5,NaN,9.0,/Restaurant_Review-g189541-d5408595-Reviews-China-Copenhagen_Zealand.html,"Chinese,   Fast Food"
id_1907,Munich,1923,3.5,NaN,46.0,/Restaurant_Review-g187309-d1356624-Reviews-Die_Schuetzenlust-Munich_Upper_Bavaria_Bavaria.html,Other
id_191,Oslo,192,4.0,$$ - $$$,53.0,/Restaurant_Review-g190479-d3385038-Reviews-Eufemia_Bar-Oslo_Eastern_Norway.html,"  European,   Pub, Bar,   Vegetarian Friendly"
id_1921,Barcelona,1922,4.0,$$ - $$$,94.0,/Restaurant_Review-g187497-d8661176-Reviews-El_Catala-Barcelona_Catalonia.html,"  Vegetarian Friendly,   Spanish, Mediterranean,   Vegan Options"
id_1925,Berlin,1927,4.0,$,42.0,/Restaurant_Review-g187323-d4748988-Reviews-Zia_Maria-Berlin.html,"  Pizza,   European,   Contemporary, Italian"
id_194,Munich,196,4.0,$$ - $$$,106.0,/Restaurant_Review-g187309-d4818393-Reviews-Konigin_43-Munich_Upper_Bavaria_Bavaria.html,"  Gluten Free Options,   European,   Vegetarian Friendly,   Vegan Options, Cafe"
id_194,Warsaw,195,4.0,$$ - $$$,143.0,/Restaurant_Review-g274856-d779167-Reviews-Babooshka-Warsaw_Mazovia_Province_Central_Poland.html,"Russian,   Vegetarian Friendly,   Eastern European,   European"
id_1940,Lyon,1941,3.0,$$ - $$$,354.0,/Restaurant_Review-g1166685-d1324029-Reviews-Amarine_Saint_Priest-Saint_Priest_Lyon_Rhone_Auvergne_Rhone_Alpes.html,"European,   French,   Seafood"
id_1941,Milan,1943,4.0,NaN,47.0,/Restaurant_Review-g187849-d10701333-Reviews-Koi_Japanese_Restaurant-Milan_Lombardy.html,Other
id_1945,Vienna,1947,4.0,NaN,5.0,/Restaurant_Review-g190454-d12556149-Reviews-Ra_mien-Vienna.html,Other
id_1952,Budapest,1953,3.5,$$ - $$$,39.0,/Restaurant_Review-g274887-d12410110-Reviews-Grand_Cafe-Budapest_Central_Hungary.html,"Cafe,   Vegetarian Friendly"
id_1958,Munich,1974,3.5,$$ - $$$,95.0,/Restaurant_Review-g187309-d1342155-Reviews-Wirtshaus_am_Rosengarten-Munich_Upper_Bavaria_Bavaria.html,"  Vegetarian Friendly, German"
id_1968,Vienna,1970,4.0,$$ - $$$,39.0,/Restaurant_Review-g190454-d7920021-Reviews-Operncafe-Vienna.html,"  Central European, Cafe,   European,   Austrian"
id_197,Bratislava,198,4.5,$$ - $$$,6.0,/Restaurant_Review-g274924-d13203526-Reviews-Blue_Bear_Restaurant_Bar-Bratislava_Bratislava_Region.html,"  International, American"
id_197,Lyon,198,4.0,$$ - $$$,370.0,/Restaurant_Review-g187265-d918784-Reviews-L_Atelier_d_Yvonne-Lyon_Rhone_Auvergne_Rhone_Alpes.html,"  European, French"
id_1971,Lisbon,1974,4.5,NaN,9.0,/Restaurant_Review-g189158-d10026779-Reviews-Adega_Do_Lagarto-Lisbon_Lisbon_District_Central_Portugal.html,Other
