original_title,title_length,production_companies
Fun Size,8,"Paramount Pictures,  Fake Empire,  Anonymous Content"
Fun with Dick and Jane,22," JC 23 Entertainment,  Columbia Pictures Corporation"
Funny Games,11, Kinematograf Wien
Funny People,12," Relativity Media,  Happy Madison Productions,  Apatow Productions"
Fur: An Imaginary Portrait of Diane Arbus,41, Iron Film
Furry Vengeance,15," Participant Media,  Imagenation Abu Dhabi FZ"
Fury,4,"Columbia Pictures,  Huayi Brothers Media,  Crave Films"
G-Force,7," Jerry Bruckheimer Films,  Whamaphram Productions, Walt Disney Pictures"
G.I. Joe: The Rise of Cobra,27," Hasbro,  Di Bonaventura Pictures"
Gangs of New York,17,Miramax Films
Garfield,8,"Twentieth Century Fox Film Corporation,  Davis Entertainment"
Get Carter,10," The Canton Company, Franchise Pictures,  Morgan Creek Productions"
Get Him to the Greek,20, Spyglass Entertainment
Get Rich or Die Tryin',22," Cent Productions Inc., Paramount Pictures"
Get Smart,9," Atlas Entertainment,  Warner Bros."
Getaway,7, After Dark Films
Ghost Rider,11," Michael De Luca Productions,  Relativity Media,  Crystal Sky Pictures, Columbia Pictures Corporation"
Ghost Rider: Spirit of Vengeance,32," Marvel Entertainment,  Marvel Knights"
Ghost Ship,10,Village Roadshow Pictures
Ghosts of the Abyss,19," Walden Media,  Earthship Productions"
Gigli,5," Casey Silver Productions, City Light Films,  Revolution Studios"
Gladiator,9," Universal Pictures,  Mill Film,  Red Wagon Entertainment"
Gnomeo & Juliet,15,Starz Animation
Goal!: The Dream Begins,23,Touchstone Pictures
God's Not Dead,14,Pure Flix Entertainment
Gods and Generals,17, Antietam Filmworks
Godsend,7," 2929 Productions,  Artists Production Group (APG)"
Godzilla,8," Legendary Pictures, Toho Company"
Going the Distance,18, Offspring Entertainment
Gone Baby Gone,14,Miramax Films
Gone Girl,9,"Twentieth Century Fox Film Corporation,  New Regency Pictures"
Gone In Sixty Seconds,21," Touchstone Pictures, Jerry Bruckheimer Films"
Good Luck Chuck,15,Lionsgate
"Good Night, and Good Luck.",26,Warner Independent Pictures (WIP)
Goosebumps,10, Scholastic Entertainment
Gosford Park,12,USA Films
Gothika,7," Warner Bros.,  Dark Castle Entertainment, Columbia Pictures Corporation"
Gran Torino,11," Malpaso Productions,  Double Nickel Entertainment,  Warner Bros."
Gravity,7,"Warner Bros.,  Esperanto Filmoj"
Green Lantern,13,De Line Pictures
Green Zone,10," Dentsu,  Relativity Media,  StudioCanal,  Working Title Films, Universal Pictures"
Gridiron Gang,13,Columbia Pictures
Grindhouse,10, Yer Dead Productions
Grown Ups,9," Happy Madison Productions, Columbia Pictures"
Grown Ups 2,11,Columbia Pictures
Grudge Match,12,Gerber Pictures
Guardians of the Galaxy,23,"Marvel Studios,  Moving Picture Company (MPC)"
Guess Who,9," Tall Trees Productions,  Regency Enterprises"
Gulliver's Travels,18,"Twentieth Century Fox Film Corporation,  Dune Entertainment"
Hachi: A Dog's Tale,19,Grand Army Entertainment
Hairspray,9,New Line Cinema
Hall Pass,9,New Line Cinema
Halloween,9,Dimension Films
Halloween II,12," Trancas International Films, Dimension Films"
Halloween: Resurrection,23,Dimension Films
Hancock,7, Forward Pass
Hanging Up,10, Global Entertainment Productions GmbH & Company Medien KG
Hanna,5," Neunte Babelsberg Film, Focus Features,  Sechzehnte Babelsberg Film"
Hannah Montana: The Movie,25, Millar Gough Ink
Hannibal,8," Dino De Laurentiis Company, Universal Pictures"
Hannibal Rising,15," ETIC Films,  Dino De Laurentiis Company"
Hansel & Gretel: Witch Hunters,30," Gary Sanchez Productions,  MTV Films"
Happy Feet,10," Kingdom Feature Productions,  Kennedy Miller Productions"
Happy Feet Two,14," Kennedy Miller Mitchell, Village Roadshow Pictures,  Dr D Studios"
Hardball,8,"Paramount Pictures,  GHS Productions KG,  Munich Film Partners & Company (MFP) GHS Productions,  Nides/McCormick Productions"
Hardcore Henry,14,Bazelevs Production
Harold & Kumar Escape from Guantanamo Bay,41,New Line Cinema
Harry Potter and the Chamber of Secrets,39," Heyday Films,  Warner Bros."
Harry Potter and the Deathly Hallows: Part 1,44, Heyday Films
Harry Potter and the Deathly Hallows: Part 2,44,"Warner Bros.,  Heyday Films"
Harry Potter and the Goblet of Fire,35,Patalex IV Productions Limited
Harry Potter and the Order of the Phoenix,41," Harry Potter Publishing Rights,  Heyday Films"
Harry Potter and the Philosopher's Stone,40, Warner Bros.
Harry Potter and the Prisoner of Azkaban,40,"1492 Pictures,  P of A Productions Limited"
Hart's War,10, Cheyenne Enterprises
Haywire,7,Irish Film Board
He's Just Not That Into You,27, Flower Films (II)
Hearts in Atlantis,18,Castle Rock Entertainment
Heaven is for Real,18,"TriStar Pictures,  Roth Films"
Hellboy,7," Starlite Films, Revolution Studios"
Hellboy II: The Golden Army,27," Mid Atlantic Films,  Lawrence Gordon Productions"
Her,3,Annapurna Pictures
Hercules,8," Radical Studios,  Flynn Picture Company"
Hereafter,9,"Amblin Entertainment,  Warner Bros.,  The"
Hidalgo,7," Dune Films, Casey Silver Productions"
Hide and Seek,13," Josephson Entertainment, Twentieth Century Fox Film Corporation,  MBC Beteiligungs Filmproduktion"
High Crimes,11," New Regency Pictures,  Epsilon Motion Pictures, Twentieth Century Fox Film Corporation"
High Fidelity,13,Buena Vista
Hitch,5, Overbrook Entertainment
Hitman,6," EuropaCorp,  Anka Film"
Hitman: Agent 47,16," Infinite Frameworks Studios,  TSG Entertainment,  Fox International Productions"
Home,4, DreamWorks Animation
Home on the Range,17," Walt Disney Feature Animation, Walt Disney Pictures"
Homefront,9, Open Road Films
Honey,5,Universal Pictures
Hoodwinked Too! Hood VS. Evil,29,HW Two
Hoodwinked!,11," Blue Yonder Films, The Weinstein Company,  Kanbar Entertainment"
Hop,3," Illumination Entertainment, Universal Pictures"
Hope Springs,12," Metro-Goldwyn-Mayer (MGM),  Escape Artists"
Horrible Bosses,15," Rat Entertainment, New Line Cinema"
Horrible Bosses 2,17, RatPac Entertainment
Horton Hears a Who!,19,"Twentieth Century Fox Film Corporation,  Blue Sky Studios,  Twentieth Century Fox Animation"
Hostage,7," Yari Film Group,  Cheyenne Enterprises, Miramax Films,  Syndicate Films International,  Stratus Film Co."
Hostel: Part II,15, Screen Gems
Hot Pursuit,11," Warner Bros., New Line Cinema"
Hot Tub Time Machine,20,"United Artists,  Metro-Goldwyn-Mayer (MGM),  New Crime Productions"
Hotel Rwanda,12," United Artists,  Endgame Entertainment,  Miracle Pictures"
Hotel Transylvania,18,"Columbia Pictures,  Sony Pictures Animation"
Hotel Transylvania 2,20," Sony Pictures Animation, Columbia Pictures"
House of Wax,12," Warner Bros.,  Dark Castle Entertainment"
House of the Dead,17, Brightlight Pictures
How Do You Know,15,"Columbia Pictures,  Gracie Films"
How High,8," Native Pictures Productions,  Jersey Films"
How the Grinch Stole Christmas,30, Universal Pictures
How to Lose Friends & Alienate People,37," Aramid Entertainment Fund,  Lipsync Productions,  Intandem Films, UK Film Council,  Film4"
How to Lose a Guy in 10 Days,28,Paramount Pictures
How to Train Your Dragon 2,26," Mad Hatter Entertainment, DreamWorks Animation"
Hugo,4,"Paramount Pictures,  GK Films"
Hulk,4, Good Machine
I Am Legend,11,"Village Roadshow Pictures,  Warner Bros."
I Am Number Four,16," Touchstone Pictures,  Bay Films, DreamWorks SKG"
I Am Sam,8,New Line Cinema
I Could Never Be Your Woman,27,"Scott Rudin Productions,  Bauer Martinez Studios,  I Could Never Ltd."
I Don't Know How She Does It,28,The Weinstein Company
I Know Who Killed Me,20, 360 Pictures
I Love You Phillip Morris,25,EuropaCorp
I Now Pronounce You Chuck & Larry,33, Happy Madison Productions
I Think I Love My Wife,22,Fox Searchlight Pictures
I'm Not There.,14,Endgame Entertainment
"I, Frankenstein",15," Hopscotch Films,  Lionsgate, Lakeshore Entertainment,  Sidney Kimmel Entertainment"
"I, Robot",8,"Twentieth Century Fox Film Corporation,  Laurence Mark Productions"
Ice Age,7,"Twentieth Century Fox Film Corporation,  Twentieth Century Fox Animation"
Ice Age: Continental Drift,26, Twentieth Century Fox Animation
Ice Age: The Meltdown,21,Blue Sky Studios
Identity,8,Konrad Pictures
Identity Thief,14," Aggregate Films,  DumbDumb"
Igor,4, Exodus Productions
Immortals,9,Virgin Produced
In Bruges,9," Focus Features,  Scion Films, Blueprint Pictures"
In the Heart of the Sea,23," Roth Films,  Spring Creek Productions"
In the Land of Women,20,"Castle Rock Entertainment,  Anonymous Content"
In the Valley of Elah,21,"Summit Entertainment,  NALA Films,  Samuels Media"
Inception,9,"Legendary Pictures,  Syncopy"
Indiana Jones and the Kingdom of the Crystal Skull,50,Lucasfilm
IndigÃ¨nes,10,Tessalit Productions
Inglourious Basterds,20," Visiona Romantica, Universal Pictures"
Inherent Vice,13,Ghoulardi Film Company
Inside Man,10, Universal Pictures
Inside Out,10,"Walt Disney Pictures,  Walt Disney Studios Motion Pictures"
Insomnia,8,Section Eight
Insurgent,9,Summit Entertainment
Interstellar,12,"Paramount Pictures,  Syncopy,  Warner Bros."
Into the Blue,13,Columbia Pictures Corporation
Into the Storm,14,"New Line Cinema,  Broken Road Productions"
Into the Wild,13,"Paramount Vantage,  River Road Entertainment"
Into the Woods,14, Marc Platt Productions
Intolerable Cruelty,19," Universal Pictures,  Mike Zoss Productions, Imagine Entertainment"
Invictus,8," Warner Bros.,  Mace Neufeld Productions"
Iron Man 2,10,Marvel Studios
It's Complicated,16," Dentsu, Universal Pictures"
Itâ€™s a Boy Girl Thing,23," Scion Films,  Rocket Pictures,  Alliance Atlantis Motion Picture Production"
J. Edgar,8, Malpaso Productions
Jack Reacher,12," Mutual Film Company,  TC Productions, Paramount Pictures"
Jack Ryan: Shadow Recruit,25," Mace Neufeld Productions,  Skydance Productions,  Di Bonaventura Pictures,  Etalon film"
Jack and Jill,13,"Columbia Pictures,  Broken Road Productions,  Happy Madison Productions"
Jack the Giant Slayer,21," Original Film, New Line Cinema,  Warner Bros."
Jackass Presents: Bad Grandpa,29, Dickhouse Productions
Jackass: The Movie,18,Paramount Pictures
Jarhead,7," Neal Street Productions, Universal Pictures,  Red Wagon Entertainment"
Jay and Silent Bob Strike Back,30,"Dimension Films,  Miramax"
Jeepers Creepers,16," Cinerenta Medienbeteiligungs KG,  American Zoetrope"
Jeepers Creepers 2,18," American Zoetrope, United Artists"
Jem and the Holograms,21," Allspark Pictures,  Blumhouse Productions"
Jennifer's Body,15," Fox Atomic, Dune Entertainment"
Jimmy Neutron: Boy Genius,25," Universal Cartoon Studios,  Paramount Animation, Nickelodeon Movies"
Jobs,4," Silver Reel,  Dillywood"
Joe Dirt,8, Happy Madison Productions
John Carter,11,Walt Disney Pictures
John Tucker Must Die,20, John US Productions
John Wick,9, 87Eleven
Johnny English,14,Universal Pictures
Johnny English Reborn,21,Universal Pictures
Johnson Family Vacation,23," Bird and a Bear Entertainment, Fox Searchlight Pictures"
Journey 2: The Mysterious Island,32,"New Line Cinema,  Walden Media"
Journey to the Center of the Earth,34, Walden Media
Joy Ride,8," New Regency Pictures,  LivePlanet,  Bad Robot,  Epsilon Motion Pictures"
Julie & Julia,13, Easy There Tiger Productions
Jumper,6," Hypnotic, Dune Entertainment"
Jumping the Broom,17," TDJ Enterprises / New Dimensions Entertainment,  Sony Pictures Worldwide Acquisitions (SPWA),  Stage 6 Films,  Our Stories Films"
Juno,4, Mandate Pictures
Jupiter Ascending,17,"Village Roadshow Pictures,  Anarchos Productions"
Jurassic Park III,17,Universal Studios
Jurassic World,14,"Universal Studios,  Dentsu"
Just Go With It,15,"Columbia Pictures,  Happy Madison Productions"
Just Like Heaven,16,"DreamWorks SKG,  MacDonald/Parkes Productions"
Just My Luck,12, New Regency Pictures
Justin Bieber: Never Say Never,30, Magical Elves Productions
K-19: The Widowmaker,20," Palomar Pictures (II),  New Regency Pictures"
K-PAX,5," Lawrence Gordon Productions,  IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,  PathÃ© Pictures International"
Katy Perry: Part of Me,22, Insurge Pictures
Keeping the Faith,17,"Spyglass Entertainment,  Triple Threat Talent"
Kick-Ass,8,Lions Gate
Kicking & Screaming,19,Universal Pictures
Kill Bill: Vol. 1,17,"Miramax Films,  Super Cool ManChu"
Kill Bill: Vol. 2,17,Miramax Films
Killer Elite,12,"Current Entertainment,  Open Road Films,  International Traders"
Killer Joe,10," ANA Media,  Worldview Entertainment,  Picture Perfect (I)"
Killers,7, Lionsgate
Killing Them Softly,19," Annapurna Pictures,  1984 Private Defense Contractors"
King Kong,9, MFPV Film
Kingdom of Heaven,17,"Studio Babelsberg,  Twentieth Century Fox Film Corporation,  Scott Free Productions"
Kingsman: The Secret Service,28,"Twentieth Century Fox Film Corporation,  Marv Films,  TSG Entertainment"
Kiss of the Dragon,18," EuropaCorp, Twentieth Century Fox Film Corporation,  Immortal Entertainment,  Current Entertainment"
Knight and Day,14,"Tree Line Films,  Regency Enterprises,  Twentieth Century Fox Film Corporation"
Knocked Up,10,"Universal Pictures,  Apatow Productions"
Knowing,7," Mystery Clock Cinema, Summit Entertainment,  Kaplan/Perrone Entertainment,  Escape Artists,  Goldcrest Pictures"
Krampus,7, Legendary Pictures
Kung Fu Panda 2,15,DreamWorks Animation
La migliore offerta,19," Friuli Venezia Giulia Film Commission,  Regione Lazio,  Warner Bros."
Ladder 49,9," Fantail Films Inc.,  Touchstone Pictures"
Lakeview Terrace,16, Overbrook Entertainment
Land of the Dead,16, Romero-Grunwald Productions
Land of the Lost,16,Universal Pictures
Lara Croft Tomb Raider: The Cradle of Life,42,"Paramount Pictures,  British Broadcasting Corporation (BBC)"
Lara Croft: Tomb Raider,23," British Broadcasting Corporation (BBC),  Lawrence Gordon Productions,  Toho-Towa,  Mutual Film Company"
Larry Crowne,12," Vendome Pictures, Universal Pictures,  Playtone Productions"
Last Vegas,10, Good Universe
Law Abiding Citizen,19,"Film Department,  Warp Films"
Lawless,7," Benaroya Pictures,  Annapurna Pictures"
Leap Year,9," Spyglass Entertainment,  Birnbaum/Barber"
Legally Blonde,14, Metro-Goldwyn-Mayer (MGM)
"Legally Blonde 2: Red, White & Blonde",37,Type A Films
Legend,6, Anton Capital Entertainment (ACE)
Legend of the Guardians: The Owls of Ga'Hoole,45," Cruel and Unusual Films,  Animal Logic, Village Roadshow Pictures"
Legends of Oz: Dorothy's Return,31," Summertime Entertainment, Prana Animation Studios"
Lemony Snicket's A Series of Unfortunate Events,47," Scott Rudin Productions, Paramount Pictures,  Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG"
Les MisÃ©rables,15,Universal Pictures
Let Me In,9," Overture Films, Hammer Film Productions,  Exclusive Media Group"
Let's Be Cops,13, WideAwake
Letters from Iwo Jima,21," Malpaso Productions,  Amblin Entertainment"
License to Wed,14," Underground,  Robert Simonds Productions, Village Roadshow Pictures"
Life as We Know It,18,Josephson Entertainment
Life of Pi,10," Big Screen Productions, Ingenious Film Partners,  Dune Entertainment"
Lilo & Stitch,13,Walt Disney Pictures
Limitless,9, Boy of the Year
Lions for Lambs,15," Wildwood Enterprises,  United Artists, Cruise/Wagner Productions,  Andell Entertainment"
Little Black Book,17,"Revolution Studios,  Blue Star Pictures"
Little Fockers,14," Relativity Media,  Universal Pictures, Paramount Pictures,  Everyman Pictures"
Little Miss Sunshine,20," Big Beach Films, Fox Searchlight Pictures"
Live Free or Die Hard,21, Dune Entertainment
Lo imposible,12," Canal+ EspaÃ±a,  Apaches Entertainment, Summit Entertainment,  Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)"
Lockout,7, CinÃ©+
London Boulevard,16," Henceforth, GK Films"
Lone Survivor,13,"Universal Pictures,  Herrick Entertainment,  Weed Road Pictures,  Leverage Management"
Looney Tunes: Back in Action,28,"Lonely Film Productions GmbH & Co. KG.,  Baltimore Spring Creek Productions,  Warner Bros. Animation"
Looper,6,"Endgame Entertainment,  FilmDistrict"
Lord of War,11,"Saturn Films,  Endgame Entertainment,  Rising Star,  Ascendant Pictures"
Lords of Dogtown,16,Columbia Pictures
Love & Other Drugs,18,Bedford Falls Productions
Love Actually,13,DNA Films
Love Happens,12,"Universal Pictures,  Relativity Media,  Camp / Thompson Pictures"
Love in the Time of Cholera,27, Grosvenor Park Media Ltd.
Love the Coopers,16, Groundswell Productions
Lucky Number Slevin,19," Ascendant Pictures, The Weinstein Company,  Capitol Films,  VIP Medienfonds 4"
Lucy,4,"Universal Pictures,  Canal+,  EuropaCorp"
MacGruber,9,Relativity Media
Machete,7,"Dune Entertainment,  Dune Entertainment III"
Machete Kills,13," AR Films,  Aldamisa Entertainment"
Machine Gun Preacher,20," Relativity Media,  Moonlighting Films, Mpower Pictures,  1984 Private Defense Contractors"
Mad Max: Fury Road,18,"Village Roadshow Pictures,  Kennedy Miller Productions"
Madagascar,10, DreamWorks Animation
Madagascar 3: Europe's Most Wanted,34,DreamWorks Animation
Madagascar: Escape 2 Africa,27,DreamWorks Animation
Made of Honor,13,Columbia Pictures
Magic Mike,10,"Nick Wechsler Productions,  Extension 765"
Magic Mike XXL,14,"Warner Bros.,  Iron Horse Entertainment (II)"
Maid in Manhattan,17, Shoelace Productions
Maleficent,10,Walt Disney Pictures
Mamma Mia!,10,"Universal Pictures,  Playtone,  Littlestar"
Man of Steel,12," Syncopy,  DC Entertainment"
Man of Tai Chi,14," Village Roadshow Pictures, Universal Pictures,  China Film Group Corporation (CFGC)"
Man of the Year,15,"Universal Pictures,  Morgan Creek Productions"
Man on Fire,11,"Regency Enterprises,  Fox 2000 Pictures,  Scott Free Productions"
Mandela: Long Walk to Freedom,29," Pathe, Distant Horizons"
Marie Antoinette,16," Commission du Film France,  Tohokushinsha Film"
Marley & Me,11, Dune Entertainment III
Marmaduke,9,Twentieth Century Fox Film Corporation
Mars Needs Moms,15,Walt Disney Animation Studios
Master and Commander: The Far Side of the World,47," Twentieth Century Fox Film Corporation, Universal Pictures,  Samuel Goldwyn Films"
Match Point,11,DreamWorks
Max,3,Sunswept Entertainment
Max Keeble's Big Move,21,"Walt Disney Pictures,  Karz Entertainment"
Max Payne,9," Foxtor Productions,  Firm Films,  Collision Entertainment"
Maze Runner: The Scorch Trials,30, TSG Entertainment
Me and Orson Welles,19,"Isle of Man Film,  CinemaNX"
"Me, Myself & Irene",18,Twentieth Century Fox Film Corporation
Mean Girls,10,Paramount Pictures
Meet Dave,9," Regency Enterprises,  Guy Walks into a Bar Productions,  Deep River Productions"
Meet the Fockers,16," Universal Pictures,  Everyman Pictures"
Meet the Parents,16, Universal Pictures
Meet the Robinsons,18," Walt Disney Animation Studios, Walt Disney Pictures"
Meet the Spartans,17, New Regency Pictures
Megamind,8,DreamWorks Animation
Memento,7,"Summit Entertainment,  Newmarket Capital Group"
Memoirs of a Geisha,19,"DreamWorks SKG,  Columbia Pictures Corporation,  Red Wagon Productions"
Men in Black 3,14, Imagenation Abu Dhabi FZ
Men in Black II,15," Parkes+MacDonald Image Nation, Columbia Pictures,  Amblin Entertainment"
Men of Honor,12,Fox 2000 Pictures
Metallica: Through the Never,28,Exclusive Media Group
Miami Vice,10," Motion Picture ETA Produktionsgesellschaft,  Foqus Arte Digital, Universal Pictures"
Michael Clayton,15," Section Eight Productions, Castle Rock Entertainment"
Milk,4,Focus Features
Million Dollar Arm,18,Walt Disney Pictures
Million Dollar Baby,19," Warner Bros.,  Malpaso Productions"
Mindhunters,11," Dimension Films,  Egmond Film & Television, Avenue Pictures Productions"
Minions,7, Illumination Entertainment
Minority Report,15," Twentieth Century Fox Film Corporation,  Blue Tulip Productions"
Mirror Mirror,13," Rat Entertainment,  Misher Films,  Yucaipa Films"
Mirrors,7," New Regency Pictures, Regency Enterprises,  ASAF"
Miss Congeniality,17," Castle Rock Entertainment,  Fortis Films,  NPV Entertainment"
Mission to Mars,15," Touchstone Pictures,  The Jacobson Company,  Red Horizon Productions"
Mission: Impossible - Ghost Protocol,36, Skydance Productions
Mission: Impossible - Rogue Nation,34," China Movie Channel,  Skydance Productions,  TC Productions, Paramount Pictures"
Mission: Impossible II,22,Paramount Pictures
Mission: Impossible III,23," China Film Co-Production Corporation,  MI 3 Film,  Cruise/Wagner Productions"
Moms' Night Out,15," FourBoys Entertainment,  Affirm Films,  Pure Flix Entertainment"
Monkeybone,10, 1492 Pictures
Monster House,13,"Columbia Pictures,  Amblin Entertainment,  Sony Pictures Animation,  Sony Pictures Entertainment"
Monster-in-Law,14,New Line Cinema
Monsters University,19,"Walt Disney Pictures,  Pixar Animation Studios"
"Monsters, Inc.",14," Pixar Animation Studios, Walt Disney Pictures"
Monte Carlo,11," Dune Entertainment III,  Regency Enterprises"
Moon,4," Xingu Films,  Limelight Fund"
Moonrise Kingdom,16," Indian Paintbrush,  American Empirical Pictures"
Morning Glory,13," Goldcrest Pictures, Bad Robot"
Mortdecai,9,Lionsgate
Moulin Rouge!,13,"Bazmark Films,  Twentieth Century Fox Film Corporation"
Movie 43,8,Greenestreet Films
Mr. & Mrs. Smith,16," Summit Entertainment, 20th Century Fox,  New Regency Productions"
Mr. 3000,8,Touchstone Pictures
Mr. Bean's Holiday,18, Working Title Films
Mr. Brooks,10," Element Films,  Eden Rock Media"
Mr. Deeds,9," Out of the Blue... Entertainment, New Line Cinema,  Happy Madison Productions"
Mr. Nobody,10,Pan EuropÃ©enne Production
Mr. Peabody & Sherman,21,20th Century Fox
Mud,3,FilmNation Entertainment
Mulholland Drive,16, Canal+
Munich,6," Amblin Entertainment,  Peninsula Films, DreamWorks SKG,  Universal Pictures"
Muppets Most Wanted,19, Disney
Murder by Numbers,17," Schroeder Hoffman Productions, Castle Rock Entertainment,  Warner Bros. Pictures"
Music and Lyrics,16," Reserve Room,  Castle Rock Entertainment, Village Roadshow Pictures"
Mutant Chronicles,17," First Foot Films,  Edward R. Pressman Film"
My Best Friend's Girl,21," Superfinger Entertainment,  New Wave Entertainment, Lionsgate"
My Big Fat Greek Wedding,24," Playtone Productions, MPH Entertainment"
My Bloody Valentine,19,Lionsgate
My Blueberry Nights,19," Lou Yi Inc.,  StudioCanal"
My Life in Ruins,16, 26 Films
My Sister's Keeper,18, Curmudgeon Films
My Soul to Take,15,Relativity Media
My Week with Marilyn,20," The Weinstein Company,  UK Film Council"
Mystic River,12,Village Roadshow Pictures
Nacho Libre,11, Nickelodeon Movies
Nanny McPhee,12," Studio Canal,  Three Strange Angels,  Metro-Goldwyn-Mayer (MGM)"
Nanny McPhee and the Big Bang,29," Working Title Films,  Three Strange Angels"
National Lampoonâ€™s Van Wilder,31, Artisan Entertainment
National Treasure,17,"Walt Disney Pictures,  Junction Entertainment"
National Treasure: Book of Secrets,34," Sparkler Entertainment,  Walt Disney, Jerry Bruckheimer Films"
Nebraska,8, Bona Fide Productions
Need for Speed,14," Bandito Brothers, DreamWorks SKG"
Neighbors,9,Universal Pictures
Never Let Me Go,15, Film4
New in Town,11,"Lionsgate,  The Safran Company"
Next,4," Virtual Studios,  Broken Road Productions,  Revolution Studios"
Next Friday,11,New Line Cinema
Nick and Norah's Infinite Playlist,34, Mandate Pictures
Night at the Museum,19,"Ingenious Film Partners,  Twentieth Century Fox Film Corporation"
Night at the Museum: Battle of the Smithsonian,46," Museum Canada Productions,  1492 Pictures,  Dune Entertainment, Twentieth Century Fox Film Corporation"
Night at the Museum: Secret of the Tomb,39," 21 Laps Entertainment,  Moving Picture Company (MPC)"
Ninja Assassin,14," Legendary Pictures,  Silver Pictures, Studio Babelsberg,  Dark Castle Entertainment,  Anarchos Productions"
No Country for Old Men,22,"Miramax Films,  Scott Rudin Productions,  Mike Zoss Productions"
No Escape,9,Bold Films
No Good Deed,12,Sony Pictures
No Reservations,15," Warner Bros.,  Storefront Pictures,  WV Films III,  Castle Rock Entertainment"
No Strings Attached,19," The,  Cold Spring Pictures,  Katalyst Films"
Noah,4," Regency Enterprises, Paramount Pictures"
Non-Stop,8,"StudioCanal,  Canal+,  Silver Pictures,  TF1 Films Production"
Norbit,6," Davis Entertainment,  Tollin/Robbins Productions"
North Country,13, Nick Wechsler Productions
Not Another Teen Movie,22,Original Film
Notes on a Scandal,18," BBC Films, Fox Searchlight Pictures,  DNA Films,  Ingenious Film Partners"
Now You See Me,14," K/O Paper Products,  See Me Louisiana"
Nutty Professor II: The Klumps,30," Universal Pictures, Imagine Entertainment"
"O Brother, Where Art Thou?",26, Studio Canal
Oblivion,8," Radical Studios,  Monolith Pictures (III)"
Obsessed,8,Sony Pictures
Ocean's Eleven,14," Jerry Weintraub Productions,  Warner Bros."
Ocean's Thirteen,16, Jerry Weintraub Productions
Ocean's Twelve,14,"Village Roadshow Pictures,  Section Eight,  WV Films III,  Warner Bros.,  Jerry Weintraub Productions"
Oculus,6," MICA Entertainment,  Blumhouse Productions,  Relativity Media, Intrepid Pictures,  WWE Studios"
Old Dogs,8,"Walt Disney Pictures,  Tapestry Films"
Old School,10,DreamWorks SKG
Oldboy,6, 40 Acres & A Mule Filmworks
Olympus Has Fallen,18," Millennium Films, Nu Image Films"
On the Road,11, Vanguard Films
Once Upon a Time in Mexico,26, Dimension Films
One Day,7, Color Force
One Hour Photo,14, Catch 23 Entertainment
One for the Money,17,"Lakeshore Entertainment,  Sidney Kimmel Entertainment"
Open Range,10,"Tig Productions,  Beacon Pictures,  Touchstone Pictures,  Cobalt Media Group"
Original Sin,12,Metro-Goldwyn-Mayer (MGM)
Orphan,6," Studio Babelsberg StudioBabelsberg Motion Pictures,  Studio Canal"
Osmosis Jones,13,Conundrum Entertainment
Ouija,5," Blumhouse Productions,  Platinum Dunes,  Media Rights Capital"
Our Idiot Brother,17,The Weinstein Company
Out Cold,8, Touchstone Pictures
Out of Time,11,Original Film
Out of the Furnace,18," Red Granite Pictures,  Relativity Media, Appian Way"
Outlander,9," Virtual Films,  VIP Medienfonds 4"
Oz: The Great and Powerful,26, Roth Films
P.S. I Love You,15," Alcon Entertainment, Wendy Finerman Productions"
Pacific Rim,11," Warner Bros., Legendary Pictures"
Paddington,10, StudioCanal
Pain & Gain,11," De Line Pictures, Paramount Pictures"
Pan,3," Moving Picture Company (MPC),  Berlanti Productions"
Paper Towns,11,Fox 2000 Pictures
ParaNorman,10, Laika Entertainment
Paranoia,8, IM Global
Paranormal Activity 3,21,"Paramount Pictures,  Blumhouse Productions,  Solana Films,  Room 101"
Paranormal Activity 4,21,"Paramount Pictures,  Blumhouse Productions"
Paranormal Activity: The Ghost Dimension,40, Blumhouse Productions
Paranormal Activity: The Marked Ones,36," Room 101,  Solana Films"
Parental Guidance,17,20th Century Fox
Pathfinder,10," Phoenix Pictures,  Dune Entertainment,  Major Studio Partners, Twentieth Century Fox Film Corporation"
Paul,4," Working Title Films,  Relativity Media"
Paul Blart: Mall Cop 2,22,"Columbia Pictures,  Sony Pictures Entertainment (SPE),  Sony Pictures Home Entertainment,  Happy Madison Productions"
Paycheck,8," Lion Rock Productions,  Davis Entertainment,  Province of British Columbia Film Incentive BC,  DreamWorks SKG"
Pearl Harbor,12," Touchstone Pictures, Jerry Bruckheimer Films"
Penguins of Madagascar,22,DreamWorks Animation
People Like Us,14,DreamWorks SKG
Percy Jackson & the Olympians: The Lightning Thief,50," Dune Entertainment,  Fox 2000 Pictures, Ingenious Film Partners,  1492 Pictures"
Percy Jackson: Sea of Monsters,30," Dune Entertainment, 1492 Pictures"
Perfume: The Story of a Murderer,32," Rising Star,  Ikiru Films, Davis-Films"
Peter Pan,9,"Columbia Pictures,  Quinta Communications,  Revolution Studios,  Universal Pictures"
Philomena,9," Yucaipa Films,  PathÃ©,  Baby Cow Productions"
Piranha 3D,10," Intellectual Properties Worldwide,  Atmosphere Entertainment MM"
Piranha 3DD,11, Intellectual Properties Worldwide
Pirates of the Caribbean: At World's End,40,Walt Disney Pictures
