original_title,title_length,production_companies
An Unfinished Life,18, Persistent Entertainment
Thor: The Dark World,20,Marvel Studios
Katy Perry: Part of Me,22, Insurge Pictures
Legend of the Guardians: The Owls of Ga'Hoole,45, Animal Logic
The Dressmaker,14, Apollo Media
Mr. Deeds,9, Out of the Blue... Entertainment
Suffragette,11,Ruby Films
Righteous Kill,14,Grosvenor Park Media Ltd.
The SpongeBob SquarePants Movie,31,Paramount Pictures
Frozen,6,Walt Disney Pictures
Captivity,9,Foresight Unlimited
American Outlaws,16, Morgan Creek Productions
National Treasure,17, Junction Entertainment
Planes: Fire & Rescue,21, DisneyToon Studios
Foxcatcher,10, Annapurna Pictures
Million Dollar Baby,19, Warner Bros.
Cinderella Man,14, Universal Pictures
This Is the End,15, Point Grey Pictures
Hotel Transylvania 2,20, Sony Pictures Animation
Jimmy Neutron: Boy Genius,25,Nickelodeon Movies
The Sisterhood of the Traveling Pants,37, Alloy Entertainment
The Best of Me,14,Relativity Media
Furry Vengeance,15, Participant Media
MacGruber,9,Relativity Media
Black Swan,10,Fox Searchlight Pictures
Max Payne,9, Foxtor Productions
Saw V,5,Lionsgate
Sex Tape,8, LStar Capital
Happy Feet Two,14, Kennedy Miller Mitchell
License to Wed,14, Underground
Solomon Kane,12, Wandering Star Pictures
Knight and Day,14,Tree Line Films
Ladder 49,9, Touchstone Pictures
Baggage Claim,13,Sneak Preview Productions
Annie,5,Columbia Pictures
Shoot 'Em Up,12,New Line Cinema
A Very Harold & Kumar Christmas,31,New Line Cinema
Trespass,8,Nu Image Films
Before the Devil Knows You're Dead,34, Michael Cerenzie Productions
Harry Potter and the Chamber of Secrets,39, Heyday Films
Upside Down,11, Transfilm
Training Day,12, NPV Entertainment
Hugo,4, GK Films
Lord of War,11, Endgame Entertainment
The Wedding Planner,19,Columbia Pictures Corporation
Pacific Rim,11, Warner Bros.
No Strings Attached,19, The
Snakes on a Plane,17,New Line Cinema
Wall Street: Money Never Sleeps,31, Dune Entertainment III
House of the Dead,17, Brightlight Pictures
Underworld,10, Laurinfilm
The Unborn,10, Relativity Media
The Sentinel,12, Regency Enterprises
The School of Rock,18,Paramount Pictures
The Informant!,14, Jaffe / Braunstein Enterprise
Welcome Home Roscoe Jenkins,27,Universal Pictures
Out of the Furnace,18, Relativity Media
Cinderella,10,Walt Disney Pictures
Coraline,8,Focus Features
Interstellar,12, Syncopy
The Host,8, Silver Reel
The Patriot,11,Centropolis Entertainment
Saving Mr. Banks,16,Walt Disney Pictures
X2,2, Marvel Enterprises
X-Men Origins: Wolverine,24,Ingenious Film Partners
Soul Surfer,11, TriStar Pictures
Armored,7,Screen Gems
House of Wax,12, Warner Bros.
Ride Along,10, Rainforest Films
From Hell,9,Twentieth Century Fox Film Corporation
Anger Management,16, Revolution Studios
The Next Three Days,19, Hwy61
One for the Money,17, Sidney Kimmel Entertainment
Project Almanac,15, MTV Films
Defiance,8, Bedford Falls Company
The Way Back,12, Monolith Films
Itâ€™s a Boy Girl Thing,23, Scion Films
Daybreakers,11, Pictures in Paradise
Hop,3,Universal Pictures
Kung Fu Panda 2,15,DreamWorks Animation
Zodiac,6, Warner Bros.
Cast Away,9, ImageMovers
Lucky Number Slevin,19, Ascendant Pictures
Suffragette,11, PathÃ©
Around the World in 80 Days,27,Studio Babelsberg
Thirteen Days,13,New Line Cinema
Troy,4,Plan B Entertainment
Body of Lies,12, Warner Bros.
"You, Me and Dupree",18, MMCB Film Produktion 2004
Bridge of Spies,15, Marc Platt Productions
The Adventures of Pluto Nash,28, Mel's Cite du Cinema
The Last Legion,15, Quinta Communications
Escape Plan,11,Summit Entertainment
Poseidon,8,Virtual Studios
Adaptation.,11, Intermedia
The Day the Earth Stood Still,29, Hammerhead Productions
Earth to Echo,13,Walt Disney Studios Motion Pictures
Dark Blue,9, Cosmic Pictures
Eragon,6, Major Studio Partners
Mirrors,7, New Regency Pictures
Radio,5,Revolution Studios
Oblivion,8, Monolith Pictures (III)
Killer Joe,10, ANA Media
Lo imposible,12, Canal+ EspaÃ±a
Star Wars: The Force Awakens,28,Lucasfilm
The Life of David Gale,22, Intermedia Films
Diary of a Wimpy Kid: Rodrick Rules,35, Color Force
Don't Be Afraid of the Dark,27, Gran Via Productions
Children of Men,15, Hit & Run Productions
Collateral Damage,17,David Foster Productions
The Ides of March,17, Cross Creek Pictures
Sex and the City,16, Darren Star Productions
Doomsday,8, Scion Films
Meet Dave,9, Guy Walks into a Bar Productions
Scary Movie,11,Gold/Miller Productions
Young Adult,11, Indian Paintbrush
The Wrestler,12, Top Rope
Miami Vice,10, Foqus Arte Digital
Blow,4,New Line Cinema
In the Valley of Elah,21,Summit Entertainment
Legend of the Guardians: The Owls of Ga'Hoole,45,Village Roadshow Pictures
Harry Potter and the Goblet of Fire,35,Patalex IV Productions Limited
Escape from Planet Earth,24, The
Capote,6, Province of British Columbia Production Services Tax Credit
Begin Again,11,Likely Story
50/50,5,Summit Entertainment
Sweet Home Alabama,18,Touchstone Pictures
Suite FranÃ§aise,16, Canal+
Drag Me to Hell,15, Mandate Pictures
Possession,10,Warner Bros. Pictures
The Sorcerer's Apprentice,25, Broken Road Productions
The Butterfly Effect,20, Katalyst Films
Femme Fatale,12, Quinta Communications
The Musketeer,13,Crystal Sky Worldwide
"I, Robot",8,Twentieth Century Fox Film Corporation
State of Play,13, StudioCanal
The SpongeBob Movie: Sponge Out of Water,40, Disruption Entertainment
3:10 to Yuma,12,Tree Line Films
Source Code,11, Vendome Pictures
Stuart Little 2,15,Columbia Pictures
Planes: Fire & Rescue,21, Prana Animation Studios
The Last King of Scotland,25, UK Film Council
Kingdom of Heaven,17,Studio Babelsberg
Drive,5, FilmDistrict
K-PAX,5, Lawrence Gordon Productions
Attack the Block,16, Film4
Wild Target,11, Isle of Man Film
How to Lose Friends & Alienate People,37, Lipsync Productions
Her,3,Annapurna Pictures
Team America: World Police,26, Scott Rudin Productions
Starsky & Hutch,15, AR-TL
Master and Commander: The Far Side of the World,47, Twentieth Century Fox Film Corporation
End of Watch,12, Hedge Fund Film Partners
Pearl Harbor,12, Touchstone Pictures
Jack Ryan: Shadow Recruit,25, Skydance Productions
Home on the Range,17, Walt Disney Feature Animation
Fantastic Mr. Fox,17, Twentieth Century Fox Animation
Intolerable Cruelty,19, Mike Zoss Productions
Horrible Bosses 2,17, RatPac Entertainment
Riddick,7, Radar Pictures
Out of Time,11,Original Film
Rango,5, Blind Wink
Whisper,7, Gold Circle Films
Virgin Territory,16, Red Lion Sarl
Kingdom of Heaven,17, Twentieth Century Fox Film Corporation
Exodus: Gods and Kings,22, Chernin Entertainment
Fun with Dick and Jane,22, JC 23 Entertainment
Joe Dirt,8, Happy Madison Productions
Heaven is for Real,18,TriStar Pictures
Summer Catch,12,Tollin/Robbins Productions
Cold Mountain,13, Mirage Enterprises
Tower Heist,11, Relativity Media
The Best Exotic Marigold Hotel,30, Imagenation Abu Dhabi FZ
Flight of the Phoenix,21, Optional Pictures
Edge of Darkness,16, GK Films
The Pianist,11, Studio Babelsberg
Frequency,9,New Line Cinema
The Ghost Writer,16, R.P. Productions
X2,2, Donners' Company
The Best Man Holiday,20,Universal
Babylon A.D.,12, CinÃ©CinÃ©ma
Delivery Man,12,DreamWorks SKG
Eragon,6, Fox 2000 Pictures
Disconnect,10, LD Entertainment
Zodiac,6, Phoenix Pictures
Let Me In,9, Overture Films
Brick Mansions,14, EuropaCorp
The Tale of Despereaux,22,Universal Pictures Corporation
Crocodile Dundee in Los Angeles,31,Bungalow Productions
Step Up,7, Eketahuna LLC
Minions,7, Illumination Entertainment
Ninja Assassin,14, Legendary Pictures
Australia,9, ScreenWest
How High,8, Native Pictures Productions
Getaway,7, After Dark Films
The Walk,8, Sony Pictures Entertainment
Itâ€™s a Boy Girl Thing,23, Rocket Pictures
We Bought a Zoo,15,Twentieth Century Fox Film Corporation
Inside Out,10,Walt Disney Pictures
Adaptation.,11, Beverly Detroit
Jeepers Creepers,16, Cinerenta Medienbeteiligungs KG
Dumb and Dumber To,18, Red Granite Pictures
4: Rise of the Silver Surfer,28, 1492 Pictures
Revolutionary Road,18, Neal Street Productions
Alice in Wonderland,19, Zanuck Company
Mission: Impossible III,23, MI 3 Film
The Dilemma,11, Spyglass Entertainment
Bee Movie,9, Columbus 81 Productions
The Art of War,14, Warner Bros.
The Good German,15, Section Eight Productions
The Fighter,11,Paramount Pictures
Cosmopolis,10, Rai Cinema
2 Guns,6, Emmett/Furla Films
The Hobbit: The Battle of the Five Armies,41, Metro-Goldwyn-Mayer (MGM)
Babylon A.D.,12,StudioCanal
Valiant,7,Vanguard Films
A Mighty Heart,14,Plan B Entertainment
The Guard,9, Crescendo Productions
3000 Miles to Graceland,23,Franchise Pictures
Noah,4,Paramount Pictures
Batman Begins,13, Legendary Pictures
Garfield,8,Twentieth Century Fox Film Corporation
Nanny McPhee,12, Three Strange Angels
Selma,5, Harpo Films
Star Wars: The Force Awakens,28, Bad Robot
The Perfect Game,16, Lone Runner Entertainment
The Invasion,12, Warner Bros.
A Cinderella Story,18, Dylan Sellers Productions
Van Helsing,11, Sommers Company
That's My Boy,13, Relativity Media
Next,4, Virtual Studios
Machete Kills,13, Aldamisa Entertainment
The Great Gatsby,16,Village Roadshow Pictures
Bedtime Stories,15,Walt Disney Pictures
Behind Enemy Lines,18, Davis Entertainment
Return to Never Land,20,Walt Disney Pictures
Limitless,9, Boy of the Year
Sideways,8,Fox Searchlight Pictures
Hotel Transylvania 2,20,Columbia Pictures
Sky Captain and the World of Tomorrow,37, Blue Flower Productions
Fever Pitch,11, Mars Media Beteiligungs
The Rum Diary,13, GK Films
Vacancy,7, Hal Lieberman Company
Hannibal Rising,15, ETIC Films
Reign Over Me,13, Sunlight Productions
Barnyard,8, Paramount Animation
Sabotage,8, Roth Films
Alex & Emma,11, Franchise Pictures
Sex Tape,8, Sony Pictures Entertainment (SPE)
Garfield,8, Davis Entertainment
The Jungle Book 2,17, Walt Disney Television Animation
xXx: State of the Union,23,Original Film
The Judge,9,Village Roadshow Pictures
Fantastic Four,14, Moving Picture Company (MPC)
The Hangover,12, IFP Westcoast Erste
Knowing,7, Mystery Clock Cinema
Interstellar,12, Warner Bros.
The Shaggy Dog,14, Mandeville Films
Man on Fire,11, Fox 2000 Pictures
The Legend of Bagger Vance,26, Wildwood Enterprises
The Golden Compass,18,New Line Cinema
The Hunger Games: Mockingjay - Part 2,37, StudioCanal
Lemony Snicket's A Series of Unfortunate Events,47, Scott Rudin Productions
Rush Hour 2,11,New Line Cinema
Notes on a Scandal,18,Fox Searchlight Pictures
The Curious Case of Benjamin Button,35,Paramount Pictures
The Bad Lieutenant: Port of Call - New Orleans,46, Edward R. Pressman Film
The Last King of Scotland,25, DNA Films
Red Planet,10,Village Roadshow Pictures
Club Dread,10, Coconut Pete Productions
Driven,6,Epsilon Motion Pictures
Percy Jackson: Sea of Monsters,30, Dune Entertainment
Night at the Museum: Battle of the Smithsonian,46, Museum Canada Productions
Zombieland,10,Columbia Pictures
The Lizzie McGuire Movie,24,Walt Disney Pictures
Disturbia,9, Cold Spring Pictures
Space Chimps,12,Starz Media
xXx,3, Original Film
Constantine,11, Branded Entertainment/Batfilm Productions
The Twilight Saga: Breaking Dawn - Part 1,41, Sunswept Entertainment
Dracula Untold,14, Legendary Pictures
Scream 3,8,Konrad Pictures
4: Rise of the Silver Surfer,28, Dune Entertainment
We Are Marshall,15, Thunder Road Pictures
War of the Worlds,17, Cruise/Wagner Productions
A Walk Among the Tombstones,27,Double Feature Films
The Haunted Mansion,19, Gunn Films
Riddick,7, Riddick Canada Productions
Men in Black II,15, Parkes+MacDonald Image Nation
Blood Ties,10,Wild Bunch
Suspect Zero,12, Intermedia Films
Safe,4, Automatik Entertainment
Fahrenheit 9/11,15, Fellowship Adventure Group
My Sister's Keeper,18, Curmudgeon Films
The Giver,9, Asis Productions
Catwoman,8, Frantic Films
Belle,5, DJ Films
The Good Dinosaur,17, Pixar Animation Studios
Whisper,7, Canadian Film or Video Production Tax Credit (CPTC)
Spectre,7, Danjaq
Don't Be Afraid of the Dark,27, Necropia
Monster House,13, Amblin Entertainment
Dungeons & Dragons,18, Sweetpea Entertainment
Enchanted,9,Walt Disney Pictures
Gran Torino,11, Double Nickel Entertainment
Drive,5, Odd Lot Entertainment
Sanctum,7, Great Wight Productions/ Osford Films
The Hangover Part III,21,Legendary Pictures
Coach Carter,12, MTV Films
Underworld: Rise of the Lycans,30, Sketch Films
The Wrestler,12,Saturn Films
Sex and the City,16, Home Box Office (HBO)
Milk,4,Focus Features
The Scorpion King,17, Alphaville Films
Sparkle,7, Stage 6 Films
The Ugly Truth,14,Lakeshore Entertainment
Brave,5,Walt Disney Pictures
Australia,9, Twentieth Century Fox Film Corporation
Four Christmases,16, Type A Films
Gnomeo & Juliet,15,Starz Animation
Murder by Numbers,17,Castle Rock Entertainment
Hotel Rwanda,12, United Artists
Drumline,8,Fox 2000 Pictures
Olympus Has Fallen,18, Millennium Films
War Horse,9,DreamWorks SKG
ParaNorman,10, Laika Entertainment
Paul,4, Working Title Films
Mean Girls,10,Paramount Pictures
The Constant Gardener,21, Focus Features
Vantage Point,13, Original Film
Arbitrage,9, Artina Films
Friday Night Lights,19, Imagine Entertainment
Rumor Has It...,15,Village Roadshow Pictures
Mr. Brooks,10, Element Films
Dracula Untold,14, Michael De Luca Productions
Blood Diamond,13, Warner Bros.
Spotlight,9, Entertainment One Features
Poseidon,8, Next Entertainment
Memento,7, Newmarket Capital Group
Flags of Our Fathers,20,DreamWorks SKG
Shooter,7,Paramount Pictures
Julie & Julia,13, Easy There Tiger Productions
Bedazzled,9,Twentieth Century Fox Film Corporation
Killing Them Softly,19, Annapurna Pictures
Life of Pi,10, Big Screen Productions
How to Lose Friends & Alienate People,37, Intandem Films
88 Minutes,10, Nu Image Entertainment
21 & Over,9, SkyLand Entertainment
Ice Age,7,Twentieth Century Fox Film Corporation
The Animal,10, Happy Madison Productions
Star Wars: Episode II - Attack of the Clones,44,Lucasfilm
The Amityville Horror,21, Radar Pictures
Hellboy,7,Revolution Studios
Supernova,9, Metro-Goldwyn-Mayer (MGM)
Conan the Barbarian,19,Dark Horse Entertainment
The Rite,8,New Line Cinema
Eagle Eye,9, Goldcrest Pictures
Need for Speed,14, Bandito Brothers
Robin Hood,10,Imagine Entertainment
Solitary Man,12, Millennium Films
Disturbia,9,Paramount Pictures
Crank: High Voltage,19, Lionsgate
Original Sin,12,Metro-Goldwyn-Mayer (MGM)
Max Keeble's Big Move,21,Walt Disney Pictures
Empire State,12, Cheetah Vision
The Expendables 3,17,Davis-Films
Speed Racer,11, Warner Bros.
Final Destination 3,19, Zide-Perry Productions
Shrek Forever After,19,DreamWorks Animation
Final Destination 3,19,New Line Cinema
Letters from Iwo Jima,21, Malpaso Productions
The Secret of Moonacre,22, Metropolitan Filmexport
Chicken Run,11, Aardman Animations
Ocean's Eleven,14, Jerry Weintraub Productions
Conviction,10, Pantheon Entertainment Corporation
Mr. 3000,8,Touchstone Pictures
Love Happens,12,Universal Pictures
Krampus,7, Legendary Pictures
Child 44,8, Scott Free Productions
The Hoax,8, The Mark Gordon Company
The Twilight Saga: Breaking Dawn - Part 1,41, TSBD Canada Productions
Clockstoppers,13, Nickelodeon Movies
The Eagle,9, Film4
The Spirit,10, Odd Lot Entertainment
Pan,3, Berlanti Productions
Mirror Mirror,13, Rat Entertainment
The Incredibles,15, Pixar Animation Studios
The Longest Yard,16, Columbia Pictures Corporation
Next Friday,11,New Line Cinema
Saw IV,6,Lions Gate Films
Rebound,7, Runteldat Entertainment
Capitalism: A Love Story,24,The Weinstein Company
The Last Witch Hunter,21, NeoReel
Premonition,11,TriStar Pictures
Running Scared,14, Zero Gravity Management
The Bourne Supremacy,20, Ludlum Entertainment
Magic Mike XXL,14, Iron Horse Entertainment (II)
Dead Silence,12, Twisted Pictures
Sinister 2,10, IM Global
Harry Potter and the Prisoner of Azkaban,40,1492 Pictures
Secretariat,11,Walt Disney Pictures
Public Enemies,14, Dentsu
The Maze Runner,15, Temple Hill Entertainment
The Happening,13, Blinding Edge Pictures
Pirates of the Caribbean: On Stranger Tides,43,Walt Disney Pictures
Lone Survivor,13, Weed Road Pictures
Blue Jasmine,12,Perdido Productions
Diary of a Wimpy Kid: Rodrick Rules,35,Fox 2000 Pictures
Enchanted,9, Andalasia Productions
Moms' Night Out,15, Affirm Films
K-19: The Widowmaker,20, Palomar Pictures (II)
Munich,6,DreamWorks SKG
Eight Below,11, Spyglass Entertainment
Bridget Jones: The Edge of Reason,33, Studio Canal
Pompeii,7, Constantin Film International
"You, Me and Dupree",18,Universal Pictures
Anchorman 2: The Legend Continues,33, Apatow Productions
V for Vendetta,14, DC Comics
No Strings Attached,19, Cold Spring Pictures
Oldboy,6, 40 Acres & A Mule Filmworks
Cinderella Man,14, Parkway Pictures (I)
Did You Hear About The Morgans?,31,Columbia Pictures
X-Men: Days of Future Past,26, Donners' Company
Lemony Snicket's A Series of Unfortunate Events,47,Paramount Pictures
Sydney White,12, Clifford Werber Productions
W.,2, Global Entertainment Group
The League of Extraordinary Gentlemen,37, JD Productions
Blood Ties,10, Canal+
Grown Ups,9,Columbia Pictures
Surrogates,10, Wintergreen Productions
The Amityville Horror,21, Metro-Goldwyn-Mayer (MGM)
X-Men: First Class,18, Dune Entertainment
Texas Chainsaw 3D,17,Nu Image Films
State of Play,13, Andell Entertainment
The Adventures of Tintin,24,Paramount Pictures
Bullet to the Head,18, IM Global
The Bourne Ultimatum,20, The Kennedy/Marshall Company
The X Files: I Want to Believe,30,Twentieth Century Fox Film Corporation
The Book of Eli,15, Silver Pictures
American Reunion,16,Universal Pictures
Beowulf,7,Paramount Pictures
Funny People,12, Relativity Media
Hitman,6, EuropaCorp
The Lady in the Van,19, TriStar Productions
The Dark Knight,15,DC Comics
Ghost Rider,11, Crystal Sky Pictures
Resident Evil: Afterlife,24,Impact Pictures
Fantastic Mr. Fox,17, Regency Enterprises
Final Destination,17, Zide-Perry Productions
Sweet November,14, Warner Bros.
Dark Shadows,12, Infinitum Nihil
Lions for Lambs,15, Wildwood Enterprises
Thor,4, Marvel Entertainment
Music and Lyrics,16, Castle Rock Entertainment
Spider-Man 2,12, Columbia Pictures Corporation
The Four Feathers,17, Miramax Films
Alexander,9,France 3 CinÃ©ma
The Great Gatsby,16, Red Wagon Entertainment
Gladiator,9, Universal Pictures
Barbershop 2:  Back in Business,31,Metro-Goldwyn-Mayer (MGM)
What to Expect When You're Expecting,36, Lionsgate
In Bruges,9, Scion Films
My Blueberry Nights,19, Lou Yi Inc.
The Alamo,9,Imagine Entertainment
The Wrestler,12, Wild Bunch
The Secret of Moonacre,22, UK Film Council
An Unfinished Life,18, The Ladd Company
Pacific Rim,11,Legendary Pictures
Happy Feet Two,14,Village Roadshow Pictures
The Family Man,14,Universal Pictures
Bewitched,9, Bewitched
The Big Year,12, Fox 2000 Pictures
Hancock,7, Forward Pass
Van Helsing,11, Stillking Films
Obsessed,8,Sony Pictures
John Wick,9, 87Eleven
No Reservations,15, Warner Bros.
Norbit,6, Davis Entertainment
The Bourne Supremacy,20, Hypnotic
Horrible Bosses,15, Rat Entertainment
Mission: Impossible - Rogue Nation,34, China Movie Channel
About Schmidt,13,New Line Cinema
The Bourne Legacy,17,Universal Pictures
Bad News Bears,14,Paramount Pictures
Empire State,12,Grindstone Entertainment Group
The Back-Up Plan,16,Escape Artists
Whisper,7, H2F Entertainment
The Heartbreak Kid,18, DreamWorks Pictures
The Mummy Returns,17, Imhotep Productions
The Emperor's New Groove,24,Walt Disney Pictures
The Way Back,12, Exclusive Films
Daredevil,9,Twentieth Century Fox Film Corporation
Arthur,6,Warner Bros.
A Lot Like Love,15,Mile High Productions
Contraband,10, Leverage Management
Pearl Harbor,12,Jerry Bruckheimer Films
Kill Bill: Vol. 1,17,Miramax Films
The Bounty Hunter,17, Madhouse Entertainment
The Matrix Revolutions,22, Warner Bros.
Cosmopolis,10, Prospero Pictures
Lo imposible,12, Apaches Entertainment
Bridge to Terabithia,20,Walden Media
Fantastic Mr. Fox,17,Twentieth Century Fox Film Corporation
Fifty Shades of Grey,20, Trigger Street Productions
Crazy/Beautiful,15, Ufland
Akeelah and the Bee,19,Lions Gate Films
Winnie the Pooh,15, Walt Disney Animation Studios
The Boat That Rocked,20, Studio Canal
Little Fockers,14, Universal Pictures
When the Game Stands Tall,25,Mandalay Pictures
The Matrix Reloaded,19, Warner Bros.
Annabelle,9,New Line Cinema
Jurassic Park III,17,Universal Studios
Tristan & Isolde,16, Scott Free Productions
The Polar Express,17,Castle Rock Entertainment
Babel,5, Media Rights Capital
Snitch,6, Participant Media
Solaris,7, Lightstorm Entertainment
Teenage Mutant Ninja Turtles,28, Nickelodeon Movies
Aquamarine,10,Fox 2000 Pictures
Fred Claus,10, Jessie Nelson Productions
When the Game Stands Tall,25, Affirm Films
The Contract,12,Nu Image Entertainment
Harry Potter and the Philosopher's Stone,40, Warner Bros.
Boat Trip,9,Motion Picture Corporation of America
RED,3, DC Entertainment
Bedazzled,9, KirchMedia
Honey,5,Universal Pictures
You Don't Mess With the Zohan,29, Happy Madison Productions
Ghost Rider: Spirit of Vengeance,32, Marvel Entertainment
The Pursuit of Happyness,24, Escape Artists
Ice Age: The Meltdown,21,Blue Sky Studios
Basic,5,Intermedia Films
Mortdecai,9,Lionsgate
Couples Retreat,15, Wild West Picture Show Productions
Juno,4, Mandate Pictures
Movie 43,8,Greenestreet Films
Hercules,8, Radical Studios
Jarhead,7, Neal Street Productions
Piranha 3DD,11, Intellectual Properties Worldwide
Megamind,8,DreamWorks Animation
Banlieue 13,11, TF1 Films Production
Surrogates,10, Mandeville Films
Spartan,7, Linson Entertainment
A Dangerous Method,18,Recorded Pictures Company
Brooklyn's Finest,17, Langley Productions
The Twilight Saga: Breaking Dawn - Part 2,41,Summit Entertainment
Man of Steel,12, DC Entertainment
Virgin Territory,16, Dino De Laurentiis Company
Olympus Has Fallen,18,Nu Image Films
Woman in Gold,13, Origin Pictures
The Day the Earth Stood Still,29, 3 Arts Entertainment
The Adjustment Bureau,21,Universal Pictures
Peter Pan,9, Revolution Studios
9,1,Focus Films
Promised Land,13,Participant Media
The Runaways,12, Road Rebel
Closer,6,Columbia Pictures
The Bourne Ultimatum,20, Ludlum Entertainment
Dark Water,10,Vertigo Entertainment
The Spy Next Door,17, Relativity Media
The Hunger Games: Mockingjay - Part 2,37,Studio Babelsberg
The Express,11,Davis Entertainment
Eternal Sunshine of the Spotless Mind,37, This Is That Productions
Runaway Jury,12, New Regency Pictures
Man of Tai Chi,14, Village Roadshow Pictures
Jobs,4, Silver Reel
Saving Mr. Banks,16, BBC Films
American Hustle,15, Atlas Entertainment
Knowing,7,Summit Entertainment
Total Recall,12,Columbia Pictures
Killer Joe,10, Worldview Entertainment
Paddington,10, StudioCanal
A Man Apart,11, Newman/Tooley Films
Corky Romano,12, Touchstone Pictures
Lawless,7, Benaroya Pictures
Return to Never Land,20, Walt Disney Animation Canada
How to Lose Friends & Alienate People,37,UK Film Council
Exodus: Gods and Kings,22,Scott Free Productions
Annie,5, Sony Pictures Entertainment (SPE)
Equilibrium,11, Blue Tulip Productions
New in Town,11,Lionsgate
Super 8,7, Bad Robot
Wild Target,11, Cinema Four
Mindhunters,11, Dimension Films
Texas Chainsaw 3D,17, Lions Gate
The Hurt Locker,15, Grosvenor Park Media Ltd.
The Big Wedding,15, Two Ton Films
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",59, 21 Laps Entertainment
Star Wars: Episode III - Revenge of the Sith,44,Lucasfilm
Paranormal Activity 3,21,Paramount Pictures
Abraham Lincoln: Vampire Hunter,31, Abraham Productions
Moulin Rouge!,13, Twentieth Century Fox Film Corporation
Non-Stop,8, Silver Pictures
The Hobbit: An Unexpected Journey,33,WingNut Films
Green Zone,10, Dentsu
Everything is Illuminated,25, Telegraph Films
Harry Potter and the Chamber of Secrets,39, Warner Bros.
Knowing,7, Kaplan/Perrone Entertainment
The Hunger Games,16,Lionsgate
The Joneses,11, Premiere Picture
The Five-Year Engagement,24, Dentsu
The Gunman,10,StudioCanal
3 Idiots,8,Vidhu Vinod Chopra Productions
Gone In Sixty Seconds,21, Touchstone Pictures
Spectre,7,Columbia Pictures
The Reaping,11, Eyetronics
Hansel & Gretel: Witch Hunters,30, Gary Sanchez Productions
No Reservations,15, Storefront Pictures
Death Race,10, Impact Pictures
Paul Blart: Mall Cop 2,22,Columbia Pictures
Man of the Year,15,Universal Pictures
The Last Castle,15,DreamWorks SKG
Astro Boy,9,The Weinstein Company
Ninja Assassin,14, Silver Pictures
Swordfish,9,Village Roadshow Pictures
Battle: Los Angeles,19, Original Film
Mutant Chronicles,17, First Foot Films
The Cell,8, Avery Pix
Agent Cody Banks,16,Splendid Pictures
Green Zone,10, Relativity Media
Something Borrowed,18, 2S Films
Knight and Day,14, Regency Enterprises
The Guardian,12, Eyetronics
Ted,3,Universal Pictures
State of Play,13, Working Title Films
Daddy Day Care,14,Columbia Pictures
Max,3,Sunswept Entertainment
Beastly,7, Storefront Films
Bad Boys II,11, Don Simpson/Jerry Bruckheimer Films
The Invasion,12, Silver Pictures
Trumbo,6,Groundswell Productions
The Amazing Spider-Man,22, Laura Ziskin Productions
The Sorcerer's Apprentice,25, Junction Entertainment
Alone in the Dark,17, Brightlight Pictures
Nanny McPhee and the Big Bang,29, Working Title Films
Transformers: Revenge of the Fallen,35, Amblin Entertainment
Monte Carlo,11, Dune Entertainment III
Concussion,10, Scott Free Productions
Twisted,7, Intertainment AG
The X Files: I Want to Believe,30, Dune Entertainment III
Savages,7, Onda Entertainment
Nebraska,8, Bona Fide Productions
Doom,4, Babelsberg Film
The Great Raid,14, Marty Katz Productions
Winter's Tale,13, Warner Bros.
My Week with Marilyn,20, The Weinstein Company
Jackass: The Movie,18,Paramount Pictures
Creed,5,New Line Cinema
G-Force,7, Jerry Bruckheimer Films
Abraham Lincoln: Vampire Hunter,31, Location Gourmet
Anchorman 2: The Legend Continues,33,Paramount Pictures
The Rum Diary,13,FilmEngine
IndigÃ¨nes,10,Tessalit Productions
Charlie's Angels: Full Throttle,31, Flower Films (II)
Hanna,5,Focus Features
Love Actually,13,DNA Films
The Green Hornet,16,Original Film
The Ladies Man,14,SNL Studios
The Ant Bully,13, Warner Bros. Animation
Hot Pursuit,11, Warner Bros.
Body of Lies,12,Scott Free Productions
Taken 3,7, EuropaCorp
The Taking of Pelham 1 2 3,26, Scott Free Productions
Resident Evil: Extinction,25,Impact Pictures
Dolphin Tale,12,Alcon Entertainment
Savages,7, Relativity Media
Paranormal Activity: The Ghost Dimension,40, Blumhouse Productions
Michael Clayton,15, Section Eight Productions
"Yours, Mine & Ours",18, Robert Simonds Productions
Harry Potter and the Prisoner of Azkaban,40, P of A Productions Limited
Repo Men,8, Stuber Productions
The Fountain,12, Warner Bros.
Conviction,10, Omega Entertainment
Star Trek,9, MavroCine Pictures GmbH & Co. KG
Troy,4, Helena Productions
The Gunman,10, Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)
Hansel & Gretel: Witch Hunters,30, MTV Films
Angels & Demons,15, Imagine Entertainment
Haywire,7,Irish Film Board
The Amityville Horror,21,Platinum Dunes
"Tomorrow, When the War Began",28,Omnilab Media
Munich,6, Universal Pictures
The Majestic,12,Village Roadshow Pictures
Victor Frankenstein,19, Davis Entertainment
G-Force,7, Whamaphram Productions
Exit Wounds,11,NPV Entertainment
EuroTrip,8, Blue Sea Productions
Pride & Prejudice,17, Working Title Films
Crash,5, Bull's Eye Entertainment
Ted,3, Fuzzy Door Productions
Godzilla,8, Legendary Pictures
Mud,3,FilmNation Entertainment
Identity,8,Konrad Pictures
