original_title,title_length,production_companies
Doubt,5,Miramax Films
Down with Love,14," Jinks/Cohen Company,  Fox 2000 Pictures, Regency Enterprises,  Epsilon Motion Pictures,  Mediastream Dritte Film"
Dr. Dolittle 2,14,Twentieth Century Fox Film Corporation
Dracula 2000,12,"Neo Art & Logic,  Wes Craven Films,  Dimension Films"
Dracula Untold,14," Fuji Television Network,  Dentsu, Universal Pictures,  Michael De Luca Productions"
Drag Me to Hell,15," Curse Productions, Universal Pictures,  Ghost House Pictures,  Buckaroo Entertainment"
Dragonfly,9," Kalima Productions GmbH & Co. KG,  Gran Via Productions,  Shady Acres Entertainment"
Dream House,11," Morgan Creek Productions, Cliffjack Motion Pictures"
Dreamcatcher,12," WV Films II,  Castle Rock Entertainment,  NPV Entertainment, Village Roadshow Pictures,  Kasdan Pictures"
Dreamgirls,10,"Paramount Pictures,  Laurence Mark Productions,  DreamWorks SKG"
Dredd,5,"DNA Films,  IM Global,  Peach Trees,  Rena Film"
Drive,5," Motel Movies,  FilmDistrict,  Odd Lot Entertainment, Bold Films,  Marc Platt Productions"
Drive Angry,11," Saturn Films,  Michael De Luca Productions,  Nu Image Films,  Millennium Films, Summit Entertainment"
Driven,6," Trackform Film Productions, Epsilon Motion Pictures,  Franchise Pictures"
"Dude, Whereâ€™s My Car?",23,Twentieth Century Fox Film Corporation
Due Date,8,"Legendary Pictures,  Green Hat Films"
Dumb and Dumber To,18," Universal Pictures,  Red Granite Pictures, New Line Cinema"
Dungeons & Dragons,18," Sweetpea Entertainment,  Silver Pictures, New Line Cinema"
Duplicity,9," Medienproduktion Poseidon Filmgesellschaft,  Relativity Media, Universal Pictures,  Laura Bickford Productions"
Dylan Dog: Dead of Night,24," Long Distance Films, Hyde Park Films,  platinum studios"
DÃ©jÃ  Vu,9," Scott Free Productions,  Touchstone Pictures, Jerry Bruckheimer Films"
Eagle Eye,9," Goldcrest Pictures,  KMP Film Invest, DreamWorks SKG,  K/O Paper Products"
Earth to Echo,13,Walt Disney Studios Motion Pictures
Eastern Promises,16," Scion Films,  Astral Media,  TÃ©lÃ©film Canada"
Easy A,6, Olive Bridge Entertainment
Eat Pray Love,13," Plan B Entertainment,  Red Om Films"
Edge of Darkness,16," Warner Bros.,  GK Films, Icon Productions"
Edge of Tomorrow,16," 3 Arts Entertainment,  Province of British Columbia Production Services Tax Credit,  Warner Bros."
Eight Below,11," The,  Vertigo Entertainment,  Spyglass Entertainment,  Kennedy/Marshall Company, Walt Disney Pictures"
Elektra,7," Epsilon Motion Pictures,  Marvel Enterprises,  New Regency Pictures"
Elf,3," Gold/Miller Productions, New Line Cinema"
Elizabeth: The Golden Age,25,"Universal Pictures,  StudioCanal,  Working Title Films"
Ella Enchanted,14,Miramax Films
Elysium,7,"TriStar Pictures,  Media Rights Capital"
Empire State,12," Envision Entertainment Corporation,  Cheetah Vision, Grindstone Entertainment Group"
Enchanted,9,"Walt Disney Pictures,  Josephson Entertainment"
End of Watch,12," Hedge Fund Film Partners, Emmett/Furla Films"
Ender's Game,12," K/O Paper Products, Summit Entertainment,  Digital Domain,  Chartoff Productions,  Odd Lot Entertainment"
Endless Love,12," Fake Empire,  Bluegrass Films, Universal Pictures"
Enemy at the Gates,18," Little Bird, Paramount Pictures"
Enough,6,Columbia Pictures
Entourage,9," Closest to the Hole Productions, Warner Bros."
Epic,4," Twentieth Century Fox Animation, Blue Sky Studios"
Epic Movie,10,"Twentieth Century Fox Film Corporation,  Regency Enterprises"
Equilibrium,11,Dimension Films
Eragon,6," Fox 2000 Pictures,  Major Studio Partners, Ingenious Film Partners,  Dune Entertainment,  Twentieth Century Fox Film Corporation"
Erin Brockovich,15,Jersey Films
Escape Plan,11," Atmosphere Entertainment MM, Summit Entertainment,  Emmett/Furla Films,  Mark Canton Productions"
Escape from Planet Earth,24," Weinstein Company, Rainmaker Entertainment,  The,  Mainframe Entertainment"
Eternal Sunshine of the Spotless Mind,37, This Is That Productions
EuroTrip,8, Blue Sea Productions
Evan Almighty,13," Spyglass Entertainment,  Shady Acres Entertainment"
Everest,7," Working Title Films,  Cross Creek Pictures,  Free State Pictures, Universal Pictures,  Walden Media"
Everything Must Go,18,"Birdsong Pictures,  IM Global"
Everything is Illuminated,25,"Big Beach Productions,  Warner Independent Pictures (WIP),  Stillking Films"
Evil Dead,9," Ghost House Pictures,  FilmDistrict, TriStar Pictures"
Evolution,9," Montecito Picture Company,  The, DreamWorks SKG"
Ex Machina,10," Universal Pictures International (UPI),  Film4, DNA Films"
Exit Wounds,11, Warner Bros.
Exodus: Gods and Kings,22," Chernin Entertainment,  Babieka, Scott Free Productions"
Extract,7,Miramax Films
Extraordinary Measures,22,"Double Feature Films,  CBS Films"
Extremely Loud & Incredibly Close,33,"Paramount Pictures,  Warner Bros.,  Scott Rudin Productions"
Eye in the Sky,14," Raindog Films, Entertainment One"
Fahrenheit 9/11,15," Fellowship Adventure Group, BIM Distribuzione"
Failure to Launch,17,Paramount Pictures
Fantastic Four,14," Constantin Film., Twentieth Century Fox Film Corporation,  Marvel Entertainment,  Marvel Enterprises,  Constantin Film Produktion,  Marv Films,  Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG"
Fantastic Mr. Fox,17," Indian Paintbrush,  Twentieth Century Fox Animation,  Regency Enterprises"
Fast & Furious,14," One Race Productions,  Dentsu Inc.,  Relativity Media"
Fast & Furious 6,16," Dentsu,  One Race Productions, Universal Pictures"
Fast Five,9," Original Film, Universal Pictures,  One Race Productions"
FearDotCom,10," Franchise Pictures, Milagro Films,  Signature Pictures,  DoRo Fiction Film"
Femme Fatale,12, Quinta Communications
Fever Pitch,11,"Fox 2000 Pictures,  Wildgaze Films"
Fifty Shades of Grey,20," Trigger Street Productions,  Michael De Luca Productions"
Final Destination,17," Zide-Perry Productions, New Line Cinema,  Hard Eight Pictures"
Final Destination 2,19,New Line Cinema
Final Destination 3,19," Hard Eight Pictures, New Line Cinema,  Zide-Perry Productions,  Matinee Pictures"
Final Destination 5,19," Parallel Zide, New Line Cinema"
Final Fantasy: The Spirits Within,33,Columbia Pictures
Finding Forrester,17," Columbia Pictures Corporation,  Finding Forrester Productions, Fountainbridge Films"
Finding Nemo,12,"Walt Disney Pictures,  Pixar Animation Studios,  Disney Enterprises"
Finding Neverland,17,Miramax Films
Fire with Fire,14," Mandalay Vision,  Paradox Entertainment, Industry Entertainment,  Grindstone Entertainment Group"
Firewall,8," Warner Bros.,  Beacon Pictures,  Thunder Road Pictures,  Jon Shestack Productions, Village Roadshow Pictures"
Flags of Our Fathers,20,DreamWorks SKG
Flight of the Phoenix,21," Optional Pictures,  Aldrich Group, Twentieth Century Fox Film Corporation,  Davis Entertainment"
Flightplan,10,"Imagine Entertainment,  Touchstone Pictures"
Flushed Away,12," DreamWorks Animation, Aardman Animations"
Flyboys,7,"Ingenious Film Partners,  Electric Entertainment,  Flyboys Films,  Skydance Productions"
Focus,5," Zaftig Films, Kramer & Sigman Films,  RatPac-Dune Entertainment"
Fool's Gold,11, Warner Bros.
Footloose,9," MTV Films, Spyglass Entertainment"
Forgetting Sarah Marshall,25, Apatow Productions
Four Brothers,13,Paramount Pictures
Four Christmases,16," Wild West Picture Show Productions,  Ott Medien, New Line Cinema,  Spyglass Entertainment"
Foxcatcher,10,"Likely Story,  Annapurna Pictures,  Media Rights Capital"
Frailty,7," American Entertainment Partners L.P.,  David Kirschner Productions, Cinerenta Medienbeteiligungs KG"
Frankenweenie,13," Tim Burton Productions, Walt Disney Pictures,  Tim Burton Animation Company"
Freaky Friday,13,Walt Disney Pictures
Fred Claus,10," Jessie Nelson Productions, Silver Pictures,  Warner Bros.,  David Dobkin Productions"
Freddy vs. Jason,16," Cecchi Gori Group Tiger Cinematografica, New Line Cinema,  Sean S. Cunningham Films,  Crystal Lake Entertainment,  Avery Pix"
Free Birds,10,"Reel FX Creative Studios,  Relativity Media"
Freedom Writers,15,"Double Feature Films,  Kernos Filmproduktionsgesellschaft & Company"
Freedomland,11," Revolution Studios, Scott Rudin Productions"
Frequency,9,New Line Cinema
Frida,5," Handprint Entertainment, Miramax Films,  Lions Gate Films"
Friday After Next,17,New Line Cinema
Friday Night Lights,19," Imagine Entertainment,  MDBF Filmgesellschaft mbH & Company KG, Universal Studios"
Friday the 13th,15,New Line Cinema
Friends with Benefits,21," Olive Bridge Entertainment,  Screen Gems, Castle Rock Entertainment"
Fright Night,12,Touchstone Pictures
From Hell,9, Underworld Entertainment
Frozen,6, Walt Disney Animation Studios
Fun Size,8," Fake Empire,  Nickelodeon Movies"
Fun with Dick and Jane,22," JC 23 Entertainment,  Columbia Pictures Corporation, Imagine Entertainment"
Funny Games,11,"Halcyon Pictures,  Kinematograf Wien"
Funny People,12," Universal Pictures, Columbia Pictures"
Fur: An Imaginary Portrait of Diane Arbus,41,"River Road Entertainment,  Iron Film"
Furious 7,9," Media Rights Capital, Universal Pictures"
Furry Vengeance,15," Participant Media, Summit Entertainment,  Robert Simonds Productions"
Fury,4," LStar Capital,  QED International,  Crave Films,  Huayi Brothers Media, Columbia Pictures"
G-Force,7," Jerry Bruckheimer Films,  Whamaphram Productions, Walt Disney Pictures"
G.I. Joe: The Rise of Cobra,27," Kontsept Film Company, Paramount Pictures"
Gamer,5,"Lakeshore Entertainment,  Lionsgate"
Gangs of New York,17, Initial Entertainment Group (IEG)
Gangster Squad,14," Lin Pictures,  Langley Park Production"
Garfield,8," Davis Entertainment, Twentieth Century Fox Film Corporation"
Get Carter,10," Morgan Creek Productions,  The Canton Company"
Get Hard,8,"Gary Sanchez Productions,  Warner Bros."
Get Him to the Greek,20," Apatow Productions,  Spyglass Entertainment, Universal Pictures,  Relativity Media"
Get Rich or Die Tryin',22, MTV Films
Get Smart,9," Atlas Entertainment,  Mad Chance,  Warner Bros.,  Mosaic Media Group"
Getaway,7," Signature Pictures,  Silver Reel, Dark Castle Entertainment"
Ghost Rider,11,"Columbia Pictures Corporation,  Relativity Media,  Michael De Luca Productions,  Crystal Sky Pictures,  Marvel Enterprises"
Ghost Rider: Spirit of Vengeance,32,"Columbia Pictures,  Imagenation Abu Dhabi FZ,  Hyde Park Entertainment"
Ghost Ship,10," Dark Castle Entertainment,  NPV Entertainment, Village Roadshow Pictures,  Ghost Ship Films Pty. Ltd."
Ghosts of Mars,14," Animationwerks, Screen Gems,  Storm King Productions"
Ghosts of the Abyss,19,"Walt Disney Pictures,  Walden Media,  Earthship Productions"
Gigli,5," Revolution Studios, City Light Films,  Casey Silver Productions"
Gladiator,9," Universal Pictures,  Scott Free Productions, DreamWorks SKG,  Mill Film,  Red Wagon Entertainment"
Gnomeo & Juliet,15,Starz Animation
Goal!: The Dream Begins,23," Milkshake Films, Touchstone Pictures"
God's Not Dead,14,Pure Flix Entertainment
Gods and Generals,17,"Turner Pictures,  Antietam Filmworks"
Godsend,7," Artists Production Group (APG),  2929 Productions,  Blue Productions"
Godzilla,8," RatPac-Dune Entertainment,  Disruption Entertainment, Toho Company"
Going the Distance,18," Offspring Entertainment, New Line Cinema"
Gone Baby Gone,14," The Ladd Company, Miramax Films"
Gone Girl,9," TSG Entertainment,  Pacific Standard,  Regency Enterprises,  New Regency Pictures"
Gone In Sixty Seconds,21," Touchstone Pictures, Jerry Bruckheimer Films"
Good Luck Chuck,15,Lionsgate
"Good Night, and Good Luck.",26,"Warner Independent Pictures (WIP),  Section Eight Productions"
Goosebumps,10,"Columbia Pictures,  Scholastic Entertainment"
Gossip,6,Warner Bros. Pictures
Gothika,7,"Columbia Pictures Corporation,  Warner Bros."
Gran Torino,11," Warner Bros.,  Malpaso Productions, Village Roadshow Pictures,  Gerber Pictures"
Gravity,7," Esperanto Filmoj, Warner Bros.,  Heyday Films"
Green Lantern,13," Warner Bros., De Line Pictures"
Green Zone,10,"Universal Pictures,  Relativity Media,  StudioCanal,  Dentsu,  Working Title Films"
Gridiron Gang,13,Columbia Pictures
Grindhouse,10,"Big Talk Productions,  Weinstein Company,  Dimension Films,  Yer Dead Productions,  Troublemaker Studios"
Grown Ups,9," Relativity Media, Columbia Pictures,  Happy Madison Productions"
Grown Ups 2,11," Sony Pictures Entertainment (SPE),  Happy Madison Productions, Columbia Pictures"
Grudge Match,12," Warner Bros., Gerber Pictures"
Guardians of the Galaxy,23," Moving Picture Company (MPC), Marvel Studios,  Bulletproof Cupid"
Guess Who,9," Regency Enterprises,  Tall Trees Productions,  3 Arts Entertainment, Columbia Pictures"
Gulliver's Travels,18," Davis Entertainment,  Dune Entertainment III,  Dune Entertainment"
Hachi: A Dog's Tale,19," Inferno Distribution,  Hachiko,  Stage 6 Films, Grand Army Entertainment"
Hairspray,9,New Line Cinema
Hall Pass,9,"New Line Cinema,  Conundrum Entertainment"
Halloween,9,"Dimension Films,  Nightfall Productions,  Spectacle Entertainment Group"
Halloween II,12," Spectacle Entertainment Group, Dimension Films"
Halloween: Resurrection,23,Dimension Films
Hancock,7," Overbrook Entertainment,  Relativity Media,  Weed Road Pictures, Columbia Pictures,  Forward Pass"
Hanging Up,10,"Laurence Mark Productions,  Columbia Pictures Corporation"
Hanna,5,"Focus Features,  Holleran Company,  Sechzehnte Babelsberg Film"
Hannah Montana: The Movie,25," Millar Gough Ink, Walt Disney Pictures,  It's a Laugh Productions"
Hannibal,8," Metro-Goldwyn-Mayer (MGM),  Dino De Laurentiis Company,  Scott Free Productions"
Hannibal Rising,15," ETIC Films, Ingenious Film Partners"
Hansel & Gretel: Witch Hunters,30," Studio Babelsberg,  Gary Sanchez Productions, Paramount Pictures,  MTV Films"
Happy Feet,10," Warner Bros.,  Kingdom Feature Productions,  Animal Logic, Village Roadshow Pictures,  Kennedy Miller Productions"
Happy Feet Two,14, Dr D Studios
Hardball,8," Munich Film Partners & Company (MFP) GHS Productions,  Nides/McCormick Productions, Paramount Pictures,  GHS Productions KG"
Hardcore Henry,14," Versus Pictures, Bazelevs Production"
Harold & Kumar Escape from Guantanamo Bay,41,New Line Cinema
Harold & Kumar Go to White Castle,33,New Line Cinema
Harry Brown,11," Marv Films,  UK Film Council, HanWay Films"
Harry Potter and the Chamber of Secrets,39," MIRACLE Productions GmbH & Co. KG, 1492 Pictures,  Warner Bros."
Harry Potter and the Deathly Hallows: Part 1,44,"Warner Bros.,  Heyday Films"
Harry Potter and the Deathly Hallows: Part 2,44," Heyday Films, Warner Bros."
Harry Potter and the Goblet of Fire,35," Heyday Films, Patalex IV Productions Limited"
Harry Potter and the Half-Blood Prince,38, Heyday Films
Harry Potter and the Order of the Phoenix,41," Warner Bros.,  Harry Potter Publishing Rights"
Harry Potter and the Philosopher's Stone,40," Warner Bros., 1492 Pictures,  Heyday Films"
Harry Potter and the Prisoner of Azkaban,40," Warner Bros., 1492 Pictures,  P of A Productions Limited"
Hart's War,10,"David Foster Productions,  Cheyenne Enterprises,  David Ladd Films"
Haywire,7,"Irish Film Board,  Relativity Media"
He's Just Not That Into You,27," Internationale Filmproduktion Blackswan,  Flower Films (II)"
Head Over Heels,15,Universal Studios
Hearts in Atlantis,18,Castle Rock Entertainment
Heaven is for Real,18, Screen Gems
Hellboy,7," Lawrence Gordon Productions,  Dark Horse Entertainment,  Starlite Films, Revolution Studios"
Hellboy II: The Golden Army,27," Mid Atlantic Films,  Dark Horse Entertainment, Universal Pictures"
Her,3,Annapurna Pictures
Hereafter,9," The,  Warner Bros., Amblin Entertainment,  Kennedy/Marshall Company"
Hidalgo,7, Dune Films
Hide and Seek,13,"Twentieth Century Fox Film Corporation,  MBC Beteiligungs Filmproduktion"
High Crimes,11,"Twentieth Century Fox Film Corporation,  New Regency Pictures,  Epsilon Motion Pictures,  Regency Enterprises,  Monarch Pictures"
High Fidelity,13,"Buena Vista,  Touchstone Pictures"
Highlander: Endgame,19,"Davis-Panzer Productions,  Dimension Films"
Hitch,5," Overbrook Entertainment, Columbia Pictures Corporation"
Hitman,6,"Twentieth Century Fox Film Corporation,  EuropaCorp,  Anka Film,  Daybreak Productions,  Dune Entertainment"
Hitman: Agent 47,16,"Twentieth Century Fox Film Corporation,  Infinite Frameworks Studios,  TSG Entertainment,  Fox International Productions"
Hollow Man,10," Global Entertainment Productions GmbH & Company Medien KG, Columbia Pictures Corporation"
Home,4,Twentieth Century Fox Film Corporation
Home on the Range,17, Walt Disney Feature Animation
Homefront,9,Millennium Films
Honey,5,"Universal Pictures,  Marc Platt Productions"
Hoodwinked Too! Hood VS. Evil,29,HW Two
Hoodwinked!,11," Blue Yonder Films,  Kanbar Entertainment, The Weinstein Company"
Hop,3,Universal Pictures
Hope Springs,12," Management 360, Columbia Pictures,  Escape Artists,  Metro-Goldwyn-Mayer (MGM)"
Horrible Bosses,15,"New Line Cinema,  Rat Entertainment"
Horrible Bosses 2,17," RatPac Entertainment, New Line Cinema,  BenderSpink"
Horton Hears a Who!,19,Twentieth Century Fox Film Corporation
Hostage,7," Yari Film Group,  Cheyenne Enterprises,  Stratus Film Co."
Hostel: Part II,15,Lions Gate Films
Hot Pursuit,11," Pacific Standard, New Line Cinema,  Warner Bros."
Hot Tub Time Machine,20,United Artists
Hotel Rwanda,12," United Artists,  Miracle Pictures,  Endgame Entertainment,  Industrial Development Corporation of South Africa"
Hotel Transylvania,18,Columbia Pictures
Hotel Transylvania 2,20, Sony Pictures Animation
Hotel for Dogs,14," Nickelodeon Movies, DreamWorks SKG"
House of 1000 Corpses,21,"Universal Pictures,  Spectacle Entertainment Group"
House of Wax,12," Dark Castle Entertainment, Village Roadshow Pictures"
House of the Dead,17," Herold Productions,  Mindfire Entertainment, Boll Kino Beteiligungs GmbH & Co. KG,  Brightlight Pictures"
How Do You Know,15,"Columbia Pictures,  Road Rebel"
How High,8," Native Pictures Productions,  Jersey Films, Universal Pictures"
How the Grinch Stole Christmas,30,"Imagine Entertainment,  Universal Pictures"
How to Lose Friends & Alienate People,37,"UK Film Council,  Film4"
How to Train Your Dragon,24," Mad Hatter Entertainment, DreamWorks Animation,  Vertigo Entertainment"
How to Train Your Dragon 2,26,"DreamWorks Animation,  Mad Hatter Entertainment"
Hugo,4," Infinitum Nihil,  GK Films, Paramount Pictures"
Hulk,4," Valhalla Motion Pictures,  Good Machine,  Marvel Enterprises"
Hustle & Flow,13,MTV Films
I Am Legend,11," Original Film,  Weed Road Pictures,  Warner Bros."
I Am Number Four,16," Touchstone Pictures,  Reliance BIG Entertainment"
I Am Sam,8,New Line Cinema
I Could Never Be Your Woman,27,"Scott Rudin Productions,  I Could Never Ltd.,  Bauer Martinez Studios"
I Don't Know How She Does It,28,The Weinstein Company
I Know Who Killed Me,20,"TriStar Pictures,  360 Pictures"
I Love You Phillip Morris,25,EuropaCorp
"I Love You, Man",15,"DreamWorks SKG,  Bernard Gayle Productions"
I Now Pronounce You Chuck & Larry,33," Happy Madison Productions, Universal Pictures"
I Spy,5,Colombia Pictures
I Think I Love My Wife,22,Fox Searchlight Pictures
I'm Not There.,14," Dreamachine, Endgame Entertainment,  John Wells Productions,  Killer Films,  Rising Star"
"I, Frankenstein",15,"Lakeshore Entertainment,  Sidney Kimmel Entertainment,  Hopscotch Films"
"I, Robot",8," Mediastream Vierte Film GmbH & Co. Vermarktungs KG,  Overbrook Entertainment,  Laurence Mark Productions, Twentieth Century Fox Film Corporation"
Ice Age,7," Blue Sky Studios,  Twentieth Century Fox Animation, Twentieth Century Fox Film Corporation"
Ice Age: Continental Drift,26, Twentieth Century Fox Animation
Ice Age: The Meltdown,21,"Blue Sky Studios,  Twentieth Century Fox Animation"
Identity,8,"Konrad Pictures,  Columbia Pictures Corporation"
Identity Thief,14," DumbDumb, Stuber Productions,  Aggregate Films"
If I Stay,9,"New Line Cinema,  Metro-Goldwyn-Mayer (MGM)"
Igby Goes Down,14,United Artists
Igor,4,"Exodus Film Group,  Exodus Productions"
Immortals,9,"Virgin Produced,  Mark Canton Productions"
In Bruges,9," Twins Financing,  Film4,  Scion Films, Blueprint Pictures"
In Time,7," New Regency Pictures, Regency Enterprises,  Strike Entertainment"
In the Heart of the Sea,23," Roth Films,  Spring Creek Productions,  K. JAM Media"
In the Land of Women,20," Anonymous Content,  Land Films Inc., Castle Rock Entertainment"
In the Valley of Elah,21," Blackfriars Bridge Films,  Samuels Media, Summit Entertainment,  NALA Films"
Inception,9," Syncopy,  Warner Bros."
Indiana Jones and the Kingdom of the Crystal Skull,50," Paramount Pictures, Lucasfilm"
Inglourious Basterds,20," A Band Apart,  Zehnte Babelsberg, Universal Pictures"
Inherent Vice,13," Warner Bros., Ghoulardi Film Company"
Inkheart,8," Internationale Filmproduktion Blackbird Erste, New Line Cinema"
Inside Man,10,"Imagine Entertainment,  Universal Pictures"
Inside Out,10," Walt Disney Studios Motion Pictures,  Pixar Animation Studios"
Insomnia,8," Witt/Thomas Productions, Section Eight,  Alcon Entertainment"
Insurgent,9," Mandeville Films,  NeoReel,  Red Wagon Entertainment, Summit Entertainment"
Interstellar,12," Lynda Obst Productions,  Legendary Pictures,  Syncopy,  Warner Bros., Paramount Pictures"
Into the Blue,13," Metro-Goldwyn-Mayer (MGM), Columbia Pictures Corporation"
Into the Storm,14," Broken Road Productions,  Village Roadshow Pictures"
Into the Wild,13," River Road Entertainment, Paramount Vantage,  Art Linson Productions"
Into the Woods,14," Lucamar Productions, Walt Disney Pictures"
Intolerable Cruelty,19," Alphaville Productions,  Mike Zoss Productions,  Universal Pictures, Imagine Entertainment"
Invictus,8," Mace Neufeld Productions,  Warner Bros., Spyglass Entertainment,  Revelations Entertainment,  Malpaso Productions"
Iron Man,8,Marvel Studios
Iron Man 2,10,Marvel Studios
Iron Man 3,10,Marvel Studios
It's Complicated,16,"Universal Pictures,  Scott Rudin Productions,  Dentsu"
Itâ€™s a Boy Girl Thing,23," Alliance Atlantis Motion Picture Production,  Rocket Pictures,  Scion Films,  Icon Entertainment International, Prospero Pictures"
J. Edgar,8," Malpaso Productions,  Wintergreen Productions"
Jack Reacher,12," Mutual Film Company, Paramount Pictures,  TC Productions,  Skydance Productions"
Jack Ryan: Shadow Recruit,25," Etalon film,  Mace Neufeld Productions"
Jack and Jill,13,Columbia Pictures
Jack the Giant Slayer,21,"New Line Cinema,  Warner Bros.,  Original Film,  Big Kid Pictures"
Jackass Number Two,18,Paramount Pictures
Jackass Presents: Bad Grandpa,29, Dickhouse Productions
Jackass: The Movie,18,Paramount Pictures
Jarhead,7," Motion Picture KAPPA Produktionsgesellschaft,  Neal Street Productions, Universal Pictures,  Red Wagon Entertainment"
Jason X,7,"New Line Cinema,  Sean S. Cunningham Films"
Jay and Silent Bob Strike Back,30,"Dimension Films,  Miramax"
Jeepers Creepers,16," Cinerenta Medienbeteiligungs KG,  American Zoetrope,  Cinerenta-Cinebeta,  VCL Communications"
Jeepers Creepers 2,18," American Zoetrope, United Artists"
"Jeff, Who Lives at Home",23,Indian Paintbrush
Jem and the Holograms,21," Allspark Pictures,  Blumhouse Productions, Universal Pictures,  Hasbro Studios"
Jennifer's Body,15," Fox Atomic, Dune Entertainment"
Jimmy Neutron: Boy Genius,25,Nickelodeon Movies
Jobs,4," Silver Reel, Open Road Films,  Dillywood"
Joe Dirt,8," Happy Madison Productions, Columbia Pictures"
John Carter,11,Walt Disney Pictures
John Q,6,"New Line Cinema,  Burg/Koules Productions"
John Tucker Must Die,20," Dune Entertainment,  Landscape Entertainment, Twentieth Century Fox Film Corporation,  John US Productions"
John Wick,9," DefyNite Films,  87Eleven,  Warner Bros.,  MJW Films, Thunder Road Pictures"
Johnny English,14, StudioCanal
Johnson Family Vacation,23," Bird and a Bear Entertainment,  Hallway Pictures"
Jonah Hex,9,Warner Bros.
Journey 2: The Mysterious Island,32, Contrafilm
Journey to the Center of the Earth,34, Walden Media
Joy Ride,8," Bad Robot,  LivePlanet, Regency Enterprises"
Julie & Julia,13," Easy There Tiger Productions,  Scott Rudin Productions"
Jumper,6, New Regency Pictures
Jumping the Broom,17," Stage 6 Films, TriStar Pictures,  Our Stories Films,  TDJ Enterprises / New Dimensions Entertainment,  Sony Pictures Worldwide Acquisitions (SPWA)"
Juno,4, Mandate Pictures
Jupiter Ascending,17," Dune Entertainment, Village Roadshow Pictures,  Anarchos Productions,  Warner Bros."
Jurassic Park III,17," Amblin Entertainment, Universal Studios"
Jurassic World,14," Dentsu,  Legendary Pictures"
Just Go With It,15,"Columbia Pictures,  Happy Madison Productions"
Just Like Heaven,16,"DreamWorks SKG,  MacDonald/Parkes Productions"
Just Married,12," Robert Simonds Productions,  Mediastream Dritte Film GmbH & Co. Beteiligungs KG"
Just My Luck,12," New Regency Pictures, Regency Enterprises"
Justin Bieber: Never Say Never,30," Magical Elves Productions, Insurge Pictures,  Scooter Braun Films"
K-19: The Widowmaker,20," National Geographic Society,  Intermedia Films"
K-PAX,5," IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Intermedia Films,  PathÃ© Pictures International"
Katy Perry: Part of Me,22,"Paramount Pictures,  Imagine Entertainment,  MTV Films"
Keeping the Faith,17," Touchstone Pictures, Spyglass Entertainment,  Triple Threat Talent"
Khumba,6,Triggerfish Animation
Kick-Ass,8,Lions Gate
Kicking & Screaming,19,Universal Pictures
Kill Bill: Vol. 1,17,"Miramax Films,  A Band Apart"
Kill Bill: Vol. 2,17,"Miramax Films,  A Band Apart,  Super Cool ManChu"
Kill the Messenger,18, Bluegrass Films
Killer Elite,12," International Traders,  Omnilab Media, Current Entertainment,  Open Road Films,  Ambience Entertainment"
Killer Joe,10," ANA Media,  Picture Perfect (I)"
Killers,7," Aversano Films, Katalyst Films,  Lionsgate"
Killing Them Softly,19," 1984 Private Defense Contractors,  Chockstone Pictures, Plan B Entertainment,  Inferno Entertainment,  Annapurna Pictures"
King Arthur,11,"Jerry Bruckheimer Films,  World 2000 Entertainment,  Touchstone Pictures,  Green Hills Productions"
King Kong,9," MFPV Film,  Universal Pictures,  Big Primate Pictures"
Kingdom of Heaven,17," Dune Films, Studio Babelsberg,  Twentieth Century Fox Film Corporation,  Scott Free Productions"
Kingsman: The Secret Service,28,"Twentieth Century Fox Film Corporation,  Cloudy Productions"
Kiss of the Dragon,18,"Twentieth Century Fox Film Corporation,  Immortal Entertainment,  Canal+,  EuropaCorp,  Current Entertainment"
Knight and Day,14," Twentieth Century Fox Film Corporation, Tree Line Films,  Pink Machine"
Knockaround Guys,16,Lawrence Bender Productions
Knocked Up,10,"Universal Pictures,  Apatow Productions"
Knowing,7," Goldcrest Pictures,  Escape Artists,  Kaplan/Perrone Entertainment, Summit Entertainment,  Mystery Clock Cinema"
La migliore offerta,19,"Paco Cinematografica,  Warner Bros.,  Business Location Sudtirol Alto Adige,  Friuli Venezia Giulia Film Commission"
Ladder 49,9," Touchstone Pictures,  Beacon Communications, Casey Silver Productions"
Lady in the Water,17,"Legendary Pictures,  Blinding Edge Pictures,  Warner Bros."
Lakeview Terrace,16, Overbrook Entertainment
Land of the Dead,16," Exception Wild Bunch,  Romero-Grunwald Productions, Universal Pictures"
Land of the Lost,16," Relativity Media,  Sid & Marty Krofft Pictures,  Mosaic Media Group"
Lara Croft Tomb Raider: The Cradle of Life,42," Mutual Film Company, Paramount Pictures,  Toho-Towa,  British Broadcasting Corporation (BBC)"
Lara Croft: Tomb Raider,23," British Broadcasting Corporation (BBC), Paramount Pictures,  Lawrence Gordon Productions"
Larry Crowne,12," Playtone Productions, Universal Pictures"
Last Holiday,12,Paramount Pictures
Last Vegas,10," CBS Films, Laurence Mark Productions,  Gidden Media,  Good Universe,  Outlaw Sinema"
Law Abiding Citizen,19," The, Film Department"
Lawless,7,"The Weinstein Company,  Pie Films Inc."
Leap Year,9," Birnbaum/Barber,  Spyglass Entertainment,  Octagon Films,  BenderSpink, Universal Pictures"
Left Behind,11,Stoney Lake Entertainment
