original_title,title_length,production_companies
The Grey,8, 1984 Private Defense Contractors
Rio,3, Twentieth Century Fox Animation
Bad Teacher,11,Columbia Pictures
Unfaithful,10, Fox 2000 Pictures
Horrible Bosses 2,17, RatPac Entertainment
The Good Dinosaur,17,Walt Disney Pictures
Hachi: A Dog's Tale,19, Hachiko
X-Men,5,Twentieth Century Fox Film Corporation
The Perks of Being a Wallflower,31, Mr. Mudd Production
House of the Dead,17, Herold Productions
Max Keeble's Big Move,21,Walt Disney Pictures
Catch Me If You Can,19, Kemp Company
The Devil Wears Prada,21, Peninsula Films
Dark Water,10, Post No Bills Films
Million Dollar Baby,19,Lakeshore Entertainment
"Big Mommas: Like Father, Like Son",33, Runteldat Entertainment
The Hobbit: An Unexpected Journey,33, Metro-Goldwyn-Mayer (MGM)
The Darkest Hour,16, The Jacobson Company
The Secret of Moonacre,22, Spice Factory
Paranoia,8, Relativity Media
(500) Days of Summer,20, Watermark
Aliens in the Attic,19, Upstairs Canada Productions
Osmosis Jones,13,Conundrum Entertainment
12 Rounds,9, WWE Studios
Tower Heist,11, Rat Entertainment
Pandorum,8,Impact Pictures
Itâ€™s a Boy Girl Thing,23, Rocket Pictures
Paranoia,8,Gaumont
Orphan,6, Studio Babelsberg StudioBabelsberg Motion Pictures
Little Miss Sunshine,20, Big Beach Films
The Dilemma,11, Wild West Picture Show Productions
Mao's Last Dancer,17,Great Scott Productions Pty. Ltd.
"You, Me and Dupree",18,Universal Pictures
Public Enemies,14,Universal Pictures
The Spy Next Door,17, Spy Next Door
The Raven,9,Relativity Media
15 Minutes,10, Tribeca Productions
Pirates of the Caribbean: At World's End,40, Jerry Bruckheimer Films
The Host,8, Chockstone Pictures
Man of the Year,15, Morgan Creek Productions
Ice Age,7, Blue Sky Studios
The Guardian,12, Eyetronics
The Pyramid,11, Sahara Productions
Larry Crowne,12, Playtone Productions
Jeepers Creepers,16, American Zoetrope
Astro Boy,9, Summit Entertainment
Jumping the Broom,17, Stage 6 Films
Tangled,7, Walt Disney Animation Studios
The Perfect Storm,17,Warner Bros.
Hoodwinked Too! Hood VS. Evil,29,HW Two
National Treasure,17, Jerry Bruckheimer Films
War Horse,9, Amblin Entertainment
Agent Cody Banks 2: Destination London,38, Metro-Goldwyn-Mayer (MGM)
Disturbia,9, Cold Spring Pictures
Sinister 2,10, IM Global
Hollow Man,10,Columbia Pictures Corporation
The Fault in Our Stars,22, Temple Hill Entertainment
Tooth Fairy,11, Dune Entertainment III
London Boulevard,16,GK Films
Wimbledon,9,Universal Pictures
Sex and the City 2,18,New Line Cinema
Legends of Oz: Dorothy's Return,31,Prana Animation Studios
What's Your Number?,19,Regency Enterprises
Tower Heist,11,Universal Pictures
Fast & Furious 6,16, One Race Productions
American Sniper,15, Malpaso Productions
Green Zone,10, Relativity Media
Chicken Run,11, DreamWorks Animation
The Aviator,11, Cappa Productions
50 First Dates,14, Anonymous Content
The Reaping,11,Village Roadshow Pictures
Soul Surfer,11,Mandalay Pictures
Reindeer Games,14,Dimension Films
Shanghai Knights,16, Touchstone Pictures
Zero Dark Thirty,16, First Light Production
Men in Black 3,14, Media Magik Entertainment
Solaris,7,Twentieth Century Fox Film Corporation
Whisper,7, Province of British Columbia Production Services Tax Credit
Burn After Reading,18, Focus Features
Superhero Movie,15,Dimension Films
Righteous Kill,14, Millennium Films
License to Wed,14, Warner Bros. Pictures
The Love Guru,13,Paramount Pictures
My Blueberry Nights,19, StudioCanal
Saw V,5,Lionsgate
Shaft,5, Scott Rudin Productions
Just Go With It,15, Happy Madison Productions
Riddick,7, Riddick Canada Productions
Doomsday,8, Scion Films
Upside Down,11, Jouror Productions
Along Came Polly,16,Universal Pictures
Vicky Cristina Barcelona,24, Gravier Productions
xXx: State of the Union,23,Original Film
Pompeii,7, Don Carmody Productions
Things We Lost in the Fire,26, DreamWorks Pictures
The 6th Day,11,Columbia Pictures
The Phantom of the Opera,24,Odyssey Entertainment
Bad Boys II,11, Don Simpson/Jerry Bruckheimer Films
Rock the Kasbah,15,Shangri-La Entertainment
The Dark Knight,15, Warner Bros.
Green Zone,10, StudioCanal
The Wolverine,13, Marvel Entertainment
Final Destination 3,19, Hard Eight Pictures
Wrath of the Titans,19, Cott Productions
Armored,7,Screen Gems
Saw III,7, Twisted Pictures
The Butterfly Effect,20, Katalyst Films
Attack the Block,16,UK Film Council
John Wick,9, DefyNite Films
Harry Potter and the Goblet of Fire,35,Patalex IV Productions Limited
Paul Blart: Mall Cop 2,22, Sony Pictures Releasing
A Good Year,11, Scott Free Productions
The Fast and the Furious,24,Universal Pictures
Carol,5, Number 9 Films
American Psycho,15, Muse Productions
Paranormal Activity: The Ghost Dimension,40, Blumhouse Productions
Percy Jackson: Sea of Monsters,30,1492 Pictures
Charlie Wilson's War,20,Universal Pictures
The Lord of the Rings: The Fellowship of the Ring,49, The Saul Zaentz Company
Love & Basketball,17,40 Acres & A Mule Filmworks
The Blind Side,14, Zucker/Netter Productions
The Hunger Games: Catching Fire,31, Color Force
Promised Land,13, Imagenation Abu Dhabi FZ
8 Mile,6, Mikona Productions GmbH & Co. KG
The Guardian,12, Beacon Pictures
Drag Me to Hell,15, Ghost House Pictures
Promised Land,13, Focus Features
Kick-Ass,8,Lions Gate
Swing Vote,10,Touchstone Pictures
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",59, 21 Laps Entertainment
Sahara,6, Bristol Bay Productions
The Grand Budapest Hotel,24, TSG Entertainment
Paycheck,8, Davis Entertainment
Shrek the Third,15,DreamWorks Animation
Beowulf,7, ImageMovers
The Holiday,11, Universal Pictures
State of Play,13, Andell Entertainment
The Five-Year Engagement,24,Universal Pictures
My Week with Marilyn,20, Lip Sync Post
Conviction,10, Innocence Productions
2012,4, The Mark Gordon Company
In Time,7,Regency Enterprises
Monte Carlo,11, Regency Enterprises
Valkyrie,8, Bad Hat Harry Productions
Entourage,9, Closest to the Hole Productions
Training Day,12, Warner Bros.
Transcendence,13,Alcon Entertainment
K-PAX,5, PathÃ© Pictures International
Cinderella,10,Walt Disney Pictures
Agent Cody Banks 2: Destination London,38, Maverick Films
Fun with Dick and Jane,22, JC 23 Entertainment
Final Destination 5,19, Parallel Zide
Country Strong,14, Sony Pictures Home Entertainment
American Pie 2,14,Universal Pictures
The Bourne Ultimatum,20, Bourne Again
Focus,5, Zaftig Films
Memoirs of a Geisha,19,DreamWorks SKG
Project Almanac,15,Paramount Pictures
Space Chimps,12,Starz Media
The Legend of Bagger Vance,26,DreamWorks SKG
The Change-Up,13, Big Kid Pictures
Poseidon,8,Virtual Studios
Blood Work,10,Malpaso Productions
Priest,6, Michael De Luca Productions
Munich,6, Universal Pictures
Man on Fire,11, Scott Free Productions
The Return,10, Rosey Film Productions LLC
A Dangerous Method,18, Millbrook Pictures
Little Fockers,14, Relativity Media
Fire with Fire,14, Mandalay Vision
Flight of the Phoenix,21, Aldrich Group
Mission: Impossible III,23, MI 3 Film
Solitary Man,12, Paul Schiff Productions
The Last Samurai,16, The
Get Him to the Greek,20, Apatow Productions
Interstellar,12, Legendary Pictures
Empire State,12, Envision Entertainment Corporation
Nanny McPhee and the Big Bang,29, Studio Canal
Twilight,8, Imprint Entertainment
300,3,Virtual Studios
Ride Along,10,Universal Pictures
Undercover Brother,18,Universal Pictures
Horton Hears a Who!,19,Twentieth Century Fox Film Corporation
Moonrise Kingdom,16, Moonrise
Fun with Dick and Jane,22, Columbia Pictures Corporation
The Wrestler,12,Saturn Films
Stay,4,20th Century Fox
Harry Potter and the Chamber of Secrets,39, MIRACLE Productions GmbH & Co. KG
Gran Torino,11, Malpaso Productions
The Island,10,DreamWorks SKG
Last Vegas,10,Laurence Mark Productions
Mr. Deeds,9,New Line Cinema
Along Came Polly,16, Loofah Productions
Blade: Trinity,14, Amen Ra Films
Prometheus,10,Twentieth Century Fox Film Corporation
Footloose,9,Spyglass Entertainment
Bridget Jones: The Edge of Reason,33, Studio Canal
21 Jump Street,14,Columbia Pictures
Men in Black II,15,Columbia Pictures
Revolutionary Road,18,DreamWorks SKG
Red Planet,10, NPV Entertainment
Mama,4, Toma 78
How to Train Your Dragon 2,26,DreamWorks Animation
I Love You Phillip Morris,25,EuropaCorp
The Curious Case of Benjamin Button,35, Warner Bros.
Savages,7,Ixtlan
Not Another Teen Movie,22, Neal H. Moritz Productions
Moon,4, Limelight Fund
Vantage Point,13, Art In Motion
The Matrix Reloaded,19, NPV Entertainment
Bad Santa,9,Columbia Pictures
Invictus,8, Warner Bros.
Lockout,7, EuropaCorp
The Hobbit: The Desolation of Smaug,35, Metro-Goldwyn-Mayer (MGM)
Walk the Line,13,Tree Line Films
300: Rise of an Empire,22, Warner Bros.
The Marine,10,Twentieth Century Fox Film Corporation
The Amazing Spider-Man,22, Laura Ziskin Productions
Red Planet,10, The Canton Company
Exit Wounds,11, Warner Bros.
Trumbo,6, ShivHans Pictures
The Joneses,11,Echo Lake Productions
Taken,5,Twentieth Century Fox Film Corporation
Man on Fire,11, Fox 2000 Pictures
Syriana,7, Warner Bros.
King Kong,9, MFPV Film
Jurassic Park III,17,Universal Studios
Alexander,9, PathÃ© Renn Productions
Stuart Little 2,15,Columbia Pictures
The Day the Earth Stood Still,29, Earth Canada Productions
Crash,5,Blackfriars Bridge Films
Coyote Ugly,11, Touchstone Pictures
Year One,8, Ocean Pictures
The Adventures of Sharkboy and Lavagirl,39, Dimension Films
Blade II,8, Amen Ra Films
Doom,4,Di Bonaventura Pictures
Mission: Impossible - Ghost Protocol,36, Revolution Sun Studios
The Fifth Estate,16, Reliance Entertainment
Magic Mike,10,Nick Wechsler Productions
Intolerable Cruelty,19, Alphaville Productions
Finding Nemo,12,Walt Disney Pictures
Movie 43,8, Wessler Entertainment
W.,2, Emperor Motion Pictures
Entourage,9,Warner Bros.
Fire with Fire,14, Paradox Entertainment
Cake,4,Echo Films
Taken 3,7, M6 Films
License to Wed,14,Village Roadshow Pictures
Wrong Turn,10, Newmarket Capital Group
Django Unchained,16, The Weinstein Company
The Last Castle,15,DreamWorks SKG
Scream 3,8,Konrad Pictures
The Lincoln Lawyer,18,Lakeshore Entertainment
The Midnight Meat Train,23, GreeneStreet Films
The Day After Tomorrow,22, Mark Gordon Productions
The Chronicles of Narnia: Prince Caspian,40, Propeler
Traffic,7, Initial Entertainment Group (IEG)
Tristan & Isolde,16, World 2000 Entertainment
Moonrise Kingdom,16, Indian Paintbrush
Hugo,4, Infinitum Nihil
The Next Three Days,19,Lionsgate
Driven,6,Epsilon Motion Pictures
Don't Say a Word,16, NPV Entertainment
Saw III,7,Lions Gate Films
Abduction,9, Gotham Group
The Blind Side,14, Left Tackle Pictures
The Wild,8, Nigel Productions
The Butler,10, Lee Daniels Entertainment
Michael Clayton,15,Castle Rock Entertainment
Scott Pilgrim vs. the World,27, Marc Platt Productions
Halloween II,12, Spectacle Entertainment Group
Doomsday,8, Moonlighting Films
The Scorpion King,17, Kalima Productions GmbH & Co. KG
Jason X,7,New Line Cinema
The Tailor of Panama,20, Merlin Films
Gamer,5,Lakeshore Entertainment
The Judge,9, Big Kid Pictures
Angel Eyes,10, Morgan Creek Productions
Scary Movie 4,13,Dimension Films
Burke & Hare,12, Aegis Film Fund
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,83,Twentieth Century Fox Film Corporation
The Adventures of Tintin,24, Amblin Entertainment
Death Race,10, Relativity Media
How to Lose Friends & Alienate People,37,UK Film Council
AVP: Alien vs. Predator,23, Studio Babelsberg
The Curious Case of Benjamin Button,35, The
Ricki and the Flash,19, Clinica Estetico
Bandits,7, Hyde Park Entertainment
Gladiator,9,DreamWorks SKG
Sparkle,7, Phoenix Pictures
The Musketeer,13, MDP Worldwide
The Dressmaker,14, Apollo Media
Horrible Bosses,15,New Line Cinema
Bridget Jones's Diary,21, Little Bird
The Manchurian Candidate,24, Scott Rudin Productions
Finding Nemo,12, Pixar Animation Studios
Blade II,8,New Line Cinema
The Lord of the Rings: The Two Towers,37, New Line Cinema
Ocean's Thirteen,16, Warner Bros.
Serendipity,11, Simon Fields Productions
Taxi,4, Robert Simonds Productions
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",59,Walt Disney Pictures
Igor,4,Exodus Film Group
Piranha 3D,10, Dimension Films
Dolphin Tale 2,14,Alcon Entertainment
Mindhunters,11,Avenue Pictures Productions
Freedomland,11,Scott Rudin Productions
Silent Hill,11, Davis-Films
Harry Potter and the Deathly Hallows: Part 1,44, Heyday Films
Man of Tai Chi,14, China Film Group Corporation (CFGC)
Burlesque,9,Bedford Falls Productions
Get Him to the Greek,20, Spyglass Entertainment
The Rover,9, Screen NSW
Piranha 3D,10, Atmosphere Entertainment MM
The Time Machine,16, Warner Bros.
Sideways,8,Fox Searchlight Pictures
Death Sentence,14, Hyde Park Entertainment
Chappie,7, Media Rights Capital
The Heat,8,Ingenious Film Partners
The November Man,16, Relativity Media
This Is the End,15, Point Grey Pictures
Underworld,10, Laurinfilm
Along Came a Spider,19,Paramount Pictures
Gladiator,9, Mill Film
National Treasure,17, Saturn Films
Killer Elite,12, Omnilab Media
The Patriot,11, Columbia Pictures Corporation
The Life of David Gale,22, Saturn Films
The Cell,8, Katira Productions GmbH & Co. KG
Drive,5, Motel Movies
Post Grad,9, The Montecito Picture Company
The Fourth Kind,15, Gold Circle Films
Lord of War,11, Entertainment Manufacturing Company
"Tomorrow, When the War Began",28,Omnilab Media
The Iron Lady,13, PathÃ©
Wall Street: Money Never Sleeps,31, Edward R. Pressman Film
The Polar Express,17, Universal CGI
The Five-Year Engagement,24, Dentsu
Happy Feet,10,Village Roadshow Pictures
Taken,5, Canal+
A Serious Man,13, Focus Features
The Musketeer,13, ApolloMedia Distribution
Marie Antoinette,16,American Zoetrope
Paranormal Activity 4,21, Blumhouse Productions
Secret in Their Eyes,20, Route One Films
The Water Diviner,17,Hopscotch Features
Night at the Museum: Battle of the Smithsonian,46, Dune Entertainment
28 Weeks Later,14, Figment Films
The Karate Kid,14, Jerry Weintraub Productions
Tomorrowland,12, Babieka
The Karate Kid,14, China Film Group
The Imitation Game,18,Black Bear Pictures
Wall Street: Money Never Sleeps,31, Dune Entertainment III
Spy,3, Chernin Entertainment
Harry Potter and the Prisoner of Azkaban,40, Warner Bros.
Paycheck,8,Paramount Pictures
Fantastic Four,14, Constantin Film.
Michael Clayton,15, Mirage Enterprises
Eragon,6, Major Studio Partners
Underworld: Awakening,21,Lakeshore Entertainment
The Wolf of Wall Street,23, Appian Way
The Three Musketeers,20,Impact Pictures
Gigli,5,City Light Films
The Chronicles of Riddick,25, One Race Productions
Akeelah and the Bee,19, 2929 Productions
The Fountain,12, Warner Bros.
"I Love You, Man",15, Bernard Gayle Productions
Shrek 2,7,DreamWorks SKG
Four Christmases,16, Ott Medien
Knowing,7,Summit Entertainment
Chef,4, Aldamisa Entertainment
The Twilight Saga: Breaking Dawn - Part 1,41,Summit Entertainment
A Thousand Words,16,Paramount Pictures
Armored,7, Farah Films & Management
Paparazzi,9,20th Century Fox
Unleashed,9,Canal Plus
Magic Mike XXL,14,Warner Bros.
Child 44,8,Summit Entertainment
Bullet to the Head,18,Dark Castle Entertainment
Wonderland,10,Lions Gate Films
Collateral Damage,17,David Foster Productions
Whisper,7,Universal Pictures
Jack the Giant Slayer,21, Warner Bros.
Broken City,11, Inferno International
Thank You for Smoking,21, Room 9 Entertainment
Showtime,8,Village Roadshow Pictures
The Omen,8,Twentieth Century Fox Film Corporation
Bride Wars,10, Dune Entertainment III
Behind the Candelabra,21,HBO Films
The Sentinel,12, Regency Enterprises
John Wick,9, 87Eleven
The Final Destination,21,New Line Cinema
Creed,5, Chartoff-Winkler Productions
Save the Last Dance,19,MTV Films
The Pianist,11,Bac Films
The Lorax,9, Illumination Entertainment
The Secret of Moonacre,22, UK Film Council
Frida,5, Handprint Entertainment
Legally Blonde,14,Marc Platt Productions
Wrath of the Titans,19,Legendary Pictures
Stone,5,Stone Productions
Oldboy,6, Good Universe
Daddy's Home,12, Gary Sanchez Productions
Alfie,5,Paramount Pictures
Jarhead,7, Motion Picture KAPPA Produktionsgesellschaft
Ghost Rider: Spirit of Vengeance,32, Imagenation Abu Dhabi FZ
Return to Me,12,Metro-Goldwyn-Mayer (MGM)
The Possession,14,Ghost House Pictures
Scary Movie,11, Wayans Bros. Entertainment
The Cat's Meow,14, Dan Films
Mindhunters,11, Weed Road Pictures
Brideshead Revisited,20, 2 Entertain
Michael Clayton,15, Section Eight Productions
Mr. Deeds,9, Out of the Blue... Entertainment
Creed,5, Warner Bros.
Scary Movie 2,13, Dimension Films
Batman Begins,13, Warner Bros.
Terminator Salvation,20, Warner Bros.
Spy,3, Feigco Entertainment
Couples Retreat,15, Wild West Picture Show Productions
The Invisible,13, Hollywood Pictures
New in Town,11, The Safran Company
S.W.A.T.,8,Original Film
Sicario,7, Thunder Road Pictures
Predators,9, Davis Entertainment
X-Men: Days of Future Past,26,Twentieth Century Fox Film Corporation
Before the Devil Knows You're Dead,34, Linsefilm
King Arthur,11,Jerry Bruckheimer Films
The Brothers Grimm,18, Atlas Entertainment
The Life Aquatic with Steve Zissou,34,Touchstone Pictures
Bolt,4,Walt Disney Pictures
Alvin and the Chipmunks,23, Bagdasarian Productions
Return to Never Land,20, Walt Disney Animation Canada
Nanny McPhee and the Big Bang,29, Working Title Films
Racing Stripes,14,Alcon Entertainment
Tooth Fairy,11, Twentieth Century Fox
Memoirs of a Geisha,19, Red Wagon Productions
Arbitrage,9, Lucky Monkey Pictures
Green Zone,10, Dentsu
Notes on a Scandal,18,Fox Searchlight Pictures
Alvin and the Chipmunks,23, Fox 2000 Pictures
Moon,4, Xingu Films
Hoodwinked!,11, Blue Yonder Films
Straight Outta Compton,22, Legendary Pictures
Virgin Territory,16, Zephyr Films
Dracula Untold,14, Dentsu
The Pianist,11, Studio Babelsberg
Bad Santa,9, Dimension Films (US version)
Superbad,8, Apatow Productions
Tomorrowland,12,Walt Disney Pictures
The Interpreter,15, StudioCanal
The Kid,7,Walt Disney Pictures
The Man from U.N.C.L.E.,23, RatPac-Dune Entertainment
Blade II,8, LLC
The Place Beyond the Pines,26, Electric City Entertainment
Lemony Snicket's A Series of Unfortunate Events,47, Scott Rudin Productions
Vanilla Sky,11, Cruise-Wagner Productions
RockNRolla,10, Warner Bros.
21 & Over,9,Relativity Media
Goal!: The Dream Begins,23,Touchstone Pictures
Runner Runner,13, New Regency Pictures
Swordfish,9, Jonathan Krane Group
Team America: World Police,26,Paramount Pictures
The Danish Girl,15,Pretty Pictures
The King's Speech,17,The Weinstein Company
He's Just Not That Into You,27, Flower Films (II)
Taken 3,7, Canal+
The Mothman Prophecies,22,Lakeshore Entertainment
The Expendables 2,17,Nu Image Films
Captain America: The First Avenger,34,Marvel Studios
21,2, Relativity Media
9,1, Starz Animation
Transformers: Dark of the Moon,30, Hasbro
The Hours,9, Miramax Films
Children of Men,15, Hit & Run Productions
The Ant Bully,13, Legendary Pictures
Saw 3D,6, Twisted Pictures
How High,8, Jersey Films
My Sister's Keeper,18, Gran Via Productions
Seven Pounds,12,Columbia Pictures
Out of the Furnace,18, Red Granite Pictures
Now You See Me,14, SOIXAN7E QUIN5E
If I Stay,9,New Line Cinema
Wrath of the Titans,19, A.I.E.
Ocean's Twelve,14, Jerry Weintraub Productions
Meet the Fockers,16, Tribeca Productions
Peter Pan,9, Revolution Studios
A Nightmare on Elm Street,25, Platinum Dunes
Wreck-It Ralph,14,Walt Disney Animation Studios
Bridge to Terabithia,20, Lauren Levine Productions Inc.
Runner Runner,13, Stone Village Pictures
Basic,5, Krane Entertainment
Capote,6, Manitoba Film and Video Production Tax Credit
Man on Fire,11, Epsilon Motion Pictures
Barney's Version,16,Serendipity Point Films
The Age of Adaline,18, Sidney Kimmel Entertainment
Due Date,8,Legendary Pictures
Outlander,9, Outlander Productions
The Cold Light of Day,21,Summit Entertainment
Harry Potter and the Prisoner of Azkaban,40,1492 Pictures
Behind Enemy Lines,18,Twentieth Century Fox Film Corporation
The Wild,8, Hoytyboy Pictures
Monte Carlo,11, Dune Entertainment III
Saw VI,6,Lionsgate
Confessions of a Dangerous Mind,31, Allied Filmmakers
Get Hard,8,Gary Sanchez Productions
The Wedding Date,16, 26 Films
Cosmopolis,10, Rai Cinema
The Perfect Game,16, The
Drag Me to Hell,15, Buckaroo Entertainment
The Emperor's New Groove,24,Walt Disney Pictures
Taken 3,7, EuropaCorp
Jack Reacher,12, TC Productions
The Guard,9, Irish Film Board
Street Fighter: The Legend of Chun-Li,37, Hyde Park Films
Harry Potter and the Philosopher's Stone,40, Warner Bros.
American Outlaws,16, Morgan Creek Productions
Out of the Furnace,18,Appian Way
Halloween,9, Spectacle Entertainment Group
Changeling,10, Relativity Media
The Conjuring,13,New Line Cinema
Defiance,8, The
Return to Me,12, JLT Productions
Insurgent,9, Mandeville Films
Run All Night,13, RatPac-Dune Entertainment
The Hangover,12, IFP Westcoast Erste
Epic Movie,10,Twentieth Century Fox Film Corporation
Paranormal Activity 3,21, Solana Films
Life of Pi,10, Dune Entertainment
The Matador,11,Miramax Films
Veronica Mars,13, Warner Bros. Interactive Entertainment
Going the Distance,18, Offspring Entertainment
The Machinist,13, Canal+ EspaÃ±a
Alvin and the Chipmunks: Chipwrecked,36,Fox 2000 Pictures
Pirates of the Caribbean: At World's End,40, Second Mate Productions
The Exorcism of Emily Rose,26, Screen Gems
The Adventures of Pluto Nash,28, Castle Rock Entertainment
Me and Orson Welles,19, CinemaNX
Dredd,5, IM Global
Hostage,7, Yari Film Group
Walk the Line,13, Fox 2000 Pictures
Agent Cody Banks 2: Destination London,38, Madacy Entertainment
Crank,5,Lions Gate Films
Little Boy,10,Metanoia Films
Man on Fire,11, New Regency Pictures
A Knight's Tale,15, Black and Blu Entertainment
Equilibrium,11,Dimension Films
Club Dread,10, Coconut Pete Productions
The Mist,8,Darkwoods Productions
Everest,7, Cross Creek Pictures
Mulholland Drive,16, Canal+
Love Actually,13,DNA Films
What Just Happened,18, Tribeca Productions
The Water Diviner,17, RatPac Entertainment
This Is Where I Leave You,25, 21 Laps Entertainment
Keeping the Faith,17, Touchstone Pictures
Paranormal Activity 4,21,Paramount Pictures
The Three Musketeers,20, New Legacy
Mission: Impossible - Rogue Nation,34, Skydance Productions
Winter's Tale,13, Weed Road Pictures
12 Rounds,9, 20th Century Fox Home Entertainment
Killing Them Softly,19, 1984 Private Defense Contractors
No Strings Attached,19, The
Agora,5, Canal+ EspaÃ±a
No Country for Old Men,22, Scott Rudin Productions
Captain America: The Winter Soldier,35,Marvel Studios
The Family,10, Relativity Media
Jupiter Ascending,17, Anarchos Productions
Doubt,5,Miramax Films
The Big Bounce,14, Taormina Productions
John Wick,9, Warner Bros.
Next,4,Paramount Pictures
The Artist,10, Studio 37
Marie Antoinette,16, Commission du Film France
Starsky & Hutch,15, Red Hour Films
Dinosaur,8, Walt Disney Feature Animation
The Railway Man,15, Latitude Media
Sanctum,7, Sanctum Australia
The Mexican,11, Lawrence Bender Productions
Despicable Me,13, Illumination Entertainment
The Midnight Meat Train,23,Lions Gate Films
Harry Brown,11, UK Film Council
You Don't Mess With the Zohan,29, Sony Pictures Releasing
The Lincoln Lawyer,18, Lionsgate
Focus,5,Kramer & Sigman Films
Kiss of the Dragon,18, Immortal Entertainment
Hereafter,9, Warner Bros.
Contagion,9, Imagenation Abu Dhabi FZ
A Sound of Thunder,18, Dante Entertainment
Derailed,8, Di Bonaventura Pictures
Joy Ride,8, Bad Robot
The Fifth Estate,16, Touchstone Pictures
Antwone Fisher,14,Fox Searchlight
Rush,4, Cross Creek Pictures
Bride Wars,10, Regency Enterprises
About Schmidt,13, Avery Pix
The Incredible Burt Wonderstone,31,New Line Cinema
Escape from Planet Earth,24,Rainmaker Entertainment
The Illusionist,15,Michael London Productions
Akeelah and the Bee,19, Starbucks Entertainment
Bangkok Dangerous,17, Saturn Films
Speed Racer,11,Village Roadshow Pictures
Outlander,9, VIP Medienfonds 4
Sinister 2,10,Alliance Films
Firewall,8, Warner Bros.
Johnson Family Vacation,23, Hallway Pictures
The Taking of Pelham 1 2 3,26, Scott Free Productions
Secret Window,13,Columbia Pictures Corporation
Super 8,7,Paramount Pictures
The Pyramid,11, Silvatar Media
Robin Hood,10, Scott Free Productions
Transformers: Age of Extinction,31, Amblin Entertainment
Conan the Barbarian,19, Paradox Entertainment
The Change-Up,13, Original Film
Carnage,7, Canal+
Trance,6, Decibel Films
Beastly,7, Mel's Cite du Cinema
The Hangover Part III,21,Legendary Pictures
One for the Money,17,Lakeshore Entertainment
Night at the Museum,19,Ingenious Film Partners
Hardball,8, Nides/McCormick Productions
Dreamgirls,10,Paramount Pictures
The Animal,10, Happy Madison Productions
Spartan,7,Epsilon Motion Pictures
Munich,6,DreamWorks SKG
Teenage Mutant Ninja Turtles,28, Platinum Dunes
Into the Wild,13, River Road Entertainment
S.W.A.T.,8, Chris Lee Productions
Honey,5,Universal Pictures
Curious George,14, Universal Pictures
Sahara,6,Paramount Pictures
Torque,6, Warner Bros.
Nacho Libre,11, Black & White Productions
Apocalypto,10, Icon Entertainment International
The Queen,9, PathÃ© Pictures International
Machine Gun Preacher,20,Mpower Pictures
The Skeleton Key,16, ShadowCatcher Entertainment
Gulliver's Travels,18, Davis Entertainment
Meet Dave,9, Deep River Productions
The Dark Knight,15, Legendary Pictures
Surf's Up,9,Sony Pictures Animation
All Is Lost,11, FilmNation Entertainment
Bandslam,8, Walden Media
We Were Soldiers,16, Wheelhouse Entertainment
The Adventures of Pluto Nash,28, NPV Entertainment
The Girl Next Door,18,Regency Enterprises
Blue Jasmine,12,Perdido Productions
Prometheus,10, Scott Free Productions
Extraordinary Measures,22,Double Feature Films
Mr. Brooks,10, Element Films
Case 39,7, Misher Films
Remember the Titans,19, Run It Up Productions Inc.
Crazy/Beautiful,15, Ufland
Vanity Fair,11,Alliance Films
It's Complicated,16, Scott Rudin Productions
Tammy,5, Gary Sanchez Productions
Never Back Down,15,Summit Entertainment
Red Eye,7,DreamWorks SKG
Tristan & Isolde,16, Franchise Pictures
Contraband,10, Relativity Media
The Man from U.N.C.L.E.,23,Davis Entertainment
Mean Girls,10,Paramount Pictures
300: Rise of an Empire,22,Legendary Pictures
The Brothers Bloom,18, Summit Entertainment
My Big Fat Greek Wedding,24, Playtone Productions
Machine Gun Preacher,20, Virgin Produced
Texas Chainsaw 3D,17, Lions Gate
Hanna,5, Holleran Company
Joe Dirt,8,Columbia Pictures
Hanging Up,10, Columbia Pictures Corporation
Torque,6,Village Roadshow Pictures
Dark Shadows,12, Infinitum Nihil
Hairspray,9,New Line Cinema
The Heat,8, Chernin Entertainment
This Must Be the Place,22, France 2 CinÃ©ma
Hotel Rwanda,12, Endgame Entertainment
Star Wars: The Force Awakens,28,Lucasfilm
Resident Evil: Afterlife,24,Impact Pictures
My Best Friend's Girl,21, New Wave Entertainment
Oculus,6,Intrepid Pictures
American Reunion,16,Universal Pictures
Stormbreaker,12,Isle of Man Film
In Bruges,9, Twins Financing
The Day After Tomorrow,22, Twentieth Century Fox Film Corporation
Gods and Generals,17,Turner Pictures
Katy Perry: Part of Me,22,Paramount Pictures
War of the Worlds,17, Amblin Entertainment
Despicable Me 2,15, Illumination Entertainment
The Equalizer,13, Mace Neufeld Productions
Friday Night Lights,19, Imagine Entertainment
Predators,9, Troublemaker Studios
The Core,8, LivePlanet
Hellboy,7, Dark Horse Entertainment
John Carter,11,Walt Disney Pictures
Catch and Release,17, Relativity Media
The Rookie,10,Walt Disney Pictures
Black Christmas,15,Dimension Films
Syriana,7,Section Eight
Seventh Son,11, Outlaw Sinema
The Holiday,11,Columbia Pictures
The League of Extraordinary Gentlemen,37, International Production Company
