ranking,rating,reviews_number,cuisine_style
800.0,4.5,18.0,unknown
800.0,4.5,61.0,"Bar,  Pub,  Dutch,  European"
800.0,5.0,14.0,unknown
801.0,4.0,15.0,unknown
801.0,4.0,36.0,Vegetarian Friendly
801.0,4.0,37.0,"German,  European,  Central European"
801.0,4.0,48.0,"Gastropub,  Bar,  Pub,  Norwegian"
801.0,4.0,80.0,"French,  Belgian,  European"
801.0,4.0,177.0,"European,  Healthy,  Czech,  Central European"
801.0,4.0,347.0,"Japanese,  Asian,  Soups,  Vegetarian Friendly,  Vegan Options"
801.0,4.5,11.0,unknown
801.0,4.5,78.0,"Italian,  Pizza,  Vegetarian Friendly,  Vegan Options"
801.0,4.5,100.0,"Italian,  Pizza,  Vegetarian Friendly"
801.0,5.0,5.0,Mediterranean
802.0,3.5,14.0,European
802.0,4.0,22.0,Pizza
802.0,4.0,46.0,"Chinese,  Asian"
802.0,4.0,62.0,"Japanese,  Vegetarian Friendly,  Vegan Options"
802.0,4.0,194.0,"International,  Mediterranean,  European,  Spanish,  Vegetarian Friendly"
802.0,4.0,350.0,"Bar,  British,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
802.0,4.0,1035.0,"Italian,  Pizza,  Seafood,  Mediterranean,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
802.0,4.5,15.0,Italian
802.0,4.5,25.0,unknown
802.0,4.5,33.0,"Polish,  European,  Eastern European,  Central European"
802.0,4.5,38.0,"Central European,  French,  European,  Vegetarian Friendly"
802.0,4.5,65.0,"Bar,  Gastropub,  Street Food,  Vegetarian Friendly,  Vegan Options"
803.0,3.5,176.0,"French,  Belgian,  European,  Vegetarian Friendly"
803.0,4.0,12.0,unknown
803.0,4.0,364.0,"Asian,  Korean,  Vegetarian Friendly,  Vegan Options"
803.0,4.0,444.0,"Latin,  Argentinean,  Grill"
803.0,4.5,4.0,unknown
803.0,4.5,5.0,unknown
803.0,4.5,13.0,Chinese
803.0,4.5,36.0,unknown
803.0,4.5,74.0,Bar
803.0,4.5,197.0,"Italian,  Seafood,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options"
803.0,5.0,20.0,"Fast Food,  Pizza,  European"
803.0,5.0,25.0,Portuguese
804.0,3.5,51.0,"Pizza,  Italian,  European"
804.0,3.5,208.0,"European,  Scandinavian,  Danish,  Brew Pub"
804.0,4.5,14.0,Vegetarian Friendly
804.0,4.5,16.0,unknown
804.0,4.5,25.0,German
804.0,4.5,124.0,"Mediterranean,  European,  Spanish,  Vegetarian Friendly,  Vegan Options"
805.0,4.0,205.0,"Indian,  Asian,  Vegetarian Friendly,  Vegan Options"
805.0,4.0,213.0,"Mediterranean,  European,  Spanish,  Portuguese"
805.0,4.0,742.0,"Japanese,  Sushi,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
805.0,4.5,3.0,European
805.0,4.5,53.0,"Mediterranean,  Greek,  Bar"
805.0,4.5,138.0,"Japanese,  Sushi,  Gluten Free Options"
805.0,5.0,2.0,"Italian,  Mexican,  Indian,  Lebanese,  Moroccan,  Mediterranean"
805.0,5.0,14.0,unknown
805.0,5.0,47.0,"Italian,  Fast Food,  Healthy,  Wine Bar,  Mediterranean,  Vegetarian Friendly"
806.0,4.0,8.0,unknown
806.0,4.0,43.0,"Asian,  Korean"
806.0,4.0,64.0,"Steakhouse,  European,  Portuguese"
806.0,4.0,82.0,"Moroccan,  Tunisian,  Mediterranean,  Middle Eastern,  Halal"
806.0,4.0,101.0,"Mediterranean,  Vegetarian Friendly"
806.0,4.0,155.0,"Irish,  European,  Vegetarian Friendly,  Gluten Free Options"
806.0,4.5,6.0,"Polish,  European"
806.0,4.5,55.0,Italian
807.0,3.5,53.0,"Bar,  European,  Pub,  Swedish,  Scandinavian,  Vegetarian Friendly"
807.0,3.5,641.0,"Italian,  Seafood,  Mediterranean,  European,  Vegetarian Friendly,  Gluten Free Options"
807.0,4.0,72.0,"Mediterranean,  European,  Spanish,  Vegetarian Friendly"
807.0,4.0,239.0,"Fast Food,  British,  Scottish"
807.0,4.0,285.0,"German,  Bar,  European,  Pub,  Central European,  International,  Vegetarian Friendly"
807.0,4.5,23.0,unknown
807.0,4.5,28.0,Italian
807.0,4.5,87.0,"Mediterranean,  European,  Portuguese,  Vegetarian Friendly"
807.0,4.5,94.0,"Chinese,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
807.0,4.5,101.0,"Greek,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
807.0,5.0,8.0,unknown
807.0,5.0,95.0,"Cafe,  Mediterranean,  European,  Turkish,  Middle Eastern,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options,  Halal"
808.0,4.0,45.0,"American,  Bar,  Vegetarian Friendly,  Vegan Options"
808.0,4.0,106.0,"German,  Bar,  European,  Pub,  Central European"
808.0,4.0,759.0,"Italian,  Pizza,  Mediterranean,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
808.0,4.5,17.0,unknown
808.0,4.5,131.0,"Indian,  Nepali,  Asian,  Vegetarian Friendly,  Vegan Options"
808.0,5.0,14.0,"European,  Central European"
809.0,3.5,82.0,"Bar,  European,  Vegetarian Friendly"
809.0,3.5,200.0,"French,  European,  Vegetarian Friendly"
809.0,3.5,384.0,"Bar,  British,  Pub,  Scottish"
809.0,4.0,24.0,Spanish
809.0,4.0,103.0,"French,  Dutch,  Bar,  European,  Asian,  Vegetarian Friendly"
809.0,4.0,148.0,"European,  Central European,  Austrian"
809.0,4.0,501.0,"American,  Steakhouse,  Fast Food,  Barbecue"
809.0,4.0,2018.0,"Italian,  Mediterranean,  European,  Vegetarian Friendly,  Gluten Free Options"
809.0,4.0,2959.0,"French,  Vegetarian Friendly"
809.0,4.5,9.0,unknown
809.0,4.5,11.0,unknown
809.0,4.5,13.0,unknown
809.0,4.5,57.0,"European,  Czech,  Central European"
809.0,4.5,227.0,"Mediterranean,  Greek"
809.0,5.0,2.0,unknown
810.0,4.0,21.0,"Sushi,  Asian,  Japanese"
810.0,4.0,80.0,"European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
810.0,4.0,256.0,"Italian,  European,  Delicatessen,  Mediterranean,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options"
810.0,4.0,730.0,"Irish,  Bar,  British,  Pub,  Gastropub,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
810.0,4.5,25.0,"Chinese,  Asian,  Vietnamese"
811.0,3.0,6.0,"Italian,  Pizza,  European"
811.0,4.0,29.0,"Mediterranean,  Greek"
811.0,4.0,35.0,"Fast Food,  British,  Vegetarian Friendly"
811.0,4.0,52.0,"Italian,  Pizza,  European,  Healthy,  Irish"
811.0,4.0,142.0,"Dutch,  European,  Vegetarian Friendly,  Gluten Free Options"
811.0,4.0,1218.0,"Italian,  Bar,  Mediterranean,  European,  Vegetarian Friendly"
811.0,4.5,4.0,"European,  Grill"
811.0,4.5,12.0,Pub
811.0,4.5,79.0,"Fast Food,  Barbecue,  Vietnamese,  Healthy,  Vegetarian Friendly"
811.0,4.5,265.0,"Italian,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
811.0,5.0,6.0,"Italian,  Pizza"
812.0,3.5,142.0,"Italian,  Pizza,  Mediterranean,  European,  Vegetarian Friendly"
812.0,4.0,38.0,unknown
812.0,4.0,109.0,"Italian,  European,  Pizza,  Vegetarian Friendly"
812.0,4.0,833.0,"French,  European,  Vegetarian Friendly,  Gluten Free Options"
812.0,5.0,4.0,"Polish,  European"
813.0,3.5,235.0,"Italian,  Pizza,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
813.0,4.0,4.0,French
813.0,4.0,24.0,"Polish,  European"
813.0,4.0,25.0,"Italian,  European,  Hungarian"
813.0,4.0,77.0,"Indian,  Asian,  Vegetarian Friendly,  Vegan Options"
813.0,4.0,169.0,"Peruvian,  Asian,  Fusion,  South American,  Mediterranean,  Vegetarian Friendly"
813.0,4.5,51.0,French
813.0,4.5,111.0,"Cafe,  European,  Russian,  Eastern European,  German,  Bar,  Pub,  Vegetarian Friendly,  Vegan Options"
813.0,5.0,5.0,unknown
814.0,3.5,16.0,"Asian,  Thai,  Vegetarian Friendly"
814.0,4.0,74.0,"Bar,  Pub,  Czech,  Eastern European,  Central European,  European"
814.0,4.5,24.0,unknown
814.0,4.5,45.0,"Polish,  European,  Eastern European"
814.0,5.0,19.0,"French,  Italian,  Vegetarian Friendly,  Vegan Options"
815.0,3.5,333.0,"Bar,  European,  Central European,  Hungarian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
815.0,4.0,177.0,"Barbecue,  Asian,  Korean"
815.0,4.0,280.0,"Middle Eastern,  Mediterranean,  Israeli,  Kosher,  Vegetarian Friendly,  Gluten Free Options"
815.0,4.0,346.0,"Bar,  British,  Pub,  Vegetarian Friendly"
815.0,4.0,733.0,"Cafe,  Mediterranean,  European,  Spanish,  Fusion,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
815.0,4.5,6.0,unknown
815.0,4.5,13.0,unknown
815.0,4.5,19.0,unknown
815.0,4.5,33.0,"Asian,  Thai,  Fast Food"
815.0,5.0,64.0,"French,  Seafood,  Contemporary,  Fusion,  Wine Bar,  Vegetarian Friendly,  Gluten Free Options"
816.0,2.5,7.0,European
816.0,3.5,118.0,"Italian,  Pizza,  European,  Vegetarian Friendly"
816.0,3.5,338.0,"Steakhouse,  Latin,  Barbecue,  European,  Argentinean,  South American"
816.0,3.5,1786.0,"Italian,  Mediterranean,  Vegetarian Friendly,  Gluten Free Options"
816.0,4.0,3.0,unknown
816.0,4.0,455.0,"Bar,  European,  British,  Scottish,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
816.0,4.5,16.0,"International,  Mediterranean,  European,  Greek"
816.0,4.5,29.0,"Bar,  Irish,  Pub"
816.0,5.0,5.0,"Italian,  Swiss,  European"
816.0,5.0,7.0,unknown
816.0,5.0,8.0,unknown
816.0,5.0,23.0,"French,  European"
816.0,5.0,24.0,"Cafe,  European,  Swedish"
817.0,3.5,17.0,American
817.0,4.0,19.0,"Japanese,  Sushi,  Asian,  Vegetarian Friendly"
817.0,4.0,41.0,"Mediterranean,  European,  Portuguese"
817.0,4.0,80.0,"Sushi,  Asian,  Vegetarian Friendly"
817.0,4.0,103.0,"Indian,  Asian,  Vegetarian Friendly"
817.0,4.0,212.0,"Mediterranean,  European,  Wine Bar,  Eastern European,  Central European"
817.0,4.5,15.0,"French,  Austrian,  Vegetarian Friendly"
817.0,4.5,20.0,"Healthy,  Vegan Options"
817.0,4.5,43.0,"Portuguese,  Mediterranean,  European,  Vegetarian Friendly"
817.0,4.5,301.0,"French,  European"
818.0,3.0,125.0,"Bar,  European,  Street Food,  Norwegian,  Vegetarian Friendly"
818.0,4.0,3.0,"Japanese,  Sushi"
818.0,4.0,55.0,"Mexican, Bar,  Pub,  Irish"
818.0,4.0,134.0,"Italian,  Pizza,  European,  Vegetarian Friendly"
818.0,4.5,18.0,Greek
818.0,4.5,217.0,"Italian,  Pizza"
818.0,4.5,236.0,"Brew Pub,  Vegetarian Friendly,  Vegan Options"
819.0,3.0,243.0,"European,  Slovenian,  Eastern European,  Central European"
819.0,3.5,26.0,"Lebanese,  Mediterranean,  Turkish,  Middle Eastern,  Moroccan,  Vegetarian Friendly,  Halal,  Vegan Options"
819.0,4.0,172.0,"Spanish,  Fusion,  Healthy,  Mediterranean,  European"
819.0,4.0,328.0,"International,  Mediterranean,  Spanish,  Fusion,  Vegetarian Friendly,  Vegan Options"
819.0,4.0,788.0,"Italian,  Mediterranean,  Vegetarian Friendly"
819.0,4.5,9.0,"International,  Vegetarian Friendly"
819.0,4.5,11.0,Chinese
819.0,4.5,15.0,unknown
819.0,4.5,29.0,French
820.0,4.0,13.0,unknown
820.0,4.0,60.0,"American,  European"
820.0,4.0,76.0,"Japanese,  Sushi,  Asian,  Vegetarian Friendly"
820.0,4.0,100.0,"Pizza,  Sushi,  Vegetarian Friendly,  Vegan Options"
820.0,4.0,109.0,Cafe
820.0,4.0,303.0,"Italian,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
820.0,4.0,438.0,"Italian,  Mediterranean,  Barbecue"
820.0,4.0,626.0,"Italian,  Vegetarian Friendly,  Vegan Options"
821.0,3.5,319.0,"French,  Belgian,  European,  Vegetarian Friendly"
821.0,4.0,14.0,"French,  Mediterranean,  European"
821.0,4.0,15.0,unknown
821.0,4.0,75.0,"European,  Hungarian,  Italian,  Pizza,  Vegetarian Friendly"
821.0,4.0,130.0,"European,  Delicatessen,  Wine Bar,  Bar,  Diner"
821.0,4.0,183.0,"Dutch,  Bar,  Seafood,  Mediterranean,  European,  Vegetarian Friendly,  Gluten Free Options"
821.0,4.5,11.0,Chinese
821.0,4.5,12.0,unknown
821.0,4.5,102.0,"Italian,  Mediterranean,  European,  Vegetarian Friendly"
821.0,5.0,134.0,"Italian,  Pizza,  Vegetarian Friendly"
822.0,2.5,15.0,Eastern European
822.0,3.5,55.0,"European,  Swiss,  Bar"
822.0,4.0,49.0,"Japanese,  Sushi,  Asian,  Chinese,  Vegetarian Friendly"
822.0,4.0,76.0,"Cafe,  Scandinavian,  Danish,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
822.0,4.0,83.0,"American,  Bar"
822.0,4.0,186.0,"Italian,  Pizza,  Seafood,  Mediterranean,  Vegetarian Friendly"
822.0,4.0,238.0,"Steakhouse,  Spanish"
822.0,4.0,472.0,"Italian,  Pizza,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options"
822.0,4.0,844.0,"Italian,  Mediterranean,  Vegetarian Friendly"
822.0,4.5,4.0,unknown
822.0,4.5,7.0,unknown
822.0,4.5,30.0,"Italian,  Polish,  European,  Healthy"
823.0,4.0,3.0,"European,  Norwegian"
823.0,4.0,32.0,French
823.0,4.0,34.0,"Latin,  Spanish"
823.0,4.0,38.0,"Mediterranean,  Spanish"
823.0,4.0,101.0,"Italian,  Pizza,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options"
823.0,4.0,244.0,"American,  Fast Food,  Vegetarian Friendly,  Vegan Options"
823.0,4.5,9.0,unknown
823.0,4.5,28.0,"Asian,  Vietnamese"
823.0,4.5,31.0,Italian
823.0,4.5,35.0,Japanese
823.0,4.5,59.0,"European,  Soups,  Cafe,  Vegetarian Friendly,  Vegan Options"
823.0,4.5,107.0,"Asian,  Thai,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
824.0,3.0,212.0,"Mexican,  Southwestern,  Gluten Free Options"
824.0,4.0,23.0,"French,  Cafe,  European,  Soups"
824.0,4.0,186.0,"European,  Portuguese"
824.0,4.0,286.0,"Pizza,  Italian,  Mediterranean,  Vegetarian Friendly"
824.0,4.0,339.0,"Italian,  Pizza,  Mediterranean,  European,  Vegetarian Friendly"
824.0,4.5,4.0,unknown
824.0,4.5,22.0,French
824.0,4.5,62.0,"European,  Bar,  Mediterranean,  Spanish,  Vegetarian Friendly,  Vegan Options"
824.0,4.5,363.0,"Japanese,  Sushi,  Asian,  Vegetarian Friendly,  Gluten Free Options"
824.0,5.0,4.0,Indian
824.0,5.0,8.0,unknown
825.0,3.0,4.0,"Pizza,  Turkish"
825.0,3.0,303.0,"Steakhouse,  European"
825.0,3.5,42.0,"Sushi,  Asian"
825.0,4.0,20.0,unknown
825.0,4.0,29.0,"Bar,  Pub, Indian,  Vegetarian Friendly"
825.0,4.0,34.0,"Mediterranean,  Greek,  Healthy,  Turkish"
825.0,4.0,66.0,"Portuguese,  Soups,  European"
825.0,4.0,291.0,"Bar,  Mediterranean,  Spanish,  Wine Bar"
825.0,4.0,412.0,"Mediterranean,  European,  Spanish,  Vegetarian Friendly,  Gluten Free Options"
825.0,4.5,11.0,Turkish
825.0,4.5,39.0,"Bar,  Pub,  Czech,  Eastern European,  Central European,  European"
825.0,4.5,267.0,"Japanese,  Asian,  Vegetarian Friendly,  Vegan Options"
826.0,3.0,9.0,Italian
826.0,3.5,12.0,"Indian,  Scandinavian,  Vegetarian Friendly"
826.0,4.0,9.0,unknown
826.0,4.0,24.0,unknown
826.0,4.0,175.0,"Cafe,  Fast Food,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
826.0,4.0,236.0,"Mediterranean,  European,  Spanish,  Vegetarian Friendly"
826.0,4.0,330.0,"Italian,  Mediterranean,  Vegetarian Friendly"
826.0,4.0,466.0,"French,  European,  Gastropub"
826.0,4.5,7.0,unknown
826.0,4.5,10.0,unknown
826.0,4.5,111.0,"Indian,  Portuguese,  Nepali,  European,  Vegan Options,  Vegetarian Friendly"
826.0,5.0,6.0,Italian
827.0,3.0,10.0,"Mediterranean,  Italian"
827.0,3.5,595.0,"Irish,  Bar,  European,  British,  Pub,  Vegetarian Friendly"
827.0,4.0,23.0,"European,  Portuguese"
827.0,4.0,55.0,Portuguese
827.0,4.0,321.0,"Chinese,  Asian,  Vietnamese,  Vegetarian Friendly"
827.0,4.5,23.0,unknown
828.0,2.5,13.0,"Pizza,  European"
828.0,4.0,41.0,"Austrian,  Vegetarian Friendly"
828.0,4.0,86.0,unknown
828.0,4.0,299.0,"Mexican,  Latin,  Pub,  Central American,  Bar,  South American,  Vegetarian Friendly"
828.0,4.0,356.0,"German,  European,  Central European,  Vegetarian Friendly"
828.0,4.5,292.0,"Middle Eastern,  Persian,  Vegetarian Friendly,  Halal,  Vegan Options"
828.0,5.0,4.0,Asian
829.0,3.0,22.0,"Italian,  Pizza,  Mediterranean,  European"
829.0,4.0,24.0,"Polish,  European,  Pub"
829.0,4.0,57.0,"Italian,  Mediterranean"
829.0,4.0,178.0,"European,  Soups,  Central European,  Hungarian,  Vegetarian Friendly,  Vegan Options"
829.0,4.0,247.0,"Mediterranean,  Barbecue,  Turkish,  Middle Eastern,  Vegetarian Friendly,  Vegan Options,  Halal,  Gluten Free Options"
829.0,4.5,8.0,"European,  Danish"
829.0,4.5,29.0,unknown
829.0,4.5,182.0,"Seafood,  Mediterranean,  Spanish,  European"
829.0,4.5,209.0,Pub
829.0,4.5,356.0,"Seafood,  Italian,  Mediterranean,  European,  Contemporary,  Central European,  Vegetarian Friendly,  Gluten Free Options"
829.0,5.0,8.0,"Irish,  Bar,  European,  Delicatessen,  Grill,  Pub"
830.0,4.0,7.0,Pizza
830.0,4.0,27.0,Vegetarian Friendly
830.0,4.0,60.0,"Fast Food,  Healthy,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
830.0,4.0,189.0,"Italian,  Pizza,  Mediterranean,  European,  Vegetarian Friendly"
830.0,4.0,280.0,"Pizza,  Seafood,  Italian,  Vegetarian Friendly"
830.0,4.5,12.0,"European,  Portuguese"
830.0,4.5,22.0,European
830.0,4.5,39.0,"Brew Pub,  Bar,  Fast Food,  Pub,  Spanish"
830.0,4.5,56.0,"Italian,  Pizza,  Mediterranean,  European,  Vegetarian Friendly"
830.0,5.0,8.0,Fusion
831.0,2.5,40.0,"Fast Food,  European"
831.0,3.5,75.0,"Mediterranean,  Middle Eastern,  Cafe,  Israeli,  Vegetarian Friendly,  Vegan Options"
831.0,3.5,82.0,"Bar,  Japanese,  Belgian,  Cafe,  Pub,  Vegetarian Friendly"
831.0,3.5,250.0,"French,  European"
831.0,4.0,9.0,Healthy
831.0,4.0,41.0,"German,  Austrian,  European,  Central European"
831.0,4.0,55.0,"Italian,  European,  Pizza"
831.0,4.0,88.0,"Steakhouse,  European,  Czech,  Central European"
831.0,4.0,109.0,"Mediterranean,  European,  Portuguese"
831.0,4.0,141.0,"Indian,  Asian,  Bangladeshi,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
831.0,4.0,1282.0,"Mexican,  Vegetarian Friendly,  Vegan Options"
831.0,4.0,3508.0,"Mediterranean,  European,  Spanish,  Vegetarian Friendly"
831.0,4.5,71.0,"Filipino,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
831.0,4.5,144.0,"Indian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
831.0,4.5,600.0,"Italian,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
831.0,5.0,6.0,unknown
832.0,2.5,5.0,unknown
832.0,3.5,53.0,"Mediterranean,  Greek,  European,  Vegetarian Friendly"
832.0,3.5,161.0,"Austrian,  Cafe,  European,  Central European,  Vegetarian Friendly"
832.0,3.5,326.0,"Bar,  International,  European,  Czech"
832.0,4.0,20.0,"Mediterranean,  Greek"
832.0,4.0,29.0,"Mediterranean,  Turkish,  Middle Eastern,  Vegetarian Friendly"
832.0,4.0,37.0,"Bar,  Pub,  Grill"
832.0,4.0,70.0,"Soups,  Central European,  Hungarian,  European"
832.0,4.0,122.0,Pub
832.0,4.5,10.0,unknown
833.0,3.0,69.0,"American,  Vegetarian Friendly"
833.0,4.0,32.0,"Polish,  Mediterranean,  Fusion,  Healthy"
833.0,4.0,38.0,unknown
833.0,4.0,62.0,"Polish,  Eastern European,  Central European,  Bar,  European,  Pub"
833.0,4.0,164.0,"Chinese,  Asian,  Vegetarian Friendly,  Vegan Options"
833.0,4.0,434.0,"Mediterranean,  European,  Spanish,  Vegetarian Friendly,  Gluten Free Options"
833.0,4.5,228.0,"Turkish,  Mediterranean,  Middle Eastern,  Vegetarian Friendly,  Vegan Options,  Halal,  Gluten Free Options"
834.0,3.5,6.0,Pub
834.0,4.0,15.0,Vietnamese
834.0,4.0,94.0,"Italian,  Mediterranean,  European,  Vegetarian Friendly"
834.0,4.5,13.0,unknown
834.0,4.5,18.0,unknown
834.0,4.5,25.0,"Bar,  British,  Pub,  Vegetarian Friendly"
834.0,4.5,46.0,"Indian,  Vegetarian Friendly"
835.0,3.5,4.0,Pub
835.0,3.5,528.0,"Brazilian,  Barbecue"
835.0,4.0,4.0,"Bar,  Pub"
835.0,4.0,12.0,"unknown, Japanese,  Sushi"
835.0,4.0,42.0,"Pakistani,  Indian,  Native American,  American,  Fast Food,  Asian,  Vegetarian Friendly,  Halal"
835.0,4.0,110.0,"Mediterranean,  European,  Greek,  Vegetarian Friendly"
835.0,4.0,153.0,"Portuguese,  Fast Food,  Halal"
835.0,4.0,362.0,"Japanese,  Sushi,  Asian"
835.0,4.5,20.0,"European,  Central European,  Hungarian,  Vegetarian Friendly,  Vegan Options"
835.0,4.5,28.0,Spanish
835.0,4.5,45.0,"Bar,  European,  Pub,  Czech,  Central European"
835.0,4.5,46.0,"Dutch,  Cafe,  European,  Soups,  Vegetarian Friendly"
835.0,5.0,7.0,unknown
836.0,2.5,4.0,unknown
836.0,4.0,5.0,"Mediterranean,  Middle Eastern"
836.0,4.0,74.0,"Mediterranean,  European,  Spanish,  Vegetarian Friendly"
836.0,4.0,217.0,"Bar,  European,  Contemporary,  Gastropub,  Vegetarian Friendly"
836.0,4.0,435.0,"American,  British,  Australian,  Vegetarian Friendly,  Vegan Options"
836.0,4.5,11.0,Greek
836.0,4.5,36.0,"German,  Austrian,  European,  Central European,  Contemporary"
836.0,4.5,84.0,"European,  Steakhouse,  Irish,  Gluten Free Options"
836.0,4.5,211.0,"Bar,  Asian,  Thai,  Pub,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
836.0,5.0,5.0,unknown
837.0,4.0,15.0,unknown
837.0,4.0,116.0,"Italian,  Pizza,  Vegetarian Friendly,  Gluten Free Options"
837.0,4.0,141.0,"Bar,  Mediterranean,  Sushi,  European,  Portuguese,  Contemporary,  Vegetarian Friendly"
837.0,4.0,196.0,"Bar,  European,  Czech,  Eastern European,  Central European,  International"
837.0,4.5,19.0,unknown
837.0,4.5,28.0,"Pizza,  European,  Vegetarian Friendly,  Vegan Options"
837.0,4.5,78.0,"Asian,  Thai,  Vegetarian Friendly,  Vegan Options"
837.0,5.0,7.0,Greek
838.0,3.5,152.0,"Chinese,  Japanese,  Asian,  Seafood,  Sushi,  Thai,  Vegetarian Friendly"
838.0,4.0,9.0,"Italian,  Polish,  International,  European"
838.0,4.0,26.0,"American,  Bar,  Pizza,  European"
838.0,4.0,28.0,Vegetarian Friendly
838.0,4.0,69.0,"Polish,  European,  Central European,  Wine Bar,  Vegetarian Friendly,  Vegan Options"
838.0,4.0,205.0,"Dutch,  Bar,  European,  Vegetarian Friendly"
838.0,4.0,865.0,"Bar,  Vegan Options,  Vegetarian Friendly"
838.0,4.5,7.0,"Swiss,  European,  Portuguese"
838.0,4.5,21.0,"European,  Barbecue,  Grill,  Hungarian"
838.0,4.5,33.0,"Cafe,  European,  Vegetarian Friendly,  Vegan Options"
838.0,4.5,43.0,"American,  Mediterranean,  Vegetarian Friendly,  Gluten Free Options"
838.0,4.5,158.0,"Mediterranean,  Spanish,  Vegetarian Friendly"
838.0,5.0,5.0,New Zealand
839.0,3.5,27.0,"Indian,  Middle Eastern,  Pakistani"
839.0,4.0,46.0,"Italian,  Pizza,  European,  Wine Bar,  Vegetarian Friendly"
839.0,4.0,100.0,"Italian,  European,  Mediterranean,  Vegetarian Friendly,  Gluten Free Options"
839.0,4.0,132.0,"Mediterranean,  Spanish,  European,  Vegetarian Friendly"
839.0,4.0,433.0,"Italian,  Seafood,  Mediterranean,  Vegetarian Friendly"
839.0,4.0,1182.0,"Asian,  Vietnamese,  Soups,  Vegetarian Friendly"
839.0,4.5,15.0,Italian
839.0,4.5,52.0,"Spanish,  Contemporary,  Vegetarian Friendly,  Gluten Free Options"
839.0,5.0,5.0,Seafood
840.0,3.5,21.0,"Japanese,  Sushi,  Asian"
840.0,3.5,138.0,"Mediterranean,  European,  Portuguese"
840.0,3.5,755.0,"Italian,  Pizza,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
840.0,4.0,8.0,Thai
840.0,4.0,11.0,unknown
840.0,4.0,28.0,"Chinese,  Asian"
840.0,4.0,798.0,"Italian,  Pizza,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
840.0,4.5,3.0,unknown
840.0,4.5,6.0,"Italian,  Mediterranean"
840.0,4.5,25.0,"Spanish,  Vegetarian Friendly"
840.0,4.5,78.0,"European,  Portuguese,  Vegetarian Friendly"
840.0,4.5,82.0,"Mediterranean,  Spanish,  Wine Bar"
840.0,5.0,16.0,"European,  Hungarian"
841.0,4.0,8.0,unknown
841.0,4.0,39.0,"Chinese,  Vietnamese,  Sushi,  Vegetarian Friendly"
841.0,4.0,88.0,"French,  European,  Vegetarian Friendly"
841.0,4.0,134.0,"Central European,  Bar,  Pub,  Czech"
841.0,4.0,238.0,"Indian,  Pakistani,  Asian,  Middle Eastern,  Vegetarian Friendly,  Halal,  Vegan Options,  Gluten Free Options"
841.0,4.0,597.0,Italian
841.0,4.5,21.0,"American,  Bar,  Pub"
841.0,4.5,25.0,unknown
841.0,5.0,10.0,"French,  American,  Cafe,  Healthy,  Soups"
842.0,3.0,13.0,Italian
842.0,3.5,81.0,"Mediterranean,  Greek"
842.0,4.0,11.0,unknown
842.0,4.0,30.0,"Bar,  Pub,  Diner"
842.0,4.0,36.0,"Chinese,  Asian,  Fusion,  Vegetarian Friendly"
842.0,4.0,37.0,Greek
842.0,4.0,41.0,"French,  Swiss,  European,  Delicatessen,  Gastropub"
842.0,4.0,106.0,"Moroccan,  Middle Eastern,  African,  Vegetarian Friendly,  Vegan Options,  Halal"
842.0,4.0,193.0,"French,  European"
842.0,4.0,411.0,"Mediterranean,  European,  Spanish,  Vegetarian Friendly,  Gluten Free Options"
842.0,4.0,1161.0,"Indian,  Asian,  Vegetarian Friendly,  Vegan Options,  Halal,  Gluten Free Options"
842.0,4.0,NaN,Pub
842.0,4.5,34.0,unknown
842.0,4.5,58.0,"Chinese,  Japanese,  Vegetarian Friendly"
