Index,date,group,quantity,unit_cogs
16762,2018-01-11,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,2.13
16964,2018-01-02,POULTRY,2.61,10.770114942528698
134,2018-01-01,ALCOHOL,24,2.42
19162,2018-01-03,SWEETS,24,2.25125
14269,2018-01-05,GROATS_RICE_PASTA,8,1.4
5973,2018-01-08,COFFEE TEA,10,1.99
22999,2018-01-05,ALCOHOL,1,6.75
14522,2018-01-10,GROATS_RICE_PASTA,2,4.08
17647,2018-01-08,GENERAL_ITEMS,5,2.81
13532,2018-01-09,GENERAL_FOOD,8,2.53
6104,2018-01-11,COFFEE TEA,1,8.78
11421,2018-01-04,GENERAL,1,5.52
3319,2018-01-09,CHEMISTRY,1,1.39
17067,2018-01-05,POULTRY,0.11,20.3636363636364
21737,2018-01-06,VEGETABLES,22.12,5.13019891500904
1563,2018-01-03,POULTRY,4,2.4
4590,2018-01-06,CHIPS_FLAKES,2,4.03
14141,2018-01-03,GROATS_RICE_PASTA,6,0.89
18734,2018-01-12,SPICES,5,0.84
2943,2018-01-07,CHEMISTRY,2,5.39
11265,2018-01-02,GENERAL,2,2.87
6807,2018-01-03,DAIRY_CHESSE,6,4.18
20736,2018-01-11,SWEETS,3,2.77
2737,2018-01-06,CHEMISTRY,2,2.4
13047,2018-01-07,GENERAL_FOOD,5,0.63
8351,2018-01-11,DAIRY_CHESSE,6,1.18
21370,2018-01-01,VEGETABLES,1,2.97
7471,2018-01-06,DAIRY_CHESSE,67,1.82865671641791
17128,2018-01-06,POULTRY,1,3.21
22002,2018-01-09,VEGETABLES,2,2.15
22667,2018-01-08,ALCOHOL,1,36.99
19657,2018-01-06,SWEETS,6,0.99
21421,2018-01-02,VEGETABLES,124.56,0.888567758509955
9718,2018-01-06,DRINK_JUICE,6,1.12
7872,2018-01-08,DAIRY_CHESSE,2,2.43
18611,2018-01-10,SPICES,19,0.84
21363,2018-01-01,VEGETABLES,39.85,2.47252195734002
11469,2018-01-05,GENERAL,1,1.49
8184,2018-01-10,DAIRY_CHESSE,4,2.8175
12809,2018-01-05,GENERAL_FOOD,5,9.5
15351,2018-01-06,ICE_CREAMS_FROZEN,1,1.95
6013,2018-01-09,COFFEE TEA,4,1.07
1571,2018-01-03,POULTRY,62.83,5.0292853732293485
7363,2018-01-06,DAIRY_CHESSE,4,2.77
13157,2018-01-07,GENERAL_FOOD,9,1.08
11822,2018-01-09,GENERAL,2,2.55
2069,2018-01-02,CHEMISTRY,11,11.7545454545455
17823,2018-01-10,GENERAL_ITEMS,320,3.823625
3461,2018-01-10,CHEMISTRY,1,1.79
20401,2018-01-09,SWEETS,1,6.74
20481,2018-01-09,SWEETS,4,1.55
8763,2018-01-01,DRINK_JUICE,10,1.62
19101,2018-01-03,SWEETS,55,1.83
17731,2018-01-01,GENERAL_ITEMS,5,1.44
15503,2018-01-07,ICE_CREAMS_FROZEN,57,1.61
12939,2018-01-06,GENERAL_FOOD,46,1.2273913043478302
13452,2018-01-09,GENERAL_FOOD,20,0.8345
459,2018-01-06,ALCOHOL,3,5.62666666666667
2061,2018-01-02,CHEMISTRY,1,0.8
4810,2018-01-12,CHIPS_FLAKES,7,1.59
7837,2018-01-08,DAIRY_CHESSE,11,1.85
20581,2018-01-10,SWEETS,64,0.7303125
10749,2018-01-12,DRINK_JUICE,11,1.91818181818182
21602,2018-01-04,VEGETABLES,3,1.66
225,2018-01-02,ALCOHOL,2,1.74
17976,2018-01-11,GENERAL_ITEMS,2,5.5
16831,2018-01-12,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,2.65
8247,2018-01-10,DAIRY_CHESSE,3,1.34
7226,2018-01-05,DAIRY_CHESSE,9,1.64
6309,2018-01-09,COOKIES_BULK,1.25,9.992
18229,2018-01-04,SPICES,5,2.59
16615,2018-01-09,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,3.79
10660,2018-01-12,DRINK_JUICE,15,1.80133333333333
274,2018-01-03,ALCOHOL,4,2.58
9913,2018-01-07,DRINK_JUICE,12,1.5183333333333302
16055,2018-01-01,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,18,0.95
14165,2018-01-03,GROATS_RICE_PASTA,5,2.0
7167,2018-01-05,DAIRY_CHESSE,5,1.75
7402,2018-01-06,DAIRY_CHESSE,1,6.89
15970,2018-01-12,ICE_CREAMS_FROZEN,1,5.03
10471,2018-01-10,DRINK_JUICE,13,1.9
2426,2018-01-04,CHEMISTRY,4,0.31
1360,2018-01-09,BREAD,176,1.36090909090909
17174,2018-01-08,POULTRY,2.08,19.8461538461538
13932,2018-01-12,GENERAL_FOOD,3,2.32
15640,2018-01-08,ICE_CREAMS_FROZEN,8,1.66
15017,2018-01-04,ICE_CREAMS_FROZEN,,7.0
11630,2018-01-07,GENERAL,6,0.85
5850,2018-01-04,COFFEE TEA,3,0.47
8248,2018-01-10,DAIRY_CHESSE,57,1.4
20427,2018-01-09,SWEETS,16,0.64
2998,2018-01-08,CHEMISTRY,1,3.72
11691,2018-01-07,GENERAL,3,1.9
1991,2018-01-01,CHEMISTRY,3,2.1
12382,2018-01-03,GENERAL_FOOD,2,2.99
2167,2018-01-03,CHEMISTRY,1,6.69
100,2018-01-12,GENERAL_ITEMS,1,3.25
10725,2018-01-12,DRINK_JUICE,15,1.72533333333333
19697,2018-01-06,SWEETS,11,1.28
2994,2018-01-08,CHEMISTRY,1,3.75
5194,2018-01-05,CIGARETTES,7,9.95
13921,2018-01-12,GENERAL_FOOD,7,1.44
278,2018-01-03,ALCOHOL,180,1.39
18081,2018-01-02,SPICES,9,0.77
10448,2018-01-10,DRINK_JUICE,1,1.66
9104,2018-01-03,DRINK_JUICE,3,2.03
60,2018-01-08,GENERAL_ITEMS,2,2.89
14643,2018-01-12,GROATS_RICE_PASTA,2,1.76
15365,2018-01-06,ICE_CREAMS_FROZEN,2,5.74
18438,2018-01-07,SPICES,1,2.4
18184,2018-01-03,SPICES,4,1.0
2927,2018-01-07,CHEMISTRY,1,5.19
1041,2018-01-01,BREAD,8,3.5
16187,2018-01-03,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,6,3.64
10338,2018-01-10,DRINK_JUICE,18,1.14
22024,2018-01-09,VEGETABLES,22,1.6
7463,2018-01-06,DAIRY_CHESSE,4,2.06
187,2018-01-02,ALCOHOL,9,3.78
11431,2018-01-04,GENERAL,1,3.6
12791,2018-01-05,GENERAL_FOOD,2,3.9
4157,2018-01-05,CHEWING_GUM_LOLIPOPS,1,5.05
22731,2018-01-09,ALCOHOL,28,13.425357142857099
4892,2018-01-01,CIGARETTES,57,9.94859649122807
7726,2018-01-07,DAIRY_CHESSE,3,1.19
7453,2018-01-06,DAIRY_CHESSE,3,0.73
835,2018-01-10,ALCOHOL,6,1.8
14498,2018-01-10,GROATS_RICE_PASTA,7,1.54
20923,2018-01-12,SWEETS,6,2.41
17939,2018-01-09,GENERAL_ITEMS,18,3.1866666666666696
1099,2018-01-02,BREAD,74,1.73
671,2018-01-08,ALCOHOL,8,2.58
3122,2018-01-08,CHEMISTRY,57,0.164035087719298
907,2018-01-11,ALCOHOL,1,4.07
4397,2018-01-02,CHIPS_FLAKES,1,1.34
10821,2018-01-02,POULTRY,1.02,23.441176470588193
11477,2018-01-05,GENERAL,1,5.29
21415,2018-01-02,VEGETABLES,68.09,0.456307827874871
19244,2018-01-03,SWEETS,37,1.44
17589,2018-01-04,GENERAL_ITEMS,1,1.72
4319,2018-01-12,CHEWING_GUM_LOLIPOPS,7,1.48
8233,2018-01-10,DAIRY_CHESSE,9,1.54
4785,2018-01-11,CHIPS_FLAKES,7,3.85
10275,2018-01-09,DRINK_JUICE,11,0.83
15986,2018-01-12,ICE_CREAMS_FROZEN,1,6.99
12407,2018-01-03,GENERAL_FOOD,1,2.73
20864,2018-01-11,SWEETS,3,2.31
2710,2018-01-06,CHEMISTRY,1,2.19
21968,2018-01-09,VEGETABLES,9.1,2.4593406593406604
7043,2018-01-04,DAIRY_CHESSE,15,1.76
6259,2018-01-06,COOKIES_BULK,0.3,12.066666666666698
385,2018-01-05,ALCOHOL,18,2.34666666666667
3970,2018-01-12,CHEMISTRY,1,1.69
21758,2018-01-06,VEGETABLES,2.47,7.036437246963558
881,2018-01-10,ALCOHOL,1,4.07
4464,2018-01-03,CHIPS_FLAKES,14,2.23
17892,2018-01-05,GENERAL_ITEMS,2,1.53
753,2018-01-09,ALCOHOL,70,1.26
13831,2018-01-11,GENERAL_FOOD,3,1.08
8518,2018-01-11,DAIRY_CHESSE,5,1.27
12702,2018-01-05,GENERAL_FOOD,11,1.13
1758,2018-01-10,POULTRY,2,1.53
7930,2018-01-08,DAIRY_CHESSE,23,1.66608695652174
21263,2018-01-10,TABLETS,5,2.78
22421,2018-01-03,ALCOHOL,1,76.05
5578,2018-01-11,CIGARETTES,2,11.8
4310,2018-01-11,CHEWING_GUM_LOLIPOPS,3,0.84
22258,2018-01-12,VEGETABLES,7,2.16
21833,2018-01-07,VEGETABLES,4.01,5.4738154613466286
253,2018-01-03,ALCOHOL,23,1.12
2085,2018-01-02,CHEMISTRY,10,1.79
9460,2018-01-05,DRINK_JUICE,3,5.35
13820,2018-01-11,GENERAL_FOOD,8,0.73
8985,2018-01-02,DRINK_JUICE,7,0.7885714285714279
22135,2018-01-11,VEGETABLES,0.755,8.79470198675497
7954,2018-01-09,DAIRY_CHESSE,5,1.75
6789,2018-01-03,DAIRY_CHESSE,4,0.95
3678,2018-01-11,CHEMISTRY,1,3.6
21199,2018-01-07,TABLETS,2,1.84
12399,2018-01-03,GENERAL_FOOD,23,0.24
22369,2018-01-02,ALCOHOL,7,7.1
2561,2018-01-05,CHEMISTRY,2,3.35
9774,2018-01-07,DRINK_JUICE,2,3.03
8796,2018-01-01,DRINK_JUICE,10,1.66
18228,2018-01-04,SPICES,4,1.87
23128,2018-01-10,ALCOHOL,2,7.6
4048,2018-01-02,CHEWING_GUM_LOLIPOPS,1,1.46
12471,2018-01-03,GENERAL_FOOD,12,2.25
12454,2018-01-03,GENERAL_FOOD,12,4.69
14252,2018-01-05,GROATS_RICE_PASTA,10,1.93
17867,2018-01-03,GENERAL_ITEMS,1,2.35
3315,2018-01-09,CHEMISTRY,6,1.59
5968,2018-01-07,COFFEE TEA,1,2.62
11262,2018-01-02,GENERAL,6,1.0
3025,2018-01-08,CHEMISTRY,2,3.28
17834,2018-01-01,GENERAL_ITEMS,3,3.15
5167,2018-01-05,CIGARETTES,32,12.049375
22553,2018-01-05,ALCOHOL,1,16.7
14614,2018-01-12,GROATS_RICE_PASTA,8,1.04
10245,2018-01-09,DRINK_JUICE,10,1.75
5060,2018-01-04,CIGARETTES,1,5.05
19953,2018-01-07,SWEETS,2,0.43
12239,2018-01-02,GENERAL_FOOD,2,2.4
10644,2018-01-12,DRINK_JUICE,1,3.9
17613,2018-01-06,GENERAL_ITEMS,69,1.31
5958,2018-01-07,COFFEE TEA,1,8.78
4442,2018-01-03,CHIPS_FLAKES,2,3.85
12908,2018-01-06,GENERAL_FOOD,1,2.59
18397,2018-01-07,SPICES,4,0.14
5450,2018-01-09,CIGARETTES,11,12.18
9664,2018-01-06,DRINK_JUICE,1,1.99
12378,2018-01-03,GENERAL_FOOD,12,1.5175
6735,2018-01-02,DAIRY_CHESSE,6,1.57
4010,2018-01-01,CHEWING_GUM_LOLIPOPS,7,1.46
20518,2018-01-10,SWEETS,10,1.01
7641,2018-01-07,DAIRY_CHESSE,6,2.15
11534,2018-01-06,GENERAL,1,1.59
18427,2018-01-07,SPICES,6,3.03
3015,2018-01-08,CHEMISTRY,3,3.85
4233,2018-01-08,CHEWING_GUM_LOLIPOPS,10,0.88
3079,2018-01-08,CHEMISTRY,2,2.06
16330,2018-01-05,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,2.77
20114,2018-01-08,SWEETS,3,2.84
14289,2018-01-06,GROATS_RICE_PASTA,7,2.3
18547,2018-01-09,SPICES,4,0.42
5925,2018-01-06,COFFEE TEA,8,2.19
9693,2018-01-06,DRINK_JUICE,10,0.93
5234,2018-01-06,CIGARETTES,6,10.6666666666667
17082,2018-01-05,POULTRY,0.2,16.8
18182,2018-01-03,SPICES,1,1.6
16952,2018-01-02,POULTRY,2.29,17.004366812227097
922,2018-01-11,ALCOHOL,5,1.83
1301,2018-01-08,BREAD,2735,0.54
17293,2018-01-11,POULTRY,0.03,15.0
4462,2018-01-03,CHIPS_FLAKES,6,3.81
4502,2018-01-04,CHIPS_FLAKES,7,3.81
6556,2018-01-01,DAIRY_CHESSE,6,5.16
7436,2018-01-06,DAIRY_CHESSE,4,1.49
18105,2018-01-02,SPICES,1,2.59
22163,2018-01-11,VEGETABLES,25.345,4.766620635233769
21638,2018-01-05,VEGETABLES,2.53,2.98418972332016
22749,2018-01-10,ALCOHOL,14,3.04
18293,2018-01-05,SPICES,1,1.38
11513,2018-01-05,GENERAL,1,2.45
5846,2018-01-04,COFFEE TEA,2,8.33
13529,2018-01-09,GENERAL_FOOD,5,1.21
15900,2018-01-11,ICE_CREAMS_FROZEN,1,0.01
12024,2018-01-12,GENERAL,9,1.66
9193,2018-01-04,DRINK_JUICE,1,1.87
7760,2018-01-08,DAIRY_CHESSE,13,1.11692307692308
4743,2018-01-09,CHIPS_FLAKES,15,2.23
1037,2018-01-01,BREAD,411,2.5818491484184904
7784,2018-01-08,DAIRY_CHESSE,180,2.41688888888889
16215,2018-01-04,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,8,2.34
6302,2018-01-09,COOKIES_BULK,0.34,11.029411764705904
18877,2018-01-01,SWEETS,31,0.6238709677419351
3378,2018-01-09,CHEMISTRY,5,0.18
9566,2018-01-06,DRINK_JUICE,3,2.31
23036,2018-01-07,ALCOHOL,1,11.74
19625,2018-01-05,SWEETS,12,2.35
5334,2018-01-07,CIGARETTES,2,9.86
9303,2018-01-04,DRINK_JUICE,45,0.78
7621,2018-01-07,DAIRY_CHESSE,20,1.65
12460,2018-01-03,GENERAL_FOOD,4,4.35
6225,2018-01-04,COOKIES_BULK,0.37,14.351351351351399
12866,2018-01-05,GENERAL_FOOD,2,1.27
6001,2018-01-08,COFFEE TEA,2,4.73
19049,2018-01-02,SWEETS,1,1.21
2577,2018-01-05,CHEMISTRY,3,1.72
8368,2018-01-11,DAIRY_CHESSE,5,1.24
17604,2018-01-05,GENERAL_ITEMS,1,6.5
12158,2018-01-01,GENERAL_FOOD,1,0.86
11154,2018-01-12,POULTRY,0.32,15.3125
15698,2018-01-09,ICE_CREAMS_FROZEN,1,1.26
3453,2018-01-10,CHEMISTRY,1,2.25
17734,2018-01-01,GENERAL_ITEMS,5,2.0
5276,2018-01-06,CIGARETTES,4,9.86
1007,2018-01-12,ALCOHOL,4,1.73
16035,2018-01-01,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,44,3.87
19719,2018-01-06,SWEETS,11,2.24
3558,2018-01-10,CHEMISTRY,1,1.03
18282,2018-01-05,SPICES,1,1.05
7838,2018-01-08,DAIRY_CHESSE,46,1.9486956521739096
5030,2018-01-03,CIGARETTES,1,10.1
11599,2018-01-06,GENERAL,1,6.7
8559,2018-01-12,DAIRY_CHESSE,467,5.865460385438969
18891,2018-01-01,SWEETS,13,0.81
6151,2018-01-12,COFFEE TEA,2,14.63
6940,2018-01-03,DAIRY_CHESSE,6,1.65
15411,2018-01-07,ICE_CREAMS_FROZEN,1,7.0
7229,2018-01-05,DAIRY_CHESSE,11,1.65
3046,2018-01-08,CHEMISTRY,1,2.99
2140,2018-01-03,CHEMISTRY,43,0.78
21856,2018-01-07,VEGETABLES,1,1.82
19773,2018-01-06,SWEETS,4,1.98
12712,2018-01-05,GENERAL_FOOD,33,1.48
3704,2018-01-11,CHEMISTRY,4,2.065
4941,2018-01-02,CIGARETTES,12,12.686666666666698
3012,2018-01-08,CHEMISTRY,3,0.35
13764,2018-01-11,GENERAL_FOOD,6,1.94
20306,2018-01-09,SWEETS,4,1.31
9979,2018-01-08,DRINK_JUICE,29,0.9
20779,2018-01-11,SWEETS,3,1.32
21368,2018-01-01,VEGETABLES,13.85,6.45126353790614
5195,2018-01-05,CIGARETTES,6,9.95
3224,2018-01-09,CHEMISTRY,1,4.79
17035,2018-01-04,POULTRY,5.92,9.00168918918919
21641,2018-01-05,VEGETABLES,152.14,3.09287498356777
14223,2018-01-04,GROATS_RICE_PASTA,9,0.99
8788,2018-01-01,DRINK_JUICE,4,3.21
7276,2018-01-05,DAIRY_CHESSE,1,2.34
8967,2018-01-02,DRINK_JUICE,5,0.55
23012,2018-01-06,ALCOHOL,1,11.74
10669,2018-01-12,DRINK_JUICE,1,2.12
6186,2018-01-01,COOKIES_BULK,0.45,10.3555555555556
20309,2018-01-09,SWEETS,8,1.39
15544,2018-01-08,ICE_CREAMS_FROZEN,120,1.52
8258,2018-01-10,DAIRY_CHESSE,40,1.954
11358,2018-01-03,GENERAL,1,4.65
15833,2018-01-10,ICE_CREAMS_FROZEN,12,1.12
18947,2018-01-02,SWEETS,3,0.92
891,2018-01-11,ALCOHOL,1,3.02
12275,2018-01-02,GENERAL_FOOD,2,4.95
21648,2018-01-05,VEGETABLES,44,0.77
17739,2018-01-02,GENERAL_ITEMS,7,2.1442857142857097
10654,2018-01-12,DRINK_JUICE,2,2.59
20484,2018-01-09,SWEETS,6,0.51
13870,2018-01-12,GENERAL_FOOD,1,2.04
11535,2018-01-06,GENERAL,9,2.4
11386,2018-01-04,GENERAL,6,1.52
21481,2018-01-03,VEGETABLES,78,0.9187179487179492
21222,2018-01-08,TABLETS,1,3.5
12839,2018-01-05,GENERAL_FOOD,6,0.75
17626,2018-01-07,GENERAL_ITEMS,5,2.19
18019,2018-01-01,SPICES,2,0.88
18885,2018-01-01,SWEETS,1,2.0
4620,2018-01-07,CHIPS_FLAKES,5,1.24
5785,2018-01-02,COFFEE TEA,25,2.4
4370,2018-01-01,CHIPS_FLAKES,2,1.47
11278,2018-01-02,GENERAL,2,2.13
22103,2018-01-10,VEGETABLES,2,3.095
1712,2018-01-09,POULTRY,4,3.39
17313,2018-01-12,POULTRY,2.34,20.307692307692303
6626,2018-01-02,DAIRY_CHESSE,8,3.11875
18766,2018-01-12,SPICES,4,1.5325
3182,2018-01-09,CHEMISTRY,2,6.89
16606,2018-01-09,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,3,2.53
22215,2018-01-12,VEGETABLES,1.37,8.75912408759124
9481,2018-01-05,DRINK_JUICE,1,1.21
20104,2018-01-08,SWEETS,2,3.45
12450,2018-01-03,GENERAL_FOOD,12,2.15
846,2018-01-10,ALCOHOL,16,2.035
9729,2018-01-07,DRINK_JUICE,4,3.4
16835,2018-01-12,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,6,2.13
20289,2018-01-09,SWEETS,36,1.16
6849,2018-01-03,DAIRY_CHESSE,10,1.644
21955,2018-01-08,VEGETABLES,6,3.55
11708,2018-01-08,GENERAL,3,1.59
3525,2018-01-10,CHEMISTRY,3,3.39
9351,2018-01-05,DRINK_JUICE,12,0.93
4840,2018-01-01,CIGARETTES,1,1.22
8403,2018-01-11,DAIRY_CHESSE,2,3.28
16471,2018-01-07,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,1.0
21437,2018-01-02,VEGETABLES,36.96,1.78950216450216
7509,2018-01-06,DAIRY_CHESSE,3,2.93
18378,2018-01-06,SPICES,1,0.9
5863,2018-01-05,COFFEE TEA,1,2.59
4828,2018-01-12,CHIPS_FLAKES,5,2.69
5562,2018-01-11,CIGARETTES,1,10.72
17790,2018-01-12,GENERAL_ITEMS,5,1.444
15101,2018-01-05,ICE_CREAMS_FROZEN,3,11.18
2256,2018-01-03,CHEMISTRY,1,4.04
6441,2018-01-01,DAIRY_CHESSE,218,2.15
12199,2018-01-01,GENERAL_FOOD,6,1.79
17273,2018-01-11,POULTRY,1.27,14.2362204724409
14759,2018-01-02,ICE_CREAMS_FROZEN,1,0.43
10847,2018-01-02,POULTRY,7,2.19
11317,2018-01-03,GENERAL,1,2.04
7300,2018-01-05,DAIRY_CHESSE,9,2.78
20755,2018-01-11,SWEETS,8,1.48
21131,2018-01-04,TABLETS,1,3.91
13122,2018-01-07,GENERAL_FOOD,2,0.77
20264,2018-01-08,SWEETS,6,2.0883333333333303
22521,2018-01-05,ALCOHOL,1,17.45
19755,2018-01-06,SWEETS,2,1.36
22061,2018-01-10,VEGETABLES,106.505,1.15403032721468
20538,2018-01-10,SWEETS,3,2.78
21455,2018-01-02,VEGETABLES,2,2.04
3512,2018-01-10,CHEMISTRY,3,0.92
20494,2018-01-09,SWEETS,4,2.12
17904,2018-01-05,GENERAL_ITEMS,2,2.75
8356,2018-01-11,DAIRY_CHESSE,6,1.72
14508,2018-01-10,GROATS_RICE_PASTA,2,2.92
14014,2018-01-12,GENERAL_FOOD,8,2.88
5563,2018-01-11,CIGARETTES,44,9.91681818181818
8101,2018-01-09,DAIRY_CHESSE,4,2.78
12092,2018-01-01,GENERAL_FOOD,5,1.81
20099,2018-01-08,SWEETS,3,3.75
19221,2018-01-03,SWEETS,7,0.71
1196,2018-01-05,BREAD,53,2.2
4422,2018-01-02,CHIPS_FLAKES,15,2.23
9607,2018-01-06,DRINK_JUICE,10,2.53
8511,2018-01-11,DAIRY_CHESSE,0.54,15.944444444444402
4423,2018-01-02,CHIPS_FLAKES,4,3.81
14429,2018-01-08,GROATS_RICE_PASTA,3,2.5
22410,2018-01-03,ALCOHOL,10,3.19
3225,2018-01-09,CHEMISTRY,1,4.78
11641,2018-01-07,GENERAL,3,1.36
6641,2018-01-02,DAIRY_CHESSE,21,1.67285714285714
999,2018-01-12,ALCOHOL,2,2.5
12185,2018-01-01,GENERAL_FOOD,2,1.66
12327,2018-01-02,GENERAL_FOOD,8,2.46
22589,2018-01-06,ALCOHOL,1,16.29
10981,2018-01-07,POULTRY,5,3.48
12066,2018-01-01,GENERAL_FOOD,6,2.68
21480,2018-01-03,VEGETABLES,0.28,10.5
13803,2018-01-11,GENERAL_FOOD,1,2.13
15554,2018-01-08,ICE_CREAMS_FROZEN,2,7.56
7554,2018-01-06,DAIRY_CHESSE,6,1.19
20154,2018-01-08,SWEETS,2,2.21
1138,2018-01-03,BREAD,27,2.98
4847,2018-01-01,CIGARETTES,19,0.57
18633,2018-01-10,SPICES,6,1.065
17494,2018-01-10,OCCASIONAL,183,0.06377049180327901
20922,2018-01-12,SWEETS,1,2.72
20865,2018-01-11,SWEETS,1,1.98
5040,2018-01-03,CIGARETTES,3,9.55
52,2018-01-07,GENERAL_ITEMS,8,1.76
11373,2018-01-03,GENERAL,2,2.15
10204,2018-01-09,DRINK_JUICE,3,0.77
4467,2018-01-03,CHIPS_FLAKES,1,1.66
20458,2018-01-09,SWEETS,9,1.29
13117,2018-01-07,GENERAL_FOOD,2,2.25
13094,2018-01-07,GENERAL_FOOD,13,1.33
19464,2018-01-05,SWEETS,10,6.0
13194,2018-01-07,GENERAL_FOOD,2,0.89
16421,2018-01-07,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,10,1.33
512,2018-01-06,ALCOHOL,6,2.45
20810,2018-01-11,SWEETS,2,6.01
553,2018-01-07,ALCOHOL,B/ZW,5.0
8295,2018-01-10,DAIRY_CHESSE,3,15.006666666666698
3238,2018-01-09,CHEMISTRY,5,2.32
9646,2018-01-06,DRINK_JUICE,3,3.24
11891,2018-01-10,GENERAL,4,4.65
7683,2018-01-07,DAIRY_CHESSE,1,2.78
20456,2018-01-09,SWEETS,12,1.16
8587,2018-01-12,DAIRY_CHESSE,5,2.19
11536,2018-01-06,GENERAL,1,2.17
11549,2018-01-06,GENERAL,3,0.93
6360,2018-01-11,COOKIES_BULK,0.585,6.29059829059829
5212,2018-01-05,CIGARETTES,23,0.92
12849,2018-01-05,GENERAL_FOOD,10,2.12
23000,2018-01-05,ALCOHOL,1,6.75
14044,2018-01-01,GROATS_RICE_PASTA,1,1.09
21937,2018-01-08,VEGETABLES,26.495,4.55029250802038
19867,2018-01-07,SWEETS,19,0.85
19320,2018-01-04,SWEETS,5,19.008
717,2018-01-08,ALCOHOL,22,1.85090909090909
10950,2018-01-06,POULTRY,4,3.08
8661,2018-01-12,DAIRY_CHESSE,30,2.77
10533,2018-01-11,DRINK_JUICE,31,0.9
9250,2018-01-04,DRINK_JUICE,3,1.12
9997,2018-01-08,DRINK_JUICE,1,3.32
40,2018-01-05,GENERAL_ITEMS,1,3.15
18022,2018-01-01,SPICES,9,0.79
21510,2018-01-03,VEGETABLES,13,1.08153846153846
4593,2018-01-06,CHIPS_FLAKES,1,5.57
18712,2018-01-12,SPICES,13,0.93
14145,2018-01-03,GROATS_RICE_PASTA,8,2.31
11159,2018-01-12,POULTRY,1,4.6
3278,2018-01-09,CHEMISTRY,4,0.45
17094,2018-01-05,POULTRY,0.49,16.7959183673469
4347,2018-01-01,CHIPS_FLAKES,4,3.56
22481,2018-01-04,ALCOHOL,3,13.65
9864,2018-01-07,DRINK_JUICE,26,1.71807692307692
7724,2018-01-07,DAIRY_CHESSE,130,2.85615384615385
8619,2018-01-12,DAIRY_CHESSE,5,2.39
4800,2018-01-11,CHIPS_FLAKES,14,0.98
14238,2018-01-05,GROATS_RICE_PASTA,7,2.02
18684,2018-01-11,SPICES,4,0.8
10558,2018-01-11,DRINK_JUICE,6,1.43666666666667
8894,2018-01-02,DRINK_JUICE,18,1.2
16230,2018-01-04,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,4,1.93
22068,2018-01-10,VEGETABLES,101.98,1.47430868797803
3135,2018-01-08,CHEMISTRY,2,1.72
13920,2018-01-12,GENERAL_FOOD,7,1.47
1339,2018-01-09,BREAD,2723,0.54
9954,2018-01-08,DRINK_JUICE,15,3.9
19689,2018-01-06,SWEETS,4,2.15
19959,2018-01-07,SWEETS,3,2.84
13913,2018-01-12,GENERAL_FOOD,3,1.59
3401,2018-01-10,CHEMISTRY,1,6.99
22435,2018-01-03,ALCOHOL,13,6.89
9275,2018-01-04,DRINK_JUICE,1,1.84
14818,2018-01-03,ICE_CREAMS_FROZEN,2,3.02
13633,2018-01-10,GENERAL_FOOD,42,3.56
4781,2018-01-11,CHIPS_FLAKES,33,1.11666666666667
8693,2018-01-06,GENERAL_ITEMS,1,15.34
3821,2018-01-12,CHEMISTRY,3,5.59
12971,2018-01-06,GENERAL_FOOD,1,3.5
22532,2018-01-05,ALCOHOL,3,21.59
19787,2018-01-06,SWEETS,1,2.32
18235,2018-01-04,SPICES,3,1.29
9326,2018-01-04,DRINK_JUICE,13,1.5
7166,2018-01-05,DAIRY_CHESSE,3,1.75
9001,2018-01-02,DRINK_JUICE,50,1.6346
13638,2018-01-10,GENERAL_FOOD,4.055,9.49445129469791
3426,2018-01-10,CHEMISTRY,1,8.5
5385,2018-01-08,CIGARETTES,44,12.5236363636364
4472,2018-01-04,CHIPS_FLAKES,19,0.89
8071,2018-01-09,DAIRY_CHESSE,10,2.41
20463,2018-01-09,SWEETS,28,0.61
12209,2018-01-01,GENERAL_FOOD,4,3.71
21793,2018-01-07,VEGETABLES,91.85,1.25552531301034
20293,2018-01-09,SWEETS,36,1.01
11514,2018-01-05,GENERAL,1,2.67
9219,2018-01-04,DRINK_JUICE,1,0.87
19080,2018-01-02,SWEETS,8,1.05
19591,2018-01-05,SWEETS,2,2.8
17475,2018-01-09,OCCASIONAL,295,0.03
2890,2018-01-07,CHEMISTRY,6,0.93
5808,2018-01-03,COFFEE TEA,3,7.79
6766,2018-01-03,DAIRY_CHESSE,22,1.54
19507,2018-01-05,SWEETS,8,1.87
13602,2018-01-10,GENERAL_FOOD,3,2.69
