Subtitle,Account Name,Contract Start Date,Membership Category,Membership Level,Website
Suppliers and Manufacturers,Spintex Swaziland (Pty) Ltd.,42614.0,7,2.0,
Suppliers and Manufacturers,Louis Dreyfus Company,40940.0,12,2.0,www.ldcom.com
Retailers and Brands,Magellan,42552.0,3,0.0,www.bonoboplanet.com
Suppliers and Manufacturers,"Ningbo Shenzhou Knitting Co.,Ltd",42064.0,5,2.0,
Suppliers and Manufacturers,"Suwan Spinning & Weaving Co., Ltd.",42370.0,4,2.0,
Suppliers and Manufacturers,Shanghai Textile Raw Materials Corporation,42278.0,12,2.0,
Suppliers and Manufacturers,Narendra Cotton Ginning & Pressing Co. Pvt. Ltd.,41883.0,5,2.0,
Suppliers and Manufacturers,Dadasons Pvt. Ltd.,42736.0,12,2.0,www.dadasons.com
Suppliers and Manufacturers,Thien Nam Investment and Development Joint Stock Company,42583.0,7,2.0,
Suppliers and Manufacturers,Winsome Textile Industries Ltd.,40360.0,7,2.0,
Suppliers and Manufacturers,"Ningbo Yu Tai  Thread Industrial Co.,Ltd",42491.0,7,2.0,
Suppliers and Manufacturers,NZ Textile Ltd,42278.0,7,2.0,
Suppliers and Manufacturers,"Tianjin Tianfang Investment Holding Co.,Ltd",41913.0,4,2.0,
Suppliers and Manufacturers,Cotton Distributors Incorporated,41699.0,12,2.0,
Suppliers and Manufacturers,"Black Peony Textile Co.,Ltd",41426.0,4,2.0,
Suppliers and Manufacturers,Iris Fabrics Ltd,42491.0,6,3.0,
Suppliers and Manufacturers,Super Sales India Ltd,42736.0,7,2.0,www.supersales.co.in
Suppliers and Manufacturers,"Nantong Huaqiang Cloth Co.,Ltd",41913.0,4,2.0,
Suppliers and Manufacturers,Gapsan Tekstil San. ve Tic. A.S.,42522.0,7,2.0,
Suppliers and Manufacturers,Zibo Luqun Textile Co. Ltd.,41760.0,7,2.0,
Producer Organisation,Calcot Ltd.,42186.0,2,0.0,www.calcot.com
Suppliers and Manufacturers,PT Kahatex,41640.0,4,2.0,
Suppliers and Manufacturers,"Suzhou Flying Fashions Co., Ltd",42736.0,,2.0,
Suppliers and Manufacturers,Vallabh Textiles Company Ltd,42736.0,4,2.0,www.vtcl.co.in
Suppliers and Manufacturers,His Tekstil Sanayi ve Ticaret Ltd Sti,42767.0,7,2.0,www.histekstil.com.tr
Suppliers and Manufacturers,Sri Vaarri Spinning Mills,41974.0,7,2.0,
Suppliers and Manufacturers,Comfort Group,41760.0,4,2.0,
Suppliers and Manufacturers,"Linqing Sanhe Textiles Group Co., Ltd.",42278.0,9,2.0,
Suppliers and Manufacturers,Nantong Textile Group Co. Ltd.,41640.0,7,2.0,
Retailers and Brands,Sainsburys Supermarkets Ltd.,40179.0,3,0.0,www.sainsburys.co.uk.
Suppliers and Manufacturers,"Mundotextil - Industrial Texteis, SA",42644.0,5,3.0,http://www.mundotextil.pt/
Suppliers and Manufacturers,Cargill,41214.0,12,2.0,
Suppliers and Manufacturers,Bhaskar Industries Pvt. Ltd.,41671.0,7,2.0,
Suppliers and Manufacturers,Ningbo Seduno Group Co. Ltd.,41640.0,9,3.0,
Producer Organisation,Marriam Rural Welfare Organization (MRWO),41944.0,2,0.0,
Suppliers and Manufacturers,Jiangsu Huabao Textile Group,41579.0,7,2.0,
Suppliers and Manufacturers,"Tejidos Royo, S.L.",41456.0,5,2.0,www.royotextile.com
Suppliers and Manufacturers,Kautilya Industries Pvt Ltd,42614.0,4,2.0,
Suppliers and Manufacturers,"Xiajin county tianrun textile co., Ltd",42430.0,7,2.0,
Suppliers and Manufacturers,"Shanghai Met Imp.&Exp.Co.,Ltd.",42156.0,4,2.0,
Suppliers and Manufacturers,Salona Cotspin Ltd,42675.0,7,2.0,www.salonagroup.com
Producer Organisation,Auscott Ltd.,41640.0,2,0.0,www.auscott.com.au
Suppliers and Manufacturers,Santuk Tekstil San ve Tic A.S,42339.0,9,3.0,
Suppliers and Manufacturers,Sri Velayudhaswamy Spinning Mills Pvt Ltd.,42036.0,7,2.0,
Suppliers and Manufacturers,Far Group,42736.0,5,2.0,www.fargroupbd.com
Retailers and Brands,Waitrose Ltd.,41913.0,3,0.0,www.waitrose.com
Suppliers and Manufacturers,Naveena Exports Ltd.,40513.0,4,2.0,
Suppliers and Manufacturers,Cetinkaya Mensucat San ve Tic A.S,42430.0,4,2.0,
Suppliers and Manufacturers,"Ningbo Huadong Xufeng Textile Co.,Ltd",42064.0,7,2.0,
Producer Organisation,Israel Cotton Production and Marketing Board Ltd. (ICB),42036.0,2,0.0,www.cotton.co.il
Associate Members,Cotton Connect,40179.0,0,0.0,www.cottonconnect.org
Suppliers and Manufacturers,Kedarnath Ginning Pvt Ltd,42370.0,12,2.0,
Suppliers and Manufacturers,FunTees a Division of Delta Apparel,42339.0,5,3.0,
Civil Society,Development Support Centre,42736.0,1,0.0,www.dscindia.org
Suppliers and Manufacturers,Zafer Tekstil San. ve Tic. A.S.,42036.0,7,2.0,
Suppliers and Manufacturers,Zhejiang Changshan Textile Co.Ltd.,42186.0,7,2.0,
Suppliers and Manufacturers,"Rugao Ruxing Textile Co.,Ltd",42156.0,4,2.0,
Suppliers and Manufacturers,Sitex-Swift,42036.0,4,2.0,
Suppliers and Manufacturers,Davas Tekstil Sanayi Ticaret A.S,42644.0,7,2.0,www.davastekstil.com
Suppliers and Manufacturers,Huafu Top Dyed Melange Yarn Co. Ltd.,40664.0,7,2.0,
Suppliers and Manufacturers,Dalian Shenzhou Textiles Co. Ltd. Group,41030.0,7,2.0,
Suppliers and Manufacturers,"Wahoo(Changshu) Imp&Exp Co., Ltd",41883.0,12,2.0,
Suppliers and Manufacturers,Thapar Group / JCT Ltd.,41153.0,7,2.0,
Suppliers and Manufacturers,Tavex Europe S.L.,42430.0,4,2.0,
Suppliers and Manufacturers,"Tainan Spinning  Co., Ltd",42430.0,7,2.0,
Suppliers and Manufacturers,"Shananxi Changrong Textile Co.,Ltd",42278.0,7,2.0,
Suppliers and Manufacturers,"Sunvim Group Co., Ltd  No. 2 Towel Company",42095.0,9,2.0,
Suppliers and Manufacturers,FM Denim Co Ltd,42217.0,4,2.0,
Suppliers and Manufacturers,Indigo Textile (Pvt) Ltd,42036.0,7,2.0,
Suppliers and Manufacturers,Mahima Fibres Pvt. Ltd.,41609.0,7,2.0,
Suppliers and Manufacturers,Veritas Tekstil Konf Paz San Tic A.S,42430.0,9,3.0,
Suppliers and Manufacturers,CHTC Dayao Textile Co. Ltd.,41760.0,10,2.0,
Civil Society,Rural Education and Economic Development Society,41640.0,1,0.0,www.reedpakistan.org
Producer Organisation,Sustainable Agriculture Farmer's Welfare Organization (SAFWO),42064.0,2,0.0,
Suppliers and Manufacturers,Sudiva Spinners Pvt. Ltd.,41579.0,7,2.0,
Civil Society,Vrutti,41913.0,1,0.0,www.vrutti.org
Suppliers and Manufacturers,Sorabh Traders,41883.0,12,2.0,
Suppliers and Manufacturers,Rasi Tex (India) Pvt Ltd,42064.0,7,2.0,
Suppliers and Manufacturers,Mehmud Industries Pvt Ltd,42552.0,7,2.0,
Suppliers and Manufacturers,Foshan Deyingjia Textile Company CT,41487.0,6,2.0,
Suppliers and Manufacturers,Turpan Esquel Textile Company Limited,42552.0,7,2.0,
Suppliers and Manufacturers,Arik Bey Tekstil,41030.0,4,2.0,
Suppliers and Manufacturers,Tirumala Cotton And Agro Products Pvt Ltd,42705.0,7,2.0,
Suppliers and Manufacturers,Weifang Chang Hao Textile Co. Ltd.,41821.0,7,2.0,
Suppliers and Manufacturers,VRA Cotton Mills Pvt Ltd,42064.0,12,2.0,
Suppliers and Manufacturers,"Ilshin Vietnam Co., Ltd",42705.0,4,2.0,www.ilshinvn.com
Suppliers and Manufacturers,Malwa Industries Ltd.,40787.0,4,2.0,
Suppliers and Manufacturers,"Tangshan Zhou Ying Textile Co., Ltd",42705.0,4,2.0,www.tszhouying.com
Retailers and Brands,Burberry Ltd,42217.0,3,0.0,www.uk.burberry.com
Suppliers and Manufacturers,Rana Polycot Ltd,42370.0,7,2.0,
Suppliers and Manufacturers,Maritas Tekstil San. ve Tic. A.S.,41913.0,4,2.0,
Suppliers and Manufacturers,Prilla 2000 (Pty) Ltd.,42036.0,7,2.0,
Suppliers and Manufacturers,Nantong Tangsheng Textile Co. LTD,42614.0,4,2.0,
Suppliers and Manufacturers,Shahbaz Garments Pvt. Ltd.,42339.0,7,2.0,
Suppliers and Manufacturers,Compagnie Malienne pour le developpement des textiles (CMDT),41730.0,11,2.0,
Suppliers and Manufacturers,DML World Trade Pvt Ltd,42705.0,12,2.0,www.dmlgroup.in
Suppliers and Manufacturers,Sindh Agro Industries,41730.0,12,2.0,
Suppliers and Manufacturers,TCE Vina Denim Joint Stock Company,42401.0,6,3.0,
Suppliers and Manufacturers,Youth Spinning Mills Ltd,42461.0,7,2.0,
Suppliers and Manufacturers,Dok-San Denizli Dokuma San. ve Tic. A.S.,42430.0,9,3.0,
Suppliers and Manufacturers,Sintex Industries Ltd (Yarn Division),42491.0,7,2.0,
Suppliers and Manufacturers,Winnitex,40756.0,4,2.0,
Suppliers and Manufacturers,Societe de Developpement et des Fibres Textiles (SODEFITEX),41730.0,11,2.0,
Suppliers and Manufacturers,Nithin Textiles Pvt. Ltd.,42125.0,7,2.0,
Suppliers and Manufacturers,Deniz Tekstil San. ve Tic. A.S.,41030.0,4,2.0,
Suppliers and Manufacturers,Garg Acrylics Ltd.,41000.0,7,2.0,
Suppliers and Manufacturers,SMM Textiles Ltd,42522.0,7,2.0,
Suppliers and Manufacturers,"Zhejiang Zhuoyi Textile Co.,Ltd",41974.0,7,2.0,
Suppliers and Manufacturers,Jeyavishnu Spintex Pvt Ltd,42736.0,7,2.0,
Suppliers and Manufacturers,Sunrise Textile Group,40878.0,4,2.0,
Suppliers and Manufacturers,Faisal Fabrics Ltd.,42248.0,6,3.0,
Suppliers and Manufacturers,Crescent Textile Mills Ltd,42064.0,7,2.0,
Suppliers and Manufacturers,Bossa,40878.0,4,2.0,
Suppliers and Manufacturers,"Shandong Dahai Synthetic Fiber Co., Ltd",41699.0,4,2.0,
Retailers and Brands,Marimekko Corporation,41579.0,3,0.0,company.marimekko.fi
Suppliers and Manufacturers,C.A. Textile Mills (Pvt) Ltd,41944.0,7,2.0,
Suppliers and Manufacturers,Kamal Ltd.,42036.0,9,2.0,
Suppliers and Manufacturers,Rajasthan Textile Mills,42491.0,7,2.0,
Suppliers and Manufacturers,Naheed Composite Textile Mills Limited,41821.0,7,2.0,
Suppliers and Manufacturers,Subarna Textile,42491.0,7,2.0,
Suppliers and Manufacturers,N. Murugan Chettiar,42522.0,12,2.0,
Retailers and Brands,"Kathmandu (together Kathmandu Ltd., Kathmandu Pty Limited, Kathmandu (U.K.) Limited)",42064.0,3,0.0,www.kathmandu.co.nz
Suppliers and Manufacturers,"Anhui Hanlian Textile co.,Ltd",42491.0,7,2.0,
Suppliers and Manufacturers,Shandong Linqing China Resources Textiles Co. Ltd.,41883.0,7,2.0,
Suppliers and Manufacturers,Formosa Industries Corporation,42522.0,7,2.0,
Suppliers and Manufacturers,"Dengzhou Yongtai Textile Co.,Ltd.",42370.0,4,2.0,
Suppliers and Manufacturers,Rajvir Industries Ltd.,40360.0,7,2.0,
Suppliers and Manufacturers,Jaideep India Pvt Ltd,42522.0,7,2.0,
Suppliers and Manufacturers,KAM International,41699.0,9,2.0,
Suppliers and Manufacturers,Suryalakshmi Cotton Mills Ltd.,41640.0,7,2.0,
Suppliers and Manufacturers,Arvind Ltd.,40513.0,4,2.0,
Suppliers and Manufacturers,M M Yarns Pvt Ltd,42491.0,7,2.0,
Suppliers and Manufacturers,Basil Commodities Pvt. Ltd. (Basil Group),41122.0,12,2.0,
Retailers and Brands,KappAhl Sverige AB,40179.0,3,0.0,www.kappahl.com
Suppliers and Manufacturers,Erdem Tekstil,41579.0,7,2.0,
Suppliers and Manufacturers,"Yuen HingTextileï¼ˆShenzhenï¼‰Co.,Ltd",42705.0,,2.0,www.yhccl.com
Civil Society,Coastal Salinity Prevention Cell,42156.0,1,0.0,www.cspc.org.in
Suppliers and Manufacturers,"Qingdao Jifa Shengbao Textile Co., Ltd",42125.0,7,2.0,
Suppliers and Manufacturers,Maharaja Shree Umaid Mills Ltd,42370.0,7,2.0,
Suppliers and Manufacturers,XPCC No.5 Cotton&Linen Corp,42156.0,12,2.0,
Suppliers and Manufacturers,KKP Textiles Ltd.,41944.0,7,2.0,
Suppliers and Manufacturers,Shree Siddhivinayak Cotspin Pvt Ltd,42705.0,7,2.0,www.sscotspin.com
Suppliers and Manufacturers,GRG Cotspin Pvt Ltd,42705.0,7,2.0,www.grggroup.in
Suppliers and Manufacturers,Aadhi Vinayaga Spinners,42736.0,7,2.0,
Producer Organisation,Kissan Khushhal Welfare Organisation (KKWO),42186.0,2,0.0,
Suppliers and Manufacturers,Mocotex S.A.,42036.0,11,2.0,
Suppliers and Manufacturers,Nantong Dafuhao Textile Technology Co. Ltd.,41760.0,7,2.0,
Suppliers and Manufacturers,Rajapalayam Textile Ltd,42614.0,7,2.0,
Suppliers and Manufacturers,Jiangsu Yulun Textile Group Ltd.,41579.0,4,2.0,
Suppliers and Manufacturers,Liberty Knitwear Ltd,42522.0,9,3.0,
Suppliers and Manufacturers,Yunus Textile Mills Ltd.,41821.0,7,2.0,
Suppliers and Manufacturers,Gul Ahmed Textile Mills,40848.0,4,2.0,
Suppliers and Manufacturers,Artistic Milliners,40725.0,4,2.0,
Suppliers and Manufacturers,Phenix Spinning Pvt Ltd,42705.0,7,2.0,www.phenixspinning.com
Suppliers and Manufacturers,Sagar Manufacturers Pvt Ltd,42705.0,7,2.0,www.sagarmanufacturers.com
Suppliers and Manufacturers,Bannari Amman Spinning Mills Ltd.,41730.0,7,2.0,
Suppliers and Manufacturers,GTN Industries/GTN Engineering (India) Ltd.,40940.0,4,2.0,
Suppliers and Manufacturers,Machiyara Group,41487.0,9,2.0,
Suppliers and Manufacturers,"ZheJiang XinMian Textile Co.,Ltd",41944.0,7,2.0,
Suppliers and Manufacturers,UTAH Spinning Mills Limited,41913.0,7,2.0,
Suppliers and Manufacturers,"Jining Delong Textile Co.,Ltd",42095.0,4,2.0,
Suppliers and Manufacturers,Yonca Iplik Ticaret A.S,42461.0,7,2.0,
Suppliers and Manufacturers,Pacific Best Ltd,42675.0,8,3.0,
Suppliers and Manufacturers,Henan Pingmian Textile Group,41487.0,4,2.0,
Suppliers and Manufacturers,Technocraft Industries Limited,41974.0,7,2.0,
Suppliers and Manufacturers,Purbani Group,42125.0,7,2.0,
Suppliers and Manufacturers,Orta Anadolu Tic.ve San. Isletmesi T.A.S,40664.0,4,2.0,
Suppliers and Manufacturers,Indo Count Group,41640.0,4,2.0,
Producer Organisation,Tameer-O-Tarqqi Welfare Organization,42064.0,2,0.0,
Suppliers and Manufacturers,Memsa Tekstil Sanayi ve Ticaret LTD STI,42614.0,12,2.0,
Suppliers and Manufacturers,"Henan  Xinye Textile Co.,Ltd.",42278.0,4,2.0,
Retailers and Brands,C&A AG,42248.0,3,0.0,www.c-and-a.com
Retailers and Brands,"American Eagle Outfitters, Inc.",42125.0,3,0.0,www.ae.com
Suppliers and Manufacturers,"Yixing Jin Yu Textile Co., Ltd",42705.0,,2.0,www.qfc.cn/company/d408466/
Suppliers and Manufacturers,US Denim Mills Pvt. Ltd.,40725.0,6,2.0,
Civil Society,Action for Social Advancement (ASA),40575.0,1,0.0,www.asaindia.org
Suppliers and Manufacturers,Kikani Exports Pvt Ltd,42767.0,4,2.0,www.kikaniexports.com
Suppliers and Manufacturers,Ozone PB Spintex Ltd,41944.0,7,2.0,
Producer Organisation,Guoxin Rural Technical Service Association,40878.0,2,0.0,www.guoxin.org.cn
Suppliers and Manufacturers,Yunus Tekstil,42217.0,4,2.0,
Suppliers and Manufacturers,Wuxi Jingwei Textile Technology Test Co. Ltd.,41579.0,7,2.0,
Suppliers and Manufacturers,Nantong Shuanglian,41518.0,7,2.0,
Suppliers and Manufacturers,"Dezhou Yuanji Textile Co., Ltd",42064.0,6,2.0,
Suppliers and Manufacturers,"Tung Ho Textile Co.,Ltd",42675.0,7,2.0,www.tungho.com.tw
Suppliers and Manufacturers,Tulip Towel Industries (Pvt) Ltd.,42705.0,9,3.0,www.tuliptowel.com.pk
Suppliers and Manufacturers,"Silver Composite Textile Mills Ltd (Unit-3, Textile)",42522.0,6,3.0,
Suppliers and Manufacturers,Chiem Patana Textiles Co. Ltd.,41760.0,4,2.0,
Suppliers and Manufacturers,SM Spinning Mills Ltd,42522.0,7,2.0,
Associate Members,SGS S.A.,40360.0,0,0.0,www.fibres.sgs.com
Suppliers and Manufacturers,SCM Textile Spinners (A Unit of Space Textiles Pvt. Ltd.),41671.0,4,2.0,
Associate Members,Olah Inc,42278.0,0,0.0,www.olahinc.com
Producer Organisation,Swaziland Cotton Board,42644.0,2,0.0,www.cottonboard.co.sz
Suppliers and Manufacturers,CFT Pietro Masserini Spa,42736.0,7,2.0,www.cftmasserini.com
Suppliers and Manufacturers,Shahi Exports Pvt. Ltd.,41944.0,4,2.0,
Suppliers and Manufacturers,Balsuyu Mensucat San. ve Tic. A.S.,41609.0,7,2.0,
