Index,date,group,name,unit_cogs
6150,2018-01-12,COFFEE TEA,JACOBS CRONAT GOLD 250G,8.78
12525,2018-01-03,GENERAL_FOOD,SUCHARY DELIKATESOWE 290G MAMU,3.71
18450,2018-01-07,SPICES,PRZYPRAWA DO KURCZ/WIEGIERSKU25G KAMIS,0.9
6580,2018-01-02,DAIRY_CHESSE,BATON FITELLA 25 G,1.07
4610,2018-01-06,CHIPS_FLAKES,WAFLE RYZOWE  130GR RYZ DZIKI,2.15
16251,2018-01-04,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,SLEDZIKI GORSKIE/GRECKIE MIX 200G,3.75
15175,2018-01-05,ICE_CREAMS_FROZEN,LODY SOLD TRUSKAWKA,1.2875
22465,2018-01-04,ALCOHOL,NAP SPIR SOPLICA WISNIOWA 0_5 L,16.7
4419,2018-01-02,CHIPS_FLAKES,PRAZYNKI SPOKO 60 G,1.14
21854,2018-01-07,VEGETABLES,KT WINOGRONO ROZOWE KG,11.0
15129,2018-01-05,ICE_CREAMS_FROZEN,LODY OREO KANAPKA 135 ML,3.03
15488,2018-01-07,ICE_CREAMS_FROZEN,LODY ROZEK TOFFI,1.66
11697,2018-01-07,GENERAL,WIN MAJONEZ 300 G,3.09
12152,2018-01-01,GENERAL_FOOD,PIEROGI Z SEREM 400 G GRZESKOWIAK,4.19
20995,2018-01-12,SWEETS,MIESZANKA OWOCOW SUSZONYCH 190 G,3.25
9272,2018-01-04,DRINK_JUICE,NAP TYMBARK 2L ASEPTIC JAB/WISNIA,3.41
13097,2018-01-07,GENERAL_FOOD,KUKURYDZ SLON OGROD 400 G,1.36
5158,2018-01-05,CIGARETTES,PAP LM LINK MINT,11.66
18993,2018-01-02,SWEETS,GOPLANA EXTRA MIETA EXTRA MOCNE,0.92
2229,2018-01-03,CHEMISTRY,PLYN UNIWERSALNY AJAX 1 L,3.89
6600,2018-01-02,DAIRY_CHESSE,DA FANTAZJA LOVE 98 G,1.32
22363,2018-01-02,ALCOHOL,WODKA CZYSTA DE LUXE 40% 0_7L,22.3
22709,2018-01-09,ALCOHOL,NAP SPIR ZOLADKOWA GORZKA 36% 0_2L,0.01
9579,2018-01-06,DRINK_JUICE,NAP CAPRIO JAB.ARONIA.WISNIA 2L,2.81
17022,2018-01-03,POULTRY,SZYNKA WIELKOPOLSKA KG,16.7774086378738
12619,2018-01-04,GENERAL_FOOD,KNORR SOS KOPERKOWO/ZIOLOWY,1.21
4859,2018-01-01,CIGARETTES,PAP LM BLU,11.69
18159,2018-01-03,SPICES,KAMIS PIEPRZ CYTRYNOWY 20G,1.78
11066,2018-01-10,POULTRY,P PASTA LOSOS ZE SZCZYPIORKIEM,1.94
16677,2018-01-10,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,NAP MIRINDA 2_25 L,3.19
23086,2018-01-09,ALCOHOL,WINO BULGARIS BIALE P/SL 0_75L,5.57
4337,2018-01-01,CHIPS_FLAKES,CIASTKA PRYNCYPALKI KOKOS 235 G,3.17
15813,2018-01-10,ICE_CREAMS_FROZEN,LODY BIG MILK CHOCO,1.46
17550,2018-01-01,GENERAL_ITEMS,OLEJ NIEZBEDNY 0_5L,2.53
1431,2018-01-11,BREAD,M CHLEB PSZENNY,2.1
18372,2018-01-06,SPICES,KNORR PRZYPRAWA DO MIESA MIELONEGO 23 G,1.38
18084,2018-01-02,SPICES,GALEO PRZYP.DO ZURKU I BARSZCZU BIAL.,0.95
8618,2018-01-12,DAIRY_CHESSE,MLEKO B/LAKTOZY 3_5 % 1 L,2.58947368421053
13651,2018-01-10,GENERAL_FOOD,SUROWKA KUBEK,2.13
19214,2018-01-03,SWEETS,ODRA DUETKA FAMIL PIANKA 400G POMAR,4.0
11045,2018-01-09,POULTRY,PLATY SLEDZ.SMAZ.OCET 800G SEKO,6.59
8574,2018-01-12,DAIRY_CHESSE,GOS.TWAROG POLTLUSTY/CHUDY LUZ,10.9517819706499
9286,2018-01-04,DRINK_JUICE,SMAKOTEK 0_4 L JAB+MAL MARCH,1.21
22834,2018-01-11,ALCOHOL,WODKA STOCK 0_7L,24.01
14191,2018-01-04,GROATS_RICE_PASTA,MAK ZLOTY LAN 500G  PENE,1.02
9708,2018-01-06,DRINK_JUICE,WODA USTRONIANKA Z MAGNEZEM 1_5 L,1.09
11807,2018-01-09,GENERAL,MLEKO KOKOSOWE 250 ML CZEKOLADA,3.4
20412,2018-01-09,SWEETS,PALUSZKI JUNIOR 60 G LAJKONIK,0.93
14266,2018-01-05,GROATS_RICE_PASTA,MAKARON MUSZLA  BARONIA 500G,8.98
14290,2018-01-06,GROATS_RICE_PASTA,MAK SULMA NITKA ROSOLOWA 400G,2.03285714285714
13912,2018-01-12,GENERAL_FOOD,KNORR SOS BOROWIKOWY 37 G,3.02
10893,2018-01-04,POULTRY,LARUS MAKRELA W GALARECIE  160 G,4.01
9954,2018-01-08,DRINK_JUICE,LODY KOKTAILOWE 400 ML,3.9
20114,2018-01-08,SWEETS,DELICJE MALINOWE 147G,2.84
6285,2018-01-08,COOKIES_BULK,CIASTKA JIW KG,6.25
566,2018-01-07,ALCOHOL,PIWO GOZDZILLA 0_5 L B/BEZW,4.07
10035,2018-01-08,DRINK_JUICE,NAP TYMBARK 0_25 L POM.BRZOSK,0.87
1388,2018-01-10,BREAD,C CHLEB WIEJSKI 0.6,2.5
10997,2018-01-08,POULTRY,KORECZKI GIZYCKIE SLEDZIOWE 250GR KAP-N,4.64
15824,2018-01-10,ICE_CREAMS_FROZEN,LODY KAKTUS,1.46
11600,2018-01-06,GENERAL,SOK Z GRANATU 1 L 100%,7.41
6985,2018-01-04,DAIRY_CHESSE,DA DANIO CZEKOLADA 130 G,1.55
11210,2018-01-01,GENERAL,PRZYPRAWA POMID+CZOSNKOWA Z CZARNU 50 G,3.38
17487,2018-01-10,OCCASIONAL,GOLARKA POLSILWER,1.038
9346,2018-01-04,DRINK_JUICE,ZBYSZKO 3 POMARANCZ 1_5 GAZ,1.55
18459,2018-01-08,SPICES,APPETITA CURRY 20 G,0.99
20043,2018-01-07,SWEETS,ZELKI WAWEL 100 G KWASNE,1.87
5223,2018-01-06,CIGARETTES,PAP CHESTERFIELD PSTRYK 20,10.67
11699,2018-01-07,GENERAL,ZUPA 9 WARZYW 450 G,3.73
7771,2018-01-08,DAIRY_CHESSE,DA JOGURT NATURALNY 180 G,1.07
5304,2018-01-07,CIGARETTES,PAP LM BLU,11.67
170,2018-01-01,ALCOHOL,PIWO TYSKIE PUSZKA 0_5L,1.9343434343434296
21991,2018-01-09,VEGETABLES,KT OGOREK GRUNTOWY,2.91027539236008
9234,2018-01-04,DRINK_JUICE,NAP MARTON POMARANCZ 1_5 L GAZ,0.99
2240,2018-01-03,CHEMISTRY,RECZNIK PAPIER.MEA 2WARSTWY,1.68
4522,2018-01-05,CHIPS_FLAKES,LAYS CHEETOS PIZZERINI  90 G,2.25
14074,2018-01-01,GROATS_RICE_PASTA,RYZ SONKO 4X100 PARABOLICZNY,2.32
11088,2018-01-11,POULTRY,FILETY SLEDZIOWE 400G W SOS MUSZTARDOWY,4.83
11289,2018-01-02,GENERAL,SOK ARONIA 750 ML 100%,5.67
3920,2018-01-12,CHEMISTRY,PODPASKI BELLA NORMAL BEZ SKRZYD,1.29
630,2018-01-07,ALCOHOL,PIWO ZYWIEC PORTER 0_5L,3.0
3885,2018-01-12,CHEMISTRY,ODSWIEZACZ ZAPAS DO SZYSZKI,3.6
15953,2018-01-12,ICE_CREAMS_FROZEN,LOD W KOSTKACH 2 KG,3.92
4348,2018-01-01,CHIPS_FLAKES,LAYS MAX SER+ZIEL CEB.140 G,3.85
590,2018-01-07,ALCOHOL,PIWO OKOCIM RADLER 0_5 L B/ZWR WISNIA 0%,1.83
12936,2018-01-06,GENERAL_FOOD,MUSZTARDA STOLOWA 0_9L PEGAZ,3.27
15161,2018-01-05,ICE_CREAMS_FROZEN,LODY ROZEK MIX,1.35
7211,2018-01-05,DAIRY_CHESSE,GOS.MLEKO Z BLONIKIEM 500G,3.34
5231,2018-01-06,CIGARETTES,PAP LD MINT,10.73
13820,2018-01-11,GENERAL_FOOD,WIN KISIEL WISNIOWY Z CUK 77G,0.73
21142,2018-01-04,TABLETS,TABLETKI POLOPIRYNA S/10/,3.16
18305,2018-01-05,SPICES,PESTKI DYNI 100GR KRESTO,3.39
17674,2018-01-10,GENERAL_ITEMS,OLEJ NIEZBEDNY 0_5L,3.06
10740,2018-01-12,DRINK_JUICE,WODA NALECZOWIANKA N/GAZ 1_5L/,0.99
4575,2018-01-06,CHIPS_FLAKES,LAYS CHETOS PAPRYKA 165 G,2.28
11874,2018-01-10,GENERAL,MAK SULMA PAPPARDELE 320 G,2.39
8942,2018-01-02,DRINK_JUICE,NAP TYMBARK 1 L MANGO,2.41333333333333
8251,2018-01-10,DAIRY_CHESSE,?ACIATY SEREK Z ?OSOSIEM 135 G,2.06
2312,2018-01-04,CHEMISTRY,CHUSTECZKI DO HIG.INTYMNEJ 20,3.72
20719,2018-01-11,SWEETS,BOMB TOFFI FEE 125G,4.84
19401,2018-01-04,SWEETS,PETIT BERRY 50G KRAKUSKI BAHLSEN,0.52
10387,2018-01-10,DRINK_JUICE,NAP HORTEX 1 L POMARANCZOWY,3.19
2300,2018-01-04,CHEMISTRY,BELLA HERBS 12 SZT,2.53
17861,2018-01-03,GENERAL_ITEMS,RAJSTOPY 20 DEN  XXL,2.16
22457,2018-01-04,ALCOHOL,NAP SPIR CYTRYNOWKA 30% 200ML,6.397142857142861
3939,2018-01-12,CHEMISTRY,REKAWICE GUMOWE 7_5,1.99
5524,2018-01-10,CIGARETTES,PAP PAPIEROSY NA SZT,0.55
843,2018-01-10,ALCOHOL,PIWO LECH FREE B/A.Z LIMON 0_33 B/BZW,1.6
4294,2018-01-11,CHEWING_GUM_LOLIPOPS,GUMA MAMBA DUO,0.6
3720,2018-01-11,CHEMISTRY,PUR 500 ML ACTION 3,2.59
1767,2018-01-10,POULTRY,PROFI PASZTET Z PIECZARKA 131G,1.18
11219,2018-01-01,GENERAL,SZNURA KANAPKA Z SZYNKA 140 G,3.2
2824,2018-01-07,CHEMISTRY,EWA SZAMOPN BRZOZA 400 ML,4.79
902,2018-01-11,ALCOHOL,PIWO DZIKI SAD 0_4 SLIWKA,2.04
471,2018-01-06,ALCOHOL,PIWO DESPERADOS RED 0_4 L,2.43
8120,2018-01-09,DAIRY_CHESSE,SEREK TOP 150 G.MLEKOPOL,2.41
21668,2018-01-05,VEGETABLES,KT RZODKIEWKA PECZEK,0.9618857142857142
10248,2018-01-09,DRINK_JUICE,NAP TYMBARK 1 L MANGO,2.63
19312,2018-01-04,SWEETS,BOMBONIERA GALARE.W CZEKOL WISNIA 190 G,4.14
17171,2018-01-08,POULTRY,KIELBASA ZWYCZAJNA KG,9.0054844606947
3407,2018-01-10,CHEMISTRY,BREF ZEL 700 ML 10 X,6.15
12153,2018-01-01,GENERAL_FOOD,PIEROGI ZE SZPINAKIEM,3.9
1306,2018-01-08,BREAD,C BULKA TARTA 0_5KG,1.25
12328,2018-01-02,GENERAL_FOOD,VEGETA 75G,1.158
10070,2018-01-08,DRINK_JUICE,PEPSI *1L,2.25
16381,2018-01-06,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,SEREK SMACZEK  125 G JANA SZCZYPIOREK,1.42
13474,2018-01-09,GENERAL_FOOD,PYZY WIEJSAKIE DOLCZEWSKI,3.46217391304348
13302,2018-01-08,GENERAL_FOOD,PUDL FLAKI WIEPRZ.W ROSOLE 500G,7.7
10947,2018-01-06,POULTRY,P PASTA LOSOS ZE SZCZYPIORKIEM,1.8675
22236,2018-01-12,VEGETABLES,KT POMELO SZT,3.94
22290,2018-01-01,ALCOHOL,NAP SPIR ZOLADKOWA GORZKA 36% 0_2L,8.14
21384,2018-01-01,VEGETABLES,KT ZIEMNIAKI KG,0.474004753416518
3339,2018-01-09,CHEMISTRY,SZAMPON FAMILIJNY 700 ML,4.08
2816,2018-01-07,CHEMISTRY,E PLYN DO PLUKANIA 1 L SATYNA,4.69
2775,2018-01-06,CHEMISTRY,WOZEK ZAKUPOWY Z CUKIERKAMI,9.89
14321,2018-01-06,GROATS_RICE_PASTA,ORZESZKI SOLONE 40 G,0.87
13527,2018-01-09,GENERAL_FOOD,WIN ZELATYNA SPOZYWCZA,3.53
18398,2018-01-07,SPICES,CYKORIA KURKUMA 15 G,0.88
19712,2018-01-06,SWEETS,DRAZE SKAWA  CZEKOL.70G,0.84
1012,2018-01-12,ALCOHOL,PIWO WARKA RADLER 0_5 L BUT.,1.94
23027,2018-01-07,ALCOHOL,CYDR 0_4 ML LUBELSKI,2.715
5212,2018-01-05,CIGARETTES,ZAPALNICZKA KOLOR,0.92
22566,2018-01-06,ALCOHOL,NAP SPIR ZOLADKOWA GORZKA Z MIETA 0_2L,7.73
2237,2018-01-03,CHEMISTRY,PUR ACTION 450 ML APPLE,2.29
13049,2018-01-07,GENERAL_FOOD,CYKORIA BUDYN WANILIOWY B/C 40 G,0.6675
10071,2018-01-08,DRINK_JUICE,PEPSI 1_25 L,1.83
438,2018-01-05,ALCOHOL,PIWO TYSKIE PUSZKA 0_5L,1.96475177304965
830,2018-01-10,ALCOHOL,PIWO DLA PANA TO 0_5 L B/BEZW,4.07
5105,2018-01-04,CIGARETTES,PAP PS MINT LINK,9.48
22506,2018-01-05,ALCOHOL,NAP SPIR ABSOLWENT SLIWKA 0_1,3.05430769230769
14756,2018-01-02,ICE_CREAMS_FROZEN,LODY LULEK MIX BARWIJEZOR,0.54
21478,2018-01-03,VEGETABLES,KT CUKINIA KG,5.5961538461538485
22219,2018-01-12,VEGETABLES,KT KAPUSTA BIALA KG,1.36979343040975
12185,2018-01-01,GENERAL_FOOD,WAFLE RYZOWE  MUSLI Z KI BANA.130 G SONK,1.66
3937,2018-01-12,CHEMISTRY,REKAW DO PIECZENIA 3 M,1.4
7959,2018-01-09,DAIRY_CHESSE,BAKOMA MEN PITNY 230 G OWOC.LESNE,2.51
12915,2018-01-06,GENERAL_FOOD,KNORR G K OGORKOWA Z GRZANKAMI,0.99
19375,2018-01-04,SWEETS,JAJKO Z NIESPODZIANKA,2.2
21603,2018-01-04,VEGETABLES,MARCHEW MINI CALA -NORDIS,4.33
23074,2018-01-08,ALCOHOL,WINO MOGEN DAVID 0_75 PEACH,12.99
965,2018-01-12,ALCOHOL,PIWO DEBOWE MOCNE 0_5L BUTELKA,1.8165714285714296
17372,2018-01-03,OCCASIONAL,BATERIE ALKAICZ  LR 3,0.93
21865,2018-01-07,VEGETABLES,PIECZARKA 0_5 KG  PACZKA,3.37
16227,2018-01-04,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,MARGARYNA DELMA EXTRA 250G KUBEK,1.65
18516,2018-01-08,SPICES,PRYMAT STEK PRZYPRAWA,0.97
7121,2018-01-04,DAIRY_CHESSE,SER TOP TYLZYCKI SERTOP,1.21
13340,2018-01-08,GENERAL_FOOD,WIN GALARETKA POMARANCZOWA 75 G,1.23
14431,2018-01-08,GROATS_RICE_PASTA,SONKO KASZA JECZMIENNA PERLOWA 4*100G,1.23692307692308
18962,2018-01-02,SWEETS,CHRUPKI KUKURYDZIANE OWOCOWE 80 G,1.78
5518,2018-01-10,CIGARETTES,PAP PAL MAL KLIK 20,10.34
6079,2018-01-10,COFFEE TEA,LIPTON HERB.ZIELONA MALINA +TRUSK 25 EX,3.58
17755,2018-01-06,GENERAL_ITEMS,KARMA PEDIGREE JUNIOR 500G,3.99
17059,2018-01-04,POULTRY,SZYNKA PRASOWANA KG,14.7943262411348
7489,2018-01-06,DAIRY_CHESSE,MULLER RISO KOKOS 200G,1.21
19366,2018-01-04,SWEETS,GUMA MOIST,0.15
4543,2018-01-05,CHIPS_FLAKES,LAYS ZIELONA CEBULKA 140 G,3.85
7336,2018-01-05,DAIRY_CHESSE,SEREK WIEJSKI PIATNICA ZE SZCZYPIORKIEM,1.58
11324,2018-01-03,GENERAL,FASOLA BIALA 400G SLON.OGROD,1.52
23078,2018-01-08,ALCOHOL,WINO STAROPOLSKIE RUBUS 0_75 L CZ/SL,6.75
4655,2018-01-07,CHIPS_FLAKES,STAR CHIPS 130 G SER CEBULA,2.23
22939,2018-01-02,ALCOHOL,WINO MOGEN 0_7 P/S?OD CZERW CONCORD,13.01
8632,2018-01-12,DAIRY_CHESSE,SER FAVITA 270G,3.06
5119,2018-01-04,CIGARETTES,PAP ROTMANSY 20 BLU,10.1088888888889
20065,2018-01-08,SWEETS,BATON MILKY WAY 21 5,0.58
4531,2018-01-05,CHIPS_FLAKES,LAYS MEGAPAKA FROMAGE 225 G,5.55
1714,2018-01-09,POULTRY,GROSZEK KONS PUSZKA 400G JAMAR,1.75
3457,2018-01-10,CHEMISTRY,MLECZKO UNIWERSALNE 700GR HELP,2.32
19794,2018-01-06,SWEETS,PREZERWATYWA  3 SZT,2.8
12286,2018-01-02,GENERAL_FOOD,OTREBY PSZENNE 125 STOISLAW,0.6
1121,2018-01-03,BREAD,C CHLEB WIEJSKI 0.6,2.5
2977,2018-01-08,CHEMISTRY,BLOK RYSUNKOWY A3,1.73
9175,2018-01-04,DRINK_JUICE,KUBUS 0_9 L MAR/MALIN/JABLKO,2.30625
17959,2018-01-10,GENERAL_ITEMS,RAJSTOPY 20 DEN XL,1.91
1702,2018-01-08,POULTRY,PROFI SZYNKA MIELONA 110G,2.27
20893,2018-01-12,SWEETS,BABKA  KOWOLKA,5.56
1998,2018-01-01,CHEMISTRY,ZNICZ CZERWONY,2.96
15502,2018-01-07,ICE_CREAMS_FROZEN,LODY TWISTER BLACK,1.58
12018,2018-01-12,GENERAL,MAK NIEBIESKI 400 G,9.43
10031,2018-01-08,DRINK_JUICE,NAP TIGER 0_25 PUSZKA MAX,1.2
4197,2018-01-07,CHEWING_GUM_LOLIPOPS,GUMA ORBIT *25 SASZETKA STRAWBERY,2.1
9273,2018-01-04,DRINK_JUICE,NAP TYMBARK 300 ML SOK POMIDOROWY,1.5
19551,2018-01-05,SWEETS,KRAZKI ORKISZOWE 60 G,1.71
18052,2018-01-01,SPICES,PRYMAT PRZYPRAWA DO MI?SA MIELONEGO 20G,0.9
2970,2018-01-08,CHEMISTRY,ACE 1 L LEMON,3.69
13537,2018-01-10,GENERAL_FOOD,AGA MIGDALY PLATKI 50G,3.34
16197,2018-01-03,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,WODKA STOCK PRESTIGE 500ML,16.89
11074,2018-01-10,POULTRY,PAPRYKARZ Z LOSOSIA 135 G DEGA,1.07
12336,2018-01-02,GENERAL_FOOD,WIN BUDYN MALINOWY 60GR,0.75
2366,2018-01-04,CHEMISTRY,PAPIER DO PIECZENIA 8 M PAN PACK,2.25
12293,2018-01-02,GENERAL_FOOD,PIEROGI Z SEREM 400 G GRZESKOWIAK,4.19
66,2018-01-09,GENERAL_ITEMS,BELLA PODPASKI NORMAL 20 B/SKRZYD,1.85
6385,2018-01-12,COOKIES_BULK,ZESTAW SW BUT,10.46
15290,2018-01-06,ICE_CREAMS_FROZEN,LODY MIETUS 60 ML,1.11
4805,2018-01-11,CHIPS_FLAKES,STAR CHIPS KEBAB 130 G,2.23
15774,2018-01-09,ICE_CREAMS_FROZEN,MARCHEW KOSTKA 450G NORDIS,2.62
21678,2018-01-05,VEGETABLES,KT WINOGRONO BIALEI/ROZOWE KG,7.97006802721089
17103,2018-01-06,POULTRY,KIELBASA KRUCHA Z FOLWARKU KG,18.0294117647059
16272,2018-01-05,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,DZEM SLONECZNY OGROD TRUSKAWKOWY 280G,1.83
22004,2018-01-09,VEGETABLES,KT POR MLODA NA SZT,1.6096153846153798
10738,2018-01-12,DRINK_JUICE,WODA KROPLA BESKIDU 1_5L GAZ,0.78
19315,2018-01-04,SWEETS,BOMBONIERKA GALARETKA PORZ.190 G JUTRZE,4.14
10977,2018-01-07,POULTRY,SLEDZ W POMID.170 G ORKA,2.15
22353,2018-01-02,ALCOHOL,NAP SPOLICA PRZYPALANA 0_5 L,16.7
4231,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA SPLOW,0.1
6987,2018-01-04,DAIRY_CHESSE,DA DANONE BISZKOPTOWY 120 G,0.95
10232,2018-01-09,DRINK_JUICE,NAP TYMBARK 0_25 MALIN+MIETA,0.87
17198,2018-01-09,POULTRY,FRANKFUTERKI KG,23.714285714285694
8610,2018-01-12,DAIRY_CHESSE,MAR DELMA EXT O SMAKI SMIET .450 G,2.25
3138,2018-01-08,CHEMISTRY,SZAMPON FAMILIJNY 0_7 L,4.08
13787,2018-01-11,GENERAL_FOOD,ROLNIK FASOLKA SZPAR. ZIEL 720G,3.06
3803,2018-01-12,CHEMISTRY,BREF KULKI BLU AKTIV,4.79
4595,2018-01-06,CHIPS_FLAKES,POP CORN 95 G,1.47
9578,2018-01-06,DRINK_JUICE,NAP CAPRIO CZER.POMARANCZA 2L,3.03
7646,2018-01-07,DAIRY_CHESSE,LAZUR 100GR B?EKITNY,3.28
17812,2018-01-06,GENERAL_ITEMS,POMPKA HEYAH 5 ZL,3.85
13500,2018-01-09,GENERAL_FOOD,WAFLE LEKKIE LIGHT FOOD 58GR,2.36
4447,2018-01-03,CHIPS_FLAKES,LAYS SOLONE 140 G,3.85
11968,2018-01-11,GENERAL,RACUCHY GRZESKOWIAK 320 G,4.65
1450,2018-01-12,BREAD,B ROGAL MLECZNY 0_1KG,0.99
9409,2018-01-05,DRINK_JUICE,NAP HORTEX 1 L CZARNA PORZECZKA,3.03
1692,2018-01-08,POULTRY,PASZTET PODLASKI Z POMIDOR_DROSED 100GR,1.04
11705,2018-01-08,GENERAL,BRYKIET 2 KG,4.69
3511,2018-01-10,CHEMISTRY,PLYN D/NACZ GIGUS 1L LEMON,2.15
11255,2018-01-02,GENERAL,KAMIS MAJERANEK 9 G,1.35
5995,2018-01-08,COFFEE TEA,KAWA NESCAFE 100 G CREME,10.126666666666699
9131,2018-01-03,DRINK_JUICE,WODA PIENINSKA  1_5 L  GAZ,1.02
10483,2018-01-10,DRINK_JUICE,ZBYSZKO MAXER 2 L GAZ  ORANGE,0.9
585,2018-01-07,ALCOHOL,PIWO LOMZA EXPORT 0_5L BUT/BEZ.,1.68
21872,2018-01-07,VEGETABLES,SUROWKA KUBEK,2.13
15829,2018-01-10,ICE_CREAMS_FROZEN,LODY KOKTAJLOWE KUKULKA,0.56304347826087
10068,2018-01-08,DRINK_JUICE,NAP.VOLCANO COLA LEPSZY SMAK GAZ 2L.,0.73
1724,2018-01-09,POULTRY,PASZTET PODLASKI 155GR DROSED PUSZKA,1.7
9859,2018-01-07,DRINK_JUICE,PEPSI COLA 2_25 L,3.03166666666667
2772,2018-01-06,CHEMISTRY,WORECZKI SNIADANIOWE 100 SZT,1.12
19466,2018-01-05,SWEETS,BARON BOMBONIERKA 250 G,7.41
19063,2018-01-02,SWEETS,WAFLE FAMILIJNE 180G SMIETANKOWE,1.9
11195,2018-01-01,GENERAL,MLEKO KOKOSOWE 250 ML TRUSKAWKA,3.4
8096,2018-01-09,DAIRY_CHESSE,SER MLEKOPOL TYLZYCKI  PLASTRY 150GR,2.59
208,2018-01-02,ALCOHOL,PIWO LECH PREMIUM 0_5L BUTELKA,1.6957142857142902
41,2018-01-05,GENERAL_ITEMS,TAMPONY BELLA A/8 SUPER,3.15
5430,2018-01-09,CIGARETTES,GILZY CHIEFS 100 SZT,0.74
13075,2018-01-07,GENERAL_FOOD,KETCHUP PIKANTNY 470 G TORTEX,2.4
14371,2018-01-07,GROATS_RICE_PASTA,RYZ SONKO 4X100 PARABOLICZNY,2.15
4744,2018-01-09,CHIPS_FLAKES,STAR CHIPS ORZECH 125 G,2.18
4889,2018-01-01,CIGARETTES,PAP PS MINT LINK,9.527586206896553
6246,2018-01-05,COOKIES_BULK,CUKIERKI ROSEN ZELKI LUZ,10.2564102564103
18798,2018-01-01,SWEETS,BOMBONIERA POMORZANKA 175 G CHOCO,4.85
16469,2018-01-07,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,WODA ZYWIEC 1_5 N/G MALINA N/GAZ.,1.78
7944,2018-01-08,DAIRY_CHESSE,ZOTT DESER Z KORON? CZEKOLADOWY 175GR,0.88
11099,2018-01-11,POULTRY,LARUS MAKRELA W GALARECIE  160 G,4.01
16349,2018-01-06,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,KETCHUP LAGODNY 250G TORTEX,1.99
18584,2018-01-09,SPICES,WIN KOSTKA MIESNA 60G,1.18
4233,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA WRIGLEYS FRUIT 5 LIS,0.88
6584,2018-01-02,DAIRY_CHESSE,CAPRESI SEREK  150 G ZE SZCZYPIORKIEM,2.44
3265,2018-01-09,CHEMISTRY,MYDLO PALMOLIVE 90 G MILD,1.2
8883,2018-01-02,DRINK_JUICE,NAP ALOE VERA 0_5 L,1.87
14249,2018-01-05,GROATS_RICE_PASTA,MAKA TORTOWA 1KG STOISLAW,1.96
21647,2018-01-05,VEGETABLES,KT KAPUSTA PEKINSKA MLODA SZT,2.5
8756,2018-01-01,DRINK_JUICE,NAP COCA COLA 1_5 L,2.7
15204,2018-01-05,ICE_CREAMS_FROZEN,WARZYWA NA PATELNIE WIEJSKIE,3.83
17849,2018-01-02,GENERAL_ITEMS,RAJSTOPY 20 DEN L,1.74
19438,2018-01-04,SWEETS,WAFLE FAMILIJNE 180 G KAKAO,2.06
22980,2018-01-04,ALCOHOL,WINO WALDWEIN JEZYNA 0_75 L SLODKIE,7.6
21781,2018-01-06,VEGETABLES,SKORUPKA SALATKA STAROGOST.0.9,2.55
6228,2018-01-04,COOKIES_BULK,CUKIERKI ROSEN ZELKI LUZ,9.9375
21261,2018-01-10,TABLETS,OPASKA ELASTYCZNA 5M* 12 CM,4.34
13274,2018-01-08,GENERAL_FOOD,MUSZTARDA STOLOWA 200G PEGAZ,1.28135135135135
961,2018-01-12,ALCOHOL,PIWO BOJAN MALINOWE 0_5 L B/ZWROT,3.36
932,2018-01-11,ALCOHOL,PIWO PSOTNIK 0_5 L B/BEZW,4.85
7382,2018-01-06,DAIRY_CHESSE,CHRUPKI KUKURYDZIANE  60 G,1.26
5481,2018-01-09,CIGARETTES,PAP ROTHMANS MINT LINK,9.77
3761,2018-01-11,CHEMISTRY,WORECZKI SNIADANIOWE 100 SZT,1.11
20773,2018-01-11,SWEETS,GUMA PUSH,0.27
1694,2018-01-08,POULTRY,PIEROGI Z KAPUS/GRZYB.400GR GRZESKOWIAK,3.62
13760,2018-01-11,GENERAL_FOOD,MUSZTARDA STOLOWA 200G PEGAZ,1.33
1113,2018-01-03,BREAD,C BULKA TARTA,1.35
19061,2018-01-02,SWEETS,WAFELEK PEPPA30G,0.83
481,2018-01-06,ALCOHOL,PIWO HEINEKEN 0_5L B BEZ ZWROT,2.32416666666667
3775,2018-01-11,CHEMISTRY,ZESZYT 80 K,1.3
19812,2018-01-06,SWEETS,SKUTER Z CUKIERKAMI,4.92
3165,2018-01-08,CHEMISTRY,ZAPALNICZKA,0.92
5412,2018-01-08,CIGARETTES,PAP ROTHMANS BLU LINK,9.60285714285714
11679,2018-01-07,GENERAL,SMAK MAK NUGGETS  300G,5.52
13137,2018-01-07,GENERAL_FOOD,SLONECZNIK LUSKANY 100G FRESCO,0.93
4104,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA ORBIT APPLE DRAZE,1.03
17669,2018-01-10,GENERAL_ITEMS,MAR ZWYKLA 250G KRUSZWICA,1.29729166666667
4950,2018-01-02,CIGARETTES,PAP PALL MALL RED,11.1
