Account Name,Contract Start Date,Membership Category,Membership Level,Website
Skywin Spinning Pvt Ltd,42644.0,7,2.0,www.skywinspinning.com
Kikani Enterprises Pvt Ltd,42278.0,10,3.0,
Retailers and Brands,,,,
Suppliers and Manufacturers,,,,
"Yangzhou Yitai Textile CO.,LTD.",42795.0,7,2.0,
His Tekstil Sanayi ve Ticaret Ltd Sti,42767.0,7,2.0,www.histekstil.com.tr
Orteks Tekstil Urunleri San. ve Tic. A.S.,41821.0,7,2.0,
Hateks Hatay Tekstil,40756.0,4,2.0,
Spintex Swaziland (Pty) Ltd.,42614.0,7,2.0,
Associate Members,,,,
Suppliers and Manufacturers,,,,
"Jiangsu Guotai International Group Guohua Corp.,Ltd",42064.0,4,2.0,
Namoi Cotton Alliance,42186.0,12,2.0,
Sangam (India) Limited,42278.0,7,2.0,
Producer Organisation,,,,
Suppliers and Manufacturers,,,,
Cocamar Cooperativa Agroindustrial,42767.0,7,2.0,www.cocamar.com.br
Jiangsu Guotai Huasheng Industrial Co. Ltd.,41760.0,4,2.0,
Ettlin Spinnerei und Weberei Productions GMBH & Co. KG,41821.0,7,2.0,
Narendra Cotton Ginning & Pressing Co. Pvt. Ltd.,41883.0,5,2.0,
Antonio de Almeida & Filhos Texteis SA,42705.0,7,2.0,www.moretextilegroup.com
"Ilshin Vietnam Co., Ltd",42705.0,4,2.0,www.ilshinvn.com
"Xinjiang Huasheng Spin Co,.Ltd",42644.0,,2.0,
Karacasu Tekstil,40848.0,7,2.0,
DBL Group,41609.0,4,2.0,
Yesim Tekstil San. ve Tic. A.S.,41153.0,4,2.0,
"Tiong Liong Industrial Co., Ltd.",42430.0,6,2.0,
Paramount Textile Ltd.,42156.0,6,3.0,
Chiem Patana Textiles Co. Ltd.,41760.0,4,2.0,
Eastern Spinning Mills Ltd,42735.0,7,2.0,www.easterngroup-pk.com
J.K. Spinning Mills Ltd,42309.0,7,2.0,
"DNM Textile for Spinning, Weaving and Dyeing",41487.0,4,2.0,
N. Murugan Chettiar,42522.0,12,2.0,
Lotus Integrated Tex Park Ltd (Melange Unit),42491.0,7,2.0,
Shakthi Knitting Ltd,42370.0,6,3.0,
Retailers and Brands,,,,
Suppliers and Manufacturers,,,,
K.P.R Mill Ltd.,41671.0,4,2.0,
Sister Denim Composite Ltd,42705.0,6,3.0,www.thermaxgroup.com
Mehmud Industries Pvt Ltd,42552.0,7,2.0,
Suryalakshmi Cotton Mills Ltd.,41640.0,7,2.0,
"FuQing HaiAn Shoes Materials CO.,Ltd.",42644.0,,2.0,
Cargill,41214.0,12,2.0,
Basil Commodities Pvt. Ltd. (Basil Group),41122.0,12,2.0,
"Jiangsu Xin Nong Xin Textile Co., Ltd",42705.0,12,2.0,2014
Kuk Il Vietnam Co. Ltd,42675.0,7,2.0,
Civil Society,,,,
Suppliers and Manufacturers,,,,
Hursan Havlu Uretim San. TIC.A.S.,41030.0,9,2.0,
Shree Shihorikrupa Cotton Co,42614.0,12,2.0,
Bharat Vijay Mills,41821.0,6,2.0,
Winsome Yarns Ltd.,40878.0,7,2.0,
"Linqing Sanhe Textiles Group Co., Ltd.",42278.0,9,2.0,
Al-Muqeet Textiles (Private) Limited,42125.0,7,2.0,
"Shandong Ruyi Technology Group Co., Ltd",41974.0,4,2.0,
Changzhou Wujin Mahang Yarn-Dyed Fabric Co. Ltd.,41671.0,6,2.0,
"HuBei SenYu Textile Technological Co.,Ltd",42186.0,7,2.0,
Associate Members,,,,
Suppliers and Manufacturers,,,,
Producer Organisation,,,,
Suppliers and Manufacturers,,,,
Shandong Pingyang Textile Co. Ltd.,41821.0,7,2.0,
Oswal Woollen Mills Limited,42156.0,4,2.0,
Retailers and Brands,,,,
Civil Society,,,,
Suppliers and Manufacturers,,,,
Wuxi Shilead Dyeing Co. Ltd.,41640.0,7,2.0,
"Huafang Co.,Ltd",41579.0,6,3.0,
Arvind Dyeing & Bleaching Mills Pvt Ltd,42461.0,7,2.0,
"MCM Industrias Texteis, S.A.",42339.0,4,2.0,
Haian Lianfa Cotton Spinning Co. Ltd. (Aksu Lianfa Textile Co. Ltd.),41640.0,7,2.0,
"Zaozhuang Hiyoung Dynasty Textile Co.,Ltd.",42736.0,4,2.0,
Synthesis Home Textiles Pvt Ltd,42186.0,9,3.0,
Senthilkumar Textile Mills Pvt Ltd,42644.0,7,2.0,
Sanko Tekstil,40634.0,4,2.0,
Retailers and Brands,,,,
Suppliers and Manufacturers,,,,
Kamal Yarn Ltd.,42186.0,7,2.0,
JinYuan HengBo Group,42217.0,7,2.0,
"TongXiang YiDe Textile Co.,Ltd.",42644.0,,2.0,www.yidegroup.cn
Retailers and Brands,,,,
Suppliers and Manufacturers,,,,
Qingdao York Fashion Manufacture,41456.0,9,2.0,
"Changzhou Hengji Textile Co., Ltd",42156.0,4,2.0,
Avaneetha Textiles Pvt. Ltd.,42125.0,7,2.0,
Atesa Tekstil Insaat Tarim Gida San. Tic. A.S.,42125.0,7,2.0,
S. B. T. Apparels Pvt Ltd,42491.0,4,2.0,
Shandong Linqing China Resources Textiles Co. Ltd.,41883.0,7,2.0,
S V Group,41913.0,7,2.0,
Nantong Tongzhou Jianghua Textile Company Ltd.,42309.0,7,2.0,
Shandong Daiyin Textile Group Share Co. Ltd.,41609.0,4,2.0,
Civil Society,,,,
Suppliers and Manufacturers,,,,
Arikan Mensucat San ve Tic A.S.,41913.0,7,2.0,
Guangzhou Kangjian Textile and Clothing Co Ltd,42036.0,6,2.0,
Innovative Textiles Ltd,42552.0,4,2.0,
Mayfair Ltd.,41426.0,7,2.0,
Gulle Entegre Tekstil Isletmeleri Eml.San ve Tic A.S,42583.0,4,2.0,
Kedarnath Ginning Pvt Ltd,42370.0,12,2.0,
Mohan Spintex India Ltd,42705.0,4,2.0,www.mohanspintex.com
Vijay Pratisthan,42370.0,12,2.0,
Lucky Knits (Pvt.) Ltd,42430.0,9,3.0,
CHTC Dayao Textile Co. Ltd.,41760.0,10,2.0,
Retailers and Brands,,,,
Suppliers and Manufacturers,,,,
"Vilartex - Empresa de Malhas Vilarinho, Lda",42461.0,6,3.0,
M.Y Bari Mills Pvt Ltd,42705.0,5,3.0,www.barimills.com.pk
Orimpex Tekstil,42036.0,9,3.0,
Norfil S/A Industria Textil,41944.0,7,2.0,
Best Corporation Pvt. Ltd.,41030.0,5,2.0,
Nantong Shuanglian,41518.0,7,2.0,
"Sunrise Spinning( Vietnam) Co.,Ltd",42705.0,,2.0,
PT Pacific Texindo Industry,42552.0,7,2.0,
Green House Ltd,41974.0,7,2.0,
Compagnie Malienne pour le developpement des textiles (CMDT),41730.0,11,2.0,
Celikaslan Tekstil San. ve Tic. A.S.,42309.0,7,2.0,
"Fujian Gelier  Printing & Dyeing Co., Ltd.",42186.0,4,2.0,
Retailers and Brands,,,,
Suppliers and Manufacturers,,,,
Burteks Tekstil San ve Tic A.S,42736.0,4,2.0,
Matesa Tekstil Sanayi ve Ticaret A.S.,41913.0,4,2.0,
"Dafeng  Wanda  Textile  Co.,Ltd",42248.0,7,2.0,
Square Corporation,42614.0,Non-lint Trader,3.0,www.square-corp.com
Retailers and Brands,,,,
Suppliers and Manufacturers,,,,
Veritas Tekstil Konf Paz San Tic A.S,42430.0,9,3.0,
Badsha Textiles Ltd,42309.0,7,2.0,
Spectrum International Pvt. Ltd.,41426.0,12,2.0,
Changzhou Yueye Corduroy Co. Ltd.,41214.0,6,3.0,
Syed Spinning & Cotton Mills Ltd.,42461.0,7,2.0,
Jeyavishnu Spintex Pvt Ltd,42736.0,7,2.0,
"Shanghai Met Imp.&Exp.Co.,Ltd.",42156.0,4,2.0,
M/S. P.D. Sekhsaria Trading Co. Pvt. Ltd.,40940.0,12,2.0,
"Xiajin county tianrun textile co., Ltd",42430.0,7,2.0,
Engelhart CTP (Singapore) Pte Ltd,42036.0,12,2.0,
"XianYang China Resources Textiles Co.,Ltd",42248.0,4,2.0,
Singhal Spintex Pvt. Ltd.,42036.0,7,2.0,
Otto Stadtlander GmbH,42125.0,12,2.0,
Vallabh Textiles Company Ltd,42736.0,4,2.0,www.vtcl.co.in
Bajwa Spinning Mills (Pvt) Limited,42430.0,7,2.0,
Yonca Iplik Ticaret A.S,42461.0,7,2.0,
Saiham Textile Mills Ltd,42767.0,7,2.0,www.saihamtextile.com
Saif Textile Mills,40787.0,7,2.0,
Olam International Ltd.,40575.0,12,2.0,
"Weishi  Textile  Co.,Ltd.",42614.0,5,2.0,www.wshtex.com
Retailers and Brands,,,,
Suppliers and Manufacturers,,,,
Bros Eastern,40756.0,7,2.0,
Producer Organisation,,,,
Suppliers and Manufacturers,,,,
"Zhucheng Chinatex G-Way Textile Co,.Ltd",42767.0,7,2.0,www.g-way.cn
