Index,popularity,budget,original_title,release_year,genres
1410,1.860267,38000000,The Ugly Truth,2009,"Romance, Comedy"
1411,1.849649,100000000,Cloudy with a Chance of Meatballs,2009,"Family, Comedy, Animation"
1412,1.826169,40000000,Fantastic Mr. Fox,2009,"Animation, Comedy, Family, Adventure"
1413,1.75384,60000000,Coraline,2009,"Animation, Family"
1414,1.752134,150000000,Night at the Museum: Battle of the Smithsonian,2009,"Comedy, Action, Fantasy, Family, Adventure"
1415,1.732516,20000000,17 Again,2009,Comedy
1416,1.7148869999999998,200000000,A Christmas Carol,2009,"Animation, Drama"
1417,1.708605,0,The Rebound,2009,"Romance, Comedy"
1418,1.6738790000000001,65000000,The Lovely Bones,2009,"Fantasy, Drama"
1419,1.6417389999999998,26000000,Paul Blart: Mall Cop,2009,"Adventure, Family, Action, Comedy"
1420,1.575231,16000000,Hachi: A Dog's Tale,2009,"Drama, Family"
1421,1.542135,53000000,Law Abiding Citizen,2009,"Drama, Crime, Thriller"
1422,1.5352780000000001,30000000,The Box,2009,"Thriller, Science Fiction"
1423,1.487114,20000000,Crank: High Voltage,2009,"Action, Crime, Thriller"
1424,1.453639,33000000,Pandorum,2009,"Thriller, Mystery, Science Fiction, Horror, Action"
1425,1.416811,0,Tinker Bell and the Lost Treasure,2009,"Adventure, Fantasy, Animation, Family"
1426,1.398364,30000000,Drag Me to Hell,2009,"Horror, Thriller"
1427,1.358965,26000000,Splice,2009,"Thriller, Science Fiction"
1428,1.357091,50000000,Knowing,2009,"Drama, Adventure, Action, Science Fiction, Mystery"
1429,1.3282180000000001,5000000,Moon,2009,"Science Fiction, Drama"
1430,1.324927,150000000,G-Force,2009,"Action, Adventure, Comedy, Family, Fantasy"
1431,1.311696,0,Van Wilder: Freshman Year,2009,Comedy
1432,1.30199,100000000,The Taking of Pelham 1 2 3,2009,"Crime, Drama, Thriller"
1433,1.297769,18500000,The Invention of Lying,2009,"Romance, Comedy, Fantasy"
1434,1.290519,40000000,Confessions of a Shopaholic,2009,"Comedy, Romance"
1435,1.285167,0,Ghosts of Girlfriends Past,2009,"Fantasy, Romance, Comedy"
1436,1.267182,50000000,Gamer,2009,"Thriller, Science Fiction, Action"
1437,1.264202,0,Anaconda 4: Trail of Blood,2009,"Action, Horror, Science Fiction"
1438,1.26001,47000000,Mr. Nobody,2009,"Science Fiction, Fantasy, Drama, Romance"
1439,1.232312,70000000,Couples Retreat,2009,"Romance, Comedy"
1440,1.223786,26000000,Brothers,2009,"Thriller, Drama, War"
1441,1.2186569999999999,32000000,The Road,2009,"Drama, Adventure"
1442,1.1944549999999998,175000000,Monsters vs Aliens,2009,"Adventure, Animation, Family, Science Fiction"
1443,1.159118,3000000,Fish Tank,2009,Drama
1444,1.14937,40000000,Julie & Julia,2009,"Romance, Drama"
1445,1.145724,15000000,Chloe,2009,"Mystery, Drama, Thriller"
1446,1.138277,80000000,Public Enemies,2009,"Drama, Crime, History"
1447,1.124263,0,Merry Madagascar,2009,"Family, Animation"
1448,1.104112,16000000,Jennifer's Body,2009,"Comedy, Horror"
1449,1.0990030000000002,20000000,Orphan,2009,"Thriller, Mystery, Horror"
1450,1.085541,15000000,All About Steve,2009,Comedy
1451,1.083957,40000000,The Final Destination,2009,"Horror, Mystery"
1452,1.080415,75000000,Alvin and the Chipmunks: The Squeakquel,2009,"Animation, Music, Comedy, Family, Fantasy"
1453,1.075405,4500000,After.Life,2009,"Thriller, Mystery, Drama, Horror"
1454,1.074072,30000000,Bride Wars,2009,Comedy
1455,1.065548,10000000,Precious,2009,Drama
1456,1.0437379999999998,60000000,State of Play,2009,Action
1457,1.039442,16000000,The Unborn,2009,"Mystery, Horror, Thriller"
1458,1.037708,14700000,"New York, I Love You",2009,"Drama, Romance, Comedy"
1459,1.022125,41000000,"I Love You, Man",2009,Comedy
1460,1.0180049999999998,22000000,The Informant!,2009,"Crime, Thriller, Comedy, Drama"
1461,1.0147059999999999,50000000,Race to Witch Mountain,2009,"Thriller, Adventure, Science Fiction, Family, Fantasy"
1462,0.9992989999999999,27000000,Case 39,2009,"Horror, Thriller, Mystery"
1463,0.967776,50000000,The Boat That Rocked,2009,"Comedy, Drama"
1464,0.9675520000000001,0,Wrong Turn 3: Left for Dead,2009,"Horror, Thriller"
1465,0.966959,20000000,Daybreakers,2009,"Thriller, Action, Horror, Science Fiction, Fantasy"
1466,0.965516,39000000,The Time Traveler's Wife,2009,"Fantasy, Romance, Drama"
1467,0.9555600000000001,0,Fanboys,2009,"Comedy, Adventure"
1468,0.9537049999999999,11000000,Antichrist,2009,"Drama, Horror, Thriller"
1469,0.9480639999999999,0,From Time to Time,2009,"Adventure, Drama, Fantasy"
1470,0.908112,18000000,Love Happens,2009,"Romance, Drama"
1471,0.9074479999999999,38000000,Push,2009,Action
1472,0.905416,17000000,Brooklyn's Finest,2009,"Thriller, Drama, Crime"
1473,0.9017299999999999,11000000,Saw VI,2009,"Horror, Mystery"
1474,0.8942680000000001,35000000,The Young Victoria,2009,"Drama, History, Romance"
1475,0.884343,7000000,A Serious Man,2009,"Drama, Comedy"
1476,0.883984,14000000,A Perfect Getaway,2009,"Mystery, Thriller, Adventure"
1477,0.882568,0,Spread,2009,Comedy
1478,0.850476,40000000,Whiteout,2009,"Mystery, Crime, Thriller, Action"
1479,0.84809,0,The Uninvited,2009,"Horror, Thriller, Drama"
1480,0.84445,0,Powder Blue,2009,Drama
1481,0.8342,13000000,I Love You Phillip Morris,2009,"Romance, Comedy, Drama"
1482,0.8305969999999999,13000000,Enter the Void,2009,"Fantasy, Drama"
1483,0.8285319999999999,7000000,A Single Man,2009,"Drama, Romance"
1484,0.826039,20000000,12 Rounds,2009,"Adventure, Thriller, Action, Drama"
1485,0.817983,8000000,Green Street Hooligans 2,2009,"Thriller, Drama, Action"
1486,0.816681,9000000,3 Idiots,2009,"Drama, Comedy, Romance"
1487,0.8133229999999999,150000000,Transformers: Revenge of the Fallen,2009,"Adventure, Action, Science Fiction"
1488,0.811236,24000000,The Men Who Stare at Goats,2009,"War, Comedy"
1489,0.8048569999999999,15000000,Whatever Works,2009,"Comedy, Romance"
1490,0.7967609999999999,40000000,Ninja Assassin,2009,"Thriller, Crime, Action"
1491,0.790326,20000000,Bandslam,2009,"Family, Music, Drama, Comedy"
1492,0.7863899999999999,100000000,Where the Wild Things Are,2009,"Family, Fantasy"
1493,0.786159,85000000,It's Complicated,2009,"Romance, Comedy"
1494,0.778435,500000,Elsewhere,2009,"Thriller, Drama, Crime"
1495,0.776493,0,The Butterfly Effect 3: Revelations,2009,"Drama, Thriller, Crime, Science Fiction"
1496,0.7672640000000001,18000000,"I Love You, Beth Cooper",2009,"Romance, Comedy"
1497,0.7671439999999999,18000000,Youth in Revolt,2009,"Drama, Romance, Comedy"
1498,0.760048,100000000,Land of the Lost,2009,"Adventure, Comedy, Science Fiction"
1499,0.7563850000000001,60000000,Invictus,2009,"History, Drama"
1500,0.748763,70000000,Planet 51,2009,"Adventure, Family, Comedy, Animation, Science Fiction"
1501,0.744384,0,Dorian Gray,2009,"Fantasy, Thriller, Drama"
1502,0.729008,0,The Haunting in Connecticut,2009,"Thriller, Horror"
1503,0.725903,0,American Pie Presents: The Book of Love,2009,Comedy
1504,0.725654,3500000,Green Lantern: First Flight,2009,"Animation, Action, Science Fiction"
1505,0.720352,8000000,The Tournament,2009,"Horror, Thriller, Action"
1506,0.717595,60000000,Year One,2009,"Adventure, Comedy"
1507,0.713022,4500000,Life During Wartime,2009,"Comedy, Drama"
1508,0.710966,12000000,Ondine,2009,"Romance, Drama"
1509,0.6964130000000001,0,Oceans,2009,"Family, Documentary"
1510,0.694443,15000000,My Bloody Valentine,2009,"Mystery, Horror"
1511,0.691392,87000000,Arthur et la vengeance de Maltazard,2009,"Animation, Fantasy, Family, Adventure"
1512,0.690602,0,Battlestar Galactica: The Plan,2009,"Drama, Action, Science Fiction, Adventure"
1513,0.688361,0,Home,2009,Documentary
1514,0.6642,35000000,Old Dogs,2009,"Family, Comedy"
1515,0.66342,0,Bitch Slap,2009,"Thriller, Action, Crime, Comedy, Drama"
1516,0.661609,70000000,Agora,2009,"Adventure, Drama, History"
1517,0.654405,8000000,Mary and Max,2009,"Comedy, Animation, Drama"
1518,0.652939,8000000,The Boondock Saints II: All Saints Day,2009,"Action, Thriller, Crime"
1519,0.643829,25000000,The Bad Lieutenant: Port of Call - New Orleans,2009,"Crime, Drama"
1520,0.6431640000000001,30000000,The Imaginarium of Doctor Parnassus,2009,"Fantasy, Adventure, Mystery"
1521,0.642045,20000000,Horsemen,2009,"Mystery, Drama, Crime, Horror, Thriller"
1522,0.6300680000000001,20000000,Armored,2009,"Thriller, Crime, Drama, Action"
1523,0.619369,0,Carriers,2009,"Action, Horror, Science Fiction, Drama, Thriller"
1524,0.6179680000000001,10000000,L'ArmÃ©e du crime,2009,"Drama, Foreign, History"
1526,0.61574,0,My Fake Fiance,2009,"Drama, Romance, Comedy"
1527,0.608282,40000000,Cirque du Freak: The Vampire's Assistant,2009,"Action, Adventure, Thriller, Fantasy"
1528,0.607851,0,Hulk vs. Wolverine,2009,"Animation, Action, Science Fiction"
1529,0.606857,9000000,Leaves of Grass,2009,"Crime, Comedy, Thriller, Drama"
1530,0.60652,7500000,An Education,2009,"Romance, Drama"
1531,0.604388,75000000,Funny People,2009,"Drama, Comedy"
1532,0.603274,0,Paper Man,2009,"Drama, Comedy"
1533,0.598075,25000000,Up in the Air,2009,"Drama, Romance"
1534,0.595489,65000000,Astro Boy,2009,"Family, Action, Animation, Science Fiction"
1535,0.59517,50000000,The International,2009,"Crime, Thriller, Drama"
1536,0.589183,12000000,Triangle,2009,Horror
1537,0.582583,0,The Hole,2009,"Adventure, Fantasy, Thriller"
1538,0.582225,14000000,Universal Soldier: Regeneration,2009,"Thriller, Action, Science Fiction, Adventure"
1539,0.580292,85000000,Fast & Furious,2009,"Thriller, Drama, Action, Crime"
1541,0.577968,0,Nothing Personal,2009,Drama
1542,0.576401,20000000,Capitalism: A Love Story,2009,Documentary
1543,0.569571,12000000,Grey Gardens,2009,"Drama, History, TV Movie"
1544,0.5694359999999999,25000000,Thick as Thieves,2009,"Crime, Thriller, Action"
1545,0.566149,40000000,Che: Part Two,2009,"History, Drama, War"
1546,0.565345,15000000,Halloween II,2009,Horror
1548,0.554339,0,Observe and Report,2009,"Crime, Drama, Comedy"
1549,0.551708,22000000,Middle Men,2009,"Crime, Drama, Comedy"
1550,0.549975,35000000,Hannah Montana: The Movie,2009,"Comedy, Family, Music, Drama, Romance"
1551,0.547651,0,Fighting,2009,"Drama, Action, Crime, Thriller, Adventure"
1552,0.544071,15000000,Banlieue 13 - Ultimatum,2009,"Crime, Action, Thriller"
1553,0.54269,8000000,Baby on Board,2009,"Romance, Comedy"
1554,0.53923,45000000,Aliens in the Attic,2009,"Fantasy, Adventure, Family, Science Fiction, Comedy"
1555,0.53765,12000000,Tell-Tale,2009,"Thriller, Mystery, Drama, Horror"
1556,0.536572,0,Adam,2009,"Drama, Romance"
1557,0.536552,0,The Descent: Part 2,2009,"Adventure, Horror, Thriller"
1558,0.536017,3400000,The Collector,2009,"Thriller, Horror"
1559,0.5357069999999999,0,Die PÃ¤pstin,2009,Drama
1560,0.534927,4300000,Beautiful Kate,2009,"Mystery, Foreign, Drama"
1561,0.534693,3000000,Women in Trouble,2009,"Drama, Comedy"
1562,0.5291600000000001,10000000,The Fourth Kind,2009,"Science Fiction, Thriller"
1563,0.52377,6000000,Glorious 39,2009,"Drama, History, War, Thriller"
1564,0.520419,15000000,Solitary Man,2009,"Romance, Comedy, Drama"
1565,0.518084,0,Cracks,2009,"Mystery, Drama, Thriller"
1566,0.515547,0,Redline,2009,"Fantasy, Animation, Drama, Action, Thriller"
1567,0.5137390000000001,0,The Infidel,2009,"Drama, Comedy"
1568,0.510379,800000,The Disappearance of Alice Creed,2009,"Drama, Thriller, Crime"
1569,0.508705,78146652,Duplicity,2009,Thriller
1570,0.507995,3500000,Wild Cherry,2009,Comedy
1571,0.502164,0,Superman/Batman: Public Enemies,2009,"Animation, Adventure, Action"
1572,0.501753,10000000,Cabin Fever 2: Spring Fever,2009,Horror
1573,0.495483,5100000,Shrink,2009,"Drama, Comedy"
1574,0.49396899999999994,0,In the Electric Mist,2009,"Mystery, Thriller, Crime, Drama"
1576,0.492691,0,Wonder Woman,2009,"Animation, Adventure, Science Fiction, Action"
1577,0.49236599999999997,8500000,Bright Star,2009,"Romance, Drama"
1578,0.487353,0,Stargate SG-1: Children of the Gods,2009,"Thriller, Science Fiction, Adventure"
1579,0.48705,0,Assassin's Creed: Lineage,2009,"History, Drama, Action"
1580,0.486687,10000000,Ninja,2009,"Action, Thriller, Drama, Crime"
1581,0.486267,0,Santa Buddies,2009,Adventure
1582,0.480074,9500000,Adventureland,2009,Comedy
1583,0.47888800000000004,8000000,Extract,2009,Comedy
1584,0.47724300000000003,0,Scooby-Doo! The Mystery Begins,2009,"Animation, Mystery, Fantasy, Comedy"
1585,0.47668699999999997,3500000,Defendor,2009,"Action, Comedy, Crime, Drama"
1586,0.475826,0,Beauty and the Beast,2009,Fantasy
1587,0.47451499999999996,0,American Virgin,2009,Comedy
1588,0.472113,80000000,Nine,2009,"Romance, Drama, Music"
1589,0.47206400000000004,0,Red Riding: In the Year of Our Lord 1983,2009,"Mystery, Thriller, Crime, Drama"
1590,0.471747,6500000,The Messenger,2009,"History, Drama"
1591,0.471412,0,The Stepfather,2009,"Mystery, Thriller, Horror"
1592,0.47063999999999995,6300000,Without a Paddle: Nature's Calling,2009,"Action, Comedy, Adventure"
1593,0.461154,17000000,Away We Go,2009,"Romance, Drama, Comedy"
1594,0.45893199999999995,17000000,My Life in Ruins,2009,"Romance, Comedy"
1595,0.457298,30000000,My Sister's Keeper,2009,Drama
1596,0.454896,0,Seulpeumboda deo seulpeun Iyagi,2009,"Drama, Romance, Foreign"
1597,0.452402,0,Rampage,2009,"Action, Thriller, Crime, Drama"
1598,0.449535,0,The Cove,2009,Documentary
1599,0.44710600000000006,60000000,The Soloist,2009,Drama
1600,0.442826,0,"Family Guy Presents: Something, Something, Something, Dark Side",2009,"Science Fiction, Animation, Comedy"
1601,0.44144399999999995,19000000,Friday the 13th,2009,Horror
1603,0.438147,25000000,Crossing Over,2009,Drama
1604,0.43466000000000005,0,The Last House on the Left,2009,"Drama, Thriller, Crime, Horror"
1605,0.430617,7000000,Mother and Child,2009,"Romance, Drama"
1606,0.430112,0,Turtles Forever,2009,"Action, Family, Adventure, Science Fiction, Animation"
1607,0.429492,7300000,Harry Brown,2009,"Crime, Drama, Action, Thriller"
1608,0.427479,80000000,Surrogates,2009,"Science Fiction, Thriller, Action"
1610,0.426762,3700000,Blood and Bone,2009,"Action, Drama, Thriller"
1611,0.426316,0,Labor Pains,2009,"Romance, Comedy"
1612,0.426205,50000000,Street Fighter: The Legend of Chun-Li,2009,"Thriller, Science Fiction, Adventure, Action"
1613,0.424415,35000000,Hotel for Dogs,2009,"Comedy, Family"
1614,0.421521,0,Creation,2009,"Drama, History"
1615,0.42089,9000000,Veronika Decides to Die,2009,"Drama, Romance"
1616,0.41738400000000003,0,Barbie Presents: Thumbelina,2009,"Animation, Family"
1617,0.416013,0,Exam,2009,"Mystery, Thriller"
1618,0.415099,20000000,Obsessed,2009,"Drama, Thriller"
1619,0.41491000000000006,15000000,Tetro,2009,"Mystery, Drama"
1620,0.24981799999999998,4500000,Children of the Corn,2009,"Drama, Thriller, Horror"
1621,0.412708,10000000,The Keeper,2009,"Action, Adventure, Thriller"
1622,0.29573499999999997,0,Lesbian Vampire Killers,2009,"Comedy, Horror"
1623,0.41083000000000003,0,44 Inch Chest,2009,"Drama, Crime"
1624,0.40967299999999995,0,The Good Witch's Garden,2009,"Fantasy, Comedy, Romance, Family, TV Movie"
1625,0.409005,15000000,Whip It,2009,Drama
1626,0.408711,6400000,The Trotsky,2009,Comedy
1627,0.40847,5060730,Metropia,2009,"Animation, Drama, Science Fiction, Thriller"
1628,0.405888,0,In the Loop,2009,Comedy
1629,0.405828,60000000,Michael Jackson's This Is It,2009,"Documentary, Music"
1630,0.37164200000000003,0,The Vicious Kind,2009,"Comedy, Drama"
1631,0.403188,0,The Last Station,2009,"Romance, Drama"
1633,0.401071,10000000,Dolan's Cadillac,2009,"Thriller, Drama"
1634,0.400567,0,Dadnapped,2009,"Family, Action, Adventure, TV Movie, Comedy"
1635,0.39805100000000004,0,The Limits of Control,2009,"Mystery, Crime, Drama, Thriller"
1636,0.397409,0,According to Greta,2009,"Romance, Drama"
1637,0.39561599999999997,45000000,Solomon Kane,2009,"Science Fiction, Action, Adventure, Fantasy"
1638,0.475095,0,Dead Man Running,2009,"Drama, Action, Thriller, Crime"
1639,0.394989,4000000,Survival of the Dead,2009,"Science Fiction, Horror"
1640,0.394271,0,Dance Flick,2009,"Music, Comedy, Action"
1641,0.393762,10000000,The Devil's Tomb,2009,"Horror, Thriller, Science Fiction, Action"
1642,0.391927,0,Red Riding: In the Year of Our Lord 1974,2009,"Mystery, Drama, Thriller, Crime"
1643,0.391867,0,Barbie and the Three Musketeers,2009,"Animation, Family"
1644,0.391859,150000000,X-Men Origins: Wolverine,2009,"Adventure, Action, Thriller, Science Fiction"
1645,0.389989,0,Balls Out: The Gary Houseman Story,2009,Comedy
1646,0.388271,0,Mutant Pumpkins from Outer Space,2009,"TV Movie, Comedy, Family, Animation"
1647,0.388227,10000000,Mammoth,2009,"Drama, Romance"
1648,0.38802600000000004,4000000,S. Darko,2009,"Mystery, Crime, Science Fiction, Thriller"
1649,0.383827,0,Prison Break: The Final Break,2009,"Action, Drama, Thriller"
1650,0.382268,0,Happily N'Ever After 2,2009,"Animation, Family"
1652,0.378554,0,Tanner Hall,2009,Drama
1653,0.37852199999999997,2900000,Black Dynamite,2009,"Comedy, Action"
1654,0.377372,0,The Thaw,2009,"Horror, Science Fiction, Thriller"
1655,0.37654299999999996,6000000,City Island,2009,"Comedy, Drama"
1656,0.376307,0,The Gruffalo,2009,"Animation, Family"
1657,0.374157,0,The Secret of Kells,2009,"Family, Animation, Fantasy"
1658,0.37049699999999997,40000000,Amelia,2009,"Romance, Adventure, Drama"
1659,0.370303,0,Screamers: The Hunting,2009,"Science Fiction, Horror, Action"
1660,0.370172,0,Desert Flower,2009,Drama
1661,0.369792,0,Partly Cloudy,2009,"Family, Comedy, Fantasy, Adventure, Animation"
1662,0.369406,0,Der Knochenmann,2009,"Crime, Comedy, Thriller"
1663,0.36903800000000003,0,Afro Samurai: Resurrection,2009,Animation
1664,0.366021,0,Boogie Woogie,2009,"Drama, Comedy"
1665,0.365372,0,Echelon Conspiracy,2009,"Mystery, Action, Crime"
1666,0.363832,25000000,Beyond a Reasonable Doubt,2009,Drama
1667,0.362858,0,Love and Other Impossible Pursuits,2009,Drama
1668,0.360935,0,Possession,2009,"Romance, Thriller, Drama"
1669,0.360715,0,Nativity!,2009,"Family, Comedy"
1670,0.088773,35000000,BaarÃ¬a,2009,"Comedy, Drama"
1671,0.358304,0,Dug's Special Mission,2009,"Fantasy, Adventure, Comedy, Family, Animation"
1672,0.356006,425000,Hunter Prey,2009,"Science Fiction, Thriller"
1673,0.248559,0,Motherhood,2009,"Comedy, Drama"
1674,0.35320300000000004,8000000,New in Town,2009,"Romance, Comedy"
1675,0.348842,25000000,Me and Orson Welles,2009,"Drama, Comedy, Romance"
1676,0.34770700000000004,40000000,Shorts,2009,"Family, Comedy"
1677,0.34638,0,"My Son, My Son, What Have Ye Done",2009,"Thriller, Drama, Crime"
1679,0.340416,0,Miss March,2009,"Comedy, Romance"
1680,0.33965700000000004,7000000,In Her Skin,2009,"Thriller, Drama"
1681,0.376614,0,Five Minutes of Heaven,2009,"Drama, Crime, Thriller"
1682,0.569186,0,Super Rhino,2009,"Comedy, Animation"
1683,0.338175,0,Ju-on: Shiroi rÃ´jo,2009,Horror
1684,0.336426,0,The Private Lives of Pippa Lee,2009,"Comedy, Romance, Drama"
1685,0.336167,55000000,Imagine That,2009,"Fantasy, Family, Drama, Comedy"
1686,0.33561199999999997,0,Personal Effects,2009,Drama
1687,0.33355100000000004,0,Fame,2009,"Comedy, Drama, Romance, Music"
1688,0.116657,0,From Within,2009,"Horror, Mystery, Thriller"
1689,0.332142,0,Nine Miles Down,2009,"Thriller, Horror, Mystery"
1690,0.330949,0,Robin Williams: Weapons of Self Destruction,2009,Comedy
1691,0.330513,0,Prep & Landing,2009,"Animation, Family, Fantasy"
1693,0.32336,10000000,Walled In,2009,"Horror, Thriller"
1694,0.32261999999999996,2011799,The Human Centipede (First Sequence),2009,Horror
1695,0.32251599999999997,0,Dread,2009,"Drama, Horror, Thriller"
1696,0.32232,100000000,Dragonball Evolution,2009,"Science Fiction, Action, Adventure, Thriller, Fantasy"
1697,0.232913,8500000,The Countess,2009,"Drama, History, Horror"
1698,0.319742,20000000,John Rabe,2009,"War, Drama, History"
1699,0.31953200000000004,12500000,Sorority Row,2009,"Thriller, Mystery, Horror"
1700,0.317799,5000000,Hardwired,2009,"Thriller, Science Fiction, Adventure, Action"
1701,0.317301,20000000,The Maiden Heist,2009,"Crime, Comedy"
1702,0.317069,0,The Last Templar,2009,"Adventure, Thriller, Fantasy, Drama"
1703,0.315422,0,Middle of Nowhere,2009,"Comedy, Drama"
1704,0.31482,0,The Killing Room,2009,"Thriller, Drama"
1705,0.31344,0,The House of the Devil,2009,"Mystery, Horror"
1706,0.311776,0,Legally Blondes,2009,"Comedy, Family"
1707,0.3106,0,The Revenant,2009,"Comedy, Horror"
1708,0.309467,14000000,Giallo,2009,"Mystery, Horror, Crime, Thriller"
1709,0.30935999999999997,0,Deep in the Valley,2009,Comedy
1710,0.303296,0,The New Daughter,2009,"Thriller, Horror"
1711,0.302925,0,Nowhere Boy,2009,Drama
1713,0.30091999999999997,0,St Trinian's 2: The Legend of Fritton's Gold,2009,"Comedy, Adventure"
1714,0.300313,4500000,Stay Cool,2009,Comedy
1715,0.299873,0,Behind Enemy Lines III: Colombia,2009,"Action, War, Thriller"
1716,0.298874,0,Forget Me Not,2009,"Romance, Drama, Horror"
1717,0.297677,0,Dead Like Me: Life After Death,2009,"Comedy, Drama, Fantasy"
1718,0.29476199999999997,6500000,Open Graves,2009,"Horror, Thriller"
1719,0.263791,0,Gifted Hands: The Ben Carson Story,2009,Drama
1721,0.29434299999999997,0,Princess Protection Program,2009,"Comedy, Drama, Family"
1722,0.292324,23000000,ChÃ©ri,2009,"Comedy, Drama, Romance"
1723,0.292125,0,Tales of the Black Freighter,2009,"Action, Horror, Animation"
1724,0.290674,10000000,The Joneses,2009,"Comedy, Drama"
1725,0.290454,0,Arlen Faber,2009,"Comedy, Romance"
1726,0.286478,0,Espion(s),2009,"Thriller, Drama, Romance"
1727,0.2856,0,Mrs. Miracle,2009,"Comedy, Fantasy, TV Movie, Romance"
1728,0.285353,20000000,Fired Up!,2009,"Comedy, Romance"
1729,0.28533800000000004,0,Cherrybomb,2009,"Romance, Thriller, Drama"
1730,0.284095,0,My One and Only,2009,"Drama, Comedy"
1731,0.283496,0,The Firm,2009,Drama
1732,0.279941,0,Serious Moonlight,2009,"Comedy, Action, Romance"
1733,0.278387,75,Wanted,2009,"Action, Crime, Comedy, Thriller"
1734,0.278321,10000000,World's Greatest Dad,2009,"Comedy, Romance"
1735,0.27373000000000003,0,Road Trip: Beer Pong,2009,Comedy
1736,0.272422,1700000,The Girlfriend Experience,2009,"Comedy, Drama"
1737,0.27114699999999997,10000000,Night of the Demons,2009,Horror
1739,0.270283,0,Transylmania,2009,"Horror, Comedy"
1740,0.269902,0,Damage,2009,"Thriller, Action"
1741,0.266625,0,Summer's Blood,2009,"Thriller, Horror"
1742,0.26626700000000003,0,Cold Souls,2009,"Comedy, Fantasy, Science Fiction, Drama"
1743,0.265405,0,Into the Blue 2: The Reef,2009,Action
1744,0.265119,6500000,A Dangerous Man,2009,"Thriller, Action, Adventure"
1745,0.356209,0,When You're Strange,2009,"Documentary, Music"
1746,0.215709,0,The Lodger,2009,"Thriller, Horror, Mystery"
1747,0.252355,0,Dark Country,2009,"Thriller, Horror"
1748,0.258982,0,Leningrad,2009,"War, Drama"
1749,0.13356500000000002,0,The Phantom,2009,"Action, Science Fiction"
1750,0.256975,0,Hulk vs. Thor,2009,"Science Fiction, Action, Fantasy, Animation"
1751,0.07309,0,12 Men of Christmas,2009,"Comedy, Romance"
1752,0.251166,0,Under the Sea 3D,2009,Documentary
1754,0.25035100000000005,0,Frequently Asked Questions About Time Travel,2009,"Romance, Science Fiction, Drama, Comedy"
1755,0.24983899999999998,0,De helaasheid der dingen,2009,"Drama, Comedy"
1756,0.249295,15000000,Post Grad,2009,Comedy
1757,0.32124400000000003,5000000,Grace,2009,"Horror, Thriller"
1759,0.242864,0,Across the Hall,2009,"Thriller, Mystery, Romance"
1760,0.242794,0,The Marine 2,2009,"Drama, Action, Adventure, Thriller"
1761,0.24223899999999998,40000000,Ben 10: Alien Swarm,2009,Adventure
1762,0.24075700000000003,0,Doghouse,2009,"Comedy, Horror"
1763,0.16831600000000002,0,The Hills Run Red,2009,Horror
1764,0.271818,0,Looking for Eric,2009,"Comedy, Drama"
1765,0.23504499999999998,0,Taking Woodstock,2009,"Drama, Comedy, Music"
1766,0.781772,0,George & A.J.,2009,"Family, Animation, Adventure, Fantasy, Comedy"
1768,0.118447,0,Taking Chance,2009,"History, Drama, War"
1769,0.232346,0,Notorious,2009,"Music, Drama"
1770,0.23156,0,The Loved Ones,2009,Horror
1771,0.23095300000000002,21000000,Everybody's Fine,2009,Drama
1772,0.230359,0,Bionicle: The Legend Reborn,2009,"Family, Animation, Science Fiction, Action, Adventure"
1773,0.42857399999999995,0,ZMD: Zombies of Mass Destruction,2009,Horror
1774,0.22600900000000002,7000000,Crazy Heart,2009,"Music, Drama, Romance"
1775,0.225875,0,The Three Investigators and the Secret of Terror Castle,2009,"Adventure, Family, Mystery"
1776,0.213292,0,Tormented,2009,"Comedy, Horror"
1777,0.196421,10000000,"The Goods: Live Hard, Sell Hard",2009,Comedy
1778,0.222544,0,Triage,2009,"Thriller, Mystery, Drama"
1779,0.221791,0,Ricky,2009,"Drama, Foreign, Fantasy, Science Fiction"
1780,0.22081900000000002,2000000,Stolen Lives,2009,"Mystery, Drama, Thriller, Crime"
1781,0.21893,0,I Hate Valentine's Day,2009,"Comedy, Romance"
1782,0.21860900000000003,10000000,Driven To Kill,2009,"Action, Thriller, Adventure"
1783,0.216906,15000000,"Give 'em Hell, Malone",2009,"Action, Thriller, Mystery, Crime"
1784,0.21323699999999998,0,The Courageous Heart of Irena Sendler,2009,"Drama, War"
1785,0.21229499999999998,0,The Jerk Theory,2009,Comedy
1786,0.212004,0,Jusqu'Ã  toi,2009,"Family, Comedy, Romance"
1787,0.20979,0,Perrierâ€™s Bounty,2009,"Drama, Crime, Comedy, Action"
1788,0.223951,0,Alabama Moon,2009,"Family, Action, Adventure, Drama"
1789,0.20908400000000002,0,Humpday,2009,Comedy
1790,0.20904299999999998,0,The Haunted World of El Superbeasto,2009,"Comedy, Horror, Action, Animation"
1791,0.206657,0,Not Forgotten,2009,"Mystery, Thriller, Horror, Crime"
1792,0.20381300000000002,0,The Six Wives of Henry Lefay,2009,Comedy
1793,0.203707,0,Tetsuo: The Bullet Man,2009,"Science Fiction, Horror, Thriller, Foreign, Action"
1794,0.196413,0,TiMER,2009,"Comedy, Romance, Fantasy, Drama, Science Fiction"
1796,0.284873,0,Feast III: The Happy Finish,2009,"Horror, Action, Comedy"
1798,0.193267,0,Tellement proches,2009,Comedy
1799,0.529037,1500000,Homecoming,2009,"Horror, Thriller"
1801,0.188104,0,Amreeka,2009,Drama
1803,0.14085999999999999,0,Lebanon,2009,"War, Drama"
