Index,popularity,budget,original_title,genres,release_year
4208,0.8801479999999999,0,Police Academy: Mission to Moscow,Action,1994
2983,0.749838,50000000,Outlander,Science Fiction,2008
10591,0.21620100000000003,8500000,Lady Jane,Romance,1986
9985,1.6959110000000002,22000000,Dances with Wolves,Drama,1990
5986,0.05438,4000000,"Guten Tag, RamÃ³n",Drama,2013
10300,0.48315600000000003,22000000,Shadowlands,Romance,1993
8661,4.271452,103000000,Gladiator,Action,2000
2140,0.44737,0,Just Wright,Comedy,2010
4365,5.603587,200000000,Skyfall,Thriller,2012
3607,0.46488500000000005,3500000,Green Lantern: Emerald Knights,Adventure,2011
9577,0.195211,0,Stand and Deliver,Drama,1988
5224,0.038307,0,The Room,Drama,2003
4099,0.260167,0,The Dangerous Lives of Altar Boys,Comedy,2002
10617,0.38388,0,The Golden Voyage of Sinbad,Fantasy,1973
180,0.829111,20000000,Little Boy,Comedy,2015
5424,5.1119,170000000,Thor: The Dark World,Adventure,2013
7283,0.338541,0,Chato's Land,Adventure,1972
9083,0.396129,10000000,Can't Hardly Wait,Romance,1998
1242,0.08675,0,Jim Jefferies: BARE,Comedy,2014
5822,0.261321,0,Torment,Thriller,2013
2384,0.064038,0,FRED: The Movie,Family,2010
10150,0.42104300000000006,0,The Unforgiven,Western,1960
15,5.8984,44000000,The Hateful Eight,Mystery,2015
6163,0.22565,0,My Science Project,Comedy,1985
1708,0.309467,14000000,Giallo,Horror,2009
4578,0.45632700000000004,0,Burning Bright,Thriller,2012
7958,0.238873,0,Suburbia,Drama,1984
3097,0.25618,150000,Big Buck Bunny,Animation,2008
2716,0.56968,0,O,Thriller,2001
3709,0.407036,0,Book of Dragons,Animation,2011
2561,0.257431,50000000,The Mod Squad,Thriller,1999
7511,0.608302,20000000,Georgia Rule,Romance,2007
8367,0.063684,3000000,Strictly Ballroom,Romance,1992
2980,0.764367,9000000,The Strangers,Mystery,2008
7637,0.32337,15000000,The Good Night,Music,2007
2889,2.217084,150000000,Madagascar: Escape 2 Africa,Family,2008
2039,0.788144,2000000,I Spit on Your Grave,Horror,2010
10444,0.78112,9400000,"It's a Mad, Mad, Mad, Mad World",Action,1963
10103,0.11492100000000001,0,The Krays,Drama,1990
6482,0.175572,0,Me and You and Everyone We Know,Romance,2005
7572,0.46346099999999996,0,Rogue,Action,2007
10768,0.573763,0,The Star Wars Holiday Special,Science Fiction,1978
9911,0.131149,0,Topkapi,Crime,1964
6948,0.040915,1000000,Special,Science Fiction,2006
671,3.028769,70000000,Dracula Untold,Action,2014
4604,0.40801,750000,Safety Not Guaranteed,Drama,2012
5697,0.412492,4000000,The Sacrament,Thriller,2013
3786,0.193681,10000000,"Jeff, Who Lives at Home",Comedy,2011
1592,0.47063999999999995,6300000,Without a Paddle: Nature's Calling,Comedy,2009
8871,0.316973,0,Gangster No. 1,Drama,2000
5003,1.005582,80000000,Something's Gotta Give,Drama,2003
7564,0.473709,0,Garfield Gets Real,Family,2007
3096,0.402982,0,Birds of America,Comedy,2008
3191,0.267577,0,Johnny Mad Dog,Foreign,2008
3390,2.633754,35000000,Friends with Benefits,Comedy,2011
845,0.6320479999999999,5000000,Kill the Messenger,Mystery,2014
5879,0.199019,0,The Right Kind of Wrong,Comedy,2013
291,0.424813,6000000,Beasts of No Nation,Drama,2015
5164,0.371487,15000000,The Company,Thriller,2003
9579,0.131437,0,Hell Comes to Frogtown,Comedy,1988
3223,0.22710999999999998,0,La Fille de Monaco,Drama,2008
722,1.638781,130000000,Pompeii,Action,2014
4152,0.136897,0,Ã”nibus 174,Documentary,2002
6718,0.5014310000000001,6500000,The Wind That Shakes the Barley,War,2006
2100,0.548639,0,Jack Goes Boating,Drama,2010
6487,0.168133,5000000,The Secret Life of Words,Foreign,2005
9097,0.331874,0,Casper Meets Wendy,Comedy,1998
3691,0.318142,15000000,Atlas Shrugged Part I,Science Fiction,2011
8091,1.173211,30000000,Ace Ventura: When Nature Calls,Comedy,1995
5091,0.383686,6400000,Young Adam,Crime,2003
7303,0.091922,500000,Blacula,Thriller,1972
8082,1.59374,100000000,Batman Forever,Action,1995
6238,1.110148,39000000,Serenity,Adventure,2005
9138,0.20983200000000002,0,Dirty Work,Comedy,1998
7443,1.1503889999999999,55000000,3:10 to Yuma,Western,2007
3024,0.595488,11000000,The Secret Life of Bees,Adventure,2008
5487,1.40572,55000000,Captain Phillips,Thriller,2013
2066,0.6538,0,Camp Rock 2: The Final Jam,Drama,2010
889,0.518405,0,Barbie and the Secret Door,Animation,2014
476,0.19254000000000002,0,Listening,Thriller,2015
206,0.6895789999999999,15000000,Rock the Kasbah,War,2015
4505,0.646413,60000000,ParaNorman,Comedy,2012
959,0.336024,0,The Damned,Horror,2014
7744,0.15926400000000002,0,Oliver Twist,Adventure,2007
8975,2.090322,0,The Lion King 2: Simba's Pride,Adventure,1998
6474,0.187113,0,Archangel,Drama,2005
9783,0.258089,4000000,The Front Page,Comedy,1974
7939,0.354864,0,All of Me,Fantasy,1984
10705,0.22506199999999998,115,Operation Crossbow,Action,1965
5498,1.30454,26000000,Delivery Man,Comedy,2013
4364,5.944518,100000000,Django Unchained,Drama,2012
2996,0.6964060000000001,45000000,Bangkok Dangerous,Action,2008
7530,0.567972,0,The Seeker: The Dark Is Rising,Family,2007
8504,0.745574,46000000,Courage Under Fire,Mystery,1996
9896,0.194002,0,The Incredible Mr. Limpet,Fantasy,1964
10489,0.9609840000000001,25000000,Big Trouble in Little China,Adventure,1986
334,0.35765399999999997,0,Ronaldo,Documentary,2015
7460,0.993908,39000000,Shoot 'Em Up,Thriller,2007
10342,0.293473,8000000,Even Cowgirls Get the Blues,Drama,1993
10050,0.317091,3,Tales from the Darkside: The Movie,Comedy,1990
4578,0.45632700000000004,0,Burning Bright,Horror,2012
8401,0.390801,4100000,Scanners,Horror,1981
7979,0.133098,0,Gwendoline,Adventure,1984
7358,0.20509899999999998,0,Bad Timing,Drama,1980
10142,1.872132,2000000,The Magnificent Seven,Action,1960
4018,0.558747,70000000,Hart's War,War,2002
5286,0.737243,90000000,The Devil's Own,Crime,1997
2288,0.20523000000000002,0,Repeaters,Science Fiction,2010
2026,0.84783,0,Kung Fu Panda Holiday,Animation,2010
9369,0.379975,0,K2,Adventure,1991
1309,0.005725,0,"Fat, Sick & Nearly Dead 2",Documentary,2014
9594,3.474728,18000000,Predator,Action,1987
1562,0.5291600000000001,10000000,The Fourth Kind,Science Fiction,2009
8518,0.6359640000000001,40000000,The Preacher's Wife,Drama,1996
10177,0.924068,9000000,Logan's Run,Science Fiction,1976
9332,0.799449,25000000,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Adventure,1991
3845,0.122656,0,Thor - Tales of Asgard,Animation,2011
1230,0.095479,0,Marvellous,TV Movie,2014
9121,0.240661,10000000,Jane Austen's Mafia!,Crime,1998
1087,0.226863,0,Fort Bliss,Drama,2014
5720,0.370238,0,The Devil's Violinist,Drama,2013
2024,0.8568370000000001,0,Batman: Under the Red Hood,Animation,2010
3916,3.241129,139000000,Spider-Man,Action,2002
3558,0.588821,35000000,J. Edgar,Drama,2011
5397,0.171007,18000000,She's So Lovely,Drama,1997
2277,0.214381,7000000,The Extra Man,Comedy,2010
8238,0.08206799999999999,0,Man of the House,Comedy,1995
8794,0.246454,10000000,The Crow: Salvation,Science Fiction,2000
2091,0.591206,25000000,The Conspirator,Drama,2010
5337,0.41189899999999996,0,The Assignment,Adventure,1997
5222,0.040005,0,The Young Black Stallion,Action,2003
1642,0.391927,0,Red Riding: In the Year of Our Lord 1974,Mystery,2009
8593,0.347219,45000000,The Phantom,Action,1996
1893,0.044425,0,Alien Trespass,Comedy,2009
1053,0.26952800000000005,0,Kajaki,Thriller,2014
7369,0.11361099999999999,0,Coal Miner's Daughter,Drama,1980
9510,0.283003,0,Braddock: Missing in Action III,Action,1988
172,0.874641,0,Macbeth,War,2015
1700,0.317799,5000000,Hardwired,Thriller,2009
9506,0.389823,0,Iron Eagle II,Thriller,1988
1371,0.15041,0,Rollercoaster,Action,1977
3904,0.210188,0,You Instead,Comedy,2011
7544,0.523238,0,The Hunting Party,Action,2007
6240,1.1028360000000001,58000000,Just Like Heaven,Romance,2005
6771,0.357119,0,Hellboy Animated: Sword of Storms,Thriller,2006
4809,0.12306099999999999,0,"Peace, Love & Misunderstanding",Comedy,2012
5269,0.96047,80000000,Flubber,Family,1997
7205,0.274886,18000000,Catch That Kid,Family,2004
5685,0.43183699999999997,0,Marvel One-Shot: Agent Carter,Adventure,2013
10315,0.397807,3500000,Menace II Society,Crime,1993
3721,0.280206,0,In Darkness,War,2011
10110,2.631987,4000000,One Hundred and One Dalmatians,Comedy,1961
6017,0.069606,0,Willow Creek,Mystery,2013
7074,0.652366,20000000,Anacondas: The Hunt for the Blood Orchid,Adventure,2004
6026,0.1635,0,uwantme2killhim?,Thriller,2013
32,3.877764,29000000,Pitch Perfect 2,Comedy,2015
3359,0.020272,0,The Cheetah Girls: One World,Comedy,2008
1527,0.608282,40000000,Cirque du Freak: The Vampire's Assistant,Adventure,2009
10275,0.625238,35000000,Geronimo: An American Legend,Action,1993
9508,0.38461799999999996,10500000,Poltergeist III,Thriller,1988
2323,0.526537,7200000,Made in Dagenham,History,2010
9489,0.49929799999999996,7000000,Action Jackson,Crime,1988
4560,0.491648,1000000,The Devil Inside,Thriller,2012
5334,1.086558,30000000,Mortal Kombat: Annihilation,Action,1997
835,0.676471,0,Cuban Fury,Comedy,2014
7399,2.213223,140000000,Rush Hour 3,Action,2007
5735,0.425018,0,Enough Said,Romance,2013
4262,0.421125,0,Exotica,Drama,1994
285,0.438409,0,Kill Your Friends,Comedy,2015
8146,0.538475,11000000,Canadian Bacon,Comedy,1995
9871,0.46157700000000007,500000,The Miracle Worker,Drama,1962
6200,2.368513,100000000,Fantastic Four,Action,2005
3039,0.540913,0,Dead Space: Downfall,Animation,2008
4553,0.495457,0,A Turtleâ€™s Tale 2: Sammyâ€™s Escape From Paradise,Adventure,2012
7116,0.43374799999999997,25000000,Godsend,Horror,2004
582,0.077252,0,Welcome to Leith,Crime,2015
7171,0.282879,0,The Final Cut,Science Fiction,2004
8666,1.956406,125000000,Mission: Impossible II,Action,2000
1102,0.21284099999999997,0,Preservation,Horror,2014
2715,0.572909,60000000,15 Minutes,Crime,2001
1637,0.39561599999999997,45000000,Solomon Kane,Science Fiction,2009
8055,0.147092,0,Eddie and the Cruisers,Music,1983
10325,0.362595,0,Six Degrees of Separation,Mystery,1993
8057,0.136046,980385,BMX Bandits,Drama,1983
6445,0.40176799999999996,450000,Conversations with Other Women,Drama,2005
2726,0.521071,17700000,Joe Dirt,Comedy,2001
8024,0.34109,0,Silkwood,Drama,1983
4058,0.381369,17000000,They,Thriller,2002
5241,2.064658,70000000,Alien: Resurrection,Science Fiction,1997
8387,0.6599,5500000,Chariots of Fire,History,1981
2337,0.140371,0,Legendary,Drama,2010
46,2.976436,135000000,Home,Comedy,2015
2678,0.9454290000000001,42000000,Original Sin,Mystery,2001
2510,0.354484,5000000,From Dusk Till Dawn 3: The Hangman's Daughter,Thriller,1999
2482,0.585123,75000000,Three Kings,Action,1999
8538,0.526025,0,The Associate,Comedy,1996
7181,0.251797,0,Rois et reine,Romance,2004
9620,0.6582479999999999,8500000,The Lost Boys,Comedy,1987
5447,2.476989,110000000,Ender's Game,Science Fiction,2013
4245,0.528782,26000000,The Chase,Crime,1994
1560,0.534927,4300000,Beautiful Kate,Drama,2009
2101,0.545277,0,Red Hill,Action,2010
10573,0.20189100000000001,0,Haunted Honeymoon,Horror,1986
7370,0.130304,20000000,Xanadu,Romance,1980
3666,0.363036,19100000,The Devil's Double,Action,2011
4532,0.569388,0,StreetDance 2,Romance,2012
1884,0.07182999999999999,0,35 Rhums,Drama,2009
10510,0.5322520000000001,0,The Mosquito Coast,Adventure,1986
8774,0.35643600000000003,65000000,Proof of Life,Thriller,2000
8618,0.261042,0,In Love and War,Romance,1996
8893,1.3366120000000001,17000000,Tron,Action,1982
8550,0.47748900000000005,6000000,Emma,Romance,1996
9571,0.149591,2000000,Vampire's Kiss,Horror,1988
8323,0.30997600000000003,60000000,Far and Away,Romance,1992
8405,0.43541199999999997,10000000,Stripes,Action,1981
1402,2.463982,105000000,The Princess and the Frog,Music,2009
9808,1.4099469999999998,1200000,The Rocky Horror Picture Show,Science Fiction,1975
6770,0.357462,20000000,The Covenant,Action,2006
7215,0.16812,90,Farscape The Peacekeeper Wars,Science Fiction,2004
6244,1.0754270000000001,45000000,Four Brothers,Action,2005
10471,0.045417,66500,La frusta e il corpo,Horror,1963
10411,0.43831400000000004,0,The Night of the Generals,Drama,1967
8957,0.064322,0,Liquid Sky,Comedy,1982
5685,0.43183699999999997,0,Marvel One-Shot: Agent Carter,Fantasy,2013
2904,1.611632,80000000,Eagle Eye,Mystery,2008
317,0.7128899999999999,0,Monster High: Haunted,Family,2015
7857,0.262123,0,The Frisco Kid,Western,1979
930,0.43048800000000004,0,Alien Outpost,Action,2014
966,0.363927,0,Big Driver,Crime,2014
6728,0.45811199999999996,21000000,DOA: Dead or Alive,Adventure,2006
10223,2.204926,63000000,Jurassic Park,Adventure,1993
8134,0.6043310000000001,44000000,Nixon,Drama,1995
7778,0.114853,0,Full of It,Comedy,2007
6245,1.056592,4800000,Hostel,Horror,2005
9543,0.238423,0,"Bright Lights, Big City",Drama,1988
9205,0.670104,0,Leviathan,Adventure,1989
6661,0.711674,63000000,World Trade Center,Drama,2006
3930,1.75153,100000000,Gangs of New York,Drama,2002
10459,0.201754,0,Le Feu follet,Drama,1963
5283,0.749958,0,Dobermann,Crime,1997
3373,5.903353,15000000,Drive,Action,2011
3192,0.128712,0,Pranzo di ferragosto,Drama,2008
2742,0.451722,28000000,Ghosts of Mars,Science Fiction,2001
7077,0.63799,0,Anatomie de l'enfer,Drama,2004
8217,0.229751,0,Persuasion,Drama,1995
6105,0.7047800000000001,17900000,Red Sonja,Action,1985
9754,0.18851099999999998,0,Head,Fantasy,1968
5647,0.523153,0,Super Buddies,Family,2013
2760,0.386262,35000000,Spy Kids,Comedy,2001
720,1.6497330000000001,0,Tinker Bell and the Pirate Fairy,Family,2014
10535,0.65576,0,Down by Law,Crime,1986
1138,0.18545,0,An Honest Liar,History,2014
4962,2.394195,78000000,Daredevil,Action,2003
2718,0.561179,80000000,Evolution,Comedy,2001
477,0.19153399999999998,0,Jack of the Red Hearts,Drama,2015
4332,0.164909,0,8 Seconds,Drama,1994
2000,1.010874,65000000,Arthur 3: la guerre des deux mondes,Animation,2010
1171,0.16084,0,The Remaining,Horror,2014
2935,1.133017,24000000,Zack and Miri Make a Porno,Comedy,2008
6655,0.7277520000000001,25000000,The Omen,Thriller,2006
3473,1.013101,75000000,Tower Heist,Action,2011
3105,0.395538,14100000,The Oxford Murders,Mystery,2008
5950,0.13913699999999998,0,Hellbenders,Horror,2013
7129,0.405459,15000000,Raise Your Voice,Drama,2004
9195,1.190512,30000000,Star Trek V: The Final Frontier,Science Fiction,1989
7437,1.254438,160000,Once,Music,2007
6543,0.063725,0,La Moustache,Foreign,2005
4356,0.073496,0,Hercules and the Lost Kingdom,TV Movie,1994
9886,0.663446,2135161,Marnie,Crime,1964
5168,0.201014,10000000,44 Minutes: The North Hollywood Shoot-Out,Action,2003
5331,0.426675,25000000,Nothing to Lose,Action,1997
8535,0.5375770000000001,67000000,Last Man Standing,Action,1996
10856,0.140934,0,The Ugly Dachshund,Drama,1966
4342,0.271944,0,Hercules and the Amazon Women,TV Movie,1994
3600,0.482803,0,Beethoven's Christmas Adventure,Family,2011
2552,0.27839400000000003,0,Snow Falling on Cedars,Drama,1999
2440,1.076307,21000000,"South Park: Bigger, Longer & Uncut",Comedy,1999
4954,4.02924,150000000,The Matrix Reloaded,Adventure,2003
3113,0.383036,0,Clubbed,Action,2008
2898,1.841839,105000000,"10,000 BC",Fantasy,2008
10485,0.995618,0,Short Circuit,Family,1986
2776,0.318067,0,Princess of Thieves,Romance,2001
8205,0.28157600000000005,0,3 Ninjas Knuckle Up,Adventure,1995
3268,0.156827,515788,Long nga,Adventure,2008
2651,1.857978,21000000,The Royal Tenenbaums,Comedy,2001
7927,0.491888,58000000,The Cotton Club,Crime,1984
6206,1.8131279999999999,85000000,Memoirs of a Geisha,Romance,2005
7208,0.18645899999999999,0,The Chronicles of Riddick: Dark Fury,Thriller,2004
5665,0.470645,0,Trust Me,Comedy,2013
944,0.40115300000000004,318000,Afflicted,Horror,2014
208,0.6737920000000001,1000000,"Hello, My Name Is Doris",Drama,2015
2787,0.293121,0,Lantana,Mystery,2001
7637,0.32337,15000000,The Good Night,Fantasy,2007
5638,0.555474,4000000,Hours,Thriller,2013
4467,0.8924719999999999,5000000,Piranha 3DD,Thriller,2012
8561,0.445287,0,Fly Away Home,Adventure,1996
10343,0.288407,0,M. Butterfly,Romance,1993
1665,0.365372,0,Echelon Conspiracy,Mystery,2009
4236,0.586167,0,Chasers,Comedy,1994
8704,0.886238,82000000,The 6th Day,Science Fiction,2000
3195,0.265233,0,15 ans et demi,Comedy,2008
5644,0.5441600000000001,22000000,Out of the Furnace,Drama,2013
846,0.631167,0,Calvary,Drama,2014
8345,0.21161999999999997,0,Knight Moves,Mystery,1992
448,0.217288,0,Intruders,Horror,2015
5829,0.249031,0,How I Live Now,Drama,2013
6000,0.085503,1000000,The Appearing,Thriller,2013
2954,0.951793,9000000,Nick and Norah's Infinite Playlist,Romance,2008
2685,0.8654069999999999,72000000,The Last Castle,Drama,2001
3136,0.233961,0,The Onion Movie,Comedy,2008
5806,0.278117,0,Blackfish,Documentary,2013
9325,1.222105,0,Bill & Ted's Bogus Journey,Fantasy,1991
8583,0.378444,0,Mulholland Falls,Thriller,1996
203,0.69957,9600000,Truth,Drama,2015
8823,0.19431099999999998,0,Happy Accidents,Romance,2000
2044,0.761889,1800000,The Last Exorcism,Drama,2010
10556,0.277984,18000000,The Manhattan Project,Thriller,1986
9886,0.663446,2135161,Marnie,Thriller,1964
4961,2.491591,70000000,Big Fish,Adventure,2003
1121,0.56672,2000000,Miss Meadows,Drama,2014
1567,0.5137390000000001,0,The Infidel,Drama,2009
931,0.42881899999999995,0,Just Before I Go,Romance,2014
9551,0.20646799999999998,0,Shoot to Kill,Adventure,1988
351,0.335941,0,Terminus,Science Fiction,2015
7478,0.8295530000000001,53000000,Blades of Glory,Drama,2007
8633,0.212402,0,Irma Vep,Drama,1996
2843,0.114027,0,The Blue Planet,Documentary,2001
9233,0.434831,0,Johnny Handsome,Drama,1989
7491,0.726521,80000000,The Invasion,Thriller,2007
8437,0.09047000000000001,0,"Bianco, rosso e Verdone",Comedy,1981
4789,0.17713299999999998,0,Silent Night,Mystery,2012
4471,0.836457,15000000,Killing Them Softly,Thriller,2012
3107,0.39420900000000003,0,Easy Virtue,Comedy,2008
9268,0.257575,750000,Meet the Feebles,Music,1989
1846,0.12349700000000001,0,Paintball,Thriller,2009
5813,0.270803,0,Ghost Shark,Science Fiction,2013
3405,1.8441189999999998,0,Ice Age: A Mammoth Christmas,Family,2011
10654,0.39602800000000005,2200000,Love Story,Romance,1970
9070,0.445,0,Black Dog,Action,1998
9824,0.347121,5000000,Tommy,Music,1975
3088,0.42165699999999995,10000000,Over Her Dead Body,Fantasy,2008
9759,1.6508479999999999,6000000,Chinatown,Crime,1974
4457,0.9842559999999999,0,The First Time,Comedy,2012
8687,1.0736379999999999,45000000,Miss Congeniality,Crime,2000
7211,0.18156,1500000,Dead Birds,Thriller,2004
10732,0.52866,0,Frosty the Snowman,Family,1969
9488,0.513842,5000000,Halloween 4: The Return of Michael Myers,Thriller,1988
5465,1.874575,100000000,Epic,Fantasy,2013
8519,0.630167,0,Foxfire,Drama,1996
9681,0.234183,0,Date With an Angel,Fantasy,1987
3936,1.496493,3500159,Bend It Like Beckham,Romance,2002
4044,0.445162,30000000,Trapped,Crime,2002
1634,0.400567,0,Dadnapped,Family,2009
4002,0.646373,40000000,Life or Something Like It,Drama,2002
2218,0.286433,0,Harriet the Spy: Blog Wars,Family,2010
9356,0.47491099999999997,11000000,Fried Green Tomatoes,Comedy,1991
8348,0.134051,0,Deep Cover,Thriller,1992
10607,0.621476,0,Soylent Green,Thriller,1973
2643,2.449323,98000000,The Mummy Returns,Drama,2001
6445,0.40176799999999996,450000,Conversations with Other Women,Romance,2005
8963,0.051754999999999995,0,Oliver Twist,Drama,1982
608,0.034533999999999995,0,Twinsters,Family,2015
2166,0.389123,0,Into the Universe with Stephen Hawking,Documentary,2010
6753,0.384988,8000000,10th & Wolf,Mystery,2006
10783,0.3309,0,Starcrash,Fantasy,1978
6424,0.285062,1549000,Tau man ji D,Action,2005
2236,0.25964899999999996,0,Prowl,Horror,2010
6761,0.370019,0,Everyone's Hero,Action,2006
5020,0.786916,0,Boundin',Family,2003
7987,4.828854,32350000,Return of the Jedi,Action,1983
9133,0.21475300000000003,0,Il fantasma dell'opera,Horror,1998
7472,0.9060389999999999,10000000,Run Fatboy Run,Romance,2007
5156,0.235742,0,Grind,Comedy,2003
3081,0.436406,16000000,The Women,Romance,2008
6714,0.514836,12000000,Aquamarine,Comedy,2006
116,1.38032,0,The Scorpion King: The Lost Throne,Adventure,2015
3090,0.42121000000000003,0,The Promotion,Comedy,2008
1912,0.005502,0,Cencoroll,Animation,2009
4381,2.592896,225000000,Men in Black 3,Comedy,2012
5790,0.293833,0,Scenic Route,Thriller,2013
8361,0.13792100000000002,17000000,Mo' Money,Romance,1992
7231,0.139783,20000000,De-Lovely,Drama,2004
2220,0.28324099999999997,20000000,Dylan Dog: Dead of Night,Horror,2010
5445,2.604638,200000000,World War Z,Thriller,2013
4997,1.101383,0,The Cat in the Hat,Comedy,2003
7747,0.314684,0,Primeval,Adventure,2007
4423,1.345091,7000000,End of Watch,Thriller,2012
4196,1.2385899999999999,0,Blown Away,Drama,1994
1252,0.067359,0,CÃ¡sese quien pueda,Comedy,2014
1294,0.027993999999999998,0,Tracks,Adventure,2014
6452,0.229908,0,Confessions of a Sociopathic Social Climber,Romance,2005
9937,0.529922,0,Hannie Caulder,Western,1971
4186,1.843243,115000000,True Lies,Thriller,1994
5362,0.056389999999999996,12000000,Playing God,Drama,1997
10266,0.6829029999999999,13000000,Body Snatchers,Horror,1993
7893,1.077574,28000000,2010,Science Fiction,1984
7784,0.10488800000000001,0,Return of the Ghostbusters,Comedy,2007
2886,2.5113939999999997,145000000,The Mummy: Tomb of the Dragon Emperor,Thriller,2008
10791,0.236193,6800000,Damien: Omen II,Action,1978
4584,0.450481,0,Liberal Arts,Drama,2012
5178,0.190667,0,Rugrats Go Wild,Animation,2003
3503,0.846125,3500000,Margin Call,Thriller,2011
2845,0.164669,6000000,Novocaine,Comedy,2001
7544,0.523238,0,The Hunting Party,Thriller,2007
4735,0.23498200000000002,0,Aurora,Romance,2012
5441,2.951594,115000000,Elysium,Thriller,2013
3746,0.383267,0,Little Deaths,Horror,2011
3452,1.111078,50000000,We Bought a Zoo,Comedy,2011
395,0.280878,0,The Hive,Science Fiction,2015
4306,0.24479,0,Riget,Mystery,1994
3453,1.109807,0,10 Years,Drama,2011
8549,0.477835,0,Muppet Treasure Island,Family,1996
2614,0.10004299999999999,0,David Copperfield,Drama,1999
3560,0.5854590000000001,0,The Sunset Limited,Drama,2011
3730,0.43073100000000003,100000,Assassin's Creed: Embers,Animation,2011
3274,0.152386,0,Red Mist,Horror,2008
9271,0.25459899999999996,0,Jacknife,Drama,1989
7925,0.495575,0,Dreamscape,Thriller,1984
4682,0.15305,0,Meeting Evil,Crime,2012
3020,0.6067,60000000,The Tale of Despereaux,Family,2008
4716,0.258942,0,Mass Effect: Paragon Lost,Action,2012
9704,0.146481,3000000,Ernest Goes to Camp,Family,1987
1519,0.643829,25000000,The Bad Lieutenant: Port of Call - New Orleans,Crime,2009
8070,2.5333229999999998,72000000,Braveheart,Drama,1995
8474,1.294658,60000000,Jingle All the Way,Comedy,1996
1866,0.166371,25000000,Mao's Last Dancer,Drama,2009
7647,0.30690500000000004,0,La HabitaciÃ³n de Fermat,Thriller,2007
3149,0.32288,8000000,Mutant Chronicles,Horror,2008
4312,0.25154899999999997,50000000,Baby's Day Out,Action,1994
4649,0.338055,0,Citadel,Thriller,2012
8991,1.2830059999999999,75000000,Deep Impact,Drama,1998
10004,0.642804,0,DuckTales: The Movie - Treasure of the Lost Lamp,Animation,1990
4130,0.18871300000000002,0,The Crocodile Hunter: Collision Course,Family,2002
6016,0.19428499999999999,0,History of the Eagles,Music,2013
4786,0.179918,0,Treasure Island,TV Movie,2012
6254,1.001465,60000000,Doom,Adventure,2005
2694,0.731548,22000000,I Am Sam,Drama,2001
5716,0.3795,0,The Power of Few,Crime,2013
7677,0.255302,0,Welcome,Romance,2007
781,0.9205139999999999,0,Pride,Drama,2014
7052,0.787185,17500000,Hotel Rwanda,War,2004
8143,0.55207,0,I.D.,Crime,1995
2940,1.0918780000000001,0,High School Musical 3: Senior Year,Comedy,2008
2189,0.335013,0,"Ultramarines: A Warhammer 40,000 Movie",Animation,2010
7390,2.755051,70000000,The Bourne Ultimatum,Action,2007
4365,5.603587,200000000,Skyfall,Adventure,2012
1501,0.744384,0,Dorian Gray,Fantasy,2009
7888,1.6891630000000002,30000000,Once Upon a Time in America,Crime,1984
8386,0.683132,0,On Golden Pond,Drama,1981
7306,0.058828,0,Night of the Lepus,Horror,1972
2321,0.167247,0,Shank,Action,2010
2296,0.196856,0,The Cutting Edge: Fire & Ice,Drama,2010
1961,1.538276,150000000,The Last Airbender,Action,2010
2428,1.3486280000000002,45000000,Galaxy Quest,Family,1999
185,0.810667,0,Halo: The Fall of Reach,Animation,2015
10004,0.642804,0,DuckTales: The Movie - Treasure of the Lost Lamp,Adventure,1990
2844,0.168793,0,Conspiracy,History,2001
4752,0.2195,0,The Rise,Crime,2012
5135,0.27518400000000004,28000000,Agent Cody Banks,Action,2003
3656,0.37824,500000,Marvel One-Shot: The Consultant,Adventure,2011
10259,0.750456,0,The Sandlot,Family,1993
9219,0.49423500000000004,31000000,Always,Drama,1989
3181,0.280443,14000000,The Other End of the Line,Comedy,2008
4300,0.291348,0,Death Wish 5: The Face of Death,Thriller,1994
9504,0.402939,0,Without a Clue,Thriller,1988
9228,0.45227799999999996,30000000,Harlem Nights,Thriller,1989
7746,0.15744,0,Eagle vs Shark,Romance,2007
3645,0.401778,20000000,Setup,Action,2011
7827,2.012021,400000,Mad Max,Adventure,1979
7401,2.191408,65000000,300,Adventure,2007
5126,0.297658,0,Scooby-Doo! And the Legend of the Vampire,Animation,2003
7960,0.22776799999999997,0,The Philadelphia Experiment,Romance,1984
2624,0.079104,12000000,Tea with Mussolini,War,1999
4370,3.7026470000000002,215000000,The Amazing Spider-Man,Action,2012
4034,0.485311,70000000,Bad Company,Adventure,2002
8787,0.513728,40000000,Bless the Child,Crime,2000
5136,0.26897600000000005,0,The Big Empty,Drama,2003
9223,0.480969,0,Turner & Hooch,Comedy,1989
8056,0.14649700000000002,0,Mr. Mom,Family,1983
133,1.251681,11000000,Louder Than Bombs,Drama,2015
2691,0.774598,11000000,Jason X,Horror,2001
8568,0.29848800000000003,18000000,Unforgettable,Science Fiction,1996
9192,1.280429,10000000,Bill & Ted's Excellent Adventure,Science Fiction,1989
4542,0.530375,0,The Bay,Science Fiction,2012
8015,0.478476,12000000,Yentl,Drama,1983
3630,0.42067299999999996,0,Lemonade Mouth,Family,2011
8502,0.759509,30000000,Primal Fear,Mystery,1996
8220,0.200906,16000000,Waiting to Exhale,Comedy,1995
2495,0.480421,21000000,The Rage: Carrie 2,Horror,1999
5506,1.251506,28000000,Kick-Ass 2,Adventure,2013
7842,0.516927,20000000,The Black Hole,Science Fiction,1979
1793,0.203707,0,Tetsuo: The Bullet Man,Horror,2009
