original_title,title_length,production_companies
Outlander,9,Ascendant Pictures
Soul Surfer,11, Brookwell-McNamara Entertainment
Gone Girl,9, TSG Entertainment
The Sisterhood of the Traveling Pants,37, Alcon Entertainment
Role Models,11, Internationale Filmproduktion Stella-del-SÃ¼d
The Twilight Saga: New Moon,27, Imprint Entertainment
How Do You Know,15, Gracie Films
Hidalgo,7, Dune Films
Trespass,8, Winkler Films
Australia,9,Bazmark Films
New in Town,11, Gold Circle Films
Shrek 2,7,DreamWorks SKG
Blade: Trinity,14, Marvel Enterprises
The Five-Year Engagement,24, Dentsu
How the Grinch Stole Christmas,30, Universal Pictures
Cake,4,Echo Films
The Grudge,10, Senator International
Evan Almighty,13, Original Film
The Bourne Supremacy,20, Hypnotic
Wild Target,11, Magic Light Pictures
The Unborn,10, Phantom Four
The Mechanic,12,CBS Films
Thirteen Days,13, Tig Productions
Harry Potter and the Deathly Hallows: Part 2,44,Warner Bros.
Capitalism: A Love Story,24, Paramount Vantage
DodgeBall: A True Underdog Story,32,Twentieth Century Fox Film Corporation
American Gangster,17,Imagine Entertainment
Percy Jackson & the Olympians: The Lightning Thief,50, Dune Entertainment
Murder by Numbers,17, Schroeder Hoffman Productions
State of Play,13, StudioCanal
All About Steve,15,Dune Entertainment
The Hangover,12, Green Hat Films
3000 Miles to Graceland,23, Morgan Creek Productions
Cake,4, Cinelou Films
Snatch,6,Columbia Pictures Corporation
Cheaper by the Dozen,20, Robert Simonds Productions
The Punisher,12, VIP 2 Medienfonds
The Artist,10, Studio 37
Freedomland,11, Revolution Studios
Bringing Down The House,23, Touchstone Pictures
Hotel Rwanda,12, United Artists
Push,4,Icon Productions
Transporter 3,13,Europa Corp
In the Land of Women,20,Castle Rock Entertainment
The Transporter,15, Current Entertainment
Cars 2,6,Walt Disney Pictures
Wrong Turn,10, Newmarket Capital Group
Crossroads,10,Paramount Pictures
Machete Kills,13, AR Films
Bullet to the Head,18, Automatik Entertainment
Beverly Hills Chihuahua,23,Walt Disney Pictures
Batman Begins,13, Legendary Pictures
Hardball,8, Munich Film Partners & Company (MFP) GHS Productions
Iron Man 3,10,Marvel Studios
Transporter 2,13,Canal Plus
Panic Room,10,Columbia Pictures Corporation
The Book of Eli,15,Alcon Entertainment
Hellboy II: The Golden Army,27, Mid Atlantic Films
Mirror Mirror,13, Rat Entertainment
Ghost Rider,11, Relativity Media
Did You Hear About The Morgans?,31, Banter
Wild Target,11,Matador Pictures
Machete,7, Overnight Films
Katy Perry: Part of Me,22, Imagine Entertainment
"O Brother, Where Art Thou?",26, Touchstone Pictures
Agora,5, Nimar Studios
Source Code,11, Vendome Pictures
The Day After Tomorrow,22, Mark Gordon Productions
Chloe,5,StudioCanal
Master and Commander: The Far Side of the World,47,Universal Pictures
Kingsman: The Secret Service,28, TSG Entertainment
Just Married,12,Twentieth Century Fox Film Corporation
Devil,5, Night Chronicles
"10,000 BC",9, Moonlighting Films
The Good Girl,13, Flan de Coco Films
The Heartbreak Kid,18, Radar Pictures
The Brothers Grimm,18, Reforma Films
Paddington,10,The Weinstein Company
The Ant Bully,13,Warner Bros. Pictures
The Express,11, IDEA Filmproduktions
Battle: Los Angeles,19, Relativity Media
The Omen,8, 11:11 Mediaworks
Honey,5, NuAmerica Entertainment
The Mechanic,12, Nu Image Entertainment GmbH
Get Smart,9,Village Roadshow Pictures
The Unborn,10, Platinum Dunes
X-Men: Days of Future Past,26, TSG Entertainment
Get Him to the Greek,20, Relativity Media
Poltergeist,11, Metro-Goldwyn-Mayer (MGM)
Elizabeth: The Golden Age,25,Universal Pictures
Mandela: Long Walk to Freedom,29,Distant Horizons
The Three Musketeers,20, Nouvelles Ã‰ditions de Films (NEF)
The Good Girl,13,Fox Searchlight Pictures
The Fast and the Furious,24, Original Film
Old School,10, The Montecito Picture Company
Zoolander,9,Paramount Pictures
Love in the Time of Cholera,27, Grosvenor Park Media Ltd.
Punisher: War Zone,18, SGF Entertainment
W.,2,Ixtlan Productions
The Da Vinci Code,17,Columbia Pictures
Paul Blart: Mall Cop 2,22, Happy Madison Productions
The Equalizer,13, Escape Artists
The Great Raid,14, Lawrence Bender Productions
The Boondock Saints II: All Saints Day,38, Stage 6 Films
xXx: State of the Union,23, Columbia Pictures Corporation
Black or White,14,Treehouse Pictures
The Whole Ten Yards,19, Eclipse Catering
Paranoia,8, IM Global
The Princess Diaries,20, Bottom of the Ninth Productions
Rock Star,9, Bel Air Entertainment
Reign of Fire,13, World 2000 Entertainment
Rush,4, Cross Creek Pictures
Saving Mr. Banks,16, Ruby Films
Alexander,9, PathÃ© Renn Productions
A Most Violent Year,19, Before the Door Pictures
Brick Mansions,14, CinÃ©+
Meet the Fockers,16, Everyman Pictures
Barbershop,10,Metro-Goldwyn-Mayer (MGM)
Once Upon a Time in Mexico,26,Columbia Pictures Corporation
Dancer in the Dark,18, Zentropa Entertainments
X-Men,5,Twentieth Century Fox Film Corporation
K-19: The Widowmaker,20, Intermedia Films
Hellboy II: The Golden Army,27, Relativity Media
Two Weeks Notice,16, Fortis Films
Identity,8,Konrad Pictures
Lord of War,11, Endgame Entertainment
Pixels,6, Happy Madison Productions
Date Night,10,Twentieth Century Fox Film Corporation
Bad Company,11,Jerry Bruckheimer Films
John Tucker Must Die,20, John US Productions
The Hoax,8,Miramax Films
Forgetting Sarah Marshall,25,Universal Pictures
The Call,8, Apotheosis Media Group
The Croods,10,DreamWorks Animation
Stormbreaker,12, Weinstein Company
Ladder 49,9, Touchstone Pictures
Pineapple Express,17, Apatow Productions
Return to Never Land,20, Walt Disney Animation Canada
Rock the Kasbah,15, QED International
21 Grams,8, Y Productions
Jurassic World,14, Amblin Entertainment
Step Brothers,13,Columbia Pictures
The Box,7, Lin Pictures
City By The Sea,15, Sea Breeze Productions Inc.
Sucker Punch,12, Lennox House Films
The Musketeer,13, Carousel Picture Company
Doubt,5,Miramax Films
Driven,6, Trackform Film Productions
Lucy,4,Universal Pictures
Battleship,10, Film 44
Freedom Writers,15,Double Feature Films
X-Men Origins: Wolverine,24,Ingenious Film Partners
Julie & Julia,13, Scott Rudin Productions
Children of Men,15, Strike Entertainment
All the King's Men,18, Phoenix Pictures
Captivity,9, RAMCO
Gigli,5,City Light Films
Disaster Movie,14, 3 in the Box
Brokeback Mountain,18, Good Machine
Legends of Oz: Dorothy's Return,31, Summertime Entertainment
Everest,7,Universal Pictures
Burnt,5,Double Feature Films
Enough,6,Columbia Pictures
Nebraska,8,Paramount Vantage
Premium Rush,12,Pariah Entertainment Group
The Sisterhood of the Traveling Pants,37,DiNovi Pictures
A Dangerous Method,18, Lago Film
Sinister 2,10, Blumhouse Productions
Eragon,6, Dune Entertainment
The Love Guru,13,Paramount Pictures
Carol,5,Killer Films
G.I. Joe: The Rise of Cobra,27,Paramount Pictures
Spotlight,9, Rocklin / Faust
The Day After Tomorrow,22, Twentieth Century Fox Film Corporation
Prometheus,10,Twentieth Century Fox Film Corporation
Death Sentence,14, Brass Hat Films
Vicky Cristina Barcelona,24,The Weinstein Company
Jumping the Broom,17, Our Stories Films
The Sorcerer's Apprentice,25, Broken Road Productions
The Railway Man,15, Latitude Media
X-Men,5, Donners' Company
Agent Cody Banks 2: Destination London,38, Maverick Films
Disturbia,9,Paramount Pictures
The Last Witch Hunter,21, Atmosphere Entertainment MM
While We're Young,17,Scott Rudin Productions
Eagle Eye,9, Goldcrest Pictures
The Skeleton Key,16, Double Feature Films
Moneyball,9, Scott Rudin Productions
A Beautiful Mind,16,Imagine Entertainment
The Skulls,10, Original Film
Get Smart,9, Atlas Entertainment
The Woman in Black,18, Talisman Productions
Rat Race,8, Fireworks Pictures
Everything is Illuminated,25, Warner Independent Pictures (WIP)
Fast & Furious,14, One Race Productions
The Road,8, Nick Wechsler Productions
Miss Congeniality,17, NPV Entertainment
Mr. Brooks,10, Relativity Media
Shark Tale,10, Pacific Data Images (PDI)
Runner Runner,13,20th Century Fox
Lara Croft: Tomb Raider,23, Mutual Film Company
Green Zone,10,Universal Pictures
Planet 51,9, Hand Made Films
Rent,4,Columbia Pictures
Case 39,7,Paramount Vantage
Paddington,10, Canal+
How to Lose a Guy in 10 Days,28,Paramount Pictures
Black Mass,10,Infinitum Nihil
A Thousand Words,16, Varsity Pictures
The Fourth Kind,15, Focus Films
Why Did I Get Married Too?,26,Lions Gate Films
Wild Target,11, Isle of Man Film
The Longest Yard,16, Callahan Filmworks
Fifty Shades of Grey,20,Focus Features
Pan,3, Moving Picture Company (MPC)
Aliens in the Attic,19, Josephson Entertainment
Return to Never Land,20, Walt Disney Animation Australia
The Amityville Horror,21, Dimension Films
Gone Girl,9, Pacific Standard
Charlie St. Cloud,17, Relativity Media
Captain America: The Winter Soldier,35,Marvel Studios
Straight Outta Compton,22, Legendary Pictures
Hart's War,10, David Ladd Films
The Rookie,10, 98 MPH Productions
A Dangerous Method,18, Millbrook Pictures
Max,3, Warner Bros.
War of the Worlds,17, Amblin Entertainment
Sherlock Holmes,15,Village Roadshow Pictures
Apollo 18,9, Bekmambetov Projects Ltd.
Ghost Ship,10, Dark Castle Entertainment
"Big Mommas: Like Father, Like Son",33, The Collective Studios
The Whole Ten Yards,19, Nine Yards Two Productions
Enemy at the Gates,18,Paramount Pictures
Harry Potter and the Chamber of Secrets,39, Warner Bros.
The Four Feathers,17, Dune Films
Confessions of a Dangerous Mind,31, Allied Filmmakers
Mamma Mia!,10,Universal Pictures
Ghost Rider: Spirit of Vengeance,32, Marvel Knights
Drive Angry,11, Millennium Films
All the King's Men,18, Relativity Media
Ouija,5, Hasbro
The Road,8, Dimension Films
In Bruges,9, Scion Films
Frankenweenie,13, Tim Burton Productions
Jay and Silent Bob Strike Back,30, View Askew Productions
Itâ€™s a Boy Girl Thing,23, Scion Films
The Little Vampire,18,New Line Cinema
Out of the Furnace,18, Energy Entertainment
Summer Catch,12,Tollin/Robbins Productions
Men in Black II,15, Columbia Pictures Corporation
Street Kings,12, Emmett/Furla Films
Oculus,6, Relativity Media
Ratatouille,11,Walt Disney Pictures
The Sentinel,12, Epsilon Motion Pictures
Daddy's Home,12, Good Universe
Eastern Promises,16, Scion Films
Dracula Untold,14, Fuji Television Network
Starsky & Hutch,15, Red Hour Films
The Mummy: Tomb of the Dragon Emperor,37, China Film Co-Production Corporation
Guess Who,9, Tall Trees Productions
The Perfect Game,16, The
Hop,3, Illumination Entertainment
Jeepers Creepers 2,18, Myriad Pictures
License to Wed,14,Village Roadshow Pictures
White Noise,11, Brightlight Pictures
Not Another Teen Movie,22,Original Film
The Change-Up,13, Relativity Media
Kill Bill: Vol. 1,17, A Band Apart
The Boat That Rocked,20, Studio Canal
The Whole Nine Yards,20, Rational Packaging Company
Assault on Precinct 13,22, Why Not Productions
How Do You Know,15,Columbia Pictures
About Last Night,16, Olive Bridge Entertainment
Smokin' Aces,12, Relativity Media
The Tourist,11, StudioCanal
The Gift,8, STX Entertainment
Sucker Punch,12, Warner Bros.
Gran Torino,11, Malpaso Productions
Jack the Giant Slayer,21, Warner Bros.
Hitman: Agent 47,16, TSG Entertainment
Kicking & Screaming,19,Universal Pictures
The Gunman,10,StudioCanal
Whisper,7,Universal Pictures
Annabelle,9, The Safran Company
Real Steel,10,DreamWorks SKG
The Great Raid,14,Miramax Films
Hide and Seek,13,Twentieth Century Fox Film Corporation
Halloween II,12, Trancas International Films
The Girl with the Dragon Tattoo,31, Yellow Bird
Crank: High Voltage,19,Lakeshore Entertainment
TMNT,4, Warner Bros.
Stay Alive,10,Spyglass Entertainment
Alvin and the Chipmunks: Chipwrecked,36,Fox 2000 Pictures
The Illusionist,15,Michael London Productions
The Life of David Gale,22,Universal Pictures
Alvin and the Chipmunks,23, Bagdasarian Productions
28 Weeks Later,14, UK Film Council
American Gangster,17, Film Rites
The Cell,8, Katira Productions GmbH & Co. KG
Movie 43,8, Witness Protection Films
John Wick,9,Thunder Road Pictures
The Box,7, Warner Bros.
Zookeeper,9,Columbia Pictures
Ride Along,10, Relativity Media
Knowing,7, Escape Artists
Seventh Son,11, Outlaw Sinema
The Amazing Spider-Man 2,24, Avi Arad Productions
My Bloody Valentine,19,Lionsgate
This Is Where I Leave You,25, 21 Laps Entertainment
The Texas Chainsaw Massacre,27,New Line Cinema
Battleship,10, Bluegrass Films
War of the Worlds,17,Paramount Pictures
Spring Breakers,15, Radar Pictures
Chloe,5, Outpost Studios
National Treasure: Book of Secrets,34, Walt Disney
School for Scoundrels,21,Dimension Films
Alex Cross,10,Summit Entertainment
Madagascar: Escape 2 Africa,27,DreamWorks Animation
The Hitcher,11,Intrepid Pictures
Rock of Ages,12, Corner Store Entertainment
Constantine,11, Branded Entertainment/Batfilm Productions
Agora,5, Telecinco Cinema
"Yours, Mine & Ours",18, O.N.C. Entertainment
Fever Pitch,11, Mars Media Beteiligungs
I Am Number Four,16, Bay Films
Earth,5,BBC
Empire State,12, Voltage Pictures
The Girl with the Dragon Tattoo,31, Metro-Goldwyn-Mayer (MGM)
Wrath of the Titans,19, Furia de Titanes II
Pitch Black,11,Interscope Communications
Step Up All In,14, Offspring Entertainment
A Most Violent Year,19, Imagenation Abu Dhabi FZ
Two for the Money,17, Morgan Creek Productions
The Devil Wears Prada,21, Peninsula Films
The Art of War,14, Morgan Creek Productions
Hardcore Henry,14,Bazelevs Production
She's the Man,13, Lakeshore Entertainment
The Texas Chainsaw Massacre,27, Radar Pictures
Escape from Planet Earth,24, The
The Forbidden Kingdom,21, China Film Co-Production Corporation
The Hoax,8, Bob Yari Productions
Fifty Shades of Grey,20, Michael De Luca Productions
Miss Congeniality,17,Village Roadshow Pictures
Jeepers Creepers 2,18, American Zoetrope
Mama,4,Universal Pictures
The Departed,12, Plan B Entertainment
The Butterfly Effect,20, BenderSpink
Charlie's Angels: Full Throttle,31, Flower Films (II)
4: Rise of the Silver Surfer,28, 1492 Pictures
The Last King of Scotland,25, UK Film Council
Gamer,5, Lionsgate
Transformers: Age of Extinction,31, Hasbro
American Psycho,15,Lions Gate Films
Solitary Man,12, Millennium Films
The Boy in the Striped Pyjamas,30, Heyday Films
Changeling,10, Relativity Media
Anger Management,16,Columbia Pictures
Cloud Atlas,11, Ascension Pictures
Jackass: The Movie,18,Paramount Pictures
Nightcrawler,12, Sierra / Affinity
Fun Size,8, Anonymous Content
Casino Royale,13,Eon Productions
Starsky & Hutch,15, Dimension Films
Hulk,4, Marvel Enterprises
Apocalypto,10, Icon Entertainment International
The Dark Knight,15, Legendary Pictures
The Alamo,9,Imagine Entertainment
Blood Ties,10,Wild Bunch
Monster House,13, ImageMovers
Little Fockers,14,Paramount Pictures
AntiTrust,9,Industry Entertainment
Spy Kids,8, Troublemaker Studios
Crank,5,Lions Gate Films
The Danish Girl,15,Pretty Pictures
Reign Over Me,13, Relativity Media
Rango,5,Paramount Pictures
The Martian,11,Twentieth Century Fox Film Corporation
Country Strong,14,Maguire Entertainment
Kingdom of Heaven,17, Scott Free Productions
Accepted,8,Universal Pictures
Extremely Loud & Incredibly Close,33, Warner Bros.
Fantastic Mr. Fox,17, Regency Enterprises
Hart's War,10,David Foster Productions
The Legend of Zorro,19, Columbia Pictures Corporation
Your Highness,13, Stuber Productions
Magic Mike XXL,14,Warner Bros.
A Man Apart,11, Newman/Tooley Films
Gone In Sixty Seconds,21,Jerry Bruckheimer Films
Road to Perdition,17, Twentieth Century Fox Film Corporation
The Jungle Book 2,17, Walt Disney Television Animation
Bridesmaids,11, Relativity Media
The Social Network,18, Scott Rudin Productions
Happy Feet Two,14, Kennedy Miller Mitchell
Out of the Furnace,18, Red Granite Pictures
Get Rich or Die Tryin',22,Paramount Pictures
The Midnight Meat Train,23, Lakeshore Entertainment
Hannibal Rising,15,Ingenious Film Partners
Seabiscuit,10, The Kennedy/Marshall Company
The Call,8,TriStar Pictures
Selma,5, Celador Films
Righteous Kill,14,Grosvenor Park Media Ltd.
Riding in Cars with Boys,24,Columbia Pictures
Mr. Deeds,9, Out of the Blue... Entertainment
Awake,5, GreeneStreet Films
"Me, Myself & Irene",18, Conundrum Entertainment
Hanging Up,10, Nora Ephron Productions
A Most Violent Year,19, Washington Square Films
Bridge to Terabithia,20, Hal Lieberman Company
Final Destination 3,19, Zide-Perry Productions
The Blind Side,14, Left Tackle Pictures
Total Recall,12,Columbia Pictures
Unleashed,9, Clubdeal
The Adventures of Rocky & Bullwinkle,36, Capella International
The Grudge 2,12,Columbia Pictures Corporation
Conan the Barbarian,19,Dark Horse Entertainment
Dinner for Schmucks,19,Paramount Pictures
Thor,4,Marvel Studios
Unbreakable,11, Blinding Edge Pictures
The Wrestler,12, Top Rope
Be Cool,7, Jersey Films
The Unborn,10, Relativity Media
The Illusionist,15, Bull's Eye Entertainment
Million Dollar Baby,19, Warner Bros.
Max,3, Metro-Goldwyn-Mayer (MGM)
Lo imposible,12, Telecinco Cinema
Flightplan,10, Touchstone Pictures
Johnson Family Vacation,23, Bird and a Bear Entertainment
New in Town,11, Epidemic Pictures
I'm Not There.,14,Endgame Entertainment
Signs,5, Touchstone Pictures
Mr. Bean's Holiday,18,Tiger Aspect Productions
Evan Almighty,13, Shady Acres Entertainment
The Incredible Burt Wonderstone,31, Benderspink
The Crazies,11, Overture Films
Awake,5, Open City Films
Oculus,6,Intrepid Pictures
Bruce Almighty,14, Pit Bull Productions
Morning Glory,13,Bad Robot
The Bad Lieutenant: Port of Call - New Orleans,46, Edward R. Pressman Film
The Lord of the Rings: The Fellowship of the Ring,49,WingNut Films
Itâ€™s a Boy Girl Thing,23, Alliance Atlantis Motion Picture Production
"I, Frankenstein",15, Hopscotch Films
Creed,5, Warner Bros.
The Spirit,10, Dark Lot Entertainment
Brooklyn's Finest,17, Fuqua Films
About a Boy,11,Universal Pictures
The Aviator,11, Cappa Productions
Friday Night Lights,19, MDBF Filmgesellschaft mbH & Company KG
The Frozen Ground,17, Paradox Entertainment
Looney Tunes: Back in Action,28, Goldmann Pictures
Divergent,9,Summit Entertainment
G.I. Joe: The Rise of Cobra,27, Hasbro
Sicario,7, Black Label Media
Paranormal Activity: The Ghost Dimension,40,Paramount Pictures
The Pyramid,11, Sahara Productions
The Italian Job,15, Working Title Films
Unstoppable,11, Prospect Park
Charlie and the Chocolate Factory,33, Plan B Entertainment
Sunshine,8, Moving Picture Company (MPC)
Seven Pounds,12,Columbia Pictures
Akeelah and the Bee,19, 2929 Productions
Jay and Silent Bob Strike Back,30,Dimension Films
Couples Retreat,15, Relativity Media
The Break-Up,12, Wild West Picture Show Productions
Pirates of the Caribbean: Dead Man's Chest,42, Second Mate Productions
Clockstoppers,13, Nickelodeon Movies
Pompeii,7, TriStar Pictures
The Score,9, Horseshoe Bay Productions
The Core,8, LivePlanet
Never Back Down,15, Mandalay Pictures
Never Back Down,15, Baumgarten Management and Productions (BMP)
Blade: Trinity,14, Imaginary Forces
The Bourne Legacy,17, Kennedy/Marshall Company
The Four Feathers,17, Marty Katz Productions
The Order,9,Twentieth Century Fox Film Corporation
Johnson Family Vacation,23,Fox Searchlight Pictures
Soul Surfer,11, FilmDistrict
Night at the Museum: Secret of the Tomb,39, 1492 Pictures
Movie 43,8, Relativity Media
Bridget Jones: The Edge of Reason,33, Universal Pictures
The Fourth Kind,15, Chambara Pictures
Chappie,7, Alpha Core
The Darkest Hour,16, New Regency Pictures
Adaptation.,11, Propaganda Films
Harold & Kumar Go to White Castle,33,New Line Cinema
People Like Us,14, Touchstone Pictures
The Matrix Reloaded,19, Warner Bros.
Sahara,6, Bristol Bay Productions
A Christmas Carol,17, ImageMovers
Underworld,10, Subterranean Productions LLC
Hanging Up,10, Global Entertainment Productions GmbH & Company Medien KG
Thor,4, Marvel Entertainment
Taken,5, M6 Films
Run All Night,13, Energy Entertainment
Oblivion,8, Radical Studios
Insurgent,9, NeoReel
National Treasure,17, Junction Entertainment
Dear John,9,Screen Gems
Easy A,6,Screen Gems
Honey,5, Marc Platt Productions
Domino,6,New Line Cinema
Hancock,7, Relativity Media
The Debt,8, Marv Films
Abraham Lincoln: Vampire Hunter,31,Bazelevs Production
The Hoax,8, The Mark Gordon Company
Hugo,4, Infinitum Nihil
Pandorum,8,Impact Pictures
The SpongeBob Movie: Sponge Out of Water,40, Nickelodeon Movies
Welcome Home Roscoe Jenkins,27, Spyglass Entertainment
Hanging Up,10,Laurence Mark Productions
Saving Mr. Banks,16, Essential Media & Entertainment
The Great Gatsby,16,Village Roadshow Pictures
The Forgotten,13,Revolution Studios
Date Night,10, Dune Entertainment
The Wedding Date,16, 26 Films
The Bad Lieutenant: Port of Call - New Orleans,46, Polsky Films
Edge of Tomorrow,16, Viz Media
The Taking of Pelham 1 2 3,26, Relativity Media
Empire State,12,Grindstone Entertainment Group
From Justin to Kelly,20,20th Century Fox
The Secret Life of Walter Mitty,31, Twentieth Century Fox Film Corporation
Seventh Son,11,Legendary Pictures
TRON: Legacy,12, LivePlanet
The Last Samurai,16, Bedford Falls Company
Rambo,5,Rogue Marble
Dark Water,10,Vertigo Entertainment
Fast & Furious 6,16, Original Film
WALLÂ·E,7, Pixar Animation Studios
About Last Night,16, Inc.
Moon,4, Limelight Fund
Spy Game,8, Metropolitan Filmexport
The Informant!,14, Groundswell Productions
This Must Be the Place,22, France 2 CinÃ©ma
The Chronicles of Narnia: The Voyage of the Dawn Treader,56, Walden Media
The Back-Up Plan,16, CBS Films
The Visit,9, Blinding Edge Pictures
Knight and Day,14, Twentieth Century Fox Film Corporation
Next,4,Paramount Pictures
The Final Destination,21,New Line Cinema
Atlantis: The Lost Empire,25,Walt Disney Pictures
The Grand Seduction,19,Max Films Productions
Land of the Lost,16, Mosaic Media Group
Rambo,5, Nu Image Films
Saving Silverman,16, Columbia Pictures Corporation
Hope Springs,12, Mandate Pictures
Babel,5, Media Rights Capital
Charlie St. Cloud,17, Marc Platt Productions
Spy Game,8, Red Wagon Productions
Spider-Man 2,12,Laura Ziskin Productions
Stealth,7, Phoenix Pictures
The Twilight Saga: New Moon,27, Temple Hill Entertainment
Jobs,4, Dillywood
The Iron Lady,13, Canal+
Untraceable,11, Cohen/Pearl Productions
Supernova,9, Metro-Goldwyn-Mayer (MGM)
Vantage Point,13, Art In Motion
Funny People,12, Universal Pictures
Krampus,7,Universal Pictures
Friends with Benefits,21, Screen Gems
The Five-Year Engagement,24, Apatow Productions
Valiant,7,Vanguard Films
Argo,4, Warner Bros.
Take Me Home Tonight,20, Internationale Filmproduktion Blackbird Dritte
Scary Movie 3,13,Dimension Films
Legend of the Guardians: The Owls of Ga'Hoole,45, Cruel and Unusual Films
Showtime,8, Overbrook Entertainment
Morning Glory,13, Goldcrest Pictures
The Bounty Hunter,17, Original Film
Ghost Rider: Spirit of Vengeance,32, Hyde Park Entertainment
Project Almanac,15, Platinum Dunes
Get Hard,8,Gary Sanchez Productions
The Interpreter,15, Mirage Enterprises
The Invasion,12, Vertigo Entertainment
Are We There Yet?,17,Columbia Pictures
American Hustle,15, Atlas Entertainment
Abduction,9, Vertigo Entertainment
Alpha and Omega,15,Lions Gate Family Entertainment
The Dark Knight Rises,21,Legendary Pictures
Crank,5, Radical Media
Frailty,7,Cinerenta Medienbeteiligungs KG
Munich,6,DreamWorks SKG
Hannibal,8, Metro-Goldwyn-Mayer (MGM)
A.I. Artificial Intelligence,28,DreamWorks SKG
Post Grad,9, The Montecito Picture Company
The Holiday,11, Universal Pictures
BloodRayne,10,Boll KG
The Phantom of the Opera,24,Odyssey Entertainment
That's My Boy,13, Happy Madison Productions
The Twilight Saga: Eclipse,26, Maverick Films
Almost Famous,13, Vinyl Films
Love the Coopers,16, Groundswell Productions
Tower Heist,11,Universal Pictures
Ocean's Eleven,14,Village Roadshow Pictures
Gangster Squad,14,Village Roadshow Pictures
The Matrix Reloaded,19,Village Roadshow Pictures
Adaptation.,11, Intermedia
Escape from Planet Earth,24, Mainframe Entertainment
Surrogates,10,Touchstone Pictures
Spring Breakers,15,RabbitBandini Productions
The Great Gatsby,16, Warner Bros.
The Gunman,10, Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)
The Conjuring,13, Evergreen Media Group
Yogi Bear,9, Sunswept Entertainment
Lords of Dogtown,16, TriStar Pictures
Journey to the Center of the Earth,34,New Line Cinema
Big Fish,8, Jinks/Cohen Company
Mindhunters,11, Dimension Films
Due Date,8,Legendary Pictures
The Frozen Ground,17, K5 International
Gods and Generals,17, Antietam Filmworks
Million Dollar Arm,18,Walt Disney Pictures
The Assassination of Jesse James by the Coward Robert Ford,58, Virtual Studios
Death Race,10, Impact Pictures
Bolt,4,Walt Disney Pictures
St. Vincent,11, Chernin Entertainment
Hereafter,9,Amblin Entertainment
The Adventures of Pluto Nash,28, Mel's Cite du Cinema
Monster House,13, Amblin Entertainment
In the Valley of Elah,21, Blackfriars Bridge Films
Sky Captain and the World of Tomorrow,37, Riff Raff Film Productions
Mortdecai,9, Huayi Brothers Media
Charlie's Angels: Full Throttle,31,Columbia Pictures Corporation
S.W.A.T.,8, Illusion Entertainment
Maleficent,10, Roth Films
Final Destination 3,19, Hard Eight Pictures
Predestination,14,Screen Australia
Collateral,10, Edge City
The Return,10, Intrepid Pictures
The Departed,12,Vertigo Entertainment
3000 Miles to Graceland,23,Franchise Pictures
Godzilla,8, Warner Bros.
Inception,9,Legendary Pictures
The Man from U.N.C.L.E.,23,Davis Entertainment
Little Miss Sunshine,20, Big Beach Films
The Rite,8, Hungarian National Film Office
Mr. Bean's Holiday,18, Working Title Films
Jumper,6,Dune Entertainment
Abraham Lincoln: Vampire Hunter,31, Abraham Productions
Take the Lead,13,New Line Cinema
The Cave,8, Cinerenta Medienbeteiligungs KG
Upside Down,11, Jouror Productions
Grown Ups,9, Relativity Media
Fury,4, Crave Films
Beowulf,7, Paramount Animation
Mr. Peabody & Sherman,21,20th Century Fox
Gosford Park,12,USA Films
The A-Team,10,20th Century Fox
Drive Angry,11, Michael De Luca Productions
Happy Feet Two,14, Dr D Studios
Jimmy Neutron: Boy Genius,25, Paramount Animation
Getaway,7,Dark Castle Entertainment
Jason X,7,New Line Cinema
The Aviator,11, Warner Bros.
The Majestic,12,Village Roadshow Pictures
Aloha,5, Sony Pictures Entertainment (SPE)
Murder by Numbers,17, Warner Bros. Pictures
Kingdom of Heaven,17, Kanzaman
Bridge to Terabithia,20, Lauren Levine Productions Inc.
Hitch,5,Columbia Pictures Corporation
Watchmen,8, DC Comics
Blended,7, Karz Entertainment
Sanctum,7, Wayfare Entertainment
Safe,4, 87Eleven
Punisher: War Zone,18, Marvel Knights
Starsky & Hutch,15,Weed Road Pictures
Transsiberian,13, Telecinco Cinema
30 Days of Night,16,Columbia Pictures
V for Vendetta,14,Studio Babelsberg
Transporter 3,13, EuropaCorp
The Rover,9, Blue-Tongue Films
Selma,5,Plan B Entertainment
Men of Honor,12,Fox 2000 Pictures
Safe Haven,10,Temple Hill Productions
Titan A.E.,10, David Kirschner Productions
Underworld: Awakening,21,Lakeshore Entertainment
The Thing,9,Universal Pictures
Kill the Messenger,18, Bluegrass Films
Down with Love,14, Mediastream Dritte Film
Terminator Genisys,18,Paramount Pictures
Entourage,9, Closest to the Hole Productions
Employee of the Month,21,Lionsgate
Are We There Yet?,17, Revolution Studios
Not Another Teen Movie,22, Columbia Pictures Corporation
Fantastic Four,14, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG
Spy,3, Chernin Entertainment
The Smurfs 2,12,Columbia Pictures
This Must Be the Place,22, Indigo Film
The Fourth Kind,15, Saga Film
Madagascar,10, Pacific Data Images (PDI)
Resident Evil,13,Impact Pictures
12 Rounds,9, Fox Atomic
Despicable Me,13,Universal Pictures
The Apparition,14, Warner Bros.
Ella Enchanted,14,Miramax Films
The Three Burials of Melquiades Estrada,39,The Javelina Film Company
Wedding Crashers,16,New Line Cinema
