original_title,title_length,production_companies
Coraline,8,"Focus Features,  Laika Entertainment"
Corky Romano,12,"Robert Simonds Productions,  Touchstone Pictures"
Corpse Bride,12,"Tim Burton Animation Company,  Laika Entertainment,  Will Vinton Studios,  Warner Bros.,  Tim Burton Productions"
Cosmopolis,10," Alfama Films,  Rai Cinema,  Prospero Pictures, France 2 CinÃ©ma,  TÃ©lÃ©film Canada"
Country Strong,14," Screen Gems, Maguire Entertainment,  Sony Pictures Home Entertainment"
Couples Retreat,15," Relativity Media, Universal Pictures,  Wild West Picture Show Productions,  Stuber Productions"
Cowboys & Aliens,16," Universal Pictures, Imagine Entertainment,  Reliance Entertainment,  platinum studios,  DreamWorks SKG"
Coyote Ugly,11,"Jerry Bruckheimer Films,  Touchstone Pictures"
Cradle 2 the Grave,18," Warner Bros., Silver Pictures"
Crank,5," Lakeshore Entertainment, Lions Gate Films,  Radical Media,  GreeneStreet Films"
Crank: High Voltage,19," Lionsgate, Lakeshore Entertainment,  Radical Media"
Crash,5," ApolloProScreen Filmproduktion,  Bob Yari Productions,  Yari Film Group,  Bull's Eye Entertainment, Blackfriars Bridge Films"
Crazy Heart,11," Butcher's Run Films,  Informant Media, Fox Searchlight Pictures"
"Crazy, Stupid, Love.",20,Warner Bros.
Crazy/Beautiful,15,"Touchstone Pictures,  Ufland"
Creed,5," Chartoff-Winkler Productions,  Metro-Goldwyn-Mayer (MGM),  Warner Bros., New Line Cinema"
Crimson Peak,12,Legendary Pictures
Crocodile Dundee in Los Angeles,31," Silver Lion Films,  Vision View Entertainment, Bungalow Productions"
Crossroads,10," MTV Films, Paramount Pictures"
Curious George,14," Universal Pictures,  Universal Animation Studios, Imagine Entertainment"
Cursed,6," Outerbanks Entertainment,  Dimension Films, Craven-Maddalena Films,  Kalis Productions GmbH & Co. Zweite KG"
D-Tox,5,Universal Pictures
Daddy Day Camp,14,"Revolution Studios,  TriStar Pictures"
Daddy Day Care,14," Davis Entertainment,  Revolution Studios, Columbia Pictures"
Daddy's Home,12," Good Universe,  Red Granite Pictures, Paramount Pictures,  Gary Sanchez Productions"
Daddy's Little Girls,20," Tyler Perry Company, Lions Gate Films,  The"
Dallas Buyers Club,18,"Universal Studios,  Universal Pictures,  Voltage Pictures,  Truth Entertainment"
Dan in Real Life,16," Jon Shestack Productions,  Focus Features, Touchstone Pictures"
Dancer in the Dark,18," Zentropa Entertainments,  Danmarks Radio (DR),  SVT Drama, Fine Line Features,  Arte"
Daredevil,9," Epsilon Motion Pictures,  Marvel Enterprises,  Regency Enterprises, Twentieth Century Fox Film Corporation,  New Regency Pictures"
Dark Blue,9," Cosmic Pictures,  Intermedia Films, United Artists,  Metro-Goldwyn-Mayer (MGM),  IM Filmproduktion"
Dark Shadows,12," Tim Burton Productions,  GK Films,  Infinitum Nihil,  Warner Bros., Village Roadshow Pictures"
Dark Water,10," Post No Bills Films, Vertigo Entertainment,  Pandemonium Productions,  Touchstone Pictures"
Date Movie,10,"Regency Enterprises,  New Regency Pictures,  Epsilon Motion Pictures"
Date Night,10,"Twentieth Century Fox Film Corporation,  Dune Entertainment,  21 Laps Entertainment"
Dawn of the Dead,16,"New Amsterdam Entertainment,  Metropolitan Filmexport,  Toho-Towa,  Cruel and Unusual Films,  Strike Entertainment"
Dawn of the Planet of the Apes,30," TSG Entertainment,  Chernin Entertainment, Ingenious Media"
Daybreakers,11," Furst Films,  Pacific Film and Television Commission,  Australian Film Finance Corporation (AFFC), Lionsgate,  Pictures in Paradise"
Dead Silence,12," Twisted Pictures, Universal Pictures,  Evolution Entertainment"
Dear John,9,Screen Gems
Death Race,10," Cruise/Wagner Productions,  Impact Pictures, Universal Pictures,  Relativity Media,  Scion Films"
Death Sentence,14,"Twentieth Century Fox Film Corporation,  Brass Hat Films,  Dune Entertainment,  Baldwin Entertainment Group,  Hyde Park Entertainment"
Death at a Funeral,18," Screen Gems, Parabolic Pictures"
Deception,9," Seed Productions,  Dune Entertainment III, Rifkin-Eberts"
Defiance,8," Defiance Productions,  Grosvenor Park Productions,  The, Paramount Vantage,  Pistachio Pictures,  Bedford Falls Company"
Delivery Man,12,"DreamWorks SKG,  Touchstone Pictures"
Derailed,8," Di Bonaventura Pictures, Miramax Films,  Patalex V Productions Limited"
Despicable Me,13,"Universal Pictures,  Illumination Entertainment"
Despicable Me 2,15,"Universal Pictures,  Illumination Entertainment"
Deux frÃ¨res,12," Two Brothers Productions,  TF1 Films Production,  Canal+, PathÃ© Renn Productions,  Pathe"
Devil,5," Night Chronicles, Universal Pictures,  Relativity Media,  Media Rights Capital"
Devil's Due,11,"Twentieth Century Fox Film Corporation,  Davis Entertainment,  TSG Entertainment"
Dhoom 2,7,Yash Raj Films
Diana,5,"Ecosse Films,  Le Pacte,  Film i VÃ¤st,  Filmgate Films,  Scope Pictures"
Diary of a Wimpy Kid,20,Color Force
Diary of a Wimpy Kid: Dog Days,30,Fox 2000 Pictures
Diary of a Wimpy Kid: Rodrick Rules,35," Color Force, Fox 2000 Pictures"
Did You Hear About The Morgans?,31," Relativity Media,  Banter, Columbia Pictures,  Castle Rock Entertainment"
Die Another Day,15,Eon Productions
Dinner for Schmucks,19," Reliance BIG Entertainment, Paramount Pictures,  Everyman Pictures,  DreamWorks SKG,  Spyglass Entertainment"
Dinosaur,8,"Walt Disney Pictures,  Walt Disney Feature Animation"
Dirty Dancing: Havana Nights,28," Artisan Entertainment,  Lawrence Bender Productions,  Havana Nights LLC, Miramax Films,  Lions Gate Films"
Disaster Movie,14," 3 in the Box,  LionsGate, Grosvenor Park Media Ltd."
Disconnect,10," Wonderful Films PLC, Lionsgate,  Exclusive Media Group,  Liddell Entertainment,  LD Entertainment"
District 9,10," Key Creatives,  Block / Hanson,  Canadian Film or Video Production Tax Credit (CPTC),  TriStar Pictures, WingNut Films"
Disturbia,9," The,  Cold Spring Pictures, Paramount Pictures,  DreamWorks SKG,  Montecito Picture Company"
Divergent,9,"Summit Entertainment,  Red Wagon Entertainment"
Django Unchained,16," The Weinstein Company, Columbia Pictures"
DodgeBall: A True Underdog Story,32,"Twentieth Century Fox Film Corporation,  Red Hour Films,  Mediastream Vierte Film GmbH & Co. Vermarktungs KG"
Dolphin Tale,12," Arc Productions, Alcon Entertainment"
Dolphin Tale 2,14," Boxing Cat Films, Alcon Entertainment,  Color Force"
Domestic Disturbance,20,Paramount Pictures
Domino,6," Scott Free Productions, New Line Cinema,  Metropolitan Filmexport,  Davis-Films,  Domino 17521"
Don't Be Afraid of the Dark,27," FilmDistrict,  Tequila Gang,  Gran Via Productions,  Necropia, Miramax Films"
Don't Say a Word,16," Regency Enterprises,  NPV Entertainment,  Village Roadshow Pictures, 20th Century Fox,  Kopelson Entertainment"
Doom,4," Reaper Productions,  John Wells Productions,  Stillking Films,  Babelsberg Film, Di Bonaventura Pictures"
Doomsday,8,"Rogue Pictures,  Internationale Filmproduktion Blackbird Dritte,  Moonlighting Films,  Scion Films,  Intrepid Pictures"
Doubt,5,Miramax Films
Down with Love,14," Mediastream Dritte Film,  Fox 2000 Pictures,  Jinks/Cohen Company,  Epsilon Motion Pictures, Regency Enterprises"
Dr. Dolittle 2,14,Twentieth Century Fox Film Corporation
Dracula 2000,12," Dimension Films,  Wes Craven Films, Neo Art & Logic"
Dracula Untold,14," Fuji Television Network, Universal Pictures,  Dentsu,  Legendary Pictures,  Michael De Luca Productions"
Drag Me to Hell,15," Buckaroo Entertainment,  Curse Productions,  Ghost House Pictures, Universal Pictures,  Mandate Pictures"
Dragonfly,9,"Universal Pictures,  Kalima Productions GmbH & Co. KG,  Shady Acres Entertainment,  Spyglass Entertainment,  Gran Via Productions"
Dream House,11,"Cliffjack Motion Pictures,  Morgan Creek Productions"
Dreamcatcher,12," WV Films II,  Castle Rock Entertainment,  Kasdan Pictures, Village Roadshow Pictures,  NPV Entertainment"
Dreamgirls,10," DreamWorks SKG,  Laurence Mark Productions, Paramount Pictures"
Dredd,5," Reliance BIG Entertainment,  IM Global,  Rena Film,  Peach Trees, DNA Films"
Drive,5," FilmDistrict,  Motel Movies,  Odd Lot Entertainment,  Marc Platt Productions, Bold Films"
Drive Angry,11," Nu Image Films,  Millennium Films,  Michael De Luca Productions,  Saturn Films, Summit Entertainment"
Driven,6," Mel's Cite du Cinema,  Trackform Film Productions,  Franchise Pictures, Epsilon Motion Pictures"
Drumline,8,Fox 2000 Pictures
"Dude, Whereâ€™s My Car?",23," Alcon Entertainment, Twentieth Century Fox Film Corporation"
Due Date,8,"Legendary Pictures,  Warner Bros.,  Green Hat Films"
Dumb and Dumber To,18," Red Granite Pictures,  Conundrum Entertainment, New Line Cinema,  Universal Pictures"
Dumb and Dumberer: When Harry Met Lloyd,39,New Line Cinema
Dungeons & Dragons,18," Silver Pictures, New Line Cinema,  Sweetpea Entertainment"
Duplicity,9," Laura Bickford Productions,  Relativity Media,  Medienproduktion Poseidon Filmgesellschaft, Universal Pictures"
Dylan Dog: Dead of Night,24," Long Distance Films,  platinum studios, Hyde Park Films"
DÃ©jÃ  Vu,9,"Jerry Bruckheimer Films,  Touchstone Pictures,  Scott Free Productions"
Eagle Eye,9," KMP Film Invest,  Goldcrest Pictures, DreamWorks SKG,  K/O Paper Products"
Earth,5,BBC
Earth to Echo,13,"Walt Disney Studios Motion Pictures,  Panay Films"
Eastern Promises,16," Astral Media,  Scion Films,  TÃ©lÃ©film Canada, BBC Films,  Serendipity Point Films"
Easy A,6,"Screen Gems,  Olive Bridge Entertainment"
Eat Pray Love,13," Plan B Entertainment,  Red Om Films, Columbia Pictures"
Edge of Darkness,16,"Icon Productions,  GK Films,  Warner Bros.,  BBC Films"
Edge of Tomorrow,16," Viz Media, Village Roadshow Pictures,  3 Arts Entertainment,  Warner Bros.,  Province of British Columbia Production Services Tax Credit"
Eight Below,11," Spyglass Entertainment, Walt Disney Pictures,  Mandeville Films,  Kennedy/Marshall Company,  The,  Vertigo Entertainment"
Elektra,7," Regency Enterprises,  Epsilon Motion Pictures,  New Regency Pictures,  Marvel Enterprises, Twentieth Century Fox Film Corporation"
Elf,3," Gold/Miller Productions,  Guy Walks into a Bar Productions, New Line Cinema"
Elizabeth: The Golden Age,25,"Universal Pictures,  StudioCanal,  Working Title Films"
Elizabethtown,13," KMP Film Invest,  Cruise/Wagner Productions,  Vinyl Films, Paramount Pictures"
Ella Enchanted,14,Miramax Films
Elysium,7,"TriStar Pictures,  QED International,  Media Rights Capital,  Sony Pictures Entertainment (SPE),  Alpha Core"
Empire State,12," Voltage Pictures, Grindstone Entertainment Group,  Emmett/Furla Films,  Cheetah Vision,  Envision Entertainment Corporation"
Employee of the Month,21,Lionsgate
Enchanted,9," Andalasia Productions,  Josephson Entertainment, Walt Disney Pictures,  Right Coast Productions"
End of Watch,12,"Emmett/Furla Films,  Knightsbridge Entertainment,  Crave Films,  Exclusive Media Group,  Hedge Fund Film Partners"
Ender's Game,12," Chartoff Productions,  Digital Domain,  K/O Paper Products,  Odd Lot Entertainment, Summit Entertainment"
Endless Love,12," Fake Empire, Universal Pictures,  Bluegrass Films"
Enemy at the Gates,18,"Paramount Pictures,  Swanford Films,  Mandalay Pictures,  Little Bird,  KC Medien"
Enough,6,Columbia Pictures
Entourage,9,"Warner Bros.,  Closest to the Hole Productions"
Epic,4,"Blue Sky Studios,  Twentieth Century Fox Animation"
Epic Movie,10," Regency Enterprises, Twentieth Century Fox Film Corporation,  Paul Schiff Productions,  New Regency Pictures"
Equilibrium,11," Blue Tulip Productions, Dimension Films"
Eragon,6,"Ingenious Film Partners,  Dune Entertainment,  Major Studio Partners,  Twentieth Century Fox Film Corporation,  Fox 2000 Pictures"
Erin Brockovich,15,Jersey Films
Escape Plan,11," Emmett/Furla Films, Summit Entertainment,  Envision Entertainment,  Atmosphere Entertainment MM,  Mark Canton Productions"
Escape from Planet Earth,24," The,  Mainframe Entertainment, Rainmaker Entertainment,  Weinstein Company"
Eternal Sunshine of the Spotless Mind,37," Focus Features,  This Is That Productions, Anonymous Content"
EuroTrip,8," Blue Sea Productions,  The Montecito Picture Company, DreamWorks SKG"
Evan Almighty,13," Universal Pictures, Columbia Pictures,  Original Film,  Shady Acres Entertainment,  Spyglass Entertainment"
Everest,7,"Universal Pictures,  Free State Pictures,  Walden Media,  Working Title Films,  Cross Creek Pictures"
Everything Must Go,18,"Birdsong Pictures,  IM Global"
Everything is Illuminated,25," Warner Independent Pictures (WIP),  Telegraph Films,  Stillking Films, Big Beach Productions"
Evil Dead,9," Ghost House Pictures, TriStar Pictures,  FilmDistrict"
Evolution,9," Montecito Picture Company, DreamWorks SKG,  The,  Columbia Pictures Corporation"
Ex Machina,10,"DNA Films,  Universal Pictures International (UPI),  Film4"
Exit Wounds,11,"NPV Entertainment,  Warner Bros."
Exodus: Gods and Kings,22," Chernin Entertainment,  Babieka,  Volcano Films, Scott Free Productions"
Extract,7,Miramax Films
Extraordinary Measures,22," CBS Films, Double Feature Films"
Extremely Loud & Incredibly Close,33," Warner Bros.,  Scott Rudin Productions, Paramount Pictures"
Eye in the Sky,14," Raindog Films, Entertainment One,  Moonlighting Films"
Fahrenheit 9/11,15," Fellowship Adventure Group, BIM Distribuzione"
Failure to Launch,17," Scott Rudin Productions,  Failure to Launch Productions, Paramount Pictures"
Fair Game,9,"River Road Entertainment,  Participant Media"
Fantastic Four,14," Marvel Entertainment,  Constantin Film Produktion,  Constantin Film., Twentieth Century Fox Film Corporation,  Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,  Moving Picture Company (MPC),  Marv Films, Twentieth Century Fox Film Corporation,  Marvel Enterprises,  1492 Pictures"
Fantastic Mr. Fox,17," American Empirical Pictures,  Regency Enterprises,  Twentieth Century Fox Animation,  Indian Paintbrush, Twentieth Century Fox Film Corporation"
Far from Heaven,15,Clear Blue Sky Productions
Fast & Furious,14," Original Film, Universal Pictures,  One Race Productions,  Relativity Media,  Dentsu Inc."
Fast & Furious 6,16,"Universal Pictures,  Original Film,  One Race Productions,  Relativity Media,  Dentsu"
Fast Five,9,"Universal Pictures,  One Race Productions,  Original Film"
FearDotCom,10," Franchise Pictures,  DoRo Fiction Film,  ApolloMedia Distribution, Milagro Films,  Signature Pictures"
Femme Fatale,12," Quinta Communications, Epsilon Motion Pictures"
Fever Pitch,11," Mars Media Beteiligungs, Fox 2000 Pictures,  Alan Greenspan Productions,  Flower Films (II),  Wildgaze Films"
Fifty Shades of Grey,20,"Focus Features,  Michael De Luca Productions,  Trigger Street Productions"
Final Destination,17," Zide-Perry Productions,  Hard Eight Pictures, New Line Cinema"
Final Destination 2,19,"New Line Cinema,  Zide-Perry Productions"
Final Destination 3,19,"New Line Cinema,  Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,  Zide-Perry Productions,  Hard Eight Pictures,  Matinee Pictures"
Final Destination 5,19,"New Line Cinema,  Parallel Zide,  Practical Pictures"
Final Fantasy: The Spirits Within,33," Square USA, Columbia Pictures,  Chris Lee Productions"
Finding Forrester,17," Finding Forrester Productions,  Columbia Pictures Corporation, Fountainbridge Films,  Laurence Mark Productions"
Finding Nemo,12," Disney Enterprises,  Pixar Animation Studios, Walt Disney Pictures"
Finding Neverland,17," Film Colony, Miramax Films"
Fire with Fire,14," Paradox Entertainment,  Grindstone Entertainment Group,  Cheetah Vision, Industry Entertainment,  Mandalay Vision"
Firewall,8," Jon Shestack Productions, Village Roadshow Pictures,  Warner Bros.,  Beacon Pictures,  Thunder Road Pictures"
Flags of Our Fathers,20," Malpaso Productions,  Amblin Entertainment,  Warner Bros., DreamWorks SKG"
Flight of the Phoenix,21," Optional Pictures,  Davis Entertainment,  Aldrich Group, Twentieth Century Fox Film Corporation"
Flightplan,10," Touchstone Pictures, Imagine Entertainment"
Flushed Away,12," DreamWorks Animation, Aardman Animations"
Flyboys,7," Flyboys Films, Ingenious Film Partners,  Skydance Productions,  Electric Entertainment"
Focus,5,"Kramer & Sigman Films,  Zaftig Films,  RatPac-Dune Entertainment"
Fool's Gold,11," Warner Bros., De Line Pictures"
Footloose,9,"Spyglass Entertainment,  MTV Films"
For Greater Glory - The True Story of Cristiada,47,Dos Corazones
Forgetting Sarah Marshall,25,"Universal Pictures,  Apatow Productions"
Four Brothers,13," Di Bonaventura Pictures, Paramount Pictures"
Four Christmases,16," Type A Films,  Ott Medien, New Line Cinema,  Wild West Picture Show Productions,  Spyglass Entertainment"
Foxcatcher,10,"Likely Story,  Media Rights Capital,  Annapurna Pictures"
Frailty,7," David Kirschner Productions, Cinerenta Medienbeteiligungs KG,  American Entertainment Partners L.P."
Frankenweenie,13," Tim Burton Productions, Walt Disney Pictures,  Tim Burton Animation Company"
Freaky Friday,13,Walt Disney Pictures
Fred Claus,10," Jessie Nelson Productions,  David Dobkin Productions, Silver Pictures,  Warner Bros."
Freddy vs. Jason,16," Cecchi Gori Group Tiger Cinematografica,  Avery Pix,  Crystal Lake Entertainment, New Line Cinema,  Sean S. Cunningham Films"
Free Birds,10," Relativity Media, Reel FX Creative Studios"
Freedom Writers,15," Kernos Filmproduktionsgesellschaft & Company, Double Feature Films,  Jersey Films"
Freedomland,11," Revolution Studios, Scott Rudin Productions"
Frequency,9,New Line Cinema
Frida,5," Lions Gate Films,  Ventanarosa Productions, Miramax Films,  Handprint Entertainment"
Friday After Next,17,New Line Cinema
Friday Night Lights,19," MDBF Filmgesellschaft mbH & Company KG, Universal Studios,  Imagine Entertainment,  Friday Night Lights LLC"
Friday the 13th,15,New Line Cinema
Friends with Benefits,21," Screen Gems,  Olive Bridge Entertainment, Castle Rock Entertainment"
Fright Night,12,Touchstone Pictures
From Hell,9,"Twentieth Century Fox Film Corporation,  Underworld Entertainment"
From Justin to Kelly,20,20th Century Fox
Frozen,6,"Walt Disney Pictures,  Walt Disney Animation Studios"
Fun Size,8," Anonymous Content,  Nickelodeon Movies, Paramount Pictures,  Fake Empire"
Fun with Dick and Jane,22," JC 23 Entertainment, Imagine Entertainment,  Columbia Pictures Corporation"
Funny Games,11,"Halcyon Pictures,  Kinematograf Wien"
Funny People,12," Universal Pictures, Columbia Pictures,  Apatow Productions,  Relativity Media,  Happy Madison Productions"
Fur: An Imaginary Portrait of Diane Arbus,41," Edward R. Pressman Film,  Iron Film, River Road Entertainment"
Furious 7,9,"Universal Pictures,  One Race Films,  Dentsu,  Media Rights Capital,  Original Film"
Furry Vengeance,15," Imagenation Abu Dhabi FZ,  Furry Vengeance Productions, Summit Entertainment,  Participant Media,  Robert Simonds Productions"
Fury,4," QED International,  Crave Films,  Huayi Brothers Media,  LStar Capital, Columbia Pictures"
G-Force,7," Whamaphram Productions, Walt Disney Pictures,  Jerry Bruckheimer Films"
G.I. Joe: The Rise of Cobra,27," Spyglass Entertainment, Paramount Pictures,  Hasbro,  Kontsept Film Company,  Di Bonaventura Pictures"
Gamer,5," Lionsgate, Lakeshore Entertainment"
Gangs of New York,17," Initial Entertainment Group (IEG), Miramax Films,  Alberto Grimaldi Productions"
Gangster Squad,14,"Village Roadshow Pictures,  Warner Bros.,  Lin Pictures,  Langley Park Production"
Garfield,8,"Twentieth Century Fox Film Corporation,  Davis Entertainment"
Get Carter,10,"Franchise Pictures,  Warner Bros.,  The Canton Company,  Morgan Creek Productions"
Get Hard,8,"Gary Sanchez Productions,  Warner Bros."
Get Him to the Greek,20," Spyglass Entertainment,  Relativity Media, Universal Pictures,  Apatow Productions"
Get Rich or Die Tryin',22,"Paramount Pictures,  MTV Films,  Cent Productions Inc."
Get Smart,9," Warner Bros., Village Roadshow Pictures,  Atlas Entertainment,  Mad Chance,  Mosaic Media Group"
Getaway,7," Silver Reel, Dark Castle Entertainment,  After Dark Films,  Saints LA,  Signature Pictures"
Ghost Rider,11," Relativity Media, Columbia Pictures Corporation,  Crystal Sky Pictures,  Marvel Enterprises,  Michael De Luca Productions"
Ghost Rider: Spirit of Vengeance,32," Marvel Knights,  Hyde Park Entertainment,  Imagenation Abu Dhabi FZ, Columbia Pictures,  Marvel Entertainment"
Ghost Ship,10," NPV Entertainment,  Dark Castle Entertainment,  Warner Bros.,  Ghost Ship Films Pty. Ltd., Village Roadshow Pictures"
Ghosts of Mars,14," Animationwerks, Screen Gems,  Storm King Productions"
Ghosts of the Abyss,19," Earthship Productions, Walt Disney Pictures,  Walden Media"
Gigli,5,"City Light Films,  Revolution Studios,  Casey Silver Productions"
Gladiator,9,"DreamWorks SKG,  Mill Film,  Red Wagon Entertainment,  Scott Free Productions,  Universal Pictures"
Gnomeo & Juliet,15,"Starz Animation,  Touchstone Pictures"
Goal!: The Dream Begins,23," Milkshake Films, Touchstone Pictures,  Hargitay & Hargitay Pictures in Motion"
God's Not Dead,14,Pure Flix Entertainment
Gods and Generals,17," Antietam Filmworks, Turner Pictures"
Godsend,7," Blue Productions,  2929 Productions, Lions Gate Films,  Artists Production Group (APG)"
Godzilla,8,"Toho Company,  Legendary Pictures,  Warner Bros.,  RatPac-Dune Entertainment,  Disruption Entertainment"
Going the Distance,18,"New Line Cinema,  Offspring Entertainment"
Gone Baby Gone,14," The Ladd Company, Miramax Films"
Gone Girl,9," TSG Entertainment,  Pacific Standard,  New Regency Pictures,  Regency Enterprises, Twentieth Century Fox Film Corporation"
Gone In Sixty Seconds,21,"Jerry Bruckheimer Films,  Touchstone Pictures"
Good Luck Chuck,15,"Lionsgate,  Karz Entertainment"
"Good Night, and Good Luck.",26," Section Eight Productions, Warner Independent Pictures (WIP)"
Goosebumps,10," Scholastic Entertainment,  Original Film, Columbia Pictures"
Gosford Park,12,USA Films
Gossip,6,Warner Bros. Pictures
Gothika,7," Warner Bros., Columbia Pictures Corporation,  Dark Castle Entertainment"
Gran Torino,11," Malpaso Productions, Village Roadshow Pictures,  Gerber Pictures,  Double Nickel Entertainment,  Warner Bros."
Gravity,7,"Warner Bros.,  Heyday Films,  Esperanto Filmoj"
Green Lantern,13,"De Line Pictures,  Warner Bros.,  DC Entertainment"
Green Zone,10," Working Title Films, Universal Pictures,  Relativity Media,  StudioCanal,  Dentsu"
Gridiron Gang,13,Columbia Pictures
Grindhouse,10,"Big Talk Productions,  Yer Dead Productions,  The,  Weinstein Company,  Troublemaker Studios,  Dimension Films"
Grown Ups,9,"Columbia Pictures,  Relativity Media,  Happy Madison Productions"
Grown Ups 2,11," Sony Pictures Entertainment (SPE),  Happy Madison Productions, Columbia Pictures"
Grudge Match,12,"Gerber Pictures,  Warner Bros."
Guardians of the Galaxy,23," Bulletproof Cupid,  Revolution Sun Studios,  Moving Picture Company (MPC), Marvel Studios"
Guess Who,9," Tall Trees Productions, Columbia Pictures,  Regency Enterprises,  3 Arts Entertainment"
Gulliver's Travels,18," Dune Entertainment III, Twentieth Century Fox Film Corporation,  Dune Entertainment,  Davis Entertainment"
Hachi: A Dog's Tale,19,"Grand Army Entertainment,  Hachiko,  Inferno Distribution,  Scion Films,  Stage 6 Films"
Hairspray,9,New Line Cinema
Hall Pass,9,"New Line Cinema,  Conundrum Entertainment"
Halloween,9," Spectacle Entertainment Group,  Nightfall Productions, Dimension Films"
Halloween II,12,"Dimension Films,  Trancas International Films,  Spectacle Entertainment Group"
Halloween: Resurrection,23,Dimension Films
Hancock,7," Relativity Media,  Weed Road Pictures,  Overbrook Entertainment, Columbia Pictures,  Forward Pass"
Hanging Up,10," Nora Ephron Productions,  Global Entertainment Productions GmbH & Company Medien KG, Laurence Mark Productions,  Columbia Pictures Corporation"
Hanna,5," Holleran Company,  Neunte Babelsberg Film,  Focus Features, Focus Features,  Sechzehnte Babelsberg Film"
Hannah Montana: The Movie,25," Millar Gough Ink, Walt Disney Pictures,  It's a Laugh Productions"
Hannibal,8,"Universal Pictures,  Metro-Goldwyn-Mayer (MGM),  Dino De Laurentiis Company,  Scott Free Productions"
Hannibal Rising,15,"Ingenious Film Partners,  ETIC Films,  Dino De Laurentiis Company,  Quinta Communications,  Zephyr Films"
Hansel & Gretel: Witch Hunters,30," Metro-Goldwyn-Mayer (MGM),  MTV Films,  Gary Sanchez Productions,  Studio Babelsberg, Paramount Pictures"
Happy Feet,10," Kingdom Feature Productions, Village Roadshow Pictures,  Kennedy Miller Productions,  Warner Bros.,  Animal Logic"
Happy Feet Two,14," Kennedy Miller Mitchell,  Dr D Studios, Village Roadshow Pictures,  Warner Bros."
Hardball,8," Munich Film Partners & Company (MFP) GHS Productions,  Nides/McCormick Productions,  GHS Productions KG, Paramount Pictures"
Hardcore Henry,14,"Bazelevs Production,  Versus Pictures"
Harold & Kumar Escape from Guantanamo Bay,41,New Line Cinema
Harold & Kumar Go to White Castle,33,New Line Cinema
Harry Brown,11," UK Film Council,  Marv Films, HanWay Films"
Harry Potter and the Chamber of Secrets,39," Warner Bros.,  MIRACLE Productions GmbH & Co. KG, 1492 Pictures,  Heyday Films"
Harry Potter and the Deathly Hallows: Part 1,44," Heyday Films, Warner Bros."
Harry Potter and the Deathly Hallows: Part 2,44," Heyday Films, Warner Bros.,  Moving Picture Company (MPC)"
Harry Potter and the Goblet of Fire,35," Heyday Films, Patalex IV Productions Limited,  Warner Bros."
Harry Potter and the Half-Blood Prince,38,"Warner Bros.,  Heyday Films"
Harry Potter and the Order of the Phoenix,41,"Cool Music,  Harry Potter Publishing Rights,  Warner Bros.,  Heyday Films"
Harry Potter and the Philosopher's Stone,40," Warner Bros., 1492 Pictures,  Heyday Films"
Harry Potter and the Prisoner of Azkaban,40," Heyday Films,  P of A Productions Limited,  Warner Bros., 1492 Pictures"
Hart's War,10," David Ladd Films, David Foster Productions,  Metro-Goldwyn-Mayer (MGM),  Cheyenne Enterprises"
Haywire,7," Relativity Media, Irish Film Board"
He's Just Not That Into You,27," Internationale Filmproduktion Blackswan, New Line Cinema,  Flower Films (II)"
Head Over Heels,15,Universal Studios
Hearts in Atlantis,18,Castle Rock Entertainment
Heaven is for Real,18," Roth Films,  Screen Gems, TriStar Pictures"
Hellboy,7,"Revolution Studios,  Lawrence Gordon Productions,  Starlite Films,  Dark Horse Entertainment"
Hellboy II: The Golden Army,27," Mid Atlantic Films,  Relativity Media,  Lawrence Gordon Productions,  Dark Horse Entertainment, Universal Pictures"
Her,3,Annapurna Pictures
Herbie Fully Loaded,19,"Walt Disney Pictures,  Robert Simonds Productions"
Hercules,8," Radical Studios, Paramount Pictures,  Metro-Goldwyn-Mayer (MGM),  Flynn Picture Company"
Hereafter,9," The, Amblin Entertainment,  Warner Bros.,  Kennedy/Marshall Company,  Malpaso Productions"
Hidalgo,7,"Casey Silver Productions,  Dune Films,  Touchstone Pictures"
Hide and Seek,13,"Twentieth Century Fox Film Corporation,  Fox 2000 Pictures,  MBC Beteiligungs Filmproduktion,  Josephson Entertainment"
High Crimes,11," Regency Enterprises,  Monarch Pictures,  Epsilon Motion Pictures, Twentieth Century Fox Film Corporation,  New Regency Pictures"
High Fidelity,13," Touchstone Pictures, Buena Vista"
Highlander: Endgame,19,"Davis-Panzer Productions,  Dimension Films"
Hitch,5," Overbrook Entertainment, Columbia Pictures Corporation"
Hitman,6," Anka Film,  Dune Entertainment,  Daybreak Productions,  EuropaCorp, Twentieth Century Fox Film Corporation"
Hitman: Agent 47,16," TSG Entertainment,  Infinite Frameworks Studios, Twentieth Century Fox Film Corporation,  Fox International Productions"
Hollow Man,10,"Columbia Pictures Corporation,  Global Entertainment Productions GmbH & Company Medien KG"
Home,4,"Twentieth Century Fox Film Corporation,  DreamWorks Animation"
Home on the Range,17,"Walt Disney Pictures,  Walt Disney Feature Animation"
Homefront,9," Open Road Films, Millennium Films"
Honey,5," NuAmerica Entertainment,  Marc Platt Productions, Universal Pictures"
Hoodwinked Too! Hood VS. Evil,29,HW Two
Hoodwinked!,11," Blue Yonder Films,  Kanbar Entertainment, The Weinstein Company"
Hop,3," Illumination Entertainment, Universal Pictures"
