Index,popularity,budget,revenue,original_title,genres,release_year
480,0.270408,0,0,The Condemned 2,Action,2015
8897,1.161942,1000000,78868508,48 Hrs.,Action,1982
663,3.4891059999999996,145000000,609123048,How to Train Your Dragon 2,Animation,2014
9055,0.521096,13000000,27007143,The Big Hit,Adventure,1998
5446,2.497001,90000000,188133322,The Secret Life of Walter Mitty,Comedy,2013
10551,0.30298600000000003,3000000,0,House,Horror,1986
4155,0.128012,0,0,Tuck Everlasting,Romance,2002
2881,3.0866759999999998,200000000,586090727,Quantum of Solace,Crime,2008
3929,1.778527,54000000,155010032,Blade II,Thriller,2002
6340,0.49892600000000004,3500000,0,Urban Legends: Bloody Mary,Horror,2005
3665,0.653289,500000,0,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,Fantasy,2011
1003,0.362439,0,1009620,The Song,Romance,2014
6138,0.355653,0,0,Invasion U.S.A.,Thriller,1985
7395,2.510571,18000000,57096190,The Mist,Horror,2007
1677,0.34638,0,0,"My Son, My Son, What Have Ye Done",Drama,2009
8980,1.7869130000000002,35000000,0,Species II,Horror,1998
6670,0.689946,0,6538177,Grandma's Boy,Comedy,2006
2198,0.321694,0,0,The Reef,Drama,2010
3217,0.23477199999999998,6000000,391410,While She Was Out,Adventure,2008
5219,0.059976,0,0,Indiana Jones: Making the Trilogy,Documentary,2003
1682,0.569186,0,0,Super Rhino,Animation,2009
2270,0.222257,0,0,"Montevideo, Bog te video!",Adventure,2010
3249,0.18099200000000001,0,0,Eldorado,Drama,2008
248,0.516954,0,0,The Hollow,TV Movie,2015
3373,5.903353,15000000,76175166,Drive,Crime,2011
2902,1.6283450000000002,225000000,419651413,The Chronicles of Narnia: Prince Caspian,Family,2008
10018,0.501826,0,33461269,Air America,Adventure,1990
4445,1.0967559999999998,25000000,0,The Factory,Mystery,2012
2341,0.136215,0,0,The Frankenstein Syndrome,Science Fiction,2010
7369,0.11361099999999999,0,0,Coal Miner's Daughter,Music,1980
8087,1.255616,0,0,It Takes Two,Romance,1995
7179,0.369726,6500000,1548955,A Home at the End of the World,Drama,2004
6302,0.6633979999999999,4000000,866999,MirrorMask,Science Fiction,2005
1686,0.33561199999999997,0,0,Personal Effects,Drama,2009
758,1.039133,15000000,9104716,Suite FranÃ§aise,Romance,2014
2343,0.131526,60000000,296221663,Resident Evil: Afterlife,Horror,2010
8690,1.042311,40000000,55707411,Pay It Forward,Romance,2000
10070,0.250947,0,0,The Rookie,Comedy,1990
5035,0.630566,60000000,164433867,Daddy Day Care,Comedy,2003
4382,2.5710990000000002,75000000,691210692,The Hunger Games,Science Fiction,2012
3095,0.407009,0,0,The Echo,Mystery,2008
9852,0.810805,2000000,13129846,To Kill a Mockingbird,Drama,1962
3664,0.548602,4000000,1104682,Red State,Action,2011
9490,0.497587,10000000,21486757,Married to the Mob,Crime,1988
963,0.389417,0,0,Avalanche Sharks,Science Fiction,2014
5253,1.272247,57000000,152944660,The Devil's Advocate,Horror,1997
2329,0.155075,0,0,Dante's Inferno: An Animated Epic,Animation,2010
4113,0.23421,14000000,25482931,All About the Benjamins,Action,2002
7690,0.23715300000000003,0,0,Nancy Drew,Action,2007
1468,0.9537049999999999,11000000,791867,Antichrist,Thriller,2009
2271,0.219619,2000000,0,The Four-Faced Liar,Romance,2010
8270,0.745897,0,43440294,A River Runs Through It,Drama,1992
6572,1.8887459999999998,82500000,237681299,Click,Fantasy,2006
4536,0.552288,25000000,8784318,On the Road,Adventure,2012
1470,0.908112,18000000,36133014,Love Happens,Drama,2009
3764,0.22973400000000002,0,0,The Suite Life Movie,Comedy,2011
5274,0.855982,15000000,64256513,Wag the Dog,Comedy,1997
3130,0.348973,0,0,Pinocchio,Drama,2008
6132,0.420284,0,10297601,Better Off Dead...,Comedy,1985
3160,0.305643,750000,0,All the Boys Love Mandy Lane,Thriller,2008
7495,0.6826260000000001,0,0,Afro Samurai,Fantasy,2007
9097,0.331874,0,0,Casper Meets Wendy,Adventure,1998
3554,0.601594,8000000,163265,Restless,Romance,2011
5405,0.066135,0,0,Hugo Pool,Comedy,1997
1885,0.090351,0,0,Don McKay,Crime,2009
3432,1.2851059999999999,12000000,22939027,Young Adult,Drama,2011
3031,0.5769890000000001,5000000,16174377,Sunshine Cleaning,Comedy,2008
776,0.9449540000000001,3000000,0,Bullet,Thriller,2014
3621,0.43450600000000006,2500000,3358,Nuit Blanche,Romance,2011
1011,0.309771,0,0,Hangar 10,Horror,2014
9088,0.383321,45000000,11203026,Deep Rising,Science Fiction,1998
9011,0.9688610000000001,40000000,54682547,Small Soldiers,Adventure,1998
7608,0.396494,0,0,Tin Man,Science Fiction,2007
8772,0.35893400000000003,0,0,Where the Heart Is,Romance,2000
10177,0.924068,9000000,25000000,Logan's Run,Science Fiction,1976
2249,0.24494699999999997,0,0,Scooby-Doo! Abracadabra-Doo,Family,2010
8278,0.682353,10000000,50752337,The Mighty Ducks,Family,1992
4087,0.299006,78000000,209196298,Red Dragon,Crime,2002
5042,0.579673,0,0,Bionicle: Mask of Light,Family,2003
201,0.7013699999999999,0,0,Man Up,Romance,2015
3313,0.12131600000000001,0,0,Hush,Horror,2008
4040,0.472916,0,0,Killing Me Softly,Mystery,2002
3254,0.17363900000000002,0,0,Front of the Class,Drama,2008
10018,0.501826,0,33461269,Air America,Comedy,1990
7550,0.500747,0,0,Ex Drummer,Comedy,2007
9377,0.359526,0,0,Ernest Scared Stupid,Family,1991
8794,0.246454,10000000,0,The Crow: Salvation,Thriller,2000
1751,0.07309,0,0,12 Men of Christmas,Comedy,2009
1699,0.31953200000000004,12500000,27206120,Sorority Row,Thriller,2009
8827,0.397483,0,0,Girlfight,Drama,2000
3106,0.39511799999999997,0,3800000,Next Avengers: Heroes of Tomorrow,Family,2008
7070,0.678708,15000000,29331068,Confessions of a Teenage Drama Queen,Music,2004
2363,0.267278,3000000,0,The Rig,Horror,2010
6474,0.187113,0,0,Archangel,Mystery,2005
1075,0.239862,0,0,Bang Bang,Thriller,2014
4036,0.48231199999999996,30000000,33013805,Confessions of a Dangerous Mind,Thriller,2002
2391,0.050481,0,0,I Hate Luv Storys,Comedy,2010
1346,0.43450900000000003,0,0,"New York, New York",Music,1977
5373,0.261797,0,27354,Nowhere,Comedy,1997
1476,0.883984,14000000,22852638,A Perfect Getaway,Adventure,2009
1116,0.222714,0,0,Poker Night,Action,2014
33,3.6482099999999997,40000000,162610473,Bridge of Spies,Drama,2015
10526,0.433281,0,0,The Big Easy,Action,1986
7537,0.543326,0,0,Doctor Strange,Action,2007
10354,0.240771,6000000,13609396,The Crush,Drama,1993
9822,0.423755,2700000,5000000,Hard Times,Drama,1975
7915,0.561034,0,0,The Ewok Adventure,Adventure,1984
4443,1.113113,60000000,118338361,The Pirates! In an Adventure with Scientists!,Comedy,2012
6230,1.266058,0,161451538,The Ring Two,Thriller,2005
9894,0.294102,0,0,Send Me No Flowers,Comedy,1964
3184,0.27821999999999997,0,0,æ±äº¬æ®‹é…·è­¦å¯Ÿ,Action,2008
9003,1.057585,95000000,250288523,The Mask of Zorro,Romance,1998
6415,0.301564,15000000,0,Submerged,Thriller,2005
699,2.141491,60000000,50549107,Jack Ryan: Shadow Recruit,Action,2014
2936,1.1214870000000001,80000000,230685453,Get Smart,Comedy,2008
4152,0.136897,0,217201,Ã”nibus 174,Documentary,2002
10693,0.600975,0,0,A Charlie Brown Christmas,Animation,1965
10081,0.17776199999999998,20000000,15379253,Mr. Destiny,Fantasy,1990
6913,0.0979,0,21353303,Waist Deep,Adventure,2006
7592,0.420933,1500000,0,Young People Fucking,Romance,2007
8108,0.888985,50000000,30303072,Assassins,Thriller,1995
4371,3.6267410000000004,185000000,538983207,Brave,Comedy,2012
6989,1.665648,140000000,209073645,Lemony Snicket's A Series of Unfortunate Events,Adventure,2004
4575,0.46403199999999994,0,0,Seal Team Six: The Raid on Osama Bin Laden,Thriller,2012
9749,0.190352,0,0,Hellfighters,Romance,1968
8077,1.964673,19000000,141407024,Bad Boys,Action,1995
3650,0.388036,0,623528,Blackthorn,Western,2011
8527,0.569297,0,0,Fear,Thriller,1996
8748,0.472472,35000000,0,Vatel,Romance,2000
144,1.1252389999999999,8000000,3759286,Anomalisa,Animation,2015
4485,0.758614,0,6483963,Goon,Comedy,2012
8564,0.44115,0,32709423,Homeward Bound II: Lost in San Francisco,Drama,1996
4005,0.609595,7000000,0,Interstate 60,Comedy,2002
7182,0.251389,0,0,Fat Albert,Family,2004
560,0.097214,0,0,Digging Up the Marrow,Horror,2015
2141,0.44494399999999995,3500000,0,Superman/Batman: Apocalypse,Animation,2010
1484,0.826039,20000000,17280326,12 Rounds,Action,2009
10388,0.27659,0,0,The Real McCoy,Crime,1993
3656,0.37824,500000,0,Marvel One-Shot: The Consultant,Action,2011
2554,0.23141799999999998,6000000,4398989,Simply Irresistible,Comedy,1999
2759,0.390152,1700000,0,In the Bedroom,Thriller,2001
5194,0.14657,0,0,The Shape of Things,Drama,2003
7734,0.170069,0,4910682,Shrooms,Foreign,2007
2192,0.331978,0,0,Free Willy: Escape From Pirate's Cove,Action,2010
1155,0.281505,0,0,In My Dreams,Drama,2014
10337,0.32051,0,0,Mr. Jones,Romance,1993
10123,0.257875,0,0,The Absent-Minded Professor,Science Fiction,1961
1727,0.2856,0,0,Mrs. Miracle,Comedy,2009
10414,0.311525,0,0,Quatermass and the Pit,Horror,1967
2765,0.380227,22000000,84772742,The Animal,Comedy,2001
9147,0.18358,15000000,46905889,The Object of My Affection,Comedy,1998
1434,1.290519,40000000,108332743,Confessions of a Shopaholic,Romance,2009
6750,0.389212,0,0,Severance,Horror,2006
4419,1.436895,12000000,81272766,Act of Valor,War,2012
6321,0.564298,10000000,17297244,The Matador,Drama,2005
6694,0.589842,25000000,11772461,The Hoax,Drama,2006
9070,0.445,0,0,Black Dog,Adventure,1998
1635,0.39805100000000004,0,0,The Limits of Control,Crime,2009
2572,0.297398,35000000,0,The Other Sister,Drama,1999
9567,0.156916,0,0,Vice Versa,Comedy,1988
431,0.23949600000000001,0,0,Close Range,Crime,2015
7746,0.15744,0,0,Eagle vs Shark,Romance,2007
6786,0.32090799999999997,11000000,46396427,Dhoom 2,Thriller,2006
7708,0.21628699999999998,11000000,13196245,I Think I Love My Wife,Romance,2007
66,2.345821,100000000,93820758,In the Heart of the Sea,Drama,2015
915,0.461037,0,0,The Good Lie,Drama,2014
6999,1.5271540000000001,26000000,90574188,Anchorman: The Legend of Ron Burgundy,Comedy,2004
6788,0.312609,13000000,11130889,The Astronaut Farmer,Drama,2006
4299,0.302754,0,0,City Slickers II: The Legend of Curly's Gold,Comedy,1994
2244,0.25054,425000000,11087569,The Warrior's Way,Thriller,2010
6985,1.8235970000000001,4000000,30039392,Shaun of the Dead,Horror,2004
6621,0.956715,0,0,The Pink Panther,Comedy,2006
6972,2.6686919999999996,75000000,196482882,50 First Dates,Romance,2004
5154,0.23728200000000002,0,0,The Second Renaissance Part I,Science Fiction,2003
10394,0.03797,0,17953778,CB4,Comedy,1993
2685,0.8654069999999999,72000000,27642707,The Last Castle,Thriller,2001
9914,0.107326,3500000,0,"Kiss Me, Stupid",Comedy,1964
1959,1.5462120000000001,68000000,698491347,The Twilight Saga: Eclipse,Romance,2010
3673,0.353745,25000000,0,Ironclad,History,2011
7581,0.44185399999999997,10000000,0,Until Death,Action,2007
1688,0.116657,0,66456,From Within,Thriller,2009
4834,0.136706,0,0,Arjun: The Warrior Prince,Adventure,2012
152,1.02762,0,0,The Voices,Thriller,2015
1665,0.365372,0,500154,Echelon Conspiracy,Crime,2009
4971,1.650018,100000000,121975011,Peter Pan,Adventure,2003
5169,0.20837199999999997,0,0,DÃ©dales,Mystery,2003
7999,0.772972,0,0,Private School,Comedy,1983
8815,0.207785,16000000,15427192,Drowning Mona,Comedy,2000
6468,0.224181,0,0,Saint-Jacques... La Mecque,Comedy,2005
6734,0.437529,32000000,5914908,The Good German,Crime,2006
5951,0.13883299999999998,0,0,Dragonfyre,Adventure,2013
4455,0.9935200000000001,35000000,0,Get the Gringo,Action,2012
3221,0.22991599999999998,0,0,Pulse 3,Thriller,2008
4576,0.46342700000000003,0,0,Stand Up Guys,Comedy,2012
56,2.578919,26000000,30523226,Self/less,Mystery,2015
8635,0.20861100000000002,0,0,Leprechaun 4: In Space,Comedy,1996
5816,0.26826300000000003,0,0,I Declare War,Action,2013
3582,0.514888,0,0,That's What I Am,Family,2011
833,0.680611,1000000,0,In Your Eyes,Romance,2014
1010,0.689942,0,0,Cooties,Action,2014
7657,0.281136,0,0,Youth Without Youth,Drama,2007
1788,0.223951,0,0,Alabama Moon,Adventure,2009
4199,1.040901,0,45610410,D2: The Mighty Ducks,Family,1994
702,2.103532,7000000,0,AutÃ³mata,Thriller,2014
8685,1.104427,26000000,28780255,Boiler Room,Crime,2000
10609,0.5684,2000000,18344729,Sleeper,Romance,1973
5100,0.361703,7500000,0,Cypher,Science Fiction,2003
6323,0.558258,35000000,19478106,Valiant,Adventure,2005
1696,0.32232,100000000,0,Dragonball Evolution,Fantasy,2009
9496,0.469728,20000000,17637950,Frantic,Action,1988
9867,0.235542,126,0,Boccaccio '70,Fantasy,1962
5953,0.13836500000000002,0,0,Chariot,Drama,2013
7451,1.0592290000000002,8000000,0,Cinderella III: A Twist in Time,Fantasy,2007
9488,0.513842,5000000,17768757,Halloween 4: The Return of Michael Myers,Horror,1988
8239,0.06467200000000001,13365000,0,Le Bonheur est dans le prÃ©,Comedy,1995
9001,1.090942,18500000,10680275,Fear and Loathing in Las Vegas,Comedy,1998
10385,0.265865,0,0,å¤ªæžå¼ ä¸‰ä¸°,Comedy,1993
4127,0.193929,3000000,13308,Naqoyqatsi,Documentary,2002
9228,0.45227799999999996,30000000,60864870,Harlem Nights,Drama,1989
1970,1.344701,7000000,7644937,Last Night,Drama,2010
10322,0.375771,0,16589540,Heart and Souls,Romance,1993
6660,0.713697,30000000,53653224,Stranger Than Fiction,Comedy,2006
4157,0.11196600000000001,4000000,146402,Los lunes al sol,Drama,2002
8392,0.521554,12000000,0,The Postman Always Rings Twice,Crime,1981
7812,0.314058,0,0,Buried Alive,Adventure,2007
7412,1.846602,50000000,152000000,Sweeney Todd: The Demon Barber of Fleet Street,Music,2007
5282,0.7598060000000001,7000000,0,"Honey, We Shrunk Ourselves",Adventure,1997
9943,0.36394099999999996,0,0,Macbeth,War,1971
7435,1.285301,30000000,75505973,30 Days of Night,Thriller,2007
6359,0.437792,0,0,The Muppets' Wizard of Oz,Music,2005
6309,0.6269,80000000,5989640,A Sound of Thunder,Science Fiction,2005
7917,0.542315,0,0,A Christmas Carol,TV Movie,1984
3568,0.564107,0,0,Carjacked,Thriller,2011
5982,0.10918499999999999,0,0,Home Sweet Home,Thriller,2013
8686,1.085408,95000000,76432727,The Road to El Dorado,Family,2000
955,0.382465,0,0,Son of Batman,Animation,2014
7749,0.161899,0,0,Highlander: The Search for Vengeance,Animation,2007
8534,0.541018,0,0,The Substitute,Action,1996
8359,0.144296,0,0,Sidekicks,Family,1992
9378,0.35789099999999996,0,15073942,Toy Soldiers,Action,1991
8166,0.42802299999999993,0,0,Free Willy 2 - The Adventure Home,Drama,1995
4197,1.2328709999999998,6000000,254700832,Four Weddings and a Funeral,Drama,1994
7366,0.155584,0,0,The Ninth Configuration,Horror,1980
10319,0.38106,33000000,0,Heaven & Earth,War,1993
4496,0.701851,0,1065881,Thanks for Sharing,Drama,2012
6742,0.412369,0,0,Lonely Hearts,Drama,2006
9534,0.231618,0,0,She's Having a Baby,Comedy,1988
9766,0.696675,0,27634716,Murder on the Orient Express,Thriller,1974
6442,0.263334,0,793604,Lemming,Mystery,2005
8465,1.8410799999999998,0,0,Aladdin and the King of Thieves,Family,1996
9380,0.350342,30000000,74787599,The Prince of Tides,Romance,1991
10600,0.874266,1500000,0,Don't Look Now,Thriller,1973
8718,0.687905,33000000,104155843,The Cell,Science Fiction,2000
10597,0.993066,850000,90000000,Enter the Dragon,Action,1973
1780,0.22081900000000002,2000000,7306,Stolen Lives,Thriller,2009
3758,0.198863,500000,171760,Kill List,Crime,2011
8274,0.700187,0,0,Peter's Friends,Comedy,1992
6237,1.1421709999999998,0,0,The Descent,Horror,2005
7154,0.31511500000000003,0,0,Madhouse,Horror,2004
8871,0.316973,0,0,Gangster No. 1,Action,2000
7877,0.077321,0,0,Tourist Trap,Mystery,1979
3781,0.047609,0,0,The Captains,Science Fiction,2011
484,0.179636,0,0,A Hitman in London,Crime,2015
369,0.315196,0,0,Oddball,Adventure,2015
8558,0.45339799999999997,4500000,13417292,Secrets & Lies,Drama,1996
5098,0.366218,7800000,22441323,Swimming Pool,Thriller,2003
8618,0.261042,0,0,In Love and War,Romance,1996
826,0.7057,0,0,Feast,Comedy,2014
8890,2.355353,10000000,13782838,The Thing,Thriller,1982
4593,0.43046599999999996,150000,0,Abraham Lincoln vs. Zombies,Thriller,2012
5747,0.40224899999999997,0,40400,CBGB,Drama,2013
1637,0.39561599999999997,45000000,7810000,Solomon Kane,Adventure,2009
6861,0.20754,14500000,22963701,IndigÃ¨nes,War,2006
2830,0.254157,0,0,Shrek in the Swamp Karaoke Dance Party,Animation,2001
5470,1.675461,84000000,0,RED 2,Action,2013
4050,0.427389,18000000,676698,Salton Sea,Drama,2002
8408,0.325065,0,20471382,Omen III: The Final Conflict,Drama,1981
3980,0.8725719999999999,20000000,12398628,Undisputed,Drama,2002
10340,0.29896,0,9532895,Matinee,Comedy,1993
2948,1.007673,0,22707064,The Accidental Husband,Comedy,2008
504,0.150713,0,0,Keith Richards: Under the Influence,Music,2015
7316,1.24642,550000,59754601,Friday the 13th,Horror,1980
6115,0.6198170000000001,0,41410568,Pale Rider,Romance,1985
776,0.9449540000000001,3000000,0,Bullet,Crime,2014
10223,2.204926,63000000,920100000,Jurassic Park,Science Fiction,1993
10197,0.313073,0,0,Freaky Friday,Comedy,1976
10660,0.336237,10000000,100489151,Airport,Thriller,1970
4570,0.47391400000000006,0,0,The Philadelphia Experiment,Adventure,2012
4847,0.12369000000000001,0,0,Wish You Were Here,Comedy,2012
5505,1.261132,35000000,112544580,Saving Mr. Banks,Drama,2013
5233,3.153414,90000000,589390539,Men in Black,Science Fiction,1997
1216,0.109169,0,0,The Wedding Pact,Romance,2014
8218,0.079703,0,0,Land and Freedom,War,1995
10530,0.389778,18000000,41382841,Peggy Sue Got Married,Fantasy,1986
6238,1.110148,39000000,38869464,Serenity,Science Fiction,2005
10791,0.236193,6800000,26518355,Damien: Omen II,Horror,1978
144,1.1252389999999999,8000000,3759286,Anomalisa,Romance,2015
2283,0.385851,4500000,123820,The Romantics,Romance,2010
3532,0.688697,27000000,85564310,Spy Kids: All the Time in the World,Comedy,2011
9170,0.108358,0,0,3 Ninjas: High Noon at Mega Mountain,Comedy,1998
3555,0.598246,5000000,0,Freerunner,Action,2011
10761,1.090065,0,49579269,Revenge of the Pink Panther,Action,1978
4979,1.565393,12600000,28650575,Wrong Turn,Thriller,2003
1732,0.279941,0,0,Serious Moonlight,Comedy,2009
6832,0.326984,4000000,13401952,The History Boys,Drama,2006
10371,0.181726,14000000,0,The Thing Called Love,Music,1993
10774,0.469314,0,0,Coma,Drama,1978
9916,0.082856,0,0,First Men in the Moon,Adventure,1964
6307,0.635843,3000000,18637690,Waiting...,Comedy,2005
10549,0.309218,0,20603715,F/X,Thriller,1986
3270,0.156088,0,0,Global Metal,Documentary,2008
7348,0.283507,4800000,22743674,American Gigolo,Drama,1980
2930,1.22837,80000000,212874442,Bedtime Stories,Family,2008
5057,0.49424700000000005,0,0,The Singing Detective,Comedy,2003
6732,0.441629,60000000,77920346,The Sentinel,Thriller,2006
1928,2.911727,170000000,400062763,TRON: Legacy,Adventure,2010
8259,0.883759,0,105232691,Sneakers,Action,1992
8631,0.219176,8000000,0,The Pallbearer,Comedy,1996
8563,0.442104,47000000,12379402,Mary Reilly,Horror,1996
6805,0.287483,0,11449638,Material Girls,Drama,2006
3533,0.687144,9500000,120000,Trust,Crime,2011
7412,1.846602,50000000,152000000,Sweeney Todd: The Demon Barber of Fleet Street,Drama,2007
9428,0.189644,0,21830957,Only the Lonely,Comedy,1991
10132,0.15829300000000002,0,0,Devchata,Comedy,1961
5457,2.0253349999999997,20000000,0,The World's End,Science Fiction,2013
274,0.45087200000000005,13000000,1646788,I Saw the Light,Drama,2015
7378,0.090285,0,18971000,The Octagon,Adventure,1980
800,0.81219,0,0,Open Windows,Thriller,2014
3807,0.215977,0,0,Chillerama,Horror,2011
7305,0.069248,0,0,Carry On Matron,Comedy,1972
1926,3.560424,165000000,494878759,How to Train Your Dragon,Family,2010
5164,0.371487,15000000,2281585,The Company,Drama,2003
6296,0.681346,0,658573,Feast,Action,2005
3970,0.936666,75000000,114660784,We Were Soldiers,History,2002
8803,0.251747,0,0,Python,Thriller,2000
8213,0.252852,0,0,Far from Home: The Adventures of Yellow Dog,Adventure,1995
7024,1.052176,105000000,115772733,The Chronicles of Riddick,Action,2004
4308,0.271158,400000,0,Kickboxer 4: The Aggressor,Romance,1994
2421,1.820318,66000000,212404396,Entrapment,Drama,1999
6638,0.849096,10000000,163876815,Saw III,Thriller,2006
7132,0.383044,23000000,16123851,Vanity Fair,Romance,2004
9124,0.23309699999999997,0,0,Halloweentown,Adventure,1998
2526,0.33324499999999996,14000000,18535191,An Ideal Husband,Romance,1999
1067,0.252762,0,0,Video Games: The Movie,History,2014
2743,0.447612,22000000,19351569,Saving Silverman,Romance,2001
5480,1.454579,15000000,35485608,The Place Beyond the Pines,Drama,2013
4987,1.387163,137000000,245360480,Hulk,Science Fiction,2003
3155,0.315339,0,0,Major Movie Star,Adventure,2008
10772,0.48017600000000005,5000000,0,Capricorn One,Science Fiction,1978
5296,0.6830510000000001,20000000,5716080,One Eight Seven,Thriller,1997
6627,0.916551,70000000,38629478,Basic Instinct 2,Mystery,2006
7931,0.378244,0,0,Against All Odds,Adventure,1984
10068,0.255367,11000000,8862354,Nightbreed,Drama,1990
7176,0.266804,5000000,0,Riding the Bullet,Thriller,2004
1770,0.23156,0,0,The Loved Ones,Horror,2009
7292,0.23060799999999998,600000,0,Boxcar Bertha,Romance,1972
9332,0.799449,25000000,78,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Adventure,1991
3412,1.6402560000000002,163000000,174822325,Cowboys & Aliens,Thriller,2011
10262,0.711412,0,0,Nowhere to Run,Drama,1993
7091,0.545686,30000000,13001257,Wicker Park,Drama,2004
3262,0.160986,0,0,Get Smart's Bruce and Lloyd Out of Control,Comedy,2008
5234,3.077454,36000000,12532777,Gattaca,Science Fiction,1997
10488,0.969383,37000000,37962774,Howard the Duck,Comedy,1986
1441,1.2186569999999999,32000000,27635305,The Road,Adventure,2009
2198,0.321694,0,0,The Reef,Horror,2010
4499,0.672243,40000000,36893721,One for the Money,Comedy,2012
8042,0.210827,0,8890685,Deathstalker,Action,1983
7383,0.307691,0,4059673,Gloria,Drama,1980
2534,0.318024,15000000,0,Inferno,Drama,1999
732,1.440084,60000000,108255770,The Boxtrolls,Fantasy,2014
6960,0.005412,2700000,0,ì§íŒ¨,Action,2006
9121,0.240661,10000000,19000000,Jane Austen's Mafia!,Comedy,1998
7496,0.680581,6000000,18197398,Daddy Day Camp,Family,2007
7571,0.464192,0,0,Return to House on Haunted Hill,Thriller,2007
2892,1.996757,45000000,101702060,Journey to the Center of the Earth,Comedy,2008
378,0.299427,0,4444,Club Life,Drama,2015
10527,0.42542399999999997,10000000,7433663,Maximum Overdrive,Horror,1986
4096,0.27088,30000000,0,Like Mike,Family,2002
5255,1.212565,250000,12021272,Chasing Amy,Drama,1997
7009,1.3190680000000001,155000000,167298192,Alexander,War,2004
7679,0.25245,6500000,0,Une vieille maÃ®tresse,Drama,2007
2023,0.856916,15000000,9455232,Never Let Me Go,Science Fiction,2010
807,0.777096,6700000,1430655,Infinitely Polar Bear,Drama,2014
9619,0.683243,0,65088797,*batteries not included,Fantasy,1987
7456,1.02603,0,0,Are We Done Yet?,Drama,2007
2548,0.289133,0,0,True Crime,Crime,1999
8132,0.623009,20000000,7563728,Hackers,Crime,1995
3069,0.469922,0,0,Mad Money,Comedy,2008
4360,0.204483,0,0,Hercules in the Maze of the Minotaur,Action,1994
7121,0.42566499999999996,0,20085825,Melinda and Melinda,Drama,2004
6293,0.699883,1000000,27762648,Wolf Creek,Thriller,2005
5490,1.3666989999999999,8000000,63464861,Begin Again,Romance,2013
2211,0.297737,2500000,0,Quantum Apocalypse,Science Fiction,2010
9749,0.190352,0,0,Hellfighters,Action,1968
1419,1.6417389999999998,26000000,183293131,Paul Blart: Mall Cop,Adventure,2009
7440,1.196636,70000000,69766619,The Brave One,Thriller,2007
4008,0.6001890000000001,35000000,16838910,Femme Fatale,Crime,2002
7537,0.543326,0,0,Doctor Strange,Fantasy,2007
5797,0.284097,0,0,Inequality for All,Documentary,2013
7587,0.431266,19000000,34619699,Gone Baby Gone,Drama,2007
1786,0.212004,0,0,Jusqu'Ã  toi,Comedy,2009
5330,0.42734300000000003,0,0,The Shining,TV Movie,1997
8523,0.578849,15000000,5,Bordello of Blood,Comedy,1996
365,0.322653,0,0,Bessie,TV Movie,2015
9047,0.562005,6000000,58000000,Sliding Doors,Fantasy,1998
6190,5.939927,150000000,895921036,Harry Potter and the Goblet of Fire,Family,2005
8934,0.30286799999999997,0,0,The Last American Virgin,Comedy,1982
67,2.331636,20000000,0,Survivor,Thriller,2015
5483,1.432796,135000000,585178928,The Croods,Adventure,2013
7939,0.354864,0,0,All of Me,Science Fiction,1984
3086,0.425109,0,0,Alien Raiders,Science Fiction,2008
7138,0.37604899999999997,0,0,Cruel Intentions 3,Drama,2004
3460,1.071695,130000000,554987477,Puss in Boots,Adventure,2011
10371,0.181726,14000000,0,The Thing Called Love,Drama,1993
1946,1.888263,40000000,126248813,Predators,Thriller,2010
7615,0.38617199999999996,26000000,0,Redline,Drama,2007
3475,1.004841,49900000,26121638,Your Highness,Comedy,2011
3091,0.417779,20000000,27640028,Lakeview Terrace,Drama,2008
449,0.215864,0,0,Infini,Science Fiction,2015
5620,0.610322,0,0,Haunter,Mystery,2013
10598,0.971417,0,0,Westworld,Action,1973
10769,0.556161,0,0,Pretty Baby,History,1978
122,1.342839,0,0,Everly,Action,2015
1153,0.175793,0,0,Valley Uprising,Documentary,2014
8731,0.578555,0,0,Beethoven's 3rd,Comedy,2000
1944,1.906739,60000000,47664559,Scott Pilgrim vs. the World,Adventure,2010
10506,0.5517449999999999,0,0,Nothing in Common,Comedy,1986
4355,0.14307,0,0,Wing Chun,Action,1994
10064,0.285625,0,0,"Welcome Home, Roxy Carmichael",Drama,1990
7379,0.088759,0,4400000,Foxes,Thriller,1980
3527,0.731793,0,9504139,Hysteria,Comedy,2011
29,3.968891,61000000,311256926,Maze Runner: The Scorch Trials,Action,2015
3010,0.634961,30000000,22211426,Doomsday,Science Fiction,2008
5422,6.112766000000001,150000000,1274219009,Frozen,Family,2013
6431,0.279805,0,0,Rize,Documentary,2005
3564,0.570978,28000000,40547440,30 Minutes or Less,Comedy,2011
965,0.366176,2500000,0,Catch Hell,Thriller,2014
3226,0.224208,1500000,0,Lymelife,Drama,2008
1350,0.39105500000000004,0,0,Audrey Rose,Thriller,1977
882,0.539017,5000000,0,Reach Me,Drama,2014
6538,0.04264,0,0,Return of the Living Dead: Necropolis,Comedy,2005
4059,0.378343,3800000,0,The Skulls II,Thriller,2002
6381,0.43039399999999994,0,0,Dear Wendy,Romance,2005
7871,0.15896,800000,0,Stridulum,Science Fiction,1979
5038,0.6015,50000000,55495563,Out of Time,Crime,2003
2216,0.28946900000000003,2500000,0,Lake Placid 3,Horror,2010
4595,0.42834300000000003,0,0,The Last Will and Testament of Rosalind Leigh,Horror,2012
