Account Name,Membership Category,Membership Level,Website
Sharmanji Yarns Pvt. Ltd.,7,2.0,
"Fujian Province Putian Tianlong Textile Co., Ltd.",,2.0,
Sri Alamelu Ammal Mills India Pvt Ltd,7,2.0,
Riaz Textile Mills Pvt. Ltd,7,2.0,
Sigma Spinning NV,7,2.0,
"Hebei Spring Textiles  Co., Ltd",7,2.0,
"Linqing Sanhe Textiles Group Co., Ltd.",9,2.0,
Chin Hung Fibres Ltd,7,2.0,
"An Hui Yu Hua Textile Co.,Ltd",7,2.0,www.AHYHFZ.com
"Jingzhou Aoda Textile Co., Ltd",,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Nagreeka Exports Ltd.,7,2.0,
Bari Textile Mills Pvt Ltd.,9,3.0,
Amber Group,4,2.0,
Nazar Tekstil San. Tic. A.S.,7,2.0,
Erdem Tekstil,7,2.0,
Otto Stadtlander GmbH,12,2.0,
Youth Spinning Mills Ltd,7,2.0,
Shreedhar Cotsyn Private Ltd.,12,2.0,
Sri Shanmugavel Mills Pvt. Ltd.,7,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Sri Sivajothi Spinning Mills Pvt Ltd,7,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Plexus,12,2.0,
"Xinfang Group Co.,Ltd",4,2.0,
Ambica Cotseeds Ltd,12,2.0,www.vcottonexport.com
Guangzhou Kangjian Textile and Clothing Co Ltd,6,2.0,
Sunrise Textile Group,4,2.0,
Mahmud Group,4,2.0,
Associate Members,,,
Suppliers and Manufacturers,,,
Zhangjiagang City Haoran Textile Co. Ltd.,7,2.0,
Mandhana Industries Ltd.,6,3.0,
Prince Group,7,2.0,
Devcot S.A.,12,2.0,
Bharat Cotton Factory,12,2.0,
"Changzhou JiuRong Import&Export Co.,Ltd",10,2.0,
SEL Manufacturing Co. Ltd.,7,2.0,
Civil Society,,,
Suppliers and Manufacturers,,,
Welspun India Limited,4,2.0,
"Jiaozuo Haihua Textile Co.,Ltd",7,2.0,
Eastern Spinning Mills Ltd,7,2.0,www.easterngroup-pk.com
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Oswal Woollen Mills Limited,4,2.0,
Shandong Binzhou Nongxi Cotton Professional Cooperative,12,0.0,
Vardhman Textiles,4,2.0,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Zafer Tekstil San. ve Tic. A.S.,7,2.0,
RMP Fab Sourcing Pvt Ltd,6,3.0,
Anadolu Iplik ve Tekstil FabrikalarÂ› Sanayi Anonim Sirketi,7,2.0,
RSB Cottex Ltd.,7,2.0,
PT Sri Rejeki Isman,4,2.0,
"Dafeng  Wanda  Textile  Co.,Ltd",7,2.0,
Zhejiang Changshan Textile Co.Ltd.,7,2.0,
Amber Cotton Mills Ltd,7,2.0,
Jiangsu Zhongheng Dyeing & Finishing Co. Ltd.,6,2.0,
"PiZhou Yinchao Textile Co.,Ltd",4,2.0,
Dalian Shenzhou Textiles Co. Ltd. Group,7,2.0,
"Weishi  Textile  Co.,Ltd.",5,2.0,www.wshtex.com
Theni Guru Krishna Textile Mills Pvt Ltd,4,2.0,www.atktextiles.com
Balaji Textiles,7,2.0,
Yesim Tekstil San. ve Tic. A.S.,4,2.0,
"Qingdao Jifa Shengbao Textile Co., Ltd",7,2.0,
Chiem Patana Textiles Co. Ltd.,4,2.0,
"Zhejiang Lucky Bird Textile Co.,Ltd",7,2.0,
Civil Society,,,
Suppliers and Manufacturers,,,
Sri Vaarri Spinning Mills,7,2.0,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Krishna Traders,12,2.0,
Civil Society,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
"Wahoo(Changshu) Imp&Exp Co., Ltd",12,2.0,
Marteks Maras Tekstil Sanayi A.S.,7,2.0,www.marteksmaras.com
Prabhu Spinning Mills Pvt. Ltd. - OE Division,7,2.0,
Mekotex Pvt. Ltd.,7,2.0,
IR Accessories Pvt Ltd,5,3.0,
Rajapalayam Mills Limited,7,2.0,
Nithin Textiles Pvt. Ltd.,7,2.0,
Arik Bey Tekstil,4,2.0,
Imteks Giyim San. ve Tic. A.S.,5,3.0,
AA Coarse Spun Ltd,7,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Din Dayal Purushottam Lal,12,2.0,
Nien Hsing Textile Co. Ltd.,6,2.0,
Sustainable Textile and Agriculture Commodities (STAC) Pvt. Ltd.,12,2.0,
Societe de Developpement et des Fibres Textiles (SODEFITEX),11,2.0,
Civil Society,,,
Suppliers and Manufacturers,,,
XPCC No.5 Cotton&Linen Corp,12,2.0,
Tirumala Cotton And Agro Products Pvt Ltd,7,2.0,
Loyal Textile Mills Ltd.,4,2.0,
Nisshinbo Textile Group,7,2.0,
Quality Textile Mills Ltd.,7,2.0,
Raymond UCO Denim Pvt. Ltd.,4,2.0,
PT Kahatex,4,2.0,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Crescent Textile Mills Ltd,7,2.0,
Idupulapadu Cotton Mills Pvt. Ltd.,7,2.0,
Antonio de Almeida & Filhos Texteis SA,7,2.0,www.moretextilegroup.com
Filasa-Fiacao Armando Silva Antunes S.A.,4,2.0,
Kipas Mensucat,4,2.0,
Arikan Mensucat San ve Tic A.S.,7,2.0,
Texhong Textile Group Ltd.,7,2.0,
"Tianjin Tianfang Investment Holding Co.,Ltd",4,2.0,
DBL Group,4,2.0,
IFC,Financial Institutions,0.0,www.ifc.org
"Nangtong Doublegreat Textile Co.,Ltd",4,2.0,www.ntshtex.com
Mafatlal Industries Ltd,7,2.0,
JPP Mills Pvt Ltd,7,2.0,www.jppmills.com
"Kuang-You Enterprise Co.,Ltd",7,2.0,
Civil Society,,,
Suppliers and Manufacturers,,,
Panther Textile Holding Co. Ltd. (Tat Fung Textile Co.),4,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
"Shandong Huajie Textile Co.,Ltd",7,2.0,
Qilu Hongye Textile Group Co. Ltd.,4,2.0,
Sri Jayakrishna Textiles,7,2.0,
Shree Siddhivinayak Cotspin Pvt Ltd,7,2.0,www.sscotspin.com
S V Group,7,2.0,
"Changzhou Mao qi textile co., LTD",7,2.0,
Maksons Spinning Mills Ltd.,7,2.0,
"Hebei  Like  Textile  Co.,Ltd",7,2.0,
"Dongying Pengjie Yarn-Dyed Fabric Co.,Ltd",4,2.0,
Civil Society,,,
Suppliers and Manufacturers,,,
AB Cotspin India Ltd,4,2.0,
Mercury Fabrics Pvt. Ltd.,6,3.0,
Sri Velayudhaswamy Spinning Mills Pvt Ltd.,7,2.0,
Jiangsu Yueda Cotton Spinning Co. Ltd,4,2.0,
Eurotessile Spa,4,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Cedro Textil,7,2.0,
"Ningbo win-win Melange Yarn Co.,Ltd",7,2.0,
"Wuxi YGM Textile Co.,Ltd",4,2.0,
Pak Kuwait Textiles Limited,7,2.0,
Pride Manufacturing de R.L.,4,2.0,www.grupokarimsyarn.com
Ozone PB Spintex Ltd,7,2.0,
Retailers and Brands,,,
Producer Organisation,,,
Suppliers and Manufacturers,,,
"Ningbo Shenzhou Knitting Co.,Ltd",5,2.0,
His Tekstil Sanayi ve Ticaret Ltd Sti,7,2.0,www.histekstil.com.tr
Karteks Tekstil San. Ve Tic. A.S.,4,2.0,www.karteks.com.tr
Aarti International Ltd.,7,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Civil Society,,,
Suppliers and Manufacturers,,,
Ayka Textile,4,2.0,
Ring Shine Textiles Ltd.,6,3.0,
Sri Jayajothi & Co Ltd,7,2.0,
Ashima Group,4,2.0,
Sangeeth Textiles Pvt Ltd,7,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Socota Textile and Clothing Division,6,3.0,
C.A. Textile Mills (Pvt) Ltd,7,2.0,
"Saigon Joubo Textile Co., Ltd.",4,2.0,
"Jiangsu Sunshine Textile Co.,Ltd",4,2.0,
Zibo Yinshilai Textile Co. Ltd.,9,2.0,
The Lakshmi Mills Company Ltd,7,2.0,www.lakshmimills.com
Topkapi Iplik San. ve Tic. A.S.,7,2.0,
Zhong Xiang Waisun Textiles Company Limited,7,2.0,
Bezsan Tekstil San. Ve Tic. A.S,4,2.0,www.bezsan.com
"Tah Tong Textile Co., Ltd.(Taiwan&Vietnam)",7,2.0,
GTN Group of Companies,4,2.0,
Sapphire Group,4,2.0,
Biteks Iplik Sanayi ve Ticaret A.S,7,2.0,
Yuyue Home Textile Co. Ltd.,4,2.0,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Retailers and Brands,,,
Associate Members,,,
Suppliers and Manufacturers,,,
Jiangsu Sifang Textile Co. Ltd.,4,2.0,
Milan Ginning Pressing Pvt. Ltd.,12,2.0,
Associate Members,,,
Suppliers and Manufacturers,,,
"Tai Yuen Textile Co.,Ltd",4,2.0,
Santista Work Solution S.A.,4,2.0,
Hamid Fabrics Ltd.,9,3.0,
"Sichuan Tian Yi Textiles Co.,Ltd",7,2.0,
Mayfair Ltd.,7,2.0,
Yuli County Cotton & Linen Company,12,2.0,
Abanti Colour Tex Ltd,9,3.0,
"Gildan Yarns, LLC",7,2.0,
Yancheng Risheng Textile Logistics Co.Ltd,7,2.0,
Al-Muqeet Textiles (Private) Limited,7,2.0,
Manufacturas Kaltex SA de CV,4,2.0,
Sanko Tekstil,4,2.0,
"Sunvim Group Co., Ltd  No. 2 Towel Company",9,2.0,
Atesa Tekstil Insaat Tarim Gida San. Tic. A.S.,7,2.0,
Civil Society,,,
Suppliers and Manufacturers,,,
"Taicang Litai Textile Mill Co.,Ltd",4,2.0,
"Changyi Huachen Yuesheng Textile Co.,Ltd",7,2.0,
GTN Industries/GTN Engineering (India) Ltd.,4,2.0,
Botas Nehir Boya Emprime San. Tic. A.S.,7,3.0,
Associate Members,,,
Suppliers and Manufacturers,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Shandong Daiyin Textile Group Share Co. Ltd.,4,2.0,
Orteks Tekstil Urunleri San. ve Tic. A.S.,7,2.0,
Civil Society,,,
Suppliers and Manufacturers,,,
Elkins Tradelink Ltd.,12,2.0,
Huafu Top Dyed Melange Yarn Co. Ltd.,7,2.0,
"Kashion Industry Co., Ltd",9,2.0,
Jiangsu Jin Xia Textile Co. Ltd,7,2.0,
Ambika Cotton Mills Ltd,7,2.0,
Wuxi Shilead Dyeing Co. Ltd.,7,2.0,
RMT Textile Mills Ltd.,7,2.0,
Morarjee Textiles Limited,7,2.0,
PT Primayudha Mandirijaya,7,2.0,
Bossa,4,2.0,
Hebei  Hongrun  New  Type  Material Co.Ltd,,2.0,www.ch-run.cn
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
"Jing Chain Textile Shu Yang Co.,Ltd",7,2.0,
K. T. Spinning Mills Pvt Ltd,7,2.0,
CMT Spinning Mills Ltd.,7,2.0,
Thiagarajar Mills Pvt. Ltd.,7,2.0,
Mohan Spintex India Ltd,4,2.0,www.mohanspintex.com
Uz Pamuk Tic. ve Tekstil San. A.S.,4,2.0,
Shandong Pingyang Textile Co. Ltd.,7,2.0,
