title_length,production_companies
14, D8
20, Smokehouse Pictures
19, Inferno Entertainment
5,Universal Pictures
15, RatPac-Dune Entertainment
13, Infinitum Nihil
10,Village Roadshow Pictures
8, Goldcrest Pictures
7, Original Film
41, Iron Film
13, Cin̩Cin̩ma
10, DreamWorks Animation
12,Robert Simonds Productions
16, Daniel Bobker Productions
31, Mandate Pictures
31,Bungalow Productions
18, Nickelodeon Movies
14, Left Tackle Pictures
9, Rocklin / Faust
8, NPV Entertainment
13,Twentieth Century Fox Film Corporation
18, Franchise Pictures
8, Thunder Road Pictures
13, Original Film
6, Mikona Productions GmbH & Co. KG
11, Endgame Entertainment
12, Warner Bros.
9, Mandeville Films
7, Skydance Productions
26, Section Eight Productions
14,Plan B Entertainment
33, Happy Madison Productions
11, Stillking Films
15, StudioCanal
11, Blue Tulip Productions
16,New Line Cinema
22, Metropolitan Filmexport
14,Industry Entertainment
5, Focus Features
23, Studio Babelsberg
17, Imagine Entertainment
10,Universal Pictures
9, Mosaic Media Group
35, Sony
25,EuropaCorp
10, Warner Bros. Pictures
3,New Line Cinema
58, Scott Free Productions
7, Gold Circle Films
6, Blumhouse Productions
15,Revolution Studios
18, Harpo Films
14,Pure Flix Entertainment
12,Universal Pictures
16, Pricel
39, Dimension Films
9, TSG Entertainment
5, Path̩ Pictures International
2, Donners' Company
13,Dimension Films
37, The Saul Zaentz Company
6,Screen Gems
16,Rainforest Films
15, Morgan Creek Productions
14,Miramax Films
29,Universal Pictures
14, Dark Castle Entertainment
26,DreamWorks SKG
4, Stillking Films
19, Imagenation Abu Dhabi FZ
10,Imagine Entertainment
6, Studio Canal
3,Mosaic Media Group
6,Working Title Films
26, Scott Free Productions
27,Studio Babelsberg
8, Anton Capital Entertainment (ACE)
16, Zide-Perry Productions
13, Red Om Films
18,Twentieth Century Fox Film Corporation
12,Legendary Pictures
7, Participant Media
15, Scott Free Productions
13,Twentieth Century Fox Film Corporation
11, Green Hills Productions
17, Failure to Launch Productions
35, Warner Bros.
15,Cruise/Wagner Productions
17,Columbia Pictures Corporation
13, Sunday Night
12,Universal Pictures
31, Benderspink
11, Warner Bros.
14, TriStar Pictures
3,Annapurna Pictures
11, Happy Madison Productions
16,Asymmetrical Productions
8,Legendary Pictures
7,Columbia Pictures
16, Toho-Towa
13,Columbia Pictures
10, Hasbro
12, Working Title Films
15, LBI Entertainment
21, Scion Films
16, France 2 Cin̩ma
11, Marvel Enterprises
28, Havana Nights LLC
16, C-2 Pictures
19, Marvel Studios
11, Mosaic Media Group
9,Paramount Pictures
8, Imagenation Abu Dhabi FZ
8, Defiance Productions
22,Miramax Films
13,Columbia Pictures
17,Walt Disney Pictures
18,Columbia Pictures
10, Aperture Entertainment
10, Screen Gems
4, Infinitum Nihil
20,Twentieth Century Fox Film Corporation
14, Catch 23 Entertainment
19, Friday Night Lights LLC
16, Touchstone Pictures
21,DreamWorks SKG
18, Universal Pictures
16, The Picture Factory
8, QED International
4, Disruption Entertainment
11,Jerry Bruckheimer Films
12, Skydance Productions
16, SPD Films
11, Michael De Luca Productions
37,Constantin Film Produktion
19,Columbia Pictures
15,Warner Bros.
15, Chambara Pictures
18, Skydance Productions
21,Mandate Pictures
24, Studio Babelsberg
11, The Movie Network (TMN)
10,Wild Bunch
14,Columbia Pictures Corporation
14, Dark Castle Entertainment
9, Broken Road Productions
11, Regency Enterprises
15,Dune Entertainment
25,StudioCanal
31, Metro-Goldwyn-Mayer (MGM)
13, Current Entertainment
33, Scott Rudin Productions
17, Paradox Entertainment
7, Jersey Films
12, Exclusive Media Group
26,Columbia Pictures Corporation
22, The Australian Film Commission
14, China Film Group Corporation (CFGC)
17, Kalima Productions GmbH & Co. KG
12,Universal Pictures
4, LStar Capital
17,Boll Kino Beteiligungs GmbH & Co. KG
10,20th Century Fox
7, Wayfare Entertainment
11,Touchstone Pictures
24,Rainmaker Entertainment
16, A&E Television Networks
8,Columbia Pictures
13, Mel's Cite du Cinema
15,Touchstone Pictures
13,Brownstone Productions
13,Mike Zoss Productions
7,CBS Films
17, FilmColony
19,Columbia Pictures Corporation
5,New Line Cinema
17, Columbia Pictures Corporation
12, Relativity Media
12, A113
10, Malpaso Productions
8, Monolith Pictures (III)
11, Indian Paintbrush
6, Twentieth Century Fox Film Corporation
10, Gran Via Productions
37, Lionsgate
7, Blue Sky Studios
8,DNA Films
31, Paramount Animation
27,Double Feature Films
16,Columbia Pictures
23,Franchise Pictures
10,Tig Productions
8, Malpaso Productions
12,Metro-Goldwyn-Mayer (MGM)
13, Constantin Film Produktion
13, Participant Media
6, Marc Platt Productions
10,David Foster Productions
15, Warner Bros.
7, Regency Enterprises
20,Paramount Pictures
33, The Zanuck Company
19, Earthship Productions
6,Epsilon Motion Pictures
37, Intandem Films
10,Icon Productions
15, Baumgarten Management and Productions (BMP)
12, LivePlanet
7, Relativity Media
12,Contrafilm
20, Bourne Again
6, Ram Bergman Productions
13,New Line Cinema
8, Laurence Mark Productions
6, Warner Bros.
7, Annapurna Pictures
10, Dentsu
9,France 3 Cin̩ma
15, Alcon Entertainment
19, Regency Enterprises
18,Universal Pictures
14,Paramount Pictures
34, Silver Pictures
9, View Askew Productions
13, Studio Canal
10, Impact Pictures
15,Universal Pictures
17,Eon Productions
12, Touchstone Pictures
7, Grive Productions
23, Skydance Productions
21,Twentieth Century Fox Film Corporation
32, Hyde Park Entertainment
10, Major Studio Partners
8, Irish Film Board
11, Blue Yonder Films
17,Spyglass Entertainment
20, Warner Bros.
15, Touchstone Pictures
14,Amazon Studios
19, 2929 Productions
19, Zanuck Company
15, Wild West Picture Show Productions
16, BBC Films
23,Dune Entertainment
18, EuropaCorp
15, Latitude Media
14, LionsGate
11,New Line Cinema
10, Exclusive Media Group
14,Fox Searchlight Pictures
17,Universal Pictures
40, Disruption Entertainment
13,DreamWorks SKG
44, Moving Picture Company (MPC)
24, Mainframe Entertainment
8,Twentieth Century Fox Film Corporation
17, Super Cool ManChu
16,New Line Cinema
12, Relativity Media
20, Walt Disney Animation Australia
12, Metro-Goldwyn-Mayer (MGM)
12,Twentieth Century Fox Film Corporation
23, Scion Films
30, Indochina Productions
30, Universal Pictures
30, Sketch Films
17,Regency Enterprises
12,Paramount Pictures
4, Di Bonaventura Pictures
8,Scott Free Productions
12,Grindstone Entertainment Group
9, Partnership Pictures
13,Paramount Pictures
5,Universal Pictures
4, EuropaCorp
28, Nickelodeon Movies
7, Marvel Enterprises
7, FilmDistrict
7, Forward Pass
18,Gracie Films
13,Revolution Studios
22, Indigo Film
19, Hwy61
10, Chako Film Company
10, Grive Productions
18, Summit Entertainment
37, Marc Platt Productions
10, The Shuman Company
12, The
15,New Line Cinema
10, Gidden Media
13, Focus Features
4, Limelight Fund
12, Sean Bailey Productions
17,DreamWorks SKG
10, Dune Entertainment
19, New Upstairs Productions
16, Rainforest Films
6,Ingenious Film Partners
9, Pacific Standard
5, 3 Arts Entertainment
20, Living Films
9,DreamWorks SKG
17, Walt Disney Television Animation
27,DreamWorks Animation
35, Heyday Films
18, Double Feature Films
6, Industry Entertainment
8, DC Comics
11, International Traders
21, UK Film Council
10, Laurence Mark Productions
11, Path̩
9,New Line Cinema
1, Arc Productions
4,The Weinstein Company
18, Truth Entertainment
9, Birnbaum/Barber
1,Focus Films
8, Ahimsa Films
26,Paramount Pictures
10, Andale Pictures
11,Ruby Films
9,Centropolis Entertainment
11,Davis Entertainment
21,Platinum Dunes
15, Revolution Studios
14,Columbia Pictures
37,Universal Pictures
16,Screen Gems
4, Babelsberg Film
11," ""DIA"" Productions GmbH & Co. KG"
11, Morgan Creek Productions
11, Vendome Pictures
5,Ecosse Films
4, Mandate Pictures
16, Province of British Columbia Production Services Tax Credit
30,Gotham Group
5, Dino De Laurentiis Company
34, Linsefilm
20,Columbia Pictures
21, Little Bird
27, Gran Via Productions
9, Josephson Entertainment
4, Twentieth Century Fox Animation
17, Kennedy/Marshall Company
23,New Line Cinema
12, Warner Bros.
12, Exclusive Films
11, TSG Entertainment
8, Paramount Animation
17, Hacienda Productions
9,Relativity Media
18, MMCB Film Produktion 2004
7, Overnight Films
15, Misher Films
13, Original Film
12, WV Films II
21, 21 Laps Entertainment
27, Flower Films (II)
13,DreamWorks
7, Jerry Bruckheimer Films
7, Thunder Road Pictures
17, Warner Bros.
24, Avi Arad Productions
9, Amblin Entertainment
37, International Production Company
9, Screen NSW
12, Spyglass Entertainment
8, Epsilon Motion Pictures
17, Universal CGI
9, Mill Film
7,Lionsgate
11, Touchstone Pictures
6, Tollin/Robbins Productions
23, Appian Way
9, Summit Entertainment
9, Hand Made Films
12, Outlaw Productions (I)
34, Mandate Pictures
14, Material
10, TF1 Films Production
13, New Legacy
8,New Line Cinema
8, Parallel Film Productions
18, Clifford Werber Productions
5,Lions Gate Films
16,DreamWorks SKG
11, Focus Features
8, Pistachio Pictures
5, Lions Gate Films
9, Mandalay Pictures
38, Heyday Films
31, Di Bonaventura Pictures
27, Radar Pictures
7, Metro-Goldwyn-Mayer (MGM)
18, Village Roadshow Pictures Asia
14, Storm King Productions
14,Entertainment Films
5, Metro-Goldwyn-Mayer (MGM)
32,Twentieth Century Fox Film Corporation
13, UTV Motion Pictures
13, Legendary Pictures
10,Universal Pictures
11,Columbia Pictures
19, Business Location Sudtirol Alto Adige
11,Universal Pictures
15, American Film Company
12, Hedge Fund Film Partners
8,New Line Cinema
10, Head Gear Films
9, Relativity Media
21, Solana Films
13,Bazmark Films
6, Anton Capital Entertainment (ACE)
8, Chernin Entertainment
17, Zide-Perry Productions
15, Saga Film
13,The Zanuck Company
17,Fountainbridge Films
10, Relativity Media
33, Square USA
18,Twentieth Century Fox Film Corporation
9, NPV Entertainment
14, Grindstone Entertainment Group
19, Epsilon Motion Pictures
34, Walt Disney
15, Fierce Entertainment
33,WingNut Films
14,Rogue Pictures
12, Open Road Films
19, 1984 Private Defense Contractors
38,Chris Brinker Productions
23,Fox Searchlight Pictures
13,Warner Bros.
16, Dutch Oven
9,Paramount Pictures
22,Universal Pictures
41,Cool Music
34,Paramount Pictures
10, Touchstone Pictures
39, Fox 2000 Pictures
23,Imagine Entertainment
11, Agencja Produkcji Filmowej
6,Warner Bros. Pictures
18,Lakeshore Entertainment
16, LivePlanet
7, Di Bonaventura Pictures
9,Bazmark Films
21, Blumhouse Productions
21, One Race Films
13,Twentieth Century Fox Film Corporation
9, Twins Financing
12, Anonymous Content
15, Focus Films
17,The Weinstein Company
16,Imagine Entertainment
7, Warner Bros.
14, UK Film Council
21, Studio Canal
47, Twentieth Century Fox Film Corporation
10, The Canton Company
9, BenderSpink
18,Universal Pictures
11, Ascendant Pictures
28, Troublemaker Studios
59, Jim Henson Company
6,DreamWorks SKG
11, Offspring Entertainment
12, De Line Pictures
19, The
8,Gaumont
8, Goldsmith-Thomas Productions
22, Atmosphere Entertainment MM
7, The
12, Initial Entertainment Group (IEG)
15,Universal Pictures
16, Tohokushinsha Film
25, Mace Neufeld Productions
10,DreamWorks SKG
27, Lawrence Gordon Productions
19, Mike Zoss Productions
15, Pictures in Paradise
18, Lionsgate
34, Sparkler Entertainment
19, Twentieth Century Fox Animation
10, Element Films
15, Le Tax Shelter du Gouvernement F̩d̩ral de Belgique
37, StudioCanal
15,Shangri-La Entertainment
15, Metro-Goldwyn-Mayer (MGM)
9, Happy Madison Productions
11, Black & White Productions
17, Twentieth Century Fox Animation
17,Warner Bros.
24, Walt Disney Feature Animation
11, Pacific Standard
15,Paramount Pictures
19,Universal Pictures
10, Beagle Pug Films
7, Kaplan/Perrone Entertainment
5, Odd Lot Entertainment
16, Anonymous Content
10, Mandalay Pictures
33, Warner Bros.
24, Dune Entertainment
17, On Entertainment
12, Nu Image Entertainment GmbH
13,Bad Robot
10, Key Creatives
20, Playtone Production
7,Universal Pictures
12, Will Vinton Studios
14,Warner Bros. Pictures
18, Kennedy Miller Productions
11,Fox International Productions
7, EuropaCorp
17, Edward R. Pressman Film
19, Furia de Titanes II
32, VIP Medienfonds 4
38, Dylan Sellers Productions
14, Jerry Weintraub Productions
12, Sony Pictures Animation
28, Cloudy Productions
39, 1492 Pictures
5, Donners' Company
8, Vast Entertainment
14, Film Art Media
19,Film Department
33, The Collective Studios
10, Morgan Creek Productions
15, Atlas Entertainment
11,Epsilon Motion Pictures
13,Universal Pictures
19, Tapestry Films
10,Laurence Mark Productions
7, Canal+
18, Donners' Company
30, Heyday Films
34,Capitol Films
3, Everest Entertainment
31, Ingenious Media
14, Nickelodeon Movies
34, Warner Bros.
16, Red Lion Sarl
23,Impact Pictures
37, Hyde Park Films
11, Warner Bros.
31, Location Gourmet
8, Internationale Filmproduktion Blackbird Dritte
12, K/O Paper Products
40,1492 Pictures
11, Warner Bros.
16, DreamWorks SKG
11, Fast Track Productions
11, Simon Fields Productions
7, Mel's Cite du Cinema
14, Warner Bros.
12,Village Roadshow Pictures
10,France 3 Cin̩ma
11,Paramount Pictures
6, Twentieth Century Fox Animation
11, Walden Media
8,Rogue Pictures
26, Metro-Goldwyn-Mayer (MGM)
12, Stuber Productions
10,Spyglass Entertainment
13,Columbia Pictures
13,Sneak Preview Productions
16,Universal Pictures
40,Walt Disney Pictures
9,Bold Films
28,Miramax Films
7, Walt Disney Animation Studios
8, Marvel Entertainment
9, Treehouse Pictures
10, Apatow Productions
18,Pandora Pictures
16, R.P. Productions
19,Universal Studios
9,Dune Entertainment
20,TriStar Pictures
14,Studio Babelsberg
40,Paramount Pictures
4, Canal+
13, Sony Pictures Animation
22, Twentieth Century Fox Film Corporation
17, Walt Disney Feature Animation
20, Apatow Productions
11, Weed Road Pictures
13, Relativity Media
10, IM Global
22, France 2 Cin̩ma
11, Apatow Productions
10, Signature Pictures
7, Hal Lieberman Company
27, Imprint Entertainment
14,Dimension Films
15,Alcon Entertainment
10, Pacific Film and Television Commission
20,Focus Features
7,The Zanuck Company
7, Danjaq
6,Twentieth Century Fox Film Corporation
33, Warner Bros.
20, Dune Entertainment III
6, Walrus & Associates
14, Creative Scotland
19,Universal Pictures
8, David Brown Productions
8, GHS Productions KG
4,Exodus Film Group
12,Sony Pictures
10, The Weinstein Company
8,Paramount Pictures
8,Miramax Films
13, Telecinco Cinema
11,New Line Cinema
10,Spyglass Entertainment
4,Universal Pictures
14,Twentieth Century Fox Film Corporation
18, Conundrum Entertainment
4,Paramount Pictures
46, Tim Burton Productions
15, Andell Entertainment
6, Evolution Entertainment
20, Metro-Goldwyn-Mayer (MGM)
19, Ghoulardi Film Company
28,Omnilab Media
13,Paramount Pictures
11, WideAwake
15,Endgame Entertainment
23, Hargitay & Hargitay Pictures in Motion
30, Crying Box Productions
15,Twentieth Century Fox Film Corporation
13,BBC Films
21,Paramount Pictures
5, Nimar Studios
6,Warner Bros.
12,Jerry Bruckheimer Films
10,Ghoulardi Film Company
23, Warner Bros.
12,Columbia Pictures
15, Karz Entertainment
24,Walt Disney Pictures
28,Aardman Animations
17, Amblin Entertainment
9, EuropaCorp
26, Electric City Entertainment
11, Aardman Animations
8, Reliance Entertainment
7, Pie Films Inc.
8, Big Screen Productions
4, Pixar Animation Studios
36, Solana Films
11, Entertainment Manufacturing Company
10, Laurinfilm
12,Perdido Productions
15, Touchstone Pictures
9, Artisan Entertainment
15, Warner Bros.
15, Walt Disney Feature Animation
18,Silver Pictures
9,Canal Plus
6, Dimension Films
12,Twentieth Century Fox Film Corporation
17, A Band Apart
7,Universal Pictures
18,Paramount Pictures
8, Alphaville Films
23, Columbia Pictures Corporation
10,Hearst Entertainment Productions
18, Roth Films
7,New Line Cinema
17, Seven Group Holdings
13,New Line Cinema
15,Original Film
26,DreamWorks Animation
7,Twentieth Century Fox Film Corporation
12,Lions Gate Films
16, Kanzaman
14, Touchstone Pictures
11,Penn Station Entertainment
15, The Montecito Picture Company
10, New Regency Pictures
14,StudioCanal
10,Lionsgate
40, Propeler
19, MDBF Filmgesellschaft mbH & Company KG
16, Ardustry Entertainment
12, Wild Bunch
9, Regency Enterprises
9, Cheyenne Enterprises
3, Chernin Entertainment
12,Legendary Pictures
9, Davis Entertainment
15,Columbia Pictures Corporation
5,Intermedia Films
10,Likely Story
30,Ingenious Media
17, FilmColony
8,New Line Cinema
14, Liveplanet
5, Marc Platt Productions
21, Dune Entertainment
12,Polish Film Institute
10, Entertainment One
13, Vertigo Entertainment
17,Walt Disney
10, Universal Pictures
19,Plan B Entertainment
19,New Line Cinema
11, Scott Free Productions
7,Paramount Vantage
18, Dune Entertainment
9, Hyde Park Films
18, KC Medien
19, AZL Productions KG
8, GK Films
8, Nides/McCormick Productions
5, Touchstone Pictures
13, Josephson Entertainment
45, Animal Logic
11, Canal+
10, 21 Laps Entertainment
7, Walden Media
16,Warner Bros. Pictures
11, CinemaNX
17, Tooley Productions
14,Universal Pictures
21, UW4 Productions
10, StudioCanal
19, VIP Medienfonds 4
4, Radiant Productions
20, Ludlum Entertainment
4, TF1 Films Production
16,Universal Pictures
15, Radar Pictures
24, Playtone Productions
9,Universal Pictures
11, Rising Star
27,Jerry Bruckheimer Films
9, The Department of Trade and Industry of South Africa
16, Studio Canal
9, Metro-Goldwyn-Mayer (MGM)
16, Flower Films (II)
23, Midnight Picture Show
10, Canal+
9,Columbia Pictures
14, Twentieth Century Fox Film Corporation
8, Metro-Goldwyn-Mayer (MGM)
10, Walt Disney Animation Studios
7, Kopelson Entertainment
15, Rogue
28, Twentieth Century Fox Film Corporation
9, Regency Enterprises
14,Summit Entertainment
42,Walt Disney Pictures
3, Guy Walks into a Bar Productions
12, Omnilab Media
13,Columbia Pictures
9, Boy of the Year
21, Focus Features
10,Imagine Entertainment
12,Summit Entertainment
20, Intermedia Films
6, Scott Free Productions
30, Sunswept Entertainment
9, Green Room Films
8, Katira Productions GmbH & Co. KG
17, Junction Entertainment
14, Silver Pictures
8, Warner Bros.
4,Columbia Pictures
32, Marvel Entertainment
24,Fox Searchlight Pictures
17, Golden Mean
9, Warner Bros.
20, Constantin Film Produktion
6,Screen Gems
21, Sketch Films
18, Relativity Media
18, Scott Free Productions
18, Jeepers Creepers II
28, Dune Entertainment
6,Rainforest Films
17,Scott Rudin Productions
8, Overbrook Entertainment
13,Ghoulardi Film Company
9, Ingenious Film Partners
8, Twentieth Century Fox Film Corporation
14, Color Force
11, MDBF Zweite Filmgesellschaft
7, Artists Production Group (APG)
13,Columbia Pictures
10, LGM Productions
28,Twentieth Century Fox Film Corporation
13, Mosaic Media Group
9, Participant Media
12,Path̩ Renn Productions
17,Universal Pictures
5, Bad Hat Harry Productions
11,Fox 2000 Pictures
10,Malpaso Productions
10,Ghost House Pictures
36, Phoenix Pictures
7, Nina Saxon Film Design
9, Working Title Films
23, Spring Creek Productions
22, Hollywood Gang Productions
9, One Race Productions
19, New Regency Pictures
13, Playtone Production
17, Nu Image Films
12, Warner Bros.
47,Dos Corazones
10, Platinum Dunes
19, Warner Bros.
15, China Film Co-Production Corporation
16, Olive Bridge Entertainment
18, SGF Entertainment
22, Warner Bros.
4, John Wells Productions
14, NPV Entertainment
8, Anonymous Content
13,Warner Bros.
18, Lago Film
11,DreamWorks SKG
35,Patalex IV Productions Limited
8,TriStar Pictures
9, Goldcrest Pictures
16, Loumolo & Co.
4, Big Talk Productions
14, Lucamar Productions
17,Hopscotch Features
9, TF1 Films Production
13, Nickelodeon Movies
14,Scottish Screen
10, Dune Entertainment III
17, Universal Pictures
10, Paul Schiff Productions
20,Touchstone Pictures
10, Nora Ephron Productions
9,Ghost House Pictures
5,Blackfriars Bridge Films
14,Bel Air Entertainment
27, Walden Media
7, BenderSpink
37, Mr. Smith Productions
33,Paramount Pictures
14, Media Rights Capital
13,Universal Pictures
17,Twentieth Century Fox Film Corporation
9, Spyglass Entertainment
19, Millennium Films
21,Jerry Bruckheimer Films
9, Dune Entertainment III
19, Contrafilm
15, Mad Chance Productions
7, Lionsgate
8, Frantic Films
9, Silver Pictures
11,TriStar Pictures
8,New Line Cinema
15,TriStar Pictures
15, Imagenation Abu Dhabi FZ
7, Legendary Pictures
23, Touchstone Pictures
7,Little Stranger
8, Radical Studios
9, Path̩
18,New Line Cinema
9, Prime Focus
6,Triggerfish Animation
10, Media Magik Entertainment
13, Warner Bros.
17, Warner Bros. Pictures
17,Grindstone Entertainment Group
17, Initial Entertainment Group (IEG)
21, Hasbro Studios
18,United Artists
24,Columbia Pictures
8, Walt Disney Feature Animation
33,Miramax Films
7, Misher Films
2,Columbia Pictures
9, New Regency Pictures
10, Subterranean Productions UK Ltd.
15,Lakeshore Entertainment
11,Lionsgate
8, The
16, Kenio Films
6, Dune Entertainment
46, Dune Entertainment
13, Nick Wechsler Productions
18, 2S Films
10,Boll KG
15, Storyline Entertainment
16, Exception Wild Bunch
4, Five Star Institute
11,Alliance Films
15, Working Title Films
11, Newmarket Capital Group
16, Universal Pictures
34, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
5, Marc Platt Productions
7, Relativity Media
11, GK Films
10, Cin̩Cin̩ma
18, Fox 2000 Pictures
21,Miramax Films
29, Film Afrika Worldwide
9,Columbia Pictures
12,Scott Free Productions
13, Original Film
31, Tim Burton Productions
44,Warner Bros.
11,Miramax Films
7, Alpha Core
20, New Crime Productions
10, Rainforest Films
10,TF1 Films Production
12, Vertigo Entertainment
15, Lionsgate
15,Paramount Pictures
11, Forward Pass
9, The
11,Sudden Storm Productions
10,Warner Bros. Pictures
11, Village Roadshow Pictures
26, Relativity Media
29, Happy Madison Productions
7, Darko Entertainment
24,Universal Pictures
16, British Film Council
13, Original Film
15, EuropaCorp
15, Voltage Pictures
8,Contrafilm
25,Paramount Pictures
12, Samuelson Productions
13,New Line Cinema
10,Walt Disney Pictures
22, Columbia Pictures Corporation
14, Universal Animation Studios
15, Ufland
22, Spice Factory
8, Chockstone Pictures
16, 2929 Productions
13, Warner Bros.
11,Paramount Pictures
12,Bold Films
9, Medienproduktion Poseidon Filmgesellschaft
13, Goldmann Pictures
18, LStar Capital
9,DreamWorks SKG
22,Paramount Pictures
14,Imagine Entertainment
9, Current Entertainment
28,Exclusive Media Group
10, Bluegrass Films
37, Mediastream Dritte Film GmbH & Co. Beteiligungs KG
11,Avenue Pictures Productions
10, Parkes/MacDonald Productions
5, Vinyl Films
17,Columbia Pictures
21, Management 360
10, Alphaville Films
18,New Line Cinema
16, Regency Enterprises
14, Universal Pictures
16, Sid & Marty Krofft Pictures
5,Summit Entertainment
6, Burg/Koules Productions
6,Groundswell Productions
16, Revolution Studios
6,Columbia Pictures
19, Heineken Branded Entertainment
5, Overbrook Entertainment
9,Imagine Entertainment
18, Dune Entertainment
24, Clinica Estetico
14,Marc Platt Productions
14, Cruella Productions
13, Metro-Goldwyn-Mayer (MGM)
8, STX Entertainment
8, Cineblue Internationale Filmproduktionsgesellschaft
5, Platinum Dunes
19, Silver Pictures
8, Canal+
9,Porchlight Films
19, Inferno Distribution
16, Red Wagon Entertainment
7,Ingenious Film Partners
11, Apatow Productions
18,Twentieth Century Fox Film Corporation
37, Metro-Goldwyn-Mayer (MGM)
9, Red Wagon Entertainment
20, Motion Picture THETA Produktionsgesellschaft
19, The
59, 21 Laps Entertainment
8, Constantin Film Produktion
16, Scope Pictures
11,Universal Pictures
12, Chartoff Productions
13, Signature Entertainment
9,Summit Entertainment
7, Hyde Park Entertainment
14, Overbrook Entertainment
10, Senator International
38, Stage 6 Films
14,Lions Gate Films
3,Columbia Pictures
15, Depth of Field
18, Screen Gems
13,France 2 Cin̩ma
9,20th Century Fox
15,Warner Bros. Pictures
5,Miramax Films
9, Twentieth Century Fox Film Corporation
17, Zippcast Films
22, Dune Entertainment
19, Warner Bros.
23,Dimension Films
36,Fox 2000 Pictures
21, Spectacle Entertainment Group
10, Kennedy Miller Productions
13, Castelao Producciones
16,Summit Entertainment
17,David Foster Productions
19, Warner Bros.
12, Metro-Goldwyn-Mayer (MGM)
30, Imagenation Abu Dhabi FZ
19, Paramount Vantage
17, International Production Company
33, Atlantic Television
10,Universal Pictures
8,New Line Cinema
10,Section Eight
28, Aldamisa Entertainment
12, Apatow Productions
17,Boll Kino Beteiligungs GmbH & Co. KG
14, Fuji Television Network
10,Twentieth Century Fox Film Corporation
14,Grosvenor Park Media Ltd.
22,Universal Pictures Corporation
23, Revolution Sun Studios
15, Pop Films
7,Universal Pictures
12, Gary Sanchez Productions
21, Legendary Pictures
9, The Montecito Picture Company
22, Saturn Films
11, Relativity Media
7, Media Rights Capital
13, Weed Road Pictures
5, Film4
11, Mandeville Films
13,Paramount Pictures
15,Columbia Pictures
7, Offspring Entertainment
15,Columbia Pictures
62, Walden Media
46, Zanuck Company
6, Bazelevs Production
16, DreamWorks SKG
5, The
6, Desertlands Entertainment
7,Walt Disney Pictures
22, Legendary Pictures
24,The Weinstein Company
12, Babieka
8, Stuber Productions
18,Recorded Pictures Company
8, Offspring Entertainment
38,Splendid Pictures
10, Littlestar
15, Centropolis Entertainment
17, NPV Entertainment
7, Debra Hill Productions
9,United Artists
8, David Dobkin Productions
31,Columbia Pictures
11,Silent Hill DCP Inc.
15,DreamWorks SKG
19, Robert Simonds Productions
11, Magic Light Pictures
8, Michael London Productions
9,Twentieth Century Fox Film Corporation
11, Warner Bros.
21, Original Film
12, Two Brothers Productions
16, Participant Media
21, Galavis Film
16, Original Film
13, GK Films
14, Stephen J. Cannell Productions
5, Blind Wink
20,Lions Gate Films
15, Parkes+MacDonald Image Nation
11,Anarchos Productions
4, 1492 Pictures
16, The Weinstein Company
12, Stage 6 Films
9, Scott Rudin Productions
17, Touchstone Pictures
5, Radical Media
15,Warner Bros.
23,Walt Disney Pictures
17,Miramax Films
19, Original Film
11,Summit Entertainment
26, Verisimilitude
11, Studio 37
31,New Line Cinema
10, Beacon Pictures
13, Gary Sanchez Productions
7,Vanguard Films
16,Ingenious Film Partners
7, Twentieth Century Fox Animation
21,Walt Disney Pictures
16, Bay Films
21, Room 9 Entertainment
17, Lionsgate
11, Envision Entertainment
46, Polsky Films
13, Clipsal Films
19,New Line Cinema
21,Universal Pictures
11, Nu Image Films
11, Endgame Entertainment
4, Revolution Studios
18, Alliance Films
3, Hollywood Gang Productions
9, Miramax Films
18, Kernos Filmproduktionsgesellschaft & Company
9,Legendary Pictures
9, Mad Chance
7,Media Rights Capital
11, Thunder Road Pictures
11, Screen Australia
8,DreamWorks SKG
13, Hungry Eye Lowland Pictures B.V.
26, Firm Films
7, Eketahuna LLC
27,Summit Entertainment
27, Exclusive Media Group
10, David Kirschner Productions
16, Color Force
25, Working Title Films
15, Provident Films
9, Granada Film Productions
8, Metropolitan Filmexport
14,Village Roadshow Pictures
17, See-Saw Films
33, Sony Pictures Animation
12, Syncopy
20, Walt Disney Animation Canada
6,Cloud Eight Films
17, Imhotep Productions
15, Skylark Productions
10, Relativity Media
12,New Line Cinema
17,Castle Rock Entertainment
10, Rosey Film Productions LLC
10, Dark Castle Entertainment
12, Marvel Enterprises
16, Waverly Films
15,Lions Gate Family Entertainment
19,Twentieth Century Fox Film Corporation
19,DreamWorks Animation
15, Quinta Communications
16,Village Roadshow Pictures
18,Alcon Entertainment
26, Maverick Films
5, GK Films
8,Lionsgate
12,Nu Image Entertainment
5, Grive Productions
40, Ozumi Films
20,Jean Doumanian Productions
6, Amblin Entertainment
23, Hallway Pictures
12, Mandeville Films
8, Tapestry Films
9, Legendary Pictures
13, Path̩
13, EuropaCorp
14, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
10,Paramount Pictures
7, Buckaroo Entertainment
11,Metro-Goldwyn-Mayer (MGM)
11, New Regency Pictures
8, Metro-Goldwyn-Mayer (MGM)
18, Columbia Pictures Corporation
17,Village Roadshow Pictures
7, Team Todd
14,New Line Cinema
5, Sony Pictures Entertainment (SPE)
