brand,categories
206,"3901.0, 2593.0, NaN, 3910.0, NaN, NaN, 163.0, 2032.0, NaN, 1772.0, 74.0, NaN, 1618.0, 3903.0, NaN, 3903.0, 1085.0, 3948.0, 921.0, 536.0, NaN, 3911.0, 3920.0, 163.0, 3911.0, 3985.0, NaN, 870.0, NaN, 1085.0, 3968.0, NaN, NaN, NaN, 2593.0, NaN, 3755.0, 2197.0, 4028.0, 3968.0, 1807.0, 163.0, NaN, NaN, 3964.0, 327.0, NaN, 3911.0, NaN, 2593.0, 3424.0, NaN, 3902.0, 3968.0, NaN, 329.0, 4028.0, 3911.0, NaN, 2593.0, 2593.0, 3907.0, NaN, NaN, 4178.0, NaN, 390.0, 2325.0, 3961.0, 2197.0, NaN, 3902.0, 922.0, 2593.0, 1807.0, 4028.0, NaN, 4255.0, NaN, 3920.0, 3910.0, 4046.0, NaN, NaN, 327.0, NaN, 921.0, NaN, 1731.0, 3901.0, 3424.0, NaN, 1085.0, 327.0, 1772.0, NaN, 3424.0, 1085.0, 178.0, 1772.0, NaN, 1772.0, 3424.0, 907.0, NaN, 3903.0, NaN, NaN, NaN, 1772.0, NaN, NaN, NaN, 1772.0, 1091.0, NaN, 2593.0, 3262.0, 327.0, 702.0, 327.0, 2197.0, 3901.0, 4141.0, 677.0, 163.0, 74.0, 327.0, NaN, 3901.0, 1083.0, 3903.0, NaN, 3920.0, 3202.0, 1889.0, 3920.0, 807.0, 4161.0, 3901.0, NaN, NaN, 3755.0, 163.0, 3901.0, 1772.0, NaN, 2995.0"
207,"2786.0, 1060.0, 3949.0, 3949.0, 3788.0, 614.0, 2104.0, 30.0, 3945.0, 3558.0, 3268.0, 4039.0, 4090.0, 813.0, 4090.0, 614.0, 30.0, 327.0, 1163.0, 3949.0, 3558.0, NaN, 3944.0, 3268.0, 3268.0, 3548.0, 3921.0, 30.0, 2097.0, 4039.0, 3981.0, 813.0, 3268.0, 4019.0, 1348.0, 4023.0, 1163.0, 3268.0, 2786.0, 2104.0, 2786.0, NaN, 3935.0, 2786.0, 813.0, 2104.0, 30.0, 1163.0, 1348.0, 2567.0, 813.0, 3935.0, 2104.0, 4019.0, 3937.0, 1060.0, 3253.0, 692.0, 2567.0, 3978.0, 481.0, 3548.0, 3171.0, 3171.0, 2578.0, 3922.0, 3978.0, 2786.0, 30.0, 935.0, 2786.0, 3937.0, 30.0, 2097.0, 724.0, 692.0, 3268.0, 3944.0, 2104.0, 4019.0, 3407.0, 30.0"
208,1138.0
209,"178.0, 2872.0"
211,"1807.0, NaN"
212,"3107.0, 3901.0, 3900.0, 357.0"
213,"1998.0, 3176.0, 426.0, 426.0, NaN"
214,"3775.0, 2586.0, 3228.0, 3228.0"
215,"1807.0, 1818.0, NaN, 3948.0, 3900.0, 2995.0, NaN, 1772.0, 1807.0, NaN"
216,"870.0, 3259.0, 568.0"
217,"3902.0, 3916.0, 3905.0, 3901.0, 3900.0"
218,"2152.0, 1675.0, 1128.0, NaN, NaN, 35.0, NaN, 2079.0, 71.0, NaN, 2953.0, 3667.0, 71.0, NaN, NaN, 2797.0, 4008.0, 3913.0"
219,"NaN, 3099.0, NaN, 3042.0, 3717.0, 1085.0, 2062.0, 813.0, 3278.0, 768.0, 4115.0, 3654.0, 3099.0, 3278.0, NaN, 2253.0, 4024.0, 2872.0, 394.0, 3985.0, 3901.0, 3914.0, 2953.0, 2062.0, 3900.0, 1920.0, 1505.0, 3278.0, 3903.0, 3399.0, 3278.0, 3278.0, 2062.0, 3278.0, 777.0, 2995.0, 2062.0, 2253.0, 3720.0, 3913.0, 3278.0, 3278.0, NaN, NaN, 3903.0, 3915.0, 3903.0, 3278.0, 1505.0, 1395.0, NaN, 3278.0, 3912.0, 2197.0, 2256.0, 3278.0, 1490.0, 1705.0, 3900.0, 3278.0, 990.0, 4099.0, 3228.0, 3278.0, 1593.0, 3913.0, 3910.0, 1760.0, 3278.0, 2062.0, NaN, NaN, 3278.0, 4115.0, 3913.0, 2253.0, 4100.0, NaN, 4129.0, 1462.0, 921.0, 1920.0, 3042.0, 3278.0, 3278.0, 3625.0, 3924.0, 1505.0, 3495.0, 300.0, 3078.0, NaN, 3900.0, 1940.0, 3625.0, 1390.0, NaN, 3278.0, NaN, 2389.0, 990.0, 74.0, 1505.0, NaN, 3902.0, NaN, 768.0, 1593.0, 1112.0, 1634.0, 3078.0, 3310.0, 3717.0, 3720.0, 3717.0, 1395.0, 768.0, 3078.0, 1940.0, 3278.0, 3720.0, 3910.0, 3903.0, 3228.0, 3278.0, 669.0, 2389.0, 3278.0, 3310.0, 3177.0, 364.0, NaN, 3099.0, 1689.0, 3099.0, 4030.0, 3720.0, 1940.0, 2995.0, 3278.0, 300.0, 3278.0, NaN, 3480.0, 3278.0, NaN, 3099.0, 2253.0, 3278.0, 3278.0, 3278.0, 4008.0, 835.0, 3914.0, 1772.0, 3720.0, NaN, 3078.0, 3970.0, 3278.0, 820.0, 3278.0, 1490.0, 2389.0, NaN, 3717.0, 3278.0, 820.0, 3278.0, 2995.0, 3278.0, 3902.0, 3901.0, 3278.0, 3099.0, 777.0, 3900.0, 3897.0, 2253.0, 2005.0, 3278.0, 3099.0, 864.0, 1920.0, 3161.0, 3278.0, 921.0, 2062.0, 1760.0, 768.0, 2253.0, 3278.0, 3278.0, 2320.0, 3278.0, 3127.0, 1920.0, 2253.0, 1395.0, 1518.0, 3278.0, 338.0, 3078.0, 3099.0, 3720.0, 4008.0, 3278.0, 3457.0, 3720.0, 74.0, 74.0, 864.0, 3933.0, 3278.0, 777.0, 3078.0, 3720.0, 3278.0, 2005.0, 3720.0, 3910.0, 3720.0, 3915.0, 3278.0, 3901.0, 3278.0, 3278.0, 3078.0, 1650.0, 3480.0, 3042.0, 777.0, 3099.0, 921.0, 1490.0, 3720.0, 1505.0, 3278.0, 44.0, 2884.0, 3278.0, NaN, NaN, 2256.0, 3078.0, 3278.0, 3278.0, 3720.0, 2389.0, 715.0, 3278.0, 3278.0, 3901.0, 2253.0, 3278.0"
220,"327.0, NaN, 2312.0, NaN, 1807.0, 4126.0, NaN, 4002.0"
221,"3639.0, 1904.0, 1091.0, 879.0, 3424.0, 3639.0, 955.0, 1855.0, 1501.0, 3639.0, 1091.0, 1021.0, 277.0, 667.0, 2833.0, 1083.0, 3262.0, 3090.0, 3755.0, 3262.0, 2127.0, 1229.0, NaN, 1083.0, 2325.0, 146.0, 3900.0, 19.0, 879.0, 3424.0, 870.0, 2864.0, 1138.0, 1138.0, 667.0, 3902.0, 3639.0, 2325.0, 2833.0, 3229.0, 2325.0, 879.0, 702.0, NaN, 3708.0, 3755.0, 2032.0, 1138.0, 1362.0, 799.0, 146.0, 1083.0, 667.0, NaN, 955.0, 2032.0, 2382.0"
223,"NaN, NaN"
224,"792.0, 970.0, 3907.0, NaN, 2209.0, 470.0, 3903.0, 3891.0, 2223.0, 1911.0, 792.0, 2223.0, 174.0, 2818.0, 1800.0, 2908.0, 1800.0, 2818.0, 2209.0, 2223.0, 174.0, 970.0, 1911.0"
225,"3775.0, 2829.0, 1974.0, 2797.0, 1612.0, 3540.0, 3324.0, 2105.0, 3915.0, 2942.0, 218.0, 3836.0, 1958.0, 338.0, 3836.0, 4035.0, 3373.0, 1650.0, 3670.0, 614.0, 2797.0, 2083.0, 614.0, 3847.0, 2797.0, 3625.0, 3847.0, 1157.0, 3653.0, 2797.0, 3625.0, 219.0, 3373.0, 931.0, 1627.0, 3775.0, 1551.0, 2062.0, 2389.0, 2275.0, 1704.0, 3847.0, 2829.0, 3625.0, 2829.0, 1244.0, 1910.0, 48.0, 3625.0, 2872.0, 281.0, 1958.0, 2062.0, 931.0, 362.0, 1910.0, 3625.0, 3847.0, 1627.0, 3653.0, 281.0, 4035.0, 3915.0, 871.0, 2942.0, 2872.0, 3653.0, 2942.0, 2797.0, 2389.0, 2829.0, 3625.0, 2389.0, 3916.0, 2829.0"
226,"NaN, 1608.0, NaN, 3903.0, NaN, NaN, 136.0"
227,"NaN, NaN"
228,"NaN, NaN, 1000.0, 3654.0, NaN, 3901.0, NaN"
229,"3404.0, 3992.0, 3404.0, 1085.0, 1085.0, 1807.0, 3543.0, 1085.0, 3404.0, 3404.0, 1608.0, 1085.0, 158.0, 1807.0, 2176.0, 1085.0"
230,"327.0, 3922.0, NaN, 327.0, 3920.0"
231,"1705.0, 3745.0, 1591.0, 274.0, 975.0, 862.0, 2470.0, 1608.0, 1524.0, 2658.0, 274.0, 1524.0, 1849.0, 3902.0, 274.0, 274.0, 3905.0, 81.0, 2473.0, 1807.0, 468.0, 3903.0, 2658.0, 3902.0, 975.0, 2951.0, 2460.0, 2256.0, 914.0, 2848.0, 2464.0, 274.0, 1524.0, 3530.0, 1608.0, 2658.0, 975.0, 394.0, 274.0, 2035.0, 3901.0, 3923.0, 274.0, 1675.0"
232,"2547.0, 2650.0, 2547.0, 3625.0, 3900.0, 3051.0, 4070.0, 2738.0, 3668.0, 3909.0, NaN, 2767.0, 2259.0, 3047.0, NaN, 975.0, 3514.0, NaN, 3051.0, 2890.0, NaN, 2389.0, 3908.0, 3905.0, 3910.0, 1980.0"
233,"536.0, 536.0"
234,"3775.0, 2786.0, 3497.0, 3948.0, 4023.0"
235,"3924.0, 3914.0, 2709.0, 2709.0, 363.0, 4008.0, 363.0, 299.0, 3928.0, 2620.0, 3913.0, 4008.0, 482.0, 2709.0, 3717.0, 3910.0, 2953.0, 4008.0, 3915.0, 2953.0, 2079.0, 3900.0, 4008.0, 2235.0, 2953.0, 768.0, 482.0, 3900.0, 3900.0, 3900.0, 364.0, 4008.0, 4008.0, 482.0, 3910.0, 482.0, 3902.0, 3913.0, 3915.0, 3902.0, 482.0, 3913.0, 3913.0, 2079.0, 3903.0, 363.0, 3903.0, 3913.0, 3913.0, 482.0, 482.0, 482.0, 2709.0, 2709.0, 3913.0"
236,3901.0
237,"3745.0, 3845.0, 274.0, 468.0, 1524.0, 1058.0, 3545.0, 6.0, 274.0, 543.0, 2658.0, 274.0, 3228.0, 505.0, 124.0, 274.0, 1833.0, 505.0, 1705.0, 3745.0, 1524.0, 505.0, 248.0, 2716.0, 274.0, 3138.0"
238,"856.0, 3818.0, 163.0, 3730.0, 2136.0, 1394.0, 1540.0, 633.0, 3926.0, 4028.0, 3251.0, 3818.0, 2136.0, 3818.0, 2300.0, 856.0, 557.0, 3920.0, 2136.0, 3675.0, 2136.0, 352.0, 2136.0, 2136.0, 352.0, 352.0, 3818.0, 4075.0, 1965.0, NaN, 3585.0, 1795.0, 3240.0, 3929.0, 3818.0, 3675.0, 3818.0, 3818.0, 2136.0, 3818.0, 352.0, 2995.0, 78.0, 74.0, 352.0, 379.0, 3614.0, 996.0, 3818.0, 603.0, 352.0, 1956.0, 2136.0, 379.0, 2300.0, 633.0, 352.0, 352.0, 4136.0, 3818.0, 352.0, 2136.0, 3676.0, 3818.0, 1956.0, 3364.0, 3775.0, 2136.0, 2519.0, 2136.0, 3818.0, 3818.0, 3818.0, 4091.0, 2136.0, 3818.0, 163.0, 3818.0, 3604.0, 1222.0, 3818.0, 3251.0, 3930.0, 557.0, 3251.0, 2136.0, 2136.0, 460.0, 1956.0, 2136.0, 3280.0, 4253.0, 2243.0, 3926.0, 1956.0, 813.0, 1694.0, 2136.0, 2136.0, 3959.0, 3818.0, 3818.0, 3950.0, 352.0, 3818.0, 327.0, 2136.0, 3818.0, 3818.0, 2136.0, 2136.0, 352.0, 3818.0, 12.0, 3929.0, 2136.0, 1956.0, 3818.0, 3870.0, 536.0, 862.0, 78.0, 3818.0, 3818.0, 3912.0, 352.0, 3675.0, 78.0, 525.0, 1956.0, 3907.0, 1874.0, 3925.0, 3926.0, 163.0, 4091.0, 74.0, 3818.0, 218.0, 352.0, 1668.0, 3913.0, 3818.0, 408.0, 2519.0, 3818.0, 3818.0, 1176.0, 352.0, 1956.0, 1046.0, 3207.0, 2136.0, 1505.0, 603.0, 3675.0, 1055.0, 4001.0, 3818.0, 163.0, 3307.0, 3063.0, 2136.0, 2136.0, 2300.0, 3818.0, 856.0, 352.0, 78.0, 968.0, 2519.0, 352.0, 1956.0, 2136.0, 4163.0, 732.0, 1708.0, 352.0, 352.0, 567.0, 3675.0, 3818.0, 2136.0, 2136.0, 1965.0, 3996.0, 379.0, 352.0, 3976.0, 3870.0, 3585.0, 2136.0, 2732.0, 3818.0, 2995.0, 352.0, 3929.0, 921.0, 1775.0, 3913.0, 352.0, 2136.0, 3930.0, 3675.0, 3818.0, 2136.0, 886.0, 163.0, 622.0, 3964.0, 3926.0, 3817.0, 352.0, 3925.0, 2136.0, 2136.0, 3922.0, 2136.0, 3901.0, 3929.0, 352.0, 2136.0, 2136.0, 3818.0, 4109.0, 1956.0, 2519.0, 3818.0, 3818.0, 3818.0, 2136.0, 3818.0, 2136.0, 4163.0, 3818.0, 3818.0, 3020.0, 3818.0, 3251.0, 2091.0, 352.0, 352.0, 3818.0, 3928.0, 31.0, 3595.0, 3913.0, 4000.0, 3910.0, 3964.0, 327.0, 3063.0, 3818.0, 3818.0, 3393.0, 352.0, 3913.0, 308.0, 3818.0, 990.0, 3976.0, 4164.0, 408.0, 352.0, 3818.0, 2300.0, 3818.0, 3818.0, 3601.0, 2136.0, 732.0, 2136.0, 74.0, 3818.0, 3976.0, 2136.0, 3925.0, 3042.0, 3675.0, 536.0, 352.0, 633.0, 2136.0, 525.0, 2136.0, 3818.0, 3934.0, 1518.0, 2136.0, 352.0, 1394.0, 2091.0, 414.0, 1807.0, 4136.0, 2732.0, 1222.0, 633.0, 450.0, 2519.0, 996.0, 352.0, 3020.0, 3912.0, 3818.0, 2136.0, 3818.0, 2136.0, 2136.0, 3818.0, 669.0, 2136.0, 2519.0, 352.0, 2136.0, 1176.0, 379.0, 1956.0"
239,"3890.0, NaN, NaN, 3827.0, NaN, 3827.0, 3827.0, 3838.0, NaN, 2091.0, NaN, NaN, 3753.0, NaN, NaN, NaN, NaN, NaN, 399.0, NaN, NaN, 3753.0, NaN, NaN, NaN, 1646.0, NaN, NaN, NaN, NaN, NaN, 3838.0, NaN, NaN, NaN, 3254.0, NaN, NaN, NaN, NaN, 3827.0, NaN, 1611.0, NaN, 3827.0, 3827.0, 3838.0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1501.0, 3838.0, NaN, NaN, 3907.0, NaN, NaN, NaN, 2269.0, NaN, NaN, 2091.0, NaN, NaN, NaN, 3827.0, 2269.0, NaN, 2269.0, NaN, 3827.0, 3890.0, NaN, 2354.0, 3254.0, NaN, NaN, 1137.0, 3254.0, NaN, NaN, NaN, 3024.0, NaN, NaN, 3254.0, NaN, NaN, 3254.0, NaN, 1505.0, NaN, 2091.0, NaN, NaN, NaN"
240,"3024.0, 3024.0, 3709.0, 4080.0, 1854.0, 4080.0, 4080.0, 2788.0, 3177.0, 2122.0, NaN, 316.0, 316.0, 947.0, NaN, 316.0, 2122.0, NaN, 2011.0, 2122.0, 3709.0, 3100.0, 947.0, 2139.0"
241,"2001.0, 1358.0"
242,1138.0
243,"3502.0, 3502.0, 2124.0, 4003.0, 3613.0, 3613.0, 775.0, 3613.0, 3613.0, 775.0, 775.0, 775.0, 3497.0"
245,NaN
246,"3005.0, NaN, NaN, 3873.0, 1170.0, 1063.0, 2619.0, NaN, NaN, 2414.0, 2065.0, NaN, 1672.0, 3875.0, NaN, 3128.0, 344.0, 3254.0, NaN, NaN, 3744.0, 2483.0, 2665.0, NaN, NaN, 1824.0, 3254.0, 3179.0, NaN, 344.0, 1196.0, 2414.0, NaN, 3254.0, NaN, NaN, NaN, NaN, NaN, NaN, 3958.0, NaN, NaN, 3574.0, NaN, 1123.0, 2414.0, 344.0, 3981.0, NaN, NaN, NaN, 1422.0, 327.0, 3959.0, NaN, 1186.0, NaN, NaN, 1144.0, 1378.0, NaN, 1123.0, NaN, 3744.0, NaN, NaN, 3642.0"
247,NaN
248,"933.0, 2473.0, 3138.0, 1798.0, 1920.0, 3228.0, 3907.0, 860.0, 2473.0, 860.0, 1010.0"
249,"3901.0, 1138.0, 2941.0, 1362.0, 2376.0, 1229.0, 1694.0, 1085.0, 3879.0, 3452.0, 3424.0, 879.0, 2833.0, 879.0, 411.0, 1138.0, 619.0, 3911.0, 1855.0, 634.0, 1085.0, 1085.0, 3683.0, 1694.0, 522.0, 2790.0, 1362.0, 1855.0, 1085.0, 1085.0, 3497.0, 3595.0, 1085.0, 879.0, 1091.0, 2636.0, 879.0, 1083.0, 634.0, 3683.0, 1788.0, 3900.0, 1193.0, 1694.0, 1085.0, 879.0, 879.0, 1085.0, 1694.0, 879.0, 3916.0, 3903.0, 1085.0, 879.0, 2605.0, 3449.0, 794.0, 3779.0, 1091.0, 1138.0, 1613.0, 2833.0, 146.0, 955.0, 1085.0, 146.0, 879.0, 3776.0, 1085.0, 1085.0, 23.0, 2790.0, 2863.0, 501.0, 879.0, 2833.0, 1085.0, 146.0, 2863.0, 146.0, 634.0, 1229.0, 3209.0, 288.0, 879.0, 3683.0, 146.0, 1085.0, 1091.0, 518.0, 1083.0, 1085.0, 3910.0, 1085.0, 3262.0, 2032.0, 3910.0, 2867.0, 1694.0, 2833.0, 501.0, 2781.0, 1296.0, 3600.0, 3683.0, 1091.0, 1085.0, 1076.0, 1085.0, 1855.0, 1857.0, 1138.0, 1091.0, 3900.0, 2127.0, 3821.0, 3539.0, 879.0, 3821.0, 1091.0, 1085.0, 3150.0, 411.0, 150.0, 23.0, 1085.0, 1091.0, 3683.0, 23.0, 2863.0, 150.0, 2876.0, 3262.0, 2833.0, 1296.0, 3821.0, 2833.0, 870.0, 273.0, 1229.0, 2325.0, 2213.0, 1085.0, 1296.0, 2863.0, 284.0, 3090.0, 411.0, 879.0, 3902.0, 1855.0, 3136.0, 1085.0, 2644.0, 1085.0, 3817.0, 522.0, 601.0, 150.0, 3683.0, 578.0, 1085.0, 3090.0, 2325.0, 1889.0, 3902.0, 3902.0, NaN, 578.0, 411.0, 1021.0, 1085.0, 3759.0, 1085.0, 3688.0, 2833.0, 3901.0, 3262.0, 1085.0, 3600.0, 1085.0, 1085.0, 3017.0, 2781.0, 518.0, 1085.0, 879.0, 3683.0, 3910.0, 3229.0, 1085.0, 288.0, 879.0, 1904.0, 3683.0, 1475.0, 1085.0, 3910.0, 1085.0, 1085.0, 2833.0, 2833.0, 2867.0, 2863.0, 1694.0, 3776.0, 3604.0, 634.0, 1138.0, 3262.0, 3779.0, 1085.0, 501.0, 2833.0, 2232.0, 3604.0, 1091.0, 879.0, 518.0, 1138.0, 1085.0, 2867.0, 1085.0, 1855.0, 2995.0, 2334.0, 1085.0, 3539.0, 926.0, 1085.0, 1694.0, 879.0, 1855.0, 1085.0, 1085.0, 3821.0, 879.0, 1091.0, 1229.0, 2833.0, 767.0, 1857.0, 3683.0, 879.0, 1085.0, 137.0, 3776.0, 879.0, 2376.0, 3910.0, 2864.0, 284.0, 1122.0, 1694.0, 3449.0, 2442.0, 1138.0, 518.0, 3901.0, 1091.0, 3901.0, 1085.0, 879.0, 1085.0, 1085.0, 1085.0, 879.0, 3903.0, 879.0, 498.0, 2636.0, 1085.0, 2833.0, 2790.0, 2376.0, NaN, 3090.0, 3779.0, 3424.0, 2197.0, 1755.0, 3779.0, 1694.0, 1085.0, 879.0, 1190.0, 1083.0, 2376.0, 146.0, 501.0, 879.0, 1085.0, 1091.0, 578.0, 2725.0, 3759.0, 2833.0, 3262.0, 1085.0, 1229.0, 2833.0, 879.0, 619.0, 1138.0, 3600.0, 277.0, 1857.0, 578.0, 879.0"
250,"178.0, 139.0, 2318.0, 2870.0, 178.0, 2870.0, 2318.0"
251,"NaN, NaN, NaN, 2415.0, NaN, NaN, NaN, 2225.0, 345.0, 3473.0, NaN, 536.0, NaN, NaN, NaN, 3903.0, NaN, 216.0, 1672.0, 2904.0, NaN, 2723.0, NaN, 1048.0, 2065.0, 824.0, NaN, NaN, 3625.0, 178.0, 1979.0, NaN, 249.0, NaN, NaN, NaN, 3262.0, 3262.0, 2402.0, 3265.0, 4014.0, 1123.0, NaN, NaN, 1123.0, NaN, NaN, NaN, NaN, 198.0, NaN, NaN, 3981.0, 3900.0, 1378.0, 485.0, 2402.0, 2872.0, 2930.0, NaN, 210.0, 3890.0, 2402.0, 3024.0, 394.0, 1079.0, 454.0, 4271.0, 3238.0, NaN, 2065.0, 345.0, NaN, NaN, 4175.0, NaN, 824.0, 485.0, 394.0, NaN, 1123.0, 1471.0, NaN, 2063.0, NaN, NaN, 2705.0, NaN, 1365.0, 1977.0, 216.0, NaN, NaN"
252,"NaN, 1311.0, 3981.0, NaN, 459.0, 459.0, 2665.0"
253,NaN
254,NaN
255,"3371.0, 3910.0, 3911.0, 1772.0, 3911.0, 3910.0, 3371.0, 3911.0"
256,"709.0, 1612.0, 3005.0, 3176.0, 3582.0, 3005.0, NaN, 399.0, 3981.0, NaN, 464.0, 3582.0, 464.0, 464.0, 464.0, 394.0, 464.0, 464.0, 3005.0, 2829.0, 464.0, 709.0, 1803.0, NaN"
257,"1022.0, 1022.0, NaN, NaN, 1022.0, NaN, 1022.0, NaN, NaN, NaN, 1022.0, 1022.0, NaN, 3244.0, 1022.0, 1022.0, 1022.0, 1022.0, 300.0, 1022.0, NaN, 1022.0, 300.0, 1022.0, NaN, 300.0, NaN, 1022.0, 1022.0, 1022.0, NaN, 1022.0, NaN, 1022.0"
258,"480.0, 3138.0, 2032.0, 3259.0, 3042.0, 3992.0, 3138.0, 1772.0, 74.0, 2919.0, 3228.0, 4137.0, NaN, 692.0, 3908.0, 2256.0, 3138.0, 3042.0, 2384.0, 3138.0, 1032.0, 1980.0, 2256.0, 545.0, 1032.0, 3138.0, 4158.0, 1780.0, 679.0, 4137.0, 2384.0, 3042.0, 3963.0, 2256.0, 3981.0, 1518.0, 3963.0, 2256.0, 1518.0, 3963.0, 1708.0, 3185.0, 2951.0, 2951.0, 1772.0, 705.0, 1518.0, 4023.0, 3909.0, 545.0, 3378.0, 2256.0, 1176.0, 1807.0, 1518.0, 3575.0, 601.0, 955.0, 3138.0, 2256.0, 3262.0, 69.0, 545.0, 3963.0, 545.0, 3138.0, 1518.0, 4005.0, 2995.0, 2256.0, 747.0, 545.0, 3138.0, 2786.0, 3138.0, 3240.0, 1518.0, 3138.0, 1032.0, 3138.0, 30.0, 41.0, 3138.0, 3042.0"
259,"1807.0, 3903.0, 1807.0, 3916.0, 2055.0, 3903.0, 3905.0, 2746.0"
261,"2315.0, 357.0, 3107.0"
262,"1807.0, 1807.0"
263,"2096.0, 480.0, 480.0, 646.0"
264,NaN
265,"NaN, 300.0, 300.0, 300.0, NaN, 300.0, 1980.0, 300.0"
266,"426.0, 3406.0, 1998.0, 426.0, 3915.0, 1998.0, 736.0, 3406.0"
267,"2732.0, 450.0, 1449.0, 3806.0, 3331.0, 3117.0, 3331.0, 3901.0, 1098.0, 1844.0, 2732.0, 450.0, 17.0, 450.0, 1868.0, 3901.0, 798.0, 1868.0, 2733.0, 1907.0, 1844.0, 3902.0, 450.0, 1098.0, 3799.0, 2323.0, 1129.0, 450.0, 3900.0, 83.0, 3900.0, 1844.0, 3331.0, 450.0, 3778.0, 83.0, 335.0, 525.0, 3900.0, 3331.0, 1176.0, 3265.0, 3840.0, 1129.0, 2732.0, 2323.0, 3902.0, 2732.0, 3915.0, 1844.0, 2765.0, 3914.0, 450.0, 3066.0, 1868.0, 83.0, 3331.0, 3799.0, 3910.0, 1844.0, 450.0, 3799.0, 3901.0, 1703.0, 3901.0, 2165.0, 1098.0, 1098.0, 3903.0, 3902.0, 3903.0, 450.0, 3331.0, 390.0, 1383.0, 732.0, 450.0, 1868.0, 1129.0, 450.0, 3903.0, 3900.0, 1703.0, 1176.0, 335.0, 1760.0, 2732.0, 450.0, 3902.0, 3902.0, 2733.0, 732.0, 2732.0, 17.0, 3778.0, 335.0, 3799.0, 335.0, 2732.0, 3467.0, 135.0, 798.0, 2732.0, 2732.0, 1129.0, 450.0, 83.0, 3903.0, 798.0, 2323.0, 939.0, 3903.0, 1868.0, 2258.0, 3914.0, 3799.0, 3900.0, 536.0, 939.0, 2765.0, 3467.0, 3778.0, 1129.0, 2732.0, 3778.0, 3778.0, 3799.0, 1868.0, 390.0, 2323.0, 3902.0, 390.0, 3331.0, 3902.0, 3467.0, 1383.0, 3840.0, 523.0, 3901.0, 3915.0, 939.0, 3778.0, 3799.0, 798.0, 3901.0, 3331.0, 3778.0, 1129.0, 1383.0, 450.0, 3205.0, 3799.0, 1868.0, 394.0, 450.0, 450.0, 3799.0, 1098.0, 2323.0, 3778.0, 3892.0, 1868.0, 1176.0, 3900.0, 3778.0, 1449.0, 3900.0, 3903.0, 335.0, 1703.0, 798.0, 3191.0, 2528.0, 3331.0, 2323.0, 3214.0, 3263.0, 3902.0, 3915.0, 17.0, 17.0, 483.0, 3799.0, 83.0, 1098.0, 3778.0, 2323.0, 2528.0, 450.0, 798.0, 1449.0, 1361.0, 1383.0, 3910.0, 3331.0, 3888.0, 3902.0, 3903.0, 3331.0, 1449.0, 3806.0, 536.0, 3799.0, 335.0, 1868.0, 2258.0, 2872.0, 1844.0, 2258.0, 3903.0, 3778.0, 17.0, 2323.0, 3900.0, 3903.0, 3799.0, 1868.0, 3901.0, 3902.0, 450.0, 3806.0, 2165.0, 3900.0, 3901.0, 2733.0, 3778.0, NaN, 1449.0, 3903.0, 17.0, 178.0, 844.0, 2327.0, 3214.0, 3901.0, 939.0, 1708.0, 2528.0, 3066.0, 523.0, 798.0, 2258.0, 2258.0, 3892.0, 3914.0, 1515.0, 1844.0, 3148.0, 3901.0, 3066.0, 3331.0, 3902.0, 1868.0, 3840.0, 3799.0, 2327.0, 335.0, 3900.0, 83.0, 536.0, 1868.0, 2258.0, 3778.0, 2732.0, 3464.0, 3778.0, 1176.0, 3117.0, 732.0, 1176.0, 335.0, 3799.0, 335.0, 2258.0, 3902.0, 3840.0, 1013.0, 3331.0, 732.0, 1844.0, 450.0, 3902.0, 1868.0, 3900.0, 3799.0, 3265.0, 3806.0, 3910.0, 906.0, 732.0"
268,"NaN, NaN, NaN"
269,"4028.0, 3926.0, 1000.0, 1505.0, NaN, 3903.0, 327.0, 4118.0, NaN, 414.0, NaN, NaN, 1063.0, NaN, 1518.0, 4203.0, 3929.0, 3905.0, 4250.0, NaN, NaN, 2136.0, NaN, 1807.0, 1807.0, NaN, NaN, 2136.0, 3959.0, 3900.0, 4252.0, NaN, 78.0, 2473.0, 3870.0, 1807.0, 3925.0, NaN, NaN, NaN, 3424.0, 390.0, NaN, NaN, 3042.0, 3107.0, 1807.0, 4041.0, 1572.0, 3107.0, 3459.0, 3981.0, NaN"
271,"3717.0, 1128.0, NaN, 384.0, 3923.0, 364.0, 1593.0, 364.0, 299.0, 364.0, NaN, 1983.0, 864.0, 2079.0, 1920.0, NaN, 2079.0, NaN, 2079.0, 3717.0, 35.0, 363.0, 35.0, 768.0, 363.0, 363.0, 2953.0, 3717.0, 482.0, 482.0, 2079.0, 2079.0, NaN, 363.0, 2503.0, 768.0"
272,"NaN, 1672.0, NaN, 1672.0, NaN, 1037.0, 1672.0, NaN, 1555.0, 730.0, 2888.0, 1037.0, 1803.0, 3916.0, 3903.0, 3981.0, NaN"
273,"3604.0, 2091.0, NaN, 2632.0, 3277.0, 1865.0"
