original_title,title_length,production_companies
Coraline,8," Laika Entertainment, Focus Features"
Corky Romano,12," Touchstone Pictures, Robert Simonds Productions"
Corpse Bride,12," Warner Bros.,  Tim Burton Productions, Tim Burton Animation Company,  Laika Entertainment,  Will Vinton Studios"
Cosmopolis,10," TÃ©lÃ©film Canada, France 2 CinÃ©ma,  Alfama Films,  Rai Cinema,  Prospero Pictures"
Country Strong,14," Screen Gems,  Sony Pictures Home Entertainment, Maguire Entertainment"
Couples Retreat,15," Stuber Productions,  Wild West Picture Show Productions, Universal Pictures,  Relativity Media"
Cowboys & Aliens,16," DreamWorks SKG,  Reliance Entertainment, Imagine Entertainment,  Universal Pictures,  platinum studios"
Coyote Ugly,11," Touchstone Pictures, Jerry Bruckheimer Films"
Cradle 2 the Grave,18,"Silver Pictures,  Warner Bros."
Crank,5," Radical Media, Lions Gate Films,  GreeneStreet Films,  Lakeshore Entertainment"
Crank: High Voltage,19,"Lakeshore Entertainment,  Lionsgate,  Radical Media"
Crash,5," Bob Yari Productions,  Yari Film Group,  Bull's Eye Entertainment, Blackfriars Bridge Films,  ApolloProScreen Filmproduktion"
Crazy Heart,11,"Fox Searchlight Pictures,  Informant Media,  Butcher's Run Films"
"Crazy, Stupid, Love.",20,Warner Bros.
Crazy/Beautiful,15,"Touchstone Pictures,  Ufland"
Creed,5," Metro-Goldwyn-Mayer (MGM), New Line Cinema,  Chartoff-Winkler Productions,  Warner Bros."
Crimson Peak,12,Legendary Pictures
Crocodile Dundee in Los Angeles,31,"Bungalow Productions,  Vision View Entertainment,  Silver Lion Films"
Crossroads,10,"Paramount Pictures,  MTV Films"
Curious George,14," Universal Animation Studios,  Universal Pictures, Imagine Entertainment"
Cursed,6," Kalis Productions GmbH & Co. Zweite KG,  Dimension Films, Craven-Maddalena Films,  Outerbanks Entertainment"
D-Tox,5,Universal Pictures
Daddy Day Camp,14," TriStar Pictures, Revolution Studios"
Daddy Day Care,14," Davis Entertainment,  Revolution Studios, Columbia Pictures"
Daddy's Home,12,"Paramount Pictures,  Gary Sanchez Productions,  Red Granite Pictures,  Good Universe"
Daddy's Little Girls,20," Tyler Perry Company, Lions Gate Films,  The"
Dallas Buyers Club,18," Truth Entertainment,  Voltage Pictures, Universal Studios,  Universal Pictures"
Dan in Real Life,16," Focus Features,  Jon Shestack Productions, Touchstone Pictures"
Dancer in the Dark,18," Arte, Fine Line Features,  Danmarks Radio (DR),  SVT Drama,  Zentropa Entertainments"
Daredevil,9,"Twentieth Century Fox Film Corporation,  New Regency Pictures,  Epsilon Motion Pictures,  Marvel Enterprises,  Regency Enterprises"
Dark Blue,9," Metro-Goldwyn-Mayer (MGM),  IM Filmproduktion,  Cosmic Pictures, United Artists,  Intermedia Films"
Dark Shadows,12," Tim Burton Productions,  GK Films,  Warner Bros.,  Infinitum Nihil, Village Roadshow Pictures"
Dark Water,10," Post No Bills Films, Vertigo Entertainment,  Pandemonium Productions,  Touchstone Pictures"
Date Movie,10," Epsilon Motion Pictures,  New Regency Pictures, Regency Enterprises"
Date Night,10," 21 Laps Entertainment,  Dune Entertainment, Twentieth Century Fox Film Corporation"
Dawn of the Dead,16,"New Amsterdam Entertainment,  Metropolitan Filmexport,  Cruel and Unusual Films,  Strike Entertainment,  Toho-Towa"
Dawn of the Planet of the Apes,30," Chernin Entertainment,  TSG Entertainment, Ingenious Media"
Daybreakers,11," Furst Films,  Pacific Film and Television Commission,  Australian Film Finance Corporation (AFFC), Lionsgate,  Pictures in Paradise"
Dead Silence,12," Twisted Pictures,  Evolution Entertainment, Universal Pictures"
Dear John,9,Screen Gems
Death Race,10,"Universal Pictures,  Impact Pictures,  Cruise/Wagner Productions,  Scion Films,  Relativity Media"
Death Sentence,14," Dune Entertainment,  Brass Hat Films,  Hyde Park Entertainment, Twentieth Century Fox Film Corporation,  Baldwin Entertainment Group"
Death at a Funeral,18,"Parabolic Pictures,  Screen Gems"
Deception,9,"Rifkin-Eberts,  Seed Productions,  Dune Entertainment III"
Defiance,8," Defiance Productions,  Bedford Falls Company,  Grosvenor Park Productions,  The, Paramount Vantage,  Pistachio Pictures"
Delivery Man,12,"DreamWorks SKG,  Touchstone Pictures"
Derailed,8," Patalex V Productions Limited,  Di Bonaventura Pictures, Miramax Films"
Despicable Me,13," Illumination Entertainment, Universal Pictures"
Despicable Me 2,15,"Universal Pictures,  Illumination Entertainment"
Deux frÃ¨res,12," TF1 Films Production,  Canal+, PathÃ© Renn Productions,  Pathe,  Two Brothers Productions"
Devil,5," Night Chronicles,  Relativity Media,  Media Rights Capital, Universal Pictures"
Devil's Due,11," Davis Entertainment,  TSG Entertainment, Twentieth Century Fox Film Corporation"
Dhoom 2,7,Yash Raj Films
Diana,5," Le Pacte,  Filmgate Films,  Scope Pictures,  Film i VÃ¤st, Ecosse Films"
Diary of a Wimpy Kid,20,Color Force
Diary of a Wimpy Kid: Dog Days,30,Fox 2000 Pictures
Diary of a Wimpy Kid: Rodrick Rules,35,"Fox 2000 Pictures,  Color Force"
Did You Hear About The Morgans?,31," Castle Rock Entertainment,  Relativity Media,  Banter, Columbia Pictures"
Die Another Day,15,Eon Productions
Dinner for Schmucks,19," Spyglass Entertainment, Paramount Pictures,  Everyman Pictures,  Reliance BIG Entertainment,  DreamWorks SKG"
Dinosaur,8,"Walt Disney Pictures,  Walt Disney Feature Animation"
Dirty Dancing: Havana Nights,28," Artisan Entertainment, Miramax Films,  Havana Nights LLC,  Lawrence Bender Productions,  Lions Gate Films"
Disaster Movie,14," LionsGate,  3 in the Box, Grosvenor Park Media Ltd."
Disconnect,10,"Lionsgate,  Liddell Entertainment,  LD Entertainment,  Exclusive Media Group,  Wonderful Films PLC"
District 9,10," Key Creatives,  TriStar Pictures, WingNut Films,  Canadian Film or Video Production Tax Credit (CPTC),  Block / Hanson"
Disturbia,9,"Paramount Pictures,  DreamWorks SKG,  Cold Spring Pictures,  Montecito Picture Company,  The"
Divergent,9," Red Wagon Entertainment, Summit Entertainment"
Django Unchained,16," The Weinstein Company, Columbia Pictures"
DodgeBall: A True Underdog Story,32,"Twentieth Century Fox Film Corporation,  Mediastream Vierte Film GmbH & Co. Vermarktungs KG,  Red Hour Films"
Dolphin Tale,12," Arc Productions, Alcon Entertainment"
Dolphin Tale 2,14,"Alcon Entertainment,  Color Force,  Boxing Cat Films"
Domestic Disturbance,20,Paramount Pictures
Domino,6," Metropolitan Filmexport,  Domino 17521,  Scott Free Productions,  Davis-Films, New Line Cinema"
Don't Be Afraid of the Dark,27,"Miramax Films,  Gran Via Productions,  Necropia,  FilmDistrict,  Tequila Gang"
Don't Say a Word,16," NPV Entertainment,  Village Roadshow Pictures,  Regency Enterprises, 20th Century Fox,  Kopelson Entertainment"
Doom,4," Reaper Productions,  John Wells Productions, Di Bonaventura Pictures,  Babelsberg Film,  Stillking Films"
Doomsday,8," Scion Films,  Intrepid Pictures,  Internationale Filmproduktion Blackbird Dritte,  Moonlighting Films, Rogue Pictures"
Doubt,5,Miramax Films
Down with Love,14," Fox 2000 Pictures,  Mediastream Dritte Film, Regency Enterprises,  Epsilon Motion Pictures,  Jinks/Cohen Company"
Dr. Dolittle 2,14,Twentieth Century Fox Film Corporation
Dracula 2000,12,"Neo Art & Logic,  Dimension Films,  Wes Craven Films"
Dracula Untold,14," Michael De Luca Productions,  Fuji Television Network, Universal Pictures,  Legendary Pictures,  Dentsu"
Drag Me to Hell,15," Curse Productions,  Ghost House Pictures, Universal Pictures,  Buckaroo Entertainment,  Mandate Pictures"
Dragonfly,9,"Universal Pictures,  Kalima Productions GmbH & Co. KG,  Spyglass Entertainment,  Gran Via Productions,  Shady Acres Entertainment"
Dream House,11," Morgan Creek Productions, Cliffjack Motion Pictures"
Dreamcatcher,12,"Village Roadshow Pictures,  Kasdan Pictures,  NPV Entertainment,  WV Films II,  Castle Rock Entertainment"
Dreamgirls,10," DreamWorks SKG, Paramount Pictures,  Laurence Mark Productions"
Dredd,5," IM Global,  Rena Film,  Peach Trees, DNA Films,  Reliance BIG Entertainment"
Drive,5," Motel Movies, Bold Films,  Marc Platt Productions,  FilmDistrict,  Odd Lot Entertainment"
Drive Angry,11," Michael De Luca Productions,  Millennium Films,  Saturn Films,  Nu Image Films, Summit Entertainment"
Driven,6," Franchise Pictures,  Mel's Cite du Cinema,  Trackform Film Productions, Epsilon Motion Pictures"
Drumline,8,Fox 2000 Pictures
"Dude, Whereâ€™s My Car?",23,"Twentieth Century Fox Film Corporation,  Alcon Entertainment"
Due Date,8," Warner Bros.,  Green Hat Films, Legendary Pictures"
Dumb and Dumber To,18," Red Granite Pictures,  Conundrum Entertainment,  Universal Pictures, New Line Cinema"
Dumb and Dumberer: When Harry Met Lloyd,39,New Line Cinema
Dungeons & Dragons,18," Silver Pictures, New Line Cinema,  Sweetpea Entertainment"
Duplicity,9," Medienproduktion Poseidon Filmgesellschaft,  Laura Bickford Productions,  Relativity Media, Universal Pictures"
Dylan Dog: Dead of Night,24,"Hyde Park Films,  Long Distance Films,  platinum studios"
DÃ©jÃ  Vu,9,"Jerry Bruckheimer Films,  Touchstone Pictures,  Scott Free Productions"
Eagle Eye,9," KMP Film Invest, DreamWorks SKG,  Goldcrest Pictures,  K/O Paper Products"
Earth,5,BBC
Earth to Echo,13," Panay Films, Walt Disney Studios Motion Pictures"
Eastern Promises,16,"BBC Films,  TÃ©lÃ©film Canada,  Serendipity Point Films,  Scion Films,  Astral Media"
Easy A,6," Olive Bridge Entertainment, Screen Gems"
Eat Pray Love,13," Plan B Entertainment, Columbia Pictures,  Red Om Films"
Edge of Darkness,16,"Icon Productions,  BBC Films,  GK Films,  Warner Bros."
Edge of Tomorrow,16,"Village Roadshow Pictures,  3 Arts Entertainment,  Viz Media,  Province of British Columbia Production Services Tax Credit,  Warner Bros."
Eight Below,11," Mandeville Films,  The, Walt Disney Pictures,  Vertigo Entertainment,  Kennedy/Marshall Company,  Spyglass Entertainment"
Elektra,7," New Regency Pictures,  Marvel Enterprises,  Regency Enterprises,  Epsilon Motion Pictures, Twentieth Century Fox Film Corporation"
Elf,3," Gold/Miller Productions, New Line Cinema,  Guy Walks into a Bar Productions"
Elizabeth: The Golden Age,25," Working Title Films, Universal Pictures,  StudioCanal"
Elizabethtown,13,"Paramount Pictures,  Vinyl Films,  Cruise/Wagner Productions,  KMP Film Invest"
Ella Enchanted,14,Miramax Films
Elysium,7," Media Rights Capital,  QED International,  Alpha Core, TriStar Pictures,  Sony Pictures Entertainment (SPE)"
Empire State,12," Envision Entertainment Corporation,  Emmett/Furla Films, Grindstone Entertainment Group,  Voltage Pictures,  Cheetah Vision"
Employee of the Month,21,Lionsgate
Enchanted,9," Andalasia Productions, Walt Disney Pictures,  Right Coast Productions,  Josephson Entertainment"
End of Watch,12," Hedge Fund Film Partners,  Knightsbridge Entertainment,  Exclusive Media Group,  Crave Films, Emmett/Furla Films"
Ender's Game,12," Digital Domain,  Odd Lot Entertainment,  Chartoff Productions, Summit Entertainment,  K/O Paper Products"
Endless Love,12," Bluegrass Films,  Fake Empire, Universal Pictures"
Enemy at the Gates,18," Swanford Films,  KC Medien,  Mandalay Pictures, Paramount Pictures,  Little Bird"
Enough,6,Columbia Pictures
Entourage,9," Closest to the Hole Productions, Warner Bros."
Epic,4," Twentieth Century Fox Animation, Blue Sky Studios"
Epic Movie,10," New Regency Pictures,  Paul Schiff Productions, Twentieth Century Fox Film Corporation,  Regency Enterprises"
Equilibrium,11," Blue Tulip Productions, Dimension Films"
Eragon,6," Dune Entertainment, Ingenious Film Partners,  Twentieth Century Fox Film Corporation,  Fox 2000 Pictures,  Major Studio Partners"
Erin Brockovich,15,Jersey Films
Escape Plan,11," Mark Canton Productions,  Atmosphere Entertainment MM, Summit Entertainment,  Emmett/Furla Films,  Envision Entertainment"
Escape from Planet Earth,24,"Rainmaker Entertainment,  Mainframe Entertainment,  The,  Weinstein Company"
Eternal Sunshine of the Spotless Mind,37," This Is That Productions,  Focus Features, Anonymous Content"
EuroTrip,8," Blue Sea Productions, DreamWorks SKG,  The Montecito Picture Company"
Evan Almighty,13," Spyglass Entertainment,  Universal Pictures,  Shady Acres Entertainment, Columbia Pictures,  Original Film"
Everest,7," Working Title Films,  Cross Creek Pictures, Universal Pictures,  Walden Media,  Free State Pictures"
Everything Must Go,18," IM Global, Birdsong Pictures"
Everything is Illuminated,25," Stillking Films,  Warner Independent Pictures (WIP), Big Beach Productions,  Telegraph Films"
Evil Dead,9," FilmDistrict, TriStar Pictures,  Ghost House Pictures"
Evolution,9," Montecito Picture Company, DreamWorks SKG,  Columbia Pictures Corporation,  The"
Ex Machina,10,"DNA Films,  Universal Pictures International (UPI),  Film4"
Exit Wounds,11,"NPV Entertainment,  Warner Bros."
Exodus: Gods and Kings,22," Chernin Entertainment, Scott Free Productions,  Volcano Films,  Babieka"
Extract,7,Miramax Films
Extraordinary Measures,22,"Double Feature Films,  CBS Films"
Extremely Loud & Incredibly Close,33,"Paramount Pictures,  Scott Rudin Productions,  Warner Bros."
Eye in the Sky,14," Moonlighting Films,  Raindog Films, Entertainment One"
Fahrenheit 9/11,15," Fellowship Adventure Group, BIM Distribuzione"
Failure to Launch,17," Failure to Launch Productions, Paramount Pictures,  Scott Rudin Productions"
Fair Game,9,"River Road Entertainment,  Participant Media"
Fantastic Four,14," Constantin Film.,  Moving Picture Company (MPC), Twentieth Century Fox Film Corporation,  Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG, Twentieth Century Fox Film Corporation,  Marv Films,  1492 Pictures,  Marvel Enterprises,  Marvel Entertainment,  Constantin Film Produktion"
Fantastic Mr. Fox,17,"Twentieth Century Fox Film Corporation,  Twentieth Century Fox Animation,  American Empirical Pictures,  Regency Enterprises,  Indian Paintbrush"
Far from Heaven,15,Clear Blue Sky Productions
Fast & Furious,14," Dentsu Inc.,  One Race Productions,  Original Film,  Relativity Media, Universal Pictures"
Fast & Furious 6,16," Dentsu,  Original Film, Universal Pictures,  One Race Productions,  Relativity Media"
Fast Five,9,"Universal Pictures,  One Race Productions,  Original Film"
FearDotCom,10," Franchise Pictures,  ApolloMedia Distribution,  DoRo Fiction Film, Milagro Films,  Signature Pictures"
Femme Fatale,12," Quinta Communications, Epsilon Motion Pictures"
Fever Pitch,11," Wildgaze Films,  Alan Greenspan Productions,  Flower Films (II),  Mars Media Beteiligungs, Fox 2000 Pictures"
Fifty Shades of Grey,20," Trigger Street Productions,  Michael De Luca Productions, Focus Features"
Final Destination,17," Hard Eight Pictures, New Line Cinema,  Zide-Perry Productions"
Final Destination 2,19," Zide-Perry Productions, New Line Cinema"
Final Destination 3,19," Matinee Pictures,  Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,  Zide-Perry Productions,  Hard Eight Pictures, New Line Cinema"
Final Destination 5,19," Parallel Zide,  Practical Pictures, New Line Cinema"
Final Fantasy: The Spirits Within,33," Chris Lee Productions, Columbia Pictures,  Square USA"
Finding Forrester,17," Finding Forrester Productions,  Laurence Mark Productions, Fountainbridge Films,  Columbia Pictures Corporation"
Finding Nemo,12," Disney Enterprises,  Pixar Animation Studios, Walt Disney Pictures"
Finding Neverland,17,"Miramax Films,  Film Colony"
Fire with Fire,14," Cheetah Vision,  Grindstone Entertainment Group,  Mandalay Vision, Industry Entertainment,  Paradox Entertainment"
Firewall,8,"Village Roadshow Pictures,  Thunder Road Pictures,  Beacon Pictures,  Warner Bros.,  Jon Shestack Productions"
Flags of Our Fathers,20,"DreamWorks SKG,  Amblin Entertainment,  Warner Bros.,  Malpaso Productions"
Flight of the Phoenix,21," Aldrich Group,  Optional Pictures,  Davis Entertainment, Twentieth Century Fox Film Corporation"
Flightplan,10," Touchstone Pictures, Imagine Entertainment"
Flushed Away,12,"Aardman Animations,  DreamWorks Animation"
Flyboys,7," Electric Entertainment, Ingenious Film Partners,  Skydance Productions,  Flyboys Films"
Focus,5," Zaftig Films,  RatPac-Dune Entertainment, Kramer & Sigman Films"
Fool's Gold,11,"De Line Pictures,  Warner Bros."
Footloose,9," MTV Films, Spyglass Entertainment"
For Greater Glory - The True Story of Cristiada,47,Dos Corazones
Forgetting Sarah Marshall,25,"Universal Pictures,  Apatow Productions"
Four Brothers,13,"Paramount Pictures,  Di Bonaventura Pictures"
Four Christmases,16," Wild West Picture Show Productions,  Ott Medien,  Spyglass Entertainment, New Line Cinema,  Type A Films"
Foxcatcher,10," Annapurna Pictures,  Media Rights Capital, Likely Story"
Frailty,7,"Cinerenta Medienbeteiligungs KG,  American Entertainment Partners L.P.,  David Kirschner Productions"
Frankenweenie,13,"Walt Disney Pictures,  Tim Burton Animation Company,  Tim Burton Productions"
Freaky Friday,13,Walt Disney Pictures
Fred Claus,10,"Silver Pictures,  Jessie Nelson Productions,  David Dobkin Productions,  Warner Bros."
Freddy vs. Jason,16," Sean S. Cunningham Films,  Avery Pix,  Crystal Lake Entertainment, New Line Cinema,  Cecchi Gori Group Tiger Cinematografica"
Free Birds,10,"Reel FX Creative Studios,  Relativity Media"
Freedom Writers,15,"Double Feature Films,  Jersey Films,  Kernos Filmproduktionsgesellschaft & Company"
Freedomland,11,"Scott Rudin Productions,  Revolution Studios"
Frequency,9,New Line Cinema
Frida,5," Lions Gate Films,  Handprint Entertainment,  Ventanarosa Productions, Miramax Films"
Friday After Next,17,New Line Cinema
Friday Night Lights,19,"Universal Studios,  MDBF Filmgesellschaft mbH & Company KG,  Imagine Entertainment,  Friday Night Lights LLC"
Friday the 13th,15,New Line Cinema
Friends with Benefits,21," Olive Bridge Entertainment, Castle Rock Entertainment,  Screen Gems"
Fright Night,12,Touchstone Pictures
From Hell,9," Underworld Entertainment, Twentieth Century Fox Film Corporation"
From Justin to Kelly,20,20th Century Fox
Frozen,6," Walt Disney Animation Studios, Walt Disney Pictures"
Fun Size,8," Fake Empire,  Nickelodeon Movies, Paramount Pictures,  Anonymous Content"
Fun with Dick and Jane,22,"Imagine Entertainment,  Columbia Pictures Corporation,  JC 23 Entertainment"
Funny Games,11," Kinematograf Wien, Halcyon Pictures"
Funny People,12," Universal Pictures,  Relativity Media,  Apatow Productions,  Happy Madison Productions, Columbia Pictures"
Fur: An Imaginary Portrait of Diane Arbus,41," Edward R. Pressman Film, River Road Entertainment,  Iron Film"
Furious 7,9," One Race Films,  Original Film,  Dentsu, Universal Pictures,  Media Rights Capital"
Furry Vengeance,15," Furry Vengeance Productions, Summit Entertainment,  Imagenation Abu Dhabi FZ,  Participant Media,  Robert Simonds Productions"
Fury,4," LStar Capital,  QED International,  Huayi Brothers Media,  Crave Films, Columbia Pictures"
G-Force,7," Whamaphram Productions,  Jerry Bruckheimer Films, Walt Disney Pictures"
G.I. Joe: The Rise of Cobra,27,"Paramount Pictures,  Spyglass Entertainment,  Kontsept Film Company,  Hasbro,  Di Bonaventura Pictures"
Gamer,5,"Lakeshore Entertainment,  Lionsgate"
Gangs of New York,17," Initial Entertainment Group (IEG),  Alberto Grimaldi Productions, Miramax Films"
Gangster Squad,14," Lin Pictures,  Warner Bros.,  Langley Park Production, Village Roadshow Pictures"
Garfield,8,"Twentieth Century Fox Film Corporation,  Davis Entertainment"
Get Carter,10,"Franchise Pictures,  The Canton Company,  Warner Bros.,  Morgan Creek Productions"
Get Hard,8," Warner Bros., Gary Sanchez Productions"
Get Him to the Greek,20," Relativity Media,  Spyglass Entertainment,  Apatow Productions, Universal Pictures"
Get Rich or Die Tryin',22,"Paramount Pictures,  Cent Productions Inc.,  MTV Films"
Get Smart,9," Atlas Entertainment,  Mosaic Media Group,  Mad Chance,  Warner Bros., Village Roadshow Pictures"
Getaway,7," Signature Pictures, Dark Castle Entertainment,  After Dark Films,  Saints LA,  Silver Reel"
Ghost Rider,11,"Columbia Pictures Corporation,  Crystal Sky Pictures,  Relativity Media,  Marvel Enterprises,  Michael De Luca Productions"
Ghost Rider: Spirit of Vengeance,32," Marvel Entertainment,  Hyde Park Entertainment, Columbia Pictures,  Imagenation Abu Dhabi FZ,  Marvel Knights"
Ghost Ship,10," Warner Bros.,  Dark Castle Entertainment, Village Roadshow Pictures,  NPV Entertainment,  Ghost Ship Films Pty. Ltd."
Ghosts of Mars,14," Storm King Productions, Screen Gems,  Animationwerks"
Ghosts of the Abyss,19," Walden Media,  Earthship Productions, Walt Disney Pictures"
Gigli,5," Casey Silver Productions,  Revolution Studios, City Light Films"
Gladiator,9," Scott Free Productions,  Mill Film, DreamWorks SKG,  Red Wagon Entertainment,  Universal Pictures"
Gnomeo & Juliet,15," Touchstone Pictures, Starz Animation"
Goal!: The Dream Begins,23," Hargitay & Hargitay Pictures in Motion,  Milkshake Films, Touchstone Pictures"
God's Not Dead,14,Pure Flix Entertainment
Gods and Generals,17,"Turner Pictures,  Antietam Filmworks"
Godsend,7," Blue Productions,  Artists Production Group (APG), Lions Gate Films,  2929 Productions"
Godzilla,8," RatPac-Dune Entertainment, Toho Company,  Warner Bros.,  Disruption Entertainment,  Legendary Pictures"
Going the Distance,18,"New Line Cinema,  Offspring Entertainment"
Gone Baby Gone,14,"Miramax Films,  The Ladd Company"
Gone Girl,9," Regency Enterprises,  New Regency Pictures,  TSG Entertainment, Twentieth Century Fox Film Corporation,  Pacific Standard"
Gone In Sixty Seconds,21,"Jerry Bruckheimer Films,  Touchstone Pictures"
Good Luck Chuck,15," Karz Entertainment, Lionsgate"
"Good Night, and Good Luck.",26," Section Eight Productions, Warner Independent Pictures (WIP)"
Goosebumps,10,"Columbia Pictures,  Scholastic Entertainment,  Original Film"
Gosford Park,12,USA Films
Gossip,6,Warner Bros. Pictures
Gothika,7," Dark Castle Entertainment,  Warner Bros., Columbia Pictures Corporation"
Gran Torino,11," Double Nickel Entertainment,  Malpaso Productions,  Gerber Pictures, Village Roadshow Pictures,  Warner Bros."
Gravity,7," Heyday Films,  Esperanto Filmoj, Warner Bros."
Green Lantern,13," DC Entertainment, De Line Pictures,  Warner Bros."
Green Zone,10," Dentsu,  StudioCanal,  Relativity Media,  Working Title Films, Universal Pictures"
Gridiron Gang,13,Columbia Pictures
Grindhouse,10,"Big Talk Productions,  Troublemaker Studios,  Weinstein Company,  Dimension Films,  The,  Yer Dead Productions"
Grown Ups,9,"Columbia Pictures,  Relativity Media,  Happy Madison Productions"
Grown Ups 2,11,"Columbia Pictures,  Sony Pictures Entertainment (SPE),  Happy Madison Productions"
Grudge Match,12," Warner Bros., Gerber Pictures"
Guardians of the Galaxy,23," Moving Picture Company (MPC),  Bulletproof Cupid, Marvel Studios,  Revolution Sun Studios"
Guess Who,9," Regency Enterprises, Columbia Pictures,  3 Arts Entertainment,  Tall Trees Productions"
Gulliver's Travels,18," Dune Entertainment, Twentieth Century Fox Film Corporation,  Davis Entertainment,  Dune Entertainment III"
Hachi: A Dog's Tale,19," Stage 6 Films,  Scion Films,  Hachiko,  Inferno Distribution, Grand Army Entertainment"
Hairspray,9,New Line Cinema
Hall Pass,9," Conundrum Entertainment, New Line Cinema"
Halloween,9," Spectacle Entertainment Group, Dimension Films,  Nightfall Productions"
Halloween II,12,"Dimension Films,  Spectacle Entertainment Group,  Trancas International Films"
Halloween: Resurrection,23,Dimension Films
Hancock,7," Forward Pass,  Overbrook Entertainment, Columbia Pictures,  Relativity Media,  Weed Road Pictures"
Hanging Up,10," Nora Ephron Productions,  Columbia Pictures Corporation,  Global Entertainment Productions GmbH & Company Medien KG, Laurence Mark Productions"
Hanna,5," Neunte Babelsberg Film, Focus Features,  Sechzehnte Babelsberg Film,  Holleran Company,  Focus Features"
Hannah Montana: The Movie,25," Millar Gough Ink, Walt Disney Pictures,  It's a Laugh Productions"
Hannibal,8,"Universal Pictures,  Dino De Laurentiis Company,  Metro-Goldwyn-Mayer (MGM),  Scott Free Productions"
Hannibal Rising,15," Dino De Laurentiis Company,  Quinta Communications, Ingenious Film Partners,  ETIC Films,  Zephyr Films"
Hansel & Gretel: Witch Hunters,30,"Paramount Pictures,  Studio Babelsberg,  Metro-Goldwyn-Mayer (MGM),  Gary Sanchez Productions,  MTV Films"
Happy Feet,10," Kennedy Miller Productions,  Animal Logic,  Kingdom Feature Productions,  Warner Bros., Village Roadshow Pictures"
Happy Feet Two,14," Kennedy Miller Mitchell,  Warner Bros.,  Dr D Studios, Village Roadshow Pictures"
Hardball,8," Nides/McCormick Productions,  Munich Film Partners & Company (MFP) GHS Productions,  GHS Productions KG, Paramount Pictures"
Hardcore Henry,14," Versus Pictures, Bazelevs Production"
Harold & Kumar Escape from Guantanamo Bay,41,New Line Cinema
Harold & Kumar Go to White Castle,33,New Line Cinema
Harry Brown,11," Marv Films, HanWay Films,  UK Film Council"
Harry Potter and the Chamber of Secrets,39,"1492 Pictures,  MIRACLE Productions GmbH & Co. KG,  Heyday Films,  Warner Bros."
Harry Potter and the Deathly Hallows: Part 1,44,"Warner Bros.,  Heyday Films"
Harry Potter and the Deathly Hallows: Part 2,44," Heyday Films, Warner Bros.,  Moving Picture Company (MPC)"
Harry Potter and the Goblet of Fire,35,"Patalex IV Productions Limited,  Heyday Films,  Warner Bros."
Harry Potter and the Half-Blood Prince,38," Heyday Films, Warner Bros."
Harry Potter and the Order of the Phoenix,41," Heyday Films,  Warner Bros., Cool Music,  Harry Potter Publishing Rights"
Harry Potter and the Philosopher's Stone,40," Warner Bros., 1492 Pictures,  Heyday Films"
Harry Potter and the Prisoner of Azkaban,40," Warner Bros.,  Heyday Films,  P of A Productions Limited, 1492 Pictures"
Hart's War,10," Cheyenne Enterprises,  David Ladd Films, David Foster Productions,  Metro-Goldwyn-Mayer (MGM)"
Haywire,7,"Irish Film Board,  Relativity Media"
He's Just Not That Into You,27," Flower Films (II),  Internationale Filmproduktion Blackswan, New Line Cinema"
Head Over Heels,15,Universal Studios
Hearts in Atlantis,18,Castle Rock Entertainment
Heaven is for Real,18,"TriStar Pictures,  Roth Films,  Screen Gems"
Hellboy,7,"Revolution Studios,  Dark Horse Entertainment,  Starlite Films,  Lawrence Gordon Productions"
Hellboy II: The Golden Army,27," Relativity Media,  Dark Horse Entertainment, Universal Pictures,  Mid Atlantic Films,  Lawrence Gordon Productions"
Her,3,Annapurna Pictures
Herbie Fully Loaded,19," Robert Simonds Productions, Walt Disney Pictures"
Hercules,8," Metro-Goldwyn-Mayer (MGM), Paramount Pictures,  Flynn Picture Company,  Radical Studios"
Hereafter,9," Malpaso Productions, Amblin Entertainment,  Warner Bros.,  The,  Kennedy/Marshall Company"
Hidalgo,7,"Casey Silver Productions,  Touchstone Pictures,  Dune Films"
Hide and Seek,13," MBC Beteiligungs Filmproduktion, Twentieth Century Fox Film Corporation,  Fox 2000 Pictures,  Josephson Entertainment"
High Crimes,11," New Regency Pictures,  Monarch Pictures,  Regency Enterprises,  Epsilon Motion Pictures, Twentieth Century Fox Film Corporation"
High Fidelity,13," Touchstone Pictures, Buena Vista"
Highlander: Endgame,19," Dimension Films, Davis-Panzer Productions"
Hitch,5," Overbrook Entertainment, Columbia Pictures Corporation"
Hitman,6," Anka Film,  EuropaCorp, Twentieth Century Fox Film Corporation,  Dune Entertainment,  Daybreak Productions"
Hitman: Agent 47,16," TSG Entertainment, Twentieth Century Fox Film Corporation,  Fox International Productions,  Infinite Frameworks Studios"
Hollow Man,10," Global Entertainment Productions GmbH & Company Medien KG, Columbia Pictures Corporation"
Home,4," DreamWorks Animation, Twentieth Century Fox Film Corporation"
Home on the Range,17," Walt Disney Feature Animation, Walt Disney Pictures"
Homefront,9,"Millennium Films,  Open Road Films"
Honey,5," NuAmerica Entertainment, Universal Pictures,  Marc Platt Productions"
Hoodwinked Too! Hood VS. Evil,29,HW Two
Hoodwinked!,11," Blue Yonder Films,  Kanbar Entertainment, The Weinstein Company"
Hop,3,"Universal Pictures,  Illumination Entertainment"
