original_title,title_length,production_companies
The Lord of the Rings: The Fellowship of the Ring,49,WingNut Films
Due Date,8, Warner Bros.
A Most Violent Year,19, FilmNation Entertainment
Gladiator,9, Mill Film
Pitch Perfect,13,Brownstone Productions
Into the Blue,13, Mandalay Pictures
Coraline,8, Laika Entertainment
Crash,5, Yari Film Group
Dragonfly,9,Universal Pictures
The Punisher,12, VIP 2 Medienfonds
The Last Witch Hunter,21, One Race Films
Conan the Barbarian,19, Millennium Films
The Cabin in the Woods,22, Mutant Enemy Productions
The Spy Next Door,17, Spy Next Door
Big Miracle,11, Working Title Films
Dan in Real Life,16, Focus Features
21 & Over,9, Mandeville Films
Unbreakable,11, Touchstone Pictures
Gran Torino,11, Gerber Pictures
The Iron Lady,13,UK Film Council
Terminator Salvation,20, Wonderland Sound and Vision
Friends with Benefits,21,Castle Rock Entertainment
Bandits,7, Metro-Goldwyn-Mayer (MGM)
Lemony Snicket's A Series of Unfortunate Events,47, Scott Rudin Productions
Everything Must Go,18, IM Global
DodgeBall: A True Underdog Story,32,Twentieth Century Fox Film Corporation
13 Going On 30,14,Columbia Pictures
Monte Carlo,11, DiNovi Pictures
No Country for Old Men,22, Paramount Vantage
Everest,7, Cross Creek Pictures
Sky High,8, Gunn Films
Spy Game,8, Toho-Towa
The Secret of Moonacre,22, UK Film Council
Evan Almighty,13, Spyglass Entertainment
Hanna,5,Focus Features
Space Cowboys,13, Mad Chance
Dreamcatcher,12,Village Roadshow Pictures
The Darkest Hour,16, New Regency Pictures
The Boondock Saints II: All Saints Day,38, Stage 6 Films
"I, Robot",8,Twentieth Century Fox Film Corporation
Ghosts of the Abyss,19, Walden Media
World War Z,11, Apparatus Productions
Son of God,10,Hearst Entertainment Productions
Adventureland,13, Sidney Kimmel Entertainment
Brooklyn's Finest,17, Langley Productions
The Boy in the Striped Pyjamas,30, Heyday Films
Oculus,6, MICA Entertainment
Torque,6, Warner Bros.
Return to Me,12, JLT Productions
I'm Not There.,14,Endgame Entertainment
The Railway Man,15, Lionsgate
Harry Potter and the Philosopher's Stone,40,1492 Pictures
Men in Black 3,14,Amblin Entertainment
Hercules,8, Metro-Goldwyn-Mayer (MGM)
The Twilight Saga: Eclipse,26, Temple Hill Entertainment
Last Vegas,10, CBS Films
The Hurt Locker,15, Grosvenor Park Media Ltd.
The Secret of Moonacre,22, Metropolitan Filmexport
Edge of Tomorrow,16, 3 Arts Entertainment
The Expendables 3,17, LionsGate
Saw 3D,6, Twisted Pictures
Death at a Funeral,18, Screen Gems
Secret Window,13, Pariah Entertainment Group
Mama,4, De Milo
Law Abiding Citizen,19, Evil Twins
Hercules,8,Paramount Pictures
The Great Debaters,18, Marshall Production
Smokin' Aces,12, Scion Films
Devil,5, Media Rights Capital
Paul,4, Relativity Media
The Strangers,13, Vertigo Entertainment
Centurion,9, Canal+
X-Men: Days of Future Past,26, Bad Hat Harry Productions
Munich,6, Alliance Atlantis Communications
Rush,4, Cross Creek Pictures
Zero Dark Thirty,16, Annapurna Pictures
Charlie St. Cloud,17, Marc Platt Productions
Crank: High Voltage,19, Lionsgate
A Cinderella Story,18, Clifford Werber Productions
When a Stranger Calls,21,Davis Entertainment
Austin Powers in Goldmember,27, Eric's Boy
The Apparition,14,StudioCanal
The Rum Diary,13, Infinitum Nihil
The Rite,8, Hungarian National Film Office
Timeline,8, Artists Production Group (APG)
Sparkle,7, Phoenix Pictures
Bride Wars,10, Dune Entertainment III
Never Back Down,15, Baumgarten Management and Productions (BMP)
The Lovely Bones,16, Goldcrest Pictures
Valentine's Day,15, Rice Films
Dirty Dancing: Havana Nights,28,Miramax Films
Solaris,7, Lightstorm Entertainment
The Boxtrolls,13,Laika Entertainment
RoboCop,7,Columbia Pictures
The Lord of the Rings: The Two Towers,37, The Saul Zaentz Company
Sweet November,14,Bel Air Entertainment
Gran Torino,11,Village Roadshow Pictures
The Princess Diaries,20, Bottom of the Ninth Productions
The Wedding Ringer,18,Miramax Films
Notes on a Scandal,18, Ingenious Film Partners
Killer Elite,12, International Traders
The Art of War,14, Warner Bros.
Man of Tai Chi,14, Company Films
The Prince,10, Aperture Entertainment
"Big Mommas: Like Father, Like Son",33, The Collective Studios
42,2,Warner Bros.
About Last Night,16,Screen Gems
Shrek,5, DreamWorks Animation
Mandela: Long Walk to Freedom,29, Videovision Entertainment
Transformers: Revenge of the Fallen,35, Di Bonaventura Pictures
Troy,4, Nimar Studios
Not Another Teen Movie,22, Neal H. Moritz Productions
Need for Speed,14, Touchstone Pictures
Are We There Yet?,17, Revolution Studios
Safe,4,Lawrence Bender Productions
The Phantom of the Opera,24, Warner Bros.
Larry Crowne,12, Playtone Productions
Jobs,4, Silver Reel
Killing Them Softly,19,Plan B Entertainment
The Tourist,11,Spyglass Entertainment
Killer Joe,10, Picture Perfect (I)
Taken 3,7, Canal+
The Score,9, Horseshoe Bay Productions
The Back-Up Plan,16,Escape Artists
The Spirit,10, Dark Lot Entertainment
Drag Me to Hell,15, Ghost House Pictures
The Pianist,11, Heritage Films
Pompeii,7, FilmDistrict
King Kong,9, Big Primate Pictures
Nanny McPhee,12, Studio Canal
In the Valley of Elah,21, Blackfriars Bridge Films
Black Mass,10, Cross Creek Pictures
Jackass Number Two,18,Paramount Pictures
For Greater Glory - The True Story of Cristiada,47,Dos Corazones
Easy A,6, Olive Bridge Entertainment
Eagle Eye,9, KMP Film Invest
You Again,9, Touchstone Pictures
The Host,8, Open Road Films
Mission: Impossible - Ghost Protocol,36, Skydance Productions
Dirty Dancing: Havana Nights,28, Havana Nights LLC
Charlie and the Chocolate Factory,33,Village Roadshow Pictures
Sisters,7,Little Stranger
Hardball,8, Munich Film Partners & Company (MFP) GHS Productions
It's Complicated,16, Waverly Films
The November Man,16, Relativity Media
DodgeBall: A True Underdog Story,32, Mediastream Vierte Film GmbH & Co. Vermarktungs KG
Seeking Justice,15, Aura Film Partnership
Hostel: Part II,15, Screen Gems
Click,5, Happy Madison Productions
R.I.P.D.,8,Universal Pictures
American Dreamz,15,Universal Pictures
Knowing,7,Summit Entertainment
Inside Man,10, Universal Pictures
Cradle 2 the Grave,18,Silver Pictures
A Most Violent Year,19, Washington Square Films
Percy Jackson & the Olympians: The Lightning Thief,50,Ingenious Film Partners
V for Vendetta,14, Virtual Studios
Before the Devil Knows You're Dead,34, Funky Buddha Productions
The Wrestler,12, Wild Bunch
Walk the Line,13, Konrad Pictures
The Transporter,15, EuropaCorp
Rocky Balboa,12, Rogue Marble
Kung Fu Panda,13,DreamWorks Animation
The Next Three Days,19, Hwy61
The Family,10, TF1 Films Production
Defiance,8, Bedford Falls Company
X-Men Origins: Wolverine,24, Donners' Company
Fantastic Four,14, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG
Quills,6, Industry Entertainment
Cosmopolis,10, Alfama Films
Unfaithful,10,Regency Enterprises
Mutant Chronicles,17,Isle of Man Film
The Whole Ten Yards,19, Nine Yards Two Productions
On the Road,11, France 2 CinÃ©ma
American Pie 2,14, Liveplanet
Sucker Punch,12, Cruel and Unusual Films
The Incredible Burt Wonderstone,31, Benderspink
Monte Carlo,11,Dune Entertainment
Burn After Reading,18, Working Title Films
Moonrise Kingdom,16,Scott Rudin Productions
Blood Diamond,13, Warner Bros.
The Cold Light of Day,21, Picture Machine
Boiler Room,11,New Line Cinema
The Bourne Ultimatum,20,Universal Pictures
Traffic,7, The
The Texas Chainsaw Massacre,27, Platinum Dunes
Enchanted,9, Andalasia Productions
The Constant Gardener,21, Focus Features
Belle,5,Isle of Man Film
Defiance,8, Grosvenor Park Productions
Before the Devil Knows You're Dead,34,Capitol Films
Bad Boys II,11,Columbia Pictures Corporation
Trapped,7,Senator Film Produktion
Mystic River,12, Warner Bros.
Mindhunters,11, Intermedia Films
Jurassic World,14, Fuji Television Network
Honey,5,Universal Pictures
Black Christmas,15,Dimension Films
Ã†on Flux,9,Paramount Pictures
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,83, Four By Two Productions
Vertical Limit,14, Global Entertainment Productions GmbH & Company Medien KG
Sweeney Todd: The Demon Barber of Fleet Street,46, Parkes+MacDonald Image Nation
Saving Mr. Banks,16,Walt Disney Pictures
Chicken Run,11, PathÃ©
Final Destination 5,19, Parallel Zide
Armored,7, Farah Films & Management
Spartan,7, Franchise Pictures
The Woman in Black,18, Alliance Films
Spring Breakers,15, Muse Productions
Transporter 3,13, TF1 Films Production
Safe Haven,10,Temple Hill Productions
Non-Stop,8, Canal+
The Incredible Hulk,19,Universal Pictures
Ocean's Thirteen,16,Village Roadshow Pictures
Robin Hood,10, Scott Free Productions
Legend of the Guardians: The Owls of Ga'Hoole,45, Animal Logic
The SpongeBob Movie: Sponge Out of Water,40, Disruption Entertainment
Meet Dave,9, Guy Walks into a Bar Productions
Angels & Demons,15,Columbia Pictures
12 Rounds,9, 20th Century Fox Home Entertainment
Road to Perdition,17, Twentieth Century Fox Film Corporation
Getaway,7, Signature Pictures
The Bad Lieutenant: Port of Call - New Orleans,46, Nu Image Films
Left Behind,11,Stoney Lake Entertainment
Heaven is for Real,18, Screen Gems
House of 1000 Corpses,21,Universal Pictures
Pandorum,8, Constantin Film Produktion
Rocky Balboa,12, Revolution Studios
End of Watch,12, Hedge Fund Film Partners
Happy Feet,10, Kennedy Miller Productions
Garfield,8,Twentieth Century Fox Film Corporation
Diana,5, Filmgate Films
Seventh Son,11,Legendary Pictures
Alexander,9, Warner Bros.
Barnyard,8,Paramount Pictures
Domino,6, Scott Free Productions
The Imitation Game,18, Bristol Automotive
Final Destination 5,19, Practical Pictures
Elf,3, Gold/Miller Productions
The Help,8, Participant Productions
Bride Wars,10, New Regency Pictures
Seven Pounds,12, Relativity Media
Drive Angry,11, Millennium Films
Men in Black 3,14, Imagenation Abu Dhabi FZ
One for the Money,17, Sidney Kimmel Entertainment
Ocean's Thirteen,16, Jerry Weintraub Productions
The Woman in Black,18, Talisman Productions
The Crazies,11,Penn Station Entertainment
Paul,4, Big Talk Productions
Extremely Loud & Incredibly Close,33,Paramount Pictures
Red Planet,10, The Canton Company
The Good German,15, Sunset Gower Studios
The Happening,13, Blinding Edge Pictures
21,2, Relativity Media
Joe Dirt,8,Columbia Pictures
The Interview,13,Columbia TriStar
A Man Apart,11,New Line Cinema
Gravity,7, Esperanto Filmoj
Showtime,8,Village Roadshow Pictures
2 Guns,6, Marc Platt Productions
Paul Blart: Mall Cop,20,Columbia Pictures
Dawn of the Dead,16, Metropolitan Filmexport
Pitch Perfect 2,15, Gold Circle Films
Blue Crush,10, Universal Pictures
Black Mass,10, Head Gear Films
Dawn of the Planet of the Apes,30, Chernin Entertainment
From Justin to Kelly,20,20th Century Fox
The Interpreter,15, StudioCanal
Elizabeth: The Golden Age,25,Universal Pictures
Side Effects,12, Universal
North Country,13, Participant Media
Leap Year,9, Octagon Films
Terminator Salvation,20, The Halcyon Company
Fever Pitch,11, Alan Greenspan Productions
The Hobbit: An Unexpected Journey,33, New Line Cinema
Eragon,6,Ingenious Film Partners
Memoirs of a Geisha,19,DreamWorks SKG
Bridge of Spies,15, Studio Babelsberg
Drive,5, Motel Movies
This Is the End,15, Point Grey Pictures
Down with Love,14, Fox 2000 Pictures
Be Cool,7, Nina Saxon Film Design
The Bourne Legacy,17, Kennedy/Marshall Company
The Lone Ranger,15, Blind Wink Productions
The Ring,8,DreamWorks SKG
Clash of the Titans,19,The Zanuck Company
Need for Speed,14, Electronic Arts
Water for Elephants,19, Dune Entertainment
Promised Land,13, Imagenation Abu Dhabi FZ
Catch and Release,17,Columbia Pictures Corporation
Walk the Line,13,Tree Line Films
Rio 2,5, Twentieth Century Fox Animation
The Life of David Gale,22, Intermedia Films
Resident Evil: Extinction,25, Constantin Film Produktion
The Stepford Wives,18, DreamWorks Pictures
The Devil Wears Prada,21, Peninsula Films
Cloudy with a Chance of Meatballs 2,35, Sony
Saw VI,6, Twisted Pictures
Outlander,9, Rising Star
Death Race,10, Impact Pictures
Babylon A.D.,12,StudioCanal
The Bourne Legacy,17, Captivate Entertainment
The Maze Runner,15, Dayday Films
The Glass House,15,Original Film
The Lone Ranger,15, Jerry Bruckheimer Films
The Last Airbender,18, Nickelodeon Movies
RED,3, DC Entertainment
Blended,7,Happy Madison Productions
Next Friday,11,New Line Cinema
Concussion,10, The Shuman Company
Million Dollar Baby,19, Albert S. Ruddy Productions
Agent Cody Banks 2: Destination London,38,Splendid Pictures
The Grey,8, Inferno Distribution
Seven Psychopaths,17,Blueprint Pictures
The Bourne Supremacy,20,Universal Pictures
Kiss of the Dragon,18,Twentieth Century Fox Film Corporation
Serving Sara,12,Paramount Pictures
Out of the Furnace,18, Energy Entertainment
Extraordinary Measures,22,Double Feature Films
Just Go With It,15, Happy Madison Productions
Grindhouse,10, Weinstein Company
Scary Movie,11, Wayans Bros. Entertainment
The Number 23,13, Firm Films
Grown Ups,9, Relativity Media
The Legend of Zorro,19, Columbia Pictures Corporation
Cursed,6, Kalis Productions GmbH & Co. Zweite KG
The Fifth Estate,16, Reliance Entertainment
The Forgotten,13, Visual Arts Entertainment
The Boy in the Striped Pyjamas,30, BBC Films
Saw IV,6, Twisted Pictures
Juno,4,Fox Searchlight Pictures
The Grey,8, 1984 Private Defense Contractors
Veronica Mars,13,Warner Bros.
Spotlight,9, Open Road Films
Machine Gun Preacher,20, 1984 Private Defense Contractors
Mandela: Long Walk to Freedom,29, Origin Pictures
Muppets Most Wanted,19,Buena Vista
Frida,5, Lions Gate Films
Sweeney Todd: The Demon Barber of Fleet Street,46, The
Ella Enchanted,14,Miramax Films
Pulse,5,Dimension Films
Wrong Turn,10, Stan Winston Studio
Metallica: Through the Never,28, Picturehouse Entertainment
Meet the Fockers,16, Tribeca Productions
Men in Black II,15,Columbia Pictures
Max,3, Warner Bros.
Hide and Seek,13,Twentieth Century Fox Film Corporation
Snitch,6, Exclusive Media Group
"O Brother, Where Art Thou?",26, Studio Canal
Fever Pitch,11, Flower Films (II)
Lo imposible,12,Summit Entertainment
Bedtime Stories,15, Gunn Films
V for Vendetta,14,Studio Babelsberg
Hannibal,8, Dino De Laurentiis Company
Winter's Tale,13, Weed Road Pictures
Spectre,7,Columbia Pictures
Broken City,11, Closest to the Hole Productions
Paycheck,8, DreamWorks SKG
Ghost Ship,10, Warner Bros.
House of 1000 Corpses,21, Spectacle Entertainment Group
Ninja Assassin,14, Silver Pictures
The Bounty Hunter,17, Relativity Media
Man on a Ledge,14, Di Bonaventura Picture
Sin City,8,Dimension Films
My Life in Ruins,16,Fox Searchlight Pictures
True Grit,9, Skydance Productions
Dallas Buyers Club,18, Voltage Pictures
Hart's War,10, David Ladd Films
Queen of the Damned,19,Village Roadshow Pictures
Carnage,7, Canal+
Everest,7,Universal Pictures
Red Riding Hood,15,Appian Way
Wedding Crashers,16, Tapestry Films
The Call,8,TriStar Pictures
Master and Commander: The Far Side of the World,47, Samuel Goldwyn Films
Freddy vs. Jason,16, Avery Pix
Furious 7,9, One Race Films
Bringing Down The House,23, Touchstone Pictures
Rumor Has It...,15, Section Eight
The Transporter,15, Current Entertainment
Boogeyman,9, Senator International
Diana,5, Scope Pictures
The Matador,11,Miramax Films
Godsend,7,Lions Gate Films
How to Train Your Dragon,24, Mad Hatter Entertainment
Interstellar,12, Syncopy
World War Z,11,Paramount Pictures
Under the Skin,14, UK Film Council
Austin Powers in Goldmember,27, Moving Pictures
Now You See Me,14, K/O Paper Products
Wrong Turn,10,Summit Entertainment
Changing Lanes,14,Paramount Pictures
Final Destination 5,19,New Line Cinema
Victor Frankenstein,19,Twentieth Century Fox Film Corporation
Ted 2,5, Media Rights Capital
"You, Me and Dupree",18, MMCB Film Produktion 2004
Under the Skin,14, Nick Wechsler Productions
Project Almanac,15, Insurge Pictures
The Illusionist,15, Bob Yari Productions
The Counselor,13, Scott Free Productions
Nick and Norah's Infinite Playlist,34, Depth of Field
Concussion,10, LStar Capital
Moms' Night Out,15, Pure Flix Entertainment
Lone Survivor,13, Leverage Management
The Curious Case of Benjamin Button,35, Kennedy/Marshall Company
The Possession,14, North Box Productions
The Last Samurai,16, Warner Bros.
The Purge: Anarchy,18, Why Not Productions
Moneyball,9,Columbia Pictures
Need for Speed,14,DreamWorks SKG
Four Christmases,16, Wild West Picture Show Productions
Bridge to Terabithia,20, Hal Lieberman Company
Last Vegas,10, Gidden Media
Ð¡Ñ‚Ð°Ð»Ð¸Ð½Ð³Ñ€Ð°Ð´,20,Art Pictures Studio
Chappie,7, Sony Pictures Entertainment (SPE)
Contagion,9, Imagenation Abu Dhabi FZ
Shark Tale,10, DreamWorks Animation
Blade II,8, Milk & Honey
The Guardian,12,Contrafilm
Traffic,7, Initial Entertainment Group (IEG)
Maze Runner: The Scorch Trials,30, TSG Entertainment
Anchorman 2: The Legend Continues,33, Gary Sanchez Productions
Corpse Bride,12, Warner Bros.
Point Break,11, DMG Entertainment
Dark Blue,9, Cosmic Pictures
Point Break,11, Alcon Entertainment
The Night Before,16, Good Universe
Fire with Fire,14, Grindstone Entertainment Group
Brick Mansions,14, D8
The Best of Me,14,Relativity Media
Delivery Man,12, Touchstone Pictures
Getaway,7,Dark Castle Entertainment
The Transporter,15, Canal+
The Town,8, Thunder Road Pictures
Wanted,6, Kickstart Productions
What Happens in Vegas,21, Regency Enterprises
The Curious Case of Benjamin Button,35, Warner Bros.
Under the Skin,14, Creative Scotland
The Boat That Rocked,20, Studio Canal
Yes Man,7, Warner Bros.
The Punisher,12,Lions Gate Films
Letters from Iwo Jima,21, Warner Bros.
Little Fockers,14, Universal Pictures
The Sorcerer's Apprentice,25, Jerry Bruckheimer Films
Predators,9, Troublemaker Studios
I Am Legend,11, Heyday Films
Flags of Our Fathers,20,DreamWorks SKG
Evil Dead,9,TriStar Pictures
The Pianist,11, Canal+Polska
Cursed,6, Dimension Films
Pitch Black,11,Interscope Communications
Saw III,7, Twisted Pictures
High Crimes,11, New Regency Pictures
Lawless,7, Benaroya Pictures
Murder by Numbers,17, Schroeder Hoffman Productions
Collateral Damage,17,David Foster Productions
Monster House,13, Sony Pictures Entertainment
Reign Over Me,13, Happy Madison Productions
Space Chimps,12, Vanguard Animation
Big Eyes,8,The Weinstein Company
Under the Skin,14, FilmNation Entertainment
Next,4, Revolution Studios
The Descendants,15,Fox Searchlight Pictures
Cinderella Man,14, Imagine Entertainment
Poltergeist,11, Vertigo Entertainment
The Good Shepherd,17, Morgan Creek Productions
Dark Water,10, Post No Bills Films
Unstoppable,11,Twentieth Century Fox Film Corporation
Reno 911!: Miami,16,20th Century Fox
Final Destination 3,19, Hard Eight Pictures
Lucy,4, Canal+
There Will Be Blood,19,Miramax Films
Awake,5, Open City Films
Transformers: Dark of the Moon,30, Di Bonaventura Pictures
The Ghost Writer,16, Runteam Ltd.
Avengers: Age of Ultron,23, Revolution Sun Studios
Out of Time,11, Monarch Pictures
The Iron Lady,13, PathÃ©
Hop,3, Illumination Entertainment
The Perfect Storm,17, Baltimore Spring Creek Productions
Edge of Tomorrow,16, Viz Media
Contagion,9,Double Feature Films
The Bourne Legacy,17,Universal Pictures
Alex & Emma,11, Franchise Pictures
Spectre,7, B24
Sparkle,7, Akil Production Company
The Tourist,11, Italian Tax Credit
Rock the Kasbah,15,Shangri-La Entertainment
A Sound of Thunder,18, Crusader Entertainment
28 Weeks Later,14, Figment Films
Jumping the Broom,17, TDJ Enterprises / New Dimensions Entertainment
The Jungle Book 2,17, Walt Disney Television Animation
The Twilight Saga: Eclipse,26, Imprint Entertainment
New in Town,11, Epidemic Pictures
Live Free or Die Hard,21, Twentieth Century Fox Film Corporation
Cold Mountain,13,Miramax Films
Virgin Territory,16, Red Lion Sarl
My Week with Marilyn,20, The Weinstein Company
Robin Hood,10,Imagine Entertainment
Street Kings,12,Fox Searchlight Pictures
300: Rise of an Empire,22, Hollywood Gang Productions
Mission: Impossible - Rogue Nation,34, China Movie Channel
Dragonfly,9, Kalima Productions GmbH & Co. KG
Gulliver's Travels,18, Dune Entertainment
Big Momma's House 2,19, Epsilon Motion Pictures
Club Dread,10,Fox Searchlight Pictures
The Boy in the Striped Pyjamas,30,Miramax Films
Moonrise Kingdom,16, Moonrise
Pride & Prejudice,17, Working Title Films
Shark Night,11,Incentive Filmed Entertainment
Barnyard,8, Paramount Animation
The Apparition,14, Warner Bros.
X-Men: First Class,18, Twentieth Century Fox Film Corporation
A Mighty Heart,14, Paramount Vantage
Burlesque,9,Bedford Falls Productions
The Lone Ranger,15, Silver Bullet Productions (II)
Soul Surfer,11, Affirm Films
Watchmen,8, DC Comics
Ex Machina,10, Universal Pictures International (UPI)
X2,2,Twentieth Century Fox Film Corporation
Bad Company,11, Touchstone Pictures
Proof,5, Endgame Entertainment
Taken 2,7,Twentieth Century Fox Film Corporation
The Internship,14, TSG Entertainment
Bright Star,11, Screen Australia
Prom,4, Rickshaw Productions
Just My Luck,12,Regency Enterprises
Star Trek Into Darkness,23, Bad Robot
Fantastic Four,14,Twentieth Century Fox Film Corporation
Resident Evil: Afterlife,24, Davis-Films
Phone Booth,11,Fox 2000 Pictures
The Change-Up,13, Big Kid Pictures
New in Town,11, Edmonds Entertainment Group (EEG)
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",62, Walden Media
No Strings Attached,19, Katalyst Films
Clerks II,9, View Askew Productions
88 Minutes,10, Brightlight Pictures
Cats & Dogs,11, Zide-Perry Productions
Australia,9, ScreenWest
District 9,10,WingNut Films
A Perfect Getaway,17, Rogue
The Forbidden Kingdom,21, China Film Co-Production Corporation
It's Complicated,16, Scott Rudin Productions
Unleashed,9,Canal Plus
Moulin Rouge!,13, Twentieth Century Fox Film Corporation
The Amazing Spider-Man 2,24,Columbia Pictures
The Royal Tenenbaums,20,Touchstone Pictures
The Men Who Stare at Goats,26, Smoke House
Planet of the Apes,18,Twentieth Century Fox Film Corporation
Dark Blue,9,United Artists
Bad Company,11, Stillking Films
Bridge to Terabithia,20,Walden Media
Dallas Buyers Club,18,Universal Studios
Wrath of the Titans,19, Thunder Road Pictures
Saving Mr. Banks,16, BBC Films
Big Fat Liar,12,Universal Pictures
Nanny McPhee and the Big Bang,29,Universal Pictures
Sex Tape,8, Media Rights Capital
Minority Report,15, Twentieth Century Fox Film Corporation
Hannibal Rising,15, Quinta Communications
War Horse,9, Reliance Entertainment
Water for Elephants,19, Big Screen Productions
Spartan,7, Signature Pictures
Jay and Silent Bob Strike Back,30, View Askew Productions
Elektra,7, New Regency Pictures
Step Up 2: The Streets,22, Touchstone Pictures
Akeelah and the Bee,19, Out of the Blue... Entertainment
Atonement,9,Universal Pictures
3000 Miles to Graceland,23, Morgan Creek Productions
Swimming Pool,13, Canal Plus
Hereafter,9, Malpaso Productions
Point Break,11, Ehman Productions
Lady in the Water,17, Blinding Edge Pictures
Avengers: Age of Ultron,23, Prime Focus
Bridget Jones's Diary,21, Universal Pictures
The Fast and the Furious,24, Mediastream Film GmbH & Co. Productions KG
Horrible Bosses 2,17,New Line Cinema
Big Momma's House 2,19, Firm Films
The Devil Wears Prada,21, Dune Entertainment
Showtime,8, Warner Bros.
Crazy Heart,11, Informant Media
Superhero Movie,15,Dimension Films
Identity,8, Columbia Pictures Corporation
Eternal Sunshine of the Spotless Mind,37, Focus Features
Anger Management,16, Happy Madison Productions
What Happens in Vegas,21, Mosaic Media Group
The Skulls,10, Cranium Films
22 Jump Street,14, Media Rights Capital
Australia,9, Dune Entertainment III
Capote,6,Sony Pictures Classics
Are We There Yet?,17,Columbia Pictures
All the King's Men,18, Relativity Media
Sunshine,8, Ingenious Film Partners
"I, Frankenstein",15, Lionsgate
Defiance,8, The
The Last Witch Hunter,21, Atmosphere Entertainment MM
Blood Ties,10, LGM Productions
The Others,10, Canal Plus
The Chronicles of Narnia: Prince Caspian,40, Stillking Films
The Bourne Ultimatum,20, The Kennedy/Marshall Company
Cop Out,7,Warner Bros.
A Scanner Darkly,16, Warner Independent Pictures (WIP)
The Big Bounce,14, Material
Chocolat,8, Fat Free
The Patriot,11, Columbia Pictures Corporation
Jack the Giant Slayer,21, Big Kid Pictures
Sucker Punch,12, Warner Bros.
Collateral,10, Edge City
Chappie,7, Alpha Core
Priest,6, TOKYOPOP
White Chicks,12, Revolution Studios
A Serious Man,13,Mike Zoss Productions
Hancock,7,Columbia Pictures
Interstellar,12, Warner Bros.
Mulholland Drive,16, The Picture Factory
How to Lose a Guy in 10 Days,28,Paramount Pictures
K-19: The Widowmaker,20,Paramount Pictures
Auto Focus,10, Good Machine
Why Did I Get Married Too?,26, The Tyler Perry Company
State of Play,13, StudioCanal
Chicago,7, Storyline Entertainment
Piranha 3DD,11, Mark Canton Productions
The Debt,8, Marv Films
J. Edgar,8, Malpaso Productions
The Lorax,9, Illumination Entertainment
Ratatouille,11, Pixar Animation Studios
The Informant!,14, Warner Bros.
Underworld: Rise of the Lycans,30, Screen Gems
16 Blocks,9, Nu Image Entertainment GmbH
True Grit,9, Scott Rudin Productions
The Danish Girl,15, Working Title Films
Harry Potter and the Deathly Hallows: Part 1,44,Warner Bros.
The Transporter Refueled,24,EuropaCorp
Sideways,8, Sideways Productions Inc.
Pirates of the Caribbean: The Curse of the Black Pearl,54, Jerry Bruckheimer Films
Daddy Day Care,14, Revolution Studios
Invictus,8, Revelations Entertainment
Boat Trip,9, Artisan Entertainment
Wanted,6, Marc Platt Productions
Solitary Man,12,Smartest Man Productions
The Last Airbender,18, The
The Rover,9, Blue-Tongue Films
Bright Star,11, PathÃ© Renn Productions
Apocalypto,10, Touchstone Pictures
We Own the Night,16, 2929 Productions
Disturbia,9, DreamWorks SKG
Sabotage,8, Albert S. Ruddy Productions
Halloween II,12, Spectacle Entertainment Group
Taken,5,Twentieth Century Fox Film Corporation
Mandela: Long Walk to Freedom,29, Film Afrika Worldwide
Get Him to the Greek,20, Spyglass Entertainment
The Core,8, LivePlanet
Black Snake Moan,16,Paramount Classics
King Arthur,11, Green Hills Productions
Avatar,6, Twentieth Century Fox Film Corporation
Insomnia,8, Alcon Entertainment
A Thousand Words,16, Saturn Films
Insomnia,8,Section Eight
The Big Short,13, Plan B Entertainment
Cowboys & Aliens,16, Reliance Entertainment
Grudge Match,12, Warner Bros.
30 Days of Night,16, HorrorFlix
Dungeons & Dragons,18, Silver Pictures
The Heartbreak Kid,18, DreamWorks Pictures
The Day After Tomorrow,22, Mel's Cite du Cinema
Halloween: Resurrection,23,Dimension Films
End of Watch,12, Knightsbridge Entertainment
Running Scared,14, True Grit Productions
This Is Where I Leave You,25,Spring Creek Productions
Magic Mike XXL,14, Iron Horse Entertainment (II)
The Fault in Our Stars,22,Fox 2000 Pictures
Eagle Eye,9,DreamWorks SKG
Cars 2,6, Pixar Animation Studios
Black Mass,10, Free State Pictures
Cold Mountain,13, Castel Film Romania
Eye in the Sky,14, Moonlighting Films
Spy,3, Feigco Entertainment
Rush Hour 3,11,New Line Cinema
RockNRolla,10, Warner Bros.
Deux frÃ¨res,12, TF1 Films Production
The Terminal,12,DreamWorks SKG
Riddick,7, Radar Pictures
Grudge Match,12,Gerber Pictures
The Fourth Kind,15, Focus Films
Sideways,8,Fox Searchlight Pictures
Life as We Know It,18, Gold Circle Films
Beastly,7, Storefront Films
Lara Croft: Tomb Raider,23,Paramount Pictures
Stay Alive,10,Spyglass Entertainment
Gangster Squad,14,Village Roadshow Pictures
This Must Be the Place,22, Medusa Film
Cast Away,9, Playtone
Undisputed,10,Miramax Films
The Life of David Gale,22,Universal Pictures
All About Steve,15,Dune Entertainment
Evan Almighty,13, Universal Pictures
Planet of the Apes,18, Zanuck Company
The Jungle Book 2,17,Walt Disney Pictures
The League of Extraordinary Gentlemen,37, International Production Company
Ender's Game,12, Chartoff Productions
Dark Water,10,Vertigo Entertainment
Smart People,12, Groundswell Productions
