popularity,release_date,title,year,imdb_id,runtime,genre,imdb_rating,votes,gross_us,month
6.949,12/16/1979,All That Jazz,1979,78754,123, Music,7.9,28334,37.82,12
91.19200000000001,10/4/2017,Blade Runner 2049,2017,1856101,164,Action,8.0,464845,92.05,10
28.538,4/23/2004,Man on Fire,2004,328107,146, Crime,7.7,330624,77.91,4
14.637,5/27/1994,Three Colors: Red,1994,111495,99,Drama,8.1,91380,4.04,5
20.504,6/17/2019,Portrait of a Lady on Fire,2019,8613070,122, Romance,8.1,64854,3.76,6
13.655,4/7/1993,The Sandlot,1993,108037,101, Drama,7.8,79225,32.42,4
25.978,4/7/2016,The Jungle Book,1967,61852,78,Animation,7.6,166957,141.84,4
10.947000000000001,5/25/1979,Stalker,1979,79944,162, Sci-Fi,8.2,117713,0.23,5
9.606,12/10/1992,The Muppet Christmas Carol,1992,104940,85, Drama,7.7,50419,27.28,12
24.713,12/28/2001,Black Hawk Down,2001,265086,144, History,7.7,365186,108.64,12
38.677,9/17/2015,Sicario,2015,3397884,121, Drama,7.6,373067,46.89,9
19.849,11/2/2007,American Gangster,2007,765429,157,Biography,7.8,393795,130.16,11
12.03,12/13/1973,Papillon,1973,70511,151, Crime,8.0,121899,53.27,12
14.92,12/11/1992,A Few Good Men,1992,104257,138, Thriller,7.7,236310,141.34,12
22.655,7/29/2015,The Little Prince,2015,1754656,108,Animation,7.7,56956,1.34,7
21.718000000000004,12/2/1988,The Naked Gun: From the Files of Police Squad!,1988,95705,85, Crime,7.6,153506,78.76,12
13.282,8/13/2009,The Secret in Their Eyes,2009,1305806,129,Drama,8.2,194013,6.39,8
11.299000000000001,12/25/2015,A Man Called Ove,2015,4080728,116, Drama,7.7,47769,3.36,12
4.976,8/26/2010,In a Better World,2010,1340107,118,Drama,7.6,38550,1.01,8
40.998999999999995,10/1/2014,Gone Girl,2014,2267998,149,Drama,8.1,864080,167.77,10
12.177,9/13/1985,After Hours,1985,88680,97,Comedy,7.7,60101,10.6,9
104.007,7/7/2009,Harry Potter and the Half-Blood Prince,2009,417741,153,Action,7.6,477024,301.96,7
14.397,2/24/2006,Lucky Number Slevin,2006,425210,110, Drama,7.7,299936,22.49,2
15.694,12/10/1999,Magnolia,1999,175880,188,Drama,8.0,290567,22.46,12
9.728,5/17/1987,Wings of Desire,1987,93191,128, Fantasy,8.0,65061,3.33,5
62.85,12/13/2014,Kingsman: The Secret Service,2014,2802144,129, Adventure,7.7,592071,128.26,12
14.048,3/16/1960,Breathless,1960,53472,90,Crime,7.8,73541,0.34,3
12.306,6/19/1998,The Celebration,1998,154420,105,Drama,8.0,78674,1.65,6
18.284000000000002,11/6/2015,Spotlight,2015,1895587,129, Crime,8.1,422485,45.06,11
15.843,12/15/1939,Gone with the Wind,1939,31381,238,Drama,8.1,291071,198.68,12
42.67100000000001,12/7/2006,Apocalypto,2006,472043,139,Action,7.8,291741,50.87,12
7.457999999999999,12/29/2003,Tokyo Godfathers,2003,388473,92, Adventure,7.8,31874,0.13,12
10.788,12/19/1979,Kramer vs. Kramer,1979,79417,105,Drama,7.8,133886,106.26,12
7.452999999999999,11/9/2005,Joyeux Noel,2005,424205,116, Music,7.7,28046,1.05,11
26.678,8/17/2016,Ben-Hur,1959,52618,212,Adventure,8.1,220164,74.7,8
21.412,8/11/2017,Naked,1993,107653,132,Comedy,7.8,34789,1.77,8
35.653,11/1/2019,The Irishman,2019,1302006,209, Crime,7.9,327815,7.0,11
12.940999999999999,9/12/1997,The Game,1997,119174,129, Mystery,7.8,346409,48.32,9
15.419,5/25/1975,Monty Python and the Holy Grail,1975,71853,91, Fantasy,8.2,502250,1.23,5
10.027999999999999,7/22/1948,The Red Shoes,1948,40725,135, Music,8.1,31089,10.9,7
15.14,7/14/1982,Pink Floyd: The Wall,1982,84503,95, Music,8.1,76287,22.24,7
17.352,8/4/2010,The Man from Nowhere,2010,1527788,119, Crime,7.8,63158,0.01,8
12.523,5/20/2004,Mysterious Skin,2004,370986,105,Drama,7.6,66050,0.7,5
15.113,9/14/2007,Eastern Promises,2007,765443,100, Drama,7.6,228461,17.11,9
13.647,10/21/1964,My Fair Lady,1964,58385,170,Drama,7.8,86808,72.0,10
7.499,5/16/1968,The Odd Couple,1968,63374,105,Comedy,7.7,31689,44.53,5
7.27,11/20/1998,Central Station,1998,140888,110,Drama,8.0,36554,5.6,11
51.533,6/28/2017,Baby Driver,2017,3890160,113, Crime,7.6,442137,107.83,6
17.022000000000002,9/11/2007,Into the Wild,2007,758758,148, Drama,8.1,575139,18.35,9
418.789,10/2/2019,Joker,2019,7286456,122, Thriller,8.4,950919,335.45,10
46.266999999999996,4/12/2017,Gifted,2017,4481414,101,Drama,7.6,100292,24.8,4
54.282,7/20/2001,Spirited Away,2001,245429,125, Adventure,8.6,655442,10.06,7
11.571,6/27/2007,Persepolis,2007,808417,96,Animation,8.0,88868,4.45,6
25.461,6/22/1960,Psycho,1960,54215,109, Mystery,8.5,606660,32.0,6
66.327,7/16/2008,The Dark Knight,2008,468569,152, Crime,9.0,2312777,534.86,7
12.65,10/9/1971,The French Connection,1971,67116,104, Crime,7.7,110510,15.63,10
12.449000000000002,2/26/1993,Falling Down,1993,106856,113,Crime,7.6,172322,40.9,2
25.461,6/22/1960,Psycho,1960,54215,109,Horror,8.5,606660,32.0,6
10.77,5/15/1973,The Day of the Jackal,1973,69947,143,Crime,7.8,37620,16.06,5
12.162,1/21/1921,The Kid,1921,12349,68, Drama,8.3,114056,5.45,1
15.277000000000001,10/15/2015,Bridge of Spies,2015,3682448,142, History,7.6,288744,72.31,10
11.42,2/9/2003,Good Bye Lenin!,2003,301357,121, Romance,7.7,138284,4.06,2
17.929000000000002,4/25/2001,Amélie,2001,211915,122, Romance,8.3,705929,33.23,4
47.729,7/14/2016,Ghostbusters,1984,87332,105, Comedy,7.8,356413,238.63,7
17.768,6/16/2000,Amores Perros,2000,245712,154, Thriller,8.1,224396,5.38,6
14.003,12/11/1988,Rain Man,1988,95953,133,Drama,8.0,474374,178.8,12
8.484,4/15/2005,Adam's Apples,2005,418455,94, Crime,7.8,45885,0.0,4
17.351,9/25/1992,The Last of the Mohicans,1992,104691,112, Adventure,7.7,151353,75.51,9
13.665999999999999,9/8/2004,Downfall,2004,363163,156, History,8.2,332381,5.51,9
16.296,12/23/2009,3 Idiots,2009,1187043,170, Drama,8.4,346126,6.53,12
8.912,12/20/1991,Raise the Red Lantern,1991,101640,125,Drama,8.1,29766,2.6,12
17.929000000000002,4/25/2001,Amélie,2001,211915,122,Comedy,8.3,705929,33.23,4
18.582,12/22/1993,Philadelphia,1993,107818,125,Drama,7.7,225005,77.32,12
27.980999999999998,6/25/1982,Blade Runner,1982,83658,117,Action,8.1,696121,32.87,6
15.199000000000002,4/14/1960,The Magnificent Seven,1960,54047,128,Action,7.7,87926,4.91,4
18.072,5/17/2000,Dancer in the Dark,2000,168629,140,Crime,8.0,102608,4.18,5
18.381,6/22/2017,Loving Vincent,2017,3262342,94, Crime,7.8,51077,6.74,6
8.037,4/13/1955,Rififi,1955,48021,118, Drama,8.1,29143,0.06,4
21.701999999999998,3/30/1990,Dances with Wolves,1990,99348,181,Adventure,8.0,241089,184.21,3
20.02,8/6/2010,Flipped,2010,817177,90, Romance,7.7,81696,1.75,8
12.604000000000001,4/21/1928,The Passion of Joan of Arc,1928,19254,114, History,8.1,48060,0.02,4
17.792,5/28/1958,Vertigo,1958,52357,128, Thriller,8.3,365929,3.2,5
9.117,4/11/1995,Underground,1995,114787,167, Fantasy,8.1,55352,0.17,4
13.645,8/21/2014,Wild Tales,2014,3011894,122, Thriller,8.1,178119,3.11,8
8.603,6/24/2016,The Salesman,2016,5186714,124,Drama,7.8,51673,2.4,6
10.373,6/10/1959,Hiroshima Mon Amour,1959,52893,90,Drama,7.9,28555,0.09,6
24.116999999999997,10/30/1998,American History X,1998,120586,119,Drama,8.5,1037979,6.72,10
11.706,5/28/2009,Mother,2009,1216496,129, Drama,7.8,53346,0.55,5
18.456,11/10/2017,"Three Billboards Outside Ebbing, Missouri",2017,5027774,115,Comedy,8.1,436163,54.51,11
26.107,7/12/1997,Princess Mononoke,1997,119698,134, Adventure,8.4,345229,2.38,7
12.91,2/27/2009,The Girl with the Dragon Tattoo,2011,1568346,158, Mystery,7.8,424947,102.52,2
12.923,6/15/1967,The Dirty Dozen,1967,61578,150,Action,7.7,67338,45.3,6
14.965,2/9/2004,The Machinist,2004,361862,101,Drama,7.7,359641,1.08,2
22.938000000000002,8/6/1993,The Fugitive,1993,106977,130, Drama,7.8,268497,183.88,8
11.472000000000001,3/17/1989,Leviathan,2014,2802154,140,Crime,7.6,49601,1.09,3
20.112000000000002,1/24/2019,Serenity,2005,379786,119, Sci-Fi,7.8,283761,25.51,1
10.027999999999999,7/22/1948,The Red Shoes,1948,40725,135, Romance,8.1,31089,10.9,7
35.205999999999996,9/22/2017,Only the Brave,2017,3829920,134, Biography,7.6,58818,18.34,9
47.729,7/14/2016,Ghostbusters,1984,87332,105, Fantasy,7.8,356413,238.63,7
27.885,10/1/2010,The Social Network,2010,1285016,120,Biography,7.7,627889,96.96,10
17.201,4/4/2001,Blow,2001,221027,124,Biography,7.6,241367,52.99,4
85.852,12/25/2019,1917,2019,8579674,119,Drama,8.3,434617,159.23,12
10.540999999999999,12/1/1981,On Golden Pond,1981,82846,109,Drama,7.6,27750,119.29,12
15.507,12/9/2008,Gran Torino,2008,1205489,116,Drama,8.1,722544,148.1,12
87.279,6/18/1998,Mulan,1998,120762,88, Family,7.6,257887,120.62,6
104.916,8/18/2016,Kubo and the Two Strings,2016,4302938,101, Adventure,7.8,118434,48.02,8
12.729000000000001,12/19/1997,Open Your Eyes,1997,125659,119,Drama,7.7,64230,0.37,12
32.488,8/6/1999,The Sixth Sense,1999,167404,107, Mystery,8.1,914124,293.51,8
23.679000000000002,5/5/2013,Star Trek Into Darkness,2013,1408101,132, Adventure,7.7,463866,228.78,5
21.799,2/10/2004,Kung Fu Hustle,2004,373074,99, Fantasy,7.7,127630,17.11,2
36.729,5/25/1979,Alien,1979,78748,117,Horror,8.4,790850,78.9,5
9.788,3/7/2001,The Experiment,2001,250258,120, Thriller,7.7,90952,0.14,3
15.213,9/13/2005,Walk the Line,2005,358273,136,Biography,7.8,234879,119.52,9
12.584000000000001,6/2/2005,Cinderella Man,2005,352248,144, History,8.0,176588,61.65,6
91.80799999999999,10/17/2010,Harry Potter and the Deathly Hallows: Part 1,2010,926084,146,Adventure,7.7,481336,295.98,10
17.201,4/4/2001,Blow,2001,221027,124, Drama,7.6,241367,52.99,4
12.335,6/14/1989,Do the Right Thing,1989,97216,120,Comedy,8.0,90155,27.55,6
9.401,3/13/1992,My Cousin Vinny,1992,104952,120,Comedy,7.6,107735,52.93,3
31.026,2/24/2017,Get Out,2017,5052448,104,Horror,7.7,495971,176.04,2
9.965,1/22/1999,The Boondock Saints,1999,144117,108,Action,7.8,227494,0.03,1
21.816999999999997,4/13/2000,American Psycho,2000,144084,101,Comedy,7.6,493812,15.07,4
15.78,2/23/1996,Trainspotting,1996,117951,93,Drama,8.1,636488,16.5,2
15.94,1/1/2003,Saw,2004,387564,103, Thriller,7.6,380061,56.0,1
15.814,2/27/1998,Dark City,1998,118929,100,Mystery,7.6,188308,14.38,2
87.279,6/18/1998,Mulan,1998,120762,88, Adventure,7.6,257887,120.62,6
15.894,12/19/1997,As Good as It Gets,1997,119822,139,Comedy,7.7,276625,148.48,12
17.792,5/28/1958,Vertigo,1958,52357,128,Mystery,8.3,365929,3.2,5
20.391,9/7/1997,Gattaca,1997,119177,106, Thriller,7.8,281579,12.34,9
6.412000000000001,10/7/1987,Au Revoir les Enfants,1987,92593,104,Drama,8.0,31270,4.54,10
14.364,8/1/1991,Barton Fink,1991,101410,116, Drama,7.7,113545,6.15,8
13.14,10/12/2005,The World's Fastest Indian,2005,412080,127,Biography,7.8,52067,5.13,10
13.937000000000001,12/25/1973,The Sting,1973,70735,129, Crime,8.3,242352,159.6,12
13.665999999999999,9/8/2004,Downfall,2004,363163,156, Drama,8.2,332381,5.51,9
163.5,11/13/2019,Ford v Ferrari,2019,1950186,152,Action,8.1,295983,117.62,11
12.869000000000002,10/28/1998,The Legend of 1900,1998,120731,169,Drama,8.1,59208,0.26,10
38.768,11/20/2009,The Blind Side,2009,878804,129,Biography,7.6,294479,255.96,11
11.136,6/27/1951,Strangers on a Train,1951,44079,101, Film-Noir,7.9,123640,7.63,6
28.189,10/12/2011,The Thing,1982,84787,109, Sci-Fi,8.1,372672,13.78,10
16.834,6/22/1967,Cool Hand Luke,1967,61512,127, Drama,8.1,162599,16.22,6
12.382,8/2/1967,In the Heat of the Night,1967,61811,110, Mystery,7.9,68075,24.38,8
16.755,3/5/1998,The Thin Red Line,1998,120863,170,Drama,7.6,173275,36.4,3
38.569,9/14/2016,The Magnificent Seven,1960,54047,128, Adventure,7.7,87926,4.91,9
17.377,2/14/2007,Hot Fuzz,2007,425112,121, Comedy,7.8,464742,23.64,2
21.455,11/21/2003,Oldboy,2003,364569,120,Action,8.4,517789,0.71,11
11.557,3/3/1998,Run Lola Run,1998,130827,80,Crime,7.6,188676,7.27,3
18.153,8/12/2016,Hell or High Water,2016,2582782,102,Action,7.6,205055,26.86,8
12.219000000000001,4/4/1976,All the President's Men,1976,74119,138,Biography,7.9,103676,70.6,4
11.033,11/18/1983,A Christmas Story,1983,85334,93,Comedy,7.9,133172,20.61,11
14.247,2/5/1960,La Dolce Vita,1960,53779,174, Drama,8.0,66867,19.52,2
18.438,10/16/2015,Room,2015,3170832,118,Drama,8.1,373803,14.68,10
27.598000000000003,11/30/1993,Schindler's List,1993,108052,195, History,8.9,1218144,96.9,11
85.14399999999999,4/30/2008,Iron Man,2008,371746,126, Sci-Fi,7.9,943286,318.41,4
14.339,9/21/1975,Dog Day Afternoon,1975,72890,125, Crime,8.0,236463,50.0,9
13.485999999999999,9/21/2013,Nebraska,2013,1821549,115,Adventure,7.7,112608,17.65,9
26.94,11/16/2018,Green Book,2018,6966692,130,Biography,8.2,383880,85.08,11
13.66,10/12/2007,Sleuth,1972,69281,138,Mystery,8.0,44842,4.08,10
15.064,6/30/1995,Apollo 13,1995,112384,140,Adventure,7.6,270306,173.84,6
11.638,3/19/1959,Some Like It Hot,1959,53291,121, Music,8.2,244899,25.0,3
308.244,4/25/2018,Avengers: Infinity War,2018,4154756,149,Action,8.4,841860,678.82,4
10.014,4/19/1977,Annie Hall,1977,75686,93,Comedy,8.0,252346,39.2,4
36.192,8/27/1964,Mary Poppins,1964,58331,139, Family,7.8,158578,102.27,8
42.871,10/10/2014,Whiplash,2014,2582802,106, Music,8.5,721830,13.09,10
31.634,5/2/1997,The Fifth Element,1997,119116,126, Adventure,7.7,435317,63.54,5
17.028,10/7/1997,Boogie Nights,1997,118749,155,Drama,7.9,240375,26.4,10
17.779,12/25/1993,Tombstone,1993,108358,130,Action,7.8,127299,56.51,12
40.944,11/19/2004,Howl's Moving Castle,2004,347149,119, Adventure,8.2,336275,4.71,11
21.214000000000002,11/23/2016,Moana,2016,3521164,107,Animation,7.6,274563,248.76,11
11.571,6/27/2007,Persepolis,2007,808417,96, Drama,8.0,88868,4.45,6
15.288,9/6/1984,Amadeus,1984,86879,160, History,8.3,370295,51.97,9
104.916,8/18/2016,Kubo and the Two Strings,2016,4302938,101, Action,7.8,118434,48.02,8
45.949,6/26/2014,Dawn of the Planet of the Apes,2014,2103281,130,Action,7.6,412417,208.55,6
14.434000000000001,9/7/2017,Papillon,1973,70511,151, Drama,8.0,121899,53.27,9
79.017,2/28/2017,Logan,2017,3315342,137, Drama,8.1,651202,226.28,2
11.790999999999999,3/31/2016,Hunt for the Wilderpeople,2016,4698684,101, Comedy,7.9,112324,5.2,3
14.331,2/6/1927,Metropolis,1927,17136,153,Drama,8.3,160671,1.24,2
15.828,9/16/1981,Das Boot,1981,82096,149, Drama,8.3,232728,11.49,9
21.629,3/17/2004,The Chorus,2004,372824,97,Drama,7.9,57599,3.64,3
91.19200000000001,10/4/2017,Blade Runner 2049,2017,1856101,164, Drama,8.0,464845,92.05,10
32.991,5/27/2014,Edge of Tomorrow,2014,1631867,113, Sci-Fi,7.9,602074,100.21,5
11.192,11/26/1987,"Planes, Trains and Automobiles",1987,93748,93,Comedy,7.6,125167,49.53,11
85.611,10/30/1999,Toy Story 2,1999,120363,92, Adventure,7.9,529319,245.85,10
8.886000000000001,6/15/2001,Lagaan: Once Upon a Time in India,2001,169102,224, Sport,8.1,105356,0.07,6
11.457,9/19/2003,"Spring, Summer, Fall, Winter... and Spring",2003,374546,103,Drama,8.0,77724,2.38,9
10.882,9/9/1993,True Romance,1993,108399,119,Crime,7.9,207640,12.28,9
33.31,5/6/2009,Star Trek,2009,796366,127, Sci-Fi,7.9,578198,257.73,5
18.186,10/18/2013,12 Years a Slave,2013,2024544,134, History,8.1,643236,56.67,10
13.325999999999999,5/23/2007,The Diving Bell and the Butterfly,2007,401383,112,Biography,8.0,103476,5.99,5
18.977,11/22/1995,Casino,1995,112641,178,Crime,8.2,468468,42.44,11
13.14,10/12/2005,The World's Fastest Indian,2005,412080,127, Drama,7.8,52067,5.13,10
59.27,2/11/2016,Zootopia,2016,2948356,108,Animation,8.0,436017,341.27,2
12.134,2/10/2004,Before Sunset,2004,381681,80, Romance,8.1,237492,5.82,2
32.652,11/14/2014,The Imitation Game,2014,2084970,114, Thriller,8.0,688286,91.13,11
12.722000000000001,12/12/2002,Infernal Affairs,2002,338564,101, Drama,8.0,118062,0.17,12
37.141999999999996,6/12/1987,Predator,1987,93773,107, Sci-Fi,7.8,372517,59.74,6
10.12,6/11/2003,The Triplets of Belleville,2003,286244,80, Drama,7.8,50688,7.0,6
17.651,10/11/2012,Argo,2012,1024648,120, Thriller,7.7,574178,136.03,10
16.276,9/6/2014,Song of the Sea,2014,1865505,93, Drama,8.1,52056,0.86,9
11.386,6/14/1944,Double Indemnity,1944,36775,107, Drama,8.3,144173,5.72,6
17.826,2/7/1968,Planet of the Apes,1968,63442,112,Adventure,8.0,165487,33.4,2
18.011,9/15/2000,Almost Famous,2000,181875,122, Comedy,7.9,253459,32.53,9
18.153,8/12/2016,Hell or High Water,2016,2582782,102, Drama,7.6,205055,26.86,8
25.57,10/26/2001,Donnie Darko,2001,246578,113, Sci-Fi,8.0,742114,1.48,10
11.675999999999998,9/20/1986,Down by Law,1986,90967,107,Comedy,7.8,47991,1.44,9
31.683000000000003,10/10/2003,Kill Bill: Vol. 1,2003,266697,111,Action,8.1,1004428,70.1,10
25.607,6/1/2016,The Handmaiden,2016,4016934,145, Thriller,8.1,115060,2.01,6
12.34,6/22/1954,On the Waterfront,1954,47296,108,Crime,8.1,142663,9.6,6
90.641,10/7/2016,Hacksaw Ridge,2016,2119532,139, History,8.1,438861,67.21,10
31.211,1/26/2006,Blood Diamond,2006,450259,143,Adventure,8.0,501128,57.37,1
15.067,12/17/2010,The Fighter,2010,964517,116, Drama,7.8,341821,93.62,12
18.99,10/23/2009,Fantastic Mr. Fox,2009,432283,87, Comedy,7.9,201051,21.0,10
11.21,8/23/1946,The Big Sleep,1946,38355,114,Crime,7.9,78982,6.54,8
9.946,9/27/1994,Ed Wood,1994,109707,127, Comedy,7.8,165223,5.89,9
14.511,1/25/1970,Patton,1970,66206,172, War,7.9,93939,61.7,1
11.794,2/6/2004,The Motorcycle Diaries,2004,318462,126, Drama,7.8,96893,16.76,2
21.455,11/21/2003,Oldboy,2003,364569,120, Drama,8.4,517789,0.71,11
61.926,11/24/2010,Tangled,2010,398286,100, Adventure,7.7,407322,200.82,11
10.725,9/4/2010,Incendies,2010,1255953,131,Drama,8.3,151164,6.86,9
20.814,12/14/2011,The Girl with the Dragon Tattoo,2009,1132620,152, Drama,7.8,209325,10.1,12
8.026,9/14/1993,Naked,1993,107653,132,Comedy,7.8,34789,1.77,9
27.993000000000002,12/19/1971,A Clockwork Orange,1971,66921,136, Sci-Fi,8.3,760528,6.21,12
14.144,3/4/2004,Hotel Rwanda,2004,395169,121, Drama,8.1,335236,23.53,3
9.117,4/11/1995,Underground,1995,114787,167, Drama,8.1,55352,0.17,4
23.34,1/23/2002,The Count of Monte Cristo,2002,245844,131, Adventure,7.8,129332,54.23,1
40.705,3/14/2001,Enemy at the Gates,2001,215750,131, History,7.6,244436,51.4,3
11.267000000000001,3/10/1999,The Insider,1999,140352,157, Thriller,7.8,160387,28.97,3
104.007,7/7/2009,Harry Potter and the Half-Blood Prince,2009,417741,153, Family,7.6,477024,301.96,7
17.826,2/7/1968,Planet of the Apes,1968,63442,112, Sci-Fi,8.0,165487,33.4,2
9.965,1/22/1999,The Boondock Saints,1999,144117,108, Crime,7.8,227494,0.03,1
11.457,9/19/2003,"Spring, Summer, Fall, Winter... and Spring",2003,374546,103, Romance,8.0,77724,2.38,9
17.244,6/30/1999,"South Park: Bigger, Longer & Uncut",1999,158983,81,Animation,7.7,192388,52.04,6
9.83,10/26/2004,A Very Long Engagement,2004,344510,133,Drama,7.6,71038,6.17,10
12.257,9/8/1993,Three Colors: Blue,1993,108394,94,Drama,7.9,90435,1.32,9
15.078,9/1/2006,Black Book,2006,389557,145, Thriller,7.7,72793,4.4,9
21.799,2/10/2004,Kung Fu Hustle,2004,373074,99,Action,7.7,127630,17.11,2
73.334,12/18/2001,The Lord of the Rings: The Fellowship of the Ring,2001,120737,178, Adventure,8.8,1668153,315.54,12
31.054000000000002,12/23/2009,Sherlock Holmes,2009,988045,128, Mystery,7.6,584560,209.03,12
8.577,11/27/2003,Kal Ho Naa Ho,2003,347304,186, Musical,8.0,63612,1.79,11
74.355,11/17/1989,The Little Mermaid,1989,97757,83, Family,7.6,238537,111.54,11
15.064,6/30/1995,Apollo 13,1995,112384,140, Drama,7.6,270306,173.84,6
51.692,11/25/2015,Creed,2015,3076658,133,Drama,7.6,248465,109.77,11
11.547,12/21/2016,Dangal,2016,5074352,161,Action,8.4,157650,12.39,12
19.665,3/28/1963,The Birds,1963,56869,119, Mystery,7.7,172280,11.4,3
23.9,10/18/1996,Sleepers,1996,117665,147, Drama,7.6,187261,49.1,10
68.279,11/27/2019,Knives Out,2019,8946378,130, Crime,7.9,463611,165.36,11
10.18,3/7/1973,The Long Goodbye,1973,70334,112, Drama,7.6,26465,0.96,3
12.198,12/18/1982,The King of Comedy,1982,85794,109, Drama,7.8,89244,2.5,12
13.125,2/22/1934,It Happened One Night,1934,25316,105,Comedy,8.1,94465,4.36,2
25.57,10/26/2001,Donnie Darko,2001,246578,113,Drama,8.0,742114,1.48,10
32.652,11/14/2014,The Imitation Game,2014,2084970,114,Biography,8.0,688286,91.13,11
13.465,3/29/1965,The Sound of Music,1965,59742,172, Drama,8.0,207723,163.21,3
14.953,7/14/1971,Dirty Harry,1971,66999,102, Thriller,7.7,143759,35.9,7
25.986,11/8/2007,No Country for Old Men,2007,477348,122,Crime,8.1,860889,74.28,11
16.253,1/12/1989,When Harry Met Sally...,1989,98635,95, Drama,7.6,196612,92.82,1
20.316,9/20/1964,Goldfinger,1964,58150,110,Action,7.7,174686,51.08,9
83.24,6/22/2007,Ratatouille,2007,382932,111,Animation,8.0,644215,206.45,6
21.589000000000002,6/4/1998,The Truman Show,1998,120382,103,Comedy,8.1,944513,125.62,6
6.01,9/8/2001,No Man's Land,2001,283509,98,Comedy,7.9,44779,1.06,9
13.944,5/6/2005,Crash,2004,375679,112,Crime,7.7,420299,54.58,5
14.126,4/7/1974,The Conversation,1974,71360,113, Thriller,7.8,99195,4.42,4
62.85,12/13/2014,Kingsman: The Secret Service,2014,2802144,129, Comedy,7.7,592071,128.26,12
49.098,11/6/2019,Marriage Story,2019,7653254,137,Comedy,7.9,249440,2.0,11
10.652000000000001,10/8/2011,The Artist,2011,1655442,100, Romance,7.9,231136,44.67,10
7.0120000000000005,12/8/1982,The Verdict,1982,84855,129,Drama,7.7,36248,54.0,12
47.282,11/10/2016,Arrival,2016,2543164,116,Drama,7.9,597137,100.55,11
13.963,12/25/1993,Batman: Mask of the Phantasm,1993,106364,76, Action,7.8,43875,5.62,12
8.629,12/15/1989,Glory,1989,97441,122, Drama,7.8,123517,26.83,12
28.736,9/4/2013,About Time,2013,2194499,123,Comedy,7.8,305297,15.32,9
28.736,9/4/2013,About Time,2013,2194499,123, Fantasy,7.8,305297,15.32,9
32.652,11/14/2014,The Imitation Game,2014,2084970,114, Drama,8.0,688286,91.13,11
24.505,6/8/1984,Ghostbusters,1984,87332,105, Fantasy,7.8,356413,238.63,6
36.622,10/18/2018,Halloween,1978,77651,91, Thriller,7.7,233786,47.0,10
25.978,4/7/2016,The Jungle Book,1967,61852,78, Adventure,7.6,166957,141.84,4
25.930999999999997,11/18/1995,Ghost in the Shell,1995,113568,83,Animation,8.0,129812,0.52,11
29.633000000000003,4/2/1968,2001: A Space Odyssey,1968,62622,149, Sci-Fi,8.3,605833,56.95,4
21.993000000000002,3/11/1984,Nausicaä of the Valley of the Wind,1984,87544,117,Animation,8.1,151788,0.5,3
9.793,10/5/2018,Andhadhun,2018,8108198,139, Music,8.3,72628,1.37,10
9.816,5/27/1987,The Last Emperor,1987,93389,163,Biography,7.7,94780,43.98,5
29.973000000000003,12/20/1974,The Godfather: Part II,1974,71562,202,Crime,9.0,1134978,57.3,12
11.42,2/9/2003,Good Bye Lenin!,2003,301357,121, Drama,7.7,138284,4.06,2
12.198,12/18/1982,The King of Comedy,1982,85794,109,Comedy,7.8,89244,2.5,12
13.465,3/29/1965,The Sound of Music,1965,59742,172, Family,8.0,207723,163.21,3
13.622,9/24/2012,The Hunt,2012,2106476,115,Drama,8.3,283731,0.69,9
40.934,12/25/2015,The Revenant,2015,1663202,156, Drama,8.0,709085,183.64,12
47.657,11/2/2011,The Intouchables,2011,1675434,112, Comedy,8.5,764640,13.18,11
12.722000000000001,12/12/2002,Infernal Affairs,2002,338564,101, Crime,8.0,118062,0.17,12
12.362,7/12/1925,The Gold Rush,1925,15864,95, Comedy,8.2,101595,5.45,7
59.925,6/9/2014,How to Train Your Dragon 2,2014,1646971,102, Adventure,7.8,306626,177.0,6
13.39,9/25/1961,The Hustler,1961,54997,134,Drama,8.0,75228,8.28,9
37.801,11/14/2006,Casino Royale,2006,381061,144, Thriller,8.0,583691,167.45,11
17.986,2/9/1979,The Warriors,1979,80120,92,Action,7.6,94194,22.49,2
50.278999999999996,10/9/1993,The Nightmare Before Christmas,1993,107688,76,Animation,8.0,300917,75.08,10
88.634,2/5/2009,Coraline,2009,327597,100,Animation,7.7,198443,75.29,2
64.529,12/1/2003,The Lord of the Rings: The Return of the King,2003,167260,201,Action,8.9,1648942,377.85,12
27.774,12/18/2013,Her,2013,1798709,126, Romance,8.0,543415,25.57,12
14.339,9/21/1975,Dog Day Afternoon,1975,72890,125,Biography,8.0,236463,50.0,9
25.901,12/14/2006,The Pursuit of Happyness,2006,454921,117,Biography,8.0,450765,163.57,12
38.949,12/26/1959,Ben-Hur,1959,52618,212, History,8.1,220164,74.7,12
22.386999999999997,8/3/2007,The Bourne Ultimatum,2007,440963,115, Thriller,8.0,605672,227.47,8
12.270999999999999,2/1/1991,The Silence of the Lambs,1991,102926,118,Crime,8.6,1276668,130.74,2
24.416999999999998,12/25/2015,The Hateful Eight,2015,3460252,168, Drama,7.8,520099,54.12,12
6.169,12/3/2015,Land of Mine,2015,3841424,100,Drama,7.8,35777,0.44,12
14.539000000000001,1/15/1948,The Treasure of the Sierra Madre,1948,40897,126,Adventure,8.2,114735,5.01,1
7.718999999999999,2/10/2016,The Innocents,1961,55018,100,Horror,7.8,27109,2.62,2
5.624,9/12/2006,This Is England,2006,480025,101, Drama,7.7,115835,0.33,9
