Restaurant_id,City,Ranking,Price Range,Number of Reviews,URL_TA,ID_TA,Cuisine Style
id_1430,Oporto,1431,NaN,3.0,/Restaurant_Review-g189180-d7992689-Reviews-Abel_Sernadas-Porto_Porto_District_Northern_Portugal.html,d7992689,Other
id_14346,London,14357,$,14.0,/Restaurant_Review-g186338-d5081096-Reviews-Chicken_Cottage-London_England.html,d5081096,Fast Food
id_1435,Munich,1447,$,21.0,/Restaurant_Review-g187309-d4597916-Reviews-Eiscafe_Pinocchio-Munich_Upper_Bavaria_Bavaria.html,d4597916,"Italian,   Pizza"
id_14351,London,14362,NaN,3.0,/Restaurant_Review-g186338-d5081396-Reviews-Gourmet_Creations-London_England.html,d5081396,Other
id_14386,London,14397,$$ - $$$,53.0,/Restaurant_Review-g186338-d731210-Reviews-Shampan-London_England.html,d731210,"Indian,   Asian"
id_14403,London,14414,NaN,4.0,/Restaurant_Review-g186338-d10760580-Reviews-Antep_Durum-London_England.html,d10760580,Turkish
id_1441,Paris,1442,$$ - $$$,49.0,/Restaurant_Review-g187147-d12947099-Reviews-Mayfair_Garden_champs_elysees-Paris_Ile_de_France.html,d12947099,"  Pakistani, Indian,   Middle Eastern,   Vegetarian Friendly"
id_14422,London,14433,NaN,19.0,/Restaurant_Review-g186338-d5220257-Reviews-Elements-London_England.html,d5220257,Other
id_14512,London,14523,NaN,8.0,/Restaurant_Review-g186338-d10686851-Reviews-Umi_Sushi_Bar-London_England.html,d10686851,Sushi
id_1457,Oporto,1458,$,2.0,/Restaurant_Review-g189180-d12147644-Reviews-O_Casarao-Porto_Porto_District_Northern_Portugal.html,d12147644,"  Fusion,   Contemporary,   Portuguese, Brazilian"
id_1461,Milan,1463,$,283.0,/Restaurant_Review-g187849-d2589168-Reviews-Kyo_Fusion_Restaurant-Milan_Lombardy.html,d2589168,"  Seafood, Chinese,   Japanese,   Vegetarian Friendly,   Sushi"
id_14612,London,14623,NaN,39.0,/Restaurant_Review-g186338-d7994738-Reviews-Slim_Jim_s_Liquor_Store-London_England.html,d7994738,Other
id_1464,Rome,1465,$$ - $$$,678.0,/Restaurant_Review-g187791-d1953294-Reviews-Mavi-Rome_Lazio.html,d1953294,"  Mediterranean,   European, Italian,   Vegan Options,   Gluten Free Options,   Vegetarian Friendly"
id_1466,Vienna,1467,$$ - $$$,21.0,/Restaurant_Review-g190454-d2632522-Reviews-Cafe_Berfin-Vienna.html,d2632522,"  Turkish, Middle Eastern"
id_1468,Zurich,1473,$$ - $$$,24.0,/Restaurant_Review-g188113-d1887046-Reviews-McGees_Irish_Pub_Restaurant-Zurich.html,d1887046,"  Fast Food,   Indian,   Pub,   British,   Irish, Bar"
id_147,Prague,148,$,105.0,/Restaurant_Review-g274707-d10389421-Reviews-GoodEats-Prague_Bohemia.html,d10389421,"Cafe,   International,   Gluten Free Options,   European,   Vegetarian Friendly,   Vegan Options"
id_1473,Stockholm,1474,$,15.0,/Restaurant_Review-g189852-d1079439-Reviews-Bees_thaifood-Stockholm.html,d1079439,Thai
id_1475,London,1477,$$ - $$$,313.0,/Restaurant_Review-g186338-d733450-Reviews-Indian_Zing-London_England.html,d733450,"  Gluten Free Options,   Vegetarian Friendly,   Asian,   Vegan Options, Indian"
id_1478,Madrid,1480,$$ - $$$,215.0,/Restaurant_Review-g187514-d8123141-Reviews-La_Barra_de_Pelotari-Madrid.html,d8123141,"  Vegetarian Friendly,   European,   Spanish,   Grill, Mediterranean"
id_1482,Amsterdam,1485,NaN,12.0,/Restaurant_Review-g188590-d10027275-Reviews-Samen-Amsterdam_North_Holland_Province.html,d10027275,Other
id_14925,London,14936,$$ - $$$,319.0,/Restaurant_Review-g186338-d2361013-Reviews-The_Riverfront_Bar_Kitchen-London_England.html,d2361013,"  Gluten Free Options,   British,   Vegetarian Friendly,   International, Bar"
id_14953,London,14964,NaN,11.0,/Restaurant_Review-g186338-d5122174-Reviews-Yo_Sushi-London_England.html,d5122174,Sushi
id_14973,London,14984,$,18.0,/Restaurant_Review-g186338-d7617571-Reviews-Square_Pie-London_England.html,d7617571,"Cafe,   British"
id_1498,Zurich,1503,NaN,5.0,/Restaurant_Review-g227102-d9729580-Reviews-Restaurant_Cameleon-Opfikon_Zurich.html,d9729580,Other
id_14995,London,15006,NaN,5.0,/Restaurant_Review-g186338-d10201077-Reviews-H2U-London_England.html,d10201077,Other
id_14996,London,15007,$$ - $$$,85.0,/Restaurant_Review-g186338-d6403079-Reviews-The_Colonnade_London-London_England.html,d6403079,"British,   European,   Bar"
id_150,Budapest,151,$,1317.0,/Restaurant_Review-g274887-d813990-Reviews-Hummusbar-Budapest_Central_Hungary.html,d813990,  Mediterranean
id_1501,Barcelona,1502,$$ - $$$,144.0,/Restaurant_Review-g187497-d8737446-Reviews-El_Petit_Firo-Barcelona_Catalonia.html,d8737446,"  Mediterranean,   Vegetarian Friendly, Bar,   European,   Spanish"
id_1504,Rome,1505,$,403.0,/Restaurant_Review-g187791-d7208833-Reviews-Gallo_Capitale_Pizza_Grill-Rome_Lazio.html,d7208833,"Brew Pub,   Pub,   Italian,   Grill"
id_1508,Lyon,1490,NaN,2.0,/Restaurant_Review-g187265-d1328183-Reviews-Restaurant_Golbasi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1328183,Other
id_1512,Warsaw,1514,$$ - $$$,34.0,/Restaurant_Review-g274856-d2271370-Reviews-China_Garden-Warsaw_Mazovia_Province_Central_Poland.html,d2271370,"  Asian, Chinese"
id_1516,Warsaw,1518,NaN,6.0,/Restaurant_Review-g274856-d11793939-Reviews-Kawiarnia_Amatorska-Warsaw_Mazovia_Province_Central_Poland.html,d11793939,Other
id_152,Luxembourg,153,$$ - $$$,80.0,/Restaurant_Review-g190356-d743790-Reviews-Am_Clubhaus_op_der_Spora-Luxembourg_City.html,d743790,"  Asian,   Sushi, Japanese"
id_1524,Athens,1526,NaN,3.0,/Restaurant_Review-g189400-d13001826-Reviews-Best_Taste_Experts-Athens_Attica.html,d13001826,"  Street Food,   Fast Food,   Greek, Pizza"
id_15279,London,15291,$$ - $$$,16.0,/Restaurant_Review-g186338-d5795578-Reviews-Taste_Of_India-London_England.html,d5795578,"  Halal, Indian"
id_1530,Prague,1533,$$ - $$$,34.0,/Restaurant_Review-g274707-d4768479-Reviews-Magicka_Zahrada_Nouveau-Prague_Bohemia.html,d4768479,"European,   Central European,   Czech"
id_15306,London,15318,NaN,2.0,/Restaurant_Review-g186338-d8853180-Reviews-Canaan_Restaurant-London_England.html,d8853180,Other
id_1533,Paris,1534,$$ - $$$,105.0,/Restaurant_Review-g187147-d4697825-Reviews-Lou_tiap-Paris_Ile_de_France.html,d4697825,French
id_1535,Stockholm,1537,NaN,10.0,/Restaurant_Review-g189852-d7992032-Reviews-Buddha_Nepal-Stockholm.html,d7992032,Other
id_1536,Brussels,1537,$,20.0,/Restaurant_Review-g188644-d7336387-Reviews-Asia_Grill-Brussels.html,d7336387,Asian
id_1536,Vienna,1537,$,27.0,/Restaurant_Review-g190454-d2140541-Reviews-WerkzeugH-Vienna.html,d2140541,"Austrian,   European,   Contemporary"
id_1539,Brussels,1540,$$ - $$$,4.0,/Restaurant_Review-g188644-d13206789-Reviews-Atrio_Restaurant_Bar_Terrace-Brussels.html,d13206789,"  European, Italian"
id_1539,Dublin,1543,$$ - $$$,44.0,/Restaurant_Review-g186605-d811284-Reviews-Chrysanthemum-Dublin_County_Dublin.html,d811284,"Chinese,   Asian"
id_1539,Stockholm,1541,$$ - $$$,8.0,/Restaurant_Review-g189852-d12516525-Reviews-Pitcher_s_Stockholm-Stockholm.html,d12516525,"  Bar,   Steakhouse,   Gastropub, American,   Pub"
id_15402,London,15414,$,35.0,/Restaurant_Review-g186338-d5616257-Reviews-Chelsea_Deli-London_England.html,d5616257,Cafe
id_1541,Lisbon,1542,$$ - $$$,17.0,/Restaurant_Review-g189158-d3729391-Reviews-Ozeki-Lisbon_Lisbon_District_Central_Portugal.html,d3729391,"Japanese,   Sushi"
id_1545,Lisbon,1546,$$ - $$$,7.0,/Restaurant_Review-g189158-d13171584-Reviews-Tapas_n_Friends_Campo_de_Ourique-Lisbon_Lisbon_District_Central_Portugal.html,d13171584,"European,   Portuguese"
id_1547,Amsterdam,1550,$$ - $$$,91.0,/Restaurant_Review-g188590-d10488468-Reviews-Happyhappyjoyjoy_East-Amsterdam_North_Holland_Province.html,d10488468,"  Street Food,   Korean, Chinese,   Japanese,   Vegetarian Friendly,   Seafood,   Asian"
id_155,Amsterdam,156,$$ - $$$,482.0,/Restaurant_Review-g188590-d4588301-Reviews-Villa_Maria_Restaurant_Amsterdam-Amsterdam_North_Holland_Province.html,d4588301,"  European,   Vegetarian Friendly,   Argentinean,   Latin, Steakhouse,   Barbecue,   South American"
id_1552,Brussels,1606,$$ - $$$,NaN,/Restaurant_Review-g1136488-d13206566-Reviews-Piccola_Italia-Uccle_Brussels.html,d13206566,Italian
id_1556,Rome,1557,$$ - $$$,287.0,/Restaurant_Review-g187791-d1095455-Reviews-Il_Bacocco-Rome_Lazio.html,d1095455,"Seafood,   Vegetarian Friendly,   European,   Mediterranean,   Italian,   Gluten Free Options,   Wine Bar"
id_156,Budapest,157,$$ - $$$,438.0,/Restaurant_Review-g274887-d1648922-Reviews-Jack_Doyle_s_Irish_Pub_Restaurant_Budapest-Budapest_Central_Hungary.html,d1648922,"  Pub,   Bar,   Vegetarian Friendly,   European"
id_1564,Dublin,1568,NaN,5.0,/Restaurant_Review-g186605-d2190085-Reviews-Fusco_s_Takeaway-Dublin_County_Dublin.html,d2190085,Fast Food
id_15646,London,15658,NaN,3.0,/Restaurant_Review-g186338-d5440481-Reviews-Unity_Kitchen-London_England.html,d5440481,Other
id_15679,London,15691,$,25.0,/Restaurant_Review-g186338-d8505654-Reviews-McDonald_s-London_England.html,d8505654,Fast Food
id_1571,Barcelona,1572,$$ - $$$,105.0,/Restaurant_Review-g187497-d8774881-Reviews-Meet_Restaurant_Japones-Barcelona_Catalonia.html,d8774881,"  Sushi,   Vegetarian Friendly, Japanese,   Asian"
id_15748,London,15760,$,31.0,/Restaurant_Review-g186338-d4584798-Reviews-Burger_King-London_England.html,d4584798,"  American, Fast Food"
id_1576,Budapest,1577,$,24.0,/Restaurant_Review-g274887-d7651862-Reviews-Saigon_Bisztro-Budapest_Central_Hungary.html,d7651862,Vietnamese
id_1579,Rome,1580,$$ - $$$,64.0,/Restaurant_Review-g187791-d10744198-Reviews-Matilde_Bistrot-Rome_Lazio.html,d10744198,"  International,   Vegan Options, Italian,   Vegetarian Friendly"
id_158,Warsaw,159,$$ - $$$,187.0,/Restaurant_Review-g274856-d6369030-Reviews-Petit_Appetit-Warsaw_Mazovia_Province_Central_Poland.html,d6369030,"  Vegetarian Friendly,   Vegan Options,   European, French,   Gluten Free Options,   Cafe"
id_1583,Prague,1586,$$ - $$$,14.0,/Restaurant_Review-g274707-d4769401-Reviews-Florentina_Boat_Hotel_Restaurace-Prague_Bohemia.html,d4769401,"  Czech, European"
id_1585,Lyon,1586,$$ - $$$,25.0,/Restaurant_Review-g187265-d4295258-Reviews-Espressamente_illy_Lyon_Part_Dieu-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d4295258,Italian
id_159,Oporto,160,$$ - $$$,264.0,/Restaurant_Review-g189180-d1027670-Reviews-Mendi-Porto_Porto_District_Northern_Portugal.html,d1027670,"  Vegan Options,   Vegetarian Friendly,   Gluten Free Options,   Asian, Indian"
id_16034,London,16046,NaN,NaN,/Restaurant_Review-g186338-d7243246-Reviews-YuKyu-London_England.html,d7243246,Other
id_1608,Athens,1610,NaN,9.0,/Restaurant_Review-g189400-d4591733-Reviews-Briciole_pizzabar-Athens_Attica.html,d4591733,"Pizza,   Italian"
id_1611,Rome,1612,$$ - $$$,621.0,/Restaurant_Review-g187791-d803842-Reviews-La_Locomotiva-Rome_Lazio.html,d803842,"  Gluten Free Options,   Vegetarian Friendly,   Seafood, Italian,   Mediterranean,   Pizza"
id_1615,Barcelona,1616,$$ - $$$,83.0,/Restaurant_Review-g187497-d10339269-Reviews-El_Porro_de_l_Avi_Tapas_and_Wines-Barcelona_Catalonia.html,d10339269,"  Vegan Options,   Vegetarian Friendly, Mediterranean"
id_1619,Madrid,1621,$$ - $$$,107.0,/Restaurant_Review-g187514-d3218566-Reviews-Pizza_Pazza-Madrid.html,d3218566,"Italian,   Pizza"
id_16199,London,16211,NaN,2.0,/Restaurant_Review-g186338-d5122657-Reviews-Diamond_Chicken_Pizza-London_England.html,d5122657,Other
id_1620,Warsaw,1622,NaN,2.0,/Restaurant_Review-g274856-d11770289-Reviews-Bar_Hoa_Lan-Warsaw_Mazovia_Province_Central_Poland.html,d11770289,Other
id_16215,London,16227,$,11.0,/Restaurant_Review-g186338-d5667751-Reviews-Papa_Johns-London_England.html,d5667751,Pizza
id_163,Stockholm,164,$,99.0,/Restaurant_Review-g189852-d3478764-Reviews-Legumes-Stockholm.html,d3478764,"  Vegetarian Friendly,   Gluten Free Options,   Vegan Options, Mediterranean,   Middle Eastern"
id_1630,Lisbon,1631,$$ - $$$,9.0,/Restaurant_Review-g189158-d12081682-Reviews-La_Mensa-Lisbon_Lisbon_District_Central_Portugal.html,d12081682,"  Vegetarian Friendly, Italian"
id_1639,Berlin,1641,$,64.0,/Restaurant_Review-g187323-d6494498-Reviews-Berlin_Theke-Berlin.html,d6494498,"Cafe,   Vegan Options,   Vegetarian Friendly,   European"
id_164,Hamburg,165,$$ - $$$,73.0,/Restaurant_Review-g187331-d6031001-Reviews-Dean_David_Fresh_to_Eat-Hamburg.html,d6031001,"Soups,   Vegetarian Friendly,   Vegan Options,   Healthy,   Gluten Free Options"
id_1646,Athens,1648,NaN,17.0,/Restaurant_Review-g189400-d3709334-Reviews-Nterlicatessen-Athens_Attica.html,d3709334,Other
id_1651,Copenhagen,1654,NaN,3.0,/Restaurant_Review-g806262-d11749991-Reviews-Mit_Lille_Kokken-Frederiksberg_Copenhagen_Zealand.html,d11749991,Other
id_1651,Lyon,1652,NaN,2.0,/Restaurant_Review-g187265-d13279636-Reviews-L_autre_monde-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d13279636,Other
id_1655,Madrid,1657,$$$$,11.0,/Restaurant_Review-g187514-d13174390-Reviews-Machete_Restaurante-Madrid.html,d13174390,"  South American,   Asian, Peruvian"
id_1665,Athens,1667,NaN,8.0,/Restaurant_Review-g189400-d8627732-Reviews-Burger_chef-Athens_Attica.html,d8627732,Other
id_1672,Athens,1674,NaN,NaN,/Restaurant_Review-g189400-d11951673-Reviews-Melitis-Athens_Attica.html,d11951673,Other
id_1674,Amsterdam,1679,$$ - $$$,26.0,/Restaurant_Review-g188590-d3610708-Reviews-Eetcafe_Le_Traffic-Amsterdam_North_Holland_Province.html,d3610708,"  International, Mediterranean"
id_1675,Lisbon,1676,$$ - $$$,41.0,/Restaurant_Review-g189158-d10170180-Reviews-EGGS_MORE_by_MEZ_CAIS-Lisbon_Lisbon_District_Central_Portugal.html,d10170180,"  Vegan Options, Mediterranean,   Mexican,   Greek,   Vegetarian Friendly,   Healthy,   Delicatessen"
id_1678,Athens,1680,NaN,NaN,/Restaurant_Review-g189400-d12883544-Reviews-To_Kafenedaki_tou_Kipou-Athens_Attica.html,d12883544,Other
id_1684,Dublin,1688,NaN,8.0,/Restaurant_Review-g186605-d11958324-Reviews-Milano-Dublin_County_Dublin.html,d11958324,Other
id_1686,Rome,1687,$,38.0,/Restaurant_Review-g187791-d12538734-Reviews-Tepic_The_Taco_Kitchen-Rome_Lazio.html,d12538734,"Mexican,   Vegan Options,   Vegetarian Friendly,   Latin"
id_1696,Paris,1697,$$$$,519.0,/Restaurant_Review-g187147-d942290-Reviews-Laperouse-Paris_Ile_de_France.html,d942290,"  Vegetarian Friendly, French,   European"
id_1698,Berlin,1700,$$ - $$$,19.0,/Restaurant_Review-g187323-d11888740-Reviews-Shiva-Berlin.html,d11888740,Vegetarian Friendly
id_1698,Paris,1699,$$ - $$$,135.0,/Restaurant_Review-g187147-d1069513-Reviews-Le_Perroquet_vert-Paris_Ile_de_France.html,d1069513,"  European, French"
id_17,Rome,18,$,281.0,/Restaurant_Review-g187791-d8516817-Reviews-LABottega_Pastificio_con_Cucina-Rome_Lazio.html,d8516817,"Italian,   Vegan Options,   Mediterranean,   Vegetarian Friendly"
id_1705,Budapest,1706,NaN,6.0,/Restaurant_Review-g274887-d9747453-Reviews-Butifarring_Budapest-Budapest_Central_Hungary.html,d9747453,Other
id_1712,Budapest,1713,NaN,6.0,/Restaurant_Review-g274887-d4556019-Reviews-Pegenini-Budapest_Central_Hungary.html,d4556019,Other
id_1714,Hamburg,1717,NaN,5.0,/Restaurant_Review-g187331-d1038938-Reviews-Hong_Kong-Hamburg.html,d1038938,Chinese
id_1716,Dublin,1720,$,20.0,/Restaurant_Review-g186605-d3544710-Reviews-Eddie_Rockets-Dublin_County_Dublin.html,d3544710,"Fast Food,   Diner"
id_1718,Edinburgh,1725,$,18.0,/Restaurant_Review-g186525-d5425608-Reviews-New_Samuel_Chinese_Takeaway-Edinburgh_Scotland.html,d5425608,"  Asian, Chinese,   Fast Food"
id_1720,Milan,1722,$,50.0,/Restaurant_Review-g187849-d5808504-Reviews-Pizzeria_La_Costiera-Milan_Lombardy.html,d5808504,"  Pizza, Italian"
id_1721,Edinburgh,1728,$$ - $$$,26.0,/Restaurant_Review-g186525-d11688138-Reviews-The_Beer_House-Edinburgh_Scotland.html,d11688138,"Pub,   Bar"
id_1722,Hamburg,1725,$$ - $$$,3.0,/Restaurant_Review-g187331-d12867794-Reviews-Tibet_Restaurant-Hamburg.html,d12867794,"  Nepali, Asian,   Tibetan"
id_173,Hamburg,174,$$ - $$$,142.0,/Restaurant_Review-g187331-d1340332-Reviews-Churrascaria_O_Frango-Hamburg.html,d1340332,"  European,   Mediterranean,   Barbecue,   Portuguese, Seafood"
id_1741,Hamburg,1744,NaN,12.0,/Restaurant_Review-g187331-d959162-Reviews-Madeira-Hamburg.html,d959162,Other
id_1745,Lisbon,1747,$$ - $$$,11.0,/Restaurant_Review-g189158-d13150829-Reviews-Tezero-Lisbon_Lisbon_District_Central_Portugal.html,d13150829,"  Contemporary,   Portuguese, European"
id_1746,Munich,1760,$$ - $$$,55.0,/Restaurant_Review-g187309-d1912599-Reviews-Das_Restaurant_am_Stemmerhof-Munich_Upper_Bavaria_Bavaria.html,d1912599,"  International,   Contemporary, Diner,   European,   Vegetarian Friendly,   Mediterranean"
id_1748,Berlin,1750,$,90.0,/Restaurant_Review-g187323-d6280580-Reviews-McDonald_s-Berlin.html,d6280580,"  Fast Food, American"
id_1751,Paris,1752,$$$$,114.0,/Restaurant_Review-g187147-d3327962-Reviews-La_Cour_Jardin-Paris_Ile_de_France.html,d3327962,"French,   European,   Vegetarian Friendly"
id_1753,Stockholm,1756,NaN,NaN,/Restaurant_Review-g189852-d7160467-Reviews-Due_Piani-Stockholm.html,d7160467,Italian
id_1754,Rome,1755,$$ - $$$,382.0,/Restaurant_Review-g187791-d4930739-Reviews-Magnifica-Rome_Lazio.html,d4930739,"  Vegetarian Friendly,   Pizza,   Vegan Options, Italian"
id_1760,Paris,1761,$,86.0,/Restaurant_Review-g187147-d8384800-Reviews-Ob_La_Di-Paris_Ile_de_France.html,d8384800,"Cafe,   Vegetarian Friendly,   Vegan Options,   Gluten Free Options"
id_1762,Warsaw,1764,NaN,6.0,/Restaurant_Review-g274856-d6673365-Reviews-Da_Grasso_Pizzeria-Warsaw_Mazovia_Province_Central_Poland.html,d6673365,"  Pizza, Italian"
id_1767,Milan,1769,$$ - $$$,25.0,/Restaurant_Review-g187849-d12927216-Reviews-Cacau_Temakeria-Milan_Lombardy.html,d12927216,"Japanese,   Vegetarian Friendly,   Brazilian"
id_1773,Amsterdam,1778,$,11.0,/Restaurant_Review-g188590-d8734791-Reviews-Marmara-Amsterdam_North_Holland_Province.html,d8734791,Turkish
id_1776,Brussels,1777,$,3.0,/Restaurant_Review-g188644-d11445075-Reviews-PRL_La_Pologne-Brussels.html,d11445075,"Polish,   European"
id_1780,Barcelona,1781,$,31.0,/Restaurant_Review-g187497-d10230660-Reviews-La_Pasticceria_di_Gracia-Barcelona_Catalonia.html,d10230660,Italian
id_1789,Madrid,1791,$$ - $$$,35.0,/Restaurant_Review-g187514-d11978912-Reviews-Som_Thai_Restaurant-Madrid.html,d11978912,"  Vegetarian Friendly, Thai"
id_18,Dublin,19,$$ - $$$,670.0,/Restaurant_Review-g186605-d6482548-Reviews-Brookwood-Dublin_County_Dublin.html,d6482548,"  European,   Vegetarian Friendly,   Pub, Gastropub,   Gluten Free Options,   Irish"
id_1801,Amsterdam,1806,$,8.0,/Restaurant_Review-g188590-d8656639-Reviews-Amona_Food_Truck-Amsterdam_North_Holland_Province.html,d8656639,"Middle Eastern,   Vegan Options,   Vegetarian Friendly"
id_1808,Hamburg,1811,NaN,16.0,/Restaurant_Review-g187331-d5506292-Reviews-Balducci_Gastronomiegesellschaft-Hamburg.html,d5506292,Other
id_1810,Berlin,1812,$,68.0,/Restaurant_Review-g187323-d5532050-Reviews-Huong_que-Berlin.html,d5532050,"  Vietnamese, Asian,   Vegetarian Friendly,   Vegan Options"
id_1811,Hamburg,1814,$$ - $$$,2.0,/Restaurant_Review-g187331-d10250368-Reviews-Kaffeeroster_Timm_GmbH-Hamburg.html,d10250368,"  Minority Chinese,   Delicatessen,   German, Chinese"
id_1815,Berlin,1817,$$ - $$$,1067.0,/Restaurant_Review-g187323-d1119896-Reviews-Vapiano-Berlin.html,d1119896,"  Mediterranean,   European,   Pizza,   Gluten Free Options, Italian,   Vegetarian Friendly,   Vegan Options"
id_182,Lisbon,183,$,825.0,/Restaurant_Review-g189158-d1852620-Reviews-Restaurante_Cabacas-Lisbon_Lisbon_District_Central_Portugal.html,d1852620,"Steakhouse,   European,   Portuguese"
id_1820,Milan,1822,$,567.0,/Restaurant_Review-g187849-d1100325-Reviews-La_Magolfa-Milan_Lombardy.html,d1100325,"  Mediterranean, Italian,   Vegetarian Friendly,   Pizza"
id_1827,Rome,1828,$$ - $$$,274.0,/Restaurant_Review-g187791-d2374918-Reviews-Morrison_s-Rome_Lazio.html,d2374918,"  Pub, Bar"
id_1831,Paris,1832,$$ - $$$,111.0,/Restaurant_Review-g187147-d4212687-Reviews-Apulia-Paris_Ile_de_France.html,d4212687,"  Vegan Options, Mediterranean,   Italian,   Vegetarian Friendly"
id_1837,Amsterdam,1842,$$ - $$$,17.0,/Restaurant_Review-g188590-d7916036-Reviews-Golden_House-Amsterdam_North_Holland_Province.html,d7916036,Chinese
id_1841,Copenhagen,1846,NaN,16.0,/Restaurant_Review-g189541-d11841754-Reviews-Cafe_Phenix-Copenhagen_Zealand.html,d11841754,Other
id_1842,Paris,1843,$$ - $$$,132.0,/Restaurant_Review-g187147-d9746677-Reviews-Le_Boeuf_Maillot-Paris_Ile_de_France.html,d9746677,"French,   European"
id_1850,Lisbon,1853,NaN,3.0,/Restaurant_Review-g189158-d10734451-Reviews-Ponto_Azul-Lisbon_Lisbon_District_Central_Portugal.html,d10734451,Other
id_1856,Hamburg,1859,NaN,4.0,/Restaurant_Review-g187331-d2722599-Reviews-Black_Bean-Hamburg.html,d2722599,"  Contemporary, Cafe"
id_1856,Munich,1871,NaN,23.0,/Restaurant_Review-g187309-d7211474-Reviews-Horst_Esskultur_Bar-Munich_Upper_Bavaria_Bavaria.html,d7211474,Other
id_1857,Budapest,1858,NaN,2.0,/Restaurant_Review-g274887-d12359266-Reviews-Club_88-Budapest_Central_Hungary.html,d12359266,Other
id_1862,Rome,1863,$$ - $$$,89.0,/Restaurant_Review-g187791-d9603011-Reviews-Osteria_Pascal-Rome_Lazio.html,d9603011,"  Mediterranean,   Vegetarian Friendly, Italian,   Seafood"
id_1877,Budapest,1878,NaN,NaN,/Restaurant_Review-g274887-d9752550-Reviews-Oxygen_Pizza-Budapest_Central_Hungary.html,d9752550,Other
id_1879,Lisbon,1882,$,33.0,/Restaurant_Review-g189158-d9739262-Reviews-Agua_no_Bico-Lisbon_Lisbon_District_Central_Portugal.html,d9739262,"Vegetarian Friendly,   Gluten Free Options"
id_1880,Lisbon,1883,NaN,6.0,/Restaurant_Review-g189158-d8759915-Reviews-Catita-Lisbon_Lisbon_District_Central_Portugal.html,d8759915,Other
id_1889,Barcelona,1890,$$ - $$$,24.0,/Restaurant_Review-g187497-d11679759-Reviews-Invers-Barcelona_Catalonia.html,d11679759,"  Fusion, Mediterranean"
id_1897,Rome,1898,$$ - $$$,181.0,/Restaurant_Review-g187791-d1674503-Reviews-La_Romanina-Rome_Lazio.html,d1674503,"  Mediterranean,   Pizza, Italian"
id_1903,Lyon,1904,NaN,5.0,/Restaurant_Review-g1080938-d4191913-Reviews-Le_Venezia-Decines_Charpieu_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d4191913,Italian
id_1905,Barcelona,1906,$$ - $$$,250.0,/Restaurant_Review-g187497-d8602690-Reviews-Osties_Pedrin-Barcelona_Catalonia.html,d8602690,"  Spanish,   European,   Gluten Free Options, Mediterranean"
id_1907,Copenhagen,1912,NaN,9.0,/Restaurant_Review-g189541-d5408595-Reviews-China-Copenhagen_Zealand.html,d5408595,"Chinese,   Fast Food"
id_1907,Munich,1923,NaN,46.0,/Restaurant_Review-g187309-d1356624-Reviews-Die_Schuetzenlust-Munich_Upper_Bavaria_Bavaria.html,d1356624,Other
id_191,Oslo,192,$$ - $$$,53.0,/Restaurant_Review-g190479-d3385038-Reviews-Eufemia_Bar-Oslo_Eastern_Norway.html,d3385038,"  European,   Vegetarian Friendly, Bar,   Pub"
id_1921,Barcelona,1922,$$ - $$$,94.0,/Restaurant_Review-g187497-d8661176-Reviews-El_Catala-Barcelona_Catalonia.html,d8661176,"  Spanish, Mediterranean,   Vegan Options,   Vegetarian Friendly"
id_1925,Berlin,1927,$,42.0,/Restaurant_Review-g187323-d4748988-Reviews-Zia_Maria-Berlin.html,d4748988,"  Pizza,   Contemporary, Italian,   European"
id_194,Munich,196,$$ - $$$,106.0,/Restaurant_Review-g187309-d4818393-Reviews-Konigin_43-Munich_Upper_Bavaria_Bavaria.html,d4818393,"  Vegetarian Friendly,   Vegan Options, Cafe,   Gluten Free Options,   European"
id_194,Warsaw,195,$$ - $$$,143.0,/Restaurant_Review-g274856-d779167-Reviews-Babooshka-Warsaw_Mazovia_Province_Central_Poland.html,d779167,"  Eastern European, Russian,   European,   Vegetarian Friendly"
id_1940,Lyon,1941,$$ - $$$,354.0,/Restaurant_Review-g1166685-d1324029-Reviews-Amarine_Saint_Priest-Saint_Priest_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1324029,"European,   Seafood,   French"
id_1941,Milan,1943,NaN,47.0,/Restaurant_Review-g187849-d10701333-Reviews-Koi_Japanese_Restaurant-Milan_Lombardy.html,d10701333,Other
id_1945,Vienna,1947,NaN,5.0,/Restaurant_Review-g190454-d12556149-Reviews-Ra_mien-Vienna.html,d12556149,Other
id_1952,Budapest,1953,$$ - $$$,39.0,/Restaurant_Review-g274887-d12410110-Reviews-Grand_Cafe-Budapest_Central_Hungary.html,d12410110,"  Vegetarian Friendly, Cafe"
id_1958,Munich,1974,$$ - $$$,95.0,/Restaurant_Review-g187309-d1342155-Reviews-Wirtshaus_am_Rosengarten-Munich_Upper_Bavaria_Bavaria.html,d1342155,"  Vegetarian Friendly, German"
id_1968,Vienna,1970,$$ - $$$,39.0,/Restaurant_Review-g190454-d7920021-Reviews-Operncafe-Vienna.html,d7920021,"  Austrian,   Central European, Cafe,   European"
