unit_cogs,name,quantity,Index,group
3.15,SMAK MAK GALARETKA Z KURCZAKA 200G,1,11673,GENERAL
1.66,LODY ROZEK NORDIS,6,15164,ICE_CREAMS_FROZEN
1.11,WORECZKI SNIADANIOWE 100 SZT,1,3353,CHEMISTRY
2.78,CZEKOLADA BARON 100 G WALWNTYNKOWA,1,19706,SWEETS
2.07,WAFLE SUCHE OWAL 130 G,14,20468,SWEETS
0.7,O CIASTKA PAPITA 0_71 G ROZNE,72,12445,GENERAL_FOOD
3.71,EVA MYDLO W PLYNIE Z DOZOW 500 ML,1,2646,CHEMISTRY
1.99,SZPROT W POMIDORACH 330G KORSARZ,3,10911,POULTRY
1.57,PIWO OKOCIM PILS 0_5 B/ZWROTNA,3,342,ALCOHOL
1.99666666666667,LODY PIPI WANILIA,6,15748,ICE_CREAMS_FROZEN
0.22,LIZAK KWIATEK/MALY/KULKA,1,4179,CHEWING_GUM_LOLIPOPS
0.55,GELLWE KISIEL CYTRYNOWY 38G,5,13223,GENERAL_FOOD
2.78,KETCHUP KOTLIN PIK.450G,7,16582,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
1.55,ZELUSIE JUTRZENKA 90GR MISKI,33,20698,SWEETS
20.35,KIELBASA JA?OWCOWA KG,0.8,17233,POULTRY
1.87,NAP BAHAMA JAB?KOWY 100% 1 L,8,10516,DRINK_JUICE
0.34277777777777796,PIANKA PUF 1 SZT,36,4766,CHIPS_FLAKES
3.25,KAKAO PUCHATEK Z WITAM 300G,4,12103,GENERAL_FOOD
2.0033333333333303,KT WLOSZCZYZNA TACKA,21,22095,VEGETABLES
1.341,HERBATNIKI MALTANKI 80G LAJK,20,19177,SWEETS
1.83,WIN ZUREK RAZOWY 33 G,13,6756,DAIRY_CHESSE
3.04,TABLETKI SYROP PRAWOSLAZOWY 100 ML,3,21216,TABLETS
0.52,GELLWE KISIEL TRUSKAWKA 38G,4,12734,GENERAL_FOOD
3.81,POMPKA SIMPLUS 5 ZL,159,17829,GENERAL_ITEMS
1.02,O SMIET CREMONA D/KAWY 80 G,24,12474,GENERAL_FOOD
2.3922222222222205,GOS.MLEKO UHT 3_2% 1L GOSTYN,36,7210,DAIRY_CHESSE
1.01,AMINO B?YSK_PIECZARKOWA,9,13200,GENERAL_FOOD
1.37,SERNICZEK Z BRZOSKWINIA CZARNKOW 150 G,9,8659,DAIRY_CHESSE
2.19,WIN POMYSL NA RYBE NA SOS KOPERKOWY,1,13009,GENERAL_FOOD
9.868148148148153,PAP PS BLU LINK,54,5662,CIGARETTES
2.04,SER PLASTRY MOZZARELLA 130GR LACTIMA,4,8104,DAIRY_CHESSE
2.20894736842105,WAFLE SUNNY 60 G NATURALNE,19,12992,GENERAL_FOOD
2.89,NAP TYMBARK 2L ASEPTIC JAB/WISNIA,2,10707,DRINK_JUICE
1.28,WODA ZYWIEC 0_5  N/G TRUSKAWKA,3,10745,DRINK_JUICE
4.83,MIOD LIPOWY 220 PASIEKA B.,1,12133,GENERAL_FOOD
3.29,FILETY SLEDZ_W SMIETANIE MARINUS 250 G,2,10884,POULTRY
6.67,LODY ROLADA CASSATE WANILIA WISNIA,4,15621,ICE_CREAMS_FROZEN
1.5766666666666698,PIWO WARKA 0_5L BUT.JASNE PE?NE,42,359,ALCOHOL
4.14,NAP SPIR ZO?ADKOWA Z MIETA 0_1 ML,14,22470,ALCOHOL
2.54,LOD W KOSTKACH 1 KG,1,15540,ICE_CREAMS_FROZEN
2.08,LODY TORTUFFO KOKOS,1,14777,ICE_CREAMS_FROZEN
4.76,ZNICZ KWIAT,1,3379,CHEMISTRY
13.5825,WODKA KRUPNIK PREMIUM 0_5 L,20,22433,ALCOHOL
2.1,GUMA ORBIT *25 SASZETKA STRAWBERY,1,4103,CHEWING_GUM_LOLIPOPS
1.05,GOPL.CUKIERKI MIETA 90G,4,19361,SWEETS
1.3,SMIETANA 12% ZOT 180 G,5,6742,DAIRY_CHESSE
4.5,PIZZA Z SZYNKAI PIECZARKA,1,15666,ICE_CREAMS_FROZEN
3.49,WKLADKI INTIMA  BELLA 24,1,3352,CHEMISTRY
1.66,PEPSI COLA 0_5L..,34,10434,DRINK_JUICE
1.27,JOGURT GRECKI 150 G TRUSK.,5,9014,DRINK_JUICE
2.3613513513513498,GOS.SMIETANKA 30% 250ML GOSTYN,74,8213,DAIRY_CHESSE
1.2,LODY OSKAR JAGODA,9,15457,ICE_CREAMS_FROZEN
3.07,CLIN ZAPAS 500 ML,1,2632,CHEMISTRY
0.8,O WAFLE PRINCESA 33 G ROZNE,60,12479,GENERAL_FOOD
1.86,NAP FANTA ORANGE 0_5L,1,8765,DRINK_JUICE
3.24,PUDL KETCHUP LAGODNY 480 G,5,16172,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
2.43,WEDEL CZEK TRUSKAW 100G,3,19838,SWEETS
0.44,LIZAK NIM 2,2,4182,CHEWING_GUM_LOLIPOPS
3.01,SZPINAK 450G NORDIS.,3,14705,ICE_CREAMS_FROZEN
2.32,NAP BAHAMA 1 L ANANAS,4,13608,GENERAL_FOOD
12.5236363636364,PAP MARLLBORO. RED,44,5385,CIGARETTES
1.4714285714285702,NAP TYMBARK MUSS 120 G MARAKUJA,14,10426,DRINK_JUICE
1.6,HELLENA FIT 1_25 GAZ,1,6184,COOKIES_BULK
2.72,PLATKI CORN FLAKES 250G NESTLE,13,4644,CHIPS_FLAKES
2.72,PIWO REDDS MALINOWE PUSZKA 0_5L,16,421,ALCOHOL
10.73,PAP LD MINT,11,5633,CIGARETTES
2.23,STAR CHIPS BEKON 130 G,8,4804,CHIPS_FLAKES
5.93,SER MASCARPONE SMIET-KREMOWY 250G,1,7689,DAIRY_CHESSE
4.99,SOFTLAN PLYN DO PLUK.1 L KONW,1,3738,CHEMISTRY
2.28235294117647,C CHLEB MAZOWIECKI 600G_,17,1462,BREAD
2.77,WIN POMYS? NA ?EBERKA,1,13826,GENERAL_FOOD
0.93,WODA MUSZYNIANKA PLUS 0_6 L GAZ,8,9694,DRINK_JUICE
0.612328767123288,KT KIWI,73,21355,VEGETABLES
3.15,SOS SPAGHETI SMIET+POMID DAWTON,1,14432,GROATS_RICE_PASTA
2.37,KUBECZKI DO PIWA 6+6,1,9546,DRINK_JUICE
0.55,NAP AQA PLUS 0_5 L CYTR+MIETA,10,10174,DRINK_JUICE
1.94,HERB ZIELONA Z CYTRYNA 20 EX POSTI,1,5748,COFFEE TEA
1.59,DA DANIO 2 WARSTWY,7,6591,DAIRY_CHESSE
1.54,BAKOMA GRECKI 180GR,7,7168,DAIRY_CHESSE
8.0,S JABLECZ/MURZYN/JOGURTOWY,5,1447,BREAD
3.71,NAP HORTEX 1 L GREJPFRUT,2,9060,DRINK_JUICE
3.7,BRZOSKWINIE SANDRA 820G,3,1573,POULTRY
1.44,KAMIS JA?OWIEC 15G,2,18158,SPICES
1.343125,MUSZTARDA SAREPSKA 200G PEGAZ,16,16361,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
4.867826086956518,OLEJ KUJAWSKI 1L,23,17616,GENERAL_ITEMS
11.18,LODY JAK DAWNIEJ 900 ML TRU+TYRAM,1,14837,ICE_CREAMS_FROZEN
3.21,NAP SPRITE 2_25 L,4,8788,DRINK_JUICE
2.0,SMIETANA 12% 400 ML SREM,8,6939,DAIRY_CHESSE
2.29,PIWO WARKA RADLER  0% PUSZKA CYTRYNA,3,716,ALCOHOL
7.6,WINO WALDWEIN 0_75 L POZOMKA S?ODKIE,1,22926,ALCOHOL
14.57,WODKA ABSOLWENT 0_5L,2,22874,ALCOHOL
1.79,HOCHL KANAPKOWY Z OGORKIEM 130 G,3,7618,DAIRY_CHESSE
2.29,HERBATA EXP.25T AKBAR,1,5752,COFFEE TEA
10.95,TYTON PS BLAC,29,5489,CIGARETTES
0.99,PRYMAT PIETRUSZKA NATKA,1,18446,SPICES
2.66,MILKA CZEKOL.100 G Z OREO,3,20806,SWEETS
1.64,KAMIS SOL ZIOLOWA 35G,2,18488,SPICES
1.31,KARMA MR CAT 415 G KURCZAK WARZYWA,3,17778,GENERAL_ITEMS
3.71,LAZANKI GRZESKOWIAK 400GR,1,7645,DAIRY_CHESSE
9.0,TYTO VICEROY BLU 30 G,8,5615,CIGARETTES
0.72,WIN BUDYN CZEKOLADOWY 63GR,3,13505,GENERAL_FOOD
0.7,PETITKI TRUSKAWKA  30 G,13,20187,SWEETS
9.96,PAP PS BLACK 100,13,5101,CIGARETTES
2.5330303030302996,KINDER JAJKO JOY,99,20146,SWEETS
4.87,BOMB TOFFI FEE 125G,3,19309,SWEETS
2.23,STAR CHIPS BEKON 130 G,14,4559,CHIPS_FLAKES
5.48,WODKA ZUBR  0_2 L 40%,4,22320,ALCOHOL
8.55,RUM GOLD 0_2,4,22419,ALCOHOL
1.83,WIN ZUREK RAZOWY 33 G,2,6565,DAIRY_CHESSE
0.99,PRYMAT KMINEK RZYMSKI MIELONY 15 G,1,18758,SPICES
1.58166666666667,B ROGALE/GNIAZDO SMIET/EKLER/OMLET,150,1375,BREAD
1.14133333333333,DA DANIO CZEKOLADA 130 G,15,8181,DAIRY_CHESSE
1.4,MAR PALMA KRUSZWICA 250G,33,17574,GENERAL_ITEMS
1.13307692307692,MAKA TORTOWA ZLOTY LAN TYP 450 1KG,13,16505,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
2.25,DLUGOPIS 6 KOLOR,1,3419,CHEMISTRY
2.78,LOWICZ DZEM CZAR.PORZECZKA N/S?,1,1522,POULTRY
10.5,PAP PS GOLD 100,16,5330,CIGARETTES
2.43,PIWO WARKA RADLER 0% PUSZKA,1,288,ALCOHOL
1.78,CHRUPKI KUKURYDZIANE OWOCOWE 80 G,15,18962,SWEETS
0.72,GRZESKI W CZEKOLADZIE 36 G,60,20771,SWEETS
2.17,CZARNUSZKA 50 G,1,11536,GENERAL
1.55,HERBATNIKI MALTANKI 80G LAJK,3,19372,SWEETS
4.09,KOMPOT Z WISNI 860 G,1,17343,OCCASIONAL
3.75,DANIE KACHNY  FLACZKI PO ZAMOJSKU  500G,1,16476,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
0.37,ORANZADA W PROSZKU SUPER,21,19777,SWEETS
6.81,JACOBS KAWA 75 G UZUPELN,2,5806,COFFEE TEA
10.1,PAP LD BLUE T,79,4997,CIGARETTES
0.93,BATERIE ALKAICZ  LR 3,8,17515,OCCASIONAL
0.06,KOPERTA 1 SZT,24,3240,CHEMISTRY
1.27,KNOR ROSOL Z KURY 3LX6 KOSTKI,12,18675,SPICES
1.11,NAP MIRINDA PUSZKA,13,10210,DRINK_JUICE
0.77,CYKORIA PAPRYKA SLODKA,15,18654,SPICES
2.36,WAFLE LEKKIE LIGHT FOOD 58GR,23,13500,GENERAL_FOOD
0.99,GOPL.LANDRYNY BRANDO 90G,1,19362,SWEETS
6.08,TAFT LAKIER 250 ML,1,2105,CHEMISTRY
2.78,HELP 1 L UNIWERSALNY,1,2045,CHEMISTRY
0.68,PIANKA TWISTER,23,19984,SWEETS
1.97,WARZYWA NA PATELNIE WIEJSKIE,1,14713,ICE_CREAMS_FROZEN
0.62,GRZESKI ORZECH 36 G,13,12905,GENERAL_FOOD
6.74,MLECZKO ALPEJSKIE   CZEKOLAD.330 G MILKA,1,20401,SWEETS
3.15,WODA KOKOSOWA 250 ML NATURALNA 100%,1,8834,DRINK_JUICE
0.83,GALARETKA TRUS. GELLWE 79G,2,13877,GENERAL_FOOD
0.66,BATON LION BLACK/WHITE 40 G,24,19472,SWEETS
1.27,ROGAL 7 DAYS BERSETO,4,4799,CHIPS_FLAKES
1.35,LODY SOLO POMARANCZOWY,8,15646,ICE_CREAMS_FROZEN
1.54,PRYMAT ANYZ 20 G,1,18507,SPICES
6.38,LODY JAK DAWNIEJ 450 ML JAB?KO,5,15096,ICE_CREAMS_FROZEN
3.15,TAMPON BELLA A/8 REGULAR,3,65,GENERAL_ITEMS
1.84,LOWICZ SOS 350 G POMIDOR+BOCZEK,2,10645,DRINK_JUICE
3.71,PLASTRY FAMILI,3,3507,CHEMISTRY
3.3325,KT BOROWKA PUDELKO,4,21704,VEGETABLES
2.94,CHUSTECZKI BABY KINDII 60 SZT,1,3411,CHEMISTRY
1.63,PIERNIK DESIMO NADZ.200G,9,18881,SWEETS
2.13,WAFLE RYZOEE Z PESTKAMI DYNI 130 G SONKO,1,13984,GENERAL_FOOD
3.53,HERBATA LOYD 20 PIRAMID,1,5947,COFFEE TEA
1.756,PLATKI OWSIAN GORSKIE 500G,10,13294,GENERAL_FOOD
6.78,MLECZKO ALPEJSKIE CARAMEL 350 G,1,21007,SWEETS
1.19,WIN GALARETKA CYTRYNOWA  79G,8,13339,GENERAL_FOOD
2.31,WIN POMYS? NA SPAGHETII CARBONERA,1,14005,GENERAL_FOOD
3.3339999999999996,PUDL KETCHUP PIKANTNY 480 G,5,11669,GENERAL
1.02,PIWO MOCNE POLSKIE 0_33L,37,925,ALCOHOL
7.04,WINO KADARKA P/SLD.BARTEX 11% 0_75L,1,16787,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
10.3641935483871,PAP ROTHMANSY RED 100,31,5117,CIGARETTES
3.03,NAP CAPRIO JAB.ARONIA.WISNIA 2L,1,9199,DRINK_JUICE
3.95692307692308,NAP SPIR ZO?ADKOWA GORZKA 0_1 36%,26,22414,ALCOHOL
1.35,LODY ROZEK MIX,12,15482,ICE_CREAMS_FROZEN
1.98,MILKA  CZEKOLADA MALINA 100 G,4,19763,SWEETS
0.66,DROZDZE PIEKARSKIE 100G,9,7594,DAIRY_CHESSE
3.79,PLYN AJAX 1L CZERWONY,2,3509,CHEMISTRY
2.59,NOTES Z KOTKIEM,1,2516,CHEMISTRY
3.71,KARMA DO PSA RAFI Z WO?OWINA 800GR PUSZK,1,17777,GENERAL_ITEMS
1.01,DESER JANA WANILIOWY 120GR,24,7989,DAIRY_CHESSE
5.23,PIEROGI Z SEREM 450 G ELBRO,1,15362,ICE_CREAMS_FROZEN
2.53,ORZESZKI ZIEMNE OK SOLONE 150G PUSZ,6,16238,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
3.45276595744681,PYZY WIEJSAKIE DOLCZEWSKI,47,13956,GENERAL_FOOD
0.34,PIANKA PUF 1 SZT,39,4728,CHIPS_FLAKES
3.12,CATERING HAMBURGER  Z CZOSNKOWYM,3,8686,GENERAL_ITEMS
1.98,MILKA CZEKOL.100 G Z OREO,5,19771,SWEETS
9.86,PAP PS  BLU 100,21,4952,CIGARETTES
0.82,WORKI NA SMIECI 35*20 SZT Z TASMA,3,15869,ICE_CREAMS_FROZEN
12.56,PAP MARLBORO  GOLD,39,5512,CIGARETTES
9.78,PAP PS BLACK,36,5326,CIGARETTES
0.73,PALUSZKI BESKIDZKIE Z SEZAMEM 60 G,1,20815,SWEETS
1.08,DA DANIO WANILIOWY 140G,21,6986,DAIRY_CHESSE
2.70913043478261,NAP COCA COLA 1_5 L,23,8896,DRINK_JUICE
0.7,GALEO PIEPRZ CZARNY MIELONY,7,18015,SPICES
1.845,HOCH.TWAR. KANAPKOWY SMIETANA 130G,10,7617,DAIRY_CHESSE
10.156862745098,PAROWKA HOT-DOG KG,2.55,17185,POULTRY
1.69,MIESZANKA 7 SK?,9,7076,DAIRY_CHESSE
1.52,LAYS CHETOS SER+KETCHUP 90 G,6,4576,CHIPS_FLAKES
2.78,CATERING HAMBURGER 225G Z AMERYK.,10,8690,GENERAL_ITEMS
2.18076923076923,KT SELER NAC SZT,13,22245,VEGETABLES
3.588,PUDL KETCHUP ?AGODNY 410 G,10,12034,GENERAL
2.22,PODPASKI NATURELLA 8 MAX,1,3925,CHEMISTRY
1.17,DA DANIO WANILIOWY 140G,27,6788,DAIRY_CHESSE
1.12,WORECZKI SNIADANIOWE 100 SZT,2,2772,CHEMISTRY
3.39,PERSIL 280 G COLD,2,2715,CHEMISTRY
1.78,WODA ZYWIEC 1_5 N/G BRZOSKW_,1,9904,DRINK_JUICE
1.09,MAKARON GWIAZDKI CZANIEC 250 G,1,14213,GROATS_RICE_PASTA
14.0740740740741,PALUSZKI RYBNE  LUZ,0.54,15916,ICE_CREAMS_FROZEN
4.19,BREF DO WC 750 ML,1,2449,CHEMISTRY
6.2,NAP SPIR KRAKOWSKA  0_2 L PIGWA,1,22756,ALCOHOL
3.25,CIASTKA KRAKUSKI SERDUSZKA 171 G,5,20920,SWEETS
4.95,KROKIETY Z MIESEM  GRZESKOWIAK,3,11727,GENERAL
2.53,PIWO REDDS BIANCO 0_4 B/BEZ,6,694,ALCOHOL
4.0,PIEROGI Z MI?SEM 400GR GRZESKOWIAK,7,1503,POULTRY
8.836678832116789,KT POMIDOR MALINOWY,10.96,22238,VEGETABLES
1.27,ZUPA PIECZARKOWA 41G AMINO,3,12560,GENERAL_FOOD
2.78,PIWO LWOWEK MALINA 0_5 L B/ZW,6,337,ALCOHOL
1.18,WIN ZUPA ZUREK 49 G,4,13024,GENERAL_FOOD
1.18,TIC TAC EMOTIONG,12,20011,SWEETS
2.37,MAKARON LUBELLA MUSZELKA DROBNA,2,14473,GROATS_RICE_PASTA
1.27,KNORR SOS DO SAL.PAP.ZIOLA 9G,5,13745,GENERAL_FOOD
3.52,KNORR G.K. DANIE SER+BROKU? 50 G,1,11182,GENERAL
3.0,LODY ROZEK JAK DAWNIEJ,1,15841,ICE_CREAMS_FROZEN
3.42,SMAK MAK ZAPIEKANKA Z PIECZARKAMI 250 G,11,11683,GENERAL
10.09,TYTON PS BLU,2,5126,CIGARETTES
1.32,PIWO HARNAS 0_5L BUTELKA,27,480,ALCOHOL
20.36,KIE?BASA MYSLIWSKA KG,0.5,16993,POULTRY
2.89,GILZY 250+25% GOLDEN,5,5429,CIGARETTES
2.34,SONKO RYZ 1 KG BIALY,3,13324,GENERAL_FOOD
6.76,ORZECHY WLOSKIE 100 G KRESTO,2,12141,GENERAL_FOOD
17.99,WINO PROSECCO 0_75 L MUSUJ B/WYTRAW,1,23169,ALCOHOL
0.84,DRAZE SKAWA  CZEKOL.70G,4,19152,SWEETS
0.67375,PRINCESA ZEBRA37 G,16,21025,SWEETS
13.01,WINO MOGEN  0_75 LROZOWE P/S?OD,1,22957,ALCOHOL
1.942,DESER MONTE 150 G CZEKOL,15,13215,GENERAL_FOOD
1.83,ASPIRYN ULTRA 2 SZT,4,21085,TABLETS
0.8345,OCET KULINARNY 0_480 ML L PLASTIK,20,13452,GENERAL_FOOD
0.51,PASZTET PODLASKI 50 G,1,11738,GENERAL
1.57,NAP JURAJSKA ORANZADA BIALA 1_25 G,6,8773,DRINK_JUICE
3.5633333333333304,SER CAMEMBERT TUREK NATURALNY 120 G,3,7501,DAIRY_CHESSE
1.73,TABLETKI ETOPIRYNA 6 SZT,2,17416,OCCASIONAL
2.52,WAFLE KUKURYDZIANE 100GR,3,12183,GENERAL_FOOD
1.54,KRAZKI RYZOWE 60 G,1,14383,GROATS_RICE_PASTA
4.89,PIWO PSOTNIK 0_5 L B/BEZW,3,785,ALCOHOL
0.73,ORANZADA W PROSZKU ROZEK,11,19582,SWEETS
2.78,TABLETKI APAP 6SZT,3,21317,TABLETS
3.03,NAP CAPRIO JABLKO 2L,2,9389,DRINK_JUICE
0.24,PAPIER TOALET.MAWA,27,1925,CHEMISTRY
10.66,PAP PAL MAL BLUE,1,5017,CIGARETTES
8.58333333333333,PASZTET WEDZONY  KG,2.64,17256,POULTRY
1.88,LODY BIG MILK FRUUT,28,15073,ICE_CREAMS_FROZEN
8.78,KAWA NESCAFE 100 G CREME,2,5885,COFFEE TEA
7.04,WINO FRESCO ROZOWE P/SL,2,23015,ALCOHOL
2.5,TWAROG CZARNKOW POLTL.250G,4,6749,DAIRY_CHESSE
0.14,CUKIER WANILIOWY ZIOLOPEX,1,18649,SPICES
0.95,MAKARON SWIDEREK 400 G DOBRY,1,14066,GROATS_RICE_PASTA
3.01,KRAKUS GULASZ ANGIELSKI  155G,5,11266,GENERAL
1.57,CHRUPKI Z OWOCAMI MAX 80 G,3,19677,SWEETS
3.25,NAP TYMBARK 1 L JABLKO ANT. TLOCZONY,6,21685,VEGETABLES
9.85,BOMB MON CHERI 157_5 G,1,18792,SWEETS
2.61333333333333,PIWO DESPERADOS 0_4 L,27,557,ALCOHOL
1.79,PIWO BOJAN FAJRANT 0_5 L B/ZWR,2,304,ALCOHOL
4.91,PIEROGI Z MIESEM NORDIS 450 G,2,15514,ICE_CREAMS_FROZEN
19.469964664311,SZYNKA CHLEBOWA KG,2.83,17129,POULTRY
1.34,KASZKA MANNA WISN. 150G CZARNKOW,4,7460,DAIRY_CHESSE
1.07,DR O AROMAT WANILIA 9ML,1,18072,SPICES
2.4,PRIMA 100 G MIELONA,16,5736,COFFEE TEA
1.39,KUBUS PLAY MARCH/MALIN/LIMETKA,9,10641,DRINK_JUICE
3.4,COSTA JABLKOWA 2L,1,10138,DRINK_JUICE
1.155,DA FANTASIA Z CZEKOLADA 110G,14,6425,DAIRY_CHESSE
2.39,CAPPUCCINO Z MAGNEZEM MOKATE 110G,2,5865,COFFEE TEA
2.0,SKORUPKA BURACZKI 500G,10,21531,VEGETABLES
3.27,ZUPA WIOSENNA 450 G,1,15681,ICE_CREAMS_FROZEN
1.54,GUMA ROLL TATTOO,7,4302,CHEWING_GUM_LOLIPOPS
4.08,SZAMPON FAMILIJNY 700 ML,2,3139,CHEMISTRY
1.48,MENTOS STRONG MINT 38G,8,4285,CHEWING_GUM_LOLIPOPS
3.99,LUDWIK D/NACZYN 1L MIETOW,7,2497,CHEMISTRY
1.12,NAP TONIC KINLEY PUSZKA 0_330 ML,5,10691,DRINK_JUICE
0.69,JOGOBELLA 150G SPECJAL,20,8230,DAIRY_CHESSE
2.59,CIASTKA HIT 220 G ORZECH,1,20086,SWEETS
3.06,PLATKI CORN FLAKES 250G NESTLE,5,4366,CHIPS_FLAKES
2.58,LAYS PAPRYKA 150 G KARBOWANA,1,4719,CHIPS_FLAKES
1.25181818181818,KUBUS MUS 0_1 TRUSKAWKA,22,10639,DRINK_JUICE
3.67,BRUKSELKA 450 G,2,14660,ICE_CREAMS_FROZEN
15.3793103448276,KIELBASA DELIKATESOWA KG,0.29,16911,POULTRY
3.03,KASZA GRYCZANA 400 G,1,21623,VEGETABLES
3.11,ZNICZ BIA?Y SREDNI S-124,6,3578,CHEMISTRY
2.62,PIWO SOMERSBY 0_4 L BUTELKA BLACKBERRY,7,705,ALCOHOL
1.75,MAK EKOMAK 500 G SWIDERKI,15,11944,GENERAL
3.32,NAP HORTEX 1 L JAB?KO 100%,1,10199,DRINK_JUICE
0.65,PETITKI LUBISIE Z CZEK 30 G,43,19037,SWEETS
4.95,KROKIETY Z MIESEM  GRZESKOWIAK,3,12017,GENERAL
5.86,TABLETKI LOKOMARIN 15,1,21117,TABLETS
1.825,P PASTA LOSOS ZE SZCZYPIORKIEM,4,11035,POULTRY
1.15,ZMYWACZ DO PAZNOKCI 50 ML,6,2285,CHEMISTRY
0.6,GRZESKI MEGA KAKAO,57,19924,SWEETS
1.78,KAMIS PIEPRZ CYTRYNOWY 20G,2,18094,SPICES
1.49,KUBUS PLAY MAR/CZER.POMAR/LIMETKA,18,9370,DRINK_JUICE
2.3,POWIDLA STOVIT 240 G,4,12498,GENERAL_FOOD
3.1809615384615397,WODKA 1906 0_1 ML,104,22528,ALCOHOL
0.30190476190476195,PIANKA PUF 1 SZT,21,4687,CHIPS_FLAKES
0.91,PRYMAT OREGANO CALE 10 G,2,18190,SPICES
4.45,PODPASKI HIG.BELLA NOVA MAXI ECONOMY x18,2,16687,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
3.71,LIPTON HERB ZIELONA CITRUS 25 EX,2,6078,COFFEE TEA
11.0,NAP TYMBARK 0_5 ,L JAB+ARBUZ,10412,DRINK_JUICE
1.15,WIN ZIARENKA SMAKU 75G,2,18202,SPICES
3.71,PLASTRY FAMILI,3,3299,CHEMISTRY
4.59,E PLYN DO PLUKANIA 1 L,1,2028,CHEMISTRY
23.714285714285694,FRANKFUTERKI KG,0.7,17198,POULTRY
22.142857142857103,KIE?BASA PIWOSZKI  KG,0.07,17173,POULTRY
0.81,NAP TYMBARK 0_25 L POM.BRZOSK,10,8932,DRINK_JUICE
1.12,PEPSI COLA PUSZKA,59,9477,DRINK_JUICE
2.45,TWAROG SREMSKI CHUDY 250GR,14,6562,DAIRY_CHESSE
3.9,VIFON DANIE W STYL.TAJSKIM,4,12182,GENERAL_FOOD
0.24,ORANZADKA W PROSZKU,21,17381,OCCASIONAL
3.15,RAJSTOPY 15 DEN INEZ,1,17925,GENERAL_ITEMS
4.09,SP KURCZAK W GALARECIE,4,12521,GENERAL_FOOD
5.99,JACOBS VELVET 75 G UZUP.,1,5989,COFFEE TEA
2.59,FILETY SLEDZIOWE W POMIDZ.170 G,3,11058,POULTRY
2.49,GOS.MLEKO ZAGESZCZ.500ML GOSTYN,1,8568,DAIRY_CHESSE
3.79733826627614,KT POMIDOR SZKLARNIOWY LUZ,97.305,22081,VEGETABLES
2.29170731707317,MAR DELMA EXTRA 450 G,41,17622,GENERAL_ITEMS
12.18,PAP LUCKY STRIKE 22 RED,4,5240,CIGARETTES
0.26,PROSZEK D/PIECZ.CYKORIA 18G,10,16841,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
0.37,ORANZADA W PROSZKU SUPER,11,18873,SWEETS
7.036437246963558,KT SLIWKA KG,2.47,21758,VEGETABLES
2.46,NAP TYMBARK 1 L LIMONKA OWOCE SWIAT,2,8941,DRINK_JUICE
4.64,SZPINAK LISC,5,15975,ICE_CREAMS_FROZEN
3.26518674066297,KT POMARANCZA LUZ,66.67,21503,VEGETABLES
2.46,NAP TYMBARK 1 L KAKTUS,6,9091,DRINK_JUICE
13.316831683168301,P PLATY  MARYNOWANE,1.01,10900,POULTRY
1.47,POP CORN 95 G,6,4417,CHIPS_FLAKES
0.6,BAKOMA POLSKIE SMAK 120 G LESNYCH,4,7570,DAIRY_CHESSE
9.95,PAP ROTHMANS MINT LINK,6,5270,CIGARETTES
3.985625,NAP SPIR ZO?ADKOWA Z MIETA 0_1 ML,32,22713,ALCOHOL
2.57,LODY ICE FRESH 200 ML,28,15265,ICE_CREAMS_FROZEN
3.0,NAP TYMBARK 2L ASEPTIC POM/BRZOSK,18,9849,DRINK_JUICE
0.46,NAP NAPPI JABLKOWY 200ML,57,9816,DRINK_JUICE
1.2119395465995,PIWO WOJAK 0_5 L BUTELKA JASNE,397,950,ALCOHOL
1.6233333333333302,HOCHL PIECZARKA 100G TOP BLOK,9,7031,DAIRY_CHESSE
1.12,WIN SOS PIECZ/CIEMNY 30G,36,12550,GENERAL_FOOD
9.82,PAP ROTHMANS MINT LINK,10,4967,CIGARETTES
4.13,ZNICZ DUZY S-226,2,17533,OCCASIONAL
0.84,GALEO OREGANO 8 G,6,18663,SPICES
20.6481481481481,KIELBASA POGORZELSKA PODSUSZANA  KG,1.08,17271,POULTRY
2.72,HERBATNIKI FAMILIJNE KRUCHE Z CUK.200G,1,16346,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
16.7,NAP SPIR SOPLICA ORZECH W?OSKI 0_5 L,2,22515,ALCOHOL
0.47,KAWA NESCAFE 3W1  17G,3,5850,COFFEE TEA
1.21,SER TOP TYLZYCKI SERTOP,5,7522,DAIRY_CHESSE
1.12,PASZTET DROBIOWY 90G DROP,3,1690,POULTRY
2.21,NAP COCA COLA ZERO 1L,3,9398,DRINK_JUICE
13.339622641509399,SALSA/RYBA DORSZOWATA Z WARZYWAMI KG,1.06,10873,POULTRY
2.08,FASOLA  PIEKNY JAS 400G KROS,2,18405,SPICES
