original_title,title_length,production_companies
High Fidelity,13, Touchstone Pictures
What Women Want,15, Centropolis Entertainment
Evolution,9, The
Before the Devil Knows You're Dead,34, Unity Productions
Cheaper by the Dozen 2,22,Twentieth Century Fox Film Corporation
The Rover,9, Screen NSW
Alpha and Omega,15, Relativity Media
Agent Cody Banks 2: Destination London,38, Metro-Goldwyn-Mayer (MGM)
Igor,4,Exodus Film Group
Ghost Rider,11, Marvel Enterprises
Step Brothers,13, Relativity Media
The Twilight Saga: Breaking Dawn - Part 1,41, Zohar International
The Core,8, Core Productions
The X Files: I Want to Believe,30,Twentieth Century Fox Film Corporation
Selma,5, Harpo Films
Dylan Dog: Dead of Night,24, platinum studios
Maleficent,10, Roth Films
The Dark Knight Rises,21, DC Entertainment
The Bourne Ultimatum,20,Universal Pictures
Hancock,7, Overbrook Entertainment
The Wedding Planner,19,Columbia Pictures Corporation
The Hateful Eight,17,Double Feature Films
Alexander,9,France 3 CinÃ©ma
Wanderlust,10, A Hot Dog
The Matrix Reloaded,19, Silver Pictures
300: Rise of an Empire,22, Hollywood Gang Productions
Dark Water,10, Touchstone Pictures
Finding Forrester,17,Fountainbridge Films
Last Vegas,10, Outlaw Sinema
Drive,5, Marc Platt Productions
Syriana,7, FilmWorks
The Bling Ring,14,PathÃ© Distribution
The Hobbit: An Unexpected Journey,33,WingNut Films
Arbitrage,9, Treehouse Pictures
Harry Potter and the Chamber of Secrets,39, Warner Bros.
Trainwreck,10,Universal Pictures
Speed Racer,11,Village Roadshow Pictures
August Rush,11,Warner Bros.
Drive Angry,11, Nu Image Films
Jimmy Neutron: Boy Genius,25, Paramount Animation
Skyline,7, Transmission Pictures
White Chicks,12,Columbia Pictures
The Water Horse,15,Revolution Studios
Carnage,7, Canal+
The Peanuts Movie,17, Feigco Entertainment
Chef,4,Open Road Films
Date Movie,10,Regency Enterprises
The Lovely Bones,16,WingNut Films
Kung Fu Panda,13,DreamWorks Animation
Cloverfield,11, Bad Robot
Predestination,14, Wolfhound Pictures
Take Me Home Tonight,20, Internationale Filmproduktion Blackbird Dritte
The Twilight Saga: Breaking Dawn - Part 1,41, TSBD Canada Productions
Final Destination 5,19,New Line Cinema
Taken,5, Grive Productions
Bee Movie,9,Pacific Data Images (PDI)
Machete,7, Troublemaker Studios
Something Borrowed,18, Wild Ocean Films
In Time,7,Regency Enterprises
Aloha,5, Regency Enterprises
Carol,5, Number 9 Films
That's My Boy,13, Happy Madison Productions
Black Swan,10,Fox Searchlight Pictures
Out of the Furnace,18, Energy Entertainment
Almost Famous,13, Vinyl Films
Belle,5, Pinewood Studios
Paranoia,8, Reliance Entertainment
The Bourne Identity,19,Universal Pictures
The Girl with the Dragon Tattoo,31,Columbia Pictures
Sherlock Holmes: A Game of Shadows,34,Village Roadshow Pictures
Once Upon a Time in Mexico,26, Dimension Films
The Chronicles of Riddick,25,Universal Pictures
Red Planet,10,Village Roadshow Pictures
Undisputed,10,Miramax Films
The Others,10, Las Producciones del Escorpion
The Roommate,12, Screen Gems
Flags of Our Fathers,20,DreamWorks SKG
My Big Fat Greek Wedding,24,MPH Entertainment
War of the Worlds,17, Amblin Entertainment
Veronica Mars,13, Warner Bros. Interactive Entertainment
A Dangerous Method,18,Recorded Pictures Company
Hotel for Dogs,14, Nickelodeon Movies
Sanctum,7, Relativity Media
Cloudy with a Chance of Meatballs,33,Columbia Pictures
Max Payne,9, Foxtor Productions
Night at the Museum,19, 21 Laps Entertainment
Thirteen Days,13,New Line Cinema
Harry Potter and the Chamber of Secrets,39, MIRACLE Productions GmbH & Co. KG
Speed Racer,11, Anarchos Productions
The Polar Express,17,Castle Rock Entertainment
12 Years a Slave,16, Film4
Cosmopolis,10, Rai Cinema
Gulliver's Travels,18, Dune Entertainment
Harry Potter and the Half-Blood Prince,38, Heyday Films
Pirates of the Caribbean: On Stranger Tides,43,Walt Disney Pictures
Mirrors,7, Castel Film Romania
Sydney White,12,Morgan Creek Productions
Dallas Buyers Club,18, Voltage Pictures
Jason X,7, Sean S. Cunningham Films
The Order,9, N1 European Film Produktions GmbH & Co. KG
My Blueberry Nights,19, Jet Tone Production
Surrogates,10, Wintergreen Productions
V for Vendetta,14, Virtual Studios
Deux frÃ¨res,12,PathÃ© Renn Productions
Killing Them Softly,19, Annapurna Pictures
La migliore offerta,19, Friuli Venezia Giulia Film Commission
Rock of Ages,12,New Line Cinema
Salt,4,Columbia Pictures
Punisher: War Zone,18, Valhalla Motion Pictures
Ender's Game,12, Chartoff Productions
Deux frÃ¨res,12, Two Brothers Productions
The Peanuts Movie,17,Blue Sky Studios
Sunshine,8, UK Film Council
Hanna,5, Sechzehnte Babelsberg Film
Whisper,7,Universal Pictures
The Rite,8, Hungarian National Film Office
The Next Three Days,19, FidÃ©litÃ© Films
28 Weeks Later,14, UK Film Council
House of 1000 Corpses,21,Universal Pictures
Showtime,8,Village Roadshow Pictures
The Love Guru,13,Paramount Pictures
15 Minutes,10, New Redemption Pictures
Bridget Jones's Diary,21, Studio Canal
Death Race,10, Impact Pictures
Chronicle,9, Davis Entertainment
Jumping the Broom,17, TDJ Enterprises / New Dimensions Entertainment
Invictus,8, Mace Neufeld Productions
Happy Feet Two,14, Kennedy Miller Mitchell
Paranoia,8, Relativity Media
Repo Men,8, Relativity Media
Shooter,7, Grosvenor Park Impact Productions
How to Train Your Dragon 2,26, Mad Hatter Entertainment
King Kong,9, Universal Pictures
The Counselor,13, Scott Free Productions
The Intern,10,Waverly Films
Fever Pitch,11, Mars Media Beteiligungs
Harry Potter and the Prisoner of Azkaban,40, P of A Productions Limited
Enchanted,9,Walt Disney Pictures
Babylon A.D.,12, CinÃ©CinÃ©ma
Paul,4,Universal Pictures
Concussion,10, LStar Capital
All Is Lost,11, Before the Door Pictures
Space Chimps,12, Vanguard Animation
Ender's Game,12, K/O Paper Products
X-Men: Days of Future Past,26, TSG Entertainment
Traffic,7, Splendid Medien AG
Taken,5, TPS Star
Return to Me,12, JLT Productions
Hotel Rwanda,12, Industrial Development Corporation of South Africa
About Last Night,16, Inc.
The Apparition,14,StudioCanal
Meet Dave,9,20th Century Fox
Looney Tunes: Back in Action,28, Goldmann Pictures
The Strangers,13,Rogue Pictures
Delivery Man,12, Touchstone Pictures
Seven Psychopaths,17, CBS Films
Wild Target,11,Matador Pictures
Virgin Territory,16, Dino de Laurentiis Cinematografica
American Gangster,17, Film Rites
A Good Day to Die Hard,22, Twentieth Century Fox Film Corporation
Interstellar,12,Paramount Pictures
From Justin to Kelly,20,20th Century Fox
The Equalizer,13, Mace Neufeld Productions
Brideshead Revisited,20, Ecosse Films
The Fourth Kind,15, Gold Circle Films
Why Did I Get Married Too?,26,Lions Gate Films
Edge of Darkness,16,Icon Productions
The Italian Job,15,Paramount Pictures
Timeline,8, Donners' Company
Bruce Almighty,14, Shady Acres Entertainment
He's Just Not That Into You,27, Flower Films (II)
The Illusionist,15, Bull's Eye Entertainment
American Sniper,15,Village Roadshow Pictures
Premonition,11,TriStar Pictures
The Road,8, Dimension Films
Dolphin Tale,12, Arc Productions
The Dukes of Hazzard,20, WV Films III
The Back-Up Plan,16, CBS Films
The Grudge,10, Vertigo Entertainment
The Big Year,12, Deuce Three Productions
Pixels,6,Columbia Pictures
Alexander,9, PathÃ© Renn Productions
The Majestic,12, Darkwoods Productions
Training Day,12, WV Films II
30 Minutes or Less,18,Columbia Pictures
The Rundown,11, Universal Pictures
Nick and Norah's Infinite Playlist,34, Mandate Pictures
The Next Three Days,19, Hwy61
The Lake House,14, Warner Bros.
Night at the Museum: Secret of the Tomb,39, 21 Laps Entertainment
Austin Powers in Goldmember,27,New Line Cinema
Lemony Snicket's A Series of Unfortunate Events,47, Scott Rudin Productions
The Fighter,11,Paramount Pictures
The Call,8, Troika Pictures
Did You Hear About The Morgans?,31, Castle Rock Entertainment
The Four Feathers,17, Jaffilms Inc.
Maid in Manhattan,17, Shoelace Productions
Solitary Man,12, Millennium Films
The Boat That Rocked,20, Studio Canal
A Cinderella Story,18, Dylan Sellers Productions
Monte Carlo,11, Fox 2000 Pictures
Insurgent,9, NeoReel
Parker,6,SND
The Rundown,11, WWE Studios
Fast & Furious 6,16, Relativity Media
Sparkle,7, Akil Production Company
From Hell,9, Underworld Entertainment
The Musketeer,13, MDP Worldwide
Metallica: Through the Never,28, Picturehouse Entertainment
Blended,7, Warner Bros.
Hairspray,9,New Line Cinema
The Adventures of Tintin,24,Paramount Pictures
Anchorman: The Legend of Ron Burgundy,37,Apatow Productions
National Treasure,17,Walt Disney Pictures
2 Fast 2 Furious,16, Universal Pictures
Stealth,7, Phoenix Pictures
Angels & Demons,15,Columbia Pictures
Diana,5, Film i VÃ¤st
Guardians of the Galaxy,23,Marvel Studios
John Tucker Must Die,20, Major Studio Partners
End of Watch,12, Knightsbridge Entertainment
Brick Mansions,14,Canal+
"10,000 BC",9, Warner Bros.
DodgeBall: A True Underdog Story,32,Twentieth Century Fox Film Corporation
Mamma Mia!,10,Universal Pictures
Thor,4,Marvel Studios
Dear John,9,Screen Gems
House of Wax,12, Dark Castle Entertainment
Priest,6,Screen Gems
Push,4,Icon Productions
Big Miracle,11,Universal Pictures
W.,2,Ixtlan Productions
Limitless,9, Relativity Media
Open Season,11,Sony Pictures Animation
The Lone Ranger,15, Blind Wink Productions
Due Date,8, Green Hat Films
High Crimes,11, Epsilon Motion Pictures
Empire State,12, Emmett/Furla Films
The Great Gatsby,16,Village Roadshow Pictures
Shallow Hal,11,Twentieth Century Fox Film Corporation
Seventh Son,11, Pendle Mountain Productions
Transsiberian,13, Castelao Producciones
Harold & Kumar Go to White Castle,33,New Line Cinema
Hachi: A Dog's Tale,19, Scion Films
Land of the Dead,16, Exception Wild Bunch
Memoirs of a Geisha,19, Red Wagon Productions
Shanghai Knights,16, Jackie Chan Films Limited
Ricki and the Flash,19,Columbia TriStar
The Fountain,12, Muse Entertainment Enterprises
Mulholland Drive,16,Asymmetrical Productions
Sanctum,7, Sanctum Australia
"Me, Myself & Irene",18,Twentieth Century Fox Film Corporation
The Hours,9, Scott Rudin Productions
Revolutionary Road,18, BBC Films
Rat Race,8, Alphaville Films
Honey,5,Universal Pictures
Road to Perdition,17,DreamWorks SKG
The Danish Girl,15, Working Title Films
State of Play,13, Relativity Media
The Expendables 2,17,Nu Image Films
4: Rise of the Silver Surfer,28, 1492 Pictures
Runaway Jury,12, New Regency Pictures
Changing Lanes,14,Paramount Pictures
Fever Pitch,11, Alan Greenspan Productions
Scary Movie 3,13, Brad Grey Pictures
The East,8,Scott Free Productions
Flyboys,7, Skydance Productions
Daredevil,9, Regency Enterprises
Diana,5, Le Pacte
Love the Coopers,16,Imagine Entertainment
Babel,5, Anonymous Content
Alice in Wonderland,19, Tim Burton Productions
Rules of Engagement,19,Paramount Pictures
Solitary Man,12,Smartest Man Productions
Safe Haven,10,Temple Hill Productions
Eternal Sunshine of the Spotless Mind,37, Focus Features
Paranoia,8,Gaumont
The Wolf of Wall Street,23,Paramount Pictures
The Ant Bully,13, Playtone Production
The Bling Ring,14, A24
Spider-Man 2,12,Laura Ziskin Productions
Marie Antoinette,16, Tohokushinsha Film
The Revenant,12,Regency Enterprises
Doomsday,8,Rogue Pictures
Paranormal Activity: The Marked Ones,36,Blumhouse Productions
Mission: Impossible - Ghost Protocol,36, Revolution Sun Studios
The Rum Diary,13, Infinitum Nihil
He's Just Not That Into You,27, Internationale Filmproduktion Blackswan
No Good Deed,12,Sony Pictures
The Town,8,Legendary Pictures
A Man Apart,11," ""DIA"" Productions GmbH & Co. KG"
Beastly,7, Storefront Films
Spotlight,9, Entertainment One Features
"10,000 BC",9, The Department of Trade and Industry of South Africa
Love the Coopers,16, CBS Films
Dallas Buyers Club,18, Universal Pictures
Underworld: Evolution,21, Screen Gems
Spider-Man 2,12, Columbia Pictures Corporation
Wreck-It Ralph,14,Walt Disney Animation Studios
Oz: The Great and Powerful,26, Roth Films
My Week with Marilyn,20, Trademark Films
The Guard,9, Crescendo Productions
Annabelle,9, Evergreen Media Group
Disconnect,10, LD Entertainment
The Texas Chainsaw Massacre,27,New Line Cinema
The Sweetest Thing,18,Konrad Pictures
Not Another Teen Movie,22,Original Film
Memento,7, Newmarket Capital Group
Skyline,7,Rogue Pictures
(500) Days of Summer,20, Dune Entertainment III
This Is the End,15, Mandate Pictures
Paul Blart: Mall Cop,20,Columbia Pictures
The Day After Tomorrow,22, Centropolis Entertainment
Wrong Turn,10,Summit Entertainment
The Spy Next Door,17,Robert Simonds Productions
Foxcatcher,10,Likely Story
Defiance,8, Pistachio Pictures
Ocean's Twelve,14, Warner Bros.
The Soloist,11,DreamWorks
Daybreakers,11, Furst Films
The Mothman Prophecies,22,Lakeshore Entertainment
Angel Eyes,10, Morgan Creek Productions
London Boulevard,16, Projection Pictures
The Love Guru,13, Goldcrest Pictures
The Eye,7,Paramount Vantage
Joy Ride,8, New Regency Pictures
Arthur,6,Warner Bros.
Land of the Lost,16, Sid & Marty Krofft Pictures
Paycheck,8, Davis Entertainment
Chicago,7, Storyline Entertainment
Moonrise Kingdom,16, Moonrise
The Skeleton Key,16, MFPV Film
The Sisterhood of the Traveling Pants,37, Alcon Entertainment
The Lorax,9, Illumination Entertainment
Despicable Me,13,Universal Pictures
Hereafter,9, Warner Bros.
Our Brand Is Crisis,19,Participant Media
The Lake House,14, Vertigo Entertainment
Virgin Territory,16, Dino De Laurentiis Company
Paul Blart: Mall Cop,20, Relativity Media
Selma,5,Plan B Entertainment
Sideways,8,Fox Searchlight Pictures
Notes on a Scandal,18, DNA Films
Walk the Line,13, Mars Media Beteiligungs
Johnson Family Vacation,23, Catch Productions
The Aviator,11, Warner Bros.
Trumbo,6, ShivHans Pictures
Zodiac,6,Paramount Pictures
X-Men: Days of Future Past,26, Marvel Entertainment
AVP: Alien vs. Predator,23, Twentieth Century Fox Film Corporation
The Fast and the Furious,24, Ardustry Entertainment
Paranormal Activity 3,21, Room 101
Hellboy,7, Starlite Films
Lo imposible,12, Apaches Entertainment
Mutant Chronicles,17, Paradox Entertainment
Supernova,9,United Artists
Dark Water,10, Post No Bills Films
Nanny McPhee and the Big Bang,29, Working Title Films
Dark Shadows,12, Tim Burton Productions
Gangs of New York,17, Alberto Grimaldi Productions
Take Me Home Tonight,20,Imagine Entertainment
Insomnia,8, Witt/Thomas Productions
Scary Movie,11, Dimension Films
Munich,6, Alliance Atlantis Communications
Upside Down,11, Transfilm
End of Watch,12, Crave Films
Black Nativity,14,Fox Searchlight Pictures
Resident Evil: Afterlife,24, Constantin Film Produktion
The Social Network,18, Scott Rudin Productions
Next Friday,11,New Line Cinema
Failure to Launch,17, Failure to Launch Productions
The Legend of Bagger Vance,26, Allied Filmmakers
Mission: Impossible - Ghost Protocol,36,Paramount Pictures
City By The Sea,15, Sea Breeze Productions Inc.
Stay Alive,10, Wonderland Sound and Vision
Walk the Line,13,Tree Line Films
Cake,4,Echo Films
Mission: Impossible II,22,Paramount Pictures
The Phantom of the Opera,24, Scion Films
Duplicity,9,Universal Pictures
What If,7,Fastnet Films
Take the Lead,13, Tiara Blu Films
Safe Haven,10, Relativity Media
Mulholland Drive,16, The Picture Factory
Big Eyes,8, Silverwood Films
The Marine,10, WWE Studios
Why Did I Get Married?,22,Lions Gate Films
Iron Man,8,Marvel Studios
Surrogates,10, Mandeville Films
Boogeyman,9, Pacific Renaissance Pictures Ltd.
Sanctum,7, Great Wight Productions/ Osford Films
Birdman,7, New Regency Pictures
Harry Potter and the Deathly Hallows: Part 2,44,Warner Bros.
The Last King of Scotland,25, Cowboy Films
The Rite,8, Contrafilm
Death at a Funeral,18,Parabolic Pictures
The Frozen Ground,17, Emmett/Furla Films
X2,2,Twentieth Century Fox Film Corporation
American Gangster,17,Imagine Entertainment
Along Came a Spider,19, MFP Munich Film Partners
Mad Max: Fury Road,18,Village Roadshow Pictures
Next,4, Virtual Studios
Constantine,11, DC Comics
Just Married,12, Robert Simonds Productions
Atlantis: The Lost Empire,25,Walt Disney Pictures
Corpse Bride,12, Will Vinton Studios
Spotlight,9, Anonymous Content
Hope Springs,12, Escape Artists
The 40 Year Old Virgin,22, Apatow Productions
Jeepers Creepers,16, Cinerenta Medienbeteiligungs KG
Dirty Dancing: Havana Nights,28,Miramax Films
The Lego Movie,14, DC Comics
Journey to the Center of the Earth,34, Walden Media
The Bounty Hunter,17, Original Film
Alone in the Dark,17, Lionsgate
Inside Man,10, Universal Pictures
My Big Fat Greek Wedding,24, Playtone Productions
16 Blocks,9,Donners' Company
What Happens in Vegas,21, 21 Laps Entertainment
Dracula 2000,12, Wes Craven Films
Seven Pounds,12, Escape Artists
Hop,3,Universal Pictures
Hannibal,8, Metro-Goldwyn-Mayer (MGM)
Bridge of Spies,15, Studio Babelsberg
Jack Ryan: Shadow Recruit,25, Mace Neufeld Productions
Safe House,10, Dentsu
Planes: Fire & Rescue,21, DisneyToon Studios
Body of Lies,12, De Line Pictures
Fantastic Four,14, Constantin Film.
The Frozen Ground,17, Cheetah Vision
The Happening,13, UTV Motion Pictures
Miss Congeniality,17, Castle Rock Entertainment
Johnny English,14,Universal Pictures
The Marine,10, Pacific Film and Television Commission
Guess Who,9,Columbia Pictures
Stolen,6, Nu Image Films
Man on Fire,11, Epsilon Motion Pictures
Contagion,9, Warner Bros.
People Like Us,14, Touchstone Pictures
Identity Thief,14,Stuber Productions
The Dark Knight Rises,21, Syncopy
88 Minutes,10, Nu Image Entertainment
X-Men: First Class,18, Donners' Company
The Grudge 3,12,Ghost House Pictures
The Family Man,14,Universal Pictures
Water for Elephants,19, Dune Entertainment
xXx: State of the Union,23, Revolution Studios
Bridge to Terabithia,20, Hal Lieberman Company
Finding Nemo,12, Pixar Animation Studios
Star Wars: Episode II - Attack of the Clones,44,Lucasfilm
Mirror Mirror,13, Rat Entertainment
Horton Hears a Who!,19, Blue Sky Studios
Red Planet,10, Warner Bros.
Perfect Stranger,16,Columbia Pictures
G-Force,7, Jerry Bruckheimer Films
Meet the Robinsons,18, Walt Disney Animation Studios
Spy Game,8, Beacon Communications
Death Sentence,14, Brass Hat Films
All About Steve,15, Fox 2000 Pictures
Jeepers Creepers,16,United Artists
Bolt,4, Walt Disney Animation Studios
True Grit,9, Mike Zoss Productions
Mission: Impossible - Rogue Nation,34, TC Productions
Country Strong,14,Maguire Entertainment
Spy Kids,8, Miramax
The Smurfs 2,12, Hemisphere Media Capital
Step Up 2: The Streets,22,Summit Entertainment
Bullet to the Head,18, IM Global
Sex Tape,8, Sony Pictures Entertainment (SPE)
The Possession,14, North Box Productions
Lone Survivor,13, Leverage Management
The Adventures of Tintin,24, Amblin Entertainment
The Happening,13, Blinding Edge Pictures
Paddington,10, Heyday Films
Brideshead Revisited,20, HanWay Films
Notes on a Scandal,18,Fox Searchlight Pictures
Intolerable Cruelty,19, Universal Pictures
The Fifth Estate,16, Participant Media
World Trade Center,18, Double Feature Films
Two for the Money,17,Universal Pictures
Big Miracle,11, Working Title Films
Bedtime Stories,15, Happy Madison Productions
Eight Below,11, Spyglass Entertainment
The Transporter,15, EuropaCorp
Poltergeist,11, TSG Entertainment
How Do You Know,15, Road Rebel
Stardust,8, Di Bonaventura Pictures
Furry Vengeance,15, Participant Media
Cradle 2 the Grave,18, Warner Bros.
Catwoman,8, DiNovi Pictures
Spotlight,9, Open Road Films
The Day After Tomorrow,22, Twentieth Century Fox Film Corporation
Home,4, DreamWorks Animation
Chappie,7, Sony Pictures Entertainment (SPE)
White Chicks,12, Gone North Productions
Ninja Assassin,14, Legendary Pictures
Paranormal Activity 4,21, Blumhouse Productions
Transporter 3,13, TF1 Films Production
Runaway Jury,12,Regency Enterprises
National Treasure: Book of Secrets,34, Walt Disney
I Now Pronounce You Chuck & Larry,33,Universal Pictures
You Don't Mess With the Zohan,29,Columbia Pictures
Black Christmas,15,Dimension Films
The Gunman,10,StudioCanal
Need for Speed,14, Reliance Entertainment
Salt,4, Di Bonaventura Pictures
Crazy/Beautiful,15,Touchstone Pictures
Promised Land,13,Participant Media
The Water Horse,15, Ecosse Films
Divergent,9, Red Wagon Entertainment
Firewall,8, Jon Shestack Productions
Bullet to the Head,18, After Dark Films
The Express,11, IDEA Filmproduktions
Alone in the Dark,17,Boll Kino Beteiligungs GmbH & Co. KG
Spanglish,9,Gracie Films
Lara Croft: Tomb Raider,23, Lawrence Gordon Productions
Master and Commander: The Far Side of the World,47, Samuel Goldwyn Films
Season of the Witch,19,Atlas Entertainment
2 Fast 2 Furious,16,Mikona Productions GmbH & Co. KG
Final Destination,17,New Line Cinema
Phone Booth,11,Fox 2000 Pictures
The Great Debaters,18, Harpo Films
Eight Below,11, The
"Monsters, Inc.",14,Walt Disney Pictures
Clash of the Titans,19,The Zanuck Company
Tropic Thunder,14, Red Hour Films
Mirrors,7, Luna Pictures
The Bounty Hunter,17,Columbia Pictures
Source Code,11,The Mark Gordon Company
Real Steel,10, Touchstone Pictures
She's the Man,13,DreamWorks SKG
Swimming Pool,13,France 2 CinÃ©ma
Tooth Fairy,11, Twentieth Century Fox
Saw 3D,6, Serendipity Productions
Blade II,8, Marvel Entertainment
Firewall,8, Beacon Pictures
Harry Potter and the Half-Blood Prince,38,Warner Bros.
Magic Mike XXL,14,Warner Bros.
Runner Runner,13, Stone Village Pictures
Runner Runner,13,20th Century Fox
The Wild,8, Nigel Productions
Aquamarine,10, Storefront Pictures
Firewall,8, Warner Bros.
Pompeii,7,Impact Pictures
Mulholland Drive,16, Les Films Alain Sarde
Spy Game,8, Metropolitan Filmexport
The Runaways,12, Linson Entertainment
Save the Last Dance,19, Cort/Madden Productions
How to Lose Friends & Alienate People,37,UK Film Council
Solitary Man,12, Paul Schiff Productions
The Frozen Ground,17, K5 International
Prisoners,9, 8:38 Productions
Capote,6, Province of British Columbia Production Services Tax Credit
Pay It Forward,14,Bel Air Entertainment
Fantastic Four,14, Constantin Film Produktion
The Return,10, Biscayne Pictures
There Will Be Blood,19,Miramax Films
Valkyrie,8,United Artists
American Gangster,17, Universal Pictures
Catch and Release,17,Columbia Pictures Corporation
Old School,10, The Montecito Picture Company
The Hitcher,11, Focus Films
New Year's Eve,14,New Line Cinema
Spy,3, Chernin Entertainment
Underworld,10, Subterranean Productions LLC
Robots,6,Blue Sky Studios
300: Rise of an Empire,22,Legendary Pictures
Brooklyn,8, Parallel Film Productions
The Hobbit: The Battle of the Five Armies,41, New Line Cinema
Serendipity,11, Tapestry Films
X-Men: Days of Future Past,26, Bad Hat Harry Productions
The Twilight Saga: Breaking Dawn - Part 2,41, Temple Hill Entertainment
American Outlaws,16,Warner Bros. Pictures
Love Happens,12, Camp / Thompson Pictures
Tears of the Sun,16,Columbia Pictures
The Game Plan,13,Walt Disney Pictures
Wanted,6, Kickstart Productions
Traffic,7, Initial Entertainment Group (IEG)
Timeline,8, Mutual Film Company
Drive,5, Odd Lot Entertainment
Hitman,6, EuropaCorp
Man of Tai Chi,14,Universal Pictures
Tristan & Isolde,16,Twentieth Century Fox Film Corporation
The Last Witch Hunter,21, One Race Films
After Earth,11, Blinding Edge Pictures
The Fast and the Furious,24, Mediastream Film GmbH & Co. Productions KG
Ouija,5, Blumhouse Productions
EuroTrip,8, The Montecito Picture Company
Edge of Tomorrow,16, Province of British Columbia Production Services Tax Credit
Wild Target,11, Isle of Man Film
Trumbo,6,Groundswell Productions
300,3,Virtual Studios
The Mummy: Tomb of the Dragon Emperor,37, Sommers Company
The Iron Lady,13, Canal+
Panic Room,10,Columbia Pictures Corporation
Shrek,5,DreamWorks SKG
Rendition,9, Level 1 Entertainment
Under the Skin,14, Creative Scotland
Just Go With It,15, Happy Madison Productions
Kingdom of Heaven,17, Scott Free Productions
Kill Bill: Vol. 2,17, A Band Apart
War Horse,9, Amblin Entertainment
Taken 3,7, EuropaCorp
Flight of the Phoenix,21, Optional Pictures
Almost Famous,13, DreamWorks Pictures
47 Ronin,8, Moving Picture Company (MPC)
The Amazing Spider-Man,22,Columbia Pictures
The Girl with the Dragon Tattoo,31, Film Rites
The Ghost Writer,16, R.P. Productions
Shanghai Knights,16,Spyglass Entertainment
Ella Enchanted,14,Miramax Films
Legion,6,Bold Films
Queen of the Damned,19, Warner Bros.
Pineapple Express,17,Columbia Pictures
Footloose,9,Spyglass Entertainment
Transporter 3,13,Europa Corp
Troy,4, Nimar Studios
Insomnia,8,Section Eight
Miss Congeniality,17,Village Roadshow Pictures
Alvin and the Chipmunks,23,Dune Entertainment
The Expendables 3,17,Davis-Films
The Prince,10,Grindstone Entertainment Group
Windtalkers,11, Metro-Goldwyn-Mayer (MGM)
Boogeyman,9, Senator International
Meet Dave,9, Regency Enterprises
Gladiator,9, Universal Pictures
The Lorax,9,Universal Pictures
Burn After Reading,18, Studio Canal
The SpongeBob Movie: Sponge Out of Water,40, Disruption Entertainment
Hearts in Atlantis,18,Castle Rock Entertainment
The Dressmaker,14,Amazon Studios
Life as We Know It,18, Village Roadshow Pictures Asia
How to Lose Friends & Alienate People,37, Intandem Films
Percy Jackson: Sea of Monsters,30, Dune Entertainment
Get Him to the Greek,20, Spyglass Entertainment
FearDotCom,10, DoRo Fiction Film
Dragonfly,9,Universal Pictures
Alice in Wonderland,19,Walt Disney Pictures
The Princess and the Frog,25, Walt Disney Animation Studios
The Skulls,10, Cranium Films
The Artist,10, Studio 37
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,83,Twentieth Century Fox Film Corporation
The Smurfs,10, Sony Pictures Animation
The Incredible Burt Wonderstone,31, Benderspink
Jackass: The Movie,18,Paramount Pictures
Little Fockers,14,Paramount Pictures
This Is the End,15, Sony Pictures Entertainment (SPE)
The Covenant,12, Inc.
The Island,10, Warner Bros.
28 Days Later...,16,DNA Films
Madagascar 3: Europe's Most Wanted,34,DreamWorks Animation
In Bruges,9,Blueprint Pictures
Safe House,10,Universal Pictures
The Lego Movie,14, Vertigo Entertainment
Entourage,9, Closest to the Hole Productions
Max Keeble's Big Move,21, Karz Entertainment
Scary Movie 5,13,Dimension Films
Sherlock Holmes: A Game of Shadows,34, Wigram Productions
Austin Powers in Goldmember,27, Gratitude International
Penguins of Madagascar,22,DreamWorks Animation
Flight of the Phoenix,21, Aldrich Group
Mutant Chronicles,17,Isle of Man Film
Straight Outta Compton,22, Broken Chair Flickz
Pathfinder,10, Dune Entertainment
It's Complicated,16, Relativity Media
The Time Machine,16,DreamWorks SKG
Serving Sara,12,Paramount Pictures
Teenage Mutant Ninja Turtles,28, Platinum Dunes
What Women Want,15,Paramount Pictures
Gladiator,9,DreamWorks SKG
Cradle 2 the Grave,18,Silver Pictures
High Crimes,11, Regency Enterprises
Brokeback Mountain,18,River Road Entertainment
Vanilla Sky,11, Cruise-Wagner Productions
The Longest Yard,16, Happy Madison Productions
Agent Cody Banks 2: Destination London,38, Maverick Films
X2,2, Marvel Enterprises
The Bounty Hunter,17, Relativity Media
Smart People,12, Sherazade Film Development
We Were Soldiers,16, Wheelhouse Entertainment
Zack and Miri Make a Porno,26, View Askew Productions
Bring It On,11,Beacon Communications
AVP: Alien vs. Predator,23, Davis Entertainment
The Jungle Book 2,17,Walt Disney Pictures
The Amityville Horror,21,Platinum Dunes
Sabotage,8,Open Road Films
Captain America: The First Avenger,34,Marvel Studios
Around the World in 80 Days,27, Mostow/Lieberman Productions
Philomena,9, PathÃ©
Devil,5, Media Rights Capital
9,1, Arc Productions
Valkyrie,8, Achte Babelsberg Film
License to Wed,14, Underground
A Man Apart,11,New Line Cinema
Crocodile Dundee in Los Angeles,31,Bungalow Productions
Mulholland Drive,16, Babbo Inc.
Star Wars: Episode III - Revenge of the Sith,44,Lucasfilm
Slumdog Millionaire,19, Film4
Pitch Perfect 2,15, Gold Circle Films
We Own the Night,16, 2929 Productions
Shutter Island,14, Appian Way
