original_title,title_length,production_companies
Elizabeth: The Golden Age,25,Universal Pictures
Elizabethtown,13,Paramount Pictures
Ella Enchanted,14,Miramax Films
Elysium,7," QED International,  Alpha Core,  Media Rights Capital, TriStar Pictures"
Empire State,12," Emmett/Furla Films, Grindstone Entertainment Group,  Cheetah Vision,  Envision Entertainment Corporation,  Voltage Pictures"
Employee of the Month,21,Lionsgate
Enchanted,9,"Walt Disney Pictures,  Josephson Entertainment,  Right Coast Productions"
End of Watch,12," Hedge Fund Film Partners,  Knightsbridge Entertainment,  Crave Films"
Ender's Game,12," Chartoff Productions,  K/O Paper Products, Summit Entertainment"
Endless Love,12," Bluegrass Films,  Fake Empire, Universal Pictures"
Enemy at the Gates,18," KC Medien, Paramount Pictures"
Enough,6,Columbia Pictures
Entourage,9," Closest to the Hole Productions, Warner Bros."
Epic Movie,10,"Twentieth Century Fox Film Corporation,  Regency Enterprises,  New Regency Pictures"
Equilibrium,11,Dimension Films
Eragon,6," Dune Entertainment, Ingenious Film Partners,  Fox 2000 Pictures,  Twentieth Century Fox Film Corporation"
Erin Brockovich,15,Jersey Films
Escape Plan,11," Mark Canton Productions,  Envision Entertainment, Summit Entertainment"
Escape from Planet Earth,24," Mainframe Entertainment,  Weinstein Company,  The"
Eternal Sunshine of the Spotless Mind,37," Focus Features, Anonymous Content"
EuroTrip,8," The Montecito Picture Company, DreamWorks SKG,  Blue Sea Productions"
Evan Almighty,13," Universal Pictures,  Shady Acres Entertainment, Columbia Pictures"
Everest,7," Walden Media,  Cross Creek Pictures"
Everything Must Go,18," IM Global, Birdsong Pictures"
Everything is Illuminated,25,"Big Beach Productions,  Stillking Films"
Evil Dead,9," FilmDistrict,  Ghost House Pictures, TriStar Pictures"
Evolution,9," The,  Columbia Pictures Corporation, DreamWorks SKG,  Montecito Picture Company"
Ex Machina,10,"DNA Films,  Universal Pictures International (UPI),  Film4"
Exit Wounds,11, Warner Bros.
Exodus: Gods and Kings,22," Babieka,  Chernin Entertainment, Scott Free Productions"
Extraordinary Measures,22, CBS Films
Eye in the Sky,14,"Entertainment One,  Raindog Films,  Moonlighting Films"
Fahrenheit 9/11,15,"BIM Distribuzione,  Fellowship Adventure Group"
Failure to Launch,17," Failure to Launch Productions,  Scott Rudin Productions"
Fair Game,9, Participant Media
Fantastic Four,14," Marvel Enterprises,  Constantin Film.,  Constantin Film Produktion, Twentieth Century Fox Film Corporation,  Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,  Marv Films"
Fantastic Mr. Fox,17," Indian Paintbrush, Twentieth Century Fox Film Corporation,  Regency Enterprises"
Far from Heaven,15,Clear Blue Sky Productions
Fast & Furious,14," Dentsu Inc.,  One Race Productions,  Original Film"
Fast & Furious 6,16," Relativity Media, Universal Pictures,  Original Film"
Fast Five,9,Universal Pictures
FearDotCom,10," DoRo Fiction Film,  Signature Pictures,  ApolloMedia Distribution,  Franchise Pictures, Milagro Films"
Femme Fatale,12, Quinta Communications
Fever Pitch,11," Mars Media Beteiligungs,  Alan Greenspan Productions, Fox 2000 Pictures,  Wildgaze Films"
Fifty Shades of Grey,20," Michael De Luca Productions,  Trigger Street Productions"
Final Destination,17,"New Line Cinema,  Zide-Perry Productions,  Hard Eight Pictures"
Final Destination 3,19," Matinee Pictures, New Line Cinema,  Zide-Perry Productions"
Final Destination 5,19,"New Line Cinema,  Practical Pictures,  Parallel Zide"
Finding Forrester,17,"Fountainbridge Films,  Columbia Pictures Corporation,  Laurence Mark Productions"
Finding Nemo,12," Pixar Animation Studios,  Disney Enterprises, Walt Disney Pictures"
Finding Neverland,17,"Miramax Films,  Film Colony"
Fire with Fire,14," Cheetah Vision,  Paradox Entertainment, Industry Entertainment"
Firewall,8," Jon Shestack Productions,  Beacon Pictures,  Warner Bros., Village Roadshow Pictures,  Thunder Road Pictures"
Flags of Our Fathers,20,"DreamWorks SKG,  Malpaso Productions"
Flight of the Phoenix,21," Optional Pictures,  Aldrich Group, Twentieth Century Fox Film Corporation"
Flightplan,10," Touchstone Pictures, Imagine Entertainment"
Flushed Away,12,Aardman Animations
Flyboys,7," Skydance Productions,  Flyboys Films, Ingenious Film Partners"
Focus,5," Zaftig Films, Kramer & Sigman Films,  RatPac-Dune Entertainment"
Fool's Gold,11, Warner Bros.
Footloose,9,"Spyglass Entertainment,  MTV Films"
For Greater Glory - The True Story of Cristiada,47,Dos Corazones
Forgetting Sarah Marshall,25, Apatow Productions
Four Brothers,13,"Paramount Pictures,  Di Bonaventura Pictures"
Four Christmases,16," Wild West Picture Show Productions, New Line Cinema,  Ott Medien,  Type A Films,  Spyglass Entertainment"
Foxcatcher,10,"Likely Story,  Media Rights Capital"
Frailty,7, American Entertainment Partners L.P.
Frankenweenie,13," Tim Burton Animation Company,  Tim Burton Productions"
Freaky Friday,13,Walt Disney Pictures
Fred Claus,10," Jessie Nelson Productions,  Warner Bros."
Freddy vs. Jason,16," Cecchi Gori Group Tiger Cinematografica, New Line Cinema,  Crystal Lake Entertainment,  Sean S. Cunningham Films"
Free Birds,10,"Reel FX Creative Studios,  Relativity Media"
Freedom Writers,15," Kernos Filmproduktionsgesellschaft & Company,  Jersey Films"
Freedomland,11,Scott Rudin Productions
Frida,5," Ventanarosa Productions, Miramax Films"
Friday Night Lights,19,"Universal Studios,  Imagine Entertainment"
Friday the 13th,15,New Line Cinema
Friends with Benefits,21,Castle Rock Entertainment
Fright Night,12,Touchstone Pictures
From Hell,9, Underworld Entertainment
From Justin to Kelly,20,20th Century Fox
Frozen,6," Walt Disney Animation Studios, Walt Disney Pictures"
Fun Size,8," Fake Empire,  Nickelodeon Movies,  Anonymous Content, Paramount Pictures"
Fun with Dick and Jane,22, Columbia Pictures Corporation
Funny People,12," Universal Pictures,  Relativity Media, Columbia Pictures,  Apatow Productions"
Fur: An Imaginary Portrait of Diane Arbus,41,"River Road Entertainment,  Iron Film,  Edward R. Pressman Film"
Furious 7,9,"Universal Pictures,  Original Film,  One Race Films,  Dentsu"
Furry Vengeance,15," Participant Media, Summit Entertainment"
Fury,4," LStar Capital,  QED International, Columbia Pictures"
G-Force,7," Jerry Bruckheimer Films, Walt Disney Pictures"
G.I. Joe: The Rise of Cobra,27," Hasbro, Paramount Pictures,  Spyglass Entertainment,  Di Bonaventura Pictures,  Kontsept Film Company"
Gamer,5," Lionsgate, Lakeshore Entertainment"
Gangs of New York,17, Alberto Grimaldi Productions
Gangster Squad,14," Lin Pictures,  Langley Park Production"
Get Carter,10,Franchise Pictures
Get Hard,8, Warner Bros.
Get Him to the Greek,20," Relativity Media, Universal Pictures,  Spyglass Entertainment"
Get Rich or Die Tryin',22, MTV Films
Get Smart,9,"Village Roadshow Pictures,  Warner Bros."
Getaway,7," Saints LA,  Silver Reel,  After Dark Films,  Signature Pictures, Dark Castle Entertainment"
Ghost Rider,11," Marvel Enterprises,  Michael De Luca Productions"
Ghost Rider: Spirit of Vengeance,32," Hyde Park Entertainment,  Imagenation Abu Dhabi FZ"
Ghost Ship,10," Ghost Ship Films Pty. Ltd.,  Warner Bros., Village Roadshow Pictures,  NPV Entertainment"
Ghosts of Mars,14," Animationwerks, Screen Gems,  Storm King Productions"
Ghosts of the Abyss,19,"Walt Disney Pictures,  Earthship Productions"
Gigli,5,"City Light Films,  Casey Silver Productions,  Revolution Studios"
Gladiator,9," Universal Pictures, DreamWorks SKG,  Red Wagon Entertainment,  Scott Free Productions"
Gnomeo & Juliet,15, Touchstone Pictures
Goal!: The Dream Begins,23," Hargitay & Hargitay Pictures in Motion, Touchstone Pictures"
God's Not Dead,14,Pure Flix Entertainment
Gods and Generals,17, Antietam Filmworks
Godsend,7," 2929 Productions,  Artists Production Group (APG),  Blue Productions, Lions Gate Films"
Godzilla,8," Legendary Pictures,  Warner Bros., Toho Company"
Going the Distance,18,New Line Cinema
Gone Baby Gone,14," The Ladd Company, Miramax Films"
Gone Girl,9, New Regency Pictures
Gone In Sixty Seconds,21,"Jerry Bruckheimer Films,  Touchstone Pictures"
Good Luck Chuck,15,Lionsgate
"Good Night, and Good Luck.",26,Warner Independent Pictures (WIP)
Goosebumps,10," Scholastic Entertainment, Columbia Pictures"
Gosford Park,12,USA Films
Gossip,6,Warner Bros. Pictures
Gran Torino,11,"Village Roadshow Pictures,  Gerber Pictures,  Double Nickel Entertainment,  Malpaso Productions"
Gravity,7," Esperanto Filmoj,  Heyday Films"
Green Lantern,13,"De Line Pictures,  DC Entertainment,  Warner Bros."
Green Zone,10,"Universal Pictures,  Dentsu,  Relativity Media,  StudioCanal"
Gridiron Gang,13,Columbia Pictures
Grindhouse,10," Troublemaker Studios,  Yer Dead Productions, Big Talk Productions"
Grown Ups,9," Happy Madison Productions, Columbia Pictures"
Grown Ups 2,11, Happy Madison Productions
Grudge Match,12,"Gerber Pictures,  Warner Bros."
Guardians of the Galaxy,23,"Marvel Studios,  Bulletproof Cupid,  Moving Picture Company (MPC),  Revolution Sun Studios"
Guess Who,9,Columbia Pictures
Gulliver's Travels,18," Dune Entertainment,  Davis Entertainment"
Hachi: A Dog's Tale,19," Stage 6 Films,  Scion Films,  Hachiko,  Inferno Distribution, Grand Army Entertainment"
Hairspray,9,New Line Cinema
Hall Pass,9, Conundrum Entertainment
Halloween II,12, Spectacle Entertainment Group
Hancock,7," Overbrook Entertainment, Columbia Pictures,  Relativity Media,  Weed Road Pictures"
Hanging Up,10," Nora Ephron Productions,  Columbia Pictures Corporation"
Hanna,5," Focus Features,  Sechzehnte Babelsberg Film, Focus Features,  Neunte Babelsberg Film,  Holleran Company"
Hannah Montana: The Movie,25,"Walt Disney Pictures,  Millar Gough Ink,  It's a Laugh Productions"
Hannibal,8," Scott Free Productions,  Metro-Goldwyn-Mayer (MGM),  Dino De Laurentiis Company, Universal Pictures"
Hannibal Rising,15," Zephyr Films, Ingenious Film Partners,  Dino De Laurentiis Company,  Quinta Communications"
Hansel & Gretel: Witch Hunters,30," Gary Sanchez Productions,  Studio Babelsberg,  MTV Films,  Metro-Goldwyn-Mayer (MGM), Paramount Pictures"
Happy Feet,10," Animal Logic,  Kingdom Feature Productions,  Kennedy Miller Productions"
Happy Feet Two,14, Kennedy Miller Mitchell
Hardball,8, Munich Film Partners & Company (MFP) GHS Productions
Hardcore Henry,14,"Bazelevs Production,  Versus Pictures"
Harold & Kumar Go to White Castle,33,New Line Cinema
Harry Brown,11,"HanWay Films,  Marv Films"
Harry Potter and the Chamber of Secrets,39," Heyday Films,  Warner Bros.,  MIRACLE Productions GmbH & Co. KG, 1492 Pictures"
Harry Potter and the Deathly Hallows: Part 1,44, Heyday Films
Harry Potter and the Deathly Hallows: Part 2,44,"Warner Bros.,  Heyday Films,  Moving Picture Company (MPC)"
Harry Potter and the Goblet of Fire,35, Heyday Films
Harry Potter and the Half-Blood Prince,38," Heyday Films, Warner Bros."
Harry Potter and the Order of the Phoenix,41," Heyday Films,  Warner Bros.,  Harry Potter Publishing Rights"
Harry Potter and the Philosopher's Stone,40,1492 Pictures
Harry Potter and the Prisoner of Azkaban,40," Heyday Films,  P of A Productions Limited, 1492 Pictures"
Hart's War,10," David Ladd Films,  Cheyenne Enterprises, David Foster Productions"
Haywire,7," Relativity Media, Irish Film Board"
He's Just Not That Into You,27," Flower Films (II),  Internationale Filmproduktion Blackswan, New Line Cinema"
Hearts in Atlantis,18,Castle Rock Entertainment
Heaven is for Real,18,"TriStar Pictures,  Roth Films,  Screen Gems"
Hellboy,7," Dark Horse Entertainment,  Starlite Films,  Lawrence Gordon Productions, Revolution Studios"
Hellboy II: The Golden Army,27,"Universal Pictures,  Mid Atlantic Films,  Lawrence Gordon Productions"
Her,3,Annapurna Pictures
Herbie Fully Loaded,19,"Walt Disney Pictures,  Robert Simonds Productions"
Hereafter,9," Warner Bros.,  Malpaso Productions,  Kennedy/Marshall Company"
Hidalgo,7," Dune Films,  Touchstone Pictures, Casey Silver Productions"
Hide and Seek,13," MBC Beteiligungs Filmproduktion,  Josephson Entertainment,  Fox 2000 Pictures"
High Crimes,11," Monarch Pictures,  Epsilon Motion Pictures,  Regency Enterprises,  New Regency Pictures"
High Fidelity,13, Touchstone Pictures
Highlander: Endgame,19," Dimension Films, Davis-Panzer Productions"
Hitch,5,Columbia Pictures Corporation
Hitman,6," EuropaCorp,  Daybreak Productions,  Anka Film"
Hitman: Agent 47,16,"Twentieth Century Fox Film Corporation,  Infinite Frameworks Studios,  TSG Entertainment"
Home,4,"Twentieth Century Fox Film Corporation,  DreamWorks Animation"
Home on the Range,17,"Walt Disney Pictures,  Walt Disney Feature Animation"
Honey,5," NuAmerica Entertainment,  Marc Platt Productions, Universal Pictures"
Hoodwinked Too! Hood VS. Evil,29,HW Two
Hoodwinked!,11," Kanbar Entertainment, The Weinstein Company"
Hop,3,Universal Pictures
Hope Springs,12,"Columbia Pictures,  Escape Artists,  Mandate Pictures,  Metro-Goldwyn-Mayer (MGM)"
Horrible Bosses,15," Rat Entertainment, New Line Cinema"
Horrible Bosses 2,17," RatPac Entertainment, New Line Cinema"
Horton Hears a Who!,19," Blue Sky Studios,  Twentieth Century Fox Animation"
Hostage,7," Yari Film Group,  Syndicate Films International,  Cheyenne Enterprises,  Stratus Film Co."
Hostel: Part II,15,Lions Gate Films
Hot Pursuit,11,New Line Cinema
Hot Tub Time Machine,20, Metro-Goldwyn-Mayer (MGM)
Hotel Rwanda,12," Industrial Development Corporation of South Africa, Lions Gate Films,  Miracle Pictures"
Hotel Transylvania,18, Sony Pictures Animation
Hotel Transylvania 2,20,Columbia Pictures
Hotel for Dogs,14, Nickelodeon Movies
House of 1000 Corpses,21,"Universal Pictures,  Spectacle Entertainment Group"
House of Wax,12," Warner Bros.,  Dark Castle Entertainment"
House of the Dead,17," Mindfire Entertainment,  Brightlight Pictures, Boll Kino Beteiligungs GmbH & Co. KG"
How Do You Know,15," Gracie Films,  Road Rebel, Columbia Pictures"
How the Grinch Stole Christmas,30, Universal Pictures
How to Lose Friends & Alienate People,37,"UK Film Council,  Intandem Films,  Film4,  Aramid Entertainment Fund"
How to Lose a Guy in 10 Days,28,Paramount Pictures
How to Train Your Dragon,24," Vertigo Entertainment,  Mad Hatter Entertainment"
How to Train Your Dragon 2,26," Mad Hatter Entertainment, DreamWorks Animation"
Hugo,4, GK Films
Hulk,4," Marvel Enterprises,  Good Machine"
I Am Legend,11," Weed Road Pictures,  Original Film,  Warner Bros., Village Roadshow Pictures,  Heyday Films"
I Am Number Four,16," Touchstone Pictures,  Bay Films, DreamWorks SKG"
I Could Never Be Your Woman,27," Bauer Martinez Studios, Scott Rudin Productions"
I Don't Know How She Does It,28,The Weinstein Company
I Know Who Killed Me,20,"TriStar Pictures,  360 Pictures"
"I Love You, Man",15," De Line Pictures,  Bernard Gayle Productions,  The Montecito Picture Company"
I Now Pronounce You Chuck & Larry,33,"Universal Pictures,  Happy Madison Productions"
I Think I Love My Wife,22,Fox Searchlight Pictures
I'm Not There.,14," Killer Films, Endgame Entertainment,  Dreamachine"
"I, Frankenstein",15," Lionsgate, Lakeshore Entertainment"
"I, Robot",8," Davis Entertainment, Twentieth Century Fox Film Corporation,  Laurence Mark Productions"
Ice Age,7," Twentieth Century Fox Animation, Twentieth Century Fox Film Corporation"
Ice Age: Continental Drift,26," Twentieth Century Fox Animation, Blue Sky Studios"
Ice Age: The Meltdown,21,"Blue Sky Studios,  Twentieth Century Fox Animation"
Identity,8,Konrad Pictures
Identity Thief,14,"Stuber Productions,  Aggregate Films"
If I Stay,9, Metro-Goldwyn-Mayer (MGM)
Igby Goes Down,14,United Artists
Igor,4," Exodus Productions, Exodus Film Group"
In Bruges,9," Film4, Blueprint Pictures"
In Time,7," New Regency Pictures, Regency Enterprises"
In the Heart of the Sea,23," Warner Bros.,  K. JAM Media,  Spring Creek Productions"
In the Land of Women,20, Anonymous Content
In the Valley of Elah,21," Blackfriars Bridge Films,  NALA Films, Summit Entertainment"
Inception,9," Syncopy,  Warner Bros."
Indiana Jones and the Kingdom of the Crystal Skull,50,Lucasfilm
IndigÃ¨nes,10,Tessalit Productions
Inglourious Basterds,20, A Band Apart
Inherent Vice,13," Warner Bros., Ghoulardi Film Company"
Inkheart,8, Internationale Filmproduktion Blackbird Erste
Inside Man,10," Universal Pictures, Imagine Entertainment"
Inside Out,10," Walt Disney Studios Motion Pictures,  Pixar Animation Studios"
Insidious: Chapter 3,20,Sony Pictures
Insomnia,8," Witt/Thomas Productions, Section Eight,  Alcon Entertainment"
Insurgent,9,"Summit Entertainment,  NeoReel,  Mandeville Films,  Red Wagon Entertainment"
Interstellar,12,"Paramount Pictures,  Legendary Pictures,  Syncopy"
Into the Blue,13, Metro-Goldwyn-Mayer (MGM)
Into the Storm,14,"New Line Cinema,  Village Roadshow Pictures,  Broken Road Productions"
Into the Wild,13," River Road Entertainment,  Art Linson Productions,  Into the Wild, Paramount Vantage"
Into the Woods,14," Marc Platt Productions, Walt Disney Pictures"
Intolerable Cruelty,19," Universal Pictures, Imagine Entertainment,  Mike Zoss Productions,  Alphaville Productions"
Invictus,8," Revelations Entertainment,  Mace Neufeld Productions, Spyglass Entertainment,  Malpaso Productions"
Iron Man,8,Marvel Studios
Iron Man 2,10,Marvel Studios
Iron Man 3,10,Marvel Studios
It's Complicated,16," Relativity Media, Universal Pictures,  Dentsu,  Waverly Films"
Itâ€™s a Boy Girl Thing,23," Icon Entertainment International, Prospero Pictures"
J. Edgar,8," Malpaso Productions,  Wintergreen Productions"
Jack Reacher,12, Skydance Productions
Jack Ryan: Shadow Recruit,25," Mace Neufeld Productions,  Etalon film,  Skydance Productions"
Jack and Jill,13,"Columbia Pictures,  Happy Madison Productions"
Jack the Giant Slayer,21," Original Film,  Big Kid Pictures,  Warner Bros."
Jackass Presents: Bad Grandpa,29," MTV Films, Paramount Pictures"
Jackass: The Movie,18,Paramount Pictures
Jarhead,7," Motion Picture KAPPA Produktionsgesellschaft,  Red Wagon Entertainment, Universal Pictures,  Neal Street Productions"
Jason X,7," Sean S. Cunningham Films, New Line Cinema"
Jay and Silent Bob Strike Back,30," Miramax,  View Askew Productions"
Jeepers Creepers,16," Cinerenta Medienbeteiligungs KG, United Artists,  American Zoetrope"
Jeepers Creepers 2,18," Myriad Pictures,  American Zoetrope, United Artists"
"Jeff, Who Lives at Home",23,Indian Paintbrush
Jem and the Holograms,21," Allspark Pictures,  Blumhouse Productions"
Jennifer's Body,15," Fox Atomic, Dune Entertainment"
Ji jie hao,10,Huayi Brothers Media Corporation
Jimmy Neutron: Boy Genius,25," Paramount Animation, Nickelodeon Movies,  Universal Cartoon Studios"
Jobs,4," Five Star Institute,  Dillywood"
Joe Dirt,8, Happy Madison Productions
John Carter,11,Walt Disney Pictures
John Q,6," Evolution Entertainment,  Burg/Koules Productions, New Line Cinema"
John Tucker Must Die,20," Major Studio Partners, Twentieth Century Fox Film Corporation,  Landscape Entertainment,  Dune Entertainment"
John Wick,9," 87Eleven,  Warner Bros.,  DefyNite Films, Thunder Road Pictures"
Johnny English,14,"Universal Pictures,  StudioCanal"
Johnny English Reborn,21,Universal Pictures
Johnson Family Vacation,23," Catch Productions, Fox Searchlight Pictures"
Jonah Hex,9,Warner Bros.
Journey 2: The Mysterious Island,32,"New Line Cinema,  Contrafilm,  Walden Media"
Journey to the Center of the Earth,34," Walden Media, New Line Cinema"
Joy Ride,8," New Regency Pictures, Regency Enterprises,  LivePlanet,  Epsilon Motion Pictures"
Julie & Julia,13," Easy There Tiger Productions, Columbia Pictures"
Jumper,6,"Dune Entertainment,  Hypnotic"
Jumping the Broom,17,"TriStar Pictures,  TDJ Enterprises / New Dimensions Entertainment,  Sony Pictures Worldwide Acquisitions (SPWA)"
Juno,4, Mandate Pictures
Jupiter Ascending,17," Warner Bros.,  Anarchos Productions"
Jurassic Park III,17," Amblin Entertainment, Universal Studios"
Jurassic World,14," Legendary Pictures,  Fuji Television Network,  Amblin Entertainment,  Dentsu"
Just Go With It,15," Happy Madison Productions, Columbia Pictures"
Just Like Heaven,16, MacDonald/Parkes Productions
Just Married,12," Robert Simonds Productions, Twentieth Century Fox Film Corporation"
Just My Luck,12,"Regency Enterprises,  New Regency Pictures,  Cheyenne Enterprises"
Justin Bieber: Never Say Never,30,"Insurge Pictures,  Scooter Braun Films,  Magical Elves Productions"
K-19: The Widowmaker,20," Intermedia Films,  Palomar Pictures (II),  New Regency Pictures"
K-PAX,5," IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,  Lawrence Gordon Productions,  PathÃ© Pictures International"
Katy Perry: Part of Me,22," Insurge Pictures,  MTV Films, Paramount Pictures,  Imagine Entertainment"
Keeping the Faith,17," Touchstone Pictures, Spyglass Entertainment,  Triple Threat Talent"
Khumba,6,Triggerfish Animation
Kick-Ass,8,Lions Gate
Kill Bill: Vol. 2,17, A Band Apart
Kill the Messenger,18,"The Combine,  Bluegrass Films"
Killer Elite,12," Ambience Entertainment, Current Entertainment,  Open Road Films,  Omnilab Media,  International Traders"
Killer Joe,10," ANA Media,  Picture Perfect (I)"
Killers,7," Aversano Films,  Lionsgate"
Killing Them Softly,19," Annapurna Pictures,  Chockstone Pictures,  1984 Private Defense Contractors,  Inferno Entertainment"
King Arthur,11," World 2000 Entertainment,  Green Hills Productions"
King Kong,9, Universal Pictures
Kingdom of Heaven,17," Scott Free Productions,  Dune Films,  Kanzaman,  Twentieth Century Fox Film Corporation, Studio Babelsberg"
Kingsman: The Secret Service,28,"Twentieth Century Fox Film Corporation,  Marv Films"
Kiss of the Dragon,18,"Twentieth Century Fox Film Corporation,  Immortal Entertainment,  Canal+"
Knight and Day,14," Pink Machine, Tree Line Films"
Knocked Up,10,"Universal Pictures,  Apatow Productions"
Knowing,7," Escape Artists,  Mystery Clock Cinema"
Krampus,7,"Universal Pictures,  Legendary Pictures"
Kung Fu Panda,13,DreamWorks Animation
La migliore offerta,19," Business Location Sudtirol Alto Adige,  Friuli Venezia Giulia Film Commission,  Regione Lazio,  Warner Bros."
Ladder 49,9," Fantail Films Inc., Casey Silver Productions,  Beacon Communications,  Touchstone Pictures"
Lady in the Water,17, Warner Bros.
Lakeview Terrace,16,"Screen Gems,  Overbrook Entertainment"
Land of the Dead,16," Exception Wild Bunch, Universal Pictures,  Romero-Grunwald Productions"
Land of the Lost,16," Relativity Media,  Sid & Marty Krofft Pictures"
Lara Croft Tomb Raider: The Cradle of Life,42," British Broadcasting Corporation (BBC),  Toho-Towa"
Lara Croft: Tomb Raider,23," Lawrence Gordon Productions,  British Broadcasting Corporation (BBC)"
Larry Crowne,12," Vendome Pictures,  Playtone Productions"
Last Holiday,12,Paramount Pictures
Last Vegas,10," Outlaw Sinema,  Good Universe,  CBS Films"
Law Abiding Citizen,19," Evil Twins,  Warp Films"
Lawless,7," Annapurna Pictures, The Weinstein Company,  Benaroya Pictures,  Pie Films Inc.,  Yucaipa Films"
Leap Year,9," Spyglass Entertainment,  Birnbaum/Barber"
Legally Blonde,14,Marc Platt Productions
Legend,6," Anton Capital Entertainment (ACE),  Cross Creek Pictures"
Legend of the Guardians: The Owls of Ga'Hoole,45," Cruel and Unusual Films,  Animal Logic,  Warner Bros."
Legends of Oz: Dorothy's Return,31, Summertime Entertainment
Legion,6,Bold Films
Lemony Snicket's A Series of Unfortunate Events,47," Scott Rudin Productions, Paramount Pictures,  Nickelodeon Movies,  Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,  DreamWorks Pictures"
Les MisÃ©rables,15," Relativity Media,  Working Title Films"
Let Me In,9, EFTI
Let's Be Cops,13, Genre Films
Letters from Iwo Jima,21," Malpaso Productions,  Warner Bros."
License to Wed,14," Underground, Village Roadshow Pictures"
Life as We Know It,18," Village Roadshow Pictures Asia, Josephson Entertainment,  Gold Circle Films"
Life of Pi,10," Dune Entertainment,  Ingenious Media,  Fox 2000 Pictures, Ingenious Film Partners"
Lilo & Stitch,13, Walt Disney Feature Animation
Limitless,9," Relativity Media,  Many Rivers Productions,  Boy of the Year"
Lions for Lambs,15," Wildwood Enterprises,  Andell Entertainment"
Little Black Book,17, Blue Star Pictures
Little Fockers,14,"Paramount Pictures,  Relativity Media,  Dreamworks Pictures,  Everyman Pictures,  Universal Pictures"
Little Man,10, Wayans Bros. Entertainment
Little Miss Sunshine,20," Bona Fide Productions,  Big Beach Films, Fox Searchlight Pictures"
Live Free or Die Hard,21," Wintergreen Productions,  Dune Entertainment,  Twentieth Century Fox Film Corporation, Ingenious Film Partners"
Lo imposible,12," Apaches Entertainment,  Telecinco Cinema"
Lockout,7," CinÃ©+,  EuropaCorp"
London Boulevard,16," Projection Pictures,  Henceforth, GK Films,  London Boulevard"
Lone Survivor,13," Leverage Management, Universal Pictures,  Closest to the Hole Productions"
Looney Tunes: Back in Action,28,"Lonely Film Productions GmbH & Co. KG.,  Goldmann Pictures,  Baltimore Spring Creek Productions,  Warner Bros."
Lord of War,11," Rising Star,  Ascendant Pictures,  Entertainment Manufacturing Company"
Lords of Dogtown,16,Columbia Pictures
Love & Basketball,17,40 Acres & A Mule Filmworks
Love & Other Drugs,18," Regency Enterprises,  Fox 2000 Pictures,  Stuber Productions"
Love Actually,13,DNA Films
Love Happens,12," Camp / Thompson Pictures,  Relativity Media"
Love in the Time of Cholera,27," Grosvenor Park Media Ltd., New Line Cinema"
Love the Coopers,16,"Imagine Entertainment,  CBS Films"
Lucky Number Slevin,19," VIP Medienfonds 4,  Capitol Films"
Lucy,4,"Universal Pictures,  EuropaCorp,  CinÃ©+,  Canal+"
MacGruber,9,Relativity Media
Machete,7," Troublemaker Studios,  Overnight Films, Dune Entertainment,  Dune Entertainment III"
Machete Kills,13," Overnight Films, Open Road Films,  Demarest Films"
Machine Gun Preacher,20," Relativity Media,  Moonlighting Films,  1984 Private Defense Contractors,  Virgin Produced"
Mad Max: Fury Road,18,"Village Roadshow Pictures,  Kennedy Miller Productions"
Madagascar,10, DreamWorks Animation
Madagascar 3: Europe's Most Wanted,34,DreamWorks Animation
Made of Honor,13,"Columbia Pictures,  Original Film"
Magic Mike,10,"Nick Wechsler Productions,  Extension 765"
Magic Mike XXL,14,Warner Bros.
Maid in Manhattan,17," Shoelace Productions, Columbia Pictures,  Revolution Studios,  Hughes Entertainment"
Maleficent,10, Roth Films
Mama,4," De Milo,  Toma 78"
Mamma Mia!,10," Playtone, Universal Pictures,  Relativity Media,  Littlestar,  Internationale Filmproduktion Richter"
Man of Steel,12," DC Entertainment,  Syncopy,  Warner Bros.,  Cruel and Unusual Films"
Man of Tai Chi,14," Village Roadshow Pictures,  Dalian Wanda Group, Universal Pictures,  China Film Group Corporation (CFGC),  Company Films"
Man of the Year,15,"Universal Pictures,  Morgan Creek Productions"
Man on Fire,11," New Regency Pictures,  Epsilon Motion Pictures,  Fox 2000 Pictures"
Man on a Ledge,14,"Summit Entertainment,  Di Bonaventura Picture"
Mandela: Long Walk to Freedom,29,Distant Horizons
Mao's Last Dancer,17,Great Scott Productions Pty. Ltd.
Marie Antoinette,16," Tohokushinsha Film,  Pricel"
Marley & Me,11,Sunswept Entertainment
Marmaduke,9,Twentieth Century Fox Film Corporation
Master and Commander: The Far Side of the World,47," Samuel Goldwyn Films, Universal Pictures,  Twentieth Century Fox Film Corporation,  Miramax"
Match Point,11,DreamWorks
Max,3,"Sunswept Entertainment,  Warner Bros."
Max Keeble's Big Move,21," Karz Entertainment, Walt Disney Pictures"
Max Payne,9," Foxtor Productions,  Abandon Entertainment,  Collision Entertainment"
Maze Runner: The Scorch Trials,30, Temple Hill Entertainment
Me and Orson Welles,19," Freestyle Releasing,  CinemaNX"
"Me, Myself & Irene",18,Twentieth Century Fox Film Corporation
Mean Girls,10,Paramount Pictures
Meet Dave,9,"20th Century Fox,  Regency Enterprises,  Guy Walks into a Bar Productions"
