date,name,group,Index,quantity
2018-01-05,PAP LM LINK RED,CIGARETTES,5159,1
2018-01-05,PAP LM MINT,CIGARETTES,5160,2
2018-01-05,PAP LM RED,CIGARETTES,5161,4
2018-01-05,PAP LUCKY STRIKE  BLUE 22 SZT,CIGARETTES,5162,4
2018-01-05,PAP LUCKY STRIKE 20 FLOW,CIGARETTES,5163,5
2018-01-05,PAP LUCKY STRIKE 22 RED,CIGARETTES,5164,4
2018-01-05,PAP MARLBORO  GOLD,CIGARETTES,5165,37
2018-01-05,PAP MARLBORO GOLD MIEK.,CIGARETTES,5166,6
2018-01-05,PAP MARLBORO RED MIEKK,CIGARETTES,5167,32
2018-01-05,PAP MARLLBORO. RED,CIGARETTES,5168,20
2018-01-05,PAP MOCNE 20,CIGARETTES,5169,80
2018-01-05,PAP MOCNE JASNE,CIGARETTES,5170,7
2018-01-05,PAP PAL MAL BLUE,CIGARETTES,5171,6
2018-01-05,PAP PAL MAL LINK BLU,CIGARETTES,5172,46
2018-01-05,PAP PAL MAL MINT,CIGARETTES,5173,52
2018-01-05,PAP PAL MAL MINT  LINK,CIGARETTES,5174,25
2018-01-05,PAP PAL MAL PSTRYK,CIGARETTES,5175,7
2018-01-05,PAP PALL MALL RED,CIGARETTES,5176,5
2018-01-05,PAP PAPIEROSY NA SZT,CIGARETTES,5177,31
2018-01-05,PAP PS  66 RED 100,CIGARETTES,5178,112
2018-01-05,PAP PS  BLU 100,CIGARETTES,5179,20
2018-01-05,PAP PS 66 BLUE 20,CIGARETTES,5180,24
2018-01-05,PAP PS BLACK,CIGARETTES,5181,21
2018-01-05,PAP PS BLACK 100,CIGARETTES,5182,16
2018-01-05,PAP PS BLU LINK,CIGARETTES,5183,70
2018-01-05,PAP PS GOLD,CIGARETTES,5184,37
2018-01-05,PAP PS GOLD 100,CIGARETTES,5185,16
2018-01-05,PAP PS MINT LINK,CIGARETTES,5186,58
2018-01-05,PAP PS RED 20,CIGARETTES,5187,36
2018-01-05,PAP RGD  MINT,CIGARETTES,5188,14
2018-01-05,PAP RGD BLU,CIGARETTES,5189,4
2018-01-05,PAP RGD LINK BLU,CIGARETTES,5190,63
2018-01-05,PAP RGD MINT SUP.SLIM,CIGARETTES,5191,71
2018-01-05,PAP RGD SUPER PINK,CIGARETTES,5192,65
2018-01-05,PAP ROTHMANS BLU 100,CIGARETTES,5193,20
2018-01-05,PAP ROTHMANS BLU LINK,CIGARETTES,5194,7
2018-01-05,PAP ROTHMANS MINT LINK,CIGARETTES,5195,6
2018-01-05,PAP ROTHMANSY CLICK 20,CIGARETTES,5196,2
2018-01-05,PAP ROTHMANSY CLICK LINK,CIGARETTES,5197,3
2018-01-05,PAP ROTHMANSY RED 100,CIGARETTES,5198,24
2018-01-05,PAP ROTMANSY  20 RED,CIGARETTES,5199,40
2018-01-05,PAP ROTMANSY 20 BLU,CIGARETTES,5200,50
2018-01-05,PAP WEST,CIGARETTES,5201,19
2018-01-05,PAP WEST JCE COOL BLEND CI?KIE,CIGARETTES,5202,6
2018-01-05,PAP WINSTON BLUE,CIGARETTES,5203,3
2018-01-05,PAP WINSTON RED,CIGARETTES,5204,6
2018-01-05,TRUSKAWKI MROZONE 450 G,CIGARETTES,5205,6
2018-01-05,TYTON PS BLAC,CIGARETTES,5206,32
2018-01-05,WODA 0_5 L,CIGARETTES,5207,6
2018-01-05,WODA AQA 0_5 L GAZ,CIGARETTES,5208,18
2018-01-05,WODA AQA 0_5 L N/G,CIGARETTES,5209,40
2018-01-05,ZAPALINCZKA,CIGARETTES,5210,23
2018-01-05,ZAPALKI,CIGARETTES,5211,50
2018-01-05,ZAPALNICZKA KOLOR,CIGARETTES,5212,23
2018-01-06,CYGARETKI 1 SZT,CIGARETTES,5213,1
2018-01-06,EQLUB 10 ML,CIGARETTES,5214,1
2018-01-06,EQLUB 10 ML,CIGARETTES,5215,2
2018-01-06,EQLUB 10 ML,CIGARETTES,5216,1
2018-01-06,GILZY 250+25% GOLDEN,CIGARETTES,5217,5
2018-01-06,GILZY GOLDEN 350,CIGARETTES,5218,1
2018-01-06,HELP P?YN  DO WC 750 ML,CIGARETTES,5219,1
2018-01-06,MASCOTTTE BIBULKA 50 SZT,CIGARETTES,5220,25
2018-01-06,PAP CAMEL,CIGARETTES,5221,1
2018-01-06,PAP CHESTERFIELD BLU 21,CIGARETTES,5222,44
2018-01-06,PAP CHESTERFIELD PSTRYK 20,CIGARETTES,5223,11
2018-01-06,PAP CHESTERFILD 100 BLU,CIGARETTES,5224,6
2018-01-06,PAP CHESTERFILD RED,CIGARETTES,5225,34
2018-01-06,PAP CHESTERFILD RED 100,CIGARETTES,5226,4
2018-01-06,PAP LD BLUE CIENKIE,CIGARETTES,5227,72
2018-01-06,PAP LD BLUE T,CIGARETTES,5228,91
2018-01-06,PAP LD LINK PSTRYK,CIGARETTES,5229,2
2018-01-06,PAP LD MENTHOL SUPER SLIM,CIGARETTES,5230,34
2018-01-06,PAP LD MINT,CIGARETTES,5231,21
2018-01-06,PAP LD PINK SUPER SLIM,CIGARETTES,5232,54
2018-01-06,PAP LD RED.,CIGARETTES,5233,76
2018-01-06,PAP LD SILVER 2,CIGARETTES,5234,6
2018-01-06,PAP LM BLU,CIGARETTES,5235,26
2018-01-06,PAP LM LINK FORWARD,CIGARETTES,5236,10
2018-01-06,PAP LM LINK MINT,CIGARETTES,5237,4
2018-01-06,PAP LM LINK MINT,CIGARETTES,5238,8
2018-01-06,PAP LUCKY STRIKE  BLUE 22 SZT,CIGARETTES,5239,2
2018-01-06,PAP LUCKY STRIKE 22 RED,CIGARETTES,5240,4
2018-01-06,PAP MARLBORO  GOLD,CIGARETTES,5241,40
2018-01-06,PAP MARLBORO GOLD MIEK.,CIGARETTES,5242,9
2018-01-06,PAP MARLBORO RED MIEKK,CIGARETTES,5243,21
2018-01-06,PAP MARLLBORO. RED,CIGARETTES,5244,27
2018-01-06,PAP MOCNE 20,CIGARETTES,5245,83
2018-01-06,PAP MOCNE JASNE,CIGARETTES,5246,7
2018-01-06,PAP PAL MAL BLUE,CIGARETTES,5247,7
2018-01-06,PAP PAL MAL LINK BLU,CIGARETTES,5248,41
2018-01-06,PAP PAL MAL MINT,CIGARETTES,5249,38
2018-01-06,PAP PAL MAL MINT  LINK,CIGARETTES,5250,18
2018-01-06,PAP PAL MAL PSTRYK,CIGARETTES,5251,4
2018-01-06,PAP PAPIEROSY NA SZT,CIGARETTES,5252,273
2018-01-06,PAP PS  66 RED 100,CIGARETTES,5253,108
2018-01-06,PAP PS  BLU 100,CIGARETTES,5254,27
2018-01-06,PAP PS 66 BLUE 20,CIGARETTES,5255,26
2018-01-06,PAP PS BLACK,CIGARETTES,5256,22
2018-01-06,PAP PS BLACK 100,CIGARETTES,5257,18
2018-01-06,PAP PS BLU LINK,CIGARETTES,5258,68
2018-01-06,PAP PS GOLD,CIGARETTES,5259,36
2018-01-06,PAP PS GOLD 100,CIGARETTES,5260,6
2018-01-06,PAP PS MINT LINK,CIGARETTES,5261,40
2018-01-06,PAP PS RED 20,CIGARETTES,5262,38
2018-01-06,PAP RGD  MINT,CIGARETTES,5263,10
2018-01-06,PAP RGD BLU,CIGARETTES,5264,2
2018-01-06,PAP RGD LINK BLU,CIGARETTES,5265,72
2018-01-06,PAP RGD MINT SUP.SLIM,CIGARETTES,5266,57
2018-01-06,PAP RGD SUPER PINK,CIGARETTES,5267,61
2018-01-06,PAP ROTHMANS BLU 100,CIGARETTES,5268,19
2018-01-06,PAP ROTHMANS BLU LINK,CIGARETTES,5269,20
2018-01-06,PAP ROTHMANS MINT LINK,CIGARETTES,5270,6
2018-01-06,PAP ROTHMANSY RED 100,CIGARETTES,5271,26
2018-01-06,PAP ROTMANSY  20 RED,CIGARETTES,5272,35
2018-01-06,PAP ROTMANSY 20 BLU,CIGARETTES,5273,43
2018-01-06,PAP WEST,CIGARETTES,5274,7
2018-01-06,PAP WEST JCE COOL BLEND CI?KIE,CIGARETTES,5275,9
2018-01-06,PAP WINSTON BLUE,CIGARETTES,5276,4
2018-01-06,PAP WINSTON RED,CIGARETTES,5277,7
2018-01-06,TRUSKAWKI MROZONE 450 G,CIGARETTES,5278,1
2018-01-06,TYTON PS BLAC,CIGARETTES,5279,28
2018-01-06,TYTON PS BLU,CIGARETTES,5280,2
2018-01-06,WODA 0_5 L,CIGARETTES,5281,14
2018-01-06,WODA AQA 0_5 L GAZ,CIGARETTES,5282,36
2018-01-06,WODA AQA 0_5 L N/G,CIGARETTES,5283,68
2018-01-06,ZAPALKI,CIGARETTES,5284,10
2018-01-06,ZAPALNICZKA KOLOR,CIGARETTES,5285,38
2018-01-07,CYGARETKI 1 SZT,CIGARETTES,5286,5
2018-01-07,GILZY 250+25% GOLDEN,CIGARETTES,5287,11
2018-01-07,MASCOTTTE BIBULKA 50 SZT,CIGARETTES,5288,23
2018-01-07,PAP CAMEL,CIGARETTES,5289,15
2018-01-07,PAP CAMEL SUBTLE,CIGARETTES,5290,3
2018-01-07,PAP CHESTERFIELD BLU 21,CIGARETTES,5291,46
2018-01-07,PAP CHESTERFIELD PSTRYK 20,CIGARETTES,5292,15
2018-01-07,PAP CHESTERFILD 100 BLU,CIGARETTES,5293,8
2018-01-07,PAP CHESTERFILD RED,CIGARETTES,5294,29
2018-01-07,PAP CHESTERFILD RED 100,CIGARETTES,5295,10
2018-01-07,PAP LD BLUE CIENKIE,CIGARETTES,5296,67
2018-01-07,PAP LD BLUE T,CIGARETTES,5297,85
2018-01-07,PAP LD LINK PSTRYK,CIGARETTES,5298,3
2018-01-07,PAP LD MENTHOL SUPER SLIM,CIGARETTES,5299,56
2018-01-07,PAP LD MINT,CIGARETTES,5300,23
2018-01-07,PAP LD PINK SUPER SLIM,CIGARETTES,5301,46
2018-01-07,PAP LD RED.,CIGARETTES,5302,70
2018-01-07,PAP LD SILVER 2,CIGARETTES,5303,8
2018-01-07,PAP LM BLU,CIGARETTES,5304,33
2018-01-07,PAP LM LINK FORWARD,CIGARETTES,5305,5
2018-01-07,PAP LM LINK MINT,CIGARETTES,5306,4
2018-01-07,PAP LM LINK MINT,CIGARETTES,5307,5
2018-01-07,PAP LUCKY STRIKE  BLUE 22 SZT,CIGARETTES,5308,4
2018-01-07,PAP LUCKY STRIKE 22 RED,CIGARETTES,5309,2
2018-01-07,PAP MARLBORO  GOLD,CIGARETTES,5310,49
2018-01-07,PAP MARLBORO GOLD MIEK.,CIGARETTES,5311,4
2018-01-07,PAP MARLBORO RED MIEKK,CIGARETTES,5312,11
2018-01-07,PAP MARLLBORO. RED,CIGARETTES,5313,38
2018-01-07,PAP MOCNE 20,CIGARETTES,5314,75
2018-01-07,PAP MOCNE JASNE,CIGARETTES,5315,4
2018-01-07,PAP PAL MAL BLUE,CIGARETTES,5316,5
2018-01-07,PAP PAL MAL LINK BLU,CIGARETTES,5317,37
2018-01-07,PAP PAL MAL MINT,CIGARETTES,5318,48
2018-01-07,PAP PAL MAL MINT  LINK,CIGARETTES,5319,17
2018-01-07,PAP PAL MAL PSTRYK,CIGARETTES,5320,5
2018-01-07,PAP PAL MAL SZARE,CIGARETTES,5321,2
2018-01-07,PAP PAPIEROSY NA SZT,CIGARETTES,5322,468
2018-01-07,PAP PS  66 RED 100,CIGARETTES,5323,113
2018-01-07,PAP PS  BLU 100,CIGARETTES,5324,32
2018-01-07,PAP PS 66 BLUE 20,CIGARETTES,5325,27
2018-01-07,PAP PS BLACK,CIGARETTES,5326,36
2018-01-07,PAP PS BLACK 100,CIGARETTES,5327,16
2018-01-07,PAP PS BLU LINK,CIGARETTES,5328,72
2018-01-07,PAP PS GOLD,CIGARETTES,5329,38
2018-01-07,PAP PS GOLD 100,CIGARETTES,5330,16
2018-01-07,PAP PS MINT LINK,CIGARETTES,5331,47
2018-01-07,PAP PS RED 20,CIGARETTES,5332,47
2018-01-07,PAP RGD  MINT,CIGARETTES,5333,17
2018-01-07,PAP RGD BLU,CIGARETTES,5334,2
2018-01-07,PAP RGD LINK BLU,CIGARETTES,5335,80
2018-01-07,PAP RGD MINT SUP.SLIM,CIGARETTES,5336,54
2018-01-07,PAP RGD SUPER PINK,CIGARETTES,5337,72
2018-01-07,PAP ROTHMANS BLU 100,CIGARETTES,5338,20
2018-01-07,PAP ROTHMANS BLU LINK,CIGARETTES,5339,6
2018-01-07,PAP ROTHMANS MINT LINK,CIGARETTES,5340,4
2018-01-07,PAP ROTHMANSY RED 100,CIGARETTES,5341,32
2018-01-07,PAP ROTMANSY  20 RED,CIGARETTES,5342,32
2018-01-07,PAP ROTMANSY 20 BLU,CIGARETTES,5343,31
2018-01-07,PAP WEST,CIGARETTES,5344,15
2018-01-07,PAP WEST JCE COOL BLEND CI?KIE,CIGARETTES,5345,6
2018-01-07,PAP WINSTON BLU 100,CIGARETTES,5346,2
2018-01-07,PAP WINSTON BLUE,CIGARETTES,5347,4
2018-01-07,PAP WINSTON RED,CIGARETTES,5348,4
2018-01-07,TRUSKAWKI MROZONE 450 G,CIGARETTES,5349,2
2018-01-07,TYTON PS BLAC,CIGARETTES,5350,27
2018-01-07,WODA 0_5 L,CIGARETTES,5351,7
2018-01-07,WODA AQA 0_5 L GAZ,CIGARETTES,5352,32
2018-01-07,WODA AQA 0_5 L N/G,CIGARETTES,5353,25
2018-01-07,ZAPALKI,CIGARETTES,5354,12
2018-01-07,ZAPALNICZKA KOLOR,CIGARETTES,5355,48
2018-01-08,GILZY 250+25% GOLDEN,CIGARETTES,5356,3
2018-01-08,GILZY CHIEFS 100 SZT,CIGARETTES,5357,4
2018-01-08,LAYS STIX 140 G,CIGARETTES,5358,3
2018-01-08,MASCOTTTE BIBULKA 50 SZT,CIGARETTES,5359,35
2018-01-08,PAP CAMEL,CIGARETTES,5360,25
2018-01-08,PAP CAMEL SUBTLE,CIGARETTES,5361,1
2018-01-08,PAP CHESTERFIELD BLU 21,CIGARETTES,5362,58
2018-01-08,PAP CHESTERFIELD PSTRYK 20,CIGARETTES,5363,4
2018-01-08,PAP CHESTERFILD 100 BLU,CIGARETTES,5364,4
2018-01-08,PAP CHESTERFILD RED,CIGARETTES,5365,47
2018-01-08,PAP LD BLUE CIENKIE,CIGARETTES,5366,77
2018-01-08,PAP LD BLUE T,CIGARETTES,5367,81
2018-01-08,PAP LD LINK PSTRYK,CIGARETTES,5368,7
2018-01-08,PAP LD MENTHOL SUPER SLIM,CIGARETTES,5369,66
2018-01-08,PAP LD MINT,CIGARETTES,5370,19
2018-01-08,PAP LD PINK SUPER SLIM,CIGARETTES,5371,44
2018-01-08,PAP LD RED.,CIGARETTES,5372,75
2018-01-08,PAP LD SILVER 2,CIGARETTES,5373,3
2018-01-08,PAP LM BLU,CIGARETTES,5374,24
2018-01-08,PAP LM LINK FORWARD,CIGARETTES,5375,16
2018-01-08,PAP LM LINK MINT,CIGARETTES,5376,3
2018-01-08,PAP LM LINK MINT,CIGARETTES,5377,4
2018-01-08,PAP LM RED,CIGARETTES,5378,4
2018-01-08,PAP LUCKY STRIKE  BLUE 22 SZT,CIGARETTES,5379,4
2018-01-08,PAP LUCKY STRIKE 22 RED,CIGARETTES,5380,5
2018-01-08,PAP MARLBORO  GOLD,CIGARETTES,5381,50
2018-01-08,PAP MARLBORO GOLD 100,CIGARETTES,5382,2
2018-01-08,PAP MARLBORO GOLD MIEK.,CIGARETTES,5383,5
2018-01-08,PAP MARLBORO RED MIEKK,CIGARETTES,5384,7
2018-01-08,PAP MARLLBORO. RED,CIGARETTES,5385,44
2018-01-08,PAP MOCNE 20,CIGARETTES,5386,74
2018-01-08,PAP MOCNE JASNE,CIGARETTES,5387,3
2018-01-08,PAP PAL MAL BLUE,CIGARETTES,5388,5
2018-01-08,PAP PAL MAL LINK BLU,CIGARETTES,5389,38
2018-01-08,PAP PAL MAL MINT,CIGARETTES,5390,52
2018-01-08,PAP PAL MAL MINT  LINK,CIGARETTES,5391,24
2018-01-08,PAP PAL MAL PSTRYK LINK,CIGARETTES,5392,5
2018-01-08,PAP PALL MALL RED,CIGARETTES,5393,5
2018-01-08,PAP PAPIEROSY NA SZT,CIGARETTES,5394,433
2018-01-08,PAP PS  66 RED 100,CIGARETTES,5395,79
2018-01-08,PAP PS  BLU 100,CIGARETTES,5396,20
2018-01-08,PAP PS 66 BLUE 20,CIGARETTES,5397,36
2018-01-08,PAP PS BLACK,CIGARETTES,5398,39
2018-01-08,PAP PS BLACK 100,CIGARETTES,5399,18
2018-01-08,PAP PS BLU LINK,CIGARETTES,5400,94
2018-01-08,PAP PS GOLD,CIGARETTES,5401,70
2018-01-08,PAP PS GOLD 100,CIGARETTES,5402,8
2018-01-08,PAP PS MINT LINK,CIGARETTES,5403,54
2018-01-08,PAP PS RED 20,CIGARETTES,5404,57
2018-01-08,PAP RGD  MINT,CIGARETTES,5405,8
2018-01-08,PAP RGD BLU,CIGARETTES,5406,1
2018-01-08,PAP RGD LINK BLU,CIGARETTES,5407,80
2018-01-08,PAP RGD MINT SUP.SLIM,CIGARETTES,5408,67
2018-01-08,PAP RGD RED,CIGARETTES,5409,4
2018-01-08,PAP RGD SUPER PINK,CIGARETTES,5410,66
2018-01-08,PAP ROTHMANS BLU 100,CIGARETTES,5411,25
2018-01-08,PAP ROTHMANS BLU LINK,CIGARETTES,5412,14
2018-01-08,PAP ROTHMANS MINT LINK,CIGARETTES,5413,6
2018-01-08,PAP ROTHMANSY CLICK 20,CIGARETTES,5414,5
2018-01-08,PAP ROTHMANSY RED 100,CIGARETTES,5415,17
2018-01-08,PAP ROTMANSY  20 RED,CIGARETTES,5416,21
2018-01-08,PAP ROTMANSY 20 BLU,CIGARETTES,5417,32
2018-01-08,PAP WEST,CIGARETTES,5418,13
2018-01-08,PAP WEST JCE COOL BLEND CI?KIE,CIGARETTES,5419,6
2018-01-08,PAP WINSTON BLUE,CIGARETTES,5420,2
2018-01-08,TYTON PS BLAC,CIGARETTES,5421,22
2018-01-08,TYTON PS BLU,CIGARETTES,5422,2
2018-01-08,TYTON WEST RED 30 G,CIGARETTES,5423,1
2018-01-08,WODA 0_5 L,CIGARETTES,5424,3
2018-01-08,WODA AQA 0_5 L GAZ,CIGARETTES,5425,43
2018-01-08,WODA AQA 0_5 L N/G,CIGARETTES,5426,66
2018-01-08,ZAPALKI,CIGARETTES,5427,5
2018-01-08,ZAPALNICZKA KOLOR,CIGARETTES,5428,58
2018-01-09,GILZY 250+25% GOLDEN,CIGARETTES,5429,5
2018-01-09,GILZY CHIEFS 100 SZT,CIGARETTES,5430,7
2018-01-09,PAP CAMEL,CIGARETTES,5431,18
2018-01-09,PAP CAMEL SUBTLE,CIGARETTES,5432,9
2018-01-09,PAP CHESTERFIELD BLU 21,CIGARETTES,5433,42
2018-01-09,PAP CHESTERFIELD PSTRYK 20,CIGARETTES,5434,9
2018-01-09,PAP CHESTERFILD 100 BLU,CIGARETTES,5435,1
2018-01-09,PAP CHESTERFILD RED,CIGARETTES,5436,41
2018-01-09,PAP CHESTERFILD RED 100,CIGARETTES,5437,4
2018-01-09,PAP LD BLUE CIENKIE,CIGARETTES,5438,73
2018-01-09,PAP LD BLUE T,CIGARETTES,5439,71
2018-01-09,PAP LD MENTHOL SUPER SLIM,CIGARETTES,5440,33
2018-01-09,PAP LD MINT,CIGARETTES,5441,6
2018-01-09,PAP LD PINK SUPER SLIM,CIGARETTES,5442,36
2018-01-09,PAP LD RED.,CIGARETTES,5443,61
2018-01-09,PAP LM BLU,CIGARETTES,5444,36
2018-01-09,PAP LM LINK FORWARD,CIGARETTES,5445,16
2018-01-09,PAP LM LINK MINT,CIGARETTES,5446,1
2018-01-09,PAP LM LINK MINT,CIGARETTES,5447,8
2018-01-09,PAP LM RED,CIGARETTES,5448,2
2018-01-09,PAP LUCKY STRIKE  BLUE 22 SZT,CIGARETTES,5449,4
2018-01-09,PAP LUCKY STRIKE 22 RED,CIGARETTES,5450,11
2018-01-09,PAP MARLBORO  GOLD,CIGARETTES,5451,53
2018-01-09,PAP MARLBORO GOLD MIEK.,CIGARETTES,5452,2
2018-01-09,PAP MARLBORO RED MIEKK,CIGARETTES,5453,1
2018-01-09,PAP MARLLBORO. RED,CIGARETTES,5454,47
2018-01-09,PAP MOCNE 20,CIGARETTES,5455,62
2018-01-09,PAP MOCNE JASNE,CIGARETTES,5456,5
2018-01-09,PAP PAL MAL BLUE,CIGARETTES,5457,4
2018-01-09,PAP PAL MAL LINK BLU,CIGARETTES,5458,37
2018-01-09,PAP PAL MAL MINT,CIGARETTES,5459,48
2018-01-09,PAP PAL MAL MINT  LINK,CIGARETTES,5460,16
2018-01-09,PAP PAL MAL PSTRYK LINK,CIGARETTES,5461,5
2018-01-09,PAP PALL MALL RED,CIGARETTES,5462,18
2018-01-09,PAP PAPIEROSY NA SZT,CIGARETTES,5463,414
2018-01-09,PAP PS  66 RED 100,CIGARETTES,5464,68
2018-01-09,PAP PS  BLU 100,CIGARETTES,5465,24
2018-01-09,PAP PS 66 BLUE 20,CIGARETTES,5466,20
2018-01-09,PAP PS BLACK,CIGARETTES,5467,41
2018-01-09,PAP PS BLACK 100,CIGARETTES,5468,10
2018-01-09,PAP PS BLU LINK,CIGARETTES,5469,81
2018-01-09,PAP PS GOLD,CIGARETTES,5470,68
2018-01-09,PAP PS GOLD 100,CIGARETTES,5471,3
2018-01-09,PAP PS MINT LINK,CIGARETTES,5472,38
2018-01-09,PAP PS RED 20,CIGARETTES,5473,44
2018-01-09,PAP RGD  MINT,CIGARETTES,5474,5
2018-01-09,PAP RGD BLU,CIGARETTES,5475,1
2018-01-09,PAP RGD LINK BLU,CIGARETTES,5476,60
2018-01-09,PAP RGD MINT SUP.SLIM,CIGARETTES,5477,60
2018-01-09,PAP RGD SUPER PINK,CIGARETTES,5478,66
2018-01-09,PAP ROTHMANS BLU 100,CIGARETTES,5479,29
2018-01-09,PAP ROTHMANS BLU LINK,CIGARETTES,5480,13
2018-01-09,PAP ROTHMANS MINT LINK,CIGARETTES,5481,9
2018-01-09,PAP ROTHMANSY CLICK 20,CIGARETTES,5482,9
2018-01-09,PAP ROTHMANSY CLICK LINK,CIGARETTES,5483,5
2018-01-09,PAP ROTHMANSY RED 100,CIGARETTES,5484,27
2018-01-09,PAP ROTMANSY  20 RED,CIGARETTES,5485,39
2018-01-09,PAP ROTMANSY 20 BLU,CIGARETTES,5486,44
2018-01-09,PAP WEST,CIGARETTES,5487,5
2018-01-09,TRUSKAWKI MROZONE 450 G,CIGARETTES,5488,1
2018-01-09,TYTON PS BLAC,CIGARETTES,5489,29
2018-01-09,TYTON WEST RED 30 G,CIGARETTES,5490,5
2018-01-09,WODA 0_5 L,CIGARETTES,5491,1
2018-01-09,ZAPALNICZKA KOLOR,CIGARETTES,5492,47
2018-01-10,GILZY GOLDEN 450+100GR,CIGARETTES,5493,2
2018-01-10,HERB HIBISKUS 24 T VITAX,CIGARETTES,5494,1
2018-01-10,PAP CAMEL,CIGARETTES,5495,10
2018-01-10,PAP CAMEL BLU 20,CIGARETTES,5496,4
2018-01-10,PAP CHESTERFIELD BLU 21,CIGARETTES,5497,37
2018-01-10,PAP CHESTERFIELD PSTRYK 20,CIGARETTES,5498,3
2018-01-10,PAP CHESTERFILD RED,CIGARETTES,5499,43
2018-01-10,PAP LD BLUE CIENKIE,CIGARETTES,5500,58
2018-01-10,PAP LD BLUE T,CIGARETTES,5501,87
2018-01-10,PAP LD MENTHOL SUPER SLIM,CIGARETTES,5502,39
2018-01-10,PAP LD MINT,CIGARETTES,5503,10
2018-01-10,PAP LD PINK SUPER SLIM,CIGARETTES,5504,31
2018-01-10,PAP LD RED.,CIGARETTES,5505,43
2018-01-10,PAP LD SILVER 2,CIGARETTES,5506,4
2018-01-10,PAP LM BLU,CIGARETTES,5507,30
2018-01-10,PAP LM LINK FORWARD,CIGARETTES,5508,5
2018-01-10,PAP LM LINK MINT,CIGARETTES,5509,4
2018-01-10,PAP LUCKY STRIKE  BLUE 22 SZT,CIGARETTES,5510,4
2018-01-10,PAP LUCKY STRIKE 22 RED,CIGARETTES,5511,7
2018-01-10,PAP MARLBORO  GOLD,CIGARETTES,5512,39
2018-01-10,PAP MARLBORO RED MIEKK,CIGARETTES,5513,3
2018-01-10,PAP MARLLBORO. RED,CIGARETTES,5514,37
2018-01-10,PAP MOCNE 20,CIGARETTES,5515,62
2018-01-10,PAP MOCNE JASNE,CIGARETTES,5516,1
2018-01-10,PAP PAL MAL BLUE,CIGARETTES,5517,2
2018-01-10,PAP PAL MAL KLIK 20,CIGARETTES,5518,13
2018-01-10,PAP PAL MAL LINK BLU,CIGARETTES,5519,33
2018-01-10,PAP PAL MAL MINT,CIGARETTES,5520,40
2018-01-10,PAP PAL MAL MINT  LINK,CIGARETTES,5521,20
2018-01-10,PAP PAL MAL PSTRYK LINK,CIGARETTES,5522,1
2018-01-10,PAP PALL MALL RED,CIGARETTES,5523,3
2018-01-10,PAP PAPIEROSY NA SZT,CIGARETTES,5524,242
2018-01-10,PAP PS  66 RED 100,CIGARETTES,5525,88
2018-01-10,PAP PS  BLU 100,CIGARETTES,5526,25
2018-01-10,PAP PS 66 BLUE 20,CIGARETTES,5527,14
2018-01-10,PAP PS BLACK,CIGARETTES,5528,20
2018-01-10,PAP PS BLACK 100,CIGARETTES,5529,12
2018-01-10,PAP PS BLU LINK,CIGARETTES,5530,53
2018-01-10,PAP PS GOLD,CIGARETTES,5531,36
2018-01-10,PAP PS GOLD 100,CIGARETTES,5532,3
2018-01-10,PAP PS MINT LINK,CIGARETTES,5533,35
2018-01-10,PAP PS RED 20,CIGARETTES,5534,24
2018-01-10,PAP RGD  MINT,CIGARETTES,5535,5
2018-01-10,PAP RGD BLU,CIGARETTES,5536,3
2018-01-10,PAP RGD LINK BLU,CIGARETTES,5537,55
2018-01-10,PAP RGD MINT SUP.SLIM,CIGARETTES,5538,58
2018-01-10,PAP RGD SUPER PINK,CIGARETTES,5539,63
2018-01-10,PAP ROTHMANS BLU 100,CIGARETTES,5540,40
2018-01-10,PAP ROTHMANS BLU LINK,CIGARETTES,5541,19
2018-01-10,PAP ROTHMANS MINT LINK,CIGARETTES,5542,11
2018-01-10,PAP ROTHMANSY CLICK 20,CIGARETTES,5543,12
2018-01-10,PAP ROTHMANSY RED 100,CIGARETTES,5544,49
2018-01-10,PAP ROTMANSY  20 RED,CIGARETTES,5545,48
2018-01-10,PAP ROTMANSY 20 BLU,CIGARETTES,5546,49
2018-01-10,PAP WEST,CIGARETTES,5547,2
2018-01-10,PAP WEST JCE COOL BLEND CI?KIE,CIGARETTES,5548,4
2018-01-10,PAP WINSTON BLUE,CIGARETTES,5549,1
2018-01-10,SZ TYMBARK ASP.2 L,CIGARETTES,5550,1
2018-01-10,TRUSKAWKI MROZONE 450 G,CIGARETTES,5551,2
2018-01-10,TYTON PS BLAC,CIGARETTES,5552,25
2018-01-10,TYTO? ROTHMANS 30GR,CIGARETTES,5553,1
2018-01-10,WODA AQA 0_5 L GAZ,CIGARETTES,5554,1
2018-01-10,WODA AQA 0_5 L N/G,CIGARETTES,5555,11
2018-01-10,ZAPALKI,CIGARETTES,5556,25
2018-01-10,ZAPALNICZKA KOLOR,CIGARETTES,5557,47
2018-01-10,ZNICZ S -205,CIGARETTES,5558,2
2018-01-11,GILZY GOLDEN 450+100GR,CIGARETTES,5559,3
2018-01-11,MASCOTTTE BIBULKA 50 SZT,CIGARETTES,5560,4
2018-01-11,PAP CAMEL,CIGARETTES,5561,6
2018-01-11,PAP CAMEL BLU 20,CIGARETTES,5562,1
2018-01-11,PAP CHESTERFIELD BLU 21,CIGARETTES,5563,44
2018-01-11,PAP CHESTERFIELD PSTRYK 20,CIGARETTES,5564,10
2018-01-11,PAP CHESTERFILD RED,CIGARETTES,5565,34
