Restaurant_id,City,Ranking,Rating,Price Range,Number of Reviews,ID_TA,Cuisine Style
id_2458,Amsterdam,2464,4.5,$$ - $$$,12.0,d3671977,Cafe
id_246,Rome,247,4.5,$$ - $$$,537.0,d6988362,"Italian,   Seafood"
id_2460,Milan,2462,3.5,$,170.0,d3738693,"Japanese,   Sushi,   Seafood"
id_2473,Rome,2474,4.5,$,102.0,d7707930,Pizza
id_2476,Barcelona,2477,5.0,$,17.0,d10445344,  Street Food
id_2480,Paris,2481,4.5,$$ - $$$,151.0,d1208595,"French,   European"
id_2484,Madrid,2486,4.0,$$ - $$$,55.0,d6701548,"Mediterranean,   Spanish,   European"
id_249,Ljubljana,250,3.5,$$ - $$$,101.0,d4068550,"Seafood,   European"
id_2491,Rome,2492,4.0,$,69.0,d10242690,Italian
id_2502,Rome,2503,4.5,$$ - $$$,138.0,d795704,  Vegetarian Friendly
id_2512,Vienna,2514,3.5,$$ - $$$,65.0,d947018,"  Asian, Japanese,   Sushi"
id_252,Bratislava,253,4.0,NaN,10.0,d12111665,Other
id_253,Prague,254,4.5,$$ - $$$,307.0,d3192062,"  Czech, Bar,   Central European"
id_254,Lyon,255,4.0,$,233.0,d7596737,"French,   European"
id_2561,Prague,2567,3.5,$$ - $$$,89.0,d2175380,"  Czech, Bar"
id_257,Copenhagen,258,4.5,$$ - $$$,92.0,d10292470,"Italian,   European,   Vegetarian Friendly,   Contemporary"
id_2575,Paris,2576,4.0,$$ - $$$,205.0,d719805,"  Thai,   Vegetarian Friendly, Asian"
id_2599,Milan,2601,4.5,$$ - $$$,15.0,d5264440,Italian
id_2601,Paris,2602,4.5,$$ - $$$,76.0,d1503730,"  Pizza,   Vegetarian Friendly"
id_2614,Munich,2633,3.0,$$ - $$$,110.0,d2267111,"  Asian, Chinese"
id_2620,London,2625,4.0,$$ - $$$,372.0,d3192453,"  Vegetarian Friendly, European,   Gluten Free Options"
id_2622,Prague,2628,4.5,$,4.0,d7123553,Cafe
id_2647,Madrid,2649,5.0,NaN,19.0,d8362902,Other
id_266,Oporto,267,4.0,$$$$,129.0,d10878563,"  Vegetarian Friendly,   European"
id_2660,Madrid,2662,4.0,NaN,39.0,d9562461,Other
id_2663,Vienna,2665,4.0,NaN,2.0,d12233546,Other
id_2664,Berlin,2666,4.0,$$ - $$$,32.0,d2208132,"  European,   Central European"
id_268,Dublin,269,4.0,$$ - $$$,637.0,d4580777,  Gluten Free Options
id_2690,Vienna,2692,4.0,NaN,NaN,d12845029,Other
id_270,Vienna,271,4.0,$$ - $$$,384.0,d2021717,"  Vegan Options,   European,   Vegetarian Friendly"
id_270,Warsaw,271,4.0,$$ - $$$,85.0,d8797372,"  European,   Pub,   Eastern European"
id_2711,Madrid,2713,4.5,$,9.0,d12354572,"Bar,   Mediterranean,   Cafe"
id_2711,Milan,2713,5.0,$,6.0,d12078773,"  Bar, Italian,   Pub"
id_2721,Amsterdam,2728,4.0,NaN,NaN,d7787852,Greek
id_2727,Hamburg,2736,1.0,NaN,NaN,d11871901,Other
id_2734,Milan,2736,4.5,NaN,13.0,d9984284,Other
id_2763,Madrid,2765,5.0,NaN,11.0,d10060659,Other
id_2769,Milan,2771,3.5,$$ - $$$,346.0,d1097475,  Pizza
id_2773,Amsterdam,2780,4.0,NaN,NaN,d10467094,Other
id_2778,Madrid,2780,4.5,NaN,7.0,d12548187,Other
id_2783,Rome,2784,4.0,$,161.0,d3567816,"  Pizza, Italian,   Vegetarian Friendly"
id_279,Dublin,280,4.0,$$ - $$$,257.0,d1785149,"  European,   Pizza,   Vegetarian Friendly,   Vegan Options"
id_2791,Brussels,2792,3.0,$$ - $$$,12.0,d8155327,Chinese
id_2792,Prague,2798,4.5,NaN,3.0,d4768668,European
id_2792,Rome,2793,4.0,$$ - $$$,157.0,d2437956,Italian
id_2806,Rome,2807,3.5,$$ - $$$,1079.0,d1182786,"  Vegetarian Friendly, Japanese,   Asian"
id_2825,Brussels,2826,3.0,$$ - $$$,113.0,d1093016,"  Sushi,   Asian,   Fast Food"
id_283,Ljubljana,284,4.0,$$ - $$$,11.0,d8841562,Cafe
id_284,Milan,285,4.0,$$ - $$$,905.0,d1926746,"  Fusion,   Seafood,   Contemporary,   Gluten Free Options,   Soups"
id_284,Paris,285,5.0,$,93.0,d11929974,"  Vegetarian Friendly,   Mediterranean,   Vegan Options, Lebanese"
id_2847,Lisbon,2850,4.0,NaN,NaN,d13139218,Other
id_2851,Berlin,2853,5.0,NaN,4.0,d12417709,Other
id_2858,London,2863,4.0,$$ - $$$,459.0,d4052905,"  Vegetarian Friendly, Italian"
id_2866,Barcelona,2867,4.5,$,35.0,d5865146,  Asian
id_2882,Brussels,2883,2.5,$$ - $$$,393.0,d802232,  European
id_2889,Rome,2890,4.5,$,15.0,d12323685,  Argentinean
id_29,Ljubljana,30,4.5,$$ - $$$,87.0,d12089348,"  Central European,   European, Cafe,   Gluten Free Options"
id_2904,Vienna,2906,3.5,NaN,3.0,d12350248,Italian
id_2928,Paris,2929,4.5,$$ - $$$,51.0,d7990468,Vegetarian Friendly
id_293,Madrid,294,4.0,$$ - $$$,754.0,d4410180,"  Gluten Free Options,   European,   Mediterranean"
id_2936,Lisbon,2939,4.0,NaN,NaN,d8571233,Other
id_2940,Brussels,2938,2.0,NaN,NaN,d7205059,Cafe
id_2944,Berlin,2946,5.0,NaN,4.0,d11958431,Other
id_2946,Vienna,2948,4.0,NaN,6.0,d8319709,Other
id_2961,Berlin,2963,3.5,$$ - $$$,59.0,d5822584,"  Cafe, German,   Fusion,   Vegetarian Friendly"
id_2982,Milan,2984,3.5,$$ - $$$,132.0,d2620190,  Brew Pub
id_299,Amsterdam,300,4.0,$$ - $$$,1103.0,d779071,"  Vegetarian Friendly,   Asian,   Vegan Options"
id_30,Geneva,31,4.5,$$$$,142.0,d2618233,  European
id_3005,London,3011,4.5,$$ - $$$,91.0,d2516361,"  Vegan Options,   Vegetarian Friendly,   Gluten Free Options,   Thai, Asian"
id_301,Berlin,302,4.5,$$$$,132.0,d7908111,  Vegetarian Friendly
id_3015,Rome,3016,3.0,$$ - $$$,1012.0,d2226584,"Italian,   Vegetarian Friendly,   Gluten Free Options,   European,   Pizza"
id_3031,Milan,3033,4.5,$$ - $$$,4.0,d13198202,"  European, Italian,   Seafood"
id_3037,Milan,3039,4.0,NaN,46.0,d7621848,Other
id_3038,Lisbon,3041,3.5,$$ - $$$,15.0,d4225439,European
id_304,Oporto,305,4.5,$,70.0,d6946964,"  European,   Mediterranean"
id_305,Dublin,306,4.5,NaN,175.0,d4418101,Other
id_3052,Prague,3059,4.0,NaN,NaN,d12172734,Other
id_3053,Rome,3054,4.0,$$ - $$$,177.0,d7214349,"  Mediterranean,   European"
id_3069,Prague,3076,4.0,NaN,2.0,d11799782,Vietnamese
id_307,Oslo,308,4.5,$,31.0,d6727449,"Japanese,   Asian"
id_31,Paris,32,4.5,$$ - $$$,548.0,d785995,"  Vegan Options,   Gluten Free Options,   Mediterranean, Lebanese,   Vegetarian Friendly"
id_311,Warsaw,312,4.5,$$ - $$$,34.0,d9863670,"  Sushi,   Asian, Japanese,   Vegan Options,   Vegetarian Friendly,   Soups"
id_313,Luxembourg,314,4.5,NaN,14.0,d4844610,Sushi
id_3131,Milan,3133,4.0,NaN,7.0,d12447161,Other
id_3150,Vienna,3152,3.0,NaN,NaN,d10818786,Other
id_317,Lisbon,318,4.5,$$ - $$$,372.0,d1224146,Mediterranean
id_317,Paris,318,4.5,$$ - $$$,523.0,d780485,French
id_318,Copenhagen,319,4.5,$$ - $$$,88.0,d4093614,"  Gluten Free Options, European,   Vegetarian Friendly"
id_3191,London,3197,4.5,$$ - $$$,123.0,d3970522,Japanese
id_3196,Berlin,3198,4.0,$,30.0,d5519810,"  European,   Mediterranean, Italian"
id_3198,Amsterdam,3209,5.0,$,NaN,d10587448,  European
id_321,Bratislava,322,4.0,NaN,15.0,d4770035,Other
id_322,Dublin,323,4.5,$$ - $$$,55.0,d12564018,"Greek,   Vegetarian Friendly,   Vegan Options"
id_322,Milan,323,4.0,$$ - $$$,590.0,d781928,"  Seafood,   Mediterranean, Italian"
id_323,Lisbon,324,5.0,$$ - $$$,41.0,d12900896,"European,   Wine Bar"
id_3233,Rome,3234,3.5,$$ - $$$,209.0,d11998026,"  Gluten Free Options, Italian,   Mediterranean"
id_3243,Milan,3245,4.0,NaN,16.0,d7734583,Pizza
id_3244,London,3251,4.0,$$ - $$$,123.0,d1774775,  Bar
id_3260,London,3267,5.0,$$ - $$$,16.0,d12947166,"Italian,   Gluten Free Options"
id_3260,Prague,3267,4.0,NaN,4.0,d5308351,"European,   Czech"
id_3270,Rome,3271,4.0,$$ - $$$,85.0,d6981542,"  Pizza, Italian"
id_3278,Berlin,3280,5.0,NaN,2.0,d7966501,Contemporary
id_3287,Rome,3288,4.5,$,44.0,d9710052,"Italian,   Vegan Options,   Vegetarian Friendly,   Mediterranean"
id_330,Krakow,331,4.0,$$ - $$$,59.0,d12875225,  Vegetarian Friendly
id_3302,Paris,3303,4.0,$$ - $$$,245.0,d6949479,  Vegetarian Friendly
id_3303,Barcelona,3304,4.0,$$ - $$$,61.0,d997616,"  Vegetarian Friendly, Mediterranean,   European"
id_3308,Milan,3310,4.0,$$ - $$$,243.0,d1746716,  Mediterranean
id_332,Rome,333,4.5,$$ - $$$,153.0,d12423010,"  Vegetarian Friendly,   Pizza, Italian,   Gluten Free Options"
id_3327,London,3334,4.0,$$ - $$$,143.0,d953657,"  Vegetarian Friendly,   Halal, Indian"
id_3341,Lisbon,3345,3.5,NaN,3.0,d8772965,  Portuguese
id_3360,Rome,3361,4.0,$,61.0,d7274833,"  Japanese, Chinese"
id_3365,Paris,3366,5.0,$$ - $$$,18.0,d10737035,"French,   Bar"
id_342,Oporto,343,4.5,$$ - $$$,72.0,d9741389,"  Fast Food,   Vegetarian Friendly,   Diner"
id_3436,Barcelona,3437,4.0,$,26.0,d8536895,Italian
id_344,Milan,345,4.0,$$ - $$$,732.0,d2648160,Italian
id_3456,Berlin,3458,5.0,NaN,3.0,d1358776,Other
id_3462,Barcelona,3463,4.5,NaN,11.0,d10039662,Other
id_3479,Berlin,3481,5.0,NaN,NaN,d1354477,Other
id_35,Budapest,36,4.5,$$ - $$$,2340.0,d696117,"  European,   Greek,   Soups,   Mediterranean"
id_3501,Berlin,3503,5.0,NaN,2.0,d11999809,"  Cafe,   International, French"
id_352,London,353,4.5,$$$$,688.0,d8632781,"  Sushi,   Vegetarian Friendly,   Asian,   Vegan Options, Japanese,   Gluten Free Options"
id_3556,Madrid,3558,4.0,$$ - $$$,24.0,d8857488,"  Vegetarian Friendly, Indian"
id_356,Rome,357,5.0,$$ - $$$,84.0,d12481552,"  Vegan Options, Vegetarian Friendly"
id_3566,Berlin,3568,5.0,NaN,NaN,d2424319,Italian
id_357,Milan,358,4.0,$$ - $$$,472.0,d8076891,"  Mediterranean,   Contemporary, Italian,   Vegetarian Friendly,   Vegan Options"
id_3582,Barcelona,3583,5.0,$$ - $$$,9.0,d4814839,Spanish
id_36,Lyon,37,4.5,$$$$,419.0,d1898848,French
id_360,Budapest,361,5.0,$$ - $$$,49.0,d8654533,"  European, Italian"
id_3604,Berlin,3606,5.0,$$ - $$$,2.0,d12242986,Spanish
id_361,Rome,362,4.5,$$ - $$$,288.0,d7361724,"  Mediterranean, Italian,   Pizza,   Barbecue"
id_3625,Barcelona,3626,3.5,$$ - $$$,258.0,d1385082,"  European,   Gluten Free Options"
id_3649,Prague,3658,3.5,$$ - $$$,19.0,d5942142,  Central European
id_3652,Lisbon,3657,2.0,$$ - $$$,292.0,d1096951,"  European, Mediterranean,   Portuguese"
id_3662,Barcelona,3663,4.0,$,26.0,d5587837,Spanish
id_3670,Berlin,3672,4.5,$$ - $$$,10.0,d5532357,Sushi
id_368,Munich,370,5.0,$$ - $$$,27.0,d10524693,  Vegetarian Friendly
id_3695,Barcelona,3696,3.5,$$ - $$$,127.0,d2179945,"  European, Mediterranean"
id_3703,Paris,3704,3.5,$$ - $$$,1135.0,d5943832,"French,   Seafood"
id_3705,London,3712,4.0,$$ - $$$,187.0,d1016160,"Mediterranean,   Spanish"
id_3732,Madrid,3734,4.0,$,20.0,d2490014,Spanish
id_374,Lisbon,375,4.0,$$ - $$$,497.0,d697259,"  Vegan Options,   European,   Gluten Free Options"
id_3753,Berlin,3755,4.5,NaN,7.0,d7772581,Middle Eastern
id_377,Warsaw,378,4.0,$$ - $$$,98.0,d4211999,  Thai
id_3786,Barcelona,3787,4.0,NaN,26.0,d8808859,Japanese
id_3803,London,3810,4.5,$,25.0,d11721387,"  Vegetarian Friendly,   Bar,   Pub, American,   Vegan Options"
id_384,Copenhagen,385,4.5,$$ - $$$,40.0,d10072291,"Italian,   European"
id_387,Ljubljana,388,3.5,$,10.0,d806051,"  Slovenian,   Central European, European"
id_3896,Barcelona,3897,4.0,$$ - $$$,13.0,d13162505,"American,   Latin"
id_3909,Paris,3910,5.0,$$ - $$$,11.0,d12563331,Italian
id_3917,Rome,3918,3.5,$$ - $$$,197.0,d3454924,"  Grill,   Italian"
id_393,Hamburg,394,4.0,$$ - $$$,77.0,d1873223,"  Israeli,   Central European, Cafe,   Kosher"
id_393,Warsaw,394,4.0,$$ - $$$,141.0,d4323006,"  Grill,   Central American, American"
id_395,Oporto,396,4.5,$$ - $$$,95.0,d1081959,"  Portuguese,   Soups"
id_396,Barcelona,397,5.0,$$ - $$$,45.0,d12384001,"Japanese,   Asian,   Sushi"
id_3966,Barcelona,3967,4.0,$$ - $$$,39.0,d1926325,  European
id_3991,London,3998,4.5,$$ - $$$,48.0,d7312499,"Cafe,   Vegan Options"
id_3995,Paris,3996,4.5,$,26.0,d10840545,"  Vegetarian Friendly,   Mediterranean"
id_3998,Rome,3999,4.0,$$ - $$$,137.0,d2323613,"  Pizza,   Mediterranean, Italian"
id_4,Barcelona,5,5.0,$$ - $$$,1078.0,d11906544,"  Wine Bar,   Gluten Free Options,   Spanish,   Vegan Options,   Vegetarian Friendly,   European"
id_40,Edinburgh,41,4.5,$$ - $$$,834.0,d1871954,"  Mediterranean,   Vegetarian Friendly,   Spanish,   Gluten Free Options"
id_400,Madrid,401,4.0,$$ - $$$,774.0,d8415205,"  European, Mediterranean,   Vegetarian Friendly"
id_402,Rome,403,4.0,$$ - $$$,1133.0,d1488977,"Italian,   Gluten Free Options,   Vegetarian Friendly"
id_4021,Rome,4022,5.0,$,11.0,d11885698,Italian
id_403,Dublin,404,4.5,$$ - $$$,275.0,d5533891,"  Asian, Indian,   Vegetarian Friendly"
id_4049,Rome,4050,3.5,$$ - $$$,181.0,d795687,"  Asian, Indian"
id_4066,London,4073,3.5,$$ - $$$,286.0,d2259559,"  Pizza,   Gluten Free Options, Italian"
id_4082,Berlin,4084,4.0,$$ - $$$,18.0,d7804627,  Vegan Options
id_4090,Berlin,4092,4.0,$$ - $$$,20.0,d2046169,Italian
id_4092,Rome,4093,4.0,$$ - $$$,35.0,d8092415,Italian
id_4110,Madrid,4112,5.0,NaN,2.0,d4600226,Spanish
id_4116,Milan,4119,3.5,NaN,30.0,d7967318,Other
id_412,Rome,413,4.0,$$ - $$$,486.0,d795702,"  Vegetarian Friendly,   Gluten Free Options,   Vegan Options,   Asian, Balti"
id_415,Milan,416,4.0,$$ - $$$,615.0,d2263352,"  Steakhouse,   Barbecue"
id_4166,London,4173,3.5,$$ - $$$,3135.0,d779012,"Indian,   Halal,   Pakistani,   Asian"
id_4180,London,4187,4.5,$$ - $$$,26.0,d10903502,"  Pub, Bar"
id_4196,Barcelona,4197,5.0,$$ - $$$,NaN,d12572658,"  Pub, Bar"
id_4208,Berlin,4210,3.5,$$ - $$$,23.0,d7624770,Mexican
id_4209,Rome,4210,4.0,$,55.0,d8020681,"Italian,   Fast Food,   Pizza"
id_4217,London,4224,4.0,$$ - $$$,169.0,d1019284,"  Halal,   Vegetarian Friendly,   Gluten Free Options, Lebanese,   Mediterranean"
id_4230,Paris,4231,4.0,$$ - $$$,45.0,d10841012,  Pub
id_4232,London,4239,4.0,$$ - $$$,177.0,d718937,"  Halal,   Vegetarian Friendly,   Mediterranean,   Gluten Free Options, Lebanese"
id_4238,Barcelona,4239,5.0,NaN,2.0,d11911250,Other
id_427,Luxembourg,428,3.5,NaN,19.0,d12407347,Other
id_4288,Milan,4291,3.5,NaN,13.0,d4875639,"  Gastropub,   Cafe"
id_4289,Rome,4290,4.0,$,73.0,d5825135,Chinese
id_4293,Rome,4294,5.0,$,14.0,d10595133,"  Pub,   Fast Food"
id_4294,Paris,4295,4.0,$$ - $$$,69.0,d798936,"  European, French"
id_430,Krakow,431,4.5,$,38.0,d8425435,"  Czech,   European,   Pub,   Central European"
id_430,London,431,4.5,$,907.0,d719237,"  British,   European"
id_4310,London,4317,4.0,$$ - $$$,122.0,d3661709,"  Cafe,   Vegetarian Friendly, Italian"
id_4348,London,4355,4.5,$$ - $$$,120.0,d4324139,"  Bar,   Pub,   Vegetarian Friendly,   Spanish, International,   Gluten Free Options,   Mediterranean"
id_4367,London,4374,4.5,$$ - $$$,87.0,d6206971,"  Gluten Free Options, Bar,   British"
id_4368,Madrid,4370,4.0,$,24.0,d2712118,"Argentinean,   South American"
id_438,Oporto,439,4.5,$,51.0,d3537392,"  European,   Portuguese"
id_4406,Milan,4409,4.5,NaN,3.0,d4593810,"  Cafe,   Wine Bar"
id_441,Geneva,444,4.5,NaN,9.0,d12164454,Other
id_4429,London,4436,4.5,$$ - $$$,19.0,d10619071,"  Sushi, Japanese"
id_443,Copenhagen,444,4.0,$$ - $$$,104.0,d805464,"Seafood,   Danish"
id_4452,Rome,4453,4.0,$$ - $$$,171.0,d7995957,"  Wine Bar,   Bar,   Pub,   European,   Cafe,   Vegetarian Friendly"
id_4463,Paris,4464,3.5,$$ - $$$,396.0,d742407,"  Vegetarian Friendly, Italian,   European"
id_4481,Milan,4484,3.0,$$ - $$$,1063.0,d2204143,"  Mediterranean, Italian"
id_45,Vienna,46,4.5,$$ - $$$,2490.0,d813285,"  Gluten Free Options,   Vegetarian Friendly"
id_4501,Barcelona,4502,4.0,$,9.0,d3538769,Spanish
id_451,Bratislava,452,3.0,$$ - $$$,178.0,d2085183,"  International,   Bar"
id_451,Lisbon,452,5.0,$,78.0,d8591395,"  Portuguese, European"
id_4519,London,4527,3.5,$$ - $$$,1352.0,d680500,"  Asian, Chinese"
id_452,Hamburg,453,4.0,$$ - $$$,41.0,d4083721,"  Middle Eastern, Bar,   Cafe,   German"
id_4526,Paris,4527,3.5,$$ - $$$,154.0,d952068,"French,   Bar,   European"
id_4549,Rome,4550,4.5,NaN,5.0,d12997561,Other
id_456,Rome,457,4.5,$$ - $$$,1237.0,d3134650,"  Mediterranean,   Italian,   Vegetarian Friendly,   Pizza"
id_459,Budapest,460,4.5,$,77.0,d8362340,"  Vegetarian Friendly,   Vegan Options, Fast Food"
id_459,Milan,460,4.0,$$$$,484.0,d1231908,"  Contemporary, Italian,   European"
id_4591,Berlin,4593,4.0,$$ - $$$,29.0,d2445499,German
id_460,Munich,464,4.5,$$ - $$$,47.0,d1039687,  Mediterranean
id_4618,Milan,4621,4.0,NaN,NaN,d8339930,Other
id_4633,Paris,4634,4.0,$,62.0,d1331796,"  Pakistani,   Middle Eastern, Indian"
id_4637,Berlin,4639,4.5,$$ - $$$,10.0,d12107166,Vegetarian Friendly
id_4653,Madrid,4656,4.0,$,18.0,d11754798,Spanish
id_4670,London,4678,5.0,$$ - $$$,19.0,d10070252,"  Vegan Options,   Mediterranean,   Vegetarian Friendly, Italian"
id_4681,Rome,4682,5.0,$,12.0,d7197803,Italian
id_469,Berlin,470,4.5,$$ - $$$,69.0,d8429273,"  Vegan Options, Chinese,   Vegetarian Friendly"
id_4693,London,4701,4.0,$$ - $$$,185.0,d1906552,"American,   British,   Mexican"
id_4706,London,4714,3.5,$$ - $$$,376.0,d1388962,"Chinese,   Gluten Free Options,   Japanese,   Vegetarian Friendly,   Vegan Options,   Asian"
id_4742,Berlin,4744,4.0,NaN,8.0,d8401819,Other
id_4773,Madrid,4776,4.0,$$ - $$$,7.0,d10859423,"  Healthy, Mediterranean"
id_4777,London,4786,4.5,$$ - $$$,85.0,d2188472,Bar
id_4780,Rome,4781,5.0,$,3.0,d12842559,"Italian,   American,   Asian,   Fast Food"
id_48,Rome,49,4.5,$$ - $$$,1724.0,d8511258,"  Vegan Options,   Fast Food,   Mediterranean, Italian,   Vegetarian Friendly"
id_482,Geneva,485,4.5,$$$$,12.0,d10288341,"  Swiss, French"
id_482,Oslo,483,4.0,$$ - $$$,36.0,d2328380,"  Middle Eastern,   Pakistani"
id_483,Madrid,484,4.5,$$ - $$$,166.0,d7310999,  Gluten Free Options
id_4845,London,4854,4.0,$$ - $$$,206.0,d3400459,European
id_486,Zurich,489,4.0,$$ - $$$,90.0,d1139366,"  European, Italian,   Vegetarian Friendly,   Bar"
id_492,Brussels,493,4.0,$,95.0,d2719603,"British,   Vegan Options,   Cafe"
id_4920,Madrid,4923,4.5,NaN,3.0,d12488103,International
id_4974,Milan,4977,3.5,$$ - $$$,11.0,d8339929,  Vegan Options
id_499,Lyon,500,4.5,NaN,45.0,d7623654,Other
id_4999,Paris,5000,4.0,$$ - $$$,128.0,d2258959,"  Vegan Options,   Vietnamese, Asian"
id_5,Geneva,6,4.5,$$ - $$$,1222.0,d751711,"  Vegetarian Friendly,   Swiss,   Gluten Free Options"
id_5013,Paris,5014,4.0,$$$$,116.0,d719923,"  Vegetarian Friendly, Asian,   Vietnamese"
id_5066,Paris,5067,4.0,$$ - $$$,288.0,d1025147,  Vegetarian Friendly
id_5080,Barcelona,5081,3.5,$$$$,32.0,d10226097,"Italian,   Seafood"
id_5131,Madrid,5134,3.5,$,35.0,d3780762,Spanish
id_5137,Paris,5138,4.0,NaN,16.0,d12571607,Other
id_5139,Berlin,5141,4.0,$,NaN,d12098434,  Healthy
id_514,Madrid,515,4.0,$$ - $$$,231.0,d4473807,"  European,   Gluten Free Options, Mediterranean,   Vegetarian Friendly,   Vegan Options"
id_5169,Madrid,5172,4.0,NaN,8.0,d8657804,Other
id_52,Dublin,53,4.5,$$ - $$$,1820.0,d2259146,"  Seafood,   Vegetarian Friendly, Irish"
id_5206,Barcelona,5207,4.5,NaN,7.0,d5867903,Other
id_5209,Rome,5210,5.0,$$ - $$$,2.0,d13322935,"Japanese,   Asian,   Sushi"
id_522,Budapest,523,4.5,$$ - $$$,40.0,d9710368,"  European,   Vegetarian Friendly, International,   Central European,   Pub"
id_5257,Berlin,5259,4.0,NaN,3.0,d10266473,"Japanese,   Asian,   Thai"
id_526,Copenhagen,527,4.5,$$ - $$$,13.0,d12936186,Vietnamese
id_528,Berlin,529,4.0,$$ - $$$,97.0,d7905491,"  Vegan Options, Asian"
id_529,Milan,530,4.5,$$ - $$$,233.0,d3691545,"  Vegan Options,   Vegetarian Friendly,   Pizza,   Mediterranean"
id_53,Bratislava,54,4.0,$$$$,313.0,d1112673,"  European,   Central European, Italian"
id_530,Paris,531,4.5,$$ - $$$,256.0,d5872756,  European
id_5312,London,5321,4.0,$$ - $$$,42.0,d12402429,"Italian,   Vegetarian Friendly"
id_532,Barcelona,533,4.0,$$ - $$$,744.0,d3179219,"  Vegan Options,   Vegetarian Friendly,   Gluten Free Options,   European,   Spanish"
id_5329,Rome,5331,4.5,NaN,4.0,d12921595,Other
id_533,Barcelona,534,4.0,$$$$,1060.0,d1099373,"  Gluten Free Options,   Fusion"
id_5357,Madrid,5360,3.5,$$ - $$$,60.0,d6703191,  Asian
id_5361,Paris,5362,4.0,$$ - $$$,58.0,d5865687,Italian
id_537,Madrid,538,4.0,$$ - $$$,515.0,d991104,"Spanish,   Vegetarian Friendly"
id_538,Munich,542,4.5,$,59.0,d2255569,"Healthy,   Vegetarian Friendly"
id_538,Stockholm,539,4.0,$$ - $$$,82.0,d780673,"American,   Bar,   Barbecue"
id_540,Bratislava,541,3.5,NaN,3.0,d4770088,Other
id_541,Lyon,542,4.0,$$ - $$$,138.0,d2641947,"  Vietnamese, Asian"
id_543,Krakow,544,4.5,$,20.0,d8049985,"Polish,   Bar,   European"
id_5459,Paris,5460,3.5,$$ - $$$,132.0,d953033,"  Vegetarian Friendly,   Thai"
id_547,Milan,548,4.0,$$ - $$$,554.0,d4353632,"  Vegetarian Friendly,   Sushi"
id_547,Stockholm,548,4.0,$$ - $$$,97.0,d3898172,"  Vegetarian Friendly,   Bar"
id_550,Dublin,551,4.0,$$ - $$$,118.0,d3153451,"  European,   Vegetarian Friendly"
id_5503,Madrid,5506,3.5,NaN,3.0,d990817,Other
id_5510,Madrid,5513,4.5,NaN,6.0,d697485,Other
id_5524,Madrid,5527,3.5,NaN,14.0,d9742180,Other
id_553,Lisbon,554,4.5,$$ - $$$,66.0,d10266436,"Italian,   Vegetarian Friendly,   Mediterranean,   European"
id_5560,Paris,5561,4.0,$$ - $$$,76.0,d2494164,"  Middle Eastern, Mediterranean,   Moroccan"
id_5569,Paris,5570,3.5,$$ - $$$,194.0,d1912643,"  French, European"
id_557,Hamburg,558,4.0,$$ - $$$,46.0,d2489872,"Mediterranean,   European"
id_559,Athens,560,3.5,$$ - $$$,304.0,d1070166,"Mediterranean,   Vegetarian Friendly,   Greek"
id_56,Dublin,57,4.5,$$ - $$$,3491.0,d1884058,"  British,   European, Irish"
id_5604,Madrid,5607,3.0,$,83.0,d2149251,"  Vegan Options,   Middle Eastern"
id_5611,London,5620,5.0,$$ - $$$,8.0,d12971996,"Mediterranean,   European,   Cafe,   Greek"
id_5624,Berlin,5626,4.0,NaN,6.0,d3805143,Spanish
id_5673,Rome,5675,5.0,$,NaN,d12322989,"  Healthy, Italian"
id_573,Barcelona,574,4.0,$$$$,604.0,d986276,"  Gluten Free Options,   Contemporary, Mediterranean,   Vegetarian Friendly"
id_5767,London,5776,5.0,$$ - $$$,8.0,d12219822,Cafe
id_580,Bratislava,581,4.5,NaN,3.0,d951933,European
id_5817,Paris,5818,4.0,$$$$,52.0,d1020592,Asian
id_5842,Milan,5845,3.0,$$ - $$$,104.0,d3267260,Italian
id_5844,Madrid,5847,4.0,NaN,NaN,d10058810,Other
id_5889,London,5898,4.0,$$ - $$$,41.0,d6826426,"  Vegetarian Friendly,   British"
id_592,Copenhagen,593,4.0,$$ - $$$,106.0,d1526719,"  Thai,   Vegetarian Friendly, Asian"
id_5926,Paris,5927,4.0,$$ - $$$,52.0,d4182633,  Korean
id_5990,Berlin,5992,2.5,NaN,5.0,d1037163,Other
id_6011,Madrid,6014,3.5,$$ - $$$,48.0,d3902868,  Pizza
id_6016,Berlin,6018,3.5,NaN,3.0,d4156673,German
id_602,Dublin,603,4.0,$$ - $$$,135.0,d7591680,"  Gluten Free Options,   Vegetarian Friendly, Asian"
id_6025,Madrid,6028,3.5,$,20.0,d4600249,Spanish
id_6029,Milan,6032,2.5,NaN,2.0,d12911907,Other
id_605,Helsinki,606,4.0,$$ - $$$,8.0,d6663062,"Cafe,   Delicatessen"
id_6069,Berlin,6071,3.0,NaN,6.0,d10179197,Other
id_6074,Madrid,6077,3.5,$,18.0,d8427291,Pizza
id_6090,London,6099,3.5,$$ - $$$,136.0,d731204,Indian
id_6092,Barcelona,6093,3.5,$,32.0,d8580982,Peruvian
id_6149,Barcelona,6150,3.5,NaN,34.0,d1417391,Other
id_615,Hamburg,616,5.0,$$ - $$$,16.0,d10302492,"  Mediterranean, Bar"
id_615,Munich,621,4.0,$$ - $$$,84.0,d6864963,"  Vegetarian Friendly, German"
id_6183,Paris,6184,3.5,$$ - $$$,155.0,d5522488,"French,   European"
id_6207,Madrid,6210,3.5,$$ - $$$,9.0,d1519258,Spanish
