Restaurant_id,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,ID_TA
id_393,Hamburg,  Israeli,394,4.0,$$ - $$$,77.0,d1873223
id_1374,Copenhagen,  Scandinavian,1376,3.5,$$ - $$$,66.0,d6618276
id_771,Paris,French,772,4.0,$$$$,926.0,d695264
id_4780,Rome,  American,4781,5.0,$,3.0,d12842559
id_155,Amsterdam,  Argentinean,156,4.5,$$ - $$$,482.0,d4588301
id_368,Munich,  Vegetarian Friendly,370,5.0,$$ - $$$,27.0,d10524693
id_1244,Munich,Asian,1256,3.5,$$ - $$$,45.0,d2524764
id_66,Ljubljana,  Pub,67,5.0,$$ - $$$,32.0,d12495979
id_615,Munich,  Vegetarian Friendly,621,4.0,$$ - $$$,84.0,d6864963
id_48,Rome,  Mediterranean,49,4.5,$$ - $$$,1724.0,d8511258
id_2773,Amsterdam,Other,2780,4.0,NaN,NaN,d10467094
id_2423,Rome,Italian,2424,3.5,$$ - $$$,481.0,d5504724
id_3360,Rome,  Japanese,3361,4.0,$,61.0,d7274833
id_522,Budapest,  Vegetarian Friendly,523,4.5,$$ - $$$,40.0,d9710368
id_1907,Copenhagen,  Fast Food,1912,2.5,NaN,9.0,d5408595
id_318,Copenhagen,European,319,4.5,$$ - $$$,88.0,d4093614
id_14,Helsinki,  Vegan Options,15,4.0,$$ - $$$,1488.0,d850178
id_3327,London,  Halal,3334,4.0,$$ - $$$,143.0,d953657
id_1552,Brussels,Italian,1606,5.0,$$ - $$$,NaN,d13206566
id_257,Copenhagen,  European,258,4.5,$$ - $$$,92.0,d10292470
id_960,Athens,Greek,962,4.5,$,4.0,d12598141
id_72,Brussels,  European,73,4.0,$$ - $$$,779.0,d4014123
id_1535,Stockholm,Other,1537,4.0,NaN,10.0,d7992032
id_2727,Hamburg,Other,2736,1.0,NaN,NaN,d11871901
id_1478,Madrid,  European,1480,4.0,$$ - $$$,215.0,d8123141
id_12381,Paris,French,12383,3.5,NaN,3.0,d715001
id_602,Dublin,  Gluten Free Options,603,4.0,$$ - $$$,135.0,d7591680
id_972,Hamburg,Other,974,4.0,NaN,15.0,d5518556
id_4526,Paris,French,4527,3.5,$$ - $$$,154.0,d952068
id_2042,Stockholm,Pub,2045,3.5,NaN,2.0,d5936523
id_5257,Berlin,Japanese,5259,4.0,NaN,3.0,d10266473
id_781,Barcelona,  European,782,4.5,$$ - $$$,88.0,d9769328
id_1556,Rome,  Gluten Free Options,1557,4.5,$$ - $$$,287.0,d1095455
id_1033,London,Mediterranean,1035,4.5,$$ - $$$,193.0,d8599829
id_6607,Barcelona,  Pub,6608,3.5,$$ - $$$,19.0,d3319308
id_1536,Brussels,Asian,1537,4.0,$,20.0,d7336387
id_415,Milan,  Steakhouse,416,4.0,$$ - $$$,615.0,d2263352
id_8,Oslo,  Vegan Options,9,4.5,$$ - $$$,956.0,d9459585
id_155,Amsterdam,  European,156,4.5,$$ - $$$,482.0,d4588301
id_689,Vienna,  Central American,690,4.5,$$ - $$$,29.0,d10485816
id_592,Copenhagen,  Thai,593,4.0,$$ - $$$,106.0,d1526719
id_322,Dublin,  Vegetarian Friendly,323,4.5,$$ - $$$,55.0,d12564018
id_1251,Edinburgh,Cafe,1252,4.5,$,15.0,d5442784
id_8,Ljubljana,  Central European,9,4.5,$$ - $$$,816.0,d8124300
id_2882,Brussels,  European,2883,2.5,$$ - $$$,393.0,d802232
id_4637,Berlin,Vegetarian Friendly,4639,4.5,$$ - $$$,10.0,d12107166
id_56,Dublin,  European,57,4.5,$$ - $$$,3491.0,d1884058
id_205,Barcelona,  Gluten Free Options,206,4.5,$$ - $$$,613.0,d3499028
id_9406,London,Mediterranean,9415,5.0,$$ - $$$,5.0,d10106305
id_2273,Vienna,Other,2275,4.5,NaN,2.0,d11903856
id_5257,Berlin,  Asian,5259,4.0,NaN,3.0,d10266473
id_1239,Rome,Italian,1240,4.0,$$ - $$$,302.0,d4023512
id_111,Ljubljana,Chinese,112,4.5,$,30.0,d5965027
id_1556,Rome,  European,1557,4.5,$$ - $$$,287.0,d1095455
id_15279,London,  Halal,15291,3.5,$$ - $$$,16.0,d5795578
id_8453,Paris,Bar,8455,4.5,$$ - $$$,11.0,d8090662
id_456,Rome,  Pizza,457,4.5,$$ - $$$,1237.0,d3134650
id_6029,Milan,Other,6032,2.5,NaN,2.0,d12911907
id_3998,Rome,Italian,3999,4.0,$$ - $$$,137.0,d2323613
id_85,Barcelona,  Vegetarian Friendly,86,4.5,$$ - $$$,2186.0,d697571
id_1675,Lisbon,  Healthy,1676,4.0,$$ - $$$,41.0,d10170180
id_655,Paris,  Thai,656,4.5,$$ - $$$,187.0,d2044612
id_719,Berlin,French,720,4.0,$$ - $$$,175.0,d1341738
id_961,Lyon,  Mediterranean,962,4.0,$$ - $$$,64.0,d804943
id_412,Rome,  Gluten Free Options,413,4.0,$$ - $$$,486.0,d795702
id_2089,Milan,Italian,2091,4.5,$$ - $$$,103.0,d2701946
id_344,Milan,Italian,345,4.0,$$ - $$$,732.0,d2648160
id_1076,Warsaw,  European,1077,5.0,$,2.0,d12018194
id_279,Dublin,  Vegetarian Friendly,280,4.0,$$ - $$$,257.0,d1785149
id_13354,London,  Thai,13364,4.0,$,34.0,d3192609
id_4452,Rome,  Pub,4453,4.0,$$ - $$$,171.0,d7995957
id_393,Warsaw,  Central American,394,4.0,$$ - $$$,141.0,d4323006
id_35,Budapest,  Greek,36,4.5,$$ - $$$,2340.0,d696117
id_1810,Berlin,  Vegetarian Friendly,1812,4.0,$,68.0,d5532050
id_7423,Barcelona,  Spanish,7424,2.5,NaN,44.0,d2100338
id_4288,Milan,  Gastropub,4291,3.5,NaN,13.0,d4875639
id_299,Amsterdam,  Asian,300,4.0,$$ - $$$,1103.0,d779071
id_3005,London,  Vegetarian Friendly,3011,4.5,$$ - $$$,91.0,d2516361
id_914,Brussels,European,915,4.0,$,40.0,d2477240
id_35,Budapest,  Soups,36,4.5,$$ - $$$,2340.0,d696117
id_883,Amsterdam,  Vegetarian Friendly,885,4.5,$$ - $$$,47.0,d12557535
id_2825,Brussels,  Sushi,2826,3.0,$$ - $$$,113.0,d1093016
id_3303,Barcelona,  Vegetarian Friendly,3304,4.0,$$ - $$$,61.0,d997616
id_678,Madrid,Pizza,679,4.5,$$ - $$$,95.0,d5487718
id_4519,London,  Asian,4527,3.5,$$ - $$$,1352.0,d680500
id_1556,Rome,  Italian,1557,4.5,$$ - $$$,287.0,d1095455
id_1815,Berlin,  Gluten Free Options,1817,3.5,$$ - $$$,1067.0,d1119896
id_452,Hamburg,  Middle Eastern,453,4.0,$$ - $$$,41.0,d4083721
id_20,Budapest,  Vegan Options,21,4.5,$$$$,956.0,d696038
id_86,Budapest,  Wine Bar,87,4.5,$$ - $$$,1256.0,d779921
id_159,Oporto,  Vegan Options,160,4.5,$$ - $$$,264.0,d1027670
id_5209,Rome,Japanese,5210,5.0,$$ - $$$,2.0,d13322935
id_5503,Madrid,Other,5506,3.5,NaN,3.0,d990817
id_86,Budapest,  Contemporary,87,4.5,$$ - $$$,1256.0,d779921
id_7038,London,Bar,7047,4.0,$$ - $$$,97.0,d5414878
id_1971,Vienna,Other,1973,4.0,NaN,9.0,d12630204
id_1228,Barcelona,Mediterranean,1229,4.0,$$ - $$$,277.0,d790369
id_12392,London,  Cafe,12402,4.0,$$ - $$$,NaN,d13153300
id_323,Lisbon,European,324,5.0,$$ - $$$,41.0,d12900896
id_6092,Barcelona,Peruvian,6093,3.5,$,32.0,d8580982
id_702,Oporto,  Contemporary,703,4.5,$$ - $$$,17.0,d10678700
id_101,Helsinki,  Pizza,102,4.0,$$ - $$$,231.0,d3456729
id_4452,Rome,  European,4453,4.0,$$ - $$$,171.0,d7995957
id_7183,Paris,  Pub,7184,3.5,$,115.0,d1013511
id_2273,Paris,Chinese,2274,4.0,$$ - $$$,157.0,d1019904
id_266,Oporto,  Vegetarian Friendly,267,4.0,$$$$,129.0,d10878563
id_35,Budapest,  Mediterranean,36,4.5,$$ - $$$,2340.0,d696117
id_6610,Paris,  Seafood,6611,4.5,NaN,5.0,d12945640
id_156,Budapest,  European,157,4.0,$$ - $$$,438.0,d1648922
id_741,Copenhagen,Fast Food,742,4.5,$,20.0,d8284781
id_1133,Brussels,  Pizza,1134,3.5,$$ - $$$,61.0,d1082420
id_1381,Brussels,Other,1376,5.0,NaN,4.0,d10814311
id_820,Milan,  Seafood,822,4.0,$,186.0,d2486144
id_159,Oporto,  Asian,160,4.5,$$ - $$$,264.0,d1027670
id_1208,Vienna,Vietnamese,1209,4.5,$$ - $$$,8.0,d12995806
id_14953,London,Sushi,14964,3.5,NaN,11.0,d5122174
id_1745,Lisbon,European,1747,4.0,$$ - $$$,11.0,d13150829
id_31,Paris,  Mediterranean,32,4.5,$$ - $$$,548.0,d785995
id_4066,London,  Gluten Free Options,4073,3.5,$$ - $$$,286.0,d2259559
id_3995,Paris,  Vegetarian Friendly,3996,4.5,$,26.0,d10840545
id_395,Oporto,  Portuguese,396,4.5,$$ - $$$,95.0,d1081959
id_7542,Barcelona,Seafood,7543,2.5,$$ - $$$,129.0,d1929118
id_2410,Lisbon,  Portuguese,2413,4.0,NaN,2.0,d3393987
id_1571,Barcelona,Japanese,1572,4.0,$$ - $$$,105.0,d8774881
id_1958,Munich,  Vegetarian Friendly,1974,3.5,$$ - $$$,95.0,d1342155
id_430,London,  British,431,4.5,$,907.0,d719237
id_1722,Hamburg,Asian,1725,4.0,$$ - $$$,3.0,d12867794
id_13563,London,Seafood,13573,3.5,$,6.0,d8401717
id_158,Warsaw,  Vegetarian Friendly,159,4.0,$$ - $$$,187.0,d6369030
id_4670,London,  Vegetarian Friendly,4678,5.0,$$ - $$$,19.0,d10070252
id_182,Lisbon,Steakhouse,183,4.0,$,825.0,d1852620
id_237,Stockholm,  Gluten Free Options,238,4.5,$$ - $$$,154.0,d1496204
id_11306,London,  Bar,11316,3.5,$$ - $$$,47.0,d2643319
id_11134,London,  British,11144,4.5,$,8.0,d2225278
id_3365,Paris,French,3366,5.0,$$ - $$$,18.0,d10737035
id_318,Copenhagen,  Vegetarian Friendly,319,4.5,$$ - $$$,88.0,d4093614
id_305,Dublin,Other,306,4.5,NaN,175.0,d4418101
id_1244,Munich,  Vegetarian Friendly,1256,3.5,$$ - $$$,45.0,d2524764
id_1398,Geneva,Other,1405,1.5,NaN,2.0,d12414220
id_1994,Munich,  Vegetarian Friendly,2010,3.5,$,50.0,d2517446
id_1686,Rome,  Vegan Options,1687,4.5,$,38.0,d12538734
id_13016,London,  British,13026,3.5,$$ - $$$,52.0,d2508041
id_163,Stockholm,  Vegan Options,164,4.5,$,99.0,d3478764
id_150,Budapest,  Vegetarian Friendly,151,4.5,$,1317.0,d813990
id_85,Paris,  Vegan Options,86,4.5,$$ - $$$,441.0,d783281
id_4406,Milan,  Cafe,4409,4.5,NaN,3.0,d4593810
id_13199,London,Italian,13209,3.0,$$ - $$$,11.0,d718909
id_14996,London,  European,15007,3.0,$$ - $$$,85.0,d6403079
id_4166,London,  Halal,4173,3.5,$$ - $$$,3135.0,d779012
id_689,Vienna,  Venezuelan,690,4.5,$$ - $$$,29.0,d10485816
id_1000,Oporto,Other,1001,4.5,NaN,5.0,d12336001
id_45,Vienna,  Gluten Free Options,46,4.5,$$ - $$$,2490.0,d813285
id_4693,London,  British,4701,4.0,$$ - $$$,185.0,d1906552
id_1746,Munich,  Vegetarian Friendly,1760,4.0,$$ - $$$,55.0,d1912599
id_3005,London,  Gluten Free Options,3011,4.5,$$ - $$$,91.0,d2516361
id_994,Warsaw,  Vegetarian Friendly,995,4.5,$,12.0,d11947459
id_1141,Milan,Indian,1143,4.5,$$ - $$$,28.0,d12710453
id_5312,London,Italian,5321,4.0,$$ - $$$,42.0,d12402429
id_4166,London,  Pakistani,4173,3.5,$$ - $$$,3135.0,d779012
id_1475,London,  Asian,1477,4.5,$$ - $$$,313.0,d733450
id_1533,Paris,French,1534,4.5,$$ - $$$,105.0,d4697825
id_3501,Berlin,  Cafe,3503,5.0,NaN,2.0,d11999809
id_13419,London,  Pub,13429,3.5,$$ - $$$,35.0,d3242247
id_36,Lyon,French,37,4.5,$$$$,419.0,d1898848
id_2664,Berlin,  European,2666,4.0,$$ - $$$,32.0,d2208132
id_6183,Paris,French,6184,3.5,$$ - $$$,155.0,d5522488
id_4549,Rome,Other,4550,4.5,NaN,5.0,d12997561
id_547,Stockholm,  Vegetarian Friendly,548,4.0,$$ - $$$,97.0,d3898172
id_499,Lyon,Other,500,4.5,NaN,45.0,d7623654
id_2098,Barcelona,Cafe,2099,4.0,$,41.0,d7952588
id_323,Lisbon,  Wine Bar,324,5.0,$$ - $$$,41.0,d12900896
id_1651,Lyon,Other,1652,4.5,NaN,2.0,d13279636
id_944,Dublin,  European,946,4.5,$,25.0,d4324827
id_3015,Rome,  Vegetarian Friendly,3016,3.0,$$ - $$$,1012.0,d2226584
id_1257,Budapest,  Healthy,1258,5.0,$$ - $$$,14.0,d10613140
id_438,Oporto,  European,439,4.5,$,51.0,d3537392
id_8559,London,  Vegetarian Friendly,8568,3.5,$$ - $$$,329.0,d733353
id_2171,Berlin,Mediterranean,2173,3.5,$$ - $$$,130.0,d1359957
id_108,Hamburg,  Gastropub,109,4.0,$$ - $$$,371.0,d1353540
id_887,Lisbon,  Mediterranean,888,4.5,$$ - $$$,66.0,d6432242
id_13830,Paris,French,13832,2.0,$$ - $$$,3.0,d10784629
id_746,Lisbon,European,747,4.5,$$ - $$$,42.0,d10064175
id_773,Vienna,Austrian,774,4.0,$$$$,67.0,d5976718
id_322,Milan,  Seafood,323,4.0,$$ - $$$,590.0,d781928
id_4368,Madrid,Argentinean,4370,4.0,$,24.0,d2712118
id_1372,Prague,Other,1373,5.0,NaN,7.0,d9745343
id_4066,London,Italian,4073,3.5,$$ - $$$,286.0,d2259559
id_7038,London,  Vegetarian Friendly,7047,4.0,$$ - $$$,97.0,d5414878
id_820,Rome,  Pizza,821,5.0,$,134.0,d4085056
id_2961,Berlin,German,2963,3.5,$$ - $$$,59.0,d5822584
id_4180,London,  Pub,4187,4.5,$$ - $$$,26.0,d10903502
id_553,Lisbon,  Mediterranean,554,4.5,$$ - $$$,66.0,d10266436
id_2137,Lisbon,  Portuguese,2140,5.0,NaN,2.0,d3193915
id_206,Vienna,Japanese,207,4.5,$$ - $$$,55.0,d10395526
id_1268,Lyon,French,1269,4.0,$,37.0,d4585716
id_1025,Warsaw,Other,1026,4.5,NaN,3.0,d12685574
id_592,Copenhagen,  Vegetarian Friendly,593,4.0,$$ - $$$,106.0,d1526719
id_573,Barcelona,  Contemporary,574,4.0,$$$$,604.0,d986276
id_820,Milan,  Mediterranean,822,4.0,$,186.0,d2486144
id_553,Lisbon,  European,554,4.5,$$ - $$$,66.0,d10266436
id_14512,London,Sushi,14523,3.0,NaN,8.0,d10686851
id_4110,Madrid,Spanish,4112,5.0,NaN,2.0,d4600226
id_283,Ljubljana,Cafe,284,4.0,$$ - $$$,11.0,d8841562
id_887,Lisbon,  Vegetarian Friendly,888,4.5,$$ - $$$,66.0,d6432242
id_48,Rome,Italian,49,4.5,$$ - $$$,1724.0,d8511258
id_1,Zurich,  Vegan Options,2,4.5,$$ - $$$,418.0,d10169867
id_13892,Paris,French,13894,5.0,$$ - $$$,NaN,d8660001
id_7226,London,  Mediterranean,7235,4.5,$,16.0,d3191302
id_1981,Budapest,Other,1982,3.5,NaN,8.0,d10073699
id_3803,London,  Bar,3810,4.5,$,25.0,d11721387
id_1501,Barcelona,  European,1502,4.0,$$ - $$$,144.0,d8737446
id_5844,Madrid,Other,5847,4.0,NaN,NaN,d10058810
id_459,Milan,  Contemporary,460,4.0,$$$$,484.0,d1231908
id_1611,Rome,Italian,1612,4.0,$$ - $$$,621.0,d803842
id_1675,Lisbon,  Delicatessen,1676,4.0,$$ - $$$,41.0,d10170180
id_492,Brussels,British,493,4.0,$,95.0,d2719603
id_1149,Madrid,  Gluten Free Options,1150,4.5,$$ - $$$,53.0,d12099376
id_2473,Rome,Pizza,2474,4.5,$,102.0,d7707930
id_7003,Paris,  Asian,7004,4.5,$$ - $$$,4.0,d12447984
id_1261,Rome,  Fast Food,1262,4.0,$,822.0,d4811912
id_5361,Paris,Italian,5362,4.0,$$ - $$$,58.0,d5865687
id_1246,Hamburg,Greek,1248,4.0,$$ - $$$,15.0,d3849968
id_4693,London,  Mexican,4701,4.0,$$ - $$$,185.0,d1906552
id_5066,Paris,  Vegetarian Friendly,5067,4.0,$$ - $$$,288.0,d1025147
id_284,Milan,  Seafood,285,4.0,$$ - $$$,905.0,d1926746
id_4232,London,  Vegetarian Friendly,4239,4.0,$$ - $$$,177.0,d718937
id_944,Dublin,Cafe,946,4.5,$,25.0,d4324827
id_5611,London,  European,5620,5.0,$$ - $$$,8.0,d12971996
id_1228,Madrid,  Spanish,1230,4.0,$$ - $$$,78.0,d10331391
id_1547,Amsterdam,Chinese,1550,3.5,$$ - $$$,91.0,d10488468
id_7752,Barcelona,Mediterranean,7759,1.0,$$ - $$$,NaN,d11950716
id_7542,Barcelona,  Mediterranean,7543,2.5,$$ - $$$,129.0,d1929118
id_1033,London,  European,1035,4.5,$$ - $$$,193.0,d8599829
id_547,Milan,  Vegetarian Friendly,548,4.0,$$ - $$$,554.0,d4353632
id_1815,Berlin,  European,1817,3.5,$$ - $$$,1067.0,d1119896
id_2410,Lisbon,European,2413,4.0,NaN,2.0,d3393987
id_4310,London,  Vegetarian Friendly,4317,4.0,$$ - $$$,122.0,d3661709
id_1076,Warsaw,  Fusion,1077,5.0,$,2.0,d12018194
id_40,Edinburgh,  Spanish,41,4.5,$$ - $$$,834.0,d1871954
id_532,Barcelona,  Vegetarian Friendly,533,4.0,$$ - $$$,744.0,d3179219
id_6874,Barcelona,Other,6875,3.0,NaN,NaN,d11958460
id_239,Athens,  Asian,240,4.5,$,62.0,d6513977
id_402,Rome,  Gluten Free Options,403,4.0,$$ - $$$,1133.0,d1488977
id_7472,Paris,Cafe,7473,4.0,$,28.0,d4942642
id_249,Ljubljana,  European,250,3.5,$$ - $$$,101.0,d4068550
id_430,Krakow,  European,431,4.5,$,38.0,d8425435
id_1414,Milan,Pizza,1416,4.0,$,252.0,d3773630
id_2098,Barcelona,  Mediterranean,2099,4.0,$,41.0,d7952588
id_216,Copenhagen,  Cafe,217,4.5,$$ - $$$,125.0,d8121703
id_846,Copenhagen,  Vegetarian Friendly,847,3.5,$,74.0,d1081584
id_322,Milan,  Mediterranean,323,4.0,$$ - $$$,590.0,d781928
id_3196,Berlin,  Mediterranean,3198,4.0,$,30.0,d5519810
id_8349,Madrid,Other,8356,2.5,NaN,16.0,d5776152
id_956,Helsinki,Spanish,957,3.5,$$ - $$$,8.0,d12310002
id_111,Edinburgh,  Vegetarian Friendly,112,4.5,$$ - $$$,1951.0,d1186842
id_633,Milan,  Vegetarian Friendly,635,3.5,$$ - $$$,743.0,d7660183
id_781,Barcelona,  Vegan Options,782,4.5,$$ - $$$,88.0,d9769328
id_1684,Dublin,Other,1688,3.0,NaN,8.0,d11958324
id_984,Berlin,  Mediterranean,986,5.0,$$ - $$$,22.0,d10859217
id_270,Vienna,  European,271,4.0,$$ - $$$,384.0,d2021717
id_2825,Brussels,  Asian,2826,3.0,$$ - $$$,113.0,d1093016
id_164,Hamburg,  Vegetarian Friendly,165,4.5,$$ - $$$,73.0,d6031001
id_4780,Rome,  Asian,4781,5.0,$,3.0,d12842559
id_239,Athens,  Vegan Options,240,4.5,$,62.0,d6513977
id_7083,London,French,7092,4.0,$$ - $$$,12.0,d13109544
id_1280,Stockholm,Other,1281,4.5,NaN,2.0,d12949592
id_147,Prague,Cafe,148,4.5,$,105.0,d10389421
id_4232,London,  Mediterranean,4239,4.0,$$ - $$$,177.0,d718937
id_1760,Paris,  Vegan Options,1761,4.5,$,86.0,d8384800
id_191,Oslo,Bar,192,4.0,$$ - $$$,53.0,d3385038
id_2256,London,  Vegetarian Friendly,2261,4.5,$$ - $$$,273.0,d3253550
id_1010,Berlin,  Gluten Free Options,1012,3.5,$$ - $$$,440.0,d1507237
id_926,Barcelona,Italian,927,4.5,$$ - $$$,133.0,d8264568
id_2502,Rome,  Vegetarian Friendly,2503,4.5,$$ - $$$,138.0,d795704
id_1547,Amsterdam,  Street Food,1550,3.5,$$ - $$$,91.0,d10488468
id_557,Hamburg,Mediterranean,558,4.0,$$ - $$$,46.0,d2489872
id_270,Warsaw,  Pub,271,4.0,$$ - $$$,85.0,d8797372
id_2851,Berlin,Other,2853,5.0,NaN,4.0,d12417709
id_86,Budapest,European,87,4.5,$$ - $$$,1256.0,d779921
id_4706,London,  Gluten Free Options,4714,3.5,$$ - $$$,376.0,d1388962
id_538,Stockholm,  Bar,539,4.0,$$ - $$$,82.0,d780673
id_773,Amsterdam,  Gluten Free Options,775,4.0,$$ - $$$,138.0,d2478316
id_396,Barcelona,  Asian,397,5.0,$$ - $$$,45.0,d12384001
id_18,Dublin,  European,19,4.5,$$ - $$$,670.0,d6482548
id_356,Rome,  Vegan Options,357,5.0,$$ - $$$,84.0,d12481552
id_869,Oporto,  Portuguese,870,4.0,$$$$,8.0,d13087285
id_352,London,  Vegetarian Friendly,353,4.5,$$$$,688.0,d8632781
id_4209,Rome,  Pizza,4210,4.0,$,55.0,d8020681
id_1524,Athens,Pizza,1526,3.5,NaN,3.0,d13001826
id_3625,Barcelona,  European,3626,3.5,$$ - $$$,258.0,d1385082
id_3670,Berlin,Sushi,3672,4.5,$$ - $$$,10.0,d5532357
id_1746,Munich,  Contemporary,1760,4.0,$$ - $$$,55.0,d1912599
id_986,Madrid,Italian,987,4.0,$$ - $$$,274.0,d775579
id_332,Rome,  Pizza,333,4.5,$$ - $$$,153.0,d12423010
id_3031,Milan,Italian,3033,4.5,$$ - $$$,4.0,d13198202
id_2406,Milan,  Seafood,2408,4.0,$$ - $$$,184.0,d813925
id_4232,London,  Gluten Free Options,4239,4.0,$$ - $$$,177.0,d718937
id_5926,Paris,  Korean,5927,4.0,$$ - $$$,52.0,d4182633
id_2858,London,  Vegetarian Friendly,2863,4.0,$$ - $$$,459.0,d4052905
id_361,Rome,Italian,362,4.5,$$ - $$$,288.0,d7361724
id_987,Milan,  Mediterranean,989,4.0,$$ - $$$,88.0,d10385156
id_284,Milan,  Contemporary,285,4.0,$$ - $$$,905.0,d1926746
id_543,Krakow,Polish,544,4.5,$,20.0,d8049985
id_1133,Brussels,Italian,1134,3.5,$$ - $$$,61.0,d1082420
id_3327,London,Indian,3334,4.0,$$ - $$$,143.0,d953657
id_615,Hamburg,Bar,616,5.0,$$ - $$$,16.0,d10302492
id_3191,London,Japanese,3197,4.5,$$ - $$$,123.0,d3970522
id_547,Stockholm,  Bar,548,4.0,$$ - $$$,97.0,d3898172
id_13016,London,  Pub,13026,3.5,$$ - $$$,52.0,d2508041
id_4368,Madrid,  South American,4370,4.0,$,24.0,d2712118
id_529,Milan,  Vegetarian Friendly,530,4.5,$$ - $$$,233.0,d3691545
id_903,Madrid,  Italian,904,4.5,$,28.0,d12500357
id_2171,Berlin,  Grill,2173,3.5,$$ - $$$,130.0,d1359957
id_1639,Berlin,  Vegetarian Friendly,1641,4.0,$,64.0,d6494498
id_4633,Paris,  Pakistani,4634,4.0,$,62.0,d1331796
id_6690,Barcelona,  Seafood,6691,3.0,$$ - $$$,37.0,d3242259
id_4348,London,  Vegetarian Friendly,4355,4.5,$$ - $$$,120.0,d4324139
id_322,Dublin,  Vegan Options,323,4.5,$$ - $$$,55.0,d12564018
id_1141,Milan,  Vegan Options,1143,4.5,$$ - $$$,28.0,d12710453
id_770,Oporto,Steakhouse,771,5.0,$,3.0,d13087286
id_2806,Rome,  Vegetarian Friendly,2807,3.5,$$ - $$$,1079.0,d1182786
id_72,Brussels,Belgian,73,4.0,$$ - $$$,779.0,d4014123
id_9231,Paris,French,9233,4.0,NaN,25.0,d7332770
id_1880,Lisbon,Other,1883,4.5,NaN,6.0,d8759915
id_1115,Rome,  Vegan Options,1116,4.5,$$ - $$$,87.0,d7359557
id_1718,Edinburgh,Chinese,1725,2.5,$,18.0,d5425608
id_713,Lisbon,  European,714,3.5,$$ - $$$,750.0,d2084827
id_3991,London,Cafe,3998,4.5,$$ - $$$,48.0,d7312499
id_4166,London,  Asian,4173,3.5,$$ - $$$,3135.0,d779012
id_14134,London,  Pizza,14144,3.5,$$ - $$$,52.0,d734267
id_885,Dublin,  European,886,3.5,$$ - $$$,250.0,d1771808
id_206,Vienna,  Fusion,207,4.5,$$ - $$$,55.0,d10395526
id_357,Milan,  Contemporary,358,4.0,$$ - $$$,472.0,d8076891
id_1374,Copenhagen,  Danish,1376,3.5,$$ - $$$,66.0,d6618276
id_633,Milan,Italian,635,3.5,$$ - $$$,743.0,d7660183
id_3308,Milan,  Mediterranean,3310,4.0,$$ - $$$,243.0,d1746716
id_304,Oporto,  European,305,4.5,$,70.0,d6946964
id_2309,Madrid,Mediterranean,2311,3.5,$$ - $$$,307.0,d1172837
id_934,Athens,  Greek,936,4.5,$$ - $$$,28.0,d3654659
id_2024,Paris,  European,2025,4.5,$$ - $$$,93.0,d780204
id_72,Zurich,  Vegan Options,73,4.0,$$ - $$$,371.0,d1018940
id_8593,London,  Vegetarian Friendly,8602,3.5,$$ - $$$,110.0,d1019955
id_1811,Hamburg,  Delicatessen,1814,4.0,$$ - $$$,2.0,d10250368
id_1925,Berlin,  European,1927,4.0,$,42.0,d4748988
id_714,Edinburgh,  British,715,4.5,$,42.0,d8713635
id_194,Munich,  Gluten Free Options,196,4.0,$$ - $$$,106.0,d4818393
id_683,Budapest,  Spanish,684,5.0,$,9.0,d12902522
id_6025,Madrid,Spanish,6028,3.5,$,20.0,d4600249
id_229,Helsinki,  Pub,230,4.0,$$ - $$$,47.0,d4476199
id_661,Barcelona,  Soups,662,3.5,$$ - $$$,1332.0,d1137212
id_360,Budapest,Italian,361,5.0,$$ - $$$,49.0,d8654533
id_72,Brussels,  Vegetarian Friendly,73,4.0,$$ - $$$,779.0,d4014123
id_3896,Barcelona,  Latin,3897,4.0,$$ - $$$,13.0,d13162505
id_2806,Rome,Japanese,2807,3.5,$$ - $$$,1079.0,d1182786
id_4310,London,Italian,4317,4.0,$$ - $$$,122.0,d3661709
id_2454,Munich,Thai,2471,3.5,$$ - $$$,10.0,d5509232
id_1359,Barcelona,Italian,1360,4.5,$,59.0,d9765679
id_5560,Paris,  Middle Eastern,5561,4.0,$$ - $$$,76.0,d2494164
id_2024,Paris,Bar,2025,4.5,$$ - $$$,93.0,d780204
id_532,Barcelona,  Gluten Free Options,533,4.0,$$ - $$$,744.0,d3179219
id_3662,Barcelona,Spanish,3663,4.0,$,26.0,d5587837
id_675,Bratislava,  Pizza,676,3.5,$$ - $$$,13.0,d4769810
id_4217,London,  Halal,4224,4.0,$$ - $$$,169.0,d1019284
id_352,London,  Asian,353,4.5,$$$$,688.0,d8632781
id_883,Amsterdam,  European,885,4.5,$$ - $$$,47.0,d12557535
id_14403,London,Turkish,14414,4.0,NaN,4.0,d10760580
id_13850,London,  Vegan Options,13860,3.5,$$ - $$$,32.0,d7949523
id_387,Ljubljana,European,388,3.5,$,10.0,d806051
id_7809,Paris,Other,7810,4.0,NaN,15.0,d4953429
id_268,Dublin,  Gluten Free Options,269,4.0,$$ - $$$,637.0,d4580777
id_4,Barcelona,  Wine Bar,5,5.0,$$ - $$$,1078.0,d11906544
id_1547,Amsterdam,  Korean,1550,3.5,$$ - $$$,91.0,d10488468
id_361,Rome,  Pizza,362,4.5,$$ - $$$,288.0,d7361724
id_7270,Paris,  Wine Bar,7271,4.0,$$ - $$$,65.0,d783430
