Restaurant_id,City,Ranking,Rating,Number of Reviews,URL_TA,ID_TA,Cuisine Style
id_1475,London,1477,4.5,313.0,/Restaurant_Review-g186338-d733450-Reviews-Indian_Zing-London_England.html,d733450,"  Asian,   Vegetarian Friendly,   Gluten Free Options, Indian"
id_1478,Madrid,1480,4.0,215.0,/Restaurant_Review-g187514-d8123141-Reviews-La_Barra_de_Pelotari-Madrid.html,d8123141,"  European,   Spanish,   Vegetarian Friendly,   Grill, Mediterranean"
id_1482,Amsterdam,1485,5.0,12.0,/Restaurant_Review-g188590-d10027275-Reviews-Samen-Amsterdam_North_Holland_Province.html,d10027275,Other
id_14925,London,14936,3.0,319.0,/Restaurant_Review-g186338-d2361013-Reviews-The_Riverfront_Bar_Kitchen-London_England.html,d2361013,"  Vegetarian Friendly, Bar,   Gluten Free Options,   British"
id_14953,London,14964,3.5,11.0,/Restaurant_Review-g186338-d5122174-Reviews-Yo_Sushi-London_England.html,d5122174,Sushi
id_14973,London,14984,3.0,18.0,/Restaurant_Review-g186338-d7617571-Reviews-Square_Pie-London_England.html,d7617571,"  British, Cafe"
id_1498,Zurich,1503,3.0,5.0,/Restaurant_Review-g227102-d9729580-Reviews-Restaurant_Cameleon-Opfikon_Zurich.html,d9729580,Other
id_14995,London,15006,3.0,5.0,/Restaurant_Review-g186338-d10201077-Reviews-H2U-London_England.html,d10201077,Other
id_14996,London,15007,3.0,85.0,/Restaurant_Review-g186338-d6403079-Reviews-The_Colonnade_London-London_England.html,d6403079,"British,   Bar,   European"
id_150,Budapest,151,4.5,1317.0,/Restaurant_Review-g274887-d813990-Reviews-Hummusbar-Budapest_Central_Hungary.html,d813990,"  Vegetarian Friendly,   Mediterranean"
id_1501,Barcelona,1502,4.0,144.0,/Restaurant_Review-g187497-d8737446-Reviews-El_Petit_Firo-Barcelona_Catalonia.html,d8737446,"  Spanish,   Vegetarian Friendly,   European, Bar,   Mediterranean"
id_1504,Rome,1505,4.0,403.0,/Restaurant_Review-g187791-d7208833-Reviews-Gallo_Capitale_Pizza_Grill-Rome_Lazio.html,d7208833,"Brew Pub,   Pub,   Grill,   Italian"
id_1512,Warsaw,1514,4.0,34.0,/Restaurant_Review-g274856-d2271370-Reviews-China_Garden-Warsaw_Mazovia_Province_Central_Poland.html,d2271370,"Chinese,   Asian"
id_1516,Warsaw,1518,4.0,6.0,/Restaurant_Review-g274856-d11793939-Reviews-Kawiarnia_Amatorska-Warsaw_Mazovia_Province_Central_Poland.html,d11793939,Other
id_152,Luxembourg,153,4.0,80.0,/Restaurant_Review-g190356-d743790-Reviews-Am_Clubhaus_op_der_Spora-Luxembourg_City.html,d743790,"  Sushi,   Asian, Japanese"
id_1524,Athens,1526,3.5,3.0,/Restaurant_Review-g189400-d13001826-Reviews-Best_Taste_Experts-Athens_Attica.html,d13001826,"Pizza,   Fast Food,   Street Food,   Greek"
id_15279,London,15291,3.5,16.0,/Restaurant_Review-g186338-d5795578-Reviews-Taste_Of_India-London_England.html,d5795578,  Halal
id_1530,Prague,1533,4.5,34.0,/Restaurant_Review-g274707-d4768479-Reviews-Magicka_Zahrada_Nouveau-Prague_Bohemia.html,d4768479,"  Czech,   Central European, European"
id_15306,London,15318,3.5,2.0,/Restaurant_Review-g186338-d8853180-Reviews-Canaan_Restaurant-London_England.html,d8853180,Other
id_1533,Paris,1534,4.5,105.0,/Restaurant_Review-g187147-d4697825-Reviews-Lou_tiap-Paris_Ile_de_France.html,d4697825,French
id_1535,Stockholm,1537,4.0,10.0,/Restaurant_Review-g189852-d7992032-Reviews-Buddha_Nepal-Stockholm.html,d7992032,Other
id_1536,Brussels,1537,4.0,20.0,/Restaurant_Review-g188644-d7336387-Reviews-Asia_Grill-Brussels.html,d7336387,Asian
id_1536,Vienna,1537,4.0,27.0,/Restaurant_Review-g190454-d2140541-Reviews-WerkzeugH-Vienna.html,d2140541,"  Contemporary,   European, Austrian"
id_1539,Brussels,1540,4.5,4.0,/Restaurant_Review-g188644-d13206789-Reviews-Atrio_Restaurant_Bar_Terrace-Brussels.html,d13206789,"  European, Italian"
id_1539,Dublin,1543,3.5,44.0,/Restaurant_Review-g186605-d811284-Reviews-Chrysanthemum-Dublin_County_Dublin.html,d811284,  Asian
id_1539,Stockholm,1541,3.5,8.0,/Restaurant_Review-g189852-d12516525-Reviews-Pitcher_s_Stockholm-Stockholm.html,d12516525,"  Steakhouse,   Gastropub, American"
id_15402,London,15414,2.5,35.0,/Restaurant_Review-g186338-d5616257-Reviews-Chelsea_Deli-London_England.html,d5616257,Cafe
id_1541,Lisbon,1542,4.5,17.0,/Restaurant_Review-g189158-d3729391-Reviews-Ozeki-Lisbon_Lisbon_District_Central_Portugal.html,d3729391,"  Sushi, Japanese"
id_1545,Lisbon,1546,4.5,7.0,/Restaurant_Review-g189158-d13171584-Reviews-Tapas_n_Friends_Campo_de_Ourique-Lisbon_Lisbon_District_Central_Portugal.html,d13171584,European
id_1547,Amsterdam,1550,3.5,91.0,/Restaurant_Review-g188590-d10488468-Reviews-Happyhappyjoyjoy_East-Amsterdam_North_Holland_Province.html,d10488468,"  Asian,   Korean,   Vegetarian Friendly,   Japanese,   Seafood, Chinese,   Street Food"
id_155,Amsterdam,156,4.5,482.0,/Restaurant_Review-g188590-d4588301-Reviews-Villa_Maria_Restaurant_Amsterdam-Amsterdam_North_Holland_Province.html,d4588301,"  European,   Vegetarian Friendly,   Argentinean,   Barbecue, Steakhouse,   Latin,   South American"
id_1552,Brussels,1606,5.0,NaN,/Restaurant_Review-g1136488-d13206566-Reviews-Piccola_Italia-Uccle_Brussels.html,d13206566,Italian
id_1556,Rome,1557,4.5,287.0,/Restaurant_Review-g187791-d1095455-Reviews-Il_Bacocco-Rome_Lazio.html,d1095455,"  Wine Bar,   Mediterranean,   Vegetarian Friendly, Seafood,   Italian"
id_156,Budapest,157,4.0,438.0,/Restaurant_Review-g274887-d1648922-Reviews-Jack_Doyle_s_Irish_Pub_Restaurant_Budapest-Budapest_Central_Hungary.html,d1648922,"  Pub, Irish,   Bar,   Vegetarian Friendly,   European"
id_1564,Dublin,1568,3.5,5.0,/Restaurant_Review-g186605-d2190085-Reviews-Fusco_s_Takeaway-Dublin_County_Dublin.html,d2190085,Fast Food
id_15646,London,15658,2.5,3.0,/Restaurant_Review-g186338-d5440481-Reviews-Unity_Kitchen-London_England.html,d5440481,Other
id_15679,London,15691,2.5,25.0,/Restaurant_Review-g186338-d8505654-Reviews-McDonald_s-London_England.html,d8505654,Fast Food
id_1571,Barcelona,1572,4.0,105.0,/Restaurant_Review-g187497-d8774881-Reviews-Meet_Restaurant_Japones-Barcelona_Catalonia.html,d8774881,"  Sushi,   Vegetarian Friendly, Japanese,   Asian"
id_15748,London,15760,3.0,31.0,/Restaurant_Review-g186338-d4584798-Reviews-Burger_King-London_England.html,d4584798,  American
id_1576,Budapest,1577,4.0,24.0,/Restaurant_Review-g274887-d7651862-Reviews-Saigon_Bisztro-Budapest_Central_Hungary.html,d7651862,Vietnamese
id_1579,Rome,1580,4.5,64.0,/Restaurant_Review-g187791-d10744198-Reviews-Matilde_Bistrot-Rome_Lazio.html,d10744198,"Italian,   International,   Vegetarian Friendly,   Vegan Options"
id_158,Warsaw,159,4.0,187.0,/Restaurant_Review-g274856-d6369030-Reviews-Petit_Appetit-Warsaw_Mazovia_Province_Central_Poland.html,d6369030,"  Gluten Free Options,   European,   Vegan Options,   Cafe, French"
id_1583,Prague,1586,4.0,14.0,/Restaurant_Review-g274707-d4769401-Reviews-Florentina_Boat_Hotel_Restaurace-Prague_Bohemia.html,d4769401,"  Czech, European"
id_1585,Lyon,1586,4.0,25.0,/Restaurant_Review-g187265-d4295258-Reviews-Espressamente_illy_Lyon_Part_Dieu-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d4295258,Italian
id_159,Oporto,160,4.5,264.0,/Restaurant_Review-g189180-d1027670-Reviews-Mendi-Porto_Porto_District_Northern_Portugal.html,d1027670,"  Gluten Free Options,   Asian,   Vegan Options,   Vegetarian Friendly, Indian"
id_16034,London,16046,2.0,NaN,/Restaurant_Review-g186338-d7243246-Reviews-YuKyu-London_England.html,d7243246,Other
id_1608,Athens,1610,4.0,9.0,/Restaurant_Review-g189400-d4591733-Reviews-Briciole_pizzabar-Athens_Attica.html,d4591733,"Pizza,   Italian"
id_1611,Rome,1612,4.0,621.0,/Restaurant_Review-g187791-d803842-Reviews-La_Locomotiva-Rome_Lazio.html,d803842,"  Mediterranean, Italian,   Pizza,   Seafood,   Gluten Free Options"
id_1615,Barcelona,1616,4.0,83.0,/Restaurant_Review-g187497-d10339269-Reviews-El_Porro_de_l_Avi_Tapas_and_Wines-Barcelona_Catalonia.html,d10339269,"  Vegetarian Friendly, Mediterranean"
id_1619,Madrid,1621,4.5,107.0,/Restaurant_Review-g187514-d3218566-Reviews-Pizza_Pazza-Madrid.html,d3218566,"  Pizza, Italian"
id_16199,London,16211,2.0,2.0,/Restaurant_Review-g186338-d5122657-Reviews-Diamond_Chicken_Pizza-London_England.html,d5122657,Other
id_1620,Warsaw,1622,4.0,2.0,/Restaurant_Review-g274856-d11770289-Reviews-Bar_Hoa_Lan-Warsaw_Mazovia_Province_Central_Poland.html,d11770289,Other
id_16215,London,16227,2.0,11.0,/Restaurant_Review-g186338-d5667751-Reviews-Papa_Johns-London_England.html,d5667751,Pizza
id_163,Stockholm,164,4.5,99.0,/Restaurant_Review-g189852-d3478764-Reviews-Legumes-Stockholm.html,d3478764,"Mediterranean,   Vegetarian Friendly,   Middle Eastern,   Vegan Options"
id_1630,Lisbon,1631,4.5,9.0,/Restaurant_Review-g189158-d12081682-Reviews-La_Mensa-Lisbon_Lisbon_District_Central_Portugal.html,d12081682,Italian
id_1639,Berlin,1641,4.0,64.0,/Restaurant_Review-g187323-d6494498-Reviews-Berlin_Theke-Berlin.html,d6494498,"  Vegetarian Friendly,   Vegan Options, Cafe"
id_164,Hamburg,165,4.5,73.0,/Restaurant_Review-g187331-d6031001-Reviews-Dean_David_Fresh_to_Eat-Hamburg.html,d6031001,"  Healthy, Soups,   Vegan Options,   Vegetarian Friendly"
id_1646,Athens,1648,3.5,17.0,/Restaurant_Review-g189400-d3709334-Reviews-Nterlicatessen-Athens_Attica.html,d3709334,Other
id_1651,Copenhagen,1654,3.5,3.0,/Restaurant_Review-g806262-d11749991-Reviews-Mit_Lille_Kokken-Frederiksberg_Copenhagen_Zealand.html,d11749991,Other
id_1651,Lyon,1652,4.5,2.0,/Restaurant_Review-g187265-d13279636-Reviews-L_autre_monde-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d13279636,Other
id_1655,Madrid,1657,5.0,11.0,/Restaurant_Review-g187514-d13174390-Reviews-Machete_Restaurante-Madrid.html,d13174390,"  Asian, Peruvian,   South American"
id_1672,Athens,1674,3.0,NaN,/Restaurant_Review-g189400-d11951673-Reviews-Melitis-Athens_Attica.html,d11951673,Other
id_1674,Amsterdam,1679,4.0,26.0,/Restaurant_Review-g188590-d3610708-Reviews-Eetcafe_Le_Traffic-Amsterdam_North_Holland_Province.html,d3610708,"Mediterranean,   International"
id_1675,Lisbon,1676,4.0,41.0,/Restaurant_Review-g189158-d10170180-Reviews-EGGS_MORE_by_MEZ_CAIS-Lisbon_Lisbon_District_Central_Portugal.html,d10170180,"  Mexican,   Vegan Options,   Vegetarian Friendly,   Healthy, Mediterranean"
id_1684,Dublin,1688,3.0,8.0,/Restaurant_Review-g186605-d11958324-Reviews-Milano-Dublin_County_Dublin.html,d11958324,Other
id_1686,Rome,1687,4.5,38.0,/Restaurant_Review-g187791-d12538734-Reviews-Tepic_The_Taco_Kitchen-Rome_Lazio.html,d12538734,"Mexican,   Vegetarian Friendly,   Latin,   Vegan Options"
id_1696,Paris,1697,4.0,519.0,/Restaurant_Review-g187147-d942290-Reviews-Laperouse-Paris_Ile_de_France.html,d942290,"  Vegetarian Friendly,   European, French"
id_1698,Berlin,1700,4.0,19.0,/Restaurant_Review-g187323-d11888740-Reviews-Shiva-Berlin.html,d11888740,Vegetarian Friendly
id_1698,Paris,1699,4.5,135.0,/Restaurant_Review-g187147-d1069513-Reviews-Le_Perroquet_vert-Paris_Ile_de_France.html,d1069513,"French,   European"
id_17,Rome,18,4.5,281.0,/Restaurant_Review-g187791-d8516817-Reviews-LABottega_Pastificio_con_Cucina-Rome_Lazio.html,d8516817,"Italian,   Vegan Options,   Mediterranean,   Vegetarian Friendly"
id_1705,Budapest,1706,4.0,6.0,/Restaurant_Review-g274887-d9747453-Reviews-Butifarring_Budapest-Budapest_Central_Hungary.html,d9747453,Other
id_1712,Budapest,1713,4.0,6.0,/Restaurant_Review-g274887-d4556019-Reviews-Pegenini-Budapest_Central_Hungary.html,d4556019,Other
id_1714,Hamburg,1717,4.0,5.0,/Restaurant_Review-g187331-d1038938-Reviews-Hong_Kong-Hamburg.html,d1038938,Chinese
id_1716,Dublin,1720,3.5,20.0,/Restaurant_Review-g186605-d3544710-Reviews-Eddie_Rockets-Dublin_County_Dublin.html,d3544710,"Fast Food,   Diner"
id_1718,Edinburgh,1725,2.5,18.0,/Restaurant_Review-g186525-d5425608-Reviews-New_Samuel_Chinese_Takeaway-Edinburgh_Scotland.html,d5425608,"  Asian,   Fast Food, Chinese"
id_1720,Milan,1722,4.0,50.0,/Restaurant_Review-g187849-d5808504-Reviews-Pizzeria_La_Costiera-Milan_Lombardy.html,d5808504,"Italian,   Pizza"
id_1721,Edinburgh,1728,2.0,26.0,/Restaurant_Review-g186525-d11688138-Reviews-The_Beer_House-Edinburgh_Scotland.html,d11688138,"Pub,   Bar"
id_1722,Hamburg,1725,4.0,3.0,/Restaurant_Review-g187331-d12867794-Reviews-Tibet_Restaurant-Hamburg.html,d12867794,"  Nepali, Asian"
id_173,Hamburg,174,4.0,142.0,/Restaurant_Review-g187331-d1340332-Reviews-Churrascaria_O_Frango-Hamburg.html,d1340332,"Seafood,   European,   Barbecue,   Mediterranean,   Portuguese"
id_1741,Hamburg,1744,3.0,12.0,/Restaurant_Review-g187331-d959162-Reviews-Madeira-Hamburg.html,d959162,Other
id_1745,Lisbon,1747,4.0,11.0,/Restaurant_Review-g189158-d13150829-Reviews-Tezero-Lisbon_Lisbon_District_Central_Portugal.html,d13150829,"  Contemporary,   Portuguese"
id_1746,Munich,1760,4.0,55.0,/Restaurant_Review-g187309-d1912599-Reviews-Das_Restaurant_am_Stemmerhof-Munich_Upper_Bavaria_Bavaria.html,d1912599,"Diner,   European,   International,   Contemporary"
id_1748,Berlin,1750,3.5,90.0,/Restaurant_Review-g187323-d6280580-Reviews-McDonald_s-Berlin.html,d6280580,"American,   Fast Food"
id_1751,Paris,1752,4.5,114.0,/Restaurant_Review-g187147-d3327962-Reviews-La_Cour_Jardin-Paris_Ile_de_France.html,d3327962,"  European,   Vegetarian Friendly, French"
id_1753,Stockholm,1756,4.0,NaN,/Restaurant_Review-g189852-d7160467-Reviews-Due_Piani-Stockholm.html,d7160467,Italian
id_1754,Rome,1755,4.0,382.0,/Restaurant_Review-g187791-d4930739-Reviews-Magnifica-Rome_Lazio.html,d4930739,"  Pizza,   Vegetarian Friendly, Italian,   Vegan Options"
id_1760,Paris,1761,4.5,86.0,/Restaurant_Review-g187147-d8384800-Reviews-Ob_La_Di-Paris_Ile_de_France.html,d8384800,"Cafe,   Vegetarian Friendly,   Gluten Free Options,   Vegan Options"
id_1762,Warsaw,1764,3.5,6.0,/Restaurant_Review-g274856-d6673365-Reviews-Da_Grasso_Pizzeria-Warsaw_Mazovia_Province_Central_Poland.html,d6673365,Italian
id_1767,Milan,1769,4.0,25.0,/Restaurant_Review-g187849-d12927216-Reviews-Cacau_Temakeria-Milan_Lombardy.html,d12927216,"Japanese,   Brazilian,   Vegetarian Friendly"
id_1773,Amsterdam,1778,4.5,11.0,/Restaurant_Review-g188590-d8734791-Reviews-Marmara-Amsterdam_North_Holland_Province.html,d8734791,Turkish
id_1776,Brussels,1777,4.5,3.0,/Restaurant_Review-g188644-d11445075-Reviews-PRL_La_Pologne-Brussels.html,d11445075,"Polish,   European"
id_1780,Barcelona,1781,4.5,31.0,/Restaurant_Review-g187497-d10230660-Reviews-La_Pasticceria_di_Gracia-Barcelona_Catalonia.html,d10230660,Italian
id_1789,Madrid,1791,4.0,35.0,/Restaurant_Review-g187514-d11978912-Reviews-Som_Thai_Restaurant-Madrid.html,d11978912,"  Vegetarian Friendly, Thai"
id_18,Dublin,19,4.5,670.0,/Restaurant_Review-g186605-d6482548-Reviews-Brookwood-Dublin_County_Dublin.html,d6482548,"  Irish,   Pub,   Vegetarian Friendly,   Gluten Free Options,   European, Gastropub"
id_1801,Amsterdam,1806,5.0,8.0,/Restaurant_Review-g188590-d8656639-Reviews-Amona_Food_Truck-Amsterdam_North_Holland_Province.html,d8656639,"Middle Eastern,   Vegetarian Friendly,   Vegan Options"
id_1808,Hamburg,1811,3.5,16.0,/Restaurant_Review-g187331-d5506292-Reviews-Balducci_Gastronomiegesellschaft-Hamburg.html,d5506292,Other
id_1810,Berlin,1812,4.0,68.0,/Restaurant_Review-g187323-d5532050-Reviews-Huong_que-Berlin.html,d5532050,"  Vegan Options,   Vietnamese,   Vegetarian Friendly, Asian"
id_1811,Hamburg,1814,4.0,2.0,/Restaurant_Review-g187331-d10250368-Reviews-Kaffeeroster_Timm_GmbH-Hamburg.html,d10250368,"Chinese,   Delicatessen,   Minority Chinese"
id_1815,Berlin,1817,3.5,1067.0,/Restaurant_Review-g187323-d1119896-Reviews-Vapiano-Berlin.html,d1119896,"  Vegan Options,   Gluten Free Options,   Mediterranean,   Vegetarian Friendly, Italian,   Pizza"
id_182,Lisbon,183,4.0,825.0,/Restaurant_Review-g189158-d1852620-Reviews-Restaurante_Cabacas-Lisbon_Lisbon_District_Central_Portugal.html,d1852620,"  Portuguese, Steakhouse,   European"
id_1820,Milan,1822,3.5,567.0,/Restaurant_Review-g187849-d1100325-Reviews-La_Magolfa-Milan_Lombardy.html,d1100325,"Italian,   Pizza,   Vegetarian Friendly,   Mediterranean"
id_1827,Rome,1828,4.0,274.0,/Restaurant_Review-g187791-d2374918-Reviews-Morrison_s-Rome_Lazio.html,d2374918,"  Pub, Bar"
id_1831,Paris,1832,4.5,111.0,/Restaurant_Review-g187147-d4212687-Reviews-Apulia-Paris_Ile_de_France.html,d4212687,"  Vegetarian Friendly, Mediterranean,   Italian"
id_1841,Copenhagen,1846,3.0,16.0,/Restaurant_Review-g189541-d11841754-Reviews-Cafe_Phenix-Copenhagen_Zealand.html,d11841754,Other
id_1842,Paris,1843,4.5,132.0,/Restaurant_Review-g187147-d9746677-Reviews-Le_Boeuf_Maillot-Paris_Ile_de_France.html,d9746677,"  European, French"
id_1850,Lisbon,1853,5.0,3.0,/Restaurant_Review-g189158-d10734451-Reviews-Ponto_Azul-Lisbon_Lisbon_District_Central_Portugal.html,d10734451,Other
id_1856,Hamburg,1859,3.5,4.0,/Restaurant_Review-g187331-d2722599-Reviews-Black_Bean-Hamburg.html,d2722599,"Cafe,   Contemporary"
id_1856,Munich,1871,4.0,23.0,/Restaurant_Review-g187309-d7211474-Reviews-Horst_Esskultur_Bar-Munich_Upper_Bavaria_Bavaria.html,d7211474,Other
id_1857,Budapest,1858,4.0,2.0,/Restaurant_Review-g274887-d12359266-Reviews-Club_88-Budapest_Central_Hungary.html,d12359266,Other
id_1862,Rome,1863,4.5,89.0,/Restaurant_Review-g187791-d9603011-Reviews-Osteria_Pascal-Rome_Lazio.html,d9603011,"  Seafood,   Mediterranean, Italian,   Vegetarian Friendly"
id_1877,Budapest,1878,4.0,NaN,/Restaurant_Review-g274887-d9752550-Reviews-Oxygen_Pizza-Budapest_Central_Hungary.html,d9752550,Other
id_1879,Lisbon,1882,4.0,33.0,/Restaurant_Review-g189158-d9739262-Reviews-Agua_no_Bico-Lisbon_Lisbon_District_Central_Portugal.html,d9739262,"Vegetarian Friendly,   Gluten Free Options"
id_1880,Lisbon,1883,4.5,6.0,/Restaurant_Review-g189158-d8759915-Reviews-Catita-Lisbon_Lisbon_District_Central_Portugal.html,d8759915,Other
id_1889,Barcelona,1890,4.5,24.0,/Restaurant_Review-g187497-d11679759-Reviews-Invers-Barcelona_Catalonia.html,d11679759,"  Fusion, Mediterranean"
id_1897,Rome,1898,4.0,181.0,/Restaurant_Review-g187791-d1674503-Reviews-La_Romanina-Rome_Lazio.html,d1674503,"  Mediterranean, Italian,   Pizza"
id_1903,Lyon,1904,4.0,5.0,/Restaurant_Review-g1080938-d4191913-Reviews-Le_Venezia-Decines_Charpieu_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d4191913,Italian
id_1905,Barcelona,1906,4.0,250.0,/Restaurant_Review-g187497-d8602690-Reviews-Osties_Pedrin-Barcelona_Catalonia.html,d8602690,"  European,   Gluten Free Options, Mediterranean,   Spanish"
id_1907,Copenhagen,1912,2.5,9.0,/Restaurant_Review-g189541-d5408595-Reviews-China-Copenhagen_Zealand.html,d5408595,"  Fast Food, Chinese"
id_1907,Munich,1923,3.5,46.0,/Restaurant_Review-g187309-d1356624-Reviews-Die_Schuetzenlust-Munich_Upper_Bavaria_Bavaria.html,d1356624,Other
id_191,Oslo,192,4.0,53.0,/Restaurant_Review-g190479-d3385038-Reviews-Eufemia_Bar-Oslo_Eastern_Norway.html,d3385038,"  Vegetarian Friendly, Bar,   European,   Pub"
id_1921,Barcelona,1922,4.0,94.0,/Restaurant_Review-g187497-d8661176-Reviews-El_Catala-Barcelona_Catalonia.html,d8661176,"Mediterranean,   Vegan Options,   Spanish"
id_1925,Berlin,1927,4.0,42.0,/Restaurant_Review-g187323-d4748988-Reviews-Zia_Maria-Berlin.html,d4748988,"Italian,   Pizza,   Contemporary,   European"
id_194,Munich,196,4.0,106.0,/Restaurant_Review-g187309-d4818393-Reviews-Konigin_43-Munich_Upper_Bavaria_Bavaria.html,d4818393,"  European,   Gluten Free Options,   Vegan Options,   Vegetarian Friendly"
id_194,Warsaw,195,4.0,143.0,/Restaurant_Review-g274856-d779167-Reviews-Babooshka-Warsaw_Mazovia_Province_Central_Poland.html,d779167,"  European, Russian,   Vegetarian Friendly,   Eastern European"
id_1940,Lyon,1941,3.0,354.0,/Restaurant_Review-g1166685-d1324029-Reviews-Amarine_Saint_Priest-Saint_Priest_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1324029,"  Seafood,   French"
id_1941,Milan,1943,4.0,47.0,/Restaurant_Review-g187849-d10701333-Reviews-Koi_Japanese_Restaurant-Milan_Lombardy.html,d10701333,Other
id_1945,Vienna,1947,4.0,5.0,/Restaurant_Review-g190454-d12556149-Reviews-Ra_mien-Vienna.html,d12556149,Other
id_1952,Budapest,1953,3.5,39.0,/Restaurant_Review-g274887-d12410110-Reviews-Grand_Cafe-Budapest_Central_Hungary.html,d12410110,"  Vegetarian Friendly, Cafe"
id_1958,Munich,1974,3.5,95.0,/Restaurant_Review-g187309-d1342155-Reviews-Wirtshaus_am_Rosengarten-Munich_Upper_Bavaria_Bavaria.html,d1342155,  Vegetarian Friendly
id_1968,Vienna,1970,4.0,39.0,/Restaurant_Review-g190454-d7920021-Reviews-Operncafe-Vienna.html,d7920021,"Cafe,   Central European,   Austrian"
id_197,Bratislava,198,4.5,6.0,/Restaurant_Review-g274924-d13203526-Reviews-Blue_Bear_Restaurant_Bar-Bratislava_Bratislava_Region.html,d13203526,"American,   International"
id_197,Lyon,198,4.0,370.0,/Restaurant_Review-g187265-d918784-Reviews-L_Atelier_d_Yvonne-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d918784,French
id_1971,Vienna,1973,4.0,9.0,/Restaurant_Review-g190454-d12630204-Reviews-O_Sfizio-Vienna.html,d12630204,Other
id_1974,Paris,1975,4.0,152.0,/Restaurant_Review-g187147-d6385547-Reviews-BALLS-Paris_Ile_de_France.html,d6385547,"European,   Vegetarian Friendly"
id_1976,Paris,1977,4.0,345.0,/Restaurant_Review-g187147-d807906-Reviews-Le_Plomb_du_Cantal-Paris_Ile_de_France.html,d807906,  European
id_198,Zurich,200,4.0,211.0,/Restaurant_Review-g188113-d797737-Reviews-Conti-Zurich.html,d797737,"  Mediterranean,   Vegetarian Friendly, Italian,   European"
id_1981,Budapest,1982,3.5,8.0,/Restaurant_Review-g274887-d10073699-Reviews-Fozelekfalo_Food_Bar-Budapest_Central_Hungary.html,d10073699,Other
id_1986,Prague,1989,5.0,NaN,/Restaurant_Review-g274707-d4768291-Reviews-Restaurace_U_Divadla-Prague_Bohemia.html,d4768291,European
id_1989,Munich,2005,4.0,15.0,/Restaurant_Review-g187309-d1820729-Reviews-La_Villetta-Munich_Upper_Bavaria_Bavaria.html,d1820729,Other
id_199,Luxembourg,200,4.0,145.0,/Restaurant_Review-g190356-d3675106-Reviews-AQUA_Restaurant-Luxembourg_City.html,d3675106,"  Seafood,   Gluten Free Options, European"
id_1993,Amsterdam,1998,4.5,12.0,/Restaurant_Review-g188590-d9832010-Reviews-YAY_Health_Store_More-Amsterdam_North_Holland_Province.html,d9832010,Other
id_1994,Munich,2010,3.5,50.0,/Restaurant_Review-g187309-d2517446-Reviews-Dean_David-Munich_Upper_Bavaria_Bavaria.html,d2517446,"  Healthy,   Vegetarian Friendly, Fast Food,   Vegan Options"
id_20,Budapest,21,4.5,956.0,/Restaurant_Review-g274887-d696038-Reviews-KOLLAZS_Brasserie_Bar-Budapest_Central_Hungary.html,d696038,"  Vegan Options,   Vegetarian Friendly,   Central European,   Hungarian, European"
id_2006,Amsterdam,2011,4.5,15.0,/Restaurant_Review-g188590-d3591150-Reviews-Cafe_Bos-Amsterdam_North_Holland_Province.html,d3591150,"Dutch,   European"
id_2016,Munich,2032,4.0,5.0,/Restaurant_Review-g187309-d5818174-Reviews-Konditorei_Cafe_Mische-Munich_Upper_Bavaria_Bavaria.html,d5818174,Other
id_2024,Paris,2025,4.5,93.0,/Restaurant_Review-g187147-d780204-Reviews-Charonne_Cafe-Paris_Ile_de_France.html,d780204,"  French,   European, Bar"
id_2040,Madrid,2042,3.5,339.0,/Restaurant_Review-g187514-d1109944-Reviews-Samm-Madrid.html,d1109944,"  Vegetarian Friendly,   Spanish, Mediterranean"
id_2041,Madrid,2043,3.5,172.0,/Restaurant_Review-g187514-d6868018-Reviews-El_Pescador-Madrid.html,d6868018,"  Vegetarian Friendly,   Spanish, Mediterranean"
id_2042,Stockholm,2045,3.5,2.0,/Restaurant_Review-g189852-d5936523-Reviews-Pub_Diset-Stockholm.html,d5936523,Pub
id_2044,Barcelona,2045,4.5,89.0,/Restaurant_Review-g187497-d8118086-Reviews-Origano_cucina_siciliana-Barcelona_Catalonia.html,d8118086,Italian
id_2044,Budapest,2045,3.5,5.0,/Restaurant_Review-g274887-d10498197-Reviews-Pizza_Escobar-Budapest_Central_Hungary.html,d10498197,Italian
id_2045,Madrid,2047,4.5,20.0,/Restaurant_Review-g187514-d10302313-Reviews-Pizzeria_La_Margaritena-Madrid.html,d10302313,"  South American,   Mexican, Italian,   Venezuelan"
id_2047,Prague,2050,5.0,NaN,/Restaurant_Review-g274707-d12243659-Reviews-Teodoro_ristorant_caffe-Prague_Bohemia.html,d12243659,"Italian,   Mediterranean"
id_205,Barcelona,206,4.5,613.0,/Restaurant_Review-g187497-d3499028-Reviews-Caravelle-Barcelona_Catalonia.html,d3499028,"  Gluten Free Options,   Vegan Options,   International, Brew Pub,   Vegetarian Friendly"
id_2055,Amsterdam,2060,4.5,8.0,/Restaurant_Review-g188590-d10488130-Reviews-Viet_View-Amsterdam_North_Holland_Province.html,d10488130,Other
id_206,Vienna,207,4.5,55.0,/Restaurant_Review-g190454-d10395526-Reviews-DiningRuhm-Vienna.html,d10395526,"  International, Japanese,   Fusion,   Vegetarian Friendly"
