city,ranking,reviews_number,cuisine_style
Budapest,668.0,64.0," Hungarian, European,  Central European,  Vegetarian Friendly"
Budapest,674.0,142.0," Pub, Bar"
Budapest,677.0,31.0," Pub,  Central European, European,  Bar"
Budapest,682.0,99.0,"Middle Eastern,  Vegan Options,  Vegetarian Friendly,  Israeli,  Fast Food"
Budapest,684.0,9.0," American,  Spanish, Italian"
Budapest,690.0,54.0,"European,  Vegan Options,  International,  Healthy,  Vegetarian Friendly,  Gluten Free Options,  Central European,  Hungarian"
Budapest,692.0,56.0," Vegetarian Friendly,  European,  Mediterranean,  Vegan Options, Italian,  Pizza"
Budapest,693.0,132.0,"Bar,  Pub,  European"
Budapest,694.0,50.0,"Cafe,  European,  Hungarian"
Budapest,696.0,27.0,unknown
Budapest,701.0,257.0," Vegan Options,  Gluten Free Options,  Vegetarian Friendly, Indian"
Budapest,704.0,38.0," Hungarian, Central European,  European"
Budapest,707.0,48.0," Eastern European, European,  Vegetarian Friendly"
Budapest,709.0,52.0," Hungarian,  Wine Bar, European,  Central European"
Budapest,710.0,279.0," Pizza,  Vegetarian Friendly, Italian,  European"
Budapest,713.0,153.0," Fast Food,  Vegetarian Friendly, Italian,  Pizza"
Budapest,717.0,9.0,"Fast Food,  European,  Healthy,  Vegetarian Friendly,  Hungarian"
Budapest,718.0,15.0,Greek
Budapest,719.0,40.0," Eastern European,  Central European, European,  Hungarian"
Budapest,720.0,23.0,unknown
Budapest,724.0,28.0,unknown
Budapest,726.0,9.0," Hungarian, European"
Budapest,728.0,39.0," Vegetarian Friendly,  Spanish, European"
Budapest,733.0,46.0,"Bar,  Pub"
Budapest,736.0,21.0," Hungarian,  Central European, International,  Street Food"
Budapest,737.0,42.0," Hungarian, European,  Central European,  Eastern European,  International"
Budapest,739.0,33.0,"Bar,  European,  Pub,  Czech,  Central European"
Budapest,740.0,98.0," International, European,  Hungarian,  Eastern European,  Central European,  Bar"
Budapest,742.0,111.0," International,  Central European,  Hungarian,  Pub,  European, Bar"
Budapest,744.0,101.0," European,  Cafe, Bar"
Budapest,746.0,256.0," Street Food,  Bar,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options, Hungarian"
Budapest,753.0,32.0," International,  Thai,  Vegetarian Friendly, Italian,  European,  Hungarian,  Pizza"
Budapest,756.0,40.0," Central European, International,  Hungarian,  Vegetarian Friendly,  Wine Bar,  European"
Budapest,758.0,96.0," European, Seafood"
Budapest,760.0,87.0,Cafe
Budapest,762.0,25.0," Contemporary,  European, Central European,  Hungarian"
Budapest,769.0,45.0," Central European,  Eastern European, European,  Hungarian,  Vegetarian Friendly"
Budapest,770.0,71.0,"Bar,  International,  Pub"
Budapest,772.0,181.0," European,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options,  Mediterranean,  Pizza, Italian,  Fast Food"
Budapest,775.0,20.0," Greek,  European,  Hungarian, American"
Budapest,777.0,104.0," Hungarian, German,  Bar,  European,  Pub,  Central European"
Budapest,779.0,110.0," Hungarian, European,  Central European"
Budapest,780.0,140.0," Eastern European,  Central European,  Pub,  Hungarian,  European, Bar"
Budapest,782.0,19.0,"European,  Mexican,  Hungarian"
Budapest,784.0,64.0," European,  Mediterranean, Italian,  Vegetarian Friendly"
Budapest,786.0,44.0,"Mexican,  Pub"
Budapest,787.0,17.0,unknown
Budapest,789.0,21.0,Cafe
Budapest,790.0,8.0," Gastropub,  European,  Hungarian, Brew Pub,  Pub"
Budapest,791.0,45.0," Central European, European,  Hungarian"
Budapest,792.0,17.0," Fast Food,  Vegetarian Friendly,  Vietnamese, Asian"
Budapest,793.0,68.0," Diner, American,  Barbecue,  Bar,  Steakhouse"
Budapest,797.0,50.0," Central European,  Contemporary,  Hungarian, European"
Budapest,798.0,15.0,unknown
Budapest,799.0,16.0," Vegetarian Friendly,  European,  Central European, Cafe,  Vegan Options"
Budapest,800.0,101.0," Vegetarian Friendly,  Middle Eastern,  Israeli,  Vegan Options, Mediterranean"
Budapest,804.0,25.0,German
Budapest,808.0,14.0,"European,  Central European"
Budapest,813.0,25.0," Hungarian, Italian,  European"
Budapest,815.0,333.0," Vegan Options,  European,  Hungarian,  Gluten Free Options,  Central European,  Vegetarian Friendly, Bar"
Budapest,816.0,7.0,unknown
Budapest,821.0,75.0," Hungarian,  Italian, European,  Vegetarian Friendly,  Pizza"
Budapest,829.0,178.0," Soups,  Hungarian,  Vegan Options, European,  Vegetarian Friendly,  Central European"
Budapest,832.0,70.0," European, Soups,  Hungarian,  Central European"
Budapest,835.0,20.0," Vegan Options, European,  Hungarian,  Vegetarian Friendly,  Central European"
Budapest,838.0,21.0,"European,  Grill,  Hungarian,  Barbecue"
Budapest,839.0,15.0,Italian
Budapest,840.0,16.0,"European,  Hungarian"
Budapest,842.0,30.0," Pub, Bar,  Diner"
Budapest,844.0,14.0,unknown
Budapest,847.0,15.0," Pizza, Italian,  Fusion"
Budapest,848.0,7.0," Hungarian,  European, Cafe"
Budapest,857.0,160.0," European,  Pub,  Bar, Irish"
Budapest,859.0,22.0," Vietnamese,  Chinese, Indian,  Thai,  Asian"
Budapest,861.0,157.0," Sushi,  Asian,  Gluten Free Options, Japanese,  Vegetarian Friendly"
Budapest,864.0,177.0,"Italian,  Pizza,  Vegetarian Friendly,  European"
Budapest,866.0,8.0," International,  European, Italian,  Hungarian,  Mediterranean"
Budapest,867.0,6.0," European, Italian,  Mediterranean,  Hungarian"
Budapest,868.0,5.0,unknown
Budapest,870.0,44.0,"Japanese,  Sushi,  Asian"
Budapest,873.0,11.0,unknown
Budapest,875.0,41.0," Central European, European,  Hungarian"
Budapest,879.0,33.0," Hungarian,  Central European, European,  Eastern European"
Budapest,882.0,38.0," European, Pizza,  Fast Food,  Italian"
Budapest,884.0,20.0," Fast Food, American"
Budapest,886.0,10.0,Cafe
Budapest,893.0,9.0,unknown
Budapest,895.0,502.0," International,  Eastern European,  Hungarian,  Vegetarian Friendly, European"
Budapest,896.0,44.0," European,  French, Hungarian,  International"
Budapest,901.0,18.0,"Bar,  Pub,  Cafe,  European"
Budapest,902.0,7.0," European,  Hungarian,  Healthy, Pizza,  Cafe"
Budapest,903.0,13.0,unknown
Budapest,906.0,99.0," Gluten Free Options, Cafe,  European,  Vegetarian Friendly"
Budapest,909.0,46.0," European,  Vegetarian Friendly, Italian"
Budapest,911.0,38.0," Vegan Options,  Vegetarian Friendly, Indian,  Asian"
Budapest,912.0,13.0," Vegetarian Friendly, International"
Budapest,913.0,21.0,"European,  Hungarian,  Fast Food,  Central European"
Budapest,916.0,10.0,unknown
Budapest,921.0,11.0,unknown
Budapest,922.0,17.0,unknown
Budapest,925.0,11.0,"Italian,  Pizza"
Budapest,927.0,8.0,unknown
Budapest,929.0,12.0,European
Budapest,931.0,9.0,"European,  Hungarian"
Budapest,932.0,19.0," Hungarian, European"
Budapest,934.0,12.0,unknown
Budapest,937.0,18.0," Asian,  Vietnamese, Fast Food,  Street Food"
Budapest,939.0,6.0,unknown
Budapest,949.0,16.0," Central European,  French,  International,  Hungarian, European"
Budapest,950.0,14.0," Greek, Turkish,  Vegetarian Friendly,  Vegan Options"
Budapest,953.0,24.0," American,  Cafe,  Central European,  European, Bar"
Budapest,960.0,9.0,unknown
Budapest,961.0,20.0," Hungarian,  Italian, American,  European"
Budapest,964.0,12.0,Vietnamese
Budapest,967.0,22.0," European, Belgian"
Budapest,969.0,154.0," Pizza, Italian,  Hungarian,  Central European"
Budapest,970.0,100.0," Hungarian, European,  Pub,  Eastern European,  Bar,  Central European"
Budapest,972.0,11.0,unknown
Budapest,974.0,25.0," Central European, Soups,  Eastern European,  European,  Hungarian"
Budapest,982.0,10.0," Hungarian,  International, European"
Budapest,983.0,13.0,unknown
Budapest,993.0,44.0," Eastern European, Russian,  European,  Fast Food"
Budapest,997.0,12.0,"American,  Street Food"
Budapest,1000.0,159.0," Fast Food, American"
Budapest,1004.0,17.0," European, French,  Hungarian"
Budapest,1005.0,17.0,"European,  Central European"
Budapest,1008.0,32.0," Central European, International,  European"
Budapest,1010.0,9.0,"Mediterranean,  Grill,  International"
Budapest,1013.0,17.0,Pub
Budapest,1015.0,16.0," American, European,  Hungarian"
Budapest,1020.0,6.0,Cafe
Budapest,1021.0,5.0," Hungarian,  European, French"
Budapest,1023.0,3.0,unknown
Budapest,1024.0,3.0,unknown
Budapest,1027.0,47.0," Soups, American,  Vegan Options,  Vegetarian Friendly"
Budapest,1032.0,15.0," Czech, European"
Budapest,1035.0,60.0,"Bar,  Vegetarian Friendly,  European,  Central European"
Budapest,1036.0,11.0," Pizza, Italian"
Budapest,1040.0,13.0," Egyptian,  Afghani,  Mediterranean,  Arabic,  Middle Eastern,  Turkish, Indian"
Budapest,1041.0,14.0," European,  Hungarian, Fast Food"
Budapest,1044.0,32.0," Pub, Bar,  Central European,  European"
Budapest,1045.0,7.0,"European,  Soups,  Hungarian"
Budapest,1046.0,15.0," Hungarian,  Pizza, European"
Budapest,1047.0,18.0,"Nepali,  Asian,  European"
Budapest,1050.0,105.0," Asian, Barbecue,  Hungarian,  European,  Mongolian"
Budapest,1052.0,7.0,unknown
Budapest,1058.0,54.0," Street Food,  Fast Food, Bar"
Budapest,1059.0,5.0," European,  Hungarian, Barbecue"
Budapest,1061.0,7.0," European,  Hungarian, Italian"
Budapest,1064.0,11.0,unknown
Budapest,1065.0,9.0,unknown
Budapest,1067.0,15.0,"Cafe,  European"
Budapest,1069.0,74.0," Italian,  International, European,  Hungarian,  Bar,  Central European"
Budapest,1071.0,308.0," Central American,  Vegetarian Friendly, Mexican,  Latin"
Budapest,1074.0,11.0," Healthy,  Street Food, Diner"
Budapest,1077.0,15.0,"European,  Hungarian"
Budapest,1078.0,63.0," Central European, European,  Hungarian,  Eastern European"
Budapest,1085.0,19.0," Mediterranean,  Central European, European"
Budapest,1088.0,4.0,unknown
Budapest,1091.0,7.0,unknown
Budapest,1097.0,5.0,"Italian,  Gluten Free Options"
Budapest,1100.0,5.0,unknown
Budapest,1105.0,12.0,"Seafood,  International"
Budapest,1106.0,16.0," European,  Italian, Cafe"
Budapest,1109.0,15.0," European,  Hungarian, Street Food"
Budapest,1110.0,9.0,unknown
Budapest,1111.0,15.0,"Italian,  Hungarian,  European,  Pizza,  Soups"
Budapest,1112.0,44.0," Pub, Bar,  Gastropub"
Budapest,1113.0,6.0,"European,  Hungarian"
Budapest,1114.0,26.0," Gluten Free Options,  European, International,  Healthy,  Vegan Options,  Vegetarian Friendly"
Budapest,1117.0,8.0,unknown
Budapest,1119.0,17.0,"European,  Hungarian"
Budapest,1121.0,86.0,"Bar,  International"
Budapest,1122.0,5.0,unknown
Budapest,1130.0,5.0," Latvian,  European,  Hungarian,  Eastern European, Mexican,  American"
Budapest,1132.0,6.0,unknown
Budapest,1133.0,27.0," Hungarian, International,  Italian,  European"
Budapest,1136.0,49.0," Israeli,  Mediterranean, Healthy,  Vegan Options,  Middle Eastern,  Lebanese,  Vegetarian Friendly"
Budapest,1137.0,7.0,"Steakhouse,  International,  Barbecue,  Grill,  European,  Hungarian"
Budapest,1138.0,142.0," Vegan Options,  Vegetarian Friendly, Indian,  Asian"
Budapest,1140.0,45.0," Hungarian,  Vegetarian Friendly, Cafe,  European"
Budapest,1145.0,11.0,unknown
Budapest,1146.0,12.0,Healthy
Budapest,1147.0,5.0,unknown
Budapest,1151.0,202.0," Fast Food, Mexican,  Vegetarian Friendly,  Vegan Options"
Budapest,1152.0,4.0,unknown
Budapest,1158.0,3.0,Healthy
Budapest,1171.0,3.0," Fusion, American,  Cafe"
Budapest,1175.0,2.0,"European,  Hungarian"
Budapest,1176.0,2.0,"European,  Central American,  Hungarian"
Budapest,1178.0,4.0,unknown
Budapest,1179.0,4.0," Hungarian, European"
Budapest,1181.0,2.0," Hungarian,  European, Italian,  International"
Budapest,1190.0,4.0,unknown
Budapest,1192.0,12.0,unknown
Budapest,1193.0,33.0," Pub, Cafe,  Hungarian,  Vegetarian Friendly,  European,  Central European,  Bar"
Budapest,1198.0,14.0,Fast Food
Budapest,1199.0,14.0," Hungarian, European"
Budapest,1204.0,79.0," European, Eastern European,  Vegetarian Friendly"
Budapest,1208.0,23.0,"Fast Food,  Asian,  Thai,  Vegan Options,  Vegetarian Friendly"
Budapest,1212.0,15.0," Hungarian, International,  European"
Budapest,1213.0,15.0," Eastern European,  Hungarian,  Central European, European"
Budapest,1217.0,6.0,unknown
Budapest,1221.0,9.0,unknown
Budapest,1222.0,5.0,"European,  Hungarian"
Budapest,1230.0,109.0," Eastern European,  Central European, European,  Hungarian"
Budapest,1239.0,15.0,"Asian,  Vegetarian Friendly,  Thai"
Budapest,1243.0,21.0,unknown
Budapest,1244.0,32.0," Central European,  Hungarian, European,  International,  Eastern European"
Budapest,1248.0,98.0," Greek, Fast Food,  Vegetarian Friendly,  European,  Mediterranean"
Budapest,1255.0,27.0,Bar
Budapest,1256.0,29.0," Eastern European,  Hungarian,  European, Central European"
Budapest,1258.0,14.0," Healthy, Eastern European,  Vegetarian Friendly,  Central European,  Hungarian,  Vegan Options"
Budapest,1260.0,4.0," American, Mexican"
Budapest,1261.0,15.0,"Mexican,  American"
Budapest,1264.0,35.0,"Persian,  Halal"
Budapest,1265.0,33.0,"Seafood,  European,  Mediterranean"
Budapest,1268.0,4.0,"Seafood,  International"
Budapest,1269.0,7.0,unknown
Budapest,1273.0,72.0,"European,  Eastern European,  Hungarian,  Central European"
Budapest,1280.0,100.0," Spanish, European"
Budapest,1281.0,12.0,Pub
Budapest,1283.0,9.0," Mediterranean,  Hungarian, Italian,  European"
Budapest,1287.0,4.0,unknown
Budapest,1290.0,6.0,Fast Food
Budapest,1291.0,56.0,"Asian,  Vietnamese,  Soups"
Budapest,1292.0,4.0,unknown
Budapest,1293.0,9.0,unknown
Budapest,1298.0,3.0,unknown
Budapest,1300.0,17.0," Cafe,  European,  Vegan Options,  Healthy,  Fusion, International,  Central European"
Budapest,1301.0,17.0,International
Budapest,1302.0,4.0," Hungarian,  European,  International, Italian"
Budapest,1303.0,3.0,unknown
Budapest,1304.0,115.0," European,  Central European,  Vegetarian Friendly, International,  Hungarian,  Vegan Options"
Budapest,1305.0,24.0,"Barbecue,  Street Food,  American,  International,  Mexican"
Budapest,1310.0,NaN,"European,  Hungarian"
Budapest,1314.0,NaN," Hungarian,  European, French"
Budapest,1319.0,NaN,unknown
Budapest,1323.0,NaN,unknown
Budapest,1328.0,NaN,unknown
Budapest,1331.0,NaN," Hungarian, European"
Budapest,1333.0,NaN,Vietnamese
Budapest,1335.0,NaN," Hungarian, European"
Budapest,1337.0,NaN,"European,  Hungarian"
Budapest,1339.0,NaN,unknown
Budapest,1342.0,NaN,unknown
Budapest,1343.0,3.0,unknown
Budapest,1345.0,NaN,"European,  Hungarian"
Budapest,1349.0,NaN,Pizza
Budapest,1353.0,2.0,unknown
Budapest,1360.0,NaN," European, American,  Hungarian,  Greek"
Budapest,1361.0,NaN,Turkish
Budapest,1362.0,NaN,unknown
Budapest,1367.0,NaN,unknown
Budapest,1370.0,NaN,European
Budapest,1371.0,2.0,unknown
Budapest,1372.0,6.0,unknown
Budapest,1376.0,2.0,unknown
Budapest,1377.0,NaN,unknown
Budapest,1378.0,NaN,unknown
Budapest,1385.0,2.0,unknown
Budapest,1392.0,NaN," Hungarian,  International,  Fast Food,  European, American"
Budapest,1394.0,NaN,unknown
Budapest,1395.0,NaN," Hungarian, European"
Budapest,1396.0,NaN," Hungarian, European"
Budapest,1398.0,2.0,Gastropub
Budapest,1407.0,NaN,International
Budapest,1408.0,NaN,unknown
Budapest,1410.0,NaN," Hungarian,  European, French"
Budapest,1416.0,2.0,"European,  Hungarian"
Budapest,1419.0,NaN,unknown
Budapest,1420.0,NaN,"Cafe,  Pub"
Budapest,1421.0,NaN,unknown
Budapest,1422.0,NaN,Contemporary
Budapest,1424.0,NaN,unknown
Budapest,1428.0,2.0," Hungarian,  European, Pizza,  Fast Food"
Budapest,1430.0,NaN,"Fast Food,  Hungarian,  European"
Budapest,1434.0,13.0,"French,  Cafe"
Budapest,1435.0,14.0,unknown
Budapest,1440.0,50.0," Vegetarian Friendly,  Vegan Options, Indian"
Budapest,1443.0,4.0,unknown
Budapest,1444.0,60.0," Fast Food,  European, American"
Budapest,1445.0,17.0,Gastropub
Budapest,1452.0,8.0,International
Budapest,1463.0,3.0," Pub, Brew Pub"
Budapest,1473.0,5.0,unknown
Budapest,1477.0,3.0,unknown
Budapest,1479.0,46.0," Pub, Bar"
Budapest,1480.0,3.0,Healthy
Budapest,1486.0,9.0," Hungarian,  European,  Pizza, Italian"
Budapest,1487.0,6.0,"Bar,  Pub"
Budapest,1489.0,7.0,"European,  Hungarian"
Budapest,1492.0,7.0,unknown
Budapest,1498.0,21.0," European, Bar,  Spanish"
Budapest,1505.0,46.0," Halal,  Turkish, Fast Food,  Mediterranean,  Middle Eastern"
Budapest,1509.0,20.0,Hungarian
Budapest,1511.0,17.0," Hungarian, European,  International"
Budapest,1518.0,12.0,"International,  Hungarian,  European"
Budapest,1521.0,14.0,"European,  Hungarian"
Budapest,1528.0,2.0,"European,  Hungarian"
Budapest,1530.0,3.0," Hungarian, International,  European"
Budapest,1534.0,4.0," European, International,  Hungarian"
Budapest,1536.0,2.0," Hungarian, European"
Budapest,1538.0,26.0," Hungarian, European"
Budapest,1541.0,2.0," Hungarian, European"
Budapest,1543.0,4.0,unknown
Budapest,1544.0,40.0," Hungarian,  Central European, European"
Budapest,1547.0,5.0,unknown
Budapest,1550.0,5.0,"European,  Hungarian"
Budapest,1558.0,5.0,unknown
Budapest,1562.0,11.0,unknown
Budapest,1563.0,17.0,"European,  Hungarian"
Budapest,1565.0,9.0,Mexican
Budapest,1569.0,2.0,Street Food
Budapest,1570.0,6.0," Wine Bar, Pub"
Budapest,1571.0,3.0,Grill
Budapest,1576.0,16.0,unknown
Budapest,1577.0,24.0,Vietnamese
Budapest,1580.0,7.0,unknown
Budapest,1583.0,4.0,unknown
Budapest,1584.0,3.0,Pizza
Budapest,1593.0,14.0," Scottish, British"
Budapest,1595.0,5.0," Wine Bar, Spanish"
Budapest,1599.0,6.0," European,  Hungarian, International"
Budapest,1601.0,2.0," European, Bar,  Pub,  Hungarian,  Cafe"
Budapest,1603.0,5.0,unknown
Budapest,1604.0,21.0," Hungarian,  Cafe,  Vegetarian Friendly,  Vegan Options,  Mediterranean, Fusion,  European"
Budapest,1615.0,2.0,"Cafe,  Vegan Options,  Vegetarian Friendly"
Budapest,1616.0,7.0," Hungarian, European"
Budapest,1620.0,9.0," European,  Hungarian, Austrian"
Budapest,1625.0,48.0," Eastern European, European,  Hungarian"
Budapest,1630.0,12.0," Pub,  Hungarian, International,  European"
Budapest,1634.0,13.0,"European,  Hungarian"
Budapest,1639.0,2.0,unknown
Budapest,1645.0,4.0,unknown
Budapest,1648.0,24.0,unknown
Budapest,1649.0,6.0,unknown
Budapest,1651.0,2.0,Vietnamese
Budapest,1653.0,5.0," Pizza, Italian"
Budapest,1656.0,30.0," Vegetarian Friendly, Indian"
Budapest,1659.0,20.0," Vegan Options,  Grill,  Hungarian, European"
Budapest,1660.0,26.0,"Cafe,  European"
Budapest,1662.0,4.0,unknown
Budapest,1664.0,129.0," Vegetarian Friendly,  Grill,  Pizza,  Mediterranean, Italian,  European"
Budapest,1667.0,46.0,European
Budapest,1669.0,2.0,unknown
Budapest,1671.0,3.0,"Italian,  Vegetarian Friendly,  Turkish"
Budapest,1675.0,9.0,unknown
Budapest,1680.0,14.0,"Mediterranean,  European"
Budapest,1688.0,102.0," Vegetarian Friendly,  European,  Pizza, Italian"
Budapest,1689.0,13.0,unknown
Budapest,1691.0,57.0,"Fast Food,  Delicatessen,  Vegetarian Friendly"
Budapest,1693.0,67.0,"Middle Eastern,  Israeli,  Vegetarian Friendly,  Vegan Options"
Budapest,1697.0,2.0,Italian
Budapest,1706.0,6.0,unknown
Budapest,1707.0,52.0," Grill, Bar"
Budapest,1708.0,3.0," Hungarian, European"
Budapest,1709.0,24.0," Central European,  International, Bar,  Pub,  Hungarian"
Budapest,1713.0,6.0,unknown
Budapest,1714.0,2.0,unknown
Budapest,1716.0,3.0,Chinese
Budapest,1723.0,3.0,"European,  Hungarian"
Budapest,1724.0,9.0,"European,  Hungarian"
Budapest,1725.0,2.0," Cuban, Caribbean"
Budapest,1726.0,9.0,unknown
Budapest,1728.0,13.0," Hungarian, European"
Budapest,1729.0,141.0,"Bar,  European,  Eastern European,  Pub,  Central European,  Gluten Free Options"
Budapest,1730.0,20.0,Pub
Budapest,1733.0,3.0,unknown
Budapest,1735.0,20.0," Hungarian,  European, International,  Central European"
Budapest,1741.0,8.0,unknown
Budapest,1742.0,20.0," Spanish,  Central European, Wine Bar,  European"
Budapest,1744.0,16.0," Hungarian,  Street Food, European"
Budapest,1750.0,6.0," Central Asian,  European,  French, Italian,  Hungarian,  Asian"
Budapest,1757.0,15.0,unknown
Budapest,1758.0,2.0,unknown
Budapest,1760.0,9.0,Soups
Budapest,1761.0,4.0," Hungarian, Italian,  European"
Budapest,1764.0,3.0," Hungarian,  Turkish, European,  Greek"
Budapest,1770.0,37.0," European,  Bar,  Hungarian,  Eastern European,  Pub, Central European"
Budapest,1773.0,2.0," Hungarian, European"
Budapest,1775.0,5.0,"European,  Hungarian"
Budapest,1776.0,2.0,unknown
Budapest,1777.0,10.0,"European,  Hungarian"
Budapest,1779.0,3.0,unknown
Budapest,1780.0,21.0," Eastern European, International,  Hungarian,  European"
Budapest,1783.0,9.0,Italian
Budapest,1785.0,9.0,unknown
Budapest,1795.0,10.0,unknown
Budapest,1796.0,13.0,"European,  Hungarian"
Budapest,1797.0,13.0,Cafe
Budapest,1799.0,63.0," European,  Central European, Bar,  Grill,  Pub"
Budapest,1800.0,10.0,European
Budapest,1807.0,2.0,Turkish
Budapest,1809.0,5.0,Pizza
Budapest,1813.0,9.0,unknown
Budapest,1816.0,82.0," Steakhouse,  Pub, European,  Hungarian,  Central European"
Budapest,1821.0,9.0,unknown
Budapest,1824.0,4.0,French
Budapest,1827.0,9.0,unknown
Budapest,1833.0,12.0,"Japanese,  Sushi"
Budapest,1834.0,18.0," European,  Hungarian,  Grill,  International, Pizza"
Budapest,1835.0,5.0,unknown
Budapest,1841.0,17.0,Italian
Budapest,1843.0,2.0,"International,  Hungarian,  European"
Budapest,1844.0,6.0,Eastern European
Budapest,1846.0,36.0," Asian,  Chinese, Sushi"
Budapest,1850.0,32.0," Eastern European, European,  Central European,  Hungarian"
Budapest,1852.0,16.0,unknown
Budapest,1856.0,47.0," European,  Hungarian,  Central European,  Eastern European,  Pub, Bar"
Budapest,1858.0,2.0,unknown
Budapest,1859.0,13.0,"European,  Hungarian"
Budapest,1864.0,59.0,"European,  International,  Hungarian,  Eastern European,  Central European"
Budapest,1869.0,40.0,"Italian,  European,  Gastropub"
Budapest,1870.0,5.0,unknown
Budapest,1878.0,NaN,unknown
Budapest,1880.0,NaN,American
Budapest,1885.0,NaN,unknown
Budapest,1886.0,NaN,unknown
Budapest,1896.0,2.0,unknown
Budapest,1898.0,2.0,unknown
Budapest,1899.0,NaN,"European,  Hungarian"
Budapest,1901.0,2.0,"European,  Hungarian"
Budapest,1902.0,2.0,Italian
Budapest,1908.0,NaN,Russian
Budapest,1912.0,NaN,Chinese
Budapest,1917.0,NaN," Soups,  Healthy,  Hungarian, European"
Budapest,1918.0,2.0," Hungarian, European"
Budapest,1925.0,NaN,unknown
Budapest,1926.0,NaN,unknown
Budapest,1930.0,2.0," Hungarian,  Barbecue, Cafe,  European,  Grill"
Budapest,1931.0,NaN,"European,  Hungarian,  Healthy"
Budapest,1935.0,2.0," Hungarian, European"
Budapest,1946.0,NaN,unknown
Budapest,1948.0,NaN,"European,  Hungarian"
Budapest,1951.0,NaN,Turkish
Budapest,1953.0,39.0," Vegetarian Friendly, Cafe"
Budapest,1955.0,26.0,Fast Food
Budapest,1956.0,4.0," Pizza, Italian"
Budapest,1961.0,59.0," Hungarian,  Vegetarian Friendly, European,  Central European"
Budapest,1964.0,147.0," Vegetarian Friendly, Mexican,  Fast Food"
Budapest,1965.0,25.0,"European,  Hungarian,  Central European"
Budapest,1966.0,10.0," Gastropub, Pub,  Hungarian,  European"
Budapest,1967.0,5.0," Street Food,  Hungarian, European"
Budapest,1968.0,79.0," Brew Pub,  European,  American,  Pub, Bar"
Budapest,1969.0,30.0,"Pizza,  Fast Food"
Budapest,1972.0,7.0,Grill
Budapest,1973.0,9.0,unknown
Budapest,1976.0,80.0," Italian,  European,  Central European,  Hungarian, Pizza,  Vegetarian Friendly"
Budapest,1977.0,23.0," Korean, Asian"
Budapest,1978.0,6.0," Hungarian,  European, Austrian"
Budapest,1982.0,8.0,unknown
Budapest,1989.0,16.0,"European,  Hungarian"
Budapest,1995.0,9.0," European, Cafe,  Hungarian,  International"
Budapest,1998.0,4.0,unknown
Budapest,2003.0,6.0,Asian
Budapest,2005.0,13.0,"Japanese,  Thai,  Soups,  Seafood,  Sushi"
Budapest,2011.0,6.0,Chinese
Budapest,2018.0,28.0,"Bar,  European,  Pub"
Budapest,2021.0,10.0,Russian
Budapest,2025.0,3.0,Pizza
Budapest,2026.0,8.0,"Bar,  Pub"
Budapest,2031.0,40.0,"Hungarian,  Bar,  Central European"
Budapest,2033.0,14.0," Hungarian, European"
Budapest,2034.0,3.0,unknown
Budapest,2035.0,15.0,Spanish
Budapest,2037.0,9.0,Mediterranean
Budapest,2042.0,19.0," Hungarian,  European, American"
Budapest,2043.0,18.0,"Pizza,  Fast Food,  Vegetarian Friendly,  Turkish,  Italian"
Budapest,2045.0,5.0,Italian
Budapest,2051.0,2.0,unknown
Budapest,2053.0,4.0,unknown
Budapest,2055.0,3.0,American
Budapest,2056.0,64.0," Asian, Fast Food,  Nepali,  American"
Budapest,2057.0,2.0,unknown
Budapest,2058.0,19.0,"European,  Hungarian"
Budapest,2061.0,17.0,"Seafood,  European"
Budapest,2063.0,8.0,"European,  Hungarian"
Budapest,2064.0,28.0,"Fast Food,  Middle Eastern,  Israeli"
Budapest,2069.0,22.0,unknown
Budapest,2078.0,47.0," Hungarian, European,  Central European"
Budapest,2085.0,9.0," Hungarian, European"
Budapest,2086.0,7.0,"Italian,  Hungarian,  American,  European,  Pizza"
Budapest,2090.0,6.0," Hungarian, European"
Budapest,2097.0,13.0,French
Budapest,2101.0,9.0,"European,  Hungarian"
Budapest,2102.0,5.0," Turkish,  Hungarian, European"
Budapest,2103.0,10.0,"European,  Central European"
Budapest,2105.0,17.0,European
Budapest,2109.0,2.0,unknown
Budapest,2110.0,50.0,"Asian,  Thai"
Budapest,2113.0,15.0,"Mexican,  American"
Budapest,2117.0,17.0,"Mexican,  Hungarian,  American,  European"
Budapest,2120.0,9.0," Hungarian,  European, International"
Budapest,2122.0,2.0,unknown
Budapest,2123.0,5.0,"Bar,  Fast Food,  Cafe"
Budapest,2128.0,73.0,"Italian,  Mediterranean,  Vegetarian Friendly,  Pizza,  European"
Budapest,2131.0,26.0," European,  Hungarian, Italian"
Budapest,2134.0,116.0," Hungarian, Italian,  Cafe,  European,  International"
Budapest,2135.0,63.0,"European,  Hungarian,  International"
Budapest,2137.0,2.0,Pub
Budapest,2139.0,6.0,"American,  Fast Food"
Budapest,2145.0,9.0,unknown
Budapest,2146.0,16.0,unknown
Budapest,2148.0,4.0," Pub,  Cafe, Bar"
Budapest,2152.0,5.0,American
Budapest,2153.0,5.0,"European,  Hungarian"
Budapest,2159.0,7.0,unknown
Budapest,2162.0,4.0,"Italian,  European,  Hungarian"
Budapest,2163.0,6.0,"International,  Hungarian,  Asian,  European"
Budapest,2165.0,26.0,Fast Food
Budapest,2168.0,30.0," International, European,  Hungarian,  Grill"
Budapest,2170.0,8.0," Thai, Vietnamese"
