group,Index,quantity,unit_cogs,name
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16392,1,8.1,WINO EGRI BIKAVER BARTEX 12% 0_75L
DAIRY_CHESSE,7205,178,2.43685393258427,GOS.MLEKO CODZIENNE 2_%
POULTRY,11064,3,4.83,MAKRELA GRAAL W POMID 300G
COFFEE TEA,5891,1,4.73,KAWA WOSEBA GOLD 250G
SPICES,18023,4,0.7,GALEO ZIOLA PROWANSALSKIE 10GR
SWEETS,20684,15,1.1,WEDEL PAWELEK KAFFE LATTE45 G
GENERAL,11786,5,1.45,GUMA BALONOWA TUBA 35 G
GENERAL,11503,1,2.29,SMAK MAK SUROWKA Z KUKURYDZA 300G
VEGETABLES,21400,2,3.52,KT AVOCADO SZT
DRINK_JUICE,9902,1,2.97,WODA ZYWIEC 1_5 L N/G SOCZYSTE JAB?KO
DRINK_JUICE,8898,6,2.44,NAP COCA COLA CHERRY 1L
ALCOHOL,522,168,1.4,PIWO TATRA JASNE PE?NE 0_5L BUTELKA ZÓ?T
DAIRY_CHESSE,7632,63,0.852857142857143,JOGOBELLA 150G CLASSIC
VEGETABLES,21619,1,3.0,FASOLA CZERWONA 400 G
SWEETS,19199,2,1.59,MARCHEW Z GROSZKIEM 290 G FRUBEX
POULTRY,11150,1,10.18,PASTA RYBNA ZE SZCZYPIORKIEM LUZ 1_8KG
DAIRY_CHESSE,7341,17,2.5,SKORUPKA 400 G OGOREK KWASZONY
CHIPS_FLAKES,4370,2,1.47,POP CORN 95 G
SWEETS,19067,10,2.35,WAFLE KWADRAT DESER 120 G
SWEETS,19877,2,10.14,BOMB MERCI 250G
CHEMISTRY,2543,1,6.93,PERWOL DO PRANIA BLACK BRIL.1 L
GENERAL_FOOD,14002,1,2.19,WIN POMYSL NA SPAG.PO BOLONSKU
ICE_CREAMS_FROZEN,15531,2,4.92,BROKULY MROZONE 450 GR MORDIS
GENERAL_ITEMS,9,1,2.05,PODPASKI BELLA  NOVA 10 SZT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16262,9,0.903333333333333,WODA CISOWIANKA 1_5 L N/GAZ.
SWEETS,20183,30,0.45,PETIT BERRY 50G KRAKUSKI BAHLSEN
GENERAL,11546,3,0.93,KASZKA MANNA 400 G SARITA
SPICES,18731,2,0.84,GALEO PRZYP.DO KURCZAKA 25G
ALCOHOL,626,240,1.763375,PIWO ZUBR 0_5L PUSZKA
CHEMISTRY,2760,1,0.29,TASMA BEZBARWNA
DAIRY_CHESSE,7961,4,4.44,BAKOMA OLEJ RZEPAKOWY
ALCOHOL,182,1,2.5,PIWO BOJAN  WIELKOP.0_5 L B/ZW
GENERAL_FOOD,13521,2,2.29,WIN SOS MYSLIWSKI 33GR
SWEETS,18952,6,1.74,BISZKOPTY WROCLAWSKIE 120G
GENERAL_ITEMS,17939,18,3.1866666666666696,RAJSTOPY 15 DEN INEZ
CHEMISTRY,3691,18,0.29,PAPIER TOALET SZARY 8 SZT
DRINK_JUICE,9297,4,0.73,WODA CISOWIANKA 0_5L GAZ
SWEETS,20316,7,2.78,CIASTKA JEZYKI KOKOSOWE 140G JUTRZENKA
GENERAL_FOOD,12603,0.28,24.428571428571402,KIELBASA PEPERONI KG
CHEMISTRY,2550,1,3.89,PLYN  AJAX 1L KWIATY NIEBIESKI
SWEETS,20055,8,0.99,BATON IKAR XXL WAWEL
DAIRY_CHESSE,7297,2,3.75,SER CAMEMBERT 120 G PRESIDENT
DRINK_JUICE,10671,5,1.38,NAP HELLENA TONIC 1_25L GAZ
ALCOHOL,22421,1,76.05,WHISKEY JACK DANIELS 0_7-SZKLANKI
CHEMISTRY,3099,4,1.85,PLATKI KOSMETYCZNE MEA 120 SZT
ALCOHOL,499,154,1.69454545454545,PIWO LECH PREMIUM 0_5L BUTELKA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16378,37,3.59594594594595,PUDL KONCENTRAT 30%SLOIK 200G
DRINK_JUICE,8927,7,2.47571428571429,NAP SPRITE 1L GAZ
SPICES,18636,1,0.99,PRYMAT PIETRUSZKA NATKA
DRINK_JUICE,9777,33,2.76,NAP COCA COLA 1_5 L
CHEMISTRY,2738,22,2.69,RECZNIK PAPIEROWY MEA 2W 100
ALCOHOL,22914,1,7.2,WINO FRESCO ROZOWE P/SL
ALCOHOL,456,2,1.69,PIWO ZYWIEC 0_5 L B/ALK. B/ZWR
SWEETS,18781,15,1.2,BATON MILKI WAY PODWÓJNY
SPICES,18516,1,0.97,PRYMAT STEK PRZYPRAWA
SWEETS,20371,3,6.48,KREM NUTELLA 230 G
DRINK_JUICE,9378,23,3.9,LODY KOKTAILOWE 400 ML
VEGETABLES,21357,92.46,3.91001514168289,KT MANDARYNKA LUZ
GROATS_RICE_PASTA,14653,10,1.2,SONKO KASZA JECZMIENNA 4X100G WIEJSKA
TABLETS,21263,5,2.78,TABLETKI APAP 6SZT
GENERAL_FOOD,12434,2,3.43,MAK MIELONY 200 G BACK MIT
COOKIES_BULK,6313,3,2.19,LAJKONIK SAFARI 125 G
SWEETS,20390,1,8.17,MILKA 276 G PENUT+CARAMEL
CHEMISTRY,3271,1,2.25,MYDLO W PLYNIE 500 ML SASZETKA ABE
CHEWING_GUM_LOLIPOPS,4244,2,1.48,RYZ PRWPAROWANY 90 G
GENERAL_ITEMS,17646,8,5.52,OLEJ LNIANY 200 ML
GENERAL_FOOD,12807,22,2.9,PYZY WIEJSAKIE DOLCZEWSKI
CHEMISTRY,2124,41,0.1,ZAPALKI
GENERAL,11384,3,1.07,DR O KISIEL SLOD.CHWILA MANGO+ANANAS32 G
SWEETS,20117,1,3.69,DR O KREM DO TORTOW CZEKOLADA 140 G
ALCOHOL,23112,1,13.01,WINO ELSOL CZ/PÓ?S? 0_75 L
VEGETABLES,22202,9,2.54777777777778,KT AVOCADO SZT
BREAD,1256,22.34,13.1808415398389,S CIASTKA KRUCHPLACEK DROZDZOWY
ICE_CREAMS_FROZEN,15746,8,1.72,LODY PINEAAPLLE NESTLE
DAIRY_CHESSE,8293,5,2.04,SER PLASTRY GOUDA 130G LACTIMA
SPICES,18303,1,1.6,MARCO-POLO ZILA  KURCZAKA Z SOLA MOR. 35
DAIRY_CHESSE,8247,3,1.34,KASZKA MANNA Z JAGODAMI CZARNKOW 150 G
ICE_CREAMS_FROZEN,14730,10,1.99,BUKIET KROLEWSKI 450G NORDIS
DAIRY_CHESSE,6578,1,1.48,BAKOMA SMIETANKA 10 SZT
VEGETABLES,22213,3.39,3.58702064896755,KT GREJFRUT
ALCOHOL,590,5,1.83,PIWO OKOCIM RADLER 0_5 L B/ZWR WISNIA 0%
GENERAL_FOOD,12898,2,0.55,GELLWE KISIEL CYTRYNOWY 38G
VEGETABLES,21875,4,3.82,ZAPIEKANKA Z SZYNKA 220 G
ALCOHOL,405,32,2.085,PIWO LECH PILS 0_5L PUSZKA
VEGETABLES,21635,28.89,9.03807545863621,KT CYTRYNA
SWEETS,19213,353,0.8,O WAFLE MEGA GRZESKI W CZEKOL.48 GROZNE
DAIRY_CHESSE,8021,2,3.52,HOCHL KRAZEK 180 G TARCETT
CHEMISTRY,3942,11,0.36,REKLAMOWKA Z UCHWYTEM
GENERAL_FOOD,13155,1,2.13,SUROWKA KUBEK
CHEMISTRY,1990,26,0.08,ZAPALKI
SPICES,18425,2,1.29,KNORR CYNAMON Z WIETNAMU 15 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16506,2,2.33,MARGARYNA DELMA EXTRA 250G KUBEK
ICE_CREAMS_FROZEN,15099,3,11.426666666666698,LODY JAK DAWNIEJ 900 ML CZEK_BELGIJSKA
GROATS_RICE_PASTA,14149,4,1.59,MAKA TORTOWA BASIA 1 KG
CHEWING_GUM_LOLIPOPS,4124,25,0.93,PUDROWE ZEGARKI
GENERAL_FOOD,13355,1,1.08,WIN SOS PIECZARKOWY 34G
SPICES,18331,1,0.97,APPETITA PRZYPRAWA DO GULASZU 20 G
ALCOHOL,23104,3,2.89,WODKA DRINK SOBIESKI 025ML CRANBERRY4.4%
CHEMISTRY,3853,2,2.59,KLEJ W SZTYFCIE DUZY
CHEMISTRY,2647,1,3.63,EVA SIMPLE SZAMPON 500 ML Z JEMIO?A
ALCOHOL,23068,2,11.89,WINO CARLO ROSSI MUSCATO 0_75 L
SWEETS,19607,5,2.13,SUROWKA
VEGETABLES,21736,74.45,2.67817327065144,KT MARCHEW LUZ
CIGARETTES,4955,12,9.90666666666667,PAP PS BLACK 100
SPICES,18740,5,1.87,KNOR DELIKAT DO MIES 75G
DRINK_JUICE,9267,6,1.87,NAP TYMBARK 1 L POMAR/BRZOSKLWINIA 1L
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16620,4,1.49,PRZYPR.WARZYWKO 200G
VEGETABLES,21560,172.57,2.59743872051921,KT JABLKO CZERWONE
POULTRY,17261,1.415,16.5441696113074,SZYNKA WIELKOPOLSKA KG
BREAD,1301,2735,0.54,BULKA MALA/KAJZERKA__
POULTRY,10917,1,3.75,FILETY SLEDZ_W SMIETANIE MARINUS 250 G
ICE_CREAMS_FROZEN,15903,3,4.29,LODY MAGNUM 90 ML PRALIN
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16768,8,2.53,PUDL KETCHUP LAGODNY 205G S?OIK
GENERAL_FOOD,13036,15,1.14,AMINO BLYSK.ROSÓ? Z KURY Z WLOSZCZYZNA
DRINK_JUICE,10471,13,1.9,WODA ZYWIEC 1_5 N/G BRZOSKW_
VEGETABLES,22068,101.98,1.47430868797803,KT MARCHEW LUZ
VEGETABLES,21421,124.56,0.888567758509955,KT MARCHEW LUZ
SWEETS,20498,2,4.88,AMELIA PIANKA CYTRYNA 380 G
DRINK_JUICE,9447,7,1.4,NAP TYMBARK 0_4 LEMONIADA
DRINK_JUICE,9747,13,1.49,KUBUS PLAY MAR/CZER.POMAR/LIMETKA
DAIRY_CHESSE,8656,3,1.39,SEREK WIEJSKI PIATNICA ZE SZCZYPIORKIEM
COFFEE TEA,6097,1,9.29,HERBATA EXP.100T.AKBAR
ALCOHOL,22720,1,44.81,WHISKY JACK DANIELS 0_5L
GENERAL_FOOD,13081,19,1.68,KNOR NUDLE POMIDOROWA PIKANTNA 63 G
DRINK_JUICE,10070,34,2.25,PEPSI *1L
GENERAL_FOOD,13066,14,0.39,GELLWE PROSZEK DO PIECZANIA 30 G
BREAD,1468,27,4.53296296296296,M CHLEB DUZY KROJONY
SPICES,18019,2,0.88,GALEO PRZYPRAWA DO RYB CYTRYNA
DAIRY_CHESSE,8318,25,1.39,SMIETANA 12% ZOT 180 G
DAIRY_CHESSE,7070,1,7.98,MAR OPTIMA 225 G
SPICES,18059,3,2.01,WIN MAGI W PLYNIE 200ML
SWEETS,19366,14,0.15,GUMA MOIST
CIGARETTES,5554,1,0.35,WODA AQA 0_5 L GAZ
GROATS_RICE_PASTA,14600,2,3.15,SOS SPAGHETI SMIET+POMID DAWTON
CHEWING_GUM_LOLIPOPS,4105,3,2.25,GUMA ORBIT BAG PEPPERMINT
DRINK_JUICE,10179,3,3.03,NAP CAPRIO POMARANCZ 2L
ALCOHOL,22371,1,14.44,WODKA SOBIESKI 0_5L 40%
GENERAL_FOOD,12149,3,2.97,PIECZYWO SONKO LEKKIE ZYTNIE 170GR KARTO
SWEETS,19497,5,1.59,CIASTKA  KUBUS MASLANE 100 G
SWEETS,19879,1,3.88,BOMBONIERA GALARE.W CZEKOL WISNIA 190 G
SPICES,18578,1,0.99,PRYMAT KOPEREK SUSZONY
DAIRY_CHESSE,6403,3,1.18,BAKOMA SATINA WANILIA 170 G
ICE_CREAMS_FROZEN,14849,7,0.56,LODY RAKIETA
GROATS_RICE_PASTA,14349,9,1.72,MAKA WROCLAWSKA 1KG STOISLAW
ALCOHOL,22841,46,6.55,WODKA ZUBROWKA BIALA 0_2L
ALCOHOL,243,1,2.45,PIWO CIECHAN LAGEROWE 0_5 L B/ZW
SWEETS,21030,1,1.74,SCHOGETTEN CZEK.100G TIRAMIS
VEGETABLES,22041,137.95,2.50083363537514,KT BANAN
ICE_CREAMS_FROZEN,15084,4,1.065,LODY CHOCKOBERRY 60 ML
DRINK_JUICE,8792,8,0.81,NAP TYMBARK 0_25 L POM.BRZOSK
POULTRY,10987,1,2.87,DORSZ PO GRECKU 150 G
DRINK_JUICE,10446,4,1.66,WODA ARCTIC 0_75 ML CYNK
DRINK_JUICE,10524,21,1.1971428571428602,NAP COCA COLA 0_33L PUSZKA
CIGARETTES,4982,28,0.92,ZAPALNICZKA KOLOR
GENERAL_FOOD,12444,16,2.34,O CIASTKA OREO110 G
CHEMISTRY,3805,1,3.39,BREF KULKI WC CHLORINE
ICE_CREAMS_FROZEN,15568,8,2.13,LODY GRAND SMIET/O
SPICES,18321,1,0.8,PRZYPRAWA DO PIZZY GALEO 12GR
CHEMISTRY,2818,4,2.63,E PROSZEK 300 G COLOR
ICE_CREAMS_FROZEN,15020,1,3.5,NORDIS FASOLA SZPARAG.CIETA 450G
VEGETABLES,21828,24.62,4.12956945572705,KT NEKTARYNK KG
DAIRY_CHESSE,7777,18,0.8,DROZDZE BABUNI ROTEX
SWEETS,20657,38,0.53,SEKACZ KAKAOWY WIS?A 24 G
ICE_CREAMS_FROZEN,14671,1,6.52,LODT CZEKOLADA 900 ML ALGIDA
DRINK_JUICE,9173,1,3.75,KT SZPINAK 200 G
GENERAL_FOOD,12566,5,2.91,ALMETTE Z RZODKIEWKA 150 G
SWEETS,20159,8,1.2,LIZAK PILKA
COFFEE TEA,5758,4,1.11,HERBATA POKRZYWA 20 T POSTI
GENERAL_ITEMS,17777,1,3.71,KARMA DO PSA RAFI Z WO?OWINA 800GR PUSZK
GROATS_RICE_PASTA,14032,1,2.59,MAK SULMA KOLANKO DUZA 500G
SWEETS,19987,4,2.47,POP CORN SOLONY 90 G FELIX
CHIPS_FLAKES,4831,1,0.98,SPRAY XXL CUKIERKI
SWEETS,19654,5,1.4,BATON FRUTICA 40 G
ICE_CREAMS_FROZEN,14960,1,0.69,LODY MILK KORAL
ALCOHOL,747,20,2.68,PIWO DESPERADOS 0_4 L
VEGETABLES,21432,26.65,5.3673545966228895,KT POMIDOR POLSKI POLNY
DAIRY_CHESSE,6857,6,1.83,JOGURT NAT.KOSCIAN 330 G GRECKI
CHEWING_GUM_LOLIPOPS,4316,4,2.62,GUMA ORBIT BAG WINTERFRESH
CHEMISTRY,3479,3,2.25,PAPIER DO PIECZENIA 8 M PAN PACK
VEGETABLES,21452,6,2.53333333333333,RUCOLA 100 G
VEGETABLES,21863,1,1.1,NAP MARTON 1_5 L GAZ GRUSZKA
DAIRY_CHESSE,8661,30,2.77,SKORUPKA 400 G OGOREK KWASZONY
GENERAL_FOOD,13133,11,1.6,SKORUPKA BURACZKI MIAZGA 385G
DAIRY_CHESSE,8579,4,1.75,HOCHL PIECZARKA 100G TOP BLOK
GENERAL_ITEMS,14,1,5.49,PLYN KAMIEN I RDZA 750 ML
SWEETS,20615,2,1.88,MILKA CZEKOLADA BAKALIE 100G
ALCOHOL,22642,22,6.41909090909091,WODKA ZUBROWKA BIALA 0_2L
GROATS_RICE_PASTA,14534,3,1.06,ROGAL 7 DAYS ORZECH
SWEETS,19387,6,1.59,MARCHEW Z GROSZKIEM 290 G FRUBEX
GENERAL_FOOD,13097,9,1.36,KUKURYDZ SLON OGROD 400 G
CHEMISTRY,2905,1,5.39,PLYN DO KAPIELI BURSZTYN 750 ML EVA
DRINK_JUICE,9590,17,0.84,NAP COCOLA 0_2 PUSZKA
SWEETS,18819,1,2.13,CZEKOLADA  ALPEN GOLD ORZ+RODZ 90 G
DAIRY_CHESSE,6569,2,2.68,ALMETTE Z CHRZANEM
POULTRY,17074,0.61,20.1967213114754,KIE?BASA MYSLIWSKA KG
SWEETS,20580,36,0.57,GRZESKI B/CZEKOL DZIEL
CHEMISTRY,3586,1,6.89,BIALY JELEN PLYN DO KAPIELI 750 ML
VEGETABLES,22112,1,2.13,SUROWKA KUBEK
POULTRY,17305,0.42,18.619047619047606,KABANOS WIELKOPOLSKI KG
DRINK_JUICE,10178,2,2.81,NAP CAPRIO JABLKO 2L
GENERAL_FOOD,12961,23,2.93565217391304,PYZY WIEJSAKIE DOLCZEWSKI
SWEETS,19046,30,0.62,PRINCESA ZEBRA37 G
ALCOHOL,22918,1,13.01,WINO MOGEN  0_75 LROZOWE P/S?OD
SPICES,18424,1,1.45,KNOR ROSOL Z KURY 3LX6 KOSTKI
DRINK_JUICE,9321,10,0.97,WODA USTRONIANKA 0_5 L GAZ MALINA
GENERAL_FOOD,12637,5,4.19,PIEROGI Z SEREM 400 G GRZESKOWIAK
GENERAL_FOOD,13561,1,1.14,DR O AROMAT SMIETANKOWY 9 ML
GENERAL,11920,1,1.59,BERLISO 180 G+20G TRUSKA
VEGETABLES,21891,91.055,0.9611773104167808,KT CEBULA
CHEMISTRY,2532,14,4.22,PAPIER TOALETOWY MEA BIA?A 8 SZT 3W 150
SWEETS,19032,21,0.37,ORANZADA W PROSZKU SUPER
GENERAL,11900,28,0.83,STRZYKAWKA Z ZELEM
VEGETABLES,21718,47,3.39510638297872,KT CZERESNIE KG
CHEMISTRY,3686,13,0.45,PAPIER SNIADANIOW.MAWA 300X325
DAIRY_CHESSE,7579,9,1.07888888888889,DA DANIO BRZOSKWINIA 140G
CHIPS_FLAKES,4662,6,3.0,CATERING SANDWICH Z POMID.
DAIRY_CHESSE,6800,7,0.73,DELECTA MIX DO SMIETANY
SWEETS,19167,24,0.61,GRZESKI B/CZEKOL DZIEL
SWEETS,20836,8,0.85125,PRINCE POLO XXL MLECZNE
CHEMISTRY,3118,11,2.4,RECZNIK PAPIEROWY 2 MEA
ICE_CREAMS_FROZEN,14767,3,1.56,LODY ROZEK COOK 120 ML
ALCOHOL,22514,2,16.95,NAP SPIR SOPLICA ORZECH LASKOWY 0_5L
ALCOHOL,737,3,3.02,PIWO BOJAN APA 1%  0_5 B/ZWR
DAIRY_CHESSE,8423,8,1.5,JOGURT GRECKI 330 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16501,17,1.1805882352941202,KUBUS GO MARCHEW JABLKO MALINA 0_3L
DAIRY_CHESSE,6509,6,2.0,MLEKO LACIATE 3_2% 1L
SWEETS,19131,3,2.72,CIASTKA JEZYKI -DARK WISNIA
CHEMISTRY,3681,7,11.5714285714286,PAP LM FORWARD
ALCOHOL,22374,2,24.99,WODKA STOCK 0_7L
DRINK_JUICE,10173,36,0.73,NAP AQA 1_5 L N/GAZ CYTRYNA
GENERAL_FOOD,13683,6,1.18,WIN ZUPA ZUREK 49 G
SPICES,18144,18,0.805,GALEO LISC LAUROWY 5 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16270,3,1.83,DZEM SLONECZNY OGROD BRZOSKWINIOWY 280G.
DRINK_JUICE,9462,4,2.79,NAP TYMBARK 1L POMARANCZ 100%
ALCOHOL,991,5,2.25,PIWO LOM?A MIODOWE 0_5 L B/BEZW
SWEETS,19786,1,0.66,PIANKA TWISTER
DAIRY_CHESSE,6484,18,1.16,JOGURT PANA COTTA 150 G
SWEETS,18941,14,1.8285714285714296,BATON KINDER BUENO 43G
GENERAL,11558,4,4.95,KROKIETY Z MIESEM  GRZESKOWIAK
OCCASIONAL,17461,2,4.24,PONNY FANTASY
ALCOHOL,480,27,1.32,PIWO HARNAS 0_5L BUTELKA
POULTRY,1526,6.67,4.0,OGOREK KISZONE LUZ
DRINK_JUICE,9885,5,0.84,WODA KROPLA BESKIDU 1_5L N/GAZ
ICE_CREAMS_FROZEN,15990,5,3.47,ZUPA WIOSENNA 450G NORDIS
SWEETS,19334,1,1.87,CIASTKA LEIBNIZ  ZOO 100 G ORYGINAL
SWEETS,19992,17,0.8,PRINCE POLO XXL ORZECHOWE 50G
GENERAL,11450,1,2.17,CZARNUSZKA 50 G
SWEETS,19227,1,2.8,PREZERWATYWA
VEGETABLES,21755,5,2.258,KT SALATA LODOWA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16351,2,2.09,KNORR FIX DANIE ORIENTALNE 48 G
ICE_CREAMS_FROZEN,15431,2,6.38,LODY JAK DAWNIEJ MIETA 450 ML
ICE_CREAMS_FROZEN,15347,2,1.8,LODY TIPI KUBEK
CHIPS_FLAKES,4342,1,1.34,LAYS CHETOS 30 G
ICE_CREAMS_FROZEN,15843,2,1.0,LODY ROZEK MLYNARCZYK
DAIRY_CHESSE,6551,14,1.5185714285714298,SMIETANA 18 % 200G PIATNICA
SWEETS,21034,2,2.13,SUROWKA
SPICES,18685,1,2.85,MARCO-POLP 18 ZIO? SW MATEUSZA 50 G
ALCOHOL,22420,1,14.17,SPIRYTUS 0_2 L 95%
GENERAL,11417,1,3.15,SMAK MAK GALARETKA Z KURCZAKA 200G
GENERAL_FOOD,12160,1,2.09,POWIDLA STOVIT 240 G
COOKIES_BULK,6254,4.52,13.674778761061999,CHRUSCIKI /PACZKI LUZ
GENERAL_ITEMS,17937,1,1.76,PODKOLANÓWKI 2 PARY
GENERAL_FOOD,12221,2,0.915,AMINO BLYSK GULASZOWA 61G
CHEMISTRY,2657,2,3.99,GILELETTE PIANKA DO GOLENIA
GENERAL_FOOD,12133,1,4.83,MIOD LIPOWY 220 PASIEKA B.
CHEMISTRY,3305,1,1.29,PODPASKI BELLA NORMAL BEZ SKRZYD
SWEETS,20911,50,0.72,CHRUPKI KUKUR. CELKA 70GR OPAK 25 SZT
ALCOHOL,22765,5,3.3,NAP SPIRY SOPLICA 0_1 JAB
GENERAL_FOOD,14006,1,3.47,WIN ROSOL DROBIOWY 180G
DRINK_JUICE,9888,186,1.27935483870968,WODA MUSZYNIANKA PLUS 1_5L N/G
DAIRY_CHESSE,8209,3,2.43,GOS.MLEKO ZAGESZ.NIESLODZ 350G GOSTY?
GENERAL,11670,6,4.03666666666667,PUDL KONCEN.POMIDOROWY 310 G
DRINK_JUICE,9085,4,1.1,NAP TYMBARK 0_5 L CYTR+MIETA
POULTRY,1647,39,1.21,PROFI PASZTET Z POMIDOREM 131G
DRINK_JUICE,9390,5,3.03,NAP CAPRIO POMARANCZ 2L
GENERAL_FOOD,12273,2,1.12,KNORR ZUREK DOMOWY EXPRES 42 G
CHEMISTRY,1859,1,6.11,CHUSTECZKI DO KOLOROW 10 SZT
SWEETS,20947,1,7.9,FERRERO ROCHER 100 G
ICE_CREAMS_FROZEN,15937,9,2.46,ZAPIEKANKA Z SZYNKA 190 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16379,3,1.71,ROGAL 7 DAYS DOUBLE MAX
CHEMISTRY,3438,10,1.94,GILLETTE MASZYNKA BLU 2 PLUS
GENERAL_FOOD,12438,2,3.27,MUSZTARDA STOLOWA 0_9L PEGAZ
GENERAL_FOOD,13293,2,2.78,PIWO BOJAN TRADYCYJNE 0_5 B/ZWR
ALCOHOL,417,7,2.23,PIWO PRAZUBR 0_5 L PUSZKA
ALCOHOL,22776,1,22.2,WODKA FINLANDIA 0_5L  40%
COFFEE TEA,5691,2,2.09,CAPPUCCINO WANILIA MOKATE 110GR
VEGETABLES,22222,1,2.5,KT KAPUSTA PEKINSKA MLODA SZT
GENERAL,11435,2,4.69,WEGIEL DO GRILA 2 KG
DRINK_JUICE,9146,11,1.98454545454545,WODA ZYWIEC 1_5 N/G BRZOSKW_
GENERAL,11329,15,1.07,KLEJ SUPER GLU
ALCOHOL,22318,4,24.62,WODKA WYBOROWA 0_7L
SPICES,18675,12,1.27,KNOR ROSOL Z KURY 3LX6 KOSTKI
GENERAL_FOOD,13921,7,1.44,KUKURYDZ SLON OGROD 400 G
POULTRY,1630,1,1.87,KONSERWA TYROLSKA 300 G LAUR
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16183,21,4.094761904761899,WIN MAJONEZ 400G
DRINK_JUICE,10104,45,0.7688888888888891,WODA PRIMAVERA 1_5L GAZ
SWEETS,18968,2,2.9,CIASTKA KRAKUSKI FLORIANKI 171G
DRINK_JUICE,9008,2,0.99,FRUGO ZIELONE 0_25 PET
SWEETS,18856,6,1.57,KINDER CHOCOLATE 50G
CHIPS_FLAKES,4829,3,2.32,PLATKI MLEKOLAKI KOLKA MIODOWE 250 G
SPICES,18046,5,0.85,PRYMAT PIEPRZ CZAR.ZIARNO 15G
SWEETS,20088,1,2.59,CIASTKA HIT WANILIA 220
CHEWING_GUM_LOLIPOPS,4003,27,0.46,GUMA MAMBA
ICE_CREAMS_FROZEN,15133,16,0.89,LODY PAPE SMIET.130 ML
ALCOHOL,23025,1,98.05,WODKA DEBOWA  0_7 +DREWNO SKRZYPCE
CHEMISTRY,2741,75,0.3,REKLAMOWKA Z UCHWYTEM
GENERAL_ITEMS,17893,3,1.76,PODKOLANÓWKI 2 PARY
DRINK_JUICE,10136,35,1.38771428571429,BATON KINDER DELIC 39 G
OCCASIONAL,17368,2,1.54,TORBA SREDNIA
VEGETABLES,21953,2,2.13,SUROWKA KUBEK
DAIRY_CHESSE,6577,1,1.43,BAKOMA PREMIUM 140 G LESNYCH
ALCOHOL,858,2,1.63,PIWO OKOCIM PILS 0_5 B/ZWROTNA
GENERAL_FOOD,12171,2,1.85,SLONECZNIK LUSKANY  200G HELIO
DRINK_JUICE,10131,6,1.4,ZBYSZKO LEMONIADA 1 L CYTR+LIMON
GENERAL,11998,1,2.97,CATERING SANDWICH 180 G
DAIRY_CHESSE,6732,11,1.4818181818181797,SEREK WIEJSKI 150G LEKKI PIATNICA
DRINK_JUICE,9109,14,2.01714285714286,STAR CHIPS SER ZIEMNIAKI 125 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16808,37,1.4710810810810802,HELLENA ORENZADA CZERWONA 1_25 L GA
GENERAL_FOOD,12560,3,1.27,ZUPA PIECZARKOWA 41G AMINO
SWEETS,19701,2,2.43,CUKIERKI WERTHERS SOFT 70 G
CHEMISTRY,2838,2,1.12,KLEJ SUPER GLUE
DAIRY_CHESSE,8651,5,0.99,SEREK HEJ WANILIA 150 G
CHIPS_FLAKES,4684,5,3.85,LAYS ZIELONA CEBULKA 140 G
GENERAL_FOOD,13967,1,2.48,SKORUPKA SALATKA WARZYWNA 875 G
GENERAL,11798,22,0.82,LIZAK LOLLIPOP
CHEMISTRY,3901,2,3.59,PERSIL 280 G COLD
SPICES,18472,4,0.62,GALEO PAPRYKA OSTRA 20G
COOKIES_BULK,6210,0.13,12.076923076923098,CUKIERKI EUKALIPTUSOWE LUZ
CHEMISTRY,2607,1,0.5,ZESZYT 32 LINIA SZEROKA
COFFEE TEA,5847,2,2.59,KAWA MK CAFE PREMIUM 80 G
GENERAL,11380,1,2.17,CZARNUSZKA 50 G
COFFEE TEA,5816,1,7.66,KAWA NESCAFE CLASSIC 100 G
ICE_CREAMS_FROZEN,14763,1,6.62,LODY ROLADA MIX
POULTRY,1701,42,1.17833333333333,PROFI PASZTET Z POMIDOREM 131G
ALCOHOL,22959,1,8.92,WINO MUSUJACE MANGO 0_75 ML
ALCOHOL,22580,2,21.59,WODKA CZYSTA DE LUXE 40% 0_7L
CHEMISTRY,2383,3,1.99,PLATKI BELLA 80+30%
DRINK_JUICE,9775,40,1.177,NAP COCA COLA 0_33L PUSZKA
DRINK_JUICE,9474,18,1.66,PEPSI COLA 0_5L..
COFFEE TEA,5848,1,8.78,KAWA NESCAFE 100 G CREME
OCCASIONAL,17506,21,1.35571428571429,NAP OSHE 0_75 ZERO MULTI
DAIRY_CHESSE,7218,72,1.78,GOS.SMIETANKA 18% 250ML GOSTYN
CHEMISTRY,3531,52,0.153076923076923,REKAWICE JEDNORAZOWE
DAIRY_CHESSE,6955,4,2.89,ALMETTE OGOREK/ZIOLA 150G
