Subtitle,Account Name,Contract Start Date,Membership Level,Website
Suppliers and Manufacturers,Salona Cotspin Ltd,42675.0,2.0,www.salonagroup.com
Civil Society,Organization for Social Development Initiatives,40787.0,0.0,www.osdi.org
Suppliers and Manufacturers,"Jiangsu Guotai Int'l Group Guomao Co., Ltd",42491.0,2.0,
Suppliers and Manufacturers,Dabiruddin Spinning Mills Ltd,42736.0,2.0,www.salmagroup.com.bd
Suppliers and Manufacturers,Lotus Integrated Tex Park Ltd (Melange Unit),42491.0,2.0,
Suppliers and Manufacturers,Sunny Trexim Pvt Ltd,40940.0,2.0,
Suppliers and Manufacturers,Shandong Daiyin Textile Group Share Co. Ltd.,41609.0,2.0,
Suppliers and Manufacturers,"Zhejiang Shengfu Trading Co., Ltd",42522.0,2.0,
Suppliers and Manufacturers,Botas Nehir Boya Emprime San. Tic. A.S.,41883.0,3.0,
Retailers and Brands,Marimekko Corporation,41579.0,0.0,company.marimekko.fi
Suppliers and Manufacturers,Shujabad Weaving Mills Ltd,42095.0,2.0,
Suppliers and Manufacturers,"Loeb & Company, Inc.",42614.0,2.0,
Suppliers and Manufacturers,Olimpias Group srl,42614.0,3.0,www.olimpias.com
Suppliers and Manufacturers,Bros Eastern,40756.0,2.0,
Suppliers and Manufacturers,Birli Spinning Mill Pvt Ltd,42705.0,2.0,
Suppliers and Manufacturers,Rana Polycot Ltd,42370.0,2.0,
Suppliers and Manufacturers,Sadirlar Alliance Tekstil A.S,42736.0,3.0,www.satekstil.com.tr
Suppliers and Manufacturers,R S Cottmark India Pvt. Ltd.,42125.0,2.0,
Suppliers and Manufacturers,Zorluteks Tekstil,40756.0,2.0,
Suppliers and Manufacturers,Alok Industries Ltd.,40878.0,2.0,
Suppliers and Manufacturers,Chiem Patana Textiles Co. Ltd.,41760.0,2.0,
Retailers and Brands,ASOS,41791.0,0.0,www.asos.com
Suppliers and Manufacturers,Cedro Textil,42430.0,2.0,
Suppliers and Manufacturers,Sangeeth Textiles Pvt Ltd,42309.0,2.0,
Producer Organisation,Sooraj Development Organization,41821.0,0.0,
Suppliers and Manufacturers,KKP Spinning Mills,41518.0,2.0,
Suppliers and Manufacturers,"Rugao Ruxing Textile Co.,Ltd",42156.0,2.0,
Suppliers and Manufacturers,Crescent Bahuman Ltd.,40513.0,2.0,
Suppliers and Manufacturers,"Zouping Tongda Textile Co., Ltd.",42430.0,2.0,
Suppliers and Manufacturers,Soktas Tekstil Sanayi ve Ticaret A.S.,42186.0,2.0,
Suppliers and Manufacturers,Weiqiao Textile Co. Ltd.,41821.0,2.0,
Suppliers and Manufacturers,"Jing Chain Textile Shu Yang Co.,Ltd",42064.0,2.0,
Suppliers and Manufacturers,Nisar Spinning Mills Pvt Ltd,42339.0,2.0,
Suppliers and Manufacturers,"Fujian Gelier  Printing & Dyeing Co., Ltd.",42186.0,2.0,
Suppliers and Manufacturers,"Yuen HingTextileï¼ˆShenzhenï¼‰Co.,Ltd",42705.0,2.0,www.yhccl.com
Suppliers and Manufacturers,Bombay Rayon Fashions,41000.0,2.0,
Suppliers and Manufacturers,Indo Count Group,41640.0,2.0,
Suppliers and Manufacturers,"Tung Ho Textile Co.,Ltd",42675.0,2.0,www.tungho.com.tw
Retailers and Brands,Just Brands B.V.,42675.0,0.0,www.justbrands.nl
Suppliers and Manufacturers,Hussain Mills,40756.0,2.0,
Suppliers and Manufacturers,"ZheJiang XinMian Textile Co.,Ltd",41944.0,2.0,
Suppliers and Manufacturers,Raghukaushal Textile Pvt Ltd,42491.0,3.0,
Suppliers and Manufacturers,Arik Bey Tekstil,41030.0,2.0,
Suppliers and Manufacturers,Sarmangal Synthetics Pvt Ltd,42767.0,2.0,www.sarmangal.com
Suppliers and Manufacturers,Nitin Spinners Limited,41791.0,2.0,
Suppliers and Manufacturers,Shandong Dashing Cashmere Products Co.ltd,42644.0,2.0,
Suppliers and Manufacturers,Shreedhar Cotsyn Private Ltd.,41821.0,2.0,
Suppliers and Manufacturers,Sorabh Traders,41883.0,2.0,
Suppliers and Manufacturers,Vicunha Europe SARL,40634.0,2.0,
Suppliers and Manufacturers,Sichuan Zorluteks Yinhua Co. Ltd.,41730.0,2.0,
Suppliers and Manufacturers,Pak Kuwait Textiles Limited,42614.0,2.0,
Suppliers and Manufacturers,Qilu Hongye Textile Group Co. Ltd.,41579.0,2.0,
Suppliers and Manufacturers,Paddockâ€™s Jeans Ltd,42705.0,3.0,
Suppliers and Manufacturers,Matesa Tekstil Sanayi ve Ticaret A.S.,41913.0,2.0,
Suppliers and Manufacturers,Wuxi Shilead Dyeing Co. Ltd.,41640.0,2.0,
Suppliers and Manufacturers,Iskur Tekstil Enerji Tic. ve San. A.S.,41000.0,2.0,
Suppliers and Manufacturers,Riaz Textile Mills Pvt. Ltd,42248.0,2.0,
Suppliers and Manufacturers,"Taicang Litai Textile Mill Co.,Ltd",42156.0,2.0,
Retailers and Brands,Fat Face Ltd.,42675.0,0.0,www.fatface.com
Suppliers and Manufacturers,Garg Acrylics Ltd.,41000.0,2.0,
Retailers and Brands,KappAhl Sverige AB,40179.0,0.0,www.kappahl.com
Suppliers and Manufacturers,"Sunrise Spinning( Vietnam) Co.,Ltd",42705.0,2.0,
Suppliers and Manufacturers,Otto Stadtlander GmbH,42125.0,2.0,
Suppliers and Manufacturers,Changzhou Wujin Mahang Yarn-Dyed Fabric Co. Ltd.,41671.0,2.0,
Suppliers and Manufacturers,Sustainable Textile and Agriculture Commodities (STAC) Pvt. Ltd.,41974.0,2.0,
Suppliers and Manufacturers,Phenix Spinning Pvt Ltd,42705.0,2.0,www.phenixspinning.com
Producer Organisation,Farmers Associates of Pakistan,40179.0,0.0,www.farmersassociates.com
Suppliers and Manufacturers,Veritas Tekstil Konf Paz San Tic A.S,42430.0,3.0,
Retailers and Brands,"Nike, Inc.",40179.0,0.0,www.nikeresponsibility.com
Suppliers and Manufacturers,NZ Textile Ltd,42278.0,2.0,
Retailers and Brands,C&A AG,42248.0,0.0,www.c-and-a.com
Suppliers and Manufacturers,Thats It Sweater Ltd,42583.0,3.0,
Suppliers and Manufacturers,Zephyr Textiles Ltd.,42767.0,3.0,
Producer Organisation,Swaziland Cotton Board,42644.0,0.0,www.cottonboard.co.sz
Suppliers and Manufacturers,Eveready Spinning Mills Pvt. Ltd.,41671.0,2.0,
Suppliers and Manufacturers,Besler Tekstil San. Tic. A.S,42370.0,2.0,
Suppliers and Manufacturers,Marfani Denim Mills,41852.0,2.0,
Suppliers and Manufacturers,Gimatex Industries Pvt. Ltd.,42036.0,2.0,
Suppliers and Manufacturers,Metco Textile Pvt. Ltd.,41640.0,2.0,
Suppliers and Manufacturers,Minateks,41609.0,2.0,
Suppliers and Manufacturers,"Jining Delong Textile Co.,Ltd",42095.0,2.0,
Suppliers and Manufacturers,Plexus,41122.0,2.0,
Suppliers and Manufacturers,Balavigna Weaving Mills Pvt Ltd,42705.0,3.0,www.balavignaorganic.com
Suppliers and Manufacturers,Bannari Amman Spinning Mills Ltd.,41730.0,2.0,
Suppliers and Manufacturers,PT Sri Rejeki Isman,42675.0,2.0,
Suppliers and Manufacturers,Satia Synthetics Ltd,42522.0,2.0,
Suppliers and Manufacturers,"Fujian Province Putian Tianlong Textile Co., Ltd.",42705.0,2.0,
Suppliers and Manufacturers,"Zhonghua Group Co. ,Ltd",41944.0,2.0,
Suppliers and Manufacturers,Henan Pingmian Textile Group,41487.0,2.0,
Suppliers and Manufacturers,Nagina Group of Industries,41122.0,2.0,
Suppliers and Manufacturers,Xingtai H & J Textile Co. Ltd. (BlueDaimond),41579.0,2.0,
Suppliers and Manufacturers,Sandhya Spinning Mill Ltd,42461.0,2.0,
Suppliers and Manufacturers,Youth Spinning Mills Ltd,42461.0,2.0,
Suppliers and Manufacturers,Mafatlal Industries Ltd,40756.0,2.0,
Suppliers and Manufacturers,"Zouping County Sanli Textile Co., Ltd.",42491.0,2.0,
Suppliers and Manufacturers,Internet Tekstil San. ve Tic. A.S.,41913.0,2.0,
Suppliers and Manufacturers,Kipas Mensucat,40544.0,2.0,
Suppliers and Manufacturers,Adwaith Textiles Ltd,42552.0,2.0,
Suppliers and Manufacturers,Thapar Group / JCT Ltd.,41153.0,2.0,
Suppliers and Manufacturers,"An Hui Yu Hua Textile Co.,Ltd",42644.0,2.0,www.AHYHFZ.com
Suppliers and Manufacturers,Ozone PB Spintex Ltd,41944.0,2.0,
Suppliers and Manufacturers,Rajasthan Textile Mills,42491.0,2.0,
Suppliers and Manufacturers,Bharat Cotton Factory,42705.0,2.0,
Retailers and Brands,John Lewis,41487.0,0.0,www.johnlewis.com
Suppliers and Manufacturers,Shristi Cotspin Pvt Ltd,42736.0,2.0,www.shristicotspinn.in
Retailers and Brands,Tesco Clothing,40360.0,0.0,www.tesco.com
Retailers and Brands,Adidas Group,40179.0,0.0,www.adidas-group.com
Suppliers and Manufacturers,Far Eastern New Century Corporation (Taiwan),41153.0,2.0,
Suppliers and Manufacturers,Ambica Cotseeds Ltd,42736.0,2.0,www.vcottonexport.com
Suppliers and Manufacturers,Anita's Textiles Ltd,42217.0,2.0,
Suppliers and Manufacturers,"Hebei Spring Textiles  Co., Ltd",41913.0,2.0,
Producer Organisation,Staple Cotton Cooperative Association,42614.0,0.0,www.staplcotn.com
Producer Organisation,Sustainable Agriculture Farmer's Welfare Organization (SAFWO),42064.0,0.0,
Suppliers and Manufacturers,Mohan Spintex India Ltd,42705.0,2.0,www.mohanspintex.com
Suppliers and Manufacturers,"Henan  Xinye Textile Co.,Ltd.",42278.0,2.0,
Suppliers and Manufacturers,"Tah Tong Textile Co., Ltd.(Taiwan&Vietnam)",42430.0,2.0,
Suppliers and Manufacturers,Nantong Dafuhao Textile Technology Co. Ltd.,41760.0,2.0,
Retailers and Brands,Bestseller,40787.0,0.0,www.bestseller.com
Suppliers and Manufacturers,Aggressive Textrade Pvt Ltd,42705.0,2.0,www.atplcotton.com
Suppliers and Manufacturers,Outpace Spinning Mills,41456.0,2.0,
Suppliers and Manufacturers,Zhejiang Saintyear Textile Co. Ltd.,41122.0,3.0,
Suppliers and Manufacturers,Machiyara Group,41487.0,2.0,
Civil Society,C&A Foundation,42401.0,0.0,www.candafoundation.org
Suppliers and Manufacturers,Chenniappa Yarn Spinners Pvt Ltd,42736.0,2.0,www.chenniappa.com
Retailers and Brands,MQ Retail AB,40544.0,0.0,www.mq.se
Suppliers and Manufacturers,Zafer Tekstil San. ve Tic. A.S.,42036.0,2.0,
Suppliers and Manufacturers,Norfil S/A Industria Textil,41944.0,2.0,
Suppliers and Manufacturers,Hursan Havlu Uretim San. TIC.A.S.,41030.0,2.0,
Civil Society,WWF,40179.0,0.0,www.panda.org
Suppliers and Manufacturers,Iris Fabrics Ltd,42491.0,3.0,
Suppliers and Manufacturers,IR Accessories Pvt Ltd,42156.0,3.0,
Suppliers and Manufacturers,Gucbirligi Tekstil San. ve Tic. A.S.,41579.0,2.0,
Suppliers and Manufacturers,H.A.Fibres Pvt Ltd,42125.0,2.0,
Suppliers and Manufacturers,"Saigon Joubo Textile Co., Ltd.",42614.0,2.0,
Suppliers and Manufacturers,Olam International Ltd.,40575.0,2.0,
Suppliers and Manufacturers,S. A. Aanandan Spinning Mills Pvt. Ltd.,41000.0,2.0,
Suppliers and Manufacturers,Impress-Newtex Composite Textiles Ltd,42339.0,3.0,
Suppliers and Manufacturers,Pagmat A.S.,41821.0,2.0,
Suppliers and Manufacturers,"Shandong Lichang Textile Science and Technology Co.,Ltd",41944.0,2.0,
Suppliers and Manufacturers,Pratibha Syntex Ltd.,41579.0,2.0,
Suppliers and Manufacturers,"Alroubaia Textile Co. ""FOURTEX""",42736.0,2.0,www.sharabati-denim.com
Retailers and Brands,New Look Retailers Ltd.,42401.0,0.0,www.newlookgroup.com
Suppliers and Manufacturers,Suraj Cotton Mills Limited,42217.0,2.0,
Suppliers and Manufacturers,Sapphire Group,41306.0,2.0,
Civil Society,Songzi city Agriculture Technology Promotion Center,42036.0,0.0,
Suppliers and Manufacturers,Zhangjiagang City Haoran Textile Co. Ltd.,41821.0,2.0,
Civil Society,Development Support Centre,42736.0,0.0,www.dscindia.org
Suppliers and Manufacturers,Orteks Tekstil Urunleri San. ve Tic. A.S.,41821.0,2.0,
Suppliers and Manufacturers,Tirumala Cotton And Agro Products Pvt Ltd,42705.0,2.0,
Suppliers and Manufacturers,"Mundotextil - Industrial Texteis, SA",42644.0,3.0,http://www.mundotextil.pt/
Suppliers and Manufacturers,Matam Fibre Mills Ltd,42552.0,2.0,
Suppliers and Manufacturers,Eastern Garments (Pvt.) Limited,42583.0,3.0,
Suppliers and Manufacturers,Silteks Tekstil San Tic A.S,42370.0,2.0,
Suppliers and Manufacturers,Quality Textile Mills Ltd.,41640.0,2.0,
Suppliers and Manufacturers,SMM Textiles Ltd,42522.0,2.0,
Suppliers and Manufacturers,Sharmanji Yarns Pvt. Ltd.,42186.0,2.0,
Suppliers and Manufacturers,GTN Industries/GTN Engineering (India) Ltd.,40940.0,2.0,
Suppliers and Manufacturers,"TongXiang YiDe Textile Co.,Ltd.",42644.0,2.0,www.yidegroup.cn
Producer Organisation,Xinjiang Taichang Industrial Co. Ltd.,41334.0,0.0,
Suppliers and Manufacturers,Vallabh Textiles Company Ltd,42736.0,2.0,www.vtcl.co.in
Civil Society,We Care Society,41395.0,0.0,www.wcs.org.in
Suppliers and Manufacturers,Selcuk Iplik San. ve Tic. A.S.,42705.0,2.0,www.selcukgroup.com
Retailers and Brands,Woolworths Holdings Limited,41821.0,0.0,www.woolworthsholdings.co.za
Suppliers and Manufacturers,Sri Vaarri Spinning Mills,41974.0,2.0,
Suppliers and Manufacturers,Super Spinning Mills,40848.0,2.0,
Suppliers and Manufacturers,Ginni Filaments Ltd.,41671.0,2.0,
Suppliers and Manufacturers,Master Textile Mills Ltd.,41153.0,2.0,
Suppliers and Manufacturers,Gulle Entegre Tekstil Isletmeleri Eml.San ve Tic A.S,42583.0,2.0,
Suppliers and Manufacturers,Aman Spinning Mills,41395.0,2.0,
Suppliers and Manufacturers,Dong Guan Texwinca Textile& Garment  Ltd,42552.0,2.0,
Suppliers and Manufacturers,Ashima Group,40634.0,2.0,
Suppliers and Manufacturers,Kallam Spinning Mills Ltd,42339.0,2.0,
Suppliers and Manufacturers,Indigo Textile (Pvt) Ltd,42036.0,2.0,
Suppliers and Manufacturers,Brastex S/A,42736.0,2.0,www.gso.br/brastex/index.htm
Suppliers and Manufacturers,Eurotessile Spa,41974.0,2.0,
Suppliers and Manufacturers,Square Corporation,42614.0,3.0,www.square-corp.com
Suppliers and Manufacturers,Turpan Esquel Textile Company Limited,42552.0,2.0,
Suppliers and Manufacturers,Paramount Textile Ltd.,42156.0,3.0,
Suppliers and Manufacturers,Kyungbang Limited,42705.0,2.0,www.kyungbang.co.kr
Civil Society,Pesticide Action Network UK,40179.0,0.0,www.pan-uk.org
Suppliers and Manufacturers,Yunus Tekstil,42217.0,2.0,
Suppliers and Manufacturers,Glencore Agriculture B.V.,42036.0,2.0,
Suppliers and Manufacturers,SANAM (Sociedade Algodoeira de Namialo),41579.0,2.0,
Suppliers and Manufacturers,Elkins Tradelink Ltd.,42217.0,2.0,
Suppliers and Manufacturers,Shijiazhuang Changshan Hengxin Textile Co. Ltd.,41760.0,2.0,
Suppliers and Manufacturers,UTAH Spinning Mills Limited,41913.0,2.0,
Suppliers and Manufacturers,Calik Group,41334.0,2.0,
Suppliers and Manufacturers,"Shandong Zhide Textile Company.,Ltd",42430.0,2.0,
Suppliers and Manufacturers,"Anhui Hanlian Textile co.,Ltd",42491.0,2.0,
Suppliers and Manufacturers,Spectrum International Pvt. Ltd.,41426.0,2.0,
Retailers and Brands,G-Star RAW C.V.,42095.0,0.0,www.g-star.com
Suppliers and Manufacturers,Wuxi Jingwei Textile Technology Test Co. Ltd.,41579.0,2.0,
Suppliers and Manufacturers,Armstrong Spinning Mills Pvt Ltd,42278.0,2.0,
Suppliers and Manufacturers,Shahi Exports Pvt. Ltd.,41944.0,2.0,
Suppliers and Manufacturers,Saiham Cotton Mills Ltd.,41821.0,2.0,
Suppliers and Manufacturers,Rajapalayam Mills Limited,41913.0,2.0,
Suppliers and Manufacturers,Delta Spinners Ltd,42583.0,2.0,
Suppliers and Manufacturers,Skywin Spinning Pvt Ltd,42644.0,2.0,www.skywinspinning.com
Suppliers and Manufacturers,"FuQing HaiAn Shoes Materials CO.,Ltd.",42644.0,2.0,
Suppliers and Manufacturers,"Xinjiang Ruisheng Textile Co.,Ltd",42522.0,2.0,
Suppliers and Manufacturers,Hussain Textile Corporation,42309.0,3.0,
Suppliers and Manufacturers,Globex Agency,42339.0,2.0,
Civil Society,MYKAPS (MYRADA Kaveri Pradeshika Samsthe),41456.0,0.0,www.mykaps.in
Suppliers and Manufacturers,"Mirafios Sociedade, FIacao e Tecidos Lda",42705.0,2.0,www.mirafios.pt
Suppliers and Manufacturers,Foshan Deyingjia Textile Company CT,41487.0,2.0,
Suppliers and Manufacturers,Shandong Pingyang Textile Co. Ltd.,41821.0,2.0,
Suppliers and Manufacturers,Nagreeka Exports Ltd.,41030.0,2.0,
Suppliers and Manufacturers,DCM Textiles,42430.0,2.0,
Suppliers and Manufacturers,"Hubei Yinhe Textile Co.,Ltd",42430.0,2.0,
Suppliers and Manufacturers,Imteks Giyim San. ve Tic. A.S.,41244.0,3.0,
Retailers and Brands,Gap Inc.,42430.0,0.0,www.gapinc.com
Suppliers and Manufacturers,Sirikcioglu Mensucat,41214.0,2.0,
Suppliers and Manufacturers,Manjeet Oil Products,42339.0,2.0,
Suppliers and Manufacturers,Eurotex Industries & Exports Ltd,42064.0,2.0,
Suppliers and Manufacturers,Arikan Mensucat San ve Tic A.S.,41913.0,2.0,
Suppliers and Manufacturers,Bafna Ginning & Pressing Pvt Ltd,42156.0,2.0,
Suppliers and Manufacturers,Loknayak Jayprakash Narayan Shetkari Sahakari Soot Girni Ltd.,41000.0,2.0,
Suppliers and Manufacturers,Roytex S.A.,42705.0,2.0,www.liztex.com
Associate Members,United States Fashion Industry Association (USFIA),42278.0,0.0,www.usfashionindustry.com
Suppliers and Manufacturers,SM Spinning Mills Ltd,42522.0,2.0,
Suppliers and Manufacturers,Orta Anadolu Tic.ve San. Isletmesi T.A.S,40664.0,2.0,
Suppliers and Manufacturers,Bajwa Spinning Mills (Pvt) Limited,42430.0,2.0,
Suppliers and Manufacturers,"Huafang Co.,Ltd",41579.0,3.0,
Suppliers and Manufacturers,Uz Pamuk Tic. ve Tekstil San. A.S.,41640.0,2.0,
Suppliers and Manufacturers,Burteks Tekstil San ve Tic A.S,42736.0,2.0,
Suppliers and Manufacturers,Kamal Ltd.,42036.0,2.0,
Suppliers and Manufacturers,Mahmud Group,41456.0,2.0,
Suppliers and Manufacturers,Dadasons Pvt. Ltd.,42736.0,2.0,www.dadasons.com
Suppliers and Manufacturers,Rajapalayam Textile Ltd,42614.0,2.0,
Suppliers and Manufacturers,"Jiangsu Xinguang Textile Co.,Ltd",42036.0,2.0,
Retailers and Brands,Hemtex AB,40179.0,0.0,www.hemtex.com
Suppliers and Manufacturers,Far Group,42736.0,2.0,www.fargroupbd.com
Suppliers and Manufacturers,Ilsan Tekstil San. Ve Tic A.S.,41640.0,2.0,
Suppliers and Manufacturers,S V Group,41913.0,2.0,
Suppliers and Manufacturers,Sangam (India) Limited,42278.0,2.0,
Suppliers and Manufacturers,Fazal Industries,42614.0,3.0,
Suppliers and Manufacturers,"DNM Textile for Spinning, Weaving and Dyeing",41487.0,2.0,
Suppliers and Manufacturers,Ring Shine Textiles Ltd.,42186.0,3.0,
Retailers and Brands,Ralph Lauren Corporation,42491.0,1.0,www.ralphlauren.com
Suppliers and Manufacturers,Prilla 2000 (Pty) Ltd.,42036.0,2.0,
Retailers and Brands,Ikea Supply AG,40179.0,0.0,www.IKEA.com
Suppliers and Manufacturers,Basyazicioglu Tekstil San. ve Tic. A.S. (AKA Bamen),41091.0,2.0,
Producer Organisation,AProCA (Association des Producteurs de Coton Africains),40179.0,0.0,
Suppliers and Manufacturers,Gujarat Cotton Corporation,41821.0,2.0,
Suppliers and Manufacturers,Formosa Industries Corporation,42522.0,2.0,
Producer Organisation,Binzhou Cotton Association,42036.0,0.0,
Suppliers and Manufacturers,"Salem Kandaa Textile Mills Pvt. Ltd., Sri Sellam Textiles Pvt. Ltd.",41609.0,2.0,
Suppliers and Manufacturers,Bharat Vijay Mills,41821.0,2.0,
Producer Organisation,Marriam Rural Welfare Organization (MRWO),41944.0,0.0,
Suppliers and Manufacturers,Alps Industries Ltd.,41334.0,2.0,
Suppliers and Manufacturers,Beirholms VÃ¦verier A/S. (Creadore),41030.0,3.0,
Civil Society,Indian Grameen Services,41640.0,0.0,www.igsindia.org
Suppliers and Manufacturers,Sri Nukala Rama Koteswara Rao Textiles Pvt Ltd,42309.0,2.0,
Suppliers and Manufacturers,Square Textiles Ltd.,41579.0,2.0,
Suppliers and Manufacturers,Anandi Entreprises,40513.0,2.0,
Suppliers and Manufacturers,Ambika Cotton Mills Ltd,42309.0,2.0,
Suppliers and Manufacturers,Shanghai Textile Raw Materials Corporation,42278.0,2.0,
Suppliers and Manufacturers,Siruvani Yarns,42736.0,2.0,
Suppliers and Manufacturers,Imka Iplik Tekstil Isl San ve Tic A.S,42736.0,2.0,www.imkaiplik.com
Suppliers and Manufacturers,"Siyu Group Co.,Ltd",42339.0,2.0,
Suppliers and Manufacturers,"Jess Smith & Sons Cotton, LLC",42156.0,2.0,
Suppliers and Manufacturers,PT Indo-Rama Synthetics TBK.,42339.0,2.0,
Suppliers and Manufacturers,Raymond UCO Denim Pvt. Ltd.,41487.0,2.0,
Suppliers and Manufacturers,Premier Tex Products Private Ltd.,41974.0,2.0,
Suppliers and Manufacturers,DVS Tarim Urunleri Tekstil Sanayi ve Ticaret A.S,42736.0,2.0,www.dvstekstil.com
Suppliers and Manufacturers,Exportadora TSA S.A. de C.V.,42675.0,2.0,www.hilasal.com.sv
Suppliers and Manufacturers,Maharaja Shree Umaid Mills Ltd,42370.0,2.0,
Suppliers and Manufacturers,"Jiangyin Kangni Textiles Co.,Ltd.",42491.0,2.0,
Suppliers and Manufacturers,Singhal Spintex Pvt. Ltd.,42036.0,2.0,
Suppliers and Manufacturers,"Dezhou Yuanji Textile Co., Ltd",42064.0,2.0,
Suppliers and Manufacturers,Shandong Binzhou Nongxi Cotton Professional Cooperative,42461.0,0.0,
Suppliers and Manufacturers,Haian Lianfa Cotton Spinning Co. Ltd. (Aksu Lianfa Textile Co. Ltd.),41640.0,2.0,
Suppliers and Manufacturers,Palani Vijay Cottspin Pvt Ltd,42064.0,2.0,
Suppliers and Manufacturers,TCE Vina Denim Joint Stock Company,42401.0,3.0,
Suppliers and Manufacturers,Mercury Fabrics Pvt. Ltd.,42217.0,3.0,
Suppliers and Manufacturers,Cotton Distributors Incorporated,41699.0,2.0,
Suppliers and Manufacturers,"Haining Bafang Weaving Co.,Ltd.",41974.0,2.0,
Suppliers and Manufacturers,"Silver Composite Textile Mills Ltd (Unit-3, Textile)",42522.0,3.0,
Suppliers and Manufacturers,Sunrise Textile Group,40878.0,2.0,
Suppliers and Manufacturers,Sun Way International Trading Co. Ltd.,41730.0,3.0,
Suppliers and Manufacturers,Sree Santosh Garments,42370.0,3.0,
Suppliers and Manufacturers,Nithin Textiles Pvt. Ltd.,42125.0,2.0,
Suppliers and Manufacturers,Shakthi Knitting Ltd,42370.0,3.0,
Suppliers and Manufacturers,Changzhou Yueye Corduroy Co. Ltd.,41214.0,3.0,
Suppliers and Manufacturers,Kohinoor Mills Ltd,42036.0,3.0,
Suppliers and Manufacturers,"Akesu Youngor Textile Co.,Ltd",42156.0,2.0,
Suppliers and Manufacturers,Prem Textiles International Pvt Ltd,42736.0,2.0,www.premtextiles.com
Suppliers and Manufacturers,Innovative Textiles Ltd,42552.0,2.0,
Suppliers and Manufacturers,Pride Manufacturing de R.L.,42705.0,2.0,www.grupokarimsyarn.com
Suppliers and Manufacturers,Feroze1888 Mills Ltd.,41030.0,2.0,
Suppliers and Manufacturers,Siddiqsons Ltd.,41030.0,2.0,
Suppliers and Manufacturers,"Tongxiang Chengnan Silk Spinning Co.,Ltd",42217.0,2.0,
Suppliers and Manufacturers,Suam Overseas Pvt Ltd,42491.0,2.0,
Suppliers and Manufacturers,Ugurlular Tekstil San Tic A.S,42186.0,2.0,
Suppliers and Manufacturers,"Jiangsu Sunshine Textile Co.,Ltd",41791.0,2.0,
Suppliers and Manufacturers,US Denim Mills Pvt. Ltd.,40725.0,2.0,
Suppliers and Manufacturers,PT Tyfountex Indonesia,41944.0,2.0,
Retailers and Brands,Varner Retail AS,42491.0,0.0,www.varner.com
Suppliers and Manufacturers,"Ilshin Vietnam Co., Ltd",42705.0,2.0,www.ilshinvn.com
Suppliers and Manufacturers,Jeyavishnu Spintex Pvt Ltd,42736.0,2.0,
Suppliers and Manufacturers,Jiangsu Liangji Group Co. Ltd.,41609.0,2.0,
Suppliers and Manufacturers,Qingdao Textile Group Fabric Co. Ltd.,41821.0,2.0,
Suppliers and Manufacturers,Markwell Spinning Pvt Ltd,42705.0,2.0,www.markwellspinning.com
Suppliers and Manufacturers,"Omnicotton, Inc.",41640.0,2.0,
Suppliers and Manufacturers,KAM International,41699.0,2.0,
Suppliers and Manufacturers,Sudiva Spinners Pvt. Ltd.,41579.0,2.0,
Suppliers and Manufacturers,Cetinkaya Mensucat San ve Tic A.S,42430.0,2.0,
Suppliers and Manufacturers,Umar Spinning Mills Pvt Ltd,42036.0,2.0,
Retailers and Brands,Next Retail Ltd,42248.0,0.0,www.next.co.uk
Suppliers and Manufacturers,Namoi Cotton Alliance,42186.0,2.0,
Suppliers and Manufacturers,"Jiangsu Donghua Textile Co., Ltd",41974.0,2.0,
Suppliers and Manufacturers,"Xinjiang Huasheng Spin Co,.Ltd",42644.0,2.0,
Suppliers and Manufacturers,Kamal Textile Mills Ltd.,41760.0,3.0,
Suppliers and Manufacturers,Rameswar Udyog Pvt Ltd,42491.0,2.0,
Suppliers and Manufacturers,"Nantong Huaqiang Cloth Co.,Ltd",41913.0,2.0,
Suppliers and Manufacturers,Narendra Cotton Ginning & Pressing Co. Pvt. Ltd.,41883.0,2.0,
Civil Society,Udyansh Gramin Samaj Sewa Samiti (UGSSS),42491.0,0.0,www.udyansh.org.in
Suppliers and Manufacturers,His Tekstil Sanayi ve Ticaret Ltd Sti,42767.0,2.0,www.histekstil.com.tr
Suppliers and Manufacturers,Krishna Traders,42125.0,2.0,
Retailers and Brands,DECATHLON SA,40909.0,0.0,www.natimeo.com
Suppliers and Manufacturers,Rajvir Industries Ltd.,40360.0,2.0,
Suppliers and Manufacturers,"Black Peony Textile Co.,Ltd",41426.0,2.0,
Suppliers and Manufacturers,"Textil Santanderina, S.A.",41974.0,2.0,
Suppliers and Manufacturers,"Tongxiang Yunsheng Textile Co.,Ltd",42583.0,2.0,
Suppliers and Manufacturers,Sri Jayajothi & Co Ltd,42491.0,2.0,
Suppliers and Manufacturers,Jiangsu Xinfang Science & Technology Group Co. Ltd.,41883.0,2.0,
Suppliers and Manufacturers,"Zhengzhou Chenglin Textile Co.,Ltd",42370.0,2.0,
Suppliers and Manufacturers,"Ningbo Shenzhou Knitting Co.,Ltd",42064.0,2.0,
Suppliers and Manufacturers,Weifang Chang Hao Textile Co. Ltd.,41821.0,2.0,
Producer Organisation,"Yuli County Zhongliang Cotton Co.,Ltd",42156.0,0.0,
Suppliers and Manufacturers,Sindh Agro Industries,41730.0,2.0,
Suppliers and Manufacturers,Nien Hsing Textile Co. Ltd.,41609.0,2.0,
Suppliers and Manufacturers,GTN Group of Companies,40360.0,2.0,
