Account Name,Contract Start Date,Membership Level,Website
Loknayak Jayprakash Narayan Shetkari Sahakari Soot Girni Ltd.,41000.0,2.0,
Associate Members,,,
Suppliers and Manufacturers,,,
SM Spinning Mills Ltd,42522.0,2.0,
Orta Anadolu Tic.ve San. Isletmesi T.A.S,40664.0,2.0,
Bajwa Spinning Mills (Pvt) Limited,42430.0,2.0,
"Huafang Co.,Ltd",41579.0,3.0,
Uz Pamuk Tic. ve Tekstil San. A.S.,41640.0,2.0,
Burteks Tekstil San ve Tic A.S,42736.0,2.0,
Kamal Ltd.,42036.0,2.0,
Mahmud Group,41456.0,2.0,
Dadasons Pvt. Ltd.,42736.0,2.0,www.dadasons.com
Rajapalayam Textile Ltd,42614.0,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Far Group,42736.0,2.0,www.fargroupbd.com
Ilsan Tekstil San. Ve Tic A.S.,41640.0,2.0,
S V Group,41913.0,2.0,
Sangam (India) Limited,42278.0,2.0,
Fazal Industries,42614.0,3.0,
"DNM Textile for Spinning, Weaving and Dyeing",41487.0,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Gujarat Cotton Corporation,41821.0,2.0,
Producer Organisation,,,
Suppliers and Manufacturers,,,
"Salem Kandaa Textile Mills Pvt. Ltd., Sri Sellam Textiles Pvt. Ltd.",41609.0,2.0,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Alps Industries Ltd.,41334.0,2.0,
Civil Society,,,
Suppliers and Manufacturers,,,
Sri Nukala Rama Koteswara Rao Textiles Pvt Ltd,42309.0,2.0,
Square Textiles Ltd.,41579.0,2.0,
Anandi Entreprises,40513.0,2.0,
Ambika Cotton Mills Ltd,42309.0,2.0,
Shanghai Textile Raw Materials Corporation,42278.0,2.0,
Siruvani Yarns,42736.0,2.0,
Imka Iplik Tekstil Isl San ve Tic A.S,42736.0,2.0,www.imkaiplik.com
"Siyu Group Co.,Ltd",42339.0,2.0,
"Jess Smith & Sons Cotton, LLC",42156.0,2.0,
PT Indo-Rama Synthetics TBK.,42339.0,2.0,
Raymond UCO Denim Pvt. Ltd.,41487.0,2.0,
Premier Tex Products Private Ltd.,41974.0,2.0,
DVS Tarim Urunleri Tekstil Sanayi ve Ticaret A.S,42736.0,2.0,www.dvstekstil.com
Exportadora TSA S.A. de C.V.,42675.0,2.0,www.hilasal.com.sv
Maharaja Shree Umaid Mills Ltd,42370.0,2.0,
"Jiangyin Kangni Textiles Co.,Ltd.",42491.0,2.0,
Singhal Spintex Pvt. Ltd.,42036.0,2.0,
"Dezhou Yuanji Textile Co., Ltd",42064.0,2.0,
Shandong Binzhou Nongxi Cotton Professional Cooperative,42461.0,0.0,
Haian Lianfa Cotton Spinning Co. Ltd. (Aksu Lianfa Textile Co. Ltd.),41640.0,2.0,
Palani Vijay Cottspin Pvt Ltd,42064.0,2.0,
TCE Vina Denim Joint Stock Company,42401.0,3.0,
Mercury Fabrics Pvt. Ltd.,42217.0,3.0,
Cotton Distributors Incorporated,41699.0,2.0,
"Haining Bafang Weaving Co.,Ltd.",41974.0,2.0,
"Silver Composite Textile Mills Ltd (Unit-3, Textile)",42522.0,3.0,
Sunrise Textile Group,40878.0,2.0,
Sun Way International Trading Co. Ltd.,41730.0,3.0,
Sree Santosh Garments,42370.0,3.0,
Nithin Textiles Pvt. Ltd.,42125.0,2.0,
Shakthi Knitting Ltd,42370.0,3.0,
Changzhou Yueye Corduroy Co. Ltd.,41214.0,3.0,
Kohinoor Mills Ltd,42036.0,3.0,
"Akesu Youngor Textile Co.,Ltd",42156.0,2.0,
Prem Textiles International Pvt Ltd,42736.0,2.0,www.premtextiles.com
Innovative Textiles Ltd,42552.0,2.0,
Pride Manufacturing de R.L.,42705.0,2.0,www.grupokarimsyarn.com
Feroze1888 Mills Ltd.,41030.0,2.0,
Siddiqsons Ltd.,41030.0,2.0,
"Tongxiang Chengnan Silk Spinning Co.,Ltd",42217.0,2.0,
Suam Overseas Pvt Ltd,42491.0,2.0,
Ugurlular Tekstil San Tic A.S,42186.0,2.0,
"Jiangsu Sunshine Textile Co.,Ltd",41791.0,2.0,
US Denim Mills Pvt. Ltd.,40725.0,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
"Ilshin Vietnam Co., Ltd",42705.0,2.0,www.ilshinvn.com
Jeyavishnu Spintex Pvt Ltd,42736.0,2.0,
Jiangsu Liangji Group Co. Ltd.,41609.0,2.0,
Qingdao Textile Group Fabric Co. Ltd.,41821.0,2.0,
Markwell Spinning Pvt Ltd,42705.0,2.0,www.markwellspinning.com
"Omnicotton, Inc.",41640.0,2.0,
KAM International,41699.0,2.0,
Sudiva Spinners Pvt. Ltd.,41579.0,2.0,
Cetinkaya Mensucat San ve Tic A.S,42430.0,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Namoi Cotton Alliance,42186.0,2.0,
"Jiangsu Donghua Textile Co., Ltd",41974.0,2.0,
"Xinjiang Huasheng Spin Co,.Ltd",42644.0,2.0,
Kamal Textile Mills Ltd.,41760.0,3.0,
Rameswar Udyog Pvt Ltd,42491.0,2.0,
"Nantong Huaqiang Cloth Co.,Ltd",41913.0,2.0,
Civil Society,,,
Suppliers and Manufacturers,,,
His Tekstil Sanayi ve Ticaret Ltd Sti,42767.0,2.0,www.histekstil.com.tr
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Rajvir Industries Ltd.,40360.0,2.0,
"Black Peony Textile Co.,Ltd",41426.0,2.0,
"Textil Santanderina, S.A.",41974.0,2.0,
"Tongxiang Yunsheng Textile Co.,Ltd",42583.0,2.0,
Sri Jayajothi & Co Ltd,42491.0,2.0,
Jiangsu Xinfang Science & Technology Group Co. Ltd.,41883.0,2.0,
"Zhengzhou Chenglin Textile Co.,Ltd",42370.0,2.0,
"Ningbo Shenzhou Knitting Co.,Ltd",42064.0,2.0,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Sindh Agro Industries,41730.0,2.0,
Nien Hsing Textile Co. Ltd.,41609.0,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
"Shangqiu Huifeng Cotton Industry Co., Ltd.",42736.0,2.0,www.hfmianye.com
Nishat Chunian Ltd.,40940.0,2.0,
"JiangSu GTIG Eastar Co,Ltd",42491.0,2.0,
"Shaanxi Qinyuan Textile Co.,Ltd",42614.0,2.0,
"Tangshan Changliang Textile Co.,Ltd",42491.0,2.0,
Kedarnath Ginning Pvt Ltd,42370.0,2.0,
Diamond International Co. Ltd.,42309.0,2.0,
Artistic Fabric and Garment Industries (Pvt.) Ltd,40878.0,2.0,
Mandhana Industries Ltd.,41244.0,3.0,
Karteks Tekstil San. Ve Tic. A.S.,42795.0,2.0,www.karteks.com.tr
"Jiangsu Jin Wang Textile Co., Ltd.",42795.0,2.0,
S Raja Exports,40848.0,2.0,
Yancheng Risheng Textile Logistics Co.Ltd,42614.0,2.0,
Loyal Textile Mills Ltd.,41579.0,2.0,
"Fugou Chang Mao Textile Co., Ltd.",42370.0,2.0,
Addchance Ltd.,41030.0,2.0,
Ghazi Fabrics International Ltd.,41091.0,2.0,
Sitex-Swift,42036.0,2.0,
Erdem Tekstil,41579.0,2.0,
Al Rahim Textile Industries,42430.0,3.0,
Associate Members,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Suryalakshmi Cotton Mills Ltd.,41640.0,2.0,
Artistic Denim Mills Ltd.,41000.0,2.0,
"Xiajin County Ruixin Textile Co.,Ltd",42430.0,2.0,
"Chonbang Co, Ltd",42339.0,2.0,
Ahmad Hassan Textile Mills Ltd.,42064.0,2.0,
KKP Textiles Ltd.,41944.0,2.0,
Retailers and Brands,,,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Sri Jayakrishna Textiles,42491.0,2.0,
Vikrant International Pvt. Ltd.,41883.0,2.0,
"Xinjiang Litai Silk Road Investment  Co., LTD",42644.0,2.0,www. jinshengroup.com
Best Corporation Pvt. Ltd.,41030.0,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
TATA Group of Industries,41334.0,2.0,
PT Kewalram Indonesia,42339.0,2.0,
Tamijuddin Textile Mills Ltd,42491.0,2.0,
Reliance Weaving Mills Ltd.,41030.0,2.0,
Hebei Ningfang Group Co. Ltd.,41579.0,2.0,
Lagnam Spintex Private Limited,41974.0,2.0,
Tavex Europe S.L.,42430.0,2.0,
N M Exports,42125.0,3.0,
Polo Composite Knit Industry Ltd,42522.0,3.0,
Civil Society,,,
Suppliers and Manufacturers,,,
"Xindadong Textiles(VIETNAM)Co.,Ltd",42064.0,2.0,
PT Kurabo Manunggal Textile Industries (Kumatex),41883.0,2.0,www.kumatex.com
Jolly Enterprise,42461.0,2.0,
SCM Textile Spinners (A Unit of Space Textiles Pvt. Ltd.),41671.0,2.0,
Premier Fine Linens Pvt Ltd,42767.0,3.0,
Comfort Group,41760.0,2.0,
Mehmud Industries Pvt Ltd,42552.0,2.0,
"XianYang China Resources Textiles Co.,Ltd",42248.0,2.0,
Societe de Developpement et des Fibres Textiles (SODEFITEX),41730.0,2.0,
Zahra Textile,42583.0,2.0,
Dakota Industrial Co. Ltd.,41244.0,3.0,
"Sichuan Tian Yi Textiles Co.,Ltd",42156.0,2.0,
Arvind Ltd.,40513.0,2.0,
Kautilya Industries Pvt Ltd,42614.0,2.0,
DML World Trade Pvt Ltd,42705.0,2.0,www.dmlgroup.in
"Jiangsu Xin Nong Xin Textile Co., Ltd",42705.0,2.0,2014
Nazar Tekstil San. Tic. A.S.,42248.0,2.0,
Nantong Textile Group Co. Ltd.,41640.0,2.0,
Civil Society,,,
Suppliers and Manufacturers,,,
RMP Fab Sourcing Pvt Ltd,42309.0,3.0,
Prince Group,42614.0,2.0,
Filasa-Fiacao Armando Silva Antunes S.A.,42064.0,2.0,
Gadoon Textile Mills Ltd.,42036.0,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Nantong Tangsheng Textile Co. LTD,42614.0,2.0,
Blue Line Project S.R.L.,41334.0,3.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Thien Nam Investment and Development Joint Stock Company,42583.0,2.0,
Jaba Textile Mills Ltd,42461.0,2.0,
"Bengbu Huawan Textile Co., Ltd",41944.0,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Winsome Textile Industries Ltd.,40360.0,2.0,
Civil Society,,,
Suppliers and Manufacturers,,,
Israq Spinning Mills Ltd.,42125.0,2.0,
Eastman Spinning Mills (P) Ltd.,42461.0,2.0,
Gillanders Arbuthnot & Co. Ltd,42248.0,2.0,
Purbani Group,42125.0,2.0,
G C Threads Pvt Ltd,42736.0,2.0,www.gcthreads.com
Ucak Tekstil Turizm A.S.,41609.0,2.0,
Eastern Spinning Mills Ltd,42735.0,2.0,www.easterngroup-pk.com
Retailers and Brands,,,
Suppliers and Manufacturers,,,
"Jiangsu Sinocot International Trade Co., Ltd",42064.0,2.0,
J.K Spinning Mills Ltd,42278.0,2.0,
S T Cottex Exports Pvt Ltd,42278.0,2.0,
Saiham Textile Mills Ltd,42767.0,2.0,www.saihamtextile.com
Jiaxing Qiuxin Textile Co. Ltd.,41487.0,2.0,
Matrix Sourcing,41030.0,3.0,
Shahbaz Garments Pvt. Ltd.,42339.0,2.0,
"Shananxi Changrong Textile Co.,Ltd",42278.0,2.0,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Prabhu Spinning Mills Pvt. Ltd. - OE Division,41699.0,2.0,
"Hunan Dongxin Group Co.,Ltd",42430.0,2.0,
Ensar Tekstil San. ve Tic. A.S.,41640.0,2.0,
GRG Cotspin Pvt Ltd,42705.0,2.0,www.grggroup.in
Weifang Lantian Textile Co. Ltd.,41640.0,2.0,
Topkapi Iplik San. ve Tic. A.S.,40940.0,2.0,
Shanghai Lianfeng Textile & Garment Co. Ltd.,42064.0,2.0,
K G Denim Ltd,42705.0,3.0,www.kgdenim.com
HuNan LouXing Textile Ltd.,42522.0,2.0,
Sri Karpagam Mills India Pvt Ltd,42430.0,2.0,
"Tangshan Zhou Ying Textile Co., Ltd",42705.0,2.0,www.tszhouying.com
Dhruv Cotton Processing Pvt. Ltd.,41821.0,2.0,
"Shanghai Met Imp.&Exp.Co.,Ltd.",42156.0,2.0,
"Wuhan Yudahua Textlie And Garment Group Co., Ltd.",42614.0,2.0,http://www.yudahua.com.cn/
Producer Organisation,,,
Suppliers and Manufacturers,,,
Adim Tekstil San. ve Tic. A.S.,42095.0,2.0,
Om India Trading Company Pvt Ltd,42795.0,2.0,www.indiatradingco.com
Winsome Yarns Ltd.,40878.0,2.0,
M.Y Bari Mills Pvt Ltd,42705.0,3.0,www.barimills.com.pk
Producer Organisation,,,
Suppliers and Manufacturers,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Sri Shanmugavel Mills Pvt. Ltd.,41699.0,2.0,
PT Bitratex Industries,42491.0,2.0,
Mahmood Group,40848.0,2.0,
Zhejiang Longyuan Textile Corporation Ltd.,42491.0,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Liberty Knitwear Ltd,42522.0,3.0,
Sri Velayudhaswamy Spinning Mills Pvt Ltd.,42036.0,2.0,
"Zhejiang Zhuoyi Textile Co.,Ltd",41974.0,2.0,
Abanti Colour Tex Ltd,42522.0,3.0,
Subarna Textile,42491.0,2.0,
Becri - Malhas e Confeccoes S. A.,42217.0,3.0,
Faircot SA,42461.0,2.0,www.faircot.ch
Chin Hung Fibres Ltd,42430.0,2.0,
Camay Garments Factory Ltd.,42644.0,2.0,
"Fujian Changle Changyuan Textile Co.,Ltd",42522.0,2.0,
Maral Overseas,41518.0,2.0,
"JiangYin  BeiYe Textile Co.,Ltd",42156.0,2.0,
"Dong- Il Vietnam Co., Ltd",42644.0,2.0,www.dong-il.com
Producer Organisation,,,
Suppliers and Manufacturers,,,
Dalian Shenzhou Textiles Co. Ltd. Group,41030.0,2.0,
Ar-Al Tekstil San. ve Tic. A.S.,42430.0,2.0,
Vardhman Polytex,41760.0,2.0,
Jiangsu New Jinlan Textile Apparel Co. Ltd.,41579.0,2.0,
"Kyungbang Vietnam Co., Ltd",42675.0,2.0,Kyungbangvn.com
Producer Organisation,,,
Suppliers and Manufacturers,,,
M M Yarns Pvt Ltd,42491.0,2.0,
Grateful Textiles Co. Ltd.,42370.0,3.0,
Retailers and Brands,,,
Associate Members,,,
Suppliers and Manufacturers,,,
MARS Textile Ltd,42461.0,2.0,
R Group,42217.0,3.0,
Aarvee Denims And Exports Limited,41974.0,2.0,
"Changzhou Jiekai Textile Co.,Ltd",42036.0,2.0,
Reedisha Blended Yarn Ltd,42430.0,2.0,
Sambandam Spinning Mills Ltd.,41000.0,2.0,
Jiangsu Expert Textile Science and Technology Co. Ltd,42552.0,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Karsu Tekstil,42125.0,2.0,
Shiva Texyarn Ltd,42156.0,2.0,
Akshara Spinning Mills Pvt Ltd,41974.0,2.0,
"Wuxi YGM Textile Co.,Ltd",41579.0,2.0,
Artistic Milliners,40725.0,2.0,
Espintex S.A. de C.V.,42339.0,2.0,
ETF Tekstil,40725.0,3.0,
Mega Yarn Dyeing Mills Ltd,42614.0,3.0,www.megayarn.com
Producer Organisation,,,
Suppliers and Manufacturers,,,
Changzhou Keteng Textile Co. Ltd.,41821.0,2.0,
Tulip Towel Industries (Pvt) Ltd.,42705.0,3.0,www.tuliptowel.com.pk
Balaji Textiles,41883.0,2.0,
Nahar Group of Companies,41000.0,2.0,
Sister Denim Composite Ltd,42705.0,3.0,www.thermaxgroup.com
"Jihua 3509 Textile Co., Ltd",42705.0,2.0,www.jihua3509.com1
Pioneer Knitwears (BD) Ltd,42461.0,3.0,
Loftex Industries Ltd.,42705.0,2.0,www.loftex.com.cn
Civil Society,,,
Suppliers and Manufacturers,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Naveena Group of Industries,41000.0,2.0,
Engelhart CTP (Singapore) Pte Ltd,42036.0,2.0,
"Zhucheng Chinatex G-Way Textile Co,.Ltd",42767.0,2.0,www.g-way.cn
Midland Knitwear Ltd,42644.0,3.0,www.mfgbd.net
Shri Cheran Synthetics India Ltd,42430.0,2.0,
Shandong Huitong Textile Co. Ltd.,41244.0,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Viyellatex Group,40940.0,2.0,
"Changzhou Qunda Textile Co. Ltd., Jiangsu Daoda Textile Technology Co. Ltd.",41579.0,2.0,
Kardem Tekstil San. ve Tic. AS,41791.0,2.0,
Devcot S.A.,40940.0,2.0,
Associate Members,,,
Suppliers and Manufacturers,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Aarti International Ltd.,41671.0,2.0,
"Nanpi Huayu Cotton Industry Co.,Ltd",42248.0,2.0,
Producer Organisation,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
SEL Manufacturing Co. Ltd.,41030.0,2.0,
NSL Textile Ltd.,40360.0,2.0,
Yiwu Hengsheng Textile Co. Ltd,42522.0,2.0,
Ecom Agroindustrial Corp. Ltd.,40179.0,2.0,
The Delta Spinning Mills Ltd,42278.0,2.0,
Gaotang Hongtai Textile Limited Company,42430.0,2.0,
"Kashion Industry Co., Ltd",42522.0,2.0,
NRG Hometex Ltd.,42036.0,2.0,
Associate Members,,,
Suppliers and Manufacturers,,,
"Suwan Spinning & Weaving Co., Ltd.",42370.0,2.0,
Agrograin Ltd Sucursal Uruguay,42552.0,2.0,
Associate Members,,,
Suppliers and Manufacturers,,,
"Shandong Huajie Textile Co.,Ltd",42248.0,2.0,
Nisshinbo Textile Group,42614.0,2.0,
Heinrich Otto K.-G.,42736.0,3.0,www.heinrichotto.com
Dongguan UPW Ltd,41944.0,2.0,
Sanko Tekstil,40634.0,2.0,
Cotton Blossom (India) Pvt Ltd,42370.0,2.0,
Arif Knitspin Ltd,42522.0,2.0,
Shree Siddhivinayak Cotspin Pvt Ltd,42705.0,2.0,www.sscotspin.com
Zhong Xiang Waisun Textiles Company Limited,42186.0,2.0,
Ashik Composite Textile Mills Ltd.,42217.0,2.0,
Pacific Best Ltd,42675.0,3.0,
"Industrial Textil De Puebla, S.A. de C.V.",42248.0,2.0,
XPCC No.5 Cotton&Linen Corp,42156.0,2.0,
Al-Muqeet Textiles (Private) Limited,42125.0,2.0,
Zhangjiagang Free Trade Zone Changxin Techical Textile Co. Ltd.,41609.0,2.0,
Producer Organisation,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
"Tai Yuen Textile Co.,Ltd",41913.0,2.0,
Civil Society,,,
Suppliers and Manufacturers,,,
Omax Cotspin,41091.0,2.0,
Ramatex Pvt. Ltd.,41091.0,2.0,
Textufil S.A. de C.V.,42552.0,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Shandong Linqing China Resources Textiles Co. Ltd.,41883.0,2.0,
Celikaslan Tekstil San. ve Tic. A.S.,42309.0,2.0,
"Wuxi JHT Homewares Co.,Ltd",41974.0,2.0,
Civil Society,,,
Suppliers and Manufacturers,,,
"Jiangsu Sanfangxiang Industrial Stock Co.,Ltd",42064.0,2.0,
Gill & Co Pvt. Ltd.,42430.0,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Santaram Spinners Ltd.,41913.0,2.0,
Associate Members,,,
Suppliers and Manufacturers,,,
"Yancheng Xue Er Textile co., Ltd",42491.0,2.0,
"MCM Industrias Texteis, S.A.",42339.0,2.0,
Milan Ginning Pressing Pvt. Ltd.,41821.0,2.0,
Sitaram Spinners Private Limited,41821.0,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Prabhu Spinning Mills Pvt. Ltd.,42036.0,2.0,
Biteks Iplik Sanayi ve Ticaret A.S,42491.0,2.0,
Ekoten Tekstil,41609.0,3.0,
"Shandong Ruyi Technology Group Co., Ltd",41974.0,2.0,
"Qingdao Jifa Shengbao Textile Co., Ltd",42125.0,2.0,
Associate Members,,,
Retailers and Brands,,,
No Ordinary Designer Label ltd (Ted Baker),42461.0,0.0,www.tedbaker.com
Suppliers and Manufacturers,,,
Fiasul Industria de Fios LTDA,,2.0,www.fiasul.com.br
Mahima Fibres Pvt. Ltd.,41609.0,2.0,
Producer Organisation,,,
Suppliers and Manufacturers,,,
"Shaoxing Dafa Cloth Trade Co., Ltd",41913.0,3.0,
Damodar Industries Limited,41821.0,2.0,
"ChangShu Cotton Textile Co.,Ltd",42491.0,2.0,
Cotlink International,42705.0,2.0,www.cotlinkcom.pk
"Linqing Sanhe Textiles Group Co., Ltd.",42278.0,2.0,
Modasan Tekstil San. ve Tic. A.S.,41730.0,2.0,
"Changyi Huachen Yuesheng Textile Co.,Ltd",42339.0,2.0,
S. B. T. Apparels Pvt Ltd,42491.0,2.0,
Envoy Textiles Ltd,42614.0,2.0,www.envoytextiles.com
K K Fibers,42491.0,2.0,
"Shandong Huimin Dongtai Textile Co., Ltd",42036.0,2.0,
T C Terrytex Ltd,42736.0,3.0,www.tctl.in
Spot Tekstil San. ve Tic.,41671.0,2.0,
Civil Society,,,
Suppliers and Manufacturers,,,
Reedisha Spinning Ltd,42095.0,2.0,
Meezan Enterprises Pvt. Ltd.,42705.0,2.0,
FunTees a Division of Delta Apparel,42339.0,3.0,
PT Pacific Texindo Industry,42552.0,2.0,
Nafeesa Textiles Ltd.,42036.0,2.0,
Bhaskar Industries Pvt. Ltd.,41671.0,2.0,
Producer Organisation,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Sadaqat Ltd.,40179.0,3.0,
Civil Society,,,
Retailers and Brands,,,
Burberry Ltd,42217.0,0.0,www.uk.burberry.com
Suppliers and Manufacturers,,,
Panasian Impve Pvt Ltd,42736.0,2.0,www.panasian.co.in
Retailers and Brands,,,
Civil Society,,,
Suppliers and Manufacturers,,,
Alkas Spinning Mills Pvt Ltd,42736.0,2.0,
Gul Ahmed Textile Mills,40848.0,2.0,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Bezsan Tekstil San. Ve Tic. A.S,42795.0,2.0,www.bezsan.com
Kaynak Iplik San Ve TIC A.S.,41883.0,2.0,
Techno Spinning Mills Ltd.,42036.0,2.0,
M/S. P.D. Sekhsaria Trading Co. Pvt. Ltd.,40940.0,2.0,
"Siam Kurabo Co., Ltd",42430.0,2.0,
Sigma Spinning NV,42217.0,2.0,
JPP Mills Pvt Ltd,42705.0,2.0,www.jppmills.com
Civil Society,,,
Suppliers and Manufacturers,,,
Yunus Textile Mills Ltd.,41821.0,2.0,
Thermax Group,41821.0,2.0,
Synthesis Home Textiles Pvt Ltd,42186.0,3.0,
