League,Season,Date,game_id,Goal_Away,Team_Away,Win_Away,d_rating_Away,o_rating_Away,Goal_Home,Team_Home,Win_Home,d_rating_Home,o_rating_Home
Bundesliga,2020-2021,10/3/2020,3067,1,Hoffenheim,0,0.8321638000000001,0.29792988,2,Eint Frankfurt,1,1.1459639,0.41708454
Bundesliga,2020-2021,10/3/2020,3068,0,Schalke 04,0,1.1982489,0.18244722,4,RB Leipzig,1,1.5446146,0.8346841999999999
Bundesliga,2020-2021,10/30/2020,3089,1,Stuttgart,0,1.409797,0.45852154,1,Schalke 04,0,0.95775664,0.38474056
Bundesliga,2020-2021,10/31/2020,3090,2,Dortmund,1,1.924432,3.20149,0,Arminia,0,1.0362518,0.21187478
Bundesliga,2020-2021,10/31/2020,3091,1,Mainz 05,0,1.3397008999999998,0.031758823,3,Augsburg,1,0.99200696,0.37353626
Bundesliga,2020-2021,10/31/2020,3092,2,Bayern Munich,1,1.2727137,0.3781683,1,Köln,0,0.9325514000000001,0.009116075999999999
Bundesliga,2020-2021,10/31/2020,3093,1,Werder Bremen,0,0.7804609,0.39394993,1,Eint Frankfurt,0,1.2651042,0.42476842
Bundesliga,2020-2021,10/31/2020,3094,0,RB Leipzig,0,0.88896537,0.66770643,1,M'Gladbach,1,1.2214603000000002,0.9050888000000001
Bundesliga,2020-2021,10/4/2020,3069,0,Augsburg,0,0.8540976,1.1578282,0,Wolfsburg,0,0.6779722,0.25706726
Bundesliga,2020-2021,10/4/2020,3070,3,Hertha BSC,0,0.77617604,0.44338468,4,Bayern Munich,1,0.8146684000000001,0.700194
Bundesliga,2020-2021,11/1/2020,3095,4,Leverkusen,1,1.3313215,0.47585392,2,Freiburg,0,1.2704321,0.33767977
Bundesliga,2020-2021,11/1/2020,3096,1,Wolfsburg,0,0.77617604,0.0,1,Hertha BSC,0,0.77617604,0.27751705
Bundesliga,2020-2021,11/2/2020,3097,3,Union Berlin,1,1.0120959999999999,1.0564917,1,Hoffenheim,0,0.85279447,0.6793604
Bundesliga,2020-2021,11/21/2020,3107,2,Leverkusen,1,0.66678405,0.25274536,1,Arminia,0,0.85464394,1.8678663
Bundesliga,2020-2021,11/21/2020,3108,1,Werder Bremen,0,0.77617604,2.0261133,1,Bayern Munich,0,1.6487873,0.77777576
Bundesliga,2020-2021,11/21/2020,3109,2,Wolfsburg,1,1.9946432,2.6183113999999996,0,Schalke 04,0,0.8228053,0.31708714
Bundesliga,2020-2021,11/21/2020,3110,3,Stuttgart,0,0.90191054,0.8550173000000001,3,Hoffenheim,0,0.8132275999999999,1.5459154
Bundesliga,2020-2021,11/21/2020,3111,1,Augsburg,0,1.1816472,0.8648254999999999,1,M'Gladbach,0,1.6119874,1.1121198
Bundesliga,2020-2021,11/21/2020,3112,1,RB Leipzig,0,1.1028247,0.87349916,1,Eint Frankfurt,0,0.77617604,0.44729763
Bundesliga,2020-2021,11/21/2020,3113,5,Dortmund,1,1.2991986,1.1560304,2,Hertha BSC,0,0.91927075,0.33405408
Bundesliga,2020-2021,11/22/2020,3114,3,Mainz 05,1,0.91127944,1.3214962,1,Freiburg,0,1.426415,1.3200705
Bundesliga,2020-2021,11/22/2020,3115,2,Union Berlin,1,0.79754615,0.5899565999999999,1,Köln,0,0.8036536,0.09774115
Bundesliga,2020-2021,11/27/2020,3116,3,Werder Bremen,0,0.77617604,0.20976603,5,Wolfsburg,1,0.9186136,3.9593942
Bundesliga,2020-2021,11/28/2020,3117,2,Köln,1,0.77617604,1.1951323,1,Dortmund,0,1.8931575,0.039832786
Bundesliga,2020-2021,11/28/2020,3118,1,Arminia,0,1.3464987,0.10023985,2,RB Leipzig,1,0.9270139000000001,0.6143469
Bundesliga,2020-2021,11/28/2020,3119,1,Freiburg,0,0.9905902,0.0,1,Augsburg,0,1.306165,0.20502979
Bundesliga,2020-2021,11/28/2020,3120,3,Bayern Munich,1,0.7854219,0.9391265,1,Stuttgart,0,0.8249994,0.9045993
Bundesliga,2020-2021,11/28/2020,3121,3,Eint Frankfurt,0,0.77824765,0.49551544,3,Union Berlin,0,0.77617604,0.27464429999999995
Bundesliga,2020-2021,11/28/2020,3122,1,Schalke 04,0,1.1194237,0.0,4,M'Gladbach,1,1.3140288999999998,1.6440363000000002
Bundesliga,2020-2021,11/29/2020,3123,0,Hertha BSC,0,1.255348,0.12787081,0,Leverkusen,0,1.1661733,0.0
Bundesliga,2020-2021,11/29/2020,3124,1,Hoffenheim,0,1.0359411,0.2861427,1,Mainz 05,0,0.8181752,0.0
Bundesliga,2020-2021,11/6/2020,3098,1,Köln,0,0.77617604,0.1411624,1,Werder Bremen,0,1.5097218000000001,0.0
Bundesliga,2020-2021,11/7/2020,3099,3,Hertha BSC,1,1.6097956,0.1559546,0,Augsburg,0,1.369983,1.011347
Bundesliga,2020-2021,11/7/2020,3100,0,Freiburg,0,0.8048509,0.18960641,3,RB Leipzig,1,1.1095393999999998,1.091725
Bundesliga,2020-2021,11/7/2020,3101,2,Schalke 04,0,1.162313,1.3399165000000002,2,Mainz 05,0,0.77617604,0.9595281999999999
Bundesliga,2020-2021,11/7/2020,3102,0,Arminia,0,1.5513906000000002,0.0,5,Union Berlin,1,1.4936802,0.78917956
Bundesliga,2020-2021,11/7/2020,3103,2,Eint Frankfurt,0,0.98192537,0.025760643,2,Stuttgart,0,1.0701633999999998,0.13460459
Bundesliga,2020-2021,11/7/2020,3104,3,Bayern Munich,1,1.1755582,0.6449957,2,Dortmund,0,0.82376885,1.0123019
Bundesliga,2020-2021,11/8/2020,3105,1,Hoffenheim,0,1.0976278999999998,0.17419720000000002,2,Wolfsburg,1,0.87264746,0.7263409000000001
Bundesliga,2020-2021,11/8/2020,3106,3,M'Gladbach,0,0.79632354,0.4832099,4,Leverkusen,1,1.2002072,0.11153898400000001
Bundesliga,2020-2021,12/11/2020,3134,1,Eint Frankfurt,0,1.3627704,1.0059978,2,Wolfsburg,1,0.8285138000000001,1.6742941999999998
Bundesliga,2020-2021,12/12/2020,3135,1,Hertha BSC,0,1.3404815,0.77421284,1,M'Gladbach,0,1.0793197,0.29690853
Bundesliga,2020-2021,12/12/2020,3136,5,Stuttgart,1,0.8667149,0.8729115,1,Dortmund,0,0.75805426,1.76928
Bundesliga,2020-2021,12/12/2020,3137,0,Arminia,0,1.3751531000000001,0.03093917,2,Freiburg,1,0.8190994,1.2092571
Bundesliga,2020-2021,12/12/2020,3138,1,Köln,1,0.77617604,0.46646228,0,Mainz 05,0,0.83587265,0.6093357
Bundesliga,2020-2021,12/12/2020,3139,0,Werder Bremen,0,1.5339315,1.9986335,2,RB Leipzig,1,1.5308051,1.099688
Bundesliga,2020-2021,12/12/2020,3140,1,Bayern Munich,0,1.2623992,0.21670002,1,Union Berlin,0,0.91728425,1.5327287
Bundesliga,2020-2021,12/13/2020,3141,2,Schalke 04,0,1.4278674,0.59402937,2,Augsburg,0,0.8108908,0.5147206
Bundesliga,2020-2021,12/13/2020,3142,1,Hoffenheim,0,1.1843583999999998,0.0,4,Leverkusen,1,1.4238613000000002,1.1350870000000002
Bundesliga,2020-2021,12/15/2020,3143,3,M'Gladbach,0,0.9224295,0.21495646,3,Eint Frankfurt,0,0.87770534,0.75808054
Bundesliga,2020-2021,12/15/2020,3144,2,Dortmund,1,0.84629697,0.12736663,1,Werder Bremen,0,1.3465006000000002,0.6428401
Bundesliga,2020-2021,12/15/2020,3145,2,Union Berlin,0,0.79493976,0.38254496,2,Stuttgart,0,0.94875395,0.21733627
Bundesliga,2020-2021,12/15/2020,3146,0,Mainz 05,0,0.9628803,0.4508898,0,Hertha BSC,0,1.2521886999999998,0.87670213
Bundesliga,2020-2021,12/16/2020,3147,2,Freiburg,1,0.8103826999999999,0.21085382,0,Schalke 04,0,1.4349326999999998,1.1006702
Bundesliga,2020-2021,12/16/2020,3148,1,RB Leipzig,1,1.2812378,0.7825585,0,Hoffenheim,0,2.1996896,0.06986629
Bundesliga,2020-2021,12/16/2020,3149,4,Leverkusen,1,1.3206377,1.092069,0,Köln,0,1.0002687,0.0
Bundesliga,2020-2021,12/16/2020,3150,1,Wolfsburg,0,0.8005324,0.14204094,2,Bayern Munich,1,1.2007193999999999,2.0747187
Bundesliga,2020-2021,12/16/2020,3151,1,Augsburg,1,0.7839068,0.5449881,0,Arminia,0,0.77617604,0.19355184
Bundesliga,2020-2021,12/18/2020,3152,1,Dortmund,0,1.1541306999999998,0.7040495,2,Union Berlin,1,0.79847926,0.64603037
Bundesliga,2020-2021,12/19/2020,3153,2,Hoffenheim,1,1.0364037,2.0688294999999997,1,M'Gladbach,0,1.0921922,1.0284376
Bundesliga,2020-2021,12/19/2020,3154,1,Werder Bremen,1,1.2570188,0.68298805,0,Mainz 05,0,0.87897074,0.24948722
Bundesliga,2020-2021,12/19/2020,3155,1,Arminia,1,0.7844920999999999,0.7731203000000001,0,Schalke 04,0,0.77617604,0.0
Bundesliga,2020-2021,12/19/2020,3156,0,Köln,0,0.78420335,0.17897415,0,RB Leipzig,0,1.3282441999999999,0.40615276
Bundesliga,2020-2021,12/19/2020,3157,2,Eint Frankfurt,1,1.0400121,0.9301294,0,Augsburg,0,0.93146956,0.36884
Bundesliga,2020-2021,12/19/2020,3158,2,Bayern Munich,1,1.2519935,0.72505945,1,Leverkusen,0,1.2264868,0.044711158
Bundesliga,2020-2021,12/20/2020,3159,1,Hertha BSC,0,0.91988635,0.4014816,4,Freiburg,1,0.77617604,0.30912682
Bundesliga,2020-2021,12/20/2020,3160,0,Stuttgart,0,0.8911224,0.6086334,1,Wolfsburg,1,1.1313908000000001,0.40484884
Bundesliga,2020-2021,12/4/2020,3125,1,Union Berlin,0,0.8418936,0.0,3,Hertha BSC,1,1.4667238999999999,0.5250986999999999
Bundesliga,2020-2021,12/5/2020,3126,1,Mainz 05,0,0.80514705,0.30256809999999995,2,Arminia,1,1.0590684,0.8205899999999999
Bundesliga,2020-2021,12/5/2020,3127,2,M'Gladbach,0,1.1123627,1.3804871,2,Freiburg,0,0.8807169,0.6503645
Bundesliga,2020-2021,12/5/2020,3128,1,Dortmund,0,1.161015,0.2603767,1,Eint Frankfurt,0,0.77617604,0.15843391
Bundesliga,2020-2021,12/5/2020,3129,2,Wolfsburg,0,0.71806335,1.1408398000000002,2,Köln,0,1.1498796999999998,0.25239655
Bundesliga,2020-2021,12/5/2020,3130,3,RB Leipzig,0,1.087556,1.0259019,3,Bayern Munich,0,1.3532879999999998,0.16837266
Bundesliga,2020-2021,12/6/2020,3131,2,Stuttgart,1,1.3994148000000002,0.34931728,1,Werder Bremen,0,0.9274798000000001,0.41123185
Bundesliga,2020-2021,12/6/2020,3132,3,Leverkusen,1,0.7967417,0.5721785,0,Schalke 04,0,0.8450636,0.30890882
Bundesliga,2020-2021,12/7/2020,3133,1,Augsburg,0,0.8840847,0.0,3,Hoffenheim,1,0.90064883,0.9114931000000001
Bundesliga,2020-2021,2/12/2021,3223,1,Augsburg,0,1.0105393,0.18611529999999998,2,RB Leipzig,1,1.321177,2.1819243
Bundesliga,2020-2021,2/13/2021,3224,2,Hoffenheim,0,0.77617604,0.42132944,2,Dortmund,0,1.0301284,0.34894159999999996
Bundesliga,2020-2021,2/13/2021,3225,1,Hertha BSC,0,0.9553279,0.15513785,1,Stuttgart,0,1.1227701,0.47655994
Bundesliga,2020-2021,2/13/2021,3226,2,Mainz 05,0,0.77617604,0.43581343,2,Leverkusen,0,0.798082,1.1127021000000001
Bundesliga,2020-2021,2/13/2021,3227,0,Freiburg,0,1.7324116000000003,0.0,0,Werder Bremen,0,0.7854104000000001,0.81534296
Bundesliga,2020-2021,2/13/2021,3228,0,Schalke 04,0,1.0967298,8.159999999999999e-05,0,Union Berlin,0,0.77617604,0.50036514
Bundesliga,2020-2021,2/14/2021,3229,0,Köln,0,1.057132,0.47616664,2,Eint Frankfurt,1,0.9249658000000002,3.8622803999999995
Bundesliga,2020-2021,2/14/2021,3230,0,M'Gladbach,0,0.77617604,0.27080292,0,Wolfsburg,0,1.111934,0.001798101
Bundesliga,2020-2021,2/15/2021,3231,3,Arminia,0,0.84219635,1.1467886999999999,3,Bayern Munich,0,1.2194921,0.28685182
Bundesliga,2020-2021,2/19/2021,3232,3,Wolfsburg,1,1.3929584,0.04536304,0,Arminia,0,0.77617604,0.20459713
Bundesliga,2020-2021,2/20/2021,3233,2,Mainz 05,1,0.77617604,0.38458157,1,M'Gladbach,0,1.2524567,0.562243
Bundesliga,2020-2021,2/20/2021,3234,1,Stuttgart,1,0.82447106,0.37421253,0,Köln,0,0.75612473,0.5107853
Bundesliga,2020-2021,2/20/2021,3235,1,Union Berlin,1,0.77617604,1.4006435,0,Freiburg,0,0.8408774,0.0
Bundesliga,2020-2021,2/20/2021,3236,1,Bayern Munich,0,1.0152991,2.8072631,2,Eint Frankfurt,1,2.2087877000000002,0.13112625
Bundesliga,2020-2021,2/20/2021,3237,4,Dortmund,1,1.6154957,1.4827638,0,Schalke 04,0,1.4697793,0.0985229
Bundesliga,2020-2021,2/21/2021,3238,1,Leverkusen,0,1.2244825000000001,0.22322968,1,Augsburg,0,0.91301024,0.9417224000000001
Bundesliga,2020-2021,2/21/2021,3239,3,RB Leipzig,1,0.8914757,0.17276102,0,Hertha BSC,0,1.4866612,0.027002767
Bundesliga,2020-2021,2/21/2021,3240,0,Werder Bremen,0,1.2595078000000002,0.19655782,4,Hoffenheim,1,1.076144,0.33935365
Bundesliga,2020-2021,2/26/2021,3241,1,Eint Frankfurt,0,1.2389417999999999,1.0007714,2,Werder Bremen,1,0.77617604,0.9146553
Bundesliga,2020-2021,2/27/2021,3242,1,Köln,0,0.92912424,0.6696345,5,Bayern Munich,1,1.2510731000000002,1.2088146999999998
Bundesliga,2020-2021,2/27/2021,3243,0,Hertha BSC,0,0.77617604,0.12273846,2,Wolfsburg,1,1.8296261000000003,3.4853463
Bundesliga,2020-2021,2/27/2021,3244,0,Arminia,0,1.7282107,0.69635445,3,Dortmund,1,0.9510006,1.2355337
Bundesliga,2020-2021,2/27/2021,3245,1,Schalke 04,0,1.4671016000000001,0.86901087,5,Stuttgart,1,1.0821693000000001,1.0853593000000001
Bundesliga,2020-2021,2/27/2021,3246,2,M'Gladbach,0,0.77797323,0.44128716,3,RB Leipzig,1,0.8846466999999999,0.4494741
Bundesliga,2020-2021,2/28/2021,3247,1,Hoffenheim,0,0.7909164000000001,2.1899583,1,Union Berlin,0,1.0645018,0.28198576
Bundesliga,2020-2021,2/28/2021,3248,1,Augsburg,1,0.77617604,0.84239197,0,Mainz 05,0,0.8018538000000001,0.17379493
Bundesliga,2020-2021,2/28/2021,3249,2,Freiburg,1,0.77617604,0.39903754,1,Leverkusen,0,0.8024392,2.0760389999999997
Bundesliga,2020-2021,2/5/2021,3215,1,Bayern Munich,1,1.2370944,0.7362868,0,Hertha BSC,0,0.96190524,0.74795306
Bundesliga,2020-2021,2/6/2021,3216,2,Stuttgart,0,0.77617604,0.37250575,5,Leverkusen,1,0.8358754999999999,2.0727024
Bundesliga,2020-2021,2/6/2021,3217,3,RB Leipzig,1,1.1119871000000001,0.7251755999999999,0,Schalke 04,0,1.2484386,0.6621005999999999
Bundesliga,2020-2021,2/6/2021,3218,2,Wolfsburg,1,1.240686,4.1891837,0,Augsburg,0,0.7866677,0.7288856
Bundesliga,2020-2021,2/6/2021,3219,1,Dortmund,0,1.6185994,1.2210896,2,Freiburg,1,0.9705007,0.5819582
Bundesliga,2020-2021,2/6/2021,3220,0,Union Berlin,0,0.6347828000000001,0.37201205,1,Mainz 05,1,0.77617604,0.7506234
Bundesliga,2020-2021,2/6/2021,3221,2,Köln,1,0.8223035,0.71571684,1,M'Gladbach,0,1.1640692,1.3436749
Bundesliga,2020-2021,2/7/2021,3222,3,Eint Frankfurt,1,1.1376572,0.9240290999999999,1,Hoffenheim,0,0.9913247,0.5523585
Bundesliga,2020-2021,3/10/2021,3259,2,Werder Bremen,1,0.77617604,1.0878792,0,Arminia,0,0.8387878000000001,0.11223419
Bundesliga,2020-2021,3/12/2021,3260,1,M'Gladbach,0,0.9460370000000001,0.74421453,3,Augsburg,1,0.9387344999999999,0.25758502
Bundesliga,2020-2021,3/13/2021,3261,3,Bayern Munich,1,0.8357720999999999,1.4670576000000002,1,Werder Bremen,0,1.2935047,1.2450783
Bundesliga,2020-2021,3/13/2021,3262,0,Schalke 04,0,1.0567656,0.12616235,5,Wolfsburg,1,1.0941428999999998,0.6267815
Bundesliga,2020-2021,3/13/2021,3263,0,Freiburg,0,1.0494661,0.5390914000000001,1,Mainz 05,1,1.1898408999999999,0.65041155
Bundesliga,2020-2021,3/13/2021,3264,1,Köln,0,1.253652,0.5562444999999999,2,Union Berlin,1,1.1267486999999998,0.5540894000000001
Bundesliga,2020-2021,3/13/2021,3265,0,Hertha BSC,0,0.96258163,0.28410354,2,Dortmund,1,1.5891445,1.4297338
Bundesliga,2020-2021,3/14/2021,3266,2,Arminia,1,0.83744806,0.8169428000000001,1,Leverkusen,0,1.5539806,1.1894336
Bundesliga,2020-2021,3/14/2021,3267,1,Eint Frankfurt,0,0.92747825,0.23154299999999997,1,RB Leipzig,0,1.0015453,1.0213641
Bundesliga,2020-2021,3/14/2021,3268,0,Hoffenheim,0,0.9037931,0.34378043,2,Stuttgart,1,1.1826403,1.3648381
Bundesliga,2020-2021,3/19/2021,3269,1,RB Leipzig,1,0.8726381999999999,1.0817848,0,Arminia,0,0.77617604,0.28387043
Bundesliga,2020-2021,3/20/2021,3270,2,Union Berlin,0,1.1164193999999998,0.17973429,5,Eint Frankfurt,1,1.2930408000000002,2.4534476
Bundesliga,2020-2021,3/20/2021,3271,0,Stuttgart,0,0.88357836,1.270714,4,Bayern Munich,1,0.79161876,1.9852558
Bundesliga,2020-2021,3/20/2021,3272,2,Wolfsburg,1,0.77617604,0.3482687,1,Werder Bremen,0,1.0892196,0.19967586
Bundesliga,2020-2021,3/20/2021,3273,2,Dortmund,0,0.94762224,1.2749996000000001,2,Köln,0,1.0468735999999998,0.33280158
Bundesliga,2020-2021,3/20/2021,3274,3,M'Gladbach,1,1.135817,3.5312523999999996,0,Schalke 04,0,1.1324518,0.058052354
Bundesliga,2020-2021,3/21/2021,3275,2,Mainz 05,1,0.77617604,0.6432408000000001,1,Hoffenheim,0,0.7108846,0.0
Bundesliga,2020-2021,3/21/2021,3276,0,Leverkusen,0,1.4549401000000002,0.42354882,3,Hertha BSC,1,0.77617604,0.8566818000000002
Bundesliga,2020-2021,3/21/2021,3277,0,Augsburg,0,0.9672110999999999,0.19907573,2,Freiburg,1,0.8474972,0.68031365
Bundesliga,2020-2021,3/5/2021,3250,0,Mainz 05,0,1.1640176000000002,0.25621350000000004,0,Schalke 04,0,0.77617604,0.8895626
Bundesliga,2020-2021,3/6/2021,3251,1,Augsburg,0,0.9667131,1.1592052,2,Hertha BSC,1,0.82948685,0.0057683809999999995
Bundesliga,2020-2021,3/6/2021,3252,1,Leverkusen,1,1.3496188999999998,0.09302785,0,M'Gladbach,0,0.93913096,0.38642818
Bundesliga,2020-2021,3/6/2021,3253,3,RB Leipzig,1,0.9543261999999999,1.355459,0,Freiburg,0,0.78289294,0.20129055
Bundesliga,2020-2021,3/6/2021,3254,1,Stuttgart,0,0.77617604,0.52085567,1,Eint Frankfurt,0,0.7840467,0.53462726
Bundesliga,2020-2021,3/6/2021,3255,1,Wolfsburg,0,0.9133945,0.4734016,2,Hoffenheim,1,0.77617604,0.36886656
Bundesliga,2020-2021,3/6/2021,3256,2,Dortmund,0,0.8784881999999999,0.98083895,4,Bayern Munich,1,1.2138893999999998,1.9678768
Bundesliga,2020-2021,3/7/2021,3257,1,Werder Bremen,0,0.79872686,0.5394306999999999,1,Köln,0,1.3598253,0.22360078
Bundesliga,2020-2021,3/7/2021,3258,0,Union Berlin,0,1.4422843,0.69478035,0,Arminia,0,1.5121361999999998,0.36362746
Bundesliga,2020-2021,4/10/2021,3288,3,Wolfsburg,0,1.0899493999999998,0.39841872,4,Eint Frankfurt,1,1.2646451,0.8212497
Bundesliga,2020-2021,4/10/2021,3289,4,RB Leipzig,1,1.7568026,0.08609468,1,Werder Bremen,0,1.0037806,0.45145062
Bundesliga,2020-2021,4/10/2021,3290,2,M'Gladbach,0,0.788307,0.79566705,2,Hertha BSC,0,0.8672848,0.41466317
Bundesliga,2020-2021,4/10/2021,3291,1,Union Berlin,0,0.9376755999999999,0.7772501,1,Bayern Munich,0,0.89290047,0.24065164
Bundesliga,2020-2021,4/10/2021,3292,3,Dortmund,1,0.96288294,0.8159585,2,Stuttgart,0,0.93165743,0.48917648
Bundesliga,2020-2021,4/11/2021,3293,0,Augsburg,0,1.2689247,0.0,1,Schalke 04,1,0.7837038000000001,0.93882245
Bundesliga,2020-2021,4/11/2021,3294,3,Mainz 05,1,0.77617604,0.34160009999999996,2,Köln,0,0.7347411,0.60846514
Bundesliga,2020-2021,4/12/2021,3295,0,Leverkusen,0,1.3316145000000001,0.43275484,0,Hoffenheim,0,0.78579056,0.37013182
Bundesliga,2020-2021,4/16/2021,3296,0,Hoffenheim,0,1.9254310000000001,2.7636235,0,RB Leipzig,0,1.7376256,0.9012991
Bundesliga,2020-2021,4/17/2021,3297,0,Arminia,0,0.77617604,0.54192203,0,Augsburg,0,0.75602806,0.31053245
Bundesliga,2020-2021,4/17/2021,3298,3,Bayern Munich,1,0.9980326999999999,0.7685401,2,Wolfsburg,0,1.0677211000000002,0.28126818
Bundesliga,2020-2021,4/17/2021,3299,1,Stuttgart,0,1.290894,0.06842247,2,Union Berlin,1,1.0678725,0.002440825
Bundesliga,2020-2021,4/17/2021,3300,0,Schalke 04,0,1.0823863999999999,0.21300937,4,Freiburg,1,1.3789907,0.5762356
Bundesliga,2020-2021,4/17/2021,3301,0,Eint Frankfurt,0,1.2844826999999999,0.61105776,4,M'Gladbach,1,0.98282135,4.3536790000000005
Bundesliga,2020-2021,4/17/2021,3302,0,Köln,0,1.3361833,0.9897075000000001,3,Leverkusen,1,1.0880355,0.64655364
Bundesliga,2020-2021,4/18/2021,3303,1,Werder Bremen,0,1.1242812,1.1349521999999999,4,Dortmund,1,1.4847431,1.6094743
Bundesliga,2020-2021,4/20/2021,3304,1,RB Leipzig,0,1.4463778,1.0053518,2,Köln,1,0.81484425,0.8936543
Bundesliga,2020-2021,4/20/2021,3305,0,Leverkusen,0,1.5050572,0.62057513,2,Bayern Munich,1,1.2839391000000002,1.5327620000000002
Bundesliga,2020-2021,4/20/2021,3306,0,Schalke 04,0,0.8026288,0.118109465,1,Arminia,1,0.77698255,1.7430994999999998
Bundesliga,2020-2021,4/20/2021,3307,0,Augsburg,0,0.77617604,0.7599241,2,Eint Frankfurt,1,1.0365757,0.3698045
Bundesliga,2020-2021,4/21/2021,3308,1,Mainz 05,1,0.7822795,2.4330060000000002,0,Werder Bremen,0,0.716462,1.0573242
Bundesliga,2020-2021,4/21/2021,3309,3,Wolfsburg,1,1.2911453000000002,1.1691439,1,Stuttgart,0,1.3573263,0.49183038
Bundesliga,2020-2021,4/21/2021,3310,0,Union Berlin,0,1.6241642,0.43703303,2,Dortmund,1,1.6391950000000002,1.4909468000000001
Bundesliga,2020-2021,4/21/2021,3311,2,M'Gladbach,0,0.93314886,0.29184964,3,Hoffenheim,1,0.8085512,0.30742317
Bundesliga,2020-2021,4/23/2021,3312,3,Köln,1,0.77617604,0.5397056,2,Augsburg,0,0.84045464,0.0
Bundesliga,2020-2021,4/24/2021,3313,1,Hoffenheim,0,0.7089283000000001,0.6311106,1,Freiburg,0,1.2909548,1.2492653
Bundesliga,2020-2021,4/24/2021,3314,1,Bayern Munich,0,0.9300450000000001,0.29961988,2,Mainz 05,1,0.9944265999999999,1.6146729
Bundesliga,2020-2021,4/24/2021,3315,1,Werder Bremen,0,0.77617604,0.47409487,3,Union Berlin,1,0.5765157,0.0
Bundesliga,2020-2021,4/24/2021,3316,2,Dortmund,1,0.77617604,0.8285714,0,Wolfsburg,0,1.2776021999999998,0.40722933
Bundesliga,2020-2021,4/24/2021,3317,1,Eint Frankfurt,0,0.95351005,0.87080276,3,Leverkusen,1,1.1328768,1.0770973999999998
Bundesliga,2020-2021,4/25/2021,3318,0,Stuttgart,0,1.2324481000000003,0.3674073,2,RB Leipzig,1,1.6892063999999998,0.9278108
Bundesliga,2020-2021,4/25/2021,3319,0,Arminia,0,1.3871338,0.0,5,M'Gladbach,1,1.2927548999999998,1.7788906000000002
Bundesliga,2020-2021,4/3/2021,3278,0,Köln,0,0.78517187,0.8889681,1,Wolfsburg,1,0.87742877,0.24262172
Bundesliga,2020-2021,4/3/2021,3279,1,Arminia,0,0.8483803,0.28593564,1,Mainz 05,0,1.1532056,0.41031083
Bundesliga,2020-2021,4/3/2021,3280,1,Hoffenheim,0,0.9279003,0.11829676,2,Augsburg,1,0.84643245,0.38377956
Bundesliga,2020-2021,4/3/2021,3281,1,Schalke 04,0,1.4576315,0.13248634,2,Leverkusen,1,1.9031974999999999,1.5749053999999998
Bundesliga,2020-2021,4/3/2021,3282,2,Eint Frankfurt,1,0.88635445,1.0763061999999999,1,Dortmund,0,1.0417942,0.7162026
Bundesliga,2020-2021,4/3/2021,3283,1,Bayern Munich,1,1.0220671000000001,0.822617,0,RB Leipzig,0,0.9805520000000001,0.7540114
Bundesliga,2020-2021,4/3/2021,3284,1,Freiburg,0,0.8697034,2.110905,2,M'Gladbach,1,0.96732914,2.6467202000000003
Bundesliga,2020-2021,4/4/2021,3285,0,Werder Bremen,0,0.92177105,0.5185641,1,Stuttgart,1,1.0210133,1.0669441000000002
Bundesliga,2020-2021,4/4/2021,3286,1,Hertha BSC,0,1.3467381,0.0,1,Union Berlin,0,1.2836848,0.114902265
Bundesliga,2020-2021,4/9/2021,3287,0,Freiburg,0,0.5612743,0.7315998,1,Arminia,1,0.86916715,0.9661484
Bundesliga,2020-2021,9/18/2020,3044,0,Schalke 04,0,1.3382558999999998,0.29457065,8,Bayern Munich,1,0.70323706,2.2107115
Bundesliga,2020-2021,9/19/2020,3045,3,Hoffenheim,1,0.77038485,0.01311861,2,Köln,0,1.0872374,1.0014716000000001
Bundesliga,2020-2021,9/19/2020,3046,1,Arminia,0,0.9832138000000001,1.3246347,1,Eint Frankfurt,0,1.0203401,0.36641455
Bundesliga,2020-2021,9/19/2020,3047,4,Hertha BSC,1,0.8469464,0.42040506,1,Werder Bremen,0,0.77617604,0.32627448
Bundesliga,2020-2021,9/19/2020,3048,3,Augsburg,1,0.7605297,1.7145164000000002,1,Union Berlin,0,0.8101809,0.33450019999999997
Bundesliga,2020-2021,9/19/2020,3049,3,Freiburg,1,0.77617604,0.6332948,2,Stuttgart,0,1.0163403,0.16088781
Bundesliga,2020-2021,9/19/2020,3050,0,M'Gladbach,0,1.5278329,0.49926382,3,Dortmund,1,1.7180402,0.99548125
Bundesliga,2020-2021,9/20/2020,3051,1,Mainz 05,0,0.77617604,0.42095720000000003,3,RB Leipzig,1,1.3910631000000002,1.6941713
Bundesliga,2020-2021,9/20/2020,3052,0,Leverkusen,0,0.8761933000000001,0.30683258,0,Wolfsburg,0,1.1327566999999998,0.07147708
Bundesliga,2020-2021,9/25/2020,3053,3,Eint Frankfurt,1,1.2505097,0.43682867,1,Hertha BSC,0,1.2584859,0.44747627
Bundesliga,2020-2021,9/26/2020,3054,4,Stuttgart,1,0.9697753,1.4707853000000002,1,Mainz 05,0,0.9243180000000001,0.009642817
Bundesliga,2020-2021,9/26/2020,3055,0,Köln,0,0.6794123000000001,0.09814818,1,Arminia,1,0.7784065,0.3731372
Bundesliga,2020-2021,9/26/2020,3056,1,RB Leipzig,0,1.1366946000000002,0.68307346,1,Leverkusen,0,0.9403014000000001,0.04894252
