Restaurant_id,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,ID_TA
id_1213,Dublin,Other,1216,5.0,NaN,NaN,d7246537
id_550,Dublin,Irish,551,4.0,$$ - $$$,118.0,d3153451
id_2198,Milan,  Pub,2200,4.0,$,75.0,d4909559
id_3803,London,  Vegan Options,3810,4.5,$,25.0,d11721387
id_253,Prague,  Czech,254,4.5,$$ - $$$,307.0,d3192062
id_35,Budapest,  Vegan Options,36,4.5,$$ - $$$,2340.0,d696117
id_4452,Rome,  Bar,4453,4.0,$$ - $$$,171.0,d7995957
id_885,Dublin,Irish,886,3.5,$$ - $$$,250.0,d1771808
id_7028,Barcelona,  Middle Eastern,7029,3.0,$$ - $$$,125.0,d3535931
id_716,Budapest,Fast Food,717,5.0,$,9.0,d12667708
id_684,Prague,  International,685,4.0,$$ - $$$,75.0,d944247
id_960,Athens,Greek,962,4.5,$,4.0,d12598141
id_1,Zurich,  Gluten Free Options,2,4.5,$$ - $$$,418.0,d10169867
id_2044,Budapest,Italian,2045,3.5,NaN,5.0,d10498197
id_456,Rome,  Gluten Free Options,457,4.5,$$ - $$$,1237.0,d3134650
id_2858,London,  Vegetarian Friendly,2863,4.0,$$ - $$$,459.0,d4052905
id_5257,Berlin,  Thai,5259,4.0,NaN,3.0,d10266473
id_3891,Milan,Italian,3893,3.5,NaN,6.0,d1901926
id_1188,Rome,  Sushi,1189,4.0,$$ - $$$,173.0,d11895495
id_18,Dublin,  European,19,4.5,$$ - $$$,670.0,d6482548
id_322,Dublin,  Vegan Options,323,4.5,$$ - $$$,55.0,d12564018
id_6135,Berlin,Indian,6137,3.0,$,11.0,d8673833
id_214,Dublin,  British,215,4.0,$$ - $$$,1774.0,d4236147
id_1585,Lyon,Italian,1586,4.0,$$ - $$$,25.0,d4295258
id_2170,Lyon,Other,2171,4.0,NaN,5.0,d5962368
id_459,Budapest,  Vegan Options,460,4.5,$,77.0,d8362340
id_9466,London,Other,9475,5.0,NaN,NaN,d1043805
id_3233,Rome,  Mediterranean,3234,3.5,$$ - $$$,209.0,d11998026
id_4293,Rome,  Street Food,4294,5.0,$,14.0,d10595133
id_778,Lisbon,  Vegan Options,779,4.5,$,45.0,d8729508
id_2098,Barcelona,  Mediterranean,2099,4.0,$,41.0,d7952588
id_1850,Lisbon,Other,1853,5.0,NaN,3.0,d10734451
id_4526,Paris,  Bar,4527,3.5,$$ - $$$,154.0,d952068
id_205,Barcelona,Brew Pub,206,4.5,$$ - $$$,613.0,d3499028
id_4166,London,Indian,4173,3.5,$$ - $$$,3135.0,d779012
id_198,Zurich,Italian,200,4.0,$$$$,211.0,d797737
id_36,Lyon,French,37,4.5,$$$$,419.0,d1898848
id_9010,Paris,Other,9012,3.5,NaN,17.0,d12321528
id_20,Budapest,  Vegan Options,21,4.5,$$$$,956.0,d696038
id_1257,Madrid,  Asian,1259,4.0,$$ - $$$,121.0,d2096546
id_197,Bratislava,American,198,4.5,$$ - $$$,6.0,d13203526
id_2561,Prague,  Czech,2567,3.5,$$ - $$$,89.0,d2175380
id_3998,Rome,  Pizza,3999,4.0,$$ - $$$,137.0,d2323613
id_6936,London,  Cafe,6945,3.5,$$ - $$$,28.0,d12536774
id_697,Prague,European,698,4.5,$$ - $$$,68.0,d694885
id_2393,Paris,  European,2394,4.0,$$ - $$$,142.0,d1071288
id_5624,Berlin,Spanish,5626,4.0,NaN,6.0,d3805143
id_13815,London,  Central American,13825,3.5,$,28.0,d2176100
id_538,Stockholm,  Bar,539,4.0,$$ - $$$,82.0,d780673
id_451,Lisbon,  Portuguese,452,5.0,$,78.0,d8591395
id_7122,London,Bar,7131,4.0,$$ - $$$,79.0,d3322305
id_357,Milan,  Contemporary,358,4.0,$$ - $$$,472.0,d8076891
id_456,Rome,  Pizza,457,4.5,$$ - $$$,1237.0,d3134650
id_72,Zurich,  Vegetarian Friendly,73,4.0,$$ - $$$,371.0,d1018940
id_773,Munich,Italian,781,4.0,$$ - $$$,37.0,d5520230
id_194,Munich,  Gluten Free Options,196,4.0,$$ - $$$,106.0,d4818393
id_2224,Paris,  Wine Bar,2225,4.5,$$ - $$$,140.0,d782237
id_2620,London,  International,2625,4.0,$$ - $$$,372.0,d3192453
id_1630,Lisbon,Italian,1631,4.5,$$ - $$$,9.0,d12081682
id_155,Amsterdam,  Vegetarian Friendly,156,4.5,$$ - $$$,482.0,d4588301
id_3327,London,  Vegetarian Friendly,3334,4.0,$$ - $$$,143.0,d953657
id_1820,Milan,Italian,1822,3.5,$,567.0,d1100325
id_1841,Copenhagen,Other,1846,3.0,NaN,16.0,d11841754
id_460,Munich,  Mediterranean,464,4.5,$$ - $$$,47.0,d1039687
id_4670,London,  Vegetarian Friendly,4678,5.0,$$ - $$$,19.0,d10070252
id_344,Milan,Italian,345,4.0,$$ - $$$,732.0,d2648160
id_1879,Lisbon,  Gluten Free Options,1882,4.0,$,33.0,d9739262
id_2192,Lisbon,Japanese,2195,4.0,NaN,7.0,d5981466
id_393,Hamburg,Cafe,394,4.0,$$ - $$$,77.0,d1873223
id_1698,Paris,French,1699,4.5,$$ - $$$,135.0,d1069513
id_1391,Budapest,American,1392,5.0,NaN,NaN,d7724601
id_1968,Vienna,  European,1970,4.0,$$ - $$$,39.0,d7920021
id_886,Bratislava,Other,888,1.0,NaN,3.0,d7995801
id_3287,Rome,  Mediterranean,3288,4.5,$,44.0,d9710052
id_1556,Rome,Seafood,1557,4.5,$$ - $$$,287.0,d1095455
id_216,Copenhagen,Bar,217,4.5,$$ - $$$,125.0,d8121703
id_4505,Paris,Other,4506,4.0,NaN,57.0,d3612769
id_7226,London,Portuguese,7235,4.5,$,16.0,d3191302
id_4310,London,  Cafe,4317,4.0,$$ - $$$,122.0,d3661709
id_5604,Madrid,  Halal,5607,3.0,$,83.0,d2149251
id_522,Budapest,  Bar,523,4.5,$$ - $$$,40.0,d9710368
id_4217,London,  Gluten Free Options,4224,4.0,$$ - $$$,169.0,d1019284
id_7534,Madrid,  Pub,7541,3.0,$$ - $$$,174.0,d990664
id_1857,Budapest,Other,1858,4.0,NaN,2.0,d12359266
id_1831,Paris,  Vegetarian Friendly,1832,4.5,$$ - $$$,111.0,d4212687
id_633,Milan,Italian,635,3.5,$$ - $$$,743.0,d7660183
id_1261,Rome,  Fast Food,1262,4.0,$,822.0,d4811912
id_5177,Milan,Mediterranean,5180,4.0,$,18.0,d3266560
id_522,Budapest,  Vegetarian Friendly,523,4.5,$$ - $$$,40.0,d9710368
id_2561,Prague,  Central European,2567,3.5,$$ - $$$,89.0,d2175380
id_3303,Barcelona,  European,3304,4.0,$$ - $$$,61.0,d997616
id_6536,Barcelona,Seafood,6537,3.5,$$ - $$$,122.0,d4436498
id_9780,London,  British,9789,3.5,$$ - $$$,162.0,d3613533
id_5673,Rome,  South American,5675,5.0,$,NaN,d12322989
id_3341,Lisbon,European,3345,3.5,NaN,3.0,d8772965
id_8524,Madrid,Italian,8531,2.0,$$ - $$$,NaN,d12842987
id_1041,Stockholm,  Swedish,1042,4.0,NaN,37.0,d3529487
id_13892,Paris,  Delicatessen,13894,5.0,$$ - $$$,NaN,d8660001
id_820,Milan,  Pizza,822,4.0,$,186.0,d2486144
id_580,Bratislava,European,581,4.5,NaN,3.0,d951933
id_810,Madrid,  Barbecue,811,4.5,$,79.0,d9714837
id_131,Dublin,  Gluten Free Options,132,4.5,$$ - $$$,404.0,d3859070
id_304,Oporto,  European,305,4.5,$,70.0,d6946964
id_1501,Barcelona,  Mediterranean,1502,4.0,$$ - $$$,144.0,d8737446
id_4368,Madrid,  South American,4370,4.0,$,24.0,d2712118
id_526,Copenhagen,Vietnamese,527,4.5,$$ - $$$,13.0,d12936186
id_2791,Brussels,Chinese,2792,3.0,$$ - $$$,12.0,d8155327
id_400,London,  Gluten Free Options,401,4.5,$$$$,1084.0,d1029286
id_403,Dublin,  Vegetarian Friendly,404,4.5,$$ - $$$,275.0,d5533891
id_8,Oslo,Indian,9,4.5,$$ - $$$,956.0,d9459585
id_2055,Amsterdam,Other,2060,4.5,NaN,8.0,d10488130
id_3127,Berlin,German,3129,4.0,$$ - $$$,12.0,d3702312
id_541,Lyon,  Vietnamese,542,4.0,$$ - $$$,138.0,d2641947
id_1033,London,  Gluten Free Options,1035,4.5,$$ - $$$,193.0,d8599829
id_1374,Copenhagen,  Danish,1376,3.5,$$ - $$$,66.0,d6618276
id_7335,London,Bar,7344,4.0,$$ - $$$,50.0,d4600862
id_1228,Barcelona,  Spanish,1229,4.0,$$ - $$$,277.0,d790369
id_3582,Barcelona,Spanish,3583,5.0,$$ - $$$,9.0,d4814839
id_253,Prague,  Central European,254,4.5,$$ - $$$,307.0,d3192062
id_1461,Milan,  Sushi,1463,3.5,$,283.0,d2589168
id_1323,Dublin,  Gluten Free Options,1326,3.5,$,113.0,d3431140
id_3031,Milan,  Seafood,3033,4.5,$$ - $$$,4.0,d13198202
id_2792,Prague,European,2798,4.5,NaN,3.0,d4768668
id_1341,Vienna,Italian,1342,3.5,$,110.0,d941095
id_2792,Prague,  Czech,2798,4.5,NaN,3.0,d4768668
id_984,London,  Vegan Options,986,4.0,$$$$,928.0,d793183
id_12307,London,  Thai,12317,3.5,$$ - $$$,63.0,d1018974
id_1776,Brussels,  European,1777,4.5,$,3.0,d11445075
id_13747,London,Bar,13757,3.5,$$ - $$$,39.0,d4919283
id_3703,Paris,  Seafood,3704,3.5,$$ - $$$,1135.0,d5943832
id_4232,London,  Gluten Free Options,4239,4.0,$$ - $$$,177.0,d718937
id_4021,Rome,Italian,4022,5.0,$,11.0,d11885698
id_6536,Barcelona,  Mediterranean,6537,3.5,$$ - $$$,122.0,d4436498
id_522,Budapest,  Cafe,523,4.5,$$ - $$$,40.0,d9710368
id_459,Milan,  Mediterranean,460,4.0,$$$$,484.0,d1231908
id_1976,Paris,French,1977,4.0,$$ - $$$,345.0,d807906
id_945,Berlin,  Mediterranean,946,4.0,$,164.0,d4823847
id_86,Budapest,  Eastern European,87,4.5,$$ - $$$,1256.0,d779921
id_2171,Berlin,  Grill,2173,3.5,$$ - $$$,130.0,d1359957
id_1684,Dublin,Other,1688,3.0,NaN,8.0,d11958324
id_2460,Milan,  Sushi,2462,3.5,$,170.0,d3738693
id_541,Lyon,Asian,542,4.0,$$ - $$$,138.0,d2641947
id_270,Warsaw,  Pub,271,4.0,$$ - $$$,85.0,d8797372
id_4310,London,  Vegetarian Friendly,4317,4.0,$$ - $$$,122.0,d3661709
id_4348,London,  Bar,4355,4.5,$$ - $$$,120.0,d4324139
id_633,Milan,  Pizza,635,3.5,$$ - $$$,743.0,d7660183
id_460,Munich,  European,464,4.5,$$ - $$$,47.0,d1039687
id_7183,Paris,  Mediterranean,7184,3.5,$,115.0,d1013511
id_7226,London,  European,7235,4.5,$,16.0,d3191302
id_2047,Prague,  Mediterranean,2050,5.0,$$ - $$$,NaN,d12243659
id_10381,Paris,Bar,10383,4.0,$$ - $$$,3.0,d12571297
id_4974,Milan,  Nepali,4977,3.5,$$ - $$$,11.0,d8339929
id_4670,London,  Mediterranean,4678,5.0,$$ - $$$,19.0,d10070252
id_2098,Barcelona,  Spanish,2099,4.0,$,41.0,d7952588
id_926,Barcelona,Italian,927,4.5,$$ - $$$,133.0,d8264568
id_4310,London,Italian,4317,4.0,$$ - $$$,122.0,d3661709
id_18,Dublin,  Vegetarian Friendly,19,4.5,$$ - $$$,670.0,d6482548
id_4208,Berlin,Mexican,4210,3.5,$$ - $$$,23.0,d7624770
id_1976,Paris,  European,1977,4.0,$$ - $$$,345.0,d807906
id_111,Edinburgh,Bar,112,4.5,$$ - $$$,1951.0,d1186842
id_4481,Milan,  Pizza,4484,3.0,$$ - $$$,1063.0,d2204143
id_550,Dublin,  Gluten Free Options,551,4.0,$$ - $$$,118.0,d3153451
id_2041,Madrid,  Vegetarian Friendly,2043,3.5,$$ - $$$,172.0,d6868018
id_483,Madrid,  Gluten Free Options,484,4.5,$$ - $$$,166.0,d7310999
id_1994,Munich,  Healthy,2010,3.5,$,50.0,d2517446
id_3031,Milan,  Healthy,3033,4.5,$$ - $$$,4.0,d13198202
id_6536,Barcelona,  Spanish,6537,3.5,$$ - $$$,122.0,d4436498
id_1010,Berlin,  Gluten Free Options,1012,3.5,$$ - $$$,440.0,d1507237
id_384,Copenhagen,  Mediterranean,385,4.5,$$ - $$$,40.0,d10072291
id_5503,Madrid,Other,5506,3.5,NaN,3.0,d990817
id_374,Lisbon,  Vegan Options,375,4.0,$$ - $$$,497.0,d697259
id_903,Madrid,Spanish,904,4.5,$,28.0,d12500357
id_2825,Brussels,  Asian,2826,3.0,$$ - $$$,113.0,d1093016
id_2889,Rome,  Argentinean,2890,4.5,$,15.0,d12323685
id_5889,London,  Vegan Options,5898,4.0,$$ - $$$,41.0,d6826426
id_486,Zurich,  Vegetarian Friendly,489,4.0,$$ - $$$,90.0,d1139366
id_14134,London,  Pizza,14144,3.5,$$ - $$$,52.0,d734267
id_15646,London,Other,15658,2.5,NaN,3.0,d5440481
id_2575,Paris,  Vegetarian Friendly,2576,4.0,$$ - $$$,205.0,d719805
id_396,Barcelona,Japanese,397,5.0,$$ - $$$,45.0,d12384001
id_1498,Zurich,Other,1503,3.0,NaN,5.0,d9729580
id_3662,Barcelona,Spanish,3663,4.0,$,26.0,d5587837
id_7992,Madrid,Other,7999,3.0,NaN,9.0,d10430050
id_53,Bratislava,  Mediterranean,54,4.0,$$$$,313.0,d1112673
id_214,Milan,  Gluten Free Options,215,4.0,$$$$,1613.0,d5264429
id_4452,Rome,  European,4453,4.0,$$ - $$$,171.0,d7995957
id_820,Vienna,European,821,4.0,$$ - $$$,130.0,d1963456
id_529,Milan,  Seafood,530,4.5,$$ - $$$,233.0,d3691545
id_11306,London,Mediterranean,11316,3.5,$$ - $$$,47.0,d2643319
id_4681,Rome,Italian,4682,5.0,$,12.0,d7197803
id_1010,Hamburg,Other,1012,4.5,NaN,9.0,d1347837
id_1945,Vienna,Other,1947,4.0,NaN,5.0,d12556149
id_53,Bratislava,  Central European,54,4.0,$$$$,313.0,d1112673
id_1675,Lisbon,  Mexican,1676,4.0,$$ - $$$,41.0,d10170180
id_85,Barcelona,Spanish,86,4.5,$$ - $$$,2186.0,d697571
id_2355,Barcelona,Mediterranean,2356,4.5,$$$$,15.0,d12254437
id_977,Munich,Vietnamese,986,4.0,$$ - $$$,16.0,d11631425
id_540,Bratislava,Other,541,3.5,NaN,3.0,d4770088
id_284,Paris,  Middle Eastern,285,5.0,$,93.0,d11929974
id_230,Oporto,  Gluten Free Options,231,4.0,$$ - $$$,352.0,d4007924
id_13850,London,Pizza,13860,3.5,$$ - $$$,32.0,d7949523
id_885,Dublin,  Bar,886,3.5,$$ - $$$,250.0,d1771808
id_1239,Rome,  Soups,1240,4.0,$$ - $$$,302.0,d4023512
id_4166,London,  Vegetarian Friendly,4173,3.5,$$ - $$$,3135.0,d779012
id_716,Budapest,  European,717,5.0,$,9.0,d12667708
id_1334,Hamburg,  Pub,1336,5.0,$,NaN,d12384552
id_5611,London,  European,5620,5.0,$$ - $$$,8.0,d12971996
id_4845,London,European,4854,4.0,$$ - $$$,206.0,d3400459
id_12392,London,Italian,12402,4.0,$$ - $$$,NaN,d13153300
id_5767,London,Cafe,5776,5.0,$$ - $$$,8.0,d12219822
id_7986,London,Cafe,7995,4.0,$,24.0,d1874776
id_1539,Stockholm,  Pub,1541,3.5,$$ - $$$,8.0,d12516525
id_2783,Rome,  Pizza,2784,4.0,$,161.0,d3567816
id_4209,Rome,  Pizza,4210,4.0,$,55.0,d8020681
id_3625,Barcelona,  Spanish,3626,3.5,$$ - $$$,258.0,d1385082
id_1675,Lisbon,  Delicatessen,1676,4.0,$$ - $$$,41.0,d10170180
id_2309,Madrid,  Spanish,2311,3.5,$$ - $$$,307.0,d1172837
id_395,Oporto,  Soups,396,4.5,$$ - $$$,95.0,d1081959
id_991,Dublin,  Asian,993,4.5,$$ - $$$,31.0,d8524256
id_1149,Madrid,  Gluten Free Options,1150,4.5,$$ - $$$,53.0,d12099376
id_11291,Paris,French,11293,4.5,$$ - $$$,10.0,d3543081
id_1089,Lyon,French,1090,4.0,$$ - $$$,22.0,d10389470
id_197,Bratislava,  International,198,4.5,$$ - $$$,6.0,d13203526
id_279,Dublin,  Gluten Free Options,280,4.0,$$ - $$$,257.0,d1785149
id_3191,London,  Sushi,3197,4.5,$$ - $$$,123.0,d3970522
id_164,Hamburg,  Vegetarian Friendly,165,4.5,$$ - $$$,73.0,d6031001
id_5889,London,Cafe,5898,4.0,$$ - $$$,41.0,d6826426
id_18,Dublin,Gastropub,19,4.5,$$ - $$$,670.0,d6482548
id_150,Budapest,  Mediterranean,151,4.5,$,1317.0,d813990
id_11121,London,Bar,11131,4.5,$$ - $$$,7.0,d8659568
id_1974,Paris,  Vegetarian Friendly,1975,4.0,$$ - $$$,152.0,d6385547
id_452,Hamburg,  Cafe,453,4.0,$$ - $$$,41.0,d4083721
id_702,Oporto,  European,703,4.5,$$ - $$$,17.0,d10678700
id_3303,Barcelona,Mediterranean,3304,4.0,$$ - $$$,61.0,d997616
id_918,Helsinki,  Pub,919,3.5,NaN,2.0,d904707
id_6092,Barcelona,  South American,6093,3.5,$,32.0,d8580982
id_230,Oporto,  Asian,231,4.0,$$ - $$$,352.0,d4007924
id_661,Barcelona,Seafood,662,3.5,$$ - $$$,1332.0,d1137212
id_155,Amsterdam,  South American,156,4.5,$$ - $$$,482.0,d4588301
id_72,Zurich,Asian,73,4.0,$$ - $$$,371.0,d1018940
id_6234,Paris,  Pub,6235,4.0,$$ - $$$,20.0,d5928128
id_713,Lisbon,  European,714,3.5,$$ - $$$,750.0,d2084827
id_994,Warsaw,  Ukrainian,995,4.5,$,12.0,d11947459
id_15306,London,Other,15318,3.5,NaN,2.0,d8853180
id_3917,Rome,  Italian,3918,3.5,$$ - $$$,197.0,d3454924
id_483,Madrid,  Vegetarian Friendly,484,4.5,$$ - $$$,166.0,d7310999
id_5569,Paris,  French,5570,3.5,$$ - $$$,194.0,d1912643
id_318,Copenhagen,European,319,4.5,$$ - $$$,88.0,d4093614
id_18,Dublin,  Irish,19,4.5,$$ - $$$,670.0,d6482548
id_11306,London,  European,11316,3.5,$$ - $$$,47.0,d2643319
id_3649,Prague,  Central European,3658,3.5,$$ - $$$,19.0,d5942142
id_1745,Lisbon,  Contemporary,1747,4.0,$$ - $$$,11.0,d13150829
id_5611,London,  Greek,5620,5.0,$$ - $$$,8.0,d12971996
id_3015,Rome,  Vegetarian Friendly,3016,3.0,$$ - $$$,1012.0,d2226584
id_1441,Paris,  Vegetarian Friendly,1442,5.0,$$ - $$$,49.0,d12947099
id_1339,London,  Bar,1341,4.0,$$ - $$$,1495.0,d3181518
id_4,Barcelona,Mediterranean,5,5.0,$$ - $$$,1078.0,d11906544
id_7415,Paris,  Mediterranean,7416,5.0,NaN,9.0,d2614607
id_1257,Budapest,  Healthy,1258,5.0,$$ - $$$,14.0,d10613140
id_5459,Paris,  Vegetarian Friendly,5460,3.5,$$ - $$$,132.0,d953033
id_402,Rome,Italian,403,4.0,$$ - $$$,1133.0,d1488977
id_128,Stockholm,  Mediterranean,129,4.5,$$ - $$$,183.0,d5949148
id_987,Milan,Italian,989,4.0,$$ - $$$,88.0,d10385156
id_4637,Berlin,  Gluten Free Options,4639,4.5,$$ - $$$,10.0,d12107166
id_778,Lisbon,  Nepali,779,4.5,$,45.0,d8729508
id_4406,Milan,Brew Pub,4409,4.5,NaN,3.0,d4593810
id_887,Lisbon,  Mediterranean,888,4.5,$$ - $$$,66.0,d6432242
id_1475,London,  Gluten Free Options,1477,4.5,$$ - $$$,313.0,d733450
id_885,Dublin,  European,886,3.5,$$ - $$$,250.0,d1771808
id_3649,Prague,European,3658,3.5,$$ - $$$,19.0,d5942142
id_254,Lyon,French,255,4.0,$,233.0,d7596737
id_4633,Paris,  Middle Eastern,4634,4.0,$,62.0,d1331796
id_6315,Madrid,Mediterranean,6318,4.0,$,16.0,d7792070
id_1261,Rome,Brew Pub,1262,4.0,$,822.0,d4811912
id_1745,Lisbon,  Portuguese,1747,4.0,$$ - $$$,11.0,d13150829
id_4082,Berlin,  Vegan Options,4084,4.0,$$ - $$$,18.0,d7804627
id_1257,Budapest,Eastern European,1258,5.0,$$ - $$$,14.0,d10613140
id_14346,London,Fast Food,14357,3.5,$,14.0,d5081096
id_342,Oporto,American,343,4.5,$$ - $$$,72.0,d9741389
id_1441,Paris,  Pakistani,1442,5.0,$$ - $$$,49.0,d12947099
id_86,Budapest,  Contemporary,87,4.5,$$ - $$$,1256.0,d779921
id_4082,Berlin,Healthy,4084,4.0,$$ - $$$,18.0,d7804627
id_636,Hamburg,  Vegetarian Friendly,637,4.0,$$ - $$$,23.0,d12181566
id_1457,Oporto,Brazilian,1458,4.5,$,2.0,d12147644
id_3069,Prague,Vietnamese,3076,4.0,NaN,2.0,d11799782
id_1831,Paris,  Italian,1832,4.5,$$ - $$$,111.0,d4212687
id_111,Ljubljana,  Vegetarian Friendly,112,4.5,$,30.0,d5965027
id_13175,Paris,  European,13177,3.0,$$ - $$$,121.0,d3405673
id_714,Edinburgh,  British,715,4.5,$,42.0,d8713635
id_6234,Paris,  Cafe,6235,4.0,$$ - $$$,20.0,d5928128
id_1639,Berlin,  Vegetarian Friendly,1641,4.0,$,64.0,d6494498
id_230,Oporto,  Sushi,231,4.0,$$ - $$$,352.0,d4007924
id_1539,Stockholm,American,1541,3.5,$$ - $$$,8.0,d12516525
id_4452,Rome,  Cafe,4453,4.0,$$ - $$$,171.0,d7995957
id_249,Ljubljana,  European,250,3.5,$$ - $$$,101.0,d4068550
id_6624,Barcelona,Bar,6625,3.0,$$ - $$$,169.0,d3292870
id_16215,London,Pizza,16227,2.0,$,11.0,d5667751
id_1468,Zurich,  Irish,1473,3.5,$$ - $$$,24.0,d1887046
id_580,Copenhagen,Other,581,4.5,NaN,14.0,d10811036
id_5459,Paris,Asian,5460,3.5,$$ - $$$,132.0,d953033
id_1815,Berlin,  Gluten Free Options,1817,3.5,$$ - $$$,1067.0,d1119896
id_4049,Rome,  Vegan Options,4050,3.5,$$ - $$$,181.0,d795687
id_10356,London,  Portuguese,10365,3.5,$$ - $$$,65.0,d2001507
id_1010,Berlin,  Vietnamese,1012,3.5,$$ - $$$,440.0,d1507237
id_14,Helsinki,  Gluten Free Options,15,4.0,$$ - $$$,1488.0,d850178
id_1512,Warsaw,Chinese,1514,4.0,$$ - $$$,34.0,d2271370
id_1516,Warsaw,Other,1518,4.0,NaN,6.0,d11793939
id_14386,London,Indian,14397,3.5,$$ - $$$,53.0,d731210
id_5066,Paris,  Vegan Options,5067,4.0,$$ - $$$,288.0,d1025147
id_6069,Berlin,Other,6071,3.0,NaN,6.0,d10179197
id_903,Madrid,  Vegetarian Friendly,904,4.5,$,28.0,d12500357
id_773,Paris,  European,774,4.0,$$ - $$$,1024.0,d3547447
id_883,Amsterdam,  Pub,885,4.5,$$ - $$$,47.0,d12557535
id_229,Helsinki,  Gluten Free Options,230,4.0,$$ - $$$,47.0,d4476199
id_266,Oporto,  Portuguese,267,4.0,$$$$,129.0,d10878563
id_822,Hamburg,Latin,823,4.0,$$ - $$$,34.0,d878520
id_1188,Rome,Japanese,1189,4.0,$$ - $$$,173.0,d11895495
id_111,Ljubljana,  Asian,112,4.5,$,30.0,d5965027
id_1630,Lisbon,  Vegetarian Friendly,1631,4.5,$$ - $$$,9.0,d12081682
id_451,Bratislava,  International,452,3.0,$$ - $$$,178.0,d2085183
id_1556,Rome,  Mediterranean,1557,4.5,$$ - $$$,287.0,d1095455
id_11121,London,  Pub,11131,4.5,$$ - $$$,7.0,d8659568
id_191,Oslo,  Pub,192,4.0,$$ - $$$,53.0,d3385038
id_813,Oslo,  Vegetarian Friendly,814,3.5,$$ - $$$,16.0,d13064730
id_14996,London,British,15007,3.0,$$ - $$$,85.0,d6403079
id_456,Rome,  Vegan Options,457,4.5,$$ - $$$,1237.0,d3134650
id_887,Lisbon,  Contemporary,888,4.5,$$ - $$$,66.0,d6432242
id_14953,London,Sushi,14964,3.5,NaN,11.0,d5122174
id_2068,Barcelona,  Spanish,2069,4.0,$$ - $$$,112.0,d797017
id_522,Budapest,  Pub,523,4.5,$$ - $$$,40.0,d9710368
id_5524,Madrid,Other,5527,3.5,NaN,14.0,d9742180
id_451,Bratislava,  European,452,3.0,$$ - $$$,178.0,d2085183
id_4,Barcelona,  European,5,5.0,$$ - $$$,1078.0,d11906544
id_12587,London,French,12597,4.0,$$ - $$$,2.0,d10333393
id_1228,Madrid,  Spanish,1230,4.0,$$ - $$$,78.0,d10331391
id_6624,Barcelona,  Cafe,6625,3.0,$$ - $$$,169.0,d3292870
id_661,Barcelona,  Spanish,662,3.5,$$ - $$$,1332.0,d1137212
id_6811,Paris,  Mediterranean,6812,4.0,$$$$,34.0,d12170386
id_713,Lisbon,  Portuguese,714,3.5,$$ - $$$,750.0,d2084827
id_926,Barcelona,  Gluten Free Options,927,4.5,$$ - $$$,133.0,d8264568
id_4293,Rome,  Fast Food,4294,5.0,$,14.0,d10595133
id_1228,Barcelona,  Vegan Options,1229,4.0,$$ - $$$,277.0,d790369
id_1533,Paris,French,1534,4.5,$$ - $$$,105.0,d4697825
id_530,Paris,  Vegetarian Friendly,531,4.5,$$ - $$$,256.0,d5872756
id_4238,Barcelona,Other,4239,5.0,NaN,2.0,d11911250
id_1135,Zurich,Chinese,1140,4.5,NaN,4.0,d6620235
id_6803,Barcelona,  Spanish,6804,3.5,NaN,13.0,d7092943
id_6090,London,Indian,6099,3.5,$$ - $$$,136.0,d731204
id_9572,Paris,French,9574,4.0,NaN,6.0,d4293803
id_1501,Barcelona,  Spanish,1502,4.0,$$ - $$$,144.0,d8737446
id_1811,Hamburg,  German,1814,4.0,$$ - $$$,2.0,d10250368
id_52,Dublin,  European,53,4.5,$$ - $$$,1820.0,d2259146
id_2866,Barcelona,  Asian,2867,4.5,$,35.0,d5865146
id_1789,Madrid,  Vegetarian Friendly,1791,4.0,$$ - $$$,35.0,d11978912
id_3221,Milan,  Seafood,3223,3.5,$$ - $$$,87.0,d2320137
id_883,Amsterdam,Spanish,885,4.5,$$ - $$$,47.0,d12557535
id_6193,Berlin,Other,6195,3.5,NaN,3.0,d7360304
id_4780,Rome,  Asian,4781,5.0,$,3.0,d12842559
id_402,Rome,  Vegetarian Friendly,403,4.0,$$ - $$$,1133.0,d1488977
id_7534,Madrid,  European,7541,3.0,$$ - $$$,174.0,d990664
id_13563,London,Seafood,13573,3.5,$,6.0,d8401717
id_360,Budapest,Italian,361,5.0,$$ - $$$,49.0,d8654533
id_1720,Milan,Italian,1722,4.0,$,50.0,d5808504
id_13419,London,  Pub,13429,3.5,$$ - $$$,35.0,d3242247
id_6234,Paris,  Bar,6235,4.0,$$ - $$$,20.0,d5928128
id_4367,London,  Pub,4374,4.5,$$ - $$$,87.0,d6206971
id_2177,Lisbon,  Mediterranean,2180,3.5,$$ - $$$,110.0,d7247750
id_1815,Berlin,  Vegetarian Friendly,1817,3.5,$$ - $$$,1067.0,d1119896
id_770,Oporto,  Barbecue,771,5.0,$,3.0,d13087286
id_5206,Barcelona,Other,5207,4.5,NaN,7.0,d5867903
id_3260,London,Italian,3267,5.0,$$ - $$$,16.0,d12947166
id_997,Rome,  Pizza,998,4.0,$$ - $$$,367.0,d2042134
id_1,Zurich,  Vegan Options,2,4.5,$$ - $$$,418.0,d10169867
id_6004,Milan,Other,6007,4.5,NaN,4.0,d2407506
id_2825,Brussels,  Fast Food,2826,3.0,$$ - $$$,113.0,d1093016
id_1921,Barcelona,  Vegetarian Friendly,1922,4.0,$$ - $$$,94.0,d8661176
