Restaurant_id,City,Ranking,Rating,Price Range,Number of Reviews,ID_TA,Cuisine Style
id_2171,Berlin,2173,3.5,$$ - $$$,130.0,d1359957,"Mediterranean,   Grill,   German,   Italian,   Vegetarian Friendly"
id_2171,Lyon,2172,3.0,$,52.0,d4098079,Steakhouse
id_2173,Madrid,2175,4.0,$$ - $$$,33.0,d8811850,Spanish
id_2177,Lisbon,2180,3.5,$$ - $$$,110.0,d7247750,"  Mediterranean,   Portuguese,   European, Seafood"
id_2185,Amsterdam,2190,5.0,NaN,NaN,d12049003,Other
id_2188,Hamburg,2192,3.5,NaN,4.0,d4553147,Other
id_2192,Lisbon,2195,4.0,NaN,7.0,d5981466,Japanese
id_2198,Milan,2200,4.0,$,75.0,d4909559,"  Pub, Bar,   Brew Pub"
id_2224,Paris,2225,4.5,$$ - $$$,140.0,d782237,"  Wine Bar, French"
id_2228,Prague,2233,4.0,$$ - $$$,11.0,d10412920,Cafe
id_2233,Stockholm,2236,3.0,NaN,21.0,d10769792,Other
id_2236,Lisbon,2239,3.5,$$ - $$$,185.0,d2091250,"  European,   Portuguese"
id_2243,Stockholm,2247,3.0,$$ - $$$,86.0,d1043439,"Pub,   Scandinavian"
id_2256,London,2261,4.5,$$ - $$$,273.0,d3253550,"Italian,   Vegan Options"
id_2259,Vienna,2261,4.5,NaN,3.0,d7097810,Other
id_2265,Stockholm,2269,3.5,NaN,6.0,d5972350,Sushi
id_2273,Paris,2274,4.0,$$ - $$$,157.0,d1019904,Chinese
id_2273,Vienna,2275,4.5,NaN,2.0,d11903856,Other
id_229,Helsinki,230,4.0,$$ - $$$,47.0,d4476199,"  Bar, Cafe,   Gluten Free Options,   Vegetarian Friendly,   Pub"
id_230,Oporto,231,4.0,$$ - $$$,352.0,d4007924,"  Gluten Free Options,   Asian,   Sushi"
id_2309,Madrid,2311,3.5,$$ - $$$,307.0,d1172837,  Spanish
id_2355,Barcelona,2356,4.5,$$$$,15.0,d12254437,"Mediterranean,   European,   Fusion,   Contemporary,   Diner"
id_2356,Berlin,2358,4.5,$,19.0,d4342126,German
id_2361,Brussels,2362,4.0,$$ - $$$,23.0,d4506544,"Spanish,   Wine Bar"
id_237,Stockholm,238,4.5,$$ - $$$,154.0,d1496204,"Swedish,   Scandinavian,   Gluten Free Options,   Vegetarian Friendly"
id_2387,Prague,2392,4.5,NaN,3.0,d1971797,European
id_239,Athens,240,4.5,$,62.0,d6513977,"  Fast Food,   Fusion,   Vegan Options,   Vegetarian Friendly"
id_2393,Paris,2394,4.0,$$ - $$$,142.0,d1071288,"  European, French"
id_2406,Milan,2408,4.0,$$ - $$$,184.0,d813925,  Seafood
id_241,Munich,243,4.5,$$ - $$$,152.0,d1178760,"  Vegetarian Friendly,   Central European"
id_2410,Lisbon,2413,4.0,NaN,2.0,d3393987,"European,   Portuguese"
id_2423,Rome,2424,3.5,$$ - $$$,481.0,d5504724,"  Vegetarian Friendly,   Mediterranean, Italian,   Delicatessen"
id_2434,Lyon,2435,3.0,NaN,4.0,d3543959,Vietnamese
id_2443,Amsterdam,2449,4.0,$$ - $$$,12.0,d7283420,International
id_245,Stockholm,246,4.0,$$ - $$$,92.0,d8774485,"  Vegan Options,   Vegetarian Friendly,   European,   Cafe"
id_2458,Amsterdam,2464,4.5,$$ - $$$,12.0,d3671977,"Cafe,   Contemporary"
id_246,Rome,247,4.5,$$ - $$$,537.0,d6988362,"  Mediterranean,   Seafood"
id_2460,Milan,2462,3.5,$,170.0,d3738693,"  Sushi,   Seafood"
id_2469,Brussels,2470,4.0,NaN,7.0,d8073030,Other
id_2473,Rome,2474,4.5,$,102.0,d7707930,Pizza
id_2476,Barcelona,2477,5.0,$,17.0,d10445344,"Italian,   Street Food"
id_2480,Paris,2481,4.5,$$ - $$$,151.0,d1208595,"French,   European"
id_2484,Madrid,2486,4.0,$$ - $$$,55.0,d6701548,"  European, Mediterranean"
id_249,Ljubljana,250,3.5,$$ - $$$,101.0,d4068550,"  Mediterranean,   European,   Vegetarian Friendly, Seafood"
id_2502,Rome,2503,4.5,$$ - $$$,138.0,d795704,  Vegetarian Friendly
id_2512,Vienna,2514,3.5,$$ - $$$,65.0,d947018,"Japanese,   Sushi,   Asian"
id_252,Bratislava,253,4.0,NaN,10.0,d12111665,Other
id_253,Prague,254,4.5,$$ - $$$,307.0,d3192062,"Bar,   European,   Eastern European,   Czech,   Central European"
id_254,Lyon,255,4.0,$,233.0,d7596737,"French,   Vegetarian Friendly,   European"
id_2540,Hamburg,2545,3.0,NaN,2.0,d1039067,Other
id_2556,Barcelona,2557,4.0,$$ - $$$,24.0,d11795167,  Spanish
id_2561,Prague,2567,3.5,$$ - $$$,89.0,d2175380,"  European,   Czech,   Central European, Bar"
id_257,Copenhagen,258,4.5,$$ - $$$,92.0,d10292470,"  European, Italian,   Vegetarian Friendly"
id_2575,Paris,2576,4.0,$$ - $$$,205.0,d719805,"  Vegetarian Friendly,   Thai, Asian"
id_2599,Milan,2601,4.5,$$ - $$$,15.0,d5264440,  Gastropub
id_2601,Paris,2602,4.5,$$ - $$$,76.0,d1503730,"  Vegetarian Friendly,   Pizza"
id_2608,Hamburg,2615,4.5,NaN,7.0,d8517072,Italian
id_2614,Munich,2633,3.0,$$ - $$$,110.0,d2267111,"  Vegetarian Friendly, Chinese,   Asian"
id_2617,Lisbon,2620,4.0,NaN,2.0,d12999507,Other
id_2620,London,2625,4.0,$$ - $$$,372.0,d3192453,"  Gluten Free Options,   Vegetarian Friendly,   International, European"
id_2622,Prague,2628,4.5,$,4.0,d7123553,Cafe
id_2647,Madrid,2649,5.0,NaN,19.0,d8362902,Other
id_266,Oporto,267,4.0,$$$$,129.0,d10878563,"  European,   Portuguese, Mediterranean"
id_2660,Madrid,2662,4.0,NaN,39.0,d9562461,Other
id_2663,Vienna,2665,4.0,NaN,2.0,d12233546,Other
id_2664,Berlin,2666,4.0,$$ - $$$,32.0,d2208132,"  Central European,   European"
id_268,Dublin,269,4.0,$$ - $$$,637.0,d4580777,"  Vegetarian Friendly,   European"
id_2694,Hamburg,2702,3.0,NaN,5.0,d938657,International
id_270,Vienna,271,4.0,$$ - $$$,384.0,d2021717,"  Italian,   Gluten Free Options,   Pizza,   European,   Vegan Options, Mediterranean"
id_270,Warsaw,271,4.0,$$ - $$$,85.0,d8797372,"  Polish,   Pub, Bar,   Steakhouse,   European"
id_2711,Madrid,2713,4.5,$,9.0,d12354572,"  Mediterranean,   Cafe"
id_2711,Milan,2713,5.0,$,6.0,d12078773,"Italian,   Pub"
id_2734,Milan,2736,4.5,NaN,13.0,d9984284,Other
id_2753,Milan,2755,4.0,$,60.0,d4424572,Bar
id_2763,Madrid,2765,5.0,NaN,11.0,d10060659,Other
id_2769,Milan,2771,3.5,$$ - $$$,346.0,d1097475,  Pizza
id_2778,Madrid,2780,4.5,NaN,7.0,d12548187,Other
id_2783,Rome,2784,4.0,$,161.0,d3567816,"  Vegetarian Friendly,   Pizza,   International, Italian"
id_279,Dublin,280,4.0,$$ - $$$,257.0,d1785149,"Italian,   Gluten Free Options,   Pizza,   European"
id_2791,Brussels,2792,3.0,$$ - $$$,12.0,d8155327,Chinese
id_2792,Prague,2798,4.5,NaN,3.0,d4768668,"European,   Czech"
id_2792,Rome,2793,4.0,$$ - $$$,157.0,d2437956,"  Seafood, Italian"
id_2793,Rome,2794,4.5,$,82.0,d7803810,Pizza
id_2802,Prague,2808,3.5,$$ - $$$,19.0,d4769349,  Czech
id_2806,Rome,2807,3.5,$$ - $$$,1079.0,d1182786,"  Seafood,   Gluten Free Options,   Vegetarian Friendly,   Vegan Options, Japanese"
id_2825,Brussels,2826,3.0,$$ - $$$,113.0,d1093016,"  Asian,   Fast Food,   Sushi"
id_283,Ljubljana,284,4.0,$$ - $$$,11.0,d8841562,Cafe
id_284,Milan,285,4.0,$$ - $$$,905.0,d1926746,"  Asian,   Seafood,   Gluten Free Options,   Fusion,   Sushi, Japanese"
id_284,Paris,285,5.0,$,93.0,d11929974,"  Vegetarian Friendly, Lebanese,   Middle Eastern,   Vegan Options"
id_2851,Berlin,2853,5.0,NaN,4.0,d12417709,Other
id_2858,London,2863,4.0,$$ - $$$,459.0,d4052905,"  Vegetarian Friendly, Italian,   Mediterranean"
id_2866,Barcelona,2867,4.5,$,35.0,d5865146,"  Asian, Chinese,   Vegetarian Friendly"
id_2882,Brussels,2883,2.5,$$ - $$$,393.0,d802232,"  Belgian,   European"
id_2889,Rome,2890,4.5,$,15.0,d12323685,"  Argentinean, Italian"
id_29,Ljubljana,30,4.5,$$ - $$$,87.0,d12089348,"  Vegetarian Friendly,   Gluten Free Options, Cafe"
id_2926,Milan,2928,4.0,NaN,28.0,d6632829,Other
id_293,Madrid,294,4.0,$$ - $$$,754.0,d4410180,"  Spanish,   European,   Vegan Options"
id_2940,Brussels,2938,2.0,NaN,NaN,d7205059,Cafe
id_2944,Berlin,2946,5.0,NaN,4.0,d11958431,Other
id_2946,Vienna,2948,4.0,NaN,6.0,d8319709,Other
id_2961,Berlin,2963,3.5,$$ - $$$,59.0,d5822584,"  Fusion,   Cafe,   Vegetarian Friendly,   European,   Vegan Options, German"
id_2982,Milan,2984,3.5,$$ - $$$,132.0,d2620190,Pizza
id_299,Amsterdam,300,4.0,$$ - $$$,1103.0,d779071,"  Asian,   Vegan Options, Chinese,   Vegetarian Friendly"
id_30,Geneva,31,4.5,$$$$,142.0,d2618233,  European
id_3005,London,3011,4.5,$$ - $$$,91.0,d2516361,"Asian,   Vegan Options,   Thai"
id_301,Berlin,302,4.5,$$$$,132.0,d7908111,"  Asian,   Vegetarian Friendly, Japanese"
id_3015,Rome,3016,3.0,$$ - $$$,1012.0,d2226584,"  Mediterranean,   Vegetarian Friendly, Italian"
id_3031,Milan,3033,4.5,$$ - $$$,4.0,d13198202,"  Seafood,   Healthy,   Mediterranean"
id_3038,Lisbon,3041,3.5,$$ - $$$,15.0,d4225439,"European,   Portuguese"
id_304,Oporto,305,4.5,$,70.0,d6946964,"  Mediterranean,   European,   Soups, Seafood"
id_3053,Rome,3054,4.0,$$ - $$$,177.0,d7214349,"Italian,   European"
id_3069,Prague,3076,4.0,NaN,2.0,d11799782,Vietnamese
id_307,Oslo,308,4.5,$,31.0,d6727449,"  Asian, Japanese"
id_31,Paris,32,4.5,$$ - $$$,548.0,d785995,"Lebanese,   Vegan Options,   Middle Eastern"
id_311,Warsaw,312,4.5,$$ - $$$,34.0,d9863670,"  Vegan Options,   Asian,   Soups, Japanese,   Sushi"
id_3127,Berlin,3129,4.0,$$ - $$$,12.0,d3702312,German
id_313,Luxembourg,314,4.5,NaN,14.0,d4844610,Sushi
id_3131,Milan,3133,4.0,NaN,7.0,d12447161,Other
id_3150,Vienna,3152,3.0,NaN,NaN,d10818786,Other
id_317,Lisbon,318,4.5,$$ - $$$,372.0,d1224146,"  Portuguese,   European"
id_317,Paris,318,4.5,$$ - $$$,523.0,d780485,"  Vegetarian Friendly, French"
id_318,Copenhagen,319,4.5,$$ - $$$,88.0,d4093614,"  Vegan Options, European,   Vegetarian Friendly,   Gluten Free Options"
id_319,Warsaw,320,4.0,$,37.0,d10474731,Asian
id_3191,London,3197,4.5,$$ - $$$,123.0,d3970522,"  Sushi,   Vegetarian Friendly, Japanese,   Gluten Free Options"
id_3196,Berlin,3198,4.0,$,30.0,d5519810,"  Mediterranean,   European"
id_3198,Amsterdam,3209,5.0,$,NaN,d10587448,"  European, Dutch"
id_321,Bratislava,322,4.0,NaN,15.0,d4770035,Other
id_322,Dublin,323,4.5,$$ - $$$,55.0,d12564018,"  Vegetarian Friendly,   Vegan Options"
id_322,Milan,323,4.0,$$ - $$$,590.0,d781928,"  Mediterranean, Italian,   Seafood"
id_3221,Milan,3223,3.5,$$ - $$$,87.0,d2320137,  Seafood
id_323,Lisbon,324,5.0,$$ - $$$,41.0,d12900896,"European,   Wine Bar,   Vegetarian Friendly,   Bar,   Mediterranean"
id_3233,Rome,3234,3.5,$$ - $$$,209.0,d11998026,"  Mediterranean,   Gluten Free Options, Italian"
id_3243,Milan,3245,4.0,NaN,16.0,d7734583,Pizza
id_3244,London,3251,4.0,$$ - $$$,123.0,d1774775,"  Pub,   European, Belgian"
id_3260,London,3267,5.0,$$ - $$$,16.0,d12947166,"Italian,   Gluten Free Options"
id_3260,Prague,3267,4.0,NaN,4.0,d5308351,"  Czech, European"
id_3270,Rome,3271,4.0,$$ - $$$,85.0,d6981542,  Pizza
id_3278,Berlin,3280,5.0,NaN,2.0,d7966501,Contemporary
id_3287,Rome,3288,4.5,$,44.0,d9710052,"Italian,   Mediterranean,   Vegan Options"
id_330,Krakow,331,4.0,$$ - $$$,59.0,d12875225,"  Mediterranean, European"
id_3302,Paris,3303,4.0,$$ - $$$,245.0,d6949479,  Vegetarian Friendly
id_3303,Barcelona,3304,4.0,$$ - $$$,61.0,d997616,"  European, Mediterranean,   Vegetarian Friendly"
id_3308,Milan,3310,4.0,$$ - $$$,243.0,d1746716,"  Mediterranean, Italian"
id_332,Rome,333,4.5,$$ - $$$,153.0,d12423010,"  Vegetarian Friendly,   Vegan Options,   Mediterranean"
id_3327,London,3334,4.0,$$ - $$$,143.0,d953657,"  Vegetarian Friendly,   Pakistani, Indian"
id_3341,Lisbon,3345,3.5,NaN,3.0,d8772965,"European,   Portuguese"
id_3360,Rome,3361,4.0,$,61.0,d7274833,"Chinese,   Japanese"
id_3365,Paris,3366,5.0,$$ - $$$,18.0,d10737035,"French,   Wine Bar"
id_3412,Prague,3419,3.5,NaN,27.0,d4768085,Other
id_342,Oporto,343,4.5,$$ - $$$,72.0,d9741389,"American,   Vegetarian Friendly,   Diner"
id_3436,Barcelona,3437,4.0,$,26.0,d8536895,Italian
id_344,Milan,345,4.0,$$ - $$$,732.0,d2648160,"  Mediterranean, Italian,   Vegan Options,   Vegetarian Friendly"
id_3456,Berlin,3458,5.0,NaN,3.0,d1358776,Other
id_3462,Barcelona,3463,4.5,NaN,11.0,d10039662,Other
id_3479,Berlin,3481,5.0,NaN,NaN,d1354477,Other
id_3492,Barcelona,3493,4.5,NaN,5.0,d12906918,Spanish
id_35,Budapest,36,4.5,$$ - $$$,2340.0,d696117,"  Vegan Options,   Mediterranean,   Soups"
id_3501,Berlin,3503,5.0,NaN,2.0,d11999809,"  Cafe,   International, French"
id_352,London,353,4.5,$$$$,688.0,d8632781,"  Grill,   Vegan Options,   Asian,   Gluten Free Options, Japanese,   Vegetarian Friendly,   Sushi"
id_3552,Lisbon,3556,2.5,NaN,19.0,d10520643,Other
id_3556,Madrid,3558,4.0,$$ - $$$,24.0,d8857488,Indian
id_357,Milan,358,4.0,$$ - $$$,472.0,d8076891,"  Vegan Options,   Vegetarian Friendly,   Mediterranean,   Contemporary"
id_3582,Barcelona,3583,5.0,$$ - $$$,9.0,d4814839,Spanish
id_36,Lyon,37,4.5,$$$$,419.0,d1898848,French
id_360,Budapest,361,5.0,$$ - $$$,49.0,d8654533,"  Vegetarian Friendly, Italian,   Vegan Options"
id_361,Rome,362,4.5,$$ - $$$,288.0,d7361724,"  Mediterranean,   Vegetarian Friendly,   Pizza,   Barbecue, Italian"
id_3625,Barcelona,3626,3.5,$$ - $$$,258.0,d1385082,"  European, Mediterranean,   Spanish,   Gluten Free Options"
id_3649,Prague,3658,3.5,$$ - $$$,19.0,d5942142,"  Central European, European"
id_3652,Lisbon,3657,2.0,$$ - $$$,292.0,d1096951,"  Portuguese,   European"
id_3658,Lisbon,3663,2.5,NaN,7.0,d1093837,Other
id_3662,Barcelona,3663,4.0,$,26.0,d5587837,Spanish
id_368,Munich,370,5.0,$$ - $$$,27.0,d10524693,"German,   Vegetarian Friendly"
id_3695,Barcelona,3696,3.5,$$ - $$$,127.0,d2179945,"Mediterranean,   Spanish"
id_3703,Paris,3704,3.5,$$ - $$$,1135.0,d5943832,"  Seafood, French,   European"
id_3705,London,3712,4.0,$$ - $$$,187.0,d1016160,"  Spanish,   Vegetarian Friendly"
id_373,Ljubljana,374,4.0,NaN,NaN,d8602510,Other
id_374,Lisbon,375,4.0,$$ - $$$,497.0,d697259,"  Vegan Options,   Vegetarian Friendly, Mediterranean"
id_3753,Berlin,3755,4.5,NaN,7.0,d7772581,Middle Eastern
id_377,Warsaw,378,4.0,$$ - $$$,98.0,d4211999,"  Thai,   Vegetarian Friendly,   Asian"
id_3803,London,3810,4.5,$,25.0,d11721387,"  Vegan Options,   Pub,   Vegetarian Friendly,   Bar"
id_384,Copenhagen,385,4.5,$$ - $$$,40.0,d10072291,"  European,   Mediterranean"
id_387,Ljubljana,388,3.5,$,10.0,d806051,"  Central European, European,   Slovenian"
id_3891,Milan,3893,3.5,NaN,6.0,d1901926,Italian
id_3909,Paris,3910,5.0,$$ - $$$,11.0,d12563331,Italian
id_3914,Berlin,3916,4.0,$$ - $$$,19.0,d7146900,Italian
id_3917,Rome,3918,3.5,$$ - $$$,197.0,d3454924,"  Grill,   Italian"
id_393,Hamburg,394,4.0,$$ - $$$,77.0,d1873223,"Cafe,   Kosher,   European,   Central European"
id_393,Warsaw,394,4.0,$$ - $$$,141.0,d4323006,  Grill
id_395,Oporto,396,4.5,$$ - $$$,95.0,d1081959,"Mediterranean,   Soups,   African,   Portuguese"
id_396,Barcelona,397,5.0,$$ - $$$,45.0,d12384001,"  Vegetarian Friendly, Japanese,   Korean,   Sushi"
id_3966,Barcelona,3967,4.0,$$ - $$$,39.0,d1926325,  European
id_3991,London,3998,4.5,$$ - $$$,48.0,d7312499,"  Vegan Options,   Vegetarian Friendly, Cafe"
id_3995,Paris,3996,4.5,$,26.0,d10840545,"  Mediterranean, Lebanese,   Vegetarian Friendly"
id_3998,Rome,3999,4.0,$$ - $$$,137.0,d2323613,"  Pizza,   Mediterranean"
id_4,Barcelona,5,5.0,$$ - $$$,1078.0,d11906544,"Mediterranean,   European,   Vegetarian Friendly,   Vegan Options"
id_40,Edinburgh,41,4.5,$$ - $$$,834.0,d1871954,"  Gluten Free Options,   Vegan Options,   Vegetarian Friendly,   Spanish"
id_400,London,401,4.5,$$$$,1084.0,d1029286,"  Gluten Free Options, Vegetarian Friendly"
id_400,Madrid,401,4.0,$$ - $$$,774.0,d8415205,"  European,   Vegan Options"
id_402,Rome,403,4.0,$$ - $$$,1133.0,d1488977,"Italian,   Vegetarian Friendly,   Pizza"
id_4021,Rome,4022,5.0,$,11.0,d11885698,Italian
id_403,Dublin,404,4.5,$$ - $$$,275.0,d5533891,"  Vegetarian Friendly,   Asian, Indian"
id_4049,Rome,4050,3.5,$$ - $$$,181.0,d795687,"  Vegan Options,   Asian, Indian,   Vegetarian Friendly"
id_4062,Madrid,4064,5.0,NaN,NaN,d11812785,Other
id_4066,London,4073,3.5,$$ - $$$,286.0,d2259559,Italian
id_4073,Barcelona,4074,3.5,$$ - $$$,26.0,d12441400,Mediterranean
id_4082,Berlin,4084,4.0,$$ - $$$,18.0,d7804627,"  Vegan Options, Healthy"
id_4090,Berlin,4092,4.0,$$ - $$$,20.0,d2046169,Italian
id_4092,Rome,4093,4.0,$$ - $$$,35.0,d8092415,"  Mediterranean, Italian"
id_4110,Madrid,4112,5.0,NaN,2.0,d4600226,Spanish
id_412,Rome,413,4.0,$$ - $$$,486.0,d795702,"  Vegetarian Friendly,   Gluten Free Options,   Asian,   Vegan Options"
id_415,Milan,416,4.0,$$ - $$$,615.0,d2263352,"Italian,   Mediterranean,   Pizza,   Barbecue"
id_4157,Rome,4158,4.0,$$ - $$$,182.0,d2321047,Italian
id_4166,London,4173,3.5,$$ - $$$,3135.0,d779012,"  Pakistani, Indian,   Vegetarian Friendly,   Asian"
id_4180,London,4187,4.5,$$ - $$$,26.0,d10903502,"  Vegetarian Friendly, Bar"
id_4196,Barcelona,4197,5.0,$$ - $$$,NaN,d12572658,"  Pub, Bar"
id_4208,Berlin,4210,3.5,$$ - $$$,23.0,d7624770,Mexican
id_4209,Rome,4210,4.0,$,55.0,d8020681,"Italian,   Pizza,   Fast Food"
id_4217,London,4224,4.0,$$ - $$$,169.0,d1019284,"  Gluten Free Options,   Vegetarian Friendly, Lebanese,   Mediterranean"
id_4230,Paris,4231,4.0,$$ - $$$,45.0,d10841012,"  American, Bar"
id_4232,London,4239,4.0,$$ - $$$,177.0,d718937,"  Gluten Free Options,   Middle Eastern,   Halal,   Mediterranean"
id_4238,Barcelona,4239,5.0,NaN,2.0,d11911250,Other
id_427,Luxembourg,428,3.5,NaN,19.0,d12407347,Other
id_4288,Milan,4291,3.5,NaN,13.0,d4875639,"Italian,   Cafe,   Pub,   Gastropub"
id_4289,Rome,4290,4.0,$,73.0,d5825135,  Japanese
id_4293,Rome,4294,5.0,$,14.0,d10595133,"  Pub,   Street Food,   Fast Food, Brew Pub"
id_4294,Paris,4295,4.0,$$ - $$$,69.0,d798936,  European
id_430,Krakow,431,4.5,$,38.0,d8425435,"  Central European, Bar,   European,   Czech,   Pub"
id_430,London,431,4.5,$,907.0,d719237,"  European, Seafood"
id_4310,London,4317,4.0,$$ - $$$,122.0,d3661709,"  Cafe,   Vegetarian Friendly, Italian"
id_4348,London,4355,4.5,$$ - $$$,120.0,d4324139,"  Pub,   Bar,   Gluten Free Options,   Spanish,   Vegetarian Friendly,   Mediterranean"
id_4367,London,4374,4.5,$$ - $$$,87.0,d6206971,"  Pub,   Vegetarian Friendly,   Gluten Free Options, Bar,   British"
id_4368,Madrid,4370,4.0,$,24.0,d2712118,  South American
id_438,Oporto,439,4.5,$,51.0,d3537392,"  Portuguese, Cafe"
id_4406,Milan,4409,4.5,NaN,3.0,d4593810,"Brew Pub,   Wine Bar"
id_4429,London,4436,4.5,$$ - $$$,19.0,d10619071,  Vegetarian Friendly
id_443,Copenhagen,444,4.0,$$ - $$$,104.0,d805464,  Scandinavian
id_4432,Rome,4433,4.5,NaN,56.0,d7097337,"Italian,   Pizza"
id_4452,Rome,4453,4.0,$$ - $$$,171.0,d7995957,"  Bar,   European,   Cafe, Italian,   Vegetarian Friendly,   Pub,   Mediterranean"
id_4455,Berlin,4457,4.5,NaN,5.0,d7189024,"  Pizza, Italian"
id_4463,Paris,4464,3.5,$$ - $$$,396.0,d742407,"Italian,   Pizza"
id_4477,Madrid,4479,4.0,NaN,14.0,d10028124,Other
id_4481,Milan,4484,3.0,$$ - $$$,1063.0,d2204143,"Italian,   Mediterranean,   Pizza"
id_45,Vienna,46,4.5,$$ - $$$,2490.0,d813285,Austrian
id_4501,Barcelona,4502,4.0,$,9.0,d3538769,Spanish
id_4505,Paris,4506,4.0,NaN,57.0,d3612769,Other
id_451,Bratislava,452,3.0,$$ - $$$,178.0,d2085183,"  Pub,   International,   European, American,   Bar"
id_451,Lisbon,452,5.0,$,78.0,d8591395,"  Portuguese, European"
id_4519,London,4527,3.5,$$ - $$$,1352.0,d680500,"  Vegetarian Friendly,   Asian, Chinese"
id_452,Hamburg,453,4.0,$$ - $$$,41.0,d4083721,"  Cafe, Bar,   Pizza,   Middle Eastern"
id_4526,Paris,4527,3.5,$$ - $$$,154.0,d952068,"  Bar, French"
id_4549,Rome,4550,4.5,NaN,5.0,d12997561,Other
id_456,Rome,457,4.5,$$ - $$$,1237.0,d3134650,"  Mediterranean,   Gluten Free Options,   Pizza,   Vegan Options,   Italian"
id_459,Budapest,460,4.5,$,77.0,d8362340,"  Vegan Options,   Vegetarian Friendly"
id_459,Milan,460,4.0,$$$$,484.0,d1231908,"  Mediterranean,   European,   Vegetarian Friendly"
id_4591,Berlin,4593,4.0,$$ - $$$,29.0,d2445499,German
id_4598,Milan,4601,4.0,NaN,NaN,d4946996,Other
id_460,Munich,464,4.5,$$ - $$$,47.0,d1039687,"  Mediterranean,   European"
id_4633,Paris,4634,4.0,$,62.0,d1331796,"  Middle Eastern, Indian,   Pakistani"
id_4637,Berlin,4639,4.5,$$ - $$$,10.0,d12107166,  Gluten Free Options
id_4653,Madrid,4656,4.0,$,18.0,d11754798,Spanish
id_4670,London,4678,5.0,$$ - $$$,19.0,d10070252,"  Pizza,   Vegetarian Friendly,   Mediterranean,   Vegan Options"
id_4681,Rome,4682,5.0,$,12.0,d7197803,Italian
id_469,Berlin,470,4.5,$$ - $$$,69.0,d8429273,"  Vegetarian Friendly,   Vegan Options"
id_4693,London,4701,4.0,$$ - $$$,185.0,d1906552,"  Mexican, American,   British"
id_4706,London,4714,3.5,$$ - $$$,376.0,d1388962,"Chinese,   Japanese,   Vegetarian Friendly"
id_4742,Berlin,4744,4.0,NaN,8.0,d8401819,Other
id_4746,Berlin,4748,4.0,NaN,7.0,d1360884,Other
id_4773,Madrid,4776,4.0,$$ - $$$,7.0,d10859423,"Mediterranean,   Spanish"
id_4777,London,4786,4.5,$$ - $$$,85.0,d2188472,Bar
id_4780,Rome,4781,5.0,$,3.0,d12842559,"  Asian,   Fast Food,   American"
id_48,Rome,49,4.5,$$ - $$$,1724.0,d8511258,"  Gluten Free Options, Italian,   Vegetarian Friendly,   Fast Food"
id_482,Geneva,485,4.5,$$$$,12.0,d10288341,"  European,   Swiss"
id_482,Oslo,483,4.0,$$ - $$$,36.0,d2328380,"Indian,   Pakistani"
id_483,Madrid,484,4.5,$$ - $$$,166.0,d7310999,"Spanish,   Gluten Free Options,   Vegetarian Friendly"
id_4845,London,4854,4.0,$$ - $$$,206.0,d3400459,"European,   Portuguese"
id_486,Zurich,489,4.0,$$ - $$$,90.0,d1139366,"  Vegetarian Friendly, Italian,   Mediterranean,   Bar"
id_4885,Madrid,4888,3.0,NaN,3.0,d3785147,Other
id_492,Brussels,493,4.0,$,95.0,d2719603,"British,   Vegan Options,   Cafe,   Vegetarian Friendly"
id_4920,Madrid,4923,4.5,NaN,3.0,d12488103,International
id_4974,Milan,4977,3.5,$$ - $$$,11.0,d8339929,"  Nepali,   Vegan Options, Italian,   American,   Tibetan"
id_499,Lyon,500,4.5,NaN,45.0,d7623654,Other
id_4999,Paris,5000,4.0,$$ - $$$,128.0,d2258959,"  Vegetarian Friendly,   Vietnamese"
id_5,Geneva,6,4.5,$$ - $$$,1222.0,d751711,"  Swiss,   European,   Gluten Free Options,   Vegetarian Friendly"
id_50,Rome,51,4.5,$,1068.0,d6603135,Italian
id_5013,Paris,5014,4.0,$$$$,116.0,d719923,"  Vietnamese,   Vegetarian Friendly, Asian"
id_5023,Berlin,5025,4.0,NaN,NaN,d12068247,Other
id_5042,Paris,5043,4.5,$,39.0,d5264177,"  South American, Argentinean"
id_5055,Milan,5058,3.5,NaN,4.0,d6278406,Other
id_5066,Paris,5067,4.0,$$ - $$$,288.0,d1025147,"  Vegan Options, Indian,   Vegetarian Friendly"
id_5080,Barcelona,5081,3.5,$$$$,32.0,d10226097,Italian
id_5098,Berlin,5100,4.0,NaN,NaN,d12875617,Other
id_5131,Madrid,5134,3.5,$,35.0,d3780762,Spanish
id_5137,Paris,5138,4.0,NaN,16.0,d12571607,Other
id_5139,Berlin,5141,4.0,$,NaN,d12098434,"  Contemporary,   Healthy, International"
id_514,Madrid,515,4.0,$$ - $$$,231.0,d4473807,"  Vegetarian Friendly,   Gluten Free Options, Mediterranean,   Spanish"
id_5169,Madrid,5172,4.0,NaN,8.0,d8657804,Other
id_5177,Milan,5180,4.0,$,18.0,d3266560,"Mediterranean,   Egyptian"
id_5183,Barcelona,5184,4.5,NaN,6.0,d11914515,Other
id_52,Dublin,53,4.5,$$ - $$$,1820.0,d2259146,"  Seafood,   European, Irish"
id_5206,Barcelona,5207,4.5,NaN,7.0,d5867903,Other
id_5209,Rome,5210,5.0,$$ - $$$,2.0,d13322935,"Japanese,   Asian"
id_522,Budapest,523,4.5,$$ - $$$,40.0,d9710368,"  Hungarian,   Bar,   Vegetarian Friendly,   Cafe,   Pub,   Central European,   European, International"
