ranking,rating,reviews_number,cuisine_style
235.0,4.0,82.0,"Indian,  Vegetarian Friendly"
235.0,4.0,142.0," European,  Vegetarian Friendly,  Central European, German,  International"
235.0,4.0,310.0,"Asian,  Gluten Free Options,  Vegan Options,  Vegetarian Friendly,  Thai"
235.0,4.0,355.0," Belgian,  Seafood,  Gluten Free Options,  European, French"
235.0,4.5,74.0," Pub,  Bar, European"
235.0,4.5,99.0,"Polish,  Eastern European,  Vegetarian Friendly,  Central European,  European"
235.0,4.5,134.0," Pizza,  Mediterranean,  Vegetarian Friendly, Italian,  European"
235.0,4.5,174.0,"Mediterranean,  Vegetarian Friendly,  European,  Spanish"
235.0,4.5,210.0,"Italian,  European,  Mediterranean"
235.0,4.5,1728.0," Seafood,  British, American,  Gluten Free Options"
236.0,4.0,17.0,"Mediterranean,  Slovenian,  Contemporary,  European,  Seafood"
236.0,4.0,43.0," European,  Vegetarian Friendly, Spanish"
236.0,4.0,103.0," Thai,  Vegetarian Friendly,  Gluten Free Options, Asian,  Vegan Options"
236.0,4.0,128.0," Asian,  Vegetarian Friendly,  Vegan Options, Japanese"
236.0,4.0,274.0," Gluten Free Options,  Central European, German,  Vegetarian Friendly,  European"
236.0,4.0,638.0," Vegan Options,  Vegetarian Friendly, Mediterranean,  Gluten Free Options"
236.0,4.5,15.0," Pub, Bar"
236.0,4.5,57.0," Vegetarian Friendly,  Asian,  Vegan Options, Japanese,  Seafood,  Sushi"
236.0,4.5,141.0," Central European,  Vegetarian Friendly, European,  Vegan Options,  Austrian,  Gluten Free Options"
236.0,4.5,1852.0," Grill,  Sushi,  Vegetarian Friendly,  Gluten Free Options, Japanese,  Vegan Options,  Asian"
237.0,4.0,25.0,unknown
237.0,4.0,67.0," Vegetarian Friendly,  Seafood, Mediterranean,  Spanish,  European,  Central European"
237.0,4.0,459.0,"Irish,  Pub,  Bar"
237.0,4.0,570.0," Mediterranean,  Gluten Free Options,  Spanish,  European,  Vegetarian Friendly,  Vegan Options, International"
237.0,4.5,75.0," Vegetarian Friendly,  Latin, Peruvian,  Vegan Options,  South American"
237.0,4.5,82.0," Vegan Options,  Vegetarian Friendly, American,  Fast Food"
237.0,4.5,121.0," Mediterranean,  European,  Vegetarian Friendly,  Central European,  Seafood, Italian"
237.0,4.5,174.0," Indian, Asian,  Pakistani,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
237.0,4.5,327.0," Pizza,  Fast Food,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options, Italian,  Healthy"
237.0,4.5,1085.0," Vegetarian Friendly, French,  Contemporary,  European"
237.0,4.5,1365.0," Gluten Free Options,  Vegetarian Friendly, Italian,  Mediterranean,  Vegan Options"
238.0,4.0,294.0,"Italian,  European,  Vegetarian Friendly,  Pizza"
238.0,4.0,439.0," European, German"
238.0,4.0,498.0," Vegetarian Friendly, French,  European"
238.0,4.0,868.0," Vegan Options,  Mediterranean,  Pizza,  Vegetarian Friendly, Italian"
238.0,4.0,1369.0," British,  Scottish,  European,  Gluten Free Options,  Vegan Options, Seafood,  Vegetarian Friendly"
238.0,4.5,22.0," Asian, Japanese"
238.0,4.5,28.0,unknown
238.0,4.5,44.0,"Asian,  Thai,  Vegetarian Friendly"
238.0,4.5,89.0,"Italian,  Vegetarian Friendly"
238.0,4.5,118.0," Vegan Options,  Vegetarian Friendly,  Gluten Free Options,  European, Irish"
238.0,4.5,134.0," Central European,  Vegetarian Friendly, Austrian,  European"
238.0,4.5,154.0," Scandinavian,  Vegetarian Friendly, Swedish,  Gluten Free Options"
238.0,4.5,346.0," Gluten Free Options,  Vegetarian Friendly,  European,  Bar,  International, Dutch"
238.0,4.5,398.0," Asian,  Vegetarian Friendly,  Sushi, Japanese"
238.0,4.5,604.0," Latin,  Spanish, Mexican,  South American,  Gluten Free Options,  Vegetarian Friendly,  Bar,  Central American,  Brazilian,  Vegan Options"
238.0,4.5,1179.0," European, Italian,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options,  Mediterranean"
239.0,4.0,116.0," Latin,  Vegetarian Friendly, Brazilian"
239.0,4.0,146.0," Vegetarian Friendly,  Vegan Options, Japanese"
239.0,4.0,217.0," Vegetarian Friendly, Japanese,  Sushi,  Asian,  Gluten Free Options"
239.0,4.0,228.0," Pub,  European,  Gluten Free Options, Bar,  Vegan Options,  Vegetarian Friendly,  British,  Scottish"
239.0,4.0,251.0," Vegetarian Friendly,  Gluten Free Options, Austrian,  Central European,  International,  European"
239.0,4.0,536.0," European,  Gastropub,  Vegetarian Friendly,  International,  Gluten Free Options, Irish,  Healthy,  Bar,  Vegan Options"
239.0,4.0,1440.0," Pub,  European,  Eastern European,  Central European, Bar,  Czech"
239.0,4.5,125.0," Mediterranean,  Vegan Options,  Vegetarian Friendly, Italian,  Healthy"
240.0,4.0,113.0,"Indian,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options,  Asian"
240.0,4.0,375.0," European, French"
240.0,4.0,385.0," Austrian,  Bar,  Central European,  European, German"
240.0,4.0,789.0," European,  Vegan Options, Bar,  Spanish,  Gluten Free Options,  Vegetarian Friendly"
240.0,4.5,7.0,Mediterranean
240.0,4.5,62.0," Fast Food,  Vegetarian Friendly,  Vegan Options,  Asian, Chinese,  Fusion"
240.0,4.5,114.0," Vegan Options,  Vegetarian Friendly, Portuguese"
240.0,4.5,132.0," Cafe,  Vegetarian Friendly,  French, European"
240.0,4.5,136.0," Vegetarian Friendly, French,  European"
240.0,4.5,150.0," Vegetarian Friendly,  Swedish,  Scandinavian, European,  Gluten Free Options"
240.0,4.5,399.0," Barbecue,  Gluten Free Options,  European, American"
240.0,4.5,757.0,"Italian,  Mediterranean,  Seafood,  Gluten Free Options,  European,  Pizza,  Vegetarian Friendly,  Vegan Options"
240.0,5.0,6.0,Healthy
241.0,4.0,90.0," French,  European,  Contemporary,  Wine Bar,  Vegetarian Friendly, Italian,  Mediterranean,  Vegan Options,  Delicatessen,  Gluten Free Options"
241.0,4.0,253.0," Scandinavian,  Danish, European"
241.0,4.0,266.0,"American,  Bar,  Central American,  Diner,  Steakhouse,  Vegetarian Friendly"
241.0,4.0,2988.0," Vegetarian Friendly,  Hungarian,  Central European, Bar,  Eastern European,  Pub,  European,  Vegan Options"
241.0,4.5,69.0,unknown
241.0,4.5,86.0," Portuguese,  European,  Seafood,  Pub, Bar,  Mediterranean,  Vegetarian Friendly"
241.0,4.5,96.0," Vegetarian Friendly,  Korean, Asian"
241.0,4.5,171.0,"European,  Vegetarian Friendly,  British,  Vegan Options,  Gluten Free Options,  Scandinavian,  Scottish"
241.0,4.5,281.0," Vegetarian Friendly,  European,  Bar, Irish"
241.0,4.5,404.0," European,  Vegetarian Friendly, Mediterranean,  Fusion,  Gluten Free Options,  Spanish,  Vegan Options"
241.0,4.5,2330.0," European,  Gluten Free Options,  British, Steakhouse"
241.0,5.0,63.0," Eastern European,  Georgian,  Barbecue,  Vegetarian Friendly, Grill,  Armenian"
242.0,4.0,88.0," Vegetarian Friendly,  Pizza, Italian"
242.0,4.0,219.0," Central European, German,  European"
242.0,4.0,335.0," Eastern European, Polish,  European,  Vegetarian Friendly"
242.0,4.0,396.0," Vegetarian Friendly,  Czech,  European,  Central European, Italian"
242.0,4.0,1105.0," Gluten Free Options,  Vegetarian Friendly, Italian,  Barbecue,  Bar,  American"
242.0,4.5,40.0," Vegetarian Friendly,  Pakistani, Middle Eastern"
242.0,4.5,236.0," International,  Vegetarian Friendly,  Vegan Options,  Spanish, Mediterranean,  European"
243.0,4.0,61.0," European, Bar,  Pub,  Cafe"
243.0,4.0,134.0," European,  Belgian, French"
243.0,4.0,291.0," Hungarian,  Pub,  European, Bar"
243.0,4.0,343.0," Gluten Free Options,  European,  Bar,  British,  Pub, Irish"
243.0,4.0,412.0," Sushi,  Vegetarian Friendly,  Vegan Options, Japanese,  Gluten Free Options,  Asian,  European"
243.0,4.0,1812.0," European, Seafood,  Mediterranean,  Portuguese"
243.0,4.5,70.0," Greek,  Vegetarian Friendly, Mediterranean"
243.0,4.5,152.0,"German,  Central European,  Vegetarian Friendly,  European"
243.0,4.5,157.0,"Indian,  Vegan Options,  Gluten Free Options,  Vegetarian Friendly"
243.0,4.5,348.0," Vegetarian Friendly,  Gluten Free Options, French"
243.0,4.5,501.0," Vegetarian Friendly, French,  Gluten Free Options,  European"
243.0,4.5,1133.0," European,  Mediterranean, Bar,  Spanish"
243.0,5.0,32.0,unknown
244.0,4.0,135.0," Vegetarian Friendly, Chinese,  Asian"
244.0,4.0,175.0," European, Italian,  Pizza,  Vegetarian Friendly"
244.0,4.0,542.0,"Dutch,  European,  Vegetarian Friendly,  Cafe,  Vegan Options,  Gluten Free Options"
244.0,4.0,1141.0," Soups,  Pizza, Italian,  Gluten Free Options,  Seafood,  Vegan Options,  Mediterranean,  Vegetarian Friendly"
244.0,4.5,56.0," Vegan Options, Indian,  Vegetarian Friendly"
244.0,4.5,191.0,"French,  International,  European"
244.0,4.5,209.0," Scottish,  Gluten Free Options,  Vegetarian Friendly,  Vegan Options,  British, Cafe,  European"
244.0,4.5,689.0," Vegetarian Friendly,  Vegan Options, American,  International,  Gluten Free Options,  Fast Food"
244.0,5.0,29.0," Vegetarian Friendly,  Fast Food,  European, Pizza"
245.0,4.0,177.0," Central European,  Swedish,  Scandinavian,  Gluten Free Options,  Pub,  Bar, European"
245.0,4.0,202.0," Vegetarian Friendly, German,  European,  Vegan Options"
245.0,4.0,559.0," Vegetarian Friendly,  Spanish, Mediterranean"
245.0,4.5,34.0,"Georgian,  Vegetarian Friendly"
245.0,4.5,36.0,"Seafood,  Mediterranean"
245.0,4.5,75.0," Vegetarian Friendly,  Mediterranean,  Vegan Options, Lebanese,  Middle Eastern"
245.0,4.5,160.0," Cafe, Irish,  Vegetarian Friendly"
245.0,4.5,194.0," Grill,  Barbecue, Steakhouse,  Argentinean,  Latin,  South American"
245.0,4.5,226.0," Seafood, Japanese,  Asian,  Sushi"
245.0,4.5,254.0," Portuguese,  Vegetarian Friendly, Mediterranean,  Wine Bar,  European"
245.0,4.5,289.0," European,  Eastern European,  Czech, Bar,  Central European"
245.0,5.0,3.0,Cafe
245.0,5.0,4.0,Delicatessen
246.0,4.0,10.0," Indonesian, Asian"
246.0,4.0,78.0," Vegan Options,  Soups, Cafe,  Vegetarian Friendly"
246.0,4.0,92.0,"British,  Vegetarian Friendly,  European,  Vegan Options,  Cafe"
246.0,4.0,253.0," Contemporary,  Vegan Options,  Healthy,  Gluten Free Options, Swiss,  Vegetarian Friendly,  European"
246.0,4.0,266.0," Vegetarian Friendly, European"
246.0,4.0,466.0," International,  European, Italian,  Vegetarian Friendly,  Hungarian,  Central European,  Eastern European"
246.0,4.0,560.0," Mediterranean, Bar,  Spanish"
246.0,4.5,16.0," Soups, European,  Vegetarian Friendly,  Slovenian,  Central European"
246.0,4.5,31.0," Soups,  Pub,  Czech, Polish,  Central European,  Gastropub,  European"
246.0,4.5,34.0," Thai, Asian,  Vegan Options,  Vegetarian Friendly"
246.0,4.5,82.0," Asian, Japanese,  Seafood,  Sushi,  Vegan Options,  Vegetarian Friendly"
246.0,4.5,378.0," Vegetarian Friendly, German,  European,  Gluten Free Options"
246.0,4.5,586.0," Gluten Free Options,  Vegan Options,  European, Mediterranean,  Vegetarian Friendly"
246.0,4.5,975.0,"Steakhouse,  Halal,  Gluten Free Options,  British"
246.0,5.0,63.0," Central European,  European,  Vegan Options,  Fast Food,  Gluten Free Options,  Delicatessen, International,  Vegetarian Friendly"
247.0,4.0,47.0," Asian,  Vegan Options,  Soups,  Vegetarian Friendly,  Vietnamese, Fast Food"
247.0,4.0,94.0," Wine Bar, Cafe,  Bar"
247.0,4.0,160.0," Gluten Free Options,  European,  Vegetarian Friendly, French,  Belgian"
247.0,4.0,212.0," European,  Vegetarian Friendly, Mediterranean,  Portuguese"
247.0,4.0,279.0,"Italian,  Vegetarian Friendly,  Mediterranean,  Seafood,  Gluten Free Options,  Vegan Options"
247.0,4.0,308.0,"Steakhouse,  Barbecue,  Central European,  European,  American"
247.0,4.0,332.0,"European,  Eastern European,  Hungarian,  Vegetarian Friendly,  Central European"
247.0,4.5,40.0,unknown
247.0,4.5,345.0," Vegetarian Friendly,  Gluten Free Options,  Asian, Indian,  Vegan Options"
247.0,4.5,537.0," Seafood,  Mediterranean, Italian"
247.0,4.5,732.0," Central European,  Vegetarian Friendly,  Polish, European,  Eastern European"
248.0,4.0,12.0," European, Japanese"
248.0,4.0,99.0," Pub, Bar"
248.0,4.0,115.0," European,  Sushi, French,  Asian,  Gluten Free Options,  Vegetarian Friendly"
248.0,4.0,177.0," Central European,  Eastern European,  European,  Vegetarian Friendly, Polish"
248.0,4.0,193.0," Vegetarian Friendly,  Vegan Options, Indian"
248.0,4.0,351.0," Vegetarian Friendly,  Asian,  Vegan Options,  Fusion,  Korean,  Gluten Free Options,  Sushi, Japanese"
248.0,4.0,650.0," Vegetarian Friendly,  Fast Food, American"
248.0,4.5,32.0," Bar, Polish,  Vegetarian Friendly,  Pub,  Steakhouse,  International,  Diner"
248.0,4.5,104.0,unknown
248.0,4.5,208.0," European,  Portuguese, Mediterranean"
248.0,4.5,331.0," Central European,  Pizza,  European, Italian,  Czech,  Vegetarian Friendly,  Bar"
248.0,4.5,1264.0," Gluten Free Options, Italian,  Vegan Options,  Mediterranean,  Vegetarian Friendly,  Seafood,  Soups"
249.0,3.5,506.0," European, French"
249.0,4.0,11.0,unknown
249.0,4.0,145.0,"Barbecue,  Mediterranean,  Portuguese,  European"
249.0,4.0,686.0,"Irish,  Vegan Options,  European,  Vegetarian Friendly,  Gluten Free Options"
249.0,4.5,7.0," Asian, Sushi"
249.0,4.5,61.0," Central European, Austrian"
249.0,4.5,80.0," Vegetarian Friendly, Cafe"
249.0,4.5,122.0,"Mediterranean,  Portuguese,  Gluten Free Options,  Vegetarian Friendly,  European,  Vegan Options"
249.0,4.5,156.0," International,  Fusion, European"
249.0,4.5,159.0," Mediterranean,  Middle Eastern,  Gluten Free Options, Lebanese,  Moroccan,  European,  Vegetarian Friendly,  Vegan Options,  Israeli"
249.0,4.5,202.0," Gluten Free Options,  Vegan Options, Italian,  Vegetarian Friendly,  European,  Mediterranean"
249.0,4.5,337.0," Vegan Options,  Vegetarian Friendly,  European,  Mediterranean,  Pizza, Italian"
250.0,3.5,101.0," Slovenian,  Vegetarian Friendly,  European,  Mediterranean, Seafood"
250.0,4.0,25.0," European, Cafe,  Pizza,  Central European,  Italian,  Pub,  Bar"
250.0,4.0,84.0,unknown
250.0,4.0,95.0,"Cafe,  Vegetarian Friendly,  German,  Central European,  European"
250.0,4.0,109.0," Vegetarian Friendly,  European,  Cafe,  Gluten Free Options, Italian,  Vegan Options"
250.0,4.0,183.0,"Steakhouse,  Gastropub,  Soups,  Austrian,  Vegetarian Friendly"
250.0,4.0,184.0," French, European,  Gluten Free Options,  Vegetarian Friendly"
250.0,4.0,659.0,"Steakhouse,  Portuguese,  European"
250.0,4.0,827.0," Bar,  Vegetarian Friendly,  Central European, Steakhouse,  European,  Dutch,  Gluten Free Options"
250.0,4.0,1049.0,"Mediterranean,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options,  Spanish"
250.0,4.5,80.0," Vegan Options, Asian,  Thai,  Vegetarian Friendly"
250.0,4.5,992.0," Vegetarian Friendly, Mediterranean,  Contemporary,  Vegan Options,  Italian"
250.0,4.5,1735.0," Vegetarian Friendly, French,  European"
251.0,3.5,82.0," Vegetarian Friendly,  Thai, Asian,  Vegan Options"
251.0,4.0,113.0," Vegetarian Friendly,  European,  Gluten Free Options, Bar"
251.0,4.0,132.0," Vegetarian Friendly,  Vegan Options,  Asian, Indian"
251.0,4.0,1074.0," Vegan Options,  Gluten Free Options,  Vegetarian Friendly,  Indonesian, Asian"
251.0,4.5,41.0,"Asian,  Thai"
251.0,4.5,87.0," Vegan Options,  Halal, Persian,  Vegetarian Friendly"
251.0,4.5,96.0,"Italian,  Pizza"
251.0,4.5,180.0," European,  Gluten Free Options,  Mediterranean, Italian,  Vegetarian Friendly"
251.0,4.5,1225.0," Vegetarian Friendly, Italian,  Vegan Options,  Pizza"
251.0,5.0,6.0,unknown
251.0,5.0,65.0,"Mexican,  Central American,  Vegetarian Friendly,  Fast Food,  Latin"
252.0,4.0,215.0," Vegan Options, European,  Gluten Free Options,  Vegetarian Friendly,  Swedish,  Scandinavian"
252.0,4.0,462.0," Scandinavian,  European, French"
252.0,4.5,71.0," Vietnamese, Asian,  Vegetarian Friendly"
252.0,4.5,136.0," Portuguese, Mediterranean,  European,  Vegetarian Friendly"
252.0,4.5,294.0,"Steakhouse,  Vegetarian Friendly,  Barbecue,  Mediterranean,  Greek"
252.0,4.5,663.0," Central American,  Vegetarian Friendly,  Mexican,  Vegan Options,  Gluten Free Options, Latin"
252.0,4.5,1006.0," Gluten Free Options,  European,  Vegetarian Friendly, French"
253.0,3.5,154.0,"Scandinavian,  Norwegian"
253.0,4.0,10.0,unknown
253.0,4.0,153.0," European,  Gluten Free Options,  Vegetarian Friendly,  Mediterranean, Italian"
253.0,4.0,163.0," Vegan Options,  Vegetarian Friendly,  Gluten Free Options, Bar,  European,  Cafe"
253.0,4.0,586.0,German
253.0,4.0,749.0,"Italian,  Mediterranean,  Vegetarian Friendly"
253.0,4.0,1342.0," Scottish,  Vegetarian Friendly, Bar,  British,  Pub"
253.0,4.5,77.0," European,  Vegetarian Friendly, Bar"
253.0,4.5,117.0," Bar,  Gastropub,  Gluten Free Options,  Pub,  European,  Vegan Options, Irish,  Vegetarian Friendly"
253.0,4.5,170.0,"European,  Vegetarian Friendly,  Gluten Free Options,  Scandinavian,  Danish"
253.0,4.5,190.0," Sushi, Japanese,  European,  Asian,  Fusion"
254.0,3.5,270.0," Mediterranean, Italian,  Pizza,  Gluten Free Options,  European,  Vegan Options,  Vegetarian Friendly"
254.0,3.5,402.0," Pub, Bar,  Gluten Free Options,  Vegetarian Friendly"
254.0,3.5,565.0," Grill, Steakhouse,  Bar"
254.0,4.0,147.0,"Bar,  Vegetarian Friendly,  European"
254.0,4.0,604.0," Mediterranean,  Grill, Seafood,  Portuguese,  Vegetarian Friendly,  European"
254.0,4.5,3.0,unknown
254.0,4.5,39.0,"Swiss,  Bar,  European"
254.0,4.5,83.0,"Wine Bar,  Vegetarian Friendly"
254.0,4.5,136.0," European, Wine Bar"
254.0,4.5,165.0," Bar,  Pub,  European, Irish"
254.0,4.5,183.0,"Cafe,  Gluten Free Options,  Vegetarian Friendly,  European,  Vegan Options"
254.0,4.5,307.0," Czech, Bar,  Central European,  European,  Pub,  Eastern European"
254.0,4.5,560.0,"Italian,  Seafood,  Vegetarian Friendly,  Gluten Free Options,  Mediterranean,  European"
255.0,4.0,45.0," Scandinavian,  Bar, Pub,  European"
255.0,4.0,214.0," Sushi,  Vegan Options,  Vegetarian Friendly,  Asian, Japanese,  Seafood,  Gluten Free Options"
255.0,4.0,233.0," Vegetarian Friendly, French,  European"
255.0,4.0,326.0,"Mediterranean,  European,  Spanish,  Vegetarian Friendly,  Gluten Free Options"
255.0,4.0,398.0,"Mediterranean,  Portuguese,  European"
255.0,4.5,77.0,"Portuguese,  Wine Bar"
255.0,4.5,372.0," Spanish, Bar,  Vegetarian Friendly,  Vegan Options,  International,  Mediterranean,  Gluten Free Options,  European"
255.0,5.0,3.0,Slovenian
256.0,4.0,156.0," European,  Vegetarian Friendly,  Gluten Free Options,  Swedish,  Scandinavian, French"
256.0,4.0,224.0," Greek,  International,  Cafe,  Pizza,  Vegan Options, Bar,  Vegetarian Friendly"
256.0,4.5,21.0," Soups,  Vietnamese, Asian"
256.0,4.5,44.0,unknown
256.0,4.5,56.0," Vegetarian Friendly, Italian,  Delicatessen"
256.0,4.5,116.0," Vegetarian Friendly, Cafe,  Vegan Options,  European"
256.0,4.5,141.0," Vegetarian Friendly, Greek,  Mediterranean,  European"
256.0,4.5,1020.0," British,  Vegetarian Friendly, Fast Food"
256.0,5.0,55.0,Vegetarian Friendly
256.0,5.0,NaN,unknown
257.0,4.0,53.0," Vegetarian Friendly,  Gluten Free Options, European,  Vegan Options,  Healthy"
257.0,4.0,88.0," Soups,  Vegetarian Friendly,  Vegan Options,  Vietnamese, Asian"
257.0,4.0,399.0," Mediterranean,  Gluten Free Options, Italian,  Vegan Options,  Spanish,  European,  Vegetarian Friendly"
257.0,4.0,514.0," Bar, German,  European,  Central European"
257.0,4.0,532.0," Vegetarian Friendly,  Latin, Mexican,  Central American"
257.0,4.0,1628.0," Gluten Free Options,  European, Italian,  Vegetarian Friendly,  Vegan Options,  Pizza"
257.0,4.5,13.0," Sushi, Japanese"
257.0,4.5,24.0," Cafe, European"
257.0,4.5,34.0,"Wine Bar,  European"
257.0,4.5,60.0," Middle Eastern,  Gluten Free Options,  Vegan Options, European,  Vegetarian Friendly"
257.0,4.5,88.0," Bar, Irish,  Pub"
257.0,4.5,216.0," Hungarian,  International,  Eastern European,  Vegetarian Friendly,  Central European,  Gluten Free Options, European"
257.0,4.5,283.0," Soups,  Vegetarian Friendly, Chinese,  Vegan Options,  Asian"
257.0,4.5,330.0,"Italian,  Mediterranean,  Brew Pub,  Wine Bar,  Vegetarian Friendly,  Vegan Options,  European"
257.0,4.5,1982.0," Italian,  Vegan Options,  Gluten Free Options,  Mediterranean,  Seafood,  Vegetarian Friendly, Pizza"
257.0,5.0,NaN,unknown
258.0,3.5,935.0," Mediterranean,  Portuguese,  European,  Vegan Options,  Vegetarian Friendly, Bar"
258.0,4.0,121.0," European, Swiss,  Central European,  Vegetarian Friendly"
258.0,4.0,129.0," Vegan Options,  Vegetarian Friendly, African,  Ethiopian"
258.0,4.0,378.0," Vegetarian Friendly,  Vegan Options,  Korean, Asian"
258.0,4.0,1676.0," Portuguese, European"
258.0,4.5,18.0," Vegetarian Friendly,  Hawaiian,  Asian,  Sushi,  Norwegian,  Fast Food,  European, Seafood"
258.0,4.5,92.0," European,  Vegetarian Friendly,  Danish,  Contemporary, Italian"
258.0,4.5,155.0," Spanish,  Vegan Options, Mediterranean,  Vegetarian Friendly,  Gluten Free Options"
258.0,4.5,250.0,"Bar,  Pub"
258.0,4.5,820.0," French,  Vegetarian Friendly,  European,  Gluten Free Options, Gastropub"
259.0,4.0,81.0," Asian,  Sushi,  Japanese,  Vegetarian Friendly, Chinese"
259.0,4.0,126.0," European, Spanish,  Wine Bar"
259.0,4.0,146.0,"Bar,  Scandinavian,  European,  Gastropub,  Norwegian"
259.0,4.0,178.0," European, German,  Central European,  Gluten Free Options,  Vegetarian Friendly,  Vegan Options,  Gastropub"
259.0,4.0,1390.0," Gluten Free Options,  Mediterranean, Italian,  Pizza,  Vegan Options,  Vegetarian Friendly,  European"
259.0,4.5,342.0,"Mediterranean,  Spanish,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options"
259.0,5.0,42.0,Pub
259.0,5.0,NaN,Fast Food
260.0,3.5,271.0," Vegetarian Friendly, Italian,  Gluten Free Options,  Mediterranean,  Vegan Options,  Pizza"
260.0,4.0,103.0," European, Mediterranean,  Seafood,  Portuguese"
260.0,4.0,219.0,"Italian,  Mediterranean,  European,  Vegetarian Friendly"
260.0,4.0,503.0," Portuguese,  Vegetarian Friendly, Mediterranean,  Fusion,  European"
260.0,4.5,51.0," Cafe,  Soups,  Vegetarian Friendly,  Vegan Options, Healthy"
260.0,4.5,67.0," Soups,  Pizza, Italian,  Central European,  European,  Mediterranean,  Vegetarian Friendly"
260.0,4.5,92.0," European,  Vegetarian Friendly, Italian,  Delicatessen,  Vegetarian Friendly,  Italian,  Mediterranean, Mediterranean,  Fast Food"
260.0,4.5,110.0,Wine Bar
260.0,4.5,124.0,"Mediterranean,  Spanish,  Vegetarian Friendly,  Gluten Free Options"
260.0,4.5,256.0," Vegan Options, Italian,  Vegetarian Friendly,  Mediterranean,  European"
260.0,4.5,463.0," Seafood,  Vegetarian Friendly, Italian,  Mediterranean"
260.0,4.5,1644.0," Vegetarian Friendly,  Bangladeshi,  Asian,  Halal,  Balti,  Vegan Options,  Gluten Free Options, Indian"
261.0,4.5,16.0," Vegetarian Friendly,  Ethiopian, African"
261.0,4.5,26.0,Vegetarian Friendly
261.0,4.5,31.0," Vegetarian Friendly, Italian,  Contemporary,  Pizza,  European,  Vegan Options"
261.0,4.5,56.0," European,  Gastropub,  Vegetarian Friendly, French"
261.0,4.5,337.0," Gluten Free Options,  Seafood,  Mediterranean, Italian,  European,  Vegetarian Friendly"
261.0,5.0,20.0,"International,  Diner,  Barbecue,  Greek,  Contemporary"
262.0,4.0,124.0," Spanish,  Vegetarian Friendly, Mediterranean,  European"
262.0,4.0,188.0," Central European,  Gluten Free Options, Austrian,  European"
262.0,4.0,307.0,"French,  European"
262.0,4.0,560.0," Vegetarian Friendly,  International,  Gluten Free Options,  Wine Bar,  Bar,  European, Irish"
262.0,4.5,95.0," Portuguese, Mediterranean,  Grill,  Barbecue,  European"
262.0,4.5,436.0,"Mediterranean,  Vegan Options,  Italian,  Vegetarian Friendly,  Gluten Free Options"
262.0,5.0,4.0,unknown
262.0,5.0,227.0," Vegan Options, French,  Vegetarian Friendly"
262.0,5.0,NaN," European, International,  Slovenian"
263.0,4.0,149.0,"European,  Mediterranean,  Portuguese"
263.0,4.0,186.0," Seafood,  Belgian,  European, French,  Soups"
263.0,4.0,261.0,"Austrian,  Central European,  Vegetarian Friendly,  European,  German"
263.0,4.0,483.0," Eastern European,  International,  Czech, European,  Vegetarian Friendly,  Central European"
263.0,4.5,11.0," Pizza, Italian,  French"
263.0,4.5,18.0," Swedish,  Scandinavian, European"
263.0,4.5,86.0," Vegan Options, African,  Gluten Free Options,  Vegetarian Friendly,  Ethiopian"
263.0,4.5,192.0,"Bar,  Gluten Free Options,  International,  American,  Vegetarian Friendly,  Pub,  European"
263.0,4.5,255.0," Vegan Options,  Middle Eastern,  Halal,  Turkish, Mediterranean,  Gluten Free Options,  Vegetarian Friendly,  Barbecue"
263.0,4.5,479.0," Pizza, Italian,  Vegan Options,  Vegetarian Friendly"
263.0,4.5,613.0," European, French,  Vegetarian Friendly"
263.0,4.5,1089.0," Vegetarian Friendly,  Gluten Free Options,  Vegan Options,  Asian, Indian"
264.0,4.0,226.0,"Gastropub,  French,  European"
264.0,4.0,316.0," Central European,  Czech,  Eastern European,  European, Bar"
264.0,4.0,349.0," European,  Bar,  Vegetarian Friendly, Dutch,  Pub"
264.0,4.0,1028.0," Mediterranean, Seafood,  Gluten Free Options,  Spanish,  Soups"
264.0,4.5,150.0,"Chinese,  Vegetarian Friendly,  Asian"
264.0,4.5,397.0," Pizza,  Vegetarian Friendly,  Mediterranean, Italian,  Vegan Options"
264.0,4.5,699.0,"French,  European,  Vegetarian Friendly"
264.0,4.5,2472.0," Gluten Free Options, Steakhouse,  British"
264.0,5.0,2.0,"European,  Slovenian"
265.0,4.0,78.0," European,  Vegetarian Friendly, Mediterranean,  Greek"
265.0,4.0,744.0," Cafe,  Vegetarian Friendly, Bar,  European,  Vegan Options,  Portuguese"
265.0,4.0,796.0," Dutch,  Gluten Free Options, French,  Delicatessen,  Vegetarian Friendly,  European"
265.0,4.0,1767.0," Central European,  Czech,  European,  Vegetarian Friendly,  Eastern European, Bar"
265.0,4.5,33.0,"German,  Vegetarian Friendly"
265.0,4.5,43.0," Vegetarian Friendly, European,  Asian,  Nepali"
265.0,4.5,60.0," Thai, Asian,  Vegetarian Friendly"
265.0,4.5,76.0," Mediterranean, Italian,  European,  Vegetarian Friendly"
265.0,4.5,113.0," Vegan Options,  Seafood,  Mediterranean, Italian,  Vegetarian Friendly,  Gluten Free Options"
266.0,3.5,836.0," Vegetarian Friendly, Steakhouse,  Grill,  European,  Belgian,  Bar,  Barbecue"
