popularity,release_date,title,year,pg_rating,imdb_id,runtime,imdb_rating,votes,gross_us,month,genre
12.91,2/27/2009,The Girl with the Dragon Tattoo,2009,R,1132620,152,7.8,209325,10.1,2," Mystery, Crime,  Drama"
12.91,2/27/2009,The Girl with the Dragon Tattoo,2011,R,1568346,158,7.8,424947,102.52,2," Mystery, Crime,  Drama"
12.923,6/15/1967,The Dirty Dozen,1967,Not Rated,61578,150,7.7,67338,45.3,6," War,  Adventure, Action"
12.940999999999999,9/12/1997,The Game,1997,R,119174,129,7.8,346409,48.32,9,"Drama,  Thriller,  Mystery"
12.968,5/13/1996,Breaking the Waves,1996,R,115751,159,7.8,62609,4.04,5,Drama
12.972000000000001,12/9/1987,Empire of the Sun,1987,PG,92965,153,7.7,116037,22.24,12," Drama, Action,  History"
12.991,9/11/2015,Beasts of No Nation,2015,Not Rated,1365050,137,7.7,74306,0.08,9,"Drama,  War"
13.008,5/24/2012,Moonrise Kingdom,2012,PG-13,1748122,94,7.8,319952,45.51,5," Romance,  Drama, Comedy"
13.037,2/20/1985,Brazil,1985,R,88846,132,7.9,188061,9.93,2,"Drama,  Sci-Fi"
13.062000000000001,2/8/2008,In Bruges,2008,R,780536,107,7.9,391378,7.76,2,"Comedy,  Drama,  Crime"
13.065,10/19/1939,Mr. Smith Goes to Washington,1939,Passed,31679,129,8.1,107336,9.6,10,"Comedy,  Drama"
13.087,10/3/1957,Nights of Cabiria,1957,Not Rated,50783,110,8.1,43082,0.75,10,Drama
13.092,5/11/1931,M,1931,Passed,22100,99,8.3,144120,0.03,5," Mystery, Crime,  Thriller"
13.107000000000001,8/9/2007,Stardust,2007,PG-13,486655,127,7.6,255676,38.63,8," Fantasy,  Family, Adventure"
13.125,2/22/1934,It Happened One Night,1934,Approved,25316,105,8.1,94465,4.36,2," Romance, Comedy"
13.127,2/11/1936,Modern Times,1936,G,27977,87,8.5,218953,0.16,2," Family, Comedy,  Drama"
13.14,10/12/2005,The World's Fastest Indian,2005,PG-13,412080,127,7.8,52067,5.13,10," Drama,  Sport, Biography"
13.165,9/7/2008,The Wrestler,2008,R,1125849,109,7.9,289940,26.24,9,"Drama,  Sport"
13.177,6/1/1985,Ran,1985,R,89881,162,8.2,113074,4.14,6," Drama,  War, Action"
13.195,8/30/2000,"O Brother, Where Art Thou?",2000,PG-13,190590,107,7.7,288133,45.51,8," Comedy, Adventure,  Crime"
13.222000000000001,8/9/2019,The Peanut Butter Falcon,2019,PG-13,4364194,97,7.6,67952,13.12,8," Drama,  Comedy, Adventure"
13.222999999999999,9/18/1951,A Streetcar Named Desire,1951,PG,44081,122,8.0,99479,8.0,9,Drama
13.238,4/29/1930,All Quiet on the Western Front,1930,Passed,20629,152,8.0,57437,3.27,4," War, Drama"
13.272,4/9/1952,Singin' in the Rain,1952,G,45152,103,8.3,219920,8.82,4," Romance, Comedy,  Musical"
13.282,8/13/2009,The Secret in Their Eyes,2009,R,1305806,129,8.2,194013,6.39,8," Mystery,  Romance, Drama"
13.285,11/1/2013,Philomena,2013,PG-13,2431286,98,7.6,94372,37.71,11," Comedy,  Drama, Biography"
13.325999999999999,5/23/2007,The Diving Bell and the Butterfly,2007,PG-13,401383,112,8.0,103476,5.99,5," Drama, Biography"
13.36,7/8/1959,North by Northwest,1959,Approved,53125,136,8.3,300245,13.28,7," Mystery, Adventure,  Thriller"
13.370999999999999,11/10/2006,The Return,2003,Not Rated,376968,110,8.0,42584,0.5,11,Drama
13.39,9/25/1961,The Hustler,1961,Not Rated,54997,134,8.0,75228,8.28,9,"Drama,  Sport"
13.405999999999999,6/16/1980,The Blues Brothers,1980,R,80455,133,7.9,183777,57.23,6," Comedy,  Adventure, Action"
13.465,3/29/1965,The Sound of Music,1965,G,59742,172,8.0,207723,163.21,3," Drama,  Family, Biography"
13.468,8/23/1984,"Paris, Texas",1984,R,87884,145,8.1,91911,2.18,8,Drama
13.485999999999999,9/21/2013,Nebraska,2013,R,1821549,115,7.7,112608,17.65,9,"Adventure,  Comedy,  Drama"
13.514000000000001,12/25/1926,The General,1926,Passed,17925,67,8.1,81525,1.03,12," Comedy,  Adventure, Action"
13.622,9/24/2012,The Hunt,2012,R,2106476,115,8.3,283731,0.69,9,Drama
13.629000000000001,4/5/2013,Before Midnight,2013,R,2209418,109,7.9,142191,8.11,4," Romance, Drama"
13.630999999999998,12/28/2001,I Am Sam,2001,PG-13,277027,132,7.7,143159,40.31,12,Drama
13.645,8/21/2014,Wild Tales,2014,R,3011894,122,8.1,178119,3.11,8," Drama, Comedy,  Thriller"
13.647,10/21/1964,My Fair Lady,1964,G,58385,170,7.8,86808,72.0,10,"Drama,  Family,  Musical"
13.655,4/7/1993,The Sandlot,1993,PG,108037,101,7.8,79225,32.42,4," Family, Comedy,  Drama"
13.655,9/6/2010,The King's Speech,2010,R,1504320,118,8.0,641448,138.8,9," History, Biography,  Drama"
13.66,10/12/2007,Sleuth,1972,PG,69281,138,8.0,44842,4.08,10," Thriller, Mystery"
13.665999999999999,9/8/2004,Downfall,2004,R,363163,156,8.2,332381,5.51,9," Drama, Biography,  History"
13.683,12/14/2001,The Royal Tenenbaums,2001,R,265666,110,7.6,267694,52.36,12," Drama, Comedy"
13.684000000000001,4/9/1932,Scarface,1983,R,86250,170,8.3,744303,45.6,4,"Crime,  Drama"
13.696,11/5/1993,The Remains of the Day,1993,PG,107943,134,7.8,66361,22.95,11,"Drama,  Romance"
13.719000000000001,9/30/2011,50/50,2011,R,1306980,100,7.6,315898,35.01,9,"Comedy,  Romance,  Drama"
13.755,5/21/2013,The Great Beauty,2013,Not Rated,2358891,141,7.8,81460,2.85,5,Drama
13.755,6/9/1952,High Noon,1952,PG,44706,85,7.9,97474,9.45,6," Thriller, Drama,  Western"
13.814,8/18/2006,The Illusionist,2006,PG-13,443543,110,7.6,355366,39.87,8," Mystery,  Fantasy, Drama"
13.818,10/6/2017,The Florida Project,2017,R,5649144,111,7.6,95960,5.9,10,Drama
13.864,12/23/1995,Dead Man,1995,R,112817,121,7.6,90712,1.04,12," Drama,  Fantasy, Adventure"
13.870999999999999,5/11/2011,Midnight in Paris,2011,PG-13,1605783,94,7.7,389478,56.82,5," Romance, Comedy,  Fantasy"
13.873,12/12/1993,In the Name of the Father,1993,R,107207,133,8.1,157518,25.01,12," Drama, Biography,  Crime"
13.886,10/21/2016,"I, Daniel Blake",2016,R,5168192,100,7.9,54157,0.26,10,Drama
13.927999999999999,4/23/1967,Casino Royale,2006,PG-13,381061,144,8.0,583691,167.45,4,"Action,  Thriller,  Adventure"
13.937000000000001,12/25/1973,The Sting,1973,PG,70735,129,8.3,242352,159.6,12,"Comedy,  Drama,  Crime"
13.944,5/6/2005,Crash,2004,R,375679,112,7.7,420299,54.58,5," Thriller, Crime,  Drama"
13.949000000000002,10/29/1999,Being John Malkovich,1999,R,120601,113,7.7,313388,22.86,10,"Comedy,  Drama,  Fantasy"
13.963,12/25/1993,Batman: Mask of the Phantasm,1993,PG,106364,76,7.8,43875,5.62,12," Crime,  Action, Animation"
14.001,9/24/1993,Dazed and Confused,1993,R,106677,102,7.6,166243,7.99,9,Comedy
14.003,10/24/2008,"Synecdoche, New York",2008,R,383028,124,7.6,83581,3.08,10,Drama
14.003,12/11/1988,Rain Man,1988,R,95953,133,8.0,474374,178.8,12,Drama
14.024000000000001,10/11/1957,The Bridge on the River Kwai,1957,PG,50212,161,8.1,204166,44.91,10," Drama, Adventure,  War"
14.048,3/16/1960,Breathless,1960,Not Rated,53472,90,7.8,73541,0.34,3,"Crime,  Drama"
14.100999999999999,6/22/1970,Kelly's Heroes,1970,GP,65938,144,7.6,45426,1.38,6," Comedy,  War, Adventure"
14.102,6/17/1969,The Wild Bunch,1969,R,65214,135,7.9,77570,12.06,6," Adventure, Action,  Western"
14.126,4/7/1974,The Conversation,1974,PG,71360,113,7.8,99195,4.42,4," Mystery,  Thriller, Drama"
14.144,3/4/2004,Hotel Rwanda,2004,PG-13,395169,121,8.1,335236,23.53,3," Drama, Biography,  History"
14.18,11/30/1982,Gandhi,1982,PG,83987,191,8.0,218110,52.77,11," History,  Drama, Biography"
14.207,6/6/2007,Gone Baby Gone,2007,R,452623,114,7.6,251388,20.3,6,"Crime,  Mystery,  Drama"
14.247,2/5/1960,La Dolce Vita,1960,Not Rated,53779,174,8.0,66867,19.52,2,"Comedy,  Drama"
14.249,6/8/2001,Y Tu Mamá También,2001,R,245574,106,7.6,116151,13.62,6,Drama
14.251,12/15/1974,Young Frankenstein,1974,PG,72431,106,8.0,143856,86.3,12,Comedy
14.262,7/12/2002,Road to Perdition,2002,R,257044,117,7.7,247644,104.45,7," Drama,  Thriller, Crime"
14.325,7/7/2000,The Kid,1921,Passed,12349,68,8.3,114056,5.45,7," Drama, Comedy,  Family"
14.331,2/6/1927,Metropolis,1927,Not Rated,17136,153,8.3,160671,1.24,2,"Drama,  Sci-Fi"
14.339,9/21/1975,Dog Day Afternoon,1975,R,72890,125,8.0,236463,50.0,9," Crime,  Drama, Biography"
14.34,9/19/1997,L.A. Confidential,1997,R,119488,138,8.2,533825,64.62,9,"Crime,  Mystery,  Drama"
14.342,7/2/1980,Airplane!,1980,PG,80339,88,7.7,215597,83.4,7,Comedy
14.364,8/1/1991,Barton Fink,1991,R,101410,116,7.7,113545,6.15,8," Drama, Comedy,  Thriller"
14.386,9/23/1969,Butch Cassidy and the Sundance Kid,1969,PG,64115,110,8.0,202315,102.31,9," Drama, Biography,  Crime"
14.388,2/7/1986,Hannah and Her Sisters,1986,PG-13,91167,107,7.9,67359,40.08,2," Drama, Comedy"
14.397,2/24/2006,Lucky Number Slevin,2006,R,425210,110,7.7,299936,22.49,2," Crime, Action,  Drama"
14.434000000000001,9/7/2017,Papillon,1973,R,70511,151,8.0,121899,53.27,9,"Biography,  Drama,  Crime"
14.442,6/12/2015,Me and Earl and the Dying Girl,2015,PG-13,2582496,105,7.7,123614,6.74,6," Drama, Comedy"
14.495999999999999,9/26/2007,Control,2007,R,421082,122,7.7,61739,0.87,9,"Biography,  Drama,  Music"
14.511,1/25/1970,Patton,1970,GP,66206,172,7.9,93939,61.7,1," War, Biography,  Drama"
14.532,12/13/1995,Sense and Sensibility,1995,PG,114388,136,7.6,103063,43.18,12," Romance, Drama"
14.539000000000001,1/15/1948,The Treasure of the Sierra Madre,1948,Passed,40897,126,8.2,114735,5.01,1,"Adventure,  Drama,  Western"
14.557,9/25/1987,The Princess Bride,1987,PG,93779,98,8.0,395093,30.86,9,"Adventure,  Family,  Fantasy"
14.595,8/31/1949,The Third Man,1949,Approved,41959,93,8.1,159282,0.45,8," Mystery, Film-Noir,  Thriller"
14.595999999999998,10/19/2001,Waking Life,2001,R,243017,99,7.8,60828,2.89,10," Fantasy,  Drama, Animation"
14.637,5/27/1994,Three Colors: Red,1994,R,111495,99,8.1,91380,4.04,5,"Drama,  Mystery,  Romance"
14.645,9/1/1954,Rear Window,1954,PG,47396,112,8.4,445778,36.76,9,"Mystery,  Thriller"
14.671,1/1/2006,The Fall,2006,R,460791,117,7.9,107469,2.28,1,"Adventure,  Fantasy,  Drama"
14.718,3/9/1978,The Deer Hunter,1978,R,77416,183,8.1,312645,48.98,3,"Drama,  War"
14.777000000000001,6/21/1960,The Apartment,1960,Approved,53604,125,8.3,165142,18.6,6,"Comedy,  Romance,  Drama"
14.849,8/12/2010,I Saw the Devil,2010,Not Rated,1588170,144,7.8,111925,0.13,8," Drama, Action,  Crime"
14.890999999999998,11/14/1980,Raging Bull,1980,R,81398,129,8.2,323101,23.38,11," Sport,  Drama, Biography"
14.911,2/14/1963,8½,1963,Not Rated,56801,138,8.0,109237,0.05,2,Drama
14.92,12/11/1992,A Few Good Men,1992,R,104257,138,7.7,236310,141.34,12,"Drama,  Thriller"
14.933,12/16/1966,Andrei Rublev,1966,R,60107,205,8.1,47324,0.1,12," Drama,  History, Biography"
14.953,7/14/1971,Dirty Harry,1971,R,66999,102,7.7,143759,35.9,7," Crime,  Thriller, Action"
14.959000000000001,4/25/1979,Manhattan,1979,R,79522,96,7.9,131724,45.7,4," Drama, Comedy,  Romance"
14.965,2/9/2004,The Machinist,2004,R,361862,101,7.7,359641,1.08,2,"Drama,  Thriller"
15.005,6/5/2014,Boyhood,2014,R,1065073,165,7.9,336282,25.38,6,Drama
15.064,6/30/1995,Apollo 13,1995,PG,112384,140,7.6,270306,173.84,6,"Adventure,  Drama,  History"
15.067,12/17/2010,The Fighter,2010,R,964517,116,7.8,341821,93.62,12," Sport,  Drama, Biography"
15.077,4/24/2011,Detachment,2011,Not Rated,1683526,98,7.7,77347,0.07,4,Drama
15.078,9/1/2006,Black Book,2006,R,389557,145,7.7,72793,4.4,9," War,  Thriller, Drama"
15.09,8/25/2000,Vampire Hunter D: Bloodlust,2000,R,216651,103,7.7,29288,0.15,8," Fantasy, Animation,  Action"
15.113,9/14/2007,Eastern Promises,2007,R,765443,100,7.6,228461,17.11,9,"Action,  Crime,  Drama"
15.115,2/19/1999,Office Space,1999,R,151804,89,7.7,242263,10.82,2,Comedy
15.14,7/14/1982,Pink Floyd: The Wall,1982,R,84503,95,8.1,76287,22.24,7," Music, Drama,  Fantasy"
15.159,10/26/2005,Match Point,2005,R,416320,124,7.6,206754,23.09,10,"Drama,  Thriller,  Romance"
15.163,12/5/1973,Serpico,1973,R,70666,130,7.7,110398,29.8,12," Drama,  Crime, Biography"
15.185,1/16/2009,Notorious,1946,Not Rated,38787,102,7.9,92566,10.46,1," Film-Noir, Drama,  Romance"
15.199000000000002,4/14/1960,The Magnificent Seven,1960,Approved,54047,128,7.7,87926,4.91,4," Adventure, Action,  Western"
15.213,9/13/2005,Walk the Line,2005,PG-13,358273,136,7.8,234879,119.52,9,"Biography,  Music,  Drama"
15.277000000000001,10/15/2015,Bridge of Spies,2015,PG-13,3682448,142,7.6,288744,72.31,10,"Drama,  Thriller,  History"
15.288,9/6/1984,Amadeus,1984,R,86879,160,8.3,370295,51.97,9," Drama, Biography,  History"
15.309000000000001,9/14/1993,A Bronx Tale,1993,R,106489,121,7.8,128665,17.27,9," Romance, Crime,  Drama"
15.338,11/18/1992,Malcolm X,1992,PG-13,104797,202,7.7,86352,48.17,11," History,  Drama, Biography"
15.407,2/27/1997,Donnie Brasco,1997,R,119008,127,7.7,280819,41.91,2,"Biography,  Crime,  Drama"
15.419,5/25/1975,Monty Python and the Holy Grail,1975,PG,71853,91,8.2,502250,1.23,5," Comedy, Adventure,  Fantasy"
15.437999999999999,5/10/1965,For a Few Dollars More,1965,R,59578,132,8.2,233719,15.0,5,Western
15.507,12/9/2008,Gran Torino,2008,R,1205489,116,8.1,722544,148.1,12,Drama
15.512,12/17/1993,What's Eating Gilbert Grape,1993,PG-13,108550,118,7.8,215925,9.17,12,Drama
15.533,12/21/1967,The Graduate,1967,PG,61722,106,8.0,254430,104.95,12," Romance, Comedy,  Drama"
15.562000000000001,3/30/1958,Touch of Evil,1958,PG-13,52311,95,8.0,98629,2.24,3,"Crime,  Film-Noir,  Drama"
15.562000000000001,8/17/1973,Enter the Dragon,1973,R,70034,102,7.7,96958,25.0,8,"Action,  Drama,  Crime"
15.628,10/15/1999,The Straight Story,1999,G,166896,112,8.0,82375,6.2,10," Drama, Biography"
15.628,11/18/2016,Manchester by the Sea,2016,R,4034228,137,7.8,248465,47.7,11,Drama
15.662,10/29/2004,Ray,2004,PG-13,350258,152,7.7,138809,75.33,10," Music, Biography,  Drama"
15.679,11/30/1990,Misery,1990,R,100157,107,7.8,185542,61.28,11,"Drama,  Thriller"
15.694,12/10/1999,Magnolia,1999,R,175880,188,8.0,290567,22.46,12,Drama
15.695,3/6/1996,Primal Fear,1996,R,117381,129,7.7,190641,56.12,3," Mystery,  Drama, Crime"
15.704,3/6/1987,Lethal Weapon,1987,R,93409,109,7.6,237559,65.21,3," Crime, Action,  Thriller"
15.777999999999999,5/22/1998,Fear and Loathing in Las Vegas,1998,R,120669,118,7.6,260387,10.68,5," Drama, Adventure,  Comedy"
15.78,2/23/1996,Trainspotting,1996,R,117951,93,8.1,636488,16.5,2,Drama
15.800999999999998,7/6/2000,"Crouching Tiger, Hidden Dragon",2000,PG-13,190332,120,7.8,253875,128.08,7,"Action,  Adventure,  Fantasy"
15.814,2/27/1998,Dark City,1998,R,118929,100,7.6,188308,14.38,2,"Mystery,  Thriller,  Sci-Fi"
15.828,9/16/1981,Das Boot,1981,R,82096,149,8.3,232728,11.49,9,"Adventure,  Drama,  Thriller"
15.843,12/15/1939,Gone with the Wind,1939,Passed,31381,238,8.1,291071,198.68,12," History,  Romance, Drama"
15.883,1/18/1964,A Fistful of Dollars,1964,R,58461,99,8.0,198921,14.5,1,"Action,  Drama,  Western"
15.894,12/19/1997,As Good as It Gets,1997,PG-13,119822,139,7.7,276625,148.48,12," Drama,  Romance, Comedy"
15.94,1/1/2003,Saw,2004,R,387564,103,7.6,380061,56.0,1,"Horror,  Mystery,  Thriller"
15.947000000000001,9/7/2007,Atonement,2007,R,783233,123,7.8,252579,50.93,9," Mystery,  Romance, Drama"
15.992,12/22/1965,Doctor Zhivago,1965,PG-13,59113,197,8.0,70142,111.72,12," Romance,  War, Drama"
16.029,11/26/1942,Casablanca,1942,PG,34583,102,8.5,524034,1.02,11," Romance, Drama,  War"
16.029,2/11/2010,My Name Is Khan,2010,PG-13,1188996,165,8.0,98820,4.02,2,Drama
16.096,12/25/2003,Big Fish,2003,PG-13,319061,125,8.0,416297,66.26,12,"Adventure,  Drama,  Fantasy"
16.112000000000002,12/21/1994,Little Women,2019,PG,3281548,135,7.8,145776,108.1,12," Romance, Drama"
16.117,11/17/1988,Cinema Paradiso,1988,R,95765,155,8.5,231978,11.99,11," Romance, Drama"
16.169,4/26/1954,Seven Samurai,1954,Not Rated,47478,207,8.6,316958,0.27,4," Adventure, Action,  Drama"
16.198,5/12/2008,Slumdog Millionaire,2008,R,1010048,120,8.0,800749,141.32,5,"Drama,  Romance"
16.2,6/2/2018,Shoplifters,2018,R,8075192,121,7.9,63563,3.31,6," Drama, Crime"
16.207,12/19/2006,Letters from Iwo Jima,2006,R,498380,141,7.9,154270,13.76,12,"Action,  Adventure,  Drama"
16.253,1/12/1989,When Harry Met Sally...,1989,R,98635,95,7.6,196612,92.82,1," Drama,  Romance, Comedy"
16.276,9/6/2014,Song of the Sea,2014,PG,1865505,93,8.1,52056,0.86,9," Drama,  Adventure, Animation"
16.296,12/23/2009,3 Idiots,2009,PG-13,1187043,170,8.4,346126,6.53,12,"Comedy,  Drama"
16.425,5/18/2000,Billy Elliot,2000,R,249462,110,7.7,127130,22.0,5," Music, Drama"
16.427,10/4/1968,Night of the Living Dead,1968,Not Rated,63350,96,7.9,116897,0.09,10,"Horror,  Thriller"
16.436,1/27/1995,Before Sunrise,1995,R,112471,101,8.1,273775,5.54,1," Romance, Drama"
16.45,9/29/2000,In the Mood for Love,2000,PG,118694,98,8.1,125262,2.73,9,"Drama,  Romance"
16.621,6/12/2009,Moon,2009,R,1182345,97,7.9,335936,5.01,6,"Drama,  Mystery,  Sci-Fi"
16.682000000000002,7/19/1995,The Usual Suspects,1995,R,114814,106,8.5,994865,23.34,7,"Crime,  Thriller,  Mystery"
16.755,3/5/1998,The Thin Red Line,1998,R,120863,170,7.6,173275,36.4,3,"Drama,  War"
16.826,6/20/1974,Chinatown,1974,R,71315,130,8.1,295543,6.91,6,"Drama,  Thriller,  Mystery"
16.834,6/22/1967,Cool Hand Luke,1967,GP,61512,127,8.1,162599,16.22,6,"Crime,  Drama"
16.843,10/23/1940,The Great Dictator,1940,Passed,32553,125,8.4,203999,0.29,10," Drama,  War, Comedy"
16.862000000000002,1/26/2006,Fearless,2006,PG-13,446059,104,7.6,72957,24.63,1," Drama, Action,  Biography"
16.896,4/17/1941,Citizen Kane,1941,PG,33467,119,8.3,405257,1.59,4," Mystery, Drama"
16.963,10/1/2006,Paprika,2006,R,851578,90,7.7,71781,0.88,10,"Animation,  Drama,  Fantasy"
16.98,10/13/1960,Spartacus,1960,PG-13,54331,197,7.9,124685,30.0,10," Biography,  Drama, Adventure"
16.980999999999998,11/18/1977,Close Encounters of the Third Kind,1977,PG,75860,138,7.6,185570,132.09,11," Sci-Fi, Drama"
17.022000000000002,9/11/2007,Into the Wild,2007,R,758758,148,8.1,575139,18.35,9," Biography,  Drama, Adventure"
17.028,10/7/1997,Boogie Nights,1997,R,118749,155,7.9,240375,26.4,10,Drama
17.067,5/10/1995,A Little Princess,1995,G,113670,97,7.7,32343,10.02,5,"Drama,  Fantasy,  Family"
17.113,10/10/2013,Captain Phillips,2013,PG-13,1535109,134,7.8,422693,107.1,10," Crime,  Biography, Adventure"
17.135,7/15/2010,The Experiment,2001,R,250258,120,7.7,90952,0.14,7," Thriller, Drama"
17.151,12/28/2007,There Will Be Blood,2007,R,469494,158,8.2,520076,40.22,12,Drama
17.184,6/1/2017,Loveless,2017,R,6304162,127,7.6,29934,0.57,6,Drama
17.201,4/4/2001,Blow,2001,R,221027,124,7.6,241367,52.99,4,"Biography,  Crime,  Drama"
17.244,6/30/1999,"South Park: Bigger, Longer & Uncut",1999,R,158983,81,7.7,192388,52.04,6," Fantasy,  Comedy, Animation"
17.307000000000002,8/3/2017,Wind River,2017,R,5362988,107,7.7,207679,33.8,8," Drama,  Mystery, Crime"
17.329,10/16/2020,Rebecca,1940,Approved,32976,130,8.1,124454,4.36,10," Mystery,  Romance, Drama"
17.351,9/25/1992,The Last of the Mohicans,1992,R,104691,112,7.7,151353,75.51,9," Adventure,  Drama, Action"
17.352,8/4/2010,The Man from Nowhere,2010,R,1527788,119,7.8,63158,0.01,8,"Action,  Crime,  Drama"
17.377,2/14/2007,Hot Fuzz,2007,R,425112,121,7.8,464742,23.64,2,"Action,  Comedy,  Mystery"
17.381,7/14/1994,Chungking Express,1994,PG-13,109424,102,8.1,63699,0.6,7,"Comedy,  Crime,  Drama"
17.408,12/20/1991,JFK,1991,R,102138,189,8.0,142594,70.41,12,"Drama,  Thriller,  History"
17.452,9/18/2003,Lost in Translation,2003,R,335266,102,7.7,416852,44.59,9," Drama, Comedy"
17.527,11/18/1975,One Flew Over the Cuckoo's Nest,1975,R,73486,133,8.7,921481,112.0,11,Drama
17.651,10/11/2012,Argo,2012,R,1024648,120,7.7,574178,136.03,10," Thriller,  Drama, Biography"
17.701,1/30/2008,Changeling,2008,R,824747,141,7.7,239880,35.74,1,"Biography,  Drama,  Crime"
17.768,6/16/2000,Amores Perros,2000,R,245712,154,8.1,224396,5.38,6,"Drama,  Thriller"
17.779,12/25/1993,Tombstone,1993,R,108358,130,7.8,127299,56.51,12," Biography,  Drama, Action"
17.792,5/28/1958,Vertigo,1958,PG,52357,128,8.3,365929,3.2,5,"Mystery,  Romance,  Thriller"
17.803,9/17/1999,The Hurricane,1999,R,174856,146,7.6,91835,50.67,9," Drama, Biography,  Sport"
17.826,2/7/1968,Planet of the Apes,1968,G,63442,112,8.0,165487,33.4,2,"Adventure,  Sci-Fi"
17.867,5/2/2003,Memories of Murder,2003,Not Rated,353969,132,8.1,141095,0.01,5,"Crime,  Drama,  Mystery"
17.894000000000002,9/8/2012,Silver Linings Playbook,2012,R,1045658,122,7.7,663746,132.09,9,"Comedy,  Drama,  Romance"
17.896,9/24/1986,The Name of the Rose,1986,R,91605,130,7.7,102321,7.15,9," Mystery, Crime,  Drama"
17.902,1/15/1997,Lost Highway,1997,R,116922,134,7.6,131690,3.8,1,"Mystery,  Thriller"
17.927,2/11/1993,Groundhog Day,1993,PG,107048,101,8.0,581574,70.91,2," Romance,  Fantasy, Comedy"
17.929000000000002,4/25/2001,Amélie,2001,R,211915,122,8.3,705929,33.23,4," Romance, Comedy"
17.934,3/11/2016,Sing Street,2016,PG-13,3544112,106,7.9,85475,3.24,3,"Comedy,  Drama,  Music"
17.986,2/9/1979,The Warriors,1979,R,80120,92,7.6,94194,22.49,2," Thriller, Action,  Crime"
17.99,10/24/1978,Halloween,1978,R,77651,91,7.7,233786,47.0,10," Thriller, Horror"
17.995,3/17/2006,Inside Man,2006,R,454848,129,7.6,341397,88.51,3,"Crime,  Mystery,  Drama"
18.011,9/15/2000,Almost Famous,2000,R,181875,122,7.9,253459,32.53,9,"Adventure,  Drama,  Comedy"
18.072,5/17/2000,Dancer in the Dark,2000,R,168629,140,8.0,102608,4.18,5," Drama, Crime,  Musical"
18.085,9/2/1978,Dawn of the Dead,1978,Unrated,77402,127,7.9,111713,5.1,9,"Action,  Horror,  Adventure"
18.13,11/6/2009,Mr. Nobody,2009,R,485947,141,7.8,217164,0.0,11," Fantasy, Drama,  Romance"
18.153,8/12/2016,Hell or High Water,2016,R,2582782,102,7.6,205055,26.86,8,"Action,  Drama,  Crime"
18.186,10/18/2013,12 Years a Slave,2013,R,2024544,134,8.1,643236,56.67,10," Drama,  History, Biography"
18.222,7/25/1997,Perfect Blue,1997,R,156887,81,8.0,58830,0.78,7,"Animation,  Mystery,  Crime"
18.284000000000002,11/6/2015,Spotlight,2015,R,1895587,129,8.1,422485,45.06,11," Drama,  Crime, Biography"
18.363,6/6/2001,Mulholland Drive,2001,R,166924,147,7.9,323530,7.22,6," Thriller,  Mystery, Drama"
18.378,12/11/1962,Lawrence of Arabia,1962,Approved,56172,228,8.3,269092,44.82,12," Drama, Adventure,  Biography"
18.381,6/22/2017,Loving Vincent,2017,PG-13,3262342,94,7.8,51077,6.74,6," Biography,  Crime, Animation"
18.438,10/16/2015,Room,2015,R,3170832,118,8.1,373803,14.68,10,"Drama,  Thriller"
18.456,11/10/2017,"Three Billboards Outside Ebbing, Missouri",2017,R,5027774,115,8.1,436163,54.51,11,"Comedy,  Drama,  Crime"
18.485,3/8/1996,Fargo,1996,R,116282,98,8.1,619854,24.61,3,"Crime,  Thriller,  Drama"
18.532,12/15/2004,Million Dollar Baby,2004,PG-13,405159,132,8.1,638134,100.49,12,"Drama,  Sport"
18.582,12/22/1993,Philadelphia,1993,PG-13,107818,125,7.7,225005,77.32,12,Drama
18.632,9/10/2005,Brokeback Mountain,2005,R,388795,134,7.7,324194,83.04,9,"Drama,  Romance"
18.697,6/2/1989,Dead Poets Society,1989,PG,97165,128,8.1,428050,95.86,6,"Comedy,  Drama"
18.977,11/22/1995,Casino,1995,R,112641,178,8.2,468468,42.44,11,"Crime,  Drama"
18.99,10/23/2009,Fantastic Mr. Fox,2009,PG,432283,87,7.9,201051,21.0,10,"Animation,  Adventure,  Comedy"
19.086,12/18/2008,Seven Pounds,2008,PG-13,814314,123,7.6,287376,69.95,12,Drama
19.095,9/22/2011,Moneyball,2011,PG-13,1210166,133,7.6,371617,75.61,9,"Biography,  Drama,  Sport"
19.151,11/17/2013,Dallas Buyers Club,2013,R,790636,117,8.0,443719,27.3,11," Drama, Biography"
19.167,4/10/1957,12 Angry Men,1957,Approved,50083,96,9.0,693432,4.36,4,"Crime,  Drama"
19.171,1/20/2016,Lion,2016,PG-13,3741834,118,8.0,215106,51.74,1,"Biography,  Drama"
19.277,9/22/2006,Children of Men,2006,R,206634,109,7.9,466232,35.55,9," Drama,  Sci-Fi, Adventure"
19.364,9/6/2007,3:10 to Yuma,2007,R,381849,122,7.7,289571,53.61,9," Drama,  Crime, Action"
19.405,1/1/2003,Mystic River,2003,R,327056,138,7.9,420612,90.14,1," Drama, Crime,  Mystery"
19.41,12/19/1986,Platoon,1986,R,91763,120,8.1,382482,138.53,12,"Drama,  War"
19.46,5/23/1984,Once Upon a Time in America,1984,R,87843,229,8.4,312931,5.32,5,"Crime,  Drama"
19.528,11/26/2014,The Theory of Everything,2014,PG-13,2980516,123,7.7,406150,35.89,11," Drama,  Romance, Biography"
19.573,9/1/2017,God's Own Country,2017,Not Rated,5635086,104,7.7,25442,0.34,9," Romance, Drama"
