FIPS,RegionName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
17163,Saint Clair,74191.66666666669,78333.33333333331,82908.33333333331,89550.0,93641.66666666669,100666.66666666669,107675.0,110566.66666666669,107816.66666666669,107150.0,105308.33333333331,101350.0,93433.33333333331,91583.33333333331,88366.66666666669
17167,Sangamon,91950.0,94850.0,98216.66666666669,101325.0,104916.66666666669,108325.0,112025.0,115600.0,117083.33333333331,118758.33333333331,119216.66666666669,120250.0,124741.66666666669,123083.33333333331,118925.0
17179,Tazewell,88483.33333333331,91133.33333333331,95400.0,98991.66666666669,102200.0,108291.66666666669,113808.33333333331,117733.33333333331,118500.0,118283.33333333331,117058.33333333331,114758.33333333331,115708.33333333331,119458.33333333331,119600.0
17197,Will,151008.33333333337,159633.33333333337,169641.66666666663,181000.0,193241.66666666663,211016.66666666663,224375.0,224475.0,213583.33333333328,199283.33333333328,186900.0,173033.33333333337,163133.33333333337,168583.33333333337,183783.33333333328
17201,Winnebago,90425.0,93833.33333333331,98450.0,103291.66666666669,109125.0,116225.0,123316.66666666669,126100.0,123816.66666666669,118883.33333333331,113016.66666666669,104100.0,94741.66666666669,91125.0,90083.33333333331
17203,Woodford,89408.33333333331,95858.33333333331,102725.0,105716.66666666669,118983.33333333331,122716.66666666669,130466.66666666669,131608.33333333337,130508.33333333331,128691.66666666669,133208.33333333337,127916.66666666669,128058.33333333331,132408.33333333337,135883.33333333337
18001,Adams,87383.33333333331,95883.33333333331,98758.33333333331,96958.33333333331,101550.0,108266.66666666669,103350.0,94525.0,92891.66666666669,86283.33333333331,88525.0,90858.33333333331,87625.0,93575.0,97925.0
18003,Allen,91491.66666666669,95400.0,100125.0,100616.66666666669,103058.33333333331,107350.0,108100.0,107850.0,105700.0,97791.66666666669,96883.33333333331,95866.66666666669,94608.33333333331,100233.33333333331,99141.66666666669
18005,Bartholomew,,,,,,,,121300.0,120700.0,117266.66666666669,115683.33333333331,114533.33333333331,114591.66666666669,126575.0,125033.33333333331
18007,Benton,66366.66666666669,73375.0,74366.66666666669,75208.33333333331,90933.33333333331,92366.66666666669,88033.33333333331,80608.33333333331,80241.66666666669,72275.0,69400.0,68675.0,64725.0,74550.0,80825.0
18009,Blackford,62266.66666666666,67275.0,71941.66666666669,73783.33333333331,77758.33333333331,81983.33333333331,79216.66666666669,67025.0,65000.0,55708.33333333334,54816.66666666666,56283.33333333334,56658.33333333334,59691.66666666666,54400.0
18011,Boone,139358.33333333337,147091.66666666663,146883.33333333337,149233.33333333337,161525.0,168633.33333333337,170400.0,178508.33333333337,178850.0,170208.33333333337,164016.66666666663,162075.0,167691.66666666663,184066.66666666663,186525.0
18017,Cass,67058.33333333331,75150.0,77141.66666666669,76683.33333333331,87608.33333333331,89208.33333333331,85366.66666666669,75350.0,71375.0,65308.33333333334,61566.66666666666,61325.0,62883.33333333334,66408.33333333331,62875.0
18021,Clay,71041.66666666669,72858.33333333331,73783.33333333331,78025.0,89466.66666666669,95625.0,86483.33333333331,81250.0,75900.0,73591.66666666669,76433.33333333331,77325.0,78725.0,89650.0,90208.33333333331
18023,Clinton,77816.66666666669,85433.33333333331,86316.66666666669,86925.0,97591.66666666669,99925.0,95316.66666666669,84150.0,81375.0,74508.33333333331,75991.66666666669,78000.0,76358.33333333331,77316.66666666669,77100.0
18025,Crawford,63333.33333333334,65716.66666666669,65750.0,67200.0,79925.0,87441.66666666669,75366.66666666669,69533.33333333331,67016.66666666669,65883.33333333331,68891.66666666669,64500.0,67966.66666666669,72933.33333333331,69358.33333333331
18027,Daviess,70016.66666666669,70966.66666666669,71316.66666666669,74691.66666666669,84616.66666666669,93266.66666666669,82316.66666666669,78175.0,76366.66666666669,77166.66666666669,80133.33333333331,81700.0,80125.0,86975.0,90391.66666666669
18029,Dearborn,125933.33333333331,129291.66666666669,130658.33333333331,134891.66666666663,138558.33333333337,151775.0,143641.66666666663,150075.0,151041.66666666663,147050.0,141400.0,136816.66666666663,135275.0,143033.33333333337,143841.66666666663
18031,Decatur,88808.33333333331,95033.33333333331,95650.0,93750.0,99333.33333333331,112841.66666666669,105516.66666666669,106533.33333333331,104325.0,105333.33333333331,105766.66666666669,107833.33333333331,102641.66666666669,113033.33333333331,112150.0
18033,De Kalb,95325.0,101091.66666666669,99625.0,101733.33333333331,107208.33333333331,113150.0,113941.66666666669,107158.33333333331,105033.33333333331,97508.33333333331,100841.66666666669,97566.66666666669,99766.66666666669,106316.66666666669,104691.66666666669
18035,Delaware,80183.33333333331,85650.0,87683.33333333331,90250.0,94858.33333333331,98691.66666666669,95091.66666666669,83158.33333333331,80966.66666666669,79033.33333333331,77016.66666666669,76500.0,74791.66666666669,79875.0,80158.33333333331
18037,Dubois,97866.66666666669,101166.66666666669,102025.0,104333.33333333331,113741.66666666669,122566.66666666669,115275.0,116083.33333333331,120266.66666666669,117908.33333333331,117208.33333333331,119225.0,120808.33333333331,127758.33333333331,131941.66666666663
18039,Elkhart,94975.0,105075.0,106991.66666666669,109575.0,115775.0,122500.0,127775.0,131258.33333333337,130991.66666666669,116608.33333333331,108758.33333333331,106541.66666666669,105375.0,115800.0,115241.66666666669
18041,Fayette,66558.33333333331,70475.0,73916.66666666669,75250.0,83550.0,90391.66666666669,82491.66666666669,71466.66666666669,65458.33333333334,57041.66666666666,58791.66666666666,57700.0,58891.66666666666,66916.66666666669,70658.33333333331
18043,Floyd,108100.0,113291.66666666669,113291.66666666669,115450.0,124141.66666666669,137483.33333333337,129725.0,137966.66666666663,140108.33333333337,136133.33333333337,134900.0,131033.33333333331,129233.33333333331,129733.33333333331,135225.0
18045,Fountain,68650.0,73633.33333333331,74516.66666666669,79458.33333333331,94683.33333333331,97158.33333333331,91625.0,82125.0,81375.0,70058.33333333331,69183.33333333331,71966.66666666669,70800.0,77200.0,82916.66666666669
18047,Franklin,105116.66666666669,110041.66666666669,112175.0,113775.0,119608.33333333331,131758.33333333337,122383.33333333331,122275.0,119850.0,127041.66666666669,125291.66666666669,124608.33333333331,121533.33333333331,138233.33333333337,134475.0
18049,Fulton,78841.66666666669,87000.0,88575.0,89933.33333333331,99350.0,103341.66666666669,100858.33333333331,91816.66666666669,91100.0,87833.33333333331,80925.0,77900.0,82741.66666666669,89891.66666666669,94133.33333333331
18051,Gibson,76533.33333333331,76725.0,80825.0,85058.33333333331,93633.33333333331,99241.66666666669,92491.66666666669,89350.0,87716.66666666669,86525.0,87200.0,87925.0,91983.33333333331,103825.0,104233.33333333331
18053,Grant,67350.0,72216.66666666669,76450.0,78650.0,84266.66666666669,86225.0,83108.33333333331,70433.33333333331,67641.66666666669,65725.0,65475.0,64675.0,63758.33333333334,75050.0,70358.33333333331
18055,Greene,66491.66666666669,68616.66666666669,69150.0,72191.66666666669,82991.66666666669,91791.66666666669,79783.33333333331,73833.33333333331,71866.66666666669,69033.33333333331,71900.0,69716.66666666669,69491.66666666669,80641.66666666669,79650.0
18057,Hamilton,,174250.0,175775.0,179416.66666666663,186100.0,193216.66666666663,195841.66666666663,205283.33333333328,202858.33333333328,193525.0,189975.0,190258.33333333328,192291.66666666663,208416.66666666663,215250.0
18059,Hancock,129625.0,140841.66666666663,144850.0,133308.33333333337,142875.0,152283.33333333337,147266.66666666663,139483.33333333337,139008.33333333337,136450.0,135116.66666666663,130758.33333333331,128658.33333333331,141158.33333333337,139900.0
18061,Harrison,94041.66666666669,98983.33333333331,98033.33333333331,99066.66666666669,110141.66666666669,119416.66666666669,111050.0,113891.66666666669,117658.33333333331,108883.33333333331,111308.33333333331,110875.0,107550.0,111158.33333333331,112316.66666666669
18063,Hendricks,129308.33333333331,134825.0,136916.66666666663,138525.0,145958.33333333337,154975.0,155708.33333333337,151658.33333333337,147383.33333333337,143408.33333333337,142583.33333333337,138950.0,138416.66666666663,143791.66666666663,146958.33333333337
18065,Henry,69858.33333333331,74058.33333333331,78775.0,82375.0,88683.33333333331,93800.0,90000.0,79275.0,74725.0,72183.33333333331,74150.0,66991.66666666669,65725.0,74908.33333333331,70700.0
18067,Howard,89500.0,93033.33333333331,101416.66666666669,90958.33333333331,95916.66666666669,99216.66666666669,96983.33333333331,90808.33333333331,88616.66666666669,77058.33333333331,75091.66666666669,70700.0,70316.66666666669,79341.66666666669,83333.33333333331
18069,Huntington,75691.66666666669,81058.33333333331,83758.33333333331,85758.33333333331,91466.66666666669,96041.66666666669,92941.66666666669,83291.66666666669,79366.66666666669,76841.66666666669,78200.0,75883.33333333331,75491.66666666669,89966.66666666669,88875.0
18071,Jackson,83658.33333333331,91133.33333333331,92933.33333333331,91016.66666666669,95425.0,109175.0,98100.0,97850.0,100833.33333333331,95141.66666666669,91316.66666666669,90416.66666666669,84983.33333333331,90700.0,98241.66666666669
18073,Jasper,109125.0,117500.0,116250.0,118150.0,129191.66666666669,135850.0,137150.0,138166.66666666663,141125.0,137058.33333333337,132433.33333333337,134500.0,135758.33333333337,137950.0,139525.0
18075,Jay,65650.0,71316.66666666669,74600.0,75608.33333333331,80066.66666666669,84025.0,82816.66666666669,68408.33333333331,64416.66666666666,61716.66666666666,57758.33333333334,55808.33333333334,56958.33333333334,66666.66666666669,70066.66666666669
18077,Jefferson,82916.66666666669,86566.66666666669,86133.33333333331,89091.66666666669,94283.33333333331,108841.66666666669,96641.66666666669,93600.0,94616.66666666669,93375.0,93975.0,91691.66666666669,90725.0,105825.0,101925.0
18079,Jennings,83758.33333333331,87308.33333333331,87825.0,91491.66666666669,96775.0,111175.0,98441.66666666669,93866.66666666669,91716.66666666669,87616.66666666669,86741.66666666669,86650.0,86241.66666666669,96666.66666666669,95533.33333333331
18081,Johnson,114233.33333333331,118216.66666666669,120291.66666666669,121266.66666666669,128866.66666666669,136466.66666666663,129700.0,131483.33333333337,132850.0,126900.0,125150.0,123116.66666666669,120175.0,129466.66666666669,134983.33333333337
18089,Lake,,,,,,126920.0,130633.33333333331,137158.33333333337,139575.0,125058.33333333331,121675.0,117058.33333333331,114566.66666666669,122033.33333333331,119625.0
18091,La Porte,73175.0,80191.66666666669,81941.66666666669,83175.0,105250.0,113116.66666666669,114858.33333333331,104775.0,125033.33333333331,176016.66666666663,154000.0,129216.66666666669,126991.66666666669,127891.66666666669,118075.0
18093,Lawrence,74033.33333333331,76708.33333333331,74583.33333333331,77541.66666666669,87941.66666666669,96300.0,83258.33333333331,79933.33333333331,77308.33333333331,76841.66666666669,77041.66666666669,80350.0,80308.33333333331,86208.33333333331,84833.33333333331
18095,Madison,74825.0,79491.66666666669,83041.66666666669,87550.0,92383.33333333331,95808.33333333331,92108.33333333331,82933.33333333331,78658.33333333331,74066.66666666669,71808.33333333331,67433.33333333331,67050.0,70050.0,70608.33333333331
18097,Marion,,,,,114070.0,118875.0,120450.0,119366.66666666669,116025.0,103250.0,98808.33333333331,93958.33333333331,102575.0,105933.33333333331,102750.0
18101,Martin,67825.0,69016.66666666669,70700.0,73075.0,82216.66666666669,89758.33333333331,77666.66666666669,72850.0,70950.0,70075.0,69891.66666666669,70458.33333333331,70100.0,74425.0,80316.66666666669
18103,Miami,63708.33333333334,69958.33333333331,72958.33333333331,73008.33333333331,80808.33333333331,84358.33333333331,81975.0,71100.0,68891.66666666669,64250.0,57675.0,59491.66666666666,59083.33333333334,66483.33333333331,71158.33333333331
18105,Monroe,113841.66666666669,117058.33333333331,119200.0,122033.33333333331,128908.33333333331,137283.33333333337,133200.0,136175.0,134300.0,133316.66666666663,135741.66666666663,136858.33333333337,137925.0,150283.33333333337,147116.66666666663
18107,Montgomery,87158.33333333331,90591.66666666669,94658.33333333331,95400.0,106966.66666666669,112000.0,107525.0,101241.66666666669,98558.33333333331,90225.0,88683.33333333331,87925.0,86350.0,94516.66666666669,94000.0
18109,Morgan,115233.33333333331,117850.0,122208.33333333331,125658.33333333331,130258.33333333331,134208.33333333337,129475.0,125975.0,126250.0,124466.66666666669,122933.33333333331,119758.33333333331,120108.33333333331,130600.0,126300.0
18111,Newton,79225.0,86591.66666666669,87141.66666666669,88916.66666666669,103525.0,109425.0,108316.66666666669,104241.66666666669,104941.66666666669,98725.0,98125.0,99333.33333333331,92850.0,101458.33333333331,100008.33333333331
18117,Orange,68708.33333333331,71283.33333333331,69983.33333333331,71791.66666666669,82950.0,90691.66666666669,74116.66666666669,69283.33333333331,69433.33333333331,68300.0,68216.66666666669,72875.0,71566.66666666669,83566.66666666669,82158.33333333331
18123,Perry,70191.66666666669,72491.66666666669,73758.33333333331,76033.33333333331,84183.33333333331,88475.0,79533.33333333331,78158.33333333331,76191.66666666669,74991.66666666669,72908.33333333331,80358.33333333331,79958.33333333331,80741.66666666669,78983.33333333331
18125,Pike,59983.33333333334,62341.66666666666,62483.33333333334,65075.0,77341.66666666669,85933.33333333331,73825.0,67583.33333333331,66783.33333333331,66341.66666666669,65316.66666666666,65450.0,65300.0,70083.33333333331,74450.0
18127,Porter,133991.66666666663,138133.33333333337,134858.33333333337,138850.0,147525.0,156250.0,164450.0,171491.66666666663,173408.33333333337,171133.33333333337,166866.66666666663,165841.66666666663,161466.66666666663,175183.33333333337,168883.33333333337
18129,Posey,93941.66666666669,100550.0,107900.0,106200.0,110316.66666666669,116600.0,115208.33333333331,114966.66666666669,113525.0,108875.0,110150.0,111858.33333333331,107383.33333333331,117058.33333333331,120391.66666666669
18133,Putnam,99225.0,105033.33333333331,106991.66666666669,106616.66666666669,115666.66666666669,122700.0,119391.66666666669,112216.66666666669,109766.66666666669,112816.66666666669,109958.33333333331,105725.0,103058.33333333331,106266.66666666669,114550.0
18135,Randolph,,,,,,,,,,,75754.54545454546,62175.0,59833.33333333334,68516.66666666669,73050.0
18137,Ripley,95708.33333333331,101508.33333333331,101983.33333333331,104333.33333333331,110500.0,123558.33333333331,114116.66666666669,114016.66666666669,115041.66666666669,114575.0,113508.33333333331,123016.66666666669,128966.66666666669,125375.0,119533.33333333331
18139,Rush,,,,,,,,,,,96160.0,81200.0,70175.0,79025.0,83100.0
18141,Saint Joseph,83825.0,90900.0,92625.0,94358.33333333331,102000.0,106366.66666666669,106166.66666666669,105641.66666666669,106841.66666666669,97908.33333333331,94016.66666666669,89925.0,88575.0,95450.0,94408.33333333331
18143,Scott,77875.0,80358.33333333331,79041.66666666669,83633.33333333331,88958.33333333331,101866.66666666669,88091.66666666669,83958.33333333331,84266.66666666669,81308.33333333331,83008.33333333331,82275.0,78725.0,85241.66666666669,86016.66666666669
18145,Shelby,93941.66666666669,99733.33333333331,100908.33333333331,102566.66666666669,111366.66666666669,123183.33333333331,115458.33333333331,113458.33333333331,114966.66666666669,109225.0,105833.33333333331,102100.0,102041.66666666669,105325.0,105900.0
18147,Spencer,82016.66666666669,83058.33333333331,84175.0,87816.66666666669,95700.0,104141.66666666669,94750.0,89950.0,88050.0,88708.33333333331,88191.66666666669,89325.0,88200.0,98616.66666666669,102166.66666666669
18149,Starke,81725.0,90016.66666666669,91583.33333333331,87000.0,98466.66666666669,103016.66666666669,103641.66666666669,96183.33333333331,96816.66666666669,91916.66666666669,96116.66666666669,91691.66666666669,92116.66666666669,107991.66666666669,104683.33333333331
18151,Steuben,109366.66666666669,114591.66666666669,115683.33333333331,119733.33333333331,127475.0,131641.66666666663,136508.33333333337,132308.33333333337,131658.33333333337,128991.66666666669,133466.66666666663,133000.0,124225.0,136683.33333333337,140741.66666666663
18155,Switzerland,82708.33333333331,86725.0,87625.0,90525.0,95350.0,107975.0,97608.33333333331,94216.66666666669,92208.33333333331,92316.66666666669,90233.33333333331,87866.66666666669,85375.0,91366.66666666669,98683.33333333331
18157,Tippecanoe,105291.66666666669,117391.66666666669,120541.66666666669,122950.0,125575.0,128616.66666666669,127050.0,127108.33333333331,128425.0,130225.0,122600.0,119441.66666666669,118033.33333333331,124591.66666666669,125133.33333333331
18159,Tipton,91283.33333333331,101158.33333333331,101175.0,100908.33333333331,109833.33333333331,113975.0,113400.0,109925.0,105425.0,94491.66666666669,95808.33333333331,97341.66666666669,91391.66666666669,96441.66666666669,101241.66666666669
18161,Union,81575.0,87241.66666666669,90000.0,91383.33333333331,98441.66666666669,107933.33333333331,100108.33333333331,91941.66666666669,87683.33333333331,84183.33333333331,85366.66666666669,82958.33333333331,78208.33333333331,86441.66666666669,95350.0
18163,Vanderburgh,84450.0,90700.0,92216.66666666669,93458.33333333331,97075.0,100416.66666666669,101391.66666666669,100016.66666666669,100208.33333333331,96183.33333333331,93950.0,92916.66666666669,93133.33333333331,100525.0,98050.0
18165,Vermillion,56308.33333333334,58466.66666666666,61600.0,65208.33333333334,81433.33333333331,86500.0,83591.66666666669,74216.66666666669,72916.66666666669,65175.0,64891.66666666666,64366.66666666666,62600.0,69333.33333333331,70966.66666666669
18167,Vigo,66566.66666666669,69816.66666666669,69466.66666666669,72383.33333333331,86966.66666666669,92608.33333333331,85158.33333333331,78683.33333333331,77525.0,76283.33333333331,75216.66666666669,70691.66666666669,72716.66666666669,75575.0,75375.0
18169,Wabash,75700.0,81308.33333333331,84183.33333333331,86116.66666666669,91941.66666666669,96575.0,94641.66666666669,84933.33333333331,82883.33333333331,79891.66666666669,78766.66666666669,77266.66666666669,71200.0,80208.33333333331,83141.66666666669
18171,Warren,70800.0,77025.0,76658.33333333331,81066.66666666669,96966.66666666669,99791.66666666669,95766.66666666669,87675.0,89558.33333333331,80100.0,79108.33333333331,77250.0,76725.0,81158.33333333331,84191.66666666669
18173,Warrick,111708.33333333331,115416.66666666669,117341.66666666669,120608.33333333331,127733.33333333331,134208.33333333337,131750.0,137183.33333333337,138800.0,135625.0,133000.0,132475.0,133341.66666666663,145958.33333333337,141683.33333333337
18175,Washington,80016.66666666669,81858.33333333331,81233.33333333331,84641.66666666669,92391.66666666669,101508.33333333331,90683.33333333331,83700.0,84166.66666666669,82008.33333333331,83783.33333333331,88675.0,83033.33333333331,94108.33333333331,93133.33333333331
18177,Wayne,74441.66666666669,79858.33333333331,82925.0,85900.0,90233.33333333331,94033.33333333331,90800.0,82133.33333333331,79816.66666666669,76958.33333333331,76600.0,71875.0,70650.0,78950.0,78833.33333333331
18179,Wells,89308.33333333331,96341.66666666669,98900.0,98075.0,102841.66666666669,106858.33333333331,104183.33333333331,99866.66666666669,103141.66666666669,101125.0,102000.0,103683.33333333331,98475.0,110116.66666666669,115350.0
18183,Whitley,98775.0,104266.66666666669,104441.66666666669,105891.66666666669,112083.33333333331,116241.66666666669,118775.0,112850.0,116141.66666666669,115108.33333333331,113516.66666666669,110550.0,108233.33333333331,118200.0,119466.66666666669
19049,Dallas,113425.0,118400.0,130466.66666666669,136058.33333333337,146091.66666666663,150875.0,155416.66666666663,155583.33333333337,155691.66666666663,152216.66666666663,150933.33333333337,148866.66666666663,155233.33333333337,163491.66666666663,180758.33333333328
19061,Dubuque,88175.0,92791.66666666669,95483.33333333331,100075.0,108441.66666666669,112866.66666666669,116933.33333333331,120050.0,120558.33333333331,124266.66666666669,127333.33333333331,128850.0,131150.0,132875.0,137333.33333333337
19103,Johnson,131216.66666666663,133516.66666666663,137458.33333333337,146516.66666666663,155208.33333333337,161291.66666666663,164108.33333333337,167383.33333333337,166925.0,168825.0,169516.66666666663,166800.0,170600.0,176516.66666666663,182408.33333333328
19141,O Brien,,,,,,,,,,,,,87558.33333333331,86383.33333333331,89983.33333333331
19153,Polk,111758.33333333331,116741.66666666669,122833.33333333331,129108.33333333331,134433.33333333337,139633.33333333337,142675.0,144625.0,143791.66666666663,141408.33333333337,139466.66666666663,135908.33333333337,136841.66666666663,141033.33333333337,147750.0
19169,Story,121541.66666666669,123658.33333333331,128791.66666666669,131808.33333333337,143191.66666666663,132875.0,140383.33333333337,142541.66666666663,143216.66666666663,137041.66666666663,137541.66666666663,134141.66666666663,134391.66666666663,137400.0,146025.0
19181,Warren,,,,,,,,,,163900.0,159733.33333333337,158800.0,156158.33333333337,162641.66666666663,164333.33333333337
20045,Douglas,132341.66666666663,140433.33333333337,143658.33333333337,148766.66666666663,157841.66666666663,166083.33333333337,172975.0,175916.66666666663,178733.33333333337,184908.33333333328,182975.0,172775.0,174466.66666666663,172666.66666666663,168208.33333333337
20091,Johnson,,169040.0,173133.33333333337,175950.0,182841.66666666663,187850.0,194175.0,200691.66666666663,207225.0,213050.0,206141.66666666663,199016.66666666663,200441.66666666663,208141.66666666663,210716.66666666663
20121,Miami,116091.66666666669,125966.66666666669,127391.66666666669,130750.0,135991.66666666663,139966.66666666663,145300.0,145075.0,140508.33333333337,166591.66666666663,166150.0,153325.0,155008.33333333337,155116.66666666663,161950.0
20173,Sedgwick,91741.66666666669,98908.33333333331,101175.0,102516.66666666669,97950.0,98991.66666666669,100050.0,105016.66666666669,113375.0,118833.33333333331,115950.0,105400.0,104958.33333333331,113991.66666666669,110425.0
20177,Shawnee,,,,,,,,,120260.0,112766.66666666669,110908.33333333331,103425.0,101925.0,103091.66666666669,98883.33333333331
20209,Wyandotte,55666.66666666666,64291.66666666666,71825.0,75091.66666666669,80958.33333333331,84783.33333333331,86616.66666666669,94566.66666666669,91508.33333333331,87116.66666666669,78891.66666666669,66633.33333333331,64683.33333333334,66616.66666666669,66308.33333333331
21015,Boone,148800.0,149450.0,153191.66666666663,158033.33333333337,162366.66666666663,163466.66666666663,165008.33333333337,166158.33333333337,163883.33333333337,164216.66666666663,161858.33333333337,156291.66666666663,158166.66666666663,158100.0,169816.66666666663
21037,Campbell,96825.0,100000.0,103791.66666666669,109275.0,114925.0,118716.66666666669,121775.0,121150.0,121766.66666666669,120433.33333333331,119575.0,118258.33333333331,117358.33333333331,120308.33333333331,126025.0
21067,Fayette,114158.33333333331,117733.33333333331,120950.0,125716.66666666669,132033.33333333337,137433.33333333337,139958.33333333337,139958.33333333337,139450.0,139933.33333333337,139741.66666666663,138150.0,138316.66666666663,141775.0,146908.33333333337
21113,Jessamine,101425.0,102725.0,102816.66666666669,111916.66666666669,117208.33333333331,120050.0,121775.0,118750.0,116983.33333333331,115358.33333333331,115075.0,116600.0,117783.33333333331,118500.0,125016.66666666669
21117,Kenton,103016.66666666669,108408.33333333331,109925.0,114983.33333333331,120708.33333333331,125583.33333333331,127658.33333333331,128183.33333333331,126325.0,126433.33333333331,125775.0,123516.66666666669,122908.33333333331,122491.66666666669,126450.0
21181,Nicholas,58891.66666666666,64591.66666666666,56325.0,64225.0,65350.0,70791.66666666669,71500.0,71891.66666666669,71633.33333333331,78900.0,77991.66666666669,77516.66666666669,65750.0,61283.33333333334,68275.0
21197,Powell,,,,,,,,,,,77480.0,72991.66666666669,75791.66666666669,64766.66666666666,65183.33333333334
21211,Shelby,136600.0,146141.66666666663,147066.66666666663,149875.0,149916.66666666663,159591.66666666663,160933.33333333337,157616.66666666663,154600.0,149875.0,151833.33333333337,152566.66666666663,151050.0,156183.33333333337,165325.0
22005,Ascension,135991.66666666663,129166.66666666669,123100.0,123225.0,126141.66666666669,131491.66666666663,140425.0,158441.66666666663,166575.0,169250.0,164733.33333333337,151791.66666666663,156908.33333333337,169533.33333333337,177958.33333333337
22015,Bossier,,,,,111620.0,115241.66666666669,124241.66666666669,127700.0,131016.66666666669,130925.0,133075.0,134358.33333333337,134141.66666666663,136558.33333333337,143233.33333333337
22017,Caddo,,,,,,,,,,89071.42857142858,88500.0,88600.0,89783.33333333331,95941.66666666669,95125.0
22019,Calcasieu,83516.66666666669,89808.33333333331,89650.0,93216.66666666669,100225.0,106808.33333333331,111516.66666666669,119533.33333333331,122375.0,128016.66666666669,127725.0,125075.0,122675.0,131275.0,138716.66666666663
22033,East Baton Rouge,96608.33333333331,101616.66666666669,108258.33333333331,106441.66666666669,106316.66666666669,115075.0,125116.66666666669,128366.66666666669,126233.33333333331,131083.33333333337,133175.0,133233.33333333337,134683.33333333337,139200.0,139616.66666666663
22045,Iberia,,,,,,,,,,,,111080.0,114883.33333333331,117183.33333333331,121475.0
22051,Jefferson,,,,,124490.90909090909,129683.33333333331,142375.0,147291.66666666663,142341.66666666663,146250.0,143541.66666666663,137550.0,140333.33333333337,149450.0,153283.33333333337
22057,Lafourche,,,,,,,,,,,163280.0,144525.0,144425.0,159983.33333333337,129158.33333333331
22061,Lincoln,96525.0,99783.33333333331,108516.66666666669,110841.66666666669,111150.0,119666.66666666669,126091.66666666669,134766.66666666663,137066.66666666663,147533.33333333337,153225.0,157058.33333333337,157275.0,160950.0,157083.33333333337
22083,Richland,,,,,,,,,,,,,115040.0,110841.66666666669,106341.66666666669
22095,Saint John the Baptist,90541.66666666669,93275.0,99708.33333333331,110383.33333333331,113283.33333333331,121041.66666666669,135875.0,141541.66666666663,148000.0,151000.0,138250.0,133625.0,114850.0,118691.66666666669,115458.33333333331
22099,Saint Martin,,,,,,,,,,,,174508.33333333337,138558.33333333337,124816.66666666669,117383.33333333331
22103,Saint Tammany,,,,,,,,,,,,182166.66666666663,187475.0,196100.0,190191.66666666663
22109,Terrebonne,89458.33333333331,92533.33333333331,91941.66666666669,102166.66666666669,111091.66666666669,120683.33333333331,121108.33333333331,129025.0,137466.66666666663,140666.66666666663,138791.66666666663,136583.33333333337,136583.33333333337,144775.0,142958.33333333337
22121,West Baton Rouge,117791.66666666669,110808.33333333331,106141.66666666669,117166.66666666669,134866.66666666663,148741.66666666663,132766.66666666663,146150.0,154550.0,158958.33333333337,171991.66666666663,170925.0,166783.33333333337,187125.0,183216.66666666663
22125,West Feliciana,,,,146460.0,163583.33333333337,195408.33333333328,176375.0,170575.0,169575.0,215975.0,215975.0,223541.66666666663,236650.0,269608.33333333326,235158.33333333328
23023,Sagadahoc,120600.0,129266.66666666669,141050.0,160116.66666666663,183825.0,201550.0,201150.0,200483.33333333328,200433.33333333328,191716.66666666663,177708.33333333337,167163.63636363635,189145.45454545453,163600.0,153233.33333333337
24001,Allegany,55741.66666666666,57800.0,58950.0,61300.0,65825.0,74425.0,85625.0,90783.33333333331,91550.0,95550.0,95225.0,91008.33333333331,85816.66666666669,88116.66666666669,78991.66666666669
24003,Anne Arundel,157583.33333333337,170800.0,192566.66666666663,224966.66666666663,271733.33333333326,332483.33333333326,364141.66666666674,357075.0,332458.33333333326,312325.0,303200.0,289075.0,283475.0,297408.33333333326,309333.33333333326
24005,Baltimore,124658.33333333331,130550.0,140750.0,157850.0,187091.66666666663,231383.33333333328,263933.33333333326,269325.0,254158.33333333328,239333.33333333328,227925.0,211091.66666666663,203933.33333333328,210708.33333333328,216366.66666666663
24009,Calvert,174750.0,184033.33333333328,203200.0,238533.33333333328,285025.0,348950.0,383691.66666666674,376725.0,349808.33333333326,330208.33333333326,310041.66666666674,296050.0,288775.0,295933.33333333326,301600.0
24011,Caroline,102508.33333333331,108158.33333333331,112325.0,134825.0,157575.0,190475.0,221233.33333333328,221216.66666666663,201125.0,191858.33333333328,167825.0,156450.0,157408.33333333337,155241.66666666663,162916.66666666663
24013,Carroll,165808.33333333337,175075.0,192800.0,224216.66666666663,269583.33333333326,323633.33333333326,349625.0,344191.66666666674,319200.0,295158.33333333326,287533.33333333326,271975.0,270233.33333333326,281200.0,293891.66666666674
24015,Cecil,129933.33333333331,138283.33333333337,149000.0,162016.66666666663,191525.0,228383.33333333328,253683.33333333328,251600.0,239291.66666666663,231191.66666666663,224275.0,213808.33333333328,204150.0,202091.66666666663,206266.66666666663
24017,Charles,158391.66666666663,167350.0,182616.66666666663,210266.66666666663,258091.66666666663,321658.33333333326,361425.0,350066.66666666674,312008.33333333326,284033.33333333326,265708.33333333326,248408.33333333328,239441.66666666663,242458.33333333328,259708.33333333328
24021,Frederick,159975.0,174875.0,198833.33333333328,232958.33333333328,277900.0,332916.66666666674,355991.66666666674,340241.66666666674,303541.66666666674,275433.33333333326,264116.66666666674,251783.33333333328,250325.0,263525.0,278733.33333333326
