token,is_ailment,is_authority,is_body_part,is_ingredient,is_treatment
premature,True,False,False,False,False
prescription,False,False,False,False,True
pressure,True,False,False,False,False
priapism,True,False,False,False,False
procedure,False,False,False,False,True
prognosis,False,False,False,False,True
prognostication,False,False,False,False,True
prolapse,True,False,False,False,False
protrusion,True,False,False,False,False
protuberance,True,False,False,False,False
protusion,True,False,False,False,False
prune,False,False,False,True,False
prunus,False,False,False,True,False
pseudo-aristotle,False,True,False,False,False
psoralea,False,False,False,True,False
psychical,True,False,False,False,False
psychological,True,False,False,False,False
psyllium,False,False,False,True,False
pterygium,False,False,False,True,False
pubic,False,False,True,False,False
puffiness,True,False,False,False,False
pulmonary,False,False,True,False,False
pulse,False,False,True,False,False
pumpkin,False,False,False,True,False
purgation,False,False,False,False,True
purgative,False,False,False,False,True
purge,False,False,False,False,True
purification,False,False,False,False,True
purifying,False,False,False,False,True
purslane,False,False,False,True,False
pustule,True,False,False,False,False
putrefaction,True,False,False,False,False
putrid,True,False,False,False,False
pyrethra,False,False,False,True,False
rabbit,False,False,False,True,False
radish,False,False,False,True,False
raisin,False,False,False,True,False
rash,True,False,False,False,False
rat,False,False,False,True,False
rectum,False,False,True,False,False
redness,True,False,False,False,False
remedy,False,False,False,False,True
repulsive,True,False,False,False,False
respiration,False,False,True,False,False
respiratory,False,False,True,False,False
retentive,False,False,True,False,False
rheum,True,False,False,False,False
rhubarb,False,False,False,True,False
ribes,False,False,False,True,False
rice,False,False,False,True,False
rind,False,False,False,True,False
ringworm,True,False,False,False,False
rinsing,False,False,False,False,True
root,False,False,False,True,False
rose,False,False,False,True,False
rose-syrup,False,False,False,True,False
rose-water,False,False,False,True,False
rosewater,False,False,False,True,False
rotting,True,False,False,False,False
ruby,False,False,False,True,False
safarjal,False,False,False,True,False
safflower,False,False,False,True,False
saffron,False,False,False,True,False
sagapenum,False,False,False,True,False
sage,False,False,False,True,False
sal,False,False,False,True,False
sal-ammoniac,False,False,False,True,False
saline,False,False,False,True,False
salivation,True,False,False,False,False
salix,False,False,False,True,False
salpeter,False,False,False,True,False
salt,False,False,False,True,False
sandalwood,False,False,False,True,False
sanitatis,False,False,False,False,True
sapagenum,False,False,False,True,False
saphenous,False,False,True,False,False
sapientiae,False,False,False,True,False
saponous,False,False,False,True,False
sarcocolla,False,False,False,True,False
sarcocolnla,False,False,False,True,False
sardine,False,False,False,True,False
sarsam,True,False,False,False,False
scab,True,False,False,False,False
scabies,True,False,False,False,False
scalp,False,False,True,False,False
scammonia,False,False,False,True,False
scammony,False,False,False,True,False
scamony,False,False,False,True,False
sciatic,False,False,True,False,False
sciatica,True,False,False,False,False
sclera,True,False,False,False,False
scolopendra,False,False,False,True,False
scoria,False,False,False,True,False
scorpion,True,False,False,False,False
scrofula,True,False,False,False,False
sebesten,False,False,False,True,False
secacul,False,False,False,True,False
seed,False,False,False,True,False
segulot,False,False,False,False,True
semen,False,False,True,False,False
semolina,False,False,False,True,False
senna,False,False,False,True,False
sepiolite,False,False,False,True,False
sepsis,True,False,False,False,False
septic,True,False,False,False,False
serapion,False,True,False,False,False
serpolet,False,False,False,True,False
sesame,False,False,False,True,False
seseli,False,False,False,True,False
severe,True,False,False,False,False
sex,True,False,False,False,False
sexual,True,False,False,False,False
shivering,True,False,False,False,False
shortsightedness,True,False,False,False,False
shoulder,False,False,True,False,False
sick,True,False,False,False,False
sickness,True,False,False,False,False
side,False,False,True,False,False
sight,False,False,True,False,False
sigillata,False,False,False,True,False
silicate,False,False,False,True,False
silk,False,False,False,True,False
silver,False,False,False,True,False
sina,False,True,False,False,False
sinus,False,False,True,False,False
skin,False,False,True,False,False
skull,False,False,True,False,False
slavery,True,False,False,False,False
sleep,True,False,False,False,False
sleeping,True,False,False,False,False
sleeplessness,True,False,False,False,False
smallpox,True,False,False,False,False
snail,False,False,False,True,False
snake,False,False,False,True,False
snakeskin,False,False,False,True,False
sneezing,True,False,False,False,False
snuff,False,False,False,True,False
soap,False,False,False,False,True
socotrine,False,False,False,True,False
soda,False,False,False,True,False
solanum,False,False,False,True,False
solution,False,False,False,False,True
soranus,False,True,False,False,False
sore,True,False,False,False,False
sore-throat,True,False,False,False,False
sorrel,False,False,False,True,False
soul-cheerer,False,False,False,False,True
soup,False,False,False,True,False
spasm,True,False,False,False,False
sperm,False,False,True,False,False
spermatorrhea,False,False,True,False,False
spice,False,False,False,True,False
spikenard,False,False,False,True,False
spinach,False,False,False,True,False
spinal,False,False,True,False,False
spirit,False,False,True,False,False
spleen,False,False,True,False,False
splenic,False,False,True,False,False
squill,False,False,False,True,False
squint,True,False,False,False,False
squinting,True,False,False,False,False
stachys,False,False,False,True,False
stimulant,False,False,False,False,True
stimulate,False,False,False,False,True
stimulating,False,False,False,False,True
stimulus,False,False,False,False,True
sting,True,False,False,False,False
stoecha,False,False,False,True,False
stoechas,False,False,False,True,False
stomach,False,False,True,False,False
stomach-and,False,False,True,False,False
stool,False,False,True,False,False
storax,False,False,False,True,False
strengthen,False,False,False,False,True
strengthening,False,False,False,False,True
stress,True,False,False,False,False
struthium,False,False,False,True,False
stye,True,False,False,False,False
styrax,False,False,False,True,False
suffer,True,False,False,False,False
suffering,True,False,False,False,False
suffocation,True,False,False,False,False
sugar,False,False,False,True,False
sulfur,False,False,False,True,False
sulphur,False,False,False,True,False
sumac,False,False,False,True,False
suppository,False,False,False,False,True
suppurating,True,False,False,False,False
suppuration,True,False,False,False,False
surgery,False,False,False,False,True
surgical,False,False,False,False,True
suture,False,False,False,False,True
swallowwort,False,False,False,True,False
sweat,False,False,True,False,False
sweating,True,False,False,False,False
swollen,True,False,False,False,False
symptom,True,False,False,False,False
synochus,True,False,False,False,False
syrup,False,False,False,True,False
sīnā,False,True,False,False,False
sūmāq,False,False,False,True,False
tablet,False,False,False,False,True
tachycardia,True,False,False,False,False
talc,False,False,False,True,False
tamarind,False,False,False,True,False
tamarisk,False,False,False,True,False
tamarix,False,False,False,True,False
tar,False,False,False,True,False
tartar,False,False,False,True,False
tartarate,False,False,False,True,False
teeth,False,False,True,False,False
temperature,True,False,False,False,False
tendon,False,False,True,False,False
tenia,True,False,False,False,False
tension,True,False,False,False,False
terebinth,False,False,False,True,False
testicle,False,False,True,False,False
testis,False,False,True,False,False
tetanus,True,False,False,False,False
tetany,True,False,False,False,False
therapeutic,False,False,False,False,True
therapeutical,False,False,False,False,True
theriac,False,False,False,False,True
theriacs,False,False,False,False,True
thirst,True,False,False,False,False
thirstiness,True,False,False,False,False
thistle,False,False,False,True,False
thoracic,False,False,True,False,False
throbbing,True,False,False,False,False
thyme,False,False,False,True,False
tibbon,False,True,False,False,False
tinea,True,False,False,False,False
tinnitus,True,False,False,False,False
tiredness,True,False,False,False,False
tissue,False,False,True,False,False
toe,False,False,True,False,False
tongue,False,False,True,False,False
tonic,False,False,False,False,True
tonsil,False,False,True,False,False
tooth,False,False,True,False,False
toothache,True,False,False,False,False
toothbrush,False,False,False,False,True
toothpaste,False,False,False,False,True
torn,True,False,False,False,False
torpor,True,False,False,False,False
tortuosom,False,False,False,True,False
toxicological,True,False,False,False,False
trachea,False,False,True,False,False
trachoma,True,False,False,False,False
tract,False,False,True,False,False
tragacanth,False,False,False,True,False
treated,False,False,False,False,True
trembling,True,False,False,False,False
trichiasis,True,False,False,False,False
tuberculosis,True,False,False,False,False
turmeric,False,False,False,True,False
turpentine,False,False,False,True,False
turpeth,False,False,False,True,False
tutty,False,False,False,True,False
twitch,True,False,False,False,False
ulcer,True,False,False,False,False
ulcerated,True,False,False,False,False
umbilical,False,False,True,False,False
underweight,True,False,False,False,False
unripe,False,False,False,True,False
urens,False,False,False,True,False
urinal,False,False,True,False,False
urinary,True,False,False,False,False
urinating,False,False,True,False,False
urination,False,False,True,False,False
urine,False,False,True,False,False
urticaria,True,False,False,False,False
uterus,False,False,True,False,False
utrica,False,False,False,True,False
uvula,False,False,True,False,False
uṣaybiʿa,False,True,False,False,False
vagina,False,False,True,False,False
vaginal,False,False,True,False,False
valerian,False,False,False,True,False
vapour,False,False,False,True,False
varicose,True,False,False,False,False
vegetable,False,False,False,True,False
vein,False,False,True,False,False
vena,False,False,True,False,False
venom,True,False,False,False,False
venous,False,False,True,False,False
ventricle,False,False,True,False,False
verdigris,False,False,False,True,False
verjuice,False,False,False,True,False
vermin,True,False,False,False,False
vertebra,False,False,True,False,False
vertebral,False,False,True,False,False
vertigo,True,False,False,False,False
vetch,False,False,False,True,False
vine,False,False,False,True,False
vinegar,False,False,False,True,False
violet,False,False,False,True,False
viper,True,False,False,False,False
vision,False,False,True,False,False
visual,False,False,True,False,False
vitiginea,False,False,False,True,False
vitiligo,True,False,False,False,False
vitriol,False,False,False,True,False
voice,False,False,True,False,False
vomit,True,False,False,False,False
vomiting,True,False,False,False,False
vulgare,False,False,False,True,False
vulva,False,False,True,False,False
walnut,False,False,False,True,False
wart,True,False,False,False,False
wash,False,False,False,False,True
washed,False,False,False,False,True
washing,False,False,False,False,True
wasp,True,False,False,False,False
wasting,True,False,False,False,False
water,False,False,False,True,False
watercress,False,False,False,True,False
watermelon,False,False,False,True,False
watery,False,False,False,True,False
wax,False,False,False,True,False
weak,True,False,False,False,False
weakening,True,False,False,False,False
weakness,True,False,False,False,False
weeping,True,False,False,False,False
well-water,False,False,False,True,False
wheat,False,False,False,True,False
wheat-water,False,False,False,True,False
willow,False,False,False,True,False
wine,False,False,False,True,False
womb,False,False,True,False,False
wood,False,False,False,True,False
wormwood,False,False,False,True,False
wound,True,False,False,False,False
wrist,False,False,True,False,False
yellow,False,False,False,True,False
yolk,False,False,False,True,False
zanthoxylum,False,False,False,True,False
zatar,False,False,False,True,False
zinc,False,False,False,True,False
