9.10%,12.30%,9.80%,12.40%,10.70%,5.20%,1.60%,48.50%,3.10%,5.80%,10.00%,38.90%,4.10%,3.60%,5.20%,17.00%,1.90%,1.50%,21.30%,5.00%,4.20%,13.80%,3.50%,10.40%,6.80%,7.30%,24.90%,3.70%,11.60%,3.60%,20.00%,9.40%,11.50%,5.00%,5.50%,19.00%,15.70%,7.00%,7.00%,12.80%,3.70%,30.90%,28.50%,10.30%,39.10%,9.20%,14.90%,6.70%,3.50%,9.20%
10.10%,11.80%,7.00%,6.90%,9.90%,10.60%,9.90%,10.80%,13.90%,5.00%,13.40%,8.30%,10.50%,8.10%,4.80%,7.40%,4.50%,6.50%,8.60%,6.30%,10.70%,9.70%,6.00%,4.20%,9.40%,9.30%,15.30%,10.30%,10.10%,9.80%,9.20%,14.80%,2.90%,11.90%,11.90%,7.00%,5.70%,6.70%,15.50%,7.30%,6.60%,11.90%,13.10%,16.10%,18.60%,12.20%,5.10%,6.20%,7.10%,6.60%
"96,389,872","20,201,432","39,532,989","131,530,601","57,499,177","139,960,482","16,044,543","29,102,352","66,441,608","116,668,830","10,783,794","512,303,164","111,535,362","14,427,360","123,076,309","281,037,755","9,315,494","24,553,072","50,447,098","238,892,383","124,809,759","50,046,429","129,284,438",D,"242,763,842","62,712,925","96,924,106","16,882,647","86,076,260","11,535,236","108,854,971","155,836,792","81,927,799","271,191,050","99,160,840","148,879,931","55,160,095","231,396,178",D,"51,349,948","313,629,976","51,243,473","14,719,141","74,295,394","702,603,073","202,344,646","11,262,158","177,728,926","18,895,624","22,597,384"
"110,002,385","20,444,278","76,379,707","118,924,049","30,470,717","91,641,605","21,521,714","25,179,274","37,053,190","44,905,624","9,446,043","481,800,461","90,546,581","15,519,816","78,898,182","166,634,514","9,933,751","22,637,923","67,815,200","119,302,046","58,564,965","38,024,486","54,869,978","18,901,745","85,857,962","36,815,256","273,867,145","13,791,827","38,276,461","15,623,573","133,665,728","119,801,495","92,915,380","61,396,364","58,093,824","251,167,736","51,632,467","178,794,945","10,474,275","49,481,054","153,553,997","84,716,542","38,234,170","50,256,231","356,116,376","120,691,007","12,063,865","78,201,822","26,018,201","14,456,001"
84.40%,82.40%,86.60%,82.50%,83.70%,84.70%,85.90%,85.70%,86.10%,84.80%,81.90%,85.20%,83.90%,82.20%,85.50%,86.80%,86.50%,88.20%,80.80%,85.30%,85.30%,82.90%,84.70%,85.10%,85.00%,83.90%,83.80%,83.40%,83.50%,83.60%,90.20%,84.00%,87.10%,86.30%,84.70%,89.10%,87.80%,88.00%,80.90%,81.90%,85.30%,81.30%,78.80%,82.60%,83.30%,84.70%,86.60%,85.80%,86.50%,86.60%
"185,043","10,592","203,394","92,807","14,571","105,234","4,339","60,622","74,824","14,707","4,077","1,619,857","61,035","3,190","47,302","311,684","2,354","5,777","85,849","158,946","92,219","24,423","27,258","74,208","61,252","35,982","926,112","4,101","26,127","5,578","237,242","371,588","89,967","126,100","83,233","709,021","56,113","131,512","13,688","41,456","122,653","135,313","71,864","64,875","1,070,392","183,380","14,737","40,507","6,111","14,440"
50.80%,49.90%,51.60%,50.00%,50.20%,51.20%,51.00%,50.50%,51.50%,50.30%,48.90%,50.30%,50.90%,48.70%,50.20%,50.90%,50.60%,50.50%,49.70%,50.80%,51.60%,49.70%,50.70%,49.80%,50.70%,50.90%,51.10%,49.60%,50.20%,49.70%,51.20%,51.30%,51.50%,51.10%,51.50%,51.40%,51.20%,51.00%,47.70%,50.50%,51.00%,50.30%,49.90%,50.50%,50.40%,51.40%,51.40%,50.30%,50.50%,51.60%
"3,198,718","546,524","2,239,817","2,602,408","870,279","2,507,205","500,549","626,284","926,391","1,338,418","219,881","14,325,377","2,442,316","365,893","2,612,314","5,427,549","266,363","565,435","2,253,795","3,725,280","1,634,391","1,203,954","1,579,477","523,677","2,660,503","1,003,113","7,777,990","353,540","1,189,876","375,041","3,558,619","3,692,490","3,167,329","1,724,973","1,662,251","7,998,994","1,503,102","5,306,896","267,999","1,498,727","4,719,985","2,295,186","1,129,965","1,370,988","10,239,710","3,670,284","425,748","2,503,532","576,424","397,385"
"353,012","70,438","276,630","262,650","83,696","302,249","79,243","71,132","125,079","135,382","30,039","1,852,580","257,948","37,016","268,710","609,648","41,270","63,112","284,554","446,128","203,604","132,163","184,154","60,409","253,533","123,158","1,084,885","42,418","125,169","55,913","464,592","480,578","357,158","215,111","202,446","1,139,910","187,845","579,400","35,402","165,691","510,078","245,243","114,057","174,395","1,251,696","435,677","54,651","236,252","76,716","38,328"
"706,539","119,711","403,900","564,864","132,918","462,414","119,058","164,157","184,774","211,066","48,505","1,777,410","451,342","51,179","342,388","668,933","44,708","150,021","391,725","626,722","363,170","134,332","297,312","110,238","426,493","220,953","1,507,738","63,742","198,396","90,000","393,277","670,617","355,083","281,989","378,959","828,586","199,331","870,770","69,323","306,723","806,531","505,794","220,332","295,847","1,539,655","696,119","66,076","381,940","106,827","71,213"
11.70%,6.10%,14.50%,13.40%,6.60%,4.80%,3.50%,9.80%,2.30%,4.70%,3.60%,27.00%,3.90%,3.20%,7.70%,14.00%,4.30%,1.50%,9.80%,6.30%,3.50%,8.40%,3.40%,17.70%,4.80%,4.70%,19.70%,3.00%,6.90%,2.10%,21.70%,9.80%,15.50%,4.00%,4.80%,22.50%,13.90%,6.30%,7.40%,9.90%,4.10%,13.50%,19.20%,5.80%,16.60%,7.70%,13.30%,4.80%,5.70%,8.70%
