original_title,title_length,production_companies
"10,000 BC",9,Centropolis Entertainment
The Others,10, Canal Plus
The Great Gatsby,16, A&E Television Networks
TMNT,4,The Weinstein Company
The Last Samurai,16, The
Watchmen,8, Legendary Pictures
The Skulls,10, Newmarket Capital Group
The Reaping,11, Eyetronics
Suite FranÃ§aise,16, Alliance Films
Planet 51,9, Ilion Animation Studios
White Chicks,12, Wayans Bros. Entertainment
Changeling,10, Relativity Media
Guardians of the Galaxy,23, Revolution Sun Studios
Soul Surfer,11, Affirm Films
Jurassic Park III,17, Amblin Entertainment
Astro Boy,9, Summit Entertainment
Furry Vengeance,15, Robert Simonds Productions
Murder by Numbers,17,Castle Rock Entertainment
The Invention of Lying,22, Lin Pictures
The Wild,8,Walt Disney Pictures
Rocky Balboa,12, Rogue Marble
Carnage,7, Zanagar Films
La migliore offerta,19, Business Location Sudtirol Alto Adige
Evolution,9, Columbia Pictures Corporation
Push,4,Icon Productions
King Arthur,11,Jerry Bruckheimer Films
Cast Away,9, Twentieth Century Fox Film Corporation
Alone in the Dark,17,Boll Kino Beteiligungs GmbH & Co. KG
Over the Hedge,14,Pacific Data Images (PDI)
Babylon A.D.,12, Babylon
Eragon,6, Major Studio Partners
The Forbidden Kingdom,21, Huayi Brothers
The Lookout,11,Miramax Films
The Mummy: Tomb of the Dragon Emperor,37,Universal Pictures
Transcendence,13, Syncopy
How to Train Your Dragon 2,26,DreamWorks Animation
The Golden Compass,18, Ingenious Film Partners
Finding Forrester,17, Finding Forrester Productions
Scary Movie 3,13,Dimension Films
The Incredible Burt Wonderstone,31,New Line Cinema
Knowing,7,Summit Entertainment
Hanna,5, Focus Features
The Art of War,14, Morgan Creek Productions
The Ides of March,17,Appian Way
Rango,5, Blind Wink
Yogi Bear,9, Picnic Basket
Lawless,7, Yucaipa Films
Jimmy Neutron: Boy Genius,25, Paramount Animation
Hope Springs,12, Management 360
Lawless,7, Pie Films Inc.
A Walk Among the Tombstones,27, 1984 Private Defense Contractors
Death Sentence,14, Baldwin Entertainment Group
Out Cold,8,Spyglass Entertainment
The Perfect Game,16, Prelude Pictures
Uptown Girls,12,GreeneStreet Films
I Am Legend,11, Original Film
Bridesmaids,11, Relativity Media
Sucker Punch,12,Legendary Pictures
Seeking Justice,15, Maguire Entertainment
Transformers: Age of Extinction,31, Di Bonaventura Pictures
Diary of a Wimpy Kid: Rodrick Rules,35, Color Force
Last Vegas,10, Gidden Media
Into the Wild,13, Into the Wild
Straight Outta Compton,22, Universal Pictures
Gridiron Gang,13,Columbia Pictures
Sweeney Todd: The Demon Barber of Fleet Street,46, Zanuck Company
Me and Orson Welles,19, Freestyle Releasing
Insurgent,9, Mandeville Films
The Hitcher,11, Platinum Dunes
Constantine,11, DC Comics
Inside Out,10, Walt Disney Studios Motion Pictures
Remember the Titans,19, Jerry Bruckheimer Films
Straw Dogs,10,Battleplan Productions
Grindhouse,10, Weinstein Company
The Grand Seduction,19,Max Films Productions
Jem and the Holograms,21, Hasbro Studios
The Woman in Black,18, Alliance Films
Righteous Kill,14,Grosvenor Park Media Ltd.
The Jungle Book 2,17, Walt Disney Animation Australia
Love Actually,13,DNA Films
Transporter 2,13,Canal Plus
Big Eyes,8, Silverwood Films
Enemy at the Gates,18, Little Bird
Cinderella,10,Walt Disney Pictures
Vicky Cristina Barcelona,24, Antena 3 TelevisiÃ³n
Dredd,5, Peach Trees
Dinner for Schmucks,19, Reliance BIG Entertainment
Winter's Tale,13, Warner Bros.
Julie & Julia,13, Easy There Tiger Productions
The Iron Lady,13, CinÃ©CinÃ©ma
Jurassic World,14, Legendary Pictures
Underworld: Awakening,21, Saturn Films
The Interpreter,15, Misher Films
The Change-Up,13, Big Kid Pictures
Transformers: Revenge of the Fallen,35, Platinum Dunes
My Week with Marilyn,20, Lip Sync Post
Man on Fire,11, Epsilon Motion Pictures
The Score,9,Paramount Pictures
Perfect Stranger,16,Columbia Pictures
Identity,8, Columbia Pictures Corporation
Hannibal,8, Dino De Laurentiis Company
Boogeyman,9, Screen Gems
Valkyrie,8, Metro-Goldwyn-Mayer (MGM)
The Boxtrolls,13,Laika Entertainment
Life as We Know It,18, Village Roadshow Pictures Asia
Fifty Shades of Grey,20, Trigger Street Productions
Collateral,10, Edge City
Life of Pi,10, Ingenious Media
Pompeii,7, Don Carmody Productions
Knowing,7, Mystery Clock Cinema
The League of Extraordinary Gentlemen,37,Twentieth Century Fox Film Corporation
Traffic,7, Bedford Falls Company
Real Steel,10, Reliance Entertainment
X-Men: Days of Future Past,26, TSG Entertainment
Planet 51,9,TriStar Pictures
Peter Pan,9, Revolution Studios
Basic Instinct 2,16, C-2 Pictures
Stolen,6, Millennium Films
Don't Be Afraid of the Dark,27, Gran Via Productions
Beastly,7, Mel's Cite du Cinema
The Adventures of Rocky & Bullwinkle,36, Capella International
In the Heart of the Sea,23,Imagine Entertainment
Taken,5, Grive Productions
Lara Croft Tomb Raider: The Cradle of Life,42, Toho-Towa
Burn After Reading,18, Relativity Media
The Host,8, Open Road Films
Man of Steel,12, Cruel and Unusual Films
The Three Musketeers,20, Studio Babelsberg
Cast Away,9, ImageMovers
Paranormal Activity: The Marked Ones,36,Blumhouse Productions
Maleficent,10, Roth Films
Cold Mountain,13, Cattleya
The Last Airbender,18, Nickelodeon Movies
Bad Santa,9, Dimension Films (US version)
The Boondock Saints II: All Saints Day,38, Stage 6 Films
Boat Trip,9, Artisan Entertainment
That's My Boy,13, Happy Madison Productions
Halloween,9, Spectacle Entertainment Group
Quarantine,10, Screen Gems
Doubt,5,Miramax Films
Foxcatcher,10,Likely Story
Smart People,12, Corduroy Films
Underworld: Rise of the Lycans,30, Sketch Films
The Matrix Reloaded,19, NPV Entertainment
Julie & Julia,13, Scott Rudin Productions
Step Up All In,14,Summit Entertainment
All Is Lost,11, FilmNation Entertainment
Fair Game,9, Participant Media
Pearl Harbor,12, Touchstone Pictures
Belle,5, DJ Films
Escape Plan,11,Summit Entertainment
Grown Ups,9,Columbia Pictures
Babel,5, Anonymous Content
Vanilla Sky,11,Paramount Pictures
La migliore offerta,19,Paco Cinematografica
"Big Mommas: Like Father, Like Son",33,Twentieth Century Fox Film Corporation
Zoolander,9, NPV Entertainment
The Wild,8, C.O.R.E. Feature Animation
Blended,7,Happy Madison Productions
Agent Cody Banks 2: Destination London,38, Metro-Goldwyn-Mayer (MGM)
Eagle Eye,9,DreamWorks SKG
The Grudge,10, Colombia Pictures
American Dreamz,15, Depth of Field
Good Luck Chuck,15, Karz Entertainment
Fast & Furious,14, Relativity Media
Winnie the Pooh,15, Walt Disney Animation Studios
Solomon Kane,12,Davis-Films
Law Abiding Citizen,19, Evil Twins
Alex & Emma,11, Escape Artists
Man of Steel,12, Syncopy
Chicago,7, Producers Circle
Unfinished Business,19, New Regency Pictures
Down with Love,14, Epsilon Motion Pictures
Secret in Their Eyes,20, Route One Films
Lara Croft: Tomb Raider,23, Mutual Film Company
Abandon,7,Paramount Pictures
Sanctum,7, Great Wight Productions/ Osford Films
What's Your Number?,19, New Regency Pictures
This Is Where I Leave You,25, 21 Laps Entertainment
Bruce Almighty,14, Spyglass Entertainment
Oculus,6,Intrepid Pictures
Veronica Mars,13, Warner Bros. Interactive Entertainment
The Guard,9, Prescience
Get Him to the Greek,20, Apatow Productions
Jack Ryan: Shadow Recruit,25, Etalon film
DodgeBall: A True Underdog Story,32, Red Hour Films
Shorts,6,Warner Bros. Pictures
We Bought a Zoo,15, Vinyl Films
Grown Ups 2,11, Happy Madison Productions
Love Happens,12,Universal Pictures
Nutty Professor II: The Klumps,30, Universal Pictures
Ghosts of Mars,14,Screen Gems
Freedom Writers,15, Kernos Filmproduktionsgesellschaft & Company
Dumb and Dumberer: When Harry Met Lloyd,39,New Line Cinema
Don't Be Afraid of the Dark,27, Tequila Gang
Predators,9, Dune Entertainment III
Black Mass,10, RatPac-Dune Entertainment
Confessions of a Dangerous Mind,31, Allied Filmmakers
The Last Samurai,16, Warner Bros.
Hellboy,7, Starlite Films
Harry Potter and the Order of the Phoenix,41, Warner Bros.
Point Break,11,Studio Babelsberg
Soul Surfer,11, FilmDistrict
Gnomeo & Juliet,15,Starz Animation
Mandela: Long Walk to Freedom,29, Videovision Entertainment
Hotel Rwanda,12, United Artists
Star Trek,9, Bad Robot
Jeepers Creepers,16, Cinerenta Medienbeteiligungs KG
About a Boy,11,Universal Pictures
Stealth,7,Laura Ziskin Productions
Lilo & Stitch,13, Walt Disney Feature Animation
The Texas Chainsaw Massacre,27,New Line Cinema
The Wild,8, Contrafilm
War of the Worlds,17, DreamWorks SKG
We Are Your Friends,19,Working Title Films
The Chronicles of Narnia: The Voyage of the Dawn Treader,56, Walden Media
The Prestige,12,Touchstone Pictures
The Water Horse,15,Revolution Studios
Child 44,8, Worldview Entertainment
Rendition,9, MID Foundation
The Lovely Bones,16,WingNut Films
Starsky & Hutch,15, Warner Bros.
A Dangerous Method,18, Prospero Pictures
Harry Potter and the Chamber of Secrets,39, MIRACLE Productions GmbH & Co. KG
Killing Them Softly,19, Chockstone Pictures
Jupiter Ascending,17, Warner Bros.
Eastern Promises,16, Scion Films
Land of the Dead,16,Universal Pictures
Suspect Zero,12, Lakeshore Entertainment
Blended,7, Warner Bros.
Cold Mountain,13,Miramax Films
Zero Dark Thirty,16, First Light Production
The Phantom of the Opera,24, Scion Films
Rebound,7,Twentieth Century Fox Film Corporation
Gran Torino,11, Warner Bros.
The Dilemma,11, Wild West Picture Show Productions
Sherlock Holmes,15, Internationale Filmproduktion Blackbird Dritte
Doom,4,Di Bonaventura Pictures
Sex Tape,8, LStar Capital
Lucy,4,Universal Pictures
Evolution,9,DreamWorks SKG
Hart's War,10, David Ladd Films
"Big Mommas: Like Father, Like Son",33, Regency Enterprises
Up,2, Pixar Animation Studios
Into the Wild,13, Art Linson Productions
The Grudge,10, Senator International
A Knight's Tale,15,Columbia Pictures Corporation
True Grit,9,Paramount Pictures
Prisoners,9, 8:38 Productions
Arthur,6,Warner Bros.
Torque,6,Village Roadshow Pictures
Hachi: A Dog's Tale,19,Grand Army Entertainment
Funny People,12, Relativity Media
Alone in the Dark,17, Infogrames Entertainment
Wrong Turn,10, Regency Enterprises
Invictus,8, Malpaso Productions
The Way Back,12, Monolith Films
Unleashed,9, Current Entertainment
The Scorpion King,17, Alphaville Films
War Horse,9,DreamWorks SKG
The Man from U.N.C.L.E.,23,Davis Entertainment
The Master,10, Annapurna Pictures
Aliens in the Attic,19, Upstairs Canada Productions
Step Brothers,13, Gary Sanchez Productions
Get Carter,10, The Canton Company
Defiance,8, Defiance Productions
Notes on a Scandal,18, Scott Rudin Productions
Failure to Launch,17, Scott Rudin Productions
The Dukes of Hazzard,20, Warner Bros.
Take Me Home Tonight,20,Imagine Entertainment
My Best Friend's Girl,21,Lionsgate
Driven,6, Franchise Pictures
TMNT,4, Imagi Production
Hoodwinked Too! Hood VS. Evil,29,HW Two
Seven Pounds,12, Escape Artists
Ray,3,Universal Pictures
Street Kings,12, Regency Enterprises
Salt,4, Di Bonaventura Pictures
16 Blocks,9, Cheyenne Enterprises
The X Files: I Want to Believe,30, Crying Box Productions
I Know Who Killed Me,20,TriStar Pictures
Monster-in-Law,14, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
The Last Castle,15,DreamWorks SKG
The Hobbit: The Desolation of Smaug,35, New Line Cinema
Oblivion,8, Relativity Media
The Other Woman,15,Twentieth Century Fox Film Corporation
Conviction,10, Omega Entertainment
Saw 3D,6, Twisted Pictures
Escape Plan,11, Atmosphere Entertainment MM
50/50,5, Mandate Pictures
Untraceable,11, Cohen/Pearl Productions
FearDotCom,10,Milagro Films
Dredd,5, Reliance BIG Entertainment
The Road,8, Dimension Films
No Strings Attached,19, Spyglass Entertainment
Pirates of the Caribbean: Dead Man's Chest,42,Walt Disney Pictures
The Perfect Game,16,HighRoad Entertainment
Selma,5,Plan B Entertainment
Transporter 2,13, Current Entertainment
Oldboy,6, OB Productions
Noah,4,Paramount Pictures
Ã†on Flux,9, Lakeshore Entertainment
Elysium,7, Alpha Core
Defiance,8, Grosvenor Park Productions
Godzilla,8, RatPac-Dune Entertainment
The Day the Earth Stood Still,29, 3 Arts Entertainment
Conviction,10, Innocence Productions
Open Range,10,Tig Productions
300: Rise of an Empire,22, Warner Bros.
Hide and Seek,13, MBC Beteiligungs Filmproduktion
Kill Bill: Vol. 1,17, A Band Apart
Harry Potter and the Order of the Phoenix,41, Harry Potter Publishing Rights
Harry Potter and the Goblet of Fire,35, Warner Bros.
Don't Be Afraid of the Dark,27, Necropia
The Bourne Ultimatum,20,Universal Pictures
The Adjustment Bureau,21, Electric Shepherd Productions
Zookeeper,9, Broken Road Productions
Tears of the Sun,16, Michael Lobell Productions
Me and Orson Welles,19, CinemaNX
Space Cowboys,13, Mad Chance
Agent Cody Banks 2: Destination London,38,Splendid Pictures
War Horse,9, Reliance Entertainment
Pixels,6,Columbia Pictures
The Rundown,11,Columbia Pictures
On the Road,11, Canal+
Ghost Ship,10,Village Roadshow Pictures
Notes on a Scandal,18, Ingenious Film Partners
Room,4, Duperele Films
X-Men: First Class,18,Ingenious Film Partners
The Amityville Horror,21, Dimension Films
The Rite,8, Hungarian National Film Office
The Musketeer,13, The
The Queen,9, Granada Film Productions
Blue Crush,10, Mikona Productions GmbH & Co. KG
Pathfinder,10,Twentieth Century Fox Film Corporation
Wall Street: Money Never Sleeps,31, Edward R. Pressman Film
Movie 43,8, Witness Protection Films
The Cave,8, Cinerenta Medienbeteiligungs KG
Knocked Up,10,Universal Pictures
Agent Cody Banks 2: Destination London,38, Maverick Films
Freedomland,11, Revolution Studios
R.I.P.D.,8,Universal Pictures
Unfaithful,10, Fox 2000 Pictures
Night at the Museum: Secret of the Tomb,39, 1492 Pictures
Fire with Fire,14, Paradox Entertainment
Jack Reacher,12, Skydance Productions
Daredevil,9, New Regency Pictures
X-Men Origins: Wolverine,24, Dune Entertainment
Harry Potter and the Order of the Phoenix,41,Cool Music
Mortdecai,9, Mad Chance
The Hateful Eight,17, FilmColony
Paranormal Activity: The Ghost Dimension,40, Blumhouse Productions
Thor,4,Marvel Studios
The Rundown,11, WWE Studios
Arbitrage,9,Lionsgate
I Am Legend,11,Village Roadshow Pictures
Doom,4, John Wells Productions
xXx: State of the Union,23, Columbia Pictures Corporation
Daybreakers,11, Pacific Film and Television Commission
Valentine's Day,15,New Line Cinema
Apocalypto,10, Icon Entertainment International
Bangkok Dangerous,17, Blue Star Pictures
Music and Lyrics,16, Reserve Room
Speed Racer,11, Warner Bros.
Fantastic Four,14, Marv Films
Billy Elliot,12, Tiger Aspect Productions
A History of Violence,21, BenderSpink
Ghosts of the Abyss,19,Walt Disney Pictures
Finding Nemo,12,Walt Disney Pictures
The Butler,10, Lee Daniels Entertainment
Troy,4, Radiant Productions
Swordfish,9, Warner Bros.
Just Like Heaven,16, MacDonald/Parkes Productions
Domestic Disturbance,20,Paramount Pictures
Empire State,12, Voltage Pictures
Hancock,7, Relativity Media
The Bourne Supremacy,20, The Kennedy/Marshall Company
Australia,9, Dune Entertainment III
Mirrors,7,Regency Enterprises
Going the Distance,18, Offspring Entertainment
The Girl with the Dragon Tattoo,31,Columbia Pictures
Men in Black 3,14, Parkes/MacDonald Productions
The Girl Next Door,18, Daybreak
Charlie Wilson's War,20,Universal Pictures
X-Men,5, Bad Hat Harry Productions
Don't Say a Word,16,20th Century Fox
Dallas Buyers Club,18, Universal Pictures
Disconnect,10, Exclusive Media Group
Contraband,10, StudioCanal
Blade II,8, LLC
W.,2,Ixtlan Productions
Epic Movie,10,Twentieth Century Fox Film Corporation
Big Fish,8,The Zanuck Company
The Whole Nine Yards,20, Morgan Creek Productions
Daddy Day Camp,14, TriStar Pictures
Monte Carlo,11, Dune Entertainment III
Akeelah and the Bee,19, Out of the Blue... Entertainment
Wonderland,10,Lions Gate Films
The Bourne Legacy,17, Relativity Media
About Last Night,16,Screen Gems
Akeelah and the Bee,19, Cinema Gypsy Productions
Gothika,7, Dark Castle Entertainment
Spartan,7, Art Linson Productions
S.W.A.T.,8, Chris Lee Productions
The Guardian,12, Touchstone Pictures
The Hangover Part II,20, Green Hat Films
The Spy Next Door,17, Spy Next Door
Save the Last Dance,19,MTV Films
Intolerable Cruelty,19,Imagine Entertainment
The Bourne Ultimatum,20, The Kennedy/Marshall Company
The Railway Man,15,Archer Street Productions
Jumping the Broom,17,TriStar Pictures
Transformers,12, Platinum Dunes
Unfinished Business,19, Escape Artists
Scary Movie 2,13,Gold/Miller Productions
I'm Not There.,14, Rising Star
Little Man,10, Wayans Bros. Entertainment
Centurion,9, Warner Bros.
The Social Network,18, Relativity Media
Akeelah and the Bee,19, Starbucks Entertainment
Flightplan,10,Imagine Entertainment
Crossroads,10,Paramount Pictures
RED,3, Di Bonaventura Pictures
Wrong Turn,10,Summit Entertainment
The Family,10, Grive Productions
What If,7, Caramel Film
Black Mass,10, Head Gear Films
Dark Shadows,12,Village Roadshow Pictures
Step Brothers,13, Relativity Media
Stealth,7, Original Film
Jem and the Holograms,21,Universal Pictures
Ghost Ship,10, NPV Entertainment
Zombieland,10,Columbia Pictures
22 Jump Street,14, Original Film
Sabotage,8, Roth Films
Daddy Day Care,14,Columbia Pictures
The Grey,8, LD Entertainment
Highlander: Endgame,19, Dimension Films
The Da Vinci Code,17, Skylark Productions
DodgeBall: A True Underdog Story,32, Mediastream Vierte Film GmbH & Co. Vermarktungs KG
Chloe,5, The
Crank,5, Lakeshore Entertainment
Skyline,7, Rat Entertainment
The Life of David Gale,22,Universal Pictures
Alexander,9, Warner Bros.
Jack and Jill,13,Columbia Pictures
Upside Down,11, Jouror Productions
The Little Prince,17,Onyx Films
"10,000 BC",9, Warner Bros.
The Emperor's New Groove,24,Walt Disney Pictures
Season of the Witch,19, Relativity Media
Devil,5, Relativity Media
Hostage,7, Cheyenne Enterprises
Monsters vs Aliens,18,DreamWorks Animation
Taken 3,7, CinÃ©+
Valkyrie,8,United Artists
The Secret of Moonacre,22,South Pacific Pictures
The Dark Knight,15,DC Comics
Contraband,10, Leverage Management
Transporter 3,13, EuropaCorp
Underworld: Rise of the Lycans,30, UW3 Film Productions
Happy Feet Two,14, Kennedy Miller Mitchell
The Forgotten,13, Jinks/Cohen Company
My Best Friend's Girl,21, Terra Firma Films
Step Up Revolution,18,Summit Entertainment
Eye in the Sky,14, Raindog Films
The Last Legion,15,Ingenious Film Partners
Colombiana,10, CinÃ©CinÃ©ma
Exit Wounds,11, Warner Bros.
Soul Surfer,11, Brookwell-McNamara Entertainment
Bee Movie,9,Pacific Data Images (PDI)
Talladega Nights: The Ballad of Ricky Bobby,43, Apatow Productions
Bringing Down The House,23, Touchstone Pictures
Babylon A.D.,12, CinÃ©CinÃ©ma
A Scanner Darkly,16,Thousand Words
Kill the Messenger,18,The Combine
The Village,11, Blinding Edge Pictures
Sabotage,8, QED International
The Gift,8,Lakeshore Entertainment
Happy Feet Two,14, Dr D Studios
The King's Speech,17,The Weinstein Company
Gran Torino,11, Double Nickel Entertainment
Spotlight,9, Rocklin / Faust
The Heartbreak Kid,18, Radar Pictures
Charlie Wilson's War,20, Playtone Production
The Debt,8, Pioneer Pictures
Frida,5, Ventanarosa Productions
Inkheart,8,New Line Cinema
The Rite,8,New Line Cinema
The Devil Wears Prada,21,Twentieth Century Fox Film Corporation
The Place Beyond the Pines,26,Sidney Kimmel Entertainment
The Mummy: Tomb of the Dragon Emperor,37, China Film Co-Production Corporation
Insomnia,8, Witt/Thomas Productions
No Good Deed,12, Screen Gems
Transformers,12, Di Bonaventura Pictures
The Lady in the Van,19, TriStar Productions
Eye in the Sky,14, Moonlighting Films
Halloween II,12, Spectacle Entertainment Group
All About Steve,15, Dune Entertainment III
Sky Captain and the World of Tomorrow,37, Filmauro
Big Fish,8, Tim Burton Productions
The Equalizer,13, Escape Artists
Diana,5, Scope Pictures
Elektra,7, Marvel Enterprises
Sideways,8, Michael London Productions
Conan the Barbarian,19, Paradox Entertainment
War Horse,9, Kennedy/Marshall Company
Eat Pray Love,13, Plan B Entertainment
Mr. Nobody,10, Virtual Films
Paul,4, Working Title Films
Coyote Ugly,11, Touchstone Pictures
The Texas Chainsaw Massacre,27, Platinum Dunes
Godsend,7, 2929 Productions
The Rite,8, Lazio Film Commission
Inception,9, Syncopy
Million Dollar Baby,19, Warner Bros.
Paycheck,8, Province of British Columbia Film Incentive BC
Miss Potter,11,BBC Films
Earth,5,BBC
Ladder 49,9, Touchstone Pictures
Charlie and the Chocolate Factory,33, Tim Burton Productions
American Gangster,17, Universal Pictures
Upside Down,11, Studio 37
The Jacket,10, 2929 Productions
Corpse Bride,12, Warner Bros.
The Cold Light of Day,21, Intrepid Pictures
The Lincoln Lawyer,18, Lionsgate
Funny People,12, Universal Pictures
Life of Pi,10, Dune Entertainment
30 Days of Night,16, HorrorFlix
Trespass,8, Winkler Films
Superbad,8, Apatow Productions
Capote,6, Province of British Columbia Production Services Tax Credit
Mission: Impossible III,23, Studio Babelsberg
Diana,5,Ecosse Films
Return to Never Land,20,Walt Disney Pictures
Elf,3, Gold/Miller Productions
A Lot Like Love,15,Mile High Productions
2012,4,Columbia Pictures
Lucy,4, EuropaCorp
Fire with Fire,14, Mandalay Vision
The Core,8, LivePlanet
How to Lose Friends & Alienate People,37,UK Film Council
A Cinderella Story,18,Gaylord Films
Secret Window,13, Grand Slam Productions
Scream 3,8,Konrad Pictures
The Ant Bully,13,Warner Bros. Pictures
Katy Perry: Part of Me,22,Paramount Pictures
The Spiderwick Chronicles,25,Paramount Pictures
Mulholland Drive,16,Asymmetrical Productions
Maid in Manhattan,17, Hughes Entertainment
9,1, Starz Animation
Sahara,6,Paramount Pictures
After Earth,11, Blinding Edge Pictures
Killer Joe,10,Voltage pictures
TMNT,4, Imagi Animation Studios
Gulliver's Travels,18, Dune Entertainment III
Dancer in the Dark,18, SVT Drama
Fool's Gold,11,De Line Pictures
Paul Blart: Mall Cop 2,22, Sony Pictures Home Entertainment
Flight of the Phoenix,21, Aldrich Group
Street Kings,12,Fox Searchlight Pictures
Charlie St. Cloud,17,Universal Pictures
The Ugly Truth,14, Relativity Media
Calendar Girls,14, Touchstone Pictures
Click,5,Original Film
Pirates of the Caribbean: At World's End,40, Jerry Bruckheimer Films
The Perfect Storm,17,Warner Bros.
Daddy's Little Girls,20, The
The Bourne Legacy,17, Dentsu
Dinosaur,8,Walt Disney Pictures
The SpongeBob Movie: Sponge Out of Water,40, Disruption Entertainment
The Grand Budapest Hotel,24, Indian Paintbrush
The Cabin in the Woods,22,Lionsgate
The Wedding Planner,19,Columbia Pictures Corporation
Non-Stop,8,StudioCanal
The Grudge 2,12, Vertigo Entertainment
Son of God,10,Hearst Entertainment Productions
The Bourne Identity,19,Universal Pictures
The Pianist,11, Agencja Produkcji Filmowej
Morning Glory,13,Bad Robot
Blade: Trinity,14, Shawn Danielle Productions Ltd.
The Gift,8,Blumhouse Productions
The Pianist,11, Studio Babelsberg
The Bounty Hunter,17, Madhouse Entertainment
Escape from Planet Earth,24, Weinstein Company
Man of Steel,12, Warner Bros.
Lo imposible,12,Summit Entertainment
21 Grams,8,This Is That Productions
Paul Blart: Mall Cop,20, Relativity Media
The Life of David Gale,22, Intermedia Films
Sparkle,7, Phoenix Pictures
Fool's Gold,11, Warner Bros.
Machine Gun Preacher,20, Virgin Produced
Transformers: Dark of the Moon,30, Di Bonaventura Pictures
The Way Back,12, Imagenation Abu Dhabi FZ
Bride Wars,10,Dune Entertainment
Priest,6, Michael De Luca Productions
Mulholland Drive,16, The Picture Factory
Me and Orson Welles,19,Isle of Man Film
The Express,11,Davis Entertainment
Conviction,10,Oceana Media Finance
The Hangover Part II,20,Legendary Pictures
Punisher: War Zone,18, SGF Entertainment
The Adjustment Bureau,21, Media Rights Capital
Fast Five,9, Original Film
Mortdecai,9, OddLot Entertainment
The Skulls,10,Universal Pictures
Tammy,5, Gary Sanchez Productions
Step Up,7,Summit Entertainment
Cradle 2 the Grave,18, Warner Bros.
Ride Along,10, Rainforest Films
Jackass Presents: Bad Grandpa,29,Paramount Pictures
The Railway Man,15, Pictures in Paradise
G.I. Joe: The Rise of Cobra,27, Hasbro
Blue Crush,10, Universal Pictures
Dawn of the Planet of the Apes,30, Chernin Entertainment
Public Enemies,14, Appian Way
3:10 to Yuma,12,Tree Line Films
Robin Hood,10, Universal Pictures
3:10 to Yuma,12, Yuma
Eight Below,11, Spyglass Entertainment
One Hour Photo,14,Fox Searchlight Pictures
Stuck on You,12,Twentieth Century Fox Film Corporation
Men in Black II,15,Columbia Pictures
Lawless,7, Annapurna Pictures
Cinderella,10, Beagle Pug Films
Water for Elephants,19,Ingenious Media
Chappie,7, Media Rights Capital
Safe,4,Lawrence Bender Productions
The Devil Wears Prada,21, Major Studio Partners
The Good Shepherd,17, American Zoetrope
Into the Blue,13,Columbia Pictures Corporation
Tooth Fairy,11, Mayhem Pictures
The Revenant,12, New Regency Pictures
Argo,4, Warner Bros.
Room,4, No Trace Camping
3:10 to Yuma,12, Relativity Media
Cosmopolis,10, Alfama Films
Scary Movie 4,13,Dimension Films
Star Trek Into Darkness,23, Skydance Productions
G.I. Joe: The Rise of Cobra,27, Di Bonaventura Pictures
Dead Silence,12, Evolution Entertainment
The Three Musketeers,20, Nouvelles Ã‰ditions de Films (NEF)
The Manchurian Candidate,24, Scott Rudin Productions
Larry Crowne,12, Playtone Productions
Stardust,8,Paramount Pictures
London Boulevard,16,GK Films
Red Planet,10,Village Roadshow Pictures
47 Ronin,8, H2F Entertainment
The Girl with the Dragon Tattoo,31, Yellow Bird
Adventureland,13, Sidney Kimmel Entertainment
Ender's Game,12, Chartoff Productions
Spy Kids 2: Island of Lost Dreams,33,Dimension Films
Calendar Girls,14,Harbour Pictures
We Were Soldiers,16, Motion Picture Production GmbH & Co. Erste KG
Brideshead Revisited,20, 2 Entertain
Transsiberian,13, Castelao Producciones
X2,2, Bad Hat Harry Productions
The Pursuit of Happyness,24, Escape Artists
License to Wed,14, Warner Bros. Pictures
Colombiana,10,TF1 Films Production
Coach Carter,12, MTV Films
The Santa Clause 2,18,Walt Disney Pictures
Mission: Impossible - Rogue Nation,34, Skydance Productions
Rules of Engagement,19, Munich Film Partners & Company (MFP) ROE Production
The Four Feathers,17, Miramax Films
16 Blocks,9, Alcon Entertainment
We Are Marshall,15, Warner Bros.
The Words,9, CBS Films
Rumor Has It...,15, Spring Creek Productions
Joy Ride,8, Bad Robot
The Skulls,10, Cranium Films
The Amazing Spider-Man 2,24,Columbia Pictures
X2,2, XM2 Productions
The Interpreter,15, Working Title Films
Constantine,11, Donners' Company
Upside Down,11,Onyx Films
The Eagle,9, Prime Focus
Knockaround Guys,16,Lawrence Bender Productions
The Dictator,12,Paramount Pictures
Seven Psychopaths,17, British Film Institute (BFI)
Avatar,6, Dune Entertainment
Birdman,7, New Regency Pictures
Perfume: The Story of a Murderer,32, Ikiru Films
How to Train Your Dragon 2,26, Mad Hatter Entertainment
Concussion,10, The Cantillon Company
Bridge of Spies,15, Marc Platt Productions
Rock the Kasbah,15, Venture Forth
Two for the Money,17,Universal Pictures
The Dressmaker,14, Apollo Media
Serendipity,11, Simon Fields Productions
The Hangover Part III,21, Green Hat Films
Domino,6,New Line Cinema
Safe House,10,Universal Pictures
Solaris,7, Lightstorm Entertainment
The Spirit,10, Lionsgate
The Grey,8,Scott Free Productions
The House Bunny,15,Columbia Pictures
Jackass Presents: Bad Grandpa,29, Dickhouse Productions
Broken City,11, 1984 Private Defense Contractors
Bright Star,11,BBC Films
Lord of War,11, Endgame Entertainment
Insidious: Chapter 3,20,Sony Pictures
Black Hawk Down,15, Scott Free Productions
Million Dollar Baby,19,Lakeshore Entertainment
