original_title,title_length,production_companies
Escape from Planet Earth,24," Weinstein Company,  The,  Mainframe Entertainment, Rainmaker Entertainment"
Eternal Sunshine of the Spotless Mind,37," This Is That Productions,  Focus Features, Anonymous Content"
EuroTrip,8, The Montecito Picture Company
Evan Almighty,13," Spyglass Entertainment,  Shady Acres Entertainment,  Original Film, Columbia Pictures,  Universal Pictures"
Everest,7," Cross Creek Pictures, Universal Pictures,  Free State Pictures"
Everything Must Go,18,Birdsong Pictures
Everything is Illuminated,25,"Big Beach Productions,  Telegraph Films"
Evil Dead,9,"TriStar Pictures,  Ghost House Pictures,  FilmDistrict"
Evolution,9," Montecito Picture Company,  Columbia Pictures Corporation, DreamWorks SKG,  The"
Ex Machina,10," Universal Pictures International (UPI),  Film4"
Exit Wounds,11, Warner Bros.
Exodus: Gods and Kings,22," Volcano Films,  Chernin Entertainment,  Babieka"
Extraordinary Measures,22, CBS Films
Extremely Loud & Incredibly Close,33," Scott Rudin Productions, Paramount Pictures"
Eye in the Sky,14," Raindog Films,  Moonlighting Films, Entertainment One"
Fahrenheit 9/11,15," Fellowship Adventure Group, BIM Distribuzione"
Failure to Launch,17, Scott Rudin Productions
Fair Game,9," Participant Media, River Road Entertainment"
Fantastic Four,14," Moving Picture Company (MPC),  Marv Films,  1492 Pictures,  Constantin Film Produktion,  Marvel Enterprises, Twentieth Century Fox Film Corporation,  Marvel Entertainment"
Fantastic Mr. Fox,17,"Twentieth Century Fox Film Corporation,  Twentieth Century Fox Animation,  Regency Enterprises"
Fast & Furious,14," Relativity Media,  Original Film,  Dentsu Inc.,  One Race Productions"
Fast & Furious 6,16,"Universal Pictures,  Original Film"
Fast Five,9, Original Film
FearDotCom,10,"Milagro Films,  DoRo Fiction Film,  Signature Pictures,  ApolloMedia Distribution"
Femme Fatale,12,"Epsilon Motion Pictures,  Quinta Communications"
Fever Pitch,11," Alan Greenspan Productions, Fox 2000 Pictures"
Fifty Shades of Grey,20," Trigger Street Productions,  Michael De Luca Productions, Focus Features"
Final Destination,17,"New Line Cinema,  Zide-Perry Productions"
Final Destination 2,19, Zide-Perry Productions
Final Destination 3,19," Zide-Perry Productions,  Hard Eight Pictures,  Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG, New Line Cinema,  Matinee Pictures"
Final Destination 5,19," Practical Pictures, New Line Cinema"
Final Fantasy: The Spirits Within,33,"Columbia Pictures,  Square USA"
Finding Forrester,17,"Fountainbridge Films,  Finding Forrester Productions"
Finding Nemo,12,"Walt Disney Pictures,  Disney Enterprises,  Pixar Animation Studios"
Finding Neverland,17, Film Colony
Fire with Fire,14," Paradox Entertainment,  Mandalay Vision, Industry Entertainment,  Cheetah Vision"
Firewall,8," Jon Shestack Productions, Village Roadshow Pictures"
Flags of Our Fathers,20, Malpaso Productions
Flight of the Phoenix,21," Aldrich Group, Twentieth Century Fox Film Corporation"
Flightplan,10,"Imagine Entertainment,  Touchstone Pictures"
Flushed Away,12," DreamWorks Animation, Aardman Animations"
Flyboys,7," Skydance Productions, Ingenious Film Partners,  Electric Entertainment"
Focus,5," RatPac-Dune Entertainment,  Zaftig Films, Kramer & Sigman Films"
Fool's Gold,11,"De Line Pictures,  Warner Bros."
Footloose,9, MTV Films
For Greater Glory - The True Story of Cristiada,47,Dos Corazones
Forgetting Sarah Marshall,25,"Universal Pictures,  Apatow Productions"
Four Brothers,13," Di Bonaventura Pictures, Paramount Pictures"
Four Christmases,16," Type A Films,  Wild West Picture Show Productions,  Spyglass Entertainment"
Foxcatcher,10,"Likely Story,  Annapurna Pictures,  Media Rights Capital"
Frailty,7,Cinerenta Medienbeteiligungs KG
Frankenweenie,13,"Walt Disney Pictures,  Tim Burton Animation Company"
Fred Claus,10," David Dobkin Productions, Silver Pictures,  Warner Bros.,  Jessie Nelson Productions"
Freddy vs. Jason,16, Avery Pix
Free Birds,10," Relativity Media, Reel FX Creative Studios"
Freedom Writers,15," Kernos Filmproduktionsgesellschaft & Company, Double Feature Films"
Freedomland,11, Revolution Studios
Frida,5," Ventanarosa Productions,  Lions Gate Films, Miramax Films,  Handprint Entertainment"
Friday Night Lights,19," Imagine Entertainment, Universal Studios,  MDBF Filmgesellschaft mbH & Company KG,  Friday Night Lights LLC"
Friday the 13th,15,New Line Cinema
Friends with Benefits,21," Olive Bridge Entertainment, Castle Rock Entertainment,  Screen Gems"
Fright Night,12,Touchstone Pictures
From Hell,9,"Twentieth Century Fox Film Corporation,  Underworld Entertainment"
From Justin to Kelly,20,20th Century Fox
Frozen,6, Walt Disney Animation Studios
Fun Size,8," Anonymous Content, Paramount Pictures,  Fake Empire"
Fun with Dick and Jane,22,"Imagine Entertainment,  Columbia Pictures Corporation"
Funny People,12," Apatow Productions,  Relativity Media,  Universal Pictures"
Fur: An Imaginary Portrait of Diane Arbus,41, Iron Film
Furious 7,9," Original Film, Universal Pictures,  Media Rights Capital,  Dentsu,  One Race Films"
Furry Vengeance,15," Robert Simonds Productions, Summit Entertainment,  Imagenation Abu Dhabi FZ,  Participant Media,  Furry Vengeance Productions"
Fury,4," Crave Films, Columbia Pictures,  LStar Capital"
G-Force,7," Jerry Bruckheimer Films, Walt Disney Pictures"
G.I. Joe: The Rise of Cobra,27," Spyglass Entertainment,  Hasbro,  Di Bonaventura Pictures,  Kontsept Film Company"
Gamer,5,"Lakeshore Entertainment,  Lionsgate"
Gangs of New York,17," Alberto Grimaldi Productions, Miramax Films,  Initial Entertainment Group (IEG)"
Gangster Squad,14,"Village Roadshow Pictures,  Lin Pictures"
Garfield,8, Davis Entertainment
Get Carter,10," The Canton Company,  Warner Bros.,  Morgan Creek Productions"
Get Hard,8," Warner Bros., Gary Sanchez Productions"
Get Him to the Greek,20," Apatow Productions,  Spyglass Entertainment,  Relativity Media"
Get Rich or Die Tryin',22, MTV Films
Get Smart,9,"Village Roadshow Pictures,  Warner Bros.,  Mosaic Media Group"
Getaway,7," Signature Pictures, Dark Castle Entertainment,  Silver Reel,  After Dark Films"
Ghost Rider,11," Relativity Media, Columbia Pictures Corporation,  Marvel Enterprises,  Crystal Sky Pictures"
Ghost Rider: Spirit of Vengeance,32," Imagenation Abu Dhabi FZ,  Marvel Entertainment, Columbia Pictures,  Marvel Knights"
Ghost Ship,10," Warner Bros., Village Roadshow Pictures,  NPV Entertainment,  Ghost Ship Films Pty. Ltd."
Ghosts of Mars,14," Animationwerks, Screen Gems,  Storm King Productions"
Ghosts of the Abyss,19,Walt Disney Pictures
Gigli,5,City Light Films
Gladiator,9," Mill Film,  Universal Pictures, DreamWorks SKG"
Gnomeo & Juliet,15,Starz Animation
Goal!: The Dream Begins,23, Milkshake Films
Gods and Generals,17,Turner Pictures
Godsend,7," 2929 Productions,  Artists Production Group (APG), Lions Gate Films,  Blue Productions"
Godzilla,8," RatPac-Dune Entertainment,  Disruption Entertainment, Toho Company"
Going the Distance,18,"New Line Cinema,  Offspring Entertainment"
Gone Baby Gone,14, The Ladd Company
Gone Girl,9," TSG Entertainment, Twentieth Century Fox Film Corporation,  New Regency Pictures,  Regency Enterprises"
Gone In Sixty Seconds,21, Touchstone Pictures
Good Luck Chuck,15, Karz Entertainment
"Good Night, and Good Luck.",26,"Warner Independent Pictures (WIP),  Section Eight Productions"
Goosebumps,10, Scholastic Entertainment
Gosford Park,12,USA Films
Gothika,7,"Columbia Pictures Corporation,  Dark Castle Entertainment,  Warner Bros."
Gran Torino,11," Warner Bros.,  Double Nickel Entertainment,  Gerber Pictures,  Malpaso Productions"
Gravity,7,"Warner Bros.,  Heyday Films"
Green Zone,10," StudioCanal,  Working Title Films,  Dentsu"
Gridiron Gang,13,Columbia Pictures
Grindhouse,10," Weinstein Company,  The, Big Talk Productions"
Grown Ups,9,Columbia Pictures
Grown Ups 2,11," Sony Pictures Entertainment (SPE),  Happy Madison Productions, Columbia Pictures"
Guardians of the Galaxy,23," Revolution Sun Studios, Marvel Studios,  Moving Picture Company (MPC)"
Guess Who,9,"Columbia Pictures,  Regency Enterprises"
Gulliver's Travels,18," Davis Entertainment,  Dune Entertainment III"
Hachi: A Dog's Tale,19," Inferno Distribution,  Stage 6 Films, Grand Army Entertainment"
Hairspray,9,New Line Cinema
Hall Pass,9," Conundrum Entertainment, New Line Cinema"
Halloween,9," Nightfall Productions,  Spectacle Entertainment Group, Dimension Films"
Halloween II,12, Spectacle Entertainment Group
Halloween: Resurrection,23,Dimension Films
Hancock,7," Forward Pass,  Relativity Media,  Weed Road Pictures"
Hanging Up,10," Global Entertainment Productions GmbH & Company Medien KG,  Columbia Pictures Corporation,  Nora Ephron Productions, Laurence Mark Productions"
Hanna,5," Focus Features,  Neunte Babelsberg Film, Focus Features,  Sechzehnte Babelsberg Film"
Hannah Montana: The Movie,25,"Walt Disney Pictures,  It's a Laugh Productions"
Hannibal,8," Dino De Laurentiis Company,  Metro-Goldwyn-Mayer (MGM),  Scott Free Productions"
Hannibal Rising,15," Quinta Communications,  Zephyr Films,  ETIC Films"
Hansel & Gretel: Witch Hunters,30," Metro-Goldwyn-Mayer (MGM),  Gary Sanchez Productions,  Studio Babelsberg"
Happy Feet,10," Kingdom Feature Productions,  Animal Logic, Village Roadshow Pictures"
Happy Feet Two,14,"Village Roadshow Pictures,  Kennedy Miller Mitchell,  Dr D Studios,  Warner Bros."
Hardball,8," GHS Productions KG, Paramount Pictures"
Hardcore Henry,14, Versus Pictures
Harold & Kumar Escape from Guantanamo Bay,41,New Line Cinema
Harold & Kumar Go to White Castle,33,New Line Cinema
Harry Brown,11," Marv Films,  UK Film Council, HanWay Films"
Harry Potter and the Chamber of Secrets,39," Heyday Films,  MIRACLE Productions GmbH & Co. KG, 1492 Pictures"
Harry Potter and the Deathly Hallows: Part 1,44,Warner Bros.
Harry Potter and the Deathly Hallows: Part 2,44, Moving Picture Company (MPC)
Harry Potter and the Goblet of Fire,35," Warner Bros.,  Heyday Films, Patalex IV Productions Limited"
Harry Potter and the Order of the Phoenix,41," Warner Bros.,  Harry Potter Publishing Rights, Cool Music,  Heyday Films"
Harry Potter and the Philosopher's Stone,40, Heyday Films
Harry Potter and the Prisoner of Azkaban,40," Warner Bros.,  Heyday Films,  P of A Productions Limited"
Hart's War,10,"David Foster Productions,  David Ladd Films,  Metro-Goldwyn-Mayer (MGM)"
Haywire,7," Relativity Media, Irish Film Board"
He's Just Not That Into You,27,New Line Cinema
Head Over Heels,15,Universal Studios
Hearts in Atlantis,18,Castle Rock Entertainment
Heaven is for Real,18," Screen Gems, TriStar Pictures"
Hellboy,7,"Revolution Studios,  Starlite Films"
Hellboy II: The Golden Army,27, Dark Horse Entertainment
Her,3,Annapurna Pictures
Herbie Fully Loaded,19,Walt Disney Pictures
Hercules,8," Metro-Goldwyn-Mayer (MGM),  Radical Studios, Paramount Pictures"
Hereafter,9,"Amblin Entertainment,  Warner Bros.,  Kennedy/Marshall Company"
Hidalgo,7," Touchstone Pictures,  Dune Films"
Hide and Seek,13," MBC Beteiligungs Filmproduktion, Twentieth Century Fox Film Corporation"
High Crimes,11," Monarch Pictures,  Epsilon Motion Pictures,  New Regency Pictures"
High Fidelity,13,Buena Vista
Highlander: Endgame,19, Dimension Films
Hitch,5, Overbrook Entertainment
Hitman,6," EuropaCorp,  Daybreak Productions,  Anka Film, Twentieth Century Fox Film Corporation"
Hitman: Agent 47,16," Fox International Productions,  TSG Entertainment"
Hollow Man,10,"Columbia Pictures Corporation,  Global Entertainment Productions GmbH & Company Medien KG"
Home,4, DreamWorks Animation
Home on the Range,17," Walt Disney Feature Animation, Walt Disney Pictures"
Homefront,9,Millennium Films
Honey,5," NuAmerica Entertainment,  Marc Platt Productions"
Hoodwinked Too! Hood VS. Evil,29,HW Two
Hop,3," Illumination Entertainment, Universal Pictures"
Hope Springs,12," Management 360,  Mandate Pictures,  Escape Artists,  Metro-Goldwyn-Mayer (MGM), Columbia Pictures"
Horrible Bosses 2,17," RatPac Entertainment, New Line Cinema"
Horton Hears a Who!,19," Twentieth Century Fox Animation,  Blue Sky Studios"
Hostage,7," Cheyenne Enterprises, Miramax Films,  Stratus Film Co.,  Yari Film Group"
Hostel: Part II,15," Next Entertainment, Lions Gate Films"
Hot Pursuit,11,"New Line Cinema,  Pacific Standard"
Hot Tub Time Machine,20,"United Artists,  Metro-Goldwyn-Mayer (MGM),  New Crime Productions"
Hotel Rwanda,12," United Artists, Lions Gate Films,  Miracle Pictures"
House of 1000 Corpses,21, Spectacle Entertainment Group
House of Wax,12, Dark Castle Entertainment
House of the Dead,17, Mindfire Entertainment
How Do You Know,15,Columbia Pictures
How High,8," Jersey Films,  Native Pictures Productions, Universal Pictures"
How the Grinch Stole Christmas,30, Universal Pictures
How to Lose Friends & Alienate People,37," Lipsync Productions, UK Film Council,  Film4"
How to Train Your Dragon 2,26,"DreamWorks Animation,  Mad Hatter Entertainment"
Hugo,4,Paramount Pictures
Hulk,4," Good Machine,  Valhalla Motion Pictures"
Hustle & Flow,13,MTV Films
I Am Legend,11," Heyday Films,  Original Film, Village Roadshow Pictures,  Weed Road Pictures,  Warner Bros."
I Am Number Four,16," Touchstone Pictures, DreamWorks SKG,  Bay Films"
I Could Never Be Your Woman,27," I Could Never Ltd.,  Bauer Martinez Studios"
I Don't Know How She Does It,28,The Weinstein Company
I Know Who Killed Me,20," 360 Pictures, TriStar Pictures"
"I Love You, Man",15, The Montecito Picture Company
I Now Pronounce You Chuck & Larry,33," Happy Madison Productions, Universal Pictures"
I Spy,5,Colombia Pictures
I'm Not There.,14," Killer Films,  Dreamachine,  Rising Star"
"I, Frankenstein",15,"Lakeshore Entertainment,  Lionsgate,  Hopscotch Films"
"I, Robot",8," Mediastream Vierte Film GmbH & Co. Vermarktungs KG,  Overbrook Entertainment"
Ice Age,7,"Twentieth Century Fox Film Corporation,  Blue Sky Studios"
Ice Age: The Meltdown,21,Blue Sky Studios
Identity,8," Columbia Pictures Corporation, Konrad Pictures"
Igby Goes Down,14,United Artists
Igor,4, Exodus Productions
Immortals,9, Mark Canton Productions
In Bruges,9," Film4, Blueprint Pictures,  Scion Films"
In Time,7,"Regency Enterprises,  Strike Entertainment,  New Regency Pictures"
In the Heart of the Sea,23,"Imagine Entertainment,  Warner Bros."
In the Land of Women,20," Land Films Inc., Castle Rock Entertainment"
In the Valley of Elah,21," Blackfriars Bridge Films,  NALA Films, Summit Entertainment,  Samuels Media"
Inception,9," Syncopy,  Warner Bros., Legendary Pictures"
Indiana Jones and the Kingdom of the Crystal Skull,50,Lucasfilm
IndigÃ¨nes,10,Tessalit Productions
Inglourious Basterds,20," A Band Apart, Universal Pictures"
Inkheart,8,New Line Cinema
Inside Man,10," Universal Pictures, Imagine Entertainment"
Inside Out,10," Walt Disney Studios Motion Pictures,  Pixar Animation Studios"
Insidious: Chapter 3,20,Sony Pictures
Insomnia,8," Alcon Entertainment,  Witt/Thomas Productions, Section Eight"
Insurgent,9," Mandeville Films,  Red Wagon Entertainment,  NeoReel"
Interstellar,12, Legendary Pictures
Into the Blue,13,"Columbia Pictures Corporation,  Mandalay Pictures"
Into the Wild,13," Into the Wild,  Art Linson Productions"
Into the Woods,14, Lucamar Productions
Intolerable Cruelty,19,"Imagine Entertainment,  Mike Zoss Productions,  Universal Pictures,  Alphaville Productions"
Invictus,8," Malpaso Productions,  Warner Bros.,  Mace Neufeld Productions, Spyglass Entertainment"
Iron Man,8,Marvel Studios
Iron Man 2,10,Marvel Studios
It's Complicated,16, Waverly Films
Itâ€™s a Boy Girl Thing,23,"Prospero Pictures,  Rocket Pictures,  Icon Entertainment International"
J. Edgar,8, Wintergreen Productions
Jack Reacher,12," Skydance Productions,  TC Productions"
Jack Ryan: Shadow Recruit,25," Etalon film, Paramount Pictures,  Skydance Productions"
Jack and Jill,13,"Columbia Pictures,  Happy Madison Productions,  Broken Road Productions"
Jack the Giant Slayer,21,"New Line Cinema,  Legendary Pictures,  Big Kid Pictures"
Jackass Number Two,18,Paramount Pictures
Jackass Presents: Bad Grandpa,29," MTV Films, Paramount Pictures,  Dickhouse Productions"
Jackass: The Movie,18,Paramount Pictures
Jarhead,7," Red Wagon Entertainment,  Motion Picture KAPPA Produktionsgesellschaft, Universal Pictures"
Jason X,7," Sean S. Cunningham Films,  Crystal Lake Entertainment, New Line Cinema"
Jay and Silent Bob Strike Back,30," View Askew Productions,  Miramax"
Jeepers Creepers,16," Cinerenta Medienbeteiligungs KG,  Cinerenta-Cinebeta"
Jeepers Creepers 2,18,"United Artists,  American Zoetrope,  Jeepers Creepers II"
Jem and the Holograms,21," Hasbro Studios, Universal Pictures,  Allspark Pictures"
Jennifer's Body,15,Dune Entertainment
Jimmy Neutron: Boy Genius,25," Paramount Animation, Nickelodeon Movies"
Jobs,4," Five Star Institute, Open Road Films"
Joe Dirt,8, Happy Madison Productions
John Carter,11,Walt Disney Pictures
John Q,6," Evolution Entertainment, New Line Cinema"
John Tucker Must Die,20,"Twentieth Century Fox Film Corporation,  John US Productions"
John Wick,9,"Thunder Road Pictures,  DefyNite Films,  87Eleven"
Johnny English,14, StudioCanal
Johnny English Reborn,21,Universal Pictures
Johnson Family Vacation,23,"Fox Searchlight Pictures,  Hallway Pictures"
Journey 2: The Mysterious Island,32," Contrafilm,  Walden Media, New Line Cinema"
Journey to the Center of the Earth,34,"New Line Cinema,  Walden Media"
Joy Ride,8, Bad Robot
Julie & Julia,13,"Columbia Pictures,  Easy There Tiger Productions,  Scott Rudin Productions"
Jumper,6," Hypnotic,  New Regency Pictures"
Jumping the Broom,17," Our Stories Films,  TDJ Enterprises / New Dimensions Entertainment, TriStar Pictures,  Stage 6 Films"
Juno,4, Mandate Pictures
Jupiter Ascending,17," Warner Bros.,  Anarchos Productions"
Jurassic Park III,17," Amblin Entertainment, Universal Studios"
Jurassic World,14," Legendary Pictures,  Dentsu,  Fuji Television Network, Universal Studios"
Just Like Heaven,16," MacDonald/Parkes Productions, DreamWorks SKG"
Just Married,12," Robert Simonds Productions, Twentieth Century Fox Film Corporation,  Mediastream Dritte Film GmbH & Co. Beteiligungs KG"
Just My Luck,12," New Regency Pictures,  Cheyenne Enterprises"
Justin Bieber: Never Say Never,30,"Insurge Pictures,  Magical Elves Productions,  Scooter Braun Films"
K-19: The Widowmaker,20," Palomar Pictures (II),  New Regency Pictures,  National Geographic Society, Paramount Pictures"
K-PAX,5,Intermedia Films
Katy Perry: Part of Me,22,"Paramount Pictures,  MTV Films"
Keeping the Faith,17, Touchstone Pictures
Khumba,6,Triggerfish Animation
Kick-Ass,8,Lions Gate
Kill Bill: Vol. 1,17, A Band Apart
Kill Bill: Vol. 2,17, Super Cool ManChu
Kill the Messenger,18,"The Combine,  Bluegrass Films"
Killer Elite,12," Ambience Entertainment,  Omnilab Media"
Killer Joe,10,"Voltage pictures,  Worldview Entertainment,  Picture Perfect (I),  ANA Media"
Killers,7, Aversano Films
Killing Them Softly,19," 1984 Private Defense Contractors,  Inferno Entertainment,  Chockstone Pictures, Plan B Entertainment"
King Arthur,11,"Jerry Bruckheimer Films,  World 2000 Entertainment,  Green Hills Productions"
King Kong,9," Universal Pictures,  Big Primate Pictures,  MFPV Film"
Kingdom of Heaven,17," Dune Films,  Kanzaman,  Scott Free Productions"
Kingsman: The Secret Service,28," Cloudy Productions,  TSG Entertainment"
Kiss of the Dragon,18,"Twentieth Century Fox Film Corporation,  Canal+,  Current Entertainment"
Knight and Day,14," Twentieth Century Fox Film Corporation,  Pink Machine,  Regency Enterprises, Tree Line Films"
Knockaround Guys,16,Lawrence Bender Productions
Knocked Up,10,"Universal Pictures,  Apatow Productions"
Knowing,7," Escape Artists, Summit Entertainment,  Mystery Clock Cinema,  Goldcrest Pictures"
Krampus,7,Universal Pictures
Kung Fu Panda,13,DreamWorks Animation
La migliore offerta,19," Warner Bros.,  Business Location Sudtirol Alto Adige, Paco Cinematografica,  Friuli Venezia Giulia Film Commission"
Ladder 49,9," Beacon Communications,  Touchstone Pictures,  Fantail Films Inc., Casey Silver Productions"
Lady in the Water,17,Legendary Pictures
Lakeview Terrace,16,"Screen Gems,  Overbrook Entertainment"
Land of the Dead,16,"Universal Pictures,  Exception Wild Bunch"
Land of the Lost,16," Sid & Marty Krofft Pictures, Universal Pictures"
Lara Croft Tomb Raider: The Cradle of Life,42," Toho-Towa, Paramount Pictures"
Lara Croft: Tomb Raider,23," Mutual Film Company,  Toho-Towa"
Larry Crowne,12," Playtone Productions, Universal Pictures"
Last Holiday,12,Paramount Pictures
Last Vegas,10," CBS Films,  Gidden Media,  Good Universe,  Outlaw Sinema"
Law Abiding Citizen,19," Evil Twins,  Warp Films"
Lawless,7,"The Weinstein Company,  Yucaipa Films,  Pie Films Inc.,  Annapurna Pictures"
Leap Year,9," Spyglass Entertainment,  Birnbaum/Barber,  Octagon Films, Universal Pictures"
Legally Blonde,14,Marc Platt Productions
"Legally Blonde 2: Red, White & Blonde",37," Marc Platt Productions, Type A Films"
Legend,6, Cross Creek Pictures
Legend of the Guardians: The Owls of Ga'Hoole,45," Animal Logic,  Warner Bros."
Legends of Oz: Dorothy's Return,31,Prana Animation Studios
Legion,6,Bold Films
Lemony Snicket's A Series of Unfortunate Events,47, DreamWorks Pictures
Les MisÃ©rables,15, Relativity Media
Let Me In,9," Overture Films,  Exclusive Media Group"
Letters from Iwo Jima,21, Malpaso Productions
License to Wed,14," Underground,  Warner Bros. Pictures,  Robert Simonds Productions,  Phoenix Pictures"
Life as We Know It,18," Village Roadshow Pictures Asia,  Gold Circle Films"
Life of Pi,10," Fox 2000 Pictures,  Ingenious Media,  Dune Entertainment"
Lilo & Stitch,13, Walt Disney Feature Animation
Limitless,9," Relativity Media,  Virgin Produced"
Lions for Lambs,15," Metro-Goldwyn-Mayer (MGM),  United Artists,  Andell Entertainment,  Wildwood Enterprises"
Little Black Book,17,"Revolution Studios,  Blue Star Pictures"
Little Boy,10,Metanoia Films
Little Fockers,14," Universal Pictures,  Dreamworks Pictures, Paramount Pictures,  Relativity Media"
Little Man,10," Wayans Bros. Entertainment, Revolution Studios"
Little Miss Sunshine,20,"Fox Searchlight Pictures,  Bona Fide Productions"
Live Free or Die Hard,21, Cheyenne Enterprises
Lo imposible,12,"Summit Entertainment,  Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),  Apaches Entertainment,  Telecinco Cinema"
Lockout,7," EuropaCorp, Canal+,  CinÃ©+"
London Boulevard,16,"GK Films,  Henceforth"
Lone Survivor,13,"Universal Pictures,  Herrick Entertainment,  Weed Road Pictures"
Looney Tunes: Back in Action,28," Warner Bros. Animation,  Goldmann Pictures"
Looper,6," FilmDistrict, Endgame Entertainment,  DMG Entertainment"
Lord of War,11," Rising Star,  Endgame Entertainment, Saturn Films,  Entertainment Manufacturing Company,  Ascendant Pictures"
Love & Basketball,17,40 Acres & A Mule Filmworks
Love & Other Drugs,18,"Bedford Falls Productions,  Fox 2000 Pictures,  Dune Entertainment,  Regency Enterprises"
Love Actually,13,DNA Films
Love Happens,12,"Universal Pictures,  Relativity Media,  Scion Films"
Love in the Time of Cholera,27,"New Line Cinema,  Grosvenor Park Media Ltd."
Love the Coopers,16,"Imagine Entertainment,  CBS Films,  Groundswell Productions"
Lucky Number Slevin,19," FilmEngine, The Weinstein Company,  Ascendant Pictures,  Capitol Films"
Lucy,4," CinÃ©+, Universal Pictures,  EuropaCorp,  Canal+"
MacGruber,9,Relativity Media
Machete,7,"Dune Entertainment,  Overnight Films"
Machete Kills,13,"Open Road Films,  AR Films"
Machine Gun Preacher,20," Virgin Produced, Mpower Pictures,  Relativity Media"
Mad Max: Fury Road,18, Kennedy Miller Productions
Madagascar,10, DreamWorks Animation
Madagascar: Escape 2 Africa,27,DreamWorks Animation
Made of Honor,13, Original Film
Magic Mike,10," Extension 765, Nick Wechsler Productions"
Maid in Manhattan,17," Hughes Entertainment, Columbia Pictures"
Maleficent,10," Roth Films, Walt Disney Pictures"
Mamma Mia!,10," Relativity Media,  Playtone,  Littlestar, Universal Pictures"
Man of Steel,12," Cruel and Unusual Films,  Syncopy,  Warner Bros., Legendary Pictures"
Man of Tai Chi,14,"Universal Pictures,  Village Roadshow Pictures,  Dalian Wanda Group"
Man of the Year,15, Morgan Creek Productions
Man on Fire,11," Epsilon Motion Pictures,  New Regency Pictures,  Fox 2000 Pictures"
Man on a Ledge,14,Summit Entertainment
Mandela: Long Walk to Freedom,29," Videovision Entertainment,  Origin Pictures,  Pathe, Distant Horizons"
Mao's Last Dancer,17,Great Scott Productions Pty. Ltd.
Marie Antoinette,16," Columbia Pictures Corporation,  Commission du Film France,  Pricel, American Zoetrope"
Marley & Me,11, Dune Entertainment III
Marmaduke,9,Twentieth Century Fox Film Corporation
Mars Needs Moms,15,Walt Disney Animation Studios
Master and Commander: The Far Side of the World,47," Samuel Goldwyn Films,  Miramax"
Max,3,Sunswept Entertainment
Max Keeble's Big Move,21, Karz Entertainment
Max Payne,9,"Dune Entertainment,  Firm Films,  Collision Entertainment"
Maze Runner: The Scorch Trials,30," TSG Entertainment,  Temple Hill Entertainment"
Me and Orson Welles,19," Freestyle Releasing,  CinemaNX, Isle of Man Film"
"Me, Myself & Irene",18,Twentieth Century Fox Film Corporation
Mean Girls,10,Paramount Pictures
Meet Dave,9," Regency Enterprises,  Guy Walks into a Bar Productions,  Deep River Productions"
Meet the Fockers,16,"DreamWorks SKG,  Universal Pictures"
Meet the Parents,16," Universal Pictures, DreamWorks SKG"
Meet the Robinsons,18,"Walt Disney Pictures,  Walt Disney Animation Studios"
Meet the Spartans,17, New Regency Pictures
Megamind,8,DreamWorks Animation
Memento,7, Team Todd
Memoirs of a Geisha,19,DreamWorks SKG
Men in Black 3,14," Parkes/MacDonald Productions,  Media Magik Entertainment,  Imagenation Abu Dhabi FZ, Amblin Entertainment"
Men in Black II,15,"Columbia Pictures,  Columbia Pictures Corporation,  Amblin Entertainment,  Parkes+MacDonald Image Nation"
Metallica: Through the Never,28," Picturehouse Entertainment, Exclusive Media Group"
Miami Vice,10," Forward Pass,  Metropolis Films,  Foqus Arte Digital, Universal Pictures,  Motion Picture ETA Produktionsgesellschaft"
Michael Clayton,15, Section Eight Productions
Milk,4,Focus Features
Million Dollar Arm,18,Walt Disney Pictures
Million Dollar Baby,19," Warner Bros., Lakeshore Entertainment"
Mindhunters,11,"Avenue Pictures Productions,  Weed Road Pictures"
Minority Report,15," Twentieth Century Fox Film Corporation,  Amblin Entertainment"
Miracle,7,Walt Disney
Mirror Mirror,13,"Relativity Media,  Misher Films,  Goldmann Pictures,  Rat Entertainment"
Mirrors,7,"Regency Enterprises,  New Regency Pictures,  Castel Film Romania,  ASAF,  Luna Pictures"
Miss Congeniality,17," Fortis Films,  Warner Bros.,  NPV Entertainment, Village Roadshow Pictures"
Miss Potter,11,BBC Films
Mission to Mars,15," The Jacobson Company,  Touchstone Pictures,  Red Horizon Productions"
Mission: Impossible - Ghost Protocol,36," TC Productions,  Skydance Productions,  Bad Robot"
Mission: Impossible - Rogue Nation,34," Skydance Productions,  China Movie Channel,  Bad Robot, Paramount Pictures,  TC Productions"
Mission: Impossible II,22," Cruise/Wagner Productions, Paramount Pictures"
Mission: Impossible III,23," Cruise/Wagner Productions,  Studio Babelsberg,  MI 3 Film"
Moms' Night Out,15," FourBoys Entertainment,  Provident Films"
Moneyball,9,"Columbia Pictures,  Scott Rudin Productions"
Monkeybone,10,20th Century Fox
Monster,7,Newmarket Films
Monster House,13,"Columbia Pictures,  Amblin Entertainment,  Sony Pictures Entertainment"
Monster-in-Law,14," Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG, New Line Cinema,  BenderSpink"
Monsters University,19,Walt Disney Pictures
Monsters vs Aliens,18,DreamWorks Animation
"Monsters, Inc.",14,"Walt Disney Pictures,  Pixar Animation Studios"
