Account Name,Contract Start Date,Membership Category,Website
"Hebei  Like  Textile  Co.,Ltd",42430.0,7,
"Zouping Tongda Textile Co., Ltd.",42430.0,7,
Shri Vallabh Pittie Industries Ltd,42705.0,7,www.pittie.com
Shakthi Knitting Ltd,42370.0,6,
Maharaja Shree Umaid Mills Ltd,42370.0,7,
Kalpataruvu Spinning Mills Ltd,42736.0,7,
TATA Group of Industries,41334.0,7,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Diamond International Co. Ltd.,42309.0,7,
Hebi Chaoge Cotton Yarn Co. Ltd.,41640.0,7,
Berto Industria Tessile SRL,41091.0,6,
Raghukaushal Textile Pvt Ltd,42491.0,Garment Manufacturer,
Ekoten Tekstil,41609.0,6,
Changzhou Yueye Corduroy Co. Ltd.,41214.0,6,
SVA Syntex Pvt Ltd,42736.0,7,
"Zhucheng Chinatex G-Way Textile Co,.Ltd",42767.0,7,www.g-way.cn
"Shanghai Met Imp.&Exp.Co.,Ltd.",42156.0,4,
"Zhengzhou Chenglin Textile Co.,Ltd",42370.0,4,
Sanjana Rotor Spin Ltd,42156.0,7,
K K Fibers,42491.0,12,
Nagina Group of Industries,41122.0,4,
"Jiangsu Guotai International Group Guohua Corp.,Ltd",42064.0,4,
"Shaoxing Dafa Cloth Trade Co., Ltd",41913.0,6,
"Shandong Dahai Synthetic Fiber Co., Ltd",41699.0,4,
"Textil Santanderina, S.A.",41974.0,4,
Beirholms VÃ¦verier A/S. (Creadore),41030.0,9,
Kamal Ltd.,42036.0,9,
CMT Spinning Mills Ltd.,41730.0,7,
Texhong Textile Group Ltd.,41609.0,7,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Abishek Industries Ltd./ Trident,40544.0,4,
Norfil S/A Industria Textil,41944.0,7,
DD Cotton Pvt Ltd,42644.0,12,www.ddcotton.com
Adim Tekstil San. ve Tic. A.S.,42095.0,7,
Dongguang Yiming Textile Co.Ltd,42036.0,4,
"Huafang Co.,Ltd",41579.0,6,
Producer Organisation,,,
Suppliers and Manufacturers,,,
"Taicang Longxin Textile Co.,Ltd",42339.0,7,
Matam Fibre Mills Ltd,42552.0,7,
Innovative Textiles Ltd,42552.0,4,
"Ilshin Spinning Co., Ltd - Korea",42705.0,7,www.ilshin.kr
Jiangsu Yueda Cotton Spinning Co. Ltd,41395.0,4,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
"Zhejiang Zhuoyi Textile Co.,Ltd",41974.0,7,
Amber Group,41671.0,4,
Nisshinbo Textile Group,42614.0,7,
"Suzhou Flying Fashions Co., Ltd",42736.0,,
Comfort Group,41760.0,4,
Nien Hsing Textile Co. Ltd.,41609.0,6,
Cotlink International,42705.0,12,www.cotlinkcom.pk
Rubenis Klima San. Tic. A.S.,42095.0,7,
Shandong Huitong Textile Co. Ltd.,41244.0,4,
Basil Commodities Pvt. Ltd. (Basil Group),41122.0,12,
Wearit Global Ltd,42309.0,7,
"Fujian Province Putian Tianlong Textile Co., Ltd.",42705.0,,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Vallabh Textiles Company Ltd,42736.0,4,www.vtcl.co.in
"Yangzhou Yitai Textile CO.,LTD.",42795.0,7,
Naveena Exports Ltd.,40513.0,4,
Best Corporation Pvt. Ltd.,41030.0,5,
Sambandam Spinning Mills Ltd.,41000.0,7,
CRC Textile Mills Ltd,42309.0,7,
Pride Manufacturing de R.L.,42705.0,4,www.grupokarimsyarn.com
Mohan Spintex India Ltd,42705.0,4,www.mohanspintex.com
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Plummy Fashions Limited,42278.0,6,
Isil Tekstil San. ve Tic. Ltd. Sti.,42036.0,4,
Bombay Rayon Fashions,41000.0,7,
Shanghai Textile Raw Materials Corporation,42278.0,12,
Nithin Textiles Pvt. Ltd.,42125.0,7,
Mekotex Pvt. Ltd.,41699.0,7,
Ravali Spinners Pvt Ltd,42064.0,7,
Qilu Hongye Textile Group Co. Ltd.,41579.0,4,
Retailers and Brands,,,
Lindex AB,40179.0,3,www.lindex.com
Suppliers and Manufacturers,,,
Brastex S/A,42736.0,4,www.gso.br/brastex/index.htm
Retailers and Brands,,,
Suppliers and Manufacturers,,,
IFC,41456.0,Financial Institutions,www.ifc.org
Candiani S.p.A.,40664.0,4,
Kongkiat Textile,42370.0,7,
J.K. Spinning Mills Ltd,42309.0,7,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Tamijuddin Textile Mills Ltd,42491.0,7,
Umar Spinning Mills Pvt Ltd,42036.0,7,
Shao Guan Shun Chang Weaving Factory Ltd,42491.0,6,
Retailers and Brands,,,
"American Eagle Outfitters, Inc.",42125.0,3,www.ae.com
Suppliers and Manufacturers,,,
"Jiangsu Jin Wang Textile Co., Ltd.",42795.0,,
Orimpex Tekstil,42036.0,9,
Aggressive Textrade Pvt Ltd,42705.0,12,www.atplcotton.com
Crescent Textile Mills Ltd,42064.0,7,
Maral Overseas,41518.0,4,
Markwell Spinning Pvt Ltd,42705.0,7,www.markwellspinning.com
Civil Society,,,
Suppliers and Manufacturers,,,
Lagnam Spintex Private Limited,41974.0,7,
Cone Denim,42156.0,4,
Jiangsu Sifang Textile Co. Ltd.,41579.0,4,
Bari Textile Mills Pvt Ltd.,42736.0,9,
Olimpias Group srl,42614.0,6,www.olimpias.com
"Jingzhou Aoda Textile Co., Ltd",42767.0,,
Sitex-Swift,42036.0,4,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
"Jiangyin Kangni Textiles Co.,Ltd.",42491.0,7,
Producer Organisation,,,
Suppliers and Manufacturers,,,
"Black Peony Textile Co.,Ltd",41426.0,4,
Shandong Daiyin Textile Group Share Co. Ltd.,41609.0,4,
Mem Tekstil Sanayi ve Ticaret A.S,42156.0,4,
Gill & Co Pvt. Ltd.,42430.0,12,
Cargill,41214.0,12,
SEL Manufacturing Co. Ltd.,41030.0,7,
Civil Society,,,
Dilasa Janvikas Foundation,41821.0,1,www.dilasango.org
Suppliers and Manufacturers,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Nan Yang Haiyong Textile Enterprises Limited,42614.0,7,
Paddockâ€™s Jeans Ltd,42705.0,9,
Alpine Knits India Pvt. Ltd.,41671.0,7,
Civil Society,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Addchance Ltd.,41030.0,4,
Pioneer Knitwears (BD) Ltd,42461.0,6,
M/S Seeds & Grains India Pvt. Ltd.,41913.0,12,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Gimatex Industries Pvt. Ltd.,42036.0,7,
Zahidjee Textile Mills Limited,42736.0,4,www.zahidjee.com.pk
"Zaozhuang Hiyoung Dynasty Textile Co.,Ltd.",42736.0,4,
Mittapalli Spinners Ltd,42705.0,7,www.mittapallispinners.com
PT. Spinmill Indah Industry,42736.0,7,
Beyteks Tekstil San. ve Tic. A.S.,41579.0,4,
"Yuen HingTextileï¼ˆShenzhenï¼‰Co.,Ltd",42705.0,,www.yhccl.com
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Associate Members,,,
Suppliers and Manufacturers,,,
Civil Society,,,
Suppliers and Manufacturers,,,
CHTC Dayao Textile Co. Ltd.,41760.0,10,
"HuBei SenYu Textile Technological Co.,Ltd",42186.0,7,
Raj Overseas,42217.0,9,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Associate Members,,,
Suppliers and Manufacturers,,,
Foshan Deyingjia Textile Company CT,41487.0,6,
"Omnicotton, Inc.",41640.0,12,
Suam Overseas Pvt Ltd,42491.0,7,
"Ningbo Huadong Xufeng Textile Co.,Ltd",42064.0,7,
Garg Acrylics Ltd.,41000.0,7,
Jaba Textile Mills Ltd,42461.0,7,
Tulip Towel Industries (Pvt) Ltd.,42705.0,9,www.tuliptowel.com.pk
Grupo Mundifios,,12,
Ar-Al Tekstil San. ve Tic. A.S.,42430.0,4,
Marteks Maras Tekstil Sanayi A.S.,42767.0,7,www.marteksmaras.com
Pacific Best Ltd,42675.0,8,
Turpan Esquel Textile Company Limited,42552.0,7,
Civil Society,,,
Suppliers and Manufacturers,,,
"Jiangyin Tianyi Woolen Co.,Ltd",42736.0,7,
Iris Fabrics Ltd,42491.0,6,
Azgard Nine Ltd,42095.0,4,
Associate Members,,,
Suppliers and Manufacturers,,,
Dezhou Huayuan Eco-Technology Co.,41334.0,7,
"ZheJiang XinMian Textile Co.,Ltd",41944.0,7,
"Suqian City Ke Xin Textile Co., Ltd.",42614.0,7,
M M Yarns Pvt Ltd,42491.0,7,
Civil Society,,,
Suppliers and Manufacturers,,,
Civil Society,,,
Suppliers and Manufacturers,,,
Culimeta - Saveguard Ltd.,42614.0,7,www.culimeta-saveguard.com
Civil Society,,,
Suppliers and Manufacturers,,,
Bussa Tekstil ve Enerji Ltd.Sti,42644.0,12,www.bussatekstil.com
Loknayak Jayprakash Narayan Shetkari Sahakari Soot Girni Ltd.,41000.0,7,
Sitaram Spinners Private Limited,41821.0,7,
Dakota Industrial Co. Ltd.,41244.0,9,
L. S. Mills Ltd.,42461.0,7,
Ming Tai Textiles Ltd,42339.0,4,
SANAM (Sociedade Algodoeira de Namialo),41579.0,11,
Singhal Spintex Pvt. Ltd.,42036.0,7,
Yancheng Risheng Textile Logistics Co.Ltd,42614.0,7,
"Yixing Lucky Textiles Group Co., Ltd",42491.0,6,
"Zouping County Sanli Textile Co., Ltd.",42491.0,7,
Ilsan Tekstil San. Ve Tic A.S.,41640.0,4,
"Jing Chain Textile Shu Yang Co.,Ltd",42064.0,7,
"XianYang China Resources Textiles Co.,Ltd",42248.0,4,
Producer Organisation,,,
