Index,group,name,quantity,unit_cogs
23140,ALCOHOL,WINO ISTRA 1 L PECH,1,10.01
10308,DRINK_JUICE,WODA ZYWIEC 0_5L GAZ,55,0.905636363636364
8507,DAIRY_CHESSE,TWAROG JEZIERZYCKA KROWKA 250 G,3,4.09
18446,SPICES,PRYMAT PIETRUSZKA NATKA,1,0.99
15912,ICE_CREAMS_FROZEN,LODY TORTUFFO CZEKOLADA,2,2.35
1348,BREAD,C CHLEB KROJONY 250G,55,1.2
8830,DRINK_JUICE,WODA CISOWIANKA 0_5L GAZ,4,0.73
20999,SWEETS,MIKO?AJ 100G RAKPOL,12,3.39
11105,POULTRY,P PASTA LOSOS ZE SZCZYPIORKIEM,1,1.94
9732,DRINK_JUICE,HELANA N/G 1_75 JAB+RABARBER,5,2.44
12370,GENERAL_FOOD,AMINO BLYSK. ROSOL Z KURY PIKANTNY,1,1.31
15641,ICE_CREAMS_FROZEN,LODY SMYKUS BARWIJEZOR,11,0.36
14679,ICE_CREAMS_FROZEN,LODY JAK DAWNIEJ 180 ML,1,2.51
13172,GENERAL_FOOD,WIN PAPIRUS Z CZOSNKIEM,2,2.9
5683,CIGARETTES,SZ TYMBARK ASP.2 L JAB+RABA,1,3.43
21787,VEGETABLES,ZAPIEKANKA Z PIECZARKA 220 G,4,3.55
14296,GROATS_RICE_PASTA,MAK ZLOTY LAN SWIDEREK 400G,5,1.31
12410,GENERAL_FOOD,KIE?BASA KOWOLKI  KG,0.2,21.9
9205,DRINK_JUICE,NAP COCA COLA 1_5 L,22,2.955
7193,DAIRY_CHESSE,DE SEREK Z BRZOSKWINIA 150 G,2,1.29
9647,DRINK_JUICE,NAP TYMBARK 1 L JAB/BRZOSKW,3,1.87
15121,ICE_CREAMS_FROZEN,LODY MAGNUN  ALMOND,3,3.65
19131,SWEETS,CIASTKA JEZYKI -DARK WISNIA,3,2.72
6979,DAIRY_CHESSE,BATON FITELLA 25 G,5,1.07
3747,CHEMISTRY,SZAMPON Z CZARNA RZEPA 240 ML EVA NATURE,1,2.69
4393,CHIPS_FLAKES,GELLWE FITELLA MUSLI BANANOWE,2,0.83
13546,GENERAL_FOOD,C PYZY CIAZYNSKI,33,3.57
7837,DAIRY_CHESSE,JOGURT MLEKOVITA TY_GRECKI 400 G,11,1.85
16142,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,KNORR G_K BARSZCZ CZERWONY,1,0.93
302,ALCOHOL,HEINEKEN 0_65 L,3,2.97
20158,SWEETS,LIZAK NIM 2,4,0.46
11524,GENERAL,WIN MAJONEZ 300 G,6,3.09
2725,CHEMISTRY,PLYN AJAX ZIELONY 1L,2,3.84
12001,GENERAL,CHRZAN KRAKUS 190 G,8,1.81
6335,COOKIES_BULK,CUKIERKI TOFFIX MIX IGLO,1.63,11.006134969325199
13530,GENERAL_FOOD,WIN ZUPA ZUREK 49 G,2,1.18
3744,CHEMISTRY,SWIECZKA BIA?A 1 SZT,2,0.56
18761,SPICES,PRYMAT ZIELE ANGIELSKIE,14,0.7
14971,ICE_CREAMS_FROZEN,LODY PINGWIN W CZEKOL.,8,0.75
11205,GENERAL,PLATKI RYZOWE 500 G BLYSKAWICZNE,1,4.75
18674,SPICES,KNOR DELIKAT DO MIES 75G,4,1.87
3546,CHEMISTRY,SZAM DO DZIECI BAMBI 150ML,1,1.85
6877,DAIRY_CHESSE,?ACIATY SEREK Z CZOSNKIEM 135 G,4,1.71
10349,DRINK_JUICE,KUBUS WATERRR ICE WISNIA LIMON 0_5L,23,1.3904347826087
929,ALCOHOL,PIWO OKOCIM RADLER 0_5 L B/ZWR WISNIA 0%,2,1.81
10044,DRINK_JUICE,NAP TYMBARK 1 L  WISNIA JABLK0,4,1.87
6602,DAIRY_CHESSE,DA FANTAZJA WISNIA 122G,3,1.35
9653,DRINK_JUICE,NAP TYMBARK 2L ASEPTIC JAB/WISNIA,11,2.98545454545455
16134,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,FASOLA CZERWONA SLONECZNY OGROD 400G.,9,1.52
21207,TABLETS,TABLETKI IBUM 7 SZT,3,4.09
18983,SWEETS,FERRERO ROCHER 100 G,1,8.57
943,ALCOHOL,PIWO TYSKIE KLASYCZNE 0_5 BUT.ZW,14,1.73
12582,GENERAL_FOOD,CUKIER PUDER 0_4KG JARACZEWO,7,1.42
11115,POULTRY,SA?ATKA SLEDZIOWA 150 G,2,1.81
6000,COFFEE TEA,KAWA WOSEBA GOLD 100G,11,2.11
18385,SPICES,PRZYPRAWA DO OGORKOW KONSERWOWYCH,3,0.99
21422,VEGETABLES,KT OGOREK ZIELONY,11.69,6.28999144568007
21697,VEGETABLES,KAPUSTA  MLODA KWASZONA LUZ,7.73,2.8318240620957296
16645,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,APPETITA GORCZYCA BIALA 30G,12,0.88
22405,ALCOHOL,NAP SPIR SOPLICA 0_1 MIRABELKA,5,3.84
16920,POULTRY,KIE?BASA PIWOSZKI  KG,0.93,22.0752688172043
3538,CHEMISTRY,SOFIMA MYD?O Z DOZOWNIKIEM 500 ML,1,1.85
13139,GENERAL_FOOD,SMAK MAK BULKA HOT-DOG 120 G,1,1.89
16039,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,PUDL KETCHUP PIKANTNY 480G,6,2.96
2865,CHEMISTRY,MYD?O LUKSJA W KOSTCE CREMY 90G,3,0.99
21149,TABLETS,OPASKA ELASTYCZNA 5M* 12 CM,1,4.34
22113,VEGETABLES,SUROWKA KUBEK 300G,1,2.3
1679,POULTRY,DANIE KACHNY ORIENTALNE 500GR,1,4.27
14578,GROATS_RICE_PASTA,MAKARON CZANIECKI RYZOWY 250 G,4,2.32
13133,GENERAL_FOOD,SKORUPKA BURACZKI MIAZGA 385G,11,1.6
14984,ICE_CREAMS_FROZEN,LODY ROLLER,8,1.05
8340,DAIRY_CHESSE,BAKOMA 7 ZBOZ SLIWKA 150GR,8,1.39
3430,CHEMISTRY,EWA SZAMOPN BRZOZA 400 ML,1,5.27
4845,CIGARETTES,GILZY PS 250 SZT,4,2.98
10734,DRINK_JUICE,WODA CISOWIANKA 0_5 N/G,9,0.69
6861,DAIRY_CHESSE,JOGURT PANA COTTA 150 G,33,1.03727272727273
8621,DAIRY_CHESSE,PLATKI CORN FLAKES 250 G CHOCO,1,4.05
2963,CHEMISTRY,ZESZYT 16 K KRATKE,2,0.38
22413,ALCOHOL,NAP SPIR ZOLADKOWA GORZKA Z MIETA 0_2L,8,7.6325
7607,DAIRY_CHESSE,GOS.MLEKO ZAGESZCZ.NIE/S?.Z MAGNEZEM 500,16,3.47
9851,DRINK_JUICE,NAP VERONI 0_7 WITAMIN MAGNEZ,13,1.55
18259,SPICES,WIN MAGI W P?YNIE 960 G,1,6.96
18856,SWEETS,KINDER CHOCOLATE 50G,6,1.57
16374,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,PROSZEK D/PIECZ.CYKORIA 18G,4,0.26
5055,CIGARETTES,ZAPALNICZKA KOLOR,17,0.92
6071,COFFEE TEA,KAWA NESCAFE 2*1 CREAMER,12,0.59
16785,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,WINI SOS  ITALIA 4 SERY 45G,7,2.29
7063,DAIRY_CHESSE,LACIATY 150 G MEKSYKANSKI,5,2.19
2443,CHEMISTRY,BIBULA MIX,2,0.75
6604,DAIRY_CHESSE,DELECTA MIX DO SMIETANY,25,0.774
1546,POULTRY,ANANASY PLASTRY SANDRA 565 G,1,3.75
4278,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHITE DRAZE,1,1.46
20828,SWEETS,PRAZYNKI BOCZEK 60 G,1,1.39
9368,DRINK_JUICE,KUBUS MUS 0_1 TRUSKAWKA,7,1.12
19052,SWEETS,SEKRET NATURY ZESTAW 6 HERBAT OWOCOWYCH,1,7.2
14760,ICE_CREAMS_FROZEN,LODY PINGWINY  MLYNARCZYK B/POL,10,0.65
9305,DRINK_JUICE,WODA KROPLA BESKIDU 1_5L N/GAZ,46,0.78
4484,CHIPS_FLAKES,LAYS STRONG  CHILI 155 G,7,2.76
34,GENERAL_ITEMS,PODPASKI BELLA  NOVA 10 SZT,2,2.05
177,ALCOHOL,PIWO WOJAK 0_5 L BUTELKA JASNE,281,1.1855871886121
7506,DAIRY_CHESSE,SER LA POLLE BRI 125 G,3,2.96
22471,ALCOHOL,NAP SPIR ZYTNIOWKA 0_1 CHLEBOWA,4,2.32
2308,CHEMISTRY,BREF WC KULKI,1,3.29
14476,GROATS_RICE_PASTA,MAKARON PIORA LUBELLA 400G,2,2.69
3321,CHEMISTRY,REKAWICE JEDNORAZOWE,36,0.15
5084,CIGARETTES,PAP LM MINT,4,12.06
21487,VEGETABLES,KT KAPUS. STOZKOWA MLODA,3,4.4
22561,ALCOHOL,NAP SPIR SOPLICA CYTRYNA 0_5 L,3,16.62
19018,SWEETS,LIZAK LOVE,55,0.22
18833,SWEETS,GOPL PRALINY JEY ME 27 G,1,0.84
22268,VEGETABLES,SZPINAK 250G,2,3.71
6622,DAIRY_CHESSE,GOS.MLEKO Z BLONIKIEM 500G,8,3.54
19380,SWEETS,KREM NUTELLA 230 G,3,6.48
11512,GENERAL,SOK Z ZURAWINY 750 ML,1,5.67
14733,ICE_CREAMS_FROZEN,FILETY Z DORSZ B/S,1.12,23.383928571428598
19042,SWEETS,PREZERWATYWY,1,2.8
19856,SWEETS,AMELIA PIANKA 380 G SMIET.CZEK,2,5.07
21878,VEGETABLES,KAPUSTA  MLODA KWASZONA LUZ,41.052,2.67002825684498
9257,DRINK_JUICE,NAP TYMBARK 0_3 L POMAR PET 100%,19,1.43684210526316
13036,GENERAL_FOOD,AMINO BLYSK.ROSÓ? Z KURY Z WLOSZCZYZNA,15,1.14
10909,POULTRY,SZPROT W POMID.170 G ORKA,5,2.21
9540,DRINK_JUICE,HELLENA 1_75 N/G TRUSK+MALINA,14,1.83
17051,POULTRY,PASZTET BOROWIKOWY/GRZYBOWY KG,0.13,7.46153846153846
7928,DAIRY_CHESSE,SMIETANA 12% 400 ML SREM,10,1.9
11776,GENERAL,CEBULKA MARYNOWANA 305 G OLE,1,3.25
21021,SWEETS,PRAZYNKI SPOKO 60 G,11,1.14
6118,COFFEE TEA,KAWA WOSEBA GOLD 250G,5,4.65
22266,VEGETABLES,SUROWKA WIEJSKA KUBEK,3,2.13
18810,SWEETS,CIASTKA KRAKUSKI ZBOZOWE 201 G,2,1.96
18866,SWEETS,MILKA CZEK.ORZECHOWA 100G,11,2.29
1933,CHEMISTRY,PATYCZKI HIGIENICZNE 200 SZT MEA,3,1.36
20436,SWEETS,RAFFAELLO 150G,3,7.57666666666667
6609,DAIRY_CHESSE,DESER MONTE CAPUCCINO 125 G,3,1.79
1575,POULTRY,KONSERWA TURYSTYCZNA 300G SOKOLOW,4,2.43
20473,SWEETS,WEDEL CZEKOL.WISNIOWA 100 G,3,2.43
21253,TABLETS,TABLETKI POLOPIRYNA S/10/,1,3.16
5560,CIGARETTES,MASCOTTTE BIBULKA 50 SZT,4,0.59
15385,ICE_CREAMS_FROZEN,BUKIET KROLEWSKI 450G NORDIS,3,4.09
5771,COFFEE TEA,KAWA INKA 150G KARTON,1,2.64
11397,GENERAL,KROKIWTY Z KAP.I GRZYBAMI 400G,1,4.17
363,ALCOHOL,PIWO WARKA RADLER 0% PUSZKA,11,2.43
10811,POULTRY,P SLEDZ A LA MATIAS LUZ,1.34,12.0820895522388
13415,GENERAL_FOOD,KIELBASA TUCHOWSKA PIECZONA,0.14,16.1428571428571
4230,CHEWING_GUM_LOLIPOPS,GUMA ROLL TATTOO,16,1.31
6121,COFFEE TEA,LIPTON 100 G LISCIASTA,1,3.75
20449,SWEETS,SMAK MAK RACUCHT,1,3.99
2734,CHEMISTRY,PUR 900 ML BALSAAM,1,3.45
6158,COFFEE TEA,KAWA NESCAFE CLASSIC 100 G,2,8.73
21463,VEGETABLES,ZAPIEKANKA Z PIECZARKA 220 G,2,3.52
12573,GENERAL_FOOD,AMINO SOS PIECZENIOWY CIEMNY 38GR,1,1.41
10441,DRINK_JUICE,TARCZYN SOK 100% POMARANCZ,5,1.16
10157,DRINK_JUICE,KUBUS MUS BANAN 0_1 L,8,1.25
12457,GENERAL_FOOD,O KRARERSY TALARKI 155G,10,2.59
22856,ALCOHOL,NAP SPIR SOPLICA CYTR +MIOD 0_2 L,1,7.63
2671,CHEMISTRY,LUDWIK D/NACZYN BALSAM 500ML,2,2.12
3730,CHEMISTRY,REKLAMOWKA Z UCHWYTEM,23,0.36
13109,GENERAL_FOOD,PASZTET DROBIOWY  DROP 160,2,1.45
23108,ALCOHOL,SZAMPAN DORATO BIALY 0_75L,2,7.86
20991,SWEETS,LIZAK SMOCZEK 1 SZT,16,0.47
18291,SPICES,KNORR KURKUMA Z INDI 20 G,2,1.29
17447,OCCASIONAL,PONNY FANTASY,1,4.24
6653,DAIRY_CHESSE,JOGOBELA ZE ZBOZAMI 200 G,7,1.76
329,ALCOHOL,PIWO LECH PILS 0_5L PUSZKA,87,1.99
8580,DAIRY_CHESSE,HOCHL SER TOP GOUDA BLOK 100G,5,1.75
4188,CHEWING_GUM_LOLIPOPS,PUDROWE ZEGARKI,12,0.93
12296,GENERAL_FOOD,PIZZA Z SZYNKA+PIECZARKI 425 G,4,6.2
963,ALCOHOL,PIWO BOJAN TOPOREK 0_5 L,B/ZW,1.0
11455,GENERAL,DR O KISIEL SLOD.CHWILA MANGO+ANANAS32 G,6,1.07
19250,SWEETS,TIC TAC ORANGE 16G,10,1.18
17886,GENERAL_ITEMS,SKARPETKI DZIEWCZ?CE 2 SZT WZÓR,1,1.76
14699,ICE_CREAMS_FROZEN,PIEROGI Z MIESEM NORDIS 450 G,2,4.83
3507,CHEMISTRY,PLASTRY FAMILI,3,3.71
4112,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHIT TOREBKA 25 FRESH,1,2.25
11083,POULTRY,FILET  ZAPIEKANY SEREM ZOLTYM,0.78,14.8589743589744
16831,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,ORZESZKI DJ 150 G NIESOLONE PUSZKA,2,2.65
7680,DAIRY_CHESSE,SER BRIE TUREK NATURALNY 125G,3,3.39
6238,COOKIES_BULK,CIAST.KOWOLKA JEZYKI/KOKOSANKI,0.31,13.677419354838701
16180,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,SZCZAW KONS.URBANEK 385ML,1,1.5
6963,DAIRY_CHESSE,BAKOMA BAKUS DO KIESZONKI  KAKAO,3,1.74
22521,ALCOHOL,NAP SPIR ZOLADKOWA GORZKA- MIETA 0_5L,1,17.45
7174,DAIRY_CHESSE,BAKOMA OLEJ RZEPAKOWY,17,4.44
15183,ICE_CREAMS_FROZEN,LODY TWISTER MAX,17,1.58
5783,COFFEE TEA,LIPTON HERB ZIELONA CITRUS 25 EX,1,3.62
9915,DRINK_JUICE,ZBYSZKO LEMONIADA 1 L CYTR+LIMON,16,1.4
5483,CIGARETTES,PAP ROTHMANSY CLICK LINK,5,9.95
4449,CHIPS_FLAKES,LAYS STAR SMITI CEBULA 130 G,3,2.23
20188,SWEETS,PIANKA PUF 1 SZT 18 G,23,0.33
19358,SWEETS,GOPL CZEKOLADA MLECZNA 90G,17,2.0117647058823502
22374,ALCOHOL,WODKA STOCK 0_7L,2,24.99
18102,SPICES,KNOR DELIKAT DO MIES 75G,3,2.21
1543,POULTRY,ROLNIK FASOLKA SZPARAGOWA ZOLTA 500G,3,2.33
11686,GENERAL,SOK Z CZARNEGO BZU 750 ML 100%,1,6.7
18224,SPICES,KAMIS BAZYLIA 10 G,3,1.05
2859,CHEMISTRY,MYDLO BAMBINO 90 G,1,1.3
9430,DRINK_JUICE,NAP NATURAL DRINK EXOTIC 400 ML,6,1.4
7286,DAIRY_CHESSE,MILLER FROOP 150 G Z MANGO,4,1.35
3036,CHEMISTRY,KRAZKI KUKURYDZIANE 60 G,6,1.54
1409,BREAD,B ROGAL MLECZNY 0_1KG,2,0.99
18153,SPICES,GALEO PRZYPRAWA DO ZIEMNIAKOW,4,0.88
17062,POULTRY,BOCZEK PIECZONY PASKI KG,0.28,17.1071428571429
21374,VEGETABLES,KT SELER LUZ,36.61,1.9221524173723
2437,CHEMISTRY,ARIEL KAPSU?KI DO KOLORU 32SZT,1,1.08
19051,SWEETS,SCHWEPPES TONIC 1_5 L,1,3.25
2091,CHEMISTRY,PROSZEK DOSIA D/PRANIA 300GR BIA?E,2,1.69
5156,CIGARETTES,PAP LM LINK FORWARD,18,11.676666666666698
8886,DRINK_JUICE,NAP AQA PLUS 0_5 L CYTR+MIETA,1,0.55
915,ALCOHOL,PIWO LECH  MOITO 0_5 L B/ZW,2,2.12
15170,ICE_CREAMS_FROZEN,LODY ROZKI MLYNARCZYK 120 ML,6,1.3
2867,CHEMISTRY,NIVEA KREM 50ML,5,2.19
15219,ICE_CREAMS_FROZEN,BRUKSELKA 450 G,1,3.79
19168,SWEETS,GRZESKI GOFROWE 33G,19,0.61
16788,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,WODA CISOWIANKA 1_5 L N/GAZ.,25,0.9184
9532,DRINK_JUICE,ZBYSZKO 3 POMARANCZ 1_5 GAZ,39,1.80435897435897
12106,GENERAL_FOOD,KETCHUP KOTLIN LAGODNY 450G,1,2.73
8052,DAIRY_CHESSE,LAZANKI GRZESKOWIAK 400GR,1,3.81
19773,SWEETS,MILKA MILKINIS 100G,4,1.98
3647,CHEMISTRY,KRET W TABLATKACH 3W1,1,0.83
16023,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,MIGDALY KALIFORNIJSKIE FRESCO 80 G,2,4.47
13357,GENERAL_FOOD,WIN SOS POMIDOROWY 38G,6,1.15
19930,SWEETS,HERBATNIKI BE BE 16G,23,0.24434782608695604
1399,BREAD,S BULKA SOJOWA,234,0.74
12628,GENERAL_FOOD,NALESNIKI Z SEREM 400 G,2,4.0
21456,VEGETABLES,SKORUPKA KAPUSTA CZERWONA 0_9,4,2.6
6086,COFFEE TEA,EKOLAND HERBATA CYTRYNOWA 300GR TOR.,6,2.525
12867,GENERAL_FOOD,ZUPA PIECZARKOWA NORDIS,3,4.33
331,ALCOHOL,PIWO LECH PREMIUM 0_5L  PUSZKA,84,1.99
18963,SWEETS,CHRUPKI STAR ORZECH  58 G,1,1.11
14489,GROATS_RICE_PASTA,SER PLASTRY MLECZ ZAGRODA SZWAJCAR 150 G,5,2.51
18138,SPICES,CYKORIA KURKUMA 15 G,4,0.52
18248,SPICES,PRYMAT KUCHAREK 75G,8,0.89
1994,CHEMISTRY,ZESZYT KRATKA 32,1,0.49
7175,DAIRY_CHESSE,BAKOMA PREMIUM 140  G TRUKAWKA,4,1.24
2356,CHEMISTRY,MYDLO LUKSJA COTTON 90 G,2,0.99
4979,CIGARETTES,WODA AQA 0_5 L GAZ,4,0.36
10760,DRINK_JUICE,ZBYSZKO 3 POM.CZERWONE GAZ 1_5  L,9,1.6233333333333302
8154,DAIRY_CHESSE,BAKOMA 7 ZBOZ SLIWKA 150GR,3,1.39
2057,CHEMISTRY,LUDWIK PLYN UNIWERSALNY 1 L,1,3.89
12900,GENERAL_FOOD,GELLWE KWASEK CYTRYNOWY 20G,20,0.4
678,ALCOHOL,PIWO LECH PREMIUM 0_5L BUTELKA,254,1.69429133858268
16250,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,SLEDZ WIEJSKI EKSTRA W OLEJU 800G BECZKA,3,10.89
8012,DAIRY_CHESSE,GOS.SMIETANKA 30% 250ML GOSTYN,35,2.32
18645,SPICES,AMONIAK 40 G MARSYL,1,0.57
7545,DAIRY_CHESSE,TWAROG POLTLUSTY SREMSKI 250G,25,2.55
20269,SWEETS,AMELIA PIANKA 380 G SMIET.CZEK,3,5.01
8218,DAIRY_CHESSE,HOCH.TWAR. KANAPKOWY SMIETANA 130G,15,2.0540000000000003
8860,DRINK_JUICE,ZBYSZKO 3 POMARANCZ 1_5 GAZ,53,1.67037735849057
15232,ICE_CREAMS_FROZEN,KLUSKI SLASKIE  Z DZIURK? 450GR NORDIS,1,4.13
15252,ICE_CREAMS_FROZEN,LODY CASSATE 400 ML,6,6.4
4725,CHIPS_FLAKES,LAYS ZIELONA CEBULA 40 G,15,0.94
18740,SPICES,KNOR DELIKAT DO MIES 75G,5,1.87
9377,DRINK_JUICE,LODY KAKTUS CYTR.45 ML,8,1.12
4490,CHIPS_FLAKES,LORENZ JUNIORKI 140 G LITERKI,2,1.87
18683,SPICES,KNORR TYMIANEK Z POLSKI,2,1.29
16182,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,WIN MAJONEZ  OMEGA 3 250ML,2,3.53
8873,DRINK_JUICE,KUBUS 0_9 L MAR.JABL.POMAR.,4,2.37
8105,DAIRY_CHESSE,SER PULAWSKI/GOUDA/CAMELOT,3.635,15.0068775790922
8348,DAIRY_CHESSE,BAKOMA POLSKIE SMAKI  WISNIA 120 G,6,0.76
546,ALCOHOL,PIWO ZYWIEC PUSZKA 0_5L,19,2.14
3597,CHEMISTRY,BREF KULKI WC CHLORINE,1,3.39
22619,ALCOHOL,NAP SPIR ZO?ADKOWA Z MIETA 0_1 ML,37,4.1702702702702705
20501,SWEETS,ANDRUTY 20 G,11,0.79
1389,BREAD,C CHLEB ZIARNISTY 300G,48,2.36625
4014,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHITE DRAZE,1,1.46
20255,SWEETS,ZELKI FRUTINI ICE 90 G,2,1.59
6903,DAIRY_CHESSE,SER BRIE TUREK NATURALNY 125G,7,3.1842857142857097
12295,GENERAL_FOOD,PIWO BOJAN TRADYCYJNE 0_5 B/ZWR,2,2.65
19620,SWEETS,WAFLE GO FRESH25 G,5,0.46
6421,DAIRY_CHESSE,DA DANONKI MEGA TRUSKAWKA/BANAN,3,4.73
2650,CHEMISTRY,EWA SZAMOPN BRZOZA 400 ML,1,4.79
17067,POULTRY,KIELBASA JA?OWCOWA KG,0.11,20.3636363636364
2993,CHEMISTRY,BREF KULKI WC PERFUME,1,4.79
1265,BREAD,C BULKA GRAHAMKA/ALPEJSKA,170,0.5
398,ALCOHOL,PIWO KSIAZECE 0_5 B/ZWROT CZERWONY,2,2.33
7702,DAIRY_CHESSE,SER SMAZONY GRANOW 200G FRACKOWIAK,8,4.85
5392,CIGARETTES,PAP PAL MAL PSTRYK LINK,5,9.87
3942,CHEMISTRY,REKLAMOWKA Z UCHWYTEM,11,0.36
20177,SWEETS,NASZYJNIK Z CUKIERKAMI,1,5.13
2923,CHEMISTRY,SCIERKA 5 SZT,4,1.4
16669,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,MAKA TORTOWA ZLOTY LAN TYP 450 1KG,11,1.2
17725,GENERAL_ITEMS,WIADERKO OPAKOWANIE,5,2.0
11128,POULTRY,FILETY SLEDZ_W SMIETANIE MARINUS 250 G,3,3.15
4425,CHIPS_FLAKES,STAR CHIPS KEBAB 130 G,8,2.23
2964,CHEMISTRY,ZESZYT 32 K KRATKE,1,0.62
6169,COFFEE TEA,PRIMA 500G NIEBIESKA,1,10.69
19720,SWEETS,GOPL CZEKOLADA GORZKA 90 G,8,2.15
9416,DRINK_JUICE,NAP HORTEX VITAMINKA 1 L BANAN,1,2.99
16422,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,KONCENTRAT POMIDOROWY 190 G SLON.OGROD,26,1.02
9236,DRINK_JUICE,NAP MIRINDA ORANGE 0_5L,5,1.74
20718,SWEETS,BOMB MERCI 250G,1,11.15
1818,POULTRY,KONSERWA TYROLSKA 300 G LAUR,3,1.87
6829,DAIRY_CHESSE,GOS.SMIETANKA 18% 250ML GOSTYN,51,1.78
11672,GENERAL,SMAK MAK FLAKI WOLOWE 900G,1,7.7
19804,SWEETS,PRINCESSA KOKOSOWA MAXI,1,0.8
8852,DRINK_JUICE,WODA ZYWIEC 1_5 L N/GAZ TRUSKA,3,1.99
1468,BREAD,M CHLEB DUZY KROJONY,27,4.53296296296296
12981,GENERAL_FOOD,SP KURCZAK W GALARECIE,1,4.09
227,ALCOHOL,PIWO TYSKIE 0_65L BUT,2,3.09
5369,CIGARETTES,PAP LD MENTHOL SUPER SLIM,66,10.73
7021,DAIRY_CHESSE,GOS.SMIETANKA 30% 1L GOSTYN,2,11.15
6807,DAIRY_CHESSE,DESER MONTE MAX 4*100 G,6,4.18
15210,ICE_CREAMS_FROZEN,WODA AQA 1_5 L GAZ,102,0.44
941,ALCOHOL,PIWO TATRA PILS 0_5L PUSZKA,1,1.73
10825,POULTRY,FILETY SLEDZIOWE OPIEKANE 800G,1,6.57
7971,DAIRY_CHESSE,BATON KINDER MAXI KING Z KARMELEM 35G,6,1.69
13848,GENERAL_FOOD,AMINO SOS BOLONSKI 43G,3,1.31
18107,SPICES,KNORR SOS .FRANCUSKI 9G,4,0.9
21954,VEGETABLES,SUROWKA POROWA KUBEK,3,2.13
11780,GENERAL,CYKORIA BUDYN MALINOWY 40 G B/CUKRU,8,0.68
21538,VEGETABLES,SUROWKA POROWA KUBEK,5,2.13
23059,ALCOHOL,NAP SPIR SOPLICA WISNIA 0_2,20,7.5939999999999985
7799,DAIRY_CHESSE,GOS.SMIETANKA 30% 500ML GOSTYN,17,4.380588235294121
2054,CHEMISTRY,KUBEK 180 ML,24,0.08
14388,GROATS_RICE_PASTA,MAK ZLOTY LAN 500G  PENE,8,1.09
22832,ALCOHOL,WODKA SOBIESKI 0_5 L,1,17.02
6909,DAIRY_CHESSE,SER LA POLLE BRI 125 G,1,2.96
19102,SWEETS,BATON KNOPERS 25G,49,1.0
1977,CHEMISTRY,TOREBKA BUTELKA,1,2.82
6294,COOKIES_BULK,LIDER DELICJE CIASTKA,0.175,12.457142857142902
20065,SWEETS,BATON MILKY WAY 21 5,19,0.58
11542,GENERAL,FASOLKA ZÓ?TA 400 G MROZONA,2,3.27
13263,GENERAL_FOOD,KUKURYDZ SLON OGROD 400 G,12,1.3866666666666698
14013,GENERAL_FOOD,WIN SOS POMIDOROWY 38G,3,1.15
20664,SWEETS,SYROP MALINA 440 ML SPIZARNIA,9,2.62
5137,CIGARETTES,GILZY ROTHMANS 100,5,1.42
18706,SPICES,APPETITA KURKUMA 20 G,2,0.89
953,ALCOHOL,PIWO ZAU?EK SZATANA 0_5 L B/BEZW,1,4.89
18363,SPICES,KNORR FIX DO STROGONOFF,2,3.03
508,ALCOHOL,PIWO PRAZUBR 0_5 L PUSZKA,1,2.23
10872,POULTRY,PAPRYKARZ Z LOSOSIA 135 G DEGA,24,1.21666666666667
10920,POULTRY,FILETY SLEDZIOWE W POMIDZ.170 G,2,2.51
5012,CIGARETTES,PAP MARLBORO GOLD MIEK.,9,12.18
19373,SWEETS,JAJKA CUKROWE Z NADZIENIEM .LUZ,0.52,11.9038461538462
4545,CHIPS_FLAKES,LORENZ PAPRYKA 140 G,8,2.68
13984,GENERAL_FOOD,WAFLE RYZOEE Z PESTKAMI DYNI 130 G SONKO,1,2.13
19870,SWEETS,BATON LION BLACK/WHITE 40 G,6,0.74
21051,SWEETS,WEDEL CZEK GORZKA 100G,2,2.19
9857,DRINK_JUICE,PEPSI 1_80,8,3.28
9276,DRINK_JUICE,NAP.VOLCANO COLA LEPSZY SMAK GAZ 2L.,6,0.74
3627,CHEMISTRY,FOLIA SPOZYWCZA 30M PACLAN,1,1.71
17682,GENERAL_ITEMS,MAR ZWYKLA 250G KRUSZWICA,63,1.18666666666667
18891,SWEETS,PRINCE POLO XXL ORZECHOWE 50G,13,0.81
5050,CIGARETTES,STARTER PLAY 5 Z?,1,3.03
