Index,genres,imdb_score
487, Thriller,5.9
143, Animation,5.4
4328, Mystery,7.7
563,Action,6.4
2662, Mystery,4.0
4655, Fantasy,5.6
1642,Animation,7.4
631, Drama,4.9
1139, Comedy,5.5
1676,Comedy,5.1
370, War,7.1
1316,Adventure,4.4
1424,Action,6.3
1897, Fantasy,7.2
2172, Comedy,7.1
1833,Comedy,6.1
914, Musical,6.3
1567, Comedy,6.9
2260,Drama,7.7
237, Sci-Fi,6.7
238,Adventure,8.1
3285, Drama,6.7
1917,Comedy,5.5
1073,Comedy,4.8
1621,Action,6.9
1113, Romance,7.4
1371,Comedy,7.0
1520, Drama,5.6
1243, Family,6.6
3971,Biography,6.0
1076, Romance,6.2
613, Comedy,5.6
2160,Action,7.1
541,Adventure,6.0
4557,Comedy,7.5
405, Mystery,6.8
2954, Drama,6.9
2747,Comedy,5.9
2194, History,8.1
2396, Sci-Fi,6.6
2158, Thriller,8.6
3576, Romance,7.7
926,Adventure,4.6
209, Animation,6.4
892,Action,6.7
1820, Crime,6.0
3000,Comedy,6.4
571, Sport,6.6
3196, Sport,7.3
623, Animation,6.2
1467, Fantasy,6.3
366,Action,7.6
4415,Crime,7.9
3941,Comedy,6.3
1655,Action,7.6
1959,Drama,5.6
2568, Fantasy,3.1
4004, Comedy,5.2
1751,Crime,6.3
781,Crime,6.6
1001, Drama,5.9
3696,Fantasy,6.6
2030, Romance,6.6
731,Drama,5.7
2142, Thriller,4.6
1419,Action,5.8
1233,Drama,8.5
4398,Crime,7.2
3292, Drama,7.0
4708, Music,8.1
888, Music,6.4
3132,Drama,5.7
2788, Romance,4.6
2669, Family,6.2
1169, Sci-Fi,4.0
2731, Horror,6.5
3306,Comedy,5.7
4011,Action,5.3
1932, Fantasy,5.3
3600,Comedy,2.9
2636,Crime,6.9
327, War,7.6
2530,Horror,4.1
251, Drama,6.1
1991, Thriller,4.1
2243,Comedy,5.9
2380,Comedy,6.3
1232, Thriller,6.9
827,Drama,7.5
3209, Crime,6.2
1454, Mystery,6.2
4212, History,6.8
717,Action,7.2
3947,Drama,6.2
1647,Drama,7.2
2672, Family,6.7
2920, Adventure,5.9
4175,Horror,7.2
803,Drama,5.6
176, Sci-Fi,6.8
2183,Adventure,5.8
387, Crime,6.1
1574, Sci-Fi,6.3
4971,Crime,6.6
910, Sport,5.9
520, Fantasy,5.8
1979, Thriller,7.1
2998,Drama,6.8
231,Action,6.2
250, Fantasy,6.4
2050, Sport,6.1
150,Action,5.5
432,Action,6.1
4277,Action,7.0
2785, Fantasy,4.5
2054, Thriller,6.7
2263,Comedy,5.6
1008, Adventure,8.0
4264, Drama,7.2
339,Action,8.9
2721, Crime,7.6
1670, Family,7.3
1810, Drama,7.1
1837, Comedy,6.0
869, Thriller,6.8
1342, Adventure,5.1
4180, Fantasy,5.1
558,Action,6.0
1314, Sci-Fi,7.3
4398, Drama,7.2
929,Action,6.9
24, Fantasy,6.1
1836, Thriller,6.5
1299, Romance,4.8
3065, Drama,5.1
254,Crime,6.4
3010, Fantasy,6.7
1000, Drama,6.2
313, Romance,3.3
566, Sci-Fi,6.0
3873,Action,6.1
609, Thriller,6.3
3040, Mystery,6.0
539, Drama,5.9
1230, Drama,7.7
3061,Comedy,5.4
380, Thriller,6.9
2798,Adventure,5.4
538,Comedy,5.4
2044, Animation,7.2
1617,Comedy,6.8
86, Adventure,7.8
1506,Drama,6.8
577,Action,4.5
382, Thriller,7.0
1706, Comedy,4.8
1946, Drama,6.8
2668, Thriller,5.5
4905, Thriller,7.1
321, Comedy,3.8
1496, Drama,7.4
649, Crime,6.5
2225,Action,6.8
3068, Music,6.8
1458, Sci-Fi,6.6
767, Comedy,7.8
4723, Romance,6.5
610,Adventure,7.7
819, War,5.7
4799, Documentary,7.2
680, Mystery,6.7
244, Adventure,6.1
2038, Sport,5.3
4067, Comedy,5.3
2695, Romance,6.4
1383,Action,6.9
2881, Drama,5.9
1774, Thriller,4.9
1883,Action,6.0
461,Action,6.6
519,Animation,6.8
3594,Comedy,6.4
4296, Drama,7.0
2095, Drama,6.5
151, Thriller,6.6
1564, Horror,3.6
3158, Thriller,7.1
58, Family,8.4
2676, Mystery,5.5
1904, Crime,5.0
4584, Fantasy,6.7
3981,Action,6.9
4466, Thriller,6.1
191, Adventure,6.7
1702,Action,2.7
287, Sci-Fi,5.7
3168,Crime,7.4
3119, Romance,6.7
41, Family,6.3
1378, Fantasy,5.2
2020,Action,5.3
1744,Comedy,6.9
2871, Thriller,6.0
2731, Drama,6.5
1645, Sport,7.5
2936,Comedy,6.7
1281, Thriller,7.4
2956, Romance,5.3
2105, Thriller,6.9
4893, Sci-Fi,6.7
3163, Drama,7.0
776, Crime,6.1
1162,Crime,6.3
3560, Family,6.2
1657, Sci-Fi,6.9
73, Sci-Fi,6.9
1921,Comedy,5.8
1045, Drama,7.1
1594,Biography,7.2
795, Fantasy,6.1
1565, Fantasy,5.3
1251,Comedy,5.2
3142,Drama,6.7
2112, Thriller,3.9
4565,Comedy,7.2
2983,Comedy,2.1
1913, Fantasy,5.6
1050,Comedy,6.0
2762, Romance,8.0
4010, Drama,6.4
1466, Mystery,5.9
1962, Thriller,4.8
806,Action,4.8
3094, Thriller,6.1
1311, Sci-Fi,6.2
3004, Thriller,7.5
1237, Thriller,6.7
3277, Sci-Fi,8.5
1456, Horror,6.2
2141,Action,6.6
433, Adventure,7.0
1425, Sport,6.9
149, Adventure,6.1
4581,Comedy,7.4
484,Action,5.9
1019, Drama,6.2
2584, Drama,7.0
3494,Horror,6.0
2187,Drama,5.9
3044, Drama,6.0
158, War,7.7
2692, Thriller,6.7
2306, Thriller,6.2
2294, Drama,7.2
953, Drama,7.4
2633, Fantasy,6.2
706,Crime,7.9
3664,Action,2.1
1701, Fantasy,5.5
2842, Thriller,6.8
904, Mystery,5.5
434, Mystery,7.7
1581,Crime,7.3
4570,Drama,7.2
3902, Sci-Fi,7.3
2172, Mystery,7.1
4025, Drama,7.1
380, Crime,6.9
11,Action,6.1
381, Adventure,6.2
4106,Drama,6.3
1240, Thriller,6.6
4205,Comedy,6.2
429, Fantasy,6.4
3549,Drama,5.6
4830,Comedy,7.1
2463, Thriller,7.2
531, Music,6.7
2815, War,7.0
1937,Crime,9.3
3949,Comedy,7.7
3562, Romance,5.9
3077,Horror,5.5
317, Adventure,6.1
1528, Thriller,4.9
3634, Fantasy,3.8
4195,Comedy,7.1
3036,Crime,7.1
1959, Mystery,5.6
312, Fantasy,7.0
392,Action,4.4
3857, Crime,6.8
1117, Comedy,5.3
1704, Thriller,4.8
3473, Sport,7.0
355, Comedy,6.6
3859,Crime,7.7
1146,Drama,6.0
4646,Comedy,6.4
2508, Romance,4.9
228,Adventure,5.4
549, Romance,6.5
4446, Mystery,7.0
348, Western,6.0
1009, Comedy,7.3
1699, Romance,6.7
426, Sci-Fi,4.3
2282, Horror,7.2
3068,Biography,6.8
657, Fantasy,5.5
3607, History,7.7
1047,Adventure,6.4
1155,Comedy,7.0
778, Adventure,6.4
633, Family,7.7
2945, Drama,7.4
520, Adventure,5.8
44, Sci-Fi,6.6
3276, Romance,6.9
1378, Romance,5.2
2789, Mystery,6.5
1067,Action,7.6
335, Animation,6.6
516, Drama,7.8
1628, Animation,5.8
1615,Action,7.4
2276, Drama,6.3
625, Mystery,5.4
338, Animation,8.2
1711,Crime,5.6
2556, Drama,5.9
895, Drama,7.6
1272, Thriller,5.7
289, Drama,7.0
2329, Thriller,7.5
4333, Musical,5.7
2555, Horror,4.8
132, Sci-Fi,5.1
222, Thriller,5.6
2495, Drama,6.7
1988, Thriller,5.9
3952, Drama,5.8
1055,Comedy,6.0
2406, Horror,7.8
4973, Mystery,7.5
2808, History,5.7
3103, Thriller,5.9
2120, Comedy,6.1
1051, Music,6.5
2565, Fantasy,5.1
3902, Thriller,7.3
1587,Comedy,6.4
1334,Action,8.0
3484, Thriller,5.2
3624,Comedy,7.8
1417, Sci-Fi,6.2
2122, Thriller,6.3
1871,Action,7.9
814, History,7.3
3851,Drama,7.2
1840,Drama,7.5
2673, Thriller,4.7
2481, Drama,6.3
3927, Romance,6.5
161, Fantasy,7.3
1484, Thriller,5.7
1601, Thriller,8.0
337, Fantasy,6.7
1975, Drama,6.9
846, Romance,6.3
4403, Drama,6.8
926, Drama,4.6
711, Drama,7.1
4266,Drama,8.0
845, Thriller,7.9
47, Thriller,8.0
3450,Drama,6.3
1850,Action,5.2
2335, Sport,6.2
1882,Action,7.0
1522, History,7.1
219, Thriller,6.4
914, Family,6.3
394,Action,6.3
4737,Drama,6.5
4655, Sci-Fi,5.6
2835, Thriller,8.0
3126, Romance,5.5
491,Action,6.3
3594, Romance,6.4
1067, Adventure,7.6
2062, Drama,6.1
320, Adventure,7.0
1762, Drama,7.6
1852, Thriller,7.1
1743, History,7.5
3468, Romance,7.7
3115, Horror,6.1
1163,Comedy,6.5
574, Drama,7.1
999,Action,6.3
2527,Comedy,5.5
989,Action,3.5
61, Fantasy,6.8
3775,Biography,7.4
1171,Action,7.9
229,Action,6.6
1936, Comedy,3.5
3351, Drama,7.2
2224,Comedy,5.8
3514,Biography,6.6
292, Thriller,6.4
4577,Drama,6.7
2555, Thriller,4.8
3974, Musical,7.0
4684, Horror,5.2
506, Drama,5.6
42,Action,5.6
439, Thriller,7.3
698, Crime,6.6
308, Comedy,8.2
1487, Western,6.0
2863, War,7.9
3705, Drama,7.6
1076, Comedy,6.2
947,Action,7.1
2134,Comedy,7.4
3120, Drama,7.4
2631, Family,5.3
4084, Horror,6.5
3781, Thriller,7.0
2451, Drama,7.3
2531, Drama,6.8
781, Drama,6.6
187, Fantasy,5.5
1719, Romance,7.0
1233, Sci-Fi,8.5
473, Animation,7.0
708, Family,5.5
547, Romance,5.4
14, Adventure,6.5
2050,Comedy,6.1
4229, Mystery,4.7
6, Romance,6.2
3277,Horror,8.5
1103, Sci-Fi,6.3
1332, Crime,6.7
752,Adventure,7.0
3416, Drama,5.5
3939, Romance,6.6
2681,Action,6.0
2068, Sport,5.1
3892,Drama,7.1
4599,Action,6.0
4168,Comedy,7.8
1106, Crime,6.3
2868, Thriller,6.7
4311, Romance,6.6
3654, Thriller,6.1
19, Sci-Fi,6.8
1825,Crime,6.7
755,Drama,6.1
4486,Comedy,7.1
1770, Fantasy,6.7
48, Sci-Fi,7.8
626, Sci-Fi,6.1
2643, Drama,6.8
1991, Comedy,4.1
4402, Romance,7.1
1042, Mystery,6.7
2149,Drama,6.7
163, Fantasy,5.5
528,Action,7.4
2984, Drama,5.0
330,Drama,7.7
168, Thriller,5.8
2144,Comedy,7.1
78, Fantasy,8.3
345, Thriller,7.6
392, Fantasy,4.4
266, Family,5.4
515, Thriller,5.9
53, Adventure,6.3
1537,Action,6.0
4285,Adventure,3.3
3837,Comedy,7.2
1074,Action,6.3
1062, Family,4.5
475, Family,5.1
325, Thriller,6.3
2453, Sci-Fi,3.5
359, Romance,7.3
2927,Action,6.5
2496, Crime,6.7
3567,Crime,7.4
1580, Horror,6.3
2956,Comedy,5.3
572,Comedy,4.6
1613, Drama,7.2
720,Adventure,7.0
12, Adventure,6.7
164, Thriller,5.0
2852, Family,2.5
2512,Adventure,5.8
2876,Comedy,7.3
3944, Drama,7.0
2988, Sci-Fi,7.0
3413, Musical,5.6
323, Animation,7.2
4401, Horror,7.4
2082, Romance,7.1
4386,Drama,6.9
2439, Thriller,6.1
1102, Fantasy,4.3
2084, Family,7.0
2619,Horror,7.9
2856, Thriller,5.6
3715, Sci-Fi,5.2
3520,Drama,7.2
4851, Thriller,6.4
2979,Action,5.9
2909,Crime,6.6
3191,Action,6.6
787, Sport,6.7
951,Comedy,5.6
2592,Drama,6.6
2392,Action,6.9
2942,Comedy,6.2
2901,Crime,6.1
4423, Mystery,6.5
37, Adventure,5.7
2182,Comedy,2.7
3732,Drama,7.3
1767,Action,5.8
2082,Comedy,7.1
2098,Comedy,6.4
2624, Drama,5.6
2301, Comedy,2.8
9, Family,7.5
1640, Thriller,6.6
1844,Mystery,6.5
1528, Sci-Fi,4.9
930, Drama,7.3
445, Thriller,6.1
2391,Comedy,6.4
2340, Fantasy,5.1
226, Adventure,4.8
4383, Romance,6.3
1632, Family,5.1
4289,Documentary,8.1
3970, Romance,8.2
4060,Biography,5.4
3672, Romance,6.6
530, Romance,6.8
1342, Sci-Fi,5.1
1892, History,7.8
3344,Adventure,8.0
2675,Drama,6.3
790, Adventure,4.3
4501, Music,6.1
1780, Drama,6.9
2279,Action,6.1
3198, Drama,6.5
1082, Thriller,6.9
162, Fantasy,7.9
1328, Fantasy,7.6
3144, Romance,6.5
1941,Drama,7.3
298, Comedy,7.3
2445, Romance,7.1
2987,Drama,7.0
2494, Drama,5.1
3156, Drama,6.8
462,Adventure,7.2
1119,Adventure,5.4
1162, Mystery,6.3
561, Drama,6.1
2598, Comedy,6.6
2223,Drama,8.3
1048, Sci-Fi,7.4
979,Action,7.3
2219, Music,7.6
235,Action,7.0
3978, Comedy,7.1
4466, Drama,6.1
1025, Thriller,5.1
1428, Drama,7.5
870, Family,7.2
295, Mystery,6.1
738, Thriller,6.5
936, Thriller,7.1
4247, Thriller,7.5
34,Action,6.8
1965, Crime,5.1
2179, Crime,4.8
487, Adventure,5.9
3670, Romance,5.6
2368, Romance,5.4
2667,Drama,7.9
1519, Sci-Fi,5.3
2194, Crime,8.1
511, Sci-Fi,6.5
4318,Action,7.8
112,Action,7.1
1846, Music,7.8
1458,Comedy,6.6
1323, History,7.1
1081, Comedy,7.4
1497, Fantasy,4.6
2052, Thriller,6.8
2501, Romance,5.6
1745, Fantasy,4.9
647,Action,5.4
1677, Thriller,6.2
259, Crime,5.8
1284, Family,6.2
183, Mystery,8.1
1626,Comedy,6.1
4931, Music,7.9
2051,Action,8.8
1233, Mystery,8.5
3333, Romance,6.9
980, Thriller,5.8
3328,Crime,6.5
3723, Comedy,5.0
1468, Sport,7.1
1235, Sci-Fi,5.9
3360, Romance,6.2
4955,Drama,6.7
1821, Mystery,6.2
1169, Comedy,4.0
570, Drama,7.1
3065, Romance,5.1
4962, Sci-Fi,7.0
863, Family,6.0
137,Action,6.6
409, Crime,7.3
2944, Thriller,8.0
237, Fantasy,6.7
3318, War,7.3
180, Sport,6.5
1153, Thriller,6.6
3377, Thriller,6.4
5, Adventure,6.6
2804, Mystery,5.9
3779,Drama,7.7
268,Action,6.7
433, Fantasy,7.0
4543,Drama,7.4
587,Crime,6.6
902, Family,7.1
1052, Crime,7.8
1156, Family,7.0
500, Family,5.8
4742,Comedy,6.0
3530,Biography,6.5
809, War,6.5
3677, Music,7.9
53, Sci-Fi,6.3
118, Comedy,6.7
1928, Horror,4.6
785, Thriller,6.1
471, Romance,5.7
1215, Romance,7.1
1756, Comedy,7.8
553,Drama,6.7
1558, Thriller,7.5
3010, Sci-Fi,6.7
2607, History,8.0
1387, Family,5.7
4681, Mystery,4.8
948, Sci-Fi,5.0
61, Family,6.8
2302,Drama,5.0
1614, Romance,6.9
34, Adventure,6.8
1029,Comedy,4.8
3384, Romance,6.5
1187, Thriller,6.4
3854,Drama,8.1
886, Crime,6.4
2205, Drama,6.6
632, Thriller,6.8
2109, Drama,6.5
785,Action,6.1
1391,Drama,6.8
1069, Drama,6.6
1325, Drama,7.0
4283, Romance,6.5
1284, Fantasy,6.2
3364, Music,3.5
1415,Drama,7.4
2390,Comedy,6.4
2427,Adventure,6.8
1244,Comedy,5.8
4490, Drama,7.4
2618, Horror,6.2
1868,Drama,8.0
917,Drama,7.6
1668, Thriller,7.1
1515, Drama,5.2
1976, Fantasy,7.3
2911, Thriller,6.7
275, History,7.2
4386, Romance,6.9
2589,Comedy,5.1
1647, Romance,7.2
48,Action,7.8
3758, Drama,6.9
1452,Drama,7.3
831,Action,4.3
2504, Sport,7.4
1000,Crime,6.2
2027, Drama,7.6
2227, Family,5.9
3347,Adventure,7.1
397, Family,6.5
1853,Action,4.5
1588, Fantasy,8.3
802, Comedy,4.9
551,Comedy,6.6
4352,Horror,7.5
1370, Drama,5.7
2481, Thriller,6.3
2236,Comedy,4.9
699, Drama,6.9
2248,Comedy,6.9
5026,Drama,6.9
1128, Crime,6.0
1074, Thriller,6.3
4603,Comedy,6.9
4793,Horror,6.3
3421,Comedy,6.6
1921, Drama,5.8
2913, Family,7.3
1540, Romance,6.9
3459, Thriller,7.0
1756, History,7.8
1321, Thriller,6.9
37,Action,5.7
3496,Comedy,7.0
3572, Romance,7.2
2799, History,7.0
1314,Adventure,7.3
2803,Drama,7.6
1290, History,6.4
2729, Fantasy,5.3
2052, Crime,6.8
2039, Sport,5.4
1298,Comedy,8.4
3279,Biography,6.6
2218, Thriller,6.9
243,Action,6.0
2018, Comedy,7.3
96, Drama,8.6
628,Action,6.7
3647,Crime,6.3
2393, Family,7.3
1179, Adventure,6.9
2258, Family,4.0
1084, Mystery,8.1
1899,Comedy,4.7
4631, Drama,7.0
4523, Crime,7.6
85,Action,6.3
4072,Comedy,7.2
1850, Thriller,5.2
889, Mystery,7.7
4154, Music,7.4
3529,Drama,6.7
1998, Fantasy,2.9
4043,Crime,7.5
474, Romance,5.2
519, Family,6.8
709,Action,7.7
1453,Biography,6.6
1077, Family,5.8
253,Action,7.1
762, Thriller,5.9
3194, Romance,7.1
3862, Thriller,7.3
1814, History,6.9
894, Thriller,5.7
1196,Horror,7.8
2053,Comedy,6.8
2728, Mystery,6.7
2481,Action,6.3
3178,Drama,7.7
1697, Romance,7.0
3893,Drama,5.6
2063, Romance,6.1
297, Drama,6.9
1511, Thriller,6.8
4343, Drama,7.1
981, Comedy,5.5
1670, Animation,7.3
3564, Sci-Fi,3.6
3124,Action,5.8
2532, Drama,6.5
1714,Crime,8.4
736, Thriller,7.6
1576, Thriller,7.3
1073, Family,4.8
290, Crime,7.8
922, Comedy,5.5
2128, Comedy,6.5
4569, Comedy,6.4
555, Crime,6.6
2776, Thriller,5.5
2953, Drama,7.6
218,Comedy,6.0
1923,Comedy,5.6
932,Comedy,7.7
403, Romance,7.1
652,Drama,5.5
2176, Romance,4.4
2715, Romance,5.3
877, Mystery,7.8
3922, Drama,7.1
466, Fantasy,6.3
561, Adventure,6.1
3191, Drama,6.6
3399,Comedy,7.3
2138, Crime,7.5
981, Thriller,5.5
2452,Action,7.3
2696, Family,2.8
157,Comedy,6.1
970, War,7.4
647, Fantasy,5.4
3289, Drama,4.9
1715,Action,6.5
1629, Crime,7.6
3473, Family,7.0
2729, Drama,5.3
35, Animation,7.3
1220, Sport,7.2
1555,Action,7.1
510, Comedy,5.8
383,Adventure,5.6
2210,Comedy,3.5
792,Adventure,6.7
696, Family,6.3
527, Crime,6.7
3340,Drama,2.1
689,Crime,6.9
2531, Romance,6.8
3077, Thriller,5.5
1651, Fantasy,7.6
2776, Mystery,5.5
195, Mystery,7.8
1349, Drama,5.6
1447, Comedy,3.8
1218, Crime,4.6
4642,Crime,7.1
235, Sci-Fi,7.0
349, Animation,8.0
149,Action,6.1
2568, Mystery,3.1
3599, Drama,5.8
2283,Action,4.3
3974, Western,7.0
1867, Drama,6.9
4862, Comedy,7.0
0,Action,7.9
1290,Biography,6.4
3475,Comedy,5.7
3463,Comedy,7.5
31, Adventure,7.3
4857,Comedy,6.6
3190,Drama,5.5
595, Mystery,5.6
2177, Romance,7.9
119, Family,8.0
72, Horror,5.2
2022,Action,5.8
3141, Drama,6.6
3080,Family,7.9
370, Thriller,7.1
762, Crime,5.9
1405, Family,5.4
558, Drama,6.0
1066, Thriller,7.2
3032,Drama,6.8
2164,Adventure,4.6
860, Horror,6.4
3155, Drama,7.0
4123,Comedy,6.7
1766,Comedy,6.9
1577, Thriller,6.3
2023,Comedy,5.7
1401, Drama,5.9
4783, Drama,7.1
2272, Thriller,6.1
3176, Horror,6.1
467,Adventure,5.6
2399, Drama,3.1
3136, Thriller,5.9
4054, Drama,8.0
797, Adventure,6.6
2152, Adventure,8.5
3549, Thriller,5.6
376, Sci-Fi,5.7
1017, Comedy,5.6
4741,Crime,6.5
2518, Sci-Fi,3.6
2660,Action,7.4
2198, Comedy,6.2
3888,Drama,7.8
2674,Action,6.4
3081,Comedy,6.5
1940, Thriller,6.0
155, Thriller,7.4
1994,Action,5.6
2941,Comedy,4.3
3759, Crime,7.7
361, Drama,8.5
1492,Action,5.7
1885, Thriller,8.1
3505,Comedy,2.0
4726,Adventure,5.7
2668, Drama,5.5
3825,Drama,7.4
920, Crime,8.2
41, Sport,6.3
1788, Drama,6.1
1693, Romance,4.6
2553, Crime,5.4
4075, Crime,5.9
1274, Drama,5.1
266, Comedy,5.4
2201, Thriller,6.3
280,Action,6.9
2893,Action,5.4
2283, Comedy,4.3
306,Action,5.7
2986, Romance,7.1
4587, Sport,7.3
491, Thriller,6.3
2047, Animation,8.2
4120,Comedy,7.4
2407, History,8.3
1478, Romance,6.2
1858,Action,4.3
1247, Thriller,5.8
88, Mystery,6.5
4595, Crime,6.8
162,Action,7.9
4977, Drama,7.3
2172,Adventure,7.1
2018, Sci-Fi,7.3
946, Mystery,7.6
3520, Romance,7.2
807, Romance,5.5
1583,Adventure,6.1
4784,Comedy,6.2
1374,Drama,8.0
1151,Drama,6.8
613, Thriller,5.6
726, Comedy,6.6
2897,Drama,6.9
3515, Drama,6.4
236, Adventure,7.6
1201,Adventure,7.4
1161, Comedy,6.5
3921, Fantasy,6.7
2659, Sport,7.2
3406,Biography,6.8
4541, Thriller,5.9
973, Drama,6.7
323, Family,7.2
1810, Romance,7.1
1883, Adventure,6.0
3843,Comedy,7.1
2378,Comedy,6.4
1931, Drama,7.5
695, Comedy,6.2
3005,Drama,7.1
160, Sci-Fi,8.0
1245, Music,6.9
814, Drama,7.3
4532,Fantasy,6.8
3717,Horror,6.5
2228,Action,6.5
1973,Crime,7.0
3119,Comedy,6.7
113, History,5.5
1272, Crime,5.7
4753,Comedy,5.7
262, Fantasy,5.5
3639, Romance,6.2
4419, Drama,6.5
3498, Fantasy,6.2
325, Fantasy,6.3
546,Action,6.6
2037, Fantasy,5.2
89, Adventure,7.9
2829, War,8.3
2085,Comedy,6.2
1412, Drama,6.8
4475,Horror,6.1
2877, Sport,6.8
394, Adventure,6.3
4814, Thriller,6.1
296,Drama,8.5
872, Drama,6.0
3110,Action,6.2
1516, Drama,5.5
2671,Horror,4.1
227,Adventure,7.0
710, Romance,6.3
2546, Mystery,4.8
1585, Crime,7.2
2960,Action,6.7
210, Sci-Fi,7.5
2254, Family,6.4
245, Sci-Fi,5.9
2209,Crime,6.6
1416, Mystery,8.3
3288,Action,6.5
4783, Romance,7.1
601,Action,5.8
3122, Horror,6.5
795,Drama,6.1
777, Comedy,6.1
1333,Animation,7.0
333, Romance,4.3
1096,Horror,6.8
2113, Thriller,4.1
1223,Horror,5.2
2547, Romance,7.8
2695, Drama,6.4
1219, Comedy,6.1
4921,Drama,8.5
4581, Romance,7.4
4541,Drama,5.9
378, Fantasy,5.9
2129, Thriller,7.2
362, War,7.5
1092, Adventure,4.6
1336, Sci-Fi,4.9
784, Drama,6.0
3654, Mystery,6.1
1937, Drama,9.3
2544, Drama,6.4
4719,Comedy,7.7
3120, Comedy,7.4
1268,Action,6.0
433, Horror,7.0
1872, Romance,6.7
305,Action,6.0
3287, Drama,8.0
854, Romance,6.7
247, Adventure,5.8
154, Comedy,7.2
308, Drama,8.2
4858, Drama,6.7
1384, Adventure,6.2
1425,Biography,6.9
2480, History,8.1
262, Comedy,5.5
3682,Comedy,7.2
2556, Comedy,5.9
586, Family,6.0
3276,Drama,6.9
3506, Crime,6.2
830, Crime,6.3
2914,Action,8.1
2121,Comedy,5.8
3010, Animation,6.7
744, Fantasy,7.7
2866,Drama,8.3
4401,Action,7.4
1085,Crime,7.7
3757, Family,5.9
3365, Drama,7.6
2799,Drama,7.0
1057, Romance,6.1
1621, Drama,6.9
843, Adventure,5.4
2806,Biography,6.7
1833, Fantasy,6.1
1001, Romance,5.9
4375,Crime,7.8
192, Thriller,6.4
1201, Western,7.4
4643, Thriller,6.4
3151,Comedy,5.9
2164, Romance,4.6
3389,Comedy,7.1
1431, Family,5.4
126,Action,7.2
1470, Comedy,5.6
2216, Drama,6.5
1565,Comedy,5.3
2114, Drama,6.2
2869,Comedy,6.1
2773, Music,5.2
2126, Thriller,6.8
2679,Drama,4.9
3737,Comedy,6.6
2738,Comedy,6.9
601, Sci-Fi,5.8
1069, Mystery,6.6
2207,Action,7.2
1668, Drama,7.1
2830,Biography,8.1
4817, Drama,4.7
1703, Crime,6.4
274, Thriller,7.1
1478, Crime,6.2
1228, Family,6.1
3377, Horror,6.4
3472,Action,6.8
3063,Drama,7.4
2747, Drama,5.9
1323, Drama,7.1
2560,Drama,7.2
2462, Thriller,5.9
1530, Crime,5.6
49, Fantasy,6.3
4890,Documentary,7.5
4964, Crime,6.8
203,Action,5.6
2369, Thriller,7.1
2417, Romance,5.3
2945, Romance,7.4
1721, Adventure,4.8
1005,Action,6.5
3482, Adventure,6.8
2061,Adventure,5.4
3046,Horror,5.5
2614,Biography,8.1
3915, Mystery,4.8
4429, Fantasy,6.3
2766, Comedy,5.5
1767, Crime,5.8
389, Sci-Fi,4.3
1805, Drama,7.8
51, Fantasy,6.6
4583, Drama,6.1
3491, Drama,7.3
1109, Thriller,6.5
2083, Drama,6.4
1567, Fantasy,6.9
3567, Drama,7.4
2284,Comedy,6.4
4301, Drama,5.8
209, Comedy,6.4
208, Thriller,6.6
1910, Thriller,6.1
3452,Crime,7.9
3094, Horror,6.1
2660, Comedy,7.4
4566,Documentary,7.7
164, Sci-Fi,5.0
2340,Action,5.1
1100, Family,5.6
19, Family,6.8
1313, Sci-Fi,5.8
2532,Biography,6.5
1892, Biography,7.8
350, Adventure,5.6
462, Drama,7.2
3678, Drama,6.7
4642, Drama,7.1
3944,Crime,7.0
110, Fantasy,6.3
374, Family,4.9
512, Drama,7.2
571, Comedy,6.6
1006,Action,5.7
959, Adventure,5.7
3625, Drama,6.7
3873, Drama,6.1
39,Action,6.7
4676, Comedy,6.9
1198,Comedy,6.4
2933, Musical,6.6
1867, Family,6.9
1574, Crime,6.3
598, History,7.1
2011, Thriller,5.3
3058, Romance,7.8
304, Fantasy,6.7
3145, Comedy,6.2
1600, Mystery,8.6
955, Family,5.2
720, Animation,7.0
723, Comedy,5.2
2701, Music,5.9
1586,Comedy,6.4
2769, Sport,6.9
1703,Action,6.4
4792, Drama,7.1
1441, Sci-Fi,6.7
2441, Crime,4.4
756, Family,6.1
3890, Romance,6.7
845,Biography,7.9
861, Comedy,6.6
542, Musical,6.5
153, Animation,6.3
539, Adventure,5.9
562, Sci-Fi,7.2
3416,Comedy,5.5
1313, Fantasy,5.8
1650, Romance,5.6
3500, Romance,7.6
282, Thriller,6.5
594, Thriller,6.9
932, Romance,7.7
1455, Horror,5.2
585, Adventure,5.8
496, Family,5.7
2665, Fantasy,6.7
189, Sci-Fi,6.5
2025,Drama,6.5
1609,Adventure,6.1
1642, Fantasy,7.4
2074, Romance,6.2
2074,Comedy,6.2
536, Drama,7.3
907,Crime,7.4
1618, Romance,6.3
59, Comedy,6.2
3395,Comedy,5.3
2500, Music,6.2
1290, Drama,6.4
2311, Drama,7.1
3049,Comedy,6.3
608, War,6.3
964, Sport,4.7
1930,Drama,7.5
2105, Adventure,6.9
188, Family,6.7
3434, Drama,7.4
2762,Drama,8.0
1387,Action,5.7
443, Family,7.2
1407, Western,7.7
1759, Thriller,7.4
435,Action,5.9
690, Crime,4.8
3681,Comedy,4.9
854, Fantasy,6.7
2, Adventure,6.8
3698, Horror,7.3
2064, Crime,5.6
859, Crime,6.3
1474, Horror,5.0
122, Family,5.9
58, Animation,8.4
1006, Adventure,5.7
2103, Romance,6.6
1124, Western,5.8
3615,Comedy,7.4
2428, Musical,5.0
