Restaurant_id,Ranking,Rating,Price Range,Number of Reviews,URL_TA,ID_TA,Cuisine Style
id_1571,1572,4.0,$$ - $$$,105.0,/Restaurant_Review-g187497-d8774881-Reviews-Meet_Restaurant_Japones-Barcelona_Catalonia.html,d8774881,"Japanese,   Asian,   Sushi"
id_15748,15760,3.0,$,31.0,/Restaurant_Review-g186338-d4584798-Reviews-Burger_King-London_England.html,d4584798,"Fast Food,   American"
id_1576,1577,4.0,$,24.0,/Restaurant_Review-g274887-d7651862-Reviews-Saigon_Bisztro-Budapest_Central_Hungary.html,d7651862,Vietnamese
id_1579,1580,4.5,$$ - $$$,64.0,/Restaurant_Review-g187791-d10744198-Reviews-Matilde_Bistrot-Rome_Lazio.html,d10744198,"  Vegetarian Friendly, Italian,   Vegan Options"
id_158,159,4.0,$$ - $$$,187.0,/Restaurant_Review-g274856-d6369030-Reviews-Petit_Appetit-Warsaw_Mazovia_Province_Central_Poland.html,d6369030,"  Vegetarian Friendly,   European"
id_1583,1586,4.0,$$ - $$$,14.0,/Restaurant_Review-g274707-d4769401-Reviews-Florentina_Boat_Hotel_Restaurace-Prague_Bohemia.html,d4769401,"European,   Czech"
id_159,160,4.5,$$ - $$$,264.0,/Restaurant_Review-g189180-d1027670-Reviews-Mendi-Porto_Porto_District_Northern_Portugal.html,d1027670,"  Vegetarian Friendly,   Asian, Indian"
id_1608,1610,4.0,NaN,9.0,/Restaurant_Review-g189400-d4591733-Reviews-Briciole_pizzabar-Athens_Attica.html,d4591733,"Pizza,   Italian"
id_1611,1612,4.0,$$ - $$$,621.0,/Restaurant_Review-g187791-d803842-Reviews-La_Locomotiva-Rome_Lazio.html,d803842,"  Seafood,   Gluten Free Options,   Pizza,   Vegetarian Friendly,   Mediterranean"
id_1615,1616,4.0,$$ - $$$,83.0,/Restaurant_Review-g187497-d10339269-Reviews-El_Porro_de_l_Avi_Tapas_and_Wines-Barcelona_Catalonia.html,d10339269,"  Vegan Options,   Vegetarian Friendly"
id_1619,1621,4.5,$$ - $$$,107.0,/Restaurant_Review-g187514-d3218566-Reviews-Pizza_Pazza-Madrid.html,d3218566,"  Pizza, Italian"
id_16199,16211,2.0,NaN,2.0,/Restaurant_Review-g186338-d5122657-Reviews-Diamond_Chicken_Pizza-London_England.html,d5122657,Other
id_16215,16227,2.0,$,11.0,/Restaurant_Review-g186338-d5667751-Reviews-Papa_Johns-London_England.html,d5667751,Pizza
id_163,164,4.5,$,99.0,/Restaurant_Review-g189852-d3478764-Reviews-Legumes-Stockholm.html,d3478764,"  Vegan Options,   Middle Eastern"
id_1639,1641,4.0,$,64.0,/Restaurant_Review-g187323-d6494498-Reviews-Berlin_Theke-Berlin.html,d6494498,"  Vegetarian Friendly,   European"
id_164,165,4.5,$$ - $$$,73.0,/Restaurant_Review-g187331-d6031001-Reviews-Dean_David_Fresh_to_Eat-Hamburg.html,d6031001,"  Vegetarian Friendly, Soups,   Healthy,   Vegan Options"
id_1646,1648,3.5,NaN,17.0,/Restaurant_Review-g189400-d3709334-Reviews-Nterlicatessen-Athens_Attica.html,d3709334,Other
id_1651,1652,4.5,NaN,2.0,/Restaurant_Review-g187265-d13279636-Reviews-L_autre_monde-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d13279636,Other
id_1651,1654,3.5,NaN,3.0,/Restaurant_Review-g806262-d11749991-Reviews-Mit_Lille_Kokken-Frederiksberg_Copenhagen_Zealand.html,d11749991,Other
id_1655,1657,5.0,$$$$,11.0,/Restaurant_Review-g187514-d13174390-Reviews-Machete_Restaurante-Madrid.html,d13174390,"  Asian,   South American"
id_1665,1667,3.5,NaN,8.0,/Restaurant_Review-g189400-d8627732-Reviews-Burger_chef-Athens_Attica.html,d8627732,Other
id_1672,1674,3.0,NaN,NaN,/Restaurant_Review-g189400-d11951673-Reviews-Melitis-Athens_Attica.html,d11951673,Other
id_1674,1679,4.0,$$ - $$$,26.0,/Restaurant_Review-g188590-d3610708-Reviews-Eetcafe_Le_Traffic-Amsterdam_North_Holland_Province.html,d3610708,"  International, Mediterranean"
id_1675,1676,4.0,$$ - $$$,41.0,/Restaurant_Review-g189158-d10170180-Reviews-EGGS_MORE_by_MEZ_CAIS-Lisbon_Lisbon_District_Central_Portugal.html,d10170180,"  Vegan Options,   Mexican,   Greek, Mediterranean"
id_1678,1680,3.0,NaN,NaN,/Restaurant_Review-g189400-d12883544-Reviews-To_Kafenedaki_tou_Kipou-Athens_Attica.html,d12883544,Other
id_1684,1688,3.0,NaN,8.0,/Restaurant_Review-g186605-d11958324-Reviews-Milano-Dublin_County_Dublin.html,d11958324,Other
id_1686,1687,4.5,$,38.0,/Restaurant_Review-g187791-d12538734-Reviews-Tepic_The_Taco_Kitchen-Rome_Lazio.html,d12538734,"  Vegan Options,   Latin,   Vegetarian Friendly"
id_1698,1699,4.5,$$ - $$$,135.0,/Restaurant_Review-g187147-d1069513-Reviews-Le_Perroquet_vert-Paris_Ile_de_France.html,d1069513,  European
id_1698,1700,4.0,$$ - $$$,19.0,/Restaurant_Review-g187323-d11888740-Reviews-Shiva-Berlin.html,d11888740,Vegetarian Friendly
id_17,18,4.5,$,281.0,/Restaurant_Review-g187791-d8516817-Reviews-LABottega_Pastificio_con_Cucina-Rome_Lazio.html,d8516817,"  Vegetarian Friendly,   Mediterranean, Italian"
id_1705,1706,4.0,NaN,6.0,/Restaurant_Review-g274887-d9747453-Reviews-Butifarring_Budapest-Budapest_Central_Hungary.html,d9747453,Other
id_1712,1713,4.0,NaN,6.0,/Restaurant_Review-g274887-d4556019-Reviews-Pegenini-Budapest_Central_Hungary.html,d4556019,Other
id_1714,1717,4.0,NaN,5.0,/Restaurant_Review-g187331-d1038938-Reviews-Hong_Kong-Hamburg.html,d1038938,Chinese
id_1716,1720,3.5,$,20.0,/Restaurant_Review-g186605-d3544710-Reviews-Eddie_Rockets-Dublin_County_Dublin.html,d3544710,Fast Food
id_1718,1725,2.5,$,18.0,/Restaurant_Review-g186525-d5425608-Reviews-New_Samuel_Chinese_Takeaway-Edinburgh_Scotland.html,d5425608,"  Fast Food,   Asian, Chinese"
id_1720,1722,4.0,$,50.0,/Restaurant_Review-g187849-d5808504-Reviews-Pizzeria_La_Costiera-Milan_Lombardy.html,d5808504,Italian
id_1721,1728,2.0,$$ - $$$,26.0,/Restaurant_Review-g186525-d11688138-Reviews-The_Beer_House-Edinburgh_Scotland.html,d11688138,"Pub,   Bar"
id_1722,1725,4.0,$$ - $$$,3.0,/Restaurant_Review-g187331-d12867794-Reviews-Tibet_Restaurant-Hamburg.html,d12867794,"Asian,   Tibetan,   Nepali"
id_173,174,4.0,$$ - $$$,142.0,/Restaurant_Review-g187331-d1340332-Reviews-Churrascaria_O_Frango-Hamburg.html,d1340332,"  Mediterranean, Seafood"
id_1745,1747,4.0,$$ - $$$,11.0,/Restaurant_Review-g189158-d13150829-Reviews-Tezero-Lisbon_Lisbon_District_Central_Portugal.html,d13150829,"  Contemporary, European"
id_1746,1760,4.0,$$ - $$$,55.0,/Restaurant_Review-g187309-d1912599-Reviews-Das_Restaurant_am_Stemmerhof-Munich_Upper_Bavaria_Bavaria.html,d1912599,"  Vegetarian Friendly,   Mediterranean,   Contemporary"
id_1748,1750,3.5,$,90.0,/Restaurant_Review-g187323-d6280580-Reviews-McDonald_s-Berlin.html,d6280580,"American,   Fast Food"
id_1751,1752,4.5,$$$$,114.0,/Restaurant_Review-g187147-d3327962-Reviews-La_Cour_Jardin-Paris_Ile_de_France.html,d3327962,"  Vegetarian Friendly, French"
id_1754,1755,4.0,$$ - $$$,382.0,/Restaurant_Review-g187791-d4930739-Reviews-Magnifica-Rome_Lazio.html,d4930739,"  Pizza,   Vegan Options,   Vegetarian Friendly"
id_1760,1761,4.5,$,86.0,/Restaurant_Review-g187147-d8384800-Reviews-Ob_La_Di-Paris_Ile_de_France.html,d8384800,  Vegan Options
id_1762,1764,3.5,NaN,6.0,/Restaurant_Review-g274856-d6673365-Reviews-Da_Grasso_Pizzeria-Warsaw_Mazovia_Province_Central_Poland.html,d6673365,"  Pizza, Italian"
id_1767,1769,4.0,$$ - $$$,25.0,/Restaurant_Review-g187849-d12927216-Reviews-Cacau_Temakeria-Milan_Lombardy.html,d12927216,"  Brazilian,   Vegetarian Friendly, Japanese"
id_1773,1778,4.5,$,11.0,/Restaurant_Review-g188590-d8734791-Reviews-Marmara-Amsterdam_North_Holland_Province.html,d8734791,Turkish
id_1776,1777,4.5,$,3.0,/Restaurant_Review-g188644-d11445075-Reviews-PRL_La_Pologne-Brussels.html,d11445075,"Polish,   European"
id_1780,1781,4.5,$,31.0,/Restaurant_Review-g187497-d10230660-Reviews-La_Pasticceria_di_Gracia-Barcelona_Catalonia.html,d10230660,Italian
id_1789,1791,4.0,$$ - $$$,35.0,/Restaurant_Review-g187514-d11978912-Reviews-Som_Thai_Restaurant-Madrid.html,d11978912,Thai
id_18,19,4.5,$$ - $$$,670.0,/Restaurant_Review-g186605-d6482548-Reviews-Brookwood-Dublin_County_Dublin.html,d6482548,"  European,   Vegetarian Friendly"
id_1808,1811,3.5,NaN,16.0,/Restaurant_Review-g187331-d5506292-Reviews-Balducci_Gastronomiegesellschaft-Hamburg.html,d5506292,Other
id_1811,1814,4.0,$$ - $$$,2.0,/Restaurant_Review-g187331-d10250368-Reviews-Kaffeeroster_Timm_GmbH-Hamburg.html,d10250368,"  Delicatessen,   German"
id_1815,1817,3.5,$$ - $$$,1067.0,/Restaurant_Review-g187323-d1119896-Reviews-Vapiano-Berlin.html,d1119896,"  Vegan Options,   Mediterranean"
id_182,183,4.0,$,825.0,/Restaurant_Review-g189158-d1852620-Reviews-Restaurante_Cabacas-Lisbon_Lisbon_District_Central_Portugal.html,d1852620,"  European, Steakhouse"
id_1820,1822,3.5,$,567.0,/Restaurant_Review-g187849-d1100325-Reviews-La_Magolfa-Milan_Lombardy.html,d1100325,"  Mediterranean,   Pizza"
id_1827,1828,4.0,$$ - $$$,274.0,/Restaurant_Review-g187791-d2374918-Reviews-Morrison_s-Rome_Lazio.html,d2374918,  Pub
id_1831,1832,4.5,$$ - $$$,111.0,/Restaurant_Review-g187147-d4212687-Reviews-Apulia-Paris_Ile_de_France.html,d4212687,"  Italian, Mediterranean,   Vegetarian Friendly"
id_1850,1853,5.0,NaN,3.0,/Restaurant_Review-g189158-d10734451-Reviews-Ponto_Azul-Lisbon_Lisbon_District_Central_Portugal.html,d10734451,Other
id_1856,1859,3.5,NaN,4.0,/Restaurant_Review-g187331-d2722599-Reviews-Black_Bean-Hamburg.html,d2722599,Cafe
id_1856,1871,4.0,NaN,23.0,/Restaurant_Review-g187309-d7211474-Reviews-Horst_Esskultur_Bar-Munich_Upper_Bavaria_Bavaria.html,d7211474,Other
id_1857,1858,4.0,NaN,2.0,/Restaurant_Review-g274887-d12359266-Reviews-Club_88-Budapest_Central_Hungary.html,d12359266,Other
id_1877,1878,4.0,NaN,NaN,/Restaurant_Review-g274887-d9752550-Reviews-Oxygen_Pizza-Budapest_Central_Hungary.html,d9752550,Other
id_1879,1882,4.0,$,33.0,/Restaurant_Review-g189158-d9739262-Reviews-Agua_no_Bico-Lisbon_Lisbon_District_Central_Portugal.html,d9739262,"  Gluten Free Options, Vegetarian Friendly"
id_1889,1890,4.5,$$ - $$$,24.0,/Restaurant_Review-g187497-d11679759-Reviews-Invers-Barcelona_Catalonia.html,d11679759,  Fusion
id_1897,1898,4.0,$$ - $$$,181.0,/Restaurant_Review-g187791-d1674503-Reviews-La_Romanina-Rome_Lazio.html,d1674503,"  Mediterranean,   Pizza"
id_1903,1904,4.0,NaN,5.0,/Restaurant_Review-g1080938-d4191913-Reviews-Le_Venezia-Decines_Charpieu_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d4191913,Italian
id_1905,1906,4.0,$$ - $$$,250.0,/Restaurant_Review-g187497-d8602690-Reviews-Osties_Pedrin-Barcelona_Catalonia.html,d8602690,"Mediterranean,   Spanish,   European"
id_1907,1912,2.5,NaN,9.0,/Restaurant_Review-g189541-d5408595-Reviews-China-Copenhagen_Zealand.html,d5408595,"  Fast Food, Chinese"
id_191,192,4.0,$$ - $$$,53.0,/Restaurant_Review-g190479-d3385038-Reviews-Eufemia_Bar-Oslo_Eastern_Norway.html,d3385038,"Bar,   Pub,   European"
id_1921,1922,4.0,$$ - $$$,94.0,/Restaurant_Review-g187497-d8661176-Reviews-El_Catala-Barcelona_Catalonia.html,d8661176,  Spanish
id_1925,1927,4.0,$,42.0,/Restaurant_Review-g187323-d4748988-Reviews-Zia_Maria-Berlin.html,d4748988,"  European,   Contemporary"
id_194,195,4.0,$$ - $$$,143.0,/Restaurant_Review-g274856-d779167-Reviews-Babooshka-Warsaw_Mazovia_Province_Central_Poland.html,d779167,"  Vegetarian Friendly,   Eastern European"
id_194,196,4.0,$$ - $$$,106.0,/Restaurant_Review-g187309-d4818393-Reviews-Konigin_43-Munich_Upper_Bavaria_Bavaria.html,d4818393,"Cafe,   Gluten Free Options,   European"
id_1940,1941,3.0,$$ - $$$,354.0,/Restaurant_Review-g1166685-d1324029-Reviews-Amarine_Saint_Priest-Saint_Priest_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1324029,"  French,   Seafood"
id_1941,1943,4.0,NaN,47.0,/Restaurant_Review-g187849-d10701333-Reviews-Koi_Japanese_Restaurant-Milan_Lombardy.html,d10701333,Other
id_1945,1947,4.0,NaN,5.0,/Restaurant_Review-g190454-d12556149-Reviews-Ra_mien-Vienna.html,d12556149,Other
id_1952,1953,3.5,$$ - $$$,39.0,/Restaurant_Review-g274887-d12410110-Reviews-Grand_Cafe-Budapest_Central_Hungary.html,d12410110,"  Vegetarian Friendly, Cafe"
id_1968,1970,4.0,$$ - $$$,39.0,/Restaurant_Review-g190454-d7920021-Reviews-Operncafe-Vienna.html,d7920021,Cafe
id_197,198,4.0,$$ - $$$,370.0,/Restaurant_Review-g187265-d918784-Reviews-L_Atelier_d_Yvonne-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d918784,"French,   European"
id_197,198,4.5,$$ - $$$,6.0,/Restaurant_Review-g274924-d13203526-Reviews-Blue_Bear_Restaurant_Bar-Bratislava_Bratislava_Region.html,d13203526,"American,   International"
id_1976,1977,4.0,$$ - $$$,345.0,/Restaurant_Review-g187147-d807906-Reviews-Le_Plomb_du_Cantal-Paris_Ile_de_France.html,d807906,  European
id_198,200,4.0,$$$$,211.0,/Restaurant_Review-g188113-d797737-Reviews-Conti-Zurich.html,d797737,"Italian,   Mediterranean,   European"
id_1981,1982,3.5,NaN,8.0,/Restaurant_Review-g274887-d10073699-Reviews-Fozelekfalo_Food_Bar-Budapest_Central_Hungary.html,d10073699,Other
id_1986,1989,5.0,NaN,NaN,/Restaurant_Review-g274707-d4768291-Reviews-Restaurace_U_Divadla-Prague_Bohemia.html,d4768291,"  Czech, European"
id_1989,2005,4.0,NaN,15.0,/Restaurant_Review-g187309-d1820729-Reviews-La_Villetta-Munich_Upper_Bavaria_Bavaria.html,d1820729,Other
id_199,200,4.0,$$ - $$$,145.0,/Restaurant_Review-g190356-d3675106-Reviews-AQUA_Restaurant-Luxembourg_City.html,d3675106,European
id_1994,2010,3.5,$,50.0,/Restaurant_Review-g187309-d2517446-Reviews-Dean_David-Munich_Upper_Bavaria_Bavaria.html,d2517446,"  Vegan Options,   Vegetarian Friendly, Fast Food"
id_20,21,4.5,$$$$,956.0,/Restaurant_Review-g274887-d696038-Reviews-KOLLAZS_Brasserie_Bar-Budapest_Central_Hungary.html,d696038,"  Vegan Options,   Vegetarian Friendly,   Gluten Free Options,   Hungarian,   Central European"
id_2016,2032,4.0,NaN,5.0,/Restaurant_Review-g187309-d5818174-Reviews-Konditorei_Cafe_Mische-Munich_Upper_Bavaria_Bavaria.html,d5818174,Other
id_2024,2025,4.5,$$ - $$$,93.0,/Restaurant_Review-g187147-d780204-Reviews-Charonne_Cafe-Paris_Ile_de_France.html,d780204,"Bar,   French,   European"
id_2040,2042,3.5,$$ - $$$,339.0,/Restaurant_Review-g187514-d1109944-Reviews-Samm-Madrid.html,d1109944,  Spanish
id_2041,2043,3.5,$$ - $$$,172.0,/Restaurant_Review-g187514-d6868018-Reviews-El_Pescador-Madrid.html,d6868018,"  Spanish,   Vegetarian Friendly"
id_2042,2045,3.5,NaN,2.0,/Restaurant_Review-g189852-d5936523-Reviews-Pub_Diset-Stockholm.html,d5936523,Pub
id_2044,2045,3.5,NaN,5.0,/Restaurant_Review-g274887-d10498197-Reviews-Pizza_Escobar-Budapest_Central_Hungary.html,d10498197,Italian
id_2045,2047,4.5,$$ - $$$,20.0,/Restaurant_Review-g187514-d10302313-Reviews-Pizzeria_La_Margaritena-Madrid.html,d10302313,"  Mexican, Italian,   Venezuelan"
id_2047,2050,5.0,$$ - $$$,NaN,/Restaurant_Review-g274707-d12243659-Reviews-Teodoro_ristorant_caffe-Prague_Bohemia.html,d12243659,  Mediterranean
id_205,206,4.5,$$ - $$$,613.0,/Restaurant_Review-g187497-d3499028-Reviews-Caravelle-Barcelona_Catalonia.html,d3499028,"  Vegan Options, Brew Pub,   Gluten Free Options,   International,   Vegetarian Friendly"
id_2055,2060,4.5,NaN,8.0,/Restaurant_Review-g188590-d10488130-Reviews-Viet_View-Amsterdam_North_Holland_Province.html,d10488130,Other
id_206,207,4.5,$$ - $$$,55.0,/Restaurant_Review-g190454-d10395526-Reviews-DiningRuhm-Vienna.html,d10395526,"  Vegetarian Friendly,   Asian,   International,   Vegan Options, Japanese"
id_2068,2069,4.0,$$ - $$$,112.0,/Restaurant_Review-g187497-d797017-Reviews-Brasseria_Gallega-Barcelona_Catalonia.html,d797017,"Seafood,   Spanish,   Mediterranean"
id_2073,2074,4.0,$$ - $$$,128.0,/Restaurant_Review-g187147-d1048529-Reviews-Le_Cafe_Parisien-Paris_Ile_de_France.html,d1048529,"  European, French,   Pub"
id_2074,2077,5.0,NaN,NaN,/Restaurant_Review-g274707-d7124393-Reviews-Sen-Prague_Bohemia.html,d7124393,Vietnamese
id_2074,2079,4.5,NaN,5.0,/Restaurant_Review-g188590-d11909263-Reviews-Eetwinkel_Zwaan_II-Amsterdam_North_Holland_Province.html,d11909263,Other
id_2089,2091,4.5,$$ - $$$,103.0,/Restaurant_Review-g187849-d2701946-Reviews-Lo_Scarabeo-Milan_Lombardy.html,d2701946,"  Seafood,   Mediterranean"
id_2098,2099,4.0,$,41.0,/Restaurant_Review-g187497-d7952588-Reviews-Mescladis-Barcelona_Catalonia.html,d7952588,"  Vegetarian Friendly, Cafe"
id_2108,2109,3.5,NaN,2.0,/Restaurant_Review-g274887-d11616946-Reviews-Pajtas_Onkiszolgalo_Etterem-Budapest_Central_Hungary.html,d11616946,Other
id_211,212,4.5,$$ - $$$,773.0,/Restaurant_Review-g187497-d2470800-Reviews-B_Burger-Barcelona_Catalonia.html,d2470800,"  Vegetarian Friendly, American,   Contemporary"
id_2111,2112,4.0,$$ - $$$,121.0,/Restaurant_Review-g187147-d695083-Reviews-Apollon-Paris_Ile_de_France.html,d695083,"Mediterranean,   Vegan Options,   Vegetarian Friendly"
id_213,214,4.5,$,100.0,/Restaurant_Review-g189934-d784491-Reviews-Soppakeittio_Tapaste_oy-Helsinki_Uusimaa.html,d784491,Soups
id_2137,2140,5.0,NaN,2.0,/Restaurant_Review-g189158-d3193915-Reviews-A_pestiqueria_da_estrela-Lisbon_Lisbon_District_Central_Portugal.html,d3193915,  Portuguese
id_214,215,4.0,$$ - $$$,1774.0,/Restaurant_Review-g186605-d4236147-Reviews-Oliver_Saint_John_Gogarty-Dublin_County_Dublin.html,d4236147,"  Soups,   British,   European,   Bar"
id_214,215,4.0,$$$$,1613.0,/Restaurant_Review-g187849-d5264429-Reviews-Ceresio_7_Pools_Restaurant-Milan_Lombardy.html,d5264429,"  Vegetarian Friendly,   Gluten Free Options,   Vegan Options, Italian"
id_2155,2156,3.5,NaN,20.0,/Restaurant_Review-g187265-d1324782-Reviews-La_Croissanterie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1324782,Other
id_216,217,4.5,$$ - $$$,125.0,/Restaurant_Review-g189541-d8121703-Reviews-Stempel_Bar_Kitchen-Copenhagen_Zealand.html,d8121703,"  Vegan Options,   Cafe,   Vegetarian Friendly, Bar,   European"
id_2171,2172,3.0,$,52.0,/Restaurant_Review-g661468-d4098079-Reviews-Courte_Paille-Ecully_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d4098079,Steakhouse
id_2171,2173,3.5,$$ - $$$,130.0,/Restaurant_Review-g187323-d1359957-Reviews-Speisekombinat-Berlin.html,d1359957,"  European,   Grill,   German,   Vegetarian Friendly, Mediterranean,   Italian"
id_2173,2175,4.0,$$ - $$$,33.0,/Restaurant_Review-g187514-d8811850-Reviews-Quinta_La_Candela-Madrid.html,d8811850,Spanish
id_2177,2180,3.5,$$ - $$$,110.0,/Restaurant_Review-g189158-d7247750-Reviews-Marisqueira_Azul-Lisbon_Lisbon_District_Central_Portugal.html,d7247750,"Seafood,   Portuguese,   Mediterranean"
id_2188,2192,3.5,NaN,4.0,/Restaurant_Review-g187331-d4553147-Reviews-Molly_Malone-Hamburg.html,d4553147,Other
id_2224,2225,4.5,$$ - $$$,140.0,/Restaurant_Review-g187147-d782237-Reviews-Le_porte_pot-Paris_Ile_de_France.html,d782237,"  Wine Bar, French"
id_2228,2233,4.0,$$ - $$$,11.0,/Restaurant_Review-g274707-d10412920-Reviews-Caffe_Mio-Prague_Bohemia.html,d10412920,Cafe
id_2233,2236,3.0,NaN,21.0,/Restaurant_Review-g189852-d10769792-Reviews-Americain-Stockholm.html,d10769792,Other
id_2243,2247,3.0,$$ - $$$,86.0,/Restaurant_Review-g189852-d1043439-Reviews-Soap_Bar-Stockholm.html,d1043439,  Scandinavian
id_2256,2261,4.5,$$ - $$$,273.0,/Restaurant_Review-g186338-d3253550-Reviews-That_s_Amore-London_England.html,d3253550,"  Vegan Options,   Pizza,   Gluten Free Options"
id_2259,2261,4.5,NaN,3.0,/Restaurant_Review-g190454-d7097810-Reviews-Eiscafe_Renzo-Vienna.html,d7097810,Other
id_2265,2269,3.5,NaN,6.0,/Restaurant_Review-g189852-d5972350-Reviews-Sushi_by_Kyoto-Stockholm.html,d5972350,Sushi
id_2273,2274,4.0,$$ - $$$,157.0,/Restaurant_Review-g187147-d1019904-Reviews-L_Orient_d_Or-Paris_Ile_de_France.html,d1019904,Chinese
id_2273,2275,4.5,NaN,2.0,/Restaurant_Review-g190454-d11903856-Reviews-Gasthaus_Hausmannskost-Vienna.html,d11903856,Other
id_2288,2289,3.5,NaN,3.0,/Restaurant_Review-g1080938-d10533412-Reviews-Mevlana_Restaurant-Decines_Charpieu_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d10533412,Other
id_229,230,4.0,$$ - $$$,47.0,/Restaurant_Review-g189934-d4476199-Reviews-Cafe_Bar_Valimo-Helsinki_Uusimaa.html,d4476199,"  European,   Vegetarian Friendly"
id_230,231,4.0,$$ - $$$,352.0,/Restaurant_Review-g189180-d4007924-Reviews-KYOTO_na_Baixa-Porto_Porto_District_Northern_Portugal.html,d4007924,"  Asian,   Gluten Free Options"
id_2309,2311,3.5,$$ - $$$,307.0,/Restaurant_Review-g187514-d1172837-Reviews-El_Madrono-Madrid.html,d1172837,"  Spanish, Mediterranean"
id_2355,2356,4.5,$$$$,15.0,/Restaurant_Review-g187497-d12254437-Reviews-Atempo_Restaurant-Barcelona_Catalonia.html,d12254437,"  European, Mediterranean,   Contemporary,   Diner,   Fusion"
id_2356,2358,4.5,$,19.0,/Restaurant_Review-g187323-d4342126-Reviews-Destille-Berlin.html,d4342126,German
id_2361,2362,4.0,$$ - $$$,23.0,/Restaurant_Review-g1136493-d4506544-Reviews-Azul-Ixelles_Brussels.html,d4506544,Spanish
id_237,238,4.5,$$ - $$$,154.0,/Restaurant_Review-g189852-d1496204-Reviews-Proviant_Ostermalm-Stockholm.html,d1496204,"Swedish,   Scandinavian,   Vegetarian Friendly"
id_2387,2392,4.5,NaN,3.0,/Restaurant_Review-g274707-d1971797-Reviews-Piano_Terra-Prague_Bohemia.html,d1971797,"European,   Czech"
id_239,240,4.5,$,62.0,/Restaurant_Review-g189400-d6513977-Reviews-Streetwok-Athens_Attica.html,d6513977,  Asian
id_2393,2394,4.0,$$ - $$$,142.0,/Restaurant_Review-g187147-d1071288-Reviews-Quedubon-Paris_Ile_de_France.html,d1071288,"French,   European"
id_2406,2408,4.0,$$ - $$$,184.0,/Restaurant_Review-g187849-d813925-Reviews-La_Villetta-Milan_Lombardy.html,d813925,"  Seafood, Italian"
id_241,243,4.5,$$ - $$$,152.0,/Restaurant_Review-g187309-d1178760-Reviews-Wirtshaus_Kurgarten-Munich_Upper_Bavaria_Bavaria.html,d1178760,"  Vegetarian Friendly, German"
id_2410,2413,4.0,NaN,2.0,/Restaurant_Review-g189158-d3393987-Reviews-Coffe_House-Lisbon_Lisbon_District_Central_Portugal.html,d3393987,  Portuguese
id_2423,2424,3.5,$$ - $$$,481.0,/Restaurant_Review-g187791-d5504724-Reviews-Ristorante_Est_Est_Est-Rome_Lazio.html,d5504724,"Italian,   Pizza,   Mediterranean,   Delicatessen"
id_2427,2428,4.5,$,69.0,/Restaurant_Review-g187791-d5263694-Reviews-Pizza_Mix-Rome_Lazio.html,d5263694,Italian
id_2434,2435,3.0,NaN,4.0,/Restaurant_Review-g187265-d3543959-Reviews-Vietnam_City-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d3543959,Vietnamese
id_245,246,4.0,$$ - $$$,92.0,/Restaurant_Review-g189852-d8774485-Reviews-STHLM_Brunch_Club-Stockholm.html,d8774485,"  Cafe,   Vegan Options, British,   European"
id_2458,2464,4.5,$$ - $$$,12.0,/Restaurant_Review-g188590-d3671977-Reviews-Sane-Amsterdam_North_Holland_Province.html,d3671977,Cafe
id_246,247,4.5,$$ - $$$,537.0,/Restaurant_Review-g187791-d6988362-Reviews-Ristorante_A_Maidda-Rome_Lazio.html,d6988362,"  Mediterranean,   Seafood"
id_2460,2462,3.5,$,170.0,/Restaurant_Review-g187849-d3738693-Reviews-Miyoshi-Milan_Lombardy.html,d3738693,Japanese
id_2468,2470,4.0,NaN,20.0,/Restaurant_Review-g187514-d10398981-Reviews-Mamavaca-Madrid.html,d10398981,Other
id_2469,2470,4.0,NaN,7.0,/Restaurant_Review-g188644-d8073030-Reviews-Le_Dolores-Brussels.html,d8073030,Other
id_2473,2474,4.5,$,102.0,/Restaurant_Review-g187791-d7707930-Reviews-Convivium-Rome_Lazio.html,d7707930,Pizza
id_2476,2477,5.0,$,17.0,/Restaurant_Review-g187497-d10445344-Reviews-Merenda_Sinoira-Barcelona_Catalonia.html,d10445344,  Street Food
id_2484,2486,4.0,$$ - $$$,55.0,/Restaurant_Review-g187514-d6701548-Reviews-Taberna_de_Paula-Madrid.html,d6701548,"Mediterranean,   Spanish"
id_249,250,3.5,$$ - $$$,101.0,/Restaurant_Review-g274873-d4068550-Reviews-Taverna_Tatjana-Ljubljana_Upper_Carniola_Region.html,d4068550,"Seafood,   Vegetarian Friendly"
id_2491,2492,4.0,$,69.0,/Restaurant_Review-g187791-d10242690-Reviews-Tiramisu_Roma_Trastevere-Rome_Lazio.html,d10242690,Italian
id_2502,2503,4.5,$$ - $$$,138.0,/Restaurant_Review-g187791-d795704-Reviews-Om-Rome_Lazio.html,d795704,"  Vegetarian Friendly, Indian"
id_2512,2514,3.5,$$ - $$$,65.0,/Restaurant_Review-g190454-d947018-Reviews-En-Vienna.html,d947018,  Asian
id_252,253,4.0,NaN,10.0,/Restaurant_Review-g274924-d12111665-Reviews-Vespa_Caffeterria-Bratislava_Bratislava_Region.html,d12111665,Other
