Restaurant_id,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,URL_TA,ID_TA
id_615,  Grill,616,5.0,$$ - $$$,16.0,/Restaurant_Review-g187331-d10302492-Reviews-Hansekai-Hamburg.html,d10302492
id_4780,  Asian,4781,5.0,$,3.0,/Restaurant_Review-g187791-d12842559-Reviews-Boba_Bar-Rome_Lazio.html,d12842559
id_1539,  European,1540,4.5,$$ - $$$,4.0,/Restaurant_Review-g188644-d13206789-Reviews-Atrio_Restaurant_Bar_Terrace-Brussels.html,d13206789
id_4618,Other,4621,4.0,NaN,NaN,/Restaurant_Review-g187849-d8339930-Reviews-City-Milan_Lombardy.html,d8339930
id_344,  Mediterranean,345,4.0,$$ - $$$,732.0,/Restaurant_Review-g187849-d2648160-Reviews-Pizzeria_di_Porta_Garibaldi-Milan_Lombardy.html,d2648160
id_15646,Other,15658,2.5,NaN,3.0,/Restaurant_Review-g186338-d5440481-Reviews-Unity_Kitchen-London_England.html,d5440481
id_7608,International,7615,3.0,$$ - $$$,27.0,/Restaurant_Review-g187514-d3853544-Reviews-Embassy-Madrid.html,d3853544
id_173,  Mediterranean,174,4.0,$$ - $$$,142.0,/Restaurant_Review-g187331-d1340332-Reviews-Churrascaria_O_Frango-Hamburg.html,d1340332
id_311,  Vegetarian Friendly,312,4.5,$$ - $$$,34.0,/Restaurant_Review-g274856-d9863670-Reviews-Edamame_Vegan_Sushi-Warsaw_Mazovia_Province_Central_Poland.html,d9863670
id_3287,Italian,3288,4.5,$,44.0,/Restaurant_Review-g187791-d9710052-Reviews-Crunch-Rome_Lazio.html,d9710052
id_792,  Gluten Free Options,793,4.0,$$ - $$$,381.0,/Restaurant_Review-g186338-d8419110-Reviews-Granger_Co-London_England.html,d8419110
id_639,  European,640,4.0,$$ - $$$,93.0,/Restaurant_Review-g274887-d1489269-Reviews-Pantlika_Bistro-Budapest_Central_Hungary.html,d1489269
id_4526,  European,4527,3.5,$$ - $$$,154.0,/Restaurant_Review-g187147-d952068-Reviews-Le_Cafe_De_Pauline-Paris_Ile_de_France.html,d952068
id_483,  Vegetarian Friendly,484,4.5,$$ - $$$,166.0,/Restaurant_Review-g187514-d7310999-Reviews-Taberna_CocinArte-Madrid.html,d7310999
id_12287,Other,12289,3.0,NaN,8.0,/Restaurant_Review-g187147-d11666969-Reviews-Institut_De_Bonte-Paris_Ile_de_France.html,d11666969
id_4230,  American,4231,4.0,$$ - $$$,45.0,/Restaurant_Review-g187147-d10841012-Reviews-The_Canadian_Embassy_Pub-Paris_Ile_de_France.html,d10841012
id_2137,  Portuguese,2140,5.0,NaN,2.0,/Restaurant_Review-g189158-d3193915-Reviews-A_pestiqueria_da_estrela-Lisbon_Lisbon_District_Central_Portugal.html,d3193915
id_205,Brew Pub,206,4.5,$$ - $$$,613.0,/Restaurant_Review-g187497-d3499028-Reviews-Caravelle-Barcelona_Catalonia.html,d3499028
id_773,  Gluten Free Options,775,4.0,$$ - $$$,138.0,/Restaurant_Review-g188590-d2478316-Reviews-Pekelhaaring-Amsterdam_North_Holland_Province.html,d2478316
id_130,  British,131,4.5,$$ - $$$,448.0,/Restaurant_Review-g186525-d752894-Reviews-The_Cambridge_Bar-Edinburgh_Scotland.html,d752894
id_2961,German,2963,3.5,$$ - $$$,59.0,/Restaurant_Review-g187323-d5822584-Reviews-Ungeheuer_Neukolln-Berlin.html,d5822584
id_1167,  Gastropub,1168,4.0,$$ - $$$,26.0,/Restaurant_Review-g188644-d11962971-Reviews-Vertigo-Brussels.html,d11962971
id_11272,International,11282,4.5,NaN,3.0,/Restaurant_Review-g186338-d7311463-Reviews-Kitchen-London_England.html,d7311463
id_1441,  Middle Eastern,1442,5.0,$$ - $$$,49.0,/Restaurant_Review-g187147-d12947099-Reviews-Mayfair_Garden_champs_elysees-Paris_Ile_de_France.html,d12947099
id_547,  Vegetarian Friendly,548,4.0,$$ - $$$,554.0,/Restaurant_Review-g187849-d4353632-Reviews-Kanji_EVO-Milan_Lombardy.html,d4353632
id_3649,  Central European,3658,3.5,$$ - $$$,19.0,/Restaurant_Review-g274707-d5942142-Reviews-U_MACHTU_s_r_o-Prague_Bohemia.html,d5942142
id_4452,  Bar,4453,4.0,$$ - $$$,171.0,/Restaurant_Review-g187791-d7995957-Reviews-VINO_e_FOCACCIA-Rome_Lazio.html,d7995957
id_550,  European,551,4.0,$$ - $$$,118.0,/Restaurant_Review-g186605-d3153451-Reviews-Beckett_Bull-Dublin_County_Dublin.html,d3153451
id_1461,  Vegetarian Friendly,1463,3.5,$,283.0,/Restaurant_Review-g187849-d2589168-Reviews-Kyo_Fusion_Restaurant-Milan_Lombardy.html,d2589168
id_528,Asian,529,4.0,$$ - $$$,97.0,/Restaurant_Review-g187323-d7905491-Reviews-Bun_Bao-Berlin.html,d7905491
id_56,Irish,57,4.5,$$ - $$$,3491.0,/Restaurant_Review-g186605-d1884058-Reviews-The_Brazen_Head-Dublin_County_Dublin.html,d1884058
id_52,  Gluten Free Options,53,4.5,$$ - $$$,1820.0,/Restaurant_Review-g186605-d2259146-Reviews-Matt_The_Thresher-Dublin_County_Dublin.html,d2259146
id_30,  European,31,4.5,$$$$,142.0,/Restaurant_Review-g1096098-d2618233-Reviews-Cafe_de_la_Place-Plan_Les_Ouates_Geneva.html,d2618233
id_3233,  Mediterranean,3234,3.5,$$ - $$$,209.0,/Restaurant_Review-g187791-d11998026-Reviews-Ercoli_Parioli-Rome_Lazio.html,d11998026
id_12045,Caribbean,12055,4.0,$$ - $$$,2.0,/Restaurant_Review-g186338-d8635738-Reviews-The_Golden_Anchor_Public_House-London_England.html,d8635738
id_1539,  Pub,1541,3.5,$$ - $$$,8.0,/Restaurant_Review-g189852-d12516525-Reviews-Pitcher_s_Stockholm-Stockholm.html,d12516525
id_5889,  British,5898,4.0,$$ - $$$,41.0,/Restaurant_Review-g186338-d6826426-Reviews-Piccalilli_Caff-London_England.html,d6826426
id_317,Mediterranean,318,4.5,$$ - $$$,372.0,/Restaurant_Review-g189158-d1224146-Reviews-O_Beco-Lisbon_Lisbon_District_Central_Portugal.html,d1224146
id_4481,  Mediterranean,4484,3.0,$$ - $$$,1063.0,/Restaurant_Review-g187849-d2204143-Reviews-Fratelli_La_Bufala_San_Babila_Milano-Milan_Lombardy.html,d2204143
id_8166,Other,8175,5.0,NaN,3.0,/Restaurant_Review-g186338-d12709936-Reviews-Milletti_s_Cafe-London_England.html,d12709936
id_17,  Mediterranean,18,4.5,$,281.0,/Restaurant_Review-g187791-d8516817-Reviews-LABottega_Pastificio_con_Cucina-Rome_Lazio.html,d8516817
id_1300,  European,1301,4.5,$,32.0,/Restaurant_Review-g189158-d8008981-Reviews-Pastelaria_Pomarense-Lisbon_Lisbon_District_Central_Portugal.html,d8008981
id_8453,Bar,8455,4.5,$$ - $$$,11.0,/Restaurant_Review-g187147-d8090662-Reviews-La_cave_signature-Paris_Ile_de_France.html,d8090662
id_1466,  Turkish,1467,4.0,$$ - $$$,21.0,/Restaurant_Review-g190454-d2632522-Reviews-Cafe_Berfin-Vienna.html,d2632522
id_241,German,243,4.5,$$ - $$$,152.0,/Restaurant_Review-g187309-d1178760-Reviews-Wirtshaus_Kurgarten-Munich_Upper_Bavaria_Bavaria.html,d1178760
id_4209,Italian,4210,4.0,$,55.0,/Restaurant_Review-g187791-d8020681-Reviews-Quadro_Pizzetterie-Rome_Lazio.html,d8020681
id_6720,Mediterranean,6723,3.5,$$ - $$$,2.0,/Restaurant_Review-g187514-d4093995-Reviews-Cuper-Madrid.html,d4093995
id_5055,Other,5058,3.5,NaN,4.0,/Restaurant_Review-g187849-d6278406-Reviews-Bicos_Cafe-Milan_Lombardy.html,d6278406
id_7011,  Bar,7012,3.0,$$ - $$$,83.0,/Restaurant_Review-g187497-d3692741-Reviews-Tapas_Beer-Barcelona_Catalonia.html,d3692741
id_4110,Spanish,4112,5.0,NaN,2.0,/Restaurant_Review-g187514-d4600226-Reviews-Cafeteria_Teresa-Madrid.html,d4600226
id_7183,  Mediterranean,7184,3.5,$,115.0,/Restaurant_Review-g187147-d1013511-Reviews-L_abribus-Paris_Ile_de_France.html,d1013511
id_2946,Other,2948,4.0,NaN,6.0,/Restaurant_Review-g190454-d8319709-Reviews-Gavaz-Vienna.html,d8319709
id_1398,Other,1405,1.5,NaN,2.0,/Restaurant_Review-g188057-d12414220-Reviews-Restaurant_de_la_Queue_d_Arve-Geneva.html,d12414220
id_5257,  Vietnamese,5259,4.0,NaN,3.0,/Restaurant_Review-g187323-d10266473-Reviews-Akira_Sushi_Streetfood-Berlin.html,d10266473
id_713,  Contemporary,714,3.5,$$ - $$$,750.0,/Restaurant_Review-g189158-d2084827-Reviews-Aura_Restaurante-Lisbon_Lisbon_District_Central_Portugal.html,d2084827
id_158,  Vegetarian Friendly,159,4.0,$$ - $$$,187.0,/Restaurant_Review-g274856-d6369030-Reviews-Petit_Appetit-Warsaw_Mazovia_Province_Central_Poland.html,d6369030
id_2111,Mediterranean,2112,4.0,$$ - $$$,121.0,/Restaurant_Review-g187147-d695083-Reviews-Apollon-Paris_Ile_de_France.html,d695083
id_11407,Other,11417,4.5,NaN,3.0,/Restaurant_Review-g186338-d10109314-Reviews-Heathrow_Restaurant-London_England.html,d10109314
id_173,Seafood,174,4.0,$$ - $$$,142.0,/Restaurant_Review-g187331-d1340332-Reviews-Churrascaria_O_Frango-Hamburg.html,d1340332
id_342,American,343,4.5,$$ - $$$,72.0,/Restaurant_Review-g189180-d9741389-Reviews-Boulevard_Burger_House-Porto_Porto_District_Northern_Portugal.html,d9741389
id_2387,  Czech,2392,4.5,NaN,3.0,/Restaurant_Review-g274707-d1971797-Reviews-Piano_Terra-Prague_Bohemia.html,d1971797
id_86,  Contemporary,87,4.5,$$ - $$$,1256.0,/Restaurant_Review-g274887-d779921-Reviews-Klassz-Budapest_Central_Hungary.html,d779921
id_2858,  Mediterranean,2863,4.0,$$ - $$$,459.0,/Restaurant_Review-g186338-d4052905-Reviews-Cucina_Asellina-London_England.html,d4052905
id_8811,American,8820,3.5,$$ - $$$,31.0,/Restaurant_Review-g186338-d4268309-Reviews-Off_Broadway-London_England.html,d4268309
id_3896,American,3897,4.0,$$ - $$$,13.0,/Restaurant_Review-g187497-d13162505-Reviews-Mandoca-Barcelona_Catalonia.html,d13162505
id_2427,Italian,2428,4.5,$,69.0,/Restaurant_Review-g187791-d5263694-Reviews-Pizza_Mix-Rome_Lazio.html,d5263694
id_2273,Other,2275,4.5,NaN,2.0,/Restaurant_Review-g190454-d11903856-Reviews-Gasthaus_Hausmannskost-Vienna.html,d11903856
id_1651,Other,1654,3.5,NaN,3.0,/Restaurant_Review-g806262-d11749991-Reviews-Mit_Lille_Kokken-Frederiksberg_Copenhagen_Zealand.html,d11749991
id_319,Asian,320,4.0,$,37.0,/Restaurant_Review-g274856-d10474731-Reviews-To_To_Pho-Warsaw_Mazovia_Province_Central_Poland.html,d10474731
id_3038,  Portuguese,3041,3.5,$$ - $$$,15.0,/Restaurant_Review-g189158-d4225439-Reviews-Painel_Grill-Lisbon_Lisbon_District_Central_Portugal.html,d4225439
id_6114,Other,6117,4.0,NaN,5.0,/Restaurant_Review-g187514-d5795989-Reviews-Asturias-Madrid.html,d5795989
id_2098,  Vegetarian Friendly,2099,4.0,$,41.0,/Restaurant_Review-g187497-d7952588-Reviews-Mescladis-Barcelona_Catalonia.html,d7952588
id_7608,  Spanish,7615,3.0,$$ - $$$,27.0,/Restaurant_Review-g187514-d3853544-Reviews-Embassy-Madrid.html,d3853544
id_111,  Vegetarian Friendly,112,4.5,$$ - $$$,1951.0,/Restaurant_Review-g186525-d1186842-Reviews-The_World_s_End-Edinburgh_Scotland.html,d1186842
id_3365,  Wine Bar,3366,5.0,$$ - $$$,18.0,/Restaurant_Review-g187147-d10737035-Reviews-Pignon-Paris_Ile_de_France.html,d10737035
id_1010,  Thai,1012,3.5,$$ - $$$,440.0,/Restaurant_Review-g187323-d1507237-Reviews-Coa_Asian_Food_Drinks-Berlin.html,d1507237
id_2040,  Spanish,2042,3.5,$$ - $$$,339.0,/Restaurant_Review-g187514-d1109944-Reviews-Samm-Madrid.html,d1109944
id_4367,  Gluten Free Options,4374,4.5,$$ - $$$,87.0,/Restaurant_Review-g186338-d6206971-Reviews-The_White_Hart_Pub_Steakhouse-London_England.html,d6206971
id_4406,  Cafe,4409,4.5,NaN,3.0,/Restaurant_Review-g187849-d4593810-Reviews-Bar_Tabacchi_Punto_3-Milan_Lombardy.html,d4593810
id_1280,Other,1281,4.5,NaN,2.0,/Restaurant_Review-g189852-d12949592-Reviews-Gandhi_Grondal-Stockholm.html,d12949592
id_9835,  Vegetarian Friendly,9837,3.5,$,71.0,/Restaurant_Review-g187147-d813958-Reviews-Le_baron-Paris_Ile_de_France.html,d813958
id_2664,  Mediterranean,2666,4.0,$$ - $$$,32.0,/Restaurant_Review-g187323-d2208132-Reviews-Il_Mondo-Berlin.html,d2208132
id_4549,Other,4550,4.5,NaN,5.0,/Restaurant_Review-g187791-d12997561-Reviews-Hosteria_Scalella-Rome_Lazio.html,d12997561
id_1760,  Vegan Options,1761,4.5,$,86.0,/Restaurant_Review-g187147-d8384800-Reviews-Ob_La_Di-Paris_Ile_de_France.html,d8384800
id_3054,Portuguese,3057,4.0,$$ - $$$,13.0,/Restaurant_Review-g189158-d8362416-Reviews-Aromas_Sabores-Lisbon_Lisbon_District_Central_Portugal.html,d8362416
id_7359,  Fast Food,7368,4.5,$,17.0,/Restaurant_Review-g186338-d8017581-Reviews-Lee_Fish_Bar-London_England.html,d8017581
id_1583,European,1586,4.0,$$ - $$$,14.0,/Restaurant_Review-g274707-d4769401-Reviews-Florentina_Boat_Hotel_Restaurace-Prague_Bohemia.html,d4769401
id_3233,  Gluten Free Options,3234,3.5,$$ - $$$,209.0,/Restaurant_Review-g187791-d11998026-Reviews-Ercoli_Parioli-Rome_Lazio.html,d11998026
id_5013,  Vietnamese,5014,4.0,$$$$,116.0,/Restaurant_Review-g187147-d719923-Reviews-Tan_Dinh-Paris_Ile_de_France.html,d719923
id_1815,  Vegan Options,1817,3.5,$$ - $$$,1067.0,/Restaurant_Review-g187323-d1119896-Reviews-Vapiano-Berlin.html,d1119896
id_72,  Thai,73,4.0,$$ - $$$,371.0,/Restaurant_Review-g188113-d1018940-Reviews-White_Elephant-Zurich.html,d1018940
id_205,  Gluten Free Options,206,4.5,$$ - $$$,613.0,/Restaurant_Review-g187497-d3499028-Reviews-Caravelle-Barcelona_Catalonia.html,d3499028
id_781,  Vegan Options,782,4.5,$$ - $$$,88.0,/Restaurant_Review-g187497-d9769328-Reviews-Bendita_Helena-Barcelona_Catalonia.html,d9769328
id_70,  Barbecue,71,4.0,$$ - $$$,879.0,/Restaurant_Review-g189541-d7986173-Reviews-Warpigs-Copenhagen_Zealand.html,d7986173
id_1611,  Gluten Free Options,1612,4.0,$$ - $$$,621.0,/Restaurant_Review-g187791-d803842-Reviews-La_Locomotiva-Rome_Lazio.html,d803842
id_885,  Pub,886,3.5,$$ - $$$,250.0,/Restaurant_Review-g186605-d1771808-Reviews-Dakota-Dublin_County_Dublin.html,d1771808
id_304,Seafood,305,4.5,$,70.0,/Restaurant_Review-g189180-d6946964-Reviews-Tasquinha_D_ouro-Porto_Porto_District_Northern_Portugal.html,d6946964
id_459,  Contemporary,460,4.0,$$$$,484.0,/Restaurant_Review-g187849-d1231908-Reviews-Il_Liberty-Milan_Lombardy.html,d1231908
id_1188,  Brazilian,1189,4.0,$$ - $$$,173.0,/Restaurant_Review-g187791-d11895495-Reviews-SAO_Brazilian_Sushi_Bar-Rome_Lazio.html,d11895495
id_2469,Other,2470,4.0,NaN,7.0,/Restaurant_Review-g188644-d8073030-Reviews-Le_Dolores-Brussels.html,d8073030
id_5357,Sushi,5360,3.5,$$ - $$$,60.0,/Restaurant_Review-g187514-d6703191-Reviews-Tao_Jorge_Juan-Madrid.html,d6703191
id_2620,  Vegetarian Friendly,2625,4.0,$$ - $$$,372.0,/Restaurant_Review-g186338-d3192453-Reviews-Vinoteca-London_England.html,d3192453
id_559,  Vegetarian Friendly,560,3.5,$$ - $$$,304.0,/Restaurant_Review-g189400-d1070166-Reviews-Byzantino-Athens_Attica.html,d1070166
id_770,  Southwestern,771,5.0,$,3.0,/Restaurant_Review-g189180-d13087286-Reviews-Beer_Beef_Beyond-Porto_Porto_District_Northern_Portugal.html,d13087286
id_2663,Other,2665,4.0,NaN,2.0,/Restaurant_Review-g190454-d12233546-Reviews-Marktwirtschaft-Vienna.html,d12233546
id_304,  Mediterranean,305,4.5,$,70.0,/Restaurant_Review-g189180-d6946964-Reviews-Tasquinha_D_ouro-Porto_Porto_District_Northern_Portugal.html,d6946964
id_6610,French,6611,4.5,NaN,5.0,/Restaurant_Review-g187147-d12945640-Reviews-Rech-Paris_Ile_de_France.html,d12945640
id_4368,Argentinean,4370,4.0,$,24.0,/Restaurant_Review-g187514-d2712118-Reviews-El_Andariego-Madrid.html,d2712118
id_10356,  Portuguese,10365,3.5,$$ - $$$,65.0,/Restaurant_Review-g186338-d2001507-Reviews-Nando_s_Chiswick-London_England.html,d2001507
id_64,  Vegan Options,65,4.5,$$ - $$$,2428.0,/Restaurant_Review-g188590-d697036-Reviews-The_Pantry-Amsterdam_North_Holland_Province.html,d697036
id_443,  European,444,4.0,$$ - $$$,104.0,/Restaurant_Review-g189541-d805464-Reviews-Restaurant_Viva-Copenhagen_Zealand.html,d805464
id_1141,  Vegan Options,1143,4.5,$$ - $$$,28.0,/Restaurant_Review-g187849-d12710453-Reviews-Sara_Indian_Restaurant-Milan_Lombardy.html,d12710453
id_1776,Polish,1777,4.5,$,3.0,/Restaurant_Review-g188644-d11445075-Reviews-PRL_La_Pologne-Brussels.html,d11445075
id_2944,Other,2946,5.0,NaN,4.0,/Restaurant_Review-g187323-d11958431-Reviews-Crepegarten-Berlin.html,d11958431
id_541,  Vietnamese,542,4.0,$$ - $$$,138.0,/Restaurant_Review-g187265-d2641947-Reviews-Indo_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d2641947
id_1334,  Pub,1336,5.0,$,NaN,/Restaurant_Review-g187331-d12384552-Reviews-Club_20457-Hamburg.html,d12384552
id_7657,Spanish,7659,2.0,$,32.0,/Restaurant_Review-g187497-d3179035-Reviews-Cerveceria_Berlin-Barcelona_Catalonia.html,d3179035
id_2089,  Seafood,2091,4.5,$$ - $$$,103.0,/Restaurant_Review-g187849-d2701946-Reviews-Lo_Scarabeo-Milan_Lombardy.html,d2701946
id_40,  Mediterranean,41,4.5,$$ - $$$,834.0,/Restaurant_Review-g186525-d1871954-Reviews-Indaba-Edinburgh_Scotland.html,d1871954
id_3462,Other,3463,4.5,NaN,11.0,/Restaurant_Review-g187497-d10039662-Reviews-La_Cova_D_horta-Barcelona_Catalonia.html,d10039662
id_685,  Arabic,686,4.0,$$ - $$$,78.0,/Restaurant_Review-g274856-d6453074-Reviews-Sheesha_Lounge-Warsaw_Mazovia_Province_Central_Poland.html,d6453074
id_7335,Bar,7344,4.0,$$ - $$$,50.0,/Restaurant_Review-g186338-d4600862-Reviews-The_Grape_Grain-London_England.html,d4600862
id_540,Other,541,3.5,NaN,3.0,/Restaurant_Review-g274924-d4770088-Reviews-Viktoria_cafe_bageteria_palacinkaren-Bratislava_Bratislava_Region.html,d4770088
id_254,French,255,4.0,$,233.0,/Restaurant_Review-g187265-d7596737-Reviews-La_Cabane-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d7596737
id_7665,  Vegetarian Friendly,7674,3.5,$$ - $$$,200.0,/Restaurant_Review-g186338-d1992130-Reviews-La_Porchetta-London_England.html,d1992130
id_2825,Japanese,2826,3.0,$$ - $$$,113.0,/Restaurant_Review-g1136493-d1093016-Reviews-Sushi_Shop-Ixelles_Brussels.html,d1093016
id_758,Asian,759,4.5,$,44.0,/Restaurant_Review-g187323-d10698854-Reviews-Dong_Do_Restaurant-Berlin.html,d10698854
id_685,  Gastropub,686,4.0,$$ - $$$,78.0,/Restaurant_Review-g274856-d6453074-Reviews-Sheesha_Lounge-Warsaw_Mazovia_Province_Central_Poland.html,d6453074
id_384,  Mediterranean,385,4.5,$$ - $$$,40.0,/Restaurant_Review-g189541-d10072291-Reviews-Italo_Disco-Copenhagen_Zealand.html,d10072291
id_53,  Mediterranean,54,4.0,$$$$,313.0,/Restaurant_Review-g274924-d1112673-Reviews-Kogo-Bratislava_Bratislava_Region.html,d1112673
id_1328,Other,1330,4.0,NaN,237.0,/Restaurant_Review-g187849-d1226617-Reviews-De_Pasajo_Dal_Marchigiano-Milan_Lombardy.html,d1226617
id_8588,Fast Food,8597,4.0,$,49.0,/Restaurant_Review-g186338-d5322631-Reviews-Burrito_Mama-London_England.html,d5322631
id_1132,  Asian,1133,4.5,$$$$,255.0,/Restaurant_Review-g187147-d1877226-Reviews-Shu-Paris_Ile_de_France.html,d1877226
id_528,  Vegetarian Friendly,529,4.0,$$ - $$$,97.0,/Restaurant_Review-g187323-d7905491-Reviews-Bun_Bao-Berlin.html,d7905491
id_758,  Sushi,759,4.5,$,44.0,/Restaurant_Review-g187323-d10698854-Reviews-Dong_Do_Restaurant-Berlin.html,d10698854
id_459,  Vegetarian Friendly,460,4.0,$$$$,484.0,/Restaurant_Review-g187849-d1231908-Reviews-Il_Liberty-Milan_Lombardy.html,d1231908
id_573,  Vegetarian Friendly,574,4.0,$$$$,604.0,/Restaurant_Review-g187497-d986276-Reviews-Hisop-Barcelona_Catalonia.html,d986276
id_1033,  Gluten Free Options,1035,4.5,$$ - $$$,193.0,/Restaurant_Review-g186338-d8599829-Reviews-Oklava-London_England.html,d8599829
id_926,  Vegetarian Friendly,927,4.5,$$ - $$$,133.0,/Restaurant_Review-g187497-d8264568-Reviews-Raffaelli_Italian_Restaurant-Barcelona_Catalonia.html,d8264568
id_374,  European,375,4.0,$$ - $$$,497.0,/Restaurant_Review-g189158-d697259-Reviews-Restaurante_Natural_Terra-Lisbon_Lisbon_District_Central_Portugal.html,d697259
id_352,  Grill,353,4.5,$$$$,688.0,/Restaurant_Review-g186338-d8632781-Reviews-ROKA_Mayfair-London_England.html,d8632781
id_3649,European,3658,3.5,$$ - $$$,19.0,/Restaurant_Review-g274707-d5942142-Reviews-U_MACHTU_s_r_o-Prague_Bohemia.html,d5942142
id_50,  Brew Pub,51,4.5,$,1068.0,/Restaurant_Review-g187791-d6603135-Reviews-Angrypig_Birretta_e_Porchetta-Rome_Lazio.html,d6603135
id_908,  Spanish,909,4.5,$$ - $$$,51.0,/Restaurant_Review-g187497-d11923374-Reviews-BocaBoca_Tapas_Cocktails-Barcelona_Catalonia.html,d11923374
id_2224,French,2225,4.5,$$ - $$$,140.0,/Restaurant_Review-g187147-d782237-Reviews-Le_porte_pot-Paris_Ile_de_France.html,d782237
id_293,  Vegetarian Friendly,294,4.0,$$ - $$$,754.0,/Restaurant_Review-g187514-d4410180-Reviews-TASTE_GALLERY-Madrid.html,d4410180
id_2355,Mediterranean,2356,4.5,$$$$,15.0,/Restaurant_Review-g187497-d12254437-Reviews-Atempo_Restaurant-Barcelona_Catalonia.html,d12254437
id_2423,  Pizza,2424,3.5,$$ - $$$,481.0,/Restaurant_Review-g187791-d5504724-Reviews-Ristorante_Est_Est_Est-Rome_Lazio.html,d5504724
id_2904,Italian,2906,3.5,NaN,3.0,/Restaurant_Review-g190454-d12350248-Reviews-Oskar-Vienna.html,d12350248
id_926,Italian,927,4.5,$$ - $$$,133.0,/Restaurant_Review-g187497-d8264568-Reviews-Raffaelli_Italian_Restaurant-Barcelona_Catalonia.html,d8264568
id_482,  Swiss,485,4.5,$$$$,12.0,/Restaurant_Review-g188057-d10288341-Reviews-Cafe_de_la_Coulouvreniere-Geneva.html,d10288341
id_1780,Italian,1781,4.5,$,31.0,/Restaurant_Review-g187497-d10230660-Reviews-La_Pasticceria_di_Gracia-Barcelona_Catalonia.html,d10230660
id_6624,Bar,6625,3.0,$$ - $$$,169.0,/Restaurant_Review-g187497-d3292870-Reviews-La_Cava_Universal-Barcelona_Catalonia.html,d3292870
id_1579,Italian,1580,4.5,$$ - $$$,64.0,/Restaurant_Review-g187791-d10744198-Reviews-Matilde_Bistrot-Rome_Lazio.html,d10744198
id_883,Spanish,885,4.5,$$ - $$$,47.0,/Restaurant_Review-g188590-d12557535-Reviews-Escobar-Amsterdam_North_Holland_Province.html,d12557535
id_3360,  Japanese,3361,4.0,$,61.0,/Restaurant_Review-g187791-d7274833-Reviews-Pizza_Pazza_per_i_Pazzi_della_Pizza-Rome_Lazio.html,d7274833
id_443,  Danish,444,4.0,$$ - $$$,104.0,/Restaurant_Review-g189541-d805464-Reviews-Restaurant_Viva-Copenhagen_Zealand.html,d805464
id_357,  Contemporary,358,4.0,$$ - $$$,472.0,/Restaurant_Review-g187849-d8076891-Reviews-Trulli_Love-Milan_Lombardy.html,d8076891
id_1239,Italian,1240,4.0,$$ - $$$,302.0,/Restaurant_Review-g187791-d4023512-Reviews-Hostaria_da_Vincenzo-Rome_Lazio.html,d4023512
id_883,  Bar,885,4.5,$$ - $$$,47.0,/Restaurant_Review-g188590-d12557535-Reviews-Escobar-Amsterdam_North_Holland_Province.html,d12557535
id_2393,  European,2394,4.0,$$ - $$$,142.0,/Restaurant_Review-g187147-d1071288-Reviews-Quedubon-Paris_Ile_de_France.html,d1071288
id_900,  European,901,4.0,$,139.0,/Restaurant_Review-g274707-d4769383-Reviews-Pivnice_Pod_Petrinem-Prague_Bohemia.html,d4769383
id_547,  Sushi,548,4.0,$$ - $$$,554.0,/Restaurant_Review-g187849-d4353632-Reviews-Kanji_EVO-Milan_Lombardy.html,d4353632
id_20,  Vegan Options,21,4.5,$$$$,956.0,/Restaurant_Review-g274887-d696038-Reviews-KOLLAZS_Brasserie_Bar-Budapest_Central_Hungary.html,d696038
id_1132,Japanese,1133,4.5,$$$$,255.0,/Restaurant_Review-g187147-d1877226-Reviews-Shu-Paris_Ile_de_France.html,d1877226
id_4999,  Vietnamese,5000,4.0,$$ - $$$,128.0,/Restaurant_Review-g187147-d2258959-Reviews-Au_Vietnam-Paris_Ile_de_France.html,d2258959
id_655,  Thai,656,4.5,$$ - $$$,187.0,/Restaurant_Review-g187147-d2044612-Reviews-Palais_du_Bonheur-Paris_Ile_de_France.html,d2044612
id_492,  Vegetarian Friendly,493,4.0,$,95.0,/Restaurant_Review-g188644-d2719603-Reviews-Delish-Brussels.html,d2719603
id_499,Other,500,4.5,NaN,45.0,/Restaurant_Review-g187265-d7623654-Reviews-Creperie_Caramel_Sale-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d7623654
id_101,  European,102,4.0,$$ - $$$,231.0,/Restaurant_Review-g189934-d3456729-Reviews-Putte_s_Bar_Pizza-Helsinki_Uusimaa.html,d3456729
id_13122,Indian,13132,3.5,$$ - $$$,28.0,/Restaurant_Review-g186338-d4040052-Reviews-Peppers_Restaurant_Chiswick-London_England.html,d4040052
id_3891,Italian,3893,3.5,NaN,6.0,/Restaurant_Review-g187849-d1901926-Reviews-Il_Giardino-Milan_Lombardy.html,d1901926
id_2177,Seafood,2180,3.5,$$ - $$$,110.0,/Restaurant_Review-g189158-d7247750-Reviews-Marisqueira_Azul-Lisbon_Lisbon_District_Central_Portugal.html,d7247750
id_5,  Vegetarian Friendly,6,4.5,$$ - $$$,1222.0,/Restaurant_Review-g188057-d751711-Reviews-Cafe_du_Soleil-Geneva.html,d751711
id_684,  International,685,4.0,$$ - $$$,75.0,/Restaurant_Review-g274707-d944247-Reviews-Bar_Amadeus-Prague_Bohemia.html,d944247
id_1323,  Delicatessen,1326,3.5,$,113.0,/Restaurant_Review-g186605-d3431140-Reviews-Chopped-Dublin_County_Dublin.html,d3431140
