Index,popularity,budget,revenue,original_title,genres
1523,0.619369,0,5802422,Carriers,Action
1523,0.619369,0,5802422,Carriers,Drama
1523,0.619369,0,5802422,Carriers,Horror
1523,0.619369,0,5802422,Carriers,Science Fiction
1523,0.619369,0,5802422,Carriers,Thriller
1524,0.6179680000000001,10000000,0,L'ArmÃ©e du crime,Drama
1524,0.6179680000000001,10000000,0,L'ArmÃ©e du crime,Foreign
1524,0.6179680000000001,10000000,0,L'ArmÃ©e du crime,History
1526,0.61574,0,0,My Fake Fiance,Comedy
1526,0.61574,0,0,My Fake Fiance,Drama
1526,0.61574,0,0,My Fake Fiance,Romance
1527,0.608282,40000000,28169671,Cirque du Freak: The Vampire's Assistant,Adventure
1527,0.608282,40000000,28169671,Cirque du Freak: The Vampire's Assistant,Fantasy
1527,0.608282,40000000,28169671,Cirque du Freak: The Vampire's Assistant,Action
1527,0.608282,40000000,28169671,Cirque du Freak: The Vampire's Assistant,Thriller
1528,0.607851,0,0,Hulk vs. Wolverine,Animation
1528,0.607851,0,0,Hulk vs. Wolverine,Action
1528,0.607851,0,0,Hulk vs. Wolverine,Science Fiction
1529,0.606857,9000000,985117,Leaves of Grass,Comedy
1529,0.606857,9000000,985117,Leaves of Grass,Crime
1529,0.606857,9000000,985117,Leaves of Grass,Drama
1529,0.606857,9000000,985117,Leaves of Grass,Thriller
1530,0.60652,7500000,26096852,An Education,Drama
1530,0.60652,7500000,26096852,An Education,Romance
1531,0.604388,75000000,61458982,Funny People,Comedy
1531,0.604388,75000000,61458982,Funny People,Drama
1532,0.603274,0,0,Paper Man,Comedy
1532,0.603274,0,0,Paper Man,Drama
1533,0.598075,25000000,163670000,Up in the Air,Drama
1533,0.598075,25000000,163670000,Up in the Air,Romance
1534,0.595489,65000000,44091067,Astro Boy,Animation
1534,0.595489,65000000,44091067,Astro Boy,Action
1534,0.595489,65000000,44091067,Astro Boy,Family
1534,0.595489,65000000,44091067,Astro Boy,Science Fiction
1535,0.59517,50000000,60161391,The International,Drama
1535,0.59517,50000000,60161391,The International,Thriller
1535,0.59517,50000000,60161391,The International,Crime
1536,0.589183,12000000,0,Triangle,Horror
1537,0.582583,0,0,The Hole,Thriller
1537,0.582583,0,0,The Hole,Adventure
1537,0.582583,0,0,The Hole,Fantasy
1538,0.582225,14000000,875386,Universal Soldier: Regeneration,Adventure
1538,0.582225,14000000,875386,Universal Soldier: Regeneration,Action
1538,0.582225,14000000,875386,Universal Soldier: Regeneration,Science Fiction
1538,0.582225,14000000,875386,Universal Soldier: Regeneration,Thriller
1539,0.580292,85000000,363164265,Fast & Furious,Action
1539,0.580292,85000000,363164265,Fast & Furious,Crime
1539,0.580292,85000000,363164265,Fast & Furious,Drama
1539,0.580292,85000000,363164265,Fast & Furious,Thriller
1541,0.577968,0,0,Nothing Personal,Drama
1542,0.576401,20000000,17436509,Capitalism: A Love Story,Documentary
1543,0.569571,12000000,0,Grey Gardens,Drama
1543,0.569571,12000000,0,Grey Gardens,History
1543,0.569571,12000000,0,Grey Gardens,TV Movie
1544,0.5694359999999999,25000000,0,Thick as Thieves,Action
1544,0.5694359999999999,25000000,0,Thick as Thieves,Thriller
1544,0.5694359999999999,25000000,0,Thick as Thieves,Crime
1545,0.566149,40000000,0,Che: Part Two,Drama
1545,0.566149,40000000,0,Che: Part Two,History
1545,0.566149,40000000,0,Che: Part Two,War
1546,0.565345,15000000,39421467,Halloween II,Horror
1548,0.554339,0,24007324,Observe and Report,Comedy
1548,0.554339,0,24007324,Observe and Report,Crime
1548,0.554339,0,24007324,Observe and Report,Drama
1549,0.551708,22000000,0,Middle Men,Drama
1549,0.551708,22000000,0,Middle Men,Comedy
1549,0.551708,22000000,0,Middle Men,Crime
1550,0.549975,35000000,155545279,Hannah Montana: The Movie,Comedy
1550,0.549975,35000000,155545279,Hannah Montana: The Movie,Drama
1550,0.549975,35000000,155545279,Hannah Montana: The Movie,Family
1550,0.549975,35000000,155545279,Hannah Montana: The Movie,Music
1550,0.549975,35000000,155545279,Hannah Montana: The Movie,Romance
1551,0.547651,0,32474120,Fighting,Action
1551,0.547651,0,32474120,Fighting,Adventure
1551,0.547651,0,32474120,Fighting,Crime
1551,0.547651,0,32474120,Fighting,Drama
1551,0.547651,0,32474120,Fighting,Thriller
1552,0.544071,15000000,8786375,Banlieue 13 - Ultimatum,Action
1552,0.544071,15000000,8786375,Banlieue 13 - Ultimatum,Thriller
1552,0.544071,15000000,8786375,Banlieue 13 - Ultimatum,Crime
1553,0.54269,8000000,0,Baby on Board,Comedy
1553,0.54269,8000000,0,Baby on Board,Romance
1554,0.53923,45000000,57881056,Aliens in the Attic,Adventure
1554,0.53923,45000000,57881056,Aliens in the Attic,Comedy
1554,0.53923,45000000,57881056,Aliens in the Attic,Family
1554,0.53923,45000000,57881056,Aliens in the Attic,Fantasy
1554,0.53923,45000000,57881056,Aliens in the Attic,Science Fiction
1555,0.53765,12000000,0,Tell-Tale,Drama
1555,0.53765,12000000,0,Tell-Tale,Horror
1555,0.53765,12000000,0,Tell-Tale,Mystery
1555,0.53765,12000000,0,Tell-Tale,Thriller
1556,0.536572,0,2277396,Adam,Drama
1556,0.536572,0,2277396,Adam,Romance
1557,0.536552,0,0,The Descent: Part 2,Adventure
1557,0.536552,0,0,The Descent: Part 2,Horror
1557,0.536552,0,0,The Descent: Part 2,Thriller
1558,0.536017,3400000,9444018,The Collector,Horror
1558,0.536017,3400000,9444018,The Collector,Thriller
1559,0.5357069999999999,0,27412220,Die PÃ¤pstin,Drama
1560,0.534927,4300000,0,Beautiful Kate,Drama
1560,0.534927,4300000,0,Beautiful Kate,Foreign
1560,0.534927,4300000,0,Beautiful Kate,Mystery
1561,0.534693,3000000,18097,Women in Trouble,Comedy
1561,0.534693,3000000,18097,Women in Trouble,Drama
1562,0.5291600000000001,10000000,42333295,The Fourth Kind,Science Fiction
1562,0.5291600000000001,10000000,42333295,The Fourth Kind,Thriller
1563,0.52377,6000000,0,Glorious 39,War
1563,0.52377,6000000,0,Glorious 39,Drama
1563,0.52377,6000000,0,Glorious 39,History
1563,0.52377,6000000,0,Glorious 39,Thriller
1564,0.520419,15000000,5024782,Solitary Man,Comedy
1564,0.520419,15000000,5024782,Solitary Man,Drama
1564,0.520419,15000000,5024782,Solitary Man,Romance
1565,0.518084,0,0,Cracks,Drama
1565,0.518084,0,0,Cracks,Mystery
1565,0.518084,0,0,Cracks,Thriller
1566,0.515547,0,0,Redline,Fantasy
1566,0.515547,0,0,Redline,Drama
1566,0.515547,0,0,Redline,Action
1566,0.515547,0,0,Redline,Thriller
1566,0.515547,0,0,Redline,Animation
1567,0.5137390000000001,0,0,The Infidel,Comedy
1567,0.5137390000000001,0,0,The Infidel,Drama
1568,0.510379,800000,867714,The Disappearance of Alice Creed,Crime
1568,0.510379,800000,867714,The Disappearance of Alice Creed,Drama
1568,0.510379,800000,867714,The Disappearance of Alice Creed,Thriller
1569,0.508705,78146652,60000000,Duplicity,Thriller
1570,0.507995,3500000,0,Wild Cherry,Comedy
1571,0.502164,0,0,Superman/Batman: Public Enemies,Animation
1571,0.502164,0,0,Superman/Batman: Public Enemies,Action
1571,0.502164,0,0,Superman/Batman: Public Enemies,Adventure
1572,0.501753,10000000,0,Cabin Fever 2: Spring Fever,Horror
1573,0.495483,5100000,0,Shrink,Comedy
1573,0.495483,5100000,0,Shrink,Drama
1574,0.49396899999999994,0,0,In the Electric Mist,Thriller
1574,0.49396899999999994,0,0,In the Electric Mist,Drama
1574,0.49396899999999994,0,0,In the Electric Mist,Crime
1574,0.49396899999999994,0,0,In the Electric Mist,Mystery
1576,0.492691,0,0,Wonder Woman,Action
1576,0.492691,0,0,Wonder Woman,Adventure
1576,0.492691,0,0,Wonder Woman,Animation
1576,0.492691,0,0,Wonder Woman,Science Fiction
1577,0.49236599999999997,8500000,4440055,Bright Star,Drama
1577,0.49236599999999997,8500000,4440055,Bright Star,Romance
1578,0.487353,0,0,Stargate SG-1: Children of the Gods,Adventure
1578,0.487353,0,0,Stargate SG-1: Children of the Gods,Thriller
1578,0.487353,0,0,Stargate SG-1: Children of the Gods,Science Fiction
1579,0.48705,0,0,Assassin's Creed: Lineage,Action
1579,0.48705,0,0,Assassin's Creed: Lineage,Drama
1579,0.48705,0,0,Assassin's Creed: Lineage,History
1580,0.486687,10000000,0,Ninja,Action
1580,0.486687,10000000,0,Ninja,Crime
1580,0.486687,10000000,0,Ninja,Drama
1580,0.486687,10000000,0,Ninja,Thriller
1581,0.486267,0,0,Santa Buddies,Adventure
1582,0.480074,9500000,17164377,Adventureland,Comedy
1583,0.47888800000000004,8000000,10848783,Extract,Comedy
1584,0.47724300000000003,0,0,Scooby-Doo! The Mystery Begins,Mystery
1584,0.47724300000000003,0,0,Scooby-Doo! The Mystery Begins,Animation
1584,0.47724300000000003,0,0,Scooby-Doo! The Mystery Begins,Comedy
1584,0.47724300000000003,0,0,Scooby-Doo! The Mystery Begins,Fantasy
1585,0.47668699999999997,3500000,44462,Defendor,Drama
1585,0.47668699999999997,3500000,44462,Defendor,Action
1585,0.47668699999999997,3500000,44462,Defendor,Comedy
1585,0.47668699999999997,3500000,44462,Defendor,Crime
1586,0.475826,0,0,Beauty and the Beast,Fantasy
1587,0.47451499999999996,0,0,American Virgin,Comedy
1588,0.472113,80000000,53825515,Nine,Drama
1588,0.472113,80000000,53825515,Nine,Music
1588,0.472113,80000000,53825515,Nine,Romance
1589,0.47206400000000004,0,0,Red Riding: In the Year of Our Lord 1983,Thriller
1589,0.47206400000000004,0,0,Red Riding: In the Year of Our Lord 1983,Crime
1589,0.47206400000000004,0,0,Red Riding: In the Year of Our Lord 1983,Drama
1589,0.47206400000000004,0,0,Red Riding: In the Year of Our Lord 1983,Mystery
1590,0.471747,6500000,1521261,The Messenger,Drama
1590,0.471747,6500000,1521261,The Messenger,History
1591,0.471412,0,0,The Stepfather,Horror
1591,0.471412,0,0,The Stepfather,Thriller
1591,0.471412,0,0,The Stepfather,Mystery
1592,0.47063999999999995,6300000,0,Without a Paddle: Nature's Calling,Action
1592,0.47063999999999995,6300000,0,Without a Paddle: Nature's Calling,Adventure
1592,0.47063999999999995,6300000,0,Without a Paddle: Nature's Calling,Comedy
1593,0.461154,17000000,14899417,Away We Go,Drama
1593,0.461154,17000000,14899417,Away We Go,Comedy
1593,0.461154,17000000,14899417,Away We Go,Romance
1594,0.45893199999999995,17000000,20455276,My Life in Ruins,Comedy
1594,0.45893199999999995,17000000,20455276,My Life in Ruins,Romance
1595,0.457298,30000000,95714875,My Sister's Keeper,Drama
1596,0.454896,0,0,Seulpeumboda deo seulpeun Iyagi,Drama
1596,0.454896,0,0,Seulpeumboda deo seulpeun Iyagi,Foreign
1596,0.454896,0,0,Seulpeumboda deo seulpeun Iyagi,Romance
1597,0.452402,0,0,Rampage,Action
1597,0.452402,0,0,Rampage,Drama
1597,0.452402,0,0,Rampage,Crime
1597,0.452402,0,0,Rampage,Thriller
1598,0.449535,0,1162422,The Cove,Documentary
1599,0.44710600000000006,60000000,31720158,The Soloist,Drama
1600,0.442826,0,0,"Family Guy Presents: Something, Something, Something, Dark Side",Science Fiction
1600,0.442826,0,0,"Family Guy Presents: Something, Something, Something, Dark Side",Animation
1600,0.442826,0,0,"Family Guy Presents: Something, Something, Something, Dark Side",Comedy
1601,0.44144399999999995,19000000,91379051,Friday the 13th,Horror
1603,0.438147,25000000,1037335,Crossing Over,Drama
1604,0.43466000000000005,0,0,The Last House on the Left,Crime
1604,0.43466000000000005,0,0,The Last House on the Left,Thriller
1604,0.43466000000000005,0,0,The Last House on the Left,Horror
1604,0.43466000000000005,0,0,The Last House on the Left,Drama
1605,0.430617,7000000,0,Mother and Child,Drama
1605,0.430617,7000000,0,Mother and Child,Romance
1606,0.430112,0,0,Turtles Forever,Science Fiction
1606,0.430112,0,0,Turtles Forever,Adventure
1606,0.430112,0,0,Turtles Forever,Animation
1606,0.430112,0,0,Turtles Forever,Action
1606,0.430112,0,0,Turtles Forever,Family
1607,0.429492,7300000,10329747,Harry Brown,Thriller
1607,0.429492,7300000,10329747,Harry Brown,Crime
1607,0.429492,7300000,10329747,Harry Brown,Drama
1607,0.429492,7300000,10329747,Harry Brown,Action
1608,0.427479,80000000,122444772,Surrogates,Action
1608,0.427479,80000000,122444772,Surrogates,Science Fiction
1608,0.427479,80000000,122444772,Surrogates,Thriller
1610,0.426762,3700000,0,Blood and Bone,Drama
1610,0.426762,3700000,0,Blood and Bone,Action
1610,0.426762,3700000,0,Blood and Bone,Thriller
1611,0.426316,0,0,Labor Pains,Comedy
1611,0.426316,0,0,Labor Pains,Romance
1612,0.426205,50000000,12764201,Street Fighter: The Legend of Chun-Li,Action
1612,0.426205,50000000,12764201,Street Fighter: The Legend of Chun-Li,Adventure
1612,0.426205,50000000,12764201,Street Fighter: The Legend of Chun-Li,Science Fiction
1612,0.426205,50000000,12764201,Street Fighter: The Legend of Chun-Li,Thriller
1613,0.424415,35000000,73034460,Hotel for Dogs,Comedy
1613,0.424415,35000000,73034460,Hotel for Dogs,Family
1614,0.421521,0,0,Creation,Drama
1614,0.421521,0,0,Creation,History
1615,0.42089,9000000,0,Veronika Decides to Die,Drama
1615,0.42089,9000000,0,Veronika Decides to Die,Romance
1616,0.41738400000000003,0,0,Barbie Presents: Thumbelina,Animation
1616,0.41738400000000003,0,0,Barbie Presents: Thumbelina,Family
1617,0.416013,0,0,Exam,Thriller
1617,0.416013,0,0,Exam,Mystery
1618,0.415099,20000000,73830340,Obsessed,Drama
1618,0.415099,20000000,73830340,Obsessed,Thriller
1619,0.41491000000000006,15000000,113221,Tetro,Drama
1619,0.41491000000000006,15000000,113221,Tetro,Mystery
1620,0.24981799999999998,4500000,0,Children of the Corn,Drama
1620,0.24981799999999998,4500000,0,Children of the Corn,Horror
1620,0.24981799999999998,4500000,0,Children of the Corn,Thriller
1621,0.412708,10000000,0,The Keeper,Action
1621,0.412708,10000000,0,The Keeper,Adventure
1621,0.412708,10000000,0,The Keeper,Thriller
1622,0.29573499999999997,0,0,Lesbian Vampire Killers,Horror
1622,0.29573499999999997,0,0,Lesbian Vampire Killers,Comedy
1623,0.41083000000000003,0,0,44 Inch Chest,Drama
1623,0.41083000000000003,0,0,44 Inch Chest,Crime
1624,0.40967299999999995,0,0,The Good Witch's Garden,TV Movie
1624,0.40967299999999995,0,0,The Good Witch's Garden,Comedy
1624,0.40967299999999995,0,0,The Good Witch's Garden,Family
1624,0.40967299999999995,0,0,The Good Witch's Garden,Fantasy
1624,0.40967299999999995,0,0,The Good Witch's Garden,Romance
1625,0.409005,15000000,16633035,Whip It,Drama
1626,0.408711,6400000,0,The Trotsky,Comedy
1627,0.40847,5060730,0,Metropia,Animation
1627,0.40847,5060730,0,Metropia,Drama
1627,0.40847,5060730,0,Metropia,Science Fiction
1627,0.40847,5060730,0,Metropia,Thriller
1628,0.405888,0,6149791,In the Loop,Comedy
1629,0.405828,60000000,0,Michael Jackson's This Is It,Music
1629,0.405828,60000000,0,Michael Jackson's This Is It,Documentary
1630,0.37164200000000003,0,0,The Vicious Kind,Comedy
1630,0.37164200000000003,0,0,The Vicious Kind,Drama
1631,0.403188,0,0,The Last Station,Drama
1631,0.403188,0,0,The Last Station,Romance
1633,0.401071,10000000,0,Dolan's Cadillac,Drama
1633,0.401071,10000000,0,Dolan's Cadillac,Thriller
1634,0.400567,0,0,Dadnapped,TV Movie
1634,0.400567,0,0,Dadnapped,Action
1634,0.400567,0,0,Dadnapped,Adventure
1634,0.400567,0,0,Dadnapped,Comedy
1634,0.400567,0,0,Dadnapped,Family
1635,0.39805100000000004,0,0,The Limits of Control,Crime
1635,0.39805100000000004,0,0,The Limits of Control,Drama
1635,0.39805100000000004,0,0,The Limits of Control,Thriller
1635,0.39805100000000004,0,0,The Limits of Control,Mystery
1636,0.397409,0,0,According to Greta,Drama
1636,0.397409,0,0,According to Greta,Romance
1637,0.39561599999999997,45000000,7810000,Solomon Kane,Adventure
1637,0.39561599999999997,45000000,7810000,Solomon Kane,Fantasy
1637,0.39561599999999997,45000000,7810000,Solomon Kane,Action
1637,0.39561599999999997,45000000,7810000,Solomon Kane,Science Fiction
1638,0.475095,0,0,Dead Man Running,Action
1638,0.475095,0,0,Dead Man Running,Crime
1638,0.475095,0,0,Dead Man Running,Drama
1638,0.475095,0,0,Dead Man Running,Thriller
1639,0.394989,4000000,143191,Survival of the Dead,Horror
1639,0.394989,4000000,143191,Survival of the Dead,Science Fiction
1640,0.394271,0,0,Dance Flick,Action
1640,0.394271,0,0,Dance Flick,Comedy
1640,0.394271,0,0,Dance Flick,Music
1641,0.393762,10000000,0,The Devil's Tomb,Action
1641,0.393762,10000000,0,The Devil's Tomb,Horror
1641,0.393762,10000000,0,The Devil's Tomb,Thriller
1641,0.393762,10000000,0,The Devil's Tomb,Science Fiction
1642,0.391927,0,0,Red Riding: In the Year of Our Lord 1974,Thriller
1642,0.391927,0,0,Red Riding: In the Year of Our Lord 1974,Mystery
1642,0.391927,0,0,Red Riding: In the Year of Our Lord 1974,Crime
1642,0.391927,0,0,Red Riding: In the Year of Our Lord 1974,Drama
1643,0.391867,0,0,Barbie and the Three Musketeers,Animation
1643,0.391867,0,0,Barbie and the Three Musketeers,Family
1644,0.391859,150000000,341131793,X-Men Origins: Wolverine,Adventure
1644,0.391859,150000000,341131793,X-Men Origins: Wolverine,Action
1644,0.391859,150000000,341131793,X-Men Origins: Wolverine,Thriller
1644,0.391859,150000000,341131793,X-Men Origins: Wolverine,Science Fiction
1645,0.389989,0,0,Balls Out: The Gary Houseman Story,Comedy
1646,0.388271,0,0,Mutant Pumpkins from Outer Space,TV Movie
1646,0.388271,0,0,Mutant Pumpkins from Outer Space,Animation
1646,0.388271,0,0,Mutant Pumpkins from Outer Space,Family
1646,0.388271,0,0,Mutant Pumpkins from Outer Space,Comedy
1647,0.388227,10000000,0,Mammoth,Drama
1647,0.388227,10000000,0,Mammoth,Romance
1648,0.38802600000000004,4000000,4100000,S. Darko,Thriller
1648,0.38802600000000004,4000000,4100000,S. Darko,Crime
1648,0.38802600000000004,4000000,4100000,S. Darko,Science Fiction
1648,0.38802600000000004,4000000,4100000,S. Darko,Mystery
1649,0.383827,0,0,Prison Break: The Final Break,Action
1649,0.383827,0,0,Prison Break: The Final Break,Drama
1649,0.383827,0,0,Prison Break: The Final Break,Thriller
1650,0.382268,0,0,Happily N'Ever After 2,Family
1650,0.382268,0,0,Happily N'Ever After 2,Animation
1652,0.378554,0,0,Tanner Hall,Drama
1653,0.37852199999999997,2900000,296557,Black Dynamite,Action
1653,0.37852199999999997,2900000,296557,Black Dynamite,Comedy
1654,0.377372,0,0,The Thaw,Horror
1654,0.377372,0,0,The Thaw,Science Fiction
1654,0.377372,0,0,The Thaw,Thriller
1655,0.37654299999999996,6000000,6670712,City Island,Drama
1655,0.37654299999999996,6000000,6670712,City Island,Comedy
1656,0.376307,0,0,The Gruffalo,Animation
1656,0.376307,0,0,The Gruffalo,Family
1657,0.374157,0,0,The Secret of Kells,Animation
1657,0.374157,0,0,The Secret of Kells,Family
1657,0.374157,0,0,The Secret of Kells,Fantasy
1658,0.37049699999999997,40000000,19258519,Amelia,Drama
1658,0.37049699999999997,40000000,19258519,Amelia,Adventure
1658,0.37049699999999997,40000000,19258519,Amelia,Romance
1659,0.370303,0,0,Screamers: The Hunting,Action
1659,0.370303,0,0,Screamers: The Hunting,Horror
1659,0.370303,0,0,Screamers: The Hunting,Science Fiction
1660,0.370172,0,44348,Desert Flower,Drama
1661,0.369792,0,0,Partly Cloudy,Adventure
1661,0.369792,0,0,Partly Cloudy,Animation
1661,0.369792,0,0,Partly Cloudy,Comedy
1661,0.369792,0,0,Partly Cloudy,Family
1661,0.369792,0,0,Partly Cloudy,Fantasy
1662,0.369406,0,0,Der Knochenmann,Crime
1662,0.369406,0,0,Der Knochenmann,Thriller
1662,0.369406,0,0,Der Knochenmann,Comedy
1663,0.36903800000000003,0,0,Afro Samurai: Resurrection,Animation
1664,0.366021,0,0,Boogie Woogie,Comedy
1664,0.366021,0,0,Boogie Woogie,Drama
1665,0.365372,0,500154,Echelon Conspiracy,Action
1665,0.365372,0,500154,Echelon Conspiracy,Crime
1665,0.365372,0,500154,Echelon Conspiracy,Mystery
1666,0.363832,25000000,4388563,Beyond a Reasonable Doubt,Drama
1667,0.362858,0,0,Love and Other Impossible Pursuits,Drama
1668,0.360935,0,0,Possession,Drama
1668,0.360935,0,0,Possession,Thriller
1668,0.360935,0,0,Possession,Romance
1669,0.360715,0,0,Nativity!,Comedy
1669,0.360715,0,0,Nativity!,Family
1670,0.088773,35000000,0,BaarÃ¬a,Drama
1670,0.088773,35000000,0,BaarÃ¬a,Comedy
1671,0.358304,0,0,Dug's Special Mission,Animation
1671,0.358304,0,0,Dug's Special Mission,Adventure
1671,0.358304,0,0,Dug's Special Mission,Comedy
1671,0.358304,0,0,Dug's Special Mission,Family
1671,0.358304,0,0,Dug's Special Mission,Fantasy
1672,0.356006,425000,0,Hunter Prey,Science Fiction
1672,0.356006,425000,0,Hunter Prey,Thriller
1673,0.248559,0,0,Motherhood,Comedy
1673,0.248559,0,0,Motherhood,Drama
1674,0.35320300000000004,8000000,29010817,New in Town,Comedy
1674,0.35320300000000004,8000000,29010817,New in Town,Romance
1675,0.348842,25000000,2336172,Me and Orson Welles,Comedy
1675,0.348842,25000000,2336172,Me and Orson Welles,Drama
1675,0.348842,25000000,2336172,Me and Orson Welles,Romance
1676,0.34770700000000004,40000000,28972508,Shorts,Comedy
1676,0.34770700000000004,40000000,28972508,Shorts,Family
1677,0.34638,0,0,"My Son, My Son, What Have Ye Done",Crime
1677,0.34638,0,0,"My Son, My Son, What Have Ye Done",Drama
1677,0.34638,0,0,"My Son, My Son, What Have Ye Done",Thriller
1679,0.340416,0,0,Miss March,Comedy
1679,0.340416,0,0,Miss March,Romance
1680,0.33965700000000004,7000000,0,In Her Skin,Drama
1680,0.33965700000000004,7000000,0,In Her Skin,Thriller
1681,0.376614,0,0,Five Minutes of Heaven,Crime
1681,0.376614,0,0,Five Minutes of Heaven,Drama
1681,0.376614,0,0,Five Minutes of Heaven,Thriller
1682,0.569186,0,0,Super Rhino,Animation
1682,0.569186,0,0,Super Rhino,Comedy
1683,0.338175,0,0,Ju-on: Shiroi rÃ´jo,Horror
1684,0.336426,0,0,The Private Lives of Pippa Lee,Comedy
1684,0.336426,0,0,The Private Lives of Pippa Lee,Drama
1684,0.336426,0,0,The Private Lives of Pippa Lee,Romance
1685,0.336167,55000000,0,Imagine That,Comedy
1685,0.336167,55000000,0,Imagine That,Drama
1685,0.336167,55000000,0,Imagine That,Family
1685,0.336167,55000000,0,Imagine That,Fantasy
1686,0.33561199999999997,0,0,Personal Effects,Drama
1687,0.33355100000000004,0,0,Fame,Music
1687,0.33355100000000004,0,0,Fame,Comedy
1687,0.33355100000000004,0,0,Fame,Drama
1687,0.33355100000000004,0,0,Fame,Romance
1688,0.116657,0,66456,From Within,Horror
1688,0.116657,0,66456,From Within,Mystery
1688,0.116657,0,66456,From Within,Thriller
1689,0.332142,0,0,Nine Miles Down,Horror
1689,0.332142,0,0,Nine Miles Down,Mystery
1689,0.332142,0,0,Nine Miles Down,Thriller
1690,0.330949,0,0,Robin Williams: Weapons of Self Destruction,Comedy
1691,0.330513,0,0,Prep & Landing,Animation
1691,0.330513,0,0,Prep & Landing,Fantasy
1691,0.330513,0,0,Prep & Landing,Family
1693,0.32336,10000000,0,Walled In,Horror
1693,0.32336,10000000,0,Walled In,Thriller
1694,0.32261999999999996,2011799,0,The Human Centipede (First Sequence),Horror
1695,0.32251599999999997,0,0,Dread,Horror
1695,0.32251599999999997,0,0,Dread,Drama
1695,0.32251599999999997,0,0,Dread,Thriller
1696,0.32232,100000000,0,Dragonball Evolution,Action
1696,0.32232,100000000,0,Dragonball Evolution,Adventure
1696,0.32232,100000000,0,Dragonball Evolution,Fantasy
1696,0.32232,100000000,0,Dragonball Evolution,Science Fiction
1696,0.32232,100000000,0,Dragonball Evolution,Thriller
1697,0.232913,8500000,0,The Countess,Drama
1697,0.232913,8500000,0,The Countess,History
1697,0.232913,8500000,0,The Countess,Horror
1698,0.319742,20000000,0,John Rabe,Drama
1698,0.319742,20000000,0,John Rabe,History
1698,0.319742,20000000,0,John Rabe,War
1699,0.31953200000000004,12500000,27206120,Sorority Row,Horror
1699,0.31953200000000004,12500000,27206120,Sorority Row,Mystery
1699,0.31953200000000004,12500000,27206120,Sorority Row,Thriller
1700,0.317799,5000000,0,Hardwired,Action
1700,0.317799,5000000,0,Hardwired,Adventure
1700,0.317799,5000000,0,Hardwired,Science Fiction
1700,0.317799,5000000,0,Hardwired,Thriller
1701,0.317301,20000000,0,The Maiden Heist,Comedy
1701,0.317301,20000000,0,The Maiden Heist,Crime
1702,0.317069,0,0,The Last Templar,Adventure
1702,0.317069,0,0,The Last Templar,Fantasy
1702,0.317069,0,0,The Last Templar,Drama
1702,0.317069,0,0,The Last Templar,Thriller
1703,0.315422,0,0,Middle of Nowhere,Comedy
1703,0.315422,0,0,Middle of Nowhere,Drama
1704,0.31482,0,0,The Killing Room,Drama
1704,0.31482,0,0,The Killing Room,Thriller
1705,0.31344,0,0,The House of the Devil,Mystery
1705,0.31344,0,0,The House of the Devil,Horror
1706,0.311776,0,0,Legally Blondes,Comedy
1706,0.311776,0,0,Legally Blondes,Family
1707,0.3106,0,0,The Revenant,Comedy
1707,0.3106,0,0,The Revenant,Horror
1708,0.309467,14000000,0,Giallo,Horror
1708,0.309467,14000000,0,Giallo,Thriller
1708,0.309467,14000000,0,Giallo,Crime
1708,0.309467,14000000,0,Giallo,Mystery
1709,0.30935999999999997,0,0,Deep in the Valley,Comedy
1710,0.303296,0,0,The New Daughter,Horror
1710,0.303296,0,0,The New Daughter,Thriller
1711,0.302925,0,0,Nowhere Boy,Drama
1713,0.30091999999999997,0,0,St Trinian's 2: The Legend of Fritton's Gold,Comedy
1713,0.30091999999999997,0,0,St Trinian's 2: The Legend of Fritton's Gold,Adventure
1714,0.300313,4500000,0,Stay Cool,Comedy
1715,0.299873,0,0,Behind Enemy Lines III: Colombia,War
1715,0.299873,0,0,Behind Enemy Lines III: Colombia,Action
1715,0.299873,0,0,Behind Enemy Lines III: Colombia,Thriller
1716,0.298874,0,0,Forget Me Not,Drama
1716,0.298874,0,0,Forget Me Not,Horror
1716,0.298874,0,0,Forget Me Not,Romance
1717,0.297677,0,0,Dead Like Me: Life After Death,Drama
1717,0.297677,0,0,Dead Like Me: Life After Death,Fantasy
1717,0.297677,0,0,Dead Like Me: Life After Death,Comedy
1718,0.29476199999999997,6500000,0,Open Graves,Horror
1718,0.29476199999999997,6500000,0,Open Graves,Thriller
1719,0.263791,0,0,Gifted Hands: The Ben Carson Story,Drama
1721,0.29434299999999997,0,0,Princess Protection Program,Comedy
1721,0.29434299999999997,0,0,Princess Protection Program,Drama
1721,0.29434299999999997,0,0,Princess Protection Program,Family
1722,0.292324,23000000,9366227,ChÃ©ri,Drama
1722,0.292324,23000000,9366227,ChÃ©ri,Comedy
1722,0.292324,23000000,9366227,ChÃ©ri,Romance
1723,0.292125,0,0,Tales of the Black Freighter,Animation
1723,0.292125,0,0,Tales of the Black Freighter,Horror
1723,0.292125,0,0,Tales of the Black Freighter,Action
1724,0.290674,10000000,7022728,The Joneses,Comedy
1724,0.290674,10000000,7022728,The Joneses,Drama
1725,0.290454,0,0,Arlen Faber,Comedy
1725,0.290454,0,0,Arlen Faber,Romance
1726,0.286478,0,0,Espion(s),Drama
1726,0.286478,0,0,Espion(s),Romance
1726,0.286478,0,0,Espion(s),Thriller
1727,0.2856,0,0,Mrs. Miracle,Comedy
