Index,popularity,revenue,original_title,release_year,genres
2047,0.7541680000000001,24188922,Fair Game,2010,"Drama, Thriller"
2048,0.745434,498974,The Ward,2010,"Horror, Thriller"
2049,0.744585,7000000,Planet Hulk,2010,"Animation, Action, Science Fiction"
2050,0.740867,19152480,Buried,2010,"Drama, Thriller, Mystery"
2051,0.73988,86387857,Dinner for Schmucks,2010,Comedy
2052,0.733947,36699403,When in Rome,2010,"Fantasy, Comedy, Romance"
2053,0.6986939999999999,0,Game of Death,2010,"Adventure, Action, Thriller"
2054,0.6936640000000001,0,Waiting for Forever,2010,"Drama, Romance"
2055,0.68633,34705850,The Kids Are All Right,2010,"Comedy, Drama"
2056,0.674413,0,The Search for Santa Paws,2010,Adventure
2057,0.671484,66821036,Skyline,2010,Science Fiction
2058,0.670027,45636368,The Debt,2010,"Drama, Thriller"
2059,0.6691060000000001,0,Sammy's avonturen: De geheime doorgang,2010,"Animation, Family"
2060,0.661465,0,Get Low,2010,"Comedy, Drama, Mystery"
2061,0.659899,0,Unthinkable,2010,"Action, Adventure, Drama, Thriller"
2062,0.659749,13831503,Winter's Bone,2010,Drama
2063,0.658786,0,Gainsbourg (vie hÃ©roÃ¯que),2010,Drama
2064,0.6559550000000001,46488,Ca$h,2010,"Crime, Thriller, Comedy"
2065,0.655878,112483764,Cats & Dogs 2 : The Revenge of Kitty Galore,2010,"Comedy, Family"
2066,0.6538,0,Camp Rock 2: The Final Jam,2010,"TV Movie, Drama, Comedy, Music, Romance"
2067,0.6492899999999999,6110000,MacGruber,2010,"Action, Adventure, Comedy"
2068,0.648081,0,Ramona and Beezus,2010,"Comedy, Family"
2069,0.642475,0,The Wolfman,2010,"Horror, Thriller, Drama"
2070,0.642315,6153967,Greenberg,2010,"Comedy, Drama, Romance"
2071,0.640576,48668907,How Do You Know,2010,"Comedy, Drama, Romance"
2072,0.640516,0,Jackass 3D,2010,"Comedy, Documentary, Action"
2073,0.6350899999999999,0,Minions: Banana,2010,"Animation, Comedy, Family"
2074,0.6316649999999999,0,Avalon High,2010,"Drama, Family, Fantasy"
2075,0.629432,8212430,Senna,2010,Documentary
2076,0.62808,0,Nude Nuns With Big Guns,2010,"Thriller, Action, Comedy"
2077,0.619772,98017,Rubber,2010,"Comedy, Drama, Fantasy, Horror, Mystery"
2078,0.6195510000000001,3826,Sinners and Saints,2010,"Action, Thriller, Crime"
2079,0.618078,45236543,The Spy Next Door,2010,"Action, Comedy, Family"
2080,0.61643,49779728,She's Out of My League,2010,"Comedy, Romance"
2081,0.611978,265318,Black Death,2010,"Drama, Horror, Action, Thriller, Mystery"
2082,0.608691,0,All Good Things,2010,"Drama, Mystery, Thriller, Crime, Romance"
2083,0.602854,204940,Henry's Crime,2010,"Action, Comedy, Thriller"
2084,0.602017,0,The Killer Inside Me,2010,"Crime, Drama, Thriller"
2085,0.599676,4644108,London Boulevard,2010,"Drama, Crime"
2086,0.598275,105197635,Hereafter,2010,"Drama, Fantasy"
2087,0.598083,0,Gun,2010,"Action, Thriller"
2088,0.597254,19829957,My Soul to Take,2010,"Drama, Horror, Mystery, Thriller"
2089,0.59643,967000,TEKKEN,2010,"Crime, Drama, Action, Thriller, Science Fiction"
2091,0.591206,15478800,The Conspirator,2010,"Crime, Drama, History"
2092,0.5833020000000001,0,The Heavy,2010,"Action, Adventure, Foreign, Thriller"
2093,0.579188,49050886,Death at a Funeral,2010,Comedy
2094,0.576838,0,Mirrors 2,2010,"Horror, Mystery, Thriller"
2096,0.564203,382946,Hesher,2010,Drama
2097,0.5540609999999999,1000000,Animal Kingdom,2010,"Drama, Thriller, Crime"
2098,0.5520649999999999,83761844,Marmaduke,2010,"Family, Comedy"
2099,0.550709,6467348,Cave of Forgotten Dreams,2010,"Documentary, Family"
2100,0.548639,538000,Jack Goes Boating,2010,"Comedy, Drama, Romance"
2101,0.545277,0,Red Hill,2010,"Action, Thriller, Western"
2102,0.538392,3065860,Frozen,2010,Thriller
2103,0.535535,134748021,Wall Street: Money Never Sleeps,2010,"Drama, Crime"
2104,0.534678,0,The Whistleblower,2010,"Drama, Thriller, Crime"
2105,0.534572,0,Legend of the BoneKnapper Dragon,2010,"TV Movie, Animation, Fantasy"
2106,0.534468,0,Please Give,2010,"Comedy, Drama"
2107,0.534192,871279,Carlos,2010,"Crime, Drama, Thriller, History"
2109,0.532098,0,Shanghai,2010,"Drama, Mystery, Romance"
2110,0.528989,0,The Bang Bang Club,2010,"Drama, Romance"
2111,0.524061,8020,Wrecked,2010,"Thriller, Mystery"
2112,0.523187,0,The Tortured,2010,Horror
2113,0.518174,0,The Last Song,2010,"Drama, Family, Romance"
2114,0.516644,0,The Human Centipede 2 (Full Sequence),2010,"Drama, Horror, Crime"
2115,0.514465,18124262,Another Year,2010,"Comedy, Drama"
2116,0.514385,0,Barbie: A Fashion Fairytale,2010,"Family, Animation"
2117,0.513857,2614773,Everything Must Go,2010,"Comedy, Drama, Romance"
2118,0.513524,0,Sherlock Holmes,2010,"Fantasy, Drama, Horror, Action, Thriller"
2119,0.512957,54956140,The Crazies,2010,"Mystery, Horror, Action"
2120,0.51097,0,Chatroom,2010,"Drama, Thriller"
2121,0.507471,0,The Client List,2010,Drama
2122,0.507092,0,í¬í™” ì†ìœ¼ë¡œ,2010,War
2123,0.49863500000000005,5129058,Rabbit Hole,2010,Drama
2124,0.49843000000000004,0,Somewhere,2010,Drama
2125,0.495162,39300000,Alpha and Omega,2010,"Family, Animation"
2126,0.493121,0,You Will Meet a Tall Dark Stranger,2010,"Comedy, Drama, Romance"
2127,0.493069,0,You Don't Know Jack,2010,Drama
2128,0.490141,0,Scooby-Doo! Curse of the Lake Monster,2010,"Mystery, Fantasy, Comedy, Adventure"
2129,0.48424300000000003,0,Open Season 3,2010,"Animation, Family, Comedy"
2130,0.47811800000000004,430041,Dog Pound,2010,Drama
2131,0.47421,0,16 Wishes,2010,"Fantasy, Drama, Family"
2132,0.473513,0,StarStruck,2010,"Comedy, Romance, TV Movie"
2133,0.47052200000000005,0,Operation: Endgame,2010,"Adventure, Action, Comedy, Thriller"
2134,0.470249,201584141,Yogi Bear,2010,"Comedy, Family, Animation, Adventure"
2135,0.46045699999999995,0,Flicka 2,2010,Adventure
2136,0.460154,0,Friendship!,2010,Comedy
2137,0.455662,18144030,StreetDance 3D,2010,Drama
2138,0.44976099999999997,0,Scared Shrekless,2010,"Animation, Comedy"
2139,0.44809499999999997,0,The 41â€“Yearâ€“Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010,Comedy
2140,0.44737,21520719,Just Wright,2010,"Comedy, Drama, Romance"
2141,0.44494399999999995,0,Superman/Batman: Apocalypse,2010,"Animation, Action, Adventure"
2142,0.44389300000000004,324138,Super,2010,"Comedy, Action, Drama"
2143,0.44380699999999995,346594,The Tempest,2010,"Fantasy, Drama"
2144,0.44343699999999997,0,PiÃ¨ce MontÃ©e,2010,Comedy
2145,0.44282299999999997,0,Burning Palms,2010,"Comedy, Drama, Family"
2146,0.442301,0,Sound of Noise,2010,Comedy
2147,0.426522,0,Bloomington,2010,"Drama, Romance"
2148,0.42419700000000005,0,Womb,2010,"Romance, Science Fiction"
2149,0.423663,0,Donkey's Christmas Shrektacular,2010,"Fantasy, Animation, Drama, Comedy, Science Fiction"
2150,0.423512,0,My Girlfriend's Boyfriend,2010,"Comedy, Romance"
2152,0.6096689999999999,0,Sintel,2010,"Animation, Fantasy"
2153,0.41703500000000004,0,BloodRayne: The Third Reich,2010,"Action, Adventure, Fantasy, Horror"
2154,0.41671400000000003,0,Firebreather,2010,"Adventure, Fantasy, Animation, Action, Thriller"
2155,0.410128,0,Going Postal,2010,"Fantasy, Comedy, Science Fiction"
2156,0.23283,0,Superman/Shazam!: The Return of Black Adam,2010,"Animation, Action"
2157,0.407787,0,Titanic II,2010,"Action, Adventure, Thriller"
2158,0.406941,20529194,Country Strong,2010,"Drama, Romance"
2159,0.40117600000000003,0,YellowBrickRoad,2010,"Horror, Thriller"
2160,0.400305,0,Justice League: Crisis on Two Earths,2010,"Action, Adventure, Animation"
2161,0.397548,4790751,Exit Through the Gift Shop,2010,Documentary
2162,0.39566999999999997,850994,Mr. Nice,2010,"Crime, Drama, Comedy"
2163,0.393778,0,Kongen av BastÃ¸y,2010,"Drama, Action"
2164,0.39362600000000003,16504936,"Tomorrow, When the War Began",2010,"Action, Adventure, Drama"
2165,0.390858,0,Sint,2010,"Horror, Comedy"
2166,0.389123,0,Into the Universe with Stephen Hawking,2010,Documentary
2168,0.385303,0,And Soon the Darkness,2010,"Horror, Thriller, Crime, Mystery"
2169,0.379104,0,Lottery Ticket,2010,Comedy
2170,0.08289400000000001,0,The Pillars of the Earth,2010,"Drama, History, Romance"
2171,0.375979,15134293,Extraordinary Measures,2010,Drama
2172,0.374797,0,Family Guy Presents: It's a Trap!,2010,"Animation, Fantasy, Comedy, Science Fiction"
2173,0.368927,33583175,Devil,2010,"Horror, Mystery, Thriller"
2174,0.368374,539957,Kaboom,2010,"Science Fiction, Comedy, Mystery"
2175,0.364652,42145,Welcome to the Rileys,2010,Drama
2176,0.361861,0,Boy Wonder,2010,"Action, Crime, Drama, Thriller"
2177,0.359688,0,HÃ¦vnen,2010,Drama
2178,0.359543,0,Sundays at Tiffany's,2010,"Drama, Romance"
2179,0.356462,0,Day & Night,2010,"Animation, Adventure, Comedy, Family, Fantasy"
2180,0.348945,0,Cyrus,2010,"Comedy, Drama, Romance"
2181,0.346981,0,Smokin' Aces 2: Assassins' Ball,2010,"Action, Comedy, Crime, Thriller"
2182,0.34663099999999997,0,Daydream Nation,2010,"Drama, Romance"
2183,0.345663,0,Atrocious,2010,"Horror, Thriller"
2185,0.34123000000000003,0,Inception: The Cobol Job,2010,"Animation, Action, Thriller, Science Fiction"
2186,0.340855,338987,Happy People: A Year in the Taiga,2010,Documentary
2187,0.31259499999999996,21409028,Our Family Wedding,2010,Comedy
2188,0.146543,0,ì˜í˜•ì œ,2010,"Drama, Thriller, Foreign"
2189,0.335013,0,"Ultramarines: A Warhammer 40,000 Movie",2010,"Animation, Science Fiction"
2190,0.334115,0,Double Wedding,2010,"Comedy, Drama, Romance"
2191,0.332904,1000000,Halo Legends,2010,"Action, Animation, Science Fiction"
2192,0.331978,0,Free Willy: Escape From Pirate's Cove,2010,"Action, Adventure, Drama, Family"
2193,0.328667,8454301,Barney's Version,2010,"Comedy, Drama"
2194,0.32716,693181,Frankie & Alice,2010,"Drama, Thriller"
2196,0.3261,74901339,Edge of Darkness,2010,"Crime, Drama, Mystery, Thriller"
2197,0.321863,0,Altitude,2010,"Horror, Action, Thriller, Science Fiction"
2198,0.321694,0,The Reef,2010,"Drama, Horror, Thriller"
2199,0.32616799999999996,0,The Clinic,2010,"Mystery, Horror, Thriller, Crime"
2200,0.319013,0,En ganske snill mann,2010,"Comedy, Crime, Drama"
2201,0.318587,1163967,4.3.2.1,2010,"Action, Thriller, Crime, Romance"
2202,0.315527,55125,Dirty Girl,2010,"Drama, Comedy"
2203,0.312322,0,The Tree,2010,Drama
2205,0.308417,0,Minions: Orientation Day,2010,"Animation, Comedy, Family"
2207,0.346071,3045943,Catfish,2010,Documentary
2208,0.302377,39340177,Furry Vengeance,2010,Comedy
2209,0.301054,1083683,Casino Jack,2010,"Crime, Comedy, Drama"
2210,0.30028299999999997,0,Kites,2010,"Drama, Action, Romance"
2211,0.297737,0,Quantum Apocalypse,2010,"TV Movie, Science Fiction"
2212,0.29666,52604,Hatchet II,2010,"Horror, Comedy, Thriller"
2213,0.287095,0,The First Grader,2010,"Romance, Drama"
2214,0.7570819999999999,0,The Pacific,2010,"War, Drama, Action, Adventure, History"
2215,0.289545,0,Chun sing gai bei,2010,"Action, Thriller, Science Fiction, Foreign"
2216,0.28946900000000003,0,Lake Placid 3,2010,"Horror, Action, Science Fiction, Thriller"
2217,0.289022,0,The Myth of the American Sleepover,2010,"Romance, Comedy, Drama"
2218,0.286433,0,Harriet the Spy: Blog Wars,2010,"Comedy, Drama, Family, TV Movie"
2220,0.28324099999999997,4634062,Dylan Dog: Dead of Night,2010,"Action, Comedy, Horror, Mystery, Science Fiction"
2222,0.279938,0,Ben Hur,2010,"Family, History, Action, Drama"
2223,0.27868899999999996,0,Road Train,2010,"Horror, Thriller, Science Fiction"
2224,0.27826799999999996,0,Lying to Be Perfect,2010,Comedy
2226,0.49421400000000004,0,Milf,2010,Comedy
2227,0.275607,617000,Howl,2010,Drama
2228,0.27519,103735,Freakonomics,2010,Documentary
2229,0.271442,0,Tiny Furniture,2010,Comedy
2230,0.271381,3878993,The Perfect Game,2010,"Drama, Family"
2231,0.269283,215576,Happythankyoumoreplease,2010,"Comedy, Romance"
2232,0.26795,0,Scrat's Continental Crack-Up,2010,Animation
2233,0.26564899999999997,0,The Prince & Me 4: The Elephant Adventure,2010,"Comedy, Romance"
2234,0.284327,0,Jesse Stone: No Remorse,2010,"Drama, Thriller, Crime, Mystery"
2235,0.260669,0,Dead Space: Aftermath,2010,"Animation, Horror, Science Fiction"
2236,0.25964899999999996,0,Prowl,2010,"Horror, Thriller"
2237,0.2596,33245,Stake Land,2010,"Drama, Horror, Action, Thriller, Science Fiction"
2238,0.257311,0,DC Showcase: Jonah Hex,2010,"Animation, Action, Western"
2239,0.256392,0,Super Hybrid,2010,Horror
2241,0.162356,0,Red White & Blue,2010,"Drama, Thriller"
2243,0.187905,1422910,Restrepo,2010,"Documentary, War"
2244,0.25054,11087569,The Warrior's Way,2010,"Adventure, Fantasy, Action, Western, Thriller"
2245,0.377897,0,Hubble 3D,2010,Documentary
2246,0.24657800000000002,4349187,Burke & Hare,2010,"Comedy, Thriller"
2247,0.245627,0,Abandoned,2010,"Drama, Mystery, Thriller"
2248,0.24543800000000002,63931,Beautiful Boy,2010,Drama
2249,0.24494699999999997,0,Scooby-Doo! Abracadabra-Doo,2010,"Animation, Comedy, Family, Mystery"
2250,0.2448,0,Space Chimps 2: Zartog Strikes Back,2010,"Animation, Family"
2251,0.243848,0,Lost Boys: The Thirst,2010,"Action, Adventure, Comedy"
2252,0.559371,10,Elektra Luxx,2010,"Action, Comedy, Drama"
2253,0.241802,0,The Traveler,2010,"Horror, Thriller"
2254,0.24154099999999998,55089,Inhale,2010,"Drama, Action, Thriller"
2255,0.24040300000000003,4270000,Four Lions,2010,"Comedy, Crime, Drama"
2256,0.23779699999999998,0,Les 7 jours du talion,2010,"Drama, Horror, Thriller"
2257,0.280412,0,Beneath Hill 60,2010,"Drama, History, War"
2258,0.23457399999999998,0,2010: Moby Dick,2010,"Action, Adventure, Drama, Horror, Science Fiction"
2259,0.408233,0,Brighton Rock,2010,"Drama, Thriller, Crime"
2261,0.22912399999999997,0,Exorcismus,2010,"Foreign, Horror, Thriller"
2262,0.22840500000000002,0,Cemetery Junction,2010,"Drama, Comedy"
2263,0.22804499999999997,0,Aziz Ansari: Intimate Moments for a Sensual Evening,2010,Comedy
2264,0.227437,0,Gekijouban Trigun: Badlands Rumble,2010,"Action, Comedy, Animation"
2265,0.227258,178174,Winnebago Man,2010,"Comedy, Documentary"
2266,0.339125,0,ExTerminators,2010,"Comedy, Drama"
2267,0.224505,0,NEDs,2010,Drama
2270,0.222257,0,"Montevideo, Bog te video!",2010,"Adventure, Drama, History, Romance"
2271,0.219619,0,The Four-Faced Liar,2010,"Comedy, Drama, Romance"
2272,0.218552,0,I'm Still Here,2010,"Music, Comedy, Drama"
2273,0.218279,1279,An Invisible Sign,2010,"Family, Drama, Romance, Comedy"
2274,0.216759,0,Father of Invention,2010,"Comedy, Drama"
2275,0.21650300000000003,187716,Waste Land,2010,"Documentary, Foreign"
2277,0.214381,453079,The Extra Man,2010,Comedy
2279,0.212376,0,The Final,2010,"Drama, Horror, Thriller"
2280,0.211508,0,Mega Shark vs. Crocosaurus,2010,"Action, Horror, Science Fiction"
2281,0.20159100000000002,0,Submarino,2010,"Drama, Foreign"
2282,0.210425,0,Riverworld,2010,"Drama, Science Fiction, Thriller"
2283,0.385851,123820,The Romantics,2010,"Comedy, Drama, Romance"
2284,0.210231,0,Nine Dead,2010,"Crime, Drama, Horror, Thriller"
2285,0.208862,0,Wonders of the Solar System,2010,Documentary
2288,0.20523000000000002,0,Repeaters,2010,"Science Fiction, Thriller, Drama"
2289,0.204591,0,Captifs,2010,"Horror, Thriller"
2291,0.201727,0,Arctic Blast,2010,Science Fiction
2292,0.200531,0,Scooby-Doo! Camp Scare,2010,"Animation, Comedy, Family"
2293,0.200241,0,Hunt to Kill,2010,"Action, Adventure, Thriller"
2294,0.286429,0,Bal,2010,Drama
2295,0.196975,37000000,For Colored Girls,2010,Drama
2296,0.196856,0,The Cutting Edge: Fire & Ice,2010,"Drama, Romance"
2297,0.195641,0,Territories,2010,"Thriller, Horror"
2299,0.187445,0,Oranges and Sunshine,2010,Drama
2300,0.184116,0,Waiting for 'Superman',2010,Documentary
2301,0.182077,951179,The Trip,2010,"Comedy, Drama"
2302,0.21730500000000003,0,The Presence,2010,"Drama, Horror, Thriller"
2304,0.180345,0,Comme les 5 doigts de la main,2010,Crime
2305,0.178957,0,The Shrine,2010,Horror
2307,0.260805,0,F,2010,"Horror, Thriller"
2310,0.175217,0,Temple Grandin,2010,Drama
2313,0.172275,0,Tick Tock Tale,2010,Animation
2317,0.170821,876302,Meek's Cutoff,2010,"Drama, Western"
2319,0.168177,22270,Ceremony,2010,"Comedy, Romance"
2320,0.16758699999999999,0,à¸ªà¸´à¹ˆà¸‡à¹€à¸¥à¹‡à¸à¹€à¸¥à¹‡à¸à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸à¸§à¹ˆà¸²...à¸£à¸±à¸,2010,"Comedy, Romance"
2321,0.167247,0,Shank,2010,"Action, Drama, Thriller"
2322,0.160701,0,Astral City: A Spiritual Journey,2010,Drama
2323,0.526537,0,Made in Dagenham,2010,"Comedy, Drama, History"
2324,0.15835,0,The Dead,2010,"Horror, Action, Thriller, Science Fiction"
2325,0.157333,0,Mega Piranha,2010,"Action, Adventure, Horror, Science Fiction"
2327,0.12869,0,Twelve,2010,"Thriller, Drama, Action, Crime"
2329,0.155075,0,Dante's Inferno: An Animated Epic,2010,"Action, Adventure, Animation, Fantasy, Horror"
2331,0.150336,0,Chain Letter,2010,"Horror, Thriller"
2332,0.14844200000000002,0,Essential Killing,2010,"Thriller, War"
2333,0.147222,0,Is It Just Me?,2010,"Drama, Comedy, Romance"
2335,0.14489200000000002,14870,The Perfect Host,2010,"Comedy, Thriller, Crime"
2337,0.140371,0,Legendary,2010,Drama
2338,0.140251,60072596,Why Did I Get Married Too?,2010,"Comedy, Romance"
2341,0.136215,0,The Frankenstein Syndrome,2010,"Horror, Science Fiction"
2343,0.131526,296221663,Resident Evil: Afterlife,2010,"Action, Adventure, Horror, Science Fiction"
2344,0.131328,0,Growth,2010,"Horror, Science Fiction, Thriller"
2345,0.13001600000000002,0,ProtÃ©ger et servir,2010,Comedy
2347,0.126182,0,High School,2010,Comedy
2348,0.191889,0,Beyond the Black Rainbow,2010,"Fantasy, Science Fiction, Horror"
2349,0.12315799999999999,0,American Grindhouse,2010,"Documentary, History"
2350,0.120636,0,Peacock,2010,"Mystery, Thriller"
2351,0.20532899999999998,0,BÃ©bÃ©s,2010,Documentary
2352,0.067885,0,A Little Help,2010,"Comedy, Drama, Romance"
2353,0.10772899999999999,0,Letters to God,2010,"Action, Drama, Family, Thriller"
2354,0.107503,0,Alien vs. Ninja,2010,"Horror, Action, Thriller, Science Fiction"
2356,0.137397,0,Devil's Playground,2010,"Horror, Action"
2357,0.10463499999999999,0,Chico & Rita,2010,"Animation, Music, Romance"
2358,0.18021700000000002,0,Parked,2010,Drama
2359,0.27632199999999996,1068682,Vanishing on 7th Street,2010,"Drama, Horror, Thriller"
2361,0.09501799999999999,0,Li Xiao Long,2010,Drama
2362,0.021644999999999998,0,Yes or No: à¸­à¸¢à¸²à¸à¸£à¸±à¸ à¸à¹‡à¸£à¸±à¸à¹€à¸¥à¸¢,2010,"Comedy, Romance"
2363,0.267278,0,The Rig,2010,"Action, Horror, Science Fiction, Thriller"
2365,0.25427,0,Holy Rollers,2010,"Crime, Drama, Thriller"
2366,0.090543,427628,Break Ke Baad,2010,"Drama, Comedy, Romance, Foreign"
2367,0.087585,0,Gasland,2010,Documentary
2371,0.081724,0,600 kilos d'or pur,2010,Adventure
2375,0.068941,5980,BearCity,2010,"Comedy, Romance"
2378,0.028227,5000000,Action Replayy,2010,"Drama, Comedy, Romance, Foreign"
2380,0.065833,0,Christmas Cupid,2010,"TV Movie, Fantasy, Comedy, Romance, Family"
2382,0.06539099999999999,0,Une Petite zone de turbulences,2010,Comedy
2383,0.225569,0,The Drawn Together Movie: The Movie!,2010,"Animation, Comedy"
2384,0.064038,0,FRED: The Movie,2010,"Comedy, Family"
2385,0.063325,0,Strapped,2010,Drama
2387,0.06324,60251371,Secretariat,2010,Drama
2389,0.052322,1339650,Bill Cunningham New York,2010,Documentary
2390,0.0506,0,DC Showcase: Green Arrow,2010,"Animation, Adventure"
2391,0.050481,0,I Hate Luv Storys,2010,"Drama, Comedy, Romance, Foreign"
2395,0.227962,0,Burakku Rokku ShÅ«tÄ,2010,"Action, Animation, Drama, Fantasy, Thriller"
2398,0.028456,43,Boy,2010,"Drama, Comedy"
2400,0.037806,0,Il reste du jambon ?,2010,Comedy
2404,0.009766,0,A Horrible Way to Die,2010,"Horror, Thriller"
2406,0.06375399999999999,0,As Melhores Coisas do Mundo,2010,Comedy
2407,0.004569,0,Joan Rivers: A Piece of Work,2010,Documentary
2409,8.947905,100853753,Fight Club,1999,Drama
2410,7.7538990000000005,463517383,The Matrix,1999,"Action, Science Fiction"
2411,3.5557199999999995,356296601,American Beauty,1999,Drama
2412,3.5260290000000003,924317558,Star Wars: Episode I - The Phantom Menace,1999,"Adventure, Action, Science Fiction"
2413,2.94377,415885488,The Mummy,1999,"Adventure, Fantasy, Horror, Action, Thriller"
2414,2.719461,284600000,The Green Mile,1999,"Fantasy, Drama, Crime"
2415,2.5787310000000003,672806292,The Sixth Sense,1999,"Mystery, Thriller, Drama"
2416,2.129874,361832400,The World Is Not Enough,1999,"Adventure, Action, Thriller"
2417,2.069357,75902208,Cruel Intentions,1999,"Drama, Romance, Thriller"
2418,2.065619,206071502,Sleepy Hollow,1999,"Drama, Fantasy, Thriller, Mystery"
2419,1.9458939999999998,0,Tarzan,1999,"Adventure, Animation, Drama, Family"
2420,1.825695,235483004,American Pie,1999,"Comedy, Romance"
2421,1.820318,212404396,Entrapment,1999,"Romance, Drama, Mystery"
2422,1.810197,485015179,Toy Story 2,1999,"Animation, Comedy, Family"
2423,1.769152,53478166,10 Things I Hate About You,1999,"Comedy, Romance, Drama"
2424,1.72385,363889678,Notting Hill,1999,Comedy
2425,1.560867,310940086,Austin Powers: The Spy Who Shagged Me,1999,"Crime, Adventure, Action, Comedy, Science Fiction"
2426,1.43163,11540607,Boys Don't Cry,1999,"Crime, Drama"
2427,1.427794,60289912,The Insider,1999,"Drama, Thriller"
2428,1.3486280000000002,90683916,Galaxy Quest,1999,"Comedy, Family, Science Fiction"
2429,1.329827,162091208,Eyes Wide Shut,1999,Drama
2430,1.328465,22863596,Being John Malkovich,1999,"Fantasy, Drama, Comedy"
2431,1.320079,176885658,Analyze This,1999,"Comedy, Crime"
2432,1.3092489999999999,300135367,Stuart Little,1999,Fantasy
2433,1.254522,151493655,The Bone Collector,1999,"Drama, Mystery, Thriller, Crime"
2434,1.221973,222104681,Wild Wild West,1999,"Action, Adventure, Comedy, Drama, Science Fiction"
2435,1.189386,61698899,The 13th Warrior,1999,"Adventure, Fantasy, Action"
2436,1.1738879999999998,211989043,End of Days,1999,"Action, Fantasy, Horror, Mystery"
2437,1.152354,88545092,The Cider House Rules,1999,Drama
2438,1.1509340000000001,23159305,The Iron Giant,1999,"Adventure, Animation, Family, Fantasy, Science Fiction"
2439,1.1392229999999999,73648228,Deep Blue Sea,1999,"Horror, Action, Thriller, Science Fiction"
2440,1.076307,0,"South Park: Bigger, Longer & Uncut",1999,"Animation, Comedy, Music"
2441,1.050599,161626121,Payback,1999,"Drama, Action, Thriller, Crime"
2442,1.03785,309457509,Runaway Bride,1999,"Comedy, Romance"
2443,1.0220280000000002,103166989,She's All That,1999,"Comedy, Romance"
2444,0.993492,177841558,Double Jeopardy,1999,"Drama, Mystery, Thriller, Crime"
2445,0.992316,30471,The Boondock Saints,1999,"Action, Thriller, Crime"
2446,0.9682040000000001,12827813,Office Space,1999,"Comedy, Crime"
2447,0.9412020000000001,10409377,The Virgin Suicides,1999,"Drama, Romance"
2448,0.937873,93700000,Bicentennial Man,1999,"Comedy, Science Fiction"
2449,0.9346209999999999,248000000,The Blair Witch Project,1999,"Horror, Mystery"
2450,0.920974,58401898,The Ninth Gate,1999,"Horror, Mystery, Thriller"
2451,0.9208799999999999,73956241,The Hurricane,1999,Drama
2452,0.9073049999999999,18564088,The Thirteenth Floor,1999,"Thriller, Science Fiction, Mystery"
2453,0.8765870000000001,234801895,Big Daddy,1999,"Comedy, Drama"
2454,0.855109,0,Bringing Out the Dead,1999,"Drama, Thriller"
2455,0.8234940000000001,96618699,8MM,1999,"Thriller, Crime, Mystery"
2456,0.82073,30652890,Dogma,1999,"Fantasy, Comedy, Adventure"
2457,0.797082,0,"Girl, Interrupted",1999,Drama
2458,0.779596,0,Mickey's Once Upon a Christmas,1999,"Animation, Family, Comedy"
2459,0.778786,91188905,The Haunting,1999,"Horror, Thriller, Fantasy, Mystery"
2460,0.746054,93888180,Forces of Nature,1999,Comedy
2461,0.744837,40263020,Blast from the Past,1999,"Comedy, Romance"
2462,0.740133,0,Edtv,1999,Comedy
2463,0.7318020000000001,118880016,Message in a Bottle,1999,Drama
2464,0.72669,149705852,The General's Daughter,1999,"Crime, Drama, Mystery, Thriller"
2465,0.725013,50041732,Stigmata,1999,"Horror, Thriller"
2466,0.716336,21133087,Stir of Echoes,1999,"Horror, Mystery, Thriller"
2467,0.694437,0,Election,1999,Comedy
2468,0.684185,0,Inspector Gadget,1999,"Action, Adventure, Comedy, Family"
2469,0.682531,48451803,Magnolia,1999,Drama
2470,0.6710699999999999,36911617,The Bachelor,1999,Comedy
2471,0.654013,14010690,Virus,1999,"Horror, Action, Science Fiction"
2472,0.6403310000000001,128798265,The Talented Mr. Ripley,1999,"Thriller, Crime, Drama"
2473,0.637814,56870414,Lake Placid,1999,"Horror, Comedy, Action, Science Fiction, Thriller"
2474,0.63765,4217115,Detroit Rock City,1999,Comedy
2475,0.636432,29762011,Mystery Men,1999,"Adventure, Fantasy, Action, Comedy, Science Fiction"
2476,0.6271720000000001,0,Ghost Dog: The Way of the Samurai,1999,"Action, Crime, Drama"
2477,0.617279,90874570,Fantasia 2000,1999,"Music, Animation, Family, Fantasy"
2478,0.614402,28451622,Go,1999,"Crime, Comedy, Thriller"
2479,0.614007,84565230,Never Been Kissed,1999,"Romance, Comedy, Drama"
2480,0.598565,0,Instinct,1999,"Drama, Mystery, Thriller"
2481,0.5967819999999999,0,October Sky,1999,"Drama, Family"
2482,0.585123,108000000,Three Kings,1999,"Action, Adventure, Comedy"
2483,0.581756,47434430,Man on the Moon,1999,"Comedy, Drama, Romance"
2484,0.566661,13000000,Brokedown Palace,1999,"Drama, Thriller"
2485,0.54872,0,Annie,1999,"Music, Family, Comedy"
2486,0.5480970000000001,40846082,House on Haunted Hill,1999,"Horror, Mystery, Thriller"
2487,0.545399,0,From Dusk Till Dawn 2: Texas Blood Money,1999,"Crime, Action, Horror, Thriller"
2488,0.538087,0,Best Laid Plans,1999,"Drama, Thriller, Crime"
2489,0.521573,0,A Christmas Carol,1999,"Drama, Fantasy"
