Index,popularity,revenue,original_title,genres,release_year
3137,0.359217,9323833,Miracle at St. Anna,Thriller,2008
3137,0.359217,9323833,Miracle at St. Anna,Drama,2008
3137,0.359217,9323833,Miracle at St. Anna,Action,2008
3137,0.359217,9323833,Miracle at St. Anna,Crime,2008
3137,0.359217,9323833,Miracle at St. Anna,War,2008
3138,0.337577,0,The Prince & Me 3: A Royal Honeymoon,Comedy,2008
3138,0.337577,0,The Prince & Me 3: A Royal Honeymoon,Romance,2008
3139,0.43785,0,"Food, Inc.",Documentary,2008
3140,0.33643,0,The Shepherd: Border Patrol,Action,2008
3140,0.33643,0,The Shepherd: Border Patrol,Crime,2008
3140,0.33643,0,The Shepherd: Border Patrol,Thriller,2008
3141,0.336308,0,Generation Kill,Drama,2008
3141,0.336308,0,Generation Kill,War,2008
3141,0.336308,0,Generation Kill,History,2008
3142,0.335675,0,Amusement,Horror,2008
3142,0.335675,0,Amusement,Thriller,2008
3143,0.33511599999999997,36620508,My Best Friend's Girl,Comedy,2008
3144,0.333395,23550000,Paris,Drama,2008
3145,0.173214,0,The Children,Horror,2008
3145,0.173214,0,The Children,Mystery,2008
3145,0.173214,0,The Children,Thriller,2008
3146,0.32907,0,Breathing Room,Horror,2008
3146,0.32907,0,Breathing Room,Mystery,2008
3146,0.32907,0,Breathing Room,Thriller,2008
3147,0.326352,3533227,The Midnight Meat Train,Mystery,2008
3147,0.326352,3533227,The Midnight Meat Train,Drama,2008
3147,0.326352,3533227,The Midnight Meat Train,Crime,2008
3147,0.326352,3533227,The Midnight Meat Train,Thriller,2008
3147,0.326352,3533227,The Midnight Meat Train,Horror,2008
3148,0.32409099999999996,188126,Repo! The Genetic Opera,Horror,2008
3148,0.32409099999999996,188126,Repo! The Genetic Opera,Comedy,2008
3148,0.32409099999999996,188126,Repo! The Genetic Opera,Music,2008
3148,0.32409099999999996,188126,Repo! The Genetic Opera,Science Fiction,2008
3149,0.32288,2033165,Mutant Chronicles,Action,2008
3149,0.32288,2033165,Mutant Chronicles,Adventure,2008
3149,0.32288,2033165,Mutant Chronicles,Horror,2008
3149,0.32288,2033165,Mutant Chronicles,Science Fiction,2008
3150,0.319223,0,The Objective,Action,2008
3150,0.319223,0,The Objective,Horror,2008
3150,0.319223,0,The Objective,Science Fiction,2008
3150,0.319223,0,The Objective,Thriller,2008
3151,0.318796,0,ä¸‰å›½ä¹‹è§é¾™å¸ç”²,Action,2008
3151,0.318796,0,ä¸‰å›½ä¹‹è§é¾™å¸ç”²,History,2008
3151,0.318796,0,ä¸‰å›½ä¹‹è§é¾™å¸ç”²,Drama,2008
3152,0.17515,0,Einstein and Eddington,History,2008
3152,0.17515,0,Einstein and Eddington,Drama,2008
3153,0.316727,0,Anaconda 3: Offspring,Action,2008
3153,0.316727,0,Anaconda 3: Offspring,Horror,2008
3153,0.316727,0,Anaconda 3: Offspring,Thriller,2008
3154,0.315842,0,I Can't Think Straight,Drama,2008
3154,0.315842,0,I Can't Think Straight,Romance,2008
3155,0.315339,0,Major Movie Star,Comedy,2008
3155,0.315339,0,Major Movie Star,War,2008
3155,0.315339,0,Major Movie Star,Adventure,2008
3155,0.315339,0,Major Movie Star,Drama,2008
3156,0.31438,0,No Man's Land: The Rise of Reeker,Horror,2008
3156,0.31438,0,No Man's Land: The Rise of Reeker,Thriller,2008
3157,0.312842,0,Religulous,Comedy,2008
3157,0.312842,0,Religulous,Documentary,2008
3158,0.308655,17600000,Swing Vote,Drama,2008
3158,0.308655,17600000,Swing Vote,Comedy,2008
3159,0.308286,1107542,Flashbacks of a Fool,Drama,2008
3160,0.305643,0,All the Boys Love Mandy Lane,Horror,2008
3160,0.305643,0,All the Boys Love Mandy Lane,Mystery,2008
3160,0.305643,0,All the Boys Love Mandy Lane,Thriller,2008
3161,0.304742,0,The Meerkats,Documentary,2008
3163,0.30389499999999997,0,Dance of the Dead,Comedy,2008
3163,0.30389499999999997,0,Dance of the Dead,Horror,2008
3165,0.29896100000000003,0,$5 a Day,Drama,2008
3165,0.29896100000000003,0,$5 a Day,Comedy,2008
3166,0.408518,0,Winged Creatures,Crime,2008
3166,0.408518,0,Winged Creatures,Drama,2008
3167,0.296576,0,Flash of Genius,Drama,2008
3168,0.29296500000000003,0,Pontypool,Horror,2008
3168,0.29296500000000003,0,Pontypool,Mystery,2008
3168,0.29296500000000003,0,Pontypool,Science Fiction,2008
3170,0.288067,0,Babysitter Wanted,Horror,2008
3170,0.288067,0,Babysitter Wanted,Thriller,2008
3172,0.283736,1829917,Henry Poole Is Here,Comedy,2008
3172,0.283736,1829917,Henry Poole Is Here,Drama,2008
3173,0.283538,0,Ãšltima Parada 174,Drama,2008
3173,0.283538,0,Ãšltima Parada 174,Crime,2008
3174,0.283048,0,Les Femmes de l'ombre,Action,2008
3174,0.283048,0,Les Femmes de l'ombre,Thriller,2008
3174,0.283048,0,Les Femmes de l'ombre,War,2008
3174,0.283048,0,Les Femmes de l'ombre,History,2008
3175,0.282915,165888,Gigantic,Comedy,2008
3175,0.282915,165888,Gigantic,Romance,2008
3176,0.282905,29506464,W.,Drama,2008
3176,0.282905,29506464,W.,History,2008
3177,0.282246,0,My Mom's New Boyfriend,Action,2008
3177,0.282246,0,My Mom's New Boyfriend,Comedy,2008
3177,0.282246,0,My Mom's New Boyfriend,Romance,2008
3178,0.28216199999999997,0,The Edge of Love,Drama,2008
3178,0.28216199999999997,0,The Edge of Love,History,2008
3178,0.28216199999999997,0,The Edge of Love,Romance,2008
3179,0.280928,0,Dorothy Mills,Drama,2008
3179,0.280928,0,Dorothy Mills,Thriller,2008
3179,0.280928,0,Dorothy Mills,Mystery,2008
3179,0.280928,0,Dorothy Mills,Horror,2008
3180,0.280555,33456317,Fireproof,Drama,2008
3181,0.280443,0,The Other End of the Line,Comedy,2008
3181,0.280443,0,The Other End of the Line,Romance,2008
3182,0.279806,0,Chris Rock: Kill the Messenger,Comedy,2008
3183,0.278543,10569964,Smart People,Comedy,2008
3183,0.278543,10569964,Smart People,Drama,2008
3183,0.278543,10569964,Smart People,Romance,2008
3184,0.27821999999999997,0,æ±äº¬æ®‹é…·è­¦å¯Ÿ,Adventure,2008
3184,0.27821999999999997,0,æ±äº¬æ®‹é…·è­¦å¯Ÿ,Horror,2008
3184,0.27821999999999997,0,æ±äº¬æ®‹é…·è­¦å¯Ÿ,Action,2008
3184,0.27821999999999997,0,æ±äº¬æ®‹é…·è­¦å¯Ÿ,Science Fiction,2008
3186,0.276672,0,L'Heure d'Ã©tÃ©,Comedy,2008
3186,0.276672,0,L'Heure d'Ã©tÃ©,Drama,2008
3187,0.274362,0,Charlie Bartlett,Comedy,2008
3187,0.274362,0,Charlie Bartlett,Drama,2008
3188,0.741302,0,Kong saan mei yan,Action,2008
3188,0.741302,0,Kong saan mei yan,Adventure,2008
3188,0.741302,0,Kong saan mei yan,Foreign,2008
3189,0.268271,0,Fly Me to the Moon,Adventure,2008
3189,0.268271,0,Fly Me to the Moon,Fantasy,2008
3189,0.268271,0,Fly Me to the Moon,Animation,2008
3189,0.268271,0,Fly Me to the Moon,Action,2008
3189,0.268271,0,Fly Me to the Moon,Science Fiction,2008
3190,0.267935,0,Redbelt,Drama,2008
3191,0.267577,0,Johnny Mad Dog,War,2008
3191,0.267577,0,Johnny Mad Dog,Drama,2008
3191,0.267577,0,Johnny Mad Dog,Foreign,2008
3191,0.267577,0,Johnny Mad Dog,History,2008
3192,0.128712,0,Pranzo di ferragosto,Drama,2008
3192,0.128712,0,Pranzo di ferragosto,Comedy,2008
3192,0.128712,0,Pranzo di ferragosto,Foreign,2008
3193,0.768409,100076342,Nim's Island,Adventure,2008
3193,0.768409,100076342,Nim's Island,Comedy,2008
3193,0.768409,100076342,Nim's Island,Family,2008
3193,0.768409,100076342,Nim's Island,Fantasy,2008
3194,0.265883,0,Vacancy 2: The First Cut,Horror,2008
3194,0.265883,0,Vacancy 2: The First Cut,Thriller,2008
3195,0.265233,0,15 ans et demi,Comedy,2008
3195,0.265233,0,15 ans et demi,Drama,2008
3196,0.26418,0,Make It Happen,Drama,2008
3196,0.26418,0,Make It Happen,Romance,2008
3197,0.264137,0,Another Gay Sequel: Gays Gone Wild!,Comedy,2008
3198,0.259988,30000000,Igor,Animation,2008
3198,0.259988,30000000,Igor,Comedy,2008
3198,0.259988,30000000,Igor,Family,2008
3198,0.259988,30000000,Igor,Fantasy,2008
3199,0.25984,0,Extreme Movie,Comedy,2008
3200,0.259356,0,Boot Camp,Drama,2008
3200,0.259356,0,Boot Camp,Thriller,2008
3201,0.258571,0,Lost in Austen,Comedy,2008
3201,0.258571,0,Lost in Austen,Drama,2008
3201,0.258571,0,Lost in Austen,Family,2008
3201,0.258571,0,Lost in Austen,Fantasy,2008
3201,0.258571,0,Lost in Austen,Foreign,2008
3202,0.257241,0,Adulthood,Drama,2008
3202,0.257241,0,Adulthood,Foreign,2008
3203,0.25588,33472850,Semi-Pro,Comedy,2008
3204,0.2552,0,The Haunting of Molly Hartley,Drama,2008
3204,0.2552,0,The Haunting of Molly Hartley,Horror,2008
3205,0.253956,14879423,Last Chance Harvey,Drama,2008
3205,0.253956,14879423,Last Chance Harvey,Comedy,2008
3205,0.253956,14879423,Last Chance Harvey,Romance,2008
3206,0.659884,17286299,How to Lose Friends & Alienate People,Comedy,2008
3206,0.659884,17286299,How to Lose Friends & Alienate People,Romance,2008
3206,0.659884,17286299,How to Lose Friends & Alienate People,Drama,2008
3207,0.248871,0,The Ramen Girl,Romance,2008
3207,0.248871,0,The Ramen Girl,Comedy,2008
3207,0.248871,0,The Ramen Girl,Drama,2008
3209,0.245327,0,House,Drama,2008
3209,0.245327,0,House,Horror,2008
3209,0.245327,0,House,Thriller,2008
3210,0.19023800000000002,0,Blackout,Horror,2008
3210,0.19023800000000002,0,Blackout,Thriller,2008
3211,0.244375,0,I Sell The Dead,Comedy,2008
3211,0.244375,0,I Sell The Dead,Drama,2008
3211,0.244375,0,I Sell The Dead,Horror,2008
3212,0.243765,0,Krabat,Action,2008
3212,0.243765,0,Krabat,Fantasy,2008
3212,0.243765,0,Krabat,Horror,2008
3213,0.242941,0,Solstice,Drama,2008
3213,0.242941,0,Solstice,Horror,2008
3213,0.242941,0,Solstice,Thriller,2008
3214,0.24117,0,Train,Horror,2008
3214,0.24117,0,Train,Thriller,2008
3215,0.239048,530048,Oorlogswinter,Drama,2008
3215,0.239048,530048,Oorlogswinter,History,2008
3215,0.239048,530048,Oorlogswinter,War,2008
3216,0.235312,0,NYC: Tornado Terror,Drama,2008
3216,0.235312,0,NYC: Tornado Terror,Action,2008
3216,0.235312,0,NYC: Tornado Terror,Science Fiction,2008
3216,0.235312,0,NYC: Tornado Terror,Thriller,2008
3217,0.23477199999999998,391410,While She Was Out,Action,2008
3217,0.23477199999999998,391410,While She Was Out,Adventure,2008
3217,0.23477199999999998,391410,While She Was Out,Drama,2008
3217,0.23477199999999998,391410,While She Was Out,Horror,2008
3217,0.23477199999999998,391410,While She Was Out,Thriller,2008
3218,0.232479,0,Wendy and Lucy,Drama,2008
3219,0.447804,0,The BrÃ¸ken,Thriller,2008
3219,0.447804,0,The BrÃ¸ken,Drama,2008
3219,0.447804,0,The BrÃ¸ken,Horror,2008
3220,0.230107,0,24: Redemption,Action,2008
3220,0.230107,0,24: Redemption,Adventure,2008
3220,0.230107,0,24: Redemption,Crime,2008
3221,0.22991599999999998,0,Pulse 3,Horror,2008
3221,0.22991599999999998,0,Pulse 3,Thriller,2008
3222,0.25704099999999996,0,J'ai toujours rÃªvÃ© d'Ãªtre un gangster,Drama,2008
3222,0.25704099999999996,0,J'ai toujours rÃªvÃ© d'Ãªtre un gangster,Comedy,2008
3222,0.25704099999999996,0,J'ai toujours rÃªvÃ© d'Ãªtre un gangster,Crime,2008
3223,0.22710999999999998,0,La Fille de Monaco,Comedy,2008
3223,0.22710999999999998,0,La Fille de Monaco,Drama,2008
3223,0.22710999999999998,0,La Fille de Monaco,Foreign,2008
3223,0.22710999999999998,0,La Fille de Monaco,Romance,2008
3225,0.224471,43650785,Welcome Home Roscoe Jenkins,Comedy,2008
3225,0.224471,43650785,Welcome Home Roscoe Jenkins,Drama,2008
3226,0.224208,0,Lymelife,Comedy,2008
3226,0.224208,0,Lymelife,Drama,2008
3227,0.22274699999999997,0,Jeff Dunham: Jeff Dunham's Very Special Christmas Special,Comedy,2008
3228,0.22223,0,Dark Floors,Fantasy,2008
3228,0.22223,0,Dark Floors,Horror,2008
3229,0.222071,0,The Cutting Edge 3: Chasing the Dream,Comedy,2008
3229,0.222071,0,The Cutting Edge 3: Chasing the Dream,Drama,2008
3229,0.222071,0,The Cutting Edge 3: Chasing the Dream,Romance,2008
3230,0.220417,414404,Snow Angels,Drama,2008
3230,0.220417,414404,Snow Angels,Romance,2008
3232,0.219277,0,Kit Kittredge: An American Girl,Comedy,2008
3232,0.219277,0,Kit Kittredge: An American Girl,Drama,2008
3232,0.219277,0,Kit Kittredge: An American Girl,Family,2008
3233,0.154973,0,Minutemen,TV Movie,2008
3233,0.154973,0,Minutemen,Comedy,2008
3233,0.154973,0,Minutemen,Science Fiction,2008
3233,0.154973,0,Minutemen,Family,2008
3233,0.154973,0,Minutemen,Adventure,2008
3234,0.279117,0,Bo chi tung wah,Thriller,2008
3236,0.214856,0,XIII,Action,2008
3236,0.214856,0,XIII,Crime,2008
3236,0.214856,0,XIII,Mystery,2008
3237,0.21403899999999998,0,August,Drama,2008
3240,0.204746,0,Little Ashes,Drama,2008
3240,0.204746,0,Little Ashes,Romance,2008
3241,0.204302,0,$9.99 ,Animation,2008
3241,0.204302,0,$9.99 ,Drama,2008
3242,0.19789,0,Kill Theory,Horror,2008
3242,0.19789,0,Kill Theory,Thriller,2008
3243,0.193779,11100000,Jaane Tu... Ya Jaane Na,Drama,2008
3243,0.193779,11100000,Jaane Tu... Ya Jaane Na,Comedy,2008
3243,0.193779,11100000,Jaane Tu... Ya Jaane Na,Romance,2008
3244,0.376053,0,VeggieTales: The Pirates Who Don't Do Anything,Adventure,2008
3244,0.376053,0,VeggieTales: The Pirates Who Don't Do Anything,Animation,2008
3244,0.376053,0,VeggieTales: The Pirates Who Don't Do Anything,Comedy,2008
3244,0.376053,0,VeggieTales: The Pirates Who Don't Do Anything,Science Fiction,2008
3244,0.376053,0,VeggieTales: The Pirates Who Don't Do Anything,Family,2008
3246,0.186719,0,Batman Unmasked: The Psychology of the Dark Knight,Documentary,2008
3248,0.284963,0,Tunnel Rats,Action,2008
3248,0.284963,0,Tunnel Rats,Drama,2008
3248,0.284963,0,Tunnel Rats,War,2008
3249,0.18099200000000001,0,Eldorado,Comedy,2008
3249,0.18099200000000001,0,Eldorado,Drama,2008
3249,0.18099200000000001,0,Eldorado,Foreign,2008
3250,0.180391,0,MR 73,Crime,2008
3250,0.180391,0,MR 73,Drama,2008
3250,0.180391,0,MR 73,Thriller,2008
3251,0.318063,0,Afterschool,Drama,2008
3251,0.318063,0,Afterschool,Mystery,2008
3252,0.178752,0,Jerusalema,Drama,2008
3252,0.178752,0,Jerusalema,Action,2008
3252,0.178752,0,Jerusalema,Crime,2008
3252,0.178752,0,Jerusalema,Foreign,2008
3253,0.17666500000000002,0,Red,Drama,2008
3253,0.17666500000000002,0,Red,Thriller,2008
3254,0.17363900000000002,0,Front of the Class,Drama,2008
3256,0.172791,0,Autopsy,Horror,2008
3256,0.172791,0,Autopsy,Thriller,2008
3257,0.168979,4040588,Bottle Shock,Comedy,2008
3257,0.168979,4040588,Bottle Shock,Drama,2008
3258,0.16875,0,Bouquet final,Comedy,2008
3259,0.19719,0,Kill Switch,Action,2008
3259,0.19719,0,Kill Switch,Thriller,2008
3260,0.161881,0,Keith,Drama,2008
3260,0.161881,0,Keith,Family,2008
3260,0.161881,0,Keith,Romance,2008
3262,0.160986,0,Get Smart's Bruce and Lloyd Out of Control,Action,2008
3262,0.160986,0,Get Smart's Bruce and Lloyd Out of Control,Comedy,2008
3263,0.16095,0,Seventh Moon,Horror,2008
3265,0.158418,850575,Faubourg 36,Drama,2008
3267,0.201483,0,Donkey Punch,Horror,2008
3267,0.201483,0,Donkey Punch,Drama,2008
3267,0.201483,0,Donkey Punch,Thriller,2008
3267,0.201483,0,Donkey Punch,Crime,2008
3268,0.156827,0,Long nga,Action,2008
3268,0.156827,0,Long nga,Adventure,2008
3268,0.156827,0,Long nga,Foreign,2008
3269,0.19986500000000001,0,Gardens of the Night,Crime,2008
3269,0.19986500000000001,0,Gardens of the Night,Drama,2008
3270,0.156088,0,Global Metal,Documentary,2008
3270,0.156088,0,Global Metal,Music,2008
3271,0.15575999999999998,0,Bad Biology,Fantasy,2008
3271,0.15575999999999998,0,Bad Biology,Horror,2008
3272,0.281186,1300000,Julia,Drama,2008
3273,0.154248,0,Where in the World Is Osama Bin Laden?,Documentary,2008
3274,0.152386,0,Red Mist,Foreign,2008
3274,0.152386,0,Red Mist,Horror,2008
3274,0.152386,0,Red Mist,Thriller,2008
3277,0.258333,0,La JournÃ©e de la jupe,Drama,2008
3278,0.464581,900689,The Great Buck Howard,Comedy,2008
3278,0.464581,900689,The Great Buck Howard,Drama,2008
3280,0.14485399999999998,0,The Black Balloon,Drama,2008
3281,0.142175,0,Miss Austen Regrets,Drama,2008
3284,0.137976,0,Visioneers,Comedy,2008
3286,0.135015,0,Jolene,Drama,2008
3286,0.135015,0,Jolene,Romance,2008
3288,0.13405699999999998,0,Shine a Light,Documentary,2008
3288,0.13405699999999998,0,Shine a Light,Music,2008
3289,0.09436,0,Deux jours Ã  tuer,Thriller,2008
3290,0.132306,0,Doctor Who: The Next Doctor,Adventure,2008
3290,0.132306,0,Doctor Who: The Next Doctor,Drama,2008
3290,0.132306,0,Doctor Who: The Next Doctor,Family,2008
3290,0.132306,0,Doctor Who: The Next Doctor,Science Fiction,2008
3291,0.086287,107559,Sleep Dealer,Drama,2008
3291,0.086287,107559,Sleep Dealer,Science Fiction,2008
3291,0.086287,107559,Sleep Dealer,Thriller,2008
3294,0.1298,0,Food Matters,Documentary,2008
3295,0.128781,0,Alone in the Dark 2,Action,2008
3295,0.128781,0,Alone in the Dark 2,Fantasy,2008
3295,0.128781,0,Alone in the Dark 2,Horror,2008
3296,0.12730999999999998,317000,The Yellow Handkerchief,Drama,2008
3296,0.12730999999999998,317000,The Yellow Handkerchief,Romance,2008
3297,0.13356400000000002,0,Witless Protection,Action,2008
3297,0.13356400000000002,0,Witless Protection,Adventure,2008
3297,0.13356400000000002,0,Witless Protection,Comedy,2008
3297,0.13356400000000002,0,Witless Protection,Crime,2008
3298,0.152615,0,MamÃ¡,Horror,2008
3300,0.117631,0,Le Silence de Lorna,Crime,2008
3300,0.117631,0,Le Silence de Lorna,Drama,2008
3301,0.117211,0,Parasomnia,Horror,2008
3301,0.117211,0,Parasomnia,Thriller,2008
3303,0.113456,0,Go Fast,Action,2008
3303,0.113456,0,Go Fast,Crime,2008
3304,0.111351,307811,Bigger Stronger Faster*,Documentary,2008
3305,0.051507000000000004,0,Life After People,Documentary,2008
3307,0.10724500000000001,0,Feast II: Sloppy Seconds,Action,2008
3307,0.10724500000000001,0,Feast II: Sloppy Seconds,Comedy,2008
3307,0.10724500000000001,0,Feast II: Sloppy Seconds,Horror,2008
3308,0.10473900000000001,23311391,La Misma Luna,Drama,2008
3308,0.10473900000000001,23311391,La Misma Luna,Foreign,2008
3309,0.10378,0,The Clique,Comedy,2008
3309,0.10378,0,The Clique,Drama,2008
3309,0.10378,0,The Clique,Family,2008
3310,0.102845,0,Dear Zachary: A Letter to a Son About His Father,Crime,2008
3310,0.102845,0,Dear Zachary: A Letter to a Son About His Father,Documentary,2008
3311,0.10179500000000001,15500000,It's Alive,Horror,2008
3312,0.101733,0,Fire and Ice: The Dragon Chronicles,Drama,2008
3312,0.101733,0,Fire and Ice: The Dragon Chronicles,Fantasy,2008
3312,0.101733,0,Fire and Ice: The Dragon Chronicles,Adventure,2008
3313,0.12131600000000001,0,Hush,Foreign,2008
3313,0.12131600000000001,0,Hush,Horror,2008
3313,0.12131600000000001,0,Hush,Thriller,2008
3314,0.012003,0,Vilaine,Comedy,2008
3315,0.364854,0,April Fool's Day,Horror,2008
3316,0.093988,0,Deal,Comedy,2008
3316,0.093988,0,Deal,Drama,2008
3317,0.093841,0,Asylum,Horror,2008
3317,0.093841,0,Asylum,Science Fiction,2008
3318,0.092419,0,Miss Conception,Comedy,2008
3318,0.092419,0,Miss Conception,Romance,2008
3321,0.08972000000000001,0,Mum & Dad,Horror,2008
3321,0.08972000000000001,0,Mum & Dad,Thriller,2008
3322,0.089104,0,Incendiary,Drama,2008
3322,0.089104,0,Incendiary,Thriller,2008
3322,0.089104,0,Incendiary,Romance,2008
3323,0.088814,0,"Merry Christmas, Drake and Josh",Comedy,2008
3324,0.087966,0,Louis C.K.: Chewed Up,Comedy,2008
3326,0.085583,0,The Burrowers,Action,2008
3326,0.085583,0,The Burrowers,Horror,2008
3326,0.085583,0,The Burrowers,Western,2008
3327,0.083339,0,Good Dick,Comedy,2008
3327,0.083339,0,Good Dick,Drama,2008
3327,0.083339,0,Good Dick,Romance,2008
3328,0.07254,119563,Were The World Mine,Music,2008
3328,0.07254,119563,Were The World Mine,Romance,2008
3329,0.082898,0,"Grande, grosso e Verdone",Family,2008
3330,0.329196,0,Not Quite Hollywood,Comedy,2008
3330,0.329196,0,Not Quite Hollywood,Documentary,2008
3331,0.079309,0,The Family That Preys,Drama,2008
3331,0.079309,0,The Family That Preys,Romance,2008
3332,0.161552,0,Anvil! The Story of Anvil,Documentary,2008
3332,0.161552,0,Anvil! The Story of Anvil,Music,2008
3333,0.07697999999999999,0,Coco Chanel,Drama,2008
3333,0.07697999999999999,0,Coco Chanel,Romance,2008
3334,0.076837,0,Princess,Fantasy,2008
3334,0.076837,0,Princess,Family,2008
3335,0.21029299999999998,0,Baby Blues,Drama,2008
3335,0.21029299999999998,0,Baby Blues,Horror,2008
3335,0.21029299999999998,0,Baby Blues,Thriller,2008
3336,0.012059,0,Fab Five: The Texas Cheerleader Scandal,Drama,2008
3336,0.012059,0,Fab Five: The Texas Cheerleader Scandal,TV Movie,2008
3337,0.077034,0,iCarly: iGo to Japan,Comedy,2008
3337,0.077034,0,iCarly: iGo to Japan,Family,2008
3339,0.067761,0,Zeitgeist: Addendum,Documentary,2008
3339,0.067761,0,Zeitgeist: Addendum,History,2008
3339,0.067761,0,Zeitgeist: Addendum,War,2008
3340,0.021371,7700000,Expelled: No Intelligence Allowed,Documentary,2008
3341,0.064319,0,Chiko,Drama,2008
3342,0.038133,0,Somers Town,Comedy,2008
3342,0.038133,0,Somers Town,Drama,2008
3343,0.06066900000000001,0,Flirting with Forty,Comedy,2008
3343,0.06066900000000001,0,Flirting with Forty,Romance,2008
3343,0.06066900000000001,0,Flirting with Forty,Drama,2008
3344,0.054939,0,Lake Mungo,Horror,2008
3344,0.054939,0,Lake Mungo,Thriller,2008
3345,0.049250999999999996,0,George Carlin: It's Bad for Ya!,Comedy,2008
3346,0.045194,0,Home Movie,Drama,2008
3346,0.045194,0,Home Movie,Horror,2008
3346,0.045194,0,Home Movie,Thriller,2008
3347,0.044583,0,Passchendaele,Drama,2008
3347,0.044583,0,Passchendaele,Romance,2008
3347,0.044583,0,Passchendaele,War,2008
3347,0.044583,0,Passchendaele,History,2008
3349,0.042151999999999995,0,The Horribly Slow Murderer with the Extremely Inefficient Weapon,Comedy,2008
3349,0.042151999999999995,0,The Horribly Slow Murderer with the Extremely Inefficient Weapon,Horror,2008
3351,0.033634,0,One Week,Adventure,2008
3351,0.033634,0,One Week,Drama,2008
3352,0.033615,0,Meu Nome NÃ£o Ã‰ Johnny,Crime,2008
3352,0.033615,0,Meu Nome NÃ£o Ã‰ Johnny,Drama,2008
3353,0.030837,0,"Coluche, L'histoire d'un Mec",Comedy,2008
3353,0.030837,0,"Coluche, L'histoire d'un Mec",Drama,2008
3354,0.030719,0,The Wrecking Crew,Documentary,2008
3355,0.142713,0,Tokyo Mater,Animation,2008
3355,0.142713,0,Tokyo Mater,Comedy,2008
3358,0.028143,0,Phoebe in Wonderland,Drama,2008
3359,0.020272,0,The Cheetah Girls: One World,Comedy,2008
3359,0.020272,0,The Cheetah Girls: One World,Drama,2008
3359,0.020272,0,The Cheetah Girls: One World,Family,2008
3359,0.020272,0,The Cheetah Girls: One World,Music,2008
3359,0.020272,0,The Cheetah Girls: One World,TV Movie,2008
3362,0.030366000000000004,0,The Little Mermaid: Ariel's Beginning,Family,2008
3362,0.030366000000000004,0,The Little Mermaid: Ariel's Beginning,Animation,2008
3363,0.007487000000000001,0,Dante 01,Science Fiction,2008
3366,0.005391,887029,More Than a Game,Documentary,2008
3366,0.005391,887029,More Than a Game,Family,2008
3367,0.0032380000000000004,0,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,Documentary,2008
3367,0.0032380000000000004,0,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,Music,2008
3368,0.002514,0,How to Be,Comedy,2008
3368,0.002514,0,How to Be,Drama,2008
3368,0.002514,0,How to Be,Foreign,2008
3370,0.001317,0,Fuera de carta,Comedy,2008
3372,7.9592279999999995,370569774,Captain America: The First Avenger,Action,2011
3372,7.9592279999999995,370569774,Captain America: The First Avenger,Adventure,2011
3372,7.9592279999999995,370569774,Captain America: The First Avenger,Science Fiction,2011
3373,5.903353,76175166,Drive,Drama,2011
3373,5.903353,76175166,Drive,Action,2011
3373,5.903353,76175166,Drive,Thriller,2011
3373,5.903353,76175166,Drive,Crime,2011
3374,5.711315,1327817822,Harry Potter and the Deathly Hallows: Part 2,Adventure,2011
3374,5.711315,1327817822,Harry Potter and the Deathly Hallows: Part 2,Family,2011
3374,5.711315,1327817822,Harry Potter and the Deathly Hallows: Part 2,Fantasy,2011
3375,4.9551300000000005,1021683000,Pirates of the Caribbean: On Stranger Tides,Adventure,2011
3375,4.9551300000000005,1021683000,Pirates of the Caribbean: On Stranger Tides,Action,2011
3375,4.9551300000000005,1021683000,Pirates of the Caribbean: On Stranger Tides,Fantasy,2011
3376,4.50453,482860185,Rise of the Planet of the Apes,Thriller,2011
3376,4.50453,482860185,Rise of the Planet of the Apes,Action,2011
3376,4.50453,482860185,Rise of the Planet of the Apes,Drama,2011
3376,4.50453,482860185,Rise of the Planet of the Apes,Science Fiction,2011
3377,4.12352,444115007,Thor,Adventure,2011
3377,4.12352,444115007,Thor,Fantasy,2011
3377,4.12352,444115007,Thor,Action,2011
3378,3.5961879999999997,173930596,In Time,Action,2011
3378,3.5961879999999997,173930596,In Time,Thriller,2011
3378,3.5961879999999997,173930596,In Time,Science Fiction,2011
3379,3.355611,28931401,Drive Angry,Fantasy,2011
3379,3.355611,28931401,Drive Angry,Thriller,2011
3379,3.355611,28931401,Drive Angry,Action,2011
3379,3.355611,28931401,Drive Angry,Crime,2011
3380,3.1866790000000003,51070807,The Mechanic,Action,2011
3380,3.1866790000000003,51070807,The Mechanic,Thriller,2011
3380,3.1866790000000003,51070807,The Mechanic,Crime,2011
3381,2.9944740000000003,147332697,Source Code,Thriller,2011
3381,2.9944740000000003,147332697,Source Code,Science Fiction,2011
3381,2.9944740000000003,147332697,Source Code,Mystery,2011
3382,2.9527400000000004,694713380,Mission: Impossible - Ghost Protocol,Action,2011
3382,2.9527400000000004,694713380,Mission: Impossible - Ghost Protocol,Thriller,2011
3382,2.9527400000000004,694713380,Mission: Impossible - Ghost Protocol,Adventure,2011
3383,2.924415,142851197,"Crazy, Stupid, Love.",Comedy,2011
3383,2.924415,142851197,"Crazy, Stupid, Love.",Drama,2011
3383,2.924415,142851197,"Crazy, Stupid, Love.",Romance,2011
3384,2.776061,232617430,The Girl with the Dragon Tattoo,Thriller,2011
