title_length,production_companies
34,Paramount Pictures
46,Warner Bros.
26,Columbia Pictures Corporation
7, Yucaipa Films
8, Warner Bros.
10, Cruise/Wagner Productions
35,WingNut Films
11, Italian Tax Credit
18,New Line Cinema
11, Scott Free Productions
18, Neal Street Productions
10,Rogue Pictures
10, Cube Vision
9, Screen Gems
15, Metro-Goldwyn-Mayer (MGM)
20,Impact Pictures
13, ICF
16, DreamWorks SKG
30,Ingenious Media
12, Wild West Picture Show Productions
7, Jerry Bruckheimer Films
9, SkyLand Entertainment
11, TSG Entertainment
6,Universal Pictures
8, Radical Studios
20, Ludlum Entertainment
16, Bazmark Films
18, Energy Entertainment
15, Robert Simonds Productions
13,Columbia Pictures
16, Babbo Inc.
4, GK Films
41, TSBD Canada Productions
18,Conundrum Entertainment
42,Paramount Pictures
10, Newmarket Capital Group
17,DreamWorks SKG
8, Warner Bros.
8,Rogue Pictures
13, Bad Hat Harry Productions
17, Castle Rock Entertainment
6,Lions Gate Films
2, Donners' Company
19,Paco Cinematografica
13, Cruise/Wagner Productions
31, Banter
13, Virtual Studios
9, Original Film
12, Revolution Sun Studios
13, WideAwake
6, Baldwin Entertainment Group
10, Warner Bros.
12,Touchstone Pictures
13, Warner Bros. Interactive Entertainment
16, Infinite Frameworks Studios
19,Walt Disney Pictures
10,Laurence Mark Productions
16, DreamWorks SKG
9, WWE Studios
7,Media Rights Capital
17, Millennium Films
4, Mirage Studios
8, Blue-Tongue Films
18, Marshall Production
11,Warner Bros.
7,Summit Entertainment
10, Vertigo Entertainment
56, Fox 2000 Pictures
14, Grindstone Entertainment Group
15,Universal Pictures
39, EuropaCorp
18,Paramount Pictures
4, Virtual Studios
12,Epsilon Motion Pictures
14,Universal Pictures
15, Walt Disney Animation Studios
14, Creative Scotland
13, DMG Entertainment
15,Lions Gate Family Entertainment
8,Village Roadshow Pictures
23, Studio Babelsberg
12, Twisted Pictures
16, Goldcrest Pictures
14, Amblin Entertainment
10, Leverage Management
14, Warner Bros.
8,Twentieth Century Fox Film Corporation
18, 2S Films
16,Icon Productions
14, Catch 23 Entertainment
5,Paramount Vantage
15,Universal Pictures
10, CBS Films
2, XM2 Productions
17, Focus Features
10, Emmett/Furla Films
8,New Line Cinema
9, ImageMovers
7, Overbrook Entertainment
14,Harbour Pictures
16, Relativity Media
17, Initial Entertainment Group
18, Linson Entertainment
17, Imhotep Productions
15,Universal Pictures
9,Paramount Pictures
12, Quickfire Films
20,Walt Disney Pictures
10, New Regency Pictures
15, Syncopy
40, Propeler
11,Fox 2000 Pictures
13,Conundrum Entertainment
14,New Line Cinema
7,Twentieth Century Fox Film Corporation
9, Imagi Animation Studios
11,NPV Entertainment
32,Twentieth Century Fox Film Corporation
7, Metro-Goldwyn-Mayer (MGM)
12, Sunswept Entertainment
11,Jerry Bruckheimer Films
15, Thunder Road Pictures
15, Karz Entertainment
4, Limelight Fund
14, Marty Katz Productions
34, Unity Productions
9, Focus Features
10,Imagine Entertainment
9,Foresight Unlimited
10, Alfama Films
7, Warner Bros.
10, The Kennedy/Marshall Company
11, CinemaNX
18,DreamWorks SKG
10, Rosey Film Productions LLC
15, Dune Entertainment
22,Rogue Pictures
11, Sycamore Pictures
12, Groundswell Productions
13, Lakeshore Entertainment
11, Fast Track Productions
11,Columbia Pictures Corporation
16, New Regency Pictures
21, Karz Entertainment
10, Grive Productions
14,Walt Disney Pictures
6,Lionsgate
7, Cross Creek Pictures
9, The
17, American Zoetrope
10, Coconut Pete Productions
5, Blind Wink
10, Impact Pictures
20, Walt Disney Animation Australia
13,Gold/Miller Productions
14, Everyman Pictures
16, Iron Horse Entertainment (II)
8,Universal Pictures
11, Double Nickel Entertainment
7, Forward Pass
13,New Line Cinema
13,Ghoulardi Film Company
8, Apatow Productions
10,Village Roadshow Pictures
16,Universal Pictures
27, Moving Pictures
10, Picture Perfect (I)
24, Overbrook Entertainment
19, Relativity Media
11, Vendome Pictures
10,Mandate Pictures
32, Imagenation Abu Dhabi FZ
10, Key Creatives
8, Fake Empire
11, Relativity Media
12, Prescience
13,Revolution Studios
7, Gulfstream Pictures
10, Brandywine Productions
19, Montecito Picture Company
15,Summit Entertainment
37, Film4
17,Paramount Pictures
24,The Weinstein Company
17, Relativity Media
6,Ingenious Film Partners
12, Relativity Media
19, Out of the Blue... Entertainment
11, Zide-Perry Productions
29, Earth Canada Productions
8, Screen Gems
10, Pam Williams Productions
21,Legendary Pictures
14, Media Rights Capital
16, GK Films
10, Beacon Pictures
1, Starz Animation
23, Cruise/Wagner Productions
5, Warner Bros.
15, Venture Forth
15, Ecosse Films
13, Castel Film Romania
17,Paramount Pictures
8, Forward Pass
16,Escape Artists
10, Hofflund/Polone
18, Immortal Entertainment
14, Warner Bros.
10, Regency Enterprises
19, NPV Entertainment
47,Universal Pictures
14,Amblin Entertainment
9, Relativity Media
21,Atlas Productions
7, Twentieth Century Fox Animation
8, Relativity Media
16, Happy Madison Productions
17,Double Feature Films
12,Paramount Pictures
10,Columbia Pictures
30, Apatow Productions
9, Summit Entertainment
3, Gold/Miller Productions
15, Dune Entertainment
15, Quinta Communications
21, Three Strange Angels
15, Provident Films
18, Corsan
14, Pierce/Williams Entertainment
12, Quinta Communications
24, Scion Films
15,Columbia Pictures
24, Scott Rudin Productions
12,Walt Disney Pictures
11,Columbia Pictures
16, Spyglass Entertainment
14, Marty Katz Productions
31, Mr. Mudd Production
6,Imagine Entertainment
11, Atmosphere Entertainment MM
17, Zippcast Films
10, Canal+
9,Amblin Entertainment
7,USA Films
4,Columbia Pictures
9, Adam Schroeder Productions
10,Infinitum Nihil
14, Nickelodeon Movies
12, Warner Bros.
34,Jerry Bruckheimer Films
15, Quinta Communications
17, Orange Studios
15, Fellowship Adventure Group
11, Sahara Productions
16, Prelude Pictures
7,Walt Disney
9, NPV Entertainment
9,Pacific Data Images (PDI)
8, Legendary Pictures
9,Lionsgate
12, Will Vinton Studios
5, Marc Platt Productions
18,Universal Studios
46, Parkes+MacDonald Image Nation
37, This Is That Productions
17, DisneyToon Studios
10, Icon Entertainment International
21, One Race Films
46, Dune Entertainment
10, Yer Dead Productions
5, Number 9 Films
11,Scott Rudin Productions
18, American Zoetrope
10, Hasbro
18,Corrino Media Corporation
10, LStar Capital
9, MFPV Film
13, Playtone Production
14, Virtual Studios
17, Shoelace Productions
14,Twentieth Century Fox Film Corporation
8, Bad Robot
5, Emmett/Furla Films
17, On Entertainment
17, Exclusive Media Group
5,StudioCanal
25,Universal Pictures
7,Little Stranger
11, Brad Grey Pictures
8, Ocean Pictures
9,Centropolis Entertainment
17, Smokehouse Pictures
16, Les Films Alain Sarde
18, Reforma Films
14, Studio Babelsberg Motion Pictures
5, RatPac-Dune Entertainment
19,Wildwood Enterprises
2, Bad Hat Harry Productions
14, Lin Pictures
14, Stephen J. Cannell Productions
20,Ingenious Media
18, Persistent Entertainment
18, Studio Canal
12, Road Rebel
4, Reaper Productions
19,Block 2 Pictures
20, Bottom of the Ninth Productions
6, Spitfire Pictures
13, Tim Burton Productions
9, Moonlighting Films
12, Lakeshore Entertainment
12,Paramount Pictures
26, DreamWorks Pictures
12, Working Title Films
31, Big Screen Productions
15, Red Hour Films
27,Jerry Bruckheimer Films
19, Scion Films
17, Rogue
31,Bungalow Productions
11, Lawrence Bender Productions
7, Spyglass Entertainment
15,Original Film
13, TF 1 Film Productions
15, Mandate Pictures
24,MPH Entertainment
14,Maguire Entertainment
15, Infinitum Nihil
10,Walt Disney Pictures
35, Color Force
21, Room 101
13, Panay Films
23,Paramount Pictures
26,BBC Films
8, Jinks/Cohen Company
10, Mandeville Films
17,Isle of Man Film
10, Roth Films
26, Studio Canal
7,Paramount Pictures
16, Essential Media & Entertainment
3,DC Comics
19, The
7, Warner Bros.
6, Dune Entertainment
31,Columbia Pictures
17, Relativity Media
13, EuropaCorp
20, 2 Entertain
8, CBS Films
10, Touchstone Pictures
9,Industry Entertainment
4, Cross Creek Pictures
18, Sidney Kimmel Entertainment
11,Limited Edition Productions Inc.
23,Walt Disney Pictures
10, Relativity Media
12,USA Films
11, FilmDistrict
8,New Line Cinema
19, Stage 6 Films
15, Studio Babelsberg
14,Summit Entertainment
16,Cruise/Wagner Productions
12, Vendome Pictures
11, CJ Entertainment
18,Summit Entertainment
13, Original Film
10, Pacific Data Images (PDI)
17,Universal Pictures
7,Walt Disney Pictures
5,Plan B Entertainment
18, Kaplan/Perrone Entertainment
13, Appian Way
17,TriStar Pictures
16, Universal Pictures
16, Michael Lobell Productions
16,Village Roadshow Pictures
8, Tapestry Films
9,Sony Pictures Animation
31, Dune Entertainment III
11,Regency Enterprises
24,The Weinstein Company
17,Nu Image Films
4,Plan B Entertainment
11,Jerry Bruckheimer Films
1, Tim Burton Productions
6, Good Universe
24,DreamWorks Animation
16, Section Eight Productions
16, British Film Council
41, Sunswept Entertainment
9, Scott Rudin Productions
13,Dimension Films
34, TC Productions
12,Columbia Pictures
19, Moving Picture Company (MPC)
19, Fox 2000 Pictures
16, Reserve Room
8, Troublemaker Studios
9, Working Title Films
20,Columbia Pictures
18,New Line Cinema
40, Warner Bros.
10,DreamWorks Animation
7,Twentieth Century Fox Film Corporation
11,Sudden Storm Productions
8, Constantin Film Produktion
11, Closest to the Hole Productions
8,This Is That Productions
9, Participant Media
5,DreamWorks Animation
39, Moving Picture Company (MPC)
14, Epsilon Motion Pictures
36, Everyman Pictures
14,DNA Films
9,Universal Pictures
5, Pinewood Studios
9,Columbia Pictures
9,Dimension Films
16, CBS Films
10, Parkes/MacDonald Productions
25,Impact Pictures
9,United Artists
14,Fox Searchlight Pictures
7, Scanbox
17,DreamWorks SKG
13,Spyglass Entertainment
27,Studio Babelsberg
9,Warner Bros. Pictures
13, Sidney Kimmel Entertainment
18, Kennedy/Marshall Company
16, Birnbaum / Barber Productions
8,Columbia Pictures
9, Red Wagon Entertainment
19, Kalima Productions GmbH & Co. KG
9,Twentieth Century Fox Film Corporation
17, Feigco Entertainment
9, BenderSpink
6, EuropaCorp
9, Focus Features
19, Zide-Perry Productions
17,20th Century Fox
12, Millennium Films
15, Columbia Pictures Corporation
38, Madacy Entertainment
19,New Line Cinema
5, Canal Plus
19, Kemp Company
4, Huayi Brothers Media
7, Motion Picture KAPPA Produktionsgesellschaft
10, Relativity Media
18,The Weinstein Company
12, Metro-Goldwyn-Mayer (MGM)
19, Parallel Zide
7,Columbia Pictures
11, Newman/Tooley Films
16, Tapestry Films
12, Management 360
11, PathÃ©
9, Granada Film Productions
13,Columbia Pictures
11,Paramount Pictures
16,Original Film
8, Riche-Ludwig Productions
19, WV Films LLC
23, Milkshake Films
18, Radar Pictures
5, Filmgate Films
16, C-2 Pictures
5,Summit Entertainment
16,Universal Pictures
11,DreamWorks
19, The
18,River Road Entertainment
16,Thousand Words
11, New Regency Pictures
6,Saturn Films
5, Paramount Animation
15, China Film Co-Production Corporation
10, Film4
11, Intellectual Properties Worldwide
15, Kingsgate Films
36, Skydance Productions
14,Village Roadshow Pictures
16,Spyglass Entertainment
15,DreamWorks SKG
10, DoRo Fiction Film
8, BenderSpink
10, Silver Pictures
16, The Weinstein Company
9, Mandeville Films
17, Dune Entertainment
17, Blinding Edge Pictures
17, Relativity Media
16, Red Wagon Entertainment
7,Universal Pictures
7, Misher Films
9,Village Roadshow Pictures
9, Mill Film
8,Walt Disney Pictures
16,Twentieth Century Fox Film Corporation
10,Twentieth Century Fox Film Corporation
12,Tollin/Robbins Productions
5,Paramount Pictures
14, Relativity Media
18, SGF Entertainment
5,Universal Pictures
8, Chernin Entertainment
5, GreeneStreet Films
15, Sidney Kimmel Entertainment
9, Twentieth Century Fox Film Corporation
11, New Regency Pictures
13,UK Film Council
8,Toho Company
28, Artisan Entertainment
11, Reiner-Greisman
10, Toff Guy Films
17, Marty Katz Productions
9, Good Universe
8, Don Carmody Productions
8, Beacon Pictures
19, Phase 1 Productions
9, Underworld Entertainment
18, Marvel Knights
12,Universal Pictures
26, Neal Street Productions
20, Gran Via Productions
31, Samuel Goldwyn Films
8, Palomar Pictures (II)
17,Miramax Films
17,Blue Sky Studios
27, Spyglass Entertainment
17, Anarchos Productions
24, Donners' Company
9, Madhouse Entertainment
17, Paradox Entertainment
30, Dune Entertainment
7, QED International
23, Wigram Productions
11, Chime Films
20, Wonderland Sound and Vision
21,New Line Cinema
11, Warner Bros.
23, Touchstone Pictures
9, Epsilon Motion Pictures
11, Firm Films
8,Wonderland Sound and Vision
12, Skydance Productions
16, Warner Independent Pictures (WIP)
19, Warner Bros.
10, StudioCanal
8, Columbia Pictures Corporation
19, Thunder Road Pictures
16, Lone Runner Entertainment
17, Seven West Media
46, Museum Canada Productions
4, CinÃ©+
46, Tim Burton Productions
8,Escape Artists
5, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
26, Touchstone Pictures
16,Paramount Pictures
9, Partnership Pictures
11,New Line Cinema
13,Ecosse Films
27,Double Feature Films
18, Stuber Productions
14, Twentieth Century Fox Film Corporation
5, Pacific Data Images (PDI)
3,Virtual Studios
9,River Road Entertainment
13, Di Bonaventura Pictures
7,Twentieth Century Fox Film Corporation
9, MID Foundation
9, Virtual Films
31,New Line Cinema
14,Section Eight
18, Art Linson Productions
7,Newmarket Films
17, Apatow Productions
9, Metro-Goldwyn-Mayer (MGM)
16,Paramount Pictures
21, Metro-Goldwyn-Mayer (MGM)
7, Overnight Films
8, Laurence Mark Productions
11, Spyglass Entertainment
9, Cloud Eight Films
24, Constantin Film Produktion
10,New Line Cinema
19, Deep River Productions
8, Dark Castle Entertainment
9, The Montecito Picture Company
18,Birdsong Pictures
10, Canal Plus
11, Premiere Picture
9, Relativity Media
31,Paramount Pictures
16, Bazelevs Production
11, Warner Bros.
15, Alta Loma Entertainment
19,Legendary Pictures
18, Kennedy Miller Productions
19, Albert S. Ruddy Productions
9, Syncopy
17,David Foster Productions
13, Shady Acres Entertainment
15, Dune Entertainment III
7, Canal+
41, Edward R. Pressman Film
30,Imagine Entertainment
47, Miramax
21,DreamWorks Animation
16, Bedford Falls Company
21, Solana Films
9,Ascendant Pictures
5, Nu Image Films
18, Ingenious Film Partners
13, Nickelodeon Movies
9, Metro-Goldwyn-Mayer (MGM)
14, Blacklab Entertainment
14, Jaffe / Braunstein Enterprise
3, RatPac-Dune Entertainment
4, QED International
7,Screen Gems
9, Scott Rudin Productions
14, North Box Productions
13,Columbia Pictures
6,Screen Gems
4, Toma 78
22,South Pacific Pictures
9, Baumgarten Merims Productions
19,MTV Films
19, TriStar Productions
13, Goldcrest Pictures
17, Mosaic Media Group
12,Alcon Entertainment
9, K/O Paper Products
12, Universal Pictures
21, Prana Studios
16, Bay Films
34, Silver Pictures
25, Telegraph Films
9, Touchstone Pictures
6, Walrus & Associates
20, Dune Entertainment
10,Lakeshore Entertainment
13,Village Roadshow Pictures
3, Illumination Entertainment
10, Subterranean Productions LLC
16, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
8, Beacon Communications
4, Stillking Films
13, Illumination Entertainment
12, Spectacle Entertainment Group
24, Imagenation Abu Dhabi FZ
14,Miramax Films
7, Metro-Goldwyn-Mayer (MGM)
10,Fox Searchlight Pictures
16,UK Film Council
17, Schroeder Hoffman Productions
14, Zero Gravity Management
12,New Line Cinema
11, Universal Pictures
8,New Line Cinema
7, Syndicate Films International
7, CinÃ©CinÃ©ma
17, Film Colony
18, The Movie Network
9,Motion Picture Corporation of America
16, Everyman Pictures
15,Bel Air Entertainment
32,Davis-Films
10, Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)
10, Universal Pictures
19, Starbucks Entertainment
12,Summit Entertainment
15,Ingenious Film Partners
27, Di Bonaventura Pictures
12, Trancas International Films
16, Metro-Goldwyn-Mayer (MGM)
19, Lionsgate
26, Roth Films
11,Universal Pictures
37, Hyde Park Films
5,Miramax Films
15, Current Entertainment
28, Nickelodeon Movies
7,Ixtlan
15, Blue Tulip Productions
15, Wigram Productions
14, Constantin Film.
10, TF1 Films Production
15, Working Title Films
16, Scott Rudin Productions
6, Major Studio Partners
26, Dimension Films
14, Warner Bros.
8, Kintop Pictures
16,BBC Films
10, DreamWorks SKG
20, Studio Canal
21,Fox Searchlight Pictures
9, Dentsu
21,Legendary Pictures
19, MHF Zweite Academy Film
11, Isle of Man Film
19,Paramount Pictures
7, Neal Street Productions
31, Wonderland Sound and Vision
11, Vertigo Entertainment
8,Paramount Pictures
11,Twentieth Century Fox Film Corporation
8,Touchstone Pictures
22,Paramount Pictures
15,DreamWorks Animation
12,Columbia Pictures
29, Origin Pictures
9, Dimension Films (US version)
30, Miramax
26,Blue Sky Studios
15, Franchise Pictures
21, Picture Machine
8, DC Comics
43,Village Roadshow Pictures
13, World 2000 Entertainment
8, Legendary Pictures
15, Warner Bros.
15, Contagious Entertainment
6, Desertlands Entertainment
5, Lawrence Gordon Productions
12,Vertigo Entertainment
7, Warner Bros.
10,Lionsgate
16, The
17, Saturn Films
8, Province of British Columbia Film Incentive BC
12,CBS Films
23, Revolution Sun Studios
39, Dimension Films
15,RabbitBandini Productions
11, UK Film Council
30, Universal Pictures
4, Exodus Productions
15, Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique
18,Twentieth Century Fox Film Corporation
7, Darko Entertainment
22, Intermedia Films
16, Original Film
8, Davis Entertainment
14,Columbia Pictures
14, Zucker/Netter Productions
11, Peninsula Films
10,Universal Pictures
9, Marvel Enterprises
13, Warner Bros.
15,Ingenious Media
18, Endgame Entertainment
7, Transmission Pictures
10, NPV Entertainment
9,De Line Pictures
8, Walt Disney Feature Animation
22, Mosaic
9, Relativity Media
11, Cruise-Wagner Productions
21,Blue Sky Studios
12, Platinum Dunes
13, Walden Media
7, Great Wight Productions/ Osford Films
9, Virgin Produced
8, Canadian Film or Video Production Tax Credit (CPTC)
10, Phoenix Pictures
20, Virgin Produced
8, Relativity Media
17,New Line Cinema
5, Nickelodeon Movies
12, Tim Burton Productions
5, Open City Films
23,The Weinstein Company
11, Marvel Enterprises
19,Columbia Pictures Corporation
14, Fox 2000 Pictures
4, Double Negative
10, Unfaithful Filmproduktion GmbH & Co. KG
10, Relativity Media
11, Warner Bros.
22, Paramount Vantage
29, Relativity Media
10,Revolution Studios
12, Playtone Productions
12, NPV Entertainment
12,Laura Ziskin Productions
15, Gotham Group
14,Columbia Pictures
37,WingNut Films
14, Focus Features
22,Fox Searchlight Pictures
9, Sony Pictures Releasing
20, HanWay Films
26, Donners' Company
15, Edward R. Pressman Film
10, Pacific Film and Television Commission
21, Peninsula Films
11,Bac Films
15, Jersey Films
15, Beacon Pictures
12, Scared Productions
8, LivePlanet
11,Interscope Communications
39,The Javelina Film Company
14, Original Film
27,Universal Pictures
16, Province of British Columbia Production Services Tax Credit
12,Current Entertainment
28,Omnilab Media
31, Location Gourmet
24, Relativity Media
18, Red Granite Pictures
11,Dune Entertainment
8, Nick Wechsler Productions
3, Warner Bros.
11,Columbia Pictures Corporation
10, Warner Bros. Pictures
15, Pixar Animation Studios
7, EuropaCorp
18, Columbia Pictures Corporation
18, Gran Via Productions
15,DreamWorks SKG
32, Red Hour Films
44, Heyday Films
19, Friuli Venezia Giulia Film Commission
14,Columbia Pictures
12, Valhalla Motion Pictures
8,Summit Entertainment
12, Lionsgate
49, The Saul Zaentz Company
17, Skylark Productions
3, Fierce Entertainment
14, Section Eight
11, Monarch Pictures
26, Allied Filmmakers
9, UK Film Council
13,Mike Zoss Productions
9, Screen NSW
37, Aramid Entertainment Fund
13, MDP Worldwide
11,Intrepid Pictures
8,New Line Cinema
5, Sechzehnte Babelsberg Film
17, Shangri-La Entertainment
10, Touchstone Pictures
11, Simon Fields Productions
33, Tim Burton Productions
11,Universal Pictures
19, Josephson Entertainment
37, Focus Features
12, Exclusive Media Group
15, Marc Platt Productions
4,Open Road Films
5, Krane Entertainment
20, Malpaso Productions
9,Millennium Films
22, Offspring Entertainment
10, Film 44
13, Apatow Productions
15, Working Title Films
37, The
11, DreamWorks Animation
15, Radar Pictures
18, SVT Drama
20, Nine Yards Productions
12,Gerber Pictures
24, Antena 3 Films
19, Evil Twins
58,Plan B Entertainment
12, Warner Bros.
3, Legendary Pictures
19, Radical Media
8, Warner Bros.
11, Millbrook Farm Productions
5,Double Feature Films
4, Trigger Street Productions
16, Ruby Films
12, United Artists
26,DreamWorks Animation
15, Road Rebel
21,Paramount Pictures
19, Mike Zoss Productions
14, Liveplanet
16, Jon Shestack Productions
7, Benaroya Pictures
7, Walt Disney Animation Studios
20, Zehnte Babelsberg
19,Paramount Pictures
12,Village Roadshow Pictures
16,Universal Pictures
18, Automatik Entertainment
4, Smokehouse Pictures
7, EuropaCorp
9,Toledo Productions
3, Media Rights Capital
7, Electric Entertainment
22, Cruise/Wagner Productions
9, Baby Cow Productions
18, Platinum Dunes
11,Village Roadshow Pictures
15,Paramount Pictures
15,Paramount Pictures
9, Andalasia Productions
14, Versus Pictures
27, Kontsept Film Company
5, Hasbro
12, Warner Bros.
18, DNA Films
11,Anarchos Productions
15, FourBoys Entertainment
4,Columbia Pictures
6, Warner Bros.
18, Scott Rudin Productions
14,Village Roadshow Pictures
9, Cold Spring Pictures
50, Paramount Pictures
20, Relativity Media
11, Malpaso Productions
13,Walt Disney Pictures
10, Biscayne Pictures
21, Practical Pictures
9,Screen Gems
4, Revolution Studios
8, City Productions
5, Columbia Pictures Corporation
23, Hargitay & Hargitay Pictures in Motion
12, Amblin Entertainment
14,Studio Babelsberg
4, DreamWorks Animation
16, Projection Pictures
9,Universal Pictures
8, Marvel Entertainment
5, Hart-Sharp Entertainment
13, Current Entertainment
9, Regency Enterprises
11,Sunswept Entertainment
37, Natural Nylon Entertainment
10,DreamWorks SKG
13, Sunday Night
11,Columbia Pictures
16, Loumolo & Co.
10,Section Eight
8, Silver Pictures
5, Lakeshore Entertainment
16, CBS Films
19, Millennium Films
9, TF1 Films Production
15,Archer Street Productions
13, Internationale Filmproduktion
16, Cinerenta Medienbeteiligungs KG
32,Columbia Pictures
19, Paramount Vantage
12, De Line Pictures
29,HW Two
39, Heyday Films
25, Saturn Films
6,Paramount Pictures
20, Michael De Luca Productions
10, Scott Free Productions
10, Relativity Media
8, Contrafilm
14, Parkes/MacDonald Productions
20,Mpower Pictures
31, Artisan Entertainment
20,Columbia Pictures
8, H2F Entertainment
3,Universal Pictures
20, New Legacy
10, Pacific Data Images (PDI)
10, Liddell Entertainment
18, Ingenious Media
12, Mirabai Films
15,Paramount Pictures
10, Dark Lot Entertainment
22,Scott Free Productions
22, Sony Pictures Releasing
20, Warner Bros.
33, New Line Cinema
15, Silver Bullet Productions (II)
9, Warner Bros. Animation
8, Irish Film Board
10,Imagine Entertainment
27,Universal Pictures
26,Summit Entertainment
9, Film4
13, Evergreen Media Group
14,Dimension Films
14, Appian Way
12, Tim Burton Productions
19,Regency Enterprises
14, Warner Bros.
9,Twentieth Century Fox Film Corporation
15, Silver Pictures
11, Transfilm
14, Jerry Weintraub Productions
13, Twentieth Century Fox Film Corporation
54, Jerry Bruckheimer Films
8, Albert S. Ruddy Productions
28, Lawrence Bender Productions
39, 1492 Pictures
14,New Line Cinema
16, Warner Bros.
14, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
4, Working Title Films
10, The Weinstein Company
9, Rocklin / Faust
7, Wayfare Entertainment
18,Tiger Aspect Productions
19, Zide-Perry Productions
7, Hyde Park Entertainment
17, Millennium Films
22, Mutant Enemy Productions
12, Good Universe
10, Scholastic Entertainment
13,Columbia Pictures
47, Scott Rudin Productions
22, Waverly Films
4, Dillywood
19, Warner Bros.
9, Scott Free Productions
8, Apatow Productions
15,Warner Bros. Pictures
14, Electronic Arts
19,Max Films Productions
4, John Wells Productions
18, Voltage Pictures
7,Revolution Studios
11,Columbia Pictures
18,Konrad Pictures
62,Walt Disney
5, TPS Star
16, Revolution Studios
46, DreamWorks Pictures
16, Toho-Towa
7, Splendid Medien AG
9, Warner Bros.
8, Dino De Laurentiis Company
5, Yari Film Group
7, ImageMovers
14, Revolution Studios
10, Virtual Films
5, Pixar Animation Studios
8,United Artists
35, Warner Bros.
12, Open Road Films
12,Summit Entertainment
15, China Film Group Corporation (CFGC)
11, Regency Enterprises
10, StudioCanal
12, Two Brothers Productions
11, Warner Bros.
7, Debra Hill Productions
21, Penn Station Entertainment
12,Columbia Pictures
41, Heyday Films
11, Mel's Cite du Cinema
11, TF1 Films Production
20, New Regency Pictures
10, Regency Enterprises
17, Alphaville Films
9,Universal Pictures
9, Artisan Entertainment
8, Original Film
18,Village Roadshow Pictures
30,20th Century Fox
15, Pictures in Paradise
9, The Weinstein Company
8,DreamWorks SKG
16,Lionsgate
8, Monolith Pictures (III)
21, Parallel Zide
16, Relativity Media
7, Newmarket Capital Group
11, Green Hills Productions
26, The Tyler Perry Company
9, Media Rights Capital
13, Contrafilm
11, The
19, Cinema Gypsy Productions
9, Josephson Entertainment
24, Gold Circle Films
10, Underworld Produktions GmbH
7,Spyglass Entertainment
7,CBS Films
16,Twentieth Century Fox Film Corporation
9,New Line Cinema
10, Warner Bros.
33, Square USA
14, Phoenix Pictures
5, Donners' Company
21, Fox 2000 Pictures
20, Smokehouse Pictures
11, Vertigo Entertainment
7, Blue Sky Studios
37, Alloy Entertainment
17,Castle Rock Entertainment
6, Metro-Goldwyn-Mayer (MGM)
11, Informant Media
18, IM Global
2, Pixar Animation Studios
16,Irish Dreamtime
17,Blueprint Pictures
8,Spyglass Entertainment
9, Intermedia Films
9, Prime Focus
8, Chris Lee Productions
7, Genre Films
22, Imagine Entertainment
20, Motion Picture BETA Produktionsgesellschaft
12, NPV Entertainment
11, Silvatar Media
37, Alcon Entertainment
18, Warner Bros.
12, Emmett/Furla Films
11, Wildgaze Films
16,Imagine Entertainment
12,Universal Pictures
32, Contrafilm
10, Major Studio Partners
19, Spyglass Entertainment
34, China Movie Channel
10,France 3 CinÃ©ma
21, Atmosphere Entertainment MM
4, Lunar Industries
14, Dentsu Inc.
19, FilmNation Entertainment
23,Hyde Park Films
15, Gunn Films
14, LionsGate
34, Mandate Pictures
15, Walden Media
18,Paramount Pictures
17,Grindstone Entertainment Group
11,Appian Way
21,Universal Pictures
12,Metro-Goldwyn-Mayer (MGM)
22,DreamWorks SKG
13,Columbia Pictures
10,StudioCanal
4,Exodus Film Group
11,BBC Films
11,Spyglass Entertainment
16,New Line Cinema
6, Buckaroo Entertainment
13, Vinyl Films
13, Dimension Films
7, Esperanto Filmoj
20, Lip Sync Post
10, Scott Free Productions
15, Imagenation Abu Dhabi FZ
9,Summit Entertainment
11,Likely Story
16, Red Lion Sarl
15, Lionsgate
10, Dentsu
12, Cruel and Unusual Films
14, Warner Bros.
11,Halcyon Pictures
18, Fox 2000 Pictures
5,The Weinstein Company
16, MacDonald/Parkes Productions
37, Mr. Smith Productions
9, Warner Bros.
9, MTV Films
16, Fox International Productions
10, Jouror Productions
4,Fox Searchlight Pictures
17,Paramount Pictures
15,Columbia Pictures
13,20th Century Fox
16,New Line Cinema
10,Paramount Pictures
14, Relativity Media
14, Dan Films
21, Galavis Film
16, Epsilon Motion Pictures
8,Dimension Films
20,Fox Searchlight Pictures
16,Fox 2000 Pictures
16, Canal+
10, MTV Films
41, New Line Cinema
18, 5150 Action
16,Columbia Pictures
23, Regency Enterprises
31,Metro-Goldwyn-Mayer (MGM)
10, David Ladd Films
6,Walt Disney Pictures
6, Spyglass Entertainment
12,Walt Disney Pictures
10, Marvel Enterprises
8, Jolie Pas
27,Scott Rudin Productions
13, Stuber Productions
8,Universal Pictures
19, Warner Bros.
9, Strike Entertainment
19, Legendary Pictures
16, Icon Entertainment International
18, De Line Pictures
37, Lionsgate
15,Relativity Media
13, Relativity Media
16,Universal Pictures
5, Cloud Eight Films
