Index,unit_cogs,quantity,name,group,date
7337,1.37,2,SERNICZEK  Z WISNIAMI CZARNKOW 150GR,DAIRY_CHESSE,2018-01-05
7338,1.37,3,SERNICZEK TRUSKAWKOWY 150 G,DAIRY_CHESSE,2018-01-05
7339,1.37,4,SERNICZEK Z BRZOSKWINIA CZARNKOW 150 G,DAIRY_CHESSE,2018-01-05
7340,10.561643835616401,1.46,SERY Z?OTE LUZ,DAIRY_CHESSE,2018-01-05
7341,2.5,17,SKORUPKA 400 G OGOREK KWASZONY,DAIRY_CHESSE,2018-01-05
7342,0.84,16,SMALEC 200GR KOSTKA  AGI,DAIRY_CHESSE,2018-01-05
7343,1.68,7,SMIETANA 12% PIATNICA,DAIRY_CHESSE,2018-01-05
7344,1.3276923076923102,13,SMIETANA 12% ZOT 180 G,DAIRY_CHESSE,2018-01-05
7345,1.491,10,SMIETANA 18 % 200G PIATNICA,DAIRY_CHESSE,2018-01-05
7346,1.465625,16,SMIETANA 18 % MLEKOWITA GESTA,DAIRY_CHESSE,2018-01-05
7347,1.75,1,SMIETANA 18% 200G SREM,DAIRY_CHESSE,2018-01-05
7348,1.16260869565217,23,SMIETANA 18% ZOOT 180G,DAIRY_CHESSE,2018-01-05
7349,4.09,3,TWAROG JEZIERZYCKA KROWKA 250 G,DAIRY_CHESSE,2018-01-05
7350,2.55,22,TWAROG POLTLUSTY SREMSKI 250G,DAIRY_CHESSE,2018-01-05
7351,1.79,1,TWAROG PRESIDENT ZE SZCZYPIORKIEM,DAIRY_CHESSE,2018-01-05
7352,2.62,3,TWAROG SMIETANKOWY RAWICZ 250G,DAIRY_CHESSE,2018-01-05
7353,2.81305084745763,59,TWAROG SREMSKI 250G TLUSTY,DAIRY_CHESSE,2018-01-05
7354,2.45,15,TWAROG SREMSKI CHUDY 250GR,DAIRY_CHESSE,2018-01-05
7355,8.73,1,TWAROG SYCYMINSKI 374 G,DAIRY_CHESSE,2018-01-05
7356,1.87,2,TWOJA RYBKA W SOSIE 100G,DAIRY_CHESSE,2018-01-05
7357,1.19,1,WIB SOS KOPERKOWY ZE SMIETANA 27 G,DAIRY_CHESSE,2018-01-05
7358,1.19,1,WIN SOS PIECZENIOWY DELIKATNY,DAIRY_CHESSE,2018-01-05
7359,1.19,8,WIN SOS PIECZENIOWY KREMOWY,DAIRY_CHESSE,2018-01-05
7360,0.84,8,ZELKI SERDUSZKA 80 G,DAIRY_CHESSE,2018-01-05
7361,1.87,2,ZOTT JOGURT PRIMO NATURAL+OWOCE 125 G,DAIRY_CHESSE,2018-01-05
7362,2.99,4,ALMETTE JOGURTOWY 150G HOCHLAND,DAIRY_CHESSE,2018-01-06
7363,2.77,4,ALMETTE OGOREK/ZIOLA 150G,DAIRY_CHESSE,2018-01-06
7364,2.77,3,ALMETTE SER POMIDOR 150 G,DAIRY_CHESSE,2018-01-06
7365,2.99,14,ALMETTE SMIETANKOWY 150G,DAIRY_CHESSE,2018-01-06
7366,2.99,4,ALMETTE ZIOLOWY 150G SEREK,DAIRY_CHESSE,2018-01-06
7367,1.13,1,BAKOMA  BAKUS 90 G WANIL,DAIRY_CHESSE,2018-01-06
7368,2.31,6,BAKOMA  TWIST TRUSKAWKA 400G,DAIRY_CHESSE,2018-01-06
7369,1.26,3,BAKOMA 7 ZBOZ BRZOSKWONIA 140GR,DAIRY_CHESSE,2018-01-06
7370,1.75,5,BAKOMA BAKUS DO KIESZONKI TRUSKAW.,DAIRY_CHESSE,2018-01-06
7371,1.75,7,BAKOMA BAKUS DO KIESZONKI WANIL.,DAIRY_CHESSE,2018-01-06
7372,1.54,8,BAKOMA GRECKI 180GR,DAIRY_CHESSE,2018-01-06
7373,2.89,1,BAKOMA GRECKI JOGURT 440 G,DAIRY_CHESSE,2018-01-06
7374,0.98,20,BAKOMA JOGURT NATURALNY 150 G,DAIRY_CHESSE,2018-01-06
7375,1.32,2,BAKOMA JOGURT SENIOR 130 G,DAIRY_CHESSE,2018-01-06
7376,3.62,2,BAKOMA MUS + BRZOSKWINIA 200G,DAIRY_CHESSE,2018-01-06
7377,3.62,1,BAKOMA MUS+TRUSKAWKA 200G,DAIRY_CHESSE,2018-01-06
7378,1.18,3,BAKOMA SEREK BAKUS WANILIA,DAIRY_CHESSE,2018-01-06
7379,5.71,2,BAKOMA SMIET.SPRAY 250 ML,DAIRY_CHESSE,2018-01-06
7380,2.31,6,BAKOMA TWIST  400G BRZOS,DAIRY_CHESSE,2018-01-06
7381,3.66,4,BITA SMIETANA AROZOL 250 G MLECZ ZAGRODA,DAIRY_CHESSE,2018-01-06
7382,1.26,21,CHRUPKI KUKURYDZIANE  60 G,DAIRY_CHESSE,2018-01-06
7383,2.99,2,CIASTKA HIT 220 G BRAUNI,DAIRY_CHESSE,2018-01-06
7384,1.55,17,DA DANIO CZEKOLADA 130 G,DAIRY_CHESSE,2018-01-06
7385,1.03,2,DA DANIO TRUSKAWKA 140G.,DAIRY_CHESSE,2018-01-06
7386,1.08,37,DA DANIO WANILIOWY 140G,DAIRY_CHESSE,2018-01-06
7387,0.603571428571429,28,DA DANONE GRATKA 115 G,DAIRY_CHESSE,2018-01-06
7388,1.41,11,DA DANONE GRATKA 290 G,DAIRY_CHESSE,2018-01-06
7389,1.3629411764705903,17,DA FANTASIA 100 G KULKI CZEKOL.,DAIRY_CHESSE,2018-01-06
7390,1.346,15,DA FANTASIA Z CZEKOLADA 110G,DAIRY_CHESSE,2018-01-06
7391,1.495,12,DA FANTASIA Z PLATKAMI CZEK.107G,DAIRY_CHESSE,2018-01-06
7392,1.18,5,DA FANTAZJA HAPPY 101 G,DAIRY_CHESSE,2018-01-06
7393,1.35,5,DA FANTAZJA LOVE 98 G,DAIRY_CHESSE,2018-01-06
7394,1.29,1,DE SEREK Z BRZOSKWINIA 150 G,DAIRY_CHESSE,2018-01-06
7395,1.29,2,DE SEREK Z MALINAMI 150 G,DAIRY_CHESSE,2018-01-06
7396,1.29,1,DE SEREK Z TRUSKAWKAMI 150 G,DAIRY_CHESSE,2018-01-06
7397,0.73,3,DELECTA MIX DO SMIETANY,DAIRY_CHESSE,2018-01-06
7398,1.18,15,DESER JANA CZEKOLADOWY 120G,DAIRY_CHESSE,2018-01-06
7399,1.32,19,DESER JANA WANILIOWY 120GR,DAIRY_CHESSE,2018-01-06
7400,0.8,9,DROZDZE BABUNI ROTEX,DAIRY_CHESSE,2018-01-06
7401,0.66,22,DROZDZE PIEKARSKIE 100G,DAIRY_CHESSE,2018-01-06
7402,6.89,1,FRYTKI 750 G VIKO,DAIRY_CHESSE,2018-01-06
7403,6.89,1,FRYTKI 750 VIKO,DAIRY_CHESSE,2018-01-06
7404,2.69,2,GOS MLEKO ZAGESZCZ/NIES? 500 ML,DAIRY_CHESSE,2018-01-06
7405,2.39,48,GOS.MASLANKA NATURALNA,DAIRY_CHESSE,2018-01-06
7406,6.76932795698925,372,GOS.MASLO 250G GOSTYN,DAIRY_CHESSE,2018-01-06
7407,2.4,173,GOS.MLEKO CODZIENNE 2_%,DAIRY_CHESSE,2018-01-06
7408,4.89,1,GOS.MLEKO PUSZKA 510 GR KRÓWKOWE S?/ZAG,DAIRY_CHESSE,2018-01-06
7409,1.49,20,GOS.MLEKO UHT 2% 0_5L GOSTYN,DAIRY_CHESSE,2018-01-06
7410,2.15,38,GOS.MLEKO UHT 2% 1L GOSTYN,DAIRY_CHESSE,2018-01-06
7411,1.59,6,GOS.MLEKO UHT 3_2% 0_5L GOSTYN,DAIRY_CHESSE,2018-01-06
7412,2.21,34,GOS.MLEKO UHT 3_2% 1L GOSTYN,DAIRY_CHESSE,2018-01-06
7413,3.47,4,GOS.MLEKO Z BLONIKIEM 500G,DAIRY_CHESSE,2018-01-06
7414,1.57,10,GOS.MLEKO ZAG. NIESL.200G GOSTYN,DAIRY_CHESSE,2018-01-06
7415,2.53,4,GOS.MLEKO ZAGESZ.NIESLODZ 350G GOSTY?,DAIRY_CHESSE,2018-01-06
7416,3.18,2,GOS.MLEKO ZAGESZCZ.500ML GOSTYN,DAIRY_CHESSE,2018-01-06
7417,3.38333333333333,15,GOS.MLEKO ZAGESZCZ.NIE/S?.Z MAGNEZEM 500,DAIRY_CHESSE,2018-01-06
7418,1.49,84,GOS.SMIETANKA 12% 250ML GOSTYN,DAIRY_CHESSE,2018-01-06
7419,1.78,69,GOS.SMIETANKA 18% 250ML GOSTYN,DAIRY_CHESSE,2018-01-06
7420,2.39765625,64,GOS.SMIETANKA 30% 250ML GOSTYN,DAIRY_CHESSE,2018-01-06
7421,4.41,16,GOS.SMIETANKA 30% 500ML GOSTYN,DAIRY_CHESSE,2018-01-06
7422,10.9944289693593,3.59,GOS.TWAROG POLTLUSTY/CHUDY LUZ,DAIRY_CHESSE,2018-01-06
7423,3.2866666666666697,3,HOCH SER GOUDA PLASTRY 135 G,DAIRY_CHESSE,2018-01-06
7424,1.79,3,HOCH TWAR.KANAPKOWY SZCZYPIOREK 130G,DAIRY_CHESSE,2018-01-06
7425,1.7585714285714298,7,HOCH.TWAR. KANAPKOWY SMIETANA 130G,DAIRY_CHESSE,2018-01-06
7426,1.74,6,HOCHL KANAPKOWY Z OGORKIEM 130 G,DAIRY_CHESSE,2018-01-06
7427,1.65,2,HOCHL PIECZARKA 100G TOP BLOK,DAIRY_CHESSE,2018-01-06
7428,1.6553333333333302,30,HOCHL SMIETANKOW 100 G TOPIONY,DAIRY_CHESSE,2018-01-06
7429,3.75,2,HOCHL.KRAZEK 180 G SORTETT,DAIRY_CHESSE,2018-01-06
7430,1.64,9,HOCHL.PAPRYKA 100G BLOK,DAIRY_CHESSE,2018-01-06
7431,2.62,1,HOCHL.PLAST TOP SZCZYPIOREK 130 G,DAIRY_CHESSE,2018-01-06
7432,3.75,2,HOCHL.SER MIXTETT KRAZEK 200G,DAIRY_CHESSE,2018-01-06
7433,1.65,4,HOCHL.SZCZYP.CEB.100G BLOK TOPIONY,DAIRY_CHESSE,2018-01-06
7434,1.65785714285714,14,HOCHL.ZIOLA 100G BLOK TOPIONY,DAIRY_CHESSE,2018-01-06
7435,0.976666666666667,45,JOGOBELA 150 G 0 %,DAIRY_CHESSE,2018-01-06
7436,1.49,4,JOGOBELA 300G PITNY,DAIRY_CHESSE,2018-01-06
7437,1.87,4,JOGOBELA DO PICIA 315 G,DAIRY_CHESSE,2018-01-06
7438,1.4,3,JOGOBELA KOKTAIL 200G,DAIRY_CHESSE,2018-01-06
7439,1.68,1,JOGOBELA ZE ZBOZAMI 200 G,DAIRY_CHESSE,2018-01-06
7440,0.929,80,JOGOBELLA 150G CLASSIC,DAIRY_CHESSE,2018-01-06
7441,0.97,78,JOGOBELLA 150G STANDARD,DAIRY_CHESSE,2018-01-06
7442,1.21,5,JOGOBELLA KOKTAIL PINA COLADA 200G,DAIRY_CHESSE,2018-01-06
7443,1.54,1,JOGURT 350 G  DUET,DAIRY_CHESSE,2018-01-06
7444,0.94,2,JOGURT FINEZJA 115G /1 SZT/BRZOS/MAR/TR,DAIRY_CHESSE,2018-01-06
7445,1.5,9,JOGURT JOVI 350 G PITNY,DAIRY_CHESSE,2018-01-06
7446,1.74,1,JOGURT JOVI PITNY BAN+TRUS 350 G,DAIRY_CHESSE,2018-01-06
7447,1.44,14,JOGURT KOSCIAN 400GR NATURALNY 2%,DAIRY_CHESSE,2018-01-06
7448,1.87,12,JOGURT MLEKOVITA TY_GRECKI 400 G,DAIRY_CHESSE,2018-01-06
7449,0.77,16,JOGURT MLEKOVITA Z BISZKOPT 125,DAIRY_CHESSE,2018-01-06
7450,0.73,1,JOGURT MULLER 125 G,DAIRY_CHESSE,2018-01-06
7451,0.73,4,JOGURT MULLER 125 G,DAIRY_CHESSE,2018-01-06
7452,0.73,6,JOGURT MULLER 125 G,DAIRY_CHESSE,2018-01-06
7453,0.73,3,JOGURT MULLER 125 G,DAIRY_CHESSE,2018-01-06
7454,1.24,1,JOGURT MULLER 150 G CHOCO,DAIRY_CHESSE,2018-01-06
7455,1.88222222222222,36,JOGURT NATURALNY ZOTT 370GR,DAIRY_CHESSE,2018-01-06
7456,1.68,15,JOGURT OW.WYSPA 150 G,DAIRY_CHESSE,2018-01-06
7457,2.77,5,JOGURT Z MUSLI 210 G JAB?KO,DAIRY_CHESSE,2018-01-06
7458,0.8,126,JOGURT ZO NATURALNY 180 G,DAIRY_CHESSE,2018-01-06
7459,2.15,2,KARMA MR CAT 400G,DAIRY_CHESSE,2018-01-06
7460,1.34,4,KASZKA MANNA WISN. 150G CZARNKOW,DAIRY_CHESSE,2018-01-06
7461,1.4,50,KEFIR SREMSKI 400 ML B.,DAIRY_CHESSE,2018-01-06
7462,2.156,10,LACIATY 150 G NATURALNE,DAIRY_CHESSE,2018-01-06
7463,2.06,4,LACIATY 150 G SZCZYPIOREK,DAIRY_CHESSE,2018-01-06
7464,2.0,2,?ACIATY  SEREK 135 G POMIDORY,DAIRY_CHESSE,2018-01-06
7465,1.68,35,?ACIATY SEKEK SMIETANKOWY 135 G,DAIRY_CHESSE,2018-01-06
7466,1.78,11,?ACIATY SEREK Z CEBULA I SZCZ_135G,DAIRY_CHESSE,2018-01-06
7467,2.34,9,MAR DELMA EXTRA 450 G Z MASLEM,DAIRY_CHESSE,2018-01-06
7468,1.02,45,MAR NIEZBEDNA KOSTKA 250GR,DAIRY_CHESSE,2018-01-06
7469,2.25,28,MAR SMAKOWITA 450 G,DAIRY_CHESSE,2018-01-06
7470,2.19,12,MASLANKA NATURALNA MRAGOWSKA,DAIRY_CHESSE,2018-01-06
7471,1.82865671641791,67,MASLANKA SREMSKA 1 L,DAIRY_CHESSE,2018-01-06
7472,2.34,31,MASLANKA TRUSK.1 L MLEKOWITA,DAIRY_CHESSE,2018-01-06
7473,3.67,3,MIESZANKA CHINSKA 400 G,DAIRY_CHESSE,2018-01-06
7474,1.45,2,MILLER FROOP 150 G Z KIWI,DAIRY_CHESSE,2018-01-06
7475,1.45,1,MILLER FROOP 150 G Z MANGO,DAIRY_CHESSE,2018-01-06
7476,1.68,5,MLEKO 1_5 L ML.ZAG,DAIRY_CHESSE,2018-01-06
7477,1.9131818181818203,22,MLEKO 3_2% MLECZ.ZAGRODA,DAIRY_CHESSE,2018-01-06
7478,2.01,28,MLEKO 3_2% ZAMBROWSKIE 1L,DAIRY_CHESSE,2018-01-06
7479,10.11,1,MLEKO ALPRO 1 L MIGDALOWY,DAIRY_CHESSE,2018-01-06
7480,2.34,3,MLEKO BEZ LAKTOZY 1_5 % 1 L LOWICZ,DAIRY_CHESSE,2018-01-06
7481,1.95,2,MLEKO LACIATE 2%1L,DAIRY_CHESSE,2018-01-06
7482,1.83,3,MLEKO MLECZNA ZAGRODA 3_2 % BUTELKA,DAIRY_CHESSE,2018-01-06
7483,2.453125,16,MLEKO MULLER SMAKOWE 400G,DAIRY_CHESSE,2018-01-06
7484,1.97,4,MLEKO SWIEZE SREM  1 L 3_2%,DAIRY_CHESSE,2018-01-06
7485,1.8,4,MLEKO SWIEZE SREM 1 L 2%,DAIRY_CHESSE,2018-01-06
7486,2.43,3,MLEKO TUBA,DAIRY_CHESSE,2018-01-06
7487,2.43,1,MLEKO TUBA KAKAO,DAIRY_CHESSE,2018-01-06
7488,2.43,1,MLEKO TUBA KARMEL,DAIRY_CHESSE,2018-01-06
7489,1.21,7,MULLER RISO KOKOS 200G,DAIRY_CHESSE,2018-01-06
7490,1.21,5,MULLER RISO KOKOS 200G,DAIRY_CHESSE,2018-01-06
7491,1.21625,24,NAP TIGER 0_25 SPEED,DAIRY_CHESSE,2018-01-06
7492,0.69,11,NAP TYMBARK 0_2 KART,DAIRY_CHESSE,2018-01-06
7493,1.36,8,NAP TYMBARK MUS MANGO 120 G,DAIRY_CHESSE,2018-01-06
7494,2.05,1,PALUSZKI BESKIDZKIE 250 G DELIKAT,DAIRY_CHESSE,2018-01-06
7495,7.07,3,PIEROGI Z KAP-GRZYBY 450 G,DAIRY_CHESSE,2018-01-06
7496,1.37,4,POEZJA DESER MLECZ ORZECH 180 G,DAIRY_CHESSE,2018-01-06
7497,1.37,4,POEZJA DESER TRUSKAWKA 180 G,DAIRY_CHESSE,2018-01-06
7498,3.36,1,PUDL POMIDORY KROJONE 390G,DAIRY_CHESSE,2018-01-06
7499,3.36,2,PUDL POMIDORY KROJONE Z BAZYL.OREG 390 G,DAIRY_CHESSE,2018-01-06
7500,3.04428571428571,7,SER BRIE TUREK NATURALNY 125G,DAIRY_CHESSE,2018-01-06
7501,3.5633333333333304,3,SER CAMEMBERT TUREK NATURALNY 120 G,DAIRY_CHESSE,2018-01-06
7502,12.6847014925373,5.36,SER EDEN/GOUDA/MORSKI/EDEK,DAIRY_CHESSE,2018-01-06
7503,2.76,3,SER FAVITA 270G,DAIRY_CHESSE,2018-01-06
7504,2.78,4,SER FAVITA 270G,DAIRY_CHESSE,2018-01-06
7505,15.0,0.14,SER GOUDA LACPOL/CAMELOT,DAIRY_CHESSE,2018-01-06
7506,2.96,3,SER LA POLLE BRI 125 G,DAIRY_CHESSE,2018-01-06
7507,2.93,3,SER LA POLLE CAMEBERT 120 G,DAIRY_CHESSE,2018-01-06
7508,14.9820143884892,2.78,SER LOWICKI,DAIRY_CHESSE,2018-01-06
7509,2.93,3,SER MLEKOPOL  WEDZONY 150 G,DAIRY_CHESSE,2018-01-06
7510,2.34,10,SER MLEKPOL GOUDA 150G PLASTRY,DAIRY_CHESSE,2018-01-06
7511,2.93,19,SER MLEKPOL KROLEWSKI Z KOLNA 150G PLAS,DAIRY_CHESSE,2018-01-06
7512,2.34,17,SER MLEKPOL SALAMI ZOLTY PLASTRY,DAIRY_CHESSE,2018-01-06
7513,2.81,3,SER MOZZARELLA 125 G,DAIRY_CHESSE,2018-01-06
7514,5.12,1,SER MOZZARELLA 300G,DAIRY_CHESSE,2018-01-06
7515,3.54,1,SER NA GRILA LUB PATELNIE 100G,DAIRY_CHESSE,2018-01-06
7516,17.0103092783505,1.94,SER PULAWSKI/GOUDA/CAMELOT,DAIRY_CHESSE,2018-01-06
7517,17.25,0.12,SER ROLADA USTRZYCKA,DAIRY_CHESSE,2018-01-06
7518,17.3169014084507,8.52,SER SALAMI WOSK SREM,DAIRY_CHESSE,2018-01-06
7519,3.75176470588235,85,SER SMAZONY 200G SREM..,DAIRY_CHESSE,2018-01-06
7520,3.75,3,SER SMAZONY FRONCKOWIAK 200G PÓ?TLUSTY,DAIRY_CHESSE,2018-01-06
7521,5.03,1,SER SMAZONY GRANOW 200G FRACKOWIAK,DAIRY_CHESSE,2018-01-06
7522,1.21,5,SER TOP TYLZYCKI SERTOP,DAIRY_CHESSE,2018-01-06
7523,1.59,1,SER TOP ZLOTY EMENTALER SERTOP,DAIRY_CHESSE,2018-01-06
7524,16.99,1,SER TOP.WEDZONY MLEKPOL LUZ,DAIRY_CHESSE,2018-01-06
7525,1.99,3,SER TOPIONY 130 G LACTIMA  EMENTALER,DAIRY_CHESSE,2018-01-06
7526,1.99,1,SER TOPIONY 130 G LACTIMA SMIETANA,DAIRY_CHESSE,2018-01-06
7527,1.99,3,SER TOPIONY 130 G LACTIMA SZCZYPIOR,DAIRY_CHESSE,2018-01-06
7528,1.99,1,SER TOPIONY 130 G LACTIMA Z SZYNKA,DAIRY_CHESSE,2018-01-06
7529,12.3387096774194,1.24,SER WIEDENSKI RICOTTA,DAIRY_CHESSE,2018-01-06
7530,2.81,1,SEREK TOP.150 G MLEKOPOL,DAIRY_CHESSE,2018-01-06
7531,1.445,6,SEREK WIEJSKI 150G LEKKI PIATNICA,DAIRY_CHESSE,2018-01-06
7532,1.45,66,SEREK WIEJSKI 200G ZIARNISTY COTTAGE,DAIRY_CHESSE,2018-01-06
7533,1.55,6,SEREK WIEJSKI PIATNICA ZE SZCZYPIORKIEM,DAIRY_CHESSE,2018-01-06
7534,10.5187969924812,1.33,SERY Z?OTE LUZ,DAIRY_CHESSE,2018-01-06
7535,2.5,14,SKORUPKA 400 G OGOREK KWASZONY,DAIRY_CHESSE,2018-01-06
7536,0.84,5,SMALEC 200GR KOSTKA  AGI,DAIRY_CHESSE,2018-01-06
7537,1.18153846153846,13,SMIETANA 12% ZOT 180 G,DAIRY_CHESSE,2018-01-06
7538,1.39944444444444,18,SMIETANA 18 % 200G PIATNICA,DAIRY_CHESSE,2018-01-06
7539,1.53466666666667,15,SMIETANA 18 % MLEKOWITA GESTA,DAIRY_CHESSE,2018-01-06
7540,1.75,3,SMIETANA 18% 200G SREM,DAIRY_CHESSE,2018-01-06
7541,1.49,3,SMIETANA 18% BEZ LAKTOZY,DAIRY_CHESSE,2018-01-06
7542,1.25333333333333,27,SMIETANA 18% ZOOT 180G,DAIRY_CHESSE,2018-01-06
7543,5.08,3,SMIETANA 36%?OWICZ 0_5L,DAIRY_CHESSE,2018-01-06
7544,1.02,9,SOL O SOLE JODOWANA,DAIRY_CHESSE,2018-01-06
7545,2.55,25,TWAROG POLTLUSTY SREMSKI 250G,DAIRY_CHESSE,2018-01-06
7546,1.73,2,TWAROG PRESIDENT  200 G SMIETANA,DAIRY_CHESSE,2018-01-06
7547,1.79,1,TWAROG PRESIDENT ZE SZCZYPIORKIEM,DAIRY_CHESSE,2018-01-06
7548,2.62,10,TWAROG SMIETANKOWY RAWICZ 250G,DAIRY_CHESSE,2018-01-06
7549,2.83712328767123,73,TWAROG SREMSKI 250G TLUSTY,DAIRY_CHESSE,2018-01-06
7550,2.45,29,TWAROG SREMSKI CHUDY 250GR,DAIRY_CHESSE,2018-01-06
7551,4.33,1,WARZYWA NA PATELNIE 450 G WLOSKIE,DAIRY_CHESSE,2018-01-06
7552,1.19,2,WIB SOS KOPERKOWY ZE SMIETANA 27 G,DAIRY_CHESSE,2018-01-06
7553,3.53,4,WIN MAJONEZ 250 G LEKKI,DAIRY_CHESSE,2018-01-06
7554,1.19,6,WIN SOS PIECZENIOWY DELIKATNY,DAIRY_CHESSE,2018-01-06
7555,1.27,11,ZOOT GALARETKA 175 G TRUSK.,DAIRY_CHESSE,2018-01-06
7556,2.77,4,ALMETTE OGOREK/ZIOLA 150G,DAIRY_CHESSE,2018-01-07
7557,2.99,8,ALMETTE SMIETANKOWY 150G,DAIRY_CHESSE,2018-01-07
7558,2.89,3,ALMETTE SZCZYPIOREK CEBULA 150G,DAIRY_CHESSE,2018-01-07
7559,0.99,5,AMINO BLYSK OGÓRKOWA 61 G,DAIRY_CHESSE,2018-01-07
7560,1.01,7,BAKOMA  PREMIUM 140 G WISNIA,DAIRY_CHESSE,2018-01-07
7561,1.33,4,BAKOMA 7 ZBOZ  150G TRUS,DAIRY_CHESSE,2018-01-07
7562,1.74,7,BAKOMA BAKUS DO KIESZONKI  KAKAO,DAIRY_CHESSE,2018-01-07
7563,1.75,9,BAKOMA BAKUS DO KIESZONKI TRUSKAW.,DAIRY_CHESSE,2018-01-07
7564,1.54,30,BAKOMA GRECKI 180GR,DAIRY_CHESSE,2018-01-07
7565,2.89,1,BAKOMA GRECKI JOGURT 440 G,DAIRY_CHESSE,2018-01-07
7566,1.77,5,BAKOMA KAWA SATINA 240 ML,DAIRY_CHESSE,2018-01-07
7567,1.76,6,BAKOMA KAWA SATINO 240 ML,DAIRY_CHESSE,2018-01-07
7568,2.15,1,BAKOMA NATURALNY 390G,DAIRY_CHESSE,2018-01-07
7569,4.44,10,BAKOMA OLEJ RZEPAKOWY,DAIRY_CHESSE,2018-01-07
7570,0.6,4,BAKOMA POLSKIE SMAK 120 G LESNYCH,DAIRY_CHESSE,2018-01-07
7571,0.6,5,BAKOMA POLSKIE SMAKI  WISNIA 120 G,DAIRY_CHESSE,2018-01-07
7572,5.71,8,BAKOMA SMIET.SPRAY 250 ML,DAIRY_CHESSE,2018-01-07
7573,2.31,6,BAKOMA TWIST  400G BRZOS,DAIRY_CHESSE,2018-01-07
7574,1.62,6,BAKOMA TWIST 250 G LESNE,DAIRY_CHESSE,2018-01-07
7575,1.72,3,BAKOMA TWIST 250 G TRUSKAWKA,DAIRY_CHESSE,2018-01-07
7576,2.39,5,BAKOMA TWIST 400 G MALINA,DAIRY_CHESSE,2018-01-07
7577,1.68,11,BATON KINDER MAXI KING Z KARMELEM 35G,DAIRY_CHESSE,2018-01-07
7578,1.26,20,CHRUPKI KUKURYDZIANE  60 G,DAIRY_CHESSE,2018-01-07
7579,1.07888888888889,9,DA DANIO BRZOSKWINIA 140G,DAIRY_CHESSE,2018-01-07
7580,1.07,12,DA DANIO CZEK+ORZECH 135 G,DAIRY_CHESSE,2018-01-07
7581,1.12692307692308,13,DA DANIO TRUSKAWKA 140G.,DAIRY_CHESSE,2018-01-07
7582,1.08,16,DA DANIO WANILIOWY 140G,DAIRY_CHESSE,2018-01-07
7583,0.65,16,DA DANONE GRATKA 115 G,DAIRY_CHESSE,2018-01-07
7584,3.06,12,DA DANONKI WANILIOWE 4X50G,DAIRY_CHESSE,2018-01-07
7585,1.49,13,DA FANTASIA 100 G KULKI CZEKOL.,DAIRY_CHESSE,2018-01-07
7586,1.4169999999999998,20,DA FANTASIA Z CZEKOLADA 110G,DAIRY_CHESSE,2018-01-07
7587,1.3508,25,DA FANTASIA Z PLATKAMI CZEK.107G,DAIRY_CHESSE,2018-01-07
7588,1.35,4,DA FANTAZJA LOVE 98 G,DAIRY_CHESSE,2018-01-07
7589,1.2875,12,DA FANTAZJA TRUSKA 122G,DAIRY_CHESSE,2018-01-07
7590,1.28,2,DA FANTAZJA WISNIA 122G,DAIRY_CHESSE,2018-01-07
7591,1.18,17,DESER JANA WANILIOWY 120GR,DAIRY_CHESSE,2018-01-07
7592,5.50333333333333,3,DESER MONTE MAX 4*100 G,DAIRY_CHESSE,2018-01-07
7593,0.8,30,DROZDZE BABUNI ROTEX,DAIRY_CHESSE,2018-01-07
7594,0.66,9,DROZDZE PIEKARSKIE 100G,DAIRY_CHESSE,2018-01-07
7595,6.89,4,FRYTKI 750 G VIKO,DAIRY_CHESSE,2018-01-07
7596,0.55,15,GALEO KWASWK CYTR,DAIRY_CHESSE,2018-01-07
7597,2.69,9,GOS MLEKO ZAGESZCZ/NIES? 500 ML,DAIRY_CHESSE,2018-01-07
7598,2.4206666666666696,60,GOS.MASLANKA NATURALNA,DAIRY_CHESSE,2018-01-07
7599,6.45225531914894,470,GOS.MASLO 250G GOSTYN,DAIRY_CHESSE,2018-01-07
7600,2.43639484978541,233,GOS.MLEKO CODZIENNE 2_%,DAIRY_CHESSE,2018-01-07
7601,1.49,17,GOS.MLEKO UHT 2% 0_5L GOSTYN,DAIRY_CHESSE,2018-01-07
7602,2.15,50,GOS.MLEKO UHT 2% 1L GOSTYN,DAIRY_CHESSE,2018-01-07
7603,1.59,18,GOS.MLEKO UHT 3_2% 0_5L GOSTYN,DAIRY_CHESSE,2018-01-07
7604,2.21,52,GOS.MLEKO UHT 3_2% 1L GOSTYN,DAIRY_CHESSE,2018-01-07
7605,3.47,11,GOS.MLEKO Z BLONIKIEM 500G,DAIRY_CHESSE,2018-01-07
7606,1.475,18,GOS.MLEKO ZAG. NIESL.200G GOSTYN,DAIRY_CHESSE,2018-01-07
7607,3.47,16,GOS.MLEKO ZAGESZCZ.NIE/S?.Z MAGNEZEM 500,DAIRY_CHESSE,2018-01-07
7608,1.49,88,GOS.SMIETANKA 12% 250ML GOSTYN,DAIRY_CHESSE,2018-01-07
7609,1.78,82,GOS.SMIETANKA 18% 250ML GOSTYN,DAIRY_CHESSE,2018-01-07
7610,2.57883720930233,43,GOS.SMIETANKA 30% 250ML GOSTYN,DAIRY_CHESSE,2018-01-07
7611,4.41,23,GOS.SMIETANKA 30% 500ML GOSTYN,DAIRY_CHESSE,2018-01-07
7612,10.88,0.5,GOS.TWAROG POLTLUSTY/CHUDY LUZ,DAIRY_CHESSE,2018-01-07
