popularity,title,year,pg_rating,imdb_id,runtime,genre,imdb_rating,votes,gross_us,month
14.777000000000001,The Apartment,1960,Approved,53604,125, Romance,8.3,165142,18.6,6
28.961,Dawn of the Dead,1978,Unrated,77402,127, Adventure,7.9,111713,5.1,3
8.317,Cabaret,1972,PG,68327,124, Musical,7.8,48507,42.77,2
14.442,Me and Earl and the Dying Girl,2015,PG-13,2582496,105, Drama,7.7,123614,6.74,6
83.932,Big Hero 6,2014,PG,2245084,102, Adventure,7.8,412390,222.53,10
44.958,Jojo Rabbit,2019,PG-13,2584384,108, Drama,7.9,302603,0.35,10
32.991,Edge of Tomorrow,2014,PG-13,1631867,113,Action,7.9,602074,100.21,5
13.285,Philomena,2013,PG-13,2431286,98, Comedy,7.6,94372,37.71,11
17.896,The Name of the Rose,1986,R,91605,130, Drama,7.7,102321,7.15,9
16.169,Seven Samurai,1954,Not Rated,47478,207, Adventure,8.6,316958,0.27,4
21.818,Rush,2013,R,1979320,123, Drama,8.1,434359,26.95,9
15.562000000000001,Touch of Evil,1958,PG-13,52311,95,Crime,8.0,98629,2.24,3
26.666,Rocky,1976,PG,75148,120, Sport,8.1,520513,117.24,11
37.301,The Godfather,1972,R,68646,175,Crime,9.2,1628373,134.97,3
19.849,American Gangster,2007,R,765429,157,Biography,7.8,393795,130.16,11
108.69,Your Name.,2016,PG,5311514,106,Animation,8.4,197768,5.02,8
17.351,The Last of the Mohicans,1992,R,104691,112, Adventure,7.7,151353,75.51,9
9.965,The Boondock Saints,1999,R,144117,108,Action,7.8,227494,0.03,1
23.724,Sin City,2005,R,401792,124, Thriller,8.0,739239,74.1,4
20.609,Snatch,2000,R,208092,102,Comedy,8.3,784601,30.33,9
28.912,Life of Pi,2012,PG,454876,127, Drama,7.9,582482,124.99,11
19.171,Lion,2016,PG-13,3741834,118, Drama,8.0,215106,51.74,1
124.492,Deadpool 2,2018,R,5463162,119,Action,7.7,482609,324.59,5
18.222,Perfect Blue,1997,R,156887,81, Crime,8.0,58830,0.78,7
12.869000000000002,The Legend of 1900,1998,R,120731,169, Music,8.1,59208,0.26,10
7.296,The Purple Rose of Cairo,1985,PG,89853,82, Romance,7.7,47214,10.63,3
21.701999999999998,Dances with Wolves,1990,PG-13,99348,181, Drama,8.0,241089,184.21,3
25.169,The Grand Budapest Hotel,2014,R,2278388,99, Comedy,8.1,711445,59.1,2
22.293000000000003,Gravity,2013,PG-13,1454468,91,Drama,7.7,771110,274.09,10
115.427,The Lion King,1994,G,110357,88, Drama,8.5,946319,422.78,6
11.213,Battleship Potemkin,1925,Not Rated,15648,66,Drama,8.0,53306,0.05,12
11.84,True Grit,2010,PG-13,1403865,110, Western,7.6,312868,171.24,12
14.325,The Kid,1921,Passed,12349,68, Family,8.3,114056,5.45,7
17.927,Groundhog Day,1993,PG,107048,101, Romance,8.0,581574,70.91,2
10.725,Incendies,2010,R,1255953,131, War,8.3,151164,6.86,9
23.34,The Count of Monte Cristo,2002,PG-13,245844,131,Action,7.8,129332,54.23,1
22.293000000000003,Gravity,2013,PG-13,1454468,91, Sci-Fi,7.7,771110,274.09,10
26.94,Green Book,2018,PG-13,6966692,130,Biography,8.2,383880,85.08,11
114.735,Coco,2017,PG,2380307,105, Adventure,8.4,388762,209.73,10
78.96600000000001,Aladdin,1992,G,103639,90, Comedy,8.0,374928,217.35,5
17.779,Tombstone,1993,R,108358,130, Biography,7.8,127299,56.51,12
28.563000000000002,The Skin I Live In,2011,R,1189073,120, Horror,7.6,139536,3.19,8
21.214000000000002,Moana,2016,PG,3521164,107, Comedy,7.6,274563,248.76,11
7.101,Winter Sleep,2014,Not Rated,2758880,196,Drama,8.1,46852,0.17,6
40.998999999999995,Gone Girl,2014,R,2267998,149, Mystery,8.1,864080,167.77,10
22.938000000000002,The Fugitive,1993,PG-13,106977,130, Drama,7.8,268497,183.88,8
34.704,V for Vendetta,2005,R,434409,132,Action,8.2,1035933,70.51,2
11.386,Double Indemnity,1944,Passed,36775,107, Film-Noir,8.3,144173,5.72,6
26.074,Edward Scissorhands,1990,PG-13,99487,105, Romance,7.9,448672,56.36,12
16.112000000000002,Little Women,2019,PG,3281548,135, Romance,7.8,145776,108.1,12
8.757,A Man for All Seasons,1966,G,60665,120,Biography,7.7,31346,28.35,12
31.811999999999998,First Blood,1982,R,83944,93,Action,7.7,227289,47.21,10
8.292,Sleuth,1972,PG,69281,138, Thriller,8.0,44842,4.08,12
9.987,The Color Purple,1985,PG-13,88939,154,Drama,7.8,78645,98.47,12
9.109,From Here to Eternity,1953,Passed,45793,118, War,7.6,43544,30.5,8
17.244,"South Park: Bigger, Longer & Uncut",1999,R,158983,81, Fantasy,7.7,192388,52.04,6
9.144,Fiddler on the Roof,1971,G,67093,181,Drama,8.0,39629,80.5,11
14.645,Rear Window,1954,PG,47396,112, Thriller,8.4,445778,36.76,9
9.078,Departures,2008,PG-13,1069238,130,Drama,8.1,48724,1.5,9
16.45,In the Mood for Love,2000,PG,118694,98, Romance,8.1,125262,2.73,9
119.30799999999999,Call Me by Your Name,2017,R,5726616,132,Drama,7.9,215241,18.1,9
12.198,The King of Comedy,1982,PG,85794,109, Drama,7.8,89244,2.5,12
9.946,Ed Wood,1994,R,109707,127, Comedy,7.8,165223,5.89,9
27.256999999999998,Heat,1995,R,113277,170, Drama,8.2,579952,67.44,12
28.736,About Time,2013,R,2194499,123, Drama,7.8,305297,15.32,9
12.78,Awakenings,1990,PG-13,99077,121,Biography,7.8,126018,52.1,12
13.937000000000001,The Sting,1973,PG,70735,129, Crime,8.3,242352,159.6,12
8.912,Raise the Red Lantern,1991,PG,101640,125, Romance,8.1,29766,2.6,12
25.566,The Others,2001,PG-13,230600,104,Horror,7.6,338702,96.52,8
85.611,Toy Story 2,1999,G,120363,92, Comedy,7.9,529319,245.85,10
9.882,Laura,1944,Passed,37008,88, Film-Noir,8.0,42864,4.36,10
20.954,The Raid 2,2014,R,2265171,150,Action,8.0,114597,2.63,3
25.57,Donnie Darko,2001,R,246578,113, Sci-Fi,8.0,742114,1.48,10
28.189,The Thing,1982,R,84787,109, Mystery,8.1,372672,13.78,10
53.809,The Hobbit: An Unexpected Journey,2012,PG-13,903624,169,Adventure,7.8,759335,303.0,11
6.466,Bajrangi Bhaijaan,2015,Not Rated,3863552,163,Action,8.0,72511,8.18,7
32.488,The Sixth Sense,1999,PG-13,167404,107, Thriller,8.1,914124,293.51,8
15.947000000000001,Atonement,2007,R,783233,123, Romance,7.8,252579,50.93,9
103.426,Toy Story 4,2019,G,1979376,100,Animation,7.8,205233,434.04,6
16.98,Spartacus,1960,PG-13,54331,197, Biography,7.9,124685,30.0,10
31.026,Get Out,2017,R,5052448,104, Mystery,7.7,495971,176.04,2
17.803,The Hurricane,1999,R,174856,146, Drama,7.6,91835,50.67,9
28.563000000000002,The Skin I Live In,2011,R,1189073,120, Thriller,7.6,139536,3.19,8
14.331,Metropolis,1927,Not Rated,17136,153,Drama,8.3,160671,1.24,2
16.029,Casablanca,1942,PG,34583,102,Drama,8.5,524034,1.02,11
52.391000000000005,Batman Begins,2005,PG-13,372784,140,Action,8.2,1312835,206.85,6
9.793,Andhadhun,2018,Not Rated,8108198,139, Drama,8.3,72628,1.37,10
16.425,Billy Elliot,2000,R,249462,110, Music,7.7,127130,22.0,5
13.222999999999999,A Streetcar Named Desire,1951,PG,44081,122,Drama,8.0,99479,8.0,9
22.386999999999997,The Bourne Ultimatum,2007,PG-13,440963,115,Action,8.0,605672,227.47,8
13.238,All Quiet on the Western Front,1930,Passed,20629,152,Drama,8.0,57437,3.27,4
13.814,The Illusionist,2006,PG-13,443543,110, Fantasy,7.6,355366,39.87,8
19.151,Dallas Buyers Club,2013,R,790636,117, Drama,8.0,443719,27.3,11
15.067,The Fighter,2010,R,964517,116, Sport,7.8,341821,93.62,12
13.037,Brazil,1985,R,88846,132,Drama,7.9,188061,9.93,2
22.938000000000002,The Fugitive,1993,PG-13,106977,130, Crime,7.8,268497,183.88,8
9.218,Belle de Jour,1967,R,61395,100, Romance,7.7,40447,0.03,5
33.442,Nightcrawler,2014,R,2872718,117, Drama,7.9,469095,32.38,10
13.814,The Illusionist,2006,PG-13,443543,110, Mystery,7.6,355366,39.87,8
7.432,The Double Life of Véronique,1991,R,101765,98, Fantasy,7.8,42692,2.0,5
11.274000000000001,Miller's Crossing,1990,R,100150,115, Drama,7.7,126136,5.08,9
12.65,The French Connection,1971,R,67116,104, Drama,7.7,110510,15.63,10
20.529,Ex Machina,2014,R,470752,108, Thriller,7.7,475952,25.44,1
10.197000000000001,Let the Right One In,2008,R,1139797,114, Drama,7.9,205995,2.12,1
12.306,The Celebration,1998,R,154420,105,Drama,8.0,78674,1.65,6
17.894000000000002,Silver Linings Playbook,2012,R,1045658,122, Drama,7.7,663746,132.09,9
8.757,A Man for All Seasons,1966,G,60665,120, History,7.7,31346,28.35,12
13.755,High Noon,1952,PG,44706,85, Thriller,7.9,97474,9.45,6
11.547,Dangal,2016,Not Rated,5074352,161, Biography,8.4,157650,12.39,12
91.19200000000001,Blade Runner 2049,2017,R,1856101,164, Mystery,8.0,464845,92.05,10
52.985,Saw,2004,R,387564,103, Thriller,7.6,380061,56.0,10
13.886,"I, Daniel Blake",2016,R,5168192,100,Drama,7.9,54157,0.26,10
16.843,The Great Dictator,1940,Passed,32553,125,Comedy,8.4,203999,0.29,10
42.871,Whiplash,2014,R,2582802,106, Music,8.5,721830,13.09,10
14.495999999999999,Control,2007,R,421082,122, Music,7.7,61739,0.87,9
20.570999999999998,American Beauty,1999,R,169547,122,Drama,8.3,1073105,130.1,9
20.16,Training Day,2001,R,139654,122, Drama,7.7,392180,76.63,10
11.222000000000001,Delicatessen,1991,R,101700,99, Crime,7.6,80700,1.79,4
40.705,Enemy at the Gates,2001,R,215750,131,Drama,7.6,244436,51.4,3
9.475,Dead Man's Shoes,2004,Not Rated,419677,90, Thriller,7.6,49863,0.01,9
18.378,Lawrence of Arabia,1962,Approved,56172,228,Adventure,8.3,269092,44.82,12
9.218,Belle de Jour,1967,R,61395,100,Drama,7.7,40447,0.03,5
29.633000000000003,2001: A Space Odyssey,1968,G,62622,149, Sci-Fi,8.3,605833,56.95,4
12.335,Do the Right Thing,1989,R,97216,120, Drama,8.0,90155,27.55,6
12.03,Papillon,1973,R,70511,151, Crime,8.0,121899,53.27,12
14.325,The Kid,1921,Passed,12349,68, Drama,8.3,114056,5.45,7
38.768,The Blind Side,2009,PG-13,878804,129,Biography,7.6,294479,255.96,11
13.062000000000001,In Bruges,2008,R,780536,107, Drama,7.9,391378,7.76,2
16.029,Casablanca,1942,PG,34583,102, War,8.5,524034,1.02,11
14.595,The Third Man,1949,Approved,41959,93,Film-Noir,8.1,159282,0.45,8
11.557,Run Lola Run,1998,R,130827,80,Crime,7.6,188676,7.27,3
12.449000000000002,Falling Down,1993,R,106856,113,Crime,7.6,172322,40.9,2
11.347999999999999,The Last King of Scotland,2006,R,455590,123, History,7.7,175834,17.61,1
12.709000000000001,The Bride of Frankenstein,1935,Not Rated,26138,75,Drama,7.8,43673,4.36,4
33.31,Star Trek,2009,PG-13,796366,127,Action,7.9,578198,257.73,5
15.199000000000002,The Magnificent Seven,1960,Approved,54047,128, Western,7.7,87926,4.91,4
15.159,Match Point,2005,R,416320,124,Drama,7.6,206754,23.09,10
27.601999999999997,Prisoners,2013,R,1392214,153, Mystery,8.1,604471,61.0,9
14.92,A Few Good Men,1992,R,104257,138,Drama,7.7,236310,141.34,12
14.933,Andrei Rublev,1966,R,60107,205, History,8.1,47324,0.1,12
22.154,The Secret World of Arrietty,2010,G,1568921,94, Adventure,7.6,81480,19.2,7
59.925,How to Train Your Dragon 2,2014,PG,1646971,102, Adventure,7.8,306626,177.0,6
418.789,Joker,2019,R,7286456,122,Crime,8.4,950919,335.45,10
14.849,I Saw the Devil,2010,Not Rated,1588170,144, Crime,7.8,111925,0.13,8
10.767000000000001,The Best Offer,2013,R,1924396,131,Crime,7.8,108904,0.09,1
21.993000000000002,Nausicaä of the Valley of the Wind,1984,PG,87544,117, Fantasy,8.1,151788,0.5,3
6.412000000000001,Au Revoir les Enfants,1987,PG,92593,104, War,8.0,31270,4.54,10
15.419,Monty Python and the Holy Grail,1975,PG,71853,91, Comedy,8.2,502250,1.23,5
47.282,Arrival,2016,PG-13,2543164,116, Sci-Fi,7.9,597137,100.55,11
57.998999999999995,The Martian,2015,PG-13,3659388,144, Sci-Fi,8.0,763233,228.43,9
54.919,Aladdin,1992,G,103639,90,Animation,8.0,374928,217.35,11
18.977,Casino,1995,R,112641,178, Drama,8.2,468468,42.44,11
79.017,Logan,2017,R,3315342,137, Sci-Fi,8.1,651202,226.28,2
13.514000000000001,The General,1926,Passed,17925,67, Comedy,8.1,81525,1.03,12
11.815,Only Yesterday,1991,PG,102587,118,Animation,7.6,27326,0.45,7
11.274000000000001,Miller's Crossing,1990,R,100150,115, Thriller,7.7,126136,5.08,9
14.249,Y Tu Mamá También,2001,R,245574,106,Drama,7.6,116151,13.62,6
27.193,Straight Outta Compton,2015,R,1398426,147, History,7.8,179785,161.2,8
29.388,The Pianist,2002,R,253474,150, Drama,8.5,733324,32.57,9
38.677,Sicario,2015,R,3397884,121, Crime,7.6,373067,46.89,9
18.085,Dawn of the Dead,1978,Unrated,77402,127, Adventure,7.9,111713,5.1,9
82.635,Guardians of the Galaxy Vol. 2,2017,PG-13,3896198,136, Comedy,7.6,573181,389.81,4
9.058,Le Samouraï,1967,GP,62229,101, Drama,8.1,45674,0.04,10
10.564,Rio Bravo,1959,Passed,53221,141,Action,8.0,56480,12.54,3
84.792,Avatar,2009,PG-13,499549,162, Adventure,7.8,1121733,760.51,12
8.943,Crimes and Misdemeanors,1989,PG-13,97123,104, Drama,7.9,54826,18.25,10
12.615,End of Watch,2012,R,1855199,109, Crime,7.6,228734,41.0,9
54.282,Spirited Away,2001,PG,245429,125,Animation,8.6,655442,10.06,7
10.584000000000001,Paper Moon,1973,PG,70510,102,Comedy,8.1,42412,30.93,5
35.41,My Neighbor Totoro,1988,G,96283,86,Animation,8.2,293222,1.11,4
28.736,About Time,2013,R,2194499,123,Comedy,7.8,305297,15.32,9
68.279,Knives Out,2019,PG-13,8946378,130,Comedy,7.9,463611,165.36,11
20.814,The Girl with the Dragon Tattoo,2011,R,1568346,158, Mystery,7.8,424947,102.52,12
23.9,Sleepers,1996,R,117665,147, Thriller,7.6,187261,49.1,10
29.343000000000004,Watchmen,2009,R,409459,162, Drama,7.6,502170,107.51,3
57.998999999999995,The Martian,2015,PG-13,3659388,144, Drama,8.0,763233,228.43,9
18.011,Almost Famous,2000,R,181875,122, Comedy,7.9,253459,32.53,9
19.151,Dallas Buyers Club,2013,R,790636,117,Biography,8.0,443719,27.3,11
11.42,Good Bye Lenin!,2003,R,301357,121, Romance,7.7,138284,4.06,2
11.675999999999998,Down by Law,1986,R,90967,107, Drama,7.8,47991,1.44,9
14.024000000000001,The Bridge on the River Kwai,1957,PG,50212,161, War,8.1,204166,44.91,10
16.963,Paprika,2006,R,851578,90, Fantasy,7.7,71781,0.88,10
12.708,The Maltese Falcon,1941,Not Rated,33870,100, Mystery,8.0,149298,2.11,10
12.372,Adaptation.,2002,R,268126,115, Drama,7.7,179124,22.25,12
53.238,The Iron Giant,1999,PG,129167,86,Animation,8.0,172640,23.16,8
8.745,Amarcord,1973,R,71129,123, Drama,7.9,40022,0.29,12
12.91,The Girl with the Dragon Tattoo,2011,R,1568346,158,Crime,7.8,424947,102.52,2
6.9270000000000005,A Night at the Opera,1935,Passed,26778,96, Musical,7.9,30637,2.54,11
58.691,Toy Story 3,2010,G,435761,103,Animation,8.2,759809,415.0,6
32.652,The Imitation Game,2014,PG-13,2084970,114,Biography,8.0,688286,91.13,11
16.963,Paprika,2006,R,851578,90, Drama,7.7,71781,0.88,10
41.243,The Hobbit: The Desolation of Smaug,2013,PG-13,1170358,161,Adventure,7.8,603178,258.37,12
7.296,The Purple Rose of Cairo,1985,PG,89853,82, Fantasy,7.7,47214,10.63,3
13.927999999999999,Casino Royale,2006,PG-13,381061,144, Adventure,8.0,583691,167.45,4
13.127,Modern Times,1936,G,27977,87,Comedy,8.5,218953,0.16,2
41.133,Guardians of the Galaxy,2014,PG-13,2015381,121, Comedy,8.0,1047165,333.18,7
82.85,The Wolf of Wall Street,2013,R,993846,180, Drama,8.2,1196714,116.9,12
18.284000000000002,Spotlight,2015,R,1895587,129,Biography,8.1,422485,45.06,11
7.452999999999999,Joyeux Noel,2005,PG-13,424205,116,Drama,7.7,28046,1.05,11
14.364,Barton Fink,1991,R,101410,116,Comedy,7.7,113545,6.15,8
17.779,Tombstone,1993,R,108358,130,Action,7.8,127299,56.51,12
42.67100000000001,Apocalypto,2006,R,472043,139, Adventure,7.8,291741,50.87,12
44.924,The Jungle Book,1967,G,61852,78, Adventure,7.6,166957,141.84,10
9.43,The Killing Fields,1984,R,87553,141,Biography,7.8,51774,34.7,11
6.01,No Man's Land,2001,R,283509,98, Drama,7.9,44779,1.06,9
15.067,The Fighter,2010,R,964517,116, Drama,7.8,341821,93.62,12
12.265,The Sea Inside,2004,PG-13,369702,126, Drama,8.0,77733,2.09,9
10.581,Sherlock Jr.,1924,Passed,15324,45,Action,8.2,42333,0.98,4
21.701999999999998,Dances with Wolves,1990,PG-13,99348,181,Adventure,8.0,241089,184.21,3
8.629,Glory,1989,R,97441,122, History,7.8,123517,26.83,12
54.282,Spirited Away,2001,PG,245429,125, Family,8.6,655442,10.06,7
22.756,Good Will Hunting,1997,R,119217,126,Drama,8.3,865441,138.43,12
11.448,Once,2007,R,907657,86, Music,7.8,110897,9.44,3
18.99,Fantastic Mr. Fox,2009,PG,432283,87, Comedy,7.9,201051,21.0,10
15.800999999999998,"Crouching Tiger, Hidden Dragon",2000,PG-13,190332,120, Fantasy,7.8,253875,128.08,7
12.075,Notorious,1946,Not Rated,38787,102, Film-Noir,7.9,92566,10.46,8
12.192,21 Grams,2003,R,315733,124,Crime,7.6,225037,16.29,3
28.714000000000002,Reservoir Dogs,1992,R,105236,99, Drama,8.3,922257,2.83,9
11.868,Hedwig and the Angry Inch,2001,R,248845,95,Comedy,7.7,32022,3.03,7
14.434000000000001,Papillon,1973,R,70511,151, Drama,8.0,121899,53.27,9
29.388,The Pianist,2002,R,253474,150, Music,8.5,733324,32.57,9
13.282,The Secret in Their Eyes,2009,R,1305806,129, Mystery,8.2,194013,6.39,8
10.027999999999999,The Red Shoes,1948,Not Rated,40725,135,Drama,8.1,31089,10.9,7
7.457999999999999,Tokyo Godfathers,2003,PG-13,388473,92, Adventure,7.8,31874,0.13,12
9.503,Farewell My Concubine,1993,R,106332,171,Drama,8.1,25209,5.22,10
12.345,The Grapes of Wrath,1940,Passed,32551,129,Drama,8.0,85812,0.06,3
14.100999999999999,Kelly's Heroes,1970,GP,65938,144, Comedy,7.6,45426,1.38,6
9.836,Peeping Tom,1960,Not Rated,54167,101,Drama,7.7,31469,0.08,5
6.789,Evil,2003,Not Rated,338309,113,Drama,7.8,35745,0.02,5
157.327,Thor: Ragnarok,2017,PG-13,3501632,130, Adventure,7.9,591822,315.06,10
20.45,Who Framed Roger Rabbit,1988,PG,96438,104,Animation,7.7,182480,156.45,6
15.309000000000001,A Bronx Tale,1993,R,106489,121, Romance,7.8,128665,17.27,9
17.381,Chungking Express,1994,PG-13,109424,102,Comedy,8.1,63699,0.6,7
7.986000000000001,The Night of the Hunter,1955,Not Rated,48424,92,Crime,8.0,82263,0.65,8
24.238000000000003,Minority Report,2002,PG-13,181689,145, Mystery,7.6,509774,132.07,6
8.317,Cabaret,1972,PG,68327,124, Music,7.8,48507,42.77,2
15.992,Doctor Zhivago,1965,PG-13,59113,197, War,8.0,70142,111.72,12
13.873,In the Name of the Father,1993,R,107207,133,Biography,8.1,157518,25.01,12
58.691,Toy Story 3,2010,G,435761,103, Adventure,8.2,759809,415.0,6
21.799,Kung Fu Hustle,2004,R,373074,99, Fantasy,7.7,127630,17.11,2
16.198,Slumdog Millionaire,2008,R,1010048,120,Drama,8.0,800749,141.32,5
131.76,Harry Potter and the Goblet of Fire,2005,PG-13,330373,157, Family,7.7,550963,290.01,11
9.109,From Here to Eternity,1953,Passed,45793,118, Romance,7.6,43544,30.5,8
16.296,3 Idiots,2009,PG-13,1187043,170, Drama,8.4,346126,6.53,12
15.199000000000002,The Magnificent Seven,1960,Approved,54047,128,Action,7.7,87926,4.91,4
83.24,Ratatouille,2007,G,382932,111, Adventure,8.0,644215,206.45,6
13.755,The Great Beauty,2013,Not Rated,2358891,141,Drama,7.8,81460,2.85,5
24.949,La La Land,2016,PG-13,3783958,128, Drama,8.0,509044,151.1,11
13.873,In the Name of the Father,1993,R,107207,133, Drama,8.1,157518,25.01,12
6.79,Once Upon a Time in Anatolia,2011,Not Rated,1827487,157, Drama,7.9,42268,0.14,9
14.442,Me and Earl and the Dying Girl,2015,PG-13,2582496,105,Comedy,7.7,123614,6.74,6
42.68,Captain America: The Winter Soldier,2014,PG-13,1843866,136, Sci-Fi,7.7,739484,259.77,3
20.054000000000002,Remember the Titans,2000,PG,210945,113, Sport,7.8,198809,115.65,9
11.497,Fried Green Tomatoes,1991,PG-13,101921,130,Drama,7.7,67170,82.42,12
48.218,How to Train Your Dragon,2010,PG,892769,98, Adventure,8.1,669262,217.58,3
11.222000000000001,Delicatessen,1991,R,101700,99,Comedy,7.6,80700,1.79,4
19.405,Mystic River,2003,R,327056,138,Crime,7.9,420612,90.14,1
20.535999999999998,The Bridges of Madison County,1995,PG-13,112579,135,Drama,7.6,73507,71.52,5
14.144,Hotel Rwanda,2004,PG-13,395169,121, History,8.1,335236,23.53,3
10.097000000000001,Drishyam,2015,Not Rated,4430212,163,Crime,8.2,71052,0.74,7
10.263,City Lights,1931,G,21749,87,Comedy,8.5,168603,0.02,2
22.655,The Little Prince,2015,PG,1754656,108, Adventure,7.7,56956,1.34,7
17.352,The Man from Nowhere,2010,R,1527788,119, Drama,7.8,63158,0.01,8
11.794,The Motorcycle Diaries,2004,R,318462,126, Drama,7.8,96893,16.76,2
90.641,Hacksaw Ridge,2016,R,2119532,139, History,8.1,438861,67.21,10
42.871,Whiplash,2014,R,2582802,106,Drama,8.5,721830,13.09,10
14.18,Gandhi,1982,PG,83987,191, Drama,8.0,218110,52.77,11
22.647,"The Good, the Bad and the Ugly",1966,R,60196,178,Western,8.8,691045,6.1,12
12.265,The Sea Inside,2004,PG-13,369702,126,Biography,8.0,77733,2.09,9
17.184,Loveless,2017,R,6304162,127,Drama,7.6,29934,0.57,6
64.15,Finding Nemo,2003,G,266543,100, Adventure,8.1,952766,380.84,5
41.738,Back to the Future,1985,PG,88763,116, Comedy,8.5,1062788,210.61,7
16.896,Citizen Kane,1941,PG,33467,119, Mystery,8.3,405257,1.59,4
6.569,Mustang,2015,PG-13,3966404,97,Drama,7.6,35921,0.85,6
8.317,Cabaret,1972,PG,68327,124,Drama,7.8,48507,42.77,2
16.427,Night of the Living Dead,1968,Not Rated,63350,96,Horror,7.9,116897,0.09,10
11.273,Star Trek II: The Wrath of Khan,1982,PG,84726,113,Action,7.7,112989,78.91,6
47.729,Ghostbusters,1984,PG,87332,105,Action,7.8,356413,238.63,7
29.750999999999998,The Wind Rises,2013,PG-13,2013293,126,Animation,7.8,74251,5.21,7
21.455,Oldboy,2003,R,364569,120, Drama,8.4,517789,0.71,11
25.901,The Pursuit of Happyness,2006,PG-13,454921,117,Biography,8.0,450765,163.57,12
46.706,Taken,2008,PG-13,936501,90,Action,7.8,565869,145.0,2
21.125,The Breakfast Club,1985,R,88847,97, Drama,7.8,358204,45.88,2
29.973000000000003,The Godfather: Part II,1974,R,71562,202, Drama,9.0,1134978,57.3,12
7.89,The Illusionist,2006,PG-13,443543,110, Mystery,7.6,355366,39.87,2
10.581,Sherlock Jr.,1924,Passed,15324,45, Comedy,8.2,42333,0.98,4
9.793,Andhadhun,2018,Not Rated,8108198,139, Music,8.3,72628,1.37,10
9.728,Wings of Desire,1987,PG-13,93191,128, Fantasy,8.0,65061,3.33,5
40.944,Howl's Moving Castle,2004,PG,347149,119, Adventure,8.2,336275,4.71,11
13.282,The Secret in Their Eyes,2009,R,1305806,129, Romance,8.2,194013,6.39,8
10.652000000000001,The Artist,2011,PG-13,1655442,100, Drama,7.9,231136,44.67,10
14.397,Lucky Number Slevin,2006,R,425210,110, Crime,7.7,299936,22.49,2
6.546,Wait Until Dark,1967,Not Rated,62467,108,Thriller,7.8,27812,17.55,10
34.611999999999995,Children of Heaven,1997,PG,118849,89, Sport,8.3,65782,0.93,8
66.327,The Dark Knight,2008,PG-13,468569,152, Crime,9.0,2312777,534.86,7
12.940999999999999,The Game,1997,R,119174,129, Thriller,7.8,346409,48.32,9
13.864,Dead Man,1995,R,112817,121, Fantasy,7.6,90712,1.04,12
124.492,Deadpool 2,2018,R,5463162,119, Adventure,7.7,482609,324.59,5
29.638,When Marnie Was There,2014,PG,3398268,103, Drama,7.7,33134,0.77,7
17.113,Captain Phillips,2013,PG-13,1535109,134, Crime,7.8,422693,107.1,10
25.986,No Country for Old Men,2007,R,477348,122,Crime,8.1,860889,74.28,11
11.706,Mother,2009,R,1216496,129, Drama,7.8,53346,0.55,5
14.671,The Fall,2006,R,460791,117, Fantasy,7.9,107469,2.28,1
39.352,300,2006,R,416449,117, Drama,7.6,734499,210.61,12
15.992,Doctor Zhivago,1965,PG-13,59113,197,Drama,8.0,70142,111.72,12
20.45,Who Framed Roger Rabbit,1988,PG,96438,104, Comedy,7.7,182480,156.45,6
16.98,Spartacus,1960,PG-13,54331,197,Adventure,7.9,124685,30.0,10
9.908999999999999,What Ever Happened to Baby Jane?,1962,Passed,56687,134, Horror,8.1,50256,4.05,10
83.24,Ratatouille,2007,G,382932,111,Animation,8.0,644215,206.45,6
78.96600000000001,Aladdin,1992,G,103639,90, Adventure,8.0,374928,217.35,5
136.114,The Avengers,2012,PG-13,848228,143, Sci-Fi,8.0,1264481,623.28,4
21.154,Metropolis,1927,Not Rated,17136,153,Drama,8.3,160671,1.24,5
8.037,Rififi,1955,Not Rated,48021,118, Thriller,8.1,29143,0.06,4
61.802,The Lord of the Rings: The Two Towers,2002,PG-13,167261,179, Drama,8.7,1491230,342.55,12
13.719000000000001,50/50,2011,R,1306980,100, Romance,7.6,315898,35.01,9
18.153,Hell or High Water,2016,R,2582782,102, Drama,7.6,205055,26.86,8
22.539,The Butterfly Effect,2004,R,289879,113, Sci-Fi,7.6,452599,57.94,1
115.427,The Lion King,1994,G,110357,88, Adventure,8.5,946319,422.78,6
10.767000000000001,The Best Offer,2013,R,1924396,131, Mystery,7.8,108904,0.09,1
60.214,Searching,2018,PG-13,7668870,102, Mystery,7.6,141781,26.02,8
21.816999999999997,American Psycho,2000,R,144084,101, Crime,7.6,493812,15.07,4
13.037,Brazil,1985,R,88846,132, Sci-Fi,7.9,188061,9.93,2
9.144,Fiddler on the Roof,1971,G,67093,181, Musical,8.0,39629,80.5,11
19.665,The Birds,1963,PG-13,56869,119,Drama,7.7,172280,11.4,3
25.57,Lord of War,2005,R,399295,122,Action,7.6,294756,24.15,9
11.815,Only Yesterday,1991,PG,102587,118, Romance,7.6,27326,0.45,7
59.148,Inside Out,2015,PG,2096673,95, Adventure,8.1,620023,356.46,6
27.538,Ocean's Eleven,2001,PG-13,240772,116,Crime,7.7,518400,183.42,12
35.194,Wonder,2017,PG,2543472,113,Drama,8.0,143371,132.42,11
12.03,Papillon,1973,R,70511,151, Drama,8.0,121899,53.27,12
8.745,Amarcord,1973,R,71129,123,Comedy,7.9,40022,0.29,12
27.993000000000002,A Clockwork Orange,1971,R,66921,136, Drama,8.3,760528,6.21,12
